,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity,MGRC US Equity
2022-05-29,79.2427,79.9735,78.8003,78.9445,57808.0
2022-05-30,79.2427,79.9735,78.8003,78.9445,57808.0
2022-05-31,79.0696,79.108,77.5789,79.0599,162568.0
2022-06-01,79.2042,79.2042,77.377,78.281,59257.0
2022-06-02,78.2906,80.2813,78.156,80.0409,48257.0
2022-06-03,79.5023,80.2524,79.1465,79.8197,35163.0
2022-06-04,79.5023,80.2524,79.1465,79.8197,35163.0
2022-06-05,79.5023,80.2524,79.1465,79.8197,35163.0
2022-06-06,80.0216,80.6852,78.8291,79.435,64698.0
2022-06-07,78.7522,80.1755,78.5502,79.9255,40924.0
2022-06-08,79.4158,79.4158,77.7713,78.7137,51145.0
2022-06-09,78.5406,78.8003,77.0019,77.704,51100.0
2022-06-10,77.3962,77.3962,75.5883,76.2134,52102.0
2022-06-11,77.3962,77.3962,75.5883,76.2134,52102.0
2022-06-12,77.3962,77.3962,75.5883,76.2134,52102.0
2022-06-13,75.2228,75.6604,73.7034,74.0207,67535.0
2022-06-14,74.0207,74.165,72.5878,73.8861,76179.0
2022-06-15,74.5977,75.3382,73.6168,74.6458,60617.0
2022-06-16,73.8188,73.8188,70.6356,71.3184,100149.0
2022-06-17,72.3282,72.7994,71.4146,71.578,127735.0
2022-06-18,72.3282,72.7994,71.4146,71.578,127735.0
2022-06-19,72.3282,72.7994,71.4146,71.578,127735.0
2022-06-20,72.3282,72.7994,71.4146,71.578,127735.0
2022-06-21,72.4147,73.6072,71.3665,72.5493,75803.0
2022-06-22,71.7319,72.5926,70.8568,72.1262,105251.0
2022-06-23,72.2801,73.2514,70.4817,71.328,91444.0
2022-06-24,71.8954,73.7995,71.8954,72.9725,412545.0
2022-06-25,71.8954,73.7995,71.8954,72.9725,412545.0
2022-06-26,71.8954,73.7995,71.8954,72.9725,412545.0
2022-06-27,73.511,74.6554,72.7898,73.2802,104629.0
2022-06-28,73.4822,74.5016,72.1647,72.3474,59896.0
2022-06-29,72.7802,72.934,71.1357,72.3955,57439.0
2022-06-30,71.655,73.261,70.6741,73.0879,69930.0
2022-07-01,73.0783,75.3382,72.5926,74.742,67578.0
2022-07-02,73.0783,75.3382,72.5926,74.742,67578.0
2022-07-03,73.0783,75.3382,72.5926,74.742,67578.0
2022-07-04,73.0783,75.3382,72.5926,74.742,67578.0
2022-07-05,73.7995,73.9823,72.0877,73.9823,68187.0
2022-07-06,73.9726,73.9726,72.1262,72.8379,74536.0
2022-07-07,73.3187,75.285,73.3187,73.7418,54084.0
2022-07-08,73.4918,73.8765,72.8475,73.4533,50698.0
2022-07-09,73.4918,73.8765,72.8475,73.4533,50698.0
2022-07-10,73.4918,73.8765,72.8475,73.4533,50698.0
2022-07-11,72.9725,73.6649,72.9725,73.2706,51761.0
2022-07-12,73.0975,74.3573,72.6359,72.7321,50892.0
2022-07-13,72.4436,73.6744,72.2601,73.3091,34024.0
2022-07-14,72.2014,73.1785,71.5919,72.9753,44657.0
2022-07-15,73.7783,74.9741,73.2559,74.5329,92146.0
2022-07-16,73.7783,74.9741,73.2559,74.5329,92146.0
2022-07-17,73.7783,74.9741,73.2559,74.5329,92146.0
2022-07-18,74.9393,75.2063,72.9173,73.2849,78850.0
2022-07-19,73.8557,75.9357,73.6622,75.5004,120846.0
2022-07-20,75.5197,76.4195,75.4617,76.255,67404.0
2022-07-21,76.284,76.8838,75.8487,76.8742,64113.0
2022-07-22,77.1838,77.1838,75.4423,75.7906,64291.0
2022-07-23,77.1838,77.1838,75.4423,75.7906,64291.0
2022-07-24,77.1838,77.1838,75.4423,75.7906,64291.0
2022-07-25,76.2163,77.6191,76.2163,77.5998,141949.0
2022-07-26,77.5417,78.8478,77.1644,78.0158,67313.0
2022-07-27,78.0545,79.3025,77.503,78.5382,121381.0
2022-07-28,78.9832,81.0826,78.3544,80.0474,83783.0
2022-07-29,81.6341,84.2462,81.6147,81.6147,96196.0
2022-07-30,81.6341,84.2462,81.6147,81.6147,96196.0
2022-07-31,81.6341,84.2462,81.6147,81.6147,96196.0
2022-08-01,81.5663,82.321,80.8214,81.7985,57178.0
2022-08-02,81.7502,82.1371,80.6618,81.7985,51245.0
2022-08-03,81.5083,82.0259,81.1467,81.4889,39518.0
2022-08-04,81.1503,82.408,80.4925,81.0923,43686.0
2022-08-05,80.3473,81.9591,80.3473,81.4502,33731.0
2022-08-06,80.3473,81.9591,80.3473,81.4502,33731.0
2022-08-07,80.3473,81.9591,80.3473,81.4502,33731.0
2022-08-08,82.0694,83.1626,81.0826,82.0307,62489.0
2022-08-09,81.905,81.905,80.6569,81.4309,60823.0
2022-08-10,82.1371,83.3271,80.5602,83.0466,61241.0
2022-08-11,83.4529,83.7141,82.7757,83.4239,45269.0
2022-08-12,83.9656,85.0298,83.8302,84.9041,46715.0
2022-08-13,83.9656,85.0298,83.8302,84.9041,46715.0
2022-08-14,83.9656,85.0298,83.8302,84.9041,46715.0
2022-08-15,84.3333,86.065,84.3139,85.8232,69271.0
2022-08-16,85.8038,86.5487,85.2185,86.007,81772.0
2022-08-17,85.5813,85.5813,84.4107,84.875,49617.0
2022-08-18,84.7977,85.2814,84.2946,84.9041,49435.0
2022-08-19,84.7106,84.817,83.8495,84.1301,52016.0
2022-08-20,84.7106,84.817,83.8495,84.1301,52016.0
2022-08-21,84.7106,84.817,83.8495,84.1301,52016.0
2022-08-22,83.6754,83.8302,82.824,82.9498,41927.0
2022-08-23,82.9788,83.3658,82.0888,82.0888,47184.0
2022-08-24,81.992,82.5773,81.4309,82.1371,56584.0
2022-08-25,82.2823,83.3707,82.1371,83.0949,52566.0
2022-08-26,83.0562,84.8267,81.7115,81.905,131212.0
2022-08-27,83.0562,84.8267,81.7115,81.905,131212.0
2022-08-28,83.0562,84.8267,81.7115,81.905,131212.0
2022-08-29,81.3051,81.7598,78.6059,81.1697,112187.0
2022-08-30,81.0633,81.0681,79.9023,80.773,78292.0
2022-08-31,81.1794,82.2145,81.0052,81.7695,67471.0
2022-09-01,81.2955,82.1275,79.6798,81.963,62813.0
2022-09-02,82.2436,83.1433,80.3086,80.9955,52228.0
2022-09-03,82.2436,83.1433,80.3086,80.9955,52228.0
2022-09-04,82.2436,83.1433,80.3086,80.9955,52228.0
2022-09-05,82.2436,83.1433,80.3086,80.9955,52228.0
2022-09-06,81.1794,81.2374,79.6798,80.2216,62671.0
2022-09-07,79.9313,82.379,79.7669,82.0501,55152.0
2022-09-08,81.5083,82.4951,80.8311,81.992,48369.0
2022-09-09,82.1275,83.598,81.6292,83.2207,54546.0
2022-09-10,82.1275,83.598,81.6292,83.2207,54546.0
2022-09-11,82.1275,83.598,81.6292,83.2207,54546.0
2022-09-12,83.6464,83.8689,82.795,83.8399,32709.0
2022-09-13,82.5918,84.1784,81.8276,82.5918,55284.0
2022-09-14,82.6112,83.0756,81.9727,82.9208,44980.0
2022-09-15,82.9788,83.419,81.9146,82.4274,62367.0
2022-09-16,81.576,81.7115,79.1573,81.3922,144117.0
2022-09-17,81.576,81.7115,79.1573,81.3922,144117.0
2022-09-18,81.576,81.7115,79.1573,81.3922,144117.0
2022-09-19,81.0729,83.3368,80.7247,83.2884,60808.0
2022-09-20,82.6983,84.1495,81.905,83.4335,74344.0
2022-09-21,83.6657,84.4658,82.8724,82.9595,62410.0
2022-09-22,82.7757,82.9498,81.547,82.5048,58183.0
2022-09-23,82.021,82.021,80.3183,81.1407,71097.0
2022-09-24,82.021,82.021,80.3183,81.1407,71097.0
2022-09-25,82.021,82.021,80.3183,81.1407,71097.0
2022-09-26,81.3148,82.7757,81.0923,81.6437,109625.0
2022-09-27,81.992,81.992,78.9736,79.5153,72986.0
2022-09-28,79.9217,82.0162,79.9217,81.6244,51275.0
2022-09-29,80.9375,82.3113,80.3957,81.7502,65280.0
2022-09-30,81.6244,82.6857,80.9859,81.131,69937.0
2022-10-01,81.6244,82.6857,80.9859,81.131,69937.0
2022-10-02,81.6244,82.6857,80.9859,81.131,69937.0
2022-10-03,81.992,83.4239,81.8856,83.1336,56780.0
2022-10-04,84.1398,85.8677,84.1398,84.459,74875.0
2022-10-05,83.5206,83.9076,82.8047,83.1046,94737.0
2022-10-06,82.795,83.2691,82.5435,82.9692,58958.0
2022-10-07,82.1758,82.2097,80.6327,80.8311,69559.0
2022-10-08,82.1758,82.2097,80.6327,80.8311,69559.0
2022-10-09,82.1758,82.2097,80.6327,80.8311,69559.0
2022-10-10,81.3051,81.5857,80.2941,80.9278,44613.0
2022-10-11,80.9955,81.7405,80.5699,81.1213,51892.0
2022-10-12,81.2664,81.547,79.97,80.1055,69260.0
2022-10-13,79.4379,82.1275,79.3412,81.8276,71330.0
2022-10-14,82.3771,82.5522,80.884,81.3655,42977.0
2022-10-15,82.3771,82.5522,80.884,81.3655,42977.0
2022-10-16,82.3771,82.5522,80.884,81.3655,42977.0
2022-10-17,82.3674,83.2233,82.1339,82.4354,93622.0
2022-10-18,83.7388,84.2155,82.2798,83.0191,116704.0
2022-10-19,82.7564,84.3419,81.7351,82.951,105607.0
2022-10-20,83.1844,83.272,81.4725,82.2604,74361.0
2022-10-21,82.3771,84.8476,81.9734,84.0793,110711.0
2022-10-22,82.3771,84.8476,81.9734,84.0793,110711.0
2022-10-23,82.3771,84.8476,81.9734,84.0793,110711.0
2022-10-24,84.7407,85.266,83.1844,84.2057,85311.0
2022-10-25,84.4003,85.2757,84.2738,84.303,54593.0
2022-10-26,84.2349,84.5462,83.3109,83.5054,112460.0
2022-10-27,84.2446,85.0617,83.7583,84.1377,122980.0
2022-10-28,85.3146,94.3217,84.6386,93.9229,288197.0
2022-10-29,85.3146,94.3217,84.6386,93.9229,288197.0
2022-10-30,85.3146,94.3217,84.6386,93.9229,288197.0
2022-10-31,93.0961,93.5338,91.3161,91.4815,148619.0
2022-11-01,92.2012,94.7546,92.0748,93.8937,111488.0
2022-11-02,93.4463,94.9637,91.8414,92.5028,106987.0
2022-11-03,92.2207,93.6408,92.1332,93.6311,100585.0
2022-11-04,94.0396,94.5649,92.639,94.0883,90413.0
2022-11-05,94.0396,94.5649,92.639,94.0883,90413.0
2022-11-06,94.0396,94.5649,92.639,94.0883,90413.0
2022-11-07,94.4482,94.4482,93.1642,94.1077,128415.0
2022-11-08,94.8859,96.1017,93.9813,95.3236,122318.0
2022-11-09,94.5454,95.8099,93.4074,94.3217,91086.0
2022-11-10,96.627,97.2203,95.4306,96.4908,121400.0
2022-11-11,96.8896,97.5608,94.526,95.3041,98091.0
2022-11-12,96.8896,97.5608,94.526,95.3041,98091.0
2022-11-13,96.8896,97.5608,94.526,95.3041,98091.0
2022-11-14,95.3722,96.6659,93.3062,95.8099,85591.0
2022-11-15,96.092,96.4422,94.1661,95.6543,116850.0
2022-11-16,93.3782,93.9035,91.7742,92.8919,127875.0
2022-11-17,92.1137,92.4444,90.6304,91.4523,171109.0
2022-11-18,92.7751,93.1739,91.5982,92.8432,139968.0
2022-11-19,92.7751,93.1739,91.5982,92.8432,139968.0
2022-11-20,92.7751,93.1739,91.5982,92.8432,139968.0
2022-11-21,93.0669,94.5746,92.6584,94.3509,106272.0
2022-11-22,94.4482,95.7127,94.1466,95.3625,139749.0
2022-11-23,95.3041,95.8488,93.991,93.991,46950.0
2022-11-24,95.3041,95.8488,93.991,93.991,46950.0
2022-11-25,94.4773,95.2555,93.5923,95.0026,50522.0
2022-11-26,94.4773,95.2555,93.5923,95.0026,50522.0
2022-11-27,94.4773,95.2555,93.5923,95.0026,50522.0
2022-11-28,94.8081,95.5127,93.6136,93.6992,65071.0
2022-11-29,93.456,94.2828,92.6584,94.1661,78785.0
2022-11-30,94.1953,95.6932,93.1691,95.4403,139497.0
2022-12-01,95.7613,96.3157,94.5941,96.3157,93849.0
2022-12-02,95.3333,97.3662,94.6427,96.5881,88242.0
2022-12-03,95.3333,97.3662,94.6427,96.5881,88242.0
2022-12-04,95.3333,97.3662,94.6427,96.5881,88242.0
2022-12-05,95.8391,95.8391,93.1934,94.4482,83272.0
2022-12-06,94.1077,94.3655,93.2907,94.3509,55564.0
2022-12-07,94.1953,94.9053,93.8743,94.2536,77969.0
2022-12-08,94.1855,94.7011,93.5922,94.3995,80807.0
2022-12-09,93.6992,94.1564,92.814,93.0864,78199.0
2022-12-10,93.6992,94.1564,92.814,93.0864,78199.0
2022-12-11,93.6992,94.1564,92.814,93.0864,78199.0
2022-12-12,93.4366,94.1564,92.707,93.8645,105386.0
2022-12-13,95.3041,96.7437,94.7594,95.4209,167264.0
2022-12-14,95.7613,96.52,94.8859,95.0901,80690.0
2022-12-15,94.8664,95.7905,93.8908,95.6251,118709.0
2022-12-16,95.022,96.2086,93.884,94.8081,214446.0
2022-12-17,95.022,96.2086,93.884,94.8081,214446.0
2022-12-18,95.022,96.2086,93.884,94.8081,214446.0
2022-12-19,95.061,95.3139,94.1077,94.2342,104582.0
2022-12-20,94.4482,95.1193,93.67,95.1193,101496.0
2022-12-21,95.6738,95.9947,94.4579,95.664,188219.0
2022-12-22,95.2944,95.2944,92.9016,94.7497,128475.0
2022-12-23,94.6816,95.5278,93.8645,95.3528,40090.0
2022-12-24,94.6816,95.5278,93.8645,95.3528,40090.0
2022-12-25,94.6816,95.5278,93.8645,95.3528,40090.0
2022-12-26,94.6816,95.5278,93.8645,95.3528,40090.0
2022-12-27,95.6154,96.3157,94.5552,95.9753,72820.0
2022-12-28,95.9169,97.376,94.7302,95.1193,65003.0
2022-12-29,95.3819,96.6659,95.3819,96.5492,80933.0
2022-12-30,96.2963,96.306,95.3236,96.0434,86591.0
2022-12-31,96.2963,96.306,95.3236,96.0434,86591.0
2023-01-01,96.2963,96.306,95.3236,96.0434,86591.0
2023-01-02,96.2963,96.306,95.3236,96.0434,86591.0
2023-01-03,96.3255,97.483,94.3606,95.4792,115851.0
2023-01-04,95.4306,96.0317,94.8372,95.0415,113694.0
2023-01-05,95.1096,95.5376,94.0396,95.4792,123710.0
2023-01-06,96.5297,99.0003,96.5297,97.8331,172791.0
2023-01-07,96.5297,99.0003,96.5297,97.8331,172791.0
2023-01-08,96.5297,99.0003,96.5297,97.8331,172791.0
2023-01-09,98.0179,98.5432,95.956,96.2087,87981.0
2023-01-10,96.5784,98.0277,95.7224,97.8234,62469.0
2023-01-11,97.9012,98.1833,96.5103,96.8799,96305.0
2023-01-12,97.269,98.6142,91.4276,97.5413,102421.0
2023-01-13,97.126,98.8555,97.126,98.4354,96576.0
2023-01-14,97.126,98.8555,97.126,98.4354,96576.0
2023-01-15,97.126,98.8555,97.126,98.4354,96576.0
2023-01-16,97.126,98.8555,97.126,98.4354,96576.0
2023-01-17,98.0054,98.6601,97.6243,98.1129,67679.0
2023-01-18,98.064,98.6503,97.6927,98.0934,88641.0
2023-01-19,97.3507,97.9272,96.911,97.1749,75725.0
2023-01-20,97.2335,97.2921,94.1458,94.7711,112390.0
2023-01-21,97.2335,97.2921,94.1458,94.7711,112390.0
2023-01-22,97.2335,97.2921,94.1458,94.7711,112390.0
2023-01-23,94.7711,94.7711,90.9359,92.641,176131.0
2023-01-24,92.0059,93.4227,91.7225,93.1393,180307.0
2023-01-25,92.3381,92.9439,92.1818,92.6019,111584.0
2023-01-26,93.0319,94.0197,91.9286,93.8917,85868.0
2023-01-27,93.6963,94.5855,93.0416,93.11,67425.0
2023-01-28,93.6963,94.5855,93.0416,93.11,67425.0
2023-01-29,93.6963,94.5855,93.0416,93.11,67425.0
2023-01-30,93.3055,94.4878,92.3967,93.8331,108688.0
2023-01-31,94.0578,97.6439,93.5497,97.2628,242678.0
2023-02-01,97.0185,97.4984,94.9959,96.1684,98781.0
2023-02-02,98.8262,103.1646,97.7123,102.8324,286639.0
2023-02-03,102.5881,103.3601,101.5524,101.8748,105732.0
2023-02-04,102.5881,103.3601,101.5524,101.8748,105732.0
2023-02-05,102.5881,103.3601,101.5524,101.8748,105732.0
2023-02-06,101.4058,101.8064,100.502,101.4547,90994.0
2023-02-07,101.2886,101.2886,99.5688,100.9759,89058.0
2023-02-08,100.6143,101.0638,99.9108,100.6143,58977.0
2023-02-09,100.712,101.1733,99.9792,100.9075,110622.0
2023-02-10,100.7414,102.3732,99.8294,102.1289,104123.0
2023-02-11,100.7414,102.3732,99.8294,102.1289,104123.0
2023-02-12,100.7414,102.3732,99.8294,102.1289,104123.0
2023-02-13,102.5686,105.0212,101.9655,104.5521,271514.0
2023-02-14,104.3763,104.6108,101.6253,101.7869,114581.0
2023-02-15,101.3179,105.1873,100.8586,103.6043,182254.0
2023-02-16,103.1158,103.9756,101.9921,102.6858,93738.0
2023-02-17,103.2135,104.8257,103.1353,104.5131,80224.0
2023-02-18,103.2135,104.8257,103.1353,104.5131,80224.0
2023-02-19,103.2135,104.8257,103.1353,104.5131,80224.0
2023-02-20,103.2135,104.8257,103.1353,104.5131,80224.0
2023-02-21,103.7607,103.9072,102.6858,103.4382,109199.0
2023-02-22,104.1418,104.2395,102.0996,102.422,136552.0
2023-02-23,109.1446,109.1446,101.0394,103.8682,228579.0
2023-02-24,102.9497,103.4578,99.5493,101.8748,156558.0
2023-02-25,102.9497,103.4578,99.5493,101.8748,156558.0
2023-02-26,102.9497,103.4578,99.5493,101.8748,156558.0
2023-02-27,102.0898,102.3878,99.6274,99.6568,137733.0
2023-02-28,100.2821,101.7625,99.1975,100.4873,222899.0
2023-03-01,100.4385,101.1322,98.4647,98.7187,157333.0
2023-03-02,98.3279,98.6112,96.6081,96.7938,166131.0
2023-03-03,97.5755,98.748,95.9535,98.4451,187740.0
2023-03-04,97.5755,98.748,95.9535,98.4451,187740.0
2023-03-05,97.5755,98.748,95.9535,98.4451,187740.0
2023-03-06,98.367,99.1389,97.1651,97.4387,128983.0
2023-03-07,97.595,97.595,96.1489,96.442,106027.0
2023-03-08,96.8036,97.1211,95.6896,96.6277,87910.0
2023-03-09,96.6863,97.9761,95.7483,96.0023,120826.0
2023-03-10,95.5333,96.7752,93.667,93.9992,187675.0
2023-03-11,95.5333,96.7752,93.667,93.9992,187675.0
2023-03-12,95.5333,96.7752,93.667,93.9992,187675.0
2023-03-13,92.4651,93.6084,90.2715,90.6965,306976.0
2023-03-14,92.3674,94.2386,90.3643,91.7616,215722.0
2023-03-15,90.4034,92.1915,88.8791,92.172,293515.0
2023-03-16,91.2926,94.8591,91.0678,94.4975,250904.0
2023-03-17,93.8526,94.4585,89.4116,90.677,1009199.0
2023-03-18,93.8526,94.4585,89.4116,90.677,1009199.0
2023-03-19,93.8526,94.4585,89.4116,90.677,1009199.0
2023-03-20,91.5955,92.8609,90.3545,90.3741,154485.0
2023-03-21,91.7909,92.4065,91.2242,91.9473,103395.0
2023-03-22,91.8105,91.9082,89.2993,89.4654,158117.0
2023-03-23,89.4654,90.1836,87.8287,88.6837,172277.0
2023-03-24,87.7945,89.0159,87.0696,88.6837,86282.0
2023-03-25,87.7945,89.0159,87.0696,88.6837,86282.0
2023-03-26,87.7945,89.0159,87.0696,88.6837,86282.0
2023-03-27,89.5728,90.3448,88.9524,90.0126,99988.0
2023-03-28,89.5728,90.5207,88.7423,90.0223,89018.0
2023-03-29,90.5891,90.5891,89.4361,89.866,71174.0
2023-03-30,90.0516,91.1949,89.3481,90.2861,116076.0
2023-03-31,90.9701,91.4978,89.8074,91.1753,139527.0
2023-04-01,90.9701,91.4978,89.8074,91.1753,139527.0
2023-04-02,90.9701,91.4978,89.8074,91.1753,139527.0
2023-04-03,91.0385,91.4392,90.2617,90.4327,132541.0
2023-04-04,90.8724,90.8724,84.6335,84.9608,233945.0
2023-04-05,84.6775,85.1172,84.2182,84.228,221656.0
2023-04-06,84.57,86.6122,83.671,86.4949,198529.0
2023-04-07,84.57,86.6122,83.671,86.4949,198529.0
2023-04-08,84.57,86.6122,83.671,86.4949,198529.0
2023-04-09,84.57,86.6122,83.671,86.4949,198529.0
2023-04-10,86.4363,87.345,85.7572,86.5633,140985.0
2023-04-11,86.876,87.0323,86.0064,86.1627,72983.0
2023-04-12,86.8271,87.8189,86.1627,87.5991,120645.0
2023-04-13,88.0558,88.4782,86.6463,88.4782,67444.0
2023-04-14,88.3996,89.2639,88.3308,89.1068,107990.0
2023-04-15,88.3996,89.2639,88.3308,89.1068,107990.0
2023-04-16,88.3996,89.2639,88.3308,89.1068,107990.0
2023-04-17,89.3425,90.0497,89.3425,89.981,87303.0
2023-04-18,89.9908,90.1086,87.8692,87.9379,81039.0
2023-04-19,88.0755,88.8023,87.4861,88.6844,84308.0
2023-04-20,88.2915,89.0626,87.4075,87.6924,75026.0
2023-04-21,87.5156,87.879,87.0441,87.1227,77974.0
2023-04-22,87.5156,87.879,87.0441,87.1227,77974.0
2023-04-23,87.5156,87.879,87.0441,87.1227,77974.0
2023-04-24,87.1816,87.8495,86.8968,87.2406,62954.0
2023-04-25,86.7102,87.3191,85.7869,86.4744,79641.0
2023-04-26,85.9342,85.9931,84.4412,84.6573,92547.0
2023-04-27,84.8341,87.0638,84.7261,86.8477,159105.0
2023-04-28,86.5334,87.6531,86.278,87.2995,135959.0
2023-04-29,86.5334,87.6531,86.278,87.2995,135959.0
2023-04-30,86.5334,87.6531,86.278,87.2995,135959.0
2023-05-01,87.0343,89.4014,87.0343,88.1049,104434.0
2023-05-02,87.4567,87.9429,85.4431,87.4174,151985.0
2023-05-03,87.5058,88.5469,86.8477,86.887,147015.0
2023-05-04,86.0914,86.4548,84.9667,85.7181,179216.0
2023-05-05,86.4351,89.3425,86.0914,88.655,218999.0
2023-05-06,86.4351,89.3425,86.0914,88.655,218999.0
2023-05-07,86.4351,89.3425,86.0914,88.655,218999.0
2023-05-08,89.2246,89.8876,87.8053,88.8416,127256.0
2023-05-09,88.9398,90.5104,88.4683,89.5684,125830.0
2023-05-10,90.2167,90.9828,89.0086,89.9024,158362.0
2023-05-11,89.097,89.4997,88.1933,89.372,98458.0
2023-05-12,89.8336,90.8257,88.9693,89.372,92561.0
2023-05-13,89.8336,90.8257,88.9693,89.372,92561.0
2023-05-14,89.8336,90.8257,88.9693,89.372,92561.0
2023-05-15,89.4309,89.5193,88.7925,89.4014,90545.0
2023-05-16,89.097,89.2531,87.9478,88.8907,89499.0
2023-05-17,89.5881,90.0694,89.2639,89.922,83646.0
2023-05-18,89.922,90.5408,89.1854,90.3346,74382.0
2023-05-19,91.1989,91.1989,89.2246,89.7845,71743.0
2023-05-20,91.1989,91.1989,89.2246,89.7845,71743.0
2023-05-21,91.1989,91.1989,89.2246,89.7845,71743.0
2023-05-22,89.9318,89.9318,88.7777,89.5291,61299.0
2023-05-23,89.3916,90.5506,89.1755,89.7354,76948.0
2023-05-24,89.0086,89.2787,88.0558,88.8907,79915.0
2023-05-25,88.6058,88.9693,88.1246,88.8612,76865.0
2023-05-26,88.7335,89.2443,88.3898,88.871,46925.0
2023-05-27,88.7335,89.2443,88.3898,88.871,46925.0
2023-05-28,88.7335,89.2443,88.3898,88.871,46925.0
2023-05-29,88.7335,89.2443,88.3898,88.871,46925.0
2023-05-30,88.8318,89.2874,88.154,88.3799,70590.0
2023-05-31,88.2326,88.5273,86.7347,87.2307,190086.0
2023-06-01,87.2307,87.771,86.1601,87.5942,186753.0
2023-06-02,88.6157,91.1891,87.712,91.0123,79110.0
2023-06-03,88.6157,91.1891,87.712,91.0123,79110.0
2023-06-04,88.6157,91.1891,87.712,91.0123,79110.0
2023-06-05,90.6783,90.806,89.5242,90.7765,68927.0
2023-06-06,90.7765,94.45,90.6538,93.9196,178437.0
2023-06-07,94.5483,97.7896,93.8607,96.7583,176185.0
2023-06-08,96.7583,96.9154,95.6287,96.2377,100014.0
2023-06-09,95.776,96.2966,95.0983,96.0609,56393.0
2023-06-10,95.776,96.2966,95.0983,96.0609,56393.0
2023-06-11,95.776,96.2966,95.0983,96.0609,56393.0
2023-06-12,96.0511,96.8663,95.9627,96.2377,71210.0
2023-06-13,96.3261,97.6693,96.2082,96.4341,74557.0
2023-06-14,96.4439,97.0726,95.5403,96.1395,89994.0
2023-06-15,95.776,96.8663,93.9688,95.3635,111764.0
2023-06-16,95.9528,96.0805,92.7213,92.9571,158458.0
2023-06-17,95.9528,96.0805,92.7213,92.9571,158458.0
2023-06-18,95.9528,96.0805,92.7213,92.9571,158458.0
2023-06-19,95.9528,96.0805,92.7213,92.9571,158458.0
2023-06-20,92.5838,92.6477,91.7489,92.2695,154008.0
2023-06-21,91.69,92.8294,90.5015,91.0614,176741.0
2023-06-22,91.14,91.14,89.4407,89.8729,140173.0
2023-06-23,89.0282,90.8944,88.8907,90.1774,245857.0
2023-06-24,89.0282,90.8944,88.8907,90.1774,245857.0
2023-06-25,89.0282,90.8944,88.8907,90.1774,245857.0
2023-06-26,89.7649,91.7297,89.6666,90.7667,106563.0
2023-06-27,91.1007,92.908,90.8257,92.6133,115776.0
2023-06-28,92.4561,92.6231,91.3364,91.7981,86732.0
2023-06-29,91.8865,93.0651,90.5457,90.8551,105553.0
2023-06-30,91.5427,91.6507,90.7471,90.8355,158949.0
2023-07-01,91.5427,91.6507,90.7471,90.8355,158949.0
2023-07-02,91.5427,91.6507,90.7471,90.8355,158949.0
2023-07-03,90.639,91.4248,90.4426,91.3069,41501.0
2023-07-04,90.639,91.4248,90.4426,91.3069,41501.0
2023-07-05,90.8551,90.8551,88.4585,88.5371,88048.0
2023-07-06,88.1147,88.1147,87.0539,87.9281,74802.0
2023-07-07,88.4192,89.539,87.7219,88.9005,83947.0
2023-07-08,88.4192,89.539,87.7219,88.9005,83947.0
2023-07-09,88.4192,89.539,87.7219,88.9005,83947.0
2023-07-10,88.6157,89.7452,88.4831,88.8416,73537.0
2023-07-11,89.2443,90.9042,88.8318,90.7078,151926.0
2023-07-12,91.7588,91.7588,90.089,90.2069,109250.0
2023-07-13,90.1774,91.2284,89.8434,90.9926,93667.0
2023-07-14,91.1357,92.4667,90.1584,91.343,77280.0
2023-07-15,91.1357,92.4667,90.1584,91.343,77280.0
2023-07-16,91.1357,92.4667,90.1584,91.343,77280.0
2023-07-17,91.2739,94.0084,91.2739,93.3273,94076.0
2023-07-18,93.041,94.8574,93.041,94.3243,88146.0
2023-07-19,94.3638,94.7093,92.4734,92.7646,60072.0
2023-07-20,93.0212,93.12,92.4783,92.6264,44029.0
2023-07-21,93.0212,93.1298,90.8198,90.9482,75684.0
2023-07-22,93.0212,93.1298,90.8198,90.9482,75684.0
2023-07-23,93.0212,93.1298,90.8198,90.9482,75684.0
2023-07-24,91.037,91.6836,90.9877,91.4023,53583.0
2023-07-25,90.8297,91.9748,90.8297,91.728,68590.0
2023-07-26,91.5405,92.5277,90.6767,90.9778,56952.0
2023-07-27,91.0568,91.0568,88.9047,90.0498,160203.0
2023-07-28,94.1367,96.7423,88.7567,94.4625,146677.0
2023-07-29,94.1367,96.7423,88.7567,94.4625,146677.0
2023-07-30,94.1367,96.7423,88.7567,94.4625,146677.0
2023-07-31,94.4625,95.4694,93.4753,95.1437,140693.0
2023-08-01,94.8278,95.5089,92.6362,94.3934,95172.0
2023-08-02,93.6037,94.5119,93.6037,94.3737,47192.0
2023-08-03,93.8998,95.0647,93.3569,94.7488,81485.0
2023-08-04,94.5612,95.6175,94.2256,94.8574,78938.0
2023-08-05,94.5612,95.6175,94.2256,94.8574,78938.0
2023-08-06,94.5612,95.6175,94.2256,94.8574,78938.0
2023-08-07,94.8475,95.9038,94.5908,95.4497,64435.0
2023-08-08,94.3934,94.7142,93.1298,94.5316,92338.0
2023-08-09,94.2058,96.2295,94.0578,95.5583,99774.0
2023-08-10,95.6274,96.9107,95.4349,96.8021,72920.0
2023-08-11,96.5652,100.0598,96.501,99.1022,114152.0
2023-08-12,96.5652,100.0598,96.501,99.1022,114152.0
2023-08-13,96.5652,100.0598,96.501,99.1022,114152.0
