,OSK US Equity,OSK US Equity,OSK US Equity,OSK US Equity,OSK US Equity
2019-02-01,68.5356,69.6279,68.0582,68.6733,939533.0
2019-02-02,68.5356,69.6279,68.0582,68.6733,939533.0
2019-02-03,68.5356,69.6279,68.0582,68.6733,939533.0
2019-02-04,68.7467,69.0129,68.0307,69.0129,1132906.0
2019-02-05,68.8936,69.7473,68.4026,69.6004,700793.0
2019-02-06,69.3067,70.6285,69.2011,70.5459,673152.0
2019-02-07,70.243,70.3348,68.5906,70.1787,806311.0
2019-02-08,69.5086,70.4817,69.224,69.426,660567.0
2019-02-09,69.5086,70.4817,69.224,69.426,660567.0
2019-02-10,69.5086,70.4817,69.224,69.426,660567.0
2019-02-11,69.7565,70.1604,69.3158,69.8483,760296.0
2019-02-12,70.6836,72.8133,70.4695,71.9504,608966.0
2019-02-13,72.2442,73.1621,72.0055,72.3727,483181.0
2019-02-14,71.9213,72.649,71.4516,71.6174,652875.0
2019-02-15,72.17,72.9898,71.8477,72.5477,615446.0
2019-02-16,72.17,72.9898,71.8477,72.5477,615446.0
2019-02-17,72.17,72.9898,71.8477,72.5477,615446.0
2019-02-18,72.17,72.9898,71.8477,72.5477,615446.0
2019-02-19,72.5017,73.5794,72.1654,73.1741,640467.0
2019-02-20,73.4504,74.3163,73.0543,74.1228,552995.0
2019-02-21,74.0676,74.5742,72.6859,73.0728,557290.0
2019-02-22,73.2109,74.9795,72.9162,74.8782,819945.0
2019-02-23,73.2109,74.9795,72.9162,74.8782,819945.0
2019-02-24,73.2109,74.9795,72.9162,74.8782,819945.0
2019-02-25,75.5137,75.9743,72.9991,73.1557,1448334.0
2019-02-26,72.3727,73.257,71.2581,72.4924,1103380.0
2019-02-27,72.474,72.7872,71.7095,72.1793,582081.0
2019-02-28,71.9766,72.0181,71.1844,71.6726,515445.0
2019-03-01,72.3266,73.2662,72.0135,73.0451,777143.0
2019-03-02,72.3266,73.2662,72.0135,73.0451,777143.0
2019-03-03,72.3266,73.2662,72.0135,73.0451,777143.0
2019-03-04,73.2938,74.1689,72.7135,73.5333,703746.0
2019-03-05,73.3307,74.0307,73.1096,73.1925,808915.0
2019-03-06,73.1096,73.2984,71.1108,71.7648,947082.0
2019-03-07,71.5437,71.82,70.2449,71.6911,574328.0
2019-03-08,70.945,71.5529,70.5949,71.5161,320365.0
2019-03-09,70.945,71.5529,70.5949,71.5161,320365.0
2019-03-10,70.945,71.5529,70.5949,71.5161,320365.0
2019-03-11,71.3687,72.3543,70.6686,72.3082,387653.0
2019-03-12,72.4095,72.6582,70.9173,71.3318,691752.0
2019-03-13,71.4239,71.7648,70.162,70.4291,825529.0
2019-03-14,70.2081,70.3734,68.5777,69.8396,836726.0
2019-03-15,70.0054,70.7147,69.204,69.3146,1073003.0
2019-03-16,70.0054,70.7147,69.204,69.3146,1073003.0
2019-03-17,70.0054,70.7147,69.204,69.3146,1073003.0
2019-03-18,69.508,70.337,69.3514,70.291,524418.0
2019-03-19,70.9173,71.2029,69.2961,69.5356,371536.0
2019-03-20,69.1764,69.1764,67.7579,68.1539,518522.0
2019-03-21,67.7579,69.7106,67.7579,69.4343,541919.0
2019-03-22,68.8172,68.9185,66.3209,66.6709,465918.0
2019-03-23,68.8172,68.9185,66.3209,66.6709,465918.0
2019-03-24,68.8172,68.9185,66.3209,66.6709,465918.0
2019-03-25,66.7815,68.4441,66.5328,67.7671,485027.0
2019-03-26,68.3198,69.1856,67.4263,68.1724,514051.0
2019-03-27,68.1816,68.5777,67.0947,67.3894,766014.0
2019-03-28,67.5921,68.3244,66.846,67.9329,978622.0
2019-03-29,68.6421,69.3698,68.4763,69.204,461084.0
2019-03-30,68.6421,69.3698,68.4763,69.204,461084.0
2019-03-31,68.6421,69.3698,68.4763,69.204,461084.0
2019-04-01,69.7475,71.1292,69.7475,71.0002,491007.0
2019-04-02,71.0647,71.1292,70.4568,70.8805,291179.0
2019-04-03,71.47,72.9806,71.2489,72.4095,965134.0
2019-04-04,72.2898,73.257,71.82,72.7872,493331.0
2019-04-05,72.8056,73.4688,72.6306,73.0728,416168.0
2019-04-06,72.8056,73.4688,72.6306,73.0728,416168.0
2019-04-07,72.8056,73.4688,72.6306,73.0728,416168.0
2019-04-08,72.6398,73.3675,72.235,73.2201,448782.0
2019-04-09,72.6859,72.7411,71.6266,71.7832,418128.0
2019-04-10,72.0871,72.5569,71.8108,72.1608,502997.0
2019-04-11,72.1608,73.3399,72.1608,73.2846,358852.0
2019-04-12,73.7728,74.1781,73.0635,73.8649,480943.0
2019-04-13,73.7728,74.1781,73.0635,73.8649,480943.0
2019-04-14,73.7728,74.1781,73.0635,73.8649,480943.0
2019-04-15,74.0307,74.1965,73.0635,73.736,385666.0
2019-04-16,73.9662,75.3663,73.782,75.2742,340386.0
2019-04-17,75.3479,75.3479,74.4729,74.9795,535726.0
2019-04-18,75.3571,75.9927,75.044,75.569,473383.0
2019-04-19,75.3571,75.9927,75.044,75.569,473383.0
2019-04-20,75.3571,75.9927,75.044,75.569,473383.0
2019-04-21,75.3571,75.9927,75.044,75.569,473383.0
2019-04-22,75.1084,75.698,74.8597,75.2834,354174.0
2019-04-23,75.1821,75.4677,74.459,74.8597,503964.0
2019-04-24,74.7953,75.0347,74.132,74.3439,284370.0
2019-04-25,73.9018,73.9018,71.9213,72.3174,381078.0
2019-04-26,72.5293,73.7912,72.124,73.7175,324014.0
2019-04-27,72.5293,73.7912,72.124,73.7175,324014.0
2019-04-28,72.5293,73.7912,72.124,73.7175,324014.0
2019-04-29,73.9386,74.5465,73.4873,74.1873,512327.0
2019-04-30,74.436,76.2368,72.4842,76.0756,1043177.0
2019-05-01,75.7164,78.1666,74.2149,74.3992,1209528.0
2019-05-02,74.132,74.2381,72.5661,72.8517,736302.0
2019-05-03,73.4228,75.044,73.3767,74.74,737825.0
2019-05-04,73.4228,75.044,73.3767,74.74,737825.0
2019-05-05,73.4228,75.044,73.3767,74.74,737825.0
2019-05-06,72.6306,74.8966,72.4556,74.6479,646090.0
2019-05-07,73.6899,73.7728,71.1384,71.9858,1041797.0
2019-05-08,71.9858,72.7319,71.5161,72.17,863021.0
2019-05-09,71.3502,73.3583,70.9818,73.0267,600109.0
2019-05-10,72.6675,72.9346,69.9409,71.8753,947390.0
2019-05-11,72.6675,72.9346,69.9409,71.8753,947390.0
2019-05-12,72.6675,72.9346,69.9409,71.8753,947390.0
2019-05-13,70.0975,70.1344,68.6237,69.3146,497635.0
2019-05-14,69.4343,70.9634,69.0567,70.5028,468040.0
2019-05-15,70.2717,71.4272,69.7541,70.7802,466782.0
2019-05-16,71.076,72.0003,70.7709,70.9743,525900.0
2019-05-17,69.6617,70.66,69.1255,69.3011,418561.0
2019-05-18,69.6617,70.66,69.1255,69.3011,418561.0
2019-05-19,69.6617,70.66,69.1255,69.3011,418561.0
2019-05-20,68.802,69.939,68.802,69.5138,388345.0
2019-05-21,70.2625,71.3071,70.2533,71.0482,329170.0
2019-05-22,70.7709,71.1873,70.3642,70.7802,589790.0
2019-05-23,69.5785,70.5167,69.1209,69.5138,772485.0
2019-05-24,70.4289,70.6045,69.7818,69.9205,443493.0
2019-05-25,70.4289,70.6045,69.7818,69.9205,443493.0
2019-05-26,70.4289,70.6045,69.7818,69.9205,443493.0
2019-05-27,70.4289,70.6045,69.7818,69.9205,443493.0
2019-05-28,70.0314,70.4751,69.6801,69.7264,406096.0
2019-05-29,69.4306,69.9852,69.0793,69.4306,353419.0
2019-05-30,69.4121,70.9881,69.1764,69.449,462693.0
2019-05-31,66.1028,67.3646,65.5851,65.807,960642.0
2019-06-01,66.1028,67.3646,65.5851,65.807,960642.0
2019-06-02,66.1028,67.3646,65.5851,65.807,960642.0
2019-06-03,65.7515,67.0734,65.6221,66.5372,1021698.0
2019-06-04,67.8221,69.3196,67.8221,69.1717,1041717.0
2019-06-05,69.5322,70.7155,68.728,70.5306,756732.0
2019-06-06,70.6415,71.2146,70.0823,70.6785,513731.0
2019-06-07,71.3348,71.7415,70.697,71.418,328726.0
2019-06-08,71.3348,71.7415,70.697,71.418,328726.0
2019-06-09,71.3348,71.7415,70.697,71.418,328726.0
2019-06-10,71.9079,73.4285,71.6861,73.1189,418116.0
2019-06-11,73.7567,74.0895,71.7877,72.2777,417501.0
2019-06-12,72.4256,73.1004,71.7415,72.86,342341.0
2019-06-13,73.1466,74.1542,72.7491,74.0987,377327.0
2019-06-14,74.0155,74.0155,72.6844,73.655,317227.0
2019-06-15,74.0155,74.0155,72.6844,73.655,317227.0
2019-06-16,74.0155,74.0155,72.6844,73.655,317227.0
2019-06-17,73.6735,73.96,73.1928,73.4239,381709.0
2019-06-18,73.9508,76.0861,73.692,74.7735,873798.0
2019-06-19,74.8197,74.8752,73.3315,73.9416,554389.0
2019-06-20,74.792,76.3912,74.1911,76.1508,614439.0
2019-06-21,75.7626,76.8903,74.9584,76.0122,701597.0
2019-06-22,75.7626,76.8903,74.9584,76.0122,701597.0
2019-06-23,75.7626,76.8903,74.9584,76.0122,701597.0
2019-06-24,76.3357,76.8811,75.7164,76.5298,579853.0
2019-06-25,76.6315,76.8903,75.4113,75.892,564570.0
2019-06-26,76.1231,76.2248,75.1617,75.4298,417315.0
2019-06-27,75.9567,76.4651,75.5176,76.2895,548557.0
2019-06-28,76.5576,77.3341,76.3357,77.1769,850097.0
2019-06-29,76.5576,77.3341,76.3357,77.1769,850097.0
2019-06-30,76.5576,77.3341,76.3357,77.1769,850097.0
2019-07-01,78.3416,79.0349,76.7887,77.1954,657231.0
2019-07-02,76.8719,77.1861,76.1878,76.7332,531514.0
2019-07-03,77.1769,77.268,76.5206,77.1214,252154.0
2019-07-04,77.1769,77.268,76.5206,77.1214,252154.0
2019-07-05,76.4282,76.992,75.3651,76.992,409253.0
2019-07-06,76.4282,76.992,75.3651,76.992,409253.0
2019-07-07,76.4282,76.992,75.3651,76.992,409253.0
2019-07-08,76.613,77.7778,76.613,76.9828,386417.0
2019-07-09,76.2895,77.1769,75.2634,77.0937,463886.0
2019-07-10,77.8332,78.3879,76.6038,76.6315,496236.0
2019-07-11,76.6777,77.482,75.9752,77.4172,542818.0
2019-07-12,77.2416,79.7282,77.2416,79.5803,452227.0
2019-07-13,77.2416,79.7282,77.2416,79.5803,452227.0
2019-07-14,77.2416,79.7282,77.2416,79.5803,452227.0
2019-07-15,79.7005,79.9138,78.0089,78.7668,521851.0
2019-07-16,78.3416,79.719,78.2399,79.2753,549985.0
2019-07-17,78.8778,78.8778,76.4744,76.4929,613816.0
2019-07-18,75.5223,75.9401,73.3592,74.829,1291611.0
2019-07-19,75.4575,76.4097,75.1617,75.6886,512016.0
2019-07-20,75.4575,76.4097,75.1617,75.6886,512016.0
2019-07-21,75.4575,76.4097,75.1617,75.6886,512016.0
2019-07-22,76.1231,76.4189,75.6424,75.9382,404827.0
2019-07-23,76.6408,77.3248,76.1971,77.2693,391396.0
2019-07-24,76.8164,78.3509,76.7887,78.1568,450578.0
2019-07-25,78.4156,78.7114,77.6668,78.0089,392878.0
2019-07-26,78.0089,78.8038,77.713,78.2769,476385.0
2019-07-27,78.0089,78.8038,77.713,78.2769,476385.0
2019-07-28,78.0089,78.8038,77.713,78.2769,476385.0
2019-07-29,78.1568,79.9038,77.8794,79.4232,548192.0
2019-07-30,77.8425,78.1152,76.2155,77.4172,1944945.0
2019-07-31,77.4172,78.8316,77.0105,77.2509,937957.0
2019-08-01,78.6189,78.6374,69.8928,70.3457,1355736.0
2019-08-02,69.3289,70.7802,68.1826,70.5213,868522.0
2019-08-03,69.3289,70.7802,68.1826,70.5213,868522.0
2019-08-04,69.3289,70.7802,68.1826,70.5213,868522.0
2019-08-05,68.7742,69.6801,68.1734,69.3381,813542.0
2019-08-06,69.6154,70.0961,68.46,69.7264,546080.0
2019-08-07,68.7095,69.4583,67.9885,69.2549,571069.0
2019-08-08,69.7079,70.3688,69.2642,69.902,556967.0
2019-08-09,69.3751,69.5138,68.1087,68.5062,475658.0
2019-08-10,69.3751,69.5138,68.1087,68.5062,475658.0
2019-08-11,69.3751,69.5138,68.1087,68.5062,475658.0
2019-08-12,68.0994,68.0994,65.6128,65.7423,502245.0
2019-08-13,65.4927,68.46,65.1784,66.9994,486996.0
2019-08-14,65.5851,65.5851,63.117,63.6069,813255.0
2019-08-15,63.7086,64.0414,62.6918,62.9876,390731.0
2019-08-16,63.5166,65.1314,63.201,64.4539,465896.0
2019-08-17,63.5166,65.1314,63.201,64.4539,465896.0
2019-08-18,63.5166,65.1314,63.201,64.4539,465896.0
2019-08-19,65.5397,65.5583,65.0015,65.3263,431770.0
2019-08-20,65.1778,65.1778,63.7486,63.9249,528153.0
2019-08-21,64.8808,64.8808,64.0456,64.2683,525350.0
2019-08-22,64.7694,65.5722,64.1848,64.9458,362161.0
2019-08-23,64.2961,64.5231,62.3843,62.7184,404565.0
2019-08-24,64.2961,64.5231,62.3843,62.7184,404565.0
2019-08-25,64.2961,64.5231,62.3843,62.7184,404565.0
2019-08-26,63.3588,63.6929,61.9481,62.375,555775.0
2019-08-27,62.9783,63.0061,61.8275,61.8461,376456.0
2019-08-28,61.744,63.6094,61.2892,63.1082,538975.0
2019-08-29,63.9528,65.0386,63.7408,64.7509,370215.0
2019-08-30,65.317,65.8274,64.8159,65.2149,328558.0
2019-08-31,65.317,65.8274,64.8159,65.2149,328558.0
2019-09-01,65.317,65.8274,64.8159,65.2149,328558.0
2019-09-02,65.317,65.8274,64.8159,65.2149,328558.0
2019-09-03,64.3518,64.3518,62.1987,62.9597,579610.0
2019-09-04,63.9992,64.4446,63.73,64.092,552939.0
2019-09-05,64.9922,66.7091,64.9922,66.5235,524408.0
2019-09-06,66.6627,67.0618,66.2729,66.4864,476752.0
2019-09-07,66.6627,67.0618,66.2729,66.4864,476752.0
2019-09-08,66.6627,67.0618,66.2729,66.4864,476752.0
2019-09-09,66.8112,69.6418,66.672,69.3819,733108.0
2019-09-10,69.3726,70.8111,68.955,70.5142,485737.0
2019-09-11,71.7206,71.7763,69.6603,71.7299,571382.0
2019-09-12,71.6,71.6,69.6696,70.3842,566547.0
2019-09-13,71.1824,72.2218,70.6255,71.7206,460538.0
2019-09-14,71.1824,72.2218,70.6255,71.7206,460538.0
2019-09-15,71.1824,72.2218,70.6255,71.7206,460538.0
2019-09-16,71.2937,71.5629,70.709,71.4701,581958.0
2019-09-17,70.9318,71.2148,69.8738,70.5791,536438.0
2019-09-18,70.1522,70.7369,69.6603,70.6812,453904.0
2019-09-19,70.6534,71.0444,69.6047,69.8552,701871.0
2019-09-20,69.8645,70.9875,69.419,69.7903,1114951.0
2019-09-21,69.8645,70.9875,69.419,69.7903,1114951.0
2019-09-22,69.8645,70.9875,69.419,69.7903,1114951.0
2019-09-23,69.1685,70.5698,68.9921,70.0223,358135.0
2019-09-24,70.3193,70.4585,68.3518,68.6487,570999.0
2019-09-25,68.5559,69.5118,68.361,69.2427,657552.0
2019-09-26,69.2056,69.5675,68.7044,69.252,430900.0
2019-09-27,69.8088,70.2079,69.0803,69.6047,306268.0
2019-09-28,69.8088,70.2079,69.0803,69.6047,306268.0
2019-09-29,69.8088,70.2079,69.0803,69.6047,306268.0
2019-09-30,69.6603,70.5049,69.2241,70.3471,359801.0
2019-10-01,70.9596,71.3216,67.4887,67.5722,480672.0
2019-10-02,66.7833,68.1569,66.2822,67.8321,553708.0
2019-10-03,67.0246,67.1082,64.2033,66.8112,650699.0
2019-10-04,66.9782,67.4515,66.1987,67.2845,449332.0
2019-10-05,66.9782,67.4515,66.1987,67.2845,449332.0
2019-10-06,66.9782,67.4515,66.1987,67.2845,449332.0
2019-10-07,66.9504,67.2938,66.0966,66.1244,468545.0
2019-10-08,65.1592,65.8274,64.3518,64.7138,469735.0
2019-10-09,65.5305,66.0595,64.7514,65.6975,284871.0
2019-10-10,65.6789,66.8483,65.5769,66.1894,886530.0
2019-10-11,67.2381,69.6511,67.2381,68.9457,605232.0
2019-10-12,67.2381,69.6511,67.2381,68.9457,605232.0
2019-10-13,67.2381,69.6511,67.2381,68.9457,605232.0
2019-10-14,68.4353,68.8715,67.6186,68.5003,621604.0
2019-10-15,68.426,69.8088,67.8321,69.3634,589830.0
2019-10-16,69.2241,69.9295,68.259,68.4075,524714.0
2019-10-17,68.7972,71.3865,68.5327,71.1452,732806.0
2019-10-18,70.6626,71.897,70.078,71.5907,479260.0
2019-10-19,70.6626,71.897,70.078,71.5907,479260.0
2019-10-20,70.6626,71.897,70.078,71.5907,479260.0
2019-10-21,72.4445,72.7229,71.238,71.2566,560549.0
2019-10-22,71.4515,73.0292,70.5791,72.8343,472871.0
2019-10-23,72.6209,74.2078,72.4352,74.0501,642904.0
2019-10-24,76.0454,76.4909,73.8923,74.5234,599946.0
2019-10-25,74.4584,76.7554,74.4584,76.5002,537721.0
2019-10-26,74.4584,76.7554,74.4584,76.5002,537721.0
2019-10-27,74.4584,76.7554,74.4584,76.5002,537721.0
2019-10-28,77.1405,78.5372,77.0941,77.1312,545745.0
2019-10-29,76.5187,78.9781,76.4259,78.3192,790249.0
2019-10-30,79.934,83.34,79.2704,82.8388,1452105.0
2019-10-31,80.76,80.76,77.224,79.2379,1014026.0
2019-11-01,79.7669,81.0848,78.941,81.0384,749459.0
2019-11-02,79.7669,81.0848,78.941,81.0384,749459.0
2019-11-03,79.7669,81.0848,78.941,81.0384,749459.0
2019-11-04,82.0685,82.8945,81.1219,82.4583,654840.0
2019-11-05,82.8017,83.9711,82.2217,83.2564,704235.0
2019-11-06,82.8667,83.3028,81.9757,82.2541,569728.0
2019-11-07,83.4699,83.9896,82.2449,82.4397,494989.0
2019-11-08,83.1451,84.3052,82.7553,83.5905,489849.0
2019-11-09,83.1451,84.3052,82.7553,83.5905,489849.0
2019-11-10,83.1451,84.3052,82.7553,83.5905,489849.0
2019-11-11,83.9246,85.8457,83.6277,85.7715,587211.0
2019-11-12,85.6137,85.9664,84.9177,85.3446,663277.0
2019-11-13,84.5093,85.159,84.1231,84.3887,556129.0
2019-11-14,84.3423,84.9641,83.9618,84.1938,468729.0
2019-11-15,85.0691,85.5626,84.6873,84.8177,643727.0
2019-11-16,85.0691,85.5626,84.6873,84.8177,643727.0
2019-11-17,85.0691,85.5626,84.6873,84.8177,643727.0
2019-11-18,84.4266,84.7339,82.8902,84.0634,561233.0
2019-11-19,84.6407,85.2087,84.3335,84.4824,704556.0
2019-11-20,84.0355,84.6454,81.9497,82.974,818114.0
2019-11-21,83.3837,84.0914,82.7598,83.9051,458590.0
2019-11-22,84.2404,84.5849,83.4861,84.4359,435637.0
2019-11-23,84.2404,84.5849,83.4861,84.4359,435637.0
2019-11-24,84.2404,84.5849,83.4861,84.4359,435637.0
2019-11-25,84.6687,86.2144,84.4359,85.6929,600083.0
2019-11-26,85.6836,85.6883,84.7711,85.4508,290206.0
2019-11-27,85.5346,85.5346,84.6314,85.2181,281346.0
2019-11-28,85.5346,85.5346,84.6314,85.2181,281346.0
2019-11-29,84.9294,85.5719,84.0821,84.231,194209.0
2019-11-30,84.9294,85.5719,84.0821,84.231,194209.0
2019-12-01,84.9294,85.5719,84.0821,84.231,194209.0
2019-12-02,84.7897,86.1213,83.691,83.7003,493203.0
2019-12-03,82.285,82.9368,81.4749,82.6667,564363.0
2019-12-04,83.3278,84.5849,82.6388,82.7226,469215.0
2019-12-05,83.0671,83.7468,83.0578,83.5048,400090.0
2019-12-06,84.6966,85.3298,84.529,85.1715,603348.0
2019-12-07,84.6966,85.3298,84.529,85.1715,603348.0
2019-12-08,84.6966,85.3298,84.529,85.1715,603348.0
2019-12-09,85.097,86.4844,84.9201,85.2181,518748.0
2019-12-10,85.0039,86.084,84.6035,85.3577,737457.0
2019-12-11,86.0468,86.382,85.4601,86.0281,346268.0
2019-12-12,85.963,87.7787,85.5067,87.4807,539266.0
2019-12-13,87.2014,87.774,84.6538,84.7525,453219.0
2019-12-14,87.2014,87.774,84.6538,84.7525,453219.0
2019-12-15,87.2014,87.774,84.6538,84.7525,453219.0
2019-12-16,85.8233,86.3354,85.4322,85.8419,570943.0
2019-12-17,86.1213,86.6893,85.6743,86.3354,623639.0
2019-12-18,86.4192,86.6334,85.2925,86.4751,569832.0
2019-12-19,86.4751,86.9593,85.8838,86.8475,649668.0
2019-12-20,87.909,88.6353,87.3317,88.0208,1274249.0
2019-12-21,87.909,88.6353,87.3317,88.0208,1274249.0
2019-12-22,87.909,88.6353,87.3317,88.0208,1274249.0
2019-12-23,87.909,88.8867,86.922,88.8216,533327.0
2019-12-24,88.9333,89.0357,88.0115,88.3374,207409.0
2019-12-25,88.9333,89.0357,88.0115,88.3374,207409.0
2019-12-26,88.5143,88.6074,87.9742,88.4491,325765.0
2019-12-27,88.626,88.8309,88.1605,88.3932,461786.0
2019-12-28,88.626,88.8309,88.1605,88.3932,461786.0
2019-12-29,88.626,88.8309,88.1605,88.3932,461786.0
2019-12-30,88.5143,88.7471,88.0084,88.1884,475307.0
2019-12-31,88.1046,88.9147,88.0953,88.1325,360574.0
2020-01-01,88.1046,88.9147,88.0953,88.1325,360574.0
2020-01-02,88.5422,88.6447,87.1455,88.1605,572652.0
2020-01-03,86.8569,88.2163,86.2516,87.7973,470036.0
2020-01-04,86.8569,88.2163,86.2516,87.7973,470036.0
2020-01-05,86.8569,88.2163,86.2516,87.7973,470036.0
2020-01-06,86.3354,87.2573,86.1771,87.2014,357585.0
2020-01-07,86.7172,88.2256,86.2516,88.1418,468464.0
2020-01-08,87.937,88.3281,86.9686,87.7694,762841.0
2020-01-09,88.2722,88.3746,86.7625,87.1455,474737.0
2020-01-10,86.801,87.3317,85.7209,85.9909,870170.0
2020-01-11,86.801,87.3317,85.7209,85.9909,870170.0
2020-01-12,86.801,87.3317,85.7209,85.9909,870170.0
2020-01-13,86.0468,86.3634,85.246,85.786,470923.0
2020-01-14,85.8885,86.503,84.9341,85.097,560133.0
2020-01-15,84.9387,85.665,84.5476,85.1529,560123.0
2020-01-16,85.7767,85.935,84.7525,85.5812,501188.0
2020-01-17,86.382,86.382,85.0225,85.4508,551351.0
2020-01-18,86.382,86.382,85.0225,85.4508,551351.0
2020-01-19,86.382,86.382,85.0225,85.4508,551351.0
2020-01-20,86.382,86.382,85.0225,85.4508,551351.0
2020-01-21,85.0877,85.4322,83.9517,84.1752,524379.0
2020-01-22,84.6221,84.827,83.2208,83.5699,537478.0
2020-01-23,83.0764,83.6724,81.5121,83.4489,575673.0
2020-01-24,83.4861,83.6165,82.0987,83.1509,649865.0
2020-01-25,83.4861,83.6165,82.0987,83.1509,649865.0
2020-01-26,83.4861,83.6165,82.0987,83.1509,649865.0
2020-01-27,81.1862,82.2756,80.8266,81.8194,843195.0
2020-01-28,82.4432,83.4861,81.6332,82.9926,811822.0
2020-01-29,82.8716,83.7748,80.6275,81.0558,1447611.0
2020-01-30,81.5028,81.5028,79.2401,81.2979,1048990.0
2020-01-31,80.7486,80.7486,79.6126,80.1154,1371261.0
2020-02-01,80.7486,80.7486,79.6126,80.1154,1371261.0
2020-02-02,80.7486,80.7486,79.6126,80.1154,1371261.0
2020-02-03,80.851,82.8436,80.5738,82.2105,1114311.0
2020-02-04,83.5792,84.6407,83.123,84.0634,1092878.0
2020-02-05,85.2087,86.5868,85.1765,86.1864,715363.0
2020-02-06,86.3727,86.3727,83.9703,84.11,702688.0
2020-02-07,83.3744,83.8213,81.2141,81.2235,747487.0
2020-02-08,83.3744,83.8213,81.2141,81.2235,747487.0
2020-02-09,83.3744,83.8213,81.2141,81.2235,747487.0
2020-02-10,80.9441,81.2886,80.5251,80.972,490660.0
2020-02-11,81.4749,81.6145,78.2066,79.1377,1110807.0
2020-02-12,79.2774,79.6778,77.862,79.6033,1125818.0
2020-02-13,78.9585,79.8742,78.9585,79.5939,717108.0
2020-02-14,79.9396,80.0705,78.0147,78.6128,419410.0
2020-02-15,79.9396,80.0705,78.0147,78.6128,419410.0
2020-02-16,79.9396,80.0705,78.0147,78.6128,419410.0
2020-02-17,79.9396,80.0705,78.0147,78.6128,419410.0
2020-02-18,78.3138,79.706,78.239,79.4257,873577.0
2020-02-19,79.4911,79.7434,78.6875,78.6969,631431.0
2020-02-20,78.3979,79.7528,78.253,79.136,561953.0
2020-02-21,78.7529,79.351,77.9774,79.136,561830.0
2020-02-22,78.7529,79.351,77.9774,79.136,561830.0
2020-02-23,78.7529,79.351,77.9774,79.136,561830.0
2020-02-24,76.6598,76.6598,74.9592,75.4731,712925.0
2020-02-25,75.5759,75.688,71.3897,71.6607,685178.0
2020-02-26,72.511,72.782,71.1701,71.6794,774526.0
2020-02-27,70.0441,71.8663,67.8389,69.035,967488.0
2020-02-28,66.3251,69.1471,66.241,67.4184,1253010.0
2020-02-29,66.3251,69.1471,66.241,67.4184,1253010.0
2020-03-01,66.3251,69.1471,66.241,67.4184,1253010.0
2020-03-02,68.2033,71.6981,66.6242,71.4551,1177601.0
2020-03-03,71.2682,73.5482,69.2405,69.8012,1065961.0
2020-03-04,71.0346,71.1052,69.4368,70.6702,723246.0
2020-03-05,68.3435,68.3435,65.4094,65.9794,1426432.0
2020-03-06,63.7368,66.9278,63.307,64.746,725547.0
2020-03-07,63.7368,66.9278,63.307,64.746,725547.0
2020-03-08,63.7368,66.9278,63.307,64.746,725547.0
2020-03-09,60.457,63.1948,58.4013,58.5601,891451.0
2020-03-10,60.8775,61.7185,56.2334,61.6717,870196.0
2020-03-11,59.7842,60.9149,57.308,58.4199,895032.0
2020-03-12,53.9908,57.5416,50.8139,54.5608,1015714.0
2020-03-13,57.5042,57.7565,52.3462,56.0652,898636.0
2020-03-14,57.5042,57.7565,52.3462,56.0652,898636.0
