,SSB US Equity,SSB US Equity,SSB US Equity,SSB US Equity,SSB US Equity
2020-04-06,47.8535,50.226,47.8535,49.8575,246689.0
2020-04-07,51.0977,52.3648,48.0153,48.2669,276691.0
2020-04-08,49.1476,49.2195,47.8535,48.7072,316746.0
2020-04-09,49.0487,55.5909,49.0487,55.2674,418118.0
2020-04-10,49.0487,55.5909,49.0487,55.2674,418118.0
2020-04-11,49.0487,55.5909,49.0487,55.2674,418118.0
2020-04-12,49.0487,55.5909,49.0487,55.2674,418118.0
2020-04-13,54.9709,54.9709,51.0977,51.4841,226577.0
2020-04-14,53.0567,53.0567,49.5295,50.5675,182818.0
2020-04-15,48.7522,48.7522,46.4246,46.7392,242435.0
2020-04-16,45.2025,46.7392,43.3872,44.3128,303498.0
2020-04-17,46.2898,49.4801,45.8944,48.7881,436779.0
2020-04-18,46.2898,49.4801,45.8944,48.7881,436779.0
2020-04-19,46.2898,49.4801,45.8944,48.7881,436779.0
2020-04-20,47.4132,49.6059,47.0817,48.7342,359217.0
2020-04-21,47.2604,48.159,46.182,46.8919,229444.0
2020-04-22,48.1141,48.1411,45.818,45.9304,209471.0
2020-04-23,46.2,46.7032,43.9354,44.2409,389163.0
2020-04-24,46.191,47.9613,44.9329,47.6828,407972.0
2020-04-25,46.191,47.9613,44.9329,47.6828,407972.0
2020-04-26,46.191,47.9613,44.9329,47.6828,407972.0
2020-04-27,48.5095,49.9564,47.7636,49.3812,300404.0
2020-04-28,50.1181,51.7806,49.7587,51.0258,281964.0
2020-04-29,52.9938,55.4202,52.0772,54.1621,351210.0
2020-04-30,53.3353,53.3353,51.3493,51.9783,324328.0
2020-05-01,50.19,51.3133,46.5819,47.5839,370851.0
2020-05-02,50.19,51.3133,46.5819,47.5839,370851.0
2020-05-03,50.19,51.3133,46.5819,47.5839,370851.0
2020-05-04,46.7482,49.6418,46.2179,49.3812,367761.0
2020-05-05,50.6214,51.0348,47.0986,47.2155,217064.0
2020-05-06,47.8535,48.5275,44.861,44.9239,196524.0
2020-05-07,45.4319,47.8949,45.4319,46.1032,239246.0
2020-05-08,47.5275,48.1716,46.7473,47.709,258204.0
2020-05-09,47.5275,48.1716,46.7473,47.709,258204.0
2020-05-10,47.5275,48.1716,46.7473,47.709,258204.0
2020-05-11,46.6203,46.6203,44.0893,44.1891,258503.0
2020-05-12,44.6154,44.6154,41.8757,41.9574,292189.0
2020-05-13,41.4494,41.6308,37.9295,38.9183,350300.0
2020-05-14,37.9658,40.3517,36.6685,39.635,373543.0
2020-05-15,39.3265,39.7257,38.6462,39.3356,211158.0
2020-05-16,39.3265,39.7257,38.6462,39.3356,211158.0
2020-05-17,39.3265,39.7257,38.6462,39.3356,211158.0
2020-05-18,41.5582,43.0052,40.3607,42.8464,348316.0
2020-05-19,42.3838,42.733,40.896,40.896,256485.0
2020-05-20,41.9483,43.9078,41.9302,43.2002,294222.0
2020-05-21,43.1095,43.9849,42.538,42.5833,219403.0
2020-05-22,42.5289,43.1912,41.8848,42.3203,145795.0
2020-05-23,42.5289,43.1912,41.8848,42.3203,145795.0
2020-05-24,42.5289,43.1912,41.8848,42.3203,145795.0
2020-05-25,42.5289,43.1912,41.8848,42.3203,145795.0
2020-05-26,44.4431,48.2986,43.3817,47.4459,449575.0
2020-05-27,49.5052,51.1653,49.3872,51.0837,350154.0
2020-05-28,51.9364,51.9364,48.3258,48.5526,288458.0
2020-05-29,47.2735,48.4801,46.6475,47.6908,252407.0
2020-05-30,47.2735,48.4801,46.6475,47.6908,252407.0
2020-05-31,47.2735,48.4801,46.6475,47.6908,252407.0
2020-06-01,47.7815,49.487,47.6364,48.099,221109.0
2020-06-02,48.7704,49.3146,46.7564,47.2191,163197.0
2020-06-03,48.6796,52.1905,47.9176,51.1109,345520.0
2020-06-04,51.1109,52.9978,50.0586,52.3447,335038.0
2020-06-05,55.7376,60.3279,53.7599,54.6761,1457214.0
2020-06-06,55.7376,60.3279,53.7599,54.6761,1457214.0
2020-06-07,55.7376,60.3279,53.7599,54.6761,1457214.0
2020-06-08,56.5631,58.0055,55.1207,57.9964,473491.0
2020-06-09,56.0188,56.681,54.8848,55.7738,656407.0
2020-06-10,55.3384,55.4155,52.6168,52.7892,570929.0
2020-06-11,49.3147,49.5959,46.8562,47.2916,707992.0
2020-06-12,49.8499,49.8499,46.9197,48.1807,508001.0
2020-06-13,49.8499,49.8499,46.9197,48.1807,508001.0
2020-06-14,49.8499,49.8499,46.9197,48.1807,508001.0
2020-06-15,45.5771,47.8087,45.5771,46.6385,371503.0
2020-06-16,48.9972,49.9678,47.8904,48.2623,419145.0
2020-06-17,48.3893,48.3893,46.0125,46.7292,313105.0
2020-06-18,45.5408,47.8632,45.5408,47.269,302510.0
2020-06-19,48.3258,48.5345,45.2686,45.949,1075151.0
2020-06-20,48.3258,48.5345,45.2686,45.949,1075151.0
2020-06-21,48.3258,48.5345,45.2686,45.949,1075151.0
2020-06-22,44.8785,45.6224,44.3433,45.2051,419388.0
2020-06-23,45.5771,46.4298,44.3524,44.3886,352179.0
2020-06-24,43.545,43.6992,41.5854,41.6762,458240.0
2020-06-25,41.15,42.9825,40.8778,42.8918,404049.0
2020-06-26,41.8395,42.2568,39.3538,40.2791,689055.0
2020-06-27,41.8395,42.2568,39.3538,40.2791,689055.0
2020-06-28,41.8395,42.2568,39.3538,40.2791,689055.0
2020-06-29,41.0593,43.5449,40.6692,42.6559,347527.0
2020-06-30,42.1479,43.5722,42.1479,43.2365,404547.0
2020-07-01,43.808,43.8171,41.5854,42.2114,374964.0
2020-07-02,43.5268,44.6064,42.0118,42.5017,351941.0
2020-07-03,43.5268,44.6064,42.0118,42.5017,351941.0
2020-07-04,43.5268,44.6064,42.0118,42.5017,351941.0
2020-07-05,43.5268,44.6064,42.0118,42.5017,351941.0
2020-07-06,43.8988,44.5066,41.9801,42.7829,246951.0
2020-07-07,41.9483,42.2568,41.0502,41.4494,474013.0
2020-07-08,41.1137,42.4042,39.5352,40.4424,547092.0
2020-07-09,40.143,40.27,38.7822,39.6985,443542.0
2020-07-10,39.8074,41.9574,39.8074,41.7306,377440.0
2020-07-11,39.8074,41.9574,39.8074,41.7306,377440.0
2020-07-12,39.8074,41.9574,39.8074,41.7306,377440.0
2020-07-13,42.4926,43.4452,40.9051,42.4563,303579.0
2020-07-14,42.3475,42.3475,40.5875,41.1046,231966.0
2020-07-15,42.4473,44.4159,42.3021,44.0711,411053.0
2020-07-16,43.545,44.4159,42.9099,43.7355,254361.0
2020-07-17,43.418,44.053,42.5017,42.5561,184350.0
2020-07-18,43.418,44.053,42.5017,42.5561,184350.0
2020-07-19,43.418,44.053,42.5017,42.5561,184350.0
2020-07-20,41.9483,42.3565,41.1591,41.7215,202850.0
2020-07-21,42.3475,44.3251,42.3475,44.0983,218656.0
2020-07-22,43.3454,43.681,42.5289,42.9462,275872.0
2020-07-23,42.8011,44.815,42.8011,44.7062,298826.0
2020-07-24,44.7062,45.6133,44.5066,44.6336,416813.0
2020-07-25,44.7062,45.6133,44.5066,44.6336,416813.0
2020-07-26,44.7062,45.6133,44.5066,44.6336,416813.0
2020-07-27,44.2254,44.2254,42.284,42.538,224758.0
2020-07-28,42.3928,43.0674,42.2341,42.3384,270474.0
2020-07-29,42.2658,44.3796,42.0572,44.3705,360898.0
2020-07-30,43.0823,43.4316,42.0073,43.291,342114.0
2020-07-31,43.4452,44.3705,42.3293,43.2365,513643.0
2020-08-01,43.4452,44.3705,42.3293,43.2365,513643.0
2020-08-02,43.4452,44.3705,42.3293,43.2365,513643.0
2020-08-03,44.2435,44.6789,43.2456,43.681,425686.0
2020-08-04,43.7173,45.0327,43.2728,44.9511,413116.0
2020-08-05,45.7041,47.1737,45.5226,47.1011,365383.0
2020-08-06,46.6022,47.3688,46.1849,46.9016,296643.0
2020-08-07,46.1849,50.2128,45.069,50.1584,489706.0
2020-08-08,46.1849,50.2128,45.069,50.1584,489706.0
2020-08-09,46.1849,50.2128,45.069,50.1584,489706.0
2020-08-10,50.3852,53.2065,50.2854,52.508,612311.0
2020-08-11,53.4968,55.547,53.4242,55.166,912426.0
2020-08-12,56.2456,56.2456,54.6761,54.9937,713426.0
2020-08-13,54.4085,55.8531,54.1662,54.8839,423032.0
2020-08-14,54.2257,55.5148,53.5948,55.4874,275357.0
2020-08-15,54.2257,55.5148,53.5948,55.4874,275357.0
2020-08-16,54.2257,55.5148,53.5948,55.4874,275357.0
2020-08-17,54.8565,55.1216,54.3217,54.7468,321125.0
2020-08-18,54.7925,54.7925,52.3057,52.772,301270.0
2020-08-19,52.8725,53.9971,52.5342,53.028,305034.0
2020-08-20,52.3788,52.9228,52.068,52.26,260767.0
2020-08-21,52.1228,52.772,51.8211,52.2417,365660.0
2020-08-22,52.1228,52.772,51.8211,52.2417,365660.0
2020-08-23,52.1228,52.772,51.8211,52.2417,365660.0
2020-08-24,52.516,54.3537,52.1228,53.9331,335485.0
2020-08-25,54.3994,55.5605,52.9822,54.2439,414517.0
2020-08-26,54.6188,54.6188,52.2508,52.3148,426036.0
2020-08-27,52.1137,53.9057,51.812,52.4885,325797.0
2020-08-28,53.0097,53.028,51.6565,52.2325,201143.0
2020-08-29,53.0097,53.028,51.6565,52.2325,201143.0
2020-08-30,53.0097,53.028,51.6565,52.2325,201143.0
2020-08-31,51.748,52.7857,50.9068,50.9068,271830.0
2020-09-01,50.2394,51.4371,49.5903,51.3365,268160.0
2020-09-02,51.2725,51.7754,50.5503,51.4828,193454.0
2020-09-03,51.7937,53.8097,51.4828,51.8028,215888.0
2020-09-04,53.2017,53.6405,52.068,53.1377,296115.0
2020-09-05,53.2017,53.6405,52.068,53.1377,296115.0
2020-09-06,53.2017,53.6405,52.068,53.1377,296115.0
2020-09-07,53.2017,53.6405,52.068,53.1377,296115.0
2020-09-08,52.3057,52.3057,49.5171,49.7823,294520.0
2020-09-09,50.1206,50.8337,47.8714,48.4383,474584.0
2020-09-10,48.7857,48.868,47.4692,47.4783,257411.0
2020-09-11,47.4783,48.1914,47.1309,47.7434,309688.0
2020-09-12,47.4783,48.1914,47.1309,47.7434,309688.0
2020-09-13,47.4783,48.1914,47.1309,47.7434,309688.0
2020-09-14,48.1914,49.4714,47.8166,49.1514,265745.0
2020-09-15,49.2337,49.2337,48.0452,48.7034,262808.0
2020-09-16,48.7126,49.5537,48.0543,49.1514,406786.0
2020-09-17,48.2737,48.7217,47.716,48.1914,324683.0
2020-09-18,48.9869,49.3005,46.7286,46.948,905306.0
2020-09-19,48.9869,49.3005,46.7286,46.948,905306.0
2020-09-20,48.9869,49.3005,46.7286,46.948,905306.0
2020-09-21,45.7138,46.4543,43.3732,43.8578,378996.0
2020-09-22,43.9949,44.4886,42.5138,42.8246,270155.0
2020-09-23,42.9709,44.4841,41.7549,41.8189,358708.0
2020-09-24,42.0018,42.6509,41.1515,41.6178,347734.0
2020-09-25,41.3618,42.8064,41.1424,42.7424,379183.0
2020-09-26,41.3618,42.8064,41.1424,42.7424,379183.0
2020-09-27,41.3618,42.8064,41.1424,42.7424,379183.0
2020-09-28,43.5378,44.7721,43.4509,43.9126,271963.0
2020-09-29,43.6292,43.8212,42.0201,43.4372,182051.0
2020-09-30,43.8121,44.8178,43.8121,44.0223,316744.0
2020-10-01,43.9401,44.2143,42.8612,44.0223,335668.0
2020-10-02,43.2452,45.348,43.1629,45.0555,192453.0
2020-10-03,43.2452,45.348,43.1629,45.0555,192453.0
2020-10-04,43.2452,45.348,43.1629,45.0555,192453.0
2020-10-05,45.6955,47.1309,45.4303,46.9663,271901.0
2020-10-06,47.8166,50.2851,47.46,48.4474,554875.0
2020-10-07,49.1789,50.7514,48.932,50.6691,341379.0
2020-10-08,51.4371,51.5788,50.3034,50.6417,258426.0
2020-10-09,51.0348,51.0348,49.3754,49.9011,319230.0
2020-10-10,51.0348,51.0348,49.3754,49.9011,319230.0
2020-10-11,51.0348,51.0348,49.3754,49.9011,319230.0
2020-10-12,49.8554,51.5834,49.5811,51.5743,238250.0
2020-10-13,51.044,51.0988,49.3617,49.38,243513.0
2020-10-14,49.6451,50.2394,48.1457,48.2097,178068.0
2020-10-15,48.1457,50.1114,47.7252,50.1023,152263.0
2020-10-16,49.8006,50.2668,48.5206,48.9046,282120.0
2020-10-17,49.8006,50.2668,48.5206,48.9046,282120.0
2020-10-18,49.8006,50.2668,48.5206,48.9046,282120.0
2020-10-19,49.2154,50.1206,49.0509,49.2886,203091.0
2020-10-20,50.148,52.4794,50.148,52.1274,422354.0
2020-10-21,52.1777,54.2531,51.0897,54.0154,499229.0
2020-10-22,54.6188,57.7822,54.6051,57.5079,721489.0
2020-10-23,58.2942,58.8519,56.356,56.9685,570383.0
2020-10-24,58.2942,58.8519,56.356,56.9685,570383.0
2020-10-25,58.2942,58.8519,56.356,56.9685,570383.0
2020-10-26,56.2736,56.7902,55.2359,55.7708,406109.0
2020-10-27,55.2954,55.7799,53.7319,54.1982,304512.0
2020-10-28,52.964,54.3354,52.7537,52.9091,453600.0
2020-10-29,52.7262,55.1308,51.5925,54.4725,368953.0
2020-10-30,54.1982,57.1056,53.9697,56.1365,533342.0
2020-10-31,54.1982,57.1056,53.9697,56.1365,533342.0
2020-11-01,54.1982,57.1056,53.9697,56.1365,533342.0
2020-11-02,56.6302,57.2153,55.6428,56.0451,369324.0
2020-11-03,56.9136,59.2267,56.4108,59.0256,599632.0
2020-11-04,57.1056,57.1056,54.0702,54.5182,497600.0
2020-11-05,54.5274,56.8405,54.5182,56.7033,306717.0
2020-11-06,57.7182,57.7182,55.4325,55.4599,195165.0
2020-11-07,57.7182,57.7182,55.4325,55.4599,195165.0
2020-11-08,57.7182,57.7182,55.4325,55.4599,195165.0
2020-11-09,59.4279,67.9489,58.3719,65.7912,1024053.0
2020-11-10,66.5501,68.3421,64.6302,67.7295,645019.0
2020-11-11,67.4918,67.7478,62.6004,63.4233,395422.0
2020-11-12,61.8124,63.2115,60.3856,61.9412,277222.0
2020-11-13,63.0274,63.6534,62.2266,63.5981,257997.0
2020-11-14,63.0274,63.6534,62.2266,63.5981,257997.0
2020-11-15,63.0274,63.6534,62.2266,63.5981,257997.0
2020-11-16,64.7212,67.1053,64.1841,65.5865,571751.0
2020-11-17,64.0676,65.5865,62.9262,65.4576,312522.0
2020-11-18,65.4576,66.2627,63.6074,63.6718,271029.0
2020-11-19,62.3923,63.5245,61.6513,63.368,254602.0
2020-11-20,62.3186,63.7693,61.1036,62.8341,297706.0
2020-11-21,62.3186,63.7693,61.1036,62.8341,297706.0
2020-11-22,62.3186,63.7693,61.1036,62.8341,297706.0
2020-11-23,63.7454,65.0065,62.8801,63.994,385052.0
2020-11-24,65.6049,68.1179,65.3195,67.7036,472312.0
2020-11-25,66.0467,66.5806,65.1538,65.5496,201807.0
2020-11-26,66.0467,66.5806,65.1538,65.5496,201807.0
2020-11-27,65.1262,65.6325,61.2693,64.8685,148118.0
2020-11-28,65.1262,65.6325,61.2693,64.8685,148118.0
2020-11-29,65.1262,65.6325,61.2693,64.8685,148118.0
2020-11-30,64.2609,64.7212,60.763,61.1864,328348.0
2020-12-01,63.055,64.2241,62.2726,63.4877,333423.0
2020-12-02,63.3036,64.9421,62.6477,64.712,286575.0
2020-12-03,64.4634,65.8304,63.8007,64.7488,300471.0
2020-12-04,65.6601,66.7923,65.3195,66.6727,329140.0
2020-12-05,65.6601,66.7923,65.3195,66.6727,329140.0
2020-12-06,65.6601,66.7923,65.3195,66.6727,329140.0
2020-12-07,65.6877,68.8819,65.4023,68.5873,458299.0
2020-12-08,68.4124,69.9036,67.1191,69.5216,533332.0
2020-12-09,70.3731,70.815,68.4308,69.6183,432675.0
2020-12-10,69.1212,69.5446,67.0224,68.8635,330815.0
2020-12-11,68.1179,69.8116,67.8141,68.5413,297766.0
2020-12-12,68.1179,69.8116,67.8141,68.5413,297766.0
2020-12-13,68.1179,69.8116,67.8141,68.5413,297766.0
2020-12-14,69.8484,69.8484,67.6024,67.8049,251774.0
2020-12-15,68.8174,69.0476,66.7003,68.5873,239046.0
2020-12-16,69.1212,69.1488,67.9245,68.3112,223352.0
2020-12-17,68.5045,69.0292,67.317,68.9831,217221.0
2020-12-18,69.4526,69.6274,67.8555,68.1915,693296.0
2020-12-19,69.4526,69.6274,67.8555,68.1915,693296.0
2020-12-20,69.4526,69.6274,67.8555,68.1915,693296.0
2020-12-21,68.1271,68.8819,66.5944,67.1237,310279.0
2020-12-22,67.0869,67.6484,66.0191,66.2768,216414.0
2020-12-23,66.8015,68.7438,66.8015,68.6425,157212.0
2020-12-24,68.9647,68.9804,67.2251,68.1455,65015.0
2020-12-25,68.9647,68.9804,67.2251,68.1455,65015.0
2020-12-26,68.9647,68.9804,67.2251,68.1455,65015.0
2020-12-27,68.9647,68.9804,67.2251,68.1455,65015.0
2020-12-28,68.5965,69.3974,67.6117,68.0534,253383.0
2020-12-29,67.6484,68.0626,65.4392,65.789,233479.0
2020-12-30,65.1998,67.3078,64.0492,66.4978,182311.0
2020-12-31,66.5622,67.1789,65.5957,66.553,176394.0
2021-01-01,66.5622,67.1789,65.5957,66.553,176394.0
2021-01-02,66.5622,67.1789,65.5957,66.553,176394.0
2021-01-03,66.5622,67.1789,65.5957,66.553,176394.0
2021-01-04,66.507,67.4919,64.6015,65.9915,300383.0
2021-01-05,66.6174,68.6149,66.0559,67.63,294511.0
2021-01-06,69.0384,74.7317,68.5321,74.0367,690290.0
2021-01-07,74.5614,75.8041,74.0645,75.1322,443933.0
2021-01-08,73.733,74.2024,71.6434,72.6468,299409.0
2021-01-09,73.733,74.2024,71.6434,72.6468,299409.0
2021-01-10,73.733,74.2024,71.6434,72.6468,299409.0
2021-01-11,71.5514,74.1748,70.2258,74.0183,153812.0
2021-01-12,74.5614,75.3347,74.046,74.1288,222681.0
2021-01-13,74.1472,74.3497,72.7641,73.374,233351.0
2021-01-14,74.0183,74.8031,72.6652,74.5798,224910.0
2021-01-15,73.6317,74.2761,72.5271,73.7238,185535.0
2021-01-16,73.6317,74.2761,72.5271,73.7238,185535.0
2021-01-17,73.6317,74.2761,72.5271,73.7238,185535.0
2021-01-18,73.6317,74.2761,72.5271,73.7238,185535.0
2021-01-19,74.5522,74.856,73.4936,74.0828,230105.0
2021-01-20,73.779,73.9999,72.0945,73.0334,238717.0
2021-01-21,73.4016,73.9907,70.8334,71.3673,227696.0
2021-01-22,70.2442,73.466,69.9221,73.2543,264261.0
2021-01-23,70.2442,73.466,69.9221,73.2543,264261.0
2021-01-24,70.2442,73.466,69.9221,73.2543,264261.0
2021-01-25,72.969,72.969,70.6401,72.1589,203079.0
2021-01-26,74.4234,74.4234,71.2476,71.4777,212321.0
2021-01-27,69.3605,71.2568,68.9003,70.8794,600665.0
2021-01-28,71.671,72.748,66.4333,67.4275,437667.0
2021-01-29,65.3195,67.5932,64.1781,64.1965,442687.0
2021-01-30,65.3195,67.5932,64.1781,64.1965,442687.0
2021-01-31,65.3195,67.5932,64.1781,64.1965,442687.0
2021-02-01,64.9421,65.6049,63.3496,65.0341,367188.0
2021-02-02,65.6325,68.2651,64.5923,66.2768,301279.0
2021-02-03,66.8568,67.1605,64.9329,66.8568,268815.0
2021-02-04,67.1329,69.5723,66.6266,69.3974,202035.0
2021-02-05,70.2166,70.6861,69.1304,70.0785,342460.0
2021-02-06,70.2166,70.6861,69.1304,70.0785,342460.0
2021-02-07,70.2166,70.6861,69.1304,70.0785,342460.0
2021-02-08,70.2995,71.892,68.1271,71.892,284957.0
2021-02-09,71.3857,74.138,70.7275,74.0644,289420.0
2021-02-10,73.9171,74.9573,73.0886,73.5489,390635.0
2021-02-11,73.3451,75.4471,71.8543,72.7525,313478.0
2021-02-12,72.2988,73.8359,71.9932,72.7062,198344.0
2021-02-13,72.2988,73.8359,71.9932,72.7062,198344.0
2021-02-14,72.2988,73.8359,71.9932,72.7062,198344.0
2021-02-15,72.2988,73.8359,71.9932,72.7062,198344.0
2021-02-16,73.6137,74.9285,72.3173,74.4378,273044.0
2021-02-17,74.8927,75.535,72.8636,74.5304,343079.0
2021-02-18,74.1692,74.9378,73.0766,74.0674,293358.0
2021-02-19,74.3544,75.9286,74.0211,75.8545,263978.0
2021-02-20,74.3544,75.9286,74.0211,75.8545,263978.0
2021-02-21,74.3544,75.9286,74.0211,75.8545,263978.0
2021-02-22,75.2804,77.9194,74.7572,77.1416,328953.0
2021-02-23,77.6138,79.0305,76.2897,76.9193,344798.0
2021-02-24,76.9564,79.1879,75.8505,78.0212,532551.0
2021-02-25,78.2898,79.1415,74.5952,75.1322,258640.0
2021-02-26,74.4378,75.1878,73.0211,73.0211,311107.0
2021-02-27,74.4378,75.1878,73.0211,73.0211,311107.0
2021-02-28,74.4378,75.1878,73.0211,73.0211,311107.0
2021-03-01,74.697,75.4285,73.5581,75.1785,465732.0
2021-03-02,74.7248,75.5582,73.7155,73.8359,269872.0
2021-03-03,74.7526,78.1509,74.7063,75.9749,371297.0
2021-03-04,75.3082,78.299,73.6322,75.123,396154.0
2021-03-05,76.799,78.1879,75.0489,77.8083,339464.0
2021-03-06,76.799,78.1879,75.0489,77.8083,339464.0
2021-03-07,76.799,78.1879,75.0489,77.8083,339464.0
2021-03-08,78.762,81.4843,78.0212,80.7991,549395.0
2021-03-09,79.4472,82.7482,77.6462,80.6324,505773.0
2021-03-10,80.475,81.5676,79.4379,81.401,381127.0
2021-03-11,80.7991,83.6603,80.6046,83.4936,409921.0
2021-03-12,83.9566,86.3548,83.3362,84.9104,425641.0
2021-03-13,83.9566,86.3548,83.3362,84.9104,425641.0
