,GATX US Equity,GATX US Equity,GATX US Equity,GATX US Equity,GATX US Equity
2020-03-21,52.8138,55.4559,50.025,50.3552,538607.0
2020-03-22,52.8138,55.4559,50.025,50.3552,538607.0
2020-03-23,50.2268,51.768,46.5035,50.2818,436489.0
2020-03-24,53.6761,56.2265,52.3643,54.566,403884.0
2020-03-25,53.3184,57.786,51.9973,55.3091,527920.0
2020-03-26,55.5017,58.0612,55.1348,56.9971,338919.0
2020-03-27,54.144,55.4926,52.7496,53.6028,220558.0
2020-03-28,54.144,55.4926,52.7496,53.6028,220558.0
2020-03-29,54.144,55.4926,52.7496,53.6028,220558.0
2020-03-30,53.4743,56.3733,50.8506,55.5384,272580.0
2020-03-31,55.1807,57.5108,55.144,57.3915,297742.0
2020-04-01,54.7403,55.9788,52.3001,53.4468,316747.0
2020-04-02,53.245,55.2357,51.4423,52.4285,244757.0
2020-04-03,51.5478,53.1808,49.4011,50.8965,381678.0
2020-04-04,51.5478,53.1808,49.4011,50.8965,381678.0
2020-04-05,51.5478,53.1808,49.4011,50.8965,381678.0
2020-04-06,53.2266,55.1807,51.4836,54.8137,457233.0
2020-04-07,56.6301,59.3639,55.7036,59.1254,508719.0
2020-04-08,59.6116,60.2263,58.153,59.0337,414747.0
2020-04-09,60.3914,63.2307,55.832,56.5751,535705.0
2020-04-10,60.3914,63.2307,55.832,56.5751,535705.0
2020-04-11,60.3914,63.2307,55.832,56.5751,535705.0
2020-04-12,60.3914,63.2307,55.832,56.5751,535705.0
2020-04-13,55.9788,55.9788,51.0157,51.8781,386049.0
2020-04-14,53.2725,53.6028,51.346,51.8047,395355.0
2020-04-15,49.5479,51.2593,47.1719,50.2726,599178.0
2020-04-16,49.8965,50.7405,48.8461,50.346,426091.0
2020-04-17,52.4468,54.1257,50.9286,51.8872,413631.0
2020-04-18,52.4468,54.1257,50.9286,51.8872,413631.0
2020-04-19,52.4468,54.1257,50.9286,51.8872,413631.0
2020-04-20,50.502,51.5937,47.8232,48.6581,361814.0
2020-04-21,47.5021,49.8965,47.0618,49.2635,489547.0
2020-04-22,50.5295,50.713,48.8048,49.0342,209028.0
2020-04-23,49.4378,51.9515,49.3553,51.4928,321123.0
2020-04-24,51.7313,51.768,50.2501,51.4377,225633.0
2020-04-25,51.7313,51.768,50.2501,51.4377,225633.0
2020-04-26,51.7313,51.768,50.2501,51.4377,225633.0
2020-04-27,51.6579,54.3642,51.6579,54.0706,314666.0
2020-04-28,55.676,56.6576,54.3642,55.3366,379791.0
2020-04-29,57.4741,58.0062,56.2448,56.5384,333693.0
2020-04-30,55.2449,55.543,54.1348,54.4009,410337.0
2020-05-01,52.9239,53.7083,52.0891,52.8046,398196.0
2020-05-02,52.9239,53.7083,52.0891,52.8046,398196.0
2020-05-03,52.9239,53.7083,52.0891,52.8046,398196.0
2020-05-04,51.6854,54.7495,50.0158,54.3917,368273.0
2020-05-05,55.5017,56.8962,54.988,55.832,375878.0
2020-05-06,56.0063,56.2035,53.4881,53.6761,392048.0
2020-05-07,54.9421,55.5751,53.722,54.1624,215299.0
2020-05-08,55.3183,56.3733,54.511,56.254,202394.0
2020-05-09,55.3183,56.3733,54.511,56.254,202394.0
2020-05-10,55.3183,56.3733,54.511,56.254,202394.0
2020-05-11,55.2724,55.7953,53.7954,54.1348,470903.0
2020-05-12,53.9514,54.4009,52.1258,52.1258,206024.0
2020-05-13,51.4377,51.4377,49.447,50.0066,200941.0
2020-05-14,48.6214,50.0295,47.3572,49.7497,272574.0
2020-05-15,49.5479,51.3001,48.8324,50.5662,242944.0
2020-05-16,49.5479,51.3001,48.8324,50.5662,242944.0
2020-05-17,49.5479,51.3001,48.8324,50.5662,242944.0
2020-05-18,53.1165,54.8779,52.8322,54.5477,226055.0
2020-05-19,53.8688,55.0339,52.6945,52.7037,170403.0
2020-05-20,53.9605,55.9971,53.9605,55.8136,269661.0
2020-05-21,55.4742,56.7952,55.3917,56.4833,249347.0
2020-05-22,56.731,56.9971,55.8595,56.7677,219611.0
2020-05-23,56.731,56.9971,55.8595,56.7677,219611.0
2020-05-24,56.731,56.9971,55.8595,56.7677,219611.0
2020-05-25,56.731,56.9971,55.8595,56.7677,219611.0
2020-05-26,58.9603,60.0795,56.7586,57.1163,382526.0
2020-05-27,58.6759,61.3088,58.6759,61.1437,312956.0
2020-05-28,61.9601,61.9601,59.1621,59.3639,165562.0
2020-05-29,58.3456,58.486,56.6943,57.5567,213133.0
2020-05-30,58.3456,58.486,56.6943,57.5567,213133.0
2020-05-31,58.3456,58.486,56.6943,57.5567,213133.0
2020-06-01,57.9603,57.9603,56.7035,56.7769,239831.0
2020-06-02,57.5659,58.4374,56.9879,57.7035,205277.0
2020-06-03,58.9511,60.1529,58.9511,59.685,213169.0
2020-06-04,58.9052,61.9785,58.364,61.4005,273084.0
2020-06-05,64.1251,65.6297,62.85,63.0885,295239.0
2020-06-06,64.1251,65.6297,62.85,63.0885,295239.0
2020-06-07,64.1251,65.6297,62.85,63.0885,295239.0
2020-06-08,64.0059,64.6159,62.4372,63.2903,285641.0
2020-06-09,61.7858,62.9784,61.1666,62.1986,206409.0
2020-06-10,61.7216,61.7216,59.4557,59.9694,220328.0
2020-06-11,56.9696,57.0338,54.3734,54.4284,293340.0
2020-06-12,56.6296,57.4758,55.1313,56.5833,313714.0
2020-06-13,56.6296,57.4758,55.1313,56.5833,313714.0
2020-06-14,56.6296,57.4758,55.1313,56.5833,313714.0
2020-06-15,54.2619,57.7209,54.1879,57.018,162413.0
2020-06-16,60.5602,61.7533,58.4053,58.6643,229046.0
2020-06-17,58.5718,59.1175,57.5359,57.8226,173618.0
2020-06-18,57.1012,58.7568,56.8053,57.5637,206784.0
2020-06-19,58.2481,59.0065,55.603,56.7405,332057.0
2020-06-20,58.2481,59.0065,55.603,56.7405,332057.0
2020-06-21,58.2481,59.0065,55.603,56.7405,332057.0
2020-06-22,55.9452,57.2677,55.2423,56.8053,188355.0
2020-06-23,57.6562,57.6562,55.6492,56.9718,299258.0
2020-06-24,56.2319,56.5741,54.7983,54.8723,282926.0
2020-06-25,54.3914,55.7324,53.9382,55.6307,196314.0
2020-06-26,55.2238,55.566,52.5509,52.7914,520068.0
2020-06-27,55.2238,55.566,52.5509,52.7914,520068.0
2020-06-28,55.2238,55.566,52.5509,52.7914,520068.0
2020-06-29,53.7995,56.8978,53.4573,56.0191,252875.0
2020-06-30,55.4087,57.0273,55.3949,56.3983,234320.0
2020-07-01,56.4538,56.833,53.5775,53.6607,418035.0
2020-07-02,54.9371,56.2689,54.0862,54.6966,480105.0
2020-07-03,54.9371,56.2689,54.0862,54.6966,480105.0
2020-07-04,54.9371,56.2689,54.0862,54.6966,480105.0
2020-07-05,54.9371,56.2689,54.0862,54.6966,480105.0
2020-07-06,56.2226,56.9671,55.2145,56.5926,206000.0
2020-07-07,55.5105,55.7787,53.9197,53.9844,241413.0
2020-07-08,53.6792,54.5486,53.5868,54.4654,234985.0
2020-07-09,54.1324,54.1324,52.3104,53.4295,305781.0
2020-07-10,53.8827,55.8111,53.8365,55.5567,294998.0
2020-07-11,53.8827,55.8111,53.8365,55.5567,294998.0
2020-07-12,53.8827,55.8111,53.8365,55.5567,294998.0
2020-07-13,56.5371,56.981,55.0665,55.5197,235404.0
2020-07-14,55.3995,56.6666,55.2978,56.5833,161871.0
2020-07-15,58.2943,60.2273,58.1371,59.6539,432328.0
2020-07-16,59.4042,60.9764,59.2562,60.5325,443973.0
2020-07-17,60.9487,61.1105,58.3406,58.5348,260907.0
2020-07-18,60.9487,61.1105,58.3406,58.5348,260907.0
2020-07-19,60.9487,61.1105,58.3406,58.5348,260907.0
2020-07-20,57.9614,58.3128,56.6203,57.7949,344752.0
2020-07-21,60.1163,62.0955,56.0839,57.2677,438570.0
2020-07-22,56.5371,58.2481,56.5371,58.1186,218066.0
2020-07-23,57.8874,58.8492,57.3972,58.4238,271782.0
2020-07-24,58.5255,59.0065,57.633,58.1463,145804.0
2020-07-25,58.5255,59.0065,57.633,58.1463,145804.0
2020-07-26,58.5255,59.0065,57.633,58.1463,145804.0
2020-07-27,57.9336,57.9336,56.8793,57.7209,199036.0
2020-07-28,57.203,57.7579,56.7174,56.9995,225907.0
2020-07-29,57.3417,57.9475,56.5741,57.4249,255895.0
2020-07-30,56.2966,56.6111,55.3209,56.2319,241482.0
2020-07-31,55.6215,56.4538,54.8631,56.4076,230945.0
2020-08-01,55.6215,56.4538,54.8631,56.4076,230945.0
2020-08-02,55.6215,56.4538,54.8631,56.4076,230945.0
2020-08-03,56.6203,56.6203,55.4272,56.2596,245408.0
2020-08-04,55.8527,57.7949,55.8527,57.0827,193354.0
2020-08-05,57.8319,58.8215,57.1197,58.692,188322.0
2020-08-06,58.2943,59.5244,58.2943,59.2192,154187.0
2020-08-07,58.84,59.9591,58.7937,59.9406,156536.0
2020-08-08,58.84,59.9591,58.7937,59.9406,156536.0
2020-08-09,58.84,59.9591,58.7937,59.9406,156536.0
2020-08-10,60.0423,62.299,60.0423,61.5776,160316.0
2020-08-11,62.6504,64.1395,62.336,62.4007,230242.0
2020-08-12,63.3441,63.3441,60.8839,61.5961,208096.0
2020-08-13,60.9487,61.5776,60.5602,60.7545,134278.0
2020-08-14,60.329,62.7429,60.0053,61.9383,136534.0
2020-08-15,60.329,62.7429,60.0053,61.9383,136534.0
2020-08-16,60.329,62.7429,60.0053,61.9383,136534.0
2020-08-17,61.8551,61.966,60.7267,61.1337,167407.0
2020-08-18,60.9394,61.0104,59.1637,59.3487,180693.0
2020-08-19,59.6446,60.9672,59.6169,60.4215,164280.0
2020-08-20,59.4042,60.4215,59.2747,60.181,190025.0
2020-08-21,59.8296,60.2458,59.1822,59.7556,145626.0
2020-08-22,59.8296,60.2458,59.1822,59.7556,145626.0
2020-08-23,59.8296,60.2458,59.1822,59.7556,145626.0
2020-08-24,60.0978,60.7545,59.4134,60.7452,177758.0
2020-08-25,61.4574,61.7071,60.5926,61.0412,140081.0
2020-08-26,60.773,61.3834,59.9036,61.1892,200850.0
2020-08-27,61.8551,62.9464,61.4944,62.5302,199741.0
2020-08-28,62.8539,63.4551,62.1603,63.0759,164972.0
2020-08-29,62.8539,63.4551,62.1603,63.0759,164972.0
2020-08-30,62.8539,63.4551,62.1603,63.0759,164972.0
2020-08-31,62.8817,63.2886,61.3001,61.8551,262912.0
2020-09-01,61.6053,63.0759,61.1522,62.8909,155780.0
2020-09-02,62.9187,63.1314,61.9013,62.5765,150343.0
2020-09-03,62.7984,63.3626,60.9336,61.5036,127437.0
2020-09-04,62.7337,62.7707,60.4446,61.5314,181005.0
2020-09-05,62.7337,62.7707,60.4446,61.5314,181005.0
2020-09-06,62.7337,62.7707,60.4446,61.5314,181005.0
2020-09-07,62.7337,62.7707,60.4446,61.5314,181005.0
2020-09-08,61.2909,61.2909,59.1544,59.2099,250684.0
2020-09-09,59.6909,59.7279,57.6377,59.0065,243998.0
2020-09-10,58.951,59.5614,57.6469,57.9336,278694.0
2020-09-11,58.2203,58.7845,57.6007,58.2296,172689.0
2020-09-12,58.2203,58.7845,57.6007,58.2296,172689.0
2020-09-13,58.2203,58.7845,57.6007,58.2296,172689.0
2020-09-14,58.4533,59.5996,58.2575,59.4784,174934.0
2020-09-15,60.019,60.6481,59.4505,59.525,147800.0
2020-09-16,59.6275,61.6313,59.6275,60.2986,256308.0
2020-09-17,59.5716,61.4262,59.4225,61.3983,163399.0
2020-09-18,62.3769,62.6378,60.6807,61.0721,483605.0
2020-09-19,62.3769,62.6378,60.6807,61.0721,483605.0
2020-09-20,62.3769,62.6378,60.6807,61.0721,483605.0
2020-09-21,59.553,59.6369,57.1951,57.8941,246953.0
2020-09-22,57.7916,59.087,57.6704,58.8354,200538.0
2020-09-23,58.7142,59.4411,58.0525,58.0712,194392.0
2020-09-24,57.95,59.1336,57.2137,58.3228,275444.0
2020-09-25,57.7263,58.9565,57.484,58.5931,204789.0
2020-09-26,57.7263,58.9565,57.484,58.5931,204789.0
2020-09-27,57.7263,58.9565,57.484,58.5931,204789.0
2020-09-28,59.2734,60.5316,59.2641,59.7767,229282.0
2020-09-29,59.7487,59.7673,58.3787,59.3107,143525.0
2020-09-30,59.6462,61.4542,59.0218,59.4132,361407.0
2020-10-01,59.348,59.9071,57.922,59.6928,201341.0
2020-10-02,58.9286,61.1933,58.3973,60.9882,138070.0
2020-10-03,58.9286,61.1933,58.3973,60.9882,138070.0
2020-10-04,58.9286,61.1933,58.3973,60.9882,138070.0
2020-10-05,61.8177,62.7496,61.5381,62.3489,124132.0
2020-10-06,63.225,63.9146,61.8829,62.0507,207501.0
2020-10-07,62.759,63.8494,62.5726,63.635,162325.0
2020-10-08,64.539,64.539,63.1085,64.0265,115236.0
2020-10-09,64.5018,64.553,62.964,63.2063,153608.0
2020-10-10,64.5018,64.553,62.964,63.2063,153608.0
2020-10-11,64.5018,64.553,62.964,63.2063,153608.0
2020-10-12,63.3554,64.6043,62.9081,63.7282,193481.0
2020-10-13,62.9267,63.5511,62.0693,62.1066,213893.0
2020-10-14,62.0973,63.7189,61.7524,63.3834,160268.0
2020-10-15,62.8708,64.2688,62.3582,63.9892,122486.0
2020-10-16,63.8121,65.0889,63.6537,64.2594,124357.0
2020-10-17,63.8121,65.0889,63.6537,64.2594,124357.0
2020-10-18,63.8121,65.0889,63.6537,64.2594,124357.0
2020-10-19,64.6043,65.6667,63.5791,63.6909,221240.0
2020-10-20,69.8979,71.5009,64.1756,64.6695,450038.0
2020-10-21,64.1569,64.8186,63.3741,63.3834,209147.0
2020-10-22,63.9146,64.7534,63.2949,64.5297,237043.0
2020-10-23,65.1169,65.238,64.3713,64.9118,195132.0
2020-10-24,65.1169,65.238,64.3713,64.9118,195132.0
2020-10-25,65.1169,65.238,64.3713,64.9118,195132.0
2020-10-26,64.0544,64.0544,62.8941,63.9985,171605.0
2020-10-27,63.7935,64.1196,63.0339,63.8587,143479.0
2020-10-28,62.3023,63.1811,61.3703,61.5101,217483.0
2020-10-29,61.1467,63.4766,60.5782,63.1597,203766.0
2020-10-30,62.9454,64.4365,62.8894,63.635,178452.0
2020-10-31,62.9454,64.4365,62.8894,63.635,178452.0
2020-11-01,62.9454,64.4365,62.8894,63.635,178452.0
2020-11-02,64.3713,65.6388,64.2781,65.5642,213134.0
2020-11-03,66.8317,68.691,66.7804,68.3881,292803.0
2020-11-04,66.5894,67.2418,64.5484,64.9584,258656.0
2020-11-05,65.3964,68.1737,65.3964,67.512,238234.0
2020-11-06,67.7077,68.4906,67.0088,67.0647,202182.0
2020-11-07,67.7077,68.4906,67.0088,67.0647,202182.0
2020-11-08,67.7077,68.4906,67.0088,67.0647,202182.0
2020-11-09,72.8895,76.1234,71.9202,72.06,416008.0
2020-11-10,72.9827,75.1169,72.3829,74.39,279660.0
2020-11-11,74.595,74.595,72.4515,74.1849,179025.0
2020-11-12,73.1784,73.6957,71.1467,72.1532,186955.0
2020-11-13,72.9734,74.1383,72.7916,73.4766,123473.0
2020-11-14,72.9734,74.1383,72.7916,73.4766,123473.0
2020-11-15,72.9734,74.1383,72.7916,73.4766,123473.0
2020-11-16,75.3965,78.034,74.7255,76.1421,217980.0
2020-11-17,75.1635,76.2539,74.0591,74.9771,176842.0
2020-11-18,75.4804,76.4124,74.1896,74.2781,220216.0
2020-11-19,73.7283,74.7068,72.3862,74.6323,189710.0
2020-11-20,74.3713,74.4645,73.3182,74.1756,163927.0
2020-11-21,74.3713,74.4645,73.3182,74.1756,163927.0
2020-11-22,74.3713,74.4645,73.3182,74.1756,163927.0
2020-11-23,75.0237,77.4096,74.3108,76.9902,172903.0
2020-11-24,78.4347,79.1756,77.5773,77.8103,268546.0
2020-11-25,77.1859,77.1859,75.3685,75.732,118811.0
2020-11-26,77.1859,77.1859,75.3685,75.732,118811.0
2020-11-27,75.3313,75.8066,74.7348,75.7879,55552.0
2020-11-28,75.3313,75.8066,74.7348,75.7879,55552.0
2020-11-29,75.3313,75.8066,74.7348,75.7879,55552.0
2020-11-30,75.1542,75.2614,73.6444,74.3341,191639.0
2020-12-01,75.6015,76.2865,74.39,74.6136,123134.0
2020-12-02,74.3434,76.7945,73.9799,76.0862,196387.0
2020-12-03,76.3285,76.7572,75.294,76.17,120727.0
2020-12-04,76.7385,79.1989,76.7385,79.0592,87892.0
2020-12-05,76.7385,79.1989,76.7385,79.0592,87892.0
2020-12-06,76.7385,79.1989,76.7385,79.0592,87892.0
2020-12-07,79.0778,80.5876,78.719,80.5317,216784.0
2020-12-08,79.5251,81.9855,79.2549,80.6621,263780.0
2020-12-09,81.4357,82.7777,79.9259,80.075,297015.0
2020-12-10,79.4692,79.6137,78.4441,79.4133,184346.0
2020-12-11,78.7702,79.4972,78.6491,79.2176,209697.0
2020-12-12,78.7702,79.4972,78.6491,79.2176,209697.0
2020-12-13,78.7702,79.4972,78.6491,79.2176,209697.0
2020-12-14,80.6797,81.1343,77.9523,77.971,173055.0
2020-12-15,78.6459,78.9177,78.0179,78.5802,218603.0
2020-12-16,78.8239,78.8239,77.4368,77.971,203516.0
2020-12-17,77.971,78.2475,77.2118,77.8773,207005.0
2020-12-18,78.3459,78.5053,76.8838,77.5305,653937.0
2020-12-19,78.3459,78.5053,76.8838,77.5305,653937.0
2020-12-20,78.3459,78.5053,76.8838,77.5305,653937.0
2020-12-21,76.0028,78.3787,76.0028,77.9148,566298.0
2020-12-22,78.3084,78.5428,77.2681,77.9804,145934.0
2020-12-23,78.2147,79.3544,77.5211,78.8427,121856.0
2020-12-24,79.1051,79.1801,78.4397,79.0676,68671.0
2020-12-25,79.1051,79.1801,78.4397,79.0676,68671.0
2020-12-26,79.1051,79.1801,78.4397,79.0676,68671.0
2020-12-27,79.1051,79.1801,78.4397,79.0676,68671.0
2020-12-28,79.5925,80.2954,79.0864,79.4238,129458.0
2020-12-29,79.5644,79.6487,77.9898,78.1772,111350.0
2020-12-30,78.5053,79.5222,78.4959,78.8989,93700.0
2020-12-31,78.7115,78.8333,77.7883,77.9616,134282.0
2021-01-01,78.7115,78.8333,77.7883,77.9616,134282.0
2021-01-02,78.7115,78.8333,77.7883,77.9616,134282.0
2021-01-03,78.7115,78.8333,77.7883,77.9616,134282.0
2021-01-04,78.4584,78.4818,75.6888,77.0994,214123.0
2021-01-05,76.8557,78.9364,76.8557,77.9148,213421.0
2021-01-06,79.4425,81.8513,79.0067,81.4108,291494.0
2021-01-07,81.5795,82.5449,81.3264,82.17,232640.0
2021-01-08,82.6761,82.6761,81.2983,81.9919,182001.0
2021-01-09,82.6761,82.6761,81.2983,81.9919,182001.0
2021-01-10,82.6761,82.6761,81.2983,81.9919,182001.0
2021-01-11,80.8484,83.1916,80.8484,82.5355,137987.0
2021-01-12,82.8167,84.888,82.6995,84.41,216563.0
2021-01-13,84.41,84.5225,82.334,82.3762,122606.0
2021-01-14,83.0791,83.9086,82.2824,83.3322,95228.0
2021-01-15,82.1793,84.2788,80.7313,83.9508,213805.0
2021-01-16,82.1793,84.2788,80.7313,83.9508,213805.0
2021-01-17,82.1793,84.2788,80.7313,83.9508,213805.0
2021-01-18,82.1793,84.2788,80.7313,83.9508,213805.0
2021-01-19,84.7568,86.3314,84.3913,84.5506,223489.0
2021-01-20,84.3819,84.6069,82.6386,83.6883,206681.0
2021-01-21,84.0539,84.0539,82.1325,82.1793,186483.0
2021-01-22,81.0265,82.6948,79.7143,82.4886,192863.0
2021-01-23,81.0265,82.6948,79.7143,82.4886,192863.0
2021-01-24,81.0265,82.6948,79.7143,82.4886,192863.0
2021-01-25,82.3199,83.7821,81.1765,83.7165,201313.0
2021-01-26,84.007,84.007,82.6245,83.3228,205930.0
2021-01-27,81.617,87.5311,80.5204,85.666,521338.0
2021-01-28,83.1541,85.038,81.7951,82.8261,577811.0
2021-01-29,83.201,88.8527,82.4043,86.9781,839024.0
2021-01-30,83.201,88.8527,82.4043,86.9781,839024.0
2021-01-31,83.201,88.8527,82.4043,86.9781,839024.0
2021-02-01,86.2658,87.0906,84.2601,86.697,499436.0
2021-02-02,87.7279,87.7279,85.8909,86.6126,215675.0
2021-02-03,86.2564,86.875,85.0942,86.4158,179531.0
2021-02-04,86.5095,87.7748,85.3285,87.7186,286223.0
2021-02-05,88.8527,89.8649,87.7842,89.6212,241753.0
2021-02-06,88.8527,89.8649,87.7842,89.6212,241753.0
2021-02-07,88.8527,89.8649,87.7842,89.6212,241753.0
2021-02-08,90.4179,92.6205,90.0758,91.6551,188429.0
2021-02-09,91.6926,92.9579,90.8678,91.5051,198290.0
2021-02-10,91.9269,92.1706,90.4132,90.6991,199002.0
2021-02-11,91.2989,91.6645,89.5275,91.0365,143973.0
2021-02-12,90.6428,92.7892,90.6428,92.7236,139545.0
2021-02-13,90.6428,92.7892,90.6428,92.7236,139545.0
2021-02-14,90.6428,92.7892,90.6428,92.7236,139545.0
2021-02-15,90.6428,92.7892,90.6428,92.7236,139545.0
2021-02-16,93.2391,94.3169,92.3018,92.3112,187063.0
2021-02-17,91.7769,92.1987,89.9118,90.3898,276536.0
2021-02-18,90.118,90.8303,89.0776,90.2679,198118.0
2021-02-19,89.5837,93.2672,89.5837,93.1828,208033.0
2021-02-20,89.5837,93.2672,89.5837,93.1828,208033.0
2021-02-21,89.5837,93.2672,89.5837,93.1828,208033.0
2021-02-22,92.7142,94.8137,92.1893,92.8267,165334.0
2021-02-23,92.2643,92.7892,91.3552,92.4518,231101.0
2021-02-24,93.0516,93.9701,92.1529,93.061,187585.0
2021-02-25,93.0987,93.6356,90.4987,90.4987,190603.0
2021-02-26,90.3386,91.5444,89.293,89.8959,228197.0
2021-02-27,90.3386,91.5444,89.293,89.8959,228197.0
2021-02-28,90.3386,91.5444,89.293,89.8959,228197.0
2021-03-01,91.5067,93.24,91.4407,92.6842,192036.0
2021-03-02,92.5712,92.6371,90.4705,90.6966,163226.0
2021-03-03,90.998,92.948,90.64,91.0168,153832.0
2021-03-04,90.9038,92.2791,88.8125,90.0372,212279.0
2021-03-05,91.4502,91.9683,89.8111,91.827,249597.0
2021-03-06,91.4502,91.9683,89.8111,91.827,249597.0
2021-03-07,91.4502,91.9683,89.8111,91.827,249597.0
2021-03-08,92.5712,94.1914,91.94,92.1661,227670.0
2021-03-09,92.3545,92.6371,90.7719,90.9321,148873.0
2021-03-10,90.998,92.3074,90.4705,92.1944,180662.0
2021-03-11,92.5429,94.6106,91.2345,93.6356,144521.0
2021-03-12,94.2103,95.4631,93.8334,95.124,110653.0
2021-03-13,94.2103,95.4631,93.8334,95.124,110653.0
2021-03-14,94.2103,95.4631,93.8334,95.124,110653.0
