,MSM US Equity,MSM US Equity,MSM US Equity,MSM US Equity,MSM US Equity
2023-08-11,99.8627,100.3986,99.5411,100.2525,340557.0
2023-08-12,99.8627,100.3986,99.5411,100.2525,340557.0
2023-08-13,99.8627,100.3986,99.5411,100.2525,340557.0
2023-08-14,100.3402,100.3402,98.9467,99.4827,340036.0
2023-08-15,99.2683,99.5265,98.2256,98.4887,308757.0
2023-08-16,98.5374,99.2683,97.4266,97.563,193696.0
2023-08-17,97.6409,98.25,97.3096,97.6409,311471.0
2023-08-18,97.2317,98.5131,97.2317,98.2061,263805.0
2023-08-19,97.2317,98.5131,97.2317,98.2061,263805.0
2023-08-20,97.2317,98.5131,97.2317,98.2061,263805.0
2023-08-21,98.1769,98.898,96.4813,97.7384,373811.0
2023-08-22,97.9625,98.0892,96.9004,97.2024,265831.0
2023-08-23,97.4948,98.2451,97.0758,98.0697,304738.0
2023-08-24,97.8846,99.5411,97.8846,98.1964,357953.0
2023-08-25,98.4205,99.1124,97.982,98.7616,291618.0
2023-08-26,98.4205,99.1124,97.982,98.7616,291618.0
2023-08-27,98.4205,99.1124,97.982,98.7616,291618.0
2023-08-28,99.0149,100.1453,98.9833,99.0831,228767.0
2023-08-29,98.7129,100.2135,98.2646,99.9017,261081.0
2023-08-30,100.311,100.5838,99.546,99.5801,277176.0
2023-08-31,99.8237,100.0186,98.9077,99.4534,597202.0
2023-09-01,100.1453,100.1453,98.9954,99.0831,393990.0
2023-09-02,100.1453,100.1453,98.9954,99.0831,393990.0
2023-09-03,100.1453,100.1453,98.9954,99.0831,393990.0
2023-09-04,100.1453,100.1453,98.9954,99.0831,393990.0
2023-09-05,98.4303,98.4692,93.9185,95.5166,786251.0
2023-09-06,95.5166,95.5166,92.3691,93.2169,1111270.0
2023-09-07,92.7686,93.519,91.7942,93.402,625350.0
2023-09-08,93.3631,94.1524,93.1146,93.48,338151.0
2023-09-09,93.3631,94.1524,93.1146,93.48,338151.0
2023-09-10,93.3631,94.1524,93.1146,93.48,338151.0
2023-09-11,93.7626,94.0257,92.9538,93.9088,274367.0
2023-09-12,93.4703,94.6883,93.4703,94.2206,310486.0
2023-09-13,94.2011,94.2157,91.5701,92.4471,433635.0
2023-09-14,93.3436,94.3132,93.0902,93.4605,368040.0
2023-09-15,93.1097,93.9575,92.5445,93.86,824456.0
2023-09-16,93.1097,93.9575,92.5445,93.86,824456.0
2023-09-17,93.1097,93.9575,92.5445,93.86,824456.0
2023-09-18,94.1329,95.0781,93.558,93.8795,441391.0
2023-09-19,93.9575,94.1231,93.1399,93.3143,277930.0
2023-09-20,93.7431,94.167,92.6322,92.8076,281422.0
2023-09-21,92.6517,93.2559,92.0865,92.2619,209454.0
2023-09-22,92.1255,93.1779,92.1255,92.6615,228899.0
2023-09-23,92.1255,93.1779,92.1255,92.6615,228899.0
2023-09-24,92.1255,93.1779,92.1255,92.6615,228899.0
2023-09-25,92.486,93.5969,92.486,93.061,219877.0
2023-09-26,92.6809,93.6846,92.5932,92.9733,314886.0
2023-09-27,93.3631,95.0002,93.3631,94.5909,422919.0
2023-09-28,94.776,96.4424,94.6201,95.7407,366359.0
2023-09-29,96.189,96.8614,95.3217,95.6433,542887.0
2023-09-30,96.189,96.8614,95.3217,95.6433,542887.0
2023-10-01,96.189,96.8614,95.3217,95.6433,542887.0
2023-10-02,95.77,96.1987,94.4155,95.0781,385021.0
2023-10-03,94.9709,95.5361,93.8893,94.2888,344151.0
2023-10-04,94.5714,97.2122,94.5714,96.9101,492238.0
2023-10-05,96.4131,97.3389,95.9844,96.0818,397689.0
2023-10-06,95.8869,98.0112,95.8869,97.1732,426346.0
2023-10-07,95.8869,98.0112,95.8869,97.1732,426346.0
2023-10-08,95.8869,98.0112,95.8869,97.1732,426346.0
2023-10-09,97.4461,99.3073,97.1635,98.7323,653112.0
2023-10-10,99.2683,100.0089,98.1964,98.2938,439552.0
2023-10-11,99.0637,100.5936,98.9272,100.5643,505218.0
2023-10-12,101.5778,102.6497,100.9931,102.3281,637712.0
2023-10-13,102.7374,102.8543,101.0321,101.3829,383629.0
2023-10-14,102.7374,102.8543,101.0321,101.3829,383629.0
2023-10-15,102.7374,102.8543,101.0321,101.3829,383629.0
2023-10-16,102.0553,102.8446,100.8859,101.5096,268341.0
2023-10-17,101.2464,103.0693,101.2464,102.3086,500716.0
2023-10-18,101.6752,102.8251,97.8407,97.9138,576935.0
2023-10-19,97.8846,98.3133,95.1561,95.2535,580509.0
2023-10-20,95.3607,95.8869,94.6201,95.3217,601632.0
2023-10-21,95.3607,95.8869,94.6201,95.3217,601632.0
2023-10-22,95.3607,95.8869,94.6201,95.3217,601632.0
2023-10-23,95.4094,95.5751,92.6322,92.9051,576939.0
2023-10-24,93.7041,93.7285,92.5055,92.983,537720.0
2023-10-25,92.4763,92.4763,88.9,90.1473,750697.0
2023-10-26,90.1279,91.8916,89.5822,91.2387,747578.0
2023-10-27,91.2193,92.8563,91.0828,91.5798,511785.0
2023-10-28,91.2193,92.8563,91.0828,91.5798,511785.0
2023-10-29,91.2193,92.8563,91.0828,91.5798,511785.0
2023-10-30,92.1547,92.1547,91.0438,91.4434,497182.0
2023-10-31,91.5018,92.6322,91.3654,92.3301,366701.0
2023-11-01,92.1547,92.983,91.3654,92.983,446057.0
2023-11-02,93.86,94.6201,93.8405,94.4934,304942.0
2023-11-03,95.6141,96.0039,94.8637,95.2828,350971.0
2023-11-04,95.6141,96.0039,94.8637,95.2828,350971.0
2023-11-05,95.6141,96.0039,94.8637,95.2828,350971.0
2023-11-06,95.0586,95.312,93.9088,94.8442,332041.0
2023-11-07,94.2108,94.4252,93.0171,93.8405,390577.0
2023-11-08,94.016,94.8589,93.7528,94.6201,350478.0
2023-11-09,95.0391,96.0136,94.7176,95.1658,270946.0
2023-11-10,95.5751,96.0818,94.7468,96.0623,318068.0
2023-11-11,95.5751,96.0818,94.7468,96.0623,318068.0
2023-11-12,95.5751,96.0818,94.7468,96.0623,318068.0
2023-11-13,96.0231,96.4702,95.4924,95.9346,378287.0
2023-11-14,96.8289,99.2268,96.8289,98.9614,298473.0
2023-11-15,98.8828,99.2563,97.1335,97.5659,472553.0
2023-11-16,97.7428,98.3325,96.0624,96.2491,585696.0
2023-11-17,96.7405,97.1041,96.1999,96.426,407718.0
2023-11-18,96.7405,97.1041,96.1999,96.426,407718.0
2023-11-19,96.7405,97.1041,96.1999,96.426,407718.0
2023-11-20,96.1213,97.3497,95.6693,97.0058,362501.0
2023-11-21,97.0353,97.4038,96.1508,96.1803,276356.0
2023-11-22,96.3277,97.4824,96.3277,97.0058,338606.0
2023-11-23,96.3277,97.4824,96.3277,97.0058,338606.0
2023-11-24,96.996,97.7428,96.996,97.3006,101093.0
2023-11-25,96.996,97.7428,96.996,97.3006,101093.0
2023-11-26,96.996,97.7428,96.996,97.3006,101093.0
2023-11-27,96.8682,97.6053,96.8682,97.0451,394145.0
2023-11-28,96.7994,97.4382,95.5612,95.6496,449768.0
2023-11-29,96.1803,96.6422,94.7848,95.001,384596.0
2023-11-30,95.1877,96.0869,94.9912,95.7381,466545.0
2023-12-01,95.8756,97.3006,95.856,97.1237,335544.0
2023-12-02,95.8756,97.3006,95.856,97.1237,335544.0
2023-12-03,95.8756,97.3006,95.856,97.1237,335544.0
2023-12-04,96.3867,97.0942,95.8855,96.5242,495610.0
2023-12-05,96.2786,96.5341,94.8438,95.2565,445844.0
2023-12-06,95.2467,96.6815,95.0698,95.7381,397642.0
2023-12-07,95.8756,97.6298,95.8265,96.5242,374736.0
2023-12-08,96.7798,97.4972,96.3867,96.7306,379269.0
2023-12-09,96.7798,97.4972,96.3867,96.7306,379269.0
2023-12-10,96.7798,97.4972,96.3867,96.7306,379269.0
2023-12-11,96.6323,97.6053,96.1312,97.5856,298223.0
2023-12-12,97.7134,98.7895,96.8387,97.9001,381518.0
2023-12-13,98.018,98.6666,96.0034,97.7428,484381.0
2023-12-14,98.5094,101.2512,98.5094,100.5043,505507.0
2023-12-15,100.298,100.3667,98.5585,99.3349,692052.0
2023-12-16,100.298,100.3667,98.5585,99.3349,692052.0
2023-12-17,100.298,100.3667,98.5585,99.3349,692052.0
2023-12-18,99.4725,99.5904,98.6568,99.2464,260031.0
2023-12-19,99.4135,100.1997,99.2759,99.3054,260748.0
2023-12-20,99.158,100.809,98.9172,99.7771,310738.0
2023-12-21,100.3962,101.2217,100.0867,101.0252,298280.0
2023-12-22,101.5362,102.4501,101.2954,101.6934,242340.0
2023-12-23,101.5362,102.4501,101.2954,101.6934,242340.0
2023-12-24,101.5362,102.4501,101.2954,101.6934,242340.0
2023-12-25,101.5362,102.4501,101.2954,101.6934,242340.0
2023-12-26,102.0177,102.3568,100.976,101.0055,255622.0
2023-12-27,101.3691,101.718,100.18,100.3667,255181.0
2023-12-28,100.0817,100.5509,99.4823,99.8262,257607.0
2023-12-29,99.5412,100.2095,99.1973,99.5118,212957.0
2023-12-30,99.5412,100.2095,99.1973,99.5118,212957.0
2023-12-31,99.5412,100.2095,99.1973,99.5118,212957.0
2024-01-01,99.5412,100.2095,99.1973,99.5118,212957.0
2024-01-02,98.814,99.8066,97.5856,97.7821,575351.0
2024-01-03,97.1925,97.1925,95.3548,95.4531,272959.0
2024-01-04,95.4531,95.8412,94.6571,95.2369,361390.0
2024-01-05,94.5883,95.4776,93.9986,94.2443,607957.0
2024-01-06,94.5883,95.4776,93.9986,94.2443,607957.0
2024-01-07,94.5883,95.4776,93.9986,94.2443,607957.0
2024-01-08,94.5615,94.9779,94.0659,94.7895,727190.0
2024-01-09,91.4488,93.2133,90.0709,91.8255,1282268.0
2024-01-10,92.3311,93.3224,91.9246,92.9953,759246.0
2024-01-11,93.134,94.4525,92.4946,94.4228,643883.0
2024-01-12,94.9878,95.2753,93.8182,95.1266,474861.0
2024-01-13,94.9878,95.2753,93.8182,95.1266,474861.0
2024-01-14,94.9878,95.2753,93.8182,95.1266,474861.0
2024-01-15,94.9878,95.2753,93.8182,95.1266,474861.0
2024-01-16,94.5219,95.2852,94.4228,95.0473,629320.0
2024-01-17,94.3236,94.9184,93.6941,93.7387,484075.0
2024-01-18,94.5021,95.7115,94.1402,95.5925,641088.0
2024-01-19,95.6718,96.6433,94.8688,96.1576,415270.0
2024-01-20,95.6718,96.6433,94.8688,96.1576,415270.0
2024-01-21,95.6718,96.6433,94.8688,96.1576,415270.0
2024-01-22,96.6532,97.6941,95.9494,96.8515,567381.0
2024-01-23,97.2678,97.2678,95.7511,95.8998,393846.0
2024-01-24,96.3756,96.3756,94.2641,94.4525,334282.0
2024-01-25,94.7796,96.1328,94.7796,95.9692,323868.0
2024-01-26,96.3756,97.4264,95.5033,96.1873,297613.0
2024-01-27,96.3756,97.4264,95.5033,96.1873,297613.0
2024-01-28,96.3756,97.4264,95.5033,96.1873,297613.0
2024-01-29,96.2567,97.0497,96.2567,96.9407,547430.0
2024-01-30,96.4549,98.8539,96.3707,98.735,330807.0
2024-01-31,98.7151,99.191,97.595,97.823,575267.0
2024-02-01,98.0906,99.3694,96.9407,99.3,380199.0
2024-02-02,99.0026,100.7176,98.4277,100.0039,324275.0
2024-02-03,99.0026,100.7176,98.4277,100.0039,324275.0
2024-02-04,99.0026,100.7176,98.4277,100.0039,324275.0
2024-02-05,99.1513,99.3645,97.5355,98.0311,370301.0
2024-02-06,97.9122,98.3384,97.2282,97.704,356838.0
2024-02-07,98.1501,98.3682,97.0497,97.1092,430104.0
2024-02-08,97.3868,97.7437,96.4252,97.5256,261877.0
2024-02-09,97.4364,97.8626,96.792,97.6941,273128.0
2024-02-10,97.4364,97.8626,96.792,97.6941,273128.0
2024-02-11,97.4364,97.8626,96.792,97.6941,273128.0
2024-02-12,97.6941,98.7994,97.367,98.4376,289687.0
2024-02-13,96.4946,96.7523,95.2009,95.9593,431138.0
2024-02-14,96.683,97.6842,96.6036,97.6247,371303.0
2024-02-15,97.9915,98.7647,97.8924,98.5466,354088.0
2024-02-16,98.388,99.2951,98.1997,98.4475,382630.0
2024-02-17,98.388,99.2951,98.1997,98.4475,382630.0
2024-02-18,98.388,99.2951,98.1997,98.4475,382630.0
2024-02-19,98.388,99.2951,98.1997,98.4475,382630.0
2024-02-20,97.8725,98.0639,97.4067,97.8725,303245.0
2024-02-21,98.1402,99.3595,97.6445,99.2108,355712.0
2024-02-22,99.8452,100.1228,99.4983,100.103,432076.0
2024-02-23,100.1228,100.4153,99.4091,99.9246,351480.0
2024-02-24,100.1228,100.4153,99.4091,99.9246,351480.0
2024-02-25,100.1228,100.4153,99.4091,99.9246,351480.0
2024-02-26,99.5677,99.8948,98.9134,99.4785,338515.0
2024-02-27,99.9444,100.2021,99.0324,99.2703,387359.0
2024-02-28,98.9332,100.1922,98.9332,99.875,275639.0
2024-02-29,100.2021,100.212,98.9679,100.0633,493734.0
2024-03-01,100.0435,100.2715,99.2108,99.3298,419512.0
2024-03-02,100.0435,100.2715,99.2108,99.3298,419512.0
2024-03-03,100.0435,100.2715,99.2108,99.3298,419512.0
2024-03-04,101.1141,103.8502,99.7957,102.1848,1007316.0
2024-03-05,102.1054,102.1054,98.1253,98.2096,536512.0
2024-03-06,98.4178,98.735,97.4654,97.8626,339146.0
2024-03-07,98.2195,99.3595,97.9964,99.3,434688.0
2024-03-08,99.7461,99.8106,98.1303,98.1402,372796.0
2024-03-09,99.7461,99.8106,98.1303,98.1402,372796.0
2024-03-10,99.7461,99.8106,98.1303,98.1402,372796.0
2024-03-11,97.6644,97.7932,94.8688,95.9989,385584.0
2024-03-12,96.108,96.7226,95.5281,96.0683,297688.0
2024-03-13,95.8304,96.7722,95.8056,96.5144,374871.0
2024-03-14,96.7028,96.9308,94.8986,95.7313,505659.0
2024-03-15,95.0572,96.5243,95.0572,95.5033,1456643.0
2024-03-16,95.0572,96.5243,95.0572,95.5033,1456643.0
2024-03-17,95.0572,96.5243,95.0572,95.5033,1456643.0
2024-03-18,95.5925,96.5392,94.5615,94.7499,458740.0
2024-03-19,94.7995,96.1248,94.7003,95.9692,385771.0
2024-03-20,95.7908,97.481,95.3645,97.02,357384.0
2024-03-21,97.2282,98.6458,96.9903,98.3682,371841.0
2024-03-22,98.3682,98.4673,97.476,97.595,269777.0
2024-03-23,98.3682,98.4673,97.476,97.595,269777.0
2024-03-24,98.3682,98.4673,97.476,97.595,269777.0
2024-03-25,97.5454,98.5863,97.2678,98.1501,527712.0
2024-03-26,98.1402,98.8539,96.7623,96.7623,577503.0
2024-03-27,97.8329,99.4785,97.4364,98.6557,588709.0
2024-03-28,97.8725,99.0225,95.5628,96.1972,938314.0
2024-03-29,97.8725,99.0225,95.5628,96.1972,938314.0
2024-03-30,97.8725,99.0225,95.5628,96.1972,938314.0
2024-03-31,97.8725,99.0225,95.5628,96.1972,938314.0
2024-04-01,95.9097,95.9097,93.3918,95.1167,860053.0
2024-04-02,94.7598,95.4438,93.4215,93.8577,662894.0
2024-04-03,93.7288,94.6805,93.1241,94.284,569635.0
2024-04-04,95.0572,95.1762,94.1749,94.6706,490373.0
2024-04-05,94.8292,95.2951,94.1154,94.74,677415.0
2024-04-06,94.8292,95.2951,94.1154,94.74,677415.0
2024-04-07,94.8292,95.2951,94.1154,94.74,677415.0
2024-04-08,95.15,95.88,94.36,94.42,534047.0
