,WAFD US Equity,WAFD US Equity,WAFD US Equity,WAFD US Equity,WAFD US Equity
2020-04-24,22.333,22.5437,21.6219,21.9028,268907.0
2020-04-25,22.333,22.5437,21.6219,21.9028,268907.0
2020-04-26,22.333,22.5437,21.6219,21.9028,268907.0
2020-04-27,22.1047,23.325,21.9643,23.0528,241342.0
2020-04-28,23.6585,23.9482,23.2064,23.483,324212.0
2020-04-29,24.1765,24.9929,23.2021,24.4047,377728.0
2020-04-30,23.72,24.2994,23.1494,23.4742,436939.0
2020-05-01,22.8772,23.0397,22.0433,22.4734,414370.0
2020-05-02,22.8772,23.0397,22.0433,22.4734,414370.0
2020-05-03,22.8772,23.0397,22.0433,22.4734,414370.0
2020-05-04,22.1135,22.5261,21.6219,22.4295,349753.0
2020-05-05,22.8948,22.9475,21.9467,21.9467,346291.0
2020-05-06,22.052,22.1047,20.7528,21.2269,417205.0
2020-05-07,21.7673,22.2457,21.4483,21.9179,461288.0
2020-05-08,22.4671,23.2911,22.3077,23.1847,480498.0
2020-05-09,22.4671,23.2911,22.3077,23.1847,480498.0
2020-05-10,22.4671,23.2911,22.3077,23.1847,480498.0
2020-05-11,22.7152,22.8747,22.0862,22.3254,510307.0
2020-05-12,22.3165,22.6709,20.7927,20.8459,395069.0
2020-05-13,20.6776,20.8282,19.7119,20.0397,374436.0
2020-05-14,19.4993,20.1903,18.9766,20.146,431832.0
2020-05-15,20.0929,20.6067,19.7916,20.5181,419795.0
2020-05-16,20.0929,20.6067,19.7916,20.5181,419795.0
2020-05-17,20.0929,20.6067,19.7916,20.5181,419795.0
2020-05-18,21.5546,22.7329,21.5192,22.476,417853.0
2020-05-19,22.2988,22.5292,21.0231,21.0231,367635.0
2020-05-20,21.404,22.414,21.404,22.3786,304041.0
2020-05-21,22.1925,22.5735,22.0197,22.1571,357422.0
2020-05-22,22.2722,22.5912,21.8736,22.0773,270421.0
2020-05-23,22.2722,22.5912,21.8736,22.0773,270421.0
2020-05-24,22.2722,22.5912,21.8736,22.0773,270421.0
2020-05-25,22.2722,22.5912,21.8736,22.0773,270421.0
2020-05-26,22.9544,23.5568,22.9455,23.105,446814.0
2020-05-27,23.8403,24.5048,23.2202,24.2301,543824.0
2020-05-28,24.5402,24.5624,23.2822,23.4062,494414.0
2020-05-29,23.0519,23.2379,22.4228,22.9101,421739.0
2020-05-30,23.0519,23.2379,22.4228,22.9101,421739.0
2020-05-31,23.0519,23.2379,22.4228,22.9101,421739.0
2020-06-01,23.0253,23.2911,22.8481,23.043,367428.0
2020-06-02,23.2645,23.3796,22.5912,22.857,371143.0
2020-06-03,23.3619,24.4118,23.3619,23.9378,431486.0
2020-06-04,23.7872,24.5314,23.5657,24.4605,459281.0
2020-06-05,25.7451,27.0297,25.3464,26.445,572447.0
2020-06-06,25.7451,27.0297,25.3464,26.445,572447.0
2020-06-07,25.7451,27.0297,25.3464,26.445,572447.0
2020-06-08,26.9056,27.1714,26.1721,26.3564,394360.0
2020-06-09,25.6565,26.755,25.311,26.3475,409160.0
2020-06-10,26.0463,26.1437,25.1604,25.3198,668757.0
2020-06-11,24.177,24.177,22.3697,22.3963,429910.0
2020-06-12,23.5303,23.5303,22.3343,23.198,485177.0
2020-06-13,23.5303,23.5303,22.3343,23.198,485177.0
2020-06-14,23.5303,23.5303,22.3343,23.198,485177.0
2020-06-15,22.2279,23.2645,21.9091,22.8835,425096.0
2020-06-16,23.8492,24.1858,23.1936,23.7872,282550.0
2020-06-17,23.8226,23.9997,22.8658,22.9898,320985.0
2020-06-18,22.6798,23.4151,22.1659,23.0696,336593.0
2020-06-19,23.3176,23.6189,22.2014,22.8658,1206159.0
2020-06-20,23.3176,23.6189,22.2014,22.8658,1206159.0
2020-06-21,23.3176,23.6189,22.2014,22.8658,1206159.0
2020-06-22,22.538,23.2202,22.1925,23.0696,335511.0
2020-06-23,23.5303,23.7163,23.0341,23.167,450339.0
2020-06-24,22.8747,22.9455,21.7495,21.7673,374856.0
2020-06-25,21.5281,22.7418,21.4749,22.7241,346392.0
2020-06-26,22.29,22.6532,21.8204,22.3786,1165580.0
2020-06-27,22.29,22.6532,21.8204,22.3786,1165580.0
2020-06-28,22.29,22.6532,21.8204,22.3786,1165580.0
2020-06-29,22.1482,23.4461,22.1482,23.3885,467051.0
2020-06-30,23.2202,24.0707,23.2202,23.7783,415637.0
2020-07-01,23.734,23.8581,22.8835,22.919,357599.0
2020-07-02,23.7252,23.9644,22.8481,22.9367,329976.0
2020-07-03,23.7252,23.9644,22.8481,22.9367,329976.0
2020-07-04,23.7252,23.9644,22.8481,22.9367,329976.0
2020-07-05,23.7252,23.9644,22.8481,22.9367,329976.0
2020-07-06,23.3796,23.8138,22.7329,22.8304,359554.0
2020-07-07,22.4937,22.5735,21.7761,21.8204,455707.0
2020-07-08,21.7318,22.0242,21.0497,21.4572,543991.0
2020-07-09,21.3332,21.3332,20.5447,20.8105,389481.0
2020-07-10,20.8902,21.7141,20.8902,21.6609,377875.0
2020-07-11,20.8902,21.7141,20.8902,21.6609,377875.0
2020-07-12,20.8902,21.7141,20.8902,21.6609,377875.0
2020-07-13,21.9444,22.414,21.4572,22.0065,352088.0
2020-07-14,21.909,22.1393,21.2711,21.723,363106.0
2020-07-15,22.352,22.9633,21.9843,22.6975,441941.0
2020-07-16,22.4051,22.7861,22.2191,22.4937,250797.0
2020-07-17,22.3874,22.6532,21.6787,21.723,368572.0
2020-07-18,22.3874,22.6532,21.6787,21.723,368572.0
2020-07-19,22.3874,22.6532,21.6787,21.723,368572.0
2020-07-20,21.5192,22.1216,20.6067,20.6776,996176.0
2020-07-21,21.0762,22.0197,21.0054,22.0197,398233.0
2020-07-22,21.723,21.8913,21.1648,21.5103,487994.0
2020-07-23,21.847,22.2988,21.4572,21.909,550090.0
2020-07-24,21.847,22.3431,21.2623,21.2977,553754.0
2020-07-25,21.847,22.3431,21.2623,21.2977,553754.0
2020-07-26,21.847,22.3431,21.2623,21.2977,553754.0
2020-07-27,21.0851,21.3332,20.3941,20.5535,430794.0
2020-07-28,20.4915,20.8193,20.3764,20.4649,441356.0
2020-07-29,20.4472,20.9478,20.2257,20.8459,695505.0
2020-07-30,20.4738,20.7041,19.8182,20.4295,711319.0
2020-07-31,20.2878,20.7041,19.9334,20.6776,638969.0
2020-08-01,20.2878,20.7041,19.9334,20.6776,638969.0
2020-08-02,20.2878,20.7041,19.9334,20.6776,638969.0
2020-08-03,20.6776,20.6776,20.2966,20.3985,487210.0
2020-08-04,20.4029,20.5624,20.146,20.5535,436999.0
2020-08-05,20.8193,21.2091,20.5004,21.156,400875.0
2020-08-06,21.0308,21.2722,20.9727,21.1649,361622.0
2020-08-07,21.1202,22.2021,20.9548,22.1217,383271.0
2020-08-08,21.1202,22.2021,20.9548,22.1217,383271.0
2020-08-09,21.1202,22.2021,20.9548,22.1217,383271.0
2020-08-10,22.2021,22.9622,22.2021,22.4972,421007.0
2020-08-11,22.9085,23.3824,22.5777,22.7208,365329.0
2020-08-12,23.2394,23.2394,22.1753,22.5151,386587.0
2020-08-13,22.3542,23.1634,21.9339,22.0233,440039.0
2020-08-14,21.7819,22.3631,21.6277,22.0904,315891.0
2020-08-15,21.7819,22.3631,21.6277,22.0904,315891.0
2020-08-16,21.7819,22.3631,21.6277,22.0904,315891.0
2020-08-17,21.9607,22.0501,21.5494,21.916,413295.0
2020-08-18,21.9339,22.0323,21.612,21.6567,382727.0
2020-08-19,21.7551,22.1485,21.5494,21.6299,213378.0
2020-08-20,21.46,21.6165,21.2543,21.4689,431506.0
2020-08-21,21.4421,21.7104,21.2186,21.3527,1357901.0
2020-08-22,21.4421,21.7104,21.2186,21.3527,1357901.0
2020-08-23,21.4421,21.7104,21.2186,21.3527,1357901.0
2020-08-24,21.6746,22.0054,21.2946,21.9697,204723.0
2020-08-25,22.0948,22.3452,21.6701,21.8802,234222.0
2020-08-26,21.7819,21.7819,21.1828,21.2186,298882.0
2020-08-27,21.2543,21.8713,21.2543,21.5226,295095.0
2020-08-28,21.7282,21.7282,21.2096,21.3259,207342.0
2020-08-29,21.7282,21.7282,21.2096,21.3259,207342.0
2020-08-30,21.7282,21.7282,21.2096,21.3259,207342.0
2020-08-31,21.1828,21.4242,20.9682,20.9682,414022.0
2020-09-01,20.8073,21.1917,20.5658,21.1113,385753.0
2020-09-02,21.004,21.2812,20.6016,21.1023,222513.0
2020-09-03,21.1023,21.9339,21.0128,21.1292,273676.0
2020-09-04,21.612,21.8266,20.9593,21.2722,241029.0
2020-09-05,21.612,21.8266,20.9593,21.2722,241029.0
2020-09-06,21.612,21.8266,20.9593,21.2722,241029.0
2020-09-07,21.612,21.8266,20.9593,21.2722,241029.0
2020-09-08,21.0576,21.5226,20.1187,20.2708,380591.0
2020-09-09,20.3333,20.4496,19.9578,20.3155,555606.0
2020-09-10,20.3423,20.5122,20.0472,20.074,289632.0
2020-09-11,20.0025,20.2886,19.9578,20.1456,233025.0
2020-09-12,20.0025,20.2886,19.9578,20.1456,233025.0
2020-09-13,20.0025,20.2886,19.9578,20.1456,233025.0
2020-09-14,20.1635,20.7536,20.1098,20.5837,312400.0
2020-09-15,20.5927,20.5927,19.9936,20.0472,263215.0
2020-09-16,20.2082,20.4764,19.9399,20.2618,379025.0
2020-09-17,19.931,20.3423,19.922,20.2439,238974.0
2020-09-18,20.4228,20.4228,19.7879,19.8505,1222158.0
2020-09-19,20.4228,20.4228,19.7879,19.8505,1222158.0
2020-09-20,20.4228,20.4228,19.7879,19.8505,1222158.0
2020-09-21,19.4839,19.4973,18.4824,18.6702,561021.0
2020-09-22,18.7328,18.9563,18.1248,18.4198,342192.0
2020-09-23,18.4467,18.9027,18.0353,18.0622,357506.0
2020-09-24,18.0622,18.6834,17.8923,18.2052,217563.0
2020-09-25,18.0085,18.4109,17.9817,18.3662,276050.0
2020-09-26,18.0085,18.4109,17.9817,18.3662,276050.0
2020-09-27,18.0085,18.4109,17.9817,18.3662,276050.0
2020-09-28,18.6434,19.0189,18.6255,18.849,294172.0
2020-09-29,18.7238,19.001,18.1069,18.5361,427731.0
2020-09-30,18.6881,18.9206,18.4467,18.6523,348899.0
2020-10-01,19.6126,19.6126,18.3483,18.6881,415196.0
2020-10-02,18.2857,19.3498,18.2857,19.2156,309533.0
2020-10-03,18.2857,19.3498,18.2857,19.2156,309533.0
2020-10-04,18.2857,19.3498,18.2857,19.2156,309533.0
2020-10-05,19.4481,19.7521,19.2782,19.7343,251415.0
2020-10-06,19.9578,20.6552,19.7879,20.0293,361205.0
2020-10-07,20.3244,20.6195,20.2439,20.4406,353968.0
2020-10-08,20.539,20.8788,20.3244,20.6374,230926.0
2020-10-09,20.852,20.9414,20.4317,20.7536,271800.0
2020-10-10,20.852,20.9414,20.4317,20.7536,271800.0
2020-10-11,20.852,20.9414,20.4317,20.7536,271800.0
2020-10-12,20.5658,21.2543,20.5479,21.2007,424356.0
2020-10-13,20.8117,21.0397,20.3423,20.539,323154.0
2020-10-14,20.4317,20.7894,20.2529,20.2976,332354.0
2020-10-15,20.235,20.7894,19.931,20.3781,403805.0
2020-10-16,20.1456,20.5122,19.8818,20.1098,374362.0
2020-10-17,20.1456,20.5122,19.8818,20.1098,374362.0
2020-10-18,20.1456,20.5122,19.8818,20.1098,374362.0
2020-10-19,20.1813,20.539,19.7432,19.7879,332804.0
2020-10-20,19.9757,20.4093,19.8684,20.0025,266295.0
2020-10-21,19.8773,20.2797,19.8773,19.9846,226333.0
2020-10-22,20.0472,20.5658,19.9578,20.4228,356785.0
2020-10-23,20.6552,20.9771,20.5479,20.7715,213316.0
2020-10-24,20.6552,20.9771,20.5479,20.7715,213316.0
2020-10-25,20.6552,20.9771,20.5479,20.7715,213316.0
2020-10-26,20.4764,20.4764,20.0651,20.3155,277568.0
2020-10-27,20.2618,20.4317,19.779,19.8058,199810.0
2020-10-28,19.3229,19.8103,19.01,19.0457,257972.0
2020-10-29,18.7954,19.3811,18.6523,19.2335,315454.0
2020-10-30,19.1978,19.4984,18.8848,19.0368,553343.0
2020-10-31,19.1978,19.4984,18.8848,19.0368,553343.0
2020-11-01,19.1978,19.4984,18.8848,19.0368,553343.0
2020-11-02,19.3229,19.9041,19.153,19.9041,327053.0
2020-11-03,20.3065,20.7894,20.1187,20.6731,381916.0
2020-11-04,20.1187,20.1187,19.001,19.0368,332282.0
2020-11-05,19.1091,19.8021,19.1091,19.3801,373060.0
2020-11-06,19.344,19.5518,18.8561,18.9103,367164.0
2020-11-07,19.344,19.5518,18.8561,18.9103,367164.0
2020-11-08,19.344,19.5518,18.8561,18.9103,367164.0
2020-11-09,20.5547,21.6841,20.4643,20.8619,805074.0
2020-11-10,21.2413,21.7383,20.9703,21.3678,754523.0
2020-11-11,21.5124,21.5124,20.4734,21.1148,420226.0
2020-11-12,20.8077,21.5034,20.4688,21.4762,637709.0
2020-11-13,21.7834,22.1539,21.413,21.9099,381772.0
2020-11-14,21.7834,22.1539,21.413,21.9099,381772.0
2020-11-15,21.7834,22.1539,21.413,21.9099,381772.0
2020-11-16,22.5876,23.1477,22.3617,23.1206,438115.0
2020-11-17,22.8225,22.8676,22.434,22.6689,424099.0
2020-11-18,22.8676,22.9761,22.1087,22.1448,375455.0
2020-11-19,21.9732,22.0726,21.8467,22.0003,259432.0
2020-11-20,21.7563,22.0635,21.7292,21.9551,258724.0
2020-11-21,21.7563,22.0635,21.7292,21.9551,258724.0
2020-11-22,21.7563,22.0635,21.7292,21.9551,258724.0
2020-11-23,22.2442,22.3346,21.8738,21.9099,301664.0
2020-11-24,22.2894,23.2833,22.199,23.0483,338467.0
2020-11-25,22.9309,22.9309,22.4069,22.5695,223929.0
2020-11-26,22.9309,22.9309,22.4069,22.5695,223929.0
2020-11-27,22.452,22.452,21.8151,22.2442,120897.0
2020-11-28,22.452,22.452,21.8151,22.2442,120897.0
2020-11-29,22.452,22.452,21.8151,22.2442,120897.0
2020-11-30,22.1358,22.1629,21.0426,21.1148,452928.0
2020-12-01,21.4762,21.9732,21.2639,21.7021,517400.0
2020-12-02,21.7744,22.2352,21.7021,22.0906,257677.0
2020-12-03,22.0726,22.3072,21.6931,21.7925,196208.0
2020-12-04,22.0093,22.5424,21.9551,22.4611,243758.0
2020-12-05,22.0093,22.5424,21.9551,22.4611,243758.0
2020-12-06,22.0093,22.5424,21.9551,22.4611,243758.0
2020-12-07,22.4882,22.8405,22.1719,22.7863,352736.0
2020-12-08,22.5876,23.0664,22.5243,22.7683,321188.0
2020-12-09,23.0212,23.3284,22.8405,22.9309,237520.0
2020-12-10,22.6508,23.0754,22.5062,23.0393,249158.0
2020-12-11,22.705,23.229,22.5966,22.9761,419480.0
2020-12-12,22.705,23.229,22.5966,22.9761,419480.0
2020-12-13,22.705,23.229,22.5966,22.9761,419480.0
2020-12-14,23.3375,23.4368,22.7773,22.7954,360538.0
2020-12-15,23.0212,23.1387,22.5333,23.1342,351378.0
2020-12-16,23.2652,23.4775,22.9851,23.2652,344856.0
2020-12-17,23.3194,23.3736,22.8857,23.1929,425151.0
2020-12-18,23.1748,23.5182,23.0754,23.2381,2214029.0
2020-12-19,23.1748,23.5182,23.0754,23.2381,2214029.0
2020-12-20,23.1748,23.5182,23.0754,23.2381,2214029.0
2020-12-21,23.1387,23.3104,22.321,22.6418,441514.0
2020-12-22,22.5876,22.9633,22.2171,22.452,325886.0
2020-12-23,22.452,23.2561,22.452,23.22,347943.0
2020-12-24,23.4007,23.4007,22.7863,23.0935,104447.0
2020-12-25,23.4007,23.4007,22.7863,23.0935,104447.0
2020-12-26,23.4007,23.4007,22.7863,23.0935,104447.0
2020-12-27,23.4007,23.4007,22.7863,23.0935,104447.0
2020-12-28,23.2652,23.5272,22.9941,23.3555,272919.0
2020-12-29,23.5543,23.5543,22.7502,22.949,233580.0
2020-12-30,22.9309,23.3248,22.8586,23.1387,215730.0
2020-12-31,23.1026,23.4007,22.8767,23.2561,248897.0
2021-01-01,23.1026,23.4007,22.8767,23.2561,248897.0
2021-01-02,23.1026,23.4007,22.8767,23.2561,248897.0
2021-01-03,23.1026,23.4007,22.8767,23.2561,248897.0
2021-01-04,23.4278,23.5453,22.705,23.1026,310893.0
2021-01-05,23.1387,23.8976,23.1026,23.5904,583243.0
2021-01-06,24.25,26.4274,24.25,25.8221,662168.0
2021-01-07,26.2467,26.4455,25.8131,25.9847,474443.0
2021-01-08,26.057,26.057,25.3432,25.7588,451854.0
2021-01-09,26.057,26.057,25.3432,25.7588,451854.0
2021-01-10,26.057,26.057,25.3432,25.7588,451854.0
2021-01-11,25.3703,25.8673,25.3703,25.7272,482819.0
2021-01-12,26.0389,26.197,25.7317,25.8311,548360.0
2021-01-13,25.8221,25.902,24.9186,25.2619,547551.0
2021-01-14,25.5239,26.0028,25.3071,25.6685,331708.0
2021-01-15,25.542,26.0282,25.271,25.5781,409892.0
2021-01-16,25.542,26.0282,25.271,25.5781,409892.0
2021-01-17,25.542,26.0282,25.271,25.5781,409892.0
2021-01-18,25.542,26.0282,25.271,25.5781,409892.0
2021-01-19,25.9215,26.2549,25.542,25.9215,404754.0
2021-01-20,25.8853,26.3913,25.533,25.8944,394561.0
2021-01-21,25.9757,26.1202,25.6233,25.6504,408644.0
2021-01-22,25.2167,25.8673,25.2167,25.8131,371889.0
2021-01-23,25.2167,25.8673,25.2167,25.8131,371889.0
2021-01-24,25.2167,25.8673,25.2167,25.8131,371889.0
2021-01-25,25.4968,25.6595,24.9367,25.6324,270435.0
2021-01-26,25.7137,25.8582,25.1535,25.1716,238362.0
2021-01-27,24.6114,24.9728,24.3042,24.503,379151.0
2021-01-28,24.8011,24.9276,24.2861,24.4759,325062.0
2021-01-29,24.4307,24.7108,23.6266,23.6537,304633.0
2021-01-30,24.4307,24.7108,23.6266,23.6537,304633.0
2021-01-31,24.4307,24.7108,23.6266,23.6537,304633.0
2021-02-01,23.7982,23.9247,23.4459,23.7982,362376.0
2021-02-02,24.1596,25.2439,23.9609,25.1264,510789.0
2021-02-03,24.9728,25.1806,24.503,24.8644,304262.0
2021-02-04,25.0102,25.4657,24.8917,25.4657,292780.0
2021-02-05,25.7026,25.7026,24.9646,25.4202,142682.0
2021-02-06,25.7026,25.7026,24.9646,25.4202,142682.0
2021-02-07,25.7026,25.7026,24.9646,25.4202,142682.0
2021-02-08,25.5113,26.3586,25.4475,26.3586,272011.0
2021-02-09,27.4611,27.7344,26.9053,27.083,845964.0
2021-02-10,27.1513,27.4611,27.124,27.2789,508471.0
2021-02-11,27.2424,27.3426,26.8597,27.288,680859.0
2021-02-12,27.0875,27.5066,27.0875,27.1786,473127.0
2021-02-13,27.0875,27.5066,27.0875,27.1786,473127.0
2021-02-14,27.0875,27.5066,27.0875,27.1786,473127.0
2021-02-15,27.0875,27.5066,27.0875,27.1786,473127.0
2021-02-16,27.1786,27.5522,27.0875,27.2333,1331311.0
2021-02-17,27.206,27.3791,27.0602,27.1057,1022389.0
2021-02-18,27.0784,27.3153,26.9053,27.1604,423622.0
2021-02-19,27.2971,27.6433,27.206,27.4611,566521.0
2021-02-20,27.2971,27.6433,27.206,27.4611,566521.0
2021-02-21,27.2971,27.6433,27.206,27.4611,566521.0
2021-02-22,27.4429,27.944,27.4383,27.8346,394949.0
2021-02-23,27.8255,28.1717,27.6797,27.9531,427718.0
2021-02-24,27.9986,28.5043,27.9986,28.2355,562969.0
2021-02-25,28.2173,28.5271,27.7253,27.8437,514172.0
2021-02-26,27.7344,28.0351,27.3153,27.534,649017.0
2021-02-27,27.7344,28.0351,27.3153,27.534,649017.0
2021-02-28,27.7344,28.0351,27.3153,27.534,649017.0
2021-03-01,27.8529,28.2446,27.7344,27.9713,451492.0
2021-03-02,27.9895,28.1991,27.8164,27.9075,614449.0
2021-03-03,27.9531,28.6729,27.9349,28.2173,731624.0
2021-03-04,28.3813,28.8824,28.0624,28.2264,954608.0
2021-03-05,28.3904,28.8915,28.1262,28.4542,1026723.0
2021-03-06,28.3904,28.8915,28.1262,28.4542,1026723.0
2021-03-07,28.3904,28.8915,28.1262,28.4542,1026723.0
2021-03-08,28.6273,30.0395,28.5909,29.6751,837578.0
2021-03-09,29.4746,29.6159,28.5635,29.1102,996462.0
2021-03-10,29.0646,29.8755,28.9371,29.7115,1215401.0
2021-03-11,29.6842,29.8983,28.7458,29.7571,511063.0
2021-03-12,29.83,30.8778,29.83,30.8504,408518.0
2021-03-13,29.83,30.8778,29.83,30.8504,408518.0
