,SLGN US Equity,SLGN US Equity,SLGN US Equity,SLGN US Equity,SLGN US Equity
2019-05-24,27.8546,28.0964,27.6453,27.7988,181638.0
2019-05-25,27.8546,28.0964,27.6453,27.7988,181638.0
2019-05-26,27.8546,28.0964,27.6453,27.7988,181638.0
2019-05-27,27.8546,28.0964,27.6453,27.7988,181638.0
2019-05-28,27.7709,28.0266,27.529,27.5476,312122.0
2019-05-29,27.5197,27.6406,27.131,27.2593,324837.0
2019-05-30,27.25,27.4174,26.9059,27.0826,436197.0
2019-05-31,26.9519,27.2273,26.7372,27.0639,581133.0
2019-06-01,26.9519,27.2273,26.7372,27.0639,581133.0
2019-06-02,26.9519,27.2273,26.7372,27.0639,581133.0
2019-06-03,27.1106,27.386,26.9706,27.176,440632.0
2019-06-04,27.3253,27.7174,27.26,27.5401,430635.0
2019-06-05,27.6428,27.8668,27.428,27.5401,481450.0
2019-06-06,27.6521,28.3429,27.5587,28.0068,921941.0
2019-06-07,28.1469,28.3616,27.9322,28.0068,1197084.0
2019-06-08,28.1469,28.3616,27.9322,28.0068,1197084.0
2019-06-09,28.1469,28.3616,27.9322,28.0068,1197084.0
2019-06-10,28.0535,28.2309,27.8668,27.9695,672871.0
2019-06-11,28.1002,28.2122,27.9135,28.0255,516189.0
2019-06-12,27.9975,28.2216,27.8668,28.1562,402079.0
2019-06-13,28.2869,28.3523,27.5121,27.5401,1826453.0
2019-06-14,27.5681,27.6661,27.3067,27.4187,657331.0
2019-06-15,27.5681,27.6661,27.3067,27.4187,657331.0
2019-06-16,27.5681,27.6661,27.3067,27.4187,657331.0
2019-06-17,27.4934,27.5494,27.2133,27.2787,426458.0
2019-06-18,27.4187,27.8015,27.2413,27.6988,353054.0
2019-06-19,27.7454,27.8295,27.5774,27.8108,638334.0
2019-06-20,28.0255,28.0255,27.7268,27.7921,364738.0
2019-06-21,27.7921,27.8295,27.5867,27.7454,684035.0
2019-06-22,27.7921,27.8295,27.5867,27.7454,684035.0
2019-06-23,27.7921,27.8295,27.5867,27.7454,684035.0
2019-06-24,27.8761,28.0022,27.4374,27.4467,285029.0
2019-06-25,27.428,27.9275,27.4094,27.7454,370565.0
2019-06-26,27.8388,27.9228,27.6334,27.6801,441882.0
2019-06-27,27.6894,27.8948,27.6708,27.8481,345686.0
2019-06-28,27.8948,28.5763,27.8388,28.567,1647638.0
2019-06-29,27.8948,28.5763,27.8388,28.567,1647638.0
2019-06-30,27.8948,28.5763,27.8388,28.567,1647638.0
2019-07-01,28.819,28.9871,28.511,28.9497,528249.0
2019-07-02,28.9217,29.1831,28.847,28.9217,555324.0
2019-07-03,28.9404,29.5846,28.9404,29.5099,691780.0
2019-07-04,28.9404,29.5846,28.9404,29.5099,691780.0
2019-07-05,29.4072,29.4632,28.9684,29.4352,386511.0
2019-07-06,29.4072,29.4632,28.9684,29.4352,386511.0
2019-07-07,29.4072,29.4632,28.9684,29.4352,386511.0
2019-07-08,29.3605,29.3605,29.0151,29.0524,424715.0
2019-07-09,29.0151,29.0151,28.7584,28.9217,424846.0
2019-07-10,28.9684,29.1831,28.595,28.6417,374395.0
2019-07-11,28.6417,28.7615,28.4549,28.679,466441.0
2019-07-12,28.651,28.9031,28.4456,28.5576,255850.0
2019-07-13,28.651,28.9031,28.4456,28.5576,255850.0
2019-07-14,28.651,28.9031,28.4456,28.5576,255850.0
2019-07-15,28.4643,28.5576,28.1562,28.2122,306195.0
2019-07-16,28.1842,28.4269,28.1842,28.3709,405621.0
2019-07-17,28.7724,28.7724,28.2962,28.3336,401275.0
2019-07-18,28.3523,28.3849,28.0722,28.2962,452277.0
2019-07-19,28.3523,28.735,28.1282,28.1469,521717.0
2019-07-20,28.3523,28.735,28.1282,28.1469,521717.0
2019-07-21,28.3523,28.735,28.1282,28.1469,521717.0
2019-07-22,28.1936,28.2309,27.9695,28.0815,561498.0
2019-07-23,28.2869,28.5203,27.9788,28.1842,1127104.0
2019-07-24,28.4083,28.7163,27.5226,28.4176,572828.0
2019-07-25,28.2962,28.4083,28.0068,28.2776,638714.0
2019-07-26,28.3336,28.8097,28.3056,28.707,425386.0
2019-07-27,28.3336,28.8097,28.3056,28.707,425386.0
2019-07-28,28.3336,28.8097,28.3056,28.707,425386.0
2019-07-29,28.679,28.8657,28.567,28.707,337821.0
2019-07-30,28.4736,28.735,28.2682,28.6603,392281.0
2019-07-31,28.5763,28.5763,27.7921,28.0629,694766.0
2019-08-01,28.0348,28.5016,27.9182,28.1936,658567.0
2019-08-02,28.1375,28.2869,27.8201,27.8668,328574.0
2019-08-03,28.1375,28.2869,27.8201,27.8668,328574.0
2019-08-04,28.1375,28.2869,27.8201,27.8668,328574.0
2019-08-05,27.4187,27.7735,27.3067,27.4094,667237.0
2019-08-06,27.3814,27.8295,27.2787,27.8108,407520.0
2019-08-07,27.4934,28.4269,27.4934,28.3896,743969.0
2019-08-08,28.4456,29.2065,27.5774,29.1364,642692.0
2019-08-09,29.0151,29.1925,28.4783,28.6883,869845.0
2019-08-10,29.0151,29.1925,28.4783,28.6883,869845.0
2019-08-11,29.0151,29.1925,28.4783,28.6883,869845.0
2019-08-12,28.5576,28.5576,28.2309,28.2776,392402.0
2019-08-13,28.3149,28.9404,28.3149,28.8004,396971.0
2019-08-14,28.3336,28.4736,27.5307,27.5587,381619.0
2019-08-15,27.5961,28.0022,27.428,27.9322,422771.0
2019-08-16,27.9882,28.3336,27.9882,28.2962,328965.0
2019-08-17,27.9882,28.3336,27.9882,28.2962,328965.0
2019-08-18,27.9882,28.3336,27.9882,28.2962,328965.0
2019-08-19,28.4923,28.637,28.1936,28.2402,279587.0
2019-08-20,28.1189,28.1632,27.3393,27.9041,243797.0
2019-08-21,28.0162,28.1842,27.9695,28.0348,223603.0
2019-08-22,28.0535,28.0909,27.6428,27.9695,179354.0
2019-08-23,27.9228,28.0348,27.3627,27.5494,346337.0
2019-08-24,27.9228,28.0348,27.3627,27.5494,346337.0
2019-08-25,27.9228,28.0348,27.3627,27.5494,346337.0
2019-08-26,27.6988,27.8388,27.4187,27.6054,172314.0
2019-08-27,27.6894,27.8192,27.0173,27.0453,308905.0
2019-08-28,26.9613,27.5774,26.9613,27.428,396536.0
2019-08-29,27.6334,27.9602,27.6334,27.8948,314319.0
2019-08-30,28.0354,28.1121,27.7261,27.8854,357580.0
2019-08-31,28.0354,28.1121,27.7261,27.8854,357580.0
2019-09-01,28.0354,28.1121,27.7261,27.8854,357580.0
2019-09-02,28.0354,28.1121,27.7261,27.8854,357580.0
2019-09-03,27.6605,27.6887,27.4029,27.5387,364814.0
2019-09-04,27.7355,27.8714,27.5294,27.8573,336029.0
2019-09-05,28.0822,28.2134,27.8152,27.8854,226952.0
2019-09-06,27.9135,28.0354,27.773,27.8854,245882.0
2019-09-07,27.9135,28.0354,27.773,27.8854,245882.0
2019-09-08,27.9135,28.0354,27.773,27.8854,245882.0
2019-09-09,27.9323,28.0541,27.5762,27.8105,370543.0
2019-09-10,27.6887,28.0728,27.4076,28.0447,357060.0
2019-09-11,28.026,28.2883,27.773,28.2696,217356.0
2019-09-12,28.4289,28.4851,28.1197,28.2883,165177.0
2019-09-13,28.4476,28.5694,28.0822,28.1197,283237.0
2019-09-14,28.4476,28.5694,28.0822,28.1197,283237.0
2019-09-15,28.4476,28.5694,28.0822,28.1197,283237.0
2019-09-16,27.9604,27.9651,27.6324,27.698,331890.0
2019-09-17,27.5668,27.951,27.4263,27.8386,256070.0
2019-09-18,27.7543,27.9604,27.5575,27.8011,240912.0
2019-09-19,27.8292,27.8854,27.698,27.8105,241539.0
2019-09-20,27.8573,28.026,27.6793,27.698,735814.0
2019-09-21,27.8573,28.026,27.6793,27.698,735814.0
2019-09-22,27.8573,28.026,27.6793,27.698,735814.0
2019-09-23,27.5668,27.9979,27.5013,27.8667,386786.0
2019-09-24,27.9885,28.1384,27.773,27.8948,686602.0
2019-09-25,27.951,28.1291,27.7261,27.9323,294763.0
2019-09-26,27.9791,28.0728,27.8761,27.9323,305235.0
2019-09-27,28.0447,28.1009,27.7543,27.7917,273013.0
2019-09-28,28.0447,28.1009,27.7543,27.7917,273013.0
2019-09-29,28.0447,28.1009,27.7543,27.7917,273013.0
2019-09-30,27.8105,28.204,27.7543,28.1431,278749.0
2019-10-01,28.204,28.4289,27.8011,27.8292,266497.0
2019-10-02,27.6887,27.9323,26.8828,27.1639,305453.0
2019-10-03,27.1452,27.3982,26.8172,27.3326,340739.0
2019-10-04,27.342,27.6512,27.2295,27.6137,193381.0
2019-10-05,27.342,27.6512,27.2295,27.6137,193381.0
2019-10-06,27.342,27.6512,27.2295,27.6137,193381.0
2019-10-07,27.3982,27.7917,27.2951,27.698,353263.0
2019-10-08,27.5575,27.595,27.2764,27.3701,394733.0
2019-10-09,27.5481,27.8058,27.3982,27.7168,368300.0
2019-10-10,27.595,27.8386,27.5294,27.7449,333981.0
2019-10-11,28.0447,28.4851,27.8386,28.1197,362372.0
2019-10-12,28.0447,28.4851,27.8386,28.1197,362372.0
2019-10-13,28.0447,28.4851,27.8386,28.1197,362372.0
2019-10-14,28.1478,28.1478,27.9042,28.1009,235788.0
2019-10-15,28.2134,28.2134,27.848,27.8854,360137.0
2019-10-16,27.9135,28.1197,27.7636,28.0916,511977.0
2019-10-17,28.1946,28.635,28.1103,28.3914,560210.0
2019-10-18,28.3539,29.0192,28.2743,28.963,432098.0
2019-10-19,28.3539,29.0192,28.2743,28.963,432098.0
2019-10-20,28.3539,29.0192,28.2743,28.963,432098.0
2019-10-21,29.1504,29.3003,28.8037,29.0661,554932.0
2019-10-22,29.0754,29.3472,28.8318,29.0848,567921.0
2019-10-23,29.1598,29.4221,28.4664,29.0942,561439.0
2019-10-24,29.2066,29.2956,28.457,28.5648,485122.0
2019-10-25,28.5694,29.0098,28.5601,28.9255,368110.0
2019-10-26,28.5694,29.0098,28.5601,28.9255,368110.0
2019-10-27,28.5694,29.0098,28.5601,28.9255,368110.0
2019-10-28,28.9349,29.3191,28.9349,29.1129,385776.0
2019-10-29,29.0567,29.469,28.8131,29.3191,323691.0
2019-10-30,29.2535,29.3284,28.8412,29.2909,297931.0
2019-10-31,29.2816,29.3535,28.7756,28.8318,443396.0
2019-11-01,28.9536,29.1317,28.71,28.888,252479.0
2019-11-02,28.9536,29.1317,28.71,28.888,252479.0
2019-11-03,28.9536,29.1317,28.71,28.888,252479.0
2019-11-04,29.0005,29.1879,28.382,28.5788,670502.0
2019-11-05,28.5788,28.7943,28.4383,28.443,568169.0
2019-11-06,28.457,28.9536,28.3352,28.9068,803561.0
2019-11-07,29.0754,29.2347,28.8224,28.9536,411032.0
2019-11-08,28.9349,29.1129,28.8412,29.038,417923.0
2019-11-09,28.9349,29.1129,28.8412,29.038,417923.0
2019-11-10,28.9349,29.1129,28.8412,29.038,417923.0
2019-11-11,28.8974,29.2628,28.8974,29.0661,294418.0
2019-11-12,29.1879,29.2909,28.8224,29.0848,339275.0
2019-11-13,29.0286,29.336,28.9469,29.0567,442775.0
2019-11-14,29.0567,29.1972,28.9068,29.038,344486.0
2019-11-15,29.1691,29.1972,28.9255,29.0052,549867.0
2019-11-16,29.1691,29.1972,28.9255,29.0052,549867.0
2019-11-17,29.1691,29.1972,28.9255,29.0052,549867.0
2019-11-18,28.9536,29.038,28.6725,29.0005,275751.0
2019-11-19,29.038,29.1317,28.7943,29.0942,331877.0
2019-11-20,29.0942,29.2816,28.8131,28.8787,398621.0
2019-11-21,28.8974,29.0192,28.6725,28.9068,580044.0
2019-11-22,29.0473,29.0473,28.6632,28.7194,233321.0
2019-11-23,29.0473,29.0473,28.6632,28.7194,233321.0
2019-11-24,29.0473,29.0473,28.6632,28.7194,233321.0
2019-11-25,28.7756,28.8974,28.6444,28.7287,359551.0
2019-11-26,28.71,29.1129,28.6444,29.0848,308619.0
2019-11-27,29.1598,29.1972,28.9161,29.038,211120.0
2019-11-28,29.1598,29.1972,28.9161,29.038,211120.0
2019-11-29,28.9909,29.1226,28.5396,28.9721,151401.0
2019-11-30,28.9909,29.1226,28.5396,28.9721,151401.0
2019-12-01,28.9909,29.1226,28.5396,28.9721,151401.0
2019-12-02,28.9909,29.1696,28.4878,28.6336,357899.0
2019-12-03,28.4925,28.5537,27.4702,28.5302,370216.0
2019-12-04,28.4925,28.8593,28.4549,28.5396,303404.0
2019-12-05,28.5396,28.8311,28.3891,28.784,281100.0
2019-12-06,29.0097,29.0944,28.737,28.8029,424630.0
2019-12-07,29.0097,29.0944,28.737,28.8029,424630.0
2019-12-08,29.0097,29.0944,28.737,28.8029,424630.0
2019-12-09,28.8029,28.8452,28.6148,28.6712,384653.0
2019-12-10,28.7088,28.7088,28.4173,28.643,366804.0
2019-12-11,28.6524,28.8405,28.3656,28.6806,775286.0
2019-12-12,28.7088,28.9909,28.5866,28.8311,332039.0
2019-12-13,28.7558,28.9016,28.3703,28.4925,512257.0
2019-12-14,28.7558,28.9016,28.3703,28.4925,512257.0
2019-12-15,28.7558,28.9016,28.3703,28.4925,512257.0
2019-12-16,28.596,28.8405,28.4408,28.6712,363624.0
2019-12-17,28.643,28.8781,28.643,28.7558,335342.0
2019-12-18,28.7746,28.7746,28.3797,28.6618,378412.0
2019-12-19,28.6336,28.7558,28.3609,28.4831,361933.0
2019-12-20,28.6054,29.132,28.5113,29.0285,1602351.0
2019-12-21,28.6054,29.132,28.5113,29.0285,1602351.0
2019-12-22,28.6054,29.132,28.5113,29.0285,1602351.0
2019-12-23,29.0285,29.3859,28.8687,29.2636,421317.0
2019-12-24,29.2448,29.2448,28.9721,29.0191,126044.0
2019-12-25,29.2448,29.2448,28.9721,29.0191,126044.0
2019-12-26,29.1696,29.3106,28.8969,29.2918,306696.0
2019-12-27,29.273,29.4047,29.1602,29.226,198835.0
2019-12-28,29.273,29.4047,29.1602,29.226,198835.0
2019-12-29,29.273,29.4047,29.1602,29.226,198835.0
2019-12-30,29.2072,29.3859,29.0661,29.3483,248176.0
2019-12-31,29.3106,29.3859,29.0756,29.226,347114.0
2020-01-01,29.3106,29.3859,29.0756,29.226,347114.0
2020-01-02,29.3106,29.4235,28.7088,28.9157,373252.0
2020-01-03,28.6242,29.1931,28.4361,28.9063,433673.0
2020-01-04,28.6242,29.1931,28.4361,28.9063,433673.0
2020-01-05,28.6242,29.1931,28.4361,28.9063,433673.0
2020-01-06,28.737,28.8311,28.3421,28.4173,540000.0
2020-01-07,28.2104,28.4643,28.1164,28.3515,399844.0
2020-01-08,28.3327,28.5207,28.1634,28.2198,353525.0
2020-01-09,28.3515,28.5866,28.248,28.4831,237518.0
2020-01-10,28.4737,28.69,28.4079,28.5866,260964.0
2020-01-11,28.4737,28.69,28.4079,28.5866,260964.0
2020-01-12,28.4737,28.69,28.4079,28.5866,260964.0
2020-01-13,28.6054,28.9627,28.5584,28.9157,365687.0
2020-01-14,28.9298,29.0379,28.784,29.0097,313106.0
2020-01-15,28.9533,29.4705,28.9533,29.273,502771.0
2020-01-16,29.4047,29.6868,29.2354,29.668,284544.0
2020-01-17,29.668,29.7526,29.4423,29.6868,219727.0
2020-01-18,29.668,29.7526,29.4423,29.6868,219727.0
2020-01-19,29.668,29.7526,29.4423,29.6868,219727.0
2020-01-20,29.668,29.7526,29.4423,29.6868,219727.0
2020-01-21,29.5739,29.6351,29.3294,29.5551,447709.0
2020-01-22,29.6304,29.8701,29.6304,29.6868,297132.0
2020-01-23,29.6021,29.8937,29.3718,29.7432,373525.0
2020-01-24,29.7996,29.8743,29.3106,29.3765,214648.0
2020-01-25,29.7996,29.8743,29.3106,29.3765,214648.0
2020-01-26,29.7996,29.8743,29.3106,29.3765,214648.0
2020-01-27,29.1884,29.8843,29.0285,29.5927,753024.0
2020-01-28,30.1475,30.1475,29.5363,29.5457,511934.0
2020-01-29,28.3891,29.5363,28.3233,29.085,887158.0
2020-01-30,29.0567,29.6116,28.8969,29.5175,686832.0
2020-01-31,29.3953,29.5363,28.8264,29.0191,980664.0
2020-02-01,29.3953,29.5363,28.8264,29.0191,980664.0
2020-02-02,29.3953,29.5363,28.8264,29.0191,980664.0
2020-02-03,29.1602,29.4141,28.9627,29.2636,544317.0
2020-02-04,29.3106,29.4705,28.9815,29.0426,479816.0
2020-02-05,29.2542,29.7056,28.549,29.6586,411168.0
2020-02-06,29.6962,29.9877,29.5551,29.6586,433358.0
2020-02-07,29.6492,29.762,29.4517,29.6727,1028208.0
2020-02-08,29.6492,29.762,29.4517,29.6727,1028208.0
2020-02-09,29.6492,29.762,29.4517,29.6727,1028208.0
2020-02-10,29.6398,29.9125,29.5551,29.889,554738.0
2020-02-11,29.9031,30.1005,29.7996,30.0817,658168.0
2020-02-12,30.0723,30.3168,29.8466,30.0817,468276.0
2020-02-13,30.0065,30.2698,29.8466,30.157,356139.0
2020-02-14,30.1758,30.4203,30.0723,30.3638,477581.0
2020-02-15,30.1758,30.4203,30.0723,30.3638,477581.0
2020-02-16,30.1758,30.4203,30.0723,30.3638,477581.0
2020-02-17,30.1758,30.4203,30.0723,30.3638,477581.0
2020-02-18,30.2792,30.7118,30.1946,30.6271,562619.0
2020-02-19,30.6083,30.8434,30.4108,30.4203,362537.0
2020-02-20,30.3262,30.4014,29.7996,30.3309,416668.0
2020-02-21,30.2698,30.5989,30.0065,30.4579,481838.0
2020-02-22,30.2698,30.5989,30.0065,30.4579,481838.0
2020-02-23,30.2698,30.5989,30.0065,30.4579,481838.0
2020-02-24,30.3356,30.3356,29.809,30.0723,650715.0
2020-02-25,30.0253,30.0817,28.9721,29.179,685502.0
2020-02-26,29.273,29.4893,29.1226,29.2542,647946.0
2020-02-27,28.9627,28.9627,27.5992,27.618,647439.0
2020-02-28,27.0538,27.4676,26.1793,26.9222,832625.0
2020-02-29,27.0538,27.4676,26.1793,26.9222,832625.0
2020-03-01,27.0538,27.4676,26.1793,26.9222,832625.0
2020-03-02,27.0256,28.549,26.9222,28.549,622294.0
2020-03-03,28.5396,28.9783,27.9753,28.2575,475568.0
2020-03-04,28.69,29.0661,28.5019,28.9627,459922.0
2020-03-05,28.3515,28.8499,28.3186,28.6712,395561.0
2020-03-06,27.9283,28.9063,27.8813,28.8029,448056.0
2020-03-07,27.9283,28.9063,27.8813,28.8029,448056.0
2020-03-08,27.9283,28.9063,27.8813,28.8029,448056.0
2020-03-09,27.3077,28.06,26.4614,27.082,703112.0
2020-03-10,27.7685,27.7685,26.3297,27.6368,544856.0
2020-03-11,26.9786,27.0538,25.6339,25.9066,735767.0
2020-03-12,24.3926,25.2954,23.7391,24.6183,933365.0
2020-03-13,25.4364,25.9254,24.5149,25.9066,793888.0
