,VCTR US Equity,VCTR US Equity,VCTR US Equity,VCTR US Equity,VCTR US Equity
2019-05-21,15.9312,16.2335,15.7534,16.0912,98583.0
2019-05-22,15.9845,16.4375,15.8867,15.949,77428.0
2019-05-23,15.8245,15.9134,14.9622,15.869,81479.0
2019-05-24,15.9045,15.949,15.3622,15.6556,84855.0
2019-05-25,15.9045,15.949,15.3622,15.6556,84855.0
2019-05-26,15.9045,15.949,15.3622,15.6556,84855.0
2019-05-27,15.9045,15.949,15.3622,15.6556,84855.0
2019-05-28,15.6823,16.2868,15.5756,15.7267,213537.0
2019-05-29,15.6823,15.8423,15.4689,15.7178,66323.0
2019-05-30,15.7534,15.8334,15.3889,15.6823,66910.0
2019-05-31,15.4867,15.4867,14.571,14.6066,98378.0
2019-06-01,15.4867,15.4867,14.571,14.6066,98378.0
2019-06-02,15.4867,15.4867,14.571,14.6066,98378.0
2019-06-03,14.5977,14.6744,14.1798,14.2776,87211.0
2019-06-04,14.7488,15.0866,14.7044,15.0244,205944.0
2019-06-05,15.1222,15.4245,14.7933,15.1578,49985.0
2019-06-06,15.1578,15.1578,14.8484,15.0422,48137.0
2019-06-07,15.0955,15.3356,15.0688,15.2467,57881.0
2019-06-08,15.0955,15.3356,15.0688,15.2467,57881.0
2019-06-09,15.0955,15.3356,15.0688,15.2467,57881.0
2019-06-10,15.2467,15.6467,15.2022,15.2289,66275.0
2019-06-11,15.22,15.4422,15.0244,15.14,49511.0
2019-06-12,15.1044,15.46,14.5088,15.2555,50568.0
2019-06-13,15.3089,15.5311,15.2289,15.3444,35300.0
2019-06-14,15.2822,15.5134,15.1044,15.2911,40832.0
2019-06-15,15.2822,15.5134,15.1044,15.2911,40832.0
2019-06-16,15.2822,15.5134,15.1044,15.2911,40832.0
2019-06-17,15.46,15.5578,15.1355,15.2467,49636.0
2019-06-18,15.3356,15.4867,14.9356,15.2467,106601.0
2019-06-19,15.2555,15.7445,15.1222,15.2022,62656.0
2019-06-20,15.1666,15.46,15.0777,15.0866,41310.0
2019-06-21,15.2022,15.2911,14.9711,15.1133,60350.0
2019-06-22,15.2022,15.2911,14.9711,15.1133,60350.0
2019-06-23,15.2022,15.2911,14.9711,15.1133,60350.0
2019-06-24,15.0244,15.1133,14.411,14.491,77161.0
2019-06-25,14.6421,15.0777,14.3932,14.9177,42685.0
2019-06-26,14.9681,15.3711,14.9681,15.0688,45665.0
2019-06-27,15.2111,15.5045,15.0333,15.4689,49695.0
2019-06-28,15.4689,15.6734,15.2066,15.2733,142212.0
2019-06-29,15.4689,15.6734,15.2066,15.2733,142212.0
2019-06-30,15.4689,15.6734,15.2066,15.2733,142212.0
2019-07-01,15.5311,15.8245,15.2822,15.6823,98612.0
2019-07-02,15.8156,16.8913,15.7712,16.4468,126701.0
2019-07-03,16.5802,17.0247,16.0201,16.1801,73727.0
2019-07-04,16.5802,17.0247,16.0201,16.1801,73727.0
2019-07-05,16.2957,16.758,16.269,16.4824,45367.0
2019-07-06,16.2957,16.758,16.269,16.4824,45367.0
2019-07-07,16.2957,16.758,16.269,16.4824,45367.0
2019-07-08,16.4202,16.4468,16.0023,16.029,45384.0
2019-07-09,16.0912,16.5802,15.9312,16.4113,68228.0
2019-07-10,16.6335,16.8024,16.429,16.6869,84486.0
2019-07-11,16.7224,17.7181,16.5091,16.7491,184886.0
2019-07-12,16.9358,17.1847,16.7046,17.1136,124033.0
2019-07-13,16.9358,17.1847,16.7046,17.1136,124033.0
2019-07-14,16.9358,17.1847,16.7046,17.1136,124033.0
2019-07-15,17.2825,17.7448,16.2246,16.6958,119897.0
2019-07-16,16.7224,17.2736,16.4113,16.6424,83235.0
2019-07-17,16.6335,16.9047,16.4646,16.4824,64339.0
2019-07-18,16.4646,16.5002,16.1357,16.2246,78466.0
2019-07-19,16.2424,16.4024,15.6912,15.949,98688.0
2019-07-20,16.2424,16.4024,15.6912,15.949,98688.0
2019-07-21,16.2424,16.4024,15.6912,15.949,98688.0
2019-07-22,16.0023,16.5002,15.869,15.9934,173802.0
2019-07-23,16.429,17.2558,16.429,16.8913,184645.0
2019-07-24,16.8913,17.0247,16.8113,16.8913,152016.0
2019-07-25,16.8291,17.2114,16.678,16.838,190383.0
2019-07-26,16.7847,16.8913,16.4735,16.7491,130562.0
2019-07-27,16.7847,16.8913,16.4735,16.7491,130562.0
2019-07-28,16.7847,16.8913,16.4735,16.7491,130562.0
2019-07-29,16.7669,16.9713,16.349,16.5179,66034.0
2019-07-30,16.5091,16.5091,16.1534,16.3135,68835.0
2019-07-31,16.3757,16.5446,15.8213,15.8867,104745.0
2019-08-01,15.8779,16.3668,15.8334,15.869,154793.0
2019-08-02,15.8245,15.869,15.3978,15.62,64194.0
2019-08-03,15.8245,15.869,15.3978,15.62,64194.0
2019-08-04,15.8245,15.869,15.3978,15.62,64194.0
2019-08-05,15.14,15.1608,14.2776,14.4643,180264.0
2019-08-06,14.5799,14.8021,14.3132,14.4643,99740.0
2019-08-07,14.3843,14.6066,13.6197,14.491,90207.0
2019-08-08,14.7044,16.1446,14.6688,15.4689,303071.0
2019-08-09,15.4689,15.7089,15.1133,15.3178,113880.0
2019-08-10,15.4689,15.7089,15.1133,15.3178,113880.0
2019-08-11,15.4689,15.7089,15.1133,15.3178,113880.0
2019-08-12,15.4156,15.4591,14.8021,15.3711,375210.0
2019-08-13,13.5308,15.0511,13.4242,15.0511,697935.0
2019-08-14,14.4643,14.6243,13.7887,14.2065,256054.0
2019-08-15,14.2065,14.2865,13.7353,13.7353,148637.0
2019-08-16,13.7264,14.2243,13.722,14.0643,101334.0
2019-08-17,13.7264,14.2243,13.722,14.0643,101334.0
2019-08-18,13.7264,14.2243,13.722,14.0643,101334.0
2019-08-19,14.4199,14.5848,14.082,14.1976,76966.0
2019-08-20,14.2954,14.4643,14.1398,14.2421,52723.0
2019-08-21,14.3043,14.651,14.2598,14.2776,102954.0
2019-08-22,14.1887,14.4465,14.1709,14.2154,87725.0
2019-08-23,14.1176,14.2643,13.5397,13.6197,70260.0
2019-08-24,14.1176,14.2643,13.5397,13.6197,70260.0
2019-08-25,14.1176,14.2643,13.5397,13.6197,70260.0
2019-08-26,13.8064,14.0465,13.6464,13.8687,49499.0
2019-08-27,13.9487,13.9487,13.3442,13.5131,65183.0
2019-08-28,13.4686,13.7353,13.3708,13.5042,69387.0
2019-08-29,13.7709,14.2243,13.7709,13.9487,84843.0
2019-08-30,13.9842,14.3221,13.8598,14.1976,77965.0
2019-08-31,13.9842,14.3221,13.8598,14.1976,77965.0
2019-09-01,13.9842,14.3221,13.8598,14.1976,77965.0
2019-09-02,13.9842,14.3221,13.8598,14.1976,77965.0
2019-09-03,14.0376,14.2421,13.9131,14.1176,79348.0
2019-09-04,14.2598,14.4021,14.0687,14.331,44707.0
2019-09-05,14.491,15.2555,14.491,15.0511,117127.0
2019-09-06,15.1755,15.38,14.2332,15.0688,92028.0
2019-09-07,15.1755,15.38,14.2332,15.0688,92028.0
2019-09-08,15.1755,15.38,14.2332,15.0688,92028.0
2019-09-09,15.0867,15.4255,14.9708,15.1758,73985.0
2019-09-10,15.1223,15.6038,14.8816,15.3542,168652.0
2019-09-11,15.2739,15.3542,14.8192,15.0243,54101.0
2019-09-12,15.0778,15.0778,14.5695,14.7479,98517.0
2019-09-13,14.8638,15.2398,14.7122,14.8994,152956.0
2019-09-14,14.8638,15.2398,14.7122,14.8994,152956.0
2019-09-15,14.8638,15.2398,14.7122,14.8994,152956.0
2019-09-16,14.73,14.8192,14.2931,14.623,143566.0
2019-09-17,14.6319,14.6587,14.3555,14.3823,86006.0
2019-09-18,14.3466,15.2918,14.3466,15.1313,686663.0
2019-09-19,15.3185,15.6484,15.0689,15.1402,247548.0
2019-09-20,15.2383,15.4166,14.9975,15.158,320049.0
2019-09-21,15.2383,15.4166,14.9975,15.158,320049.0
2019-09-22,15.2383,15.4166,14.9975,15.158,320049.0
2019-09-23,15.1223,15.4077,15.051,15.158,84112.0
2019-09-24,15.1402,15.3542,14.3823,14.5784,170493.0
2019-09-25,14.6319,14.7077,14.409,14.5695,59096.0
2019-09-26,14.5695,14.73,14.4581,14.4804,61563.0
2019-09-27,14.516,14.5339,14.088,14.1415,78911.0
2019-09-28,14.516,14.5339,14.088,14.1415,78911.0
2019-09-29,14.516,14.5339,14.088,14.1415,78911.0
2019-09-30,14.1059,14.1326,13.1696,13.7135,237454.0
2019-10-01,13.6511,13.7492,13.027,13.2053,168756.0
2019-10-02,12.9913,13.2856,12.6882,13.2499,172386.0
2019-10-03,13.241,13.3658,12.813,12.9467,71520.0
2019-10-04,12.9289,13.0894,12.599,12.9735,231975.0
2019-10-05,12.9289,13.0894,12.599,12.9735,231975.0
2019-10-06,12.9289,13.0894,12.599,12.9735,231975.0
2019-10-07,12.8486,13.4015,12.8486,13.2142,112630.0
2019-10-08,13.2142,13.4072,12.9289,13.0181,183898.0
2019-10-09,13.2142,13.2142,12.8397,12.8932,64556.0
2019-10-10,12.9021,13.1518,12.8397,13.1072,84743.0
2019-10-11,13.4282,13.7002,13.3301,13.4817,107733.0
2019-10-12,13.4282,13.7002,13.3301,13.4817,107733.0
2019-10-13,13.4282,13.7002,13.3301,13.4817,107733.0
2019-10-14,13.4282,13.6957,13.2856,13.5441,78466.0
2019-10-15,13.6065,13.8116,13.4951,13.7581,59065.0
2019-10-16,13.7581,13.9365,13.3212,13.6957,94027.0
2019-10-17,13.8384,14.2664,13.8295,14.2307,98256.0
2019-10-18,14.2664,14.3912,13.9186,13.9231,54604.0
2019-10-19,14.2664,14.3912,13.9186,13.9231,54604.0
2019-10-20,14.2664,14.3912,13.9186,13.9231,54604.0
2019-10-21,14.0078,14.2307,13.9721,14.0791,41470.0
2019-10-22,14.0613,14.2931,13.4906,13.883,135582.0
2019-10-23,13.883,14.2396,13.883,14.204,72352.0
2019-10-24,14.2396,14.261,13.6511,14.0435,112043.0
2019-10-25,13.9721,14.8638,13.9721,14.2664,75695.0
2019-10-26,13.9721,14.8638,13.9721,14.2664,75695.0
2019-10-27,13.9721,14.8638,13.9721,14.2664,75695.0
2019-10-28,14.3288,14.4358,13.9365,13.9543,73166.0
2019-10-29,13.883,14.9351,13.883,14.2664,228094.0
2019-10-30,14.2575,14.3823,13.8205,13.9008,62512.0
2019-10-31,13.8651,13.874,13.3747,13.874,99040.0
2019-11-01,14.0702,14.302,13.776,14.1415,123540.0
2019-11-02,14.0702,14.302,13.776,14.1415,123540.0
2019-11-03,14.0702,14.302,13.776,14.1415,123540.0
2019-11-04,14.2664,14.4269,13.8473,14.0167,211394.0
2019-11-05,14.4893,16.0229,14.4893,15.5325,474383.0
2019-11-06,16.0497,16.0497,15.6663,15.8357,363919.0
2019-11-07,15.8357,16.1923,15.8357,16.014,598900.0
2019-11-08,16.0318,16.1388,15.7287,15.7465,189553.0
2019-11-09,16.0318,16.1388,15.7287,15.7465,189553.0
2019-11-10,16.0318,16.1388,15.7287,15.7465,189553.0
2019-11-11,15.8089,15.8268,15.3363,15.4612,109583.0
2019-11-12,15.3898,16.0942,15.3898,16.0318,298343.0
2019-11-13,15.9694,16.5312,15.8357,16.2191,146217.0
2019-11-14,16.3617,16.5936,16.228,16.5668,224934.0
2019-11-15,16.7006,17.0126,16.7006,16.9591,172526.0
2019-11-16,16.7006,17.0126,16.7006,16.9591,172526.0
2019-11-17,16.7006,17.0126,16.7006,16.9591,172526.0
2019-11-18,17.0216,17.0216,16.7184,16.9324,53793.0
2019-11-19,16.9681,17.0126,16.6649,16.9681,84669.0
2019-11-20,16.9146,17.0929,16.9146,16.9413,91564.0
2019-11-21,17.0037,17.0751,16.9324,17.0305,50938.0
2019-11-22,17.1464,17.6903,17.0216,17.619,185117.0
2019-11-23,17.1464,17.6903,17.0216,17.619,185117.0
2019-11-24,17.1464,17.6903,17.0216,17.619,185117.0
2019-11-25,17.7527,18.68,17.7527,18.5195,513707.0
2019-11-26,18.5909,18.68,18.0915,18.3055,182288.0
2019-11-27,18.2075,18.3679,17.94,18.2877,77035.0
2019-11-28,18.2075,18.3679,17.94,18.2877,77035.0
2019-11-29,18.2253,18.5463,18.1762,18.3679,28376.0
2019-11-30,18.2253,18.5463,18.1762,18.3679,28376.0
2019-12-01,18.2253,18.5463,18.1762,18.3679,28376.0
2019-12-02,18.5374,18.6533,17.3247,17.9667,127269.0
2019-12-03,17.5744,18.3055,17.3693,18.0737,163783.0
2019-12-04,18.3323,18.3323,17.8865,17.9489,60404.0
2019-12-05,17.9667,18.3546,17.6903,17.8419,80426.0
2019-12-06,18.0915,18.2922,17.8865,18.0826,98706.0
2019-12-07,18.0915,18.2922,17.8865,18.0826,98706.0
2019-12-08,18.0915,18.2922,17.8865,18.0826,98706.0
2019-12-09,18.2167,19.0569,18.0647,18.7709,266772.0
2019-12-10,18.8513,19.3072,18.7798,19.0658,177394.0
2019-12-11,19.1731,19.2536,18.8424,19.2178,75004.0
2019-12-12,19.2893,19.8882,19.0033,19.4681,129111.0
2019-12-13,18.8603,19.0346,18.0737,18.5027,271664.0
2019-12-14,18.8603,19.0346,18.0737,18.5027,271664.0
2019-12-15,18.8603,19.0346,18.0737,18.5027,271664.0
2019-12-16,18.458,18.7083,18.1094,18.4223,252158.0
2019-12-17,18.324,18.905,18.2435,18.2971,112203.0
2019-12-18,18.172,18.408,18.0826,18.3686,118439.0
2019-12-19,18.4402,18.896,18.1809,18.7619,70496.0
2019-12-20,18.61,18.8424,18.3776,18.7351,175659.0
2019-12-21,18.61,18.8424,18.3776,18.7351,175659.0
2019-12-22,18.61,18.8424,18.3776,18.7351,175659.0
2019-12-23,18.8424,19.5753,18.6726,19.4145,184803.0
2019-12-24,19.5038,19.6558,19.0033,19.048,68680.0
2019-12-25,19.5038,19.6558,19.0033,19.048,68680.0
2019-12-26,19.1195,19.4949,18.7709,18.9586,79780.0
2019-12-27,19.0569,19.0569,18.4848,18.6904,71334.0
2019-12-28,19.0569,19.0569,18.4848,18.6904,71334.0
2019-12-29,19.0569,19.0569,18.4848,18.6904,71334.0
2019-12-30,18.8603,18.9139,18.1809,18.5832,101059.0
2019-12-31,18.7083,18.9943,18.5921,18.7441,91255.0
2020-01-01,18.7083,18.9943,18.5921,18.7441,91255.0
2020-01-02,18.9675,19.191,18.8781,19.0837,88644.0
2020-01-03,18.8245,19.0033,18.458,18.8871,71750.0
2020-01-04,18.8245,19.0033,18.458,18.8871,71750.0
2020-01-05,18.8245,19.0033,18.458,18.8871,71750.0
2020-01-06,18.6189,18.6931,18.0647,18.458,73707.0
2020-01-07,18.5921,18.5921,17.8055,18.4133,130462.0
2020-01-08,18.458,18.458,17.8591,18.2078,93429.0
2020-01-09,18.1184,19.115,17.9307,19.0212,181041.0
2020-01-10,19.0301,19.1284,17.9038,18.9675,109223.0
2020-01-11,19.0301,19.1284,17.9038,18.9675,109223.0
2020-01-12,19.0301,19.1284,17.9038,18.9675,109223.0
2020-01-13,19.0301,19.5843,18.9496,19.3161,106513.0
2020-01-14,19.334,19.7541,19.334,19.629,100035.0
2020-01-15,19.629,20.1117,18.9407,19.4591,136686.0
2020-01-16,19.7273,19.8167,19.1374,19.5038,63649.0
2020-01-17,19.5038,19.8882,18.9854,19.0837,76168.0
2020-01-18,19.5038,19.8882,18.9854,19.0837,76168.0
2020-01-19,19.5038,19.8882,18.9854,19.0837,76168.0
2020-01-20,19.5038,19.8882,18.9854,19.0837,76168.0
2020-01-21,19.0122,19.2536,18.458,19.1284,79268.0
2020-01-22,19.1284,19.7631,19.1284,19.6558,219681.0
2020-01-23,19.5932,20.0223,19.4591,19.5217,57559.0
2020-01-24,19.5217,19.5217,19.0927,19.3519,47671.0
2020-01-25,19.5217,19.5217,19.0927,19.3519,47671.0
2020-01-26,19.5217,19.5217,19.0927,19.3519,47671.0
2020-01-27,18.7351,19.2893,18.7172,19.0122,61430.0
2020-01-28,19.1195,19.2804,18.6547,19.1999,109401.0
2020-01-29,19.2982,19.5307,18.82,19.0658,94571.0
2020-01-30,18.9675,19.1284,18.7798,18.9675,105981.0
2020-01-31,18.905,18.9765,18.3865,18.6457,133256.0
2020-02-01,18.905,18.9765,18.3865,18.6457,133256.0
2020-02-02,18.905,18.9765,18.3865,18.6457,133256.0
2020-02-03,18.8066,19.1068,18.324,18.5385,57058.0
2020-02-04,18.896,18.896,18.5474,18.5832,59175.0
2020-02-05,18.6815,18.896,18.6189,18.8513,53196.0
2020-02-06,19.0658,19.5843,18.9854,19.4055,85333.0
2020-02-07,19.3429,19.7631,19.1105,19.6737,82119.0
2020-02-08,19.3429,19.7631,19.1105,19.6737,82119.0
2020-02-09,19.3429,19.7631,19.1105,19.6737,82119.0
2020-02-10,19.6379,19.8104,19.1999,19.3519,70155.0
2020-02-11,19.4413,20.6402,19.2357,20.2904,208592.0
2020-02-12,20.648,21.2826,20.6338,20.7016,243858.0
2020-02-13,21.5329,22.1943,18.9496,19.9329,530650.0
2020-02-14,20.1206,20.1206,19.3161,19.7988,398334.0
2020-02-15,20.1206,20.1206,19.3161,19.7988,398334.0
2020-02-16,20.1206,20.1206,19.3161,19.7988,398334.0
2020-02-17,20.1206,20.1206,19.3161,19.7988,398334.0
2020-02-18,20.1742,21.801,19.8077,21.0413,494583.0
2020-02-19,21.5597,21.8904,20.1921,20.5988,393920.0
2020-02-20,20.5675,20.8625,20.2189,20.6211,102756.0
2020-02-21,20.5586,20.6927,20.3798,20.5228,162497.0
2020-02-22,20.5586,20.6927,20.3798,20.5228,162497.0
2020-02-23,20.5586,20.6927,20.3798,20.5228,162497.0
2020-02-24,19.8435,19.8793,19.1114,19.7273,139257.0
2020-02-25,19.8882,19.8882,18.8245,18.9496,152950.0
2020-02-26,18.9318,19.2536,18.4044,19.1016,167698.0
2020-02-27,18.5742,18.7709,17.4837,18.2078,161502.0
2020-02-28,17.3675,17.8234,17.1619,17.6714,161823.0
2020-02-29,17.3675,17.8234,17.1619,17.6714,161823.0
2020-03-01,17.3675,17.8234,17.1619,17.6714,161823.0
2020-03-02,17.5999,18.0647,17.2603,17.9396,106552.0
2020-03-03,18.0469,18.5653,17.5195,18.2078,170446.0
2020-03-04,18.3686,18.8066,17.6983,18.0916,74941.0
2020-03-05,17.5999,17.877,16.9564,17.0547,102487.0
2020-03-06,16.5988,16.7776,15.3832,16.0714,173927.0
2020-03-07,16.5988,16.7776,15.3832,16.0714,173927.0
2020-03-08,16.5988,16.7776,15.3832,16.0714,173927.0
2020-03-09,14.8972,15.1393,13.7141,13.8933,124289.0
2020-03-10,14.4132,15.7219,13.939,15.4888,120728.0
2020-03-11,14.8524,15.3275,13.0149,13.6244,134977.0
2020-03-12,12.5757,12.6953,10.4626,11.5897,505821.0
2020-03-13,12.1455,13.2569,11.4463,13.2569,179918.0
2020-03-14,12.1455,13.2569,11.4463,13.2569,179918.0
