,WMT US Equity,WMT US Equity,WMT US Equity,WMT US Equity,WMT US Equity
2019-02-03,29.3236,29.3481,28.4646,28.6939,37775766.0
2019-02-04,28.6939,28.9721,28.538,28.9721,21805887.0
2019-02-05,29.1188,29.3298,29.0485,29.2258,18299571.0
2019-02-06,29.1739,29.3512,29.1097,29.2381,12794565.0
2019-02-07,29.076,29.5988,29.0424,29.5713,21031104.0
2019-02-08,29.452,29.559,29.0852,29.2197,18507540.0
2019-02-09,29.452,29.559,29.0852,29.2197,18507540.0
2019-02-10,29.452,29.559,29.0852,29.2197,18507540.0
2019-02-11,29.2411,29.4551,29.2381,29.4092,16628283.0
2019-02-12,29.5988,29.7058,29.501,29.6446,17643756.0
2019-02-13,29.7455,29.9595,29.6813,29.9412,16375596.0
2019-02-14,29.8617,30.3264,29.6599,30.1185,21602283.0
2019-02-15,30.2591,30.5709,30.2209,30.5679,28442949.0
2019-02-16,30.2591,30.5709,30.2209,30.5679,28442949.0
2019-02-17,30.2591,30.5709,30.2209,30.5679,28442949.0
2019-02-18,30.2591,30.5709,30.2209,30.5679,28442949.0
2019-02-19,31.2985,31.8488,31.2038,31.2435,62091756.0
2019-02-20,31.1243,31.2863,30.1582,30.5343,52895370.0
2019-02-21,30.467,30.5468,30.2377,30.3845,19239489.0
2019-02-22,30.5159,30.6199,30.308,30.4334,24260838.0
2019-02-23,30.5159,30.6199,30.308,30.4334,24260838.0
2019-02-24,30.5159,30.6199,30.308,30.4334,24260838.0
2019-02-25,30.6076,30.6107,30.2805,30.3019,27704910.0
2019-02-26,30.2713,30.2836,29.9198,30.1705,25464264.0
2019-02-27,29.9962,30.0788,29.8342,29.9932,23706921.0
2019-02-28,29.9932,30.4089,29.8892,30.2622,34127781.0
2019-03-01,30.4089,30.4364,29.6905,29.9381,31057413.0
2019-03-02,30.4089,30.4364,29.6905,29.9381,31057413.0
2019-03-03,30.4089,30.4364,29.6905,29.9381,31057413.0
2019-03-04,29.9962,30.1399,29.7669,29.9137,23051511.0
2019-03-05,29.9993,30.3233,29.9873,30.0635,18358560.0
2019-03-06,30.0421,30.2652,29.9167,30.039,14090058.0
2019-03-07,29.8709,30.0207,29.7257,29.7914,18379674.0
2019-03-08,29.822,30.0879,29.6538,29.8342,16978032.0
2019-03-09,29.822,30.0879,29.6538,29.8342,16978032.0
2019-03-10,29.822,30.0879,29.6538,29.8342,16978032.0
2019-03-11,29.9718,30.1368,29.9045,30.1063,16035765.0
2019-03-12,30.1216,30.1857,29.9748,30.0726,15212307.0
2019-03-13,30.1735,30.3722,30.0788,30.2744,16446801.0
2019-03-14,30.2467,30.2529,29.9947,30.1883,14778360.0
2019-03-15,30.2068,30.2776,29.9978,30.2498,43800135.0
2019-03-16,30.2068,30.2776,29.9978,30.2498,43800135.0
2019-03-17,30.2068,30.2776,29.9978,30.2498,43800135.0
2019-03-18,30.2129,30.6647,30.2006,30.6309,17310363.0
2019-03-19,30.7324,30.886,30.6033,30.6893,16243281.0
2019-03-20,30.4896,30.5971,30.2867,30.3174,18969366.0
2019-03-21,30.1976,30.468,30.1515,30.4465,19652928.0
2019-03-22,30.299,30.591,30.1023,30.2068,20124393.0
2019-03-23,30.299,30.591,30.1023,30.2068,20124393.0
2019-03-24,30.299,30.591,30.1023,30.2068,20124393.0
2019-03-25,30.0593,30.3113,30.007,30.173,16222275.0
2019-03-26,30.2314,30.382,30.13,30.2191,14838867.0
2019-03-27,30.1638,30.3851,29.8011,29.8779,25413516.0
2019-03-28,29.9947,30.0808,29.6689,29.8533,24162972.0
2019-03-29,29.9947,30.0193,29.8257,29.9763,22319697.0
2019-03-30,29.9947,30.0193,29.8257,29.9763,22319697.0
2019-03-31,29.9947,30.0193,29.8257,29.9763,22319697.0
2019-04-01,30.1115,30.2314,29.9855,30.0654,25517268.0
2019-04-02,30.047,30.216,29.7826,29.7949,18822126.0
2019-04-03,29.8503,29.9363,29.7488,29.8718,17062428.0
2019-04-04,29.8902,30.2068,29.8871,30.1545,12078804.0
2019-04-05,30.1976,30.4896,30.1699,30.3758,13969272.0
2019-04-06,30.1976,30.4896,30.1699,30.3758,13969272.0
2019-04-07,30.1976,30.4896,30.1699,30.3758,13969272.0
2019-04-08,30.259,30.5049,30.2006,30.4988,16267266.0
2019-04-09,30.3666,30.4988,30.1668,30.3328,13102605.0
2019-04-10,30.2775,30.6494,30.2744,30.6125,12273384.0
2019-04-11,30.6432,30.9905,30.5725,30.9813,16820583.0
2019-04-12,31.0428,31.3563,31.0428,31.2149,15486006.0
2019-04-13,31.0428,31.3563,31.0428,31.2149,15486006.0
2019-04-14,31.0428,31.3563,31.0428,31.2149,15486006.0
2019-04-15,31.135,31.6298,31.1227,31.4823,15336477.0
2019-04-16,31.6237,31.7774,31.5161,31.636,14485173.0
2019-04-17,31.6575,31.7804,31.4751,31.7067,11187645.0
2019-04-18,31.6913,31.9034,31.6237,31.7128,11183811.0
2019-04-19,31.6913,31.9034,31.6237,31.7128,11183811.0
2019-04-20,31.6913,31.9034,31.6237,31.7128,11183811.0
2019-04-21,31.6913,31.9034,31.6237,31.7128,11183811.0
2019-04-22,31.5899,31.8235,31.4024,31.4639,15238338.0
2019-04-23,31.513,31.7466,31.332,31.679,15152520.0
2019-04-24,31.7005,31.9188,31.6852,31.8204,14093427.0
2019-04-25,31.7313,32.0094,31.6053,31.8173,11883174.0
2019-04-26,30.8737,31.4546,30.6309,31.2057,24323880.0
2019-04-27,30.8737,31.4546,30.6309,31.2057,24323880.0
2019-04-28,30.8737,31.4546,30.6309,31.2057,24323880.0
2019-04-29,31.3133,31.3501,30.9752,31.2149,19140015.0
2019-04-30,31.2795,31.6329,31.1811,31.6083,18401208.0
2019-05-01,31.5868,31.5991,31.1289,31.1534,16011621.0
2019-05-02,31.175,31.3686,30.8077,31.0889,15020919.0
2019-05-03,31.4485,31.5807,31.2887,31.3747,15951783.0
2019-05-04,31.4485,31.5807,31.2887,31.3747,15951783.0
2019-05-05,31.4485,31.5807,31.2887,31.3747,15951783.0
2019-05-06,30.966,31.5192,30.9014,31.4915,13841010.0
2019-05-07,31.2887,31.4024,30.9676,31.135,13726710.0
2019-05-08,30.8123,31.0536,30.6924,30.8276,17646048.0
2019-05-09,30.6731,30.8802,30.5434,30.7566,18720603.0
2019-05-10,30.8246,31.5507,30.806,31.4889,26228082.0
2019-05-11,30.8246,31.5507,30.806,31.4889,26228082.0
2019-05-12,30.8246,31.5507,30.806,31.4889,26228082.0
2019-05-13,31.0378,31.254,30.5928,30.8647,22084635.0
2019-05-14,30.942,31.166,30.8647,30.9883,19061088.0
2019-05-15,30.9605,31.0099,30.6299,30.8616,20220996.0
2019-05-16,31.7731,32.1223,31.1583,31.3035,51365943.0
2019-05-17,30.9729,31.5012,30.8709,31.1644,37113858.0
2019-05-18,30.9729,31.5012,30.8709,31.1644,37113858.0
2019-05-19,30.9729,31.5012,30.8709,31.1644,37113858.0
2019-05-20,31.0192,31.5105,30.976,31.3684,21583335.0
2019-05-21,31.3653,31.4085,31.0223,31.2448,20667288.0
2019-05-22,31.3931,31.6495,31.2262,31.5877,22022625.0
2019-05-23,31.4611,31.4951,31.185,31.4734,19363827.0
2019-05-24,31.5723,31.7901,31.5414,31.7237,13449501.0
2019-05-25,31.5723,31.7901,31.5414,31.7237,13449501.0
2019-05-26,31.5723,31.7901,31.5414,31.7237,13449501.0
2019-05-27,31.5723,31.7901,31.5414,31.7237,13449501.0
2019-05-28,31.6897,32.0018,31.6403,31.6465,30815589.0
2019-05-29,31.5507,31.787,31.3529,31.5538,19560687.0
2019-05-30,31.6681,31.9771,31.4889,31.5754,15058929.0
2019-05-31,31.3158,31.5229,31.0842,31.3436,17782452.0
2019-06-01,31.3158,31.5229,31.0842,31.3436,17782452.0
2019-06-02,31.3158,31.5229,31.0842,31.3436,17782452.0
2019-06-03,31.4024,31.7268,31.3313,31.5043,19844490.0
2019-06-04,31.7052,31.7175,31.3436,31.6897,17895021.0
2019-06-05,31.7484,32.3757,31.7021,32.2644,20708634.0
2019-06-06,32.2861,32.6476,32.1965,32.4776,24191175.0
2019-06-07,32.5147,32.8639,32.4591,32.7712,20428131.0
2019-06-08,32.5147,32.8639,32.4591,32.7712,20428131.0
2019-06-09,32.5147,32.8639,32.4591,32.7712,20428131.0
2019-06-10,32.9009,33.3026,32.867,33.2223,18976956.0
2019-06-11,33.3706,33.6703,33.2934,33.3521,20241783.0
2019-06-12,33.3459,33.6518,33.3459,33.624,13905225.0
2019-06-13,33.6796,33.8588,33.4231,33.5714,16454904.0
2019-06-14,33.6116,33.8608,33.5127,33.7012,13577649.0
2019-06-15,33.6116,33.8608,33.5127,33.7012,13577649.0
2019-06-16,33.6116,33.8608,33.5127,33.7012,13577649.0
2019-06-17,33.7167,33.8495,33.4509,33.729,12440988.0
2019-06-18,33.9268,33.9762,33.6518,33.8804,14733498.0
2019-06-19,33.9268,33.9391,33.6394,33.8712,11774418.0
2019-06-20,33.933,34.14,33.7661,34.0875,15004629.0
2019-06-21,34.0936,34.6653,34.0689,34.3377,39535725.0
2019-06-22,34.0936,34.6653,34.0689,34.3377,39535725.0
2019-06-23,34.0936,34.6653,34.0689,34.3377,39535725.0
2019-06-24,34.449,34.6745,34.3068,34.3717,18098511.0
2019-06-25,34.2605,34.4301,34.1122,34.211,18316164.0
2019-06-26,34.2512,34.3207,34.0195,34.038,12485103.0
2019-06-27,34.0071,34.1462,33.6365,34.0195,16443930.0
2019-06-28,34.1585,34.4536,34.0627,34.14,19521072.0
2019-06-29,34.1585,34.4536,34.0627,34.14,19521072.0
2019-06-30,34.1585,34.4536,34.0627,34.14,19521072.0
2019-07-01,34.3903,34.5973,33.9948,34.1802,16548249.0
2019-07-02,34.245,34.486,34.0936,34.483,12189627.0
2019-07-03,34.3532,34.7301,34.2976,34.7054,9621930.0
2019-07-04,34.3532,34.7301,34.2976,34.7054,9621930.0
2019-07-05,34.6066,34.6807,34.3625,34.6004,10738251.0
2019-07-06,34.6066,34.6807,34.3625,34.6004,10738251.0
2019-07-07,34.6066,34.6807,34.3625,34.6004,10738251.0
2019-07-08,34.5818,34.8939,34.5139,34.829,14146974.0
2019-07-09,34.8816,35.033,34.7919,34.8785,16271097.0
2019-07-10,34.9526,35.104,34.7255,34.9094,13737075.0
2019-07-11,35.0206,35.206,34.9217,35.1998,11689707.0
2019-07-12,35.2523,35.4624,35.1071,35.4099,11229996.0
2019-07-13,35.2523,35.4624,35.1071,35.4099,11229996.0
2019-07-14,35.2523,35.4624,35.1071,35.4099,11229996.0
2019-07-15,35.4315,35.5582,35.3636,35.5273,10038228.0
2019-07-16,35.6355,35.6849,35.2371,35.4594,10464492.0
2019-07-17,35.4748,35.586,35.2863,35.4099,8066082.0
2019-07-18,35.3327,35.464,35.1443,35.447,9674394.0
2019-07-19,35.5335,35.6293,35.1813,35.1936,11389482.0
2019-07-20,35.5335,35.6293,35.1813,35.1936,11389482.0
2019-07-21,35.5335,35.6293,35.1813,35.1936,11389482.0
2019-07-22,35.2554,35.3296,34.7054,34.8599,13562472.0
2019-07-23,34.9526,34.9773,34.4721,34.6344,17262888.0
2019-07-24,34.6158,34.8507,34.4737,34.6066,12532326.0
2019-07-25,34.6622,34.7271,34.5015,34.6745,11554626.0
2019-07-26,34.6436,35.0191,34.5509,34.9217,14187135.0
2019-07-27,34.6436,35.0191,34.5509,34.9217,14187135.0
2019-07-28,34.6436,35.0191,34.5509,34.9217,14187135.0
2019-07-29,34.8661,34.9094,34.5324,34.69,11239785.0
2019-07-30,34.6251,34.7301,34.5046,34.6251,9105588.0
2019-07-31,34.5787,34.7116,33.8743,34.106,18633831.0
2019-08-01,34.0875,34.6582,33.7785,33.797,22364901.0
2019-08-02,33.9082,34.0306,33.417,33.8032,16970127.0
2019-08-03,33.9082,34.0306,33.417,33.8032,16970127.0
2019-08-04,33.9082,34.0306,33.417,33.8032,16970127.0
2019-08-05,33.3706,33.3706,32.6259,32.697,22709916.0
2019-08-06,32.8113,33.3212,32.6259,33.145,21049284.0
2019-08-07,33.0678,33.5684,32.7279,33.4324,21835440.0
2019-08-08,33.538,33.7957,33.4634,33.6963,13124322.0
2019-08-09,33.5535,33.6777,33.1343,33.3113,12580494.0
2019-08-10,33.5535,33.6777,33.1343,33.3113,12580494.0
2019-08-11,33.5535,33.6777,33.1343,33.3113,12580494.0
2019-08-12,33.1374,33.1747,32.5537,32.6406,17271087.0
2019-08-13,32.681,33.569,32.5568,33.3517,20168454.0
2019-08-14,32.7524,33.5535,32.6468,32.9759,27938454.0
2019-08-15,34.9415,35.2861,34.2056,34.9911,59438682.0
2019-08-16,35.4227,35.6867,34.7955,35.0843,32895642.0
2019-08-17,35.4227,35.6867,34.7955,35.0843,32895642.0
2019-08-18,35.4227,35.6867,34.7955,35.0843,32895642.0
2019-08-19,35.5066,35.6401,35.2737,35.3389,21535389.0
2019-08-20,35.3544,35.4103,34.78,34.7924,18342363.0
2019-08-21,35.3917,35.4193,34.7396,34.7831,24472395.0
2019-08-22,34.839,35.0222,34.5751,34.7489,17986461.0
2019-08-23,34.6589,34.7489,34.1962,34.4136,18711753.0
2019-08-24,34.6589,34.7489,34.1962,34.4136,18711753.0
2019-08-25,34.6589,34.7489,34.1962,34.4136,18711753.0
2019-08-26,34.6403,34.8592,34.5347,34.7738,17810238.0
2019-08-27,34.9073,35.0284,34.6247,34.9073,17201487.0
2019-08-28,34.8638,35.1122,34.6775,35.0005,16131189.0
2019-08-29,35.46,35.5811,35.1837,35.4227,15811497.0
2019-08-30,35.7084,35.8264,35.3669,35.4786,17118366.0
2019-08-31,35.7084,35.8264,35.3669,35.4786,17118366.0
2019-09-01,35.7084,35.8264,35.3669,35.4786,17118366.0
2019-09-02,35.7084,35.8264,35.3669,35.4786,17118366.0
2019-09-03,35.2985,35.8047,35.2395,35.5966,17827974.0
2019-09-04,35.9227,36.0065,35.6525,35.991,17391762.0
2019-09-05,36.5375,36.6275,35.7923,35.845,17481852.0
2019-09-06,35.845,35.9413,35.5904,35.6246,13039188.0
2019-09-07,35.845,35.9413,35.5904,35.6246,13039188.0
2019-09-08,35.845,35.9413,35.5904,35.6246,13039188.0
2019-09-09,35.5532,36.2083,35.5221,36.1214,17922024.0
2019-09-10,36.0158,36.317,35.8575,36.0344,14572260.0
2019-09-11,36.0189,36.2363,35.7767,36.0251,15852369.0
2019-09-12,36.2208,36.3512,35.9879,36.3046,13422930.0
2019-09-13,36.3791,36.6989,36.3139,36.4629,16915905.0
2019-09-14,36.3791,36.6989,36.3139,36.4629,16915905.0
2019-09-15,36.3791,36.6989,36.3139,36.4629,16915905.0
2019-09-16,36.1866,36.3822,35.8264,35.8854,18270909.0
2019-09-17,35.8078,36.2327,35.7862,36.1773,14330841.0
2019-09-18,36.3015,36.4008,36.0748,36.3791,12347241.0
2019-09-19,36.4536,36.5809,36.258,36.3636,10187454.0
2019-09-20,36.4381,36.5284,36.2673,36.3232,34762971.0
2019-09-21,36.4381,36.5284,36.2673,36.3232,34762971.0
2019-09-22,36.4381,36.5284,36.2673,36.3232,34762971.0
2019-09-23,36.2083,36.7672,36.1928,36.5219,17718849.0
2019-09-24,36.7176,37.2175,36.643,36.7641,23124633.0
2019-09-25,36.7859,36.8635,36.5809,36.7859,16019361.0
2019-09-26,36.8883,37.1212,36.6989,36.7331,11974233.0
2019-09-27,37.0157,37.0219,36.5623,36.7797,10306668.0
2019-09-28,37.0157,37.0219,36.5623,36.7797,10306668.0
2019-09-29,37.0157,37.0219,36.5623,36.7797,10306668.0
2019-09-30,36.848,37.0871,36.8138,36.8511,10811739.0
2019-10-01,36.9039,36.9846,36.553,36.5934,11224083.0
2019-10-02,36.4536,36.5002,35.8978,36.0562,18025572.0
2019-10-03,35.9817,36.2673,35.578,36.1152,16108392.0
2019-10-04,36.1431,36.7331,36.0779,36.6896,14607903.0
2019-10-05,36.1431,36.7331,36.0779,36.6896,14607903.0
2019-10-06,36.1431,36.7331,36.0779,36.6896,14607903.0
2019-10-07,36.671,36.7331,36.2922,36.4008,14259381.0
2019-10-08,36.2704,36.848,36.2239,36.5095,16639305.0
2019-10-09,36.6958,37.0436,36.6461,36.9287,11802273.0
2019-10-10,36.9194,37.2237,36.8262,37.1399,13313391.0
2019-10-11,37.2361,37.4814,36.8635,37.3355,18449535.0
2019-10-12,37.2361,37.4814,36.8635,37.3355,18449535.0
2019-10-13,37.2361,37.4814,36.8635,37.3355,18449535.0
2019-10-14,37.2144,37.4038,36.9815,37.0032,13804581.0
2019-10-15,37.0529,37.2578,36.9101,37.115,16155516.0
2019-10-16,37.0467,37.2948,36.9815,37.0809,12432825.0
2019-10-17,37.1585,37.3386,37.0616,37.2113,11882310.0
2019-10-18,37.4007,37.4473,36.9908,36.9939,16778667.0
2019-10-19,37.4007,37.4473,36.9908,36.9939,16778667.0
2019-10-20,37.4007,37.4473,36.9908,36.9939,16778667.0
2019-10-21,37.0436,37.2082,36.8946,37.1802,10417539.0
2019-10-22,37.1833,37.3137,37.0711,37.1305,7789548.0
2019-10-23,37.0032,37.2144,36.8542,37.0591,8606649.0
2019-10-24,36.997,37.1267,36.7983,36.9815,8767821.0
2019-10-25,36.9504,37.0515,36.702,36.9629,7692972.0
2019-10-26,36.9504,37.0515,36.702,36.9629,7692972.0
2019-10-27,36.9504,37.0515,36.702,36.9629,7692972.0
2019-10-28,37.0281,37.1678,36.8045,37.0188,10213689.0
2019-10-29,36.7952,36.8666,36.3543,36.376,14373297.0
2019-10-30,36.3853,36.7548,36.3453,36.671,8988612.0
2019-10-31,36.6182,36.7269,36.2766,36.4102,14643807.0
2019-11-01,36.6151,36.6306,36.4008,36.5219,11287812.0
2019-11-02,36.6151,36.6306,36.4008,36.5219,11287812.0
2019-11-03,36.6151,36.6306,36.4008,36.5219,11287812.0
2019-11-04,36.7641,36.9846,36.3822,36.5064,13938123.0
2019-11-05,36.5406,36.9939,36.3527,36.907,12651297.0
2019-11-06,36.8977,37.143,36.8604,37.1057,10843272.0
2019-11-07,37.261,37.5466,37.1181,37.3324,13324071.0
2019-11-08,37.3572,37.5342,36.9318,37.0871,11501187.0
2019-11-09,37.3572,37.5342,36.9318,37.0871,11501187.0
2019-11-10,37.3572,37.5342,36.9318,37.0871,11501187.0
2019-11-11,36.8573,37.1461,36.7269,36.9629,13323429.0
2019-11-12,37.1368,37.261,36.8913,36.9877,15206394.0
2019-11-13,37.0001,37.6832,36.8449,37.5653,24140445.0
2019-11-14,38.6893,38.9315,37.1088,37.4628,67534038.0
2019-11-15,37.4721,37.5715,36.7579,36.9101,30439521.0
2019-11-16,37.4721,37.5715,36.7579,36.9101,30439521.0
2019-11-17,37.4721,37.5715,36.7579,36.9101,30439521.0
2019-11-18,36.7797,37.5302,36.7145,37.3386,19648899.0
2019-11-19,37.2951,37.3727,37.1709,37.2268,11148678.0
2019-11-20,37.3262,37.41,36.7641,36.9908,15233268.0
2019-11-21,36.8977,37.261,36.848,37.2175,12908535.0
2019-11-22,37.3075,37.3541,37.0343,37.0622,11530554.0
2019-11-23,37.3075,37.3541,37.0343,37.0622,11530554.0
2019-11-24,37.3075,37.3541,37.0343,37.0622,11530554.0
2019-11-25,37.261,37.2672,36.6089,36.9256,17653437.0
2019-11-26,36.938,37.0436,36.7797,37.0094,18880137.0
2019-11-27,37.0715,37.1989,36.8666,36.8759,10320717.0
2019-11-28,37.0715,37.1989,36.8666,36.8759,10320717.0
2019-11-29,36.9939,37.2516,36.9504,36.9784,9471948.0
2019-11-30,36.9939,37.2516,36.9504,36.9784,9471948.0
2019-12-01,36.9939,37.2516,36.9504,36.9784,9471948.0
2019-12-02,36.997,37.0684,36.5903,37.0374,17037033.0
2019-12-03,36.7641,36.938,36.5685,36.848,20282127.0
2019-12-04,36.9877,37.0125,36.7343,36.8542,16672548.0
2019-12-05,36.9166,37.046,36.6234,37.0101,13059321.0
2019-12-06,37.1411,37.3657,37.0912,37.3595,13027488.0
2019-12-07,37.1411,37.3657,37.0912,37.3595,13027488.0
2019-12-08,37.1411,37.3657,37.0912,37.3595,13027488.0
2019-12-09,37.294,37.3844,37.1737,37.2285,14506422.0
2019-12-10,37.2253,37.2908,37.1224,37.1598,12847974.0
2019-12-11,37.2409,37.3189,36.9696,37.1162,10519854.0
2019-12-12,37.1162,37.4624,37.0164,37.3532,12456330.0
2019-12-13,37.1661,37.6308,37.1224,37.5185,16099623.0
2019-12-14,37.1661,37.6308,37.1224,37.5185,16099623.0
2019-12-15,37.1661,37.6308,37.1224,37.5185,16099623.0
2019-12-16,37.5591,37.8491,37.5591,37.5965,16056234.0
2019-12-17,37.7244,37.9583,37.6464,37.8273,13727802.0
2019-12-18,37.899,37.9521,37.3782,37.3844,15314952.0
2019-12-19,37.4094,37.5856,37.3595,37.453,13392921.0
2019-12-20,37.8897,38.0893,37.4343,37.5185,23863653.0
2019-12-21,37.8897,38.0893,37.4343,37.5185,23863653.0
2019-12-22,37.8897,38.0893,37.4343,37.5185,23863653.0
2019-12-23,37.4905,37.6433,37.1193,37.1255,13458825.0
2019-12-24,37.1567,37.3033,37.1193,37.2752,6682269.0
2019-12-25,37.1567,37.3033,37.1193,37.2752,6682269.0
2019-12-26,37.3064,37.3813,37.1006,37.2784,12684219.0
2019-12-27,37.4094,37.4094,37.1926,37.3002,10637424.0
2019-12-28,37.4094,37.4094,37.1926,37.3002,10637424.0
2019-12-29,37.4094,37.4094,37.1926,37.3002,10637424.0
2019-12-30,37.3657,37.3688,37.1567,37.2409,8837739.0
2019-12-31,37.2721,37.3657,36.8635,37.0663,14746731.0
2020-01-01,37.2721,37.3657,36.8635,37.0663,14746731.0
2020-01-02,37.0725,37.3938,37.0231,37.0975,19978965.0
2020-01-03,36.8885,37.0502,36.6764,36.77,16203498.0
2020-01-04,36.8885,37.0502,36.6764,36.77,16203498.0
2020-01-05,36.8885,37.0502,36.6764,36.77,16203498.0
2020-01-06,36.6171,36.8323,36.4206,36.6951,19339635.0
2020-01-07,36.5735,36.653,36.2428,36.3551,20610141.0
2020-01-08,36.274,36.4082,36.0807,36.2304,17641449.0
2020-01-09,36.2273,36.6078,36.2056,36.6047,16696896.0
2020-01-10,36.5672,36.5984,36.1742,36.299,18166104.0
2020-01-11,36.5672,36.5984,36.1742,36.299,18166104.0
2020-01-12,36.5672,36.5984,36.1742,36.299,18166104.0
2020-01-13,36.299,36.352,35.984,36.143,18342294.0
2020-01-14,36.0152,36.2459,35.9091,36.2366,19761963.0
2020-01-15,35.7532,36.1399,35.7189,35.9559,22362528.0
2020-01-16,36.0245,36.1586,35.9559,36.1493,16108290.0
2020-01-17,36.1961,36.274,35.7563,35.8561,30135027.0
2020-01-18,36.1961,36.274,35.7563,35.8561,30135027.0
2020-01-19,36.1961,36.274,35.7563,35.8561,30135027.0
2020-01-20,36.1961,36.274,35.7563,35.8561,30135027.0
2020-01-21,35.7407,36.0838,35.7173,36.0526,22061034.0
2020-01-22,35.9372,36.3458,35.9247,36.2117,14779155.0
2020-01-23,36.246,36.2772,35.881,36.1212,12915522.0
2020-01-24,36.1805,36.1898,35.6035,35.6721,13150284.0
2020-01-25,36.1805,36.1898,35.6035,35.6721,13150284.0
2020-01-26,36.1805,36.1898,35.6035,35.6721,13150284.0
2020-01-27,35.304,36.2522,35.145,36.1368,21055218.0
2020-01-28,36.1742,36.4612,36.1647,36.3676,15810906.0
2020-01-29,36.3551,36.5298,36.1462,36.1462,11333001.0
2020-01-30,36.0588,36.405,35.9719,36.3614,13744776.0
2020-01-31,36.1181,36.2615,35.5255,35.7095,23327361.0
2020-02-01,36.1181,36.2615,35.5255,35.7095,23327361.0
2020-02-02,36.1181,36.2615,35.5255,35.7095,23327361.0
2020-02-03,35.8374,35.9902,35.5879,35.6409,13055586.0
2020-02-04,35.9434,36.2553,35.8343,35.9528,15696666.0
2020-02-05,36.0557,36.4768,35.8218,36.4331,17048658.0
2020-02-06,36.4393,36.5641,36.1992,36.2772,16058766.0
2020-02-07,36.2148,36.4175,36.1056,36.3208,11069916.0
2020-02-08,36.2148,36.4175,36.1056,36.3208,11069916.0
2020-02-09,36.2148,36.4175,36.1056,36.3208,11069916.0
2020-02-10,36.1025,36.4861,35.8826,35.9465,18434604.0
2020-02-11,36.0027,36.0245,35.6939,35.9933,17391603.0
2020-02-12,36.0245,36.3115,35.9964,36.1337,14206653.0
2020-02-13,36.1337,36.6592,36.0498,36.6296,15999561.0
2020-02-14,36.7013,36.9821,36.5407,36.77,24391944.0
2020-02-15,36.7013,36.9821,36.5407,36.77,24391944.0
2020-02-16,36.7013,36.9821,36.5407,36.77,24391944.0
2020-02-17,36.7013,36.9821,36.5407,36.77,24391944.0
2020-02-18,36.9509,37.4125,36.6047,37.3127,34548363.0
2020-02-19,37.2721,37.4094,36.7045,36.7045,21563313.0
2020-02-20,36.5579,36.8386,36.4487,36.7076,15069981.0
2020-02-21,36.6296,37.0382,36.5891,36.9852,18727578.0
2020-02-22,36.6296,37.0382,36.5891,36.9852,18727578.0
2020-02-23,36.6296,37.0382,36.5891,36.9852,18727578.0
2020-02-24,36.6358,36.9477,36.1655,36.2803,19848114.0
2020-02-25,36.2896,36.5142,35.5723,35.6783,23293029.0
2020-02-26,35.775,35.9216,35.4475,35.488,20021130.0
2020-02-27,35.1075,35.5785,34.4182,34.4338,28476789.0
2020-02-28,33.5886,33.8475,32.5531,33.5855,52512228.0
2020-02-29,33.5886,33.8475,32.5531,33.5855,52512228.0
