,TXN US Equity,TXN US Equity,TXN US Equity,TXN US Equity,TXN US Equity
2020-03-22,93.4562,94.3506,86.8383,87.2855,10253305.0
2020-03-23,87.0619,91.1847,84.8887,88.0367,9680823.0
2020-03-24,91.3501,94.5115,88.9489,94.2254,9385741.0
2020-03-25,93.3042,94.6457,88.0993,88.6806,11862056.0
2020-03-26,88.8952,97.3376,88.5464,96.3717,10442996.0
2020-03-27,93.0091,93.9034,89.4944,89.879,7579184.0
2020-03-28,93.0091,93.9034,89.4944,89.879,7579184.0
2020-03-29,93.0091,93.9034,89.4944,89.879,7579184.0
2020-03-30,89.7895,92.5083,89.7001,91.2383,6950754.0
2020-03-31,91.2383,92.2802,88.9668,89.3692,8970003.0
2020-04-01,85.944,89.7627,85.9171,86.6505,8229664.0
2020-04-02,86.0871,91.4172,85.944,91.2383,8353715.0
2020-04-03,91.6139,92.6871,88.4033,89.4139,6587405.0
2020-04-04,91.6139,92.6871,88.4033,89.4139,6587405.0
2020-04-05,91.6139,92.6871,88.4033,89.4139,6587405.0
2020-04-06,93.5278,97.9815,92.5709,97.4449,7189653.0
2020-04-07,99.8864,100.9953,94.6457,95.0302,7762249.0
2020-04-08,96.7563,98.9742,94.9945,98.527,5426602.0
2020-04-09,99.2693,100.3514,95.7636,96.3091,5902415.0
2020-04-10,99.2693,100.3514,95.7636,96.3091,5902415.0
2020-04-11,99.2693,100.3514,95.7636,96.3091,5902415.0
2020-04-12,99.2693,100.3514,95.7636,96.3091,5902415.0
2020-04-13,94.3506,96.9888,94.1717,96.2912,5209410.0
2020-04-14,97.9457,99.6516,97.4538,99.2246,8142378.0
2020-04-15,97.5522,97.6059,95.4774,96.5685,5381347.0
2020-04-16,97.8563,100.0831,96.4164,99.6181,5777685.0
2020-04-17,99.8148,102.0059,99.0278,101.5498,6100164.0
2020-04-18,99.8148,102.0059,99.0278,101.5498,6100164.0
2020-04-19,99.8148,102.0059,99.0278,101.5498,6100164.0
2020-04-20,99.7344,102.9539,99.5376,99.7433,7957252.0
2020-04-21,98.5539,99.0457,95.2449,95.5489,8799824.0
2020-04-22,98.0888,100.575,97.1319,100.1457,10961262.0
2020-04-23,99.9311,101.8628,98.536,98.7864,5374254.0
2020-04-24,99.5823,101.9523,99.3051,101.8897,5570209.0
2020-04-25,99.5823,101.9523,99.3051,101.8897,5570209.0
2020-04-26,99.5823,101.9523,99.3051,101.8897,5570209.0
2020-04-27,101.9523,103.9555,101.0758,103.5442,4728247.0
2020-04-28,105.6369,107.1438,102.0149,102.1669,5762275.0
2020-04-29,103.6783,107.032,103.6246,106.7816,4936870.0
2020-04-30,105.1182,105.5206,103.0165,103.8035,5781032.0
2020-05-01,101.2889,102.073,98.648,98.8824,5839885.0
2020-05-02,101.2889,102.073,98.648,98.8824,5839885.0
2020-05-03,101.2889,102.073,98.648,98.8824,5839885.0
2020-05-04,98.1703,99.7386,97.1969,99.5944,4987070.0
2020-05-05,100.4957,102.0189,99.8648,100.5318,5242554.0
2020-05-06,101.3069,102.6138,100.9283,101.3249,3701441.0
2020-05-07,102.6498,103.5872,101.5052,102.4335,3610293.0
2020-05-08,102.7129,104.137,101.6223,103.6503,4331296.0
2020-05-09,102.7129,104.137,101.6223,103.6503,4331296.0
2020-05-10,102.7129,104.137,101.6223,103.6503,4331296.0
2020-05-11,102.2172,104.3443,102.2172,103.5421,2723621.0
2020-05-12,103.7765,104.4344,100.3515,100.667,3547084.0
2020-05-13,101.7756,101.7756,96.7823,98.3055,4653232.0
2020-05-14,98.2424,99.5403,95.9171,99.4592,4396124.0
2020-05-15,96.0252,97.6746,95.0428,97.5575,7237711.0
2020-05-16,96.0252,97.6746,95.0428,97.5575,7237711.0
2020-05-17,96.0252,97.6746,95.0428,97.5575,7237711.0
2020-05-18,100.2099,103.7855,99.3781,103.1275,6527364.0
2020-05-19,102.767,103.9567,101.4241,101.5593,4595070.0
2020-05-20,103.7765,107.1023,103.3258,105.8855,4961617.0
2020-05-21,104.9482,105.7503,102.1902,102.2623,4381862.0
2020-05-22,102.3254,102.6318,101.2348,102.2352,3061595.0
2020-05-23,102.3254,102.6318,101.2348,102.2352,3061595.0
2020-05-24,102.3254,102.6318,101.2348,102.2352,3061595.0
2020-05-25,102.3254,102.6318,101.2348,102.2352,3061595.0
2020-05-26,104.3803,106.0027,104.11,104.3082,4822042.0
2020-05-27,104.9392,106.3272,104.137,106.192,4079439.0
2020-05-28,106.1379,106.9761,104.11,104.4344,3798358.0
2020-05-29,105.2817,107.4899,104.2452,107.0212,5953578.0
2020-05-30,105.2817,107.4899,104.2452,107.0212,5953578.0
2020-05-31,105.2817,107.4899,104.2452,107.0212,5953578.0
2020-06-01,106.1469,106.7147,105.2997,106.228,2842695.0
2020-06-02,106.895,110.7977,106.21,110.5633,7277681.0
2020-06-03,114.1685,115.7909,113.2402,114.6552,7650633.0
2020-06-04,113.9072,116.2686,113.826,115.89,5052550.0
2020-06-05,118.0351,122.2893,117.6656,118.4678,7788781.0
2020-06-06,118.0351,122.2893,117.6656,118.4678,7788781.0
2020-06-07,118.0351,122.2893,117.6656,118.4678,7788781.0
2020-06-08,117.7648,120.1307,116.8364,119.7476,5602583.0
2020-06-09,118.3867,119.7927,117.3051,119.0807,4449968.0
2020-06-10,119.3781,119.6845,118.0622,118.4317,4005725.0
2020-06-11,116.3137,116.4676,112.0595,112.3118,6014011.0
2020-06-12,114.7057,115.1329,110.32,111.735,5950875.0
2020-06-13,114.7057,115.1329,110.32,111.735,5950875.0
2020-06-14,114.7057,115.1329,110.32,111.735,5950875.0
2020-06-15,109.5719,112.2397,108.8779,111.9694,5152867.0
2020-06-16,115.6106,116.3858,112.1902,113.6638,3529595.0
2020-06-17,114.5201,115.2456,113.3754,113.763,2934184.0
2020-06-18,113.3213,114.1325,112.7445,113.5466,3062581.0
2020-06-19,115.4214,115.5836,111.735,112.5597,10376887.0
2020-06-20,115.4214,115.5836,111.735,112.5597,10376887.0
2020-06-21,115.4214,115.5836,111.735,112.5597,10376887.0
2020-06-22,112.4561,113.078,110.9599,112.8707,3677664.0
2020-06-23,114.1325,115.4529,113.5647,114.1235,4679048.0
2020-06-24,112.9247,114.2857,110.9779,111.753,4747121.0
2020-06-25,111.7621,112.9698,110.2749,112.7174,2617173.0
2020-06-26,112.3299,112.5649,110.3168,111.1942,9870946.0
2020-06-27,112.3299,112.5649,110.3168,111.1942,9870946.0
2020-06-28,112.3299,112.5649,110.3168,111.1942,9870946.0
2020-06-29,111.6269,112.6183,110.338,112.4561,3540060.0
2020-06-30,112.1226,115.0969,112.0775,114.4389,5572367.0
2020-07-01,114.1054,114.3398,112.3659,112.4831,4021990.0
2020-07-02,113.9162,114.6192,112.6814,113.3934,4798950.0
2020-07-03,113.9162,114.6192,112.6814,113.3934,4798950.0
2020-07-04,113.9162,114.6192,112.6814,113.3934,4798950.0
2020-07-05,113.9162,114.6192,112.6814,113.3934,4798950.0
2020-07-06,114.9256,117.6476,113.7449,116.7463,4957024.0
2020-07-07,116.0252,116.6922,115.5926,115.9081,3778525.0
2020-07-08,116.8725,116.9356,115.0879,116.5029,3583752.0
2020-07-09,116.0793,118.9635,114.3758,117.5575,4977357.0
2020-07-10,117.3682,118.283,116.2325,117.6476,2659255.0
2020-07-11,117.3682,118.283,116.2325,117.6476,2659255.0
2020-07-12,117.3682,118.283,116.2325,117.6476,2659255.0
2020-07-13,118.9725,120.4056,115.8089,116.1064,4861922.0
2020-07-14,115.178,119.1798,114.2046,118.8734,4247456.0
2020-07-15,118.4588,119.3781,117.251,119.1077,3625137.0
2020-07-16,117.936,119.5944,117.6296,119.1347,3337688.0
2020-07-17,120.3335,121.6764,119.1978,120.676,4666239.0
2020-07-18,120.3335,121.6764,119.1978,120.676,4666239.0
2020-07-19,120.3335,121.6764,119.1978,120.676,4666239.0
2020-07-20,120.9554,123.479,120.0451,123.1005,4623121.0
2020-07-21,123.5584,124.0649,121.9108,122.1091,7748874.0
2020-07-22,121.3159,121.8387,117.6115,119.4502,10911866.0
2020-07-23,119.8738,120.009,115.6557,116.3046,7793548.0
2020-07-24,116.9446,118.9455,115.4664,116.8364,5077126.0
2020-07-25,116.9446,118.9455,115.4664,116.8364,5077126.0
2020-07-26,116.9446,118.9455,115.4664,116.8364,5077126.0
2020-07-27,117.4854,119.2699,117.2059,119.0807,3874495.0
2020-07-28,117.9811,118.8013,116.9175,117.2871,3545276.0
2020-07-29,118.0081,119.2429,117.7017,118.648,2818329.0
2020-07-30,116.5699,117.8585,115.9255,116.9692,4146867.0
2020-07-31,116.4791,116.706,113.8292,115.7531,8044132.0
2020-08-01,116.4791,116.706,113.8292,115.7531,8044132.0
2020-08-02,116.4791,116.706,113.8292,115.7531,8044132.0
2020-08-03,116.2976,117.5227,115.8711,117.3594,4311843.0
2020-08-04,117.1053,120.091,116.8058,120.0002,5361540.0
2020-08-05,118.4303,120.5085,118.4121,120.4268,4370266.0
2020-08-06,120.327,121.4432,119.8187,121.3706,2961770.0
2020-08-07,121.3706,121.7064,120.2181,121.2072,2856748.0
2020-08-08,121.3706,121.7064,120.2181,121.2072,2856748.0
2020-08-09,121.3706,121.7064,120.2181,121.2072,2856748.0
2020-08-10,120.8987,123.2491,120.2181,122.8861,5526700.0
2020-08-11,124.1567,125.9898,123.1039,123.4579,5383829.0
2020-08-12,124.7556,126.2711,124.0115,125.8174,3073749.0
2020-08-13,125.3364,125.7811,124.2837,124.4652,2945103.0
2020-08-14,124.9916,125.5179,124.3291,124.6467,2062933.0
2020-08-15,124.9916,125.5179,124.3291,124.6467,2062933.0
2020-08-16,124.9916,125.5179,124.3291,124.6467,2062933.0
2020-08-17,125.1095,126.3619,124.9008,125.4907,2380521.0
2020-08-18,126.1078,126.557,125.4181,126.4254,2760749.0
2020-08-19,126.7521,127.8502,125.2638,125.6722,3803285.0
2020-08-20,124.6104,126.2621,123.9842,125.7539,2761194.0
2020-08-21,125.3455,127.4963,124.5015,127.3511,4382515.0
2020-08-22,125.3455,127.4963,124.5015,127.3511,4382515.0
2020-08-23,125.3455,127.4963,124.5015,127.3511,4382515.0
2020-08-24,127.8321,128.6942,126.9786,127.9773,2841274.0
2020-08-25,128.4855,129.0618,127.941,128.5581,2840696.0
2020-08-26,128.2495,129.4928,128.068,129.275,2974138.0
2020-08-27,129.8286,129.9829,127.5235,128.4038,2801034.0
2020-08-28,128.422,130.3096,128.0499,130.2188,2884765.0
2020-08-29,128.422,130.3096,128.0499,130.2188,2884765.0
2020-08-30,128.422,130.3096,128.0499,130.2188,2884765.0
2020-08-31,129.4565,130.0192,128.7033,129.0028,4344554.0
2020-09-01,129.7741,131.6436,128.9029,131.5529,3564400.0
2020-09-02,132.9051,134.6475,132.0339,133.985,4579461.0
2020-09-03,133.4042,133.8035,127.5598,128.5672,5866361.0
2020-09-04,127.823,129.3385,124.9734,127.4781,5251718.0
2020-09-05,127.823,129.3385,124.9734,127.4781,5251718.0
2020-09-06,127.823,129.3385,124.9734,127.4781,5251718.0
2020-09-07,127.823,129.3385,124.9734,127.4781,5251718.0
2020-09-08,123.6031,125.8809,123.1947,123.4579,5893677.0
2020-09-09,125.4272,127.823,124.5015,126.7612,5418553.0
2020-09-10,126.5253,128.186,123.6212,124.5015,3985960.0
2020-09-11,125.4362,126.1441,122.7409,123.7573,3524401.0
2020-09-12,125.4362,126.1441,122.7409,123.7573,3524401.0
2020-09-13,125.4362,126.1441,122.7409,123.7573,3524401.0
2020-09-14,125.5259,126.2439,124.9008,125.7176,3120599.0
2020-09-15,126.861,128.7033,126.4708,127.6324,2718779.0
2020-09-16,128.9483,128.9846,126.6977,126.7612,3591759.0
2020-09-17,123.8027,127.5326,123.3459,127.4146,5646089.0
2020-09-18,128.0862,128.6851,124.3291,125.8355,7025924.0
2020-09-19,128.0862,128.6851,124.3291,125.8355,7025924.0
2020-09-20,128.0862,128.6851,124.3291,125.8355,7025924.0
2020-09-21,123.3036,124.438,121.8969,124.3109,6035987.0
2020-09-22,125.0369,125.9808,123.0858,125.8265,3213217.0
2020-09-23,126.2258,126.2258,122.26,122.6593,5766588.0
2020-09-24,121.7154,125.527,121.7154,124.0478,2910981.0
2020-09-25,123.3762,126.2349,122.2872,125.527,3036028.0
2020-09-26,123.3762,126.2349,122.2872,125.527,3036028.0
2020-09-27,123.3762,126.2349,122.2872,125.527,3036028.0
2020-09-28,127.2513,128.8666,126.7975,128.8122,3454334.0
2020-09-29,129.1298,129.8224,128.1406,128.4129,2747432.0
2020-09-30,128.1043,130.9086,127.519,129.5836,5599558.0
2020-10-01,131.9885,133.6038,130.6726,131.5075,4431150.0
2020-10-02,128.9392,130.6181,127.8139,128.0408,3928603.0
2020-10-03,128.9392,130.6181,127.8139,128.0408,3928603.0
2020-10-04,128.9392,130.6181,127.8139,128.0408,3928603.0
2020-10-05,129.1298,130.8904,128.4764,130.7543,3052841.0
2020-10-06,130.5455,133.5312,129.7469,130.5455,3418781.0
2020-10-07,131.8977,133.6674,131.4167,133.1773,2845594.0
2020-10-08,133.2499,134.593,133.0049,134.3662,2323727.0
2020-10-09,136.1993,137.5061,135.0831,136.9526,4209933.0
2020-10-10,136.1993,137.5061,135.0831,136.9526,4209933.0
2020-10-11,136.1993,137.5061,135.0831,136.9526,4209933.0
2020-10-12,138.4681,141.354,137.7875,140.5735,5147837.0
2020-10-13,140.7641,141.4629,139.4664,140.2015,3524030.0
2020-10-14,140.2105,140.4193,138.1051,138.6405,3267533.0
2020-10-15,137.7784,138.8946,136.9072,138.4409,2936219.0
2020-10-16,139.7295,140.5917,138.6042,138.9582,4600667.0
2020-10-17,139.7295,140.5917,138.6042,138.9582,4600667.0
2020-10-18,139.7295,140.5917,138.6042,138.9582,4600667.0
2020-10-19,139.1034,140.5917,136.3627,136.8164,4225352.0
2020-10-20,137.7512,138.1596,135.8409,136.88,3919125.0
2020-10-21,135.31,135.6367,131.2808,132.6147,6700591.0
2020-10-22,133.2408,135.1103,132.3424,134.5114,3167621.0
2020-10-23,134.6929,136.1267,134.6021,136.0904,3509434.0
2020-10-24,134.6929,136.1267,134.6021,136.0904,3509434.0
2020-10-25,134.6929,136.1267,134.6021,136.0904,3509434.0
2020-10-26,134.4932,134.7655,130.8813,132.4513,4290788.0
2020-10-27,133.9759,134.6112,132.9952,133.5131,4102600.0
2020-10-28,131.3169,132.3696,128.6488,129.7741,7413559.0
2020-10-29,129.5091,134.646,129.18,133.6222,5600383.0
2020-10-30,132.5345,133.4029,130.2769,132.1598,5427118.0
2020-10-31,132.5345,133.4029,130.2769,132.1598,5427118.0
2020-11-01,132.5345,133.4029,130.2769,132.1598,5427118.0
2020-11-02,133.869,134.2712,131.8216,133.083,3756552.0
2020-11-03,134.2346,135.8159,134.0518,134.6368,3588577.0
2020-11-04,137.8359,140.3038,135.6788,138.9602,5015699.0
2020-11-05,141.5286,142.8631,140.8979,142.1867,4638073.0
2020-11-06,142.6307,144.6089,141.62,144.1793,4217915.0
2020-11-07,142.6307,144.6089,141.62,144.1793,4217915.0
2020-11-08,142.6307,144.6089,141.62,144.1793,4217915.0
2020-11-09,148.0731,150.477,142.6437,142.79,5308637.0
2020-11-10,142.0222,142.9088,138.037,138.4666,5697945.0
2020-11-11,141.6154,142.534,140.4318,142.3147,3497169.0
2020-11-12,142.6072,143.4389,140.4501,141.2178,2607087.0
2020-11-13,143.1739,144.3987,141.8211,143.183,2439811.0
2020-11-14,143.1739,144.3987,141.8211,143.183,2439811.0
2020-11-15,143.1739,144.3987,141.8211,143.183,2439811.0
2020-11-16,143.746,145.6829,143.1556,144.7003,3456499.0
2020-11-17,143.8594,144.7003,141.8394,142.1319,3526734.0
2020-11-18,142.3512,142.8997,140.2215,140.3495,2998439.0
2020-11-19,139.9565,143.8959,139.5817,143.7497,2465531.0
2020-11-20,143.7954,145.1025,143.0916,143.3384,3012972.0
2020-11-21,143.7954,145.1025,143.0916,143.3384,3012972.0
2020-11-22,143.7954,145.1025,143.0916,143.3384,3012972.0
2020-11-23,143.41,145.0659,141.8028,143.8868,2803289.0
2020-11-24,144.9836,145.7514,143.2196,145.6509,4962833.0
2020-11-25,145.8337,146.2633,143.7406,144.0513,3543903.0
2020-11-26,145.8337,146.2633,143.7406,144.0513,3543903.0
2020-11-27,145.6783,146.5101,145.1299,145.3218,3084389.0
2020-11-28,145.6783,146.5101,145.1299,145.3218,3084389.0
2020-11-29,145.6783,146.5101,145.1299,145.3218,3084389.0
2020-11-30,145.5412,147.6252,144.161,147.3875,4845192.0
2020-12-01,148.6489,150.2028,147.7349,149.435,4894413.0
2020-12-02,148.7952,149.5127,147.9085,148.7312,4212255.0
2020-12-03,149.1333,150.413,147.7075,148.0548,4778646.0
2020-12-04,148.9962,152.2776,148.5484,152.2045,3741574.0
2020-12-05,148.9962,152.2776,148.5484,152.2045,3741574.0
2020-12-06,148.9962,152.2776,148.5484,152.2045,3741574.0
2020-12-07,152.0674,152.1405,151.03,151.9943,4645586.0
2020-12-08,152.0034,152.8626,150.8152,152.3507,3259883.0
2020-12-09,150.6324,152.1588,148.0365,148.7677,5594021.0
2020-12-10,148.2193,148.8683,146.958,148.0731,5597283.0
2020-12-11,146.8026,148.0274,145.9068,146.8026,4145765.0
2020-12-12,146.8026,148.0274,145.9068,146.8026,4145765.0
2020-12-13,146.8026,148.0274,145.9068,146.8026,4145765.0
2020-12-14,147.5704,148.7586,146.2359,146.3547,5994265.0
2020-12-15,148.0914,148.7403,147.351,148.4204,5732166.0
2020-12-16,148.9323,149.3162,147.0859,148.1828,3148110.0
2020-12-17,148.9048,148.9962,147.5338,148.7038,5253382.0
2020-12-18,149.3253,150.4587,148.1645,149.9651,7072582.0
2020-12-19,149.3253,150.4587,148.1645,149.9651,7072582.0
2020-12-20,149.3253,150.4587,148.1645,149.9651,7072582.0
2020-12-21,147.6618,148.8043,145.8428,148.4661,3077337.0
2020-12-22,148.2467,149.4076,148.1279,148.5484,2645599.0
2020-12-23,148.2559,149.1973,146.9854,147.1408,2012454.0
2020-12-24,146.9031,147.936,146.6837,147.744,1044396.0
2020-12-25,146.9031,147.936,146.6837,147.744,1044396.0
2020-12-26,146.9031,147.936,146.6837,147.744,1044396.0
2020-12-27,146.9031,147.936,146.6837,147.744,1044396.0
2020-12-28,149.6863,149.6863,147.159,147.5886,2139362.0
2020-12-29,148.0365,148.6946,146.766,147.3236,2433694.0
2020-12-30,147.9725,149.1014,147.8537,148.7129,2213785.0
2020-12-31,148.8683,150.2576,147.9725,150.02,2906171.0
2021-01-01,148.8683,150.2576,147.9725,150.02,2906171.0
2021-01-02,148.8683,150.2576,147.9725,150.02,2906171.0
2021-01-03,148.8683,150.2576,147.9725,150.02,2906171.0
2021-01-04,150.4496,153.411,146.9351,148.2742,4659971.0
2021-01-05,147.7989,149.4715,147.415,149.3619,4734166.0
2021-01-06,148.3473,153.0545,148.1371,150.1022,5254431.0
2021-01-07,151.1168,154.1971,150.6506,153.5024,5673709.0
2021-01-08,156.4045,157.8989,154.3433,156.4456,4556506.0
2021-01-09,156.4045,157.8989,154.3433,156.4456,4556506.0
2021-01-10,156.4045,157.8989,154.3433,156.4456,4556506.0
2021-01-11,155.6047,157.2499,154.5993,156.5827,4553836.0
2021-01-12,156.5644,158.7307,156.2719,157.4876,3406613.0
2021-01-13,157.4785,157.9903,156.1805,156.6741,2953892.0
2021-01-14,156.3908,157.707,155.7052,156.9483,3416354.0
2021-01-15,156.2811,156.3816,153.1642,154.645,3734645.0
2021-01-16,156.2811,156.3816,153.1642,154.645,3734645.0
2021-01-17,156.2811,156.3816,153.1642,154.645,3734645.0
2021-01-18,156.2811,156.3816,153.1642,154.645,3734645.0
2021-01-19,156.4685,159.6813,156.4685,159.2151,6278012.0
2021-01-20,159.8111,160.12,157.9355,158.429,4329529.0
2021-01-21,159.4253,160.3826,157.3139,160.0469,3584673.0
2021-01-22,159.4893,160.3668,157.8989,157.9538,3737120.0
2021-01-23,159.4893,160.3668,157.8989,157.9538,3737120.0
2021-01-24,159.4893,160.3668,157.8989,157.9538,3737120.0
2021-01-25,158.461,159.5624,156.0069,158.0543,5401881.0
2021-01-26,157.2774,159.2974,156.5736,156.7289,5341850.0
2021-01-27,152.1359,153.2086,148.1056,148.9231,10011230.0
2021-01-28,153.4476,156.3908,150.9431,154.6815,6796641.0
2021-01-29,153.2469,154.4884,150.8285,152.3641,5969788.0
2021-01-30,153.2469,154.4884,150.8285,152.3641,5969788.0
2021-01-31,153.2469,154.4884,150.8285,152.3641,5969788.0
2021-02-01,153.8998,159.0862,153.5872,158.5897,5715619.0
2021-02-02,159.1322,161.5691,158.1759,160.6955,4861179.0
2021-02-03,160.7265,161.1668,154.9481,155.0217,5019216.0
2021-02-04,156.2907,158.277,154.5409,158.1667,3519812.0
2021-02-05,158.9023,159.2518,154.5435,156.2631,4045138.0
2021-02-06,158.9023,159.2518,154.5435,156.2631,4045138.0
2021-02-07,158.9023,159.2518,154.5435,156.2631,4045138.0
2021-02-08,157.5597,161.284,157.1,161.0357,4597562.0
2021-02-09,160.461,161.1277,159.3917,159.7207,2777653.0
2021-02-10,161.1093,161.9737,158.7368,160.3368,3414929.0
2021-02-11,161.845,165.2014,161.33,164.806,4775984.0
2021-02-12,163.6841,165.4313,163.068,165.1922,2532565.0
2021-02-13,163.6841,165.4313,163.068,165.1922,2532565.0
2021-02-14,163.6841,165.4313,163.068,165.1922,2532565.0
2021-02-15,163.6841,165.4313,163.068,165.1922,2532565.0
2021-02-16,165.5232,167.1785,164.4519,166.2221,3887591.0
2021-02-17,163.9784,165.7164,162.176,164.1715,4315389.0
2021-02-18,163.1599,163.2427,160.1897,162.3139,4195117.0
2021-02-19,163.5554,165.1278,162.4335,164.0059,4248489.0
2021-02-20,163.5554,165.1278,162.4335,164.0059,4248489.0
2021-02-21,163.5554,165.1278,162.4335,164.0059,4248489.0
2021-02-22,161.845,162.691,158.792,159.169,4386895.0
2021-02-23,160.1621,160.4071,154.9573,158.9483,6514423.0
2021-02-24,157.8264,165.3117,156.8517,164.9623,5100507.0
2021-02-25,164.1439,164.1439,156.3827,156.8149,6099645.0
2021-02-26,159.3437,159.8679,155.5275,158.4149,6060667.0
2021-02-27,159.3437,159.8679,155.5275,158.4149,6060667.0
2021-02-28,159.3437,159.8679,155.5275,158.4149,6060667.0
2021-03-01,160.4656,163.5554,159.169,163.3806,4771643.0
