,NSP US Equity,NSP US Equity,NSP US Equity,NSP US Equity,NSP US Equity
2022-05-29,94.7072,96.3308,94.7072,96.0618,140483.0
2022-05-30,94.7072,96.3308,94.7072,96.0618,140483.0
2022-05-31,95.3989,96.8688,94.2076,96.1386,507851.0
2022-06-01,96.6382,97.4981,94.15,95.1683,129832.0
2022-06-02,96.0138,97.7719,95.0819,97.7238,210432.0
2022-06-03,96.3788,96.8256,94.736,95.2164,192659.0
2022-06-04,96.3788,96.8256,94.736,95.2164,192659.0
2022-06-05,96.3788,96.8256,94.736,95.2164,192659.0
2022-06-06,96.35,96.35,94.9185,95.0146,120211.0
2022-06-07,94.2845,95.8072,94.2845,95.3413,309353.0
2022-06-08,94.588,94.9839,93.3421,93.5546,151907.0
2022-06-09,93.1103,94.1244,93.062,93.4097,140824.0
2022-06-10,91.5458,92.6178,90.7828,91.7776,117418.0
2022-06-11,91.5458,92.6178,90.7828,91.7776,117418.0
2022-06-12,91.5458,92.6178,90.7828,91.7776,117418.0
2022-06-13,89.7591,90.3482,88.4553,88.9092,285284.0
2022-06-14,89.141,90.5269,88.6871,90.3096,393132.0
2022-06-15,91.4589,92.019,89.8267,91.0725,187507.0
2022-06-16,89.2955,89.2955,84.7371,85.867,182637.0
2022-06-17,86.4465,87.6634,85.6352,86.4851,226601.0
2022-06-18,86.4465,87.6634,85.6352,86.4851,226601.0
2022-06-19,86.4465,87.6634,85.6352,86.4851,226601.0
2022-06-20,86.4465,87.6634,85.6352,86.4851,226601.0
2022-06-21,87.6247,90.3482,87.0356,89.8557,163540.0
2022-06-22,89.2183,91.2174,89.1507,90.3772,178827.0
2022-06-23,90.4738,91.0435,88.7547,90.1744,163909.0
2022-06-24,91.1112,94.6363,91.1112,94.4334,372737.0
2022-06-25,91.1112,94.6363,91.1112,94.4334,372737.0
2022-06-26,91.1112,94.6363,91.1112,94.4334,372737.0
2022-06-27,95.7759,96.6064,94.2837,96.1622,160873.0
2022-06-28,97.1666,97.2535,94.0375,94.0664,136678.0
2022-06-29,94.1437,94.1437,92.7289,93.9216,107579.0
2022-06-30,92.5695,96.4905,92.4053,96.4133,218852.0
2022-07-01,95.5924,97.0893,94.2596,96.8286,126241.0
2022-07-02,95.5924,97.0893,94.2596,96.8286,126241.0
2022-07-03,95.5924,97.0893,94.2596,96.8286,126241.0
2022-07-04,95.5924,97.0893,94.2596,96.8286,126241.0
2022-07-05,95.0033,96.9686,93.3663,96.9445,124516.0
2022-07-06,96.9831,98.4994,96.2732,97.9875,120727.0
2022-07-07,98.8084,100.1025,98.509,99.639,97064.0
2022-07-08,99.1561,100.7013,98.5283,99.4555,95355.0
2022-07-09,99.1561,100.7013,98.5283,99.4555,95355.0
2022-07-10,99.1561,100.7013,98.5283,99.4555,95355.0
2022-07-11,98.8181,99.4555,97.6688,98.2,116247.0
2022-07-12,98.3352,100.0446,96.3408,96.9831,95195.0
2022-07-13,95.9787,97.4756,95.8097,96.5002,81682.0
2022-07-14,95.3509,97.2149,94.6797,96.5581,96528.0
2022-07-15,98.0165,98.0165,95.5441,96.9445,240802.0
2022-07-16,98.0165,98.0165,95.5441,96.9445,240802.0
2022-07-17,98.0165,98.0165,95.5441,96.9445,240802.0
2022-07-18,97.9006,98.4994,94.7715,94.8874,113432.0
2022-07-19,95.4765,98.7505,94.5397,98.3255,132436.0
2022-07-20,98.6635,100.0736,98.1227,99.9866,118144.0
2022-07-21,99.0498,102.0148,98.3062,101.9761,150064.0
2022-07-22,101.4643,102.5073,98.905,100.3343,156829.0
2022-07-23,101.4643,102.5073,98.905,100.3343,156829.0
2022-07-24,101.4643,102.5073,98.905,100.3343,156829.0
2022-07-25,100.5371,101.2035,99.7259,100.2764,80458.0
2022-07-26,99.61,100.8076,98.5959,99.5714,171310.0
2022-07-27,100.1991,102.9516,100.0349,102.7681,163715.0
2022-07-28,103.4441,105.6751,102.7101,105.057,103768.0
2022-07-29,104.7093,106.4573,104.7093,105.9841,170568.0
2022-07-30,104.7093,106.4573,104.7093,105.9841,170568.0
2022-07-31,104.7093,106.4573,104.7093,105.9841,170568.0
2022-08-01,104.9507,107.9012,103.7725,107.2106,217897.0
2022-08-02,109.3257,110.5812,104.7093,105.0859,234455.0
2022-08-03,105.2694,107.4328,104.0139,106.1869,235041.0
2022-08-04,105.337,106.5008,104.7962,105.6557,131557.0
2022-08-05,104.2361,105.9455,103.589,105.5978,120610.0
2022-08-06,104.2361,105.9455,103.589,105.5978,120610.0
2022-08-07,104.2361,105.9455,103.589,105.5978,120610.0
2022-08-08,105.366,106.0903,103.9463,105.5302,122143.0
2022-08-09,105.8296,106.071,104.1008,105.4336,139503.0
2022-08-10,106.2352,107.3845,105.3274,107.2396,108491.0
2022-08-11,108.1185,108.2827,107.2419,107.6066,101587.0
2022-08-12,107.7998,111.9912,107.3652,111.9333,131767.0
2022-08-13,107.7998,111.9912,107.3652,111.9333,131767.0
2022-08-14,107.7998,111.9912,107.3652,111.9333,131767.0
2022-08-15,110.2142,112.1264,109.8762,111.1124,149178.0
2022-08-16,109.8955,112.0975,109.8955,111.8174,116480.0
2022-08-17,110.5039,111.5904,109.9728,110.6198,116555.0
2022-08-18,110.6971,111.2814,110.0597,110.3204,83142.0
2022-08-19,109.9921,109.9921,108.7655,109.7699,135142.0
2022-08-20,109.9921,109.9921,108.7655,109.7699,135142.0
2022-08-21,109.9921,109.9921,108.7655,109.7699,135142.0
2022-08-22,108.4661,109.4126,107.4135,108.7655,94064.0
2022-08-23,108.0992,109.3643,107.7322,107.8384,111485.0
2022-08-24,107.1527,109.1229,107.1527,109.0166,86828.0
2022-08-25,109.2581,110.108,108.1571,110.0887,135334.0
2022-08-26,110.2142,110.2142,106.2642,108.1668,219794.0
2022-08-27,110.2142,110.2142,106.2642,108.1668,219794.0
2022-08-28,110.2142,110.2142,106.2642,108.1668,219794.0
2022-08-29,106.9402,107.3797,104.265,106.9885,277324.0
2022-08-30,106.8147,106.8147,103.8208,104.661,138410.0
2022-08-31,104.3906,106.2352,104.3906,105.2888,203592.0
2022-09-01,103.9077,105.79,103.9077,105.6364,133780.0
2022-09-02,107.0754,107.2203,103.2413,104.3037,146348.0
2022-09-03,107.0754,107.2203,103.2413,104.3037,146348.0
2022-09-04,107.0754,107.2203,103.2413,104.3037,146348.0
2022-09-05,107.0754,107.2203,103.2413,104.3037,146348.0
2022-09-06,105.1149,105.1149,103.0578,104.4678,243637.0
2022-09-07,104.8638,106.863,103.8691,106.7567,168797.0
2022-09-08,105.3788,106.8149,105.0004,106.7373,131279.0
2022-09-09,107.1934,109.6386,107.1934,109.3281,153142.0
2022-09-10,107.1934,109.6386,107.1934,109.3281,153142.0
2022-09-11,107.1934,109.6386,107.1934,109.3281,153142.0
2022-09-12,109.3184,109.9006,108.1831,108.9303,125451.0
2022-09-13,106.4365,108.8526,103.9961,104.8354,166194.0
2022-09-14,105.4759,105.4759,102.0991,103.4673,224716.0
2022-09-15,103.0403,103.5158,101.0414,101.5654,177259.0
2022-09-16,100.4398,103.2829,99.7412,103.0694,370028.0
2022-09-17,100.4398,103.2829,99.7412,103.0694,370028.0
2022-09-18,100.4398,103.2829,99.7412,103.0694,370028.0
2022-09-19,102.0409,105.7427,102.0409,105.4856,109955.0
2022-09-20,104.36,104.36,102.4581,103.9524,111402.0
2022-09-21,105.0974,106.7276,103.8166,103.9718,151855.0
2022-09-22,103.0888,103.5158,101.9632,102.8462,149579.0
2022-09-23,101.546,101.546,98.7708,99.9934,260663.0
2022-09-24,101.546,101.546,98.7708,99.9934,260663.0
2022-09-25,101.546,101.546,98.7708,99.9934,260663.0
2022-09-26,99.9255,101.6091,99.2172,100.3525,216709.0
2022-09-27,101.3422,102.3223,98.994,100.4786,164920.0
2022-09-28,101.1967,103.7487,100.9638,103.0306,196260.0
2022-09-29,101.7498,102.1719,99.3336,100.6921,132217.0
2022-09-30,100.7503,102.7589,98.829,99.0619,205046.0
2022-10-01,100.7503,102.7589,98.829,99.0619,205046.0
2022-10-02,100.7503,102.7589,98.829,99.0619,205046.0
2022-10-03,100.4883,102.6134,98.1983,102.429,226238.0
2022-10-04,104.3018,105.7476,104.1077,105.4662,185270.0
2022-10-05,104.2047,104.6705,103.3411,104.0398,285518.0
2022-10-06,103.6128,103.7972,101.546,102.264,177617.0
2022-10-07,101.6139,101.6139,98.6107,99.8673,336263.0
2022-10-08,101.6139,101.6139,98.6107,99.8673,336263.0
2022-10-09,101.6139,101.6139,98.6107,99.8673,336263.0
2022-10-10,100.4786,101.643,98.897,101.6042,264352.0
2022-10-11,101.0705,104.5539,100.76,104.2144,348478.0
2022-10-12,104.7578,105.4953,103.8263,103.9427,192139.0
2022-10-13,102.3514,107.9696,101.381,106.7276,185369.0
2022-10-14,107.9405,108.4257,102.7589,102.8559,137290.0
2022-10-15,107.9405,108.4257,102.7589,102.8559,137290.0
2022-10-16,107.9405,108.4257,102.7589,102.8559,137290.0
2022-10-17,105.1556,106.844,104.6026,106.6015,153454.0
2022-10-18,108.678,109.9394,107.8532,108.4839,158657.0
2022-10-19,107.795,108.513,105.3982,107.4651,155502.0
2022-10-20,107.8823,108.3093,103.9912,104.622,159220.0
2022-10-21,104.3115,105.9319,103.7195,105.0489,188157.0
2022-10-22,104.3115,105.9319,103.7195,105.0489,188157.0
2022-10-23,104.3115,105.9319,103.7195,105.0489,188157.0
2022-10-24,106.0095,106.4656,104.7772,105.9998,174269.0
2022-10-25,106.0969,107.6688,105.505,105.8737,213234.0
2022-10-26,106.6985,107.1497,102.3708,102.5066,249790.0
2022-10-27,102.9045,105.1265,102.07,103.8166,476147.0
2022-10-28,104.554,105.437,102.5988,103.9621,475703.0
2022-10-29,104.554,105.437,102.5988,103.9621,475703.0
2022-10-30,104.554,105.437,102.5988,103.9621,475703.0
2022-10-31,109.6483,116.8288,107.368,114.5194,716939.0
2022-11-01,116.431,118.1388,114.893,117.0229,338411.0
2022-11-02,116.1787,116.6542,110.4828,110.9583,323061.0
2022-11-03,109.7939,112.3847,108.8818,110.9971,166345.0
2022-11-04,112.113,112.113,107.5718,109.9006,171257.0
2022-11-05,112.113,112.113,107.5718,109.9006,171257.0
2022-11-06,112.113,112.113,107.5718,109.9006,171257.0
2022-11-07,110.3081,111.5793,109.9588,110.8515,157999.0
2022-11-08,111.1523,113.2095,110.7302,111.6957,132215.0
2022-11-09,110.9292,111.6278,108.7265,109.037,166229.0
2022-11-10,114.1216,114.7911,112.6952,114.4224,214278.0
2022-11-11,115.0822,115.189,111.1921,111.2979,151745.0
2022-11-12,115.0822,115.189,111.1921,111.2979,151745.0
2022-11-13,115.0822,115.189,111.1921,111.2979,151745.0
2022-11-14,109.9491,112.7534,109.6192,110.8806,168722.0
2022-11-15,112.3362,113.9178,111.424,111.7637,166961.0
2022-11-16,111.424,113.8402,111.2106,112.6661,134324.0
2022-11-17,111.4046,112.8795,110.3815,112.0256,131527.0
2022-11-18,114.044,114.3156,112.6758,113.976,174948.0
2022-11-19,114.044,114.3156,112.6758,113.976,174948.0
2022-11-20,114.044,114.3156,112.6758,113.976,174948.0
2022-11-21,113.4035,115.8488,113.3841,115.1793,177330.0
2022-11-22,116.0429,116.3825,114.2671,115.7809,129505.0
2022-11-23,115.3539,115.8779,114.0634,114.7038,98628.0
2022-11-24,115.3539,115.8779,114.0634,114.7038,98628.0
2022-11-25,114.7038,115.6741,114.4612,114.7717,53732.0
2022-11-26,114.7038,115.6741,114.4612,114.7717,53732.0
2022-11-27,114.7038,115.6741,114.4612,114.7717,53732.0
2022-11-28,113.6946,115.4509,113.4084,113.7334,101585.0
2022-11-29,113.4326,114.2089,111.8025,111.8025,124034.0
2022-11-30,111.9092,115.0628,110.9389,115.0337,210891.0
2022-12-01,115.6935,116.2669,113.1998,114.8784,108761.0
2022-12-02,112.3847,115.7857,112.2294,115.2569,142176.0
2022-12-03,112.3847,115.7857,112.2294,115.2569,142176.0
2022-12-04,112.3847,115.7857,112.2294,115.2569,142176.0
2022-12-05,113.9802,115.0815,112.2454,115.062,238308.0
2022-12-06,114.9743,115.6175,113.1664,114.0874,116127.0
2022-12-07,113.4051,115.0035,112.4062,112.9763,141751.0
2022-12-08,112.9276,113.3174,112.0407,112.7814,90340.0
2022-12-09,111.914,113.5611,111.914,113.025,101186.0
2022-12-10,111.914,113.5611,111.914,113.025,101186.0
2022-12-11,111.914,113.5611,111.914,113.025,101186.0
2022-12-12,113.2297,114.9548,112.9763,114.906,223675.0
2022-12-13,116.9527,117.8006,114.7209,116.6408,261753.0
2022-12-14,115.9781,118.6289,114.9353,114.984,259849.0
2022-12-15,113.8047,113.8047,110.5007,110.9102,176543.0
2022-12-16,110.1792,110.5642,108.6247,109.8868,306914.0
2022-12-17,110.1792,110.5642,108.6247,109.8868,306914.0
2022-12-18,110.1792,110.5642,108.6247,109.8868,306914.0
2022-12-19,110.0915,110.0915,108.1325,108.2787,194572.0
2022-12-20,108.6003,110.0866,107.8499,109.8186,183242.0
2022-12-21,110.4229,112.8058,109.8527,112.6547,163348.0
2022-12-22,111.6996,111.6996,108.6393,109.6432,119359.0
2022-12-23,109.0487,112.3233,108.766,112.0212,84489.0
2022-12-24,109.0487,112.3233,108.766,112.0212,84489.0
2022-12-25,109.0487,112.3233,108.766,112.0212,84489.0
2022-12-26,109.0487,112.3233,108.766,112.0212,84489.0
2022-12-27,111.6314,112.7911,110.7152,111.2903,66553.0
2022-12-28,112.0797,112.4208,109.4093,109.4775,106388.0
2022-12-29,110.2572,112.4013,110.2572,111.6703,106568.0
2022-12-30,110.8419,111.1246,109.7699,110.7152,87013.0
2022-12-31,110.8419,111.1246,109.7699,110.7152,87013.0
2023-01-01,110.8419,111.1246,109.7699,110.7152,87013.0
2023-01-02,110.8419,111.1246,109.7699,110.7152,87013.0
2023-01-03,111.7093,112.0115,109.1169,110.15,125397.0
2023-01-04,111.378,111.5826,109.6724,110.569,98787.0
2023-01-05,109.8089,109.8089,106.9338,107.3918,111230.0
2023-01-06,108.5516,110.569,108.0546,110.3254,183087.0
2023-01-07,108.5516,110.569,108.0546,110.3254,183087.0
2023-01-08,108.5516,110.569,108.0546,110.3254,183087.0
2023-01-09,110.4423,110.5008,106.6609,107.2456,114499.0
2023-01-10,106.5829,108.883,105.3744,108.5516,100578.0
2023-01-11,108.5906,111.4949,108.5906,111.378,97730.0
2023-01-12,111.5729,112.3038,110.6634,111.4559,92644.0
2023-01-13,110.3449,112.2304,110.3449,111.8945,176301.0
2023-01-14,110.3449,112.2304,110.3449,111.8945,176301.0
2023-01-15,110.3449,112.2304,110.3449,111.8945,176301.0
2023-01-16,110.3449,112.2304,110.3449,111.8945,176301.0
2023-01-17,112.0699,112.7717,109.4775,109.5067,177664.0
2023-01-18,109.7504,110.9514,108.1033,108.152,112143.0
2023-01-19,107.4698,109.6529,107.3334,108.8342,162397.0
2023-01-20,109.1754,111.3926,107.5478,111.261,159050.0
2023-01-21,109.1754,111.3926,107.5478,111.261,159050.0
2023-01-22,109.1754,111.3926,107.5478,111.261,159050.0
2023-01-23,111.1246,113.0153,110.8468,112.1966,99184.0
2023-01-24,112.7424,112.7424,111.0563,112.031,77592.0
2023-01-25,110.608,110.608,107.694,108.0156,144759.0
2023-01-26,108.2787,109.0779,107.694,108.7075,161353.0
2023-01-27,108.0351,108.4054,105.5303,105.8422,206288.0
2023-01-28,108.0351,108.4054,105.5303,105.8422,206288.0
2023-01-29,108.0351,108.4054,105.5303,105.8422,206288.0
2023-01-30,105.2087,107.0605,105.2087,106.0079,142724.0
2023-01-31,106.0956,107.8889,105.6765,107.7427,178814.0
2023-02-01,106.6804,108.1618,105.1795,107.6062,203328.0
2023-02-02,108.0156,111.1051,107.465,110.9881,162672.0
2023-02-03,109.6042,111.5436,109.6042,110.3839,207336.0
2023-02-04,109.6042,111.5436,109.6042,110.3839,207336.0
2023-02-05,109.6042,111.5436,109.6042,110.3839,207336.0
2023-02-06,109.7699,110.4472,108.1813,109.1559,147718.0
2023-02-07,107.9668,110.5008,107.2772,110.5008,175103.0
2023-02-08,109.5749,110.2962,107.7037,108.9512,183358.0
2023-02-09,112.0797,115.9781,111.3097,113.6683,332120.0
2023-02-10,113.6488,116.0999,113.5026,115.0035,324996.0
2023-02-11,113.6488,116.0999,113.5026,115.0035,324996.0
2023-02-12,113.6488,116.0999,113.5026,115.0035,324996.0
2023-02-13,115.1789,115.8904,114.4285,115.7539,276470.0
2023-02-14,115.7345,116.7968,114.6624,116.1925,241370.0
2023-02-15,115.1789,117.2256,115.1789,117.1379,223183.0
2023-02-16,115.8612,120.5393,115.8612,120.052,265987.0
2023-02-17,120.4126,122.7516,120.4126,122.4008,320176.0
2023-02-18,120.4126,122.7516,120.4126,122.4008,320176.0
2023-02-19,120.4126,122.7516,120.4126,122.4008,320176.0
2023-02-20,120.4126,122.7516,120.4126,122.4008,320176.0
2023-02-21,121.5529,122.4203,121.1338,121.1338,248121.0
2023-02-22,120.8999,122.6931,120.1964,121.3287,220828.0
2023-02-23,121.8062,122.0791,119.3892,120.7147,199098.0
2023-02-24,119.4769,120.1787,117.4498,118.9896,166802.0
2023-02-25,119.4769,120.1787,117.4498,118.9896,166802.0
2023-02-26,119.4769,120.1787,117.4498,118.9896,166802.0
2023-02-27,119.9253,121.5918,119.2625,119.5354,312463.0
2023-02-28,119.5354,122.508,119.5354,120.9388,375567.0
2023-03-01,120.0422,122.1766,119.6036,120.7732,251574.0
2023-03-02,119.7011,120.9194,119.6426,120.8804,176889.0
2023-03-03,121.2995,121.2995,119.6134,120.2566,138584.0
2023-03-04,121.2995,121.2995,119.6134,120.2566,138584.0
2023-03-05,121.2995,121.2995,119.6134,120.2566,138584.0
2023-03-06,119.8278,121.0071,119.4474,120.9876,144763.0
2023-03-07,120.9876,121.7283,119.6719,120.2176,140567.0
2023-03-08,120.2956,120.9973,118.9995,119.6719,121595.0
2023-03-09,120.083,120.6359,118.5463,118.5855,175380.0
2023-03-10,118.3016,118.468,115.6394,116.0407,280997.0
2023-03-11,118.3016,118.468,115.6394,116.0407,280997.0
2023-03-12,118.3016,118.468,115.6394,116.0407,280997.0
2023-03-13,114.4062,115.6394,112.3215,114.6313,494229.0
2023-03-14,117.6361,118.0961,114.4845,116.3539,367202.0
2023-03-15,114.2007,115.2675,111.4112,114.4747,381478.0
2023-03-16,113.7015,117.1173,113.124,116.4811,264217.0
2023-03-17,116.1679,116.7846,112.7619,113.8679,1467572.0
2023-03-18,116.1679,116.7846,112.7619,113.8679,1467572.0
2023-03-19,116.1679,116.7846,112.7619,113.8679,1467572.0
2023-03-20,115.0326,117.5871,114.6998,116.0505,245060.0
2023-03-21,118.1352,118.4778,116.0309,117.2739,207260.0
2023-03-22,117.4012,117.4501,113.8972,113.9658,216052.0
2023-03-23,113.9364,115.7373,111.7244,112.1257,258726.0
2023-03-24,111.1959,113.633,110.3933,113.2806,158094.0
2023-03-25,111.1959,113.633,110.3933,113.2806,158094.0
2023-03-26,111.1959,113.633,110.3933,113.2806,158094.0
2023-03-27,114.3083,115.2283,113.7994,114.7292,135733.0
2023-03-28,114.3475,115.9526,114.3475,114.8564,96599.0
2023-03-29,115.5415,116.3148,114.7096,115.4926,124527.0
2023-03-30,116.256,116.8629,115.4926,116.1582,140092.0
2023-03-31,117.3131,119.1336,116.6475,118.9672,222171.0
2023-04-01,117.3131,119.1336,116.6475,118.9672,222171.0
2023-04-02,117.3131,119.1336,116.6475,118.9672,222171.0
2023-04-03,118.4289,118.7714,117.2054,118.5365,124791.0
2023-04-04,119.0553,119.0553,115.9037,116.5692,199931.0
2023-04-05,115.4339,116.902,115.4339,116.8531,169240.0
2023-04-06,117.0586,118.5023,116.3833,118.0765,303288.0
2023-04-07,117.0586,118.5023,116.3833,118.0765,303288.0
2023-04-08,117.0586,118.5023,116.3833,118.0765,303288.0
2023-04-09,117.0586,118.5023,116.3833,118.0765,303288.0
2023-04-10,117.548,120.1319,117.548,119.114,241095.0
2023-04-11,119.6523,119.9753,118.8302,119.1336,160014.0
2023-04-12,119.8383,121.6,119.2021,119.8578,210945.0
2023-04-13,120.5332,122.0013,119.5446,121.8839,190809.0
2023-04-14,121.8741,122.8724,120.22,120.9051,144146.0
2023-04-15,121.8741,122.8724,120.22,120.9051,144146.0
2023-04-16,121.8741,122.8724,120.22,120.9051,144146.0
2023-04-17,121.2966,124.3503,120.7289,124.3014,210985.0
2023-04-18,124.4286,125.3976,122.7745,125.2605,268456.0
2023-04-19,124.918,126.2197,124.551,125.0452,250190.0
2023-04-20,123.9099,126.0729,123.1217,125.7499,267417.0
2023-04-21,126.3078,128.2996,125.9652,126.9831,441579.0
2023-04-22,126.3078,128.2996,125.9652,126.9831,441579.0
2023-04-23,126.3078,128.2996,125.9652,126.9831,441579.0
2023-04-24,124.6733,124.7614,116.6671,120.1515,703601.0
2023-04-25,119.0161,119.7844,117.0782,117.548,463736.0
2023-04-26,115.4926,118.008,113.9168,117.225,521507.0
2023-04-27,117.6067,120.1221,116.5888,119.4076,455207.0
2023-04-28,118.7323,120.68,118.7323,119.8578,379924.0
2023-04-29,118.7323,120.68,118.7323,119.8578,379924.0
2023-04-30,118.7323,120.68,118.7323,119.8578,379924.0
2023-05-01,119.5544,122.3732,119.0161,120.2885,228918.0
2023-05-02,119.3195,119.8089,115.9135,117.9297,236630.0
2023-05-03,118.9085,120.8366,118.1352,118.928,341916.0
2023-05-04,118.0178,119.4957,114.6215,114.9347,308544.0
2023-05-05,115.8254,117.2152,115.1403,115.2871,277313.0
2023-05-06,115.8254,117.2152,115.1403,115.2871,277313.0
2023-05-07,115.8254,117.2152,115.1403,115.2871,277313.0
2023-05-08,115.1696,115.8939,112.9381,113.0457,132290.0
2023-05-09,112.9479,113.3491,111.837,112.3117,141857.0
2023-05-10,113.6917,113.8875,110.9463,111.421,201086.0
2023-05-11,110.3346,110.9316,108.5826,109.0524,239026.0
2023-05-12,109.5124,110.7799,108.4065,109.1307,185936.0
2023-05-13,109.5124,110.7799,108.4065,109.1307,185936.0
2023-05-14,109.5124,110.7799,108.4065,109.1307,185936.0
2023-05-15,109.0035,109.6397,108.6707,108.7099,156191.0
2023-05-16,107.6235,108.015,106.3021,106.3119,273714.0
2023-05-17,106.9579,107.829,106.3804,107.643,243537.0
2023-05-18,107.4669,108.8567,106.7475,108.4945,166453.0
2023-05-19,109.5418,109.5418,108.2678,108.8371,224869.0
2023-05-20,109.5418,109.5418,108.2678,108.8371,224869.0
2023-05-21,109.5418,109.5418,108.2678,108.8371,224869.0
2023-05-22,109.0035,111.0295,108.015,111.0001,448674.0
2023-05-23,110.6282,112.2823,110.271,110.4814,341866.0
2023-05-24,110.8435,110.8435,109.2482,109.2873,233988.0
2023-05-25,109.1209,109.3167,107.5549,108.1226,201150.0
2023-05-26,107.829,109.6103,107.829,108.103,119746.0
2023-05-27,107.829,109.6103,107.829,108.103,119746.0
2023-05-28,107.829,109.6103,107.829,108.103,119746.0
2023-05-29,107.829,109.6103,107.829,108.103,119746.0
2023-05-30,107.1243,108.6462,106.5517,108.0443,206742.0
2023-05-31,107.8584,109.0182,106.2581,108.3673,426046.0
2023-06-01,107.9758,110.9121,107.6332,110.5793,289174.0
2023-06-02,111.8125,116.1092,111.6951,115.7862,233853.0
2023-06-03,111.8125,116.1092,111.6951,115.7862,233853.0
2023-06-04,111.8125,116.1092,111.6951,115.7862,233853.0
2023-06-05,114.9934,116.0652,114.0636,115.6492,164746.0
2023-06-06,115.6981,118.6736,115.5513,118.008,256539.0
2023-06-07,118.6275,122.7774,118.6275,121.8727,218894.0
2023-06-08,121.7645,123.7117,121.2335,123.5641,207812.0
2023-06-09,123.2396,126.77,123.2396,124.9212,374201.0
2023-06-10,123.2396,126.77,123.2396,124.9212,374201.0
2023-06-11,123.2396,126.77,123.2396,124.9212,374201.0
2023-06-12,125.1277,126.5733,124.459,124.7147,290116.0
2023-06-13,124.4689,125.7374,123.0331,124.6065,344615.0
2023-06-14,123.4166,123.9575,114.2218,114.9987,518896.0
2023-06-15,114.8021,117.4081,114.3104,117.1425,275728.0
2023-06-16,118.6078,118.7774,117.1032,117.7818,450043.0
2023-06-17,118.6078,118.7774,117.1032,117.7818,450043.0
2023-06-18,118.6078,118.7774,117.1032,117.7818,450043.0
2023-06-19,118.6078,118.7774,117.1032,117.7818,450043.0
2023-06-20,117.2802,118.0276,116.405,117.2606,200416.0
2023-06-21,116.6312,119.2765,116.3362,118.3325,200525.0
2023-06-22,118.421,120.6582,117.8457,119.8862,279890.0
2023-06-23,118.4406,119.3404,113.8678,114.448,413621.0
2023-06-24,118.4406,119.3404,113.8678,114.448,413621.0
2023-06-25,118.4406,119.3404,113.8678,114.448,413621.0
2023-06-26,113.8678,115.814,113.8678,115.3134,173860.0
2023-06-27,115.3921,116.5673,114.8758,115.2249,175325.0
2023-06-28,115.3331,115.8346,112.8254,113.2188,206766.0
2023-06-29,113.0024,115.7363,113.0024,115.4019,147003.0
2023-06-30,116.0411,117.6146,116.0411,116.9852,187665.0
2023-07-01,116.0411,117.6146,116.0411,116.9852,187665.0
2023-07-02,116.0411,117.6146,116.0411,116.9852,187665.0
2023-07-03,116.051,117.8435,116.0215,117.6146,73124.0
2023-07-04,116.051,117.8435,116.0215,117.6146,73124.0
2023-07-05,116.4542,116.4542,114.3989,114.7627,113518.0
2023-07-06,114.3694,114.512,112.9041,114.1333,125163.0
2023-07-07,113.4351,114.3202,112.2747,112.3731,212677.0
2023-07-08,113.4351,114.3202,112.2747,112.3731,212677.0
2023-07-09,113.4351,114.3202,112.2747,112.3731,212677.0
2023-07-10,111.6945,114.5267,111.6945,112.9926,161509.0
2023-07-11,112.9926,113.681,112.5697,113.2581,236938.0
2023-07-12,115.5396,115.5396,111.0455,111.3503,302161.0
2023-07-13,111.3503,113.8875,110.7701,112.137,190686.0
2023-07-14,111.6552,113.7301,111.1536,113.622,143512.0
2023-07-15,111.6552,113.7301,111.1536,113.622,143512.0
2023-07-16,111.6552,113.7301,111.1536,113.622,143512.0
2023-07-17,113.622,116.7492,113.622,115.6281,152766.0
2023-07-18,115.0577,117.9686,114.7332,117.6736,190179.0
2023-07-19,117.8899,118.6471,116.4148,118.3226,164884.0
2023-07-20,118.7947,119.3749,117.0,118.0669,166236.0
2023-07-21,118.834,119.4142,117.0147,117.054,165788.0
2023-07-22,118.834,119.4142,117.0147,117.054,165788.0
2023-07-23,118.834,119.4142,117.0147,117.054,165788.0
2023-07-24,116.9459,119.3847,116.818,118.9913,99423.0
2023-07-25,118.3915,119.8469,117.5072,119.8469,160244.0
2023-07-26,118.2538,121.1646,117.8899,120.0337,190047.0
2023-07-27,120.2009,120.9385,118.2833,118.3423,181629.0
2023-07-28,119.0307,119.9452,116.6803,117.0147,163369.0
2023-07-29,119.0307,119.9452,116.6803,117.0147,163369.0
2023-07-30,119.0307,119.9452,116.6803,117.0147,163369.0
2023-07-31,116.5918,117.4818,115.4019,115.6969,209499.0
2023-08-01,98.3399,103.0013,95.0554,96.1568,1005779.0
2023-08-02,94.0818,95.9011,92.3215,94.7604,560867.0
2023-08-03,94.3768,96.324,93.1378,93.7966,487775.0
2023-08-04,94.4457,94.7653,92.4297,92.5871,618262.0
2023-08-05,94.4457,94.7653,92.4297,92.5871,618262.0
2023-08-06,94.4457,94.7653,92.4297,92.5871,618262.0
2023-08-07,92.8624,95.8716,92.8526,95.7831,399662.0
2023-08-08,95.7831,95.7831,93.3344,94.3473,357569.0
2023-08-09,94.367,96.973,93.0394,96.5207,581530.0
2023-08-10,96.6288,98.2219,95.7143,97.3074,500878.0
2023-08-11,97.1599,99.9822,97.0591,98.2711,542129.0
2023-08-12,97.1599,99.9822,97.0591,98.2711,542129.0
2023-08-13,97.1599,99.9822,97.0591,98.2711,542129.0
