,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity
2020-04-17,108.982,111.534,108.893,111.24,761074.0
2020-04-18,108.982,111.534,108.893,111.24,761074.0
2020-04-19,108.982,111.534,108.893,111.24,761074.0
2020-04-20,109.604,112.049,106.813,107.177,937840.0
2020-04-21,104.305,109.329,104.145,108.617,710438.0
2020-04-22,110.733,111.836,108.911,110.493,652495.0
2020-04-23,111.64,113.792,109.115,109.498,629610.0
2020-04-24,110.582,112.796,108.866,112.458,567419.0
2020-04-25,110.582,112.796,108.866,112.458,567419.0
2020-04-26,110.582,112.796,108.866,112.458,567419.0
2020-04-27,111.862,116.615,111.862,116.059,530228.0
2020-04-28,117.357,119.615,116.406,117.099,839601.0
2020-04-29,120.024,120.815,118.45,118.513,707613.0
2020-04-30,116.85,118.095,116.228,116.495,1131298.0
2020-05-01,114.654,115.259,111.133,112.583,568788.0
2020-05-02,114.654,115.259,111.133,112.583,568788.0
2020-05-03,114.654,115.259,111.133,112.583,568788.0
2020-05-04,112.84,113.97,110.982,113.712,801158.0
2020-05-05,115.01,118.139,114.032,114.601,970600.0
2020-05-06,114.903,118.842,114.112,116.743,915515.0
2020-05-07,117.908,118.317,115.481,115.828,807688.0
2020-05-08,118.362,120.024,116.85,119.553,506129.0
2020-05-09,118.362,120.024,116.85,119.553,506129.0
2020-05-10,118.362,120.024,116.85,119.553,506129.0
2020-05-11,119.126,119.126,116.708,117.917,968542.0
2020-05-12,123.794,127.217,118.353,118.539,2112585.0
2020-05-13,117.446,118.45,113.205,114.992,1095634.0
2020-05-14,113.303,113.525,109.091,112.067,1893455.0
2020-05-15,111.169,115.694,110.809,113.996,1113989.0
2020-05-16,111.169,115.694,110.809,113.996,1113989.0
2020-05-17,111.169,115.694,110.809,113.996,1113989.0
2020-05-18,117.001,119.74,116.961,117.268,1275183.0
2020-05-19,116.379,117.464,113.694,114.547,946671.0
2020-05-20,115.952,117.326,114.912,115.828,834662.0
2020-05-21,115.063,117.144,114.539,114.672,932393.0
2020-05-22,114.183,115.321,111.791,115.063,889050.0
2020-05-23,114.183,115.321,111.791,115.063,889050.0
2020-05-24,114.183,115.321,111.791,115.063,889050.0
2020-05-25,114.183,115.321,111.791,115.063,889050.0
2020-05-26,118.202,121.518,117.775,118.362,969115.0
2020-05-27,119.624,121.953,119.322,121.118,806166.0
2020-05-28,122.691,122.691,118.006,119.402,891254.0
2020-05-29,119.108,119.108,116.957,118.415,1589557.0
2020-05-30,119.108,119.108,116.957,118.415,1589557.0
2020-05-31,119.108,119.108,116.957,118.415,1589557.0
2020-06-01,117.677,118.237,116.423,116.486,801446.0
2020-06-02,116.415,120.255,116.041,119.073,859436.0
2020-06-03,120.709,122.705,120.673,121.633,736956.0
2020-06-04,120.878,122.273,119.464,120.7,815107.0
2020-06-05,123.136,123.58,121.891,122.567,974226.0
2020-06-06,123.136,123.58,121.891,122.567,974226.0
2020-06-07,123.136,123.58,121.891,122.567,974226.0
2020-06-08,119.5,121.456,118.557,120.531,1031421.0
2020-06-09,119.357,120.802,117.277,119.642,1083743.0
2020-06-10,119.517,120.104,117.455,118.708,1379752.0
2020-06-11,116.815,117.059,111.738,112.245,1321405.0
2020-06-12,115.428,115.748,110.716,112.778,720636.0
2020-06-13,115.428,115.748,110.716,112.778,720636.0
2020-06-14,115.428,115.748,110.716,112.778,720636.0
2020-06-15,110.218,113.836,109.942,113.214,780047.0
2020-06-16,117.055,118.059,112.992,114.734,962885.0
2020-06-17,116.086,116.601,113.996,114.379,470336.0
2020-06-18,113.632,115.294,113.205,114.272,666333.0
2020-06-19,116.343,117.019,111.942,112.103,1266420.0
2020-06-20,116.343,117.019,111.942,112.103,1266420.0
2020-06-21,116.343,117.019,111.942,112.103,1266420.0
2020-06-22,111.098,112.663,109.224,111.196,1181122.0
2020-06-23,112.663,112.663,109.418,109.631,886280.0
2020-06-24,108.388,110.749,106.979,109.193,1121207.0
2020-06-25,109.041,109.729,107.386,109.488,693567.0
2020-06-26,109.023,109.023,106.348,106.491,858718.0
2020-06-27,109.023,109.023,106.348,106.491,858718.0
2020-06-28,109.023,109.023,106.348,106.491,858718.0
2020-06-29,107.413,110.4,107.099,109.023,686385.0
2020-06-30,108.772,110.185,107.341,109.541,1085375.0
2020-07-01,109.13,111.232,108.862,111.071,819362.0
2020-07-02,112.583,114.041,112.153,113.495,960345.0
2020-07-03,112.583,114.041,112.153,113.495,960345.0
2020-07-04,112.583,114.041,112.153,113.495,960345.0
2020-07-05,112.583,114.041,112.153,113.495,960345.0
2020-07-06,114.327,115.195,112.556,114.676,876574.0
2020-07-07,113.781,114.56,112.61,113.647,694163.0
2020-07-08,113.522,114.595,109.202,110.355,968398.0
2020-07-09,110.561,110.776,107.484,109.398,1100827.0
2020-07-10,109.908,112.297,108.978,112.037,520592.0
2020-07-11,109.908,112.297,108.978,112.037,520592.0
2020-07-12,109.908,112.297,108.978,112.037,520592.0
2020-07-13,112.994,113.746,111.178,111.384,778138.0
2020-07-14,111.5,113.965,111.357,113.611,611262.0
2020-07-15,115.275,116.608,114.792,116.036,595914.0
2020-07-16,115.651,116.859,115.007,115.937,517585.0
2020-07-17,116.671,118.352,115.66,117.172,774798.0
2020-07-18,116.671,118.352,115.66,117.172,774798.0
2020-07-19,116.671,118.352,115.66,117.172,774798.0
2020-07-20,117.181,117.458,113.969,115.141,1306094.0
2020-07-21,115.615,116.197,114.238,114.443,541952.0
2020-07-22,114.926,116.282,114.175,114.989,547923.0
2020-07-23,115.141,116.787,113.781,114.935,834543.0
2020-07-24,115.07,115.208,112.279,113.442,781359.0
2020-07-25,115.07,115.208,112.279,113.442,781359.0
2020-07-26,115.07,115.208,112.279,113.442,781359.0
2020-07-27,113.764,115.535,112.824,115.204,702124.0
2020-07-28,115.195,116.112,114.032,114.801,827067.0
2020-07-29,115.231,116.268,114.622,114.712,804549.0
2020-07-30,113.307,113.522,110.409,111.357,915337.0
2020-07-31,111.178,112.744,109.497,112.663,1081235.0
2020-08-01,111.178,112.744,109.497,112.663,1081235.0
2020-08-02,111.178,112.744,109.497,112.663,1081235.0
2020-08-03,112.905,112.905,111.071,111.402,1060057.0
2020-08-04,110.445,113.424,109.264,112.61,810899.0
2020-08-05,113.576,115.213,113.003,113.084,973678.0
2020-08-06,112.69,113.155,111.97,112.153,761433.0
2020-08-07,112.323,113.567,111.277,113.424,664333.0
2020-08-08,112.323,113.567,111.277,113.424,664333.0
2020-08-09,112.323,113.567,111.277,113.424,664333.0
2020-08-10,113.245,117.073,113.245,116.778,1188725.0
2020-08-11,117.717,118.746,111.867,112.073,2052569.0
2020-08-12,113.54,115.293,112.833,113.603,797339.0
2020-08-13,112.234,112.449,110.543,110.749,878758.0
2020-08-14,110.212,111.134,109.622,110.177,530491.0
2020-08-15,110.212,111.134,109.622,110.177,530491.0
2020-08-16,110.212,111.134,109.622,110.177,530491.0
2020-08-17,110.579,111.313,109.64,110.284,434339.0
2020-08-18,110.302,111.457,109.309,109.685,612915.0
2020-08-19,110.266,110.266,108.853,109.112,417481.0
2020-08-20,108.182,108.441,107.028,107.958,852949.0
2020-08-21,107.609,108.325,106.294,107.833,728891.0
2020-08-22,107.609,108.325,106.294,107.833,728891.0
2020-08-23,107.609,108.325,106.294,107.833,728891.0
2020-08-24,108.701,109.99,108.146,109.926,397265.0
2020-08-25,111.08,111.599,109.702,109.917,588208.0
2020-08-26,111.339,112.815,111.008,111.724,794420.0
2020-08-27,111.921,112.314,109.702,110.543,579480.0
2020-08-28,110.803,111.894,109.336,111.339,451908.0
2020-08-29,110.803,111.894,109.336,111.339,451908.0
2020-08-30,110.803,111.894,109.336,111.339,451908.0
2020-08-31,111.071,112.274,110.15,110.731,683776.0
2020-09-01,110.382,111.59,108.683,111.581,930506.0
2020-09-02,112.037,113.191,111.241,112.672,1165749.0
2020-09-03,111.975,112.994,109.515,110.812,1094250.0
2020-09-04,111.509,112.592,109.537,110.132,935966.0
2020-09-05,111.509,112.592,109.537,110.132,935966.0
2020-09-06,111.509,112.592,109.537,110.132,935966.0
2020-09-07,111.509,112.592,109.537,110.132,935966.0
2020-09-08,108.862,110.387,107.582,108.799,849695.0
2020-09-09,109.568,111.894,109.076,109.13,686959.0
2020-09-10,108.835,109.595,107.618,107.663,900714.0
2020-09-11,108.522,108.522,106.572,108.262,941219.0
2020-09-12,108.522,108.522,106.572,108.262,941219.0
2020-09-13,108.522,108.522,106.572,108.262,941219.0
2020-09-14,109.13,110.91,108.844,110.007,722275.0
2020-09-15,111.044,111.966,110.74,111.134,718910.0
2020-09-16,111.259,112.708,111.044,111.134,786328.0
2020-09-17,109.568,111.796,109.023,111.08,1216619.0
2020-09-18,110.883,111.858,109.157,109.613,821234.0
2020-09-19,110.883,111.858,109.157,109.613,821234.0
2020-09-20,110.883,111.858,109.157,109.613,821234.0
2020-09-21,107.699,107.922,106.223,107.726,867721.0
2020-09-22,107.01,108.656,106.625,107.887,696530.0
2020-09-23,107.13,107.364,104.349,104.538,815789.0
2020-09-24,103.835,105.501,102.215,104.925,698207.0
2020-09-25,104.646,107.806,104.304,107.103,887446.0
2020-09-26,104.646,107.806,104.304,107.103,887446.0
2020-09-27,104.646,107.806,104.304,107.103,887446.0
2020-09-28,108.751,110.893,108.535,109.291,732406.0
2020-09-29,109.399,110.736,108.4,109.381,669648.0
2020-09-30,109.876,111.533,109.257,110.236,952514.0
2020-10-01,110.722,112.514,107.644,108.112,1350763.0
2020-10-02,107.4,108.877,106.959,107.283,961444.0
2020-10-03,107.4,108.877,106.959,107.283,961444.0
2020-10-04,107.4,108.877,106.959,107.283,961444.0
2020-10-05,107.635,109.12,105.987,106.554,906898.0
2020-10-06,107.301,107.752,103.394,103.808,2389746.0
2020-10-07,104.817,105.951,103.799,104.889,1150215.0
2020-10-08,105.951,106.491,103.394,104.61,911331.0
2020-10-09,106.005,109.575,106.005,107.499,1454488.0
2020-10-10,106.005,109.575,106.005,107.499,1454488.0
2020-10-11,106.005,109.575,106.005,107.499,1454488.0
2020-10-12,108.193,108.193,105.96,106.806,1207956.0
2020-10-13,106.347,107.544,104.457,105.483,1045045.0
2020-10-14,105.906,106.59,105.105,105.249,892907.0
2020-10-15,104.006,105.258,103.655,104.439,912850.0
2020-10-16,105.042,105.897,104.304,104.673,1237910.0
2020-10-17,105.042,105.897,104.304,104.673,1237910.0
2020-10-18,105.042,105.897,104.304,104.673,1237910.0
2020-10-19,105.033,105.033,101.544,102.224,1167729.0
2020-10-20,102.629,104.106,101.801,102.269,1031840.0
2020-10-21,101.279,101.738,99.163,99.433,1202039.0
2020-10-22,99.199,101.045,97.687,100.694,1135062.0
2020-10-23,101.945,102.035,98.983,99.541,1678580.0
2020-10-24,101.945,102.035,98.983,99.541,1678580.0
2020-10-25,101.945,102.035,98.983,99.541,1678580.0
2020-10-26,98.884,99.208,96.917,98.083,1373166.0
2020-10-27,97.741,98.195,94.797,95.085,2327295.0
2020-10-28,93.311,94.302,91.178,91.322,2476952.0
2020-10-29,90.926,93.23,89.611,92.654,1901963.0
2020-10-30,92.519,93.037,91.295,92.42,1564092.0
2020-10-31,92.519,93.037,91.295,92.42,1564092.0
2020-11-01,92.519,93.037,91.295,92.42,1564092.0
2020-11-02,93.888,95.023,93.401,94.59,1235054.0
2020-11-03,95.706,97.138,94.905,96.534,1068626.0
2020-11-04,96.579,96.723,94.419,94.545,1362264.0
2020-11-05,95.625,97.48,94.914,96.822,1571731.0
2020-11-06,97.057,98.299,96.759,97.732,1415336.0
2020-11-07,97.057,98.299,96.759,97.732,1415336.0
2020-11-08,97.057,98.299,96.759,97.732,1415336.0
2020-11-09,102.737,105.654,100.928,101.171,2060823.0
2020-11-10,98.353,102.764,96.84,101.225,2536014.0
2020-11-11,101.549,101.72,97.471,98.308,1328677.0
2020-11-12,98.353,100.279,97.633,98.911,1362545.0
2020-11-13,99.883,102.071,99.604,100.982,1306153.0
2020-11-14,99.883,102.071,99.604,100.982,1306153.0
2020-11-15,99.883,102.071,99.604,100.982,1306153.0
2020-11-16,102.764,104.394,101.108,103.313,1441788.0
2020-11-17,102.026,103.25,100.568,103.088,992849.0
2020-11-18,103.529,103.853,101.054,101.18,893802.0
2020-11-19,100.64,101.198,99.523,100.784,813343.0
2020-11-20,100.522,101.567,100.099,100.883,1049561.0
2020-11-21,100.522,101.567,100.099,100.883,1049561.0
2020-11-22,100.522,101.567,100.099,100.883,1049561.0
2020-11-23,101.432,102.278,99.708,100.18,1020135.0
2020-11-24,100.919,103.925,100.676,103.646,1450681.0
2020-11-25,103.547,103.547,100.676,101.189,884355.0
2020-11-26,103.547,103.547,100.676,101.189,884355.0
2020-11-27,102.377,103.268,101.171,101.612,474120.0
2020-11-28,102.377,103.268,101.171,101.612,474120.0
2020-11-29,102.377,103.268,101.171,101.612,474120.0
2020-11-30,101.009,101.441,99.181,100.919,2359978.0
2020-12-01,100.559,101.909,100.117,100.486,1375767.0
2020-12-02,100.784,101.324,99.793,101.288,1176999.0
2020-12-03,100.874,103.007,100.595,101.405,1851210.0
2020-12-04,102.341,104.646,101.924,104.43,2129383.0
2020-12-05,102.341,104.646,101.924,104.43,2129383.0
2020-12-06,102.341,104.646,101.924,104.43,2129383.0
2020-12-07,104.205,105.15,103.007,103.448,1410347.0
2020-12-08,103.043,104.097,102.566,103.916,1125335.0
2020-12-09,104.277,104.925,102.644,103.727,1165407.0
2020-12-10,103.187,103.286,100.793,101.36,1085213.0
2020-12-11,100.838,101.207,98.605,99.964,1482413.0
2020-12-12,100.838,101.207,98.605,99.964,1482413.0
2020-12-13,100.838,101.207,98.605,99.964,1482413.0
2020-12-14,101.297,101.522,98.146,98.353,1141213.0
2020-12-15,98.506,100.441,98.02,99.865,1671465.0
2020-12-16,100.531,101.486,99.559,100.937,1150790.0
2020-12-17,101.576,102.737,101.234,102.251,1031781.0
2020-12-18,102.062,103.484,100.423,102.89,3918994.0
2020-12-19,102.062,103.484,100.423,102.89,3918994.0
2020-12-20,102.062,103.484,100.423,102.89,3918994.0
2020-12-21,101.738,103.189,100.991,102.89,2067142.0
2020-12-22,103.367,104.538,102.98,103.493,2102791.0
2020-12-23,103.043,103.381,99.406,99.505,1539774.0
2020-12-24,99.759,99.859,99.052,99.777,626896.0
2020-12-25,99.759,99.859,99.052,99.777,626896.0
2020-12-26,99.759,99.859,99.052,99.777,626896.0
2020-12-27,99.759,99.859,99.052,99.777,626896.0
2020-12-28,100.221,100.475,98.662,99.025,1174185.0
2020-12-29,99.26,100.865,99.206,100.666,1902818.0
2020-12-30,100.602,101.223,100.203,100.865,1876263.0
2020-12-31,99.723,99.768,97.683,98.671,3795426.0
2021-01-01,99.723,99.768,97.683,98.671,3795426.0
2021-01-02,99.723,99.768,97.683,98.671,3795426.0
2021-01-03,99.723,99.768,97.683,98.671,3795426.0
2021-01-04,99.315,99.569,94.229,95.262,5097918.0
2021-01-05,95.652,98.608,94.927,97.901,5606119.0
2021-01-06,99.795,103.739,99.442,102.37,5611744.0
2021-01-07,103.694,107.655,103.059,107.565,7707855.0
2021-01-08,108.399,109.695,106.785,107.882,2861891.0
2021-01-09,108.399,109.695,106.785,107.882,2861891.0
2021-01-10,108.399,109.695,106.785,107.882,2861891.0
2021-01-11,106.676,112.514,106.291,111.01,6187467.0
2021-01-12,114.473,115.252,112.052,114.21,8156353.0
2021-01-13,112.959,113.43,108.063,110.166,5635007.0
2021-01-14,109.378,109.84,107.746,108.734,5980290.0
2021-01-15,108.489,108.489,105.316,106.721,4942037.0
2021-01-16,108.489,108.489,105.316,106.721,4942037.0
2021-01-17,108.489,108.489,105.316,106.721,4942037.0
2021-01-18,108.489,108.489,105.316,106.721,4942037.0
2021-01-19,107.646,109.142,106.196,109.097,4805327.0
2021-01-20,109.74,110.475,107.673,108.861,4251122.0
2021-01-21,107.347,108.113,104.673,105.162,7638711.0
2021-01-22,104.555,105.017,103.349,104.99,7202453.0
2021-01-23,104.555,105.017,103.349,104.99,7202453.0
2021-01-24,104.555,105.017,103.349,104.99,7202453.0
2021-01-25,105.969,106.123,103.947,105.461,10666261.0
2021-01-26,106.522,106.912,102.633,103.15,9340774.0
2021-01-27,101.273,103.53,99.306,100.575,11438833.0
2021-01-28,101.536,104.926,100.484,104.274,11222471.0
2021-01-29,102.95,104.419,100.484,101.88,19974834.0
2021-01-30,102.95,104.419,100.484,101.88,19974834.0
2021-01-31,102.95,104.419,100.484,101.88,19974834.0
2021-02-01,111.508,120.781,106.078,117.99,30551289.0
2021-02-02,117.446,120.565,112.46,112.623,30333960.0
2021-02-03,113.285,116.893,113.104,116.286,15738911.0
2021-02-04,120.601,126.575,115.08,115.08,16109870.0
2021-02-05,114.754,116.416,114.164,115.189,8794019.0
2021-02-06,114.754,116.416,114.164,115.189,8794019.0
2021-02-07,114.754,116.416,114.164,115.189,8794019.0
2021-02-08,115.923,116.784,113.611,115.361,7803350.0
2021-02-09,115.697,116.757,114.065,115.996,5513952.0
2021-02-10,116.168,128.298,116.159,122.904,8140073.0
2021-02-11,122.931,127.137,121.227,123.992,5211950.0
2021-02-12,124.128,126.476,120.492,121.535,3069235.0
2021-02-13,124.128,126.476,120.492,121.535,3069235.0
2021-02-14,124.128,126.476,120.492,121.535,3069235.0
2021-02-15,124.128,126.476,120.492,121.535,3069235.0
2021-02-16,122.106,125.524,121.571,124.1,7615755.0
2021-02-17,123.584,125.623,121.616,124.808,3204360.0
2021-02-18,124.835,126.358,123.883,125.061,3241138.0
2021-02-19,126.149,127.201,125.252,126.467,3220878.0
2021-02-20,126.149,127.201,125.252,126.467,3220878.0
2021-02-21,126.149,127.201,125.252,126.467,3220878.0
2021-02-22,126.467,128.203,125.297,127.428,2181635.0
2021-02-23,127.364,127.364,124.146,125.941,3222807.0
2021-02-24,126.349,127.038,124.182,125.243,2613132.0
2021-02-25,124.608,125.982,122.287,123.865,2425134.0
2021-02-26,123.602,124.245,121.299,122.849,2042537.0
2021-02-27,123.602,124.245,121.299,122.849,2042537.0
2021-02-28,123.602,124.245,121.299,122.849,2042537.0
2021-03-01,124.49,127.826,124.391,126.149,2634529.0
2021-03-02,125.886,126.408,123.711,124.336,2037732.0
2021-03-03,124.064,124.227,119.341,119.423,2804570.0
2021-03-04,119.223,120.266,115.796,118.661,2296715.0
2021-03-05,119.821,122.006,117.455,121.227,2150265.0
2021-03-06,119.821,122.006,117.455,121.227,2150265.0
2021-03-07,119.821,122.006,117.455,121.227,2150265.0
2021-03-08,117.582,122.088,117.582,118.969,3868722.0
2021-03-09,120.166,121.761,118.879,119.042,2426239.0
2021-03-10,120.284,123.883,119.921,122.65,2305154.0
2021-03-11,124.109,125.379,123.158,123.176,1408029.0
2021-03-12,123.212,123.321,121.793,122.242,2671694.0
2021-03-13,123.212,123.321,121.793,122.242,2671694.0
2021-03-14,123.212,123.321,121.793,122.242,2671694.0
2021-03-15,121.979,124.164,121.979,124.01,5232931.0
2021-03-16,123.366,124.545,123.167,123.91,1314538.0
2021-03-17,124.227,125.252,123.729,124.971,1447002.0
2021-03-18,124.753,125.732,123.638,124.817,1706876.0
2021-03-19,124.508,125.034,122.623,124.481,5036060.0
2021-03-20,124.508,125.034,122.623,124.481,5036060.0
2021-03-21,124.508,125.034,122.623,124.481,5036060.0
2021-03-22,122.813,124.798,122.505,124.472,1085867.0
2021-03-23,124.01,125.107,122.886,123.294,1640160.0
2021-03-24,123.556,125.787,123.556,123.683,1421349.0
2021-03-25,125.215,127.549,123.829,127.102,1813451.0
2021-03-26,127.64,128.506,125.534,128.114,2209092.0
2021-03-27,127.64,128.506,125.534,128.114,2209092.0
2021-03-28,127.64,128.506,125.534,128.114,2209092.0
2021-03-29,127.668,129.537,127.522,128.835,2981938.0
2021-03-30,128.953,129.61,126.656,127.412,2186459.0
2021-03-31,127.586,128.725,126.865,127.285,4312905.0
2021-04-01,127.421,128.041,126.2,126.592,1181188.0
2021-04-02,127.421,128.041,126.2,126.592,1181188.0
2021-04-03,127.421,128.041,126.2,126.592,1181188.0
2021-04-04,127.421,128.041,126.2,126.592,1181188.0
2021-04-05,127.987,128.206,126.656,126.729,1687010.0
2021-04-06,126.391,128.552,126.323,128.488,1942847.0
2021-04-07,128.242,128.242,125.89,126.273,954352.0
2021-04-08,125.47,126.674,125.087,126.163,874473.0
2021-04-09,126.811,127.923,126.2,127.896,1108154.0
2021-04-10,126.811,127.923,126.2,127.896,1108154.0
2021-04-11,126.811,127.923,126.2,127.896,1108154.0
2021-04-12,128.151,128.388,127.184,128.087,3669667.0
2021-04-13,127.476,128.999,127.476,128.361,1124186.0
2021-04-14,128.534,129.063,127.804,128.506,897390.0
2021-04-15,128.862,129.509,128.351,129.363,986505.0
2021-04-16,130.403,130.403,128.579,130.248,2369324.0
2021-04-17,130.403,130.403,128.579,130.248,2369324.0
2021-04-18,130.403,130.403,128.579,130.248,2369324.0
2021-04-19,130.211,130.54,128.98,130.302,1649188.0
2021-04-20,130.375,130.412,128.652,129.3,893493.0
2021-04-21,129.728,131.314,129.537,131.159,575661.0
2021-04-22,131.041,131.305,129.345,129.91,574811.0
2021-04-23,130.43,132.062,129.828,131.779,802720.0
2021-04-24,130.43,132.062,129.828,131.779,802720.0
2021-04-25,130.43,132.062,129.828,131.779,802720.0
2021-04-26,132.035,132.682,131.561,131.743,855633.0
2021-04-27,130.995,131.109,129.473,130.002,1388581.0
2021-04-28,130.494,131.36,129.61,131.087,788779.0
2021-04-29,132.162,132.673,129.874,131.406,1257001.0
