,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity,IFF US Equity
2022-08-30,106.455,106.849,104.37,104.604,1181077.0
2022-08-31,104.83,105.647,103.59,103.778,1677352.0
2022-09-01,103.327,103.609,101.242,102.049,1312070.0
2022-09-02,103.562,104.727,100.885,101.289,1663255.0
2022-09-03,103.562,104.727,100.885,101.289,1663255.0
2022-09-04,103.562,104.727,100.885,101.289,1663255.0
2022-09-05,103.562,104.727,100.885,101.289,1663255.0
2022-09-06,102.2,103.844,101.796,103.073,1610477.0
2022-09-07,103.092,106.662,103.092,106.352,1070303.0
2022-09-08,104.999,107.357,104.811,107.235,1408838.0
2022-09-09,108.174,108.606,107.0,107.545,1516687.0
2022-09-10,108.174,108.606,107.0,107.545,1516687.0
2022-09-11,108.174,108.606,107.0,107.545,1516687.0
2022-09-12,109.658,111.753,108.738,109.987,2115661.0
2022-09-13,106.709,108.024,102.745,102.763,2029603.0
2022-09-14,102.228,102.53,100.716,101.43,2015962.0
2022-09-15,101.101,102.275,98.865,99.015,1704330.0
2022-09-16,97.043,97.249,95.192,96.188,4753131.0
2022-09-17,97.043,97.249,95.192,96.188,4753131.0
2022-09-18,97.043,97.249,95.192,96.188,4753131.0
2022-09-19,95.305,96.893,95.23,96.658,1285525.0
2022-09-20,95.277,96.507,94.713,95.399,1408954.0
2022-09-21,95.85,96.348,93.088,93.135,1204992.0
2022-09-22,92.813,93.22,91.61,92.491,1553088.0
2022-09-23,91.336,92.174,90.341,91.61,1578801.0
2022-09-24,91.336,92.174,90.341,91.61,1578801.0
2022-09-25,91.336,92.174,90.341,91.61,1578801.0
2022-09-26,91.629,92.898,90.427,91.184,1141450.0
2022-09-27,92.501,92.775,88.816,89.025,1311301.0
2022-09-28,89.603,90.64,88.859,90.228,1900509.0
2022-09-29,88.826,89.025,85.757,86.733,1970570.0
2022-09-30,86.875,87.765,85.199,86.023,2900671.0
2022-10-01,86.875,87.765,85.199,86.023,2900671.0
2022-10-02,86.875,87.765,85.199,86.023,2900671.0
2022-10-03,87.225,88.442,86.458,87.898,2100493.0
2022-10-04,89.565,91.298,89.555,90.531,1937655.0
2022-10-05,88.494,89.489,86.544,87.699,2437445.0
2022-10-06,86.913,87.727,85.293,85.615,2018766.0
2022-10-07,84.441,84.82,83.352,83.816,2176310.0
2022-10-08,84.441,84.82,83.352,83.816,2176310.0
2022-10-09,84.441,84.82,83.352,83.816,2176310.0
2022-10-10,83.797,84.687,83.153,84.356,1962805.0
2022-10-11,82.897,82.897,80.823,82.016,2406879.0
2022-10-12,82.206,82.206,80.34,80.378,1694933.0
2022-10-13,78.882,84.114,78.74,83.144,2309026.0
2022-10-14,83.816,84.034,82.092,83.068,2450743.0
2022-10-15,83.816,84.034,82.092,83.068,2450743.0
2022-10-16,83.816,84.034,82.092,83.068,2450743.0
2022-10-17,85.0,85.525,83.759,84.905,1806500.0
2022-10-18,86.884,88.798,86.581,87.784,1606469.0
2022-10-19,87.604,90.114,87.505,87.652,1987656.0
2022-10-20,88.078,89.025,85.843,86.383,1451102.0
2022-10-21,86.004,89.309,85.559,89.091,1898697.0
2022-10-22,86.004,89.309,85.559,89.091,1898697.0
2022-10-23,86.004,89.309,85.559,89.091,1898697.0
2022-10-24,89.943,90.597,88.239,89.129,1520147.0
2022-10-25,89.044,91.658,88.523,91.071,1790356.0
2022-10-26,91.279,91.984,90.36,90.739,1030151.0
2022-10-27,91.648,92.927,90.067,90.379,1691231.0
2022-10-28,90.228,91.97,90.228,91.686,1212794.0
2022-10-29,90.228,91.97,90.228,91.686,1212794.0
2022-10-30,90.228,91.97,90.228,91.686,1212794.0
2022-10-31,91.402,92.52,91.071,92.444,2167961.0
2022-11-01,93.476,93.5,90.322,90.398,1645894.0
2022-11-02,90.379,92.984,89.252,89.271,2206349.0
2022-11-03,87.907,88.911,86.941,88.343,1669242.0
2022-11-04,90.218,90.749,88.864,89.811,1884404.0
2022-11-05,90.218,90.749,88.864,89.811,1884404.0
2022-11-06,90.218,90.749,88.864,89.811,1884404.0
2022-11-07,91.052,91.222,89.404,91.089,1308906.0
2022-11-08,88.485,91.79,86.439,86.572,2658287.0
2022-11-09,85.596,88.201,84.905,86.733,1917461.0
2022-11-10,89.205,91.241,89.063,90.976,2220806.0
2022-11-11,91.705,95.654,91.052,95.219,2152216.0
2022-11-12,91.705,95.654,91.052,95.219,2152216.0
2022-11-13,91.705,95.654,91.052,95.219,2152216.0
2022-11-14,94.736,96.081,94.073,94.101,1793681.0
2022-11-15,95.446,95.508,91.506,92.728,1374340.0
2022-11-16,92.595,93.628,92.055,93.211,1828682.0
2022-11-17,91.866,93.315,91.752,92.699,1572183.0
2022-11-18,94.291,94.878,92.974,93.069,1359048.0
2022-11-19,94.291,94.878,92.974,93.069,1359048.0
2022-11-20,94.291,94.878,92.974,93.069,1359048.0
2022-11-21,92.576,93.817,92.254,93.486,1280738.0
2022-11-22,94.073,94.736,93.741,94.537,744990.0
2022-11-23,94.916,95.891,94.698,95.569,1208695.0
2022-11-24,94.916,95.891,94.698,95.569,1208695.0
2022-11-25,95.257,96.081,94.811,96.005,499107.0
2022-11-26,95.257,96.081,94.811,96.005,499107.0
2022-11-27,95.257,96.081,94.811,96.005,499107.0
2022-11-28,95.503,95.929,94.546,94.688,1228933.0
2022-11-29,95.74,97.406,95.55,96.98,1687743.0
2022-11-30,96.535,100.911,95.332,100.219,2373031.0
2022-12-01,100.977,102.113,99.338,101.091,1492183.0
2022-12-02,99.727,102.454,99.016,102.255,1980972.0
2022-12-03,99.727,102.454,99.016,102.255,1980972.0
2022-12-04,99.727,102.454,99.016,102.255,1980972.0
2022-12-05,100.967,102.464,100.39,101.138,2292261.0
2022-12-06,101.28,101.99,98.429,99.395,2003407.0
2022-12-07,99.547,102.824,99.301,102.379,2521026.0
2022-12-08,102.899,103.695,101.64,102.0,2165156.0
2022-12-09,102.293,103.439,101.441,101.583,2052088.0
2022-12-10,102.293,103.439,101.441,101.583,2052088.0
2022-12-11,102.293,103.439,101.441,101.583,2052088.0
2022-12-12,102.113,102.284,99.755,100.503,1568971.0
2022-12-13,103.941,104.32,100.072,101.555,3103312.0
2022-12-14,100.797,102.085,99.244,100.039,3317325.0
2022-12-15,99.083,99.471,97.695,98.013,1708595.0
2022-12-16,97.321,98.676,96.781,97.653,5070869.0
2022-12-17,97.321,98.676,96.781,97.653,5070869.0
2022-12-18,97.321,98.676,96.781,97.653,5070869.0
2022-12-19,96.961,97.965,95.674,96.279,953644.0
2022-12-20,96.308,97.534,95.863,96.772,1474231.0
2022-12-21,96.904,99.05,96.876,98.533,1327120.0
2022-12-22,98.079,98.193,96.081,97.842,1067212.0
2022-12-23,97.435,98.666,96.98,98.401,857687.0
2022-12-24,97.435,98.666,96.98,98.401,857687.0
2022-12-25,97.435,98.666,96.98,98.401,857687.0
2022-12-26,97.435,98.666,96.98,98.401,857687.0
2022-12-27,98.21,99.346,97.919,99.079,673668.0
2022-12-28,99.413,100.062,98.258,98.363,739880.0
2022-12-29,99.088,100.778,98.84,100.339,854477.0
2022-12-30,99.747,100.496,98.859,100.071,877099.0
2022-12-31,99.747,100.496,98.859,100.071,877099.0
2023-01-01,99.747,100.496,98.859,100.071,877099.0
2023-01-02,99.747,100.496,98.859,100.071,877099.0
2023-01-03,100.634,101.484,98.845,100.835,1598414.0
2023-01-04,102.038,103.842,101.885,103.24,1114697.0
2023-01-05,102.038,103.116,101.093,102.41,1204205.0
2023-01-06,103.364,105.312,102.763,105.006,1307500.0
2023-01-07,103.364,105.312,102.763,105.006,1307500.0
2023-01-08,103.364,105.312,102.763,105.006,1307500.0
2023-01-09,105.378,107.249,104.834,106.304,1993638.0
2023-01-10,107.688,110.886,107.125,110.714,2243194.0
2023-01-11,110.285,111.755,109.187,110.046,2004819.0
2023-01-12,110.265,110.943,109.578,110.342,1941805.0
2023-01-13,109.235,111.105,108.901,110.953,1197785.0
2023-01-14,109.235,111.105,108.901,110.953,1197785.0
2023-01-15,109.235,111.105,108.901,110.953,1197785.0
2023-01-16,109.235,111.105,108.901,110.953,1197785.0
2023-01-17,111.545,112.451,110.991,111.277,2077198.0
2023-01-18,111.678,112.957,109.416,109.483,1594752.0
2023-01-19,108.557,108.776,106.648,107.163,1256353.0
2023-01-20,107.87,108.891,105.961,107.249,2504351.0
2023-01-21,107.87,108.891,105.961,107.249,2504351.0
2023-01-22,107.87,108.891,105.961,107.249,2504351.0
2023-01-23,106.428,108.032,105.989,107.574,2062588.0
2023-01-24,105.903,106.705,104.242,105.798,1569572.0
2023-01-25,104.624,106.734,103.269,106.715,1502481.0
2023-01-26,106.438,106.848,104.118,105.588,1982119.0
2023-01-27,105.722,107.154,104.987,106.762,1234922.0
2023-01-28,105.722,107.154,104.987,106.762,1234922.0
2023-01-29,105.722,107.154,104.987,106.762,1234922.0
2023-01-30,106.276,107.688,105.665,106.171,1157796.0
2023-01-31,106.362,107.383,105.436,107.345,5658621.0
2023-02-01,107.001,108.967,106.228,108.347,1565130.0
2023-02-02,108.652,111.64,107.784,111.392,2219090.0
2023-02-03,110.17,110.351,107.874,108.175,1335339.0
2023-02-04,110.17,110.351,107.874,108.175,1335339.0
2023-02-05,110.17,110.351,107.874,108.175,1335339.0
2023-02-06,107.297,108.041,106.877,107.631,1061562.0
2023-02-07,107.669,108.457,105.951,107.822,1256762.0
2023-02-08,107.096,108.528,106.81,107.326,1775369.0
2023-02-09,99.298,100.883,85.458,87.204,12568338.0
2023-02-10,87.682,91.385,87.682,90.507,5487656.0
2023-02-11,87.682,91.385,87.682,90.507,5487656.0
2023-02-12,87.682,91.385,87.682,90.507,5487656.0
2023-02-13,90.679,91.967,90.354,91.891,2875975.0
2023-02-14,92.111,94.273,91.614,91.662,3027215.0
2023-02-15,90.908,92.702,90.469,92.445,2598953.0
2023-02-16,90.784,92.97,90.784,91.681,1607675.0
2023-02-17,91.719,92.407,91.099,92.111,1207006.0
2023-02-18,91.719,92.407,91.099,92.111,1207006.0
2023-02-19,91.719,92.407,91.099,92.111,1207006.0
2023-02-20,91.719,92.407,91.099,92.111,1207006.0
2023-02-21,91.71,92.254,88.951,89.476,2670233.0
2023-02-22,89.906,91.719,89.743,91.022,1335881.0
2023-02-23,91.032,91.882,88.865,90.536,1967818.0
2023-02-24,88.999,90.088,88.999,89.533,1767257.0
2023-02-25,88.999,90.088,88.999,89.533,1767257.0
2023-02-26,88.999,90.088,88.999,89.533,1767257.0
2023-02-27,90.631,91.29,90.02,90.23,1200516.0
2023-02-28,89.82,90.068,88.483,88.961,3472264.0
2023-03-01,88.655,88.994,87.252,87.472,1988016.0
2023-03-02,86.956,88.923,86.097,88.789,2675729.0
2023-03-03,88.989,89.839,88.14,89.514,1415823.0
2023-03-04,88.989,89.839,88.14,89.514,1415823.0
2023-03-05,88.989,89.839,88.14,89.514,1415823.0
2023-03-06,89.505,89.887,87.596,87.624,1239145.0
2023-03-07,87.071,87.333,83.873,85.019,2213800.0
2023-03-08,85.248,85.553,83.873,83.988,1966352.0
2023-03-09,83.902,84.446,81.687,82.155,1544819.0
2023-03-10,82.46,82.565,79.979,80.79,1588869.0
2023-03-11,82.46,82.565,79.979,80.79,1588869.0
2023-03-12,82.46,82.565,79.979,80.79,1588869.0
2023-03-13,80.179,81.099,79.263,79.788,1505004.0
2023-03-14,81.286,81.907,79.301,80.38,3166514.0
2023-03-15,79.148,79.148,77.822,78.957,1807608.0
2023-03-16,78.509,80.38,78.194,79.902,1753855.0
2023-03-17,79.645,79.645,78.222,78.996,4735378.0
2023-03-18,79.645,79.645,78.222,78.996,4735378.0
2023-03-19,79.645,79.645,78.222,78.996,4735378.0
2023-03-20,79.559,80.695,79.482,80.065,2536822.0
2023-03-21,80.991,81.091,79.664,80.809,1805291.0
2023-03-22,80.551,81.391,79.015,79.253,2178047.0
2023-03-23,79.263,80.67,79.167,80.497,1964324.0
2023-03-24,80.285,81.393,79.283,81.229,1378261.0
2023-03-25,80.285,81.393,79.283,81.229,1378261.0
2023-03-26,80.285,81.393,79.283,81.229,1378261.0
2023-03-27,82.569,86.753,81.933,86.386,2533957.0
2023-03-28,86.55,86.56,84.979,85.866,1630764.0
2023-03-29,86.839,87.1,85.972,86.184,1555491.0
2023-03-30,87.148,87.755,86.806,87.254,1238385.0
2023-03-31,87.803,88.835,87.741,88.642,1447610.0
2023-04-01,87.803,88.835,87.741,88.642,1447610.0
2023-04-02,87.803,88.835,87.741,88.642,1447610.0
2023-04-03,88.594,89.143,87.283,87.331,1744864.0
2023-04-04,87.148,87.62,86.444,86.83,1423048.0
2023-04-05,86.309,87.109,86.136,87.061,1448165.0
2023-04-06,86.859,88.319,86.608,88.15,1470930.0
2023-04-07,86.859,88.319,86.608,88.15,1470930.0
2023-04-08,86.859,88.319,86.608,88.15,1470930.0
2023-04-09,86.859,88.319,86.608,88.15,1470930.0
2023-04-10,87.601,88.994,87.369,88.748,1137659.0
2023-04-11,89.076,89.731,88.68,89.48,1057839.0
2023-04-12,90.387,90.521,89.037,89.211,1051421.0
2023-04-13,89.606,91.938,89.562,91.582,1299278.0
2023-04-14,91.466,92.363,90.652,91.244,1176461.0
2023-04-15,91.466,92.363,90.652,91.244,1176461.0
2023-04-16,91.466,92.363,90.652,91.244,1176461.0
2023-04-17,91.765,93.037,91.204,92.864,1294970.0
2023-04-18,93.346,93.625,92.526,92.584,1545821.0
2023-04-19,92.449,93.365,92.055,93.057,1109989.0
2023-04-20,92.951,93.057,91.746,91.977,2158073.0
2023-04-21,92.363,92.979,91.524,92.902,1383262.0
2023-04-22,92.363,92.979,91.524,92.902,1383262.0
2023-04-23,92.363,92.979,91.524,92.902,1383262.0
2023-04-24,93.057,93.596,92.835,93.558,1848100.0
2023-04-25,93.028,93.5,91.697,92.083,1057875.0
2023-04-26,91.379,92.257,90.878,90.974,1383009.0
2023-04-27,91.63,92.189,90.155,91.765,2077461.0
2023-04-28,91.572,93.924,91.412,93.461,1764372.0
2023-04-29,91.572,93.924,91.412,93.461,1764372.0
2023-04-30,91.572,93.924,91.412,93.461,1764372.0
2023-05-01,93.259,93.85,92.767,93.23,1018372.0
2023-05-02,92.623,93.143,90.878,92.681,1070408.0
2023-05-03,93.201,93.267,90.637,90.868,1396679.0
2023-05-04,91.052,91.953,90.56,91.649,1200229.0
2023-05-05,92.15,93.259,92.15,92.97,1428267.0
2023-05-06,92.15,93.259,92.15,92.97,1428267.0
2023-05-07,92.15,93.259,92.15,92.97,1428267.0
2023-05-08,93.018,93.972,92.758,93.635,1406230.0
2023-05-09,89.982,90.589,84.054,87.051,4413139.0
2023-05-10,87.1,87.321,83.254,83.62,3212923.0
2023-05-11,83.234,83.543,82.0,82.28,2048651.0
2023-05-12,82.126,82.637,79.311,80.159,3059774.0
2023-05-13,82.126,82.637,79.311,80.159,3059774.0
2023-05-14,82.126,82.637,79.311,80.159,3059774.0
2023-05-15,80.005,81.461,79.439,81.316,1890883.0
2023-05-16,80.786,81.075,78.174,78.193,2548704.0
2023-05-17,78.501,79.35,78.097,79.301,2773644.0
2023-05-18,79.504,81.788,79.359,81.133,1915546.0
2023-05-19,81.716,82.347,80.555,80.661,1995085.0
2023-05-20,81.716,82.347,80.555,80.661,1995085.0
2023-05-21,81.716,82.347,80.555,80.661,1995085.0
2023-05-22,80.853,81.364,80.102,80.391,1180419.0
2023-05-23,80.179,81.191,79.957,80.034,1577142.0
2023-05-24,79.706,80.333,77.403,77.431,1424429.0
2023-05-25,76.67,77.19,75.224,75.436,2667592.0
2023-05-26,75.899,76.005,74.058,75.436,1706789.0
2023-05-27,75.899,76.005,74.058,75.436,1706789.0
2023-05-28,75.899,76.005,74.058,75.436,1706789.0
2023-05-29,75.899,76.005,74.058,75.436,1706789.0
2023-05-30,75.87,76.246,74.26,75.388,2486358.0
2023-05-31,75.186,75.639,74.183,74.501,2423607.0
2023-06-01,74.492,75.002,73.368,73.836,2206682.0
2023-06-02,75.272,77.287,75.031,77.162,1599254.0
2023-06-03,75.272,77.287,75.031,77.162,1599254.0
2023-06-04,75.272,77.287,75.031,77.162,1599254.0
2023-06-05,77.113,77.904,76.641,76.757,1632203.0
2023-06-06,76.574,78.121,76.39,77.952,1148546.0
2023-06-07,77.894,79.032,77.47,78.27,1793690.0
2023-06-08,78.347,78.964,76.853,76.872,1384853.0
2023-06-09,74.684,75.802,73.913,75.417,2374050.0
2023-06-10,74.684,75.802,73.913,75.417,2374050.0
2023-06-11,74.684,75.802,73.913,75.417,2374050.0
2023-06-12,75.581,76.593,74.858,75.041,1644454.0
2023-06-13,75.272,76.863,75.234,76.824,1379004.0
2023-06-14,77.595,77.663,75.113,75.475,1409049.0
2023-06-15,75.176,76.815,74.829,76.631,1770252.0
2023-06-16,77.104,78.01,76.111,77.451,5050678.0
2023-06-17,77.104,78.01,76.111,77.451,5050678.0
2023-06-18,77.104,78.01,76.111,77.451,5050678.0
2023-06-19,77.104,78.01,76.111,77.451,5050678.0
2023-06-20,77.441,77.836,75.87,76.352,2362571.0
2023-06-21,76.284,76.554,74.887,75.34,2180511.0
2023-06-22,75.057,75.778,74.453,75.223,1197188.0
2023-06-23,74.512,74.901,73.226,73.324,3091952.0
2023-06-24,74.512,74.901,73.226,73.324,3091952.0
2023-06-25,74.512,74.901,73.226,73.324,3091952.0
2023-06-26,73.499,74.872,73.246,74.833,2099085.0
2023-06-27,75.009,75.349,74.317,74.658,2926137.0
2023-06-28,74.755,74.984,73.362,74.726,2519011.0
2023-06-29,74.755,75.895,74.093,75.788,3805650.0
2023-06-30,76.44,77.687,75.807,77.522,2264053.0
2023-07-01,76.44,77.687,75.807,77.522,2264053.0
2023-07-02,76.44,77.687,75.807,77.522,2264053.0
2023-07-03,77.434,78.369,77.103,77.658,1233759.0
2023-07-04,77.434,78.369,77.103,77.658,1233759.0
2023-07-05,77.035,77.726,76.09,76.548,2713198.0
2023-07-06,75.778,76.226,74.833,76.002,2279442.0
2023-07-07,76.099,77.775,76.099,76.548,2117156.0
2023-07-08,76.099,77.775,76.099,76.548,2117156.0
2023-07-09,76.099,77.775,76.099,76.548,2117156.0
2023-07-10,76.616,78.203,76.319,76.577,1539692.0
2023-07-11,76.84,78.447,76.616,78.349,2124215.0
2023-07-12,79.362,80.132,79.255,79.509,2520074.0
2023-07-13,79.401,79.927,78.506,78.953,2317424.0
2023-07-14,79.129,79.616,77.181,78.018,2217768.0
2023-07-15,79.129,79.616,77.181,78.018,2217768.0
2023-07-16,79.129,79.616,77.181,78.018,2217768.0
2023-07-17,78.418,78.418,76.591,77.414,2132564.0
2023-07-18,77.356,80.21,77.336,80.171,2184231.0
2023-07-19,80.882,82.168,80.711,81.885,2716642.0
2023-07-20,81.612,81.778,80.453,81.262,3041792.0
2023-07-21,80.775,82.226,79.236,81.817,2140546.0
2023-07-22,80.775,82.226,79.236,81.817,2140546.0
2023-07-23,80.775,82.226,79.236,81.817,2140546.0
2023-07-24,82.031,83.249,81.817,82.762,2867606.0
2023-07-25,83.073,85.294,82.591,84.758,3167088.0
2023-07-26,84.885,86.385,84.271,84.807,2035087.0
2023-07-27,85.031,85.469,81.651,81.973,1809178.0
2023-07-28,83.19,83.619,82.45,83.073,2285425.0
2023-07-29,83.19,83.619,82.45,83.073,2285425.0
2023-07-30,83.19,83.619,82.45,83.073,2285425.0
2023-07-31,83.755,84.405,81.681,82.411,4875876.0
2023-08-01,82.09,82.567,81.493,82.129,1308656.0
2023-08-02,81.184,81.184,80.044,80.2,1456683.0
2023-08-03,80.005,80.249,78.067,78.077,2189575.0
2023-08-04,78.33,79.63,78.33,78.408,1687021.0
2023-08-05,78.33,79.63,78.33,78.408,1687021.0
2023-08-06,78.33,79.63,78.33,78.408,1687021.0
2023-08-07,77.999,78.534,77.624,78.252,2660759.0
2023-08-08,61.041,65.775,60.665,63.096,11101117.0
2023-08-09,62.96,63.34,61.163,62.122,6099656.0
2023-08-10,62.015,63.281,61.587,61.616,2777934.0
2023-08-11,61.382,62.697,61.372,62.6,2501842.0
2023-08-12,61.382,62.697,61.372,62.6,2501842.0
2023-08-13,61.382,62.697,61.372,62.6,2501842.0
2023-08-14,62.054,63.301,61.976,63.281,2384078.0
2023-08-15,62.405,63.218,62.225,62.902,3029519.0
2023-08-16,62.551,62.707,61.655,61.694,2185855.0
2023-08-17,61.967,62.171,61.158,61.187,1868065.0
2023-08-18,60.827,62.054,60.496,62.035,2409717.0
2023-08-19,60.827,62.054,60.496,62.035,2409717.0
2023-08-20,60.827,62.054,60.496,62.035,2409717.0
2023-08-21,62.025,63.009,61.694,62.892,1718786.0
2023-08-22,63.379,65.346,63.35,65.249,3037861.0
2023-08-23,65.23,66.34,65.22,65.463,2169566.0
2023-08-24,64.48,65.551,62.931,63.691,1473562.0
2023-08-25,64.148,64.884,63.739,64.324,1245068.0
2023-08-26,64.148,64.884,63.739,64.324,1245068.0
2023-08-27,64.148,64.884,63.739,64.324,1245068.0
2023-08-28,64.859,65.21,64.285,64.684,999787.0
2023-08-29,65.035,67.197,64.976,67.148,1741509.0
2023-08-30,67.236,68.492,67.051,67.986,1579533.0
2023-08-31,68.288,69.661,68.239,68.619,2457905.0
2023-09-01,69.194,70.499,68.424,68.424,1621507.0
2023-09-02,69.194,70.499,68.424,68.424,1621507.0
2023-09-03,69.194,70.499,68.424,68.424,1621507.0
2023-09-04,69.194,70.499,68.424,68.424,1621507.0
2023-09-05,68.152,69.233,67.982,68.892,2397039.0
2023-09-06,68.804,69.408,68.447,69.145,1619596.0
2023-09-07,68.892,69.924,67.353,67.402,1428767.0
2023-09-08,67.187,67.46,66.028,66.944,1123284.0
2023-09-09,67.187,67.46,66.028,66.944,1123284.0
2023-09-10,67.187,67.46,66.028,66.944,1123284.0
2023-09-11,67.937,68.517,66.281,66.564,1640884.0
2023-09-12,66.252,67.178,66.038,66.33,2643590.0
2023-09-13,66.33,66.681,65.473,65.775,1291393.0
2023-09-14,66.466,67.645,66.335,67.304,1266334.0
2023-09-15,67.372,69.096,66.997,67.255,3984833.0
2023-09-16,67.372,69.096,66.997,67.255,3984833.0
2023-09-17,67.372,69.096,66.997,67.255,3984833.0
2023-09-18,66.817,67.046,65.551,65.648,1753277.0
2023-09-19,65.502,66.544,65.385,66.087,1663872.0
2023-09-20,67.207,70.051,67.067,68.181,3026541.0
2023-09-21,67.264,68.802,67.195,67.53,2375608.0
2023-09-22,67.53,67.629,66.792,66.85,1501075.0
2023-09-23,67.53,67.629,66.792,66.85,1501075.0
2023-09-24,67.53,67.629,66.792,66.85,1501075.0
2023-09-25,66.338,67.373,66.141,67.156,1265389.0
2023-09-26,66.643,67.328,65.964,66.121,1503201.0
2023-09-27,66.801,67.146,65.757,66.22,1740507.0
2023-09-28,66.496,67.56,65.54,67.185,1480657.0
2023-09-29,67.481,67.974,66.653,67.176,1090050.0
2023-09-30,67.481,67.974,66.653,67.176,1090050.0
2023-10-01,67.481,67.974,66.653,67.176,1090050.0
2023-10-02,66.525,66.791,64.604,65.008,1566036.0
2023-10-03,64.288,65.599,64.032,64.121,2008492.0
2023-10-04,64.958,64.958,63.707,64.466,1822762.0
2023-10-05,64.072,64.095,62.889,63.599,1590710.0
2023-10-06,63.185,63.323,61.372,62.071,2361812.0
2023-10-07,63.185,63.323,61.372,62.071,2361812.0
2023-10-08,63.185,63.323,61.372,62.071,2361812.0
2023-10-09,61.588,63.122,61.529,62.791,1419411.0
2023-10-10,63.145,64.82,63.106,64.811,1941103.0
2023-10-11,64.978,65.22,64.19,64.594,1536715.0
2023-10-12,64.998,65.037,62.613,63.076,4268921.0
2023-10-13,63.411,63.889,63.027,63.855,2103684.0
2023-10-14,63.411,63.889,63.027,63.855,2103684.0
2023-10-15,63.411,63.889,63.027,63.855,2103684.0
2023-10-16,64.495,65.776,63.48,65.422,1287205.0
2023-10-17,64.811,67.195,64.653,66.575,1400881.0
2023-10-18,65.766,66.308,65.697,66.013,2143642.0
2023-10-19,66.072,66.259,65.077,65.431,2851565.0
2023-10-20,65.589,66.033,64.643,64.683,1271963.0
2023-10-21,65.589,66.033,64.643,64.683,1271963.0
2023-10-22,65.589,66.033,64.643,64.683,1271963.0
2023-10-23,64.131,64.614,63.362,63.815,2222375.0
2023-10-24,64.456,65.786,63.963,65.116,1544141.0
2023-10-25,64.998,65.431,64.505,65.136,2601195.0
2023-10-26,65.372,66.959,65.224,66.19,2139922.0
2023-10-27,66.397,67.289,65.895,66.86,3680446.0
2023-10-28,66.397,67.289,65.895,66.86,3680446.0
2023-10-29,66.397,67.289,65.895,66.86,3680446.0
2023-10-30,67.53,67.777,62.288,64.308,4522349.0
2023-10-31,65.077,67.944,64.85,67.353,3075819.0
2023-11-01,67.166,67.639,66.092,67.067,1957884.0
2023-11-02,67.737,68.703,67.452,68.437,1942704.0
2023-11-03,69.206,72.132,69.004,71.649,2609615.0
2023-11-04,69.206,72.132,69.004,71.649,2609615.0
2023-11-05,69.206,72.132,69.004,71.649,2609615.0
2023-11-06,71.078,71.797,70.309,71.285,2928845.0
2023-11-07,76.843,77.168,69.087,70.546,5036173.0
2023-11-08,70.575,71.531,69.393,69.984,2393436.0
2023-11-09,70.575,70.831,69.738,70.496,2565488.0
2023-11-10,70.24,70.955,69.196,70.694,2533130.0
2023-11-11,70.24,70.955,69.196,70.694,2533130.0
2023-11-12,70.24,70.955,69.196,70.694,2533130.0
2023-11-13,69.945,70.703,68.713,70.191,3677144.0
2023-11-14,71.62,72.852,71.442,72.586,2019501.0
2023-11-15,72.743,73.699,72.59,72.921,1161011.0
2023-11-16,72.576,73.6,72.408,73.551,1434432.0
2023-11-17,74.123,74.123,72.738,72.861,1153269.0
2023-11-18,74.123,74.123,72.738,72.861,1153269.0
2023-11-19,74.123,74.123,72.738,72.861,1153269.0
2023-11-20,72.477,73.039,71.827,72.792,1581519.0
2023-11-21,72.684,72.891,71.876,72.526,1770549.0
2023-11-22,72.99,73.906,72.349,73.896,2439776.0
2023-11-23,72.99,73.906,72.349,73.896,2439776.0
2023-11-24,73.669,74.28,73.571,73.64,603149.0
2023-11-25,73.669,74.28,73.571,73.64,603149.0
2023-11-26,73.669,74.28,73.571,73.64,603149.0
2023-11-27,73.522,73.857,73.083,73.748,2480091.0
2023-11-28,74.428,74.813,73.748,74.566,1192384.0
2023-11-29,74.832,75.438,74.093,74.133,1400649.0
2023-11-30,74.152,74.606,73.788,74.28,1810999.0
2023-12-01,74.359,75.67,74.359,75.66,1654778.0
2023-12-02,74.359,75.67,74.359,75.66,1654778.0
2023-12-03,74.359,75.67,74.359,75.66,1654778.0
2023-12-04,75.148,75.887,75.01,75.187,1861186.0
2023-12-05,74.921,75.29,74.0,74.32,1844991.0
2023-12-06,74.704,75.69,74.517,74.606,987785.0
2023-12-07,74.822,76.774,74.625,75.877,1157248.0
2023-12-08,75.847,76.31,75.34,75.699,1104367.0
2023-12-09,75.847,76.31,75.34,75.699,1104367.0
2023-12-10,75.847,76.31,75.34,75.699,1104367.0
2023-12-11,75.453,75.744,75.177,75.552,2234306.0
2023-12-12,75.778,75.818,74.527,75.345,1805589.0
2023-12-13,75.01,78.138,74.658,77.582,1514489.0
2023-12-14,78.813,81.504,78.183,79.02,2914471.0
2023-12-15,78.695,79.474,78.045,78.459,3711914.0
2023-12-16,78.695,79.474,78.045,78.459,3711914.0
2023-12-17,78.695,79.474,78.045,78.459,3711914.0
2023-12-18,78.882,79.099,77.444,77.907,1589428.0
2023-12-19,78.045,79.104,77.907,78.823,2187602.0
2023-12-20,78.666,78.922,77.838,78.439,1870431.0
2023-12-21,79.227,79.375,77.877,79.276,1172206.0
2023-12-22,79.927,80.75,79.158,79.523,1174090.0
2023-12-23,79.927,80.75,79.158,79.523,1174090.0
2023-12-24,79.927,80.75,79.158,79.523,1174090.0
