,OXM US Equity,OXM US Equity,OXM US Equity,OXM US Equity,OXM US Equity
2020-01-30,65.2007,67.1222,65.2007,66.9117,88643.0
2020-01-31,66.8385,66.8385,63.1787,63.4989,101071.0
2020-02-01,66.8385,66.8385,63.1787,63.4989,101071.0
2020-02-02,66.8385,66.8385,63.1787,63.4989,101071.0
2020-02-03,63.9106,64.8622,63.5447,64.2126,106604.0
2020-02-04,65.4203,66.3628,64.789,65.8321,65000.0
2020-02-05,66.6098,66.9575,65.7772,66.3994,55052.0
2020-02-06,66.7928,66.9026,65.7131,65.9144,51361.0
2020-02-07,65.4203,65.4661,63.3891,63.7185,35738.0
2020-02-08,65.4203,65.4661,63.3891,63.7185,35738.0
2020-02-09,65.4203,65.4661,63.3891,63.7185,35738.0
2020-02-10,63.4257,64.4413,63.0689,63.3434,56885.0
2020-02-11,63.6453,64.0387,62.7669,63.5081,46892.0
2020-02-12,64.0662,65.2282,64.0479,64.8256,55356.0
2020-02-13,64.4139,64.6792,63.5081,64.24,57973.0
2020-02-14,64.4139,64.4139,63.2153,63.4166,51312.0
2020-02-15,64.4139,64.4139,63.2153,63.4166,51312.0
2020-02-16,64.4139,64.4139,63.2153,63.4166,51312.0
2020-02-17,64.4139,64.4139,63.2153,63.4166,51312.0
2020-02-18,63.1787,63.1787,61.4311,61.5683,62564.0
2020-02-19,61.6232,61.8886,60.5436,61.0834,83665.0
2020-02-20,60.9187,62.3049,60.9187,61.7605,75575.0
2020-02-21,61.6873,61.948,60.6899,61.7605,71910.0
2020-02-22,61.6873,61.948,60.6899,61.7605,71910.0
2020-02-23,61.6873,61.948,60.6899,61.7605,71910.0
2020-02-24,59.9305,60.5619,59.656,59.6652,102024.0
2020-02-25,59.8756,59.8848,57.1307,57.3686,140149.0
2020-02-26,57.7895,58.7411,56.7739,56.902,115774.0
2020-02-27,56.0785,58.2836,55.4014,55.6393,147907.0
2020-02-28,53.8094,57.0026,53.2604,55.255,195499.0
2020-02-29,53.8094,57.0026,53.2604,55.255,195499.0
2020-03-01,53.8094,57.0026,53.2604,55.255,195499.0
2020-03-02,55.6851,55.6851,54.2211,55.5112,140269.0
2020-03-03,55.5844,56.8151,53.9283,54.3584,131019.0
2020-03-04,54.9805,55.6668,54.4407,55.1269,139980.0
2020-03-05,53.9009,54.2394,52.4461,52.8761,161744.0
2020-03-06,51.3207,53.6493,51.3207,52.8944,257673.0
2020-03-07,51.3207,53.6493,51.3207,52.8944,257673.0
2020-03-08,51.3207,53.6493,51.3207,52.8944,257673.0
2020-03-09,49.7195,51.22,49.4999,50.0763,137572.0
2020-03-10,51.522,51.8696,48.8136,50.5338,158039.0
2020-03-11,49.2254,49.509,45.4649,45.7759,160261.0
2020-03-12,42.7657,44.2845,40.8626,40.9266,201025.0
2020-03-13,42.9212,44.2937,40.8534,41.4939,210711.0
2020-03-14,42.9212,44.2937,40.8534,41.4939,210711.0
2020-03-15,42.9212,44.2937,40.8534,41.4939,210711.0
2020-03-16,36.736,38.2366,34.4578,35.6564,243530.0
2020-03-17,36.4981,37.3079,31.475,32.4631,287013.0
2020-03-18,30.8162,32.7468,28.0621,29.1143,292886.0
2020-03-19,28.7301,31.2782,27.7888,28.8764,264861.0
2020-03-20,29.2699,32.9847,28.9954,31.0907,275006.0
2020-03-21,29.2699,32.9847,28.9954,31.0907,275006.0
2020-03-22,29.2699,32.9847,28.9954,31.0907,275006.0
2020-03-23,31.2188,31.7174,29.0869,30.4227,186498.0
2020-03-24,31.3377,34.1833,31.3377,34.1558,150612.0
2020-03-25,33.8905,36.2786,32.8108,34.348,162892.0
2020-03-26,34.4852,38.4013,33.8814,36.919,290036.0
2020-03-27,33.8813,35.9583,31.6946,32.9481,236297.0
2020-03-28,33.8813,35.9583,31.6946,32.9481,236297.0
2020-03-29,33.8813,35.9583,31.6946,32.9481,236297.0
2020-03-30,32.6278,33.6663,31.3926,32.8291,168255.0
2020-03-31,32.7376,34.8055,32.7376,33.1768,227492.0
2020-04-01,32.6827,32.6827,30.0476,30.5325,138128.0
2020-04-02,30.6332,32.2527,28.4373,29.6816,175423.0
2020-04-03,29.1509,30.6057,27.9066,29.1143,189463.0
2020-04-04,29.1509,30.6057,27.9066,29.1143,189463.0
2020-04-05,29.1509,30.6057,27.9066,29.1143,189463.0
2020-04-06,30.2672,33.5611,30.2672,33.4055,195637.0
2020-04-07,34.961,39.3529,33.9683,34.5859,242479.0
2020-04-08,35.5191,36.3243,34.9518,35.7845,122582.0
2020-04-09,36.919,39.4169,36.919,37.5321,153848.0
2020-04-10,36.919,39.4169,36.919,37.5321,153848.0
2020-04-11,36.919,39.4169,36.919,37.5321,153848.0
2020-04-12,36.919,39.4169,36.919,37.5321,153848.0
2020-04-13,37.6876,38.2,35.549,36.0681,116964.0
2020-04-14,36.6903,37.468,36.2603,37.1935,113960.0
2020-04-15,35.4002,37.2667,34.7597,35.1531,146383.0
2020-04-16,34.9966,34.9966,33.0902,33.6428,112553.0
2020-04-17,36.0096,38.8922,35.7426,36.4333,197067.0
2020-04-18,36.0096,38.8922,35.7426,36.4333,197067.0
2020-04-19,36.0096,38.8922,35.7426,36.4333,197067.0
2020-04-20,35.1623,36.157,34.444,35.236,106779.0
2020-04-21,33.8914,35.0058,33.302,33.8362,76616.0
2020-04-22,34.2874,34.7672,32.6573,32.7678,122298.0
2020-04-23,32.6205,33.9835,32.3995,33.4494,104182.0
2020-04-24,33.6428,34.5821,33.4033,34.1861,60038.0
2020-04-25,33.6428,34.5821,33.4033,34.1861,60038.0
2020-04-26,33.6428,34.5821,33.4033,34.1861,60038.0
2020-04-27,34.5914,37.7503,34.3151,37.0595,123858.0
2020-04-28,38.5607,40.7434,38.4041,40.6144,231194.0
2020-04-29,42.0235,46.1679,41.6828,43.847,260798.0
2020-04-30,42.7603,42.7603,38.4548,38.6067,186444.0
2020-05-01,37.2253,37.8976,36.2675,37.8239,106433.0
2020-05-02,37.2253,37.8976,36.2675,37.8239,106433.0
2020-05-03,37.2253,37.8976,36.2675,37.8239,106433.0
2020-05-04,36.553,37.8884,36.0741,36.728,131024.0
2020-05-05,37.7595,38.7357,36.8845,36.903,117248.0
2020-05-06,37.1608,37.2898,35.5031,35.6597,182395.0
2020-05-07,36.3964,37.5569,35.807,36.1017,87708.0
2020-05-08,36.9398,38.1739,36.4977,38.0634,80266.0
2020-05-09,36.9398,38.1739,36.4977,38.0634,80266.0
2020-05-10,36.9398,38.1739,36.4977,38.0634,80266.0
2020-05-11,37.3358,37.5108,35.0887,36.1386,135910.0
2020-05-12,36.3412,36.6727,34.398,34.4348,103952.0
2020-05-13,33.873,34.0618,32.5698,33.3388,131206.0
2020-05-14,32.4823,34.4072,31.1884,34.3243,135007.0
2020-05-15,34.2966,34.6466,33.3665,34.223,169859.0
2020-05-16,34.2966,34.6466,33.3665,34.223,169859.0
2020-05-17,34.2966,34.6466,33.3665,34.223,169859.0
2020-05-18,36.2859,37.5615,35.5952,36.7372,181486.0
2020-05-19,36.7648,37.0964,35.2268,35.236,163252.0
2020-05-20,36.1017,36.8477,35.3742,35.7518,168560.0
2020-05-21,35.5492,37.5753,35.5492,36.774,296756.0
2020-05-22,37.3358,37.3358,35.5307,36.2951,109353.0
2020-05-23,37.3358,37.3358,35.5307,36.2951,109353.0
2020-05-24,37.3358,37.3358,35.5307,36.2951,109353.0
2020-05-25,37.3358,37.3358,35.5307,36.2951,109353.0
2020-05-26,37.8608,40.5362,37.8608,40.1448,207162.0
2020-05-27,41.8117,42.5661,41.2223,42.0511,313423.0
2020-05-28,42.7511,43.7826,40.9736,40.9736,196745.0
2020-05-29,40.6605,40.7802,38.8554,39.2514,183688.0
2020-05-30,40.6605,40.7802,38.8554,39.2514,183688.0
2020-05-31,40.6605,40.7802,38.8554,39.2514,183688.0
2020-06-01,39.5185,40.7618,39.454,39.7027,304181.0
2020-06-02,40.154,43.8286,39.7599,43.5431,158722.0
2020-06-03,44.8877,47.5125,44.2661,46.4257,324038.0
2020-06-04,46.2692,47.6138,45.3206,47.5032,206408.0
2020-06-05,50.6529,53.0014,49.9622,51.1779,201452.0
2020-06-06,50.6529,53.0014,49.9622,51.1779,201452.0
2020-06-07,50.6529,53.0014,49.9622,51.1779,201452.0
2020-06-08,53.1764,54.0697,51.9331,52.5501,343161.0
2020-06-09,51.5739,51.6199,48.4518,50.6806,229665.0
2020-06-10,50.128,50.2485,47.1993,47.623,274060.0
2020-06-11,42.8616,43.3129,39.8685,40.154,605602.0
2020-06-12,41.8854,42.7879,40.154,42.3735,227011.0
2020-06-13,41.8854,42.7879,40.154,42.3735,227011.0
2020-06-14,41.8854,42.7879,40.154,42.3735,227011.0
2020-06-15,40.2461,40.9644,38.5952,39.4264,305146.0
2020-06-16,41.5999,43.7457,41.0381,41.4065,294194.0
2020-06-17,41.2407,42.2077,40.1171,41.2499,240526.0
2020-06-18,40.5316,42.4472,40.3842,40.8723,344081.0
2020-06-19,41.563,41.563,39.2514,39.5277,279680.0
2020-06-20,41.563,41.563,39.2514,39.5277,279680.0
2020-06-21,41.563,41.563,39.2514,39.5277,279680.0
2020-06-22,39.1225,39.8316,38.3489,39.4448,154090.0
2020-06-23,40.3474,40.3474,38.3351,39.1593,181693.0
2020-06-24,38.6528,38.6528,37.1424,37.9621,122117.0
2020-06-25,37.6766,37.9989,36.0925,37.1977,114211.0
2020-06-26,37.1148,37.1148,35.5399,36.4885,335262.0
2020-06-27,37.1148,37.1148,35.5399,36.4885,335262.0
2020-06-28,37.1148,37.1148,35.5399,36.4885,335262.0
2020-06-29,36.8938,39.4909,36.7925,39.4725,182259.0
2020-06-30,39.0949,40.6605,38.5331,40.5316,225273.0
2020-07-01,40.6973,41.9959,38.8186,39.058,157459.0
2020-07-02,40.3105,40.6513,39.1225,40.1079,146038.0
2020-07-03,40.3105,40.6513,39.1225,40.1079,146038.0
2020-07-04,40.3105,40.6513,39.1225,40.1079,146038.0
2020-07-05,40.3105,40.6513,39.1225,40.1079,146038.0
2020-07-06,41.0933,41.2315,38.837,40.154,170648.0
2020-07-07,39.4817,39.4817,37.9989,38.6896,201683.0
2020-07-08,38.4778,39.3435,38.1739,39.3251,331530.0
2020-07-09,38.9475,39.7027,37.9851,39.0949,239213.0
2020-07-10,39.2698,39.6566,38.2936,38.6252,137961.0
2020-07-11,39.2698,39.6566,38.2936,38.6252,137961.0
2020-07-12,39.2698,39.6566,38.2936,38.6252,137961.0
2020-07-13,38.5515,40.5868,38.2936,39.9606,206533.0
2020-07-14,39.9606,40.0342,38.8002,39.5645,189649.0
2020-07-15,40.9552,42.834,40.3105,42.6037,292480.0
2020-07-16,41.9833,42.4185,41.2425,41.3814,217467.0
2020-07-17,41.437,41.8815,39.9832,40.0203,173796.0
2020-07-18,41.437,41.8815,39.9832,40.0203,173796.0
2020-07-19,41.437,41.8815,39.9832,40.0203,173796.0
2020-07-20,39.6314,39.9508,38.4276,38.4461,124581.0
2020-07-21,38.6313,40.5388,38.6313,40.5018,115078.0
2020-07-22,40.5018,40.6499,39.9184,40.2981,62365.0
2020-07-23,40.2795,41.6685,40.1592,40.8722,77133.0
2020-07-24,40.8907,41.2148,40.0295,40.1406,66580.0
2020-07-25,40.8907,41.2148,40.0295,40.1406,66580.0
2020-07-26,40.8907,41.2148,40.0295,40.1406,66580.0
2020-07-27,40.011,40.761,39.4554,40.4833,126482.0
2020-07-28,40.2795,41.9463,40.2795,41.4648,78316.0
2020-07-29,41.6315,42.5667,41.4092,42.0481,80497.0
2020-07-30,41.2796,41.6685,40.3351,40.8536,59341.0
2020-07-31,40.5018,40.5018,39.1313,39.761,94086.0
2020-08-01,40.5018,40.5018,39.1313,39.761,94086.0
2020-08-02,40.5018,40.5018,39.1313,39.761,94086.0
2020-08-03,39.761,40.0064,38.4924,39.7425,170356.0
2020-08-04,39.5851,40.7703,39.3073,40.6777,143972.0
2020-08-05,40.937,42.8537,40.6129,42.4741,119455.0
2020-08-06,42.4278,42.4278,40.437,40.6499,103393.0
2020-08-07,40.3444,42.6222,40.2008,42.5852,117799.0
2020-08-08,40.3444,42.6222,40.2008,42.5852,117799.0
2020-08-09,40.3444,42.6222,40.2008,42.5852,117799.0
2020-08-10,42.6408,45.2798,42.6408,44.4094,130808.0
2020-08-11,45.0946,45.9094,44.4927,44.5668,135825.0
2020-08-12,45.3724,45.6316,44.4464,45.2242,96507.0
2020-08-13,44.6779,45.1964,44.0112,44.3538,73322.0
2020-08-14,44.076,45.5716,43.8815,44.8075,91083.0
2020-08-15,44.076,45.5716,43.8815,44.8075,91083.0
2020-08-16,44.076,45.5716,43.8815,44.8075,91083.0
2020-08-17,45.1964,45.1964,43.4741,43.8723,133054.0
2020-08-18,43.7241,43.7241,41.0666,41.3814,172953.0
2020-08-19,41.437,42.7148,41.3074,42.0296,145805.0
2020-08-20,41.4833,41.9555,40.8166,41.4648,83886.0
2020-08-21,41.5203,42.5296,41.2888,42.4463,138127.0
2020-08-22,41.5203,42.5296,41.2888,42.4463,138127.0
2020-08-23,41.5203,42.5296,41.2888,42.4463,138127.0
2020-08-24,43.0111,44.8538,42.4648,44.826,113480.0
2020-08-25,45.076,45.414,43.7149,44.3445,107683.0
2020-08-26,44.3816,44.9372,43.7751,44.1038,91234.0
2020-08-27,44.5019,46.6409,44.5019,46.4002,116087.0
2020-08-28,47.0206,47.0206,45.4187,46.5576,110321.0
2020-08-29,47.0206,47.0206,45.4187,46.5576,110321.0
2020-08-30,47.0206,47.0206,45.4187,46.5576,110321.0
2020-08-31,46.8076,46.8493,44.9742,45.8631,217114.0
2020-09-01,45.4372,47.4697,45.2057,47.4558,63945.0
2020-09-02,47.6965,48.9095,47.6873,48.854,163311.0
2020-09-03,48.9929,50.4559,48.2567,48.6503,175581.0
2020-09-04,43.0574,44.3723,39.0758,41.6777,677939.0
2020-09-05,43.0574,44.3723,39.0758,41.6777,677939.0
2020-09-06,43.0574,44.3723,39.0758,41.6777,677939.0
2020-09-07,43.0574,44.3723,39.0758,41.6777,677939.0
2020-09-08,40.9648,43.4,40.743,42.5019,201615.0
2020-09-09,42.6871,42.7056,40.562,42.1963,157940.0
2020-09-10,42.5574,43.363,42.2241,42.9278,122082.0
2020-09-11,43.4,44.2612,43.0297,44.1316,136946.0
2020-09-12,43.4,44.2612,43.0297,44.1316,136946.0
2020-09-13,43.4,44.2612,43.0297,44.1316,136946.0
2020-09-14,44.3816,45.3168,43.326,44.2797,269898.0
2020-09-15,44.6779,44.9001,43.4463,43.5852,133755.0
2020-09-16,44.2705,46.1039,44.2705,44.6038,235013.0
2020-09-17,44.3538,44.6223,42.6315,43.0019,108749.0
2020-09-18,43.3537,43.3537,40.6268,40.7703,334403.0
2020-09-19,43.3537,43.3537,40.6268,40.7703,334403.0
2020-09-20,43.3537,43.3537,40.6268,40.7703,334403.0
2020-09-21,39.7795,39.7795,38.0572,38.2887,155824.0
2020-09-22,38.2887,38.994,37.4276,37.6313,160580.0
2020-09-23,37.8998,38.9369,37.3535,37.3905,169315.0
2020-09-24,37.4553,37.4553,35.3951,36.0942,154720.0
2020-09-25,35.659,36.2794,35.0849,35.3997,174968.0
2020-09-26,35.659,36.2794,35.0849,35.3997,174968.0
2020-09-27,35.659,36.2794,35.0849,35.3997,174968.0
2020-09-28,35.9553,37.5665,35.9553,37.1035,139549.0
2020-09-29,37.0757,37.1313,35.733,36.6775,201208.0
2020-09-30,36.6405,38.085,36.6405,37.372,170014.0
2020-10-01,37.3257,38.9647,37.3257,38.9091,156558.0
2020-10-02,37.6498,40.0203,37.6498,39.7054,153391.0
2020-10-03,37.6498,40.0203,37.6498,39.7054,153391.0
2020-10-04,37.6498,40.0203,37.6498,39.7054,153391.0
2020-10-05,39.8814,41.1037,39.7517,41.0666,161902.0
2020-10-06,41.5666,42.4278,40.511,40.6777,125288.0
2020-10-07,41.3259,41.5203,40.0203,40.2795,163663.0
2020-10-08,40.7703,42.2056,40.4694,42.1315,106508.0
2020-10-09,42.4741,42.5389,41.224,41.4185,75456.0
2020-10-10,42.4741,42.5389,41.224,41.4185,75456.0
2020-10-11,42.4741,42.5389,41.224,41.4185,75456.0
2020-10-12,41.3537,41.8444,40.7703,41.2611,57730.0
2020-10-13,40.6129,41.1592,39.8629,40.7518,86235.0
2020-10-14,41.0388,41.2148,40.2147,40.6684,167579.0
2020-10-15,39.8862,41.4041,39.8862,41.2645,128664.0
2020-10-16,41.2086,41.5438,40.3891,40.864,66137.0
2020-10-17,41.2086,41.5438,40.3891,40.864,66137.0
2020-10-18,41.2086,41.5438,40.3891,40.864,66137.0
2020-10-19,41.162,41.2086,39.5975,39.6813,76332.0
2020-10-20,39.9979,40.8919,39.7465,39.8024,69144.0
2020-10-21,39.6813,40.715,38.7221,40.6312,124126.0
2020-10-22,40.715,42.2795,40.3611,42.1957,100660.0
2020-10-23,42.5962,43.4529,42.5356,43.1363,84234.0
2020-10-24,42.5962,43.4529,42.5356,43.1363,84234.0
2020-10-25,42.5962,43.4529,42.5356,43.1363,84234.0
2020-10-26,42.503,42.7638,40.9152,41.9908,85943.0
2020-10-27,41.9722,42.4565,41.5531,41.5718,71017.0
2020-10-28,40.566,40.9199,38.8432,39.225,120244.0
2020-10-29,38.9456,40.8081,38.5451,40.7429,96850.0
2020-10-30,40.5567,40.9199,37.9678,38.3403,167039.0
2020-10-31,40.5567,40.9199,37.9678,38.3403,167039.0
2020-11-01,40.5567,40.9199,37.9678,38.3403,167039.0
2020-11-02,39.1039,39.2622,37.8467,38.0981,118583.0
2020-11-03,39.0108,40.7709,38.8385,40.6033,94540.0
2020-11-04,39.7651,40.2028,38.3123,38.4706,112770.0
2020-11-05,38.6476,39.7465,38.6197,39.1412,90244.0
2020-11-06,39.5137,39.5975,37.3624,37.5208,67284.0
2020-11-07,39.5137,39.5975,37.3624,37.5208,67284.0
2020-11-08,39.5137,39.5975,37.3624,37.5208,67284.0
2020-11-09,41.1248,47.8019,40.8919,46.7962,223515.0
2020-11-10,47.2804,48.9381,47.1314,47.7368,201333.0
2020-11-11,47.8113,48.0068,43.7416,43.8627,228211.0
2020-11-12,42.9966,42.9966,39.5323,40.4356,150615.0
2020-11-13,41.0316,43.9558,41.0316,43.6671,112917.0
2020-11-14,41.0316,43.9558,41.0316,43.6671,112917.0
2020-11-15,41.0316,43.9558,41.0316,43.6671,112917.0
2020-11-16,45.1013,46.6565,45.1013,46.3026,226448.0
2020-11-17,45.688,51.1638,45.4272,51.08,189265.0
2020-11-18,51.7226,54.1718,51.2104,52.5235,184490.0
2020-11-19,52.2348,53.5572,51.5503,52.3186,133350.0
2020-11-20,51.7971,52.4955,48.9847,50.4654,247481.0
2020-11-21,51.7971,52.4955,48.9847,50.4654,247481.0
2020-11-22,51.7971,52.4955,48.9847,50.4654,247481.0
2020-11-23,51.2104,53.2312,50.8006,53.1102,194207.0
2020-11-24,54.4698,57.245,54.0507,55.7922,169166.0
2020-11-25,55.4104,55.4942,53.0543,53.5944,128249.0
2020-11-26,55.4104,55.4942,53.0543,53.5944,128249.0
2020-11-27,53.3337,54.0135,52.0392,52.1137,82477.0
2020-11-28,53.3337,54.0135,52.0392,52.1137,82477.0
2020-11-29,53.3337,54.0135,52.0392,52.1137,82477.0
2020-11-30,51.7785,52.3186,49.9345,51.9554,159100.0
2020-12-01,52.719,53.8738,51.8716,53.5013,184803.0
2020-12-02,53.343,54.535,52.6492,54.2184,109611.0
2020-12-03,54.2184,56.7281,53.7434,55.5501,160363.0
2020-12-04,56.2299,58.1111,56.1834,58.0366,207219.0
2020-12-05,56.2299,58.1111,56.1834,58.0366,207219.0
2020-12-06,56.2299,58.1111,56.1834,58.0366,207219.0
2020-12-07,57.5803,58.2089,56.4441,57.9714,257072.0
2020-12-08,57.1612,58.2895,56.7002,57.3847,121513.0
2020-12-09,58.2042,58.8281,55.876,55.876,268006.0
2020-12-10,59.6477,59.6477,52.8308,53.5944,261017.0
2020-12-11,53.2126,53.8831,50.9124,51.3221,309300.0
2020-12-12,53.2126,53.8831,50.9124,51.3221,309300.0
2020-12-13,53.2126,53.8831,50.9124,51.3221,309300.0
2020-12-14,51.9554,52.3372,50.9496,51.7226,144387.0
2020-12-15,52.2441,54.0973,51.704,53.8645,92217.0
2020-12-16,53.8645,54.7306,53.3709,53.9204,120593.0
2020-12-17,53.9949,55.5687,53.0822,54.9168,117241.0
2020-12-18,54.7399,57.3661,54.7399,57.0681,457767.0
2020-12-19,54.7399,57.3661,54.7399,57.0681,457767.0
2020-12-20,54.7399,57.3661,54.7399,57.0681,457767.0
2020-12-21,55.5967,58.2415,55.5967,57.4592,127705.0
2020-12-22,57.7479,58.6885,56.7607,58.3718,96474.0
2020-12-23,58.5767,59.5732,58.0645,59.0703,122291.0
2020-12-24,59.4987,59.4987,58.1297,58.6698,45107.0
2020-12-25,59.4987,59.4987,58.1297,58.6698,45107.0
2020-12-26,59.4987,59.4987,58.1297,58.6698,45107.0
2020-12-27,59.4987,59.4987,58.1297,58.6698,45107.0
2020-12-28,59.508,60.6069,59.1075,59.955,123049.0
2020-12-29,59.9177,60.7652,59.4614,60.5044,108226.0
2020-12-30,60.5324,62.7767,60.4765,62.0224,83475.0
2020-12-31,62.4135,62.488,60.8117,61.0073,132052.0
2021-01-01,62.4135,62.488,60.8117,61.0073,132052.0
2021-01-02,62.4135,62.488,60.8117,61.0073,132052.0
2021-01-03,62.4135,62.488,60.8117,61.0073,132052.0
2021-01-04,61.7151,61.7803,58.2973,58.5767,164206.0
2021-01-05,58.6885,60.3275,58.2694,60.2344,100539.0
2021-01-06,61.1843,64.9838,61.1843,64.8534,187714.0
2021-01-07,65.0676,66.7532,64.8162,65.4867,113238.0
2021-01-08,65.8685,65.8685,63.0095,63.7639,62281.0
2021-01-09,65.8685,65.8685,63.0095,63.7639,62281.0
2021-01-10,65.8685,65.8685,63.0095,63.7639,62281.0
2021-01-11,62.3949,66.8929,62.3949,66.8464,82577.0
2021-01-12,68.0384,69.5843,67.7776,69.5005,114585.0
2021-01-13,69.2025,69.7705,66.6322,67.3399,91356.0
2021-01-14,67.5455,69.1528,66.5736,67.1156,96987.0
2021-01-15,65.9849,67.695,65.0037,66.7231,117162.0
2021-01-16,65.9849,67.695,65.0037,66.7231,117162.0
2021-01-17,65.9849,67.695,65.0037,66.7231,117162.0
2021-01-18,65.9849,67.695,65.0037,66.7231,117162.0
2021-01-19,66.9474,67.9857,66.0503,66.2559,129799.0
2021-01-20,66.5362,68.6015,66.5362,68.0314,76759.0
2021-01-21,68.48,68.9753,66.5269,66.6203,67330.0
2021-01-22,65.3962,66.6951,65.3962,66.6203,116134.0
2021-01-23,65.3962,66.6951,65.3962,66.6203,116134.0
2021-01-24,65.3962,66.6951,65.3962,66.6203,116134.0
2021-01-25,65.8634,68.2651,65.8634,67.6016,67600.0
2021-01-26,68.2183,68.2183,64.5365,65.0224,102151.0
2021-01-27,63.4337,65.6111,62.9384,64.2467,107159.0
2021-01-28,64.9196,65.013,62.8917,63.2748,84385.0
2021-01-29,63.2748,64.1065,60.9012,60.9666,104606.0
2021-01-30,63.2748,64.1065,60.9012,60.9666,104606.0
2021-01-31,63.2748,64.1065,60.9012,60.9666,104606.0
2021-02-01,61.4713,62.032,59.5929,60.163,93769.0
2021-02-02,61.1348,61.3965,60.0134,60.5741,77860.0
2021-02-03,60.434,62.0133,59.8452,61.546,92261.0
2021-02-04,61.7516,65.4148,61.6488,64.9943,142608.0
2021-02-05,65.4148,65.7326,64.3822,65.5176,69612.0
2021-02-06,65.4148,65.7326,64.3822,65.5176,69612.0
2021-02-07,65.4148,65.7326,64.3822,65.5176,69612.0
2021-02-08,65.9849,68.1436,65.9755,67.7698,65787.0
2021-02-09,67.5548,70.0313,67.5548,68.48,91330.0
2021-02-10,69.4706,69.564,67.1156,67.7044,100855.0
2021-02-11,68.1062,70.3537,67.9567,70.2836,87240.0
2021-02-12,69.9004,70.8443,68.4893,70.8349,74805.0
2021-02-13,69.9004,70.8443,68.4893,70.8349,74805.0
2021-02-14,69.9004,70.8443,68.4893,70.8349,74805.0
2021-02-15,69.9004,70.8443,68.4893,70.8349,74805.0
2021-02-16,71.5358,72.1152,70.4705,70.5639,75740.0
2021-02-17,69.6388,70.5079,68.0688,69.536,40036.0
2021-02-18,68.8912,68.8912,66.2559,67.6763,55900.0
2021-02-19,67.9754,69.9378,67.5026,69.807,47419.0
2021-02-20,67.9754,69.9378,67.5026,69.807,47419.0
2021-02-21,67.9754,69.9378,67.5026,69.807,47419.0
2021-02-22,69.1996,72.0965,69.1996,71.5638,88289.0
2021-02-23,71.0686,72.2086,69.536,71.9003,55014.0
2021-02-24,72.6011,74.9561,72.6011,74.7318,61619.0
2021-02-25,75.3672,75.4514,71.1246,71.2648,125916.0
2021-02-26,71.4797,72.4142,68.6576,71.2461,118808.0
2021-02-27,71.4797,72.4142,68.6576,71.2461,118808.0
2021-02-28,71.4797,72.4142,68.6576,71.2461,118808.0
2021-03-01,73.2179,74.872,73.2179,74.0589,55902.0
2021-03-02,74.2272,74.872,73.3768,74.3206,60191.0
2021-03-03,75.2177,77.4325,74.2926,75.9653,77600.0
2021-03-04,75.8906,75.9186,72.4516,73.7412,81338.0
2021-03-05,75.2551,75.3252,72.7507,75.1149,79530.0
2021-03-06,75.2551,75.3252,72.7507,75.1149,79530.0
2021-03-07,75.2551,75.3252,72.7507,75.1149,79530.0
2021-03-08,76.0588,80.4042,75.6476,80.1425,80038.0
2021-03-09,81.1331,83.1796,80.6752,81.7405,95004.0
2021-03-10,82.1984,84.1328,81.091,82.2358,89717.0
2021-03-11,83.1329,84.3291,82.6003,83.9927,136629.0
2021-03-12,84.5253,87.3569,84.2496,87.1045,78338.0
2021-03-13,84.5253,87.3569,84.2496,87.1045,78338.0
