,CACC US Equity,CACC US Equity,CACC US Equity,CACC US Equity,CACC US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-09-02,590.63,668.24,590.63,660.0,451775.0
2021-09-03,653.27,671.12,649.03,670.31,338759.0
2021-09-04,653.27,671.12,649.03,670.31,338759.0
2021-09-05,653.27,671.12,649.03,670.31,338759.0
2021-09-06,653.27,671.12,649.03,670.31,338759.0
2021-09-07,668.5,669.3,641.59,648.52,235831.0
2021-09-08,643.59,653.215,634.03,650.01,239539.0
2021-09-09,655.24,655.24,610.29,612.0,163020.0
2021-09-10,611.81,617.01,599.395,601.29,159687.0
2021-09-11,611.81,617.01,599.395,601.29,159687.0
2021-09-12,611.81,617.01,599.395,601.29,159687.0
2021-09-13,604.87,619.4762,598.0,613.19,139404.0
2021-09-14,614.74,615.135,604.03,606.91,129148.0
2021-09-15,606.9,617.4,599.24,601.75,204808.0
2021-09-16,603.21,603.28,596.75,598.84,197029.0
2021-09-17,599.78,603.395,587.77,596.12,387072.0
2021-09-18,599.78,603.395,587.77,596.12,387072.0
2021-09-19,599.78,603.395,587.77,596.12,387072.0
2021-09-20,589.41,599.35,582.94,598.83,136461.0
2021-09-21,600.41,604.75,591.94,594.7,177659.0
2021-09-22,597.98,604.75,595.61,598.27,423259.0
2021-09-23,598.48,609.59,581.07,581.08,209087.0
2021-09-24,578.33,598.46,577.39,592.62,165777.0
2021-09-25,578.33,598.46,577.39,592.62,165777.0
2021-09-26,578.33,598.46,577.39,592.62,165777.0
2021-09-27,590.33,610.94,584.79,601.7,181432.0
2021-09-28,599.38,599.7,588.16,590.09,131082.0
2021-09-29,590.37,594.71,588.54,590.0,103420.0
2021-09-30,587.89,597.88,584.03,585.3,153128.0
2021-10-01,586.73,586.73,568.54,581.74,105395.0
2021-10-02,586.73,586.73,568.54,581.74,105395.0
2021-10-03,586.73,586.73,568.54,581.74,105395.0
2021-10-04,587.73,619.66,587.73,603.76,228926.0
2021-10-05,607.41,615.64,601.31,614.51,208739.0
2021-10-06,613.71,615.52,601.59,612.28,145908.0
2021-10-07,617.04,624.85,613.07,622.04,118341.0
2021-10-08,626.13,627.49,614.0,615.05,117152.0
2021-10-09,626.13,627.49,614.0,615.05,117152.0
2021-10-10,626.13,627.49,614.0,615.05,117152.0
2021-10-11,617.54,635.02,614.39,621.9,101119.0
2021-10-12,626.32,637.93,617.02,629.63,41650.0
2021-10-13,633.08,633.08,625.22,630.81,60098.0
2021-10-14,632.74,632.74,613.4,617.99,70068.0
2021-10-15,617.53,623.17,613.13,614.84,56235.0
2021-10-16,617.53,623.17,613.13,614.84,56235.0
2021-10-17,617.53,623.17,613.13,614.84,56235.0
2021-10-18,612.65,621.3599,611.175,616.07,47154.0
2021-10-19,617.68,620.5385,613.08,614.3,62980.0
2021-10-20,612.95,626.96,612.95,622.03,38106.0
2021-10-21,622.5,627.0,614.01,615.7,49756.0
2021-10-22,614.64,632.16,614.64,622.42,54848.0
2021-10-23,614.64,632.16,614.64,622.42,54848.0
2021-10-24,614.64,632.16,614.64,622.42,54848.0
2021-10-25,626.43,632.49,614.7,618.9,57276.0
2021-10-26,614.65,614.79,590.14,594.79,135544.0
2021-10-27,593.54,602.375,581.79,588.89,112634.0
2021-10-28,593.35,604.5,585.22,603.01,117485.0
2021-10-29,600.88,613.1099,596.79,598.21,94546.0
2021-10-30,600.88,613.1099,596.79,598.21,94546.0
2021-10-31,600.88,613.1099,596.79,598.21,94546.0
2021-11-01,594.78,610.38,588.13,596.05,140046.0
2021-11-02,588.93,673.82,580.1,670.3,298645.0
2021-11-03,668.0,678.67,660.05,675.87,236248.0
2021-11-04,678.0,697.63,671.84,696.25,221672.0
2021-11-05,699.88,703.265,680.36,685.9,127078.0
2021-11-06,699.88,703.265,680.36,685.9,127078.0
2021-11-07,699.88,703.265,680.36,685.9,127078.0
2021-11-08,691.87,691.87,650.555,665.0,103300.0
2021-11-09,663.25,663.6,651.25,659.01,66097.0
2021-11-10,659.01,670.94,647.23,670.11,107338.0
2021-11-11,670.11,679.47,666.56,672.12,55567.0
2021-11-12,676.44,680.0882,667.91,674.64,55337.0
2021-11-13,676.44,680.0882,667.91,674.64,55337.0
2021-11-14,676.44,680.0882,667.91,674.64,55337.0
2021-11-15,679.32,681.27,670.9,672.67,65804.0
2021-11-16,672.0,673.58,658.92,667.58,105229.0
2021-11-17,667.58,679.36,648.1,653.31,119038.0
2021-11-18,652.42,659.99,636.45,646.43,115750.0
2021-11-19,644.94,647.075,639.89,642.31,52073.0
2021-11-20,644.94,647.075,639.89,642.31,52073.0
2021-11-21,644.94,647.075,639.89,642.31,52073.0
2021-11-22,647.51,656.415,641.03,649.93,83183.0
2021-11-23,647.93,654.01,644.545,651.45,116108.0
2021-11-24,645.67,652.695,645.0,648.88,85650.0
2021-11-25,645.67,652.695,645.0,648.88,85650.0
2021-11-26,638.58,649.89,632.51,645.53,61800.0
2021-11-27,638.58,649.89,632.51,645.53,61800.0
2021-11-28,638.58,649.89,632.51,645.53,61800.0
2021-11-29,646.46,663.24,637.49,639.4,113873.0
2021-11-30,634.98,635.75,622.29,624.9,133440.0
2021-12-01,629.19,639.94,622.87,625.05,106562.0
2021-12-02,625.89,651.5,621.2,643.11,135883.0
2021-12-03,641.96,651.91,636.115,648.61,117466.0
2021-12-04,641.96,651.91,636.115,648.61,117466.0
2021-12-05,641.96,651.91,636.115,648.61,117466.0
2021-12-06,654.66,654.66,644.41,647.61,80072.0
2021-12-07,646.77,669.99,644.26,657.06,156983.0
2021-12-08,662.1,662.86,650.0,652.04,83156.0
2021-12-09,655.22,661.17,648.61,654.01,79634.0
2021-12-10,651.87,652.085,641.83,643.55,96225.0
2021-12-11,651.87,652.085,641.83,643.55,96225.0
2021-12-12,651.87,652.085,641.83,643.55,96225.0
2021-12-13,639.08,647.2125,636.36,642.69,127391.0
2021-12-14,640.61,656.57,640.61,656.08,114013.0
2021-12-15,658.47,679.36,657.35,673.33,115706.0
2021-12-16,672.16,678.57,654.58,657.4,89671.0
2021-12-17,652.61,661.39,645.46,658.25,229812.0
2021-12-18,652.61,661.39,645.46,658.25,229812.0
2021-12-19,652.61,661.39,645.46,658.25,229812.0
2021-12-20,658.65,658.65,647.57,652.57,87313.0
2021-12-21,656.5,668.97,656.5,666.0,79040.0
2021-12-22,661.95,672.77,660.16,670.99,64858.0
2021-12-23,671.09,684.8999,671.09,680.0,80830.0
2021-12-24,671.09,684.8999,671.09,680.0,80830.0
2021-12-25,671.09,684.8999,671.09,680.0,80830.0
2021-12-26,671.09,684.8999,671.09,680.0,80830.0
2021-12-27,681.05,687.3875,670.4901,676.14,39865.0
2021-12-28,677.44,683.87,666.12,680.0,82200.0
2021-12-29,682.15,684.79,658.38,670.27,64899.0
2021-12-30,649.5,672.75,647.59,669.0,142257.0
2021-12-31,671.47,690.77,665.7,687.68,110042.0
2022-01-01,671.47,690.77,665.7,687.68,110042.0
2022-01-02,671.47,690.77,665.7,687.68,110042.0
2022-01-03,693.15,699.08,646.17,648.84,68200.0
2022-01-04,648.0,648.0,611.4401,631.63,88590.0
2022-01-05,638.02,653.11,630.415,632.44,82938.0
2022-01-06,637.65,650.05,634.0,640.54,33054.0
2022-01-07,639.05,644.4675,629.0306,632.96,35645.0
2022-01-08,639.05,644.4675,629.0306,632.96,35645.0
2022-01-09,639.05,644.4675,629.0306,632.96,35645.0
2022-01-10,633.85,633.85,613.78,618.17,42607.0
2022-01-11,617.17,621.84,606.2,619.81,59223.0
2022-01-12,624.92,626.0,606.975,611.9,49295.0
2022-01-13,616.43,616.43,590.72,594.85,67026.0
2022-01-14,592.4,594.0,568.37,577.0,66388.0
2022-01-15,592.4,594.0,568.37,577.0,66388.0
2022-01-16,592.4,594.0,568.37,577.0,66388.0
2022-01-17,592.4,594.0,568.37,577.0,66388.0
2022-01-18,571.3,589.77,558.47,578.6,69990.0
2022-01-19,580.03,580.03,551.4601,553.86,64676.0
2022-01-20,557.94,565.51,543.56,543.82,52369.0
2022-01-21,546.09,562.24,535.7472,546.66,82937.0
2022-01-22,546.09,562.24,535.7472,546.66,82937.0
2022-01-23,546.09,562.24,535.7472,546.66,82937.0
2022-01-24,541.51,551.28,526.0,549.86,74646.0
2022-01-25,547.31,563.53,533.31,550.73,75799.0
2022-01-26,557.69,563.14,532.1,539.16,103327.0
2022-01-27,546.85,547.46,508.73,526.96,97609.0
2022-01-28,531.01,541.33,521.79,531.3,71169.0
2022-01-29,531.01,541.33,521.79,531.3,71169.0
2022-01-30,531.01,541.33,521.79,531.3,71169.0
2022-01-31,534.48,546.98,532.01,539.56,188325.0
2022-02-01,525.0,538.06,490.0,526.32,185415.0
2022-02-02,531.16,531.73,505.26,521.91,133213.0
2022-02-03,519.78,526.99,508.69,510.83,105207.0
2022-02-04,512.7,528.85,503.59,521.16,123653.0
2022-02-05,512.7,528.85,503.59,521.16,123653.0
2022-02-06,512.7,528.85,503.59,521.16,123653.0
2022-02-07,518.27,529.17,512.08,520.31,72952.0
2022-02-08,518.57,541.6,515.97,538.6,103588.0
2022-02-09,540.16,559.13,540.16,553.26,97406.0
2022-02-10,551.14,563.96,540.01,545.94,76433.0
2022-02-11,543.01,556.69,537.39,540.94,84055.0
2022-02-12,543.01,556.69,537.39,540.94,84055.0
2022-02-13,543.01,556.69,537.39,540.94,84055.0
2022-02-14,540.61,542.725,525.74,536.81,98761.0
2022-02-15,535.86,554.3689,531.01,547.55,69154.0
2022-02-16,545.0,551.7596,538.07,543.74,75911.0
2022-02-17,541.04,541.04,519.27,523.16,143806.0
2022-02-18,525.51,543.15,525.49,537.95,98658.0
2022-02-19,525.51,543.15,525.49,537.95,98658.0
2022-02-20,525.51,543.15,525.49,537.95,98658.0
2022-02-21,525.51,543.15,525.49,537.95,98658.0
2022-02-22,535.7,547.7,526.53,542.06,73867.0
2022-02-23,545.66,545.66,529.7,529.7,76352.0
2022-02-24,513.95,542.07,505.4,540.34,69087.0
2022-02-25,540.34,559.02,540.34,555.99,72216.0
2022-02-26,540.34,559.02,540.34,555.99,72216.0
2022-02-27,540.34,559.02,540.34,555.99,72216.0
2022-02-28,547.01,561.99,544.4,550.12,85059.0
2022-03-01,546.72,553.51,529.18,532.02,122581.0
2022-03-02,523.95,559.0,523.95,555.3,102240.0
2022-03-03,552.34,561.725,536.96,555.91,86140.0
2022-03-04,552.3,552.3,530.065,535.31,103038.0
2022-03-05,552.3,552.3,530.065,535.31,103038.0
2022-03-06,552.3,552.3,530.065,535.31,103038.0
2022-03-07,532.19,534.1,481.26,487.23,193212.0
2022-03-08,487.61,504.85,481.27,497.47,120310.0
2022-03-09,506.41,521.79,500.65,513.255,148582.0
2022-03-10,508.98,508.98,486.72,490.69,137696.0
2022-03-11,492.41,492.41,470.04,470.31,153252.0
2022-03-12,492.41,492.41,470.04,470.31,153252.0
2022-03-13,492.41,492.41,470.04,470.31,153252.0
2022-03-14,475.33,487.71,462.2575,470.82,173754.0
2022-03-15,471.54,494.42,471.54,492.77,150100.0
2022-03-16,496.48,503.0468,485.68,498.66,127132.0
2022-03-17,494.02,516.35,491.035,511.22,129486.0
2022-03-18,512.24,531.505,507.16,516.78,158910.0
2022-03-19,512.24,531.505,507.16,516.78,158910.0
2022-03-20,512.24,531.505,507.16,516.78,158910.0
2022-03-21,516.78,523.07,511.815,514.78,89862.0
2022-03-22,525.31,531.16,517.195,523.66,85509.0
2022-03-23,520.0,530.67,515.5,525.06,61456.0
2022-03-24,530.24,530.24,521.825,526.94,58806.0
2022-03-25,523.925,527.58,518.7,527.26,35028.0
2022-03-26,523.925,527.58,518.7,527.26,35028.0
2022-03-27,523.925,527.58,518.7,527.26,35028.0
2022-03-28,522.39,524.99,509.985,521.73,98751.0
2022-03-29,528.06,558.58,528.06,553.02,95300.0
2022-03-30,550.31,561.095,544.4,547.62,74124.0
2022-03-31,547.05,565.6,547.05,550.37,103110.0
2022-04-01,550.86,554.12,539.36,549.72,87496.0
2022-04-02,550.86,554.12,539.36,549.72,87496.0
2022-04-03,550.86,554.12,539.36,549.72,87496.0
2022-04-04,547.64,557.06,547.64,550.63,123363.0
2022-04-05,550.56,557.25,542.85,544.86,76952.0
2022-04-06,538.47,555.81,531.75,552.2,109879.0
2022-04-07,550.34,550.34,526.9,537.24,82929.0
2022-04-08,533.48,567.555,528.61,561.48,102510.0
2022-04-09,533.48,567.555,528.61,561.48,102510.0
2022-04-10,533.48,567.555,528.61,561.48,102510.0
2022-04-11,561.48,579.73,557.34,559.15,119254.0
2022-04-12,559.9,573.5,554.31,556.32,109333.0
2022-04-13,561.9,575.7,559.108,575.1,76360.0
2022-04-14,571.14,592.76,571.14,585.93,103113.0
2022-04-15,571.14,592.76,571.14,585.93,103113.0
2022-04-16,571.14,592.76,571.14,585.93,103113.0
2022-04-17,571.14,592.76,571.14,585.93,103113.0
2022-04-18,582.79,597.275,581.85,591.74,53784.0
2022-04-19,597.16,624.426,597.16,615.41,124299.0
2022-04-20,616.1,628.56,603.42,607.34,94313.0
2022-04-21,608.31,610.6,582.83,585.7,51335.0
2022-04-22,583.66,584.93,555.275,556.51,77868.0
2022-04-23,583.66,584.93,555.275,556.51,77868.0
2022-04-24,583.66,584.93,555.275,556.51,77868.0
2022-04-25,551.17,556.39,530.42,548.14,73135.0
2022-04-26,543.0,543.0,521.57,521.57,48643.0
2022-04-27,527.79,528.2,508.87,512.67,66313.0
2022-04-28,521.36,539.09,510.0,537.85,40120.0
2022-04-29,534.3,540.14,511.13,512.5,54937.0
2022-04-30,534.3,540.14,511.13,512.5,54937.0
2022-05-01,534.3,540.14,511.13,512.5,54937.0
2022-05-02,512.66,528.74,506.29,517.56,136678.0
2022-05-03,530.095,625.0,530.095,621.88,312351.0
2022-05-04,621.0,648.95,610.19,640.93,160419.0
2022-05-05,627.01,632.05,593.43,605.01,127506.0
2022-05-06,605.01,605.01,589.19,599.58,91462.0
2022-05-07,605.01,605.01,589.19,599.58,91462.0
2022-05-08,605.01,605.01,589.19,599.58,91462.0
2022-05-09,590.09,590.58,562.66,573.52,134778.0
2022-05-10,569.75,581.89,553.51,573.85,103194.0
2022-05-11,579.06,598.06,567.07,568.06,91880.0
2022-05-12,561.66,574.605,545.0,561.47,112857.0
2022-05-13,566.58,591.71,566.58,588.58,86589.0
2022-05-14,566.58,591.71,566.58,588.58,86589.0
2022-05-15,566.58,591.71,566.58,588.58,86589.0
2022-05-16,584.04,603.18,573.37,591.95,91535.0
2022-05-17,602.86,613.01,597.475,612.01,69133.0
2022-05-18,601.76,607.5,586.85,591.27,133072.0
2022-05-19,581.54,595.0,560.63,567.67,97043.0
2022-05-20,578.45,578.45,537.62,552.5,92961.0
2022-05-21,578.45,578.45,537.62,552.5,92961.0
2022-05-22,578.45,578.45,537.62,552.5,92961.0
2022-05-23,558.11,566.49,545.02,562.81,101277.0
2022-05-24,558.58,562.8,529.645,554.96,81193.0
2022-05-25,551.55,573.61,546.0,561.4,76201.0
2022-05-26,560.56,589.45,560.56,581.4,62879.0
2022-05-27,587.69,591.12,578.59,590.0,35251.0
2022-05-28,587.69,591.12,578.59,590.0,35251.0
2022-05-29,587.69,591.12,578.59,590.0,35251.0
2022-05-30,587.69,591.12,578.59,590.0,35251.0
2022-05-31,589.69,599.33,574.62,595.31,67267.0
2022-06-01,595.98,600.38,572.8,583.66,53203.0
2022-06-02,584.03,594.55,573.74,593.57,71921.0
2022-06-03,588.74,588.74,557.975,565.33,68014.0
2022-06-04,588.74,588.74,557.975,565.33,68014.0
2022-06-05,588.74,588.74,557.975,565.33,68014.0
2022-06-06,571.78,577.8,558.035,565.26,62689.0
2022-06-07,561.18,585.69,547.92,582.77,66774.0
2022-06-08,571.3,573.85,557.88,560.72,34067.0
2022-06-09,561.87,579.42,538.19,544.18,53078.0
2022-06-10,528.68,536.375,518.62,522.07,61725.0
2022-06-11,528.68,536.375,518.62,522.07,61725.0
2022-06-12,528.68,536.375,518.62,522.07,61725.0
2022-06-13,504.28,512.34,490.01,506.05,94003.0
2022-06-14,514.2,514.33,497.88,505.57,50921.0
2022-06-15,510.0,527.435,506.53,512.46,78367.0
2022-06-16,501.25,501.25,455.3801,460.68,102801.0
2022-06-17,460.68,482.36,460.68,469.79,128547.0
2022-06-18,460.68,482.36,460.68,469.79,128547.0
2022-06-19,460.68,482.36,460.68,469.79,128547.0
2022-06-20,460.68,482.36,460.68,469.79,128547.0
2022-06-21,479.96,488.16,471.7,474.89,113635.0
2022-06-22,464.7,482.65,464.7,476.39,44310.0
2022-06-23,477.2,487.69,457.23,480.15,76033.0
2022-06-24,482.22,508.74,476.27,505.45,139208.0
2022-06-25,482.22,508.74,476.27,505.45,139208.0
2022-06-26,482.22,508.74,476.27,505.45,139208.0
2022-06-27,510.77,510.77,489.38,494.86,44714.0
2022-06-28,499.38,510.93,487.34,489.67,49853.0
2022-06-29,490.06,490.06,467.52,471.21,78639.0
2022-06-30,460.78,480.96,452.48,473.41,48485.0
2022-07-01,472.83,499.36,472.83,495.71,79627.0
2022-07-02,472.83,499.36,472.83,495.71,79627.0
2022-07-03,472.83,499.36,472.83,495.71,79627.0
2022-07-04,472.83,499.36,472.83,495.71,79627.0
2022-07-05,482.16,532.13,478.0,526.58,173057.0
2022-07-06,521.99,521.99,495.55,497.55,64153.0
2022-07-07,505.94,525.03,505.94,520.25,70517.0
2022-07-08,514.9,515.72,500.32,504.88,54508.0
2022-07-09,514.9,515.72,500.32,504.88,54508.0
2022-07-10,514.9,515.72,500.32,504.88,54508.0
2022-07-11,499.29,501.46,485.01,499.2,61051.0
2022-07-12,503.9,514.82,499.55,500.07,42742.0
2022-07-13,490.0,509.0,490.0,506.42,33832.0
2022-07-14,494.96,507.69,488.6,500.8,65001.0
2022-07-15,506.18,515.72,505.84,512.13,38263.0
2022-07-16,506.18,515.72,505.84,512.13,38263.0
2022-07-17,506.18,515.72,505.84,512.13,38263.0
2022-07-18,522.25,530.2004,514.04,517.67,44848.0
2022-07-19,513.77,543.91,513.77,541.71,58193.0
2022-07-20,541.8,554.28,535.525,552.34,51838.0
2022-07-21,551.85,556.435,543.31,554.28,32201.0
2022-07-22,557.6,559.205,537.11,552.02,28210.0
2022-07-23,557.6,559.205,537.11,552.02,28210.0
2022-07-24,557.6,559.205,537.11,552.02,28210.0
2022-07-25,553.9,554.0,546.605,551.5,36229.0
2022-07-26,539.64,546.005,537.3,540.92,52361.0
2022-07-27,544.3,557.07,542.24,553.49,25701.0
2022-07-28,550.87,563.705,541.035,560.28,44050.0
2022-07-29,563.64,584.82,563.0,575.91,63719.0
2022-07-30,563.64,584.82,563.0,575.91,63719.0
2022-07-31,563.64,584.82,563.0,575.91,63719.0
2022-08-01,579.78,598.5,570.75,581.7,114402.0
2022-08-02,563.41,563.93,522.36,528.89,148861.0
2022-08-03,530.11,547.395,517.45,545.6,64336.0
2022-08-04,545.83,549.42,531.2,544.34,37656.0
2022-08-05,540.21,545.84,531.43,544.08,34522.0
2022-08-06,540.21,545.84,531.43,544.08,34522.0
2022-08-07,540.21,545.84,531.43,544.08,34522.0
2022-08-08,546.0,581.68,546.0,560.0,61286.0
2022-08-09,559.84,559.84,534.45,545.97,50143.0
2022-08-10,559.0,570.28,554.49,556.13,63113.0
2022-08-11,561.82,570.67,553.81,555.96,33627.0
2022-08-12,556.09,558.58,551.0,557.78,29299.0
2022-08-13,556.09,558.58,551.0,557.78,29299.0
2022-08-14,556.09,558.58,551.0,557.78,29299.0
2022-08-15,556.5,574.35,553.71,574.35,43091.0
2022-08-16,574.86,617.44,568.03,605.38,80528.0
2022-08-17,600.97,601.0,587.0,599.4,57826.0
2022-08-18,601.28,614.81,595.0,603.6,52320.0
2022-08-19,602.56,602.56,585.33,595.12,55591.0
2022-08-20,602.56,602.56,585.33,595.12,55591.0
2022-08-21,602.56,602.56,585.33,595.12,55591.0
2022-08-22,587.66,587.66,557.955,562.48,35088.0
2022-08-23,568.31,584.0,568.31,576.89,56518.0
2022-08-24,574.9,584.2,573.92,575.63,19873.0
2022-08-25,581.82,592.0,577.0,583.79,29558.0
2022-08-26,589.08,589.08,555.97,558.5,52797.0
2022-08-27,589.08,589.08,555.97,558.5,52797.0
2022-08-28,589.08,589.08,555.97,558.5,52797.0
2022-08-29,557.14,559.01,549.59,553.68,23806.0
2022-08-30,554.53,554.53,539.66,539.66,44270.0
2022-08-31,540.18,542.3,527.485,532.08,81953.0
2022-09-01,528.23,534.92,521.99,533.48,33589.0
2022-09-02,543.32,544.02,514.71,521.36,48333.0
2022-09-03,543.32,544.02,514.71,521.36,48333.0
2022-09-04,543.32,544.02,514.71,521.36,48333.0
2022-09-05,543.32,544.02,514.71,521.36,48333.0
2022-09-06,520.03,520.03,496.26,508.07,70972.0
2022-09-07,511.02,514.03,502.2699,512.54,50080.0
2022-09-08,506.1,512.035,491.155,511.5,88544.0
2022-09-09,510.87,523.8,503.23,515.22,75360.0
2022-09-10,510.87,523.8,503.23,515.22,75360.0
2022-09-11,510.87,523.8,503.23,515.22,75360.0
2022-09-12,525.05,550.5,525.05,532.84,85743.0
2022-09-13,518.69,519.73,494.76,497.12,72645.0
2022-09-14,501.82,503.62,482.46,495.41,53283.0
2022-09-15,491.82,502.99,488.35,495.5,62271.0
2022-09-16,485.8,495.25,478.48,487.2,172253.0
2022-09-17,485.8,495.25,478.48,487.2,172253.0
2022-09-18,485.8,495.25,478.48,487.2,172253.0
2022-09-19,482.35,495.05,482.15,493.87,36107.0
2022-09-20,487.64,487.64,468.49,472.57,85164.0
2022-09-21,477.15,487.74,471.91,476.35,52337.0
2022-09-22,474.1,476.52,459.16,467.45,70326.0
2022-09-23,458.63,465.15,447.7856,462.28,83118.0
2022-09-24,458.63,465.15,447.7856,462.28,83118.0
2022-09-25,458.63,465.15,447.7856,462.28,83118.0
2022-09-26,461.89,472.5,447.84,452.23,80656.0
2022-09-27,460.02,465.62,440.07,448.71,70702.0
2022-09-28,451.08,467.79,451.08,461.4,69139.0
2022-09-29,449.7,449.99,423.39,441.14,134493.0
2022-09-30,439.95,444.9406,425.97,438.0,114885.0
2022-10-01,439.95,444.9406,425.97,438.0,114885.0
2022-10-02,439.95,444.9406,425.97,438.0,114885.0
2022-10-03,447.18,466.5,438.655,457.88,74732.0
2022-10-04,468.73,482.26,468.085,478.6,81516.0
2022-10-05,468.8,472.21,454.21,468.67,57534.0
2022-10-06,463.79,472.105,456.46,457.8,57070.0
2022-10-07,452.04,452.04,435.9,443.32,83090.0
2022-10-08,452.04,452.04,435.9,443.32,83090.0
2022-10-09,452.04,452.04,435.9,443.32,83090.0
2022-10-10,446.46,446.46,429.37,430.46,57118.0
2022-10-11,426.21,443.81,421.64,433.98,58719.0
2022-10-12,437.01,441.7,424.185,440.07,60984.0
2022-10-13,431.21,456.58,424.08,449.87,81909.0
2022-10-14,456.79,462.07,428.89,431.98,87510.0
2022-10-15,456.79,462.07,428.89,431.98,87510.0
2022-10-16,456.79,462.07,428.89,431.98,87510.0
2022-10-17,440.6,446.72,433.215,446.04,66780.0
2022-10-18,453.42,455.57,440.04,450.05,63145.0
2022-10-19,433.67,439.97,411.89,419.67,131295.0
2022-10-20,419.67,424.0,407.41,407.7,149672.0
2022-10-21,407.26,424.69,397.575,424.12,115365.0
2022-10-22,407.26,424.69,397.575,424.12,115365.0
2022-10-23,407.26,424.69,397.575,424.12,115365.0
2022-10-24,424.71,433.905,418.8,431.76,71449.0
2022-10-25,433.0,463.29,433.0,458.69,104547.0
2022-10-26,457.99,467.4525,455.73,458.7,82593.0
2022-10-27,460.2,475.0,454.94,455.79,82022.0
2022-10-28,459.81,471.98,455.5,471.42,69696.0
2022-10-29,459.81,471.98,455.5,471.42,69696.0
2022-10-30,459.81,471.98,455.5,471.42,69696.0
2022-10-31,464.59,473.96,462.44,465.62,99148.0
2022-11-01,471.1,480.08,468.21,471.84,131366.0
2022-11-02,432.21,456.5,423.31,437.31,252031.0
2022-11-03,428.35,447.58,425.37,445.13,105791.0
2022-11-04,454.79,454.79,436.15,442.76,78451.0
2022-11-05,454.79,454.79,436.15,442.76,78451.0
2022-11-06,454.79,454.79,436.15,442.76,78451.0
2022-11-07,448.27,450.56,438.155,440.94,209381.0
2022-11-08,440.69,453.035,438.56,449.34,142298.0
2022-11-09,445.65,454.37,439.85,445.55,126806.0
2022-11-10,465.88,491.12,464.0,490.1,173181.0
2022-11-11,495.18,532.25,491.94,521.7,191592.0
2022-11-12,495.18,532.25,491.94,521.7,191592.0
2022-11-13,495.18,532.25,491.94,521.7,191592.0
2022-11-14,515.0,516.01,497.61,503.06,189800.0
2022-11-15,510.6,519.0,491.48,495.75,150582.0
2022-11-16,489.44,491.0,476.48,481.46,106678.0
2022-11-17,462.84,478.66,461.9,475.66,69916.0
2022-11-18,484.63,487.74,467.54,473.81,77053.0
2022-11-19,484.63,487.74,467.54,473.81,77053.0
2022-11-20,484.63,487.74,467.54,473.81,77053.0
2022-11-21,467.32,478.92,463.52,474.22,80491.0
2022-11-22,475.69,483.135,471.76,474.73,68302.0
2022-11-23,474.52,484.2325,464.95,480.07,42422.0
2022-11-24,474.52,484.2325,464.95,480.07,42422.0
2022-11-25,475.93,483.56,475.93,477.99,44804.0
2022-11-26,475.93,483.56,475.93,477.99,44804.0
2022-11-27,475.93,483.56,475.93,477.99,44804.0
2022-11-28,475.21,478.61,464.49,466.11,58586.0
2022-11-29,464.7,475.4,463.75,471.31,59436.0
2022-11-30,471.09,476.5,459.73,473.96,75758.0
2022-12-01,470.84,477.265,463.9839,474.43,81360.0
2022-12-02,470.15,481.98,469.37,474.19,52737.0
2022-12-03,470.15,481.98,469.37,474.19,52737.0
2022-12-04,470.15,481.98,469.37,474.19,52737.0
2022-12-05,468.96,468.96,457.38,460.83,57383.0
2022-12-06,460.0,460.0,445.915,457.75,88922.0
2022-12-07,459.88,459.88,439.0,440.68,173917.0
2022-12-08,444.0,455.8,440.313,455.0,85628.0
2022-12-09,454.35,471.19,454.35,463.8,86620.0
2022-12-10,454.35,471.19,454.35,463.8,86620.0
2022-12-11,454.35,471.19,454.35,463.8,86620.0
2022-12-12,463.8,471.14,462.0,463.95,65793.0
2022-12-13,482.82,488.489,452.57,459.74,110446.0
2022-12-14,456.51,460.48,445.82,452.92,44954.0
2022-12-15,445.57,455.95,442.29,452.54,104210.0
2022-12-16,445.45,452.64,440.0,442.72,152181.0
2022-12-17,445.45,452.64,440.0,442.72,152181.0
2022-12-18,445.45,452.64,440.0,442.72,152181.0
2022-12-19,443.0,445.59,439.44,440.0,127416.0
2022-12-20,440.92,452.35,436.54,440.1,116949.0
2022-12-21,444.62,464.4,444.62,463.21,135256.0
2022-12-22,449.54,449.99,439.6775,442.47,144978.0
2022-12-23,440.05,467.335,440.05,465.23,104018.0
2022-12-24,440.05,467.335,440.05,465.23,104018.0
2022-12-25,440.05,467.335,440.05,465.23,104018.0
2022-12-26,440.05,467.335,440.05,465.23,104018.0
2022-12-27,468.07,471.71,460.8562,464.74,89307.0
2022-12-28,462.6,467.585,457.9,463.68,103671.0
2022-12-29,470.14,476.19,464.96,476.15,49583.0
2022-12-30,469.43,476.36,465.54,474.4,77079.0
2022-12-31,469.43,476.36,465.54,474.4,77079.0
2023-01-01,469.43,476.36,465.54,474.4,77079.0
2023-01-02,469.43,476.36,465.54,474.4,77079.0
2023-01-03,477.28,487.4299,456.48,456.48,101227.0
2023-01-04,456.18,467.57,391.2201,403.49,482745.0
2023-01-05,398.11,398.11,358.0,378.22,406247.0
2023-01-06,384.36,410.0,379.4901,402.28,164220.0
2023-01-07,384.36,410.0,379.4901,402.28,164220.0
2023-01-08,384.36,410.0,379.4901,402.28,164220.0
2023-01-09,402.81,407.54,394.91,396.13,182831.0
