,LEN/B US Equity,LEN/B US Equity,LEN/B US Equity,LEN/B US Equity,LEN/B US Equity
2019-02-20,36.6941,37.1311,36.3501,36.5082,14918.0
2019-02-21,36.0526,36.6941,36.0526,36.6848,95682.0
2019-02-22,36.7592,37.5587,36.7592,37.5122,34623.0
2019-02-23,36.7592,37.5587,36.7592,37.5122,34623.0
2019-02-24,36.7592,37.5587,36.7592,37.5122,34623.0
2019-02-25,37.661,37.6889,36.9265,37.0567,23155.0
2019-02-26,36.973,37.2519,36.5361,36.973,48037.0
2019-02-27,36.9916,36.9916,36.0434,36.4431,33515.0
2019-02-28,36.2758,36.2758,35.5785,35.7645,45896.0
2019-03-01,36.2479,36.2479,34.4536,35.0765,44825.0
2019-03-02,36.2479,36.2479,34.4536,35.0765,44825.0
2019-03-03,36.2479,36.2479,34.4536,35.0765,44825.0
2019-03-04,35.2345,35.9318,35.2345,35.5692,29570.0
2019-03-05,35.4205,35.4205,34.5187,34.5559,40327.0
2019-03-06,34.6024,34.7697,34.2584,34.3514,112569.0
2019-03-07,34.2584,35.5506,34.2584,35.467,27159.0
2019-03-08,35.6808,35.9783,35.5134,35.5785,25029.0
2019-03-09,35.6808,35.9783,35.5134,35.5785,25029.0
2019-03-10,35.6808,35.9783,35.5134,35.5785,25029.0
2019-03-11,35.5785,36.127,35.5785,36.0619,109178.0
2019-03-12,36.0712,36.1642,35.7366,36.0619,58394.0
2019-03-13,36.0898,36.4152,35.5971,35.625,55149.0
2019-03-14,35.4856,35.876,35.2353,35.5785,45762.0
2019-03-15,35.6157,36.1084,35.467,35.467,270550.0
2019-03-16,35.6157,36.1084,35.467,35.467,270550.0
2019-03-17,35.6157,36.1084,35.467,35.467,270550.0
2019-03-18,35.4391,35.7737,35.281,35.5134,82244.0
2019-03-19,35.5785,35.8946,34.5838,34.6767,36876.0
2019-03-20,34.4071,34.8162,33.431,34.4443,37191.0
2019-03-21,34.3142,35.6994,34.3142,35.532,56189.0
2019-03-22,35.2438,36.0155,35.1137,35.5785,69511.0
2019-03-23,35.2438,36.0155,35.1137,35.5785,69511.0
2019-03-24,35.2438,36.0155,35.1137,35.5785,69511.0
2019-03-25,35.7273,37.0195,35.7273,36.815,127887.0
2019-03-26,37.0195,37.0195,36.3223,36.8336,50890.0
2019-03-27,38.3025,39.4274,37.5401,37.9957,353094.0
2019-03-28,38.0886,38.4977,36.8057,36.8615,36653.0
2019-03-29,36.8708,37.2891,36.22,36.3687,45427.0
2019-03-30,36.8708,37.2891,36.22,36.3687,45427.0
2019-03-31,36.8708,37.2891,36.22,36.3687,45427.0
2019-04-01,36.4431,36.5919,35.7087,36.378,61695.0
2019-04-02,36.22,36.5454,35.7923,36.4338,51864.0
2019-04-03,36.5268,37.3635,36.3501,36.9637,31990.0
2019-04-04,36.8057,37.8469,36.8057,37.7075,114362.0
2019-04-05,38.0236,38.5628,38.0236,38.3954,30203.0
2019-04-06,38.0236,38.5628,38.0236,38.3954,30203.0
2019-04-07,38.0236,38.5628,38.0236,38.3954,30203.0
2019-04-08,38.4233,38.4809,38.0143,38.1537,12141.0
2019-04-09,37.8748,37.912,37.1497,37.1961,38249.0
2019-04-10,37.6517,37.9585,37.3729,37.6331,24024.0
2019-04-11,37.6331,38.0328,37.6331,37.9864,13116.0
2019-04-12,38.2095,38.3489,37.6517,37.7075,29556.0
2019-04-13,38.2095,38.3489,37.6517,37.7075,29556.0
2019-04-14,38.2095,38.3489,37.6517,37.7075,29556.0
2019-04-15,37.661,37.8934,37.475,37.6889,49976.0
2019-04-16,37.7447,38.0258,37.6982,37.9027,19590.0
2019-04-17,37.8655,38.3489,37.6703,38.2653,20069.0
2019-04-18,38.2932,39.1206,38.2932,38.9532,37824.0
2019-04-19,38.2932,39.1206,38.2932,38.9532,37824.0
2019-04-20,38.2932,39.1206,38.2932,38.9532,37824.0
2019-04-21,38.2932,39.1206,38.2932,38.9532,37824.0
2019-04-22,38.7022,38.7766,38.2653,38.4884,40959.0
2019-04-23,39.1584,39.2794,38.628,39.0653,127736.0
2019-04-24,38.9351,39.5027,38.7862,39.1956,93138.0
2019-04-25,38.8978,38.8978,37.6602,38.4325,75216.0
2019-04-26,38.4046,38.842,38.3395,38.7489,16891.0
2019-04-27,38.4046,38.842,38.3395,38.7489,16891.0
2019-04-28,38.4046,38.842,38.3395,38.7489,16891.0
2019-04-29,38.7582,39.0262,38.6373,38.8327,21727.0
2019-04-30,38.8327,38.9164,38.5814,38.8234,140506.0
2019-05-01,39.177,39.8098,38.7769,38.9444,46125.0
2019-05-02,38.9723,39.4608,38.7117,39.0188,9890.0
2019-05-03,39.2421,39.3259,38.7396,38.9444,13002.0
2019-05-04,39.2421,39.3259,38.7396,38.9444,13002.0
2019-05-05,39.2421,39.3259,38.7396,38.9444,13002.0
2019-05-06,38.4977,38.7769,38.293,38.6838,38107.0
2019-05-07,38.4232,38.6559,38.3023,38.5628,20685.0
2019-05-08,38.4791,38.6745,38.0603,38.0603,11732.0
2019-05-09,38.0138,38.6047,37.9859,38.5442,15836.0
2019-05-10,38.1906,38.7489,38.1162,38.6652,104433.0
2019-05-11,38.1906,38.7489,38.1162,38.6652,104433.0
2019-05-12,38.1906,38.7489,38.1162,38.6652,104433.0
2019-05-13,38.293,38.4605,37.9021,38.3395,33219.0
2019-05-14,38.3674,39.6795,38.3674,39.3259,24593.0
2019-05-15,39.1584,39.4934,38.9816,39.4003,64378.0
2019-05-16,39.4655,40.6194,39.4655,39.9494,38929.0
2019-05-17,39.6981,40.2192,39.5306,39.5306,98500.0
2019-05-18,39.6981,40.2192,39.5306,39.5306,98500.0
2019-05-19,39.6981,40.2192,39.5306,39.5306,98500.0
2019-05-20,39.2608,39.5958,38.4512,38.5814,38235.0
2019-05-21,39.0653,39.177,38.8699,38.9351,87396.0
2019-05-22,38.507,39.2142,38.3209,38.6,107080.0
2019-05-23,38.1255,38.7489,37.958,38.0324,21635.0
2019-05-24,38.1906,38.6,38.1906,38.5907,81814.0
2019-05-25,38.1906,38.6,38.1906,38.5907,81814.0
2019-05-26,38.1906,38.6,38.1906,38.5907,81814.0
2019-05-27,38.1906,38.6,38.1906,38.5907,81814.0
2019-05-28,38.6745,38.6745,38.051,38.051,31269.0
2019-05-29,37.8835,38.386,37.2182,37.381,36960.0
2019-05-30,37.5671,37.6136,36.8134,37.2042,47448.0
2019-05-31,36.8599,37.0553,36.376,36.7668,42846.0
2019-06-01,36.8599,37.0553,36.376,36.7668,42846.0
2019-06-02,36.8599,37.0553,36.376,36.7668,42846.0
2019-06-03,36.711,37.6695,36.711,37.4275,31765.0
2019-06-04,37.6323,38.2185,37.4927,38.1162,24320.0
2019-06-05,38.0603,38.6466,37.9393,38.4977,40603.0
2019-06-06,38.7396,39.5492,38.5535,38.8699,53085.0
2019-06-07,39.0002,39.726,39.0002,39.4748,35965.0
2019-06-08,39.0002,39.726,39.0002,39.4748,35965.0
2019-06-09,39.0002,39.726,39.0002,39.4748,35965.0
2019-06-10,39.6795,39.8377,38.7396,39.1491,33743.0
2019-06-11,39.2608,39.2608,38.3674,38.5814,21860.0
2019-06-12,38.8885,39.2514,38.5628,38.628,36893.0
2019-06-13,39.0095,39.5865,39.0095,39.2421,30218.0
2019-06-14,39.1026,39.847,39.1026,39.6516,34767.0
2019-06-15,39.1026,39.847,39.1026,39.6516,34767.0
2019-06-16,39.1026,39.847,39.1026,39.6516,34767.0
2019-06-17,39.9401,39.9401,38.7862,39.4562,61324.0
2019-06-18,39.4934,39.7447,38.6094,39.2049,56985.0
2019-06-19,39.1956,39.1956,37.595,38.7862,75850.0
2019-06-20,39.2701,39.4934,38.8234,39.3166,44348.0
2019-06-21,39.3259,39.3259,38.2744,38.2837,307652.0
2019-06-22,39.3259,39.3259,38.2744,38.2837,307652.0
2019-06-23,39.3259,39.3259,38.2744,38.2837,307652.0
2019-06-24,38.3302,38.8234,37.7439,38.3395,51855.0
2019-06-25,40.0145,40.0145,35.4082,35.8176,142631.0
2019-06-26,35.9014,35.9014,34.8312,35.1104,129152.0
2019-06-27,35.5292,35.8456,34.8592,35.8456,37992.0
2019-06-28,36.1387,36.5528,35.7897,35.8363,108030.0
2019-06-29,36.1387,36.5528,35.7897,35.8363,108030.0
2019-06-30,36.1387,36.5528,35.7897,35.8363,108030.0
2019-07-01,36.1806,36.4318,35.25,35.6129,110087.0
2019-07-02,35.799,36.3295,35.4547,36.255,82419.0
2019-07-03,36.1713,36.8971,36.1713,36.7947,47507.0
2019-07-04,36.1713,36.8971,36.1713,36.7947,47507.0
2019-07-05,36.5063,36.5528,35.827,36.0131,32882.0
2019-07-06,36.5063,36.5528,35.827,36.0131,32882.0
2019-07-07,36.5063,36.5528,35.827,36.0131,32882.0
2019-07-08,35.706,36.3853,35.5943,36.0503,26030.0
2019-07-09,35.6781,35.9233,35.3105,35.3431,59269.0
2019-07-10,35.5387,36.2653,35.5387,36.1069,34141.0
2019-07-11,36.0138,36.0138,35.2604,35.6225,43404.0
2019-07-12,35.5387,36.2653,35.5387,35.697,33646.0
2019-07-13,35.5387,36.2653,35.5387,35.697,33646.0
2019-07-14,35.5387,36.2653,35.5387,35.697,33646.0
2019-07-15,35.7716,36.0044,35.2313,35.343,61201.0
2019-07-16,35.2033,35.7343,35.0729,35.6039,75751.0
2019-07-17,35.5107,35.8088,34.9052,34.9611,68395.0
2019-07-18,34.8121,35.1847,34.6258,34.868,70180.0
2019-07-19,34.9704,35.045,34.3649,34.3649,68404.0
2019-07-20,34.9704,35.045,34.3649,34.3649,68404.0
2019-07-21,34.9704,35.045,34.3649,34.3649,68404.0
2019-07-22,34.6164,34.7282,34.1926,34.2624,88770.0
2019-07-23,34.2531,34.4301,33.8991,34.0389,127613.0
2019-07-24,33.9457,34.7934,33.792,34.7655,176317.0
2019-07-25,34.84,35.5387,34.84,35.4269,57981.0
2019-07-26,35.5014,35.8833,35.2499,35.3244,71709.0
2019-07-27,35.5014,35.8833,35.2499,35.3244,71709.0
2019-07-28,35.5014,35.8833,35.2499,35.3244,71709.0
2019-07-29,35.5014,35.7855,35.1102,35.6225,57363.0
2019-07-30,35.3989,36.4795,35.3989,35.9765,37734.0
2019-07-31,35.9858,35.9858,35.2313,35.3989,42106.0
2019-08-01,35.5853,36.6565,35.4921,36.1349,37160.0
2019-08-02,36.0976,36.0976,35.4362,35.6598,44870.0
2019-08-03,36.0976,36.0976,35.4362,35.6598,44870.0
2019-08-04,36.0976,36.0976,35.4362,35.6598,44870.0
2019-08-05,35.1567,35.6132,35.0636,35.5014,64093.0
2019-08-06,35.4641,35.9542,35.4641,35.7157,53428.0
2019-08-07,35.3896,37.0385,35.3896,36.9826,73437.0
2019-08-08,37.1596,37.9141,37.1596,37.8862,47607.0
2019-08-09,37.2807,37.3086,37.0571,37.0571,22202.0
2019-08-10,37.2807,37.3086,37.0571,37.0571,22202.0
2019-08-11,37.2807,37.3086,37.0571,37.0571,22202.0
2019-08-12,36.936,36.936,36.3119,36.5354,39695.0
2019-08-13,36.4609,37.3552,36.4609,37.1409,45203.0
2019-08-14,36.6472,36.8987,36.1256,36.5727,45438.0
2019-08-15,36.6193,36.6426,35.7902,35.9299,41245.0
2019-08-16,36.0697,36.4889,35.5831,36.4889,42835.0
2019-08-17,36.0697,36.4889,35.5831,36.4889,42835.0
2019-08-18,36.0697,36.4889,35.5831,36.4889,42835.0
2019-08-19,36.6565,37.2434,36.61,37.1037,33483.0
2019-08-20,37.085,37.8303,37.085,37.7558,44242.0
2019-08-21,38.2867,38.2867,37.7744,38.2122,42847.0
2019-08-22,38.175,38.6407,37.8303,38.5569,46368.0
2019-08-23,38.5476,39.1251,37.8117,37.9141,59759.0
2019-08-24,38.5476,39.1251,37.8117,37.9141,59759.0
2019-08-25,38.5476,39.1251,37.8117,37.9141,59759.0
2019-08-26,38.147,38.147,37.5695,37.7278,41614.0
2019-08-27,37.9421,37.9607,37.3086,37.467,35365.0
2019-08-28,37.1331,37.5042,36.7497,37.1689,34245.0
2019-08-29,37.3831,38.0911,37.3831,37.8582,119877.0
2019-08-30,37.8862,37.9421,37.4018,37.7371,46023.0
2019-08-31,37.8862,37.9421,37.4018,37.7371,46023.0
2019-09-01,37.8862,37.9421,37.4018,37.7371,46023.0
2019-09-02,37.8862,37.9421,37.4018,37.7371,46023.0
2019-09-03,37.5974,37.9141,37.3925,37.6626,30820.0
2019-09-04,37.8769,38.5476,37.8769,38.324,47264.0
2019-09-05,38.5755,38.5755,37.7837,38.0818,42141.0
2019-09-06,38.501,38.6687,38.1936,38.3333,29272.0
2019-09-07,38.501,38.6687,38.1936,38.3333,29272.0
2019-09-08,38.501,38.6687,38.1936,38.3333,29272.0
2019-09-09,38.3147,39.3208,38.3054,38.8829,50905.0
2019-09-10,38.7059,39.358,38.5383,39.3115,23909.0
2019-09-11,39.3021,40.1499,39.3021,39.8518,24984.0
2019-09-12,40.0567,40.6529,40.0287,40.4014,34677.0
2019-09-13,40.4386,40.4479,39.4139,39.4698,58118.0
2019-09-14,40.4386,40.4479,39.4139,39.4698,58118.0
2019-09-15,40.4386,40.4479,39.4139,39.4698,58118.0
2019-09-16,39.6375,39.9123,39.3953,39.4884,59797.0
2019-09-17,39.5071,39.5909,39.1531,39.1624,100319.0
2019-09-18,39.032,39.9822,38.7479,39.8424,89426.0
2019-09-19,39.9915,40.0986,39.4884,39.4978,65002.0
2019-09-20,39.4791,40.0846,39.4791,40.0008,181124.0
2019-09-21,39.4791,40.0846,39.4791,40.0008,181124.0
2019-09-22,39.4791,40.0846,39.4791,40.0008,181124.0
2019-09-23,40.0287,40.7367,39.6282,40.4293,57875.0
2019-09-24,40.5225,41.2584,40.4293,40.5225,82908.0
2019-09-25,41.0348,41.1187,40.5504,40.8858,66598.0
2019-09-26,40.923,41.2584,40.6156,40.9696,48258.0
2019-09-27,40.8943,41.0115,40.4014,40.4945,46585.0
2019-09-28,40.8943,41.0115,40.4014,40.4945,46585.0
2019-09-29,40.8943,41.0115,40.4014,40.4945,46585.0
2019-09-30,40.5784,41.5006,40.5784,41.3329,51128.0
2019-10-01,41.454,41.454,40.8858,41.0628,48013.0
2019-10-02,41.4913,42.8048,40.5318,42.693,194073.0
2019-10-03,42.6464,43.6897,42.6464,43.0563,58323.0
2019-10-04,43.1681,44.1369,43.1122,43.9972,75024.0
2019-10-05,43.1681,44.1369,43.1122,43.9972,75024.0
2019-10-06,43.1681,44.1369,43.1122,43.9972,75024.0
2019-10-07,43.904,44.1462,43.5593,43.9319,44620.0
2019-10-08,43.55,44.3511,43.55,43.7084,57616.0
2019-10-09,43.755,44.081,43.6432,43.7177,63163.0
2019-10-10,43.6152,43.6432,43.0774,43.5686,57651.0
2019-10-11,43.9413,43.9413,43.401,43.4475,38470.0
2019-10-12,43.9413,43.9413,43.401,43.4475,38470.0
2019-10-13,43.9413,43.9413,43.401,43.4475,38470.0
2019-10-14,43.5128,43.8667,43.3264,43.7456,42273.0
2019-10-15,44.0717,44.2393,43.7364,44.1555,53768.0
2019-10-16,44.0624,45.1616,44.0624,45.1057,69864.0
2019-10-17,44.9845,45.749,44.9752,45.1896,53733.0
2019-10-18,45.0404,45.6805,45.0404,45.6371,30860.0
2019-10-19,45.0404,45.6805,45.0404,45.6371,30860.0
2019-10-20,45.0404,45.6805,45.0404,45.6371,30860.0
2019-10-21,45.749,46.1872,44.9845,45.1989,56212.0
2019-10-22,45.3015,45.9448,45.115,45.5812,39425.0
2019-10-23,45.4786,45.707,45.3621,45.5812,35849.0
2019-10-24,45.6371,45.9075,45.4507,45.9075,61323.0
2019-10-25,45.9075,46.2991,45.5159,45.5998,37060.0
2019-10-26,45.9075,46.2991,45.5159,45.5998,37060.0
2019-10-27,45.9075,46.2991,45.5159,45.5998,37060.0
2019-10-28,45.7863,45.7956,44.3971,44.4904,56617.0
2019-10-29,44.4904,45.0591,43.875,43.8844,120249.0
2019-10-30,43.9403,44.3785,42.8122,44.3132,53137.0
2019-10-31,44.3598,44.4997,43.7445,43.8377,35243.0
2019-11-01,44.0335,45.0498,44.0335,44.9752,44261.0
2019-11-02,44.0335,45.0498,44.0335,44.9752,44261.0
2019-11-03,44.0335,45.0498,44.0335,44.9752,44261.0
2019-11-04,45.3388,45.4227,43.586,43.7445,33749.0
2019-11-05,43.7352,43.7352,42.663,43.0546,29960.0
2019-11-06,43.1105,43.6792,42.9987,43.6233,43638.0
2019-11-07,43.8004,43.8004,42.1596,42.3181,44204.0
2019-11-08,42.3274,42.7562,42.3274,42.6257,39862.0
2019-11-09,42.3274,42.7562,42.3274,42.6257,39862.0
2019-11-10,42.3274,42.7562,42.3274,42.6257,39862.0
2019-11-11,42.6444,43.7259,42.6444,43.614,44276.0
2019-11-12,44.3319,44.3319,42.5232,43.1105,80607.0
2019-11-13,43.3529,43.8191,43.2783,43.6792,112206.0
2019-11-14,43.6513,44.0988,43.4648,44.0988,21097.0
2019-11-15,44.192,44.192,43.6233,43.6699,24005.0
2019-11-16,44.192,44.192,43.6233,43.6699,24005.0
2019-11-17,44.192,44.192,43.6233,43.6699,24005.0
2019-11-18,43.5953,44.6302,43.5953,44.2853,55634.0
2019-11-19,44.2853,44.3225,43.8098,43.9962,23622.0
2019-11-20,43.903,44.4531,43.6792,43.9869,29302.0
2019-11-21,44.0056,44.0895,43.4462,43.5487,18744.0
2019-11-22,43.8191,43.8191,43.1292,43.1292,22178.0
2019-11-23,43.8191,43.8191,43.1292,43.1292,22178.0
2019-11-24,43.8191,43.8191,43.1292,43.1292,22178.0
2019-11-25,43.297,44.0242,43.2411,43.8377,22328.0
2019-11-26,43.8844,44.5929,43.7352,44.4997,27703.0
2019-11-27,44.565,44.7141,44.0335,44.0988,27666.0
2019-11-28,44.565,44.7141,44.0335,44.0988,27666.0
2019-11-29,44.0149,44.3598,43.9776,43.9776,18183.0
2019-11-30,44.0149,44.3598,43.9776,43.9776,18183.0
2019-12-01,44.0149,44.3598,43.9776,43.9776,18183.0
2019-12-02,44.0522,44.0522,43.0732,43.2877,50640.0
2019-12-03,42.9147,43.4834,42.7562,43.4648,32218.0
2019-12-04,43.325,43.8471,43.0546,43.4368,25026.0
2019-12-05,43.4462,44.4065,43.2224,44.4065,46780.0
2019-12-06,44.6489,44.6489,43.5347,43.5953,27977.0
2019-12-07,44.6489,44.6489,43.5347,43.5953,27977.0
2019-12-08,44.6489,44.6489,43.5347,43.5953,27977.0
2019-12-09,43.6326,44.1454,43.6326,43.9962,36152.0
2019-12-10,43.8191,44.0009,43.5379,43.8098,20358.0
2019-12-11,43.8564,44.3132,43.8284,44.3132,18282.0
2019-12-12,44.2759,44.2759,42.8775,42.9427,45140.0
2019-12-13,42.8868,43.297,42.8868,43.1105,99524.0
2019-12-14,42.8868,43.297,42.8868,43.1105,99524.0
2019-12-15,42.8868,43.297,42.8868,43.1105,99524.0
2019-12-16,43.2131,43.2131,42.4859,42.7656,137331.0
2019-12-17,42.7003,42.7935,41.9172,42.2528,61192.0
2019-12-18,42.2528,42.4392,41.5629,41.8053,103385.0
2019-12-19,41.7587,41.8239,40.8263,41.0874,62712.0
2019-12-20,41.0967,42.2808,40.9569,42.2808,106933.0
2019-12-21,41.0967,42.2808,40.9569,42.2808,106933.0
2019-12-22,41.0967,42.2808,40.9569,42.2808,106933.0
2019-12-23,42.2994,42.2994,41.2645,41.3578,61850.0
2019-12-24,41.3391,42.346,41.3391,42.346,26853.0
2019-12-25,41.3391,42.346,41.3391,42.346,26853.0
2019-12-26,42.3087,42.3087,41.5163,41.8053,22837.0
2019-12-27,41.8799,41.9545,41.7167,41.8333,12248.0
2019-12-28,41.8799,41.9545,41.7167,41.8333,12248.0
2019-12-29,41.8799,41.9545,41.7167,41.8333,12248.0
2019-12-30,41.8426,41.8426,41.2272,41.7493,49792.0
2019-12-31,41.6468,41.9638,41.4324,41.6748,75812.0
2020-01-01,41.6468,41.9638,41.4324,41.6748,75812.0
2020-01-02,41.8612,41.9638,41.2459,41.6002,31948.0
2020-01-03,41.3205,42.2528,41.3205,42.0757,52752.0
2020-01-04,41.3205,42.2528,41.3205,42.0757,52752.0
2020-01-05,41.3205,42.2528,41.3205,42.0757,52752.0
2020-01-06,42.1223,43.4462,41.6841,43.3063,70083.0
2020-01-07,43.4928,43.4928,42.4812,42.5698,144600.0
2020-01-08,44.8446,44.99,42.9241,42.9241,94812.0
2020-01-09,43.3156,43.9962,42.5605,42.9334,44738.0
2020-01-10,43.1665,44.3878,42.7679,44.2946,61481.0
2020-01-11,43.1665,44.3878,42.7679,44.2946,61481.0
2020-01-12,43.1665,44.3878,42.7679,44.2946,61481.0
2020-01-13,44.4438,45.115,44.4438,45.115,48764.0
2020-01-14,45.0311,45.9914,45.0125,45.8143,84390.0
2020-01-15,45.8143,47.0067,45.8143,46.8305,36075.0
2020-01-16,46.9237,47.1382,46.4016,47.1102,76283.0
2020-01-17,47.2967,47.6509,46.933,47.0542,32661.0
2020-01-18,47.2967,47.6509,46.933,47.0542,32661.0
2020-01-19,47.2967,47.6509,46.933,47.0542,32661.0
2020-01-20,47.2967,47.6509,46.933,47.0542,32661.0
2020-01-21,46.6254,48.4154,46.6254,48.4154,41809.0
2020-01-22,48.4527,49.3571,48.4061,48.8816,87682.0
2020-01-23,48.8956,50.5311,48.8956,50.1105,110403.0
2020-01-24,50.1386,50.5311,49.4563,49.5031,67649.0
2020-01-25,50.1386,50.5311,49.4563,49.5031,67649.0
2020-01-26,50.1386,50.5311,49.4563,49.5031,67649.0
2020-01-27,49.4003,50.2507,49.4003,49.8956,31744.0
2020-01-28,50.0825,50.7554,50.0825,50.1853,75890.0
2020-01-29,50.3348,50.3815,49.4563,50.0731,82023.0
2020-01-30,50.2133,50.4657,49.419,49.6993,67616.0
2020-01-31,49.7087,49.8302,48.9517,49.0732,55050.0
2020-02-01,49.7087,49.8302,48.9517,49.0732,55050.0
2020-02-02,49.7087,49.8302,48.9517,49.0732,55050.0
2020-02-03,49.2507,49.5872,49.1031,49.1199,68407.0
2020-02-04,49.3068,49.3068,48.5405,48.5872,76279.0
2020-02-05,48.5031,50.3535,48.3349,50.0825,124422.0
2020-02-06,50.3909,50.5311,49.933,50.1012,86193.0
2020-02-07,50.0918,51.1946,50.0918,50.9797,108272.0
2020-02-08,50.0918,51.1946,50.0918,50.9797,108272.0
2020-02-09,50.0918,51.1946,50.0918,50.9797,108272.0
2020-02-10,51.3441,51.8301,50.6806,51.7647,90877.0
2020-02-11,51.8675,52.5871,51.8301,52.531,71957.0
2020-02-12,52.4749,52.4749,51.5871,51.9142,59541.0
2020-02-13,51.6151,51.989,51.475,51.5778,78507.0
2020-02-14,51.4843,52.1198,51.2133,52.045,38393.0
2020-02-15,51.4843,52.1198,51.2133,52.045,38393.0
2020-02-16,51.4843,52.1198,51.2133,52.045,38393.0
2020-02-17,51.4843,52.1198,51.2133,52.045,38393.0
2020-02-18,52.1478,52.5964,51.7086,51.9422,48969.0
2020-02-19,52.0731,52.3908,51.9796,52.0731,71893.0
2020-02-20,52.1011,52.503,51.6151,52.4189,81274.0
2020-02-21,52.6245,52.6338,51.9422,51.9703,71953.0
2020-02-22,52.6245,52.6338,51.9422,51.9703,71953.0
2020-02-23,52.6245,52.6338,51.9422,51.9703,71953.0
2020-02-24,51.0918,51.6899,50.9329,51.0077,29340.0
2020-02-25,50.8488,51.0813,48.7835,48.8582,55439.0
2020-02-26,48.8769,49.2788,47.7181,47.8302,72950.0
2020-02-27,47.1293,48.2414,46.3069,46.5032,133107.0
2020-02-28,46.0359,46.0452,43.6248,44.6808,166300.0
2020-02-29,46.0359,46.0452,43.6248,44.6808,166300.0
2020-03-01,46.0359,46.0452,43.6248,44.6808,166300.0
2020-03-02,44.877,46.2695,44.2789,46.2041,105066.0
2020-03-03,46.7461,48.7367,46.2368,47.3256,101904.0
2020-03-04,48.1667,49.3722,47.4938,49.1386,119943.0
2020-03-05,48.2321,48.8769,47.4424,47.6153,86952.0
2020-03-06,45.9424,46.9331,44.8303,45.9985,110499.0
2020-03-07,45.9424,46.9331,44.8303,45.9985,110499.0
2020-03-08,45.9424,46.9331,44.8303,45.9985,110499.0
2020-03-09,42.6715,42.9893,40.3445,40.5221,193673.0
2020-03-10,41.7463,43.3062,40.0454,43.1855,128760.0
2020-03-11,41.3631,42.1388,38.7371,38.7464,196919.0
2020-03-12,35.2792,36.0549,31.5785,33.3821,245074.0
2020-03-13,35.8867,35.9054,30.4943,33.3354,240898.0
