,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity,HUM US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2021-10-04,384.868,386.302,376.207,378.004,622752.0
2021-10-05,377.621,386.144,377.567,381.294,624257.0
2021-10-06,378.279,385.928,374.96,385.408,760524.0
2021-10-07,388.0,397.594,387.534,396.563,753277.0
2021-10-08,398.085,405.331,395.463,405.302,943014.0
2021-10-09,398.085,405.331,395.463,405.302,943014.0
2021-10-10,398.085,405.331,395.463,405.302,943014.0
2021-10-11,405.037,409.367,401.679,407.374,893755.0
2021-10-12,408.483,414.404,406.578,412.824,1112155.0
2021-10-13,413.256,414.247,407.384,413.089,1039280.0
2021-10-14,425.176,435.977,422.55,427.12,1696255.0
2021-10-15,428.839,436.537,427.14,433.032,1832979.0
2021-10-16,428.839,436.537,427.14,433.032,1832979.0
2021-10-17,428.839,436.537,427.14,433.032,1832979.0
2021-10-18,433.542,433.915,426.963,430.626,796132.0
2021-10-19,432.806,434.789,428.986,433.523,657371.0
2021-10-20,436.301,448.841,436.301,446.268,1063331.0
2021-10-21,445.149,453.112,444.139,452.484,507685.0
2021-10-22,451.178,456.613,450.873,453.505,423865.0
2021-10-23,451.178,456.613,450.873,453.505,423865.0
2021-10-24,451.178,456.613,450.873,453.505,423865.0
2021-10-25,454.693,456.942,451.089,455.047,583786.0
2021-10-26,456.137,461.243,454.359,458.66,601961.0
2021-10-27,459.946,459.946,449.283,450.353,699900.0
2021-10-28,452.857,460.644,452.67,459.151,805492.0
2021-10-29,456.922,459.289,452.533,454.791,1079609.0
2021-10-30,456.922,459.289,452.533,454.791,1079609.0
2021-10-31,456.922,459.289,452.533,454.791,1079609.0
2021-11-01,456.912,458.562,448.293,451.207,924395.0
2021-11-02,452.975,454.163,446.396,448.851,740632.0
2021-11-03,428.613,460.516,428.613,451.148,1517216.0
2021-11-04,448.792,450.589,441.781,445.355,993249.0
2021-11-05,446.415,456.313,444.476,445.237,725133.0
2021-11-06,446.415,456.313,444.476,445.237,725133.0
2021-11-07,446.415,456.313,444.476,445.237,725133.0
2021-11-08,446.7,449.165,440.062,446.288,713807.0
2021-11-09,446.474,447.221,439.522,442.262,611839.0
2021-11-10,442.861,446.72,437.931,440.406,447509.0
2021-11-11,439.954,440.596,431.677,438.432,463091.0
2021-11-12,439.787,440.504,435.3,437.372,497327.0
2021-11-13,439.787,440.504,435.3,437.372,497327.0
2021-11-14,439.787,440.504,435.3,437.372,497327.0
2021-11-15,437.441,437.441,429.615,430.272,610383.0
2021-11-16,432.354,443.686,429.114,436.105,720632.0
2021-11-17,435.977,436.959,430.096,430.479,609511.0
2021-11-18,431.127,438.04,429.33,437.912,774471.0
2021-11-19,439.827,439.827,425.687,427.012,675886.0
2021-11-20,439.827,439.827,425.687,427.012,675886.0
2021-11-21,439.827,439.827,425.687,427.012,675886.0
2021-11-22,428.505,430.135,422.515,424.577,443163.0
2021-11-23,424.145,430.017,423.455,429.33,452910.0
2021-11-24,428.623,430.459,425.54,428.309,476551.0
2021-11-25,428.623,430.459,425.54,428.309,476551.0
2021-11-26,422.721,424.263,414.375,420.748,650965.0
2021-11-27,422.721,424.263,414.375,420.748,650965.0
2021-11-28,422.721,424.263,414.375,420.748,650965.0
2021-11-29,423.713,423.949,415.976,420.335,463226.0
2021-11-30,417.311,419.285,408.601,412.126,1184588.0
2021-12-01,415.534,421.258,409.838,410.074,664818.0
2021-12-02,410.074,416.54,405.174,413.825,790130.0
2021-12-03,415.72,419.54,410.339,414.08,545843.0
2021-12-04,415.72,419.54,410.339,414.08,545843.0
2021-12-05,415.72,419.54,410.339,414.08,545843.0
2021-12-06,418.607,428.863,416.339,424.685,680855.0
2021-12-07,427.032,428.633,424.096,425.186,468221.0
2021-12-08,425.736,432.187,421.73,432.05,898528.0
2021-12-09,431.137,444.353,425.481,444.108,1120261.0
2021-12-10,443.715,454.516,440.298,452.857,905578.0
2021-12-11,443.715,454.516,440.298,452.857,905578.0
2021-12-12,443.715,454.516,440.298,452.857,905578.0
2021-12-13,452.66,458.454,446.73,455.979,709596.0
2021-12-14,453.348,459.033,451.453,453.515,985370.0
2021-12-15,455.194,456.569,446.514,453.456,767301.0
2021-12-16,448.89,453.849,443.563,449.204,1005982.0
2021-12-17,450.814,452.552,443.686,445.139,1329535.0
2021-12-18,450.814,452.552,443.686,445.139,1329535.0
2021-12-19,450.814,452.552,443.686,445.139,1329535.0
2021-12-20,441.525,446.671,437.745,442.949,878733.0
2021-12-21,443.322,445.355,438.511,442.007,507976.0
2021-12-22,442.144,448.311,439.935,447.8,477429.0
2021-12-23,451.168,454.359,447.486,452.219,352507.0
2021-12-24,451.168,454.359,447.486,452.219,352507.0
2021-12-25,451.168,454.359,447.486,452.219,352507.0
2021-12-26,451.168,454.359,447.486,452.219,352507.0
2021-12-27,453.633,455.891,449.243,455.842,259349.0
2021-12-28,456.588,461.508,455.862,458.071,315706.0
2021-12-29,457.806,461.37,457.452,460.545,321291.0
2021-12-30,461.617,464.164,458.087,458.539,804327.0
2021-12-31,459.463,460.629,455.604,456.159,347602.0
2022-01-01,459.463,460.629,455.604,456.159,347602.0
2022-01-02,459.463,460.629,455.604,456.159,347602.0
2022-01-03,453.72,457.998,448.872,457.723,627043.0
2022-01-04,456.376,458.121,450.637,451.37,650064.0
2022-01-05,451.665,457.467,447.859,448.263,725888.0
2022-01-06,405.957,415.122,353.315,361.428,7652206.0
2022-01-07,360.937,364.526,345.37,357.141,5517367.0
2022-01-08,360.937,364.526,345.37,357.141,5517367.0
2022-01-09,360.937,364.526,345.37,357.141,5517367.0
2022-01-10,352.548,380.565,352.548,378.785,3131986.0
2022-01-11,377.566,385.886,374.596,385.158,1878063.0
2022-01-12,384.076,391.845,383.186,388.718,1602631.0
2022-01-13,387.587,391.048,379.484,387.056,1615259.0
2022-01-14,387.469,393.261,380.331,385.158,1113589.0
2022-01-15,387.469,393.261,380.331,385.158,1113589.0
2022-01-16,387.469,393.261,380.331,385.158,1113589.0
2022-01-17,387.469,393.261,380.331,385.158,1113589.0
2022-01-18,381.214,394.957,378.766,381.441,1512485.0
2022-01-19,381.795,385.522,369.114,371.567,1827589.0
2022-01-20,374.036,382.69,374.036,376.651,1267750.0
2022-01-21,380.752,384.243,366.119,369.02,2621299.0
2022-01-22,380.752,384.243,366.119,369.02,2621299.0
2022-01-23,380.752,384.243,366.119,369.02,2621299.0
2022-01-24,367.791,375.437,357.692,372.806,1555184.0
2022-01-25,366.798,371.946,359.275,368.814,1154906.0
2022-01-26,367.821,375.776,365.205,370.83,1718041.0
2022-01-27,371.892,382.906,371.194,376.691,1335606.0
2022-01-28,374.213,380.821,372.62,379.769,1233123.0
2022-01-29,374.213,380.821,372.62,379.769,1233123.0
2022-01-30,374.213,380.821,372.62,379.769,1233123.0
2022-01-31,376.406,388.167,376.337,385.984,1471765.0
2022-02-01,388.442,390.866,378.004,384.194,1580230.0
2022-02-02,401.6,402.082,385.482,394.559,1873068.0
2022-02-03,425.861,432.105,411.061,419.134,3772297.0
2022-02-04,415.604,431.702,414.542,422.714,1912411.0
2022-02-05,415.604,431.702,414.542,422.714,1912411.0
2022-02-06,415.604,431.702,414.542,422.714,1912411.0
2022-02-07,423.432,427.331,418.918,423.206,1180866.0
2022-02-08,422.95,428.103,420.801,425.812,1277545.0
2022-02-09,427.759,432.971,426.815,429.293,1632329.0
2022-02-10,426.795,433.266,423.397,424.995,921467.0
2022-02-11,423.245,428.383,414.788,416.931,1254412.0
2022-02-12,423.245,428.383,414.788,416.931,1254412.0
2022-02-13,423.245,428.383,414.788,416.931,1254412.0
2022-02-14,415.269,418.082,410.51,412.673,749376.0
2022-02-15,416.617,419.943,413.775,415.092,1098590.0
2022-02-16,412.614,423.963,412.132,421.652,1017377.0
2022-02-17,420.58,421.101,414.856,417.659,530586.0
2022-02-18,417.718,422.35,413.647,414.748,836219.0
2022-02-19,417.718,422.35,413.647,414.748,836219.0
2022-02-20,417.718,422.35,413.647,414.748,836219.0
2022-02-21,417.718,422.35,413.647,414.748,836219.0
2022-02-22,415.879,418.672,410.205,413.588,937850.0
2022-02-23,416.42,418.289,406.507,406.891,946602.0
2022-02-24,403.193,414.807,401.423,414.306,1059533.0
2022-02-25,415.014,427.631,414.689,425.477,795825.0
2022-02-26,415.014,427.631,414.689,425.477,795825.0
2022-02-27,415.014,427.631,414.689,425.477,795825.0
2022-02-28,418.387,427.611,418.387,427.11,721193.0
2022-03-01,423.638,429.234,417.708,423.845,691809.0
2022-03-02,425.182,433.349,425.182,429.204,904393.0
2022-03-03,429.942,432.44,425.124,428.772,736210.0
2022-03-04,424.405,434.78,421.416,434.062,900288.0
2022-03-05,424.405,434.78,421.416,434.062,900288.0
2022-03-06,424.405,434.78,421.416,434.062,900288.0
2022-03-07,433.344,434.062,419.075,419.744,866976.0
2022-03-08,416.863,426.116,414.994,417.61,782808.0
2022-03-09,425.418,425.418,418.225,422.045,725802.0
2022-03-10,416.312,425.713,414.217,424.14,828744.0
2022-03-11,432.685,432.685,418.593,419.046,618752.0
2022-03-12,432.685,432.685,418.593,419.046,618752.0
2022-03-13,432.685,432.685,418.593,419.046,618752.0
2022-03-14,423.117,427.513,418.751,424.769,1021311.0
2022-03-15,428.762,435.744,426.284,432.567,1144488.0
2022-03-16,434.819,439.579,427.877,435.468,800603.0
2022-03-17,433.236,436.034,431.525,433.767,1241171.0
2022-03-18,438.655,438.655,431.791,433.295,2086057.0
2022-03-19,438.655,438.655,431.791,433.295,2086057.0
2022-03-20,438.655,438.655,431.791,433.295,2086057.0
2022-03-21,431.338,435.911,428.147,429.617,1095122.0
2022-03-22,429.942,434.834,429.617,431.151,1251468.0
2022-03-23,429.47,431.358,423.092,423.461,906801.0
2022-03-24,424.327,431.563,423.284,430.158,819459.0
2022-03-25,432.695,432.695,428.093,428.309,702777.0
2022-03-26,432.695,432.695,428.093,428.309,702777.0
2022-03-27,432.695,432.695,428.093,428.309,702777.0
2022-03-28,433.069,434.544,426.333,427.827,600798.0
2022-03-29,432.145,433.541,428.034,431.663,619739.0
2022-03-30,432.301,434.291,426.045,432.872,1093650.0
2022-03-31,430.961,438.783,428.271,428.715,1412723.0
2022-04-01,430.163,437.335,425.936,434.862,750285.0
2022-04-02,430.163,437.335,425.936,434.862,750285.0
2022-04-03,430.163,437.335,425.936,434.862,750285.0
2022-04-04,434.498,436.98,429.433,431.197,669293.0
2022-04-05,428.734,441.285,428.734,436.645,786191.0
2022-04-06,438.212,443.266,434.936,442.389,834172.0
2022-04-07,443.147,452.181,442.182,450.812,1526995.0
2022-04-08,453.176,454.378,448.96,451.019,968511.0
2022-04-09,453.176,454.378,448.96,451.019,968511.0
2022-04-10,453.176,454.378,448.96,451.019,968511.0
2022-04-11,453.176,453.964,443.453,444.635,853453.0
2022-04-12,442.97,446.221,440.064,442.379,905562.0
2022-04-13,450.467,454.89,446.403,451.974,1146656.0
2022-04-14,454.211,458.334,451.827,453.728,1602537.0
2022-04-15,454.211,458.334,451.827,453.728,1602537.0
2022-04-16,454.211,458.334,451.827,453.728,1602537.0
2022-04-17,454.211,458.334,451.827,453.728,1602537.0
2022-04-18,452.201,457.412,445.354,447.236,563211.0
2022-04-19,449.61,457.728,448.728,451.886,1148655.0
2022-04-20,454.496,460.181,451.088,458.585,852215.0
2022-04-21,462.131,462.378,448.94,449.157,839331.0
2022-04-22,446.122,446.507,437.63,437.887,715477.0
2022-04-23,446.122,446.507,437.63,437.887,715477.0
2022-04-24,446.122,446.507,437.63,437.887,715477.0
2022-04-25,437.364,437.502,426.508,434.98,1052740.0
2022-04-26,432.951,436.034,424.065,424.114,969964.0
2022-04-27,436.734,441.41,424.35,436.793,1184534.0
2022-04-28,438.527,454.024,434.739,452.181,1258420.0
2022-04-29,448.319,449.767,436.517,437.965,986508.0
2022-04-30,448.319,449.767,436.517,437.965,986508.0
2022-05-01,448.319,449.767,436.517,437.965,986508.0
2022-05-02,440.753,441.906,419.577,427.079,1031480.0
2022-05-03,429.897,435.542,426.557,427.345,597099.0
2022-05-04,431.168,436.724,424.045,435.778,669577.0
2022-05-05,433.296,436.143,423.986,427.562,679351.0
2022-05-06,423.996,430.764,420.035,424.272,784208.0
2022-05-07,423.996,430.764,420.035,424.272,784208.0
2022-05-08,423.996,430.764,420.035,424.272,784208.0
2022-05-09,420.823,422.636,415.257,418.213,896734.0
2022-05-10,421.355,429.424,417.76,426.38,1047203.0
2022-05-11,425.06,438.399,424.439,425.326,925137.0
2022-05-12,425.02,426.803,415.572,422.577,1065727.0
2022-05-13,423.641,434.172,420.272,432.379,838485.0
2022-05-14,423.641,434.172,420.272,432.379,838485.0
2022-05-15,423.641,434.172,420.272,432.379,838485.0
2022-05-16,432.695,438.251,429.197,434.438,460997.0
2022-05-17,439.069,439.345,431.966,434.054,564039.0
2022-05-18,430.281,430.907,410.765,413.809,948852.0
2022-05-19,407.662,429.414,404.775,425.592,1065677.0
2022-05-20,426.262,434.31,419.917,433.099,646808.0
2022-05-21,426.262,434.31,419.917,433.099,646808.0
2022-05-22,426.262,434.31,419.917,433.099,646808.0
2022-05-23,435.246,439.172,433.571,434.842,596845.0
2022-05-24,432.98,434.34,425.578,433.887,629606.0
2022-05-25,435.345,440.31,432.222,438.093,534715.0
2022-05-26,441.719,447.403,438.763,445.512,496482.0
2022-05-27,446.182,455.019,443.108,454.368,522514.0
2022-05-28,446.182,455.019,443.108,454.368,522514.0
2022-05-29,446.182,455.019,443.108,454.368,522514.0
2022-05-30,446.182,455.019,443.108,454.368,522514.0
2022-05-31,450.802,452.388,446.152,447.492,1028593.0
2022-06-01,448.999,450.615,438.153,440.95,521669.0
2022-06-02,442.339,443.472,432.916,442.881,474288.0
2022-06-03,439.788,440.596,435.256,435.847,256395.0
2022-06-04,439.788,440.596,435.256,435.847,256395.0
2022-06-05,439.788,440.596,435.256,435.847,256395.0
2022-06-06,437.394,442.339,434.892,437.512,365655.0
2022-06-07,438.576,443.97,434.842,443.108,400294.0
2022-06-08,439.857,448.743,438.783,443.837,424149.0
2022-06-09,443.788,447.167,440.083,442.95,692963.0
2022-06-10,437.089,442.103,435.995,437.601,627212.0
2022-06-11,437.089,442.103,435.995,437.601,627212.0
2022-06-12,437.089,442.103,435.995,437.601,627212.0
2022-06-13,427.562,429.926,417.09,419.956,984757.0
2022-06-14,417.73,421.625,413.307,417.641,686845.0
2022-06-15,419.503,431.434,419.503,426.794,820697.0
2022-06-16,417.021,419.247,412.484,416.932,982568.0
2022-06-17,420.439,424.429,416.351,422.084,1693465.0
2022-06-18,420.439,424.429,416.351,422.084,1693465.0
2022-06-19,420.439,424.429,416.351,422.084,1693465.0
2022-06-20,420.439,424.429,416.351,422.084,1693465.0
2022-06-21,428.143,448.638,425.956,442.32,1063066.0
2022-06-22,437.414,449.718,437.414,441.404,932193.0
2022-06-23,444.211,450.221,441.975,447.896,1021404.0
2022-06-24,447.955,450.574,439.423,450.034,2498369.0
2022-06-25,447.955,450.574,439.423,450.034,2498369.0
2022-06-26,447.955,450.574,439.423,450.034,2498369.0
2022-06-27,450.29,462.88,448.989,457.501,856347.0
2022-06-28,460.003,470.358,454.733,455.334,912261.0
2022-06-29,456.496,465.486,451.552,462.17,719477.0
2022-06-30,461.302,465.644,458.697,461.914,1209959.0
2022-07-01,460.552,473.42,457.127,472.66,902276.0
2022-07-02,460.552,473.42,457.127,472.66,902276.0
2022-07-03,460.552,473.42,457.127,472.66,902276.0
2022-07-04,460.552,473.42,457.127,472.66,902276.0
2022-07-05,467.904,470.637,453.397,466.7,877717.0
2022-07-06,469.118,474.466,465.989,471.2,926695.0
2022-07-07,471.713,474.364,469.246,470.085,667814.0
2022-07-08,467.164,483.669,465.733,477.022,914335.0
2022-07-09,467.164,483.669,465.733,477.022,914335.0
2022-07-10,467.164,483.669,465.733,477.022,914335.0
2022-07-11,474.081,484.315,474.081,480.624,805750.0
2022-07-12,476.884,482.562,474.792,476.815,696531.0
2022-07-13,472.562,478.172,467.026,467.331,849915.0
2022-07-14,463.818,468.387,457.468,466.384,868848.0
2022-07-15,476.006,482.973,471.989,481.128,2043849.0
2022-07-16,476.006,482.973,471.989,481.128,2043849.0
2022-07-17,476.006,482.973,471.989,481.128,2043849.0
2022-07-18,480.18,484.379,476.667,478.088,774863.0
2022-07-19,481.749,490.927,478.029,488.795,622935.0
2022-07-20,489.605,489.605,474.975,477.328,1079734.0
2022-07-21,476.43,481.019,471.506,479.312,708942.0
2022-07-22,481.828,484.009,476.697,482.539,504936.0
2022-07-23,481.828,484.009,476.697,482.539,504936.0
2022-07-24,481.828,484.009,476.697,482.539,504936.0
2022-07-25,482.075,487.098,480.98,485.322,896747.0
2022-07-26,486.516,487.982,482.371,485.805,862518.0
2022-07-27,481.039,481.039,465.093,472.058,1749286.0
2022-07-28,474.614,479.011,469.226,477.644,1077246.0
2022-07-29,474.92,477.94,469.409,475.66,823153.0
2022-07-30,474.92,477.94,469.409,475.66,823153.0
2022-07-31,474.92,477.94,469.409,475.66,823153.0
2022-08-01,475.66,477.634,461.124,468.397,1047228.0
2022-08-02,468.279,474.279,465.037,472.098,752883.0
2022-08-03,473.835,478.928,472.374,475.463,670888.0
2022-08-04,476.943,476.943,471.081,473.618,411161.0
2022-08-05,471.407,477.822,469.833,477.654,552030.0
2022-08-06,471.407,477.822,469.833,477.654,552030.0
2022-08-07,471.407,477.822,469.833,477.654,552030.0
2022-08-08,480.624,482.139,474.787,476.183,427636.0
2022-08-09,478.917,486.091,478.611,481.325,354041.0
2022-08-10,485.312,486.733,477.091,479.608,381116.0
2022-08-11,477.98,480.703,473.021,477.703,664409.0
2022-08-12,480.881,490.828,478.631,490.345,556657.0
2022-08-13,480.881,490.828,478.631,490.345,556657.0
2022-08-14,480.881,490.828,478.631,490.345,556657.0
2022-08-15,487.276,495.411,487.276,492.052,472680.0
2022-08-16,492.457,493.355,484.661,488.707,531166.0
2022-08-17,486.95,492.506,486.95,489.2,404457.0
2022-08-18,491.44,492.516,485.934,489.368,568854.0
2022-08-19,490.552,495.962,488.401,493.286,551614.0
2022-08-20,490.552,495.962,488.401,493.286,551614.0
2022-08-21,490.552,495.962,488.401,493.286,551614.0
2022-08-22,489.022,498.348,489.022,494.332,477091.0
2022-08-23,492.634,495.22,484.818,486.703,571575.0
2022-08-24,486.911,492.022,486.802,489.121,411870.0
2022-08-25,489.634,489.713,485.598,488.756,555744.0
2022-08-26,489.022,491.045,479.657,480.309,588995.0
2022-08-27,489.022,491.045,479.657,480.309,588995.0
2022-08-28,489.022,491.045,479.657,480.309,588995.0
2022-08-29,477.466,484.226,474.081,481.769,540195.0
2022-08-30,482.647,483.999,478.384,479.272,402719.0
2022-08-31,479.203,483.723,475.315,475.443,1161929.0
2022-09-01,475.068,481.69,473.805,480.575,574903.0
2022-09-02,482.855,484.562,476.075,478.029,597279.0
2022-09-03,482.855,484.562,476.075,478.029,597279.0
2022-09-04,482.855,484.562,476.075,478.029,597279.0
2022-09-05,482.855,484.562,476.075,478.029,597279.0
2022-09-06,478.068,483.131,472.335,473.223,564134.0
2022-09-07,471.831,477.723,468.925,475.335,946446.0
2022-09-08,475.157,482.568,475.157,479.963,598674.0
2022-09-09,479.578,481.059,471.831,472.206,798159.0
2022-09-10,479.578,481.059,471.831,472.206,798159.0
2022-09-11,479.578,481.059,471.831,472.206,798159.0
2022-09-12,474.772,482.134,470.983,479.746,779525.0
2022-09-13,474.259,475.66,459.979,462.131,733384.0
2022-09-14,460.522,460.897,448.098,452.815,1099573.0
2022-09-15,481.424,494.677,477.635,490.7,2671767.0
2022-09-16,492.822,494.332,484.591,493.216,1511930.0
2022-09-17,492.822,494.332,484.591,493.216,1511930.0
2022-09-18,492.822,494.332,484.591,493.216,1511930.0
2022-09-19,490.404,495.733,483.565,494.48,679729.0
2022-09-20,503.045,508.207,495.146,496.276,1641344.0
2022-09-21,498.269,501.269,484.157,484.177,927949.0
2022-09-22,483.042,495.889,479.045,487.414,1005787.0
2022-09-23,484.759,486.975,472.032,480.496,1758320.0
2022-09-24,484.759,486.975,472.032,480.496,1758320.0
2022-09-25,484.759,486.975,472.032,480.496,1758320.0
2022-09-26,475.937,479.322,470.42,476.282,863621.0
2022-09-27,480.101,487.157,475.808,480.901,944222.0
2022-09-28,476.904,491.208,469.947,487.315,1279405.0
2022-09-29,488.874,488.874,482.761,485.375,684611.0
2022-09-30,486.819,494.252,478.812,479.573,1611533.0
2022-10-01,486.819,494.252,478.812,479.573,1611533.0
2022-10-02,486.819,494.252,478.812,479.573,1611533.0
2022-10-03,480.987,495.536,479.974,493.738,712018.0
2022-10-04,494.934,501.339,493.421,497.948,944673.0
2022-10-05,495.981,501.734,492.403,498.867,675442.0
2022-10-06,497.642,498.66,492.117,493.52,729362.0
2022-10-07,492.225,498.515,490.901,497.632,871083.0
2022-10-08,492.225,498.515,490.901,497.632,871083.0
2022-10-09,492.225,498.515,490.901,497.632,871083.0
2022-10-10,496.298,501.012,484.427,491.286,1043791.0
2022-10-11,491.869,500.711,487.738,492.719,752287.0
2022-10-12,493.006,499.826,488.173,488.469,573031.0
2022-10-13,481.936,499.905,480.582,494.37,1071752.0
2022-10-14,501.279,503.572,487.342,494.212,992151.0
2022-10-15,501.279,503.572,487.342,494.212,992151.0
2022-10-16,501.279,503.572,487.342,494.212,992151.0
2022-10-17,496.317,498.808,492.551,493.016,734917.0
2022-10-18,496.495,499.154,492.047,495.873,724240.0
2022-10-19,498.166,499.055,489.082,494.42,695022.0
2022-10-20,497.039,507.074,496.189,499.5,923248.0
2022-10-21,498.482,507.477,497.553,504.63,1479082.0
2022-10-22,498.482,507.477,497.553,504.63,1479082.0
2022-10-23,498.482,507.477,497.553,504.63,1479082.0
2022-10-24,509.236,518.715,509.236,515.898,713872.0
2022-10-25,514.949,533.947,514.524,523.331,1179278.0
2022-10-26,527.818,534.52,527.561,532.859,1080673.0
2022-10-27,534.016,540.139,529.657,538.197,953178.0
2022-10-28,542.931,553.547,539.541,548.407,1169360.0
2022-10-29,542.931,553.547,539.541,548.407,1169360.0
2022-10-30,542.931,553.547,539.541,548.407,1169360.0
2022-10-31,545.353,556.611,543.633,551.62,1166652.0
2022-11-01,549.099,555.801,543.999,548.071,1635598.0
2022-11-02,545.768,562.69,544.622,553.102,1491805.0
2022-11-03,556.008,564.687,554.318,556.483,1566323.0
2022-11-04,559.695,563.861,539.867,545.659,1519516.0
2022-11-05,559.695,563.861,539.867,545.659,1519516.0
2022-11-06,559.695,563.861,539.867,545.659,1519516.0
2022-11-07,545.986,550.967,541.755,548.506,1389996.0
2022-11-08,549.287,554.506,544.938,551.284,777002.0
2022-11-09,552.48,555.652,546.084,547.063,842058.0
2022-11-10,558.064,558.064,537.347,551.837,1150910.0
2022-11-11,550.216,551.887,511.015,522.412,2193138.0
2022-11-12,550.216,551.887,511.015,522.412,2193138.0
2022-11-13,550.216,551.887,511.015,522.412,2193138.0
2022-11-14,524.685,528.342,519.427,523.865,1033847.0
2022-11-15,523.005,526.222,504.803,506.963,1943426.0
2022-11-16,512.379,515.987,505.085,511.608,1040374.0
2022-11-17,510.986,523.084,510.768,514.237,963328.0
2022-11-18,521.295,528.189,518.745,523.766,953043.0
2022-11-19,521.295,528.189,518.745,523.766,953043.0
2022-11-20,521.295,528.189,518.745,523.766,953043.0
2022-11-21,521.927,524.566,514.544,519.1,1020406.0
2022-11-22,524.458,526.484,522.451,524.655,817585.0
2022-11-23,525.881,532.553,523.973,532.069,839482.0
2022-11-24,525.881,532.553,523.973,532.069,839482.0
2022-11-25,535.479,538.988,532.405,534.688,339402.0
2022-11-26,535.479,538.988,532.405,534.688,339402.0
2022-11-27,535.479,538.988,532.405,534.688,339402.0
2022-11-28,532.069,535.489,527.463,528.105,766257.0
2022-11-29,524.942,528.856,523.361,526.968,919014.0
2022-11-30,525.812,543.94,522.456,543.534,2162926.0
2022-12-01,545.739,551.58,538.182,542.022,1251144.0
2022-12-02,540.302,544.345,537.495,540.45,516958.0
2022-12-03,540.302,544.345,537.495,540.45,516958.0
2022-12-04,540.302,544.345,537.495,540.45,516958.0
2022-12-05,535.054,544.241,533.974,541.083,548572.0
2022-12-06,540.213,544.859,533.255,540.025,898336.0
2022-12-07,540.144,546.213,539.457,542.823,718436.0
2022-12-08,542.269,547.28,539.848,541.024,628886.0
2022-12-09,539.788,540.53,526.83,527.245,1068947.0
2022-12-10,539.788,540.53,526.83,527.245,1068947.0
2022-12-11,539.788,540.53,526.83,527.245,1068947.0
2022-12-12,528.491,530.754,519.298,523.855,1543887.0
2022-12-13,531.604,531.604,514.163,517.005,1658341.0
2022-12-14,519.96,520.198,510.916,515.473,1068314.0
2022-12-15,511.737,511.737,496.495,502.554,1487358.0
2022-12-16,500.538,500.896,489.122,497.701,1918331.0
2022-12-17,500.538,500.896,489.122,497.701,1918331.0
2022-12-18,500.538,500.896,489.122,497.701,1918331.0
2022-12-19,497.919,501.447,494.706,498.996,824973.0
2022-12-20,498.798,502.179,494.509,495.912,637620.0
2022-12-21,499.154,502.228,493.886,502.228,656885.0
2022-12-22,502.021,506.775,499.199,506.498,661763.0
2022-12-23,504.551,510.027,503.682,508.01,357945.0
2022-12-24,504.551,510.027,503.682,508.01,357945.0
2022-12-25,504.551,510.027,503.682,508.01,357945.0
2022-12-26,504.551,510.027,503.682,508.01,357945.0
2022-12-27,509.71,513.98,506.973,508.426,423334.0
2022-12-28,511.094,514.742,508.455,509.345,603515.0
2022-12-29,512.015,512.03,506.887,508.035,303259.0
2022-12-30,508.075,508.323,501.997,507.036,398560.0
2022-12-31,508.075,508.323,501.997,507.036,398560.0
2023-01-01,508.075,508.323,501.997,507.036,398560.0
2023-01-02,508.075,508.323,501.997,507.036,398560.0
2023-01-03,503.125,505.867,484.742,495.453,1089620.0
2023-01-04,495.097,496.473,479.872,487.168,1137089.0
2023-01-05,487.247,488.405,478.842,483.109,1273841.0
2023-01-06,485.297,489.682,483.119,487.583,977578.0
2023-01-07,485.297,489.682,483.119,487.583,977578.0
2023-01-08,485.297,489.682,483.119,487.583,977578.0
2023-01-09,490.583,494.81,474.981,476.862,1065441.0
2023-01-10,479.515,480.911,473.591,476.744,997792.0
2023-01-11,477.427,488.148,475.704,488.039,941967.0
2023-01-12,487.534,490.85,477.714,489.316,1092117.0
2023-01-13,489.316,499.76,484.455,486.415,1280429.0
2023-01-14,489.316,499.76,484.455,486.415,1280429.0
2023-01-15,489.316,499.76,484.455,486.415,1280429.0
2023-01-16,489.316,499.76,484.455,486.415,1280429.0
2023-01-17,488.563,489.583,484.435,485.524,816678.0
2023-01-18,486.435,488.801,479.208,479.872,845107.0
2023-01-19,482.653,491.85,481.876,486.772,675117.0
2023-01-20,486.712,492.404,485.435,492.295,1882665.0
2023-01-21,486.712,492.404,485.435,492.295,1882665.0
2023-01-22,486.712,492.404,485.435,492.295,1882665.0
2023-01-23,493.355,495.775,488.274,489.573,806605.0
2023-01-24,491.484,497.404,486.253,495.315,723706.0
2023-01-25,491.108,507.342,491.108,497.166,852108.0
2023-01-26,497.8,500.175,493.305,494.335,821956.0
2023-01-27,492.988,493.285,475.427,476.843,1387875.0
2023-01-28,492.988,493.285,475.427,476.843,1387875.0
2023-01-29,492.988,493.285,475.427,476.843,1387875.0
2023-01-30,480.367,490.83,479.505,480.03,1569379.0
2023-01-31,490.519,507.837,489.237,506.551,2266312.0
2023-02-01,500.997,522.464,493.592,508.115,1995679.0
2023-02-02,494.107,501.413,478.545,484.841,2594258.0
2023-02-03,486.692,493.612,471.012,471.774,1519701.0
2023-02-04,486.692,493.612,471.012,471.774,1519701.0
2023-02-05,486.692,493.612,471.012,471.774,1519701.0
