,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity
2022-07-05,365.9145,371.8528,363.0135,371.8333,81437965.0
2022-07-06,371.9794,375.6397,369.5359,373.0891,70426244.0
2022-07-07,374.9096,379.4947,373.1057,378.677,64525919.0
2022-07-08,377.0026,380.2832,375.4352,378.3654,72397765.0
2022-07-09,377.0026,380.2832,375.4352,378.3654,72397765.0
2022-07-10,377.0026,380.2832,375.4352,378.3654,72397765.0
2022-07-11,375.6202,376.6132,373.3325,374.0431,58366945.0
2022-07-12,373.4785,375.922,368.9421,370.7333,62219178.0
2022-07-13,365.1552,371.7944,364.7249,368.7863,84224649.0
2022-07-14,363.7047,369.0003,361.2028,367.8907,89704819.0
2022-07-15,372.4077,375.0361,370.451,374.9193,79060383.0
2022-07-16,372.4077,375.0361,370.451,374.9193,79060383.0
2022-07-17,372.4077,375.0361,370.451,374.9193,79060383.0
2022-07-18,378.0831,378.7743,370.5678,371.8236,63203626.0
2022-07-19,375.8441,382.4541,375.1724,381.87,78505972.0
2022-07-20,382.0647,385.7542,380.6629,384.3037,71843769.0
2022-07-21,383.7099,388.2658,381.247,388.2171,64903856.0
2022-07-22,388.3437,389.5703,382.3373,384.6152,72197332.0
2022-07-23,388.3437,389.5703,382.3373,384.6152,72197332.0
2022-07-24,388.3437,389.5703,382.3373,384.6152,72197332.0
2022-07-25,385.2577,385.9586,382.7851,385.0825,53631485.0
2022-07-26,383.3984,383.6125,379.6115,380.5266,52946393.0
2022-07-27,383.9046,392.1987,383.6028,390.4075,82342106.0
2022-07-28,391.2349,396.0148,387.5941,395.3041,73966563.0
2022-07-29,396.7741,402.0796,395.9856,401.0672,87003672.0
2022-07-30,396.7741,402.0796,395.9856,401.0672,87003672.0
2022-07-31,396.7741,402.0796,395.9856,401.0672,87003672.0
2022-08-01,398.3025,402.4495,397.5723,399.8795,69997471.0
2022-08-02,398.2733,402.0504,396.0342,397.2414,63435418.0
2022-08-03,399.422,404.6593,399.1299,403.4619,67820555.0
2022-08-04,403.3841,404.085,401.5052,403.1894,45656574.0
2022-08-05,398.7989,403.1699,398.7405,402.5079,56814929.0
2022-08-06,398.7989,403.1699,398.7405,402.5079,56814929.0
2022-08-07,398.7989,403.1699,398.7405,402.5079,56814929.0
2022-08-08,404.2407,406.5479,400.9114,402.0407,54025965.0
2022-08-09,401.2911,401.807,399.3441,400.4441,44931772.0
2022-08-10,407.6771,409.0011,405.6718,408.8551,68665712.0
2022-08-11,411.7755,413.6836,408.0957,408.8551,59489704.0
2022-08-12,410.841,415.8836,409.8675,415.7766,61694542.0
2022-08-13,410.841,415.8836,409.8675,415.7766,61694542.0
2022-08-14,410.841,415.8836,409.8675,415.7766,61694542.0
2022-08-15,413.5035,418.0253,413.4499,417.4899,54048280.0
2022-08-16,416.3899,420.2838,415.5624,418.3076,59289039.0
2022-08-17,414.6181,418.1129,413.2844,415.3385,63563394.0
2022-08-18,415.5429,417.2465,414.219,416.5456,49023206.0
2022-08-19,413.7128,413.9853,410.0525,410.9481,68016902.0
2022-08-20,413.7128,413.9853,410.0525,410.9481,68016902.0
2022-08-21,413.7128,413.9853,410.0525,410.9481,68016902.0
2022-08-22,405.993,406.1682,401.4663,402.3911,77695640.0
2022-08-23,401.953,404.4062,400.853,401.4176,49105249.0
2022-08-24,401.184,404.1045,400.4831,402.7026,49177804.0
2022-08-25,404.231,408.4365,403.1115,408.3878,50942252.0
2022-08-26,408.271,408.8259,394.5059,394.5643,103086976.0
2022-08-27,408.271,408.8259,394.5059,394.5643,103086976.0
2022-08-28,408.271,408.8259,394.5059,394.5643,103086976.0
2022-08-29,391.5367,395.0802,390.5631,391.9553,65370810.0
2022-08-30,393.143,393.3863,385.5011,387.6525,85652443.0
2022-08-31,389.3269,390.6022,384.5666,384.7028,76029671.0
2022-09-01,382.4736,386.2604,379.6991,385.91,78740084.0
2022-09-02,389.6676,390.9088,379.9814,381.8408,99632149.0
2022-09-03,389.6676,390.9088,379.9814,381.8408,99632149.0
2022-09-04,389.6676,390.9088,379.9814,381.8408,99632149.0
2022-09-05,389.6676,390.9088,379.9814,381.8408,99632149.0
2022-09-06,382.7072,383.6709,378.1221,380.4,76637400.0
2022-09-07,380.0788,388.0224,379.8549,387.2339,70964232.0
2022-09-08,384.9073,390.2322,383.6709,389.765,80821681.0
2022-09-09,392.0624,396.7059,391.7898,395.8201,76706918.0
2022-09-10,392.0624,396.7059,391.7898,395.8201,76706918.0
2022-09-11,392.0624,396.7059,391.7898,395.8201,76706918.0
2022-09-12,397.9423,400.8141,397.6308,400.0742,69256262.0
2022-09-13,391.1765,392.4129,381.5293,382.678,122947081.0
2022-09-14,384.0117,385.6958,380.7505,384.1382,85023747.0
2022-09-15,382.5417,385.4622,378.4725,379.777,87633840.0
2022-09-16,375.492,377.5545,373.5077,376.8801,103084819.0
2022-09-17,375.492,377.5545,373.5077,376.8801,103084819.0
2022-09-18,375.492,377.5545,373.5077,376.8801,103084819.0
2022-09-19,373.6544,379.8028,373.5746,379.8028,73278490.0
2022-09-20,376.3913,377.4275,372.6133,375.4432,77274882.0
2022-09-21,377.4177,380.5457,368.8842,368.894,106746554.0
2022-09-22,368.1022,369.7835,365.0329,365.7954,89472641.0
2022-09-23,362.2373,362.2764,355.1114,359.6665,122346933.0
2022-09-24,362.2373,362.2764,355.1114,359.6665,122346933.0
2022-09-25,362.2373,362.2764,355.1114,359.6665,122346933.0
2022-09-26,358.1612,361.8756,354.8572,356.1085,92581244.0
2022-09-27,359.735,362.0614,352.7459,355.1994,108294074.0
2022-09-28,356.1769,363.9186,354.437,362.1884,110802217.0
2022-09-29,358.5522,358.8454,351.6023,354.6227,112952315.0
2022-09-30,353.655,357.6725,349.0021,349.139,153711243.0
2022-10-01,353.655,357.6725,349.0021,349.139,153711243.0
2022-10-02,353.655,357.6725,349.0021,349.139,153711243.0
2022-10-03,352.9512,360.253,351.1233,358.3567,89756479.0
2022-10-04,364.0163,369.4903,358.3153,369.461,103602775.0
2022-10-05,364.9841,370.9174,362.599,368.6008,88065669.0
2022-10-06,367.1639,370.1941,364.29,364.7983,82333543.0
2022-10-07,360.6636,364.8895,352.8143,354.6227,107789498.0
2022-10-08,360.6636,364.8895,352.8143,354.6227,107789498.0
2022-10-09,360.6636,364.8895,352.8143,354.6227,107789498.0
2022-10-10,355.7664,356.0107,349.618,351.9151,76042765.0
2022-10-11,350.1702,354.8573,347.7021,349.6864,92482785.0
2022-10-12,350.1067,351.7175,348.2788,348.5329,76991799.0
2022-10-13,341.3435,359.2364,340.2732,357.7311,147254518.0
2022-10-14,360.253,361.9245,348.9239,349.5789,123737013.0
2022-10-15,360.253,361.9245,348.9239,349.5789,123737013.0
2022-10-16,360.253,361.9245,348.9239,349.5789,123737013.0
2022-10-17,355.8152,359.6958,349.2375,358.562,93168231.0
2022-10-18,366.6849,366.9977,359.2462,362.7749,97162850.0
2022-10-19,360.6831,363.4787,357.3206,360.2041,79746863.0
2022-10-20,359.7447,364.2803,356.4017,357.1837,88283087.0
2022-10-21,356.9002,366.3623,355.3558,365.8638,131038379.0
2022-10-22,356.9002,366.3623,355.3558,365.8638,131038379.0
2022-10-23,356.9002,366.3623,355.3558,365.8638,131038379.0
2022-10-24,367.4278,371.5039,364.7104,370.3407,85436907.0
2022-10-25,370.2625,376.5771,370.1462,376.2545,78846348.0
2022-10-26,373.0288,378.8546,372.7649,373.4198,104087348.0
2022-10-27,374.4461,376.3327,370.7903,371.4257,81971756.0
2022-10-28,371.3182,380.7509,371.1325,380.2622,100301958.0
2022-10-29,371.3182,380.7509,371.1325,380.2622,100301958.0
2022-10-30,371.3182,380.7509,371.1325,380.2622,100301958.0
2022-10-31,377.7403,379.6561,376.5868,377.5154,96631258.0
2022-11-01,381.357,381.6013,374.6612,375.8635,85407598.0
2022-11-02,375.2575,379.881,366.3232,366.4307,126990356.0
2022-11-03,363.1024,365.7758,360.4876,362.6576,87100115.0
2022-11-04,368.5128,370.3407,361.6704,367.8774,103505182.0
2022-11-05,368.5128,370.3407,361.6704,367.8774,103505182.0
2022-11-06,368.5128,370.3407,361.6704,367.8774,103505182.0
2022-11-07,369.2068,372.0024,367.0759,371.3964,68286947.0
2022-11-08,372.5303,376.45,369.2166,373.4002,84641062.0
2022-11-09,371.3768,372.5596,365.1991,365.7074,78495470.0
2022-11-10,379.314,386.1467,376.9602,385.8045,141455847.0
2022-11-11,386.6843,390.3596,384.7489,389.5385,93839872.0
2022-11-12,386.6843,390.3596,384.7489,389.5385,93839872.0
2022-11-13,386.6843,390.3596,384.7489,389.5385,93839872.0
2022-11-14,387.7302,391.1709,385.9414,386.2249,71893165.0
2022-11-15,392.1191,393.253,385.609,389.519,93194452.0
2022-11-16,387.8475,388.825,385.9023,386.5474,68508454.0
2022-11-17,381.6698,386.0587,381.357,385.3647,74496255.0
2022-11-18,388.7859,388.8543,384.1917,387.1144,92922451.0
2022-11-19,388.7859,388.8543,384.1917,387.1144,92922451.0
2022-11-20,388.7859,388.8543,384.1917,387.1144,92922451.0
2022-11-21,385.7557,386.9091,383.8202,385.7068,51243189.0
2022-11-22,387.7009,391.0634,386.2568,390.8973,60429025.0
2022-11-23,390.5551,393.859,390.3205,393.3605,68261628.0
2022-11-24,390.5551,393.859,390.3205,393.3605,68261628.0
2022-11-25,392.7838,393.8395,392.4954,393.2725,30545434.0
2022-11-26,392.7838,393.8395,392.4954,393.2725,30545434.0
2022-11-27,392.7838,393.8395,392.4954,393.2725,30545434.0
2022-11-28,390.1055,391.7868,386.2151,386.9971,68021749.0
2022-11-29,387.1339,388.3558,384.4458,386.3324,52310039.0
2022-11-30,386.5865,398.5021,384.6218,398.5021,144566653.0
2022-12-01,399.5676,400.7699,395.6381,398.2089,76398170.0
2022-12-02,393.1943,398.6781,393.0868,397.7494,85342731.0
2022-12-03,393.1943,398.6781,393.0868,397.7494,85342731.0
2022-12-04,393.1943,398.6781,393.0868,397.7494,85342731.0
2022-12-05,394.8561,395.814,389.2062,390.5942,77289815.0
2022-12-06,390.4281,390.9852,382.8232,384.9639,77972217.0
2022-12-07,384.0939,386.7332,383.1458,384.309,65927896.0
2022-12-08,386.2444,388.4144,384.4149,387.3196,60737912.0
2022-12-09,386.0489,388.6686,384.2992,384.4263,81447733.0
2022-12-10,386.0489,388.6686,384.2992,384.4263,81447733.0
2022-12-11,386.0489,388.6686,384.2992,384.4263,81447733.0
2022-12-12,385.2376,389.9686,384.5553,389.9686,75405835.0
2022-12-13,400.9849,401.2488,390.0859,392.9207,123782534.0
2022-12-14,392.5688,396.3712,387.3881,390.4085,108111349.0
2022-12-15,385.4233,386.3519,379.1527,380.8585,117705889.0
2022-12-16,378.2379,379.6078,374.1726,376.3624,119857952.0
2022-12-17,378.2379,379.6078,374.1726,376.3624,119857952.0
2022-12-18,378.2379,379.6078,374.1726,376.3624,119857952.0
2022-12-19,376.5588,376.9025,371.4623,373.1709,79878103.0
2022-12-20,372.3952,375.3411,371.04,373.6816,74427240.0
2022-12-21,376.3427,380.4277,375.7928,379.269,78167369.0
2022-12-22,376.1463,379.2527,368.0156,373.8583,100120855.0
2022-12-23,372.8076,376.1561,371.2168,376.0089,59857329.0
2022-12-24,372.8076,376.1561,371.2168,376.0089,59857329.0
2022-12-25,372.8076,376.1561,371.2168,376.0089,59857329.0
2022-12-26,372.8076,376.1561,371.2168,376.0089,59857329.0
2022-12-27,375.891,376.2445,372.8076,374.5261,51638180.0
2022-12-28,374.4573,376.4802,369.6358,369.8715,70911520.0
2022-12-29,372.788,377.4229,372.2479,376.5293,66970877.0
2022-12-30,373.7798,375.6848,371.6096,375.5375,84022205.0
2022-12-31,373.7798,375.6848,371.6096,375.5375,84022205.0
2023-01-01,373.7798,375.6848,371.6096,375.5375,84022205.0
2023-01-02,373.7798,375.6848,371.6096,375.5375,84022205.0
2023-01-03,377.4425,379.4654,371.0214,373.9565,74850731.0
2023-01-04,376.274,378.9253,373.1513,376.8435,85934098.0
2023-01-05,374.8403,374.9581,371.9336,372.5425,76970456.0
2023-01-06,375.7143,382.2346,372.5746,381.0857,104189603.0
2023-01-07,375.7143,382.2346,372.5746,381.0857,104189603.0
2023-01-08,375.7143,382.2346,372.5746,381.0857,104189603.0
2023-01-09,383.3344,386.6044,380.6831,380.8696,73978071.0
2023-01-10,380.2706,383.6094,379.3083,383.5406,65358094.0
2023-01-11,385.1609,388.4701,384.3262,388.3916,68881080.0
2023-01-12,389.5209,391.3031,385.3475,389.8056,90157699.0
2023-01-13,386.5258,391.9071,386.2509,391.3179,63903932.0
2023-01-14,386.5258,391.9071,386.2509,391.3179,63903932.0
2023-01-15,386.5258,391.9071,386.2509,391.3179,63903932.0
2023-01-16,386.5258,391.9071,386.2509,391.3179,63903932.0
2023-01-17,391.2982,393.0167,389.9038,390.601,62677281.0
2023-01-18,391.8187,392.9087,384.228,384.4342,99632262.0
2023-01-19,382.3426,384.0316,380.2805,381.6356,86958919.0
2023-01-20,383.0693,388.9022,381.3803,388.7451,91806356.0
2023-01-21,383.0693,388.9022,381.3803,388.7451,91806356.0
2023-01-22,383.0693,388.9022,381.3803,388.7451,91806356.0
2023-01-23,389.57,395.3882,388.588,393.4095,84178797.0
2023-01-24,391.691,393.9201,390.4734,392.9872,59524911.0
2023-01-25,388.8138,393.4782,386.4669,393.1345,84800251.0
2023-01-26,395.8644,397.6222,392.8203,397.4552,72287425.0
2023-01-27,396.38,400.8038,396.1688,398.3685,68346180.0
2023-01-28,396.38,400.8038,396.1688,398.3685,68346180.0
2023-01-29,396.38,400.8038,396.1688,398.3685,68346180.0
2023-01-30,395.5404,397.8284,393.0658,393.3702,74202018.0
2023-01-31,393.9005,399.2032,393.547,399.1541,86811786.0
2023-02-01,397.9079,406.2145,395.0985,403.3962,101459155.0
2023-02-02,407.383,410.7708,405.4387,409.2684,101654463.0
2023-02-03,404.172,409.455,403.681,404.9183,94736781.0
2023-02-04,404.172,409.455,403.681,404.9183,94736781.0
2023-02-05,404.172,409.455,403.681,404.9183,94736781.0
2023-02-06,402.4044,403.8774,400.7449,402.4437,60295325.0
2023-02-07,401.501,408.9836,400.2244,407.7071,90990745.0
2023-02-08,405.6842,407.059,402.5419,403.2489,76227462.0
2023-02-09,406.9411,407.0982,398.4961,399.7531,78694859.0
2023-02-10,398.5452,401.0787,397.7105,400.6859,70769715.0
2023-02-11,398.5452,401.0787,397.7105,400.6859,70769715.0
2023-02-12,398.5452,401.0787,397.7105,400.6859,70769715.0
2023-02-13,401.3537,405.5271,400.8823,405.3896,64913539.0
2023-02-14,403.8283,407.5696,401.1484,405.203,88389313.0
2023-02-15,402.9543,406.5974,402.0902,406.5189,61685279.0
2023-02-16,401.4224,405.4682,400.7841,400.9216,76431469.0
2023-02-17,398.7416,400.1655,396.7678,399.92,89257815.0
2023-02-18,398.7416,400.1655,396.7678,399.92,89257815.0
2023-02-19,398.7416,400.1655,396.7678,399.92,89257815.0
2023-02-20,398.7416,400.1655,396.7678,399.92,89257815.0
2023-02-21,395.7957,396.8759,391.6321,391.8972,82655924.0
2023-02-22,392.3195,393.9005,389.8645,391.3572,83742293.0
2023-02-23,394.3227,394.9512,389.1084,393.4389,96242399.0
2023-02-24,388.2934,390.0904,386.5455,389.2361,108194413.0
2023-02-25,388.2934,390.0904,386.5455,389.2361,108194413.0
2023-02-26,388.2934,390.0904,386.5455,389.2361,108194413.0
2023-02-27,392.6632,394.0576,389.5994,390.5618,80444736.0
2023-02-28,390.0708,392.0838,389.0102,389.1182,96438567.0
2023-03-01,388.2836,389.5405,386.2902,387.6256,99706823.0
2023-03-02,385.6028,391.5045,385.2591,390.6403,85404726.0
2023-03-03,392.5061,397.1606,391.8383,396.9053,90119952.0
2023-03-04,392.5061,397.1606,391.8383,396.9053,90119952.0
2023-03-05,392.5061,397.1606,391.8383,396.9053,90119952.0
2023-03-06,397.7498,400.1066,396.7286,397.1803,72795946.0
2023-03-07,397.1312,397.3767,390.4586,391.092,108310596.0
2023-03-08,391.2099,392.5061,389.4423,391.7303,74746632.0
2023-03-09,392.5355,394.2442,383.4915,384.503,111945322.0
2023-03-10,383.9432,386.0741,377.3934,378.9548,189252996.0
2023-03-11,383.9432,386.0741,377.3934,378.9548,189252996.0
2023-03-12,383.9432,386.0741,377.3934,378.9548,189252996.0
2023-03-13,374.9287,383.354,373.7896,378.4147,157789967.0
2023-03-14,383.4621,386.3589,380.0742,384.6699,149752357.0
2023-03-15,378.9351,382.4703,376.7944,382.264,172996933.0
2023-03-16,379.8484,389.3245,379.3279,388.971,143753940.0
2023-03-17,387.6067,388.7699,383.0034,384.4228,140553411.0
2023-03-18,387.6067,388.7699,383.0034,384.4228,140553411.0
2023-03-19,387.6067,388.7699,383.0034,384.4228,140553411.0
2023-03-20,385.2213,388.5432,384.5017,388.1193,93055783.0
2023-03-21,391.5693,393.7084,389.933,393.2155,91524248.0
2023-03-22,393.0381,396.7444,386.4731,386.5126,111746583.0
2023-03-23,389.45,393.5901,384.7777,387.5574,119351319.0
2023-03-24,386.2474,390.1893,383.8412,390.1006,107770124.0
2023-03-25,386.2474,390.1893,383.8412,390.1006,107770124.0
2023-03-26,386.2474,390.1893,383.8412,390.1006,107770124.0
2023-03-27,392.4368,393.2253,389.9133,390.83,74010408.0
2023-03-28,390.1203,390.83,388.07,389.9527,62871680.0
2023-03-29,394.216,395.8671,392.9888,395.6207,77497876.0
2023-03-30,398.3215,398.5778,396.0248,397.9371,69840049.0
2023-03-31,398.8834,403.8515,398.775,403.5459,112062624.0
2023-04-01,398.8834,403.8515,398.775,403.5459,112062624.0
2023-04-02,398.8834,403.8515,398.775,403.5459,112062624.0
2023-04-03,403.0136,405.4976,402.6094,405.0836,67391097.0
2023-04-04,405.7441,406.0398,401.4266,402.8362,66601534.0
2023-04-05,402.087,402.8657,400.086,401.7814,65200243.0
2023-04-06,400.9633,403.6346,399.8869,403.3487,63743345.0
2023-04-07,400.9633,403.6346,399.8869,403.3487,63743345.0
2023-04-08,400.9633,403.6346,399.8869,403.3487,63743345.0
2023-04-09,400.9633,403.6346,399.8869,403.3487,63743345.0
2023-04-10,400.8056,403.8416,400.1747,403.7627,63681042.0
2023-04-11,404.4035,405.3103,403.0826,403.8712,59297945.0
2023-04-12,405.9905,406.2862,401.6237,402.225,86420379.0
2023-04-13,403.3389,407.9324,402.168,407.5676,85814754.0
2023-04-14,406.9171,409.1645,404.2063,406.5721,78161500.0
2023-04-15,406.9171,409.1645,404.2063,406.5721,78161500.0
2023-04-16,406.9171,409.1645,404.2063,406.5721,78161500.0
2023-04-17,406.4833,408.0507,405.2167,408.0309,66436399.0
2023-04-18,409.6475,409.7855,406.8877,408.2971,63559997.0
2023-04-19,406.3355,409.1547,406.2763,408.2281,55227330.0
2023-04-20,405.3399,407.7944,404.4133,406.0003,75840359.0
2023-04-21,406.3059,406.7889,404.3148,406.3158,73457422.0
2023-04-22,406.3059,406.7889,404.3148,406.3158,73457422.0
2023-04-23,406.3059,406.7889,404.3148,406.3158,73457422.0
2023-04-24,406.1088,407.1734,404.7386,406.7396,64332095.0
2023-04-25,404.7189,405.2906,400.224,400.2831,97766721.0
2023-04-26,400.914,402.018,398.016,398.5877,80447049.0
2023-04-27,401.19,406.7988,400.9337,406.5228,92968369.0
2023-04-28,405.6159,410.0024,405.5568,409.9925,89433137.0
2023-04-29,405.6159,410.0024,405.5568,409.9925,89433137.0
2023-04-30,405.6159,410.0024,405.5568,409.9925,89433137.0
2023-05-01,409.5391,411.6584,409.337,409.5785,62122254.0
2023-05-02,408.8491,408.8984,401.9983,404.9752,103998484.0
2023-05-03,405.4878,407.9619,401.949,402.1954,91531769.0
2023-05-04,401.121,401.4562,397.9765,399.3467,94901863.0
2023-05-05,403.0727,407.8141,402.8066,406.7396,87891791.0
2023-05-06,403.0727,407.8141,402.8066,406.7396,87891791.0
2023-05-07,403.0727,407.8141,402.8066,406.7396,87891791.0
2023-05-08,407.0748,407.3409,405.4089,406.8481,50046768.0
2023-05-09,405.261,406.2073,404.8267,405.0639,49220119.0
2023-05-10,407.9718,408.6174,403.0333,406.9565,96142922.0
2023-05-11,406.0693,406.5425,404.1176,406.2468,70157064.0
2023-05-12,407.5184,407.7352,403.2305,405.7145,70481548.0
2023-05-13,407.5184,407.7352,403.2305,405.7145,70481548.0
2023-05-14,407.5184,407.7352,403.2305,405.7145,70481548.0
2023-05-15,406.3355,407.5282,404.3739,407.1142,54289383.0
2023-05-16,405.9806,406.922,404.3838,404.3936,57705495.0
2023-05-17,406.4636,409.9186,404.7731,409.3025,87286957.0
2023-05-18,408.9772,413.6791,408.7505,413.2454,97177195.0
2023-05-19,414.172,414.7141,411.3923,412.6441,103793317.0
2023-05-20,414.172,414.7141,411.3923,412.6441,103793317.0
2023-05-21,414.172,414.7141,411.3923,412.6441,103793317.0
2023-05-22,412.6638,414.3889,411.3923,412.8117,60745399.0
2023-05-23,411.1261,412.7447,407.7746,408.1788,86383493.0
2023-05-24,406.5326,406.9269,404.0284,405.2216,89213678.0
2023-05-25,408.8195,410.2192,406.5229,408.7308,90961606.0
2023-05-26,409.4011,414.7634,409.3222,414.0241,93829975.0
2023-05-27,409.4011,414.7634,409.3222,414.0241,93829975.0
2023-05-28,409.4011,414.7634,409.3222,414.0241,93829975.0
2023-05-29,409.4011,414.7634,409.3222,414.0241,93829975.0
2023-05-30,416.0054,416.5476,412.7575,414.1819,72215960.0
2023-05-31,412.309,413.2356,410.2784,411.8851,110811780.0
2023-06-01,412.1217,416.8827,410.8403,415.7984,88865018.0
2023-06-02,418.4402,422.6197,417.898,421.8114,91426171.0
2023-06-03,418.4402,422.6197,417.898,421.8114,91426171.0
2023-06-04,418.4402,422.6197,417.898,421.8114,91426171.0
2023-06-05,422.1662,423.5364,420.2835,421.0031,70316043.0
2023-06-06,420.5792,422.4592,419.9089,421.9198,64022175.0
2023-06-07,422.3239,423.4871,420.0272,420.4609,85373275.0
2023-06-08,420.5299,423.4674,419.7413,423.0041,61952842.0
2023-06-09,423.8222,425.8233,422.7478,423.7631,85647268.0
2023-06-10,423.8222,425.8233,422.7478,423.7631,85647268.0
2023-06-11,423.8222,425.8233,422.7478,423.7631,85647268.0
2023-06-12,424.7685,427.6863,424.0292,427.6074,76256703.0
2023-06-13,429.1057,431.087,428.4256,430.4266,95899704.0
2023-06-14,430.7716,432.7935,427.4004,430.9392,100612080.0
2023-06-15,430.1013,437.5633,430.0027,436.2818,110303091.0
2023-06-16,438.3185,438.9,434.3114,434.7962,114165849.0
2023-06-17,438.3185,438.9,434.3114,434.7962,114165849.0
2023-06-18,438.3185,438.9,434.3114,434.7962,114165849.0
2023-06-19,438.3185,438.9,434.3114,434.7962,114165849.0
2023-06-20,432.8076,433.7178,430.4133,432.5404,76160359.0
2023-06-21,431.5313,432.3525,429.7207,430.3242,76982251.0
2023-06-22,429.3447,431.9864,428.9984,431.8776,70637175.0
2023-06-23,428.3355,430.4429,427.8804,428.6126,92074537.0
2023-06-24,428.3355,430.4429,427.8804,428.6126,92074537.0
2023-06-25,428.3355,430.4429,427.8804,428.6126,92074537.0
2023-06-26,428.0288,429.9977,426.614,426.8614,72823560.0
2023-06-27,427.7617,432.1744,427.2967,431.5412,72813699.0
2023-06-28,430.433,432.7977,429.7998,431.7588,75635976.0
2023-06-29,431.3334,433.6288,430.9178,433.4606,67882304.0
2023-06-30,436.7552,439.5849,436.4287,438.5757,104964019.0
2023-07-01,436.7552,439.5849,436.4287,438.5757,104964019.0
2023-07-02,436.7552,439.5849,436.4287,438.5757,104964019.0
2023-07-03,438.2195,439.3672,437.9326,439.0803,32793378.0
2023-07-04,438.2195,439.3672,437.9326,439.0803,32793378.0
2023-07-05,437.2202,439.1782,437.2104,438.4273,58418432.0
2023-07-06,434.7567,435.4295,432.4217,434.9941,80658302.0
2023-07-07,433.9751,437.9425,433.6486,433.8959,86134178.0
2023-07-08,433.9751,437.9425,433.6486,433.8959,86134178.0
2023-07-09,433.9751,437.9425,433.6486,433.8959,86134178.0
2023-07-10,433.5298,435.1722,432.9411,434.9941,62443501.0
2023-07-11,435.7757,438.269,434.7765,437.7644,64463752.0
2023-07-12,441.6527,442.731,440.1884,441.2866,91924527.0
2023-07-13,443.1467,445.6004,442.7015,444.7891,72425241.0
2023-07-14,445.6944,446.57,443.7304,444.512,69815823.0
2023-07-15,445.6944,446.57,443.7304,444.512,69815823.0
2023-07-16,445.6944,446.57,443.7304,444.512,69815823.0
2023-07-17,444.3636,447.1339,444.3142,446.0555,52680221.0
2023-07-18,445.7191,450.0328,445.2723,449.3699,80744448.0
2023-07-19,450.1812,451.5862,449.2927,450.3692,65891688.0
2023-07-20,449.3501,450.2703,446.6491,447.3813,70591642.0
2023-07-21,449.1424,449.3452,447.3714,447.3813,71275618.0
2023-07-22,449.1424,449.3452,447.3714,447.3813,71275618.0
2023-07-23,449.1424,449.3452,447.3714,447.3813,71275618.0
2023-07-24,448.5586,450.2109,447.498,449.3798,54023382.0
2023-07-25,449.1028,451.8879,449.0533,450.6067,55191240.0
2023-07-26,449.647,452.1402,448.5685,450.6759,71052885.0
2023-07-27,454.1487,454.5642,446.7579,447.688,92194375.0
2023-07-28,451.042,452.9218,447.6897,452.071,80011790.0
2023-07-29,451.042,452.9218,447.6897,452.071,80011790.0
2023-07-30,451.042,452.9218,447.6897,452.071,80011790.0
2023-07-31,452.5558,453.2978,451.2052,452.9317,62040449.0
2023-08-01,451.4279,452.3975,450.6561,451.6356,55502199.0
2023-08-02,448.4399,448.707,444.5812,445.353,93933369.0
2023-08-03,443.2852,446.006,442.6223,444.0767,64419692.0
2023-08-04,445.9368,448.0887,441.534,442.0682,100128902.0
2023-08-05,445.9368,448.0887,441.534,442.0682,100128902.0
2023-08-06,445.9368,448.0887,441.534,442.0682,100128902.0
2023-08-07,443.9481,446.0802,443.2357,445.9269,58357464.0
2023-08-08,443.3248,445.9122,440.5451,443.9877,71361324.0
2023-08-09,444.2647,444.4328,440.2379,441.0195,78789575.0
2023-08-10,443.4336,446.9064,439.9806,441.1778,93005495.0
2023-08-11,439.2584,441.9601,438.64,440.9206,68690902.0
2023-08-12,439.2584,441.9601,438.64,440.9206,68690902.0
2023-08-13,439.2584,441.9601,438.64,440.9206,68690902.0
2023-08-14,439.9806,443.3545,439.664,443.3545,47867441.0
2023-08-15,441.534,441.9001,437.6061,438.1898,75707534.0
2023-08-16,437.7644,439.4662,434.8655,434.9743,80107206.0
2023-08-17,436.4782,436.7453,431.1256,431.6599,95711315.0
2023-08-18,428.7709,432.9263,428.4147,431.8677,98851960.0
2023-08-19,428.7709,432.9263,428.4147,431.8677,98851960.0
2023-08-20,428.7709,432.9263,428.4147,431.8677,98851960.0
2023-08-21,432.9065,435.4394,430.7002,434.6775,68718957.0
2023-08-22,436.498,436.498,432.9263,433.5002,65062861.0
2023-08-23,434.5885,438.9616,434.4401,438.3284,68441021.0
2023-08-24,439.9707,440.4951,432.2189,432.2535,88517272.0
2023-08-25,434.0245,436.6167,430.3836,435.3008,102325103.0
2023-08-26,434.0245,436.6167,430.3836,435.3008,102325103.0
2023-08-27,434.0245,436.6167,430.3836,435.3008,102325103.0
2023-08-28,437.5467,438.6944,435.3036,438.0612,61595393.0
2023-08-29,437.9524,444.6802,437.7644,444.3933,83081916.0
2023-08-30,444.7396,446.8767,444.0173,446.2237,69053911.0
2023-08-31,446.8569,448.0244,445.3827,445.5707,66084563.0
2023-09-01,448.3608,448.8554,444.9078,446.4018,58944098.0
2023-09-02,448.3608,448.8554,444.9078,446.4018,58944098.0
2023-09-03,448.3608,448.8554,444.9078,446.4018,58944098.0
2023-09-04,448.3608,448.8554,444.9078,446.4018,58944098.0
2023-09-05,445.9466,446.2731,444.4032,444.4725,55166210.0
