,VMW US Equity,VMW US Equity,VMW US Equity,VMW US Equity,VMW US Equity
2020-04-25,104.6827,106.3151,103.6685,105.1339,759116.0
2020-04-26,104.6827,106.3151,103.6685,105.1339,759116.0
2020-04-27,106.6842,107.7505,106.4064,106.594,599320.0
2020-04-28,108.3903,108.7103,105.9788,106.3315,797903.0
2020-04-29,107.8162,110.9988,106.7334,110.7117,1273745.0
2020-04-30,109.9571,110.1785,107.4552,107.8818,707989.0
2020-05-01,105.8147,105.8147,102.4516,102.8125,891405.0
2020-05-02,105.8147,105.8147,102.4516,102.8125,891405.0
2020-05-03,105.8147,105.8147,102.4516,102.8125,891405.0
2020-05-04,102.0661,103.7886,100.7067,103.6328,768214.0
2020-05-05,104.1496,106.8728,103.3703,103.9937,943276.0
2020-05-06,105.3471,106.2905,103.9691,104.0675,868562.0
2020-05-07,105.8311,109.7192,104.9698,109.3419,1489730.0
2020-05-08,110.7363,115.6251,110.2341,115.0919,1553079.0
2020-05-09,110.7363,115.6251,110.2341,115.0919,1553079.0
2020-05-10,110.7363,115.6251,110.2341,115.0919,1553079.0
2020-05-11,114.2635,117.0442,113.4022,115.7564,1070330.0
2020-05-12,116.1993,116.3797,112.2538,113.2381,1576697.0
2020-05-13,112.787,114.042,108.4396,110.6215,1258298.0
2020-05-14,106.6596,109.9981,105.6506,109.7684,842683.0
2020-05-15,109.9242,110.9373,108.2755,110.3098,974988.0
2020-05-16,109.9242,110.9373,108.2755,110.3098,974988.0
2020-05-17,109.9242,110.9373,108.2755,110.3098,974988.0
2020-05-18,113.1971,115.4365,112.344,114.042,1020065.0
2020-05-19,114.0174,116.2186,112.9674,114.2717,917457.0
2020-05-20,115.215,116.0188,111.6591,114.8951,1152360.0
2020-05-21,114.3947,115.5677,110.9988,112.0159,1194080.0
2020-05-22,110.9332,111.3925,109.2926,110.4082,1389551.0
2020-05-23,110.9332,111.3925,109.2926,110.4082,1389551.0
2020-05-24,110.9332,111.3925,109.2926,110.4082,1389551.0
2020-05-25,110.9332,111.3925,109.2926,110.4082,1389551.0
2020-05-26,114.2799,114.5588,111.8027,113.1397,1523520.0
2020-05-27,113.9764,115.0427,110.2852,114.5588,1267519.0
2020-05-28,115.1001,117.8891,114.5178,116.8391,2256609.0
2020-05-29,126.7316,128.7822,124.0083,128.1834,5199432.0
2020-05-30,126.7316,128.7822,124.0083,128.1834,5199432.0
2020-05-31,126.7316,128.7822,124.0083,128.1834,5199432.0
2020-06-01,126.2558,128.0358,124.8285,126.4363,2120284.0
2020-06-02,126.7972,127.951,124.6235,125.4519,1678956.0
2020-06-03,124.6317,125.0828,122.4662,122.54,1222637.0
2020-06-04,121.8181,123.1634,120.4811,121.4654,1318119.0
2020-06-05,122.1873,124.8367,121.974,122.8517,1531144.0
2020-06-06,122.1873,124.8367,121.974,122.8517,1531144.0
2020-06-07,122.1873,124.8367,121.974,122.8517,1531144.0
2020-06-08,124.0247,125.657,121.9248,124.5578,1358105.0
2020-06-09,124.3692,124.5578,120.0956,120.0956,1194204.0
2020-06-10,120.6206,121.244,118.3402,118.7667,1467289.0
2020-06-11,116.7161,117.1836,111.5074,111.7945,1513872.0
2020-06-12,114.4029,115.3954,109.268,111.4335,1332531.0
2020-06-13,114.4029,115.3954,109.268,111.4335,1332531.0
2020-06-14,114.4029,115.3954,109.268,111.4335,1332531.0
2020-06-15,109.4813,113.1397,108.6118,112.2866,1584006.0
2020-06-16,114.8541,116.5192,113.4678,114.4193,1254680.0
2020-06-17,115.6579,117.9301,115.3708,115.8548,1225517.0
2020-06-18,116.0188,117.8398,114.3947,117.6512,1420195.0
2020-06-19,121.5885,124.6809,120.9241,123.6063,3184633.0
2020-06-20,121.5885,124.6809,120.9241,123.6063,3184633.0
2020-06-21,121.5885,124.6809,120.9241,123.6063,3184633.0
2020-06-22,123.0404,123.7212,120.0956,121.3998,1295119.0
2020-06-23,122.2201,123.6734,121.7279,122.4087,1560160.0
2020-06-24,127.5928,132.8434,124.6317,125.2797,5258642.0
2020-06-25,124.6317,124.8942,120.5467,122.5892,2386208.0
2020-06-26,122.7779,124.3774,119.9889,120.1694,2144071.0
2020-06-27,122.7779,124.3774,119.9889,120.1694,2144071.0
2020-06-28,122.7779,124.3774,119.9889,120.1694,2144071.0
2020-06-29,121.2194,124.2297,119.9725,123.8524,1276487.0
2020-06-30,124.7383,128.6182,123.6884,127.0269,2277561.0
2020-07-01,127.0597,128.7822,124.7301,125.5832,1381944.0
2020-07-02,127.1417,127.8881,122.581,122.9419,1849623.0
2020-07-03,127.1417,127.8881,122.581,122.9419,1849623.0
2020-07-04,127.1417,127.8881,122.581,122.9419,1849623.0
2020-07-05,127.1417,127.8881,122.581,122.9419,1849623.0
2020-07-06,124.5661,125.2551,122.2201,122.3431,1552449.0
2020-07-07,121.449,122.0724,119.1687,119.3737,1582992.0
2020-07-08,119.7511,121.0963,119.2015,120.5795,1229911.0
2020-07-09,122.1545,122.5974,119.9561,121.3916,842771.0
2020-07-10,121.1045,121.1783,119.5296,119.8331,686980.0
2020-07-11,121.1045,121.1783,119.5296,119.8331,686980.0
2020-07-12,121.1045,121.1783,119.5296,119.8331,686980.0
2020-07-13,120.5795,120.6206,113.4596,113.5252,1588339.0
2020-07-14,112.8116,113.4268,110.4902,113.4022,1526303.0
2020-07-15,116.2321,116.8074,113.6893,114.5916,1046719.0
2020-07-16,115.6579,119.6362,114.4521,114.731,3079519.0
2020-07-17,114.8459,115.5841,112.7296,114.7802,1648877.0
2020-07-18,114.8459,115.5841,112.7296,114.7802,1648877.0
2020-07-19,114.8459,115.5841,112.7296,114.7802,1648877.0
2020-07-20,115.174,119.2261,115.0673,118.9472,1470376.0
2020-07-21,119.9643,120.4975,117.3641,117.643,1009789.0
2020-07-22,117.9055,119.4189,117.2985,118.3074,726369.0
2020-07-23,118.3074,119.2097,116.1419,116.5766,878821.0
2020-07-24,116.0517,116.429,114.2799,115.5103,789998.0
2020-07-25,116.0517,116.429,114.2799,115.5103,789998.0
2020-07-26,116.0517,116.429,114.2799,115.5103,789998.0
2020-07-27,115.4611,115.9532,113.7795,115.7728,931532.0
2020-07-28,115.0591,115.7892,113.4965,113.5909,748643.0
2020-07-29,114.1322,115.2642,113.5088,114.6982,675737.0
2020-07-30,113.4842,114.3291,111.3187,113.919,825207.0
2020-07-31,114.8541,115.0509,112.2538,115.0099,878453.0
2020-08-01,114.8541,115.0509,112.2538,115.0099,878453.0
2020-08-02,114.8541,115.0509,112.2538,115.0099,878453.0
2020-08-03,114.8377,118.3074,114.0912,117.4379,1163494.0
2020-08-04,116.9047,117.602,116.1173,117.5281,625638.0
2020-08-05,118.209,119.9643,117.5035,119.6772,957159.0
2020-08-06,120.0874,120.0874,117.4354,118.3976,1011992.0
2020-08-07,117.8973,118.1515,115.4939,116.7325,630509.0
2020-08-08,117.8973,118.1515,115.4939,116.7325,630509.0
2020-08-09,117.8973,118.1515,115.4939,116.7325,630509.0
2020-08-10,116.7325,117.036,114.2225,116.0353,726704.0
2020-08-11,116.3305,117.6143,115.3052,115.5513,609471.0
2020-08-12,115.6579,116.1992,114.2635,115.4283,1430532.0
2020-08-13,114.8377,114.932,112.5163,112.5245,1507134.0
2020-08-14,112.4999,113.4241,110.7978,111.4335,1206294.0
2020-08-15,112.4999,113.4241,110.7978,111.4335,1206294.0
2020-08-16,112.4999,113.4241,110.7978,111.4335,1206294.0
2020-08-17,111.6632,113.8369,111.1309,111.9011,1419943.0
2020-08-18,112.3112,114.0666,112.3112,113.8369,1752853.0
2020-08-19,114.4439,115.5267,113.6155,114.2307,776075.0
2020-08-20,114.0912,114.2389,112.6721,113.9518,1028529.0
2020-08-21,113.7713,114.4111,112.7542,113.8944,1050278.0
2020-08-22,113.7713,114.4111,112.7542,113.8944,1050278.0
2020-08-23,113.7713,114.4111,112.7542,113.8944,1050278.0
2020-08-24,114.9443,116.7817,114.6409,116.6833,1066771.0
2020-08-25,117.8645,118.2418,114.2184,115.4036,1169218.0
2020-08-26,117.4133,118.1926,116.1829,117.7824,1416105.0
2020-08-27,118.6847,120.4975,116.2895,117.2164,3145722.0
2020-08-28,117.6676,121.2276,114.1897,119.8331,2791857.0
2020-08-29,117.6676,121.2276,114.1897,119.8331,2791857.0
2020-08-30,117.6676,121.2276,114.1897,119.8331,2791857.0
2020-08-31,120.1694,123.2371,117.077,118.4797,1768496.0
2020-09-01,116.8063,117.4953,115.5759,115.8876,1433576.0
2020-09-02,116.7243,121.0225,116.1747,120.6042,1599639.0
2020-09-03,120.1612,121.7853,115.2806,118.1351,1656279.0
2020-09-04,116.0353,117.6676,111.4828,112.7624,1718344.0
2020-09-05,116.0353,117.6676,111.4828,112.7624,1718344.0
2020-09-06,116.0353,117.6676,111.4828,112.7624,1718344.0
2020-09-07,116.0353,117.6676,111.4828,112.7624,1718344.0
2020-09-08,110.2934,112.6393,108.9809,110.3098,1564399.0
2020-09-09,112.3933,116.1091,111.4376,114.9443,1186625.0
2020-09-10,115.4036,117.3231,113.8287,114.69,1009913.0
2020-09-11,115.7728,117.4215,114.7966,116.4864,1210025.0
2020-09-12,115.7728,117.4215,114.7966,116.4864,1210025.0
2020-09-13,115.7728,117.4215,114.7966,116.4864,1210025.0
2020-09-14,117.4625,119.628,115.0919,115.5103,923603.0
2020-09-15,116.4864,117.9383,116.2485,117.4215,789229.0
2020-09-16,118.0777,120.7805,117.7004,118.8324,1107191.0
2020-09-17,117.0852,117.5281,114.9853,115.9778,1114015.0
2020-09-18,115.7236,117.2575,114.6408,115.8138,1614785.0
2020-09-19,115.7236,117.2575,114.6408,115.8138,1614785.0
2020-09-20,115.7236,117.2575,114.6408,115.8138,1614785.0
2020-09-21,113.4104,115.2314,112.6886,115.0591,792734.0
2020-09-22,115.6579,117.1803,113.7139,116.9786,854914.0
2020-09-23,117.2082,117.602,114.001,114.0338,788298.0
2020-09-24,113.6073,115.8712,113.1971,115.1494,739703.0
2020-09-25,115.1494,116.347,114.4111,116.1911,723971.0
2020-09-26,115.1494,116.347,114.4111,116.1911,723971.0
2020-09-27,115.1494,116.347,114.4111,116.1911,723971.0
2020-09-28,117.2985,118.2746,116.8719,117.2903,938275.0
2020-09-29,117.8152,121.7689,117.5987,119.546,1960604.0
2020-09-30,118.6027,120.4155,117.1016,117.848,866034.0
2020-10-01,118.939,120.1023,118.2828,118.6929,596972.0
2020-10-02,115.7892,119.4148,115.6579,117.2575,823384.0
2020-10-03,115.7892,119.4148,115.6579,117.2575,823384.0
2020-10-04,115.7892,119.4148,115.6579,117.2575,823384.0
2020-10-05,118.1269,119.7593,117.8398,118.9882,731712.0
2020-10-06,118.939,121.892,118.775,120.5795,1352155.0
2020-10-07,121.6377,122.3185,120.5385,121.1947,939218.0
2020-10-08,122.1791,124.1067,121.408,123.2454,1043267.0
2020-10-09,124.2708,125.4848,123.3192,124.2543,851700.0
2020-10-10,124.2708,125.4848,123.3192,124.2543,851700.0
2020-10-11,124.2708,125.4848,123.3192,124.2543,851700.0
2020-10-12,124.3938,125.9113,124.2215,124.8613,661838.0
2020-10-13,125.8211,127.962,125.2388,127.1745,1257492.0
2020-10-14,127.962,129.176,126.7644,127.6831,877150.0
2020-10-15,125.2223,127.3796,124.7137,125.6488,934938.0
2020-10-16,126.8136,127.9292,125.1156,125.1813,652429.0
2020-10-17,126.8136,127.9292,125.1156,125.1813,652429.0
2020-10-18,126.8136,127.9292,125.1156,125.1813,652429.0
2020-10-19,125.5012,126.6331,122.4334,122.9747,708124.0
2020-10-20,124.1559,124.5004,122.622,122.6794,694358.0
2020-10-21,122.9173,124.0247,122.0888,122.7861,603212.0
2020-10-22,123.0404,123.0404,119.6034,121.1701,864704.0
2020-10-23,122.056,123.4177,121.0307,122.3841,495252.0
2020-10-24,122.056,123.4177,121.0307,122.3841,495252.0
2020-10-25,122.056,123.4177,121.0307,122.3841,495252.0
2020-10-26,120.9651,120.9651,114.9607,116.9868,2292441.0
2020-10-27,116.8555,117.1016,114.0584,114.0994,810326.0
2020-10-28,111.5566,112.0323,106.3889,106.5447,1732034.0
2020-10-29,106.3479,107.2256,105.2897,106.4381,1912789.0
2020-10-30,105.8147,106.918,104.1003,105.5932,1093335.0
2020-10-31,105.8147,106.918,104.1003,105.5932,1093335.0
2020-11-01,105.8147,106.918,104.1003,105.5932,1093335.0
2020-11-02,106.6596,107.7587,104.0019,104.1742,1415703.0
2020-11-03,105.4128,109.0138,104.7155,108.2181,941257.0
2020-11-04,109.9735,111.3761,108.4929,109.7028,828806.0
2020-11-05,112.1964,115.6415,111.9093,115.4447,1161413.0
2020-11-06,115.8384,116.1665,113.9108,115.0755,625474.0
2020-11-07,115.8384,116.1665,113.9108,115.0755,625474.0
2020-11-08,115.8384,116.1665,113.9108,115.0755,625474.0
2020-11-09,118.9308,119.9397,115.5431,115.5431,1133901.0
2020-11-10,115.4939,116.3367,112.221,114.7966,927894.0
2020-11-11,116.2157,116.954,115.0837,115.297,838459.0
2020-11-12,115.256,115.9696,112.9962,113.5744,611437.0
2020-11-13,114.8377,116.8309,114.3373,116.3634,668586.0
2020-11-14,114.8377,116.8309,114.3373,116.3634,668586.0
2020-11-15,114.8377,116.8309,114.3373,116.3634,668586.0
2020-11-16,116.2239,118.6519,115.4693,118.6109,1003084.0
2020-11-17,118.6109,119.9233,118.3976,119.8331,652847.0
2020-11-18,120.5549,122.4087,119.747,120.7764,1133485.0
2020-11-19,119.9069,122.2529,118.9554,121.9576,757518.0
2020-11-20,121.4736,122.8107,121.1045,121.2358,986657.0
2020-11-21,121.4736,122.8107,121.1045,121.2358,986657.0
2020-11-22,121.4736,122.8107,121.1045,121.2358,986657.0
2020-11-23,121.8099,122.9419,120.071,122.1709,1201171.0
2020-11-24,123.0321,124.0575,121.1783,123.4587,2152084.0
2020-11-25,119.669,120.0792,114.5671,116.2239,4423352.0
2020-11-26,119.669,120.0792,114.5671,116.2239,4423352.0
2020-11-27,116.3634,117.5569,115.8194,116.5438,1012507.0
2020-11-28,116.3634,117.5569,115.8194,116.5438,1012507.0
2020-11-29,116.3634,117.5569,115.8194,116.5438,1012507.0
2020-11-30,116.8883,117.4871,114.2676,114.7474,2051941.0
2020-12-01,116.2321,116.47,114.6326,115.4529,1821003.0
2020-12-02,115.3134,116.7981,115.0304,115.9204,1416574.0
2020-12-03,116.347,117.1147,114.9279,115.2478,1478020.0
2020-12-04,115.2888,116.3305,114.4931,115.0263,1441117.0
2020-12-05,115.2888,116.3305,114.4931,115.0263,1441117.0
2020-12-06,115.2888,116.3305,114.4931,115.0263,1441117.0
2020-12-07,115.0099,116.0681,113.8705,114.6244,1429638.0
2020-12-08,114.3455,116.6997,114.0584,116.6258,1480586.0
2020-12-09,116.0024,116.8637,113.7713,115.7892,1828303.0
2020-12-10,115.2642,116.7489,114.4849,116.347,984702.0
2020-12-11,115.5021,116.3962,114.4767,116.3552,1001869.0
2020-12-12,115.5021,116.3962,114.4767,116.3552,1001869.0
2020-12-13,115.5021,116.3962,114.4767,116.3552,1001869.0
2020-12-14,116.4782,119.3861,116.4782,117.8398,1184503.0
2020-12-15,118.4468,119.5952,117.2024,118.7011,981249.0
2020-12-16,119.2261,119.7593,117.8894,118.4386,994175.0
2020-12-17,118.939,121.7279,118.6318,121.4818,1336793.0
2020-12-18,121.8181,122.4867,112.8362,114.9525,4510130.0
2020-12-19,121.8181,122.4867,112.8362,114.9525,4510130.0
2020-12-20,121.8181,122.4867,112.8362,114.9525,4510130.0
2020-12-21,112.869,117.7906,111.7781,116.6669,1685691.0
2020-12-22,117.0852,117.2451,115.256,115.2806,897584.0
2020-12-23,115.4283,118.2254,115.4283,116.5438,940631.0
2020-12-24,116.2239,117.3477,115.7892,117.2164,346119.0
2020-12-25,116.2239,117.3477,115.7892,117.2164,346119.0
2020-12-26,116.2239,117.3477,115.7892,117.2164,346119.0
2020-12-27,116.2239,117.3477,115.7892,117.2164,346119.0
2020-12-28,118.0121,118.0252,115.7975,116.4044,666586.0
2020-12-29,117.2821,117.9301,114.0502,114.3619,731297.0
2020-12-30,114.6818,115.4447,113.2053,113.2381,957869.0
2020-12-31,113.4268,115.6825,112.8321,115.0509,985690.0
2021-01-01,113.4268,115.6825,112.8321,115.0509,985690.0
2021-01-02,113.4268,115.6825,112.8321,115.0509,985690.0
2021-01-03,113.4268,115.6825,112.8321,115.0509,985690.0
2021-01-04,114.3783,115.0263,111.4664,113.7549,1010043.0
2021-01-05,113.7631,114.9174,112.951,114.6654,774914.0
2021-01-06,113.6975,116.4454,113.4596,114.3373,942340.0
2021-01-07,114.2389,118.2746,114.0256,118.1597,1099945.0
2021-01-08,117.4461,118.98,115.5759,117.1836,1450224.0
2021-01-09,117.4461,118.98,115.5759,117.1836,1450224.0
2021-01-10,117.4461,118.98,115.5759,117.1836,1450224.0
2021-01-11,115.4693,117.0934,114.0667,116.0681,1152082.0
2021-01-12,115.8548,118.8292,115.297,117.2246,1040281.0
2021-01-13,111.5566,112.9674,107.9564,109.2598,7103935.0
2021-01-14,107.9064,112.0241,107.8736,111.1875,3351536.0
2021-01-15,111.4828,112.7706,109.9735,110.5805,2393180.0
2021-01-16,111.4828,112.7706,109.9735,110.5805,2393180.0
2021-01-17,111.4828,112.7706,109.9735,110.5805,2393180.0
2021-01-18,111.4828,112.7706,109.9735,110.5805,2393180.0
2021-01-19,111.491,111.491,108.415,108.5216,2227097.0
2021-01-20,109.3008,110.0391,108.0704,108.8251,2906369.0
2021-01-21,107.6603,110.6789,107.0451,109.9899,2859211.0
2021-01-22,109.145,110.8758,107.7095,110.3262,1592114.0
2021-01-23,109.145,110.8758,107.7095,110.3262,1592114.0
2021-01-24,109.145,110.8758,107.7095,110.3262,1592114.0
2021-01-25,110.7445,112.303,108.7295,111.7863,1585104.0
2021-01-26,112.6475,116.0188,110.8265,115.3134,1730150.0
2021-01-27,114.0174,120.5631,113.5662,119.3163,3451147.0
2021-01-28,119.0867,120.4155,113.8452,115.0755,2678267.0
2021-01-29,115.3134,117.1098,112.627,113.0741,1472719.0
2021-01-30,115.3134,117.1098,112.627,113.0741,1472719.0
2021-01-31,115.3134,117.1098,112.627,113.0741,1472719.0
2021-02-01,113.4842,114.6818,111.9257,112.9264,1382811.0
2021-02-02,116.4782,118.0777,115.822,117.0688,2016520.0
2021-02-03,117.4625,119.0292,116.5356,116.7571,1203394.0
2021-02-04,117.6184,119.7593,116.9375,118.6765,872447.0
2021-02-05,119.7593,120.2842,118.8078,119.5296,921003.0
2021-02-06,119.7593,120.2842,118.8078,119.5296,921003.0
2021-02-07,119.7593,120.2842,118.8078,119.5296,921003.0
2021-02-08,119.7757,121.9986,119.7675,120.4155,865674.0
2021-02-09,119.8331,121.892,119.8167,121.1209,866134.0
2021-02-10,120.9897,121.6992,118.775,120.1776,1134378.0
2021-02-11,118.5207,119.2671,116.5192,117.2985,1493189.0
2021-02-12,116.4208,119.423,116.0681,119.0456,868761.0
2021-02-13,116.4208,119.423,116.0681,119.0456,868761.0
2021-02-14,116.4208,119.423,116.0681,119.0456,868761.0
2021-02-15,116.4208,119.423,116.0681,119.0456,868761.0
2021-02-16,120.1776,120.6042,116.3687,117.4543,844740.0
2021-02-17,116.7653,117.0114,114.8459,115.9122,1164773.0
2021-02-18,115.904,117.6266,114.3373,116.8801,1069223.0
2021-02-19,117.2493,118.7849,116.3223,118.6765,890801.0
2021-02-20,117.2493,118.7849,116.3223,118.6765,890801.0
2021-02-21,117.2493,118.7849,116.3223,118.6765,890801.0
2021-02-22,118.0449,120.6862,116.9211,118.0121,1148875.0
2021-02-23,117.2739,118.2992,114.5178,118.2664,1143520.0
2021-02-24,118.3648,120.9077,118.1023,120.3827,1050739.0
2021-02-25,120.0218,120.9897,117.0442,117.7332,1780242.0
2021-02-26,116.0681,118.3145,113.1315,113.3694,2187989.0
2021-02-27,116.0681,118.3145,113.1315,113.3694,2187989.0
2021-02-28,116.0681,118.3145,113.1315,113.3694,2187989.0
2021-03-01,113.6155,117.7742,113.2956,115.174,1664426.0
2021-03-02,115.6497,115.7728,113.9026,114.2143,966982.0
2021-03-03,114.0174,114.7474,112.9592,114.0748,919021.0
2021-03-04,113.6401,114.9771,111.4336,114.0748,1491445.0
