,GD US Equity,GD US Equity,GD US Equity,GD US Equity,GD US Equity
2022-12-29,239.376,242.055,238.651,241.02,458065.0
2022-12-30,240.469,241.455,236.629,239.937,725360.0
2022-12-31,240.469,241.455,236.629,239.937,725360.0
2023-01-01,240.469,241.455,236.629,239.937,725360.0
2023-01-02,240.469,241.455,236.629,239.937,725360.0
2023-01-03,239.685,241.194,238.206,240.411,777907.0
2023-01-04,239.337,240.565,234.956,237.142,1076681.0
2023-01-05,236.494,238.351,235.759,236.562,945813.0
2023-01-06,239.173,243.641,236.929,240.072,1074833.0
2023-01-07,239.173,243.641,236.929,240.072,1074833.0
2023-01-08,239.173,243.641,236.929,240.072,1074833.0
2023-01-09,240.362,241.397,236.493,237.132,1571454.0
2023-01-10,238.128,240.72,237.625,239.386,1274212.0
2023-01-11,240.44,240.797,236.687,240.498,856423.0
2023-01-12,240.643,242.016,239.047,239.54,685548.0
2023-01-13,235.943,237.248,231.02,232.374,1459606.0
2023-01-14,235.943,237.248,231.02,232.374,1459606.0
2023-01-15,235.943,237.248,231.02,232.374,1459606.0
2023-01-16,235.943,237.248,231.02,232.374,1459606.0
2023-01-17,232.916,234.821,232.002,233.196,1339067.0
2023-01-18,233.254,234.028,228.961,229.193,1697884.0
2023-01-19,229.27,230.398,225.051,225.119,1200383.0
2023-01-20,225.663,226.325,221.92,226.325,1500149.0
2023-01-21,225.663,226.325,221.92,226.325,1500149.0
2023-01-22,225.663,226.325,221.92,226.325,1500149.0
2023-01-23,226.325,227.676,225.129,225.994,1264529.0
2023-01-24,226.832,229.173,224.087,228.911,1443532.0
2023-01-25,218.615,222.766,214.211,220.579,2727618.0
2023-01-26,220.695,223.557,217.205,221.775,1429844.0
2023-01-27,221.045,222.766,219.743,221.172,1324473.0
2023-01-28,221.045,222.766,219.743,221.172,1324473.0
2023-01-29,221.045,222.766,219.743,221.172,1324473.0
2023-01-30,222.3,223.709,220.083,221.736,1137967.0
2023-01-31,222.601,226.723,221.512,226.587,1303209.0
2023-02-01,224.779,226.363,222.206,224.05,1137836.0
2023-02-02,221.969,226.101,221.24,224.983,1541242.0
2023-02-03,227.238,228.347,224.536,225.109,1650136.0
2023-02-04,227.238,228.347,224.536,225.109,1650136.0
2023-02-05,227.238,228.347,224.536,225.109,1650136.0
2023-02-06,225.8,229.105,224.779,225.897,1099108.0
2023-02-07,225.333,225.634,222.115,225.518,1186162.0
2023-02-08,223.943,225.187,222.475,222.756,1138819.0
2023-02-09,223.991,224.171,221.25,222.309,1095505.0
2023-02-10,223.33,226.791,222.718,226.743,851682.0
2023-02-11,223.33,226.791,222.718,226.743,851682.0
2023-02-12,223.33,226.791,222.718,226.743,851682.0
2023-02-13,228.473,229.11,225.265,226.412,784774.0
2023-02-14,226.406,226.699,224.584,225.625,730631.0
2023-02-15,224.672,226.023,224.293,226.013,631162.0
2023-02-16,224.225,226.684,223.797,224.876,881223.0
2023-02-17,225.381,229.504,224.827,228.726,1504268.0
2023-02-18,225.381,229.504,224.827,228.726,1504268.0
2023-02-19,225.381,229.504,224.827,228.726,1504268.0
2023-02-20,225.381,229.504,224.827,228.726,1504268.0
2023-02-21,230.048,231.157,226.13,227.034,1064036.0
2023-02-22,226.898,228.259,225.906,227.161,704154.0
2023-02-23,227.355,228.308,223.884,224.944,788426.0
2023-02-24,224.137,225.561,223.435,225.508,667306.0
2023-02-25,224.137,225.561,223.435,225.508,667306.0
2023-02-26,224.137,225.561,223.435,225.508,667306.0
2023-02-27,225.79,226.507,223.175,224.215,985609.0
2023-02-28,224.176,224.661,221.473,221.58,1049330.0
2023-03-01,220.89,222.154,220.258,221.366,899086.0
2023-03-02,220.89,224.345,220.89,223.855,1095618.0
2023-03-03,224.584,224.944,223.175,224.623,1576839.0
2023-03-04,224.584,224.944,223.175,224.623,1576839.0
2023-03-05,224.584,224.944,223.175,224.623,1576839.0
2023-03-06,224.584,226.918,224.137,226.14,1136578.0
2023-03-07,226.315,227.282,223.593,223.602,1032550.0
2023-03-08,223.447,224.127,218.381,220.754,1441958.0
2023-03-09,221.872,222.795,216.233,216.68,1653419.0
2023-03-10,216.097,217.886,214.521,214.794,1544453.0
2023-03-11,216.097,217.886,214.521,214.794,1544453.0
2023-03-12,216.097,217.886,214.521,214.794,1544453.0
2023-03-13,211.945,214.386,210.905,212.713,1580768.0
2023-03-14,215.125,215.659,211.877,213.724,1070701.0
2023-03-15,211.022,211.799,206.861,210.73,1419779.0
2023-03-16,209.787,221.463,209.478,213.938,2634289.0
2023-03-17,213.063,213.88,210.584,212.091,2413857.0
2023-03-18,213.063,213.88,210.584,212.091,2413857.0
2023-03-19,213.063,213.88,210.584,212.091,2413857.0
2023-03-20,213.063,215.061,212.918,213.802,983060.0
2023-03-21,215.844,216.797,215.319,216.194,892968.0
2023-03-22,216.437,217.034,213.141,213.141,1044027.0
2023-03-23,213.851,215.611,213.015,213.997,1472782.0
2023-03-24,213.987,217.536,213.559,217.293,1370716.0
2023-03-25,213.987,217.536,213.559,217.293,1370716.0
2023-03-26,213.987,217.536,213.559,217.293,1370716.0
2023-03-27,218.761,219.415,217.468,218.78,865101.0
2023-03-28,218.77,220.18,218.576,219.237,662875.0
2023-03-29,219.83,220.501,219.135,220.501,722836.0
2023-03-30,220.968,221.386,219.198,220.2,935758.0
2023-03-31,221.23,221.959,220.345,221.872,1323622.0
2023-04-01,221.23,221.959,220.345,221.872,1323622.0
2023-04-02,221.23,221.959,220.345,221.872,1323622.0
2023-04-03,222.358,226.864,221.872,225.906,1027969.0
2023-04-04,225.459,226.064,222.076,222.951,1437550.0
2023-04-05,222.688,224.341,221.736,222.62,1332220.0
2023-04-06,222.99,224.662,220.229,221.386,1511484.0
2023-04-07,222.99,224.662,220.229,221.386,1511484.0
2023-04-08,222.99,224.662,220.229,221.386,1511484.0
2023-04-09,222.99,224.662,220.229,221.386,1511484.0
2023-04-10,220.598,224.02,220.365,222.688,911202.0
2023-04-11,223.272,223.768,221.682,221.93,1145880.0
2023-04-12,222.076,224.652,222.076,222.873,944834.0
2023-04-13,222.726,224.389,220.996,223.704,901910.0
2023-04-14,222.648,223.44,221.221,222.648,1130446.0
2023-04-15,222.648,223.44,221.221,222.648,1130446.0
2023-04-16,222.648,223.44,221.221,222.648,1130446.0
2023-04-17,222.081,224.399,221.797,224.379,1631100.0
2023-04-18,224.711,226.892,224.027,224.868,972040.0
2023-04-19,225.005,225.523,223.489,223.734,557054.0
2023-04-20,223.665,223.665,221.485,222.482,651743.0
2023-04-21,223.284,223.284,219.676,220.037,913343.0
2023-04-22,223.284,223.284,219.676,220.037,913343.0
2023-04-23,223.284,223.284,219.676,220.037,913343.0
2023-04-24,220.067,220.717,218.747,219.529,791559.0
2023-04-25,218.923,219.123,216.986,217.808,994035.0
2023-04-26,211.716,211.921,205.457,210.073,2765675.0
2023-04-27,210.405,212.166,209.292,210.914,1643878.0
2023-04-28,210.445,213.759,210.161,213.505,2209505.0
2023-04-29,210.445,213.759,210.161,213.505,2209505.0
2023-04-30,210.445,213.759,210.161,213.505,2209505.0
2023-05-01,213.222,215.539,213.173,213.3,1845444.0
2023-05-02,212.733,212.733,207.198,208.293,2609208.0
2023-05-03,208.528,209.036,205.066,205.36,1230242.0
2023-05-04,204.881,205.189,200.852,204.225,1402019.0
2023-05-05,204.597,207.804,204.382,207.227,1050387.0
2023-05-06,204.597,207.804,204.382,207.227,1050387.0
2023-05-07,204.597,207.804,204.382,207.227,1050387.0
2023-05-08,208.195,208.323,205.35,206.044,719345.0
2023-05-09,206.455,207.1,204.812,206.523,1047148.0
2023-05-10,207.306,207.843,204.309,206.846,1263083.0
2023-05-11,205.448,205.937,201.986,203.443,1491095.0
2023-05-12,204.225,205.668,203.502,205.311,1137802.0
2023-05-13,204.225,205.668,203.502,205.311,1137802.0
2023-05-14,204.225,205.668,203.502,205.311,1137802.0
2023-05-15,205.555,206.826,204.734,205.555,787179.0
2023-05-16,205.457,205.702,202.964,202.993,942536.0
2023-05-17,204.225,206.806,203.991,206.641,1068534.0
2023-05-18,206.25,207.012,204.245,206.259,774217.0
2023-05-19,207.051,207.267,204.47,205.986,1035338.0
2023-05-20,207.051,207.267,204.47,205.986,1035338.0
2023-05-21,207.051,207.267,204.47,205.986,1035338.0
2023-05-22,205.829,209.193,204.147,207.814,1239305.0
2023-05-23,207.345,207.345,201.896,202.367,1798193.0
2023-05-24,202.221,203.844,201.282,201.957,1598571.0
2023-05-25,200.998,201.751,198.388,199.825,1502346.0
2023-05-26,200.177,202.636,199.991,200.705,1146523.0
2023-05-27,200.177,202.636,199.991,200.705,1146523.0
2023-05-28,200.177,202.636,199.991,200.705,1146523.0
2023-05-29,200.177,202.636,199.991,200.705,1146523.0
2023-05-30,199.561,201.292,197.869,200.695,1379401.0
2023-05-31,200.451,201.292,198.417,199.659,1624592.0
2023-06-01,200.822,202.02,199.449,200.783,1137168.0
2023-06-02,202.485,205.003,201.761,204.46,1641735.0
2023-06-03,202.485,205.003,201.761,204.46,1641735.0
2023-06-04,202.485,205.003,201.761,204.46,1641735.0
2023-06-05,205.34,206.426,204.284,204.617,1387325.0
2023-06-06,204.714,206.655,204.112,206.142,901004.0
2023-06-07,206.817,209.74,206.064,209.437,994051.0
2023-06-08,209.701,210.093,208.088,208.812,921293.0
2023-06-09,209.408,209.408,207.1,207.57,717164.0
2023-06-10,209.408,209.408,207.1,207.57,717164.0
2023-06-11,209.408,209.408,207.1,207.57,717164.0
2023-06-12,207.619,208.655,206.836,208.352,720916.0
2023-06-13,208.283,209.912,206.973,209.076,995486.0
2023-06-14,208.489,209.208,206.787,207.443,1037889.0
2023-06-15,207.462,210.679,207.462,210.2,880038.0
2023-06-16,210.865,212.977,210.64,212.527,1561700.0
2023-06-17,210.865,212.977,210.64,212.527,1561700.0
2023-06-18,210.865,212.977,210.64,212.527,1561700.0
2023-06-19,210.865,212.977,210.64,212.527,1561700.0
2023-06-20,212.195,212.84,210.034,210.718,940868.0
2023-06-21,210.308,212.84,209.437,212.713,698588.0
2023-06-22,212.498,212.713,208.948,209.701,833757.0
2023-06-23,209.212,209.907,207.487,207.687,1113552.0
2023-06-24,209.212,209.907,207.487,207.687,1113552.0
2023-06-25,209.212,209.907,207.487,207.687,1113552.0
2023-06-26,206.826,207.746,204.871,207.394,727374.0
2023-06-27,207.55,207.916,206.421,207.364,887060.0
2023-06-28,207.589,207.736,204.617,206.328,914639.0
2023-06-29,206.25,209.75,205.99,209.564,838727.0
2023-06-30,210.562,211.53,208.548,210.386,933084.0
2023-07-01,210.562,211.53,208.548,210.386,933084.0
2023-07-02,210.562,211.53,208.548,210.386,933084.0
2023-07-03,209.711,212.126,209.486,211.002,475224.0
2023-07-04,209.711,212.126,209.486,211.002,475224.0
2023-07-05,210.024,210.875,208.495,210.425,832305.0
2023-07-06,209.717,211.36,208.526,210.828,995229.0
2023-07-07,210.494,213.768,210.154,210.7,1026771.0
2023-07-08,210.494,213.768,210.154,210.7,1026771.0
2023-07-09,210.494,213.768,210.154,210.7,1026771.0
2023-07-10,210.7,213.2,210.543,211.222,1191280.0
2023-07-11,211.458,213.967,210.454,213.682,1482110.0
2023-07-12,214.429,215.098,212.949,214.105,1767154.0
2023-07-13,214.056,214.302,212.885,213.465,995928.0
2023-07-14,213.426,213.426,210.819,211.852,715039.0
2023-07-15,213.426,213.426,210.819,211.852,715039.0
2023-07-16,213.426,213.426,210.819,211.852,715039.0
2023-07-17,211.822,213.935,211.438,212.885,646428.0
2023-07-18,213.652,216.023,209.156,210.081,1452074.0
2023-07-19,210.149,211.914,209.412,210.11,1234960.0
2023-07-20,211.389,213.426,210.887,212.599,1726685.0
2023-07-21,213.091,213.652,211.33,211.999,1148486.0
2023-07-22,213.091,213.652,211.33,211.999,1148486.0
2023-07-23,213.091,213.652,211.33,211.999,1148486.0
2023-07-24,212.294,214.587,212.245,214.134,950574.0
2023-07-25,211.281,214.547,210.031,214.488,1392423.0
2023-07-26,216.653,221.804,214.016,219.191,2475426.0
2023-07-27,219.624,220.195,212.944,216.279,2650664.0
2023-07-28,217.44,219.477,215.472,219.054,1597615.0
2023-07-29,217.44,219.477,215.472,219.054,1597615.0
2023-07-30,217.44,219.477,215.472,219.054,1597615.0
2023-07-31,219.782,220.948,218.916,219.979,2232798.0
2023-08-01,219.762,221.848,219.674,221.71,1039927.0
2023-08-02,221.622,222.753,219.674,222.606,1397310.0
2023-08-03,222.852,223.717,221.073,221.996,1084137.0
2023-08-04,223.038,223.835,219.959,220.402,1199410.0
2023-08-05,223.038,223.835,219.959,220.402,1199410.0
2023-08-06,223.038,223.835,219.959,220.402,1199410.0
2023-08-07,221.208,223.776,221.208,223.53,1022979.0
2023-08-08,222.566,223.225,220.156,220.854,1002694.0
2023-08-09,221.376,223.363,220.854,222.497,1079945.0
2023-08-10,222.537,223.565,221.553,222.025,861283.0
2023-08-11,222.035,225.046,221.873,223.334,1210434.0
2023-08-12,222.035,225.046,221.873,223.334,1210434.0
2023-08-13,222.035,225.046,221.873,223.334,1210434.0
2023-08-14,223.294,223.865,222.18,222.724,952697.0
2023-08-15,221.553,221.725,219.113,219.536,1150313.0
2023-08-16,219.123,220.372,218.739,219.988,897823.0
2023-08-17,220.48,221.848,218.66,218.729,990262.0
2023-08-18,218.178,221.533,217.657,220.805,1040617.0
2023-08-19,218.178,221.533,217.657,220.805,1040617.0
2023-08-20,218.178,221.533,217.657,220.805,1040617.0
2023-08-21,220.225,221.199,219.856,220.667,769877.0
2023-08-22,220.667,221.395,219.506,220.667,689457.0
2023-08-23,221.012,221.572,219.624,221.238,720663.0
2023-08-24,220.608,222.143,220.116,220.274,673672.0
2023-08-25,221.346,221.346,218.345,219.988,618967.0
2023-08-26,221.346,221.346,218.345,219.988,618967.0
2023-08-27,221.346,221.346,218.345,219.988,618967.0
2023-08-28,220.018,221.966,219.742,221.72,747419.0
2023-08-29,221.809,222.566,220.343,222.507,822667.0
2023-08-30,223.078,224.898,222.36,223.58,649507.0
2023-08-31,224.101,224.691,222.783,222.989,865803.0
2023-09-01,224.18,224.269,221.996,222.724,568912.0
2023-09-02,224.18,224.269,221.996,222.724,568912.0
2023-09-03,224.18,224.269,221.996,222.724,568912.0
2023-09-04,224.18,224.269,221.996,222.724,568912.0
2023-09-05,222.911,222.911,219.615,219.733,909208.0
2023-09-06,219.408,219.408,214.331,214.538,1082860.0
2023-09-07,215.354,215.935,214.115,215.167,798554.0
2023-09-08,215.453,215.738,213.859,214.361,800647.0
2023-09-09,215.453,215.738,213.859,214.361,800647.0
2023-09-10,215.453,215.738,213.859,214.361,800647.0
2023-09-11,213.505,214.031,211.646,212.786,1880294.0
2023-09-12,212.078,214.734,211.143,213.878,1211017.0
2023-09-13,214.498,216.25,213.918,216.151,880126.0
2023-09-14,216.476,217.951,215.482,217.893,909527.0
2023-09-15,217.155,221.464,216.973,220.441,1829031.0
2023-09-16,217.155,221.464,216.973,220.441,1829031.0
2023-09-17,217.155,221.464,216.973,220.441,1829031.0
2023-09-18,221.376,222.237,219.826,220.716,783347.0
2023-09-19,220.539,221.671,218.542,219.26,971836.0
2023-09-20,220.234,222.556,219.998,221.917,893323.0
2023-09-21,221.612,221.897,218.267,218.306,1067472.0
2023-09-22,217.499,218.094,214.793,214.823,921771.0
2023-09-23,217.499,218.094,214.793,214.823,921771.0
2023-09-24,217.499,218.094,214.793,214.823,921771.0
2023-09-25,214.203,216.013,213.682,215.797,648690.0
2023-09-26,215.118,216.466,214.567,214.666,889724.0
2023-09-27,215.797,217.489,215.394,217.44,666759.0
2023-09-28,218.483,220.485,218.483,218.808,839024.0
2023-09-29,219.437,220.195,217.302,217.411,764051.0
2023-09-30,219.437,220.195,217.302,217.411,764051.0
2023-10-01,219.437,220.195,217.302,217.411,764051.0
2023-10-02,217.932,220.5,217.765,219.339,1207461.0
2023-10-03,218.778,220.672,216.919,217.184,1315254.0
2023-10-04,216.683,218.301,213.819,215.797,887192.0
2023-10-05,215.342,215.876,213.807,214.55,820240.0
2023-10-06,213.768,218.702,212.352,217.707,993828.0
2023-10-07,213.768,218.702,212.352,217.707,993828.0
2023-10-08,213.768,218.702,212.352,217.707,993828.0
2023-10-09,226.378,237.707,226.18,236.059,3399366.0
2023-10-10,237.564,237.566,233.783,234.268,2340000.0
2023-10-11,233.911,236.317,233.783,235.366,1068482.0
2023-10-12,236.416,237.395,233.378,234.99,851218.0
2023-10-13,237.069,240.999,236.445,240.573,2151915.0
2023-10-14,237.069,240.999,236.445,240.573,2151915.0
2023-10-15,237.069,240.999,236.445,240.573,2151915.0
2023-10-16,241.058,242.572,239.108,240.405,1362382.0
2023-10-17,239.227,241.429,237.376,238.821,1328932.0
2023-10-18,239.286,239.6,236.861,237.376,1092718.0
2023-10-19,236.94,239.001,235.525,235.535,1156976.0
2023-10-20,236.317,236.988,232.436,232.555,1706145.0
2023-10-21,236.317,236.988,232.436,232.555,1706145.0
2023-10-22,236.317,236.988,232.436,232.555,1706145.0
2023-10-23,232.258,233.921,230.486,230.843,1265901.0
2023-10-24,232.892,234.268,229.927,230.635,1060556.0
2023-10-25,236.628,241.899,236.049,239.939,2440625.0
2023-10-26,240.533,241.325,237.722,238.108,1580995.0
2023-10-27,235.465,236.871,234.178,235.831,1816231.0
2023-10-28,235.465,236.871,234.178,235.831,1816231.0
2023-10-29,235.465,236.871,234.178,235.831,1816231.0
2023-10-30,236.188,237.801,234.941,236.554,1485186.0
2023-10-31,237.217,239.336,235.089,238.86,2534276.0
2023-11-01,239.543,241.394,238.191,240.236,1490484.0
2023-11-02,238.87,241.761,238.583,241.533,1749441.0
2023-11-03,242.513,242.899,240.642,240.741,1004395.0
2023-11-04,242.513,242.899,240.642,240.741,1004395.0
2023-11-05,242.513,242.899,240.642,240.741,1004395.0
2023-11-06,240.721,241.998,239.86,241.454,1286799.0
2023-11-07,241.583,241.602,239.746,240.266,804710.0
2023-11-08,240.87,241.632,238.968,239.563,695012.0
2023-11-09,239.543,239.543,235.891,237.663,1733062.0
2023-11-10,238.662,241.662,238.291,241.078,1102936.0
2023-11-11,238.662,241.662,238.291,241.078,1102936.0
2023-11-12,238.662,241.662,238.291,241.078,1102936.0
2023-11-13,241.078,244.77,241.053,244.146,1569193.0
2023-11-14,243.275,246.363,242.993,245.344,1115807.0
2023-11-15,245.047,245.751,243.196,243.265,1073637.0
2023-11-16,243.78,244.374,242.048,242.77,824461.0
2023-11-17,243.552,243.725,241.929,242.206,1060661.0
2023-11-18,243.552,243.725,241.929,242.206,1060661.0
2023-11-19,243.552,243.725,241.929,242.206,1060661.0
2023-11-20,242.167,244.574,241.87,243.285,894457.0
2023-11-21,243.612,244.997,242.879,243.909,806460.0
2023-11-22,243.315,244.939,242.968,244.819,617665.0
2023-11-23,243.315,244.939,242.968,244.819,617665.0
2023-11-24,245.166,246.027,244.928,245.314,338962.0
2023-11-25,245.166,246.027,244.928,245.314,338962.0
2023-11-26,245.166,246.027,244.928,245.314,338962.0
2023-11-27,245.195,245.195,243.02,243.859,717868.0
2023-11-28,244.889,245.017,242.582,242.731,846814.0
2023-11-29,242.731,243.503,241.394,242.345,835248.0
2023-11-30,243.097,244.79,242.523,244.463,951109.0
2023-12-01,244.582,247.155,244.305,247.155,842922.0
2023-12-02,244.582,247.155,244.305,247.155,842922.0
2023-12-03,244.582,247.155,244.305,247.155,842922.0
2023-12-04,246.027,249.689,245.591,249.65,1618211.0
2023-12-05,249.67,250.046,247.66,248.343,925879.0
2023-12-06,248.343,250.283,247.72,249.392,874733.0
2023-12-07,250.155,252.174,247.977,248.937,895769.0
2023-12-08,249.194,250.62,249.194,249.729,968475.0
2023-12-09,249.194,250.62,249.194,249.729,968475.0
2023-12-10,249.194,250.62,249.194,249.729,968475.0
2023-12-11,249.462,251.068,249.462,249.858,704582.0
2023-12-12,249.452,251.768,249.141,250.63,863986.0
2023-12-13,251.085,253.718,250.461,253.253,1287264.0
2023-12-14,252.807,252.966,246.057,248.601,1778754.0
2023-12-15,247.106,250.174,246.819,249.986,2410879.0
2023-12-16,247.106,250.174,246.819,249.986,2410879.0
2023-12-17,247.106,250.174,246.819,249.986,2410879.0
2023-12-18,250.095,251.352,249.214,250.303,708697.0
2023-12-19,250.145,251.397,249.691,251.313,738976.0
2023-12-20,250.551,251.392,246.868,247.027,1018223.0
2023-12-21,248.452,250.402,247.462,249.868,702281.0
2023-12-22,250.798,252.669,249.996,251.521,650642.0
2023-12-23,250.798,252.669,249.996,251.521,650642.0
2023-12-24,250.798,252.669,249.996,251.521,650642.0
2023-12-25,250.798,252.669,249.996,251.521,650642.0
2023-12-26,251.461,254.203,251.273,253.609,637901.0
2023-12-27,252.788,255.114,252.491,254.817,750986.0
2023-12-28,255.351,256.161,254.851,255.52,569704.0
2023-12-29,255.896,257.242,255.233,257.034,812338.0
2023-12-30,255.896,257.242,255.233,257.034,812338.0
2023-12-31,255.896,257.242,255.233,257.034,812338.0
2024-01-01,255.896,257.242,255.233,257.034,812338.0
2024-01-02,257.034,258.489,255.005,255.975,992514.0
2024-01-03,256.915,258.736,253.896,253.936,1378672.0
2024-01-04,256.123,256.371,253.401,253.579,1096846.0
2024-01-05,253.985,254.391,250.838,251.323,959670.0
2024-01-06,253.985,254.391,250.838,251.323,959670.0
2024-01-07,253.985,254.391,250.838,251.323,959670.0
2024-01-08,250.432,251.273,248.333,251.243,1257124.0
2024-01-09,251.194,251.194,248.343,248.69,1255981.0
2024-01-10,248.69,250.442,248.264,248.7,877919.0
2024-01-11,249.204,249.788,245.572,247.403,1500115.0
2024-01-12,248.789,252.322,248.789,252.223,1107546.0
2024-01-13,248.789,252.322,248.789,252.223,1107546.0
2024-01-14,248.789,252.322,248.789,252.223,1107546.0
2024-01-15,248.789,252.322,248.789,252.223,1107546.0
2024-01-16,251.709,252.115,247.185,248.106,1038498.0
2024-01-17,246.7,249.541,246.472,247.433,882739.0
2024-01-18,247.821,249.871,246.149,249.721,907695.0
2024-01-19,250.269,250.269,247.761,248.119,1410323.0
2024-01-20,250.269,250.269,247.761,248.119,1410323.0
2024-01-21,250.269,250.269,247.761,248.119,1410323.0
2024-01-22,248.278,250.085,247.482,248.537,2043282.0
2024-01-23,249.124,250.867,246.666,248.149,1775553.0
2024-01-24,251.085,262.399,250.388,259.901,2749487.0
2024-01-25,260.478,264.668,259.881,264.558,1968787.0
2024-01-26,265.255,266.658,260.767,263.772,1329931.0
2024-01-27,265.255,266.658,260.767,263.772,1329931.0
2024-01-28,265.255,266.658,260.767,263.772,1329931.0
2024-01-29,263.275,264.608,261.911,263.484,961685.0
2024-01-30,264.986,268.05,264.688,267.355,2040351.0
2024-01-31,267.683,268.181,262.548,263.693,2305088.0
2024-02-01,264.349,265.932,261.782,265.563,1715158.0
2024-02-02,264.439,265.096,263.036,263.971,1949414.0
2024-02-03,264.439,265.096,263.036,263.971,1949414.0
2024-02-04,264.439,265.096,263.036,263.971,1949414.0
2024-02-05,262.707,265.762,261.215,264.22,1032428.0
2024-02-06,264.797,266.479,263.344,266.379,814601.0
2024-02-07,268.181,268.827,266.633,267.773,1058802.0
2024-02-08,267.683,268.116,265.812,267.683,617092.0
2024-02-09,268.748,270.036,267.738,268.817,878245.0
2024-02-10,268.748,270.036,267.738,268.817,878245.0
2024-02-11,268.748,270.036,267.738,268.817,878245.0
2024-02-12,268.658,269.643,267.892,268.121,696309.0
2024-02-13,268.608,269.574,263.807,265.912,1164204.0
2024-02-14,266.996,267.902,261.815,267.782,1629840.0
2024-02-15,268.36,269.632,267.225,268.678,801479.0
2024-02-16,268.658,269.847,267.572,268.121,702718.0
2024-02-17,268.658,269.847,267.572,268.121,702718.0
2024-02-18,268.658,269.847,267.572,268.121,702718.0
2024-02-19,268.658,269.847,267.572,268.121,702718.0
2024-02-20,269.076,270.628,267.036,267.613,697551.0
2024-02-21,268.837,270.947,267.593,270.569,691282.0
2024-02-22,270.051,271.126,269.335,270.997,636360.0
2024-02-23,271.166,273.554,270.842,272.41,663926.0
2024-02-24,271.166,273.554,270.842,272.41,663926.0
2024-02-25,271.166,273.554,270.842,272.41,663926.0
2024-02-26,272.848,273.25,271.255,271.683,629667.0
2024-02-27,270.997,272.459,269.444,272.36,554426.0
2024-02-28,272.34,273.315,271.146,272.967,569835.0
2024-02-29,273.634,273.634,271.036,271.912,886287.0
2024-03-01,271.962,271.962,269.723,270.619,651383.0
2024-03-02,271.962,271.962,269.723,270.619,651383.0
2024-03-03,271.962,271.962,269.723,270.619,651383.0
2024-03-04,270.668,273.992,270.061,273.365,974559.0
2024-03-05,274.221,276.068,271.056,272.26,979366.0
2024-03-06,272.658,274.502,271.833,272.36,585056.0
2024-03-07,272.658,273.624,270.778,271.693,761791.0
2024-03-08,271.096,272.28,269.39,270.977,696906.0
2024-03-09,271.096,272.28,269.39,270.977,696906.0
2024-03-10,271.096,272.28,269.39,270.977,696906.0
2024-03-11,270.31,271.952,269.106,271.932,559770.0
2024-03-12,271.673,273.713,270.255,273.305,845026.0
2024-03-13,274.171,274.549,273.126,274.012,829836.0
2024-03-14,274.947,275.296,272.061,274.052,839801.0
2024-03-15,272.489,275.574,272.489,273.863,1305858.0
2024-03-16,272.489,275.574,272.489,273.863,1305858.0
2024-03-17,272.489,275.574,272.489,273.863,1305858.0
2024-03-18,274.639,276.36,273.325,276.241,865390.0
2024-03-19,277.753,278.977,276.371,278.331,703565.0
2024-03-20,278.629,281.595,277.942,281.167,1043440.0
2024-03-21,281.973,283.356,279.843,279.963,1084155.0
2024-03-22,280.948,281.828,279.754,279.783,730558.0
2024-03-23,280.948,281.828,279.754,279.783,730558.0
2024-03-24,280.948,281.828,279.754,279.783,730558.0
2024-03-25,279.555,280.072,277.027,277.614,776513.0
2024-03-26,277.445,279.092,276.987,276.987,567677.0
2024-03-27,278.191,280.55,277.579,280.52,746031.0
2024-03-28,281.216,281.76,279.903,281.107,644505.0
2024-03-29,281.216,281.76,279.903,281.107,644505.0
2024-03-30,281.216,281.76,279.903,281.107,644505.0
2024-03-31,281.216,281.76,279.903,281.107,644505.0
2024-04-01,286.301,290.536,284.978,290.123,1743077.0
2024-04-02,290.371,291.068,287.028,289.118,1839001.0
2024-04-03,289.147,290.56,287.018,290.262,1296683.0
2024-04-04,292.123,293.118,290.541,291.784,1391125.0
2024-04-05,291.565,294.008,290.011,293.735,879573.0
2024-04-06,291.565,294.008,290.011,293.735,879573.0
2024-04-07,291.565,294.008,290.011,293.735,879573.0
2024-04-08,294.551,295.048,291.456,291.695,945598.0
2024-04-09,290.6,293.226,285.789,287.426,1008167.0
2024-04-10,285.993,289.317,285.257,288.62,935586.0
2024-04-11,287.83,288.64,286.16,287.5,710977.0
2024-04-12,288.41,290.75,286.79,287.87,1280978.0
2024-04-13,288.41,290.75,286.79,287.87,1280978.0
2024-04-14,288.41,290.75,286.79,287.87,1280978.0
2024-04-15,291.71,291.75,284.355,284.75,976557.0
2024-04-16,285.46,286.38,283.68,285.3,1388510.0
2024-04-17,286.5,286.5,283.67,284.46,708954.0
2024-04-18,284.02,286.91,284.02,285.27,636706.0
2024-04-19,287.43,289.29,286.73,288.62,1074960.0
2024-04-20,287.43,289.29,286.73,288.62,1074960.0
2024-04-21,287.43,289.29,286.73,288.62,1074960.0
2024-04-22,289.94,292.71,288.046,291.31,889033.0
2024-04-23,292.72,294.695,291.68,292.72,1132517.0
2024-04-24,289.19,290.365,274.315,281.11,4023581.0
2024-04-25,282.76,285.75,279.44,284.9,1769758.0
2024-04-26,284.73,286.77,282.8,284.41,1244205.0
2024-04-27,284.73,286.77,282.8,284.41,1244205.0
2024-04-28,284.73,286.77,282.8,284.41,1244205.0
2024-04-29,287.96,289.93,285.43,287.79,1293661.0
2024-04-30,286.91,289.2,286.42,287.09,1423602.0
