,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity,INDB US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-03-05,77.6182,78.5999,76.2013,77.1459,142860.0
2022-03-06,77.6182,78.5999,76.2013,77.1459,142860.0
2022-03-07,76.8125,77.2385,75.2937,75.6549,202007.0
2022-03-08,76.1272,77.6738,74.7565,75.2566,239592.0
2022-03-09,75.942,77.6923,75.942,76.9607,177120.0
2022-03-10,75.8771,77.7479,75.5345,77.646,110851.0
2022-03-11,77.7942,79.0537,77.2246,78.2665,149752.0
2022-03-12,77.7942,79.0537,77.2246,78.2665,149752.0
2022-03-13,77.7942,79.0537,77.2246,78.2665,149752.0
2022-03-14,79.1741,79.8224,77.5349,78.035,182782.0
2022-03-15,78.6277,78.9055,76.5069,77.6275,169711.0
2022-03-16,78.4147,79.7576,77.4793,79.3686,207920.0
2022-03-17,78.6277,78.6277,77.1367,78.1369,124298.0
2022-03-18,78.0165,80.3133,75.8864,80.128,668490.0
2022-03-19,78.0165,80.3133,75.8864,80.128,668490.0
2022-03-20,78.0165,80.3133,75.8864,80.128,668490.0
2022-03-21,80.0262,80.7393,77.3867,78.1647,239886.0
2022-03-22,78.9426,80.4707,77.7201,79.0352,153514.0
2022-03-23,78.5721,78.5721,76.0901,76.192,107648.0
2022-03-24,76.5347,77.3126,75.5808,77.2107,104857.0
2022-03-25,77.6394,79.4471,77.0477,79.4191,112928.0
2022-03-26,77.6394,79.4471,77.0477,79.4191,112928.0
2022-03-27,77.6394,79.4471,77.0477,79.4191,112928.0
2022-03-28,78.8228,78.8321,77.5741,78.7855,136488.0
2022-03-29,79.6894,80.4348,78.2823,79.0744,228042.0
2022-03-30,79.2421,79.5123,76.6796,77.5648,249490.0
2022-03-31,77.2946,78.068,75.9341,76.1205,225257.0
2022-04-01,76.7075,77.3901,75.2213,75.9062,241039.0
2022-04-02,76.7075,77.3901,75.2213,75.9062,241039.0
2022-04-03,76.7075,77.3901,75.2213,75.9062,241039.0
2022-04-04,76.1484,76.1484,74.4153,75.0768,205477.0
2022-04-05,75.0582,75.2819,74.0891,74.2289,204284.0
2022-04-06,74.4712,74.8998,72.915,73.0268,253310.0
2022-04-07,73.3623,73.735,72.3373,73.0175,284061.0
2022-04-08,73.7071,73.735,71.5266,71.8993,323882.0
2022-04-09,73.7071,73.735,71.5266,71.8993,323882.0
2022-04-10,73.7071,73.735,71.5266,71.8993,323882.0
2022-04-11,71.6664,73.3437,71.6664,72.4584,209387.0
2022-04-12,72.6262,73.2784,71.7782,72.6075,219752.0
2022-04-13,72.4678,73.9493,72.1137,73.6791,188116.0
2022-04-14,74.1823,74.3314,72.6914,73.0921,147513.0
2022-04-15,74.1823,74.3314,72.6914,73.0921,147513.0
2022-04-16,74.1823,74.3314,72.6914,73.0921,147513.0
2022-04-17,74.1823,74.3314,72.6914,73.0921,147513.0
2022-04-18,72.7007,74.0612,72.6821,73.1293,207466.0
2022-04-19,73.4741,74.7321,73.1666,74.4339,201965.0
2022-04-20,75.2725,76.0553,74.0332,75.198,121391.0
2022-04-21,75.8223,75.8969,74.3966,74.76,258428.0
2022-04-22,74.0798,74.0798,72.8684,73.1853,192107.0
2022-04-23,74.0798,74.0798,72.8684,73.1853,192107.0
2022-04-24,74.0798,74.0798,72.8684,73.1853,192107.0
2022-04-25,73.1573,73.9307,71.7875,73.5487,241395.0
2022-04-26,72.6821,73.106,71.3682,71.4427,226330.0
2022-04-27,71.5825,72.6355,70.9023,71.9366,236914.0
2022-04-28,72.5609,73.2784,71.89,73.2784,138521.0
2022-04-29,73.1014,73.3949,71.5825,71.8993,224612.0
2022-04-30,73.1014,73.3949,71.5825,71.8993,224612.0
2022-05-01,73.1014,73.3949,71.5825,71.8993,224612.0
2022-05-02,72.0764,72.6262,70.9768,72.1416,206709.0
2022-05-03,72.1602,73.2412,71.7689,72.5703,168801.0
2022-05-04,72.8125,74.6203,72.4491,74.35,147946.0
2022-05-05,73.53,73.5953,71.7689,72.4305,171069.0
2022-05-06,72.4118,72.5237,71.2517,72.2814,195720.0
2022-05-07,72.4118,72.5237,71.2517,72.2814,195720.0
2022-05-08,72.4118,72.5237,71.2517,72.2814,195720.0
2022-05-09,71.6757,72.8312,71.3402,72.0112,194035.0
2022-05-10,72.3652,73.2039,70.5948,71.4148,251671.0
2022-05-11,71.6757,73.0082,70.9396,71.0234,185572.0
2022-05-12,70.8557,71.9925,70.2221,71.89,207759.0
2022-05-13,72.3373,73.0921,71.1492,71.5732,164283.0
2022-05-14,72.3373,73.0921,71.1492,71.5732,164283.0
2022-05-15,72.3373,73.0921,71.1492,71.5732,164283.0
2022-05-16,72.1509,72.1509,70.6134,71.1352,154345.0
2022-05-17,72.3373,74.1171,72.0624,73.8282,150392.0
2022-05-18,72.8218,74.1637,72.8218,73.6978,313049.0
2022-05-19,73.0548,74.5457,72.9803,73.2225,288312.0
2022-05-20,73.3996,74.3221,72.3932,74.3221,246368.0
2022-05-21,73.3996,74.3221,72.3932,74.3221,246368.0
2022-05-22,73.3996,74.3221,72.3932,74.3221,246368.0
2022-05-23,75.2259,76.3534,74.6482,75.7571,181877.0
2022-05-24,75.7571,75.9248,73.8841,74.8253,177012.0
2022-05-25,74.8066,76.2882,74.378,75.4123,157328.0
2022-05-26,75.9528,77.1269,75.9528,76.8939,144530.0
2022-05-27,77.1269,77.9189,76.9591,77.8537,97012.0
2022-05-28,77.1269,77.9189,76.9591,77.8537,97012.0
2022-05-29,77.1269,77.9189,76.9591,77.8537,97012.0
2022-05-30,77.1269,77.9189,76.9591,77.8537,97012.0
2022-05-31,77.1641,78.2637,76.6423,77.6207,179888.0
2022-06-01,77.6114,77.6114,76.2137,76.8287,117614.0
2022-06-02,77.0709,78.0773,76.4932,78.0773,98033.0
2022-06-03,77.6953,78.0587,77.3691,77.9562,119839.0
2022-06-04,77.6953,78.0587,77.3691,77.9562,119839.0
2022-06-05,77.6953,78.0587,77.3691,77.9562,119839.0
2022-06-06,78.1798,78.9066,77.6347,77.9841,114996.0
2022-06-07,77.425,78.4081,77.1455,78.301,91525.0
2022-06-08,77.8537,77.8537,76.3488,76.8287,139444.0
2022-06-09,76.6237,76.7262,74.4991,74.7228,128307.0
2022-06-10,73.5487,74.993,73.5487,74.7507,230452.0
2022-06-11,73.5487,74.993,73.5487,74.7507,230452.0
2022-06-12,73.5487,74.993,73.5487,74.7507,230452.0
2022-06-13,73.2412,74.0891,72.7566,72.943,249480.0
2022-06-14,72.6821,74.3407,72.4957,73.7909,209646.0
2022-06-15,74.35,75.4403,71.9366,74.2755,176920.0
2022-06-16,73.325,73.7723,72.0112,72.328,267198.0
2022-06-17,73.4834,74.4525,72.738,73.4182,559770.0
2022-06-18,73.4834,74.4525,72.738,73.4182,559770.0
2022-06-19,73.4834,74.4525,72.738,73.4182,559770.0
2022-06-20,73.4834,74.4525,72.738,73.4182,559770.0
2022-06-21,74.6203,75.3471,74.0612,74.9837,189150.0
2022-06-22,74.2289,75.0396,73.5021,74.7414,193809.0
2022-06-23,74.4805,75.0116,72.5796,73.5859,179013.0
2022-06-24,73.7829,74.9036,73.7829,74.1674,510597.0
2022-06-25,73.7829,74.9036,73.7829,74.1674,510597.0
2022-06-26,73.7829,74.9036,73.7829,74.1674,510597.0
2022-06-27,74.7677,75.4617,74.2987,75.1147,179199.0
2022-06-28,75.4992,76.2307,74.9834,75.1053,173041.0
2022-06-29,75.2929,75.2929,74.1205,74.5707,176987.0
2022-06-30,73.389,75.0678,73.2811,74.4957,252632.0
2022-07-01,74.0361,76.6293,74.0361,76.4558,201536.0
2022-07-02,74.0361,76.6293,74.0361,76.4558,201536.0
2022-07-03,74.0361,76.6293,74.0361,76.4558,201536.0
2022-07-04,74.0361,76.6293,74.0361,76.4558,201536.0
2022-07-05,75.3304,76.5965,74.6082,76.4089,289740.0
2022-07-06,75.8556,76.6809,74.9646,75.6117,215780.0
2022-07-07,76.1276,76.4746,75.1428,75.1991,127609.0
2022-07-08,75.5742,75.6962,74.7583,75.3679,131720.0
2022-07-09,75.5742,75.6962,74.7583,75.3679,131720.0
2022-07-10,75.5742,75.6962,74.7583,75.3679,131720.0
2022-07-11,74.777,75.4508,74.6457,74.974,139351.0
2022-07-12,74.702,75.6117,74.6832,74.9834,169514.0
2022-07-13,74.6832,74.7958,73.6375,73.7829,126719.0
2022-07-14,72.7325,72.8169,71.4663,72.5261,119671.0
2022-07-15,73.7547,75.049,73.4546,74.3175,190571.0
2022-07-16,73.7547,75.049,73.4546,74.3175,190571.0
2022-07-17,73.7547,75.049,73.4546,74.3175,190571.0
2022-07-18,74.8521,75.4804,74.2049,74.5332,227347.0
2022-07-19,75.3679,76.2776,74.8239,75.9963,257506.0
2022-07-20,75.5648,77.5625,75.0584,77.2718,208536.0
2022-07-21,76.6903,77.1405,76.2026,76.559,163790.0
2022-07-22,76.3152,77.1499,75.3585,76.8685,217522.0
2022-07-23,76.3152,77.1499,75.3585,76.8685,217522.0
2022-07-24,76.3152,77.1499,75.3585,76.8685,217522.0
2022-07-25,77.4875,78.8193,77.4218,78.4535,276019.0
2022-07-26,78.1346,79.5133,78.0502,78.3972,173692.0
2022-07-27,77.9377,78.8709,77.8486,78.3222,311534.0
2022-07-28,78.4441,79.11,77.9095,78.9131,158440.0
2022-07-29,78.763,79.6259,78.4348,78.5942,239734.0
2022-07-30,78.763,79.6259,78.4348,78.5942,239734.0
2022-07-31,78.763,79.6259,78.4348,78.5942,239734.0
2022-08-01,78.0033,80.0385,77.722,79.1382,175533.0
2022-08-02,79.0819,79.7009,77.8533,77.8626,111191.0
2022-08-03,78.0127,79.035,77.4875,78.6223,137442.0
2022-08-04,78.5473,78.6317,77.9752,78.3503,152113.0
2022-08-05,78.3503,79.2132,78.1253,79.1006,160367.0
2022-08-06,78.3503,79.2132,78.1253,79.1006,160367.0
2022-08-07,78.3503,79.2132,78.1253,79.1006,160367.0
2022-08-08,79.579,79.7384,78.7255,79.035,96044.0
2022-08-09,79.232,79.7196,78.8943,79.5039,210442.0
2022-08-10,80.2261,80.9014,80.2261,80.4606,143463.0
2022-08-11,81.1265,81.4407,80.8457,81.1171,150824.0
2022-08-12,81.5485,81.8111,80.6763,81.3516,366886.0
2022-08-13,81.5485,81.8111,80.6763,81.3516,366886.0
2022-08-14,81.5485,81.8111,80.6763,81.3516,366886.0
2022-08-15,80.7888,82.3176,80.7888,82.0643,177964.0
2022-08-16,82.0925,82.9928,82.0925,82.6083,140238.0
2022-08-17,81.8674,82.0174,80.7232,81.1358,140314.0
2022-08-18,81.0983,81.6517,80.3199,81.1265,124619.0
2022-08-19,80.9014,80.9295,79.851,80.3386,272078.0
2022-08-20,80.9014,80.9295,79.851,80.3386,272078.0
2022-08-21,80.9014,80.9295,79.851,80.3386,272078.0
2022-08-22,79.7103,79.7103,77.9564,78.2284,162433.0
2022-08-23,78.3222,78.6036,76.5356,76.5778,189760.0
2022-08-24,76.484,76.484,75.3398,76.0244,177810.0
2022-08-25,76.1276,76.5778,75.2272,75.6868,265382.0
2022-08-26,76.1557,76.3058,74.5332,74.9271,204355.0
2022-08-27,76.1557,76.3058,74.5332,74.9271,204355.0
2022-08-28,76.1557,76.3058,74.5332,74.9271,204355.0
2022-08-29,74.4863,74.8708,73.661,73.7172,144952.0
2022-08-30,73.6141,74.2612,72.9857,74.0736,210501.0
2022-08-31,73.9142,73.9798,73.2577,73.3702,185769.0
2022-09-01,73.2577,73.3608,72.3151,72.8075,241155.0
2022-09-02,72.9575,74.2424,71.5882,72.1135,175807.0
2022-09-03,72.9575,74.2424,71.5882,72.1135,175807.0
2022-09-04,72.9575,74.2424,71.5882,72.1135,175807.0
2022-09-05,72.9575,74.2424,71.5882,72.1135,175807.0
2022-09-06,72.0853,72.1603,70.5097,71.1381,236506.0
2022-09-07,70.8379,72.4745,70.4956,71.4194,257241.0
2022-09-08,70.8567,72.5355,70.5777,72.0572,221690.0
2022-09-09,72.3573,73.6985,72.0666,73.5765,168303.0
2022-09-10,72.3573,73.6985,72.0666,73.5765,168303.0
2022-09-11,72.3573,73.6985,72.0666,73.5765,168303.0
2022-09-12,73.7078,74.4675,73.3749,74.0267,173234.0
2022-09-13,72.9107,73.0607,71.3725,71.8884,162174.0
2022-09-14,72.029,72.3948,71.6164,72.0478,164102.0
2022-09-15,72.0103,73.3608,71.8931,72.845,153239.0
2022-09-16,72.7231,74.5519,72.1697,73.9611,624981.0
2022-09-17,72.7231,74.5519,72.1697,73.9611,624981.0
2022-09-18,72.7231,74.5519,72.1697,73.9611,624981.0
2022-09-19,73.5859,75.124,73.1639,74.7208,202158.0
2022-09-20,74.3175,75.0875,74.2331,74.8896,156535.0
2022-09-21,75.1428,75.7712,74.2237,74.355,162990.0
2022-09-22,74.5801,74.5801,73.0795,73.5765,134931.0
2022-09-23,72.8969,73.4444,72.354,73.3028,167616.0
2022-09-24,72.8969,73.4444,72.354,73.3028,167616.0
2022-09-25,72.8969,73.4444,72.354,73.3028,167616.0
2022-09-26,72.793,73.7984,72.5948,73.0573,167330.0
2022-09-27,73.2461,73.7465,71.3109,71.6602,150119.0
2022-09-28,71.8112,72.8591,71.292,72.1511,191607.0
2022-09-29,71.5469,71.849,70.8295,71.5564,159865.0
2022-09-30,71.6413,72.4249,70.2527,70.3575,189801.0
2022-10-01,71.6413,72.4249,70.2527,70.3575,189801.0
2022-10-02,71.6413,72.4249,70.2527,70.3575,189801.0
2022-10-03,71.141,71.8018,70.1215,71.4148,158835.0
2022-10-04,72.2172,74.3318,71.5847,74.2751,177640.0
2022-10-05,73.2461,74.1618,72.4815,74.1146,98959.0
2022-10-06,73.8409,74.3459,73.4255,74.209,103594.0
2022-10-07,73.9542,73.9542,72.5193,72.642,139554.0
2022-10-08,73.9542,73.9542,72.5193,72.642,139554.0
