,NXST US Equity,NXST US Equity,NXST US Equity,NXST US Equity,NXST US Equity
2019-02-27,82.9599,84.7557,82.7409,83.652,645104.0
2019-02-28,83.6082,86.0698,83.6082,85.6143,815642.0
2019-03-01,86.1662,89.9658,85.807,88.9607,1766830.0
2019-03-02,86.1662,89.9658,85.807,88.9607,1766830.0
2019-03-03,86.1662,89.9658,85.807,88.9607,1766830.0
2019-03-04,89.3637,89.7053,87.1298,88.2423,648208.0
2019-03-05,88.2686,90.8879,87.5415,89.7929,882324.0
2019-03-06,90.3623,91.1332,89.8542,90.4149,493801.0
2019-03-07,90.4499,90.739,89.2629,89.4425,563945.0
2019-03-08,88.8468,90.7303,88.6366,90.2222,591837.0
2019-03-09,88.8468,90.7303,88.6366,90.2222,591837.0
2019-03-10,88.8468,90.7303,88.6366,90.2222,591837.0
2019-03-11,90.5551,91.2384,89.5914,91.107,487521.0
2019-03-12,91.0632,92.8327,90.9055,92.2896,592630.0
2019-03-13,92.859,94.2869,92.2721,93.4547,597735.0
2019-03-14,93.3233,94.4008,93.297,93.9716,364603.0
2019-03-15,93.9716,94.8888,93.2445,93.3759,559116.0
2019-03-16,93.9716,94.8888,93.2445,93.3759,559116.0
2019-03-17,93.9716,94.8888,93.2445,93.3759,559116.0
2019-03-18,93.6387,93.9891,92.7188,93.4022,672579.0
2019-03-19,93.9978,94.0335,92.3159,92.5524,492982.0
2019-03-20,92.1932,94.3658,91.6939,92.456,756998.0
2019-03-21,92.4473,95.9689,91.3873,95.1805,709504.0
2019-03-22,94.8301,95.0403,91.7027,92.1582,546802.0
2019-03-23,94.8301,95.0403,91.7027,92.1582,546802.0
2019-03-24,94.8301,95.0403,91.7027,92.1582,546802.0
2019-03-25,92.1494,93.1919,91.0281,92.64,661044.0
2019-03-26,92.9116,94.725,92.859,94.4008,468241.0
2019-03-27,94.8826,96.1792,93.7745,95.7324,542603.0
2019-03-28,95.9339,97.537,95.5484,96.7924,625591.0
2019-03-29,97.502,97.502,94.8213,94.9352,557175.0
2019-03-30,97.502,97.502,94.8213,94.9352,557175.0
2019-03-31,97.502,97.502,94.8213,94.9352,557175.0
2019-04-01,95.4959,95.9602,94.3404,95.636,332163.0
2019-04-02,95.636,96.0565,94.5059,95.198,410695.0
2019-04-03,95.636,96.8011,94.7688,96.5997,461198.0
2019-04-04,96.8625,98.3167,96.0828,98.2816,433749.0
2019-04-05,98.2904,99.5869,97.8261,98.7547,584767.0
2019-04-06,98.2904,99.5869,97.8261,98.7547,584767.0
2019-04-07,98.2904,99.5869,97.8261,98.7547,584767.0
2019-04-08,98.5532,99.043,97.0815,97.9225,577605.0
2019-04-09,97.7998,98.6583,97.502,98.2291,611567.0
2019-04-10,98.2466,101.4616,98.2466,100.7433,745364.0
2019-04-11,101.0499,101.4091,100.3797,100.9272,434689.0
2019-04-12,101.2776,101.7507,99.9986,101.4529,416213.0
2019-04-13,101.2776,101.7507,99.9986,101.4529,416213.0
2019-04-14,101.2776,101.7507,99.9986,101.4529,416213.0
2019-04-15,101.558,102.4953,100.7871,102.3464,281929.0
2019-04-16,102.4953,103.7042,102.1186,103.3363,606920.0
2019-04-17,103.7218,105.0621,103.0297,103.2312,313393.0
2019-04-18,103.1786,103.4677,100.971,101.0061,427390.0
2019-04-19,103.1786,103.4677,100.971,101.0061,427390.0
2019-04-20,103.1786,103.4677,100.971,101.0061,427390.0
2019-04-21,103.1786,103.4677,100.971,101.0061,427390.0
2019-04-22,100.9623,101.558,99.5256,99.692,544345.0
2019-04-23,99.6132,101.5229,99.0655,101.1375,345428.0
2019-04-24,100.9097,102.7056,100.5067,101.3565,364844.0
2019-04-25,101.4266,102.6266,100.13,101.996,286192.0
2019-04-26,102.0223,102.6355,101.5317,102.3639,246343.0
2019-04-27,102.0223,102.6355,101.5317,102.3639,246343.0
2019-04-28,102.0223,102.6355,101.5317,102.3639,246343.0
2019-04-29,102.9071,103.3538,102.1274,103.0647,332253.0
2019-04-30,102.6092,103.4414,101.5405,102.5391,331688.0
2019-05-01,103.2049,103.9846,100.9623,101.0324,472772.0
2019-05-02,101.19,102.2982,96.0653,97.4056,867546.0
2019-05-03,97.6772,98.378,96.6522,97.3268,489150.0
2019-05-04,97.6772,98.378,96.6522,97.3268,489150.0
2019-05-05,97.6772,98.378,96.6522,97.3268,489150.0
2019-05-06,95.7674,99.7534,95.4959,98.9825,910828.0
2019-05-07,98.632,99.8672,95.7587,96.4332,605158.0
2019-05-08,96.4595,98.9912,94.6374,94.9002,675299.0
2019-05-09,94.346,97.2775,93.1417,97.1258,460842.0
2019-05-10,96.6947,98.4189,95.1553,98.2166,359409.0
2019-05-11,96.6947,98.4189,95.1553,98.2166,359409.0
2019-05-12,96.6947,98.4189,95.1553,98.2166,359409.0
2019-05-13,96.4396,96.9586,92.1995,93.5103,512631.0
2019-05-14,93.5191,94.2184,92.2347,92.3755,578299.0
2019-05-15,91.3111,93.3299,90.5985,92.4722,719366.0
2019-05-16,92.613,95.5731,92.613,94.7682,359167.0
2019-05-17,93.9061,94.6099,92.8065,93.6422,322979.0
2019-05-18,93.9061,94.6099,92.8065,93.6422,322979.0
2019-05-19,93.9061,94.6099,92.8065,93.6422,322979.0
2019-05-20,93.0352,93.1584,91.8301,92.5514,242789.0
2019-05-21,92.9825,93.5894,91.9972,93.1144,377336.0
2019-05-22,92.7098,93.3343,91.3902,91.4254,230549.0
2019-05-23,90.3082,91.575,88.9711,90.8272,630243.0
2019-05-24,91.2319,92.4283,90.88,91.7597,388449.0
2019-05-25,91.2319,92.4283,90.88,91.7597,388449.0
2019-05-26,91.2319,92.4283,90.88,91.7597,388449.0
2019-05-27,91.2319,92.4283,90.88,91.7597,388449.0
2019-05-28,91.9972,93.8006,91.9972,92.4458,321149.0
2019-05-29,91.4958,93.4443,91.0559,92.1819,364069.0
2019-05-30,92.1731,93.9589,91.8477,92.1907,245745.0
2019-05-31,90.405,91.3111,88.0298,88.1002,653817.0
2019-06-01,90.405,91.3111,88.0298,88.1002,653817.0
2019-06-02,90.405,91.3111,88.0298,88.1002,653817.0
2019-06-03,87.6164,89.3582,86.8775,87.2821,568786.0
2019-06-04,89.3933,89.3933,87.502,89.1031,623281.0
2019-06-05,89.1118,89.8068,87.7835,88.3641,308613.0
2019-06-06,88.1002,88.6192,86.2617,87.1853,364836.0
2019-06-07,87.3525,88.4433,86.2733,86.6223,411990.0
2019-06-08,87.3525,88.4433,86.2733,86.6223,411990.0
2019-06-09,87.3525,88.4433,86.2733,86.6223,411990.0
2019-06-10,86.6399,87.2821,85.6195,87.2469,404235.0
2019-06-11,87.5636,88.3025,86.1297,86.4816,298587.0
2019-06-12,86.1913,87.6164,85.6019,87.2029,376935.0
2019-06-13,87.6604,89.2086,86.7895,88.9183,444562.0
2019-06-14,88.7952,88.7952,87.071,87.3349,223268.0
2019-06-15,88.7952,88.7952,87.071,87.3349,223268.0
2019-06-16,88.7952,88.7952,87.071,87.3349,223268.0
2019-06-17,87.3085,88.7952,86.1297,88.3641,487394.0
2019-06-18,89.6221,91.9884,87.634,89.6309,383758.0
2019-06-19,89.5781,89.842,87.3965,88.0034,348521.0
2019-06-20,88.4697,91.1703,88.241,91.012,637594.0
2019-06-21,90.7129,90.7129,88.7072,89.4813,513448.0
2019-06-22,90.7129,90.7129,88.7072,89.4813,513448.0
2019-06-23,90.7129,90.7129,88.7072,89.4813,513448.0
2019-06-24,89.3933,89.6836,87.3525,87.8275,331826.0
2019-06-25,87.3085,87.7645,85.9098,86.6663,417956.0
2019-06-26,87.0006,87.678,85.8306,86.9302,497794.0
2019-06-27,87.6252,88.1552,86.3321,88.109,359265.0
2019-06-28,88.628,89.93,87.8363,88.8479,5431468.0
2019-06-29,88.628,89.93,87.8363,88.8479,5431468.0
2019-06-30,88.628,89.93,87.8363,88.8479,5431468.0
2019-07-01,90.4226,91.8301,89.7452,91.7421,469717.0
2019-07-02,91.5398,93.695,91.5398,92.5426,496949.0
2019-07-03,93.0704,97.2665,92.5866,97.1346,364497.0
2019-07-04,93.0704,97.2665,92.5866,97.1346,364497.0
2019-07-05,94.4251,97.4249,94.4251,96.8531,407854.0
2019-07-06,94.4251,97.4249,94.4251,96.8531,407854.0
2019-07-07,94.4251,97.4249,94.4251,96.8531,407854.0
2019-07-08,96.6683,96.9146,93.4663,94.302,585959.0
2019-07-09,93.9941,94.7946,93.1496,93.7918,279191.0
2019-07-10,93.9501,96.4836,93.9501,96.3252,474274.0
2019-07-11,96.7299,97.1521,95.4016,96.1933,385766.0
2019-07-12,96.1669,97.3501,96.0789,96.1141,463139.0
2019-07-13,96.1669,97.3501,96.0789,96.1141,463139.0
2019-07-14,96.1669,97.3501,96.0789,96.1141,463139.0
2019-07-15,96.1933,97.2049,92.8329,93.4135,377542.0
2019-07-16,93.2288,95.1509,93.2288,94.0733,449280.0
2019-07-17,93.8182,94.0689,89.2878,91.399,486874.0
2019-07-18,91.6277,92.4371,90.6953,91.8829,306076.0
2019-07-19,92.1907,93.2112,91.443,91.443,294790.0
2019-07-20,92.1907,93.2112,91.443,91.443,294790.0
2019-07-21,92.1907,93.2112,91.443,91.443,294790.0
2019-07-22,91.487,92.5866,89.666,90.6513,583596.0
2019-07-23,91.1527,91.9092,87.4053,87.546,459904.0
2019-07-24,87.027,90.4226,86.0297,90.229,421765.0
2019-07-25,89.9827,91.0911,89.9827,90.6513,274642.0
2019-07-26,90.4842,91.2319,88.9623,89.3318,308331.0
2019-07-27,90.4842,91.2319,88.9623,89.3318,308331.0
2019-07-28,90.4842,91.2319,88.9623,89.3318,308331.0
2019-07-29,89.3758,90.8624,88.8655,90.4314,333618.0
2019-07-30,90.317,91.3287,88.4257,91.1791,376602.0
2019-07-31,90.968,91.5398,89.3054,89.5253,514343.0
2019-08-01,89.6485,92.1336,89.0415,89.279,368037.0
2019-08-02,88.6984,88.6984,86.2441,86.8863,363742.0
2019-08-03,88.6984,88.6984,86.2441,86.8863,363742.0
2019-08-04,88.6984,88.6984,86.2441,86.8863,363742.0
2019-08-05,85.1973,85.5139,83.6666,85.3732,680987.0
2019-08-06,86.1737,86.6487,84.6255,86.2969,639029.0
2019-08-07,83.4819,84.2736,79.9368,83.737,1530793.0
2019-08-08,84.8506,87.1487,83.8519,86.4327,762880.0
2019-08-09,85.8052,86.6846,84.6562,86.1941,451739.0
2019-08-10,85.8052,86.6846,84.6562,86.1941,451739.0
2019-08-11,85.8052,86.6846,84.6562,86.1941,451739.0
2019-08-12,85.487,87.3166,84.9832,86.583,531894.0
2019-08-13,86.2913,90.0523,86.2206,87.7408,559156.0
2019-08-14,86.5034,86.857,80.9174,81.3859,923087.0
2019-08-15,81.3859,81.5008,79.353,80.6434,1867746.0
2019-08-16,81.4124,83.8342,81.0677,83.1006,452325.0
2019-08-17,81.4124,83.8342,81.0677,83.1006,452325.0
2019-08-18,81.4124,83.8342,81.0677,83.1006,452325.0
2019-08-19,84.2231,85.7964,83.9579,84.7622,409566.0
2019-08-20,84.8418,85.3721,83.1094,83.2155,305869.0
2019-08-21,84.0375,84.2761,82.915,83.9226,348038.0
2019-08-22,84.0021,85.9996,83.4409,85.6461,522685.0
2019-08-23,84.6827,86.857,82.4377,82.9857,550350.0
2019-08-24,84.6827,86.857,82.4377,82.9857,550350.0
2019-08-25,84.6827,86.857,82.4377,82.9857,550350.0
2019-08-26,83.9579,84.9131,80.4932,82.2432,528945.0
2019-08-27,82.9061,83.6265,81.4831,81.492,760317.0
2019-08-28,81.3152,82.9415,81.05,82.7294,415700.0
2019-08-29,83.3923,84.5236,83.0034,83.0917,345423.0
2019-08-30,84.3115,87.5199,84.3115,87.405,601547.0
2019-08-31,84.3115,87.5199,84.3115,87.405,601547.0
2019-09-01,84.3115,87.5199,84.3115,87.405,601547.0
2019-09-02,84.3115,87.5199,84.3115,87.405,601547.0
2019-09-03,86.362,86.6449,83.9402,84.1966,426081.0
2019-09-04,84.6297,86.7598,84.4087,86.4239,303682.0
2019-09-05,87.679,87.9883,86.1676,87.5376,343646.0
2019-09-06,87.9706,89.1285,87.511,88.881,392659.0
2019-09-07,87.9706,89.1285,87.511,88.881,392659.0
2019-09-08,87.9706,89.1285,87.511,88.881,392659.0
2019-09-09,88.9164,89.3583,88.1518,88.6689,368707.0
2019-09-10,88.3154,93.7688,88.3065,93.3887,696487.0
2019-09-11,93.3268,96.332,92.7258,95.9342,838983.0
2019-09-12,95.7663,96.5706,92.5844,93.4241,620446.0
2019-09-13,93.4064,94.2107,90.2422,90.304,368097.0
2019-09-14,93.4064,94.2107,90.2422,90.304,368097.0
2019-09-15,93.4064,94.2107,90.2422,90.304,368097.0
2019-09-16,89.4025,94.8029,87.8027,94.5819,513710.0
2019-09-17,93.9014,94.4582,91.0376,91.5061,582100.0
2019-09-18,91.6917,91.9303,90.2068,91.2409,378413.0
2019-09-19,91.5326,91.5414,89.1905,90.0742,550650.0
2019-09-20,92.2751,93.6583,90.6576,91.1967,784799.0
2019-09-21,92.2751,93.6583,90.6576,91.1967,784799.0
2019-09-22,92.2751,93.6583,90.6576,91.1967,784799.0
2019-09-23,91.0376,96.5353,91.0376,96.0757,707764.0
2019-09-24,96.1022,96.1022,89.9682,90.1715,759623.0
2019-09-25,89.8268,91.2674,87.9972,90.4278,454656.0
2019-09-26,90.2952,90.7813,88.2225,89.9859,235455.0
2019-09-27,90.304,91.21,87.9044,88.1121,261371.0
2019-09-28,90.304,91.21,87.9044,88.1121,261371.0
2019-09-29,90.304,91.21,87.9044,88.1121,261371.0
2019-09-30,88.2005,90.9227,88.0237,90.4278,276997.0
2019-10-01,90.578,92.3546,89.7914,89.9947,218227.0
2019-10-02,89.2699,89.7914,86.1234,87.3343,311386.0
2019-10-03,87.0956,87.7674,84.1524,87.5022,382940.0
2019-10-04,87.679,88.9782,86.2383,87.4934,270222.0
2019-10-05,87.679,88.9782,86.2383,87.4934,270222.0
2019-10-06,87.679,88.9782,86.2383,87.4934,270222.0
2019-10-07,87.5729,87.8146,85.7875,87.237,224299.0
2019-10-08,86.1764,86.4062,83.79,83.79,425027.0
2019-10-09,84.7976,85.6373,83.4188,83.7104,251304.0
2019-10-10,83.8519,84.8771,83.3657,84.2496,215014.0
2019-10-11,85.213,88.227,84.4971,87.3519,231682.0
2019-10-12,85.213,88.227,84.4971,87.3519,231682.0
2019-10-13,85.213,88.227,84.4971,87.3519,231682.0
2019-10-14,87.0338,87.0338,85.1688,86.4416,136064.0
2019-10-15,86.4504,86.9807,84.3291,86.0173,306760.0
2019-10-16,85.9996,87.8292,85.9996,87.2282,295414.0
2019-10-17,87.7939,87.7939,86.3134,87.3696,419640.0
2019-10-18,87.3696,87.4359,84.4043,85.7787,592959.0
2019-10-19,87.3696,87.4359,84.4043,85.7787,592959.0
2019-10-20,87.3696,87.4359,84.4043,85.7787,592959.0
2019-10-21,86.3267,88.5717,86.3267,88.4126,362275.0
2019-10-22,88.7484,91.2144,88.3949,90.9581,297018.0
2019-10-23,90.5162,91.6033,89.9505,91.4796,517514.0
2019-10-24,91.9922,92.7612,87.6127,90.3747,675235.0
2019-10-25,90.0654,92.3148,90.0654,91.294,268145.0
2019-10-26,90.0654,92.3148,90.0654,91.294,268145.0
2019-10-27,90.0654,92.3148,90.0654,91.294,268145.0
2019-10-28,91.7624,93.3092,91.294,91.6298,282142.0
2019-10-29,91.3116,92.3369,90.6487,91.0288,366384.0
2019-10-30,91.294,91.294,85.5754,86.5918,491365.0
2019-10-31,86.6095,87.1663,84.064,85.9908,392100.0
2019-11-01,86.8128,87.3343,85.9908,86.3532,230309.0
2019-11-02,86.8128,87.3343,85.9908,86.3532,230309.0
2019-11-03,86.8128,87.3343,85.9908,86.3532,230309.0
2019-11-04,87.3785,90.1361,83.7193,85.3367,384846.0
2019-11-05,85.6461,87.7585,85.3367,85.7522,361668.0
2019-11-06,79.6447,88.4744,79.1497,87.5287,741602.0
2019-11-07,88.4166,90.592,86.8273,90.4854,484868.0
2019-11-08,90.077,94.1746,88.7185,94.0725,746889.0
2019-11-09,90.077,94.1746,88.7185,94.0725,746889.0
2019-11-10,90.077,94.1746,88.7185,94.0725,746889.0
2019-11-11,94.0991,96.4032,93.5575,96.1591,824648.0
2019-11-12,95.8927,96.7717,94.1702,94.3655,849351.0
2019-11-13,93.158,94.9249,90.6363,90.9649,535011.0
2019-11-14,90.3078,92.9626,89.411,90.3611,409280.0
2019-11-15,91.2579,91.4976,89.1556,89.7041,447915.0
2019-11-16,91.2579,91.4976,89.1556,89.7041,447915.0
2019-11-17,91.2579,91.4976,89.1556,89.7041,447915.0
2019-11-18,89.5265,91.3555,88.2701,91.249,593667.0
2019-11-19,91.1336,92.1724,88.976,91.9593,406135.0
2019-11-20,91.8528,93.2734,89.9305,90.2812,651037.0
2019-11-21,90.8406,91.9948,87.8128,89.4998,559645.0
2019-11-22,90.2279,93.3799,89.411,93.0958,409457.0
2019-11-23,90.2279,93.3799,89.411,93.0958,409457.0
2019-11-24,90.2279,93.3799,89.411,93.0958,409457.0
2019-11-25,93.0958,98.0991,93.0781,96.7717,903850.0
2019-11-26,96.7007,96.7007,94.401,96.3011,415900.0
2019-11-27,96.3988,97.2156,93.0869,95.7506,370004.0
2019-11-28,96.3988,97.2156,93.0869,95.7506,370004.0
2019-11-29,95.724,96.4787,95.1113,95.6352,159173.0
2019-11-30,95.724,96.4787,95.1113,95.6352,159173.0
2019-12-01,95.724,96.4787,95.1113,95.6352,159173.0
2019-12-02,95.6618,95.6796,92.9005,92.9981,277529.0
2019-12-03,91.5686,93.4599,89.9615,93.0692,442270.0
2019-12-04,93.7973,95.209,92.9937,94.9249,343347.0
2019-12-05,95.1912,95.795,94.3655,95.502,309677.0
2019-12-06,96.0259,97.1091,95.3067,96.7628,242557.0
2019-12-07,96.0259,97.1091,95.3067,96.7628,242557.0
2019-12-08,96.0259,97.1091,95.3067,96.7628,242557.0
2019-12-09,96.6119,98.1923,96.3455,96.7717,435456.0
2019-12-10,96.8427,97.1579,93.9038,93.966,347245.0
2019-12-11,94.7917,96.2034,94.3786,94.9426,335125.0
2019-12-12,94.6408,96.7806,93.9837,96.0791,481440.0
2019-12-13,95.8838,97.4199,94.8716,95.6174,432579.0
2019-12-14,95.8838,97.4199,94.8716,95.6174,432579.0
2019-12-15,95.8838,97.4199,94.8716,95.6174,432579.0
2019-12-16,96.4965,97.1357,93.5522,94.0103,368589.0
2019-12-17,94.5164,97.5708,93.9393,97.5087,395455.0
2019-12-18,97.2956,102.0369,97.2956,101.4953,824285.0
2019-12-19,101.078,104.381,101.078,104.3543,955664.0
2019-12-20,103.8926,105.0646,102.8183,104.1501,551083.0
2019-12-21,103.8926,105.0646,102.8183,104.1501,551083.0
2019-12-22,103.8926,105.0646,102.8183,104.1501,551083.0
2019-12-23,104.3011,105.078,102.9248,104.1146,353148.0
2019-12-24,104.4431,104.4431,102.6644,103.8038,80814.0
2019-12-25,104.4431,104.4431,102.6644,103.8038,80814.0
2019-12-26,103.8038,105.4553,103.4131,105.4376,217981.0
2019-12-27,105.2689,105.2689,103.5552,104.9492,492142.0
2019-12-28,105.2689,105.2689,103.5552,104.9492,492142.0
2019-12-29,105.2689,105.2689,103.5552,104.9492,492142.0
2019-12-30,105.1179,105.3932,103.5641,103.8749,361307.0
2019-12-31,103.4043,104.492,102.7028,104.1057,300723.0
2020-01-01,103.4043,104.492,102.7028,104.1057,300723.0
2020-01-02,104.816,104.816,101.6906,102.1257,355545.0
2020-01-03,100.3144,103.5552,100.0658,103.4487,1060123.0
2020-01-04,100.3144,103.5552,100.0658,103.4487,1060123.0
2020-01-05,100.3144,103.5552,100.0658,103.4487,1060123.0
2020-01-06,102.4986,103.4398,101.1046,103.1468,390250.0
2020-01-07,105.1179,110.2322,104.4831,109.6284,902248.0
2020-01-08,109.4065,112.15,109.0557,111.4397,844496.0
2020-01-09,111.3953,112.3543,109.2644,109.3621,599849.0
2020-01-10,109.6551,109.6551,106.0502,107.6307,408743.0
2020-01-11,109.6551,109.6551,106.0502,107.6307,408743.0
2020-01-12,109.6551,109.6551,106.0502,107.6307,408743.0
2020-01-13,107.7194,108.634,106.4142,108.2522,387790.0
2020-01-14,108.2344,112.1234,106.6096,110.4986,556928.0
2020-01-15,110.4808,116.0124,110.3387,114.6095,742242.0
2020-01-16,115.1866,116.3675,112.7005,115.4086,758097.0
2020-01-17,115.9058,118.312,115.0002,116.4208,674379.0
2020-01-18,115.9058,118.312,115.0002,116.4208,674379.0
2020-01-19,115.9058,118.312,115.0002,116.4208,674379.0
2020-01-20,115.9058,118.312,115.0002,116.4208,674379.0
2020-01-21,116.6694,116.9003,114.3076,115.2843,533513.0
2020-01-22,115.5596,116.0834,113.5707,113.7749,340641.0
2020-01-23,113.2422,114.5296,111.5019,114.2277,486105.0
2020-01-24,114.0413,114.5562,109.6728,110.907,519187.0
2020-01-25,114.0413,114.5562,109.6728,110.907,519187.0
2020-01-26,114.0413,114.5562,109.6728,110.907,519187.0
2020-01-27,109.0158,110.0901,107.9858,108.8382,988510.0
2020-01-28,109.8238,110.9869,108.7139,109.2111,294134.0
2020-01-29,109.0513,110.0013,108.5008,109.4775,399072.0
2020-01-30,107.897,109.2111,105.9437,108.2966,628894.0
2020-01-31,108.4031,109.513,107.1112,107.5685,599646.0
2020-02-01,108.4031,109.513,107.1112,107.5685,599646.0
2020-02-02,108.4031,109.513,107.1112,107.5685,599646.0
2020-02-03,107.3288,110.8892,107.129,110.321,425596.0
2020-02-04,111.9725,112.1678,108.3676,108.8826,412285.0
2020-02-05,110.2056,112.1323,108.6606,111.0668,404462.0
2020-02-06,111.8748,113.0024,110.978,111.9103,473587.0
2020-02-07,111.4486,111.4486,108.341,108.5097,373515.0
2020-02-08,111.4486,111.4486,108.341,108.5097,373515.0
2020-02-09,111.4486,111.4486,108.341,108.5097,373515.0
2020-02-10,108.0302,110.321,107.897,109.7439,307417.0
2020-02-11,110.6584,112.4786,110.0369,110.7916,255133.0
2020-02-12,111.9547,111.9547,109.8238,111.0757,368371.0
2020-02-13,110.6654,112.7256,110.3621,112.1281,272121.0
2020-02-14,112.8059,113.1537,111.5929,112.3956,271630.0
2020-02-15,112.8059,113.1537,111.5929,112.3956,271630.0
2020-02-16,112.8059,113.1537,111.5929,112.3956,271630.0
2020-02-17,112.8059,113.1537,111.5929,112.3956,271630.0
2020-02-18,112.137,114.5183,111.7579,114.1616,689369.0
2020-02-19,114.4381,116.0524,114.0724,114.5005,356152.0
2020-02-20,114.6878,114.6878,110.1302,110.8348,590287.0
2020-02-21,110.3265,111.2719,107.4278,107.963,439625.0
2020-02-22,110.3265,111.2719,107.4278,107.963,439625.0
2020-02-23,110.3265,111.2719,107.4278,107.963,439625.0
2020-02-24,106.1257,106.1257,103.4589,104.0832,457036.0
2020-02-25,104.7968,105.7422,100.3908,101.586,781348.0
2020-02-26,102.6651,108.5159,93.889,95.4498,1707022.0
2020-02-27,94.326,101.1133,92.1944,99.7754,1356494.0
2020-02-28,97.1087,105.5192,96.8054,102.5492,1110522.0
2020-02-29,97.1087,105.5192,96.8054,102.5492,1110522.0
2020-03-01,97.1087,105.5192,96.8054,102.5492,1110522.0
2020-03-02,102.9238,104.052,95.9938,102.906,1152380.0
2020-03-03,102.6651,106.304,96.8056,97.296,732955.0
2020-03-04,98.8211,100.0519,95.9492,97.8311,714881.0
2020-03-05,95.8868,96.7787,90.9725,91.2579,749629.0
2020-03-06,90.9725,93.3538,85.3715,87.2712,1633339.0
2020-03-07,90.9725,93.3538,85.3715,87.2712,1633339.0
2020-03-08,90.9725,93.3538,85.3715,87.2712,1633339.0
2020-03-09,82.9366,86.4506,74.0356,75.0969,1362885.0
2020-03-10,77.3088,81.3223,75.8283,80.6266,1246912.0
2020-03-11,78.3969,79.2085,71.351,73.2864,1169400.0
2020-03-12,67.3999,68.6753,60.8624,60.8624,1283532.0
2020-03-13,65.3932,71.4045,61.9148,68.4969,1607673.0
2020-03-14,65.3932,71.4045,61.9148,68.4969,1607673.0
