,LAZ US Equity,LAZ US Equity,LAZ US Equity,LAZ US Equity,LAZ US Equity
2019-05-15,26.9097,26.9557,26.4876,26.8943,777384.0
2019-05-16,26.948,27.3547,26.9097,27.1168,622249.0
2019-05-17,27.0171,27.2023,26.5644,26.6104,445331.0
2019-05-18,27.0171,27.2023,26.5644,26.6104,445331.0
2019-05-19,27.0171,27.2023,26.5644,26.6104,445331.0
2019-05-20,26.526,26.8176,26.3649,26.503,1113977.0
2019-05-21,26.7332,27.0516,26.6718,26.7408,1349722.0
2019-05-22,26.6488,26.756,26.1347,26.2037,822645.0
2019-05-23,25.9659,26.081,25.0911,25.1832,1337199.0
2019-05-24,25.4364,25.8584,25.4364,25.5285,1242205.0
2019-05-25,25.4364,25.8584,25.4364,25.5285,1242205.0
2019-05-26,25.4364,25.8584,25.4364,25.5285,1242205.0
2019-05-27,25.4364,25.8584,25.4364,25.5285,1242205.0
2019-05-28,25.4441,25.6282,24.7765,24.8379,956003.0
2019-05-29,24.5463,24.7765,24.2701,24.6768,795949.0
2019-05-30,24.6614,25.0988,24.4389,24.5233,537673.0
2019-05-31,24.1473,24.4466,23.8404,23.9095,1596551.0
2019-06-01,24.1473,24.4466,23.8404,23.9095,1596551.0
2019-06-02,24.1473,24.4466,23.8404,23.9095,1596551.0
2019-06-03,23.9095,25.1141,23.9018,24.8149,1658583.0
2019-06-04,25.3136,26.3725,25.2906,25.9275,1006703.0
2019-06-05,26.0963,26.7485,25.8808,26.0349,1138164.0
2019-06-06,26.0503,26.5068,25.7971,26.3188,575044.0
2019-06-07,26.3879,26.7408,26.1423,26.3725,865717.0
2019-06-08,26.3879,26.7408,26.1423,26.3725,865717.0
2019-06-09,26.3879,26.7408,26.1423,26.3725,865717.0
2019-06-10,26.104,26.5413,25.8738,26.4339,731372.0
2019-06-11,26.6641,26.9941,26.3418,26.7025,805599.0
2019-06-12,26.5797,26.6181,25.6359,25.8738,783091.0
2019-06-13,25.8815,26.3649,25.6436,25.8354,526518.0
2019-06-14,25.8508,25.8508,25.0681,25.728,657425.0
2019-06-15,25.8508,25.8508,25.0681,25.728,657425.0
2019-06-16,25.8508,25.8508,25.0681,25.728,657425.0
2019-06-17,25.728,26.0579,25.4364,25.4748,597450.0
2019-06-18,25.5208,26.4339,25.5208,26.0119,528198.0
2019-06-19,26.1423,26.4109,26.0213,26.2421,849658.0
2019-06-20,26.5951,26.9941,26.3956,26.7792,924597.0
2019-06-21,26.8866,27.4391,26.8559,27.3624,1340096.0
2019-06-22,26.8866,27.4391,26.8559,27.3624,1340096.0
2019-06-23,26.8866,27.4391,26.8559,27.3624,1340096.0
2019-06-24,27.3394,27.7997,26.6718,26.7025,1005978.0
2019-06-25,26.6027,26.7485,25.8508,26.0119,698054.0
2019-06-26,26.1807,26.4416,25.9659,26.2651,760541.0
2019-06-27,26.4032,26.8022,26.3112,26.3265,1161324.0
2019-06-28,26.6334,26.9979,26.127,26.3879,2447632.0
2019-06-29,26.6334,26.9979,26.127,26.3879,2447632.0
2019-06-30,26.6334,26.9979,26.127,26.3879,2447632.0
2019-07-01,26.8866,27.1245,26.3553,26.6795,697005.0
2019-07-02,26.6564,26.9097,26.5337,26.9097,670642.0
2019-07-03,26.9097,26.9787,26.6795,26.8406,348987.0
2019-07-04,26.9097,26.9787,26.6795,26.8406,348987.0
2019-07-05,26.9403,27.2166,26.5145,26.6564,552743.0
2019-07-06,26.9403,27.2166,26.5145,26.6564,552743.0
2019-07-07,26.9403,27.2166,26.5145,26.6564,552743.0
2019-07-08,26.4723,26.8406,26.4032,26.6564,981657.0
2019-07-09,26.4723,27.2396,26.4723,27.1629,703324.0
2019-07-10,27.2396,27.5542,26.9557,26.9634,529335.0
2019-07-11,27.0171,27.1398,26.2728,26.7715,570980.0
2019-07-12,26.7178,27.5005,26.7178,27.3317,1020721.0
2019-07-13,26.7178,27.5005,26.7178,27.3317,1020721.0
2019-07-14,26.7178,27.5005,26.7178,27.3317,1020721.0
2019-07-15,27.5772,28.0299,27.3444,27.4544,859002.0
2019-07-16,27.4161,27.8381,27.3624,27.7767,480404.0
2019-07-17,27.6233,27.9783,27.5082,27.6233,499798.0
2019-07-18,27.4698,27.9992,27.4698,27.7307,495031.0
2019-07-19,27.9302,28.2755,27.8074,27.9225,658914.0
2019-07-20,27.9302,28.2755,27.8074,27.9225,658914.0
2019-07-21,27.9302,28.2755,27.8074,27.9225,658914.0
2019-07-22,27.9762,28.1297,27.5082,27.8458,459107.0
2019-07-23,27.9379,28.2371,27.7844,27.8458,499227.0
2019-07-24,27.6539,29.1962,27.6539,28.9661,952378.0
2019-07-25,30.117,31.268,29.4264,29.649,2103380.0
2019-07-26,29.6106,29.8331,29.0227,29.6183,745034.0
2019-07-27,29.6106,29.8331,29.0227,29.6183,745034.0
2019-07-28,29.6106,29.8331,29.0227,29.6183,745034.0
2019-07-29,29.4878,29.5339,28.874,29.342,889317.0
2019-07-30,29.0812,29.8101,29.0812,29.649,801531.0
2019-07-31,29.695,30.0633,29.5032,29.7027,1014027.0
2019-08-01,29.6413,29.7257,27.5005,28.168,1465593.0
2019-08-02,28.0592,28.0903,27.4141,27.7872,1110807.0
2019-08-03,28.0592,28.0903,27.4141,27.7872,1110807.0
2019-08-04,28.0592,28.0903,27.4141,27.7872,1110807.0
2019-08-05,27.1498,27.2276,26.2016,26.528,969340.0
2019-08-06,26.7923,26.8389,26.2948,26.7301,491680.0
2019-08-07,26.2171,26.5902,25.7818,26.2638,523554.0
2019-08-08,26.5669,26.8078,26.357,26.7845,829153.0
2019-08-09,26.6135,26.7534,26.1549,26.2638,239330.0
2019-08-10,26.6135,26.7534,26.1549,26.2638,239330.0
2019-08-11,26.6135,26.7534,26.1549,26.2638,239330.0
2019-08-12,25.9218,26.085,24.9635,25.0668,592658.0
2019-08-13,24.989,26.2871,24.989,25.8363,385937.0
2019-08-14,25.0745,25.4243,24.7792,24.8414,1133885.0
2019-08-15,24.9657,25.3466,24.7792,25.2533,497089.0
2019-08-16,25.4943,25.8518,25.4632,25.743,505935.0
2019-08-17,25.4943,25.8518,25.4632,25.743,505935.0
2019-08-18,25.4943,25.8518,25.4632,25.743,505935.0
2019-08-19,26.3104,26.8078,26.1694,26.5047,972987.0
2019-08-20,26.3337,26.6291,25.9311,26.4347,453061.0
2019-08-21,26.7767,26.7767,26.2093,26.5669,327676.0
2019-08-22,26.6757,27.0721,26.4736,26.8622,305846.0
2019-08-23,26.7379,26.8312,25.9218,26.015,491403.0
2019-08-24,26.7379,26.8312,25.9218,26.015,491403.0
2019-08-25,26.7379,26.8312,25.9218,26.015,491403.0
2019-08-26,26.2715,26.6757,26.0772,26.3959,720451.0
2019-08-27,26.5513,26.6057,25.9528,26.1783,382171.0
2019-08-28,25.9684,26.357,25.1989,26.2171,675010.0
2019-08-29,26.5669,26.699,26.427,26.6446,246940.0
2019-08-30,26.8156,26.9788,26.5202,26.6912,315496.0
2019-08-31,26.8156,26.9788,26.5202,26.6912,315496.0
2019-09-01,26.8156,26.9788,26.5202,26.6912,315496.0
2019-09-02,26.8156,26.9788,26.5202,26.6912,315496.0
2019-09-03,26.4503,26.5436,25.844,26.186,865162.0
2019-09-04,26.5125,26.7612,26.3891,26.6757,369362.0
2019-09-05,27.0954,27.9582,27.0461,27.5773,648670.0
2019-09-06,27.6706,28.2769,27.5462,27.8261,767673.0
2019-09-07,27.6706,28.2769,27.5462,27.8261,767673.0
2019-09-08,27.6706,28.2769,27.5462,27.8261,767673.0
2019-09-09,28.0825,29.1012,27.997,28.9531,777320.0
2019-09-10,28.9764,29.8936,28.9298,29.8081,812504.0
2019-09-11,29.8081,30.3211,29.4428,30.1889,961756.0
2019-09-12,29.8858,30.2744,29.3339,30.1812,897362.0
2019-09-13,30.2589,30.7952,29.299,29.3884,1000970.0
2019-09-14,30.2589,30.7952,29.299,29.3884,1000970.0
2019-09-15,30.2589,30.7952,29.299,29.3884,1000970.0
2019-09-16,29.1707,29.4739,28.5372,28.8909,636229.0
2019-09-17,28.7665,28.7665,28.2535,28.4245,1411403.0
2019-09-18,28.238,28.409,27.966,28.1758,725920.0
2019-09-19,28.0204,28.4556,27.8805,27.9038,779859.0
2019-09-20,27.8649,28.1292,27.4452,27.4452,1202038.0
2019-09-21,27.8649,28.1292,27.4452,27.4452,1202038.0
2019-09-22,27.8649,28.1292,27.4452,27.4452,1202038.0
2019-09-23,27.2042,27.6395,26.9322,27.2509,649628.0
2019-09-24,27.2509,27.4763,26.6057,26.7146,1007357.0
2019-09-25,26.7068,27.6784,26.5747,27.4141,1415345.0
2019-09-26,27.3364,27.395,26.8933,26.9555,1029225.0
2019-09-27,27.0099,27.3519,26.8001,26.94,450193.0
2019-09-28,27.0099,27.3519,26.8001,26.94,450193.0
2019-09-29,27.0099,27.3519,26.8001,26.94,450193.0
2019-09-30,27.0255,27.3597,26.9711,27.2042,601110.0
2019-10-01,27.3131,27.4413,26.2249,26.5125,510810.0
2019-10-02,26.1783,26.4037,25.9528,26.3881,609323.0
2019-10-03,26.3803,26.7301,25.8246,26.6446,1172671.0
2019-10-04,26.6135,26.8778,26.3337,26.8778,696031.0
2019-10-05,26.6135,26.8778,26.3337,26.8778,696031.0
2019-10-06,26.6135,26.8778,26.3337,26.8778,696031.0
2019-10-07,26.7301,27.725,26.5125,27.0799,749825.0
2019-10-08,26.7923,27.554,26.5436,27.1498,592714.0
2019-10-09,27.3675,27.5307,27.1576,27.2742,390310.0
2019-10-10,27.3752,27.7328,27.3675,27.7172,631926.0
2019-10-11,28.168,28.8831,28.0903,28.4245,900290.0
2019-10-12,28.168,28.8831,28.0903,28.4245,900290.0
2019-10-13,28.168,28.8831,28.0903,28.4245,900290.0
2019-10-14,28.2225,28.6033,28.0515,28.2846,456071.0
2019-10-15,28.3313,29.4194,28.2147,29.3417,726077.0
2019-10-16,29.2407,29.4972,28.8754,29.0852,857131.0
2019-10-17,29.3495,29.4194,28.51,28.7899,898587.0
2019-10-18,28.681,28.9298,28.4972,28.7665,544197.0
2019-10-19,28.681,28.9298,28.4972,28.7665,544197.0
2019-10-20,28.681,28.9298,28.4972,28.7665,544197.0
2019-10-21,28.9531,29.0075,28.6733,28.8909,525702.0
2019-10-22,29.0541,29.1357,28.6422,28.7044,495041.0
2019-10-23,28.4634,29.1474,27.8571,29.093,556738.0
2019-10-24,29.2174,29.3262,28.9725,29.1008,364992.0
2019-10-25,29.0697,29.3417,29.0697,29.1785,320565.0
2019-10-26,29.0697,29.3417,29.0697,29.1785,320565.0
2019-10-27,29.0697,29.3417,29.0697,29.1785,320565.0
2019-10-28,29.2795,29.9635,29.264,29.9558,492782.0
2019-10-29,29.9558,30.1967,29.7303,30.1112,1050994.0
2019-10-30,30.0102,30.3055,29.4194,29.878,1224821.0
2019-10-31,29.8314,29.8314,28.5645,29.0153,994150.0
2019-11-01,29.2718,29.2718,28.7044,29.0541,601055.0
2019-11-02,29.2718,29.2718,28.7044,29.0541,601055.0
2019-11-03,29.2718,29.2718,28.7044,29.0541,601055.0
2019-11-04,29.3029,29.606,29.0153,29.5671,599385.0
2019-11-05,29.7303,30.2433,29.5205,30.1501,455006.0
2019-11-06,30.1112,30.1501,29.6448,29.8314,281399.0
2019-11-07,30.1934,30.4688,30.0832,30.2327,527079.0
2019-11-08,30.2091,30.3114,29.9022,30.2563,395198.0
2019-11-09,30.2091,30.3114,29.9022,30.2563,395198.0
2019-11-10,30.2091,30.3114,29.9022,30.2563,395198.0
2019-11-11,29.973,30.4845,29.8943,30.335,443380.0
2019-11-12,30.3429,30.6026,30.1147,30.2563,629916.0
2019-11-13,29.9573,30.2406,29.6819,29.7134,367624.0
2019-11-14,29.5324,29.918,29.5009,29.7291,239166.0
2019-11-15,29.9337,30.2012,29.5481,29.7448,345567.0
2019-11-16,29.9337,30.2012,29.5481,29.7448,345567.0
2019-11-17,29.9337,30.2012,29.5481,29.7448,345567.0
2019-11-18,29.5717,29.8235,29.3671,29.5796,550096.0
2019-11-19,29.674,29.733,29.257,29.6111,466133.0
2019-11-20,29.2727,29.5166,29.0445,29.4143,644672.0
2019-11-21,29.5088,29.6425,29.1783,29.2412,462634.0
2019-11-22,29.2806,29.7606,29.1783,29.5717,544642.0
2019-11-23,29.2806,29.7606,29.1783,29.5717,544642.0
2019-11-24,29.2806,29.7606,29.1783,29.5717,544642.0
2019-11-25,29.7763,30.2878,29.5072,30.2642,746408.0
2019-11-26,30.154,30.7521,30.154,30.6498,875919.0
2019-11-27,30.7835,30.8138,30.1383,30.7285,847267.0
2019-11-28,30.7835,30.8138,30.1383,30.7285,847267.0
2019-11-29,30.7363,30.7363,30.1383,30.4058,1216623.0
2019-11-30,30.7363,30.7363,30.1383,30.4058,1216623.0
2019-12-01,30.7363,30.7363,30.1383,30.4058,1216623.0
2019-12-02,30.4058,30.634,29.9337,30.5081,1061843.0
2019-12-03,30.1068,30.1855,29.2884,29.792,368253.0
2019-12-04,29.8786,30.0911,29.7448,29.8393,354653.0
2019-12-05,29.8707,30.0596,29.6053,29.918,347936.0
2019-12-06,30.2563,30.6576,30.0596,30.5239,453631.0
2019-12-07,30.2563,30.6576,30.0596,30.5239,453631.0
2019-12-08,30.2563,30.6576,30.0596,30.5239,453631.0
2019-12-09,30.3744,30.5396,29.9258,29.9416,436096.0
2019-12-10,29.9101,30.1383,29.6347,29.7763,268994.0
2019-12-11,29.7291,30.1422,29.5717,29.6268,403219.0
2019-12-12,29.7684,30.6655,29.6638,30.5553,828550.0
2019-12-13,30.5081,30.9488,30.3822,30.6026,588251.0
2019-12-14,30.5081,30.9488,30.3822,30.6026,588251.0
2019-12-15,30.5081,30.9488,30.3822,30.6026,588251.0
2019-12-16,30.9094,30.9763,30.5081,30.7521,1143077.0
2019-12-17,30.7914,31.2714,30.7442,31.0826,1518881.0
2019-12-18,31.0826,31.1613,30.5711,30.5947,809511.0
2019-12-19,30.5947,30.8071,30.453,30.5396,1432319.0
2019-12-20,30.6734,30.9567,30.453,30.6183,1434730.0
2019-12-21,30.6734,30.9567,30.453,30.6183,1434730.0
2019-12-22,30.6734,30.9567,30.453,30.6183,1434730.0
2019-12-23,30.6498,31.3737,30.5609,31.1613,1251772.0
2019-12-24,31.2399,31.5783,31.177,31.2793,216086.0
2019-12-25,31.2399,31.5783,31.177,31.2793,216086.0
2019-12-26,31.3344,31.5468,31.1849,31.3422,341309.0
2019-12-27,31.3973,31.4603,31.1062,31.1219,319777.0
2019-12-28,31.3973,31.4603,31.1062,31.1219,319777.0
2019-12-29,31.3973,31.4603,31.1062,31.1219,319777.0
2019-12-30,31.2478,31.4013,30.9567,31.0826,325913.0
2019-12-31,30.9094,31.4524,30.9094,31.4445,550030.0
2020-01-01,30.9094,31.4524,30.9094,31.4445,550030.0
2020-01-02,31.4996,32.1449,31.4131,32.0741,940924.0
2020-01-03,31.5547,31.8459,31.2793,31.8144,565801.0
2020-01-04,31.5547,31.8459,31.2793,31.8144,565801.0
2020-01-05,31.5547,31.8459,31.2793,31.8144,565801.0
2020-01-06,31.6177,32.3967,31.4288,32.3337,998231.0
2020-01-07,32.3967,32.6957,32.1291,32.5619,647927.0
2020-01-08,32.5855,33.8052,32.4124,33.4905,2516373.0
2020-01-09,33.7974,34.4426,33.6006,34.12,1705060.0
2020-01-10,34.0256,34.6079,33.8367,34.0098,1711682.0
2020-01-11,34.0256,34.6079,33.8367,34.0098,1711682.0
2020-01-12,34.0256,34.6079,33.8367,34.0098,1711682.0
2020-01-13,34.4269,34.9384,34.0885,34.7731,1245481.0
2020-01-14,34.8125,34.8597,34.5685,34.7417,747828.0
2020-01-15,34.6236,35.2295,34.4269,34.6157,611271.0
2020-01-16,34.6708,35.3712,34.6236,35.0564,881963.0
2020-01-17,35.1351,35.2531,34.7495,34.8125,1339301.0
2020-01-18,35.1351,35.2531,34.7495,34.8125,1339301.0
2020-01-19,35.1351,35.2531,34.7495,34.8125,1339301.0
2020-01-20,35.1351,35.2531,34.7495,34.8125,1339301.0
2020-01-21,34.663,34.7417,33.9626,34.0728,1657909.0
2020-01-22,34.3167,34.5135,33.8918,33.9784,1183765.0
2020-01-23,33.8131,33.8367,33.3488,33.3567,684690.0
2020-01-24,33.4511,33.695,32.9475,32.9869,650610.0
2020-01-25,33.4511,33.695,32.9475,32.9869,650610.0
2020-01-26,33.4511,33.695,32.9475,32.9869,650610.0
2020-01-27,32.7193,32.7665,32.3259,32.4754,758197.0
2020-01-28,32.68,33.1128,32.4203,32.7744,305932.0
2020-01-29,33.0577,33.7659,33.0505,33.5849,789066.0
2020-01-30,33.6164,34.7731,32.9318,33.6793,903735.0
2020-01-31,33.5613,33.7816,32.5541,33.0183,979405.0
2020-02-01,33.5613,33.7816,32.5541,33.0183,979405.0
2020-02-02,33.5613,33.7816,32.5541,33.0183,979405.0
2020-02-03,33.0892,33.7895,32.4124,32.5069,875302.0
2020-02-04,33.1836,33.9469,33.16,33.3174,1003627.0
2020-02-05,33.9548,34.7692,33.8761,34.4426,746730.0
2020-02-06,34.6157,34.8203,34.3167,34.5213,1395437.0
2020-02-07,34.2931,34.5921,34.0492,34.2459,705472.0
2020-02-08,34.2931,34.5921,34.0492,34.2459,705472.0
2020-02-09,34.2931,34.5921,34.0492,34.2459,705472.0
2020-02-10,34.2223,34.4033,33.9469,34.3954,902761.0
2020-02-11,34.5292,34.6157,33.8761,33.9548,693298.0
2020-02-12,34.2302,34.5056,34.0492,34.2538,444178.0
2020-02-13,34.0098,34.1515,33.6951,33.7502,442494.0
2020-02-14,33.6547,34.0207,33.3921,33.6626,473469.0
2020-02-15,33.6547,34.0207,33.3921,33.6626,473469.0
2020-02-16,33.6547,34.0207,33.3921,33.6626,473469.0
2020-02-17,33.6547,34.0207,33.3921,33.6626,473469.0
2020-02-18,33.6149,33.8297,33.3762,33.6945,256176.0
2020-02-19,33.8138,33.9172,33.5831,33.774,552036.0
2020-02-20,33.599,33.9888,33.2569,33.3842,672077.0
2020-02-21,33.2012,33.4558,32.7397,32.9545,929899.0
2020-02-22,33.2012,33.4558,32.7397,32.9545,929899.0
2020-02-23,33.2012,33.4558,32.7397,32.9545,929899.0
2020-02-24,32.1669,32.1669,31.1962,31.2121,667767.0
2020-02-25,31.1962,31.236,29.9948,30.2653,686983.0
2020-02-26,30.2972,30.6313,29.9073,30.0744,651157.0
2020-02-27,29.2867,29.9391,28.5945,28.9923,1011522.0
2020-02-28,27.9978,28.5548,26.8044,28.4991,1447909.0
2020-02-29,27.9978,28.5548,26.8044,28.4991,1447909.0
2020-03-01,27.9978,28.5548,26.8044,28.4991,1447909.0
2020-03-02,28.6264,30.2017,28.3878,30.1937,1011583.0
2020-03-03,29.971,30.7268,28.9128,29.3106,1031080.0
2020-03-04,29.6448,29.8715,29.1236,29.7959,832423.0
2020-03-05,28.8491,29.2867,27.3772,27.7114,1055059.0
2020-03-06,26.5896,27.4727,26.5816,26.9635,1111637.0
2020-03-07,26.5896,27.4727,26.5816,26.9635,1111637.0
2020-03-08,26.5896,27.4727,26.5816,26.9635,1111637.0
