,ASIX US Equity,ASIX US Equity,ASIX US Equity,ASIX US Equity,ASIX US Equity
2019-02-17,31.1428,31.496,30.3411,30.8661,235110.0
2019-02-18,31.1428,31.496,30.3411,30.8661,235110.0
2019-02-19,30.5606,32.4886,30.5606,32.1736,213398.0
2019-02-20,32.3645,32.7797,32.04,32.355,338684.0
2019-02-21,32.2213,32.8417,31.706,32.145,228799.0
2019-02-22,31.7346,33.233,30.7802,31.6964,255426.0
2019-02-23,31.7346,33.233,30.7802,31.6964,255426.0
2019-02-24,31.7346,33.233,30.7802,31.6964,255426.0
2019-02-25,32.1545,33.3285,32.1545,32.7845,205490.0
2019-02-26,32.6317,32.9467,31.8205,32.0209,147734.0
2019-02-27,31.8873,32.0036,31.6391,31.7728,119887.0
2019-02-28,31.7728,31.83,31.1906,31.2574,170150.0
2019-03-01,31.5628,31.7107,31.076,31.496,212398.0
2019-03-02,31.5628,31.7107,31.076,31.496,212398.0
2019-03-03,31.5628,31.7107,31.076,31.496,212398.0
2019-03-04,31.4769,31.6582,31.0665,31.3624,145700.0
2019-03-05,31.3242,31.6296,31.1238,31.1906,189504.0
2019-03-06,31.2192,31.496,30.9615,30.9997,150771.0
2019-03-07,30.9233,30.9233,30.303,30.4557,164616.0
2019-03-08,30.1789,30.4175,29.8067,30.1502,182819.0
2019-03-09,30.1789,30.4175,29.8067,30.1502,182819.0
2019-03-10,30.1789,30.4175,29.8067,30.1502,182819.0
2019-03-11,30.2839,30.6847,30.0071,30.5225,156116.0
2019-03-12,30.3316,30.7086,29.5394,29.6158,286039.0
2019-03-13,29.6539,30.1789,29.4726,29.7685,137415.0
2019-03-14,29.6539,29.8639,28.7854,29.0717,163016.0
2019-03-15,28.9572,29.5394,28.6709,28.7759,464095.0
2019-03-16,28.9572,29.5394,28.6709,28.7759,464095.0
2019-03-17,28.9572,29.5394,28.6709,28.7759,464095.0
2019-03-18,28.69,29.2149,28.5182,29.0336,179326.0
2019-03-19,29.1863,29.4344,28.6423,28.6995,141769.0
2019-03-20,28.7091,29.0574,28.3082,28.6136,166669.0
2019-03-21,28.3559,29.4392,28.3559,28.795,209216.0
2019-03-22,28.4418,28.5182,27.0579,27.1152,158954.0
2019-03-23,28.4418,28.5182,27.0579,27.1152,158954.0
2019-03-24,28.4418,28.5182,27.0579,27.1152,158954.0
2019-03-25,27.1438,27.7728,27.1438,27.182,185471.0
2019-03-26,27.3442,27.9169,27.2297,27.3347,180918.0
2019-03-27,27.2011,27.4492,26.7907,27.0006,180389.0
2019-03-28,27.0006,27.4874,27.0006,27.2011,127717.0
2019-03-29,27.3252,27.5542,26.9434,27.2679,176069.0
2019-03-30,27.3252,27.5542,26.9434,27.2679,176069.0
2019-03-31,27.3252,27.5542,26.9434,27.2679,176069.0
2019-04-01,27.5351,28.3368,27.4779,28.1173,277492.0
2019-04-02,28.0982,28.3464,27.6783,27.6974,110266.0
2019-04-03,27.9742,28.5182,27.8724,28.1555,134880.0
2019-04-04,28.2128,29.1767,28.2128,29.0527,166424.0
2019-04-05,29.1195,29.3581,28.9858,29.1195,120426.0
2019-04-06,29.1195,29.3581,28.9858,29.1195,120426.0
2019-04-07,29.1195,29.3581,28.9858,29.1195,120426.0
2019-04-08,28.9286,29.0431,28.5086,28.7091,139629.0
2019-04-09,28.6327,28.7282,28.2509,28.4705,227876.0
2019-04-10,28.4991,29.1672,28.2509,29.0049,117017.0
2019-04-11,28.9858,29.2388,28.4895,28.8522,110355.0
2019-04-12,29.1863,29.5299,28.9668,29.1386,75344.0
2019-04-13,29.1863,29.5299,28.9668,29.1386,75344.0
2019-04-14,29.1863,29.5299,28.9668,29.1386,75344.0
2019-04-15,29.2722,29.2913,28.9572,29.024,61793.0
2019-04-16,29.1195,29.3772,28.8522,29.3676,93041.0
2019-04-17,29.5871,29.6158,29.0813,29.1195,144828.0
2019-04-18,29.0431,29.2817,28.6232,28.9477,72751.0
2019-04-19,29.0431,29.2817,28.6232,28.9477,72751.0
2019-04-20,29.0431,29.2817,28.6232,28.9477,72751.0
2019-04-21,29.0431,29.2817,28.6232,28.9477,72751.0
2019-04-22,28.8809,29.0908,28.5659,28.6327,49557.0
2019-04-23,28.6613,29.339,28.3941,29.129,129005.0
2019-04-24,28.9858,29.3294,28.8236,29.024,151647.0
2019-04-25,28.8618,29.0813,28.27,28.3082,78344.0
2019-04-26,28.3082,28.8618,28.2032,28.8236,71309.0
2019-04-27,28.3082,28.8618,28.2032,28.8236,71309.0
2019-04-28,28.3082,28.8618,28.2032,28.8236,71309.0
2019-04-29,28.8236,29.2531,28.585,29.1195,84093.0
2019-04-30,29.1767,29.1767,28.8236,28.8522,156276.0
2019-05-01,28.8331,29.2245,28.0696,28.146,489039.0
2019-05-02,28.0887,28.8236,28.0887,28.6232,213292.0
2019-05-03,28.8522,32.0877,28.7329,31.8491,264548.0
2019-05-04,28.8522,32.0877,28.7329,31.8491,264548.0
2019-05-05,28.8522,32.0877,28.7329,31.8491,264548.0
2019-05-06,31.0665,31.1094,30.2505,30.9424,270609.0
2019-05-07,30.5416,30.5416,29.568,29.8353,260021.0
2019-05-08,29.778,29.778,28.9429,29.0813,181360.0
2019-05-09,28.5659,28.7387,27.6974,28.1078,131239.0
2019-05-10,27.8978,27.9742,27.0865,27.7928,146507.0
2019-05-11,27.8978,27.9742,27.0865,27.7928,146507.0
2019-05-12,27.8978,27.9742,27.0865,27.7928,146507.0
2019-05-13,27.0675,27.1247,26.2944,26.3612,124928.0
2019-05-14,26.3135,26.459,25.3686,25.884,227744.0
2019-05-15,25.5213,26.4853,25.5213,26.3039,158016.0
2019-05-16,26.4471,26.75,26.261,26.5807,131166.0
2019-05-17,26.2562,26.4471,25.9603,25.9794,148713.0
2019-05-18,26.2562,26.4471,25.9603,25.9794,148713.0
2019-05-19,26.2562,26.4471,25.9603,25.9794,148713.0
2019-05-20,25.6931,26.2467,25.5404,25.6454,187336.0
2019-05-21,26.0939,26.9625,26.0749,26.6571,198497.0
2019-05-22,26.5139,26.5234,25.9985,26.2085,137038.0
2019-05-23,25.8267,25.8267,24.9582,25.2159,126095.0
2019-05-24,25.3781,25.3781,24.8961,25.1777,115569.0
2019-05-25,25.3781,25.3781,24.8961,25.1777,115569.0
2019-05-26,25.3781,25.3781,24.8961,25.1777,115569.0
2019-05-27,25.3781,25.3781,24.8961,25.1777,115569.0
2019-05-28,25.0918,25.3018,24.8341,24.8818,118782.0
2019-05-29,24.7578,24.815,24.1946,24.6528,165498.0
2019-05-30,24.6909,24.8723,23.956,24.0419,129569.0
2019-05-31,23.6124,23.7708,23.0016,23.2689,141427.0
2019-06-01,23.6124,23.7708,23.0016,23.2689,141427.0
2019-06-02,23.6124,23.7708,23.0016,23.2689,141427.0
2019-06-03,23.4025,24.0897,23.3357,24.0515,148635.0
2019-06-04,24.4523,25.2254,24.2424,25.2159,160135.0
2019-06-05,25.3686,25.3686,24.376,24.5478,89841.0
2019-06-06,24.5096,24.6719,24.0515,24.5478,112956.0
2019-06-07,24.7864,25.0727,24.3187,24.8818,93327.0
2019-06-08,24.7864,25.0727,24.3187,24.8818,93327.0
2019-06-09,24.7864,25.0727,24.3187,24.8818,93327.0
2019-06-10,25.2922,25.4354,24.8293,25.1109,147446.0
2019-06-11,25.464,25.8363,25.2922,25.3877,268802.0
2019-06-12,25.235,25.2625,24.7959,24.9009,232474.0
2019-06-13,25.1109,25.779,25.1109,25.6072,89750.0
2019-06-14,25.6072,25.6072,25.1491,25.2636,89109.0
2019-06-15,25.6072,25.6072,25.1491,25.2636,89109.0
2019-06-16,25.6072,25.6072,25.1491,25.2636,89109.0
2019-06-17,25.2159,25.6931,24.8532,24.9295,137858.0
2019-06-18,25.2254,25.5786,25.0059,25.2731,91350.0
2019-06-19,25.3495,25.359,24.5287,24.5478,101363.0
2019-06-20,24.9773,25.1586,24.5287,25.1586,106647.0
2019-06-21,24.9773,25.0918,24.0515,24.4046,369054.0
2019-06-22,24.9773,25.0918,24.0515,24.4046,369054.0
2019-06-23,24.9773,25.0918,24.0515,24.4046,369054.0
2019-06-24,24.2901,24.8532,23.7938,23.832,126567.0
2019-06-25,23.7556,23.7556,23.4359,23.4979,87687.0
2019-06-26,23.5265,23.5265,22.4385,22.6198,150658.0
2019-06-27,22.6485,23.1257,22.4815,23.1161,170285.0
2019-06-28,23.1734,23.6983,23.1734,23.3166,683942.0
2019-06-29,23.1734,23.6983,23.1734,23.3166,683942.0
2019-06-30,23.1734,23.6983,23.1734,23.3166,683942.0
2019-07-01,23.6697,24.0419,23.4597,23.9847,321173.0
2019-07-02,23.9179,23.9179,23.0971,23.2307,85418.0
2019-07-03,23.2879,23.9751,23.1314,23.8701,71320.0
2019-07-04,23.2879,23.9751,23.1314,23.8701,71320.0
2019-07-05,23.6124,24.2328,23.5456,24.1087,72393.0
2019-07-06,23.6124,24.2328,23.5456,24.1087,72393.0
2019-07-07,23.6124,24.2328,23.5456,24.1087,72393.0
2019-07-08,23.9369,24.0324,23.4979,23.5647,130600.0
2019-07-09,23.3452,23.5925,22.806,23.1639,218700.0
2019-07-10,23.3643,23.6793,23.2211,23.3166,150245.0
2019-07-11,23.3166,23.3166,22.5244,22.6867,161467.0
2019-07-12,22.6676,23.6315,22.6294,23.4216,117772.0
2019-07-13,22.6676,23.6315,22.6294,23.4216,117772.0
2019-07-14,22.6676,23.6315,22.6294,23.4216,117772.0
2019-07-15,23.5361,23.5934,23.1114,23.4311,128671.0
2019-07-16,23.4502,24.2996,23.4502,23.8797,105474.0
2019-07-17,23.8224,23.894,23.5313,23.5838,109067.0
2019-07-18,23.5456,23.8033,23.3357,23.6602,96063.0
2019-07-19,23.6411,24.1756,23.6411,23.7174,183913.0
2019-07-20,23.6411,24.1756,23.6411,23.7174,183913.0
2019-07-21,23.6411,24.1756,23.6411,23.7174,183913.0
2019-07-22,23.7174,23.9274,23.5456,23.8701,108166.0
2019-07-23,24.0419,24.7291,24.0419,24.4142,158482.0
2019-07-24,24.481,25.359,24.4619,25.2827,109103.0
2019-07-25,25.2827,25.2827,24.0324,24.1374,105013.0
2019-07-26,24.2996,25.1968,24.0515,25.0632,134148.0
2019-07-27,24.2996,25.1968,24.0515,25.0632,134148.0
2019-07-28,24.2996,25.1968,24.0515,25.0632,134148.0
2019-07-29,24.8723,25.0059,24.1469,24.3092,107725.0
2019-07-30,24.0419,24.8723,23.7174,24.71,108605.0
2019-07-31,24.5096,25.0632,24.3283,24.4714,178386.0
2019-08-01,25.6454,25.6454,23.2689,23.3357,232316.0
2019-08-02,23.1639,24.3951,23.1639,23.9179,179983.0
2019-08-03,23.1639,24.3951,23.1639,23.9179,179983.0
2019-08-04,23.1639,24.3951,23.1639,23.9179,179983.0
2019-08-05,23.3834,23.5743,21.7513,22.1713,335327.0
2019-08-06,22.2858,22.3947,21.2741,21.9517,164323.0
2019-08-07,21.5413,21.8754,21.4125,21.7036,133015.0
2019-08-08,21.9327,23.0112,21.8849,22.6294,178476.0
2019-08-09,22.4671,22.4671,21.7609,21.9708,138598.0
2019-08-10,22.4671,22.4671,21.7609,21.9708,138598.0
2019-08-11,22.4671,22.4671,21.7609,21.9708,138598.0
2019-08-12,21.6559,21.9136,21.1691,21.4745,140180.0
2019-08-13,21.3505,22.2858,21.3344,21.6368,140191.0
2019-08-14,20.9591,21.045,20.3197,20.4819,172973.0
2019-08-15,20.5392,20.8255,20.3483,20.7015,113152.0
2019-08-16,20.9305,21.6272,20.7873,21.5032,102685.0
2019-08-17,20.9305,21.6272,20.7873,21.5032,102685.0
2019-08-18,20.9305,21.6272,20.7873,21.5032,102685.0
2019-08-19,21.8181,22.1283,21.1978,21.2836,177185.0
2019-08-20,21.045,21.3886,20.606,21.2073,224882.0
2019-08-21,21.6177,21.7322,21.3027,21.5413,118723.0
2019-08-22,21.5604,21.7418,20.9878,21.2646,120843.0
2019-08-23,20.9973,21.3075,20.4151,20.4819,253842.0
2019-08-24,20.9973,21.3075,20.4151,20.4819,253842.0
2019-08-25,20.9973,21.3075,20.4151,20.4819,253842.0
2019-08-26,20.8064,20.921,20.4342,20.8446,93002.0
2019-08-27,21.1023,21.2168,20.3388,20.3865,95184.0
2019-08-28,20.2815,21.026,20.2815,20.5487,180880.0
2019-08-29,20.9687,21.6177,20.9687,21.3505,94248.0
2019-08-30,21.4745,21.6368,21.1882,21.3218,81920.0
2019-08-31,21.4745,21.6368,21.1882,21.3218,81920.0
2019-09-01,21.4745,21.6368,21.1882,21.3218,81920.0
2019-09-02,21.4745,21.6368,21.1882,21.3218,81920.0
2019-09-03,21.045,21.3218,20.816,21.2455,150670.0
2019-09-04,21.5413,21.7609,21.3506,21.7227,113044.0
2019-09-05,22.0376,22.9348,21.8945,22.658,148389.0
2019-09-06,22.429,22.6485,22.0281,22.4862,121282.0
2019-09-07,22.429,22.6485,22.0281,22.4862,121282.0
2019-09-08,22.429,22.6485,22.0281,22.4862,121282.0
2019-09-09,22.6103,23.3261,22.5244,23.2879,148303.0
2019-09-10,23.1352,24.2901,23.1352,24.2805,112852.0
2019-09-11,24.481,25.1872,23.7977,25.1586,139173.0
2019-09-12,25.1777,25.2159,24.1946,25.13,112404.0
2019-09-13,25.4736,25.9794,24.8436,25.7026,157568.0
2019-09-14,25.4736,25.9794,24.8436,25.7026,157568.0
2019-09-15,25.4736,25.9794,24.8436,25.7026,157568.0
2019-09-16,25.5499,25.9699,25.2541,25.6645,113578.0
2019-09-17,25.4927,25.5786,25.0059,25.5595,97541.0
2019-09-18,25.464,25.569,24.71,25.0536,174566.0
2019-09-19,25.0823,25.7408,24.8723,24.9105,149017.0
2019-09-20,24.9582,24.9582,24.4237,24.8436,382023.0
2019-09-21,24.9582,24.9582,24.4237,24.8436,382023.0
2019-09-22,24.9582,24.9582,24.4237,24.8436,382023.0
2019-09-23,24.5669,25.0059,24.5001,24.9009,89206.0
2019-09-24,24.9295,25.1395,24.0801,24.271,120805.0
2019-09-25,24.1374,24.8818,24.0801,24.7959,99011.0
2019-09-26,24.6909,24.8914,24.2996,24.7768,103775.0
2019-09-27,24.7578,24.9868,24.5335,24.6909,94084.0
2019-09-28,24.7578,24.9868,24.5335,24.6909,94084.0
2019-09-29,24.7578,24.9868,24.5335,24.6909,94084.0
2019-09-30,24.7482,24.7959,24.3569,24.5478,102147.0
2019-10-01,24.605,25.0727,22.8871,22.9348,196767.0
2019-10-02,22.6103,22.7726,22.219,22.7248,128680.0
2019-10-03,22.6198,22.7057,22.0376,22.5053,102206.0
2019-10-04,22.4862,22.6676,21.9613,22.4194,121996.0
2019-10-05,22.4862,22.6676,21.9613,22.4194,121996.0
2019-10-06,22.4862,22.6676,21.9613,22.4194,121996.0
2019-10-07,22.2762,22.7248,22.0949,22.4671,315639.0
2019-10-08,22.1522,22.324,21.7227,21.7418,111171.0
2019-10-09,22.1235,22.1235,21.3743,21.57,89974.0
2019-10-10,21.4745,21.6845,21.3695,21.57,92921.0
2019-10-11,22.0854,22.8871,21.9556,22.5244,109402.0
2019-10-12,22.0854,22.8871,21.9556,22.5244,109402.0
2019-10-13,22.0854,22.8871,21.9556,22.5244,109402.0
2019-10-14,22.429,22.9205,22.2762,22.7821,127200.0
2019-10-15,22.763,22.9253,22.3717,22.5817,195442.0
2019-10-16,22.3431,23.0541,22.3431,22.6103,199346.0
2019-10-17,22.8394,22.9157,22.4385,22.6771,114453.0
2019-10-18,22.4767,22.5721,21.5032,21.5318,153217.0
2019-10-19,22.4767,22.5721,21.5032,21.5318,153217.0
2019-10-20,22.4767,22.5721,21.5032,21.5318,153217.0
2019-10-21,21.8658,22.2762,21.799,21.8372,131761.0
2019-10-22,21.7895,21.9899,21.2741,21.7322,76673.0
2019-10-23,21.6463,22.114,21.5032,21.8849,88366.0
2019-10-24,22.0663,22.2667,21.5032,21.7895,132095.0
2019-10-25,21.6845,22.5149,21.5604,22.4003,110241.0
2019-10-26,21.6845,22.5149,21.5604,22.4003,110241.0
2019-10-27,21.6845,22.5149,21.5604,22.4003,110241.0
2019-10-28,22.5817,22.9062,22.5817,22.6676,119608.0
2019-10-29,22.4862,22.9539,22.4576,22.8107,254524.0
2019-10-30,22.8107,22.9825,22.4671,22.6867,169979.0
2019-10-31,22.4671,22.4671,21.3266,21.7227,178397.0
2019-11-01,19.7947,21.8658,19.6134,21.7418,239688.0
2019-11-02,19.7947,21.8658,19.6134,21.7418,239688.0
2019-11-03,19.7947,21.8658,19.6134,21.7418,239688.0
2019-11-04,21.7322,22.6389,21.1978,22.4671,191998.0
2019-11-05,22.4862,23.7174,22.4862,23.1734,247703.0
2019-11-06,23.1639,23.1734,22.5244,22.5817,148667.0
2019-11-07,22.9539,23.4263,22.8775,23.2498,171288.0
2019-11-08,23.0493,23.2116,22.7869,22.9539,97621.0
2019-11-09,23.0493,23.2116,22.7869,22.9539,97621.0
2019-11-10,23.0493,23.2116,22.7869,22.9539,97621.0
2019-11-11,22.7057,23.0207,22.4003,22.6962,123977.0
2019-11-12,22.6962,22.7535,22.2285,22.4003,108575.0
2019-11-13,22.0758,22.0758,21.57,21.6463,123247.0
2019-11-14,21.5795,21.6463,21.193,21.2646,121355.0
2019-11-15,21.4745,21.4745,20.6824,20.7015,144788.0
2019-11-16,21.4745,21.4745,20.6824,20.7015,144788.0
2019-11-17,21.4745,21.4745,20.6824,20.7015,144788.0
2019-11-18,20.501,20.6824,19.9284,20.0238,142064.0
2019-11-19,19.8043,19.8329,19.4893,19.6993,343392.0
2019-11-20,19.5561,19.642,18.993,19.1457,230736.0
2019-11-21,19.1171,19.1171,18.2581,18.5349,197220.0
2019-11-22,18.6208,18.9262,18.4395,18.8403,175119.0
2019-11-23,18.6208,18.9262,18.4395,18.8403,175119.0
2019-11-24,18.6208,18.9262,18.4395,18.8403,175119.0
2019-11-25,19.0312,19.6086,18.8594,19.4416,126046.0
2019-11-26,19.308,19.4798,18.993,19.1744,110813.0
2019-11-27,19.2698,19.3462,19.0503,19.1362,76715.0
2019-11-28,19.2698,19.3462,19.0503,19.1362,76715.0
2019-11-29,19.2221,19.3509,18.993,19.308,63622.0
2019-11-30,19.2221,19.3509,18.993,19.308,63622.0
2019-12-01,19.2221,19.3509,18.993,19.308,63622.0
2019-12-02,19.2889,19.5275,18.7831,18.8308,137919.0
2019-12-03,18.6494,18.869,18.2677,18.6304,173111.0
2019-12-04,18.659,19.203,18.4586,18.5254,131633.0
2019-12-05,18.8785,19.1076,18.7927,18.8499,175908.0
2019-12-06,19.0885,19.6611,19.0885,19.3843,128718.0
2019-12-07,19.0885,19.6611,19.0885,19.3843,128718.0
2019-12-08,19.0885,19.6611,19.0885,19.3843,128718.0
2019-12-09,19.4416,19.6046,19.2797,19.3748,215541.0
2019-12-10,19.2889,19.3653,18.5922,18.6685,144922.0
2019-12-11,18.6685,18.8976,18.3822,18.5158,214044.0
2019-12-12,18.4872,19.4225,18.4872,19.3271,158105.0
2019-12-13,19.4512,19.642,19.1457,19.2412,144458.0
2019-12-14,19.4512,19.642,19.1457,19.2412,144458.0
2019-12-15,19.4512,19.642,19.1457,19.2412,144458.0
2019-12-16,19.5084,20.3483,19.5084,19.7852,177999.0
2019-12-17,19.7184,20.062,19.7184,19.9093,125597.0
2019-12-18,20.0143,20.2147,19.8138,20.1574,92597.0
2019-12-19,20.1765,20.2815,19.9665,20.1288,141043.0
2019-12-20,20.3292,20.3292,19.4225,19.5848,424435.0
2019-12-21,20.3292,20.3292,19.4225,19.5848,424435.0
2019-12-22,20.3292,20.3292,19.4225,19.5848,424435.0
2019-12-23,19.4702,19.8329,18.1627,19.5848,228196.0
2019-12-24,19.6325,19.9188,19.623,19.7661,64688.0
2019-12-25,19.6325,19.9188,19.623,19.7661,64688.0
2019-12-26,19.7757,19.9093,19.4798,19.5657,93798.0
2019-12-27,19.623,19.623,18.764,18.888,117070.0
2019-12-28,19.623,19.623,18.764,18.888,117070.0
2019-12-29,19.623,19.623,18.764,18.888,117070.0
2019-12-30,18.7831,18.888,18.2677,18.6304,202679.0
2019-12-31,18.4395,19.0932,18.4395,19.0503,179615.0
2020-01-01,18.4395,19.0932,18.4395,19.0503,179615.0
2020-01-02,19.1362,19.3188,18.5731,18.9071,198790.0
2020-01-03,18.5254,18.7162,17.5614,18.1913,236803.0
2020-01-04,18.5254,18.7162,17.5614,18.1913,236803.0
2020-01-05,18.5254,18.7162,17.5614,18.1913,236803.0
2020-01-06,18.0291,18.1531,17.4612,17.485,164445.0
2020-01-07,17.3132,17.5041,17.0078,17.1033,142865.0
2020-01-08,17.0556,17.0851,16.187,16.3588,278598.0
2020-01-09,16.4924,16.4924,15.3853,15.4998,342694.0
2020-01-10,15.4808,15.4808,15.1085,15.1372,265707.0
2020-01-11,15.4808,15.4808,15.1085,15.1372,265707.0
2020-01-12,15.4808,15.4808,15.1085,15.1372,265707.0
2020-01-13,15.1562,15.5476,14.9845,15.2708,256465.0
2020-01-14,15.2612,16.0534,15.2326,15.7003,143860.0
2020-01-15,15.5762,15.8339,15.2135,15.4808,138024.0
2020-01-16,15.5857,15.9675,15.5857,15.8053,107317.0
2020-01-17,15.853,15.8912,15.6239,15.748,178081.0
2020-01-18,15.853,15.8912,15.6239,15.748,178081.0
2020-01-19,15.853,15.8912,15.6239,15.748,178081.0
2020-01-20,15.853,15.8912,15.6239,15.748,178081.0
2020-01-21,15.5953,16.1202,15.4426,16.0152,298171.0
2020-01-22,16.1011,16.7979,16.0152,16.7979,305684.0
2020-01-23,16.7501,17.256,16.4543,17.256,445694.0
2020-01-24,17.2751,17.8191,17.0126,17.6473,515483.0
2020-01-25,17.2751,17.8191,17.0126,17.6473,515483.0
2020-01-26,17.2751,17.8191,17.0126,17.6473,515483.0
2020-01-27,17.2846,17.5538,16.9601,17.256,311967.0
2020-01-28,17.5423,17.5423,17.0556,17.3037,215160.0
2020-01-29,17.485,17.8477,17.4039,17.7905,192601.0
2020-01-30,17.5614,18.1531,17.213,18.1531,244342.0
2020-01-31,18.0291,18.1245,17.6282,17.8668,298812.0
2020-02-01,18.0291,18.1245,17.6282,17.8668,298812.0
2020-02-02,18.0291,18.1245,17.6282,17.8668,298812.0
2020-02-03,18.115,18.449,17.9623,18.1722,256967.0
2020-02-04,18.5731,18.7115,18.115,18.4776,391410.0
2020-02-05,18.8594,19.1553,18.5635,19.0885,254033.0
2020-02-06,19.203,19.2698,18.3466,18.4204,140176.0
2020-02-07,18.2486,18.2486,17.7236,17.9241,97981.0
2020-02-08,18.2486,18.2486,17.7236,17.9241,97981.0
2020-02-09,18.2486,18.2486,17.7236,17.9241,97981.0
2020-02-10,17.8573,17.9145,17.5137,17.8954,153871.0
2020-02-11,18.0768,18.7306,18.0434,18.5349,134872.0
2020-02-12,18.5349,18.9358,17.8954,18.4108,219259.0
2020-02-13,18.2009,18.554,17.7427,17.9813,164665.0
2020-02-14,18.0291,18.5635,17.9813,18.5254,119856.0
2020-02-15,18.0291,18.5635,17.9813,18.5254,119856.0
2020-02-16,18.0291,18.5635,17.9813,18.5254,119856.0
2020-02-17,18.0291,18.5635,17.9813,18.5254,119856.0
2020-02-18,18.5063,18.5254,18.0004,18.3345,167852.0
2020-02-19,18.4299,18.8785,18.3249,18.6494,485702.0
2020-02-20,18.6017,19.1171,18.5903,18.6494,135273.0
2020-02-21,17.361,18.4872,16.5307,16.9219,712369.0
2020-02-22,17.361,18.4872,16.5307,16.9219,712369.0
2020-02-23,17.361,18.4872,16.5307,16.9219,712369.0
2020-02-24,16.4065,16.5115,15.2899,15.7575,281443.0
2020-02-25,15.6621,15.6812,13.5528,13.5528,603911.0
2020-02-26,13.5719,13.801,13.4669,13.6196,481900.0
2020-02-27,13.4097,14.5454,13.4097,13.6005,469016.0
2020-02-28,13.5528,14.0396,13.4574,13.8678,1287227.0
2020-02-29,13.5528,14.0396,13.4574,13.8678,1287227.0
2020-03-01,13.5528,14.0396,13.4574,13.8678,1287227.0
2020-03-02,14.0396,14.0491,13.1901,13.4287,390381.0
2020-03-03,13.7342,14.3712,13.5624,13.9632,434026.0
2020-03-04,14.2018,14.2018,13.4192,13.9919,332076.0
2020-03-05,13.6101,13.7628,13.1233,13.171,414487.0
2020-03-06,12.5507,12.7015,11.391,11.5199,530637.0
2020-03-07,12.5507,12.7015,11.391,11.5199,530637.0
2020-03-08,12.5507,12.7015,11.391,11.5199,530637.0
2020-03-09,10.9568,10.9568,8.943,8.9525,447590.0
2020-03-10,9.3343,9.7638,8.5803,9.6779,356548.0
2020-03-11,9.4774,9.821,8.7998,8.9048,334730.0
2020-03-12,8.1508,8.8284,7.8835,8.1221,449184.0
2020-03-13,8.5612,10.2123,7.7499,10.2123,433575.0
