,UMBF US Equity,UMBF US Equity,UMBF US Equity,UMBF US Equity,UMBF US Equity
2020-05-04,44.7768,45.1998,44.0051,45.1208,205535.0
2020-05-05,46.0877,46.5433,43.6332,43.689,305800.0
2020-05-06,43.8563,43.9028,41.6621,41.8295,310757.0
2020-05-07,42.3594,43.4612,41.6435,41.9503,237347.0
2020-05-08,43.1311,44.1166,42.8801,44.0795,323764.0
2020-05-09,43.1311,44.1166,42.8801,44.0795,323764.0
2020-05-10,43.1311,44.1166,42.8801,44.0795,323764.0
2020-05-11,43.1218,43.2799,42.0898,42.815,396409.0
2020-05-12,43.1218,43.4193,41.0299,41.0857,335116.0
2020-05-13,40.8439,40.9369,38.3615,39.5516,453427.0
2020-05-14,38.5381,40.9927,37.2086,40.8904,481731.0
2020-05-15,40.5557,41.1554,39.8026,40.3698,1140334.0
2020-05-16,40.5557,41.1554,39.8026,40.3698,1140334.0
2020-05-17,40.5557,41.1554,39.8026,40.3698,1140334.0
2020-05-18,42.285,44.1724,41.7644,43.9865,323766.0
2020-05-19,43.4565,43.9679,41.2437,41.253,264894.0
2020-05-20,42.1828,43.5123,42.1828,43.3357,205046.0
2020-05-21,43.0195,44.3305,43.0195,43.9865,307914.0
2020-05-22,44.1073,44.4328,43.3357,43.7076,220547.0
2020-05-23,44.1073,44.4328,43.3357,43.7076,220547.0
2020-05-24,44.1073,44.4328,43.3357,43.7076,220547.0
2020-05-25,44.1073,44.4328,43.3357,43.7076,220547.0
2020-05-26,45.7065,46.7655,45.502,46.4317,274361.0
2020-05-27,48.2168,50.6156,47.7148,50.4389,323350.0
2020-05-28,52.5402,52.5402,48.0541,48.4121,289893.0
2020-05-29,47.3429,48.1797,46.9431,47.6776,323605.0
2020-05-30,47.3429,48.1797,46.9431,47.6776,323605.0
2020-05-31,47.3429,48.1797,46.9431,47.6776,323605.0
2020-06-01,48.096,48.9328,47.6218,48.4307,430760.0
2020-06-02,49.1838,49.3418,48.1053,48.5794,343055.0
2020-06-03,49.8346,51.8615,49.8346,51.2571,310058.0
2020-06-04,51.1456,52.847,50.4575,52.847,244635.0
2020-06-05,56.3057,57.6352,55.5898,56.5753,310124.0
2020-06-06,56.3057,57.6352,55.5898,56.5753,310124.0
2020-06-07,56.3057,57.6352,55.5898,56.5753,310124.0
2020-06-08,57.691,58.035,56.0732,57.3749,287677.0
2020-06-09,55.6835,58.5429,55.3378,57.5524,309387.0
2020-06-10,56.9544,56.9544,53.9922,54.0295,339536.0
2020-06-11,51.3103,51.3103,48.6565,48.7032,327804.0
2020-06-12,51.1141,51.1141,47.7968,49.3013,334537.0
2020-06-13,51.1141,51.1141,47.7968,49.3013,334537.0
2020-06-14,51.1141,51.1141,47.7968,49.3013,334537.0
2020-06-15,47.2081,50.3946,46.7222,49.6937,258886.0
2020-06-16,52.2915,52.7494,50.2637,51.6093,182662.0
2020-06-17,51.7775,51.7869,49.5722,49.6937,217773.0
2020-06-18,48.7593,50.6936,48.7593,49.9834,236488.0
2020-06-19,50.6282,50.6282,47.8762,49.2545,620275.0
2020-06-20,50.6282,50.6282,47.8762,49.2545,620275.0
2020-06-21,50.6282,50.6282,47.8762,49.2545,620275.0
2020-06-22,48.4416,49.6377,47.8996,49.1798,210098.0
2020-06-23,50.0862,50.4787,47.8716,48.1893,351371.0
2020-06-24,47.3763,47.4511,45.1336,45.3018,347923.0
2020-06-25,44.7786,46.8904,44.5917,46.8343,225203.0
2020-06-26,45.8905,45.8905,43.8254,44.0217,770547.0
2020-06-27,45.8905,45.8905,43.8254,44.0217,770547.0
2020-06-28,45.8905,45.8905,43.8254,44.0217,770547.0
2020-06-29,44.872,47.0119,44.6384,46.9745,260154.0
2020-06-30,46.5633,48.4976,46.5633,48.1706,296775.0
2020-07-01,47.7594,48.1145,45.3018,45.4514,217922.0
2020-07-02,46.825,47.096,44.8346,45.0495,256784.0
2020-07-03,46.825,47.096,44.8346,45.0495,256784.0
2020-07-04,46.825,47.096,44.8346,45.0495,256784.0
2020-07-05,46.825,47.096,44.8346,45.0495,256784.0
2020-07-06,46.4045,46.9184,44.8066,45.0682,220788.0
2020-07-07,44.3674,44.3674,43.1526,43.3302,208215.0
2020-07-08,43.2274,43.732,41.7603,43.1246,294140.0
2020-07-09,42.9284,42.9284,40.9193,41.1996,196591.0
2020-07-10,41.4052,43.1993,41.4052,42.9938,243624.0
2020-07-11,41.4052,43.1993,41.4052,42.9938,243624.0
2020-07-12,41.4052,43.1993,41.4052,42.9938,243624.0
2020-07-13,43.8908,44.5917,42.0033,43.7694,316559.0
2020-07-14,43.5918,44.0403,42.592,43.3021,187434.0
2020-07-15,44.6945,46.1148,44.5076,45.7878,238467.0
2020-07-16,45.3018,46.3765,44.9841,45.5728,173234.0
2020-07-17,45.2084,45.6756,44.4328,44.4982,185268.0
2020-07-18,45.2084,45.6756,44.4328,44.4982,185268.0
2020-07-19,45.2084,45.6756,44.4328,44.4982,185268.0
2020-07-20,44.0777,44.4795,43.19,43.4423,167945.0
2020-07-21,43.9843,45.956,43.9843,45.8999,147850.0
2020-07-22,45.3392,46.311,44.4889,44.9561,256504.0
2020-07-23,45.0402,46.3017,45.0402,45.8158,176195.0
2020-07-24,45.984,46.4419,45.414,45.4607,180751.0
2020-07-25,45.984,46.4419,45.414,45.4607,180751.0
2020-07-26,45.984,46.4419,45.414,45.4607,180751.0
2020-07-27,45.0869,45.0869,43.5171,43.76,188813.0
2020-07-28,43.7039,44.0777,43.3302,43.489,174061.0
2020-07-29,46.5353,47.3109,44.7599,46.5633,385321.0
2020-07-30,45.9653,47.2595,45.2645,46.6661,540301.0
2020-07-31,46.3017,46.8156,45.6196,46.5353,407276.0
2020-08-01,46.3017,46.8156,45.6196,46.5353,407276.0
2020-08-02,46.3017,46.8156,45.6196,46.5353,407276.0
2020-08-03,46.4232,47.096,45.9466,46.4232,211738.0
2020-08-04,46.1148,47.4511,45.4794,46.0494,161513.0
2020-08-05,46.4792,47.1707,46.1989,47.1147,160541.0
2020-08-06,47.2361,47.694,46.7502,47.3202,129855.0
2020-08-07,46.8811,49.4882,46.7315,49.4788,183586.0
2020-08-08,46.8811,49.4882,46.7315,49.4788,183586.0
2020-08-09,46.8811,49.4882,46.7315,49.4788,183586.0
2020-08-10,49.8152,51.187,49.7404,49.8806,199927.0
2020-08-11,50.9365,52.0392,50.189,50.8805,218010.0
2020-08-12,51.8056,52.1653,50.0255,50.5908,223755.0
2020-08-13,49.9367,50.5908,49.5909,50.1703,198342.0
2020-08-14,49.6937,51.7682,49.6283,51.2169,295593.0
2020-08-15,49.6937,51.7682,49.6283,51.2169,295593.0
2020-08-16,49.6937,51.7682,49.6283,51.2169,295593.0
2020-08-17,50.8524,50.9459,49.8152,50.1983,218074.0
2020-08-18,50.0955,50.1983,49.6283,49.7965,303027.0
2020-08-19,49.7685,50.5347,49.5629,49.7778,239261.0
2020-08-20,49.0303,49.4171,48.6238,49.1518,268324.0
2020-08-21,48.8154,49.4041,48.6191,49.2919,825689.0
2020-08-22,48.8154,49.4041,48.6191,49.2919,825689.0
2020-08-23,48.8154,49.4041,48.6191,49.2919,825689.0
2020-08-24,49.9367,51.6093,49.1611,51.5813,200885.0
2020-08-25,52.3102,52.3102,51.1982,51.7495,171794.0
2020-08-26,51.8243,52.712,50.6001,50.6562,137278.0
2020-08-27,50.7216,52.3849,49.9974,52.0018,191662.0
2020-08-28,52.5531,52.6559,50.5628,51.058,152769.0
2020-08-29,52.5531,52.6559,50.5628,51.058,152769.0
2020-08-30,52.5531,52.6559,50.5628,51.058,152769.0
2020-08-31,50.6842,50.8478,50.0395,50.1983,243758.0
2020-09-01,49.7872,51.058,49.3667,50.8431,245134.0
2020-09-02,50.5814,51.4131,50.189,50.731,190747.0
2020-09-03,50.8618,52.6466,50.7123,50.9178,176072.0
2020-09-04,52.198,52.6933,51.3664,52.142,164945.0
2020-09-05,52.198,52.6933,51.3664,52.142,164945.0
2020-09-06,52.198,52.6933,51.3664,52.142,164945.0
2020-09-07,52.198,52.6933,51.3664,52.142,164945.0
2020-09-08,51.4131,51.4692,49.2732,49.3667,222918.0
2020-09-09,49.5359,49.6111,48.0695,49.1411,191754.0
2020-09-10,49.3479,49.4513,48.1635,48.2293,149836.0
2020-09-11,48.2011,48.2481,47.4492,47.8721,147084.0
2020-09-12,48.2011,48.2481,47.4492,47.8721,147084.0
2020-09-13,48.2011,48.2481,47.4492,47.8721,147084.0
2020-09-14,48.1259,49.0471,47.468,48.6993,245899.0
2020-09-15,49.1881,49.3479,47.6466,47.9661,127128.0
2020-09-16,47.7875,48.5019,47.2048,47.7781,202804.0
2020-09-17,46.9416,47.7405,46.1238,47.2894,169214.0
2020-09-18,47.4116,47.5902,46.5844,46.9228,635807.0
2020-09-19,47.4116,47.5902,46.5844,46.9228,635807.0
2020-09-20,47.4116,47.5902,46.5844,46.9228,635807.0
2020-09-21,45.6068,46.34,43.4073,44.4037,315316.0
2020-09-22,44.5353,45.4376,43.7034,44.1311,220717.0
2020-09-23,44.4789,45.2873,43.3227,43.3415,152188.0
2020-09-24,43.5389,44.6105,43.1159,44.0089,207763.0
2020-09-25,43.4731,44.8361,43.1629,44.7515,198275.0
2020-09-26,43.4731,44.8361,43.1629,44.7515,198275.0
2020-09-27,43.4731,44.8361,43.1629,44.7515,198275.0
2020-09-28,45.4752,46.7348,45.0993,46.5656,186165.0
2020-09-29,46.3024,47.1625,45.3437,45.7572,143066.0
2020-09-30,46.2178,47.1672,45.7478,46.0674,223527.0
2020-10-01,45.8982,46.669,45.6632,46.2554,219964.0
2020-10-02,45.3155,48.3891,44.9771,48.1635,190382.0
2020-10-03,45.3155,48.3891,44.9771,48.1635,190382.0
2020-10-04,45.3155,48.3891,44.9771,48.1635,190382.0
2020-10-05,48.6899,50.034,48.6476,49.9495,150349.0
2020-10-06,50.7014,52.9197,49.9589,50.8048,278677.0
2020-10-07,51.2654,52.6565,50.7578,52.2994,191494.0
2020-10-08,53.0795,53.6341,52.4403,53.0889,106835.0
2020-10-09,53.6341,53.7469,52.6988,52.9573,88673.0
2020-10-10,53.6341,53.7469,52.6988,52.9573,88673.0
2020-10-11,53.6341,53.7469,52.6988,52.9573,88673.0
2020-10-12,52.7035,53.6717,52.6044,53.4649,124347.0
2020-10-13,53.4649,53.4649,51.6978,51.867,111358.0
2020-10-14,51.9422,52.4215,50.8988,50.974,116409.0
2020-10-15,50.3536,52.7223,50.3536,52.5625,91217.0
2020-10-16,52.337,53.2581,51.9798,52.5625,120637.0
2020-10-17,52.337,53.2581,51.9798,52.5625,120637.0
2020-10-18,52.337,53.2581,51.9798,52.5625,120637.0
2020-10-19,52.9855,53.3051,51.9046,52.0456,130660.0
2020-10-20,52.055,54.2827,52.055,53.4461,140107.0
2020-10-21,53.6623,54.3767,53.3333,53.6529,111496.0
2020-10-22,53.5589,55.5516,53.5307,55.5046,233736.0
2020-10-23,56.2002,56.9428,55.1756,56.1438,127283.0
2020-10-24,56.2002,56.9428,55.1756,56.1438,127283.0
2020-10-25,56.2002,56.9428,55.1756,56.1438,127283.0
2020-10-26,55.3824,55.7725,54.5459,54.9688,178073.0
2020-10-27,54.5835,54.607,52.9761,53.0325,142127.0
2020-10-28,52.102,55.937,52.102,54.9688,359410.0
2020-10-29,54.3109,57.4221,54.0571,57.1307,349608.0
2020-10-30,56.595,58.0989,56.595,57.2153,202673.0
2020-10-31,56.595,58.0989,56.595,57.2153,202673.0
2020-11-01,56.595,58.0989,56.595,57.2153,202673.0
2020-11-02,57.7887,58.63,57.2529,58.5031,228778.0
2020-11-03,59.8284,61.4922,59.4052,61.0598,186931.0
2020-11-04,59.2739,60.0822,57.3657,57.4597,213785.0
2020-11-05,57.6571,59.6498,57.6571,59.5464,150172.0
2020-11-06,60.1668,60.1668,57.6665,57.7793,126904.0
2020-11-07,60.1668,60.1668,57.6665,57.7793,126904.0
2020-11-08,60.1668,60.1668,57.6665,57.7793,126904.0
2020-11-09,62.8175,65.7502,62.4039,63.5319,336492.0
2020-11-10,64.359,65.4588,63.5319,65.1016,234214.0
2020-11-11,65.1956,65.1956,62.6859,64.03,188919.0
2020-11-12,62.6765,63.5601,62.3381,62.7799,202539.0
2020-11-13,63.8515,65.0452,63.4097,64.4154,109480.0
2020-11-14,63.8515,65.0452,63.4097,64.4154,109480.0
2020-11-15,63.8515,65.0452,63.4097,64.4154,109480.0
2020-11-16,65.7972,68.1282,64.4624,66.6055,235018.0
2020-11-17,65.4024,67.0661,64.876,66.7747,263710.0
2020-11-18,67.3011,67.3293,64.9042,64.9888,183732.0
2020-11-19,64.7256,65.158,63.8327,65.0546,119265.0
2020-11-20,63.7763,64.7068,63.4191,64.3496,126320.0
2020-11-21,63.7763,64.7068,63.4191,64.3496,126320.0
2020-11-22,63.7763,64.7068,63.4191,64.3496,126320.0
2020-11-23,65.3836,66.1732,64.876,65.5716,237036.0
2020-11-24,66.9345,68.3915,65.7972,68.1283,213802.0
2020-11-25,67.3575,67.3857,66.1638,67.0097,89053.0
2020-11-26,67.3575,67.3857,66.1638,67.0097,89053.0
2020-11-27,66.8123,66.9627,65.2473,66.3799,48311.0
2020-11-28,66.8123,66.9627,65.2473,66.3799,48311.0
2020-11-29,66.8123,66.9627,65.2473,66.3799,48311.0
2020-11-30,65.6844,66.9157,63.3439,63.9267,254833.0
2020-12-01,65.5528,66.7559,64.2838,64.7632,200961.0
2020-12-02,64.6786,65.393,64.3684,65.0922,195977.0
2020-12-03,65.346,65.9946,63.9361,64.2462,175589.0
2020-12-04,65.3366,65.4541,64.5377,65.3742,162414.0
2020-12-05,65.3366,65.4541,64.5377,65.3742,162414.0
2020-12-06,65.3366,65.4541,64.5377,65.3742,162414.0
2020-12-07,64.7068,65.4588,64.077,65.064,123878.0
2020-12-08,64.406,65.2802,64.0676,64.6974,262845.0
2020-12-09,65.5284,65.6323,64.0812,65.0846,148702.0
2020-12-10,64.3008,64.8013,63.6114,64.5841,124756.0
2020-12-11,63.7625,64.5369,63.5754,63.9797,146466.0
2020-12-12,63.7625,64.5369,63.5754,63.9797,146466.0
2020-12-13,63.7625,64.5369,63.5754,63.9797,146466.0
2020-12-14,65.0752,65.0752,63.1203,63.9325,262327.0
2020-12-15,64.3574,65.7447,63.8097,65.7362,189206.0
2020-12-16,65.7645,66.0222,64.4802,65.2168,177183.0
2020-12-17,65.2546,65.7834,64.5841,65.6512,176575.0
2020-12-18,65.6512,65.892,63.687,64.0269,644395.0
2020-12-19,65.6512,65.892,63.687,64.0269,644395.0
2020-12-20,65.6512,65.892,63.687,64.0269,644395.0
2020-12-21,63.9797,64.679,62.9693,63.8569,179046.0
2020-12-22,64.0364,64.5085,63.5075,64.0269,170966.0
2020-12-23,64.9335,66.3217,64.9335,65.9062,163263.0
2020-12-24,66.1045,66.1045,64.6974,65.3018,47218.0
2020-12-25,66.1045,66.1045,64.6974,65.3018,47218.0
2020-12-26,66.1045,66.1045,64.6974,65.3018,47218.0
2020-12-27,66.1045,66.1045,64.6974,65.3018,47218.0
2020-12-28,65.7173,66.4445,65.2357,65.3112,146282.0
2020-12-29,65.2074,65.7362,63.9514,64.433,108348.0
2020-12-30,64.5274,67.2472,64.5274,65.0374,87965.0
2020-12-31,64.8485,65.519,64.603,65.1507,125723.0
2021-01-01,64.8485,65.519,64.603,65.1507,125723.0
2021-01-02,64.8485,65.519,64.603,65.1507,125723.0
2021-01-03,64.8485,65.519,64.603,65.1507,125723.0
2021-01-04,65.6323,66.1045,63.5831,64.8202,146273.0
2021-01-05,64.7541,66.3359,64.6313,65.6418,195156.0
2021-01-06,67.5777,71.7753,67.5777,71.2418,342163.0
2021-01-07,71.5439,72.5827,71.289,72.1578,203756.0
2021-01-08,71.8084,72.5072,68.7581,69.9574,140124.0
2021-01-09,71.8084,72.5072,68.7581,69.9574,140124.0
2021-01-10,71.8084,72.5072,68.7581,69.9574,140124.0
2021-01-11,69.4853,71.4495,69.0886,71.1757,119133.0
2021-01-12,71.7706,72.7149,71.3173,72.1955,277312.0
2021-01-13,72.0256,72.0256,69.8913,70.4107,154749.0
2021-01-14,70.9396,72.5072,70.8074,71.4873,127751.0
2021-01-15,70.3257,71.2229,69.4853,70.1085,112649.0
2021-01-16,70.3257,71.2229,69.4853,70.1085,112649.0
2021-01-17,70.3257,71.2229,69.4853,70.1085,112649.0
2021-01-18,70.3257,71.2229,69.4853,70.1085,112649.0
2021-01-19,70.1652,71.1143,69.3247,70.0235,167748.0
2021-01-20,70.1558,70.7412,69.287,70.4816,237571.0
2021-01-21,70.4013,70.7412,68.1443,68.2104,162070.0
2021-01-22,67.5966,71.2512,67.5966,70.9962,236972.0
2021-01-23,67.5966,71.2512,67.5966,70.9962,236972.0
2021-01-24,67.5966,71.2512,67.5966,70.9962,236972.0
2021-01-25,69.8347,69.8347,67.3416,68.9564,184101.0
2021-01-26,69.7591,70.2596,67.8327,67.9837,125464.0
2021-01-27,66.1045,67.3605,64.2158,66.1234,286993.0
2021-01-28,68.1632,69.3908,66.8977,69.0981,280824.0
2021-01-29,68.6448,68.7015,66.4256,67.0205,426689.0
2021-01-30,68.6448,68.7015,66.4256,67.0205,426689.0
2021-01-31,68.6448,68.7015,66.4256,67.0205,426689.0
2021-02-01,67.9837,69.5986,67.0205,69.2586,237411.0
2021-02-02,69.8252,71.2229,68.9564,70.373,179517.0
2021-02-03,69.948,70.2785,68.862,70.033,129081.0
2021-02-04,70.8262,73.1777,70.2974,73.1777,210035.0
2021-02-05,73.2154,73.2154,71.7328,72.1861,160244.0
2021-02-06,73.2154,73.2154,71.7328,72.1861,160244.0
2021-02-07,73.2154,73.2154,71.7328,72.1861,160244.0
2021-02-08,72.8944,73.4138,71.8556,73.0077,124834.0
2021-02-09,72.7433,73.9237,72.1129,73.9237,107100.0
2021-02-10,73.9993,74.7831,73.4421,73.631,117127.0
2021-02-11,73.7065,74.3676,72.4694,73.7537,188351.0
2021-02-12,73.2154,74.8492,71.9689,74.1409,131635.0
2021-02-13,73.2154,74.8492,71.9689,74.1409,131635.0
2021-02-14,73.2154,74.8492,71.9689,74.1409,131635.0
2021-02-15,73.2154,74.8492,71.9689,74.1409,131635.0
2021-02-16,74.8681,76.0438,74.1315,75.293,145656.0
2021-02-17,74.9058,76.0296,73.8576,74.7358,148354.0
2021-02-18,74.0087,75.1514,73.6971,74.377,139046.0
2021-02-19,74.8208,76.4546,74.2165,76.3885,209366.0
2021-02-20,74.8208,76.4546,74.2165,76.3885,209366.0
2021-02-21,74.8208,76.4546,74.2165,76.3885,209366.0
2021-02-22,75.8313,78.0977,75.3072,77.8428,188329.0
2021-02-23,77.8616,80.6664,76.464,80.4019,359089.0
2021-02-24,80.3453,82.9989,79.6512,82.7534,242913.0
2021-02-25,83.0933,83.6788,80.9591,81.7429,266188.0
2021-02-26,80.638,81.4832,78.3905,79.6748,291759.0
2021-02-27,80.638,81.4832,78.3905,79.6748,291759.0
2021-02-28,80.638,81.4832,78.3905,79.6748,291759.0
2021-03-01,81.6768,83.2917,80.2131,82.9045,220850.0
2021-03-02,82.2906,82.3662,80.7419,81.5541,197661.0
2021-03-03,82.2151,85.695,81.8326,84.5193,225013.0
2021-03-04,84.5193,86.748,82.319,83.5939,288466.0
2021-03-05,85.3787,87.0218,84.406,86.7669,333466.0
2021-03-06,85.3787,87.0218,84.406,86.7669,333466.0
2021-03-07,85.3787,87.0218,84.406,86.7669,333466.0
2021-03-08,87.8718,90.0059,87.4374,89.0805,260847.0
2021-03-09,89.5543,90.1891,85.8493,88.3035,221522.0
2021-03-10,88.4646,90.4355,88.3224,90.1797,217597.0
2021-03-11,89.5164,90.91,86.8537,89.4121,301871.0
2021-03-12,90.4166,92.1411,89.7627,91.7526,230263.0
2021-03-13,90.4166,92.1411,89.7627,91.7526,230263.0
