,STC US Equity,STC US Equity,STC US Equity,STC US Equity,STC US Equity
2023-08-15,44.8265,45.0504,43.7701,43.9212,205219.0
2023-08-16,44.0088,44.8265,43.9893,44.6123,197869.0
2023-08-17,44.7389,45.3911,44.7389,45.3424,237838.0
2023-08-18,45.1769,45.4252,44.0672,44.1159,208786.0
2023-08-19,45.1769,45.4252,44.0672,44.1159,208786.0
2023-08-20,45.1769,45.4252,44.0672,44.1159,208786.0
2023-08-21,44.1938,44.2035,43.0062,43.6778,107661.0
2023-08-22,43.5902,44.1938,43.1717,43.2885,120938.0
2023-08-23,43.3371,43.7947,43.2544,43.6097,100096.0
2023-08-24,43.6681,44.4177,43.123,44.0769,111849.0
2023-08-25,44.038,44.223,43.1327,43.269,138722.0
2023-08-26,44.038,44.223,43.1327,43.269,138722.0
2023-08-27,44.038,44.223,43.1327,43.269,138722.0
2023-08-28,43.5416,44.8849,43.5416,44.5929,133658.0
2023-08-29,44.6513,45.0017,44.4469,44.9822,101715.0
2023-08-30,44.7486,45.2305,44.4761,44.9822,79406.0
2023-08-31,44.9044,45.2937,44.3624,45.0893,110215.0
2023-09-01,45.9751,47.0556,45.9751,46.5495,119410.0
2023-09-02,45.9751,47.0556,45.9751,46.5495,119410.0
2023-09-03,45.9751,47.0556,45.9751,46.5495,119410.0
2023-09-04,45.9751,47.0556,45.9751,46.5495,119410.0
2023-09-05,46.199,46.199,45.0601,45.1867,171515.0
2023-09-06,45.3424,46.2136,44.846,45.1575,168850.0
2023-09-07,45.1283,45.1575,44.5588,45.0406,231234.0
2023-09-08,44.8557,45.2451,43.9553,43.9893,206121.0
2023-09-09,44.8557,45.2451,43.9553,43.9893,206121.0
2023-09-10,44.8557,45.2451,43.9553,43.9893,206121.0
2023-09-11,44.2911,44.7681,43.9504,44.5734,175184.0
2023-09-12,45.4592,45.8827,44.3982,44.6026,114353.0
2023-09-13,44.8265,44.8265,43.8531,44.1548,105957.0
2023-09-14,44.691,45.4435,44.5434,45.232,117137.0
2023-09-15,45.0156,45.114,44.2089,44.4745,472864.0
2023-09-16,45.0156,45.114,44.2089,44.4745,472864.0
2023-09-17,45.0156,45.114,44.2089,44.4745,472864.0
2023-09-18,44.6615,45.4042,44.3368,44.5631,118092.0
2023-09-19,44.7598,45.3501,44.5434,45.1435,212213.0
2023-09-20,45.3993,45.6354,44.1696,44.2089,180065.0
2023-09-21,43.9433,43.9925,43.599,43.6384,117998.0
2023-09-22,43.5695,43.8351,43.0235,43.3334,170251.0
2023-09-23,43.5695,43.8351,43.0235,43.3334,170251.0
2023-09-24,43.5695,43.8351,43.0235,43.3334,170251.0
2023-09-25,43.2842,43.7269,42.9989,43.6482,112715.0
2023-09-26,43.5695,43.9762,43.4515,43.7269,225470.0
2023-09-27,43.9827,44.2286,43.6826,43.7761,135633.0
2023-09-28,43.9433,44.1893,43.7367,44.1302,200406.0
2023-09-29,44.2483,44.6418,42.9498,43.0875,127996.0
2023-09-30,44.2483,44.6418,42.9498,43.0875,127996.0
2023-10-01,44.2483,44.6418,42.9498,43.0875,127996.0
2023-10-02,42.1136,42.2611,40.8446,41.3955,206578.0
2023-10-03,41.0708,42.0546,40.8151,41.1102,301589.0
2023-10-04,41.2873,41.7293,40.8642,41.3168,324232.0
2023-10-05,41.2381,42.4185,40.8938,41.6709,136082.0
2023-10-06,41.5627,42.2415,41.0413,41.8185,171979.0
2023-10-07,41.5627,42.2415,41.0413,41.8185,171979.0
2023-10-08,41.5627,42.2415,41.0413,41.8185,171979.0
2023-10-09,41.7103,42.0348,41.3069,41.6512,143997.0
2023-10-10,41.7004,41.8775,41.12,41.2774,120254.0
2023-10-11,41.2479,41.6512,40.9921,41.4151,148255.0
2023-10-12,41.484,41.484,40.4216,41.1102,129613.0
2023-10-13,41.4348,41.8922,40.4019,40.9331,120736.0
2023-10-14,41.4348,41.8922,40.4019,40.9331,120736.0
2023-10-15,41.4348,41.8922,40.4019,40.9331,120736.0
2023-10-16,41.12,41.7594,40.8446,41.7398,127733.0
2023-10-17,41.5824,42.5661,41.0708,41.7299,162954.0
2023-10-18,41.2971,41.6906,40.6478,41.2282,115901.0
2023-10-19,41.1889,41.484,39.2608,39.5264,380959.0
2023-10-20,39.6247,39.7723,38.9558,38.9656,218131.0
2023-10-21,39.6247,39.7723,38.9558,38.9656,218131.0
2023-10-22,39.6247,39.7723,38.9558,38.9656,218131.0
2023-10-23,38.7197,39.3985,38.523,38.9558,276708.0
2023-10-24,39.2214,39.5165,38.7045,38.8279,140140.0
2023-10-25,38.3951,39.2558,38.2967,38.3754,257404.0
2023-10-26,39.4182,42.3005,37.7704,41.8677,420291.0
2023-10-27,42.1333,42.9025,41.3807,42.0939,316345.0
2023-10-28,42.1333,42.9025,41.3807,42.0939,316345.0
2023-10-29,42.1333,42.9025,41.3807,42.0939,316345.0
2023-10-30,42.4087,42.8661,42.0644,42.1825,145190.0
2023-10-31,42.0841,43.3629,42.0644,42.9596,138117.0
2023-11-01,42.9202,44.1204,42.7137,44.0515,116275.0
2023-11-02,44.2581,44.8385,43.8351,44.7008,154370.0
2023-11-03,45.8124,46.5207,45.4681,46.2059,179549.0
2023-11-04,45.8124,46.5207,45.4681,46.2059,179549.0
2023-11-05,45.8124,46.5207,45.4681,46.2059,179549.0
2023-11-06,46.0879,46.0879,44.9566,45.0943,115550.0
2023-11-07,44.7697,44.8631,43.9286,43.9532,149408.0
2023-11-08,44.1598,44.3417,43.6531,44.1302,152533.0
2023-11-09,44.0024,44.4647,43.4624,43.7859,102971.0
2023-11-10,43.8056,44.2188,43.4908,44.0614,96463.0
2023-11-11,43.8056,44.2188,43.4908,44.0614,96463.0
2023-11-12,43.8056,44.2188,43.4908,44.0614,96463.0
2023-11-13,43.658,43.8056,43.3334,43.3826,121102.0
2023-11-14,44.7992,45.1582,44.5288,44.9172,184275.0
2023-11-15,44.691,45.2419,44.6024,45.0451,127190.0
2023-11-16,45.3501,45.3501,44.386,44.4549,142260.0
2023-11-17,44.7402,45.1632,44.5729,44.8877,142684.0
2023-11-18,44.7402,45.1632,44.5729,44.8877,142684.0
2023-11-19,44.7402,45.1632,44.5729,44.8877,142684.0
2023-11-20,44.6418,45.1238,44.5336,44.9763,109964.0
2023-11-21,44.8779,44.9664,44.386,44.4352,76577.0
2023-11-22,44.6221,44.8484,44.4401,44.7598,109260.0
2023-11-23,44.6221,44.8484,44.4401,44.7598,109260.0
2023-11-24,45.0254,45.3599,44.8139,45.0943,26076.0
2023-11-25,45.0254,45.3599,44.8139,45.0943,26076.0
2023-11-26,45.0254,45.3599,44.8139,45.0943,26076.0
2023-11-27,44.7992,46.5109,44.7943,46.442,160244.0
2023-11-28,46.5207,46.6584,45.8223,46.4125,144185.0
2023-11-29,46.5207,46.9978,45.8714,45.9895,166301.0
2023-11-30,45.9895,46.6683,45.6452,46.4814,157305.0
2023-12-01,46.1174,47.3864,46.1174,47.1503,112352.0
2023-12-02,46.1174,47.3864,46.1174,47.1503,112352.0
2023-12-03,46.1174,47.3864,46.1174,47.1503,112352.0
2023-12-04,49.1079,52.2755,48.5915,51.8132,378532.0
2023-12-05,51.5968,52.0395,51.3705,51.5181,173909.0
2023-12-06,51.5082,52.4969,51.3312,51.7345,252999.0
2023-12-07,52.069,52.5707,51.4394,52.5116,294746.0
2023-12-08,52.7477,52.9248,52.1378,52.8953,164225.0
2023-12-09,52.7477,52.9248,52.1378,52.8953,164225.0
2023-12-10,52.7477,52.9248,52.1378,52.8953,164225.0
2023-12-11,52.6395,53.2445,52.5116,53.0625,218388.0
2023-12-12,52.8068,53.8298,52.8068,53.1609,1123551.0
2023-12-13,53.3872,54.7841,51.9411,54.3807,500014.0
2023-12-14,55.2093,56.8664,54.8719,56.5985,318961.0
2023-12-15,56.6977,56.8118,55.8096,56.0031,626292.0
2023-12-16,56.6977,56.8118,55.8096,56.0031,626292.0
2023-12-17,56.6977,56.8118,55.8096,56.0031,626292.0
2023-12-18,56.3206,56.3206,55.0415,55.2192,167357.0
2023-12-19,55.3085,56.6084,55.3085,56.5191,272981.0
2023-12-20,56.787,57.938,56.4422,56.5687,504328.0
2023-12-21,56.6679,57.3724,56.4,57.3526,147725.0
2023-12-22,57.6502,58.4639,57.6205,57.7991,164283.0
2023-12-23,57.6502,58.4639,57.6205,57.7991,164283.0
2023-12-24,57.6502,58.4639,57.6205,57.7991,164283.0
2023-12-25,57.6502,58.4639,57.6205,57.7991,164283.0
2023-12-26,57.8487,58.8127,57.5709,58.702,105026.0
2023-12-27,59.0989,59.4462,58.5433,59.0989,113961.0
2023-12-28,59.0989,59.3371,58.5036,58.9501,141284.0
2023-12-29,58.8013,59.0989,58.1761,58.2952,173883.0
2023-12-30,58.8013,59.0989,58.1761,58.2952,173883.0
2023-12-31,58.8013,59.0989,58.1761,58.2952,173883.0
2024-01-01,58.8013,59.0989,58.1761,58.2952,173883.0
2024-01-02,57.6701,58.1216,57.2633,57.5609,227386.0
2024-01-03,56.8961,57.8189,56.4546,56.9358,349856.0
2024-01-04,57.2831,57.4121,56.6282,57.3327,187303.0
2024-01-05,56.9954,57.9281,56.9457,57.68,225123.0
2024-01-06,56.9954,57.9281,56.9457,57.68,225123.0
2024-01-07,56.9954,57.9281,56.9457,57.68,225123.0
2024-01-08,57.7892,58.9005,57.6949,58.8906,171782.0
2024-01-09,57.9876,58.6524,57.7792,58.2853,151393.0
2024-01-10,58.1265,58.3051,56.8168,57.4617,278837.0
2024-01-11,57.2137,57.5609,56.2412,57.5014,226095.0
2024-01-12,57.9578,58.072,57.1541,57.8189,209693.0
2024-01-13,57.9578,58.072,57.1541,57.8189,209693.0
2024-01-14,57.9578,58.072,57.1541,57.8189,209693.0
2024-01-15,57.9578,58.072,57.1541,57.8189,209693.0
2024-01-16,57.2633,57.6354,56.8664,57.4022,145758.0
2024-01-17,56.5786,57.2533,56.4595,56.8465,199847.0
2024-01-18,57.0251,57.6403,56.2115,57.045,361724.0
2024-01-19,57.1839,58.4044,56.8862,58.4044,190339.0
2024-01-20,57.1839,58.4044,56.8862,58.4044,190339.0
2024-01-21,57.1839,58.4044,56.8862,58.4044,190339.0
2024-01-22,58.8806,60.0217,58.4937,59.9424,224175.0
2024-01-23,60.4187,60.5278,59.2478,59.8828,201756.0
2024-01-24,60.4583,60.9346,59.9324,60.6866,250564.0
2024-01-25,61.3315,61.5201,59.9969,61.0636,210890.0
2024-01-26,61.5796,62.0162,61.3464,61.7284,106019.0
2024-01-27,61.5796,62.0162,61.3464,61.7284,106019.0
2024-01-28,61.5796,62.0162,61.3464,61.7284,106019.0
2024-01-29,61.6292,63.0184,61.3911,63.0084,122564.0
2024-01-30,62.8199,63.2664,62.4825,62.9291,97920.0
2024-01-31,62.9886,63.3756,60.9247,61.1827,231722.0
2024-02-01,61.401,62.1749,60.1656,61.8574,128781.0
2024-02-02,61.4506,62.4131,61.2025,61.8376,104720.0
2024-02-03,61.4506,62.4131,61.2025,61.8376,104720.0
2024-02-04,61.4506,62.4131,61.2025,61.8376,104720.0
2024-02-05,61.1232,61.6292,60.6072,60.8949,176681.0
2024-02-06,60.9049,61.4308,59.1486,60.0515,202757.0
2024-02-07,60.2301,60.2301,58.6822,59.1486,284600.0
2024-02-08,59.4562,60.121,55.7253,59.2974,401295.0
2024-02-09,59.4363,60.4583,58.5433,59.9027,225900.0
2024-02-10,59.4363,60.4583,58.5433,59.9027,225900.0
2024-02-11,59.4363,60.4583,58.5433,59.9027,225900.0
2024-02-12,59.9126,62.3932,59.9126,62.1452,238662.0
2024-02-13,60.1805,60.9743,59.5157,60.4087,372650.0
2024-02-14,60.8552,61.2819,60.4187,60.6369,244506.0
2024-02-15,61.0041,63.0084,61.0041,62.7207,244594.0
2024-02-16,62.0261,62.6165,61.5895,61.6689,164010.0
2024-02-17,62.0261,62.6165,61.5895,61.6689,164010.0
2024-02-18,62.0261,62.6165,61.5895,61.6689,164010.0
2024-02-19,62.0261,62.6165,61.5895,61.6689,164010.0
2024-02-20,61.3911,62.165,60.9148,61.0636,142032.0
2024-02-21,60.9445,61.6491,60.8007,61.5697,161289.0
2024-02-22,61.3613,61.8971,59.7737,60.0614,215748.0
2024-02-23,59.992,61.0636,59.8034,60.885,146306.0
2024-02-24,59.992,61.0636,59.8034,60.885,146306.0
2024-02-25,59.992,61.0636,59.8034,60.885,146306.0
2024-02-26,60.6072,61.138,60.4633,60.8751,122328.0
2024-02-27,60.9247,61.3663,60.4187,61.1132,167854.0
2024-02-28,60.6369,61.5101,60.6369,61.1331,138298.0
2024-02-29,62.165,62.7405,61.8277,62.4925,155810.0
2024-03-01,62.5222,62.7901,61.7681,62.7405,171875.0
2024-03-02,62.5222,62.7901,61.7681,62.7405,171875.0
2024-03-03,62.5222,62.7901,61.7681,62.7405,171875.0
2024-03-04,62.4528,63.1275,61.4456,61.8177,288291.0
2024-03-05,61.5597,62.1551,61.2521,61.401,183736.0
2024-03-06,61.9567,62.5322,60.9743,62.294,236494.0
2024-03-07,62.7901,63.3359,61.3911,61.5201,231710.0
2024-03-08,61.2918,61.9963,59.9225,60.7957,318126.0
2024-03-09,61.2918,61.9963,59.9225,60.7957,318126.0
2024-03-10,61.2918,61.9963,59.9225,60.7957,318126.0
2024-03-11,60.4583,61.1777,60.1805,60.7759,198390.0
2024-03-12,60.7362,60.7362,59.7836,60.2797,131434.0
2024-03-13,60.1607,61.0735,59.9275,60.885,170907.0
2024-03-14,60.71,60.9615,59.4,59.84,300123.0
2024-03-15,59.9,60.93,59.475,60.62,1243643.0
2024-03-16,59.9,60.93,59.475,60.62,1243643.0
2024-03-17,59.9,60.93,59.475,60.62,1243643.0
2024-03-18,60.61,60.6499,59.13,59.33,260099.0
2024-03-19,59.12,60.04,59.12,59.77,140846.0
2024-03-20,59.42,61.67,59.35,61.27,204629.0
2024-03-21,61.88,63.6,61.795,63.02,244451.0
2024-03-22,63.23,63.435,61.84,62.39,258240.0
2024-03-23,63.23,63.435,61.84,62.39,258240.0
2024-03-24,63.23,63.435,61.84,62.39,258240.0
2024-03-25,62.77,63.195,61.48,61.5,204771.0
2024-03-26,61.57,62.12,61.22,61.44,115042.0
2024-03-27,61.93,62.97,61.58,62.79,140206.0
2024-03-28,62.9,65.3499,62.9,65.06,701104.0
2024-03-29,62.9,65.3499,62.9,65.06,701104.0
2024-03-30,62.9,65.3499,62.9,65.06,701104.0
2024-03-31,62.9,65.3499,62.9,65.06,701104.0
2024-04-01,65.02,65.07,63.435,64.03,232495.0
2024-04-02,63.71,64.12,62.89,63.28,242967.0
2024-04-03,62.77,64.295,58.2329,64.13,255525.0
2024-04-04,64.56,65.335,63.03,63.5,197934.0
2024-04-05,63.5,64.2199,63.29,63.49,140645.0
2024-04-06,63.5,64.2199,63.29,63.49,140645.0
2024-04-07,63.5,64.2199,63.29,63.49,140645.0
2024-04-08,63.89,64.68,63.64,64.29,92412.0
