,LUV US Equity,LUV US Equity,LUV US Equity,LUV US Equity,LUV US Equity
2019-03-12,49.0045,49.0522,47.6024,48.0698,8766957.0
2019-03-13,48.5371,49.386,46.3339,48.2701,12543772.0
2019-03-14,48.4322,49.2048,48.2701,48.7946,7699817.0
2019-03-15,48.7946,49.3287,48.5943,48.9949,7146458.0
2019-03-16,48.7946,49.3287,48.5943,48.9949,7146458.0
2019-03-17,48.7946,49.3287,48.5943,48.9949,7146458.0
2019-03-18,48.9663,49.1497,48.642,48.7183,4217285.0
2019-03-19,48.8042,49.3287,48.1413,48.3941,4319656.0
2019-03-20,48.1652,48.3559,47.1208,47.4021,5785980.0
2019-03-21,47.4021,48.6659,47.4021,48.3941,5574125.0
2019-03-22,48.0889,48.1795,47.0206,47.0397,4834862.0
2019-03-23,48.0889,48.1795,47.0206,47.0397,4834862.0
2019-03-24,48.0889,48.1795,47.0206,47.0397,4834862.0
2019-03-25,46.9825,47.2495,46.2862,46.4388,4501777.0
2019-03-26,46.5914,47.1923,46.3339,46.4961,3821374.0
2019-03-27,46.2576,47.9267,46.2576,47.5261,8071813.0
2019-03-28,47.4975,48.375,47.4212,48.1175,7368850.0
2019-03-29,48.2415,49.6912,48.1175,49.51,6669652.0
2019-03-30,48.2415,49.6912,48.1175,49.51,6669652.0
2019-03-31,48.2415,49.6912,48.1175,49.51,6669652.0
2019-04-01,49.8533,50.5973,49.6149,49.9868,6313016.0
2019-04-02,50.7117,50.9597,49.7416,50.273,4412752.0
2019-04-03,50.5019,51.0455,50.3779,50.4447,3098330.0
2019-04-04,50.788,50.8357,49.7961,50.7212,2799462.0
2019-04-05,50.788,51.2458,50.602,50.788,2531833.0
2019-04-06,50.788,51.2458,50.602,50.788,2531833.0
2019-04-07,50.788,51.2458,50.602,50.788,2531833.0
2019-04-08,49.8438,50.0727,49.2811,49.5386,7001738.0
2019-04-09,49.2429,49.6673,49.0045,49.4909,3380759.0
2019-04-10,50.1394,50.3207,49.3287,50.1871,3910811.0
2019-04-11,50.3111,51.036,50.2539,50.5496,3287063.0
2019-04-12,50.8071,51.16,50.273,50.6736,2738510.0
2019-04-13,50.8071,51.16,50.273,50.6736,2738510.0
2019-04-14,50.8071,51.16,50.273,50.6736,2738510.0
2019-04-15,50.6068,50.6068,49.8629,49.8724,2524817.0
2019-04-16,49.8438,50.5162,49.5767,50.3397,2941026.0
2019-04-17,50.9215,51.1504,50.0441,50.3207,2570951.0
2019-04-18,50.2253,50.3302,49.4957,49.7675,3342142.0
2019-04-19,50.2253,50.3302,49.4957,49.7675,3342142.0
2019-04-20,50.2253,50.3302,49.4957,49.7675,3342142.0
2019-04-21,50.2253,50.3302,49.4957,49.7675,3342142.0
2019-04-22,49.4623,49.6578,49.0808,49.3192,2971511.0
2019-04-23,49.386,50.4733,49.1761,50.3493,3600144.0
2019-04-24,50.4637,50.5877,49.9678,50.4828,4074186.0
2019-04-25,50.664,52.3188,50.2032,50.8834,7115860.0
2019-04-26,50.788,51.0741,50.4923,50.5305,3939404.0
2019-04-27,50.788,51.0741,50.4923,50.5305,3939404.0
2019-04-28,50.788,51.0741,50.4923,50.5305,3939404.0
2019-04-29,50.54,51.5701,50.3016,51.3412,4029682.0
2019-04-30,51.4366,52.0374,51.0455,51.7227,3861006.0
2019-05-01,52.0756,52.0851,51.365,51.408,2514174.0
2019-05-02,51.4938,51.9707,50.8929,50.9025,2904042.0
2019-05-03,51.0455,51.4366,50.8214,51.1409,2502070.0
2019-05-04,51.0455,51.4366,50.8214,51.1409,2502070.0
2019-05-05,51.0455,51.4366,50.8214,51.1409,2502070.0
2019-05-06,50.3684,51.1314,50.2825,51.0074,2307834.0
2019-05-07,50.5877,50.664,49.0712,49.7961,4893864.0
2019-05-08,49.4909,50.4399,49.2238,49.9868,3464828.0
2019-05-09,49.5004,50.0918,49.405,50.0345,2749105.0
2019-05-10,49.7389,50.4351,48.8137,50.3016,2564719.0
2019-05-11,49.7389,50.4351,48.8137,50.3016,2564719.0
2019-05-12,49.7389,50.4351,48.8137,50.3016,2564719.0
2019-05-13,49.3764,49.4432,48.4322,48.6802,3285743.0
2019-05-14,48.7565,49.5373,48.5467,49.262,2616060.0
2019-05-15,48.6516,50.0155,48.3654,49.6053,3086639.0
2019-05-16,49.7579,50.5591,49.5958,50.1585,3176112.0
2019-05-17,49.653,50.5257,49.5481,49.8247,2173579.0
2019-05-18,49.653,50.5257,49.5481,49.8247,2173579.0
2019-05-19,49.653,50.5257,49.5481,49.8247,2173579.0
2019-05-20,49.386,50.0822,49.3383,49.6053,2658173.0
2019-05-21,50.1204,50.9645,49.9773,50.9025,3471360.0
2019-05-22,50.7785,51.0455,50.0918,50.1394,3192122.0
2019-05-23,49.6435,49.6435,48.0316,48.6039,5438233.0
2019-05-24,48.747,49.1761,48.5276,48.7851,2311899.0
2019-05-25,48.747,49.1761,48.5276,48.7851,2311899.0
2019-05-26,48.747,49.1761,48.5276,48.7851,2311899.0
2019-05-27,48.747,49.1761,48.5276,48.7851,2311899.0
2019-05-28,48.3845,48.5753,47.674,47.7169,3446591.0
2019-05-29,47.8313,47.8313,46.8347,47.2686,3703345.0
2019-05-30,47.2782,47.5834,46.7917,47.1065,2792344.0
2019-05-31,46.6487,46.744,45.2476,45.3992,5193949.0
2019-06-01,46.6487,46.744,45.2476,45.3992,5193949.0
2019-06-02,46.6487,46.744,45.2476,45.3992,5193949.0
2019-06-03,45.3992,46.1146,45.2037,45.5804,5231218.0
2019-06-04,46.1836,47.1218,46.1166,46.8633,6212733.0
2019-06-05,47.476,48.1462,47.2941,48.0792,4456206.0
2019-06-06,48.1079,48.3472,47.4282,47.8494,2385921.0
2019-06-07,48.0217,48.7876,47.9451,48.2228,2032364.0
2019-06-08,48.0217,48.7876,47.9451,48.2228,2032364.0
2019-06-09,48.0217,48.7876,47.9451,48.2228,2032364.0
2019-06-10,48.6823,49.1418,48.1366,48.1558,3016632.0
2019-06-11,48.4047,48.9561,48.127,48.4238,2949035.0
2019-06-12,48.4334,48.9312,48.2706,48.644,2572791.0
2019-06-13,48.9312,50.5013,48.8929,50.1471,4241808.0
2019-06-14,50.3003,50.3481,49.1857,49.611,2535282.0
2019-06-15,50.3003,50.3481,49.1857,49.611,2535282.0
2019-06-16,50.3003,50.3481,49.1857,49.611,2535282.0
2019-06-17,49.4099,49.4961,48.8929,48.9982,2811221.0
2019-06-18,49.2376,50.2237,48.9791,49.4961,3068900.0
2019-06-19,49.7833,49.879,48.7206,49.3142,3903733.0
2019-06-20,49.611,49.6923,48.8546,49.3237,3884333.0
2019-06-21,49.3237,49.7737,48.9408,49.0653,4733668.0
2019-06-22,49.3237,49.7737,48.9408,49.0653,4733668.0
2019-06-23,49.3237,49.7737,48.9408,49.0653,4733668.0
2019-06-24,49.2663,49.3046,48.7398,49.0365,2384179.0
2019-06-25,48.9408,49.4099,48.7828,48.8259,2953988.0
2019-06-26,48.8929,49.1897,48.2036,48.5387,3847570.0
2019-06-27,48.5961,49.2759,48.3472,48.577,3856748.0
2019-06-28,48.7876,48.9982,48.4908,48.6153,5965414.0
2019-06-29,48.7876,48.9982,48.4908,48.6153,5965414.0
2019-06-30,48.7876,48.9982,48.4908,48.6153,5965414.0
2019-07-01,49.0174,49.6205,48.869,49.3429,3353228.0
2019-07-02,49.6971,50.0226,48.8546,49.2376,2909522.0
2019-07-03,49.5631,50.0035,49.3812,49.678,2716995.0
2019-07-04,49.5631,50.0035,49.3812,49.678,2716995.0
2019-07-05,49.6397,50.0226,49.2663,49.6684,2113246.0
2019-07-06,49.6397,50.0226,49.2663,49.6684,2113246.0
2019-07-07,49.6397,50.0226,49.2663,49.6684,2113246.0
2019-07-08,49.4003,50.0609,49.2184,49.8599,3164718.0
2019-07-09,49.5056,50.0131,49.2759,49.4865,3122088.0
2019-07-10,49.6971,50.1088,49.5152,49.6493,3223980.0
2019-07-11,49.946,50.0035,49.5631,49.6301,2094558.0
2019-07-12,49.7833,50.5588,49.611,50.2715,2643132.0
2019-07-13,49.7833,50.5588,49.611,50.2715,2643132.0
2019-07-14,49.7833,50.5588,49.611,50.2715,2643132.0
2019-07-15,50.1184,50.7407,49.9556,50.0322,3191442.0
2019-07-16,50.0513,51.4922,50.0513,51.0087,3601093.0
2019-07-17,50.8651,50.8651,50.037,50.0705,3712772.0
2019-07-18,49.946,50.4822,49.6875,50.2045,2969491.0
2019-07-19,50.2907,50.6783,49.7833,49.8024,4285522.0
2019-07-20,50.2907,50.6783,49.7833,49.8024,4285522.0
2019-07-21,50.2907,50.6783,49.7833,49.8024,4285522.0
2019-07-22,50.0801,50.8316,50.0418,50.4343,3567169.0
2019-07-23,50.5013,51.9374,50.4822,51.8129,3399875.0
2019-07-24,51.698,52.598,51.5544,52.3873,4756563.0
2019-07-25,51.0566,53.5553,50.1758,52.5692,8684152.0
2019-07-26,52.5214,52.5214,50.8747,50.98,5835404.0
2019-07-27,52.5214,52.5214,50.8747,50.98,5835404.0
2019-07-28,52.5214,52.5214,50.8747,50.98,5835404.0
2019-07-29,50.8843,51.4012,50.4439,50.6258,3785900.0
2019-07-30,50.3098,50.5492,49.9269,50.3098,2794398.0
2019-07-31,50.3098,50.463,49.2037,49.3333,4985480.0
2019-08-01,49.3333,50.0513,48.2706,48.7876,4588143.0
2019-08-02,48.6727,48.7972,48.1079,48.4621,3142474.0
2019-08-03,48.6727,48.7972,48.1079,48.4621,3142474.0
2019-08-04,48.6727,48.7972,48.1079,48.4621,3142474.0
2019-08-05,47.8685,47.8685,46.3368,46.8729,5156510.0
2019-08-06,47.2845,47.6675,46.959,47.5909,3234929.0
2019-08-07,47.0835,48.0265,46.691,47.8015,3592429.0
2019-08-08,48.0983,48.6344,47.7824,48.3377,3673345.0
2019-08-09,48.0887,48.5961,47.9274,48.2994,2594292.0
2019-08-10,48.0887,48.5961,47.9274,48.2994,2594292.0
2019-08-11,48.0887,48.5961,47.9274,48.2994,2594292.0
2019-08-12,47.8877,48.0121,47.4282,47.9164,2112122.0
2019-08-13,47.2941,48.778,47.2558,47.792,3242337.0
2019-08-14,47.3133,47.3324,46.1644,46.6814,3654190.0
2019-08-15,46.825,46.9495,46.0396,46.1548,2935637.0
2019-08-16,46.624,47.8781,46.4804,47.6675,2997225.0
2019-08-17,46.624,47.8781,46.4804,47.6675,2997225.0
2019-08-18,46.624,47.8781,46.4804,47.6675,2997225.0
2019-08-19,48.1845,48.778,48.1558,48.4813,3540089.0
2019-08-20,48.4716,48.4908,47.7799,48.0585,2296956.0
2019-08-21,48.4332,48.8944,48.3756,48.6061,2097666.0
2019-08-22,48.8175,49.5477,48.6734,49.1826,3472220.0
2019-08-23,48.952,49.9032,48.2603,48.5773,4692193.0
2019-08-24,48.952,49.9032,48.2603,48.5773,4692193.0
2019-08-25,48.952,49.9032,48.2603,48.5773,4692193.0
2019-08-26,48.9424,49.1538,48.2699,48.7022,3608750.0
2019-08-27,48.9712,49.1154,48.2218,48.5101,2519088.0
2019-08-28,48.2699,49.4997,48.1546,49.1538,2614885.0
2019-08-29,49.6342,50.3356,49.5813,50.2491,3851890.0
2019-08-30,50.5373,51.1042,50.1338,50.2683,3274715.0
2019-08-31,50.5373,51.1042,50.1338,50.2683,3274715.0
2019-09-01,50.5373,51.1042,50.1338,50.2683,3274715.0
2019-09-02,50.5373,51.1042,50.1338,50.2683,3274715.0
2019-09-03,49.8552,50.1914,48.9136,49.3652,4297988.0
2019-09-04,49.7975,50.2395,49.0097,50.0569,3166998.0
2019-09-05,50.5373,51.0465,50.3836,50.4605,3236445.0
2019-09-06,50.6814,51.0657,50.0377,50.0954,2773605.0
2019-09-07,50.6814,51.0657,50.0377,50.0954,2773605.0
2019-09-08,50.6814,51.0657,50.0377,50.0954,2773605.0
2019-09-09,50.0954,51.2051,49.7879,50.9985,3127554.0
2019-09-10,51.2003,51.5269,50.8063,51.2867,3196232.0
2019-09-11,51.3732,52.7087,50.9601,52.5646,5496018.0
2019-09-12,52.6414,53.29,52.1707,52.824,2963452.0
2019-09-13,53.7848,54.1426,53.4677,53.6022,4400799.0
2019-09-14,53.7848,54.1426,53.4677,53.6022,4400799.0
2019-09-15,53.7848,54.1426,53.4677,53.6022,4400799.0
2019-09-16,52.2571,53.6695,51.9401,53.6214,4727300.0
2019-09-17,53.0834,54.073,53.045,53.5446,4281421.0
2019-09-18,53.5158,54.2748,53.4197,54.025,4517418.0
2019-09-19,53.8905,54.0058,52.9009,52.9201,4070728.0
2019-09-20,52.9969,53.2659,52.1418,52.3532,7081985.0
2019-09-21,52.9969,53.2659,52.1418,52.3532,7081985.0
2019-09-22,52.9969,53.2659,52.1418,52.3532,7081985.0
2019-09-23,52.2187,52.6126,51.844,52.3436,3244157.0
2019-09-24,52.7856,53.0161,51.9497,52.5838,3429240.0
2019-09-25,52.6126,53.1699,52.382,52.6703,2120577.0
2019-09-26,52.7183,53.0161,52.3052,52.4397,2558808.0
2019-09-27,52.7471,53.0065,51.9401,52.2091,3162195.0
2019-09-28,52.7471,53.0065,51.9401,52.2091,3162195.0
2019-09-29,52.7471,53.0065,51.9401,52.2091,3162195.0
2019-09-30,52.2667,52.5454,51.623,51.892,3842700.0
2019-10-01,52.161,52.7471,51.2003,51.2771,4234103.0
2019-10-02,50.6526,50.9216,49.1826,49.9993,5532440.0
2019-10-03,49.9993,50.3836,49.2499,50.2107,4533526.0
2019-10-04,50.1146,50.912,50.1146,50.7199,2871283.0
2019-10-05,50.1146,50.912,50.1146,50.7199,2871283.0
2019-10-06,50.1146,50.912,50.1146,50.7199,2871283.0
2019-10-07,50.9216,51.354,50.7103,50.9601,2801296.0
2019-10-08,50.6622,51.6086,50.3548,50.9505,3753307.0
2019-10-09,51.4693,52.0169,51.0465,51.3924,3717760.0
2019-10-10,50.6334,51.7287,50.5373,51.5654,2860376.0
2019-10-11,52.2379,52.4685,51.7671,51.8056,3067811.0
2019-10-12,52.2379,52.4685,51.7671,51.8056,3067811.0
2019-10-13,52.2379,52.4685,51.7671,51.8056,3067811.0
2019-10-14,51.6134,52.1707,51.6134,51.9112,1954963.0
2019-10-15,51.8728,52.6318,51.5461,52.0361,3545529.0
2019-10-16,52.0361,52.4589,51.5509,51.5654,4425752.0
2019-10-17,51.9305,52.0842,51.5846,51.7479,3885213.0
2019-10-18,51.7575,52.5742,51.354,51.3828,7672894.0
2019-10-19,51.7575,52.5742,51.354,51.3828,7672894.0
2019-10-20,51.7575,52.5742,51.354,51.3828,7672894.0
2019-10-21,52.1803,52.1803,51.0561,51.1426,6857686.0
2019-10-22,51.0369,51.4116,50.2395,50.8448,5636188.0
2019-10-23,50.8544,51.3156,50.595,51.1522,5051720.0
2019-10-24,52.0746,54.8609,51.8824,54.0826,10544350.0
2019-10-25,53.8712,54.5726,53.5446,54.515,4044002.0
2019-10-26,53.8712,54.5726,53.5446,54.515,4044002.0
2019-10-27,53.8712,54.5726,53.5446,54.515,4044002.0
2019-10-28,54.6879,55.5526,54.6014,55.3797,5439364.0
2019-10-29,55.3509,55.6295,54.9041,54.9665,3074838.0
2019-10-30,54.9473,55.0242,54.2652,54.8032,2280459.0
2019-10-31,54.3324,54.4189,53.5446,53.9289,2555208.0
2019-11-01,54.1307,54.1595,53.6599,54.0538,2364459.0
2019-11-02,54.1307,54.1595,53.6599,54.0538,2364459.0
2019-11-03,54.1307,54.1595,53.6599,54.0538,2364459.0
2019-11-04,54.3132,54.7552,54.1595,54.7456,2368009.0
2019-11-05,54.9185,55.7063,54.7744,55.6103,2897927.0
2019-11-06,55.6295,55.6295,54.8032,55.591,2649222.0
2019-11-07,55.7256,56.2011,55.591,55.9561,2860871.0
2019-11-08,55.9177,56.0618,55.6191,55.8985,2520613.0
2019-11-09,55.9177,56.0618,55.6191,55.8985,2520613.0
2019-11-10,55.9177,56.0618,55.6191,55.8985,2520613.0
2019-11-11,55.7352,56.009,54.9569,55.9754,3172672.0
2019-11-12,56.0522,56.1195,55.4037,55.5814,1936039.0
2019-11-13,55.3412,55.5719,55.1971,55.3316,1949389.0
2019-11-14,54.9954,55.4565,54.8416,55.3701,1901429.0
2019-11-15,55.6199,55.8697,55.4181,55.5238,1647684.0
2019-11-16,55.6199,55.8697,55.4181,55.5238,1647684.0
2019-11-17,55.6199,55.8697,55.4181,55.5238,1647684.0
2019-11-18,55.4181,55.5334,54.9521,55.5142,2205234.0
2019-11-19,55.716,55.7736,55.0499,55.2932,2103575.0
2019-11-20,55.0818,55.2308,54.0538,54.6014,3125779.0
2019-11-21,54.6207,54.832,54.3228,54.3709,2125969.0
2019-11-22,54.5822,54.8801,54.3805,54.7744,1530338.0
2019-11-23,54.5822,54.8801,54.3805,54.7744,1530338.0
2019-11-24,54.5822,54.8801,54.3805,54.7744,1530338.0
2019-11-25,54.9569,55.5046,54.611,55.3028,2076445.0
2019-11-26,55.5142,55.6199,54.8801,55.3316,2666472.0
2019-11-27,55.4085,55.6775,55.1395,55.4854,1627596.0
2019-11-28,55.4085,55.6775,55.1395,55.4854,1627596.0
2019-11-29,55.4854,55.6775,55.2115,55.3797,1098366.0
2019-11-30,55.4854,55.6775,55.2115,55.3797,1098366.0
2019-12-01,55.4854,55.6775,55.2115,55.3797,1098366.0
2019-12-02,55.3412,55.5334,54.4765,54.4958,2977369.0
2019-12-03,53.9961,54.1307,53.4389,53.7367,3679313.0
2019-12-04,53.8809,54.3324,53.5734,53.5926,3379706.0
2019-12-05,53.852,53.9769,53.314,53.3524,2791748.0
2019-12-06,53.631,54.0634,53.583,53.7463,2257048.0
2019-12-07,53.631,54.0634,53.583,53.7463,2257048.0
2019-12-08,53.631,54.0634,53.583,53.7463,2257048.0
2019-12-09,53.6214,53.7463,53.2372,53.2948,2601912.0
2019-12-10,53.2948,53.5743,52.7791,52.9285,2785028.0
2019-12-11,52.5718,52.8707,51.8682,52.0513,4881540.0
2019-12-12,52.4947,53.4201,52.2056,52.5236,4054921.0
2019-12-13,52.3791,52.8707,52.1766,52.1959,2705406.0
2019-12-14,52.3791,52.8707,52.1766,52.1959,2705406.0
2019-12-15,52.3791,52.8707,52.1766,52.1959,2705406.0
2019-12-16,52.5815,52.9429,52.3742,52.3887,3294340.0
2019-12-17,52.3405,53.1213,52.0706,52.2248,3966128.0
2019-12-18,52.3887,52.5718,51.4971,51.6658,3930633.0
2019-12-19,51.579,52.2441,51.579,52.1284,3833839.0
2019-12-20,52.3212,52.7261,52.061,52.6586,7820050.0
2019-12-21,52.3212,52.7261,52.061,52.6586,7820050.0
2019-12-22,52.3212,52.7261,52.061,52.6586,7820050.0
2019-12-23,52.8321,54.0659,52.6971,53.2562,7845761.0
2019-12-24,53.2755,53.3271,52.6971,52.9574,1326390.0
2019-12-25,53.2755,53.3271,52.6971,52.9574,1326390.0
2019-12-26,52.9574,53.343,52.6297,52.9188,1930797.0
2019-12-27,52.9863,53.0152,52.1092,52.3598,3348246.0
2019-12-28,52.9863,53.0152,52.1092,52.3598,3348246.0
2019-12-29,52.9863,53.0152,52.1092,52.3598,3348246.0
2019-12-30,52.3598,52.4369,51.8778,52.1284,2696286.0
2019-12-31,52.0899,52.167,51.8778,52.032,2881102.0
2020-01-01,52.0899,52.167,51.8778,52.032,2881102.0
2020-01-02,52.4176,52.8899,52.326,52.861,3508411.0
2020-01-03,51.6658,52.4562,51.126,52.3887,3536078.0
2020-01-04,51.6658,52.4562,51.126,52.3887,3536078.0
2020-01-05,51.6658,52.4562,51.126,52.3887,3536078.0
2020-01-06,51.7525,52.5911,51.5501,52.1766,4200277.0
2020-01-07,52.3694,52.4369,51.9357,52.3309,2999946.0
2020-01-08,51.7429,52.6875,51.7043,52.408,4103073.0
2020-01-09,52.5333,52.8417,52.2441,52.3405,3850898.0
2020-01-10,52.3887,52.4369,51.7525,51.9935,4051370.0
2020-01-11,52.3887,52.4369,51.7525,51.9935,4051370.0
2020-01-12,52.3887,52.4369,51.7525,51.9935,4051370.0
2020-01-13,51.9935,52.1236,51.6706,52.0417,3958671.0
2020-01-14,52.6104,53.1839,52.3791,52.5236,5007384.0
2020-01-15,52.3309,53.1068,52.1622,53.0442,4097508.0
2020-01-16,53.3815,53.6707,53.0875,53.3044,2950482.0
2020-01-17,53.4104,53.4876,52.7839,53.0249,3999891.0
2020-01-18,53.4104,53.4876,52.7839,53.0249,3999891.0
2020-01-19,53.4104,53.4876,52.7839,53.0249,3999891.0
2020-01-20,53.4104,53.4876,52.7839,53.0249,3999891.0
2020-01-21,52.6586,53.0827,51.2609,51.6079,6753491.0
2020-01-22,51.9549,52.3212,51.5308,51.5501,5303646.0
2020-01-23,51.0874,53.4586,49.9789,53.4008,6784753.0
2020-01-24,53.6032,54.5189,52.9767,54.5093,7995110.0
2020-01-25,53.6032,54.5189,52.9767,54.5093,7995110.0
2020-01-26,53.6032,54.5189,52.9767,54.5093,7995110.0
2020-01-27,53.2369,54.6153,53.1598,54.2201,8275105.0
2020-01-28,54.5479,55.6467,54.3551,55.5214,6242279.0
2020-01-29,55.666,56.0903,54.7696,54.837,6667193.0
2020-01-30,53.3141,54.4322,53.2273,53.8153,5129592.0
2020-01-31,53.6129,53.902,52.6586,52.996,5552350.0
2020-02-01,53.6129,53.902,52.6586,52.996,5552350.0
2020-02-02,53.6129,53.902,52.6586,52.996,5552350.0
2020-02-03,53.4104,53.7227,52.7164,53.2273,4071269.0
2020-02-04,53.9695,54.331,53.4972,53.6707,3619435.0
2020-02-05,54.3936,55.1648,54.0948,54.8949,3162737.0
2020-02-06,55.3094,55.9166,55.0154,55.6371,4332037.0
2020-02-07,55.3865,55.6274,54.9334,55.1937,2703562.0
2020-02-08,55.3865,55.6274,54.9334,55.1937,2703562.0
2020-02-09,55.3865,55.6274,54.9334,55.1937,2703562.0
2020-02-10,55.1358,55.4154,54.49,55.3479,2882148.0
2020-02-11,55.7335,56.4709,55.5118,55.8395,2848551.0
2020-02-12,56.1672,56.5383,55.907,56.3697,2234541.0
2020-02-13,55.9648,56.5673,55.7576,56.4275,2401816.0
2020-02-14,56.5624,56.707,55.8009,55.8781,2481776.0
2020-02-15,56.5624,56.707,55.8009,55.8781,2481776.0
2020-02-16,56.5624,56.707,55.8009,55.8781,2481776.0
2020-02-17,56.5624,56.707,55.8009,55.8781,2481776.0
2020-02-18,55.907,56.2347,55.3094,55.5214,3086560.0
2020-02-19,55.5985,55.6564,55.0009,55.0491,2135139.0
2020-02-20,54.9816,55.4347,54.6635,54.8852,2924965.0
2020-02-21,54.49,54.7503,53.4586,54.49,2324591.0
2020-02-22,54.49,54.7503,53.4586,54.49,2324591.0
2020-02-23,54.49,54.7503,53.4586,54.49,2324591.0
2020-02-24,52.8899,53.0056,51.4276,52.1574,7538409.0
2020-02-25,52.4465,52.5333,47.7619,47.8679,9351708.0
2020-02-26,48.2824,48.6583,46.345,47.1354,9289924.0
2020-02-27,45.4485,47.43,43.993,44.9473,10355854.0
2020-02-28,43.4436,45.0822,43.3568,44.5232,11854046.0
2020-02-29,43.4436,45.0822,43.3568,44.5232,11854046.0
2020-03-01,43.4436,45.0822,43.3568,44.5232,11854046.0
