,GOLF US Equity,GOLF US Equity,GOLF US Equity,GOLF US Equity,GOLF US Equity
2020-05-22,29.473,29.5107,29.1107,29.313,311171.0
2020-05-23,29.473,29.5107,29.1107,29.313,311171.0
2020-05-24,29.473,29.5107,29.1107,29.313,311171.0
2020-05-25,29.473,29.5107,29.1107,29.313,311171.0
2020-05-26,29.6424,30.6775,29.6424,30.4329,480459.0
2020-05-27,30.1788,31.7879,30.1788,31.3645,1079787.0
2020-05-28,31.6374,31.9009,31.0728,31.2421,605566.0
2020-05-29,31.0728,31.675,30.5646,31.4492,794646.0
2020-05-30,31.0728,31.675,30.5646,31.4492,794646.0
2020-05-31,31.0728,31.675,30.5646,31.4492,794646.0
2020-06-01,31.628,32.4467,31.2892,32.1173,439219.0
2020-06-02,32.409,32.8795,32.2585,32.5314,301474.0
2020-06-03,32.983,33.9805,32.8042,33.096,444237.0
2020-06-04,32.8549,33.4126,32.5856,33.3181,437878.0
2020-06-05,33.9325,35.0856,33.5827,33.6584,381349.0
2020-06-06,33.9325,35.0856,33.5827,33.6584,381349.0
2020-06-07,33.9325,35.0856,33.5827,33.6584,381349.0
2020-06-08,33.7151,34.2964,33.6394,34.0837,423737.0
2020-06-09,33.7434,33.8157,33.0251,33.6111,399353.0
2020-06-10,33.5449,33.7812,32.8786,33.3181,490854.0
2020-06-11,32.3162,32.6564,31.5884,31.6073,467806.0
2020-06-12,32.7415,33.1669,31.2954,32.1366,408964.0
2020-06-13,32.7415,33.1669,31.2954,32.1366,408964.0
2020-06-14,32.7415,33.1669,31.2954,32.1366,408964.0
2020-06-15,31.371,32.3419,31.2198,32.1744,242844.0
2020-06-16,33.0156,33.0156,32.1271,32.4296,287427.0
2020-06-17,32.5714,33.337,32.3445,33.1763,253033.0
2020-06-18,33.0251,33.2807,32.7037,33.1479,253080.0
2020-06-19,32.9873,33.5166,32.3256,32.3351,624859.0
2020-06-20,32.9873,33.5166,32.3256,32.3351,624859.0
2020-06-21,32.9873,33.5166,32.3256,32.3351,624859.0
2020-06-22,32.1177,32.8549,32.0421,32.7037,305973.0
2020-06-23,33.0345,33.5308,32.9636,33.1952,466884.0
2020-06-24,33.0156,33.337,31.8152,31.9759,422195.0
2020-06-25,31.853,32.1271,31.5789,32.0232,366324.0
2020-06-26,31.8814,32.1933,31.3474,31.5506,626835.0
2020-06-27,31.8814,32.1933,31.3474,31.5506,626835.0
2020-06-28,31.8814,32.1933,31.3474,31.5506,626835.0
2020-06-29,31.9948,32.8455,31.7869,32.6659,406272.0
2020-06-30,32.4674,32.9778,32.25,32.8833,327976.0
2020-07-01,33.0534,33.3842,32.7888,32.7982,315968.0
2020-07-02,33.3937,33.3937,32.5336,32.6564,209018.0
2020-07-03,33.3937,33.3937,32.5336,32.6564,209018.0
2020-07-04,33.3937,33.3937,32.5336,32.6564,209018.0
2020-07-05,33.3937,33.3937,32.5336,32.6564,209018.0
2020-07-06,33.2519,33.3464,32.5903,32.7699,283739.0
2020-07-07,32.5903,32.7179,31.8719,31.8908,259544.0
2020-07-08,31.9192,32.2878,31.8341,32.2311,221328.0
2020-07-09,32.2878,32.2878,31.6073,31.9286,300962.0
2020-07-10,32.1555,32.4296,31.8247,32.3918,201243.0
2020-07-11,32.1555,32.4296,31.8247,32.3918,201243.0
2020-07-12,32.1555,32.4296,31.8247,32.3918,201243.0
2020-07-13,32.9022,32.9258,31.8814,31.9003,165891.0
2020-07-14,31.7774,32.6564,31.5884,32.647,190997.0
2020-07-15,33.2236,33.8521,32.7887,33.6394,322949.0
2020-07-16,33.4977,34.0175,33.4126,33.9892,229170.0
2020-07-17,34.0459,34.5752,34.0081,34.131,197133.0
2020-07-18,34.0459,34.5752,34.0081,34.131,197133.0
2020-07-19,34.0459,34.5752,34.0081,34.131,197133.0
2020-07-20,34.112,34.216,33.7245,34.216,172498.0
2020-07-21,34.6981,35.407,34.3483,35.2841,243538.0
2020-07-22,35.2179,35.6811,34.9013,35.0667,267209.0
2020-07-23,35.199,36.2953,35.114,35.5771,301432.0
2020-07-24,35.4542,35.5015,35.1045,35.1707,158962.0
2020-07-25,35.4542,35.5015,35.1045,35.1707,158962.0
2020-07-26,35.4542,35.5015,35.1045,35.1707,158962.0
2020-07-27,35.2368,36.6452,35.1801,36.4561,274007.0
2020-07-28,36.4183,36.8437,35.8228,35.8418,343133.0
2020-07-29,36.097,36.8058,36.0544,36.8058,264895.0
2020-07-30,36.3522,36.3522,35.5487,36.0875,484319.0
2020-07-31,36.0875,36.3805,35.3597,35.9646,330223.0
2020-08-01,36.0875,36.3805,35.3597,35.9646,330223.0
2020-08-02,36.0875,36.3805,35.3597,35.9646,330223.0
2020-08-03,36.1537,36.8153,36.0497,36.5979,425926.0
2020-08-04,36.6168,37.666,36.286,37.1839,589953.0
2020-08-05,35.3408,35.3408,33.4315,34.9533,723328.0
2020-08-06,35.2179,36.2379,32.7982,32.9211,631699.0
2020-08-07,32.7982,33.5544,32.7982,33.233,273583.0
2020-08-08,32.7982,33.5544,32.7982,33.233,273583.0
2020-08-09,32.7982,33.5544,32.7982,33.233,273583.0
2020-08-10,33.4599,33.6111,32.6234,32.6754,255779.0
2020-08-11,33.0062,33.9939,33.0062,33.4315,295807.0
2020-08-12,33.7623,33.9041,33.2519,33.7151,277951.0
2020-08-13,33.5071,33.9608,33.4173,33.5449,226769.0
2020-08-14,33.3559,33.7151,32.9211,33.0062,138441.0
2020-08-15,33.3559,33.7151,32.9211,33.0062,138441.0
2020-08-16,33.3559,33.7151,32.9211,33.0062,138441.0
2020-08-17,33.0534,33.5638,32.6186,33.3275,165115.0
2020-08-18,33.2992,33.6205,32.9353,33.0629,194769.0
2020-08-19,33.1669,33.7151,33.1007,33.233,181680.0
2020-08-20,32.9022,33.0818,32.5525,32.7982,232211.0
2020-08-21,32.6659,32.9873,32.5619,32.9495,172835.0
2020-08-22,32.6659,32.9873,32.5619,32.9495,172835.0
2020-08-23,32.6659,32.9873,32.5619,32.9495,172835.0
2020-08-24,33.3464,33.5733,33.1007,33.4126,135390.0
2020-08-25,33.6678,33.7151,33.044,33.5544,207633.0
2020-08-26,33.5071,34.1688,33.3937,33.8379,234586.0
2020-08-27,34.3767,34.4051,33.5544,33.5638,242957.0
2020-08-28,33.7907,33.9136,33.4032,33.5638,119806.0
2020-08-29,33.7907,33.9136,33.4032,33.5638,119806.0
2020-08-30,33.7907,33.9136,33.4032,33.5638,119806.0
2020-08-31,33.5544,33.7434,33.1574,33.3559,170465.0
2020-09-01,33.1858,33.7812,32.94,33.7151,175075.0
2020-09-02,33.9797,34.1499,33.5355,34.0742,199475.0
2020-09-03,34.2878,34.2878,32.9589,33.367,202778.0
2020-09-04,33.6708,33.6993,32.2945,32.8639,206383.0
2020-09-05,33.6708,33.6993,32.2945,32.8639,206383.0
2020-09-06,33.6708,33.6993,32.2945,32.8639,206383.0
2020-09-07,33.6708,33.6993,32.2945,32.8639,206383.0
2020-09-08,32.3798,33.0063,32.2944,32.5412,221533.0
2020-09-09,32.6836,33.0111,32.3181,32.7595,176896.0
2020-09-10,33.0633,33.1202,32.3988,32.4557,200915.0
2020-09-11,32.788,32.788,32.1235,32.3703,200917.0
2020-09-12,32.788,32.788,32.1235,32.3703,200917.0
2020-09-13,32.788,32.788,32.1235,32.3703,200917.0
2020-09-14,32.5412,32.5412,31.8577,32.2374,187936.0
2020-09-15,32.5032,32.6171,32.2801,32.3323,151815.0
2020-09-16,32.4462,32.5174,31.6014,31.8862,241379.0
2020-09-17,31.5444,31.8862,31.421,31.8482,174513.0
2020-09-18,32.0665,32.0665,31.2976,31.5254,506153.0
2020-09-19,32.0665,32.0665,31.2976,31.5254,506153.0
2020-09-20,32.0665,32.0665,31.2976,31.5254,506153.0
2020-09-21,31.0223,31.9336,30.7755,31.9147,355709.0
2020-09-22,32.0191,32.0428,31.2691,31.6868,219665.0
2020-09-23,31.9526,32.4273,31.2407,31.44,232374.0
2020-09-24,31.4875,31.9526,30.9844,31.3641,193186.0
2020-09-25,31.2312,31.5096,31.0033,31.3641,181565.0
2020-09-26,31.2312,31.5096,31.0033,31.3641,181565.0
2020-09-27,31.2312,31.5096,31.0033,31.3641,181565.0
2020-09-28,31.5824,31.7343,31.3498,31.421,160937.0
2020-09-29,31.5634,31.6963,31.2597,31.4875,149556.0
2020-09-30,31.5444,32.1045,31.5444,31.9052,255176.0
2020-10-01,32.1045,33.0158,31.8862,32.9399,317146.0
2020-10-02,32.2659,33.367,32.2659,33.1012,185500.0
2020-10-03,32.2659,33.367,32.2659,33.1012,185500.0
2020-10-04,32.2659,33.367,32.2659,33.1012,185500.0
2020-10-05,33.2531,34.5916,33.2287,34.5536,218329.0
2020-10-06,34.8669,34.9239,33.5664,33.6993,230003.0
2020-10-07,33.9841,34.4112,33.8132,33.8227,249628.0
2020-10-08,34.1929,34.1929,33.1772,33.3196,315990.0
2020-10-09,33.4715,33.8037,33.3765,33.462,174844.0
2020-10-10,33.4715,33.8037,33.3765,33.462,174844.0
2020-10-11,33.4715,33.8037,33.3765,33.462,174844.0
2020-10-12,33.462,33.7942,33.1962,33.6708,221243.0
2020-10-13,33.5664,33.6898,33.2341,33.4525,291473.0
2020-10-14,33.6044,33.7752,32.9114,32.9209,170164.0
2020-10-15,32.5602,33.3386,32.2849,33.2152,301404.0
2020-10-16,33.367,33.4771,32.7975,32.9399,159629.0
2020-10-17,33.367,33.4771,32.7975,32.9399,159629.0
2020-10-18,33.367,33.4771,32.7975,32.9399,159629.0
2020-10-19,33.0348,33.3575,32.9589,32.9968,271025.0
2020-10-20,33.1487,33.4904,32.807,32.8639,213351.0
2020-10-21,32.769,33.462,32.769,32.9778,167987.0
2020-10-22,33.1962,33.3006,32.6551,33.1677,222463.0
2020-10-23,33.1962,33.3329,32.9494,33.0158,167532.0
2020-10-24,33.1962,33.3329,32.9494,33.0158,167532.0
2020-10-25,33.1962,33.3329,32.9494,33.0158,167532.0
2020-10-26,32.7405,32.9731,32.3988,32.6076,216729.0
2020-10-27,32.5222,33.4572,32.4684,32.6741,229315.0
2020-10-28,32.0381,32.6171,31.5254,32.2659,373934.0
2020-10-29,32.2279,32.5222,31.6583,31.8007,218100.0
2020-10-30,34.0125,34.0125,32.114,32.3988,439214.0
2020-10-31,34.0125,34.0125,32.114,32.3988,439214.0
2020-11-01,34.0125,34.0125,32.114,32.3988,439214.0
2020-11-02,32.5697,32.6076,32.114,32.5222,169450.0
2020-11-03,32.8924,33.8179,32.807,33.4145,190164.0
2020-11-04,33.2816,34.5252,33.0063,33.7847,290930.0
2020-11-05,33.9081,34.9286,33.7278,34.8099,308540.0
2020-11-06,37.2211,38.5501,34.5726,37.0692,702818.0
2020-11-07,37.2211,38.5501,34.5726,37.0692,702818.0
2020-11-08,37.2211,38.5501,34.5726,37.0692,702818.0
2020-11-09,38.2273,38.3697,35.427,35.4649,556783.0
2020-11-10,35.5978,35.8921,34.6487,35.5314,400892.0
2020-11-11,35.6928,36.718,35.1991,35.6358,215780.0
2020-11-12,35.6263,35.8352,34.3733,34.696,249289.0
2020-11-13,34.753,35.2466,34.397,34.4492,283525.0
2020-11-14,34.753,35.2466,34.397,34.4492,283525.0
2020-11-15,34.753,35.2466,34.397,34.4492,283525.0
2020-11-16,34.7245,35.5029,34.1549,35.4365,232091.0
2020-11-17,35.3226,35.9681,34.8669,35.9111,200225.0
2020-11-18,35.8731,35.9728,35.1707,35.1991,145517.0
2020-11-19,35.0662,35.5694,34.8811,35.3605,149932.0
2020-11-20,35.1612,35.8636,34.8384,35.7402,203315.0
2020-11-21,35.1612,35.8636,34.8384,35.7402,203315.0
2020-11-22,35.1612,35.8636,34.8384,35.7402,203315.0
2020-11-23,36.082,36.3668,35.6833,35.9491,225670.0
2020-11-24,36.3193,36.3193,35.5694,35.9206,200203.0
2020-11-25,36.006,36.0725,35.4744,36.006,154582.0
2020-11-26,36.006,36.0725,35.4744,36.006,154582.0
2020-11-27,36.1104,36.1104,35.427,35.8447,98824.0
2020-11-28,36.1104,36.1104,35.427,35.8447,98824.0
2020-11-29,36.1104,36.1104,35.427,35.8447,98824.0
2020-11-30,35.9965,36.044,35.2608,35.7877,365203.0
2020-12-01,35.8826,37.0882,35.7877,36.8889,234369.0
2020-12-02,37.0312,37.9995,36.8983,37.1167,220818.0
2020-12-03,37.1214,37.4455,36.9594,37.2644,115804.0
2020-12-04,37.3978,38.0421,37.3978,37.8362,160235.0
2020-12-05,37.3978,38.0421,37.3978,37.8362,160235.0
2020-12-06,37.3978,38.0421,37.3978,37.8362,160235.0
2020-12-07,37.598,38.2079,37.598,37.9792,133578.0
2020-12-08,37.7219,38.2937,37.4598,37.9697,265541.0
2020-12-09,38.3223,38.3318,37.6075,37.6361,211306.0
2020-12-10,37.4645,37.5961,37.0738,37.15,172560.0
2020-12-11,36.9022,37.3818,36.4267,36.8165,163711.0
2020-12-12,36.9022,37.3818,36.4267,36.8165,163711.0
2020-12-13,36.9022,37.3818,36.4267,36.8165,163711.0
2020-12-14,37.0547,37.5219,36.826,36.826,296121.0
2020-12-15,37.2167,37.598,36.9547,37.5598,425759.0
2020-12-16,37.8172,38.7988,37.8172,38.4557,191080.0
2020-12-17,38.532,39.2372,38.3318,39.1133,184387.0
2020-12-18,39.3135,40.5715,38.7607,38.9608,728991.0
2020-12-19,39.3135,40.5715,38.7607,38.9608,728991.0
2020-12-20,39.3135,40.5715,38.7607,38.9608,728991.0
2020-12-21,38.3985,39.4945,38.2184,39.466,209801.0
2020-12-22,39.5517,39.9425,39.242,39.3135,135148.0
2020-12-23,39.5327,39.5358,38.999,39.1133,125030.0
2020-12-24,39.0657,39.2753,38.856,39.1896,45180.0
2020-12-25,39.0657,39.2753,38.856,39.1896,45180.0
2020-12-26,39.0657,39.2753,38.856,39.1896,45180.0
2020-12-27,39.0657,39.2753,38.856,39.1896,45180.0
2020-12-28,39.7423,40.3237,39.1896,40.0092,173214.0
2020-12-29,39.9997,40.0283,38.9799,39.0561,162640.0
2020-12-30,39.2086,39.79,38.7369,39.018,128518.0
2020-12-31,38.9322,39.018,38.551,38.6368,127139.0
2021-01-01,38.9322,39.018,38.551,38.6368,127139.0
2021-01-02,38.9322,39.018,38.551,38.6368,127139.0
2021-01-03,38.9322,39.018,38.551,38.6368,127139.0
2021-01-04,39.0275,39.647,38.3413,38.9227,174120.0
2021-01-05,38.9227,39.2563,38.5463,38.9894,166256.0
2021-01-06,39.3802,40.8193,39.3802,40.2189,259793.0
2021-01-07,40.1617,40.5043,39.8281,40.1236,226878.0
2021-01-08,40.1522,40.3714,39.2563,39.9997,225463.0
2021-01-09,40.1522,40.3714,39.2563,39.9997,225463.0
2021-01-10,40.1522,40.3714,39.2563,39.9997,225463.0
2021-01-11,39.7137,40.5906,39.7137,40.3142,159404.0
2021-01-12,40.2856,40.5238,40.0759,40.3618,161436.0
2021-01-13,40.1522,40.1522,39.5422,39.6375,227223.0
2021-01-14,39.7519,39.9139,39.2658,39.3802,199563.0
2021-01-15,38.7035,38.9132,38.0554,38.5415,340016.0
2021-01-16,38.7035,38.9132,38.0554,38.5415,340016.0
2021-01-17,38.7035,38.9132,38.0554,38.5415,340016.0
2021-01-18,38.7035,38.9132,38.0554,38.5415,340016.0
2021-01-19,38.6749,38.8751,37.8362,38.1507,177320.0
2021-01-20,38.2937,39.4088,38.2651,39.1705,177300.0
2021-01-21,39.4469,39.7423,38.9275,39.0561,123331.0
2021-01-22,38.7893,39.323,38.5606,39.1324,187837.0
2021-01-23,38.7893,39.323,38.5606,39.1324,187837.0
2021-01-24,38.7893,39.323,38.5606,39.1324,187837.0
2021-01-25,39.1229,40.0664,38.999,39.3897,227088.0
2021-01-26,39.5613,39.8472,38.9847,39.7137,324609.0
2021-01-27,38.9894,40.3237,38.8655,39.8758,306471.0
2021-01-28,40.1045,40.276,38.7893,39.0275,238750.0
2021-01-29,39.0466,39.2563,38.4081,38.9036,235376.0
2021-01-30,39.0466,39.2563,38.4081,38.9036,235376.0
2021-01-31,39.0466,39.2563,38.4081,38.9036,235376.0
2021-02-01,39.18,40.4095,38.632,39.952,198645.0
2021-02-02,40.4476,41.8105,39.7709,41.191,217932.0
2021-02-03,41.1719,42.6777,40.8431,42.4014,335029.0
2021-02-04,42.3346,43.2591,42.0678,43.059,148612.0
2021-02-05,43.3163,43.8405,42.9541,43.8023,150025.0
2021-02-06,43.3163,43.8405,42.9541,43.8023,150025.0
2021-02-07,43.3163,43.8405,42.9541,43.8023,150025.0
2021-02-08,44.1454,45.0318,43.9358,44.6124,227198.0
2021-02-09,44.6696,44.9174,44.4094,44.8984,160869.0
2021-02-10,45.1652,45.4368,44.6506,44.9365,229551.0
2021-02-11,44.7459,45.0413,43.1638,43.85,258290.0
2021-02-12,44.0025,44.784,43.4164,44.2217,187965.0
2021-02-13,44.0025,44.784,43.4164,44.2217,187965.0
2021-02-14,44.0025,44.784,43.4164,44.2217,187965.0
2021-02-15,44.0025,44.784,43.4164,44.2217,187965.0
2021-02-16,44.4028,44.4123,42.9541,43.2305,292850.0
2021-02-17,42.8302,43.4878,42.5634,43.24,156686.0
2021-02-18,43.2305,43.2305,42.1822,42.2584,169311.0
2021-02-19,42.2584,42.3442,41.658,42.2107,216378.0
2021-02-20,42.2584,42.3442,41.658,42.2107,216378.0
2021-02-21,42.2584,42.3442,41.658,42.2107,216378.0
2021-02-22,41.9248,42.3251,41.7342,42.1154,180840.0
2021-02-23,41.8581,42.6206,41.4674,42.4204,194059.0
2021-02-24,42.6682,43.0113,41.9248,41.9248,286181.0
2021-02-25,42.4109,43.5735,41.2291,41.6484,358530.0
2021-02-26,41.5817,41.7247,40.1045,40.2379,360694.0
2021-02-27,41.5817,41.7247,40.1045,40.2379,360694.0
2021-02-28,41.5817,41.7247,40.1045,40.2379,360694.0
2021-03-01,40.7621,41.1004,40.338,40.6859,648807.0
2021-03-02,40.6859,41.1338,39.1324,39.1514,417713.0
2021-03-03,39.3135,39.4469,38.1317,38.3413,436475.0
2021-03-04,38.389,38.9608,36.7593,37.6361,542589.0
2021-03-05,37.8267,39.1038,37.3263,39.0561,351696.0
2021-03-06,37.8267,39.1038,37.3263,39.0561,351696.0
2021-03-07,37.8267,39.1038,37.3263,39.0561,351696.0
2021-03-08,39.2658,40.5524,39.2658,39.6947,317065.0
2021-03-09,39.8662,40.4285,39.7233,40.0283,302126.0
2021-03-10,40.2284,40.2856,39.5613,39.5613,284366.0
2021-03-11,39.8053,41.1449,39.7,40.9248,305085.0
2021-03-12,40.9056,41.2549,40.5229,40.8482,192980.0
2021-03-13,40.9056,41.2549,40.5229,40.8482,192980.0
2021-03-14,40.9056,41.2549,40.5229,40.8482,192980.0
