,MDU US Equity,MDU US Equity,MDU US Equity,MDU US Equity,MDU US Equity
2020-02-22,19.3788,19.4391,19.1737,19.2219,1102486.0
2020-02-23,19.3788,19.4391,19.1737,19.2219,1102486.0
2020-02-24,18.9866,19.1495,18.878,18.9625,2346605.0
2020-02-25,18.9746,19.0228,18.4557,18.4617,1554757.0
2020-02-26,18.5402,18.7061,18.3773,18.4074,2532086.0
2020-02-27,18.2144,18.2626,17.605,17.605,1839701.0
2020-02-28,17.1646,17.1646,16.4436,16.7302,2571452.0
2020-02-29,17.1646,17.1646,16.4436,16.7302,2571452.0
2020-03-01,17.1646,17.1646,16.4436,16.7302,2571452.0
2020-03-02,16.8448,17.6171,16.7604,17.593,3013046.0
2020-03-03,17.5869,18.0002,17.3577,17.3818,2691141.0
2020-03-04,17.6593,18.4316,17.6593,18.4195,1461394.0
2020-03-05,17.8283,18.3531,17.8283,18.0575,1698859.0
2020-03-06,17.5085,17.8946,17.2491,17.8222,1888542.0
2020-03-07,17.5085,17.8946,17.2491,17.8222,1888542.0
2020-03-08,17.5085,17.8946,17.2491,17.8222,1888542.0
2020-03-09,16.5371,16.8267,16.0303,16.3079,2358549.0
2020-03-10,16.7362,17.1043,15.976,17.0862,2261798.0
2020-03-11,16.6774,16.7564,15.8205,16.0514,2703119.0
2020-03-12,14.9149,14.9149,13.827,13.8695,2110473.0
2020-03-13,14.611,14.611,13.4927,14.1734,2436751.0
2020-03-14,14.611,14.611,13.4927,14.1734,2436751.0
2020-03-15,14.611,14.611,13.4927,14.1734,2436751.0
2020-03-16,12.4655,13.438,11.8334,11.9307,1963621.0
2020-03-17,12.2224,12.2914,11.2682,11.8213,2497052.0
2020-03-18,10.8367,12.034,9.1227,9.4388,2698133.0
2020-03-19,9.3902,11.9125,9.1167,11.5478,2410043.0
2020-03-20,11.6572,12.0948,10.9886,11.171,3052999.0
2020-03-21,11.6572,12.0948,10.9886,11.171,3052999.0
2020-03-22,11.6572,12.0948,10.9886,11.171,3052999.0
2020-03-23,11.0129,11.0616,10.004,10.709,1706239.0
2020-03-24,11.4019,12.1191,11.0008,12.0097,1810363.0
2020-03-25,11.9975,13.2192,11.9307,12.0097,2934695.0
2020-03-26,12.1799,13.596,12.0097,13.5109,1383711.0
2020-03-27,12.9335,13.6112,12.8727,13.2556,1462492.0
2020-03-28,12.9335,13.6112,12.8727,13.2556,1462492.0
2020-03-29,12.9335,13.6112,12.8727,13.2556,1462492.0
2020-03-30,13.3711,13.4623,12.6965,12.9882,1591984.0
2020-03-31,12.8059,13.2496,12.7208,13.0672,1544234.0
2020-04-01,12.4777,12.5992,12.0705,12.5202,1647545.0
2020-04-02,12.4959,13.128,12.2893,12.6418,1533892.0
2020-04-03,12.7147,12.7877,12.1616,12.2832,1372360.0
2020-04-04,12.7147,12.7877,12.1616,12.2832,1372360.0
2020-04-05,12.7147,12.7877,12.1616,12.2832,1372360.0
2020-04-06,12.8606,13.438,12.7086,13.359,1610008.0
2020-04-07,13.9181,14.3679,13.3711,13.3894,1589768.0
2020-04-08,13.4562,14.3983,13.4197,14.301,999674.0
2020-04-09,14.5928,15.1701,14.5928,15.0,1221117.0
2020-04-10,14.5928,15.1701,14.5928,15.0,1221117.0
2020-04-11,14.5928,15.1701,14.5928,15.0,1221117.0
2020-04-12,14.5928,15.1701,14.5928,15.0,1221117.0
2020-04-13,14.8966,15.0425,14.3557,14.5016,824337.0
2020-04-14,14.7629,14.8541,14.2311,14.3375,1209120.0
2020-04-15,13.7662,14.0093,13.6568,13.6993,1080442.0
2020-04-16,13.7236,13.912,13.3347,13.5838,1085006.0
2020-04-17,13.912,14.2463,13.7479,13.9971,851677.0
2020-04-18,13.912,14.2463,13.7479,13.9971,851677.0
2020-04-19,13.912,14.2463,13.7479,13.9971,851677.0
2020-04-20,13.675,13.7662,13.1341,13.2253,861728.0
2020-04-21,12.7998,13.1341,12.7223,13.0429,1070322.0
2020-04-22,13.4866,13.4866,12.98,13.3407,1482209.0
2020-04-23,13.4623,13.5535,13.286,13.3347,1199330.0
2020-04-24,13.3954,13.6082,13.1888,13.5352,797046.0
2020-04-25,13.3954,13.6082,13.1888,13.5352,797046.0
2020-04-26,13.3954,13.6082,13.1888,13.5352,797046.0
2020-04-27,13.5656,14.1855,13.5535,14.0154,799520.0
2020-04-28,14.3436,14.5137,13.9789,14.0336,1214619.0
2020-04-29,14.4226,14.5502,14.1612,14.3922,2021650.0
2020-04-30,14.1612,14.1916,13.6446,13.6507,1770662.0
2020-05-01,13.1706,13.4076,12.736,12.8363,1115485.0
2020-05-02,13.1706,13.4076,12.736,12.8363,1115485.0
2020-05-03,13.1706,13.4076,12.736,12.8363,1115485.0
2020-05-04,12.6539,12.9092,12.4473,12.8667,1150023.0
2020-05-05,13.0186,13.2313,12.9335,12.97,1033306.0
2020-05-06,12.97,13.0186,12.5263,12.5445,1226096.0
2020-05-07,12.6722,12.9821,12.6114,12.733,1632537.0
2020-05-08,12.7998,13.3468,12.5628,13.2982,1490629.0
2020-05-09,12.7998,13.3468,12.5628,13.2982,1490629.0
2020-05-10,12.7998,13.3468,12.5628,13.2982,1490629.0
2020-05-11,13.0368,13.0907,12.502,12.7573,1585068.0
2020-05-12,12.66,12.9031,12.192,12.3501,1823181.0
2020-05-13,12.2528,12.3136,11.5417,11.6937,1922505.0
2020-05-14,11.4749,12.2589,11.2439,12.2467,2190646.0
2020-05-15,12.1616,12.4534,11.8638,12.0705,4727067.0
2020-05-16,12.1616,12.4534,11.8638,12.0705,4727067.0
2020-05-17,12.1616,12.4534,11.8638,12.0705,4727067.0
2020-05-18,12.5385,13.3164,12.5324,13.2131,1782198.0
2020-05-19,13.2131,13.2617,12.7998,12.8059,1293613.0
2020-05-20,12.9335,13.0915,12.6813,12.7451,1187761.0
2020-05-21,12.7816,13.0429,12.7208,12.7877,1294705.0
2020-05-22,12.7998,12.8667,12.5202,12.8545,743487.0
2020-05-23,12.7998,12.8667,12.5202,12.8545,743487.0
2020-05-24,12.7998,12.8667,12.5202,12.8545,743487.0
2020-05-25,12.7998,12.8667,12.5202,12.8545,743487.0
2020-05-26,13.3711,13.6993,13.3711,13.6021,1523453.0
2020-05-27,13.9667,14.1308,13.5291,13.6568,984054.0
2020-05-28,13.8817,13.8817,13.3954,13.4319,1621912.0
2020-05-29,13.286,13.4441,13.0855,13.2253,1175737.0
2020-05-30,13.286,13.4441,13.0855,13.2253,1175737.0
2020-05-31,13.286,13.4441,13.0855,13.2253,1175737.0
2020-06-01,13.2435,13.4957,13.1888,13.3711,1040248.0
2020-06-02,13.4258,13.6811,13.3772,13.4866,886466.0
2020-06-03,13.6872,13.9759,13.6872,13.754,989842.0
2020-06-04,13.6993,13.7419,13.362,13.5535,1858564.0
2020-06-05,14.143,14.7097,14.0549,14.5381,1556166.0
2020-06-06,14.143,14.7097,14.0549,14.5381,1556166.0
2020-06-07,14.143,14.7097,14.0549,14.5381,1556166.0
2020-06-08,14.7933,15.1549,14.6718,15.0972,1808773.0
2020-06-09,14.7629,14.769,14.3071,14.3375,1361861.0
2020-06-10,14.3727,14.4157,13.8148,13.9006,1189188.0
2020-06-11,13.3058,13.3365,12.4535,12.5578,1591562.0
2020-06-12,13.0176,13.269,12.5516,12.8337,978673.0
2020-06-13,13.0176,13.269,12.5516,12.8337,978673.0
2020-06-14,13.0176,13.269,12.5516,12.8337,978673.0
2020-06-15,12.4535,13.0054,12.2389,12.9379,1363129.0
2020-06-16,13.3978,13.7228,13.2384,13.4223,1345149.0
2020-06-17,13.4714,13.5082,12.9287,13.1157,931079.0
2020-06-18,12.9686,13.2966,12.8827,13.1525,1294891.0
2020-06-19,13.3181,13.4285,12.9808,12.987,2115832.0
2020-06-20,13.3181,13.4285,12.9808,12.987,2115832.0
2020-06-21,13.3181,13.4285,12.9808,12.987,2115832.0
2020-06-22,12.8766,13.2629,12.7018,13.22,858750.0
2020-06-23,13.4346,13.4652,13.0606,13.1157,995646.0
2020-06-24,12.9379,13.1893,12.7785,13.0912,1378450.0
2020-06-25,13.0483,13.1893,12.8766,13.1464,1082534.0
2020-06-26,13.0973,13.3242,12.8827,12.9318,1573464.0
2020-06-27,13.0973,13.3242,12.8827,12.9318,1573464.0
2020-06-28,13.0973,13.3242,12.8827,12.9318,1573464.0
2020-06-29,13.2016,13.545,13.0791,13.5327,1077708.0
2020-06-30,13.4775,13.6799,13.3794,13.6001,1136455.0
2020-07-01,13.6553,13.8056,13.502,13.5634,1259420.0
2020-07-02,13.7902,13.9435,13.6063,13.6492,596362.0
2020-07-03,13.7902,13.9435,13.6063,13.6492,596362.0
2020-07-04,13.7902,13.9435,13.6063,13.6492,596362.0
2020-07-05,13.7902,13.9435,13.6063,13.6492,596362.0
2020-07-06,13.9129,14.0171,13.5143,13.6001,849095.0
2020-07-07,13.3794,13.3855,13.0973,13.1525,1223329.0
2020-07-08,13.0912,13.2476,12.9441,13.0789,795381.0
2020-07-09,13.0544,13.0544,12.4596,12.6129,859823.0
2020-07-10,12.5332,12.9624,12.5332,12.9379,925555.0
2020-07-11,12.5332,12.9624,12.5332,12.9379,925555.0
2020-07-12,12.5332,12.9624,12.5332,12.9379,925555.0
2020-07-13,12.9686,13.2936,12.8398,12.9379,1228223.0
2020-07-14,12.9686,13.2384,12.9103,13.0912,851242.0
2020-07-15,13.4407,13.5266,13.22,13.2322,896706.0
2020-07-16,13.2261,13.4714,13.1157,13.2752,617648.0
2020-07-17,13.2936,13.5511,13.2752,13.4898,536925.0
2020-07-18,13.2936,13.5511,13.2752,13.4898,536925.0
2020-07-19,13.2936,13.5511,13.2752,13.4898,536925.0
2020-07-20,13.4039,13.4039,12.9655,13.0851,636256.0
2020-07-21,13.0667,13.4285,13.0667,13.2322,815315.0
2020-07-22,13.1403,13.4775,13.0789,13.453,1044120.0
2020-07-23,13.4898,13.6676,13.3917,13.5327,837147.0
2020-07-24,13.5695,13.778,13.312,13.3733,608370.0
2020-07-25,13.5695,13.778,13.312,13.3733,608370.0
2020-07-26,13.5695,13.778,13.312,13.3733,608370.0
2020-07-27,13.3671,13.4469,13.1617,13.2936,998590.0
2020-07-28,13.2016,13.5327,13.2016,13.2997,1326539.0
2020-07-29,13.3426,13.6185,13.2936,13.6001,1097819.0
2020-07-30,13.3855,13.3947,13.0238,13.0789,960184.0
2020-07-31,13.0054,13.1341,12.6589,12.8643,3817770.0
2020-08-01,13.0054,13.1341,12.6589,12.8643,3817770.0
2020-08-02,13.0054,13.1341,12.6589,12.8643,3817770.0
2020-08-03,12.8766,12.9931,12.6436,12.987,986035.0
2020-08-04,12.9624,13.0912,12.8459,13.0483,1268347.0
2020-08-05,13.8331,14.1349,13.5695,13.8699,2032770.0
2020-08-06,13.8945,14.1704,13.8577,14.1459,1001855.0
2020-08-07,14.0662,14.3789,14.0478,14.3298,859269.0
2020-08-08,14.0662,14.3789,14.0478,14.3298,859269.0
2020-08-09,14.0662,14.3789,14.0478,14.3298,859269.0
2020-08-10,14.4218,14.6671,14.4034,14.5935,728964.0
2020-08-11,14.7161,14.943,14.3421,14.4157,698114.0
2020-08-12,14.5444,14.6793,14.3482,14.3543,1003046.0
2020-08-13,14.2624,14.336,14.0784,14.2685,737554.0
2020-08-14,14.1091,14.2348,13.9742,14.1152,528164.0
2020-08-15,14.1091,14.2348,13.9742,14.1152,528164.0
2020-08-16,14.1091,14.2348,13.9742,14.1152,528164.0
2020-08-17,14.1152,14.1367,13.8791,13.9006,948197.0
2020-08-18,13.8822,13.968,13.6921,13.9374,911545.0
2020-08-19,13.919,14.2317,13.8638,13.9251,898767.0
2020-08-20,13.778,13.8577,13.6584,13.7534,815720.0
2020-08-21,13.7473,13.827,13.5204,13.7473,857448.0
2020-08-22,13.7473,13.827,13.5204,13.7473,857448.0
2020-08-23,13.7473,13.827,13.5204,13.7473,857448.0
2020-08-24,13.8577,14.4003,13.7412,14.3911,1595389.0
2020-08-25,14.4954,14.5475,14.1827,14.5199,1524273.0
2020-08-26,14.477,14.477,14.0662,14.0662,1422610.0
2020-08-27,14.0662,14.5843,14.0662,14.4095,864417.0
2020-08-28,14.4402,14.5444,14.2746,14.526,1023839.0
2020-08-29,14.4402,14.5444,14.2746,14.526,1023839.0
2020-08-30,14.4402,14.5444,14.2746,14.526,1023839.0
2020-08-31,14.5076,14.5506,14.3443,14.4831,934464.0
2020-09-01,14.3911,14.5788,14.1152,14.5628,911379.0
2020-09-02,14.6303,14.9675,14.5628,14.9123,675263.0
2020-09-03,14.992,15.1392,14.759,14.8326,1001296.0
2020-09-04,14.992,15.0288,14.6548,14.8633,851465.0
2020-09-05,14.992,15.0288,14.6548,14.8633,851465.0
2020-09-06,14.992,15.0288,14.6548,14.8633,851465.0
2020-09-07,14.992,15.0288,14.6548,14.8633,851465.0
2020-09-08,14.7039,14.7406,14.3114,14.4954,1398336.0
2020-09-09,14.5309,14.7969,14.4258,14.6547,1093223.0
2020-09-10,14.667,14.667,14.3701,14.4072,995472.0
2020-09-11,14.4258,14.4691,14.1845,14.3701,939564.0
2020-09-12,14.4258,14.4691,14.1845,14.3701,939564.0
2020-09-13,14.4258,14.4691,14.1845,14.3701,939564.0
2020-09-14,14.3825,14.698,14.3454,14.6175,871875.0
2020-09-15,14.6856,14.8557,14.6423,14.7165,788935.0
2020-09-16,14.7722,15.2114,14.6918,15.0567,1344705.0
2020-09-17,14.8093,14.8959,14.5124,14.599,1434105.0
2020-09-18,14.6175,14.6361,14.0361,14.135,5721718.0
2020-09-19,14.6175,14.6361,14.0361,14.135,5721718.0
2020-09-20,14.6175,14.6361,14.0361,14.135,5721718.0
2020-09-21,13.8876,13.9247,13.6773,13.8752,1628737.0
2020-09-22,13.9742,14.2093,13.7453,13.9804,1405328.0
2020-09-23,13.9804,14.1103,13.5041,13.5041,1707298.0
2020-09-24,13.4793,13.869,13.2442,13.6835,1260241.0
2020-09-25,13.5659,13.8598,13.5659,13.7206,1276594.0
2020-09-26,13.5659,13.8598,13.5659,13.7206,1276594.0
2020-09-27,13.5659,13.8598,13.5659,13.7206,1276594.0
2020-09-28,13.9804,14.0299,13.801,13.8876,888527.0
2020-09-29,13.8876,13.9742,13.6216,13.7391,849843.0
2020-09-30,13.7824,13.968,13.7391,13.9185,1399870.0
2020-10-01,13.9185,14.0299,13.6896,13.8628,808867.0
2020-10-02,13.5969,14.1752,13.5969,14.0917,780298.0
2020-10-03,13.5969,14.1752,13.5969,14.0917,780298.0
2020-10-04,13.5969,14.1752,13.5969,14.0917,780298.0
2020-10-05,14.1721,14.2711,14.0639,14.2031,627238.0
2020-10-06,14.4134,14.7103,14.2093,14.2773,1130448.0
2020-10-07,14.401,14.4567,14.1721,14.2897,1018309.0
2020-10-08,14.401,14.6856,14.3392,14.6485,1246081.0
2020-10-09,14.7289,14.8031,14.3361,14.3948,824066.0
2020-10-10,14.7289,14.8031,14.3361,14.3948,824066.0
2020-10-11,14.7289,14.8031,14.3361,14.3948,824066.0
2020-10-12,14.3825,14.7041,14.3577,14.6547,1527017.0
2020-10-13,14.5,14.5681,14.2402,14.3392,1157873.0
2020-10-14,14.3021,14.6256,14.2464,14.2588,783694.0
2020-10-15,14.1474,14.7444,14.0608,14.6732,1045552.0
2020-10-16,14.6856,14.9516,14.6794,14.9145,1323119.0
2020-10-17,14.6856,14.9516,14.6794,14.9145,1323119.0
2020-10-18,14.6856,14.9516,14.6794,14.9145,1323119.0
2020-10-19,14.9578,14.9578,14.5062,14.5742,849158.0
2020-10-20,14.7165,14.7846,14.4443,14.5866,1012067.0
2020-10-21,14.5433,14.8402,14.5248,14.6732,777068.0
2020-10-22,14.6856,14.9578,14.5804,14.9454,789964.0
2020-10-23,15.0753,15.3227,14.9887,15.3227,1025351.0
2020-10-24,15.0753,15.3227,14.9887,15.3227,1025351.0
2020-10-25,15.0753,15.3227,14.9887,15.3227,1025351.0
2020-10-26,15.0877,15.1001,14.7134,14.8897,899338.0
2020-10-27,14.8402,15.0011,14.6794,14.7289,1120671.0
2020-10-28,14.401,14.5248,14.2093,14.2402,1259981.0
2020-10-29,14.135,14.5433,13.9989,14.432,1004824.0
2020-10-30,14.3825,14.7165,14.3021,14.698,2303206.0
2020-10-31,14.3825,14.7165,14.3021,14.698,2303206.0
2020-11-01,14.3825,14.7165,14.3021,14.698,2303206.0
2020-11-02,14.8588,14.9825,14.6423,14.8835,815095.0
2020-11-03,15.1124,15.2733,15.0691,15.1434,967970.0
2020-11-04,15.0011,15.3568,14.7041,14.7351,1127800.0
2020-11-05,14.7536,14.9083,14.2711,14.4258,1338006.0
2020-11-06,14.4258,14.6763,14.1598,14.3887,924108.0
2020-11-07,14.4258,14.6763,14.1598,14.3887,924108.0
2020-11-08,14.4258,14.6763,14.1598,14.3887,924108.0
2020-11-09,14.9207,15.7434,14.8959,15.5393,2137505.0
2020-11-10,15.5393,16.2754,15.5393,15.997,1210467.0
2020-11-11,16.0156,16.0651,15.3475,15.4588,1320655.0
2020-11-12,15.4155,15.4155,14.7907,15.1062,1113590.0
2020-11-13,15.3104,15.4403,15.1403,15.3722,796841.0
2020-11-14,15.3104,15.4403,15.1403,15.3722,796841.0
2020-11-15,15.3104,15.4403,15.1403,15.3722,796841.0
2020-11-16,15.663,15.7743,15.4403,15.7558,792373.0
2020-11-17,15.6073,15.9259,15.4217,15.7867,748389.0
2020-11-18,15.7929,15.8362,15.397,15.397,983465.0
2020-11-19,15.3722,15.476,15.0351,15.2794,730031.0
2020-11-20,15.2856,15.4496,15.1928,15.2671,547734.0
2020-11-21,15.2856,15.4496,15.1928,15.2671,547734.0
2020-11-22,15.2856,15.4496,15.1928,15.2671,547734.0
2020-11-23,15.3042,15.5795,15.2485,15.4527,760904.0
2020-11-24,15.5516,16.13,15.5083,16.0651,983029.0
2020-11-25,16.0651,16.2383,15.929,16.0156,781931.0
2020-11-26,16.0651,16.2383,15.929,16.0156,781931.0
2020-11-27,15.8795,15.9104,15.5887,15.7743,318113.0
2020-11-28,15.8795,15.9104,15.5887,15.7743,318113.0
2020-11-29,15.8795,15.9104,15.5887,15.7743,318113.0
2020-11-30,15.7434,15.8795,15.4217,15.4279,1435409.0
2020-12-01,15.496,15.731,15.4898,15.5887,898153.0
2020-12-02,15.5887,15.6939,15.3227,15.4403,1042494.0
2020-12-03,15.465,15.6073,15.2361,15.4341,812147.0
2020-12-04,15.4898,15.731,15.4403,15.5949,1000845.0
2020-12-05,15.4898,15.731,15.4403,15.5949,1000845.0
2020-12-06,15.4898,15.731,15.4403,15.5949,1000845.0
2020-12-07,15.5021,15.5826,15.3289,15.4094,857242.0
2020-12-08,15.3227,15.5331,15.2733,15.3042,885462.0
2020-12-09,15.3557,15.4929,15.2433,15.312,930593.0
2020-12-10,15.312,15.5054,15.156,15.4368,759029.0
2020-12-11,15.2496,15.5241,15.2496,15.4617,720245.0
2020-12-12,15.2496,15.5241,15.2496,15.4617,720245.0
2020-12-13,15.2496,15.5241,15.2496,15.4617,720245.0
2020-12-14,16.0171,16.2417,15.8174,15.8923,1414883.0
2020-12-15,16.0233,16.3166,15.8923,16.2354,957175.0
2020-12-16,16.3478,16.3914,16.0919,16.1793,816670.0
2020-12-17,16.2666,16.4351,16.2417,16.3665,933913.0
2020-12-18,16.4601,16.5599,15.9547,16.0919,4123882.0
2020-12-19,16.4601,16.5599,15.9547,16.0919,4123882.0
2020-12-20,16.4601,16.5599,15.9547,16.0919,4123882.0
2020-12-21,15.8423,15.8798,15.4555,15.624,1085394.0
2020-12-22,15.599,15.9422,15.4867,15.911,874852.0
2020-12-23,16.042,16.1793,15.9297,16.0171,822405.0
2020-12-24,16.1044,16.1044,15.9235,16.067,293662.0
2020-12-25,16.1044,16.1044,15.9235,16.067,293662.0
2020-12-26,16.1044,16.1044,15.9235,16.067,293662.0
2020-12-27,16.1044,16.1044,15.9235,16.067,293662.0
2020-12-28,16.0795,16.3977,16.067,16.3103,601999.0
2020-12-29,16.329,16.4226,15.9422,15.9609,691417.0
2020-12-30,15.9422,16.3166,15.9422,16.1606,789837.0
2020-12-31,16.1918,16.4944,16.0919,16.4351,853823.0
2021-01-01,16.1918,16.4944,16.0919,16.4351,853823.0
2021-01-02,16.1918,16.4944,16.0919,16.4351,853823.0
2021-01-03,16.1918,16.4944,16.0919,16.4351,853823.0
2021-01-04,16.4725,16.5349,15.8611,16.0295,1090537.0
2021-01-05,16.0295,16.2854,15.8923,16.1294,1172925.0
2021-01-06,16.4476,17.1027,16.399,16.9405,1354469.0
2021-01-07,17.0528,17.1152,16.666,16.666,1466874.0
2021-01-08,16.7596,16.7845,16.4538,16.6785,998545.0
2021-01-09,16.7596,16.7845,16.4538,16.6785,998545.0
2021-01-10,16.7596,16.7845,16.4538,16.6785,998545.0
2021-01-11,16.6785,16.8905,16.6285,16.8469,745746.0
2021-01-12,16.822,17.3149,16.7346,17.265,1030014.0
2021-01-13,17.265,17.4147,17.0965,17.1901,795223.0
2021-01-14,17.2088,17.4834,17.1252,17.3648,939425.0
2021-01-15,17.2088,17.5146,16.8469,17.3523,952449.0
2021-01-16,17.2088,17.5146,16.8469,17.3523,952449.0
2021-01-17,17.2088,17.5146,16.8469,17.3523,952449.0
2021-01-18,17.2088,17.5146,16.8469,17.3523,952449.0
2021-01-19,17.4709,17.5146,17.2213,17.2587,823064.0
2021-01-20,17.2338,17.6082,17.2244,17.5458,777176.0
2021-01-21,17.4709,17.5957,17.1339,17.2026,727534.0
2021-01-22,17.0903,17.3523,16.9624,17.3024,971979.0
2021-01-23,17.0903,17.3523,16.9624,17.3024,971979.0
2021-01-24,17.0903,17.3523,16.9624,17.3024,971979.0
2021-01-25,17.3149,17.5707,17.1402,17.2837,764914.0
2021-01-26,17.2962,17.3087,16.6348,16.6535,1227703.0
2021-01-27,16.3852,16.5287,16.1668,16.379,1231167.0
2021-01-28,16.5537,16.9405,16.4788,16.7658,921491.0
2021-01-29,16.6473,16.7783,16.3353,16.4039,1954355.0
2021-01-30,16.6473,16.7783,16.3353,16.4039,1954355.0
2021-01-31,16.6473,16.7783,16.3353,16.4039,1954355.0
2021-02-01,16.5037,16.7533,16.3041,16.7097,728542.0
2021-02-02,16.8469,16.9405,16.7097,16.8157,895117.0
2021-02-03,16.6722,16.9031,16.5661,16.8282,1242840.0
2021-02-04,16.7908,17.2463,16.7159,16.8407,1041938.0
2021-02-05,16.928,16.9904,16.6816,16.7284,877111.0
2021-02-06,16.928,16.9904,16.6816,16.7284,877111.0
2021-02-07,16.928,16.9904,16.6816,16.7284,877111.0
2021-02-08,16.9031,17.1402,16.8095,16.928,1027084.0
2021-02-09,17.0404,17.2587,16.9967,17.1464,575805.0
2021-02-10,17.1901,17.2088,16.9343,17.1027,633066.0
2021-02-11,17.1027,17.2274,16.953,17.0653,817819.0
2021-02-12,17.0965,17.4022,16.9717,17.3399,682277.0
2021-02-13,17.0965,17.4022,16.9717,17.3399,682277.0
2021-02-14,17.0965,17.4022,16.9717,17.3399,682277.0
2021-02-15,17.0965,17.4022,16.9717,17.3399,682277.0
2021-02-16,17.3711,17.5957,17.2899,17.4397,1031380.0
2021-02-17,17.4334,17.5832,17.3336,17.5333,787873.0
2021-02-18,17.4958,17.786,17.482,17.6456,1002449.0
2021-02-19,17.7454,17.8203,17.6269,17.7329,590469.0
2021-02-20,17.7454,17.8203,17.6269,17.7329,590469.0
2021-02-21,17.7454,17.8203,17.6269,17.7329,590469.0
2021-02-22,17.6331,17.8702,17.577,17.7018,784733.0
2021-02-23,17.7891,18.0512,17.6331,17.9139,1032515.0
2021-02-24,17.9513,18.3507,17.7953,18.2508,1066486.0
2021-02-25,18.2259,18.3444,17.7891,17.7953,961837.0
2021-02-26,17.8265,17.9763,17.527,17.5333,1220399.0
2021-02-27,17.8265,17.9763,17.527,17.5333,1220399.0
2021-02-28,17.8265,17.9763,17.527,17.5333,1220399.0
2021-03-01,17.7953,18.0449,17.7392,17.8889,866633.0
2021-03-02,17.9638,17.9638,17.6674,17.7829,627774.0
2021-03-03,17.8265,18.151,17.6955,18.1323,1094978.0
2021-03-04,18.2259,18.7562,18.1323,18.4692,1408257.0
2021-03-05,18.5815,19.2055,18.5248,19.1556,1214043.0
2021-03-06,18.5815,19.2055,18.5248,19.1556,1214043.0
