,MDU US Equity,MDU US Equity,MDU US Equity,MDU US Equity,MDU US Equity
2022-05-16,16.7352,17.188,16.6511,17.1427,1329690.0
2022-05-17,17.3562,17.6732,17.2268,17.6732,1123482.0
2022-05-18,17.7185,17.8026,17.3433,17.4144,1509219.0
2022-05-19,17.3433,17.5542,17.1161,17.3303,1833374.0
2022-05-20,17.3498,17.395,16.9099,17.188,1365773.0
2022-05-21,17.3498,17.395,16.9099,17.188,1365773.0
2022-05-22,17.3498,17.395,16.9099,17.188,1365773.0
2022-05-23,17.4468,17.5697,17.2915,17.3498,1074062.0
2022-05-24,17.2851,17.395,16.9681,17.3433,1394792.0
2022-05-25,17.3433,17.4856,17.2883,17.3886,1612045.0
2022-05-26,17.4727,17.7055,17.4727,17.5632,800518.0
2022-05-27,17.5956,17.7573,17.5956,17.7573,842888.0
2022-05-28,17.5956,17.7573,17.5956,17.7573,842888.0
2022-05-29,17.5956,17.7573,17.5956,17.7573,842888.0
2022-05-30,17.5956,17.7573,17.5956,17.7573,842888.0
2022-05-31,17.6667,17.8026,17.4565,17.712,1744212.0
2022-06-01,17.7055,17.7573,17.3886,17.5503,1181876.0
2022-06-02,17.6473,17.7832,17.3465,17.7702,809828.0
2022-06-03,17.7573,17.7961,17.6215,17.7055,887100.0
2022-06-04,17.7573,17.7961,17.6215,17.7055,887100.0
2022-06-05,17.7573,17.7961,17.6215,17.7055,887100.0
2022-06-06,17.8608,17.9255,17.7411,17.8155,785910.0
2022-06-07,17.7185,18.0549,17.6797,18.0419,954670.0
2022-06-08,18.0077,18.0077,17.6752,17.7599,1278899.0
2022-06-09,17.7013,17.8643,17.5709,17.5774,1019716.0
2022-06-10,17.3688,17.7339,17.3492,17.6687,1710890.0
2022-06-11,17.3688,17.7339,17.3492,17.6687,1710890.0
2022-06-12,17.3688,17.7339,17.3492,17.6687,1710890.0
2022-06-13,17.3948,17.46,16.8733,16.958,2237257.0
2022-06-14,17.0036,17.0623,16.632,16.7885,1740138.0
2022-06-15,16.8015,17.1992,16.7689,16.9906,1089951.0
2022-06-16,16.7559,16.7755,16.4364,16.6255,2019328.0
2022-06-17,16.8733,17.0493,16.5864,16.971,3747249.0
2022-06-18,16.8733,17.0493,16.5864,16.971,3747249.0
2022-06-19,16.8733,17.0493,16.5864,16.971,3747249.0
2022-06-20,16.8733,17.0493,16.5864,16.971,3747249.0
2022-06-21,17.108,17.2775,16.8798,17.1862,1586882.0
2022-06-22,17.0232,17.6654,17.0232,17.5318,1861651.0
2022-06-23,17.5774,17.786,17.5578,17.6947,1558901.0
2022-06-24,17.773,18.288,17.773,18.1381,2441371.0
2022-06-25,17.773,18.288,17.773,18.1381,2441371.0
2022-06-26,17.773,18.288,17.773,18.1381,2441371.0
2022-06-27,18.1381,18.2848,17.9881,18.0533,2387919.0
2022-06-28,18.1511,18.3532,17.8871,17.9425,1320103.0
2022-06-29,17.936,18.0338,17.4274,17.5383,1655031.0
2022-06-30,17.3622,17.6947,17.3101,17.5969,1317314.0
2022-07-01,17.5904,18.0729,17.4763,18.0403,1322040.0
2022-07-02,17.5904,18.0729,17.4763,18.0403,1322040.0
2022-07-03,17.5904,18.0729,17.4763,18.0403,1322040.0
2022-07-04,17.5904,18.0729,17.4763,18.0403,1322040.0
2022-07-05,17.8056,17.8447,16.9319,17.297,2020474.0
2022-07-06,17.3036,17.5937,17.1797,17.4926,1748083.0
2022-07-07,17.6165,17.7078,17.4242,17.4731,1070425.0
2022-07-08,17.5513,17.5578,17.3394,17.434,895301.0
2022-07-09,17.5513,17.5578,17.3394,17.434,895301.0
2022-07-10,17.5513,17.5578,17.3394,17.434,895301.0
2022-07-11,17.4144,17.5448,17.3394,17.4535,598714.0
2022-07-12,17.3622,17.6165,17.3557,17.4535,833887.0
2022-07-13,17.3166,17.4926,17.1601,17.3818,878376.0
2022-07-14,17.1471,17.4209,17.0949,17.4014,811877.0
2022-07-15,17.5969,17.6361,17.2775,17.5187,968384.0
2022-07-16,17.5969,17.6361,17.2775,17.5187,968384.0
2022-07-17,17.5969,17.6361,17.2775,17.5187,968384.0
2022-07-18,17.5774,17.6621,17.2905,17.3427,884592.0
2022-07-19,17.4926,17.6458,17.4926,17.6165,1032251.0
2022-07-20,17.6295,17.6947,17.2938,17.3688,1108515.0
2022-07-21,17.2775,17.5285,17.1992,17.447,924273.0
2022-07-22,17.5578,17.61,17.4014,17.5774,914936.0
2022-07-23,17.5578,17.61,17.4014,17.5774,914936.0
2022-07-24,17.5578,17.61,17.4014,17.5774,914936.0
2022-07-25,17.6426,17.786,17.5513,17.7665,974754.0
2022-07-26,17.7925,17.9881,17.7632,17.9621,954037.0
2022-07-27,17.9229,18.1805,17.8577,18.0794,953038.0
2022-07-28,18.1577,18.3337,18.0403,18.3337,975710.0
2022-07-29,18.3858,18.6369,18.3206,18.6271,3483793.0
2022-07-30,18.3858,18.6369,18.3206,18.6271,3483793.0
2022-07-31,18.3858,18.6369,18.3206,18.6271,3483793.0
2022-08-01,18.5749,18.6858,18.4054,18.425,1302166.0
2022-08-02,18.3924,18.5417,18.2229,18.2229,1289690.0
2022-08-03,18.262,18.3793,18.1446,18.2946,869042.0
2022-08-04,18.5619,19.6181,18.3402,19.4421,2597002.0
2022-08-05,19.2334,19.2334,18.6238,19.0378,2105013.0
2022-08-06,19.2334,19.2334,18.6238,19.0378,2105013.0
2022-08-07,19.2334,19.2334,18.6238,19.0378,2105013.0
2022-08-08,19.0313,19.4062,18.9205,18.9531,1188833.0
2022-08-09,19.1487,19.3703,19.1291,19.2725,1542225.0
2022-08-10,19.4486,20.1429,19.429,20.0419,2217410.0
2022-08-11,20.068,20.4494,20.0093,20.094,1671915.0
2022-08-12,20.1788,20.4265,20.094,20.3418,964862.0
2022-08-13,20.1788,20.4265,20.094,20.3418,964862.0
2022-08-14,20.1788,20.4265,20.094,20.3418,964862.0
2022-08-15,20.231,20.8764,20.1853,20.746,1853095.0
2022-08-16,20.6221,20.8992,20.5895,20.8569,995736.0
2022-08-17,20.7199,20.9286,20.6723,20.8634,940989.0
2022-08-18,20.922,20.9872,20.8145,20.9155,918047.0
2022-08-19,20.8177,20.9612,20.7688,20.7917,1136581.0
2022-08-20,20.8177,20.9612,20.7688,20.7917,1136581.0
2022-08-21,20.8177,20.9612,20.7688,20.7917,1136581.0
2022-08-22,20.5635,20.6352,20.3679,20.3939,671578.0
2022-08-23,20.4917,20.5569,20.2635,20.3613,663087.0
2022-08-24,20.3483,20.447,20.2961,20.3939,549442.0
2022-08-25,20.3744,20.5374,20.3418,20.4917,574959.0
2022-08-26,20.5374,20.5765,20.2635,20.2701,645621.0
2022-08-27,20.5374,20.5765,20.2635,20.2701,645621.0
2022-08-28,20.5374,20.5765,20.2635,20.2701,645621.0
2022-08-29,20.1527,20.257,19.9506,20.1527,1091169.0
2022-08-30,20.1984,20.3287,19.755,19.8202,521749.0
2022-08-31,19.8006,19.8528,19.6507,19.6572,1080849.0
2022-09-01,19.605,19.768,19.5594,19.7224,672390.0
2022-09-02,19.8658,20.006,19.4779,19.5268,940752.0
2022-09-03,19.8658,20.006,19.4779,19.5268,940752.0
2022-09-04,19.8658,20.006,19.4779,19.5268,940752.0
2022-09-05,19.8658,20.006,19.4779,19.5268,940752.0
2022-09-06,19.5268,19.6311,19.2367,19.3834,712380.0
2022-09-07,19.3095,19.9696,19.2964,19.8678,1042598.0
2022-09-08,19.7364,20.0123,19.7036,20.0057,666130.0
2022-09-09,20.1042,20.1633,19.9728,20.0911,756485.0
2022-09-10,20.1042,20.1633,19.9728,20.0911,756485.0
2022-09-11,20.1042,20.1633,19.9728,20.0911,756485.0
2022-09-12,20.1764,20.2224,20.0057,20.0976,830853.0
2022-09-13,19.8021,19.9269,19.4211,19.5131,731710.0
2022-09-14,19.5459,19.6149,19.3489,19.605,1136005.0
2022-09-15,19.5394,19.6379,19.3752,19.5131,1087258.0
2022-09-16,19.2964,19.4014,19.1322,19.3686,2012582.0
2022-09-17,19.2964,19.4014,19.1322,19.3686,2012582.0
2022-09-18,19.2964,19.4014,19.1322,19.3686,2012582.0
2022-09-19,19.2767,19.5426,19.2683,19.5131,725811.0
2022-09-20,19.3423,19.5328,19.1978,19.3883,754178.0
2022-09-21,19.5591,19.7003,19.1781,19.1781,635140.0
2022-09-22,19.1716,19.1716,18.9351,19.0271,529224.0
2022-09-23,18.8497,18.8497,18.3572,18.5542,1065417.0
2022-09-24,18.8497,18.8497,18.3572,18.5542,1065417.0
2022-09-25,18.8497,18.8497,18.3572,18.5542,1065417.0
2022-09-26,18.5213,18.5608,18.2324,18.3243,1100349.0
2022-09-27,18.4294,18.587,17.8908,18.0419,1134847.0
2022-09-28,18.1864,18.4819,18.0156,18.3637,810506.0
2022-09-29,18.2586,18.3046,17.8908,18.2061,1034444.0
2022-09-30,18.2389,18.3572,17.927,17.9631,1320941.0
2022-10-01,18.2389,18.3572,17.927,17.9631,1320941.0
2022-10-02,18.2389,18.3572,17.927,17.9631,1320941.0
2022-10-03,18.2127,18.6921,18.078,18.5805,1844533.0
2022-10-04,18.7447,19.0796,18.679,19.0074,1253309.0
2022-10-05,18.8038,19.073,18.6987,18.9548,910274.0
2022-10-06,18.9417,18.9811,18.5378,18.6002,1025167.0
2022-10-07,18.5016,18.503,18.1076,18.1798,908637.0
2022-10-08,18.5016,18.503,18.1076,18.1798,908637.0
2022-10-09,18.5016,18.503,18.1076,18.1798,908637.0
2022-10-10,18.2915,18.4557,18.193,18.2127,809694.0
2022-10-11,18.193,18.6396,18.1273,18.4491,1356279.0
2022-10-12,18.3703,18.3703,18.0419,18.055,784260.0
2022-10-13,17.8449,18.5739,17.5887,18.4951,898058.0
2022-10-14,18.5673,18.7578,18.0649,18.1141,738071.0
2022-10-15,18.5673,18.7578,18.0649,18.1141,738071.0
2022-10-16,18.5673,18.7578,18.0649,18.1141,738071.0
2022-10-17,18.3112,18.6396,18.2521,18.4951,787327.0
2022-10-18,18.8103,19.0599,18.6855,19.0008,1006262.0
2022-10-19,18.9351,19.1059,18.7545,18.8497,905304.0
2022-10-20,18.8235,18.8235,18.1733,18.2652,1172528.0
2022-10-21,18.39,18.8793,18.2389,18.7972,839728.0
2022-10-22,18.39,18.8793,18.2389,18.7972,839728.0
2022-10-23,18.39,18.8793,18.2389,18.7972,839728.0
2022-10-24,18.4228,18.5213,17.9762,18.0091,1549725.0
2022-10-25,17.9828,18.2915,17.9171,18.2652,1420901.0
2022-10-26,18.4031,18.4721,18.1273,18.2521,1045600.0
2022-10-27,18.4294,18.679,18.298,18.5279,877889.0
2022-10-28,18.5345,18.8432,18.5016,18.83,749425.0
2022-10-29,18.5345,18.8432,18.5016,18.83,749425.0
2022-10-30,18.5345,18.8432,18.5016,18.83,749425.0
2022-10-31,18.7775,18.8629,18.6461,18.7052,2795631.0
2022-11-01,18.8694,18.9154,18.6921,18.8563,891751.0
2022-11-02,18.8235,18.8826,18.3374,18.3966,1359235.0
2022-11-03,18.8497,18.9023,17.766,18.7315,1358813.0
2022-11-04,18.9483,19.2701,18.8038,19.0468,905435.0
2022-11-05,18.9483,19.2701,18.8038,19.0468,905435.0
2022-11-06,18.9483,19.2701,18.8038,19.0468,905435.0
2022-11-07,19.0533,19.1847,18.6396,19.0665,1001909.0
2022-11-08,19.1716,19.4244,19.096,19.3752,929361.0
2022-11-09,19.2307,19.3752,19.0008,19.0533,843012.0
2022-11-10,19.5853,19.9006,19.3358,19.8678,977968.0
2022-11-11,19.9137,20.0352,19.6839,19.8612,1250747.0
2022-11-12,19.9137,20.0352,19.6839,19.8612,1250747.0
2022-11-13,19.9137,20.0352,19.6839,19.8612,1250747.0
2022-11-14,19.7561,19.9269,19.6018,19.6247,742326.0
2022-11-15,19.8021,20.0254,19.5722,19.7364,750631.0
2022-11-16,19.6904,19.8284,19.4934,19.6576,554488.0
2022-11-17,19.4343,19.6576,19.3752,19.6445,671967.0
2022-11-18,19.8481,20.1108,19.8119,20.0779,966965.0
2022-11-19,19.8481,20.1108,19.8119,20.0779,966965.0
2022-11-20,19.8481,20.1108,19.8119,20.0779,966965.0
2022-11-21,20.0779,20.1962,19.9499,20.0845,594374.0
2022-11-22,20.1173,20.4293,20.1173,20.4063,670664.0
2022-11-23,20.3866,20.5377,20.2421,20.426,515725.0
2022-11-24,20.3866,20.5377,20.2421,20.426,515725.0
2022-11-25,20.472,20.6625,20.4605,20.6428,209372.0
2022-11-26,20.472,20.6625,20.4605,20.6428,209372.0
2022-11-27,20.472,20.6625,20.4605,20.6428,209372.0
2022-11-28,20.4654,20.6428,20.3085,20.3932,440338.0
2022-11-29,20.3406,20.4457,20.1239,20.2487,665443.0
2022-11-30,20.2093,20.6953,20.0889,20.6822,943747.0
2022-12-01,20.7873,20.9515,20.5705,20.6559,760934.0
2022-12-02,20.426,20.8792,20.426,20.7216,958440.0
2022-12-03,20.426,20.8792,20.426,20.7216,958440.0
2022-12-04,20.426,20.8792,20.426,20.7216,958440.0
2022-12-05,20.4917,20.5114,19.9794,20.1042,711941.0
2022-12-06,20.1108,20.183,19.9564,20.1567,989450.0
2022-12-07,20.1716,20.1915,20.0095,20.1055,638129.0
2022-12-08,20.1849,20.3569,20.122,20.2907,528153.0
2022-12-09,20.2973,20.4429,20.1915,20.2444,521127.0
2022-12-10,20.2973,20.4429,20.1915,20.2444,521127.0
2022-12-11,20.2973,20.4429,20.1915,20.2444,521127.0
2022-12-12,20.2841,20.4065,20.1253,20.3172,666242.0
2022-12-13,20.6612,20.6612,20.2047,20.4098,1342798.0
2022-12-14,20.3966,20.5388,20.1716,20.3039,695564.0
2022-12-15,20.0592,20.1386,19.821,19.8805,1077692.0
2022-12-16,19.7218,19.8011,19.3645,19.5167,3389868.0
2022-12-17,19.7218,19.8011,19.3645,19.5167,3389868.0
2022-12-18,19.7218,19.8011,19.3645,19.5167,3389868.0
2022-12-19,19.6027,19.7615,19.4207,19.5696,825770.0
2022-12-20,19.51,19.6741,19.4174,19.5961,698333.0
2022-12-21,19.7548,20.0724,19.7262,19.9599,591797.0
2022-12-22,19.8872,20.0195,19.7019,20.0062,440833.0
2022-12-23,19.9335,20.1518,19.9335,20.1121,270905.0
2022-12-24,19.9335,20.1518,19.9335,20.1121,270905.0
2022-12-25,19.9335,20.1518,19.9335,20.1121,270905.0
2022-12-26,19.9335,20.1518,19.9335,20.1121,270905.0
2022-12-27,20.1584,20.3701,20.1022,20.3238,416090.0
2022-12-28,20.4098,20.4693,20.0658,20.0658,347408.0
2022-12-29,20.1518,20.3999,20.1518,20.2576,405467.0
2022-12-30,20.1452,20.2245,19.9401,20.0724,452183.0
2022-12-31,20.1452,20.2245,19.9401,20.0724,452183.0
2023-01-01,20.1452,20.2245,19.9401,20.0724,452183.0
2023-01-02,20.1452,20.2245,19.9401,20.0724,452183.0
2023-01-03,20.1716,20.2444,20.0029,20.1782,844412.0
2023-01-04,20.3635,20.5355,20.1452,20.2841,573451.0
2023-01-05,20.1452,20.1452,19.8508,19.907,416790.0
2023-01-06,20.1121,20.3174,20.0327,20.1981,683302.0
2023-01-07,20.1121,20.3174,20.0327,20.1981,683302.0
2023-01-08,20.1121,20.3174,20.0327,20.1981,683302.0
2023-01-09,20.2378,20.4429,20.1088,20.1121,507023.0
2023-01-10,19.9798,20.0658,19.8475,20.0062,531607.0
2023-01-11,20.0525,20.3039,20.0327,20.2973,381478.0
2023-01-12,20.3833,20.4958,20.2775,20.4693,420060.0
2023-01-13,20.3966,20.4495,20.2709,20.4495,488594.0
2023-01-14,20.3966,20.4495,20.2709,20.4495,488594.0
2023-01-15,20.3966,20.4495,20.2709,20.4495,488594.0
2023-01-16,20.3966,20.4495,20.2709,20.4495,488594.0
2023-01-17,20.4098,20.5024,20.251,20.2775,480207.0
2023-01-18,20.337,20.3701,19.8872,19.8938,483587.0
2023-01-19,19.8475,19.8673,19.7019,19.7218,663219.0
2023-01-20,19.7482,19.8938,19.6721,19.8739,724825.0
2023-01-21,19.7482,19.8938,19.6721,19.8739,724825.0
2023-01-22,19.7482,19.8938,19.6721,19.8739,724825.0
2023-01-23,19.9533,20.1452,19.9169,20.0459,507665.0
2023-01-24,19.8475,20.4094,19.8144,20.3767,974530.0
2023-01-25,20.2973,20.4363,20.1915,20.2643,764991.0
2023-01-26,20.3106,20.5057,20.1518,20.4958,603075.0
2023-01-27,20.4363,20.4892,20.2113,20.2444,625924.0
2023-01-28,20.4363,20.4892,20.2113,20.2444,625924.0
2023-01-29,20.4363,20.4892,20.2113,20.2444,625924.0
2023-01-30,20.1253,20.3106,20.0869,20.1055,597189.0
2023-01-31,20.1782,20.5289,20.0691,20.4495,2477395.0
2023-02-01,20.3966,20.8167,20.3304,20.6678,732140.0
2023-02-02,20.6877,20.8729,20.6017,20.8663,657010.0
2023-02-03,20.7207,20.82,20.3833,20.5157,768956.0
2023-02-04,20.7207,20.82,20.3833,20.5157,768956.0
2023-02-05,20.7207,20.82,20.3833,20.5157,768956.0
2023-02-06,20.3503,20.4826,20.2179,20.3635,424593.0
2023-02-07,20.2841,20.476,20.079,20.39,636169.0
2023-02-08,20.2643,20.3238,19.9566,20.079,938064.0
2023-02-09,20.5157,20.5157,19.6688,19.8805,1562847.0
2023-02-10,19.8673,20.423,19.8408,20.3701,1261087.0
2023-02-11,19.8673,20.423,19.8408,20.3701,1261087.0
2023-02-12,19.8673,20.423,19.8408,20.3701,1261087.0
2023-02-13,20.3966,20.6612,20.3701,20.6546,701175.0
2023-02-14,20.6017,20.6896,20.39,20.4892,560708.0
2023-02-15,20.3701,20.6711,20.337,20.6347,583752.0
2023-02-16,20.3833,20.681,20.2709,20.6149,841995.0
2023-02-17,20.6017,20.8928,20.5157,20.8531,625715.0
2023-02-18,20.6017,20.8928,20.5157,20.8531,625715.0
2023-02-19,20.6017,20.8928,20.5157,20.8531,625715.0
2023-02-20,20.6017,20.8928,20.5157,20.8531,625715.0
2023-02-21,20.6943,20.8067,20.6347,20.648,761325.0
2023-02-22,20.7141,20.7968,20.5818,20.5884,848777.0
2023-02-23,20.7009,20.9159,20.615,20.8266,917940.0
2023-02-24,20.6877,21.1971,20.6347,21.1706,1030089.0
2023-02-25,20.6877,21.1971,20.6347,21.1706,1030089.0
2023-02-26,20.6877,21.1971,20.6347,21.1706,1030089.0
2023-02-27,21.3162,21.4452,21.164,21.2235,1069810.0
2023-02-28,21.1772,21.5213,21.0714,21.0714,1794105.0
2023-03-01,20.9655,21.0912,20.7671,20.8795,1050101.0
2023-03-02,20.8332,20.9027,20.7207,20.82,1312790.0
2023-03-03,20.8729,21.1442,20.7207,20.9325,798257.0
2023-03-04,20.8729,21.1442,20.7207,20.9325,798257.0
2023-03-05,20.8729,21.1442,20.7207,20.9325,798257.0
2023-03-06,20.9192,20.9655,20.5251,20.6347,1190610.0
2023-03-07,20.6546,20.8696,20.4296,20.5421,1052093.0
2023-03-08,20.5704,20.6905,20.4572,20.6504,906802.0
2023-03-09,20.717,20.7304,20.2839,20.2972,787045.0
2023-03-10,20.3172,20.3172,19.7775,19.8908,1376566.0
2023-03-11,20.3172,20.3172,19.7775,19.8908,1376566.0
2023-03-12,20.3172,20.3172,19.7775,19.8908,1376566.0
2023-03-13,19.5776,19.8441,19.5068,19.6442,1888548.0
2023-03-14,19.9574,20.1573,19.8241,19.9374,1036883.0
2023-03-15,19.6509,19.7575,19.4868,19.6375,1383037.0
2023-03-16,19.3843,19.7375,18.9512,19.7175,1486336.0
2023-03-17,19.5842,19.5842,19.1844,19.3443,3176133.0
2023-03-18,19.5842,19.5842,19.1844,19.3443,3176133.0
2023-03-19,19.5842,19.5842,19.1844,19.3443,3176133.0
2023-03-20,19.5509,19.8374,19.5376,19.7175,881448.0
2023-03-21,19.9507,20.0107,19.6642,19.7975,1097919.0
2023-03-22,19.7242,19.8541,19.291,19.3244,1042180.0
2023-03-23,19.2644,19.4909,18.9845,19.0978,1363246.0
2023-03-24,18.8912,19.371,18.8912,19.3643,624991.0
2023-03-25,18.8912,19.371,18.8912,19.3643,624991.0
2023-03-26,18.8912,19.371,18.8912,19.3643,624991.0
2023-03-27,19.6242,19.7075,19.471,19.5776,890945.0
2023-03-28,19.5443,19.9774,19.5443,19.8508,1024688.0
2023-03-29,19.9707,20.1506,19.9241,20.124,849721.0
2023-03-30,20.2239,20.3939,20.084,20.2306,966142.0
2023-03-31,20.3439,20.4011,20.144,20.3106,838869.0
2023-04-01,20.3439,20.4011,20.144,20.3106,838869.0
2023-04-02,20.3439,20.4011,20.144,20.3106,838869.0
2023-04-03,20.3972,20.4746,20.184,20.1906,790259.0
2023-04-04,20.1506,20.2173,19.8441,19.9174,751684.0
2023-04-05,19.7975,19.9807,19.7308,19.8841,817135.0
2023-04-06,19.9441,19.9641,19.6842,19.8175,740623.0
2023-04-07,19.9441,19.9641,19.6842,19.8175,740623.0
2023-04-08,19.9441,19.9641,19.6842,19.8175,740623.0
2023-04-09,19.9441,19.9641,19.6842,19.8175,740623.0
2023-04-10,19.6975,19.9241,19.6975,19.8241,545614.0
2023-04-11,19.8641,20.1073,19.8241,20.004,573375.0
2023-04-12,20.084,20.2106,20.014,20.064,598091.0
2023-04-13,20.0174,20.144,19.8241,20.0374,671173.0
2023-04-14,19.9241,20.0973,19.7875,19.9174,669747.0
2023-04-15,19.9241,20.0973,19.7875,19.9174,669747.0
2023-04-16,19.9241,20.0973,19.7875,19.9174,669747.0
2023-04-17,19.8908,20.004,19.8574,19.9574,523625.0
2023-04-18,19.9641,19.9707,19.6442,19.7442,659060.0
2023-04-19,19.7641,19.8908,19.6109,19.8774,809329.0
2023-04-20,19.8308,19.9507,19.7242,19.8774,589008.0
2023-04-21,19.9707,20.004,19.6908,19.8641,572770.0
2023-04-22,19.9707,20.004,19.6908,19.8641,572770.0
2023-04-23,19.9707,20.004,19.6908,19.8641,572770.0
2023-04-24,19.8041,19.9374,19.7608,19.7775,504782.0
2023-04-25,19.6709,19.7142,19.4243,19.431,707636.0
2023-04-26,19.2777,19.3977,18.9845,19.0778,756798.0
2023-04-27,19.0511,19.3877,19.0312,19.3777,577185.0
2023-04-28,19.4243,19.5909,19.371,19.471,1032629.0
2023-04-29,19.4243,19.5909,19.371,19.471,1032629.0
2023-04-30,19.4243,19.5909,19.371,19.471,1032629.0
2023-05-01,19.471,19.7641,19.451,19.5709,770190.0
2023-05-02,19.431,19.4943,18.9712,19.1111,912938.0
2023-05-03,19.1644,19.391,19.0478,19.0845,1152566.0
2023-05-04,18.8846,19.1111,18.2049,18.9245,1987338.0
2023-05-05,19.0911,19.5576,19.0911,19.5376,2063695.0
2023-05-06,19.0911,19.5576,19.0911,19.5376,2063695.0
2023-05-07,19.0911,19.5576,19.0911,19.5376,2063695.0
2023-05-08,19.6575,19.7075,19.1911,19.2644,1471015.0
2023-05-09,19.2577,19.4476,19.0545,19.371,977690.0
2023-05-10,19.5776,19.5976,19.3244,19.5443,751303.0
2023-05-11,19.3777,19.471,19.2577,19.4576,712283.0
2023-05-12,19.5243,19.6242,19.321,19.4443,640984.0
2023-05-13,19.5243,19.6242,19.321,19.4443,640984.0
2023-05-14,19.5243,19.6242,19.321,19.4443,640984.0
2023-05-15,19.4909,19.6042,19.3177,19.5243,1199650.0
2023-05-16,19.4643,19.4976,19.271,19.2844,1185560.0
2023-05-17,19.3777,19.4909,19.2011,19.331,1359042.0
2023-05-18,19.2444,19.441,19.2044,19.3177,1922503.0
2023-05-19,19.4843,19.6342,19.3877,19.5376,1062288.0
2023-05-20,19.4843,19.6342,19.3877,19.5376,1062288.0
2023-05-21,19.4843,19.6342,19.3877,19.5376,1062288.0
2023-05-22,19.5376,19.9107,19.5376,19.8908,1190375.0
2023-05-23,19.8108,20.084,19.7575,19.7641,1144881.0
2023-05-24,19.7575,19.7575,19.3943,19.4976,1508825.0
2023-05-25,19.3443,19.7108,19.3044,19.5776,1244408.0
2023-05-26,19.5309,19.8641,19.4809,19.5176,1368123.0
2023-05-27,19.5309,19.8641,19.4809,19.5176,1368123.0
2023-05-28,19.5309,19.8641,19.4809,19.5176,1368123.0
2023-05-29,19.5309,19.8641,19.4809,19.5176,1368123.0
2023-05-30,19.5176,19.5776,19.331,19.331,1576103.0
2023-05-31,19.291,19.5476,19.0611,19.4443,2691511.0
2023-06-01,19.8741,20.049,18.8445,19.1165,5794894.0
2023-06-02,19.2913,19.845,19.165,19.8353,3400663.0
2023-06-03,19.2913,19.845,19.165,19.8353,3400663.0
2023-06-04,19.2913,19.845,19.165,19.8353,3400663.0
2023-06-05,19.777,19.9518,19.505,19.709,2416594.0
2023-06-06,19.641,20.0344,19.5827,19.845,2347418.0
2023-06-07,19.8838,20.4666,19.7333,20.4375,2167963.0
2023-06-08,20.3987,20.4569,20.185,20.2627,1734232.0
2023-06-09,20.2529,20.2821,20.0878,20.2335,1082145.0
2023-06-10,20.2529,20.2821,20.0878,20.2335,1082145.0
2023-06-11,20.2529,20.2821,20.0878,20.2335,1082145.0
2023-06-12,20.2458,20.56,20.02,20.128,2339810.0
2023-06-13,20.1083,20.2703,20.0151,20.1476,1802403.0
2023-06-14,20.1378,20.3734,19.9905,20.0003,1234489.0
2023-06-15,19.9218,20.2939,19.912,20.2654,1492150.0
2023-06-16,20.4225,20.452,20.2163,20.236,2671638.0
2023-06-17,20.4225,20.452,20.2163,20.236,2671638.0
2023-06-18,20.4225,20.452,20.2163,20.236,2671638.0
2023-06-19,20.4225,20.452,20.2163,20.236,2671638.0
2023-06-20,20.02,20.0691,19.8187,19.912,1314256.0
2023-06-21,19.8432,20.0985,19.696,20.0102,1334534.0
2023-06-22,20.0298,20.0396,19.7745,20.02,1153977.0
2023-06-23,19.9414,20.0102,19.5585,19.5585,2535556.0
2023-06-24,19.9414,20.0102,19.5585,19.5585,2535556.0
2023-06-25,19.9414,20.0102,19.5585,19.5585,2535556.0
2023-06-26,19.6861,20.0298,19.6861,19.9512,1553569.0
2023-06-27,19.9807,20.4225,19.8531,20.4127,1346790.0
2023-06-28,20.3342,20.4324,20.0887,20.4225,2145744.0
2023-06-29,20.3931,20.668,20.344,20.6287,1291684.0
2023-06-30,20.7171,20.7171,20.5354,20.56,1368237.0
2023-07-01,20.7171,20.7171,20.5354,20.56,1368237.0
2023-07-02,20.7171,20.7171,20.5354,20.56,1368237.0
2023-07-03,20.6484,20.8595,20.5796,20.6091,944979.0
2023-07-04,20.6484,20.8595,20.5796,20.6091,944979.0
2023-07-05,20.5011,20.6975,20.4032,20.5796,1278526.0
2023-07-06,20.3833,20.5502,20.2458,20.5207,1847136.0
2023-07-07,20.4127,20.4274,20.074,20.2262,3551061.0
2023-07-08,20.4127,20.4274,20.074,20.2262,3551061.0
2023-07-09,20.4127,20.4274,20.074,20.2262,3551061.0
2023-07-10,20.1869,20.4814,20.1869,20.4029,1698534.0
2023-07-11,20.4913,20.8398,19.9807,20.8251,4437963.0
2023-07-12,21.1,21.2915,20.884,21.2669,2460130.0
2023-07-13,21.2473,21.3995,21.1884,21.3553,1622232.0
2023-07-14,21.3455,21.4044,20.9135,21.0509,1640853.0
2023-07-15,21.3455,21.4044,20.9135,21.0509,1640853.0
2023-07-16,21.3455,21.4044,20.9135,21.0509,1640853.0
2023-07-17,21.0706,21.2375,20.9036,21.0313,1122492.0
2023-07-18,21.1098,21.3897,21.0313,21.3455,1995472.0
2023-07-19,21.3553,21.4338,21.1098,21.3357,1652911.0
2023-07-20,21.4437,21.5909,21.1982,21.5713,1158008.0
2023-07-21,21.6008,21.7382,21.4338,21.6302,1284219.0
2023-07-22,21.6008,21.7382,21.4338,21.6302,1284219.0
2023-07-23,21.6008,21.7382,21.4338,21.6302,1284219.0
2023-07-24,21.6891,21.8659,21.6106,21.748,1418839.0
2023-07-25,21.5418,21.8855,21.5418,21.8659,1440610.0
