,MED US Equity,MED US Equity,MED US Equity,MED US Equity,MED US Equity
2020-05-02,64.1372,64.8095,62.284,63.1804,190086.0
2020-05-03,64.1372,64.8095,62.284,63.1804,190086.0
2020-05-04,62.284,63.6287,61.7625,63.3615,233192.0
2020-05-05,64.12,67.5419,64.12,64.9302,234418.0
2020-05-06,71.4206,83.2206,71.4206,75.0753,1021659.0
2020-05-07,76.3854,80.1737,75.3856,79.1523,314511.0
2020-05-08,80.5831,83.3887,80.0832,82.419,243205.0
2020-05-09,80.5831,83.3887,80.0832,82.419,243205.0
2020-05-10,80.5831,83.3887,80.0832,82.419,243205.0
2020-05-11,82.1949,87.2114,78.0231,78.0231,512835.0
2020-05-12,79.2126,80.8244,74.334,74.9891,400064.0
2020-05-13,75.0235,77.9197,73.8513,77.2301,373569.0
2020-05-14,75.4631,77.0319,73.0498,76.101,240753.0
2020-05-15,76.1268,80.4624,75.5838,78.7558,177724.0
2020-05-16,76.1268,80.4624,75.5838,78.7558,177724.0
2020-05-17,76.1268,80.4624,75.5838,78.7558,177724.0
2020-05-18,81.4623,81.6519,77.1439,80.0056,317547.0
2020-05-19,79.9452,82.0225,78.2989,79.5315,245148.0
2020-05-20,81.0227,82.2208,79.6746,81.0744,131562.0
2020-05-21,81.2382,83.6947,79.622,79.9194,237023.0
2020-05-22,80.109,80.5615,78.6868,78.8851,123309.0
2020-05-23,80.109,80.5615,78.6868,78.8851,123309.0
2020-05-24,80.109,80.5615,78.6868,78.8851,123309.0
2020-05-25,80.109,80.5615,78.6868,78.8851,123309.0
2020-05-26,81.5398,84.8842,80.9279,81.988,280978.0
2020-05-27,82.9707,85.8582,82.5436,85.7375,302675.0
2020-05-28,85.9702,86.0478,83.8671,84.5566,191361.0
2020-05-29,84.255,88.6078,84.0567,88.2113,264722.0
2020-05-30,84.255,88.6078,84.0567,88.2113,264722.0
2020-05-31,84.255,88.6078,84.0567,88.2113,264722.0
2020-06-01,88.7802,91.9219,87.8457,89.056,218613.0
2020-06-02,90.03,94.6802,88.6509,89.6421,382402.0
2020-06-03,91.5815,94.1652,91.2401,91.9866,191005.0
2020-06-04,91.9866,94.1975,91.6849,92.9606,207161.0
2020-06-05,95.6757,98.184,95.1413,97.7702,213909.0
2020-06-06,95.6757,98.184,95.1413,97.7702,213909.0
2020-06-07,95.6757,98.184,95.1413,97.7702,213909.0
2020-06-08,98.7528,101.0629,97.4082,100.9249,262290.0
2020-06-09,99.8734,100.2181,94.6586,95.6757,232274.0
2020-06-10,95.5723,95.8309,91.4091,94.5724,171577.0
2020-06-11,90.6678,90.8637,85.8409,86.0478,262912.0
2020-06-12,89.1853,94.5466,88.1078,92.883,365915.0
2020-06-13,89.1853,94.5466,88.1078,92.883,365915.0
2020-06-14,89.1853,94.5466,88.1078,92.883,365915.0
2020-06-15,90.4437,97.6668,89.2025,97.4858,278392.0
2020-06-16,100.8301,104.2434,99.5982,103.6487,342431.0
2020-06-17,104.252,105.2519,100.425,101.0887,164040.0
2020-06-18,100.0199,103.2263,99.994,102.6143,142483.0
2020-06-19,103.7263,105.2562,101.7352,102.3299,245343.0
2020-06-20,103.7263,105.2562,101.7352,102.3299,245343.0
2020-06-21,103.7263,105.2562,101.7352,102.3299,245343.0
2020-06-22,103.0022,104.4977,101.8851,103.6573,158055.0
2020-06-23,105.2691,108.8591,105.0019,108.5704,192897.0
2020-06-24,107.7429,108.7816,104.2693,106.0276,199633.0
2020-06-25,107.4671,113.0094,106.0363,112.9577,246843.0
2020-06-26,112.656,114.796,112.4836,113.4404,319098.0
2020-06-27,112.656,114.796,112.4836,113.4404,319098.0
2020-06-28,112.656,114.796,112.4836,113.4404,319098.0
2020-06-29,115.0227,118.922,112.5883,118.7611,347172.0
2020-06-30,118.1352,121.4737,117.7352,120.6478,296357.0
2020-07-01,121.6997,124.2471,116.6572,122.8213,259006.0
2020-07-02,124.734,133.1325,124.7166,129.9243,334014.0
2020-07-03,124.734,133.1325,124.7166,129.9243,334014.0
2020-07-04,124.734,133.1325,124.7166,129.9243,334014.0
2020-07-05,124.734,133.1325,124.7166,129.9243,334014.0
2020-07-06,133.002,137.3491,129.5505,130.2547,510511.0
2020-07-07,130.2373,131.2198,128.3507,129.4636,408134.0
2020-07-08,129.3418,131.5414,128.5681,129.9504,432706.0
2020-07-09,129.7852,133.7671,129.594,132.9673,494524.0
2020-07-10,132.9586,134.254,130.5677,132.889,477777.0
2020-07-11,132.9586,134.254,130.5677,132.889,477777.0
2020-07-12,132.9586,134.254,130.5677,132.889,477777.0
2020-07-13,132.889,135.0756,130.672,131.6979,403574.0
2020-07-14,131.9327,134.0019,126.6901,133.7063,212588.0
2020-07-15,136.5318,138.2446,132.789,136.9231,251798.0
2020-07-16,136.9926,141.4962,136.9231,139.3748,175342.0
2020-07-17,139.9747,140.3256,137.6273,138.7401,130509.0
2020-07-18,139.9747,140.3256,137.6273,138.7401,130509.0
2020-07-19,139.9747,140.3256,137.6273,138.7401,130509.0
2020-07-20,138.6793,146.0171,137.7384,144.9042,585852.0
2020-07-21,146.0605,146.5735,140.7354,143.6175,211281.0
2020-07-22,143.6262,144.965,140.9817,143.9392,245761.0
2020-07-23,142.2699,148.1645,142.1482,144.8608,328583.0
2020-07-24,143.4175,143.4175,138.4967,140.9484,175250.0
2020-07-25,143.4175,143.4175,138.4967,140.9484,175250.0
2020-07-26,143.4175,143.4175,138.4967,140.9484,175250.0
2020-07-27,142.1047,146.2605,141.557,144.7304,212270.0
2020-07-28,143.4784,144.6434,141.8439,142.2265,216810.0
2020-07-29,142.5829,146.7039,142.5829,145.7997,207797.0
2020-07-30,144.0435,144.9912,141.5309,144.3304,258004.0
2020-07-31,144.4435,145.7563,142.5829,145.3042,253108.0
2020-08-01,144.4435,145.7563,142.5829,145.3042,253108.0
2020-08-02,144.4435,145.7563,142.5829,145.3042,253108.0
2020-08-03,146.0605,149.2556,143.4523,148.5905,301729.0
2020-08-04,147.7907,152.4594,146.417,151.6421,229922.0
2020-08-05,153.294,159.5712,152.0942,158.8235,323578.0
2020-08-06,154.4938,154.4938,138.4098,142.9655,693935.0
2020-08-07,142.5308,145.2172,139.5878,142.0787,264060.0
2020-08-08,142.5308,145.2172,139.5878,142.0787,264060.0
2020-08-09,142.5308,145.2172,139.5878,142.0787,264060.0
2020-08-10,142.9046,146.1953,141.5396,144.0609,303795.0
2020-08-11,144.6956,146.7735,140.6963,141.5309,195565.0
2020-08-12,142.7742,144.6391,141.8787,142.183,165088.0
2020-08-13,143.3567,146.517,142.8524,143.9218,233335.0
2020-08-14,143.6262,144.1913,139.9921,141.644,149832.0
2020-08-15,143.6262,144.1913,139.9921,141.644,149832.0
2020-08-16,143.6262,144.1913,139.9921,141.644,149832.0
2020-08-17,141.9048,142.5134,137.8359,140.6702,640804.0
2020-08-18,140.3833,143.3828,140.2355,141.1745,257644.0
2020-08-19,140.9919,143.0176,140.5572,140.9919,242014.0
2020-08-20,140.079,143.4523,138.2793,142.4786,378470.0
2020-08-21,141.7483,144.6173,141.2875,143.6436,143447.0
2020-08-22,141.7483,144.6173,141.2875,143.6436,143447.0
2020-08-23,141.7483,144.6173,141.2875,143.6436,143447.0
2020-08-24,144.9564,145.4607,139.9747,141.131,166192.0
2020-08-25,141.4266,145.8606,139.1944,144.6695,171377.0
2020-08-26,144.1826,146.7039,143.0959,143.6784,130474.0
2020-08-27,144.2696,145.791,141.1658,144.2174,177322.0
2020-08-28,144.7477,147.3698,143.7566,144.9477,237396.0
2020-08-29,144.7477,147.3698,143.7566,144.9477,237396.0
2020-08-30,144.7477,147.3698,143.7566,144.9477,237396.0
2020-08-31,145.878,145.9736,140.8441,141.4701,477940.0
2020-09-01,141.5135,144.9651,140.4181,144.3217,201568.0
2020-09-02,144.2696,149.4034,143.8175,149.3295,371137.0
2020-09-03,147.8341,148.9122,145.878,148.3558,306847.0
2020-09-04,147.6081,148.2254,135.7537,139.4878,236533.0
2020-09-05,147.6081,148.2254,135.7537,139.4878,236533.0
2020-09-06,147.6081,148.2254,135.7537,139.4878,236533.0
2020-09-07,147.6081,148.2254,135.7537,139.4878,236533.0
2020-09-08,137.5056,144.5304,136.3173,142.2786,246506.0
2020-09-09,143.4523,153.1984,143.4523,151.5552,188008.0
2020-09-10,152.9897,160.2232,152.2768,155.9457,204287.0
2020-09-11,157.6237,158.7017,151.7117,154.6068,140613.0
2020-09-12,157.6237,158.7017,151.7117,154.6068,140613.0
2020-09-13,157.6237,158.7017,151.7117,154.6068,140613.0
2020-09-14,156.363,157.3542,152.868,154.5025,133297.0
2020-09-15,156.2326,156.4413,152.9028,153.2506,129208.0
2020-09-16,154.5373,157.4498,153.1028,153.3288,115322.0
2020-09-17,150.9814,153.3983,148.9557,151.2248,103160.0
2020-09-18,152.5985,153.2332,148.8079,150.9379,231233.0
2020-09-19,152.5985,153.2332,148.8079,150.9379,231233.0
2020-09-20,152.5985,153.2332,148.8079,150.9379,231233.0
2020-09-21,148.6102,153.6945,148.2164,150.6579,185306.0
2020-09-22,151.7518,152.5788,149.2578,152.0143,149433.0
2020-09-23,151.4018,151.4018,142.0731,143.3333,142287.0
2020-09-24,143.4908,146.5799,140.5198,143.8759,103298.0
2020-09-25,143.4296,145.6392,142.2044,144.3047,72550.0
2020-09-26,143.4296,145.6392,142.2044,144.3047,72550.0
2020-09-27,143.4296,145.6392,142.2044,144.3047,72550.0
2020-09-28,145.4861,146.6149,142.852,144.8385,170739.0
2020-09-29,145.7311,145.7311,140.813,141.2243,104856.0
2020-09-30,140.9968,146.2386,140.9968,143.9109,164166.0
2020-10-01,144.3922,146.6149,142.8432,144.6897,317161.0
2020-10-02,143.0795,145.6523,142.078,143.9984,227699.0
2020-10-03,143.0795,145.6523,142.078,143.9984,227699.0
2020-10-04,143.0795,145.6523,142.078,143.9984,227699.0
2020-10-05,144.3922,146.1424,139.5307,143.2983,171943.0
2020-10-06,143.0358,148.2251,143.0358,144.2522,168151.0
2020-10-07,144.5234,147.0175,143.1933,144.1209,186109.0
2020-10-08,145.3285,145.7048,141.6881,142.817,130922.0
2020-10-09,143.8671,145.5473,142.5895,144.3834,132947.0
2020-10-10,143.8671,145.5473,142.5895,144.3834,132947.0
2020-10-11,143.8671,145.5473,142.5895,144.3834,132947.0
2020-10-12,145.2673,146.2386,141.8544,142.4757,130074.0
2020-10-13,141.5043,143.4908,135.7286,142.6507,161267.0
2020-10-14,143.5171,143.5171,137.4789,140.1829,129366.0
2020-10-15,138.389,143.5171,137.8026,142.537,129495.0
2020-10-16,142.607,142.607,136.2012,136.5075,130010.0
2020-10-17,142.607,142.607,136.2012,136.5075,130010.0
2020-10-18,142.607,142.607,136.2012,136.5075,130010.0
2020-10-19,136.5162,138.0127,132.4208,133.4534,160681.0
2020-10-20,134.4247,134.4247,127.7477,127.8702,178948.0
2020-10-21,128.5528,132.132,128.5353,129.2704,140106.0
2020-10-22,129.8742,133.7247,128.2203,128.8503,227129.0
2020-10-23,130.1105,132.7227,130.1105,131.7557,78711.0
2020-10-24,130.1105,132.7227,130.1105,131.7557,78711.0
2020-10-25,130.1105,132.7227,130.1105,131.7557,78711.0
2020-10-26,130.0055,133.1383,130.0055,132.8408,97227.0
2020-10-27,133.5671,135.0459,131.6404,134.0747,120437.0
2020-10-28,132.062,132.5826,128.7453,131.1343,234466.0
2020-10-29,130.4693,132.5695,127.2401,131.9482,156765.0
2020-10-30,130.548,130.5918,122.1558,122.9434,180244.0
2020-10-31,130.548,130.5918,122.1558,122.9434,180244.0
2020-11-01,130.548,130.5918,122.1558,122.9434,180244.0
2020-11-02,125.2974,128.1065,123.4422,127.9752,195961.0
2020-11-03,145.5648,148.5927,138.5815,138.8528,494497.0
2020-11-04,140.8743,142.5895,138.3715,140.8042,160132.0
2020-11-05,146.7812,149.7916,143.5171,147.3763,239605.0
2020-11-06,147.6476,152.9069,143.8759,151.8131,150300.0
2020-11-07,147.6476,152.9069,143.8759,151.8131,150300.0
2020-11-08,147.6476,152.9069,143.8759,151.8131,150300.0
2020-11-09,153.9046,156.6786,140.0385,140.1042,256229.0
2020-11-10,141.5918,144.1384,135.5449,142.7557,196948.0
2020-11-11,144.9785,149.901,144.7335,148.7677,192105.0
2020-11-12,148.7677,149.5072,146.1118,147.9101,138949.0
2020-11-13,149.319,150.1695,146.3218,148.4352,73425.0
2020-11-14,149.319,150.1695,146.3218,148.4352,73425.0
2020-11-15,149.319,150.1695,146.3218,148.4352,73425.0
2020-11-16,149.284,151.7474,147.0175,149.2315,104586.0
2020-11-17,149.8178,153.1432,146.3524,151.6555,118731.0
2020-11-18,151.6468,153.0688,147.4725,147.49,67638.0
2020-11-19,148.6014,152.6269,147.9013,151.5243,89045.0
2020-11-20,151.0692,158.3881,148.9252,156.5299,154779.0
2020-11-21,151.0692,158.3881,148.9252,156.5299,154779.0
2020-11-22,151.0692,158.3881,148.9252,156.5299,154779.0
2020-11-23,157.7725,171.0614,157.7725,167.9325,236160.0
2020-11-24,168.8163,171.8442,163.8282,168.6151,230325.0
2020-11-25,168.6326,170.8903,163.9421,170.0765,141946.0
2020-11-26,168.6326,170.8903,163.9421,170.0765,141946.0
2020-11-27,171.9755,180.5952,171.9755,180.5952,156192.0
2020-11-28,171.9755,180.5952,171.9755,180.5952,156192.0
2020-11-29,171.9755,180.5952,171.9755,180.5952,156192.0
2020-11-30,181.1465,182.5205,177.4667,178.6437,250949.0
2020-12-01,180.499,181.4528,173.6557,181.0503,158409.0
2020-12-02,178.6,181.0678,177.2173,178.775,90173.0
2020-12-03,178.5475,182.3148,178.5475,180.2539,86118.0
2020-12-04,180.6652,182.3804,178.4862,179.2301,86121.0
2020-12-05,180.6652,182.3804,178.4862,179.2301,86121.0
2020-12-06,180.6652,182.3804,178.4862,179.2301,86121.0
2020-12-07,178.6,179.2213,175.1783,177.5411,211319.0
2020-12-08,176.6398,181.2078,172.8243,180.779,131838.0
2020-12-09,180.3239,180.5777,174.2857,175.0558,87470.0
2020-12-10,174.2945,177.3223,169.3151,172.4918,100992.0
2020-12-11,170.1202,171.0741,160.5466,161.6492,171327.0
2020-12-12,170.1202,171.0741,160.5466,161.6492,171327.0
2020-12-13,170.1202,171.0741,160.5466,161.6492,171327.0
2020-12-14,162.9794,172.1067,162.9794,169.6302,138617.0
2020-12-15,171.3629,177.8212,171.3629,174.9858,107818.0
2020-12-16,175.5896,176.5785,173.5331,175.0558,91563.0
2020-12-17,175.9747,177.7395,173.6119,175.8609,88357.0
2020-12-18,175.7384,177.3923,173.9007,175.2308,170541.0
2020-12-19,175.7384,177.3923,173.9007,175.2308,170541.0
2020-12-20,175.7384,177.3923,173.9007,175.2308,170541.0
2020-12-21,172.7226,175.0196,170.1396,171.7721,119352.0
2020-12-22,172.9514,173.9371,170.0473,171.3057,71890.0
2020-12-23,171.2881,178.091,169.2639,178.003,164082.0
2020-12-24,177.7038,178.6543,172.5114,173.0658,83436.0
2020-12-25,177.7038,178.6543,172.5114,173.0658,83436.0
2020-12-26,177.7038,178.6543,172.5114,173.0658,83436.0
2020-12-27,177.7038,178.6543,172.5114,173.0658,83436.0
2020-12-28,175.0724,175.1217,168.0939,168.6655,108421.0
2020-12-29,168.111,169.5543,162.8702,169.1319,119695.0
2020-12-30,170.584,172.4938,169.0395,169.7832,56397.0
2020-12-31,170.5224,173.5543,168.0934,172.793,83723.0
2021-01-01,170.5224,173.5543,168.0934,172.793,83723.0
2021-01-02,170.5224,173.5543,168.0934,172.793,83723.0
2021-01-03,170.5224,173.5543,168.0934,172.793,83723.0
2021-01-04,172.793,174.8538,167.8206,169.5015,92710.0
2021-01-05,168.3839,176.1021,168.3839,175.354,95070.0
2021-01-06,176.7357,193.6067,176.7357,191.9697,301053.0
2021-01-07,194.1875,199.5725,187.9478,188.0534,150406.0
2021-01-08,187.895,188.071,176.3925,183.3274,163678.0
2021-01-09,187.895,188.071,176.3925,183.3274,163678.0
2021-01-10,187.895,188.071,176.3925,183.3274,163678.0
2021-01-11,182.3242,186.2405,179.6224,182.553,107351.0
2021-01-12,183.0546,187.0149,179.9832,183.5827,105811.0
2021-01-13,185.5364,192.4274,182.8082,188.0094,187691.0
2021-01-14,189.3559,193.4219,188.071,189.9104,115455.0
2021-01-15,188.9687,188.9687,178.6191,183.5563,149370.0
2021-01-16,188.9687,188.9687,178.6191,183.5563,149370.0
2021-01-17,188.9687,188.9687,178.6191,183.5563,149370.0
2021-01-18,188.9687,188.9687,178.6191,183.5563,149370.0
2021-01-19,185.7388,195.3756,184.6828,195.3756,160362.0
2021-01-20,198.0158,201.536,195.9037,196.4141,157458.0
2021-01-21,196.5109,197.7298,194.3107,194.7684,81945.0
2021-01-22,193.6507,194.918,191.456,194.3811,87245.0
2021-01-23,193.6507,194.918,191.456,194.3811,87245.0
2021-01-24,193.6507,194.918,191.456,194.3811,87245.0
2021-01-25,200.0752,211.7449,198.0246,211.3401,140443.0
2021-01-26,211.2609,214.7108,208.3522,213.8835,89890.0
2021-01-27,207.9078,218.2134,203.9476,211.6481,179008.0
2021-01-28,211.5513,211.6921,202.425,209.0695,135713.0
2021-01-29,209.0695,212.4182,203.6835,206.5261,120866.0
2021-01-30,209.0695,212.4182,203.6835,206.5261,120866.0
2021-01-31,209.0695,212.4182,203.6835,206.5261,120866.0
2021-02-01,208.075,208.6383,198.4075,204.6868,121452.0
2021-02-02,206.0069,210.3016,200.0136,209.0079,100299.0
2021-02-03,211.0849,221.0209,208.0794,216.4885,222363.0
2021-02-04,216.8141,221.1089,215.4325,220.6952,101620.0
2021-02-05,222.3058,222.4378,216.6558,220.9065,83116.0
2021-02-06,222.3058,222.4378,216.6558,220.9065,83116.0
2021-02-07,222.3058,222.4378,216.6558,220.9065,83116.0
2021-02-08,222.5698,228.1142,221.7777,227.0141,92433.0
2021-02-09,226.5653,234.3891,222.1826,230.0504,113071.0
2021-02-10,234.3539,244.9509,231.6257,238.4111,147723.0
2021-02-11,239.0359,241.1393,232.0813,240.8928,85884.0
2021-02-12,239.2911,242.0105,237.3374,241.4033,65611.0
2021-02-13,239.2911,242.0105,237.3374,241.4033,65611.0
2021-02-14,239.2911,242.0105,237.3374,241.4033,65611.0
2021-02-15,239.2911,242.0105,237.3374,241.4033,65611.0
2021-02-16,243.3218,245.9442,238.6443,240.7168,150442.0
2021-02-17,239.3351,243.9907,235.5867,240.1184,69436.0
2021-02-18,236.7037,238.7895,233.9271,234.9348,99234.0
2021-02-19,237.487,240.3392,234.1075,236.0613,101875.0
2021-02-20,237.487,240.3392,234.1075,236.0613,101875.0
2021-02-21,237.487,240.3392,234.1075,236.0613,101875.0
2021-02-22,233.0074,233.0074,228.277,229.3199,138822.0
2021-02-23,226.1693,226.1693,209.69,222.9394,133072.0
2021-02-24,220.8712,233.6587,220.8712,231.7665,89116.0
2021-02-25,230.8336,236.4195,224.1979,224.1979,119564.0
2021-02-26,220.3256,230.4904,204.766,222.649,181155.0
2021-02-27,220.3256,230.4904,204.766,222.649,181155.0
2021-02-28,220.3256,230.4904,204.766,222.649,181155.0
2021-03-01,226.3717,235.8676,225.4652,233.9403,120542.0
2021-03-02,236.4661,237.5926,229.9008,230.0152,86674.0
2021-03-03,231.6345,232.1273,222.0197,223.9075,101173.0
2021-03-04,221.6193,224.3299,206.5789,211.0057,171078.0
2021-03-05,212.141,214.1739,200.0488,213.9979,143047.0
2021-03-06,212.141,214.1739,200.0488,213.9979,143047.0
2021-03-07,212.141,214.1739,200.0488,213.9979,143047.0
2021-03-08,214.1299,217.1221,204.1323,206.4909,129598.0
2021-03-09,213.5843,225.3772,212.1938,216.1981,178278.0
2021-03-10,217.8966,226.8997,216.3301,216.7437,94333.0
2021-03-11,221.5577,226.6269,218.6623,226.1253,99922.0
2021-03-12,223.4939,229.1923,223.4939,226.8469,104710.0
2021-03-13,223.4939,229.1923,223.4939,226.8469,104710.0
2021-03-14,223.4939,229.1923,223.4939,226.8469,104710.0
