,MED US Equity,MED US Equity,MED US Equity,MED US Equity,MED US Equity
2022-05-31,157.6101,159.0769,151.3558,151.9161,142581.0
2022-06-01,158.8492,162.5662,154.5126,159.2591,148009.0
2022-06-02,164.3154,172.8519,163.2768,172.5785,153635.0
2022-06-03,170.1187,172.5968,165.1262,167.8229,162223.0
2022-06-04,170.1187,172.5968,165.1262,167.8229,162223.0
2022-06-05,170.1187,172.5968,165.1262,167.8229,162223.0
2022-06-06,167.9869,168.5426,164.361,167.8411,89143.0
2022-06-07,165.1718,173.0158,165.1718,172.615,128294.0
2022-06-08,170.6198,173.7538,170.6198,172.6423,80364.0
2022-06-09,173.5807,174.7468,171.3213,174.5191,95330.0
2022-06-10,172.0866,175.3208,170.3738,172.9065,102151.0
2022-06-11,172.0866,175.3208,170.3738,172.9065,102151.0
2022-06-12,172.0866,175.3208,170.3738,172.9065,102151.0
2022-06-13,168.5426,168.5426,162.876,163.2039,89178.0
2022-06-14,163.5137,167.2034,160.8626,162.0469,92249.0
2022-06-15,163.3679,167.7136,163.0399,164.6616,113008.0
2022-06-16,159.7329,162.5753,158.4483,159.9424,139231.0
2022-06-17,161.8556,165.6182,160.571,161.4092,141787.0
2022-06-18,161.8556,165.6182,160.571,161.4092,141787.0
2022-06-19,161.8556,165.6182,160.571,161.4092,141787.0
2022-06-20,161.8556,165.6182,160.571,161.4092,141787.0
2022-06-21,163.4681,165.8169,162.4842,163.2313,84619.0
2022-06-22,162.0014,166.1739,161.1905,162.8486,76708.0
2022-06-23,162.6391,169.0255,162.5844,167.2398,75387.0
2022-06-24,169.0893,173.0341,169.0893,172.9885,191525.0
2022-06-25,169.0893,173.0341,169.0893,172.9885,191525.0
2022-06-26,169.0893,173.0341,169.0893,172.9885,191525.0
2022-06-27,173.4939,176.4347,171.1276,173.8432,114622.0
2022-06-28,174.6335,176.2876,171.6836,171.9868,180246.0
2022-06-29,172.0052,172.0052,167.4838,168.1179,128659.0
2022-06-30,167.1806,167.9985,164.1204,165.8848,129420.0
2022-07-01,163.6241,169.4137,162.6592,169.2483,122031.0
2022-07-02,163.6241,169.4137,162.6592,169.2483,122031.0
2022-07-03,163.6241,169.4137,162.6592,169.2483,122031.0
2022-07-04,163.6241,169.4137,162.6592,169.2483,122031.0
2022-07-05,169.5148,173.4112,165.907,172.4647,133121.0
2022-07-06,173.6226,173.6226,166.8635,169.3218,131789.0
2022-07-07,169.7353,170.6267,163.8539,167.732,114958.0
2022-07-08,166.3259,168.4304,160.0906,162.0067,161660.0
2022-07-09,166.3259,168.4304,160.0906,162.0067,161660.0
2022-07-10,166.3259,168.4304,160.0906,162.0067,161660.0
2022-07-11,161.7402,164.4144,156.0701,162.696,159800.0
2022-07-12,163.8998,165.4345,160.2607,161.3542,141234.0
2022-07-13,158.1378,161.731,156.934,160.2423,84782.0
2022-07-14,157.8162,157.9081,154.4068,154.8019,120979.0
2022-07-15,156.162,159.3968,154.416,157.9081,99463.0
2022-07-16,156.162,159.3968,154.416,157.9081,99463.0
2022-07-17,156.162,159.3968,154.416,157.9081,99463.0
2022-07-18,160.6466,160.6888,155.243,155.9874,179453.0
2022-07-19,159.3693,160.6191,157.5772,159.6633,159461.0
2022-07-20,159.8012,164.0489,156.9523,160.3066,135285.0
2022-07-21,161.0234,164.488,159.8839,161.7678,129325.0
2022-07-22,162.7419,162.7419,157.0121,158.5514,128439.0
2022-07-23,162.7419,162.7419,157.0121,158.5514,128439.0
2022-07-24,162.7419,162.7419,157.0121,158.5514,128439.0
2022-07-25,159.0292,160.4805,156.3458,157.8989,92567.0
2022-07-26,156.6858,156.6858,153.9289,154.0851,140440.0
2022-07-27,154.8938,156.741,151.3741,155.436,125058.0
2022-07-28,155.7669,157.1898,150.9146,156.741,100619.0
2022-07-29,156.8329,156.9523,151.7188,154.563,182897.0
2022-07-30,156.8329,156.9523,151.7188,154.563,182897.0
2022-07-31,156.8329,156.9523,151.7188,154.563,182897.0
2022-08-01,155.3074,162.3467,154.5907,161.3818,136766.0
2022-08-02,162.6592,163.0727,158.2021,160.5364,194949.0
2022-08-03,163.1646,164.2858,153.451,157.6967,389638.0
2022-08-04,138.343,140.1718,128.6662,136.0548,1080131.0
2022-08-05,134.7039,134.7039,125.4727,127.5358,385910.0
2022-08-06,134.7039,134.7039,125.4727,127.5358,385910.0
2022-08-07,134.7039,134.7039,125.4727,127.5358,385910.0
2022-08-08,128.0964,130.4586,124.5583,125.4314,337725.0
2022-08-09,125.8173,125.8173,115.0377,115.7913,312872.0
2022-08-10,119.4672,121.1102,116.7103,118.0887,309440.0
2022-08-11,120.0462,123.6945,119.0169,121.3235,319539.0
2022-08-12,125.0822,126.8926,122.3344,125.7071,259123.0
2022-08-13,125.0822,126.8926,122.3344,125.7071,259123.0
2022-08-14,125.0822,126.8926,122.3344,125.7071,259123.0
2022-08-15,124.8432,127.4256,124.2459,127.2601,181877.0
2022-08-16,127.0763,131.5793,125.992,131.2945,222325.0
2022-08-17,129.8884,131.1107,127.8942,130.5225,160120.0
2022-08-18,129.9711,131.3772,128.4548,129.3003,129055.0
2022-08-19,127.738,128.1883,122.4815,123.8783,142653.0
2022-08-20,127.738,128.1883,122.4815,123.8783,142653.0
2022-08-21,127.738,128.1883,122.4815,123.8783,142653.0
2022-08-22,122.316,124.733,122.0587,124.6043,192338.0
2022-08-23,124.5216,125.8909,120.6619,120.8824,124901.0
2022-08-24,121.5165,123.042,118.5758,118.9801,135845.0
2022-08-25,119.458,122.9777,118.9526,122.6469,198205.0
2022-08-26,123.2258,123.7588,118.6001,123.4556,309801.0
2022-08-27,123.2258,123.7588,118.6001,123.4556,309801.0
2022-08-28,123.2258,123.7588,118.6001,123.4556,309801.0
2022-08-29,121.6911,123.0972,119.6924,123.0972,198318.0
2022-08-30,123.3177,123.3269,115.0377,116.8297,193688.0
2022-08-31,117.3811,117.3811,114.7345,115.3134,168683.0
2022-09-01,113.5306,114.3761,107.9892,109.1471,275793.0
2022-09-02,111.1229,112.5841,108.6416,109.4044,159146.0
2022-09-03,111.1229,112.5841,108.6416,109.4044,159146.0
2022-09-04,111.1229,112.5841,108.6416,109.4044,159146.0
2022-09-05,111.1229,112.5841,108.6416,109.4044,159146.0
2022-09-06,109.3584,112.2257,107.061,109.6158,201441.0
2022-09-07,109.9098,110.838,107.7135,109.5974,154813.0
2022-09-08,108.6876,110.5347,107.8973,109.965,126342.0
2022-09-09,111.1045,116.384,110.2682,115.6167,136130.0
2022-09-10,111.1045,116.384,110.2682,115.6167,136130.0
2022-09-11,111.1045,116.384,110.2682,115.6167,136130.0
2022-09-12,116.7103,119.3891,115.7913,116.5357,166565.0
2022-09-13,113.4111,115.4972,112.2992,114.468,134251.0
2022-09-14,115.6534,115.6534,109.7352,111.0494,155093.0
2022-09-15,110.7553,112.676,109.9558,111.6099,169531.0
2022-09-16,110.3509,111.2148,107.3551,109.3217,394879.0
2022-09-17,110.3509,111.2148,107.3551,109.3217,394879.0
2022-09-18,110.3509,111.2148,107.3551,109.3217,394879.0
2022-09-19,108.5576,109.4894,107.1016,109.3589,137408.0
2022-09-20,108.511,108.511,105.2123,106.5076,112153.0
2022-09-21,107.486,110.8219,106.0416,107.0107,176848.0
2022-09-22,106.6287,107.7189,104.6066,106.6101,130196.0
2022-09-23,105.5664,107.1598,103.2555,104.7278,114262.0
2022-09-24,105.5664,107.1598,103.2555,104.7278,114262.0
2022-09-25,105.5664,107.1598,103.2555,104.7278,114262.0
2022-09-26,104.4575,106.2094,102.1746,102.1746,123026.0
2022-09-27,103.5909,105.7528,100.1618,101.9137,127976.0
2022-09-28,102.5193,106.3258,101.4198,105.2216,214049.0
2022-09-29,103.4325,104.2432,99.7052,101.0098,140441.0
2022-09-30,101.6062,102.7383,100.2364,100.9725,162149.0
2022-10-01,101.6062,102.7383,100.2364,100.9725,162149.0
2022-10-02,101.6062,102.7383,100.2364,100.9725,162149.0
2022-10-03,101.5689,104.3271,100.3249,103.4884,160472.0
2022-10-04,106.1348,109.3683,105.8087,109.3683,107125.0
2022-10-05,107.0573,108.8744,105.4173,108.1103,125074.0
2022-10-06,107.6817,109.3683,105.4451,107.1412,104777.0
2022-10-07,106.4516,106.8896,103.768,106.5541,129225.0
2022-10-08,106.4516,106.8896,103.768,106.5541,129225.0
2022-10-09,106.4516,106.8896,103.768,106.5541,129225.0
2022-10-10,107.1319,108.8464,105.9764,107.8214,86910.0
2022-10-11,107.5885,112.5202,105.6643,109.8994,151039.0
2022-10-12,110.3653,113.8224,109.3962,112.611,160450.0
2022-10-13,109.4614,111.968,107.2111,110.3746,150173.0
2022-10-14,111.8469,111.8469,107.5698,107.7189,97362.0
2022-10-15,111.8469,111.8469,107.5698,107.7189,97362.0
2022-10-16,111.8469,111.8469,107.5698,107.7189,97362.0
2022-10-17,109.5173,111.7258,109.5173,110.1603,131038.0
2022-10-18,112.8906,114.4467,111.5021,112.5085,125457.0
2022-10-19,111.5208,112.9371,105.1471,107.1132,154618.0
2022-10-20,106.4144,109.1353,102.7523,104.2153,137338.0
2022-10-21,105.1657,110.0764,104.8955,109.4428,134039.0
2022-10-22,105.1657,110.0764,104.8955,109.4428,134039.0
2022-10-23,105.1657,110.0764,104.8955,109.4428,134039.0
2022-10-24,109.0235,109.0235,100.9166,105.9485,180339.0
2022-10-25,106.2373,111.5487,106.228,110.4492,153494.0
2022-10-26,110.4678,113.6174,107.6444,107.8028,153275.0
2022-10-27,109.6198,111.0316,108.073,108.2407,113955.0
2022-10-28,108.7812,109.9739,105.1443,109.3962,154810.0
2022-10-29,108.7812,109.9739,105.1443,109.3962,154810.0
2022-10-30,108.7812,109.9739,105.1443,109.3962,154810.0
2022-10-31,109.4148,111.8096,108.8651,109.0142,193868.0
2022-11-01,110.9058,111.9215,109.2192,110.7101,140163.0
2022-11-02,109.2844,109.5453,103.1343,103.5909,194791.0
2022-11-03,101.3359,102.9061,95.2092,96.332,260161.0
2022-11-04,89.7999,108.6321,89.4552,100.3016,382189.0
2022-11-05,89.7999,108.6321,89.4552,100.3016,382189.0
2022-11-06,89.7999,108.6321,89.4552,100.3016,382189.0
2022-11-07,101.5689,104.821,97.4782,99.64,233774.0
2022-11-08,100.1246,104.8862,99.6777,101.9696,150293.0
2022-11-09,100.5718,101.9509,96.9191,97.1986,130974.0
2022-11-10,102.5007,107.5093,102.5007,107.0387,159541.0
2022-11-11,108.6694,109.8435,105.2217,106.5728,165100.0
2022-11-12,108.6694,109.8435,105.2217,106.5728,165100.0
2022-11-13,108.6694,109.8435,105.2217,106.5728,165100.0
2022-11-14,107.1598,107.1598,101.8764,104.383,139207.0
2022-11-15,107.486,110.3839,105.9205,108.4458,119458.0
2022-11-16,107.2437,111.2952,106.1907,110.5796,162140.0
2022-11-17,109.5453,110.8126,107.3835,110.3746,149573.0
2022-11-18,112.5085,116.096,111.2319,115.5928,142564.0
2022-11-19,112.5085,116.096,111.2319,115.5928,142564.0
2022-11-20,112.5085,116.096,111.2319,115.5928,142564.0
2022-11-21,115.1922,117.3745,112.611,112.7228,224214.0
2022-11-22,113.3192,114.1593,110.2388,111.586,124284.0
2022-11-23,111.2505,114.7728,111.0502,112.0985,98640.0
2022-11-24,111.2505,114.7728,111.0502,112.0985,98640.0
2022-11-25,111.6046,113.7665,111.5523,111.9774,48666.0
2022-11-26,111.6046,113.7665,111.5523,111.9774,48666.0
2022-11-27,111.6046,113.7665,111.5523,111.9774,48666.0
2022-11-28,111.819,113.3565,110.6542,112.2662,93500.0
2022-11-29,113.2912,115.1363,112.3128,113.1701,114629.0
2022-11-30,113.9249,117.5683,110.8871,117.4565,132871.0
2022-12-01,117.941,118.3417,111.6419,112.1078,124051.0
2022-12-02,110.6542,113.0024,110.4958,112.8719,99552.0
2022-12-03,110.6542,113.0024,110.4958,112.8719,99552.0
2022-12-04,110.6542,113.0024,110.4958,112.8719,99552.0
2022-12-05,112.2755,113.0676,109.9553,112.9931,89226.0
2022-12-06,111.819,112.406,108.6321,109.5639,111771.0
2022-12-07,108.8558,113.3844,107.9892,111.7071,115323.0
2022-12-08,111.763,115.8724,110.5703,115.4531,120843.0
2022-12-09,114.3442,116.2172,113.2649,113.7292,80619.0
2022-12-10,114.3442,116.2172,113.2649,113.7292,80619.0
2022-12-11,114.3442,116.2172,113.2649,113.7292,80619.0
2022-12-12,111.353,111.353,106.9828,108.8278,138906.0
2022-12-13,109.5173,113.5242,107.8307,108.9583,187591.0
2022-12-14,108.2501,110.5237,107.4673,109.6385,123990.0
2022-12-15,108.4271,108.4271,106.0696,106.3585,103802.0
2022-12-16,105.2216,109.2285,105.1098,108.9676,398054.0
2022-12-17,105.2216,109.2285,105.1098,108.9676,398054.0
2022-12-18,105.2216,109.2285,105.1098,108.9676,398054.0
2022-12-19,109.0809,111.4287,107.5027,107.9847,116250.0
2022-12-20,107.2853,109.3361,106.0756,107.8523,73088.0
2022-12-21,108.5612,109.9221,108.5612,108.7502,69724.0
2022-12-22,107.3987,111.85,107.3987,111.2263,96995.0
2022-12-23,110.7915,111.5098,110.1016,110.6687,75643.0
2022-12-24,110.7915,111.5098,110.1016,110.6687,75643.0
2022-12-25,110.7915,111.5098,110.1016,110.6687,75643.0
2022-12-26,110.7915,111.5098,110.1016,110.6687,75643.0
2022-12-27,109.785,111.5287,108.3343,108.4194,74230.0
2022-12-28,107.8429,110.0449,105.5275,105.6503,91692.0
2022-12-29,106.0283,108.8258,106.0283,107.4082,98669.0
2022-12-30,105.9905,109.1566,105.8488,109.0148,123061.0
2022-12-31,105.9905,109.1566,105.8488,109.0148,123061.0
2023-01-01,105.9905,109.1566,105.8488,109.0148,123061.0
2023-01-02,105.9905,109.1566,105.8488,109.0148,123061.0
2023-01-03,110.5269,111.6752,107.7862,108.7785,98423.0
2023-01-04,110.0355,111.6043,109.1944,110.7443,108324.0
2023-01-05,109.8181,111.4767,108.5308,110.3946,100296.0
2023-01-06,111.2735,113.1448,110.5458,113.1353,77361.0
2023-01-07,111.2735,113.1448,110.5458,113.1353,77361.0
2023-01-08,111.2735,113.1448,110.5458,113.1353,77361.0
2023-01-09,113.4094,117.0291,113.1259,115.4508,137550.0
2023-01-10,115.7816,117.9316,114.3639,117.7379,99517.0
2023-01-11,118.7207,120.5815,115.791,117.8796,103051.0
2023-01-12,119.0137,123.1532,117.2842,123.1532,129662.0
2023-01-13,122.8602,124.2022,119.1366,119.4485,115928.0
2023-01-14,122.8602,124.2022,119.1366,119.4485,115928.0
2023-01-15,122.8602,124.2022,119.1366,119.4485,115928.0
2023-01-16,122.8602,124.2022,119.1366,119.4485,115928.0
2023-01-17,119.4485,119.939,107.9563,110.6498,271066.0
2023-01-18,110.5836,116.0555,109.7803,110.1772,153167.0
2023-01-19,109.6291,111.3302,108.9203,110.1583,80929.0
2023-01-20,111.1885,113.2393,110.4182,111.7272,86671.0
2023-01-21,111.1885,113.2393,110.4182,111.7272,86671.0
2023-01-22,111.1885,113.2393,110.4182,111.7272,86671.0
2023-01-23,112.0107,116.2446,111.8028,113.107,131903.0
2023-01-24,113.5275,114.1655,107.0301,107.1435,181153.0
2023-01-25,106.8884,109.2133,104.899,108.4856,159666.0
2023-01-26,109.3739,110.0499,107.5216,108.4761,132041.0
2023-01-27,108.684,108.9077,104.7525,107.9469,228070.0
2023-01-28,108.684,108.9077,104.7525,107.9469,228070.0
2023-01-29,108.684,108.9077,104.7525,107.9469,228070.0
2023-01-30,107.1435,107.909,102.1724,102.5788,188112.0
2023-01-31,103.6657,105.5794,100.8399,105.329,244868.0
2023-02-01,104.9415,109.9173,102.3143,108.684,235858.0
2023-02-02,109.7992,110.8461,107.2664,109.9221,248771.0
2023-02-03,109.6291,111.954,108.2918,109.4779,170446.0
2023-02-04,109.6291,111.954,108.2918,109.4779,170446.0
2023-02-05,109.6291,111.954,108.2918,109.4779,170446.0
2023-02-06,107.9469,109.0053,105.4897,105.9244,119703.0
2023-02-07,105.9244,109.0148,104.9982,108.6557,159468.0
2023-02-08,107.8523,108.5423,105.6598,105.7543,182912.0
2023-02-09,106.8884,109.8087,102.5221,103.4388,320798.0
2023-02-10,103.2876,103.7791,99.1387,101.1423,219850.0
2023-02-11,103.2876,103.7791,99.1387,101.1423,219850.0
2023-02-12,103.2876,103.7791,99.1387,101.1423,219850.0
2023-02-13,101.8889,105.5653,101.2084,104.5446,182878.0
2023-02-14,103.2309,106.1985,102.9143,105.7826,152614.0
2023-02-15,105.4424,109.5818,104.5162,108.977,183705.0
2023-02-16,106.9829,109.2794,106.3308,106.8884,204681.0
2023-02-17,107.4649,108.9864,105.414,108.977,191452.0
2023-02-18,107.4649,108.9864,105.414,108.977,191452.0
2023-02-19,107.4649,108.9864,105.414,108.977,191452.0
2023-02-20,107.4649,108.9864,105.414,108.977,191452.0
2023-02-21,107.5783,108.4383,99.6491,99.6491,457281.0
2023-02-22,95.5474,101.2368,90.9732,97.2391,841172.0
2023-02-23,99.1765,103.0419,98.4866,102.6544,360529.0
2023-02-24,101.2084,103.9681,101.2084,103.9492,259135.0
2023-02-25,101.2084,103.9681,101.2084,103.9492,259135.0
2023-02-26,101.2084,103.9681,101.2084,103.9492,259135.0
2023-02-27,105.3195,107.0868,104.2421,105.5936,195443.0
2023-02-28,105.5558,108.1122,105.4991,105.9716,213164.0
2023-03-01,105.7826,105.7826,101.4353,104.2894,172325.0
2023-03-02,103.316,106.6048,102.1394,106.5292,132770.0
2023-03-03,107.9752,108.3532,105.0313,105.707,206297.0
2023-03-04,107.9752,108.3532,105.0313,105.707,206297.0
2023-03-05,107.9752,108.3532,105.0313,105.707,206297.0
2023-03-06,105.5464,106.7655,99.0253,99.8948,187689.0
2023-03-07,100.2067,101.2273,98.1086,100.7359,247033.0
2023-03-08,100.7643,101.9503,100.1783,101.4353,185974.0
2023-03-09,101.4258,104.7761,100.3201,103.883,197437.0
2023-03-10,102.7111,103.7318,99.375,101.0761,223460.0
2023-03-11,102.7111,103.7318,99.375,101.0761,223460.0
2023-03-12,102.7111,103.7318,99.375,101.0761,223460.0
2023-03-13,99.5829,102.5316,98.1086,99.0631,223783.0
2023-03-14,101.9362,103.0135,99.8877,100.9816,174258.0
2023-03-15,98.9686,99.1576,96.0106,97.3525,251201.0
2023-03-16,96.4074,99.4317,95.7931,98.7229,153363.0
2023-03-17,97.6266,98.4772,95.2545,97.1068,385377.0
2023-03-18,97.6266,98.4772,95.2545,97.1068,385377.0
2023-03-19,97.6266,98.4772,95.2545,97.1068,385377.0
2023-03-20,97.9101,99.8097,95.2734,95.6608,271489.0
2023-03-21,97.7684,100.3626,97.1541,97.362,159924.0
2023-03-22,97.362,98.0661,94.4889,94.5929,152481.0
2023-03-23,95.623,96.2654,91.786,92.3058,178099.0
2023-03-24,92.4948,93.4494,91.0394,92.0223,198635.0
2023-03-25,92.4948,93.4494,91.0394,92.0223,198635.0
2023-03-26,92.4948,93.4494,91.0394,92.0223,198635.0
2023-03-27,93.1375,95.8582,93.051,95.2717,173608.0
2023-03-28,94.7814,95.8678,93.3394,93.3394,176974.0
2023-03-29,94.0027,94.779,93.1375,94.2431,149831.0
2023-03-30,95.2141,96.608,94.6517,94.8391,147535.0
2023-03-31,96.137,100.1459,95.464,99.6652,249221.0
2023-04-01,96.137,100.1459,95.464,99.6652,249221.0
2023-04-02,96.137,100.1459,95.464,99.6652,249221.0
2023-04-03,100.1267,100.218,97.4925,98.5308,205837.0
2023-04-04,98.5308,98.7615,94.3392,95.9255,175602.0
2023-04-05,95.0699,95.5602,92.5559,92.6664,200838.0
2023-04-06,93.0798,93.7528,91.234,91.7243,240139.0
2023-04-07,93.0798,93.7528,91.234,91.7243,240139.0
2023-04-08,93.0798,93.7528,91.234,91.7243,240139.0
2023-04-09,93.0798,93.7528,91.234,91.7243,240139.0
2023-04-10,91.5224,93.897,91.3301,91.7916,213988.0
2023-04-11,92.9356,96.1466,92.6184,95.2525,210651.0
2023-04-12,96.012,96.012,92.3396,93.2144,165425.0
2023-04-13,93.8201,95.6947,93.8201,94.5315,117427.0
2023-04-14,94.5315,95.3102,93.1087,94.2911,93354.0
2023-04-15,94.5315,95.3102,93.1087,94.2911,93354.0
2023-04-16,94.5315,95.3102,93.1087,94.2911,93354.0
2023-04-17,94.7622,95.6467,92.6184,93.599,157661.0
2023-04-18,94.4354,94.4354,90.8687,93.1663,152177.0
2023-04-19,92.9645,94.1397,92.0518,93.0125,161740.0
2023-04-20,92.205,95.3487,91.6378,92.9645,180758.0
2023-04-21,92.7818,93.8008,91.3301,92.6664,124690.0
2023-04-22,92.7818,93.8008,91.3301,92.6664,124690.0
2023-04-23,92.7818,93.8008,91.3301,92.6664,124690.0
2023-04-24,92.9164,93.3394,90.1813,90.4649,164279.0
2023-04-25,89.9458,90.2726,87.2731,87.2731,257313.0
2023-04-26,87.7538,89.3113,87.2155,87.6673,262826.0
2023-04-27,88.3018,89.0132,85.9272,86.4175,286644.0
2023-04-28,86.8598,89.5771,86.7348,88.1095,286815.0
2023-04-29,86.8598,89.5771,86.7348,88.1095,286815.0
2023-04-30,86.8598,89.5771,86.7348,88.1095,286815.0
2023-05-01,88.0134,88.696,86.5041,87.0713,392291.0
2023-05-02,81.4905,85.0043,77.4095,84.7544,1003908.0
2023-05-03,84.7255,84.9707,81.5434,81.9087,378569.0
2023-05-04,81.7164,85.0716,79.5774,84.7159,319242.0
2023-05-05,86.3791,88.5998,84.6775,87.4558,342953.0
2023-05-06,86.3791,88.5998,84.6775,87.4558,342953.0
2023-05-07,86.3791,88.5998,84.6775,87.4558,342953.0
2023-05-08,87.8452,87.8452,83.8411,86.1964,302146.0
2023-05-09,84.2064,85.759,82.8749,84.1199,259068.0
2023-05-10,85.5186,85.5619,82.8124,83.6199,178183.0
2023-05-11,83.3315,84.5717,83.0335,84.4083,147786.0
2023-05-12,85.1197,87.0376,84.3121,85.4562,178470.0
2023-05-13,85.1197,87.0376,84.3121,85.4562,178470.0
2023-05-14,85.1197,87.0376,84.3121,85.4562,178470.0
2023-05-15,85.4658,88.1576,85.3696,87.8788,159562.0
2023-05-16,88.0038,88.0038,85.6484,86.3887,152783.0
2023-05-17,87.1289,87.8596,86.5146,86.8309,152815.0
2023-05-18,86.4368,88.0038,84.6582,87.5231,166728.0
2023-05-19,87.9653,87.9653,84.6005,86.4944,193995.0
2023-05-20,87.9653,87.9653,84.6005,86.4944,193995.0
2023-05-21,87.9653,87.9653,84.6005,86.4944,193995.0
2023-05-22,86.5713,87.1482,85.2254,86.3118,147842.0
2023-05-23,86.0811,87.3693,83.9468,84.1872,186889.0
2023-05-24,83.7065,84.115,80.284,81.1108,212672.0
2023-05-25,80.6397,82.0,78.5055,79.5437,206899.0
2023-05-26,79.2746,80.5532,78.765,78.9285,161492.0
2023-05-27,79.2746,80.5532,78.765,78.9285,161492.0
2023-05-28,79.2746,80.5532,78.765,78.9285,161492.0
2023-05-29,79.2746,80.5532,78.765,78.9285,161492.0
2023-05-30,78.765,78.9285,76.3328,77.794,225273.0
2023-05-31,77.871,77.8854,75.381,75.6598,192022.0
2023-06-01,75.3906,76.7149,74.6696,76.2174,172830.0
2023-06-02,77.6979,80.5436,77.198,80.3609,193979.0
2023-06-03,77.6979,80.5436,77.198,80.3609,193979.0
2023-06-04,77.6979,80.5436,77.198,80.3609,193979.0
2023-06-05,78.5055,78.5439,76.4866,76.8327,179530.0
2023-06-06,76.1789,79.6303,75.9482,78.6977,143380.0
2023-06-07,79.2842,80.2648,78.774,79.736,163890.0
2023-06-08,79.9187,79.9187,77.7027,78.8227,166881.0
2023-06-09,78.4862,78.5487,76.3328,76.4385,143105.0
2023-06-10,78.4862,78.5487,76.3328,76.4385,143105.0
2023-06-11,78.4862,78.5487,76.3328,76.4385,143105.0
2023-06-12,76.9,77.5537,76.2174,76.6789,133421.0
2023-06-13,77.3037,78.6977,76.7173,78.6977,203164.0
2023-06-14,78.9188,79.8129,77.0634,77.323,150944.0
2023-06-15,77.3326,77.8325,75.5733,76.9961,208057.0
2023-06-16,77.8517,79.1496,76.9961,79.1496,491276.0
2023-06-17,77.8517,79.1496,76.9961,79.1496,491276.0
2023-06-18,77.8517,79.1496,76.9961,79.1496,491276.0
2023-06-19,77.8517,79.1496,76.9961,79.1496,491276.0
2023-06-20,79.1207,80.0533,77.9863,79.5822,188672.0
2023-06-21,78.8419,81.9856,78.0584,81.6491,270407.0
2023-06-22,81.2742,85.8196,80.3897,84.5813,387536.0
2023-06-23,83.9084,88.5325,83.9084,84.8697,512879.0
2023-06-24,83.9084,88.5325,83.9084,84.8697,512879.0
2023-06-25,83.9084,88.5325,83.9084,84.8697,512879.0
2023-06-26,85.4575,88.9843,85.2126,88.2594,230298.0
2023-06-27,88.3671,91.5315,87.598,91.1004,336509.0
2023-06-28,90.3951,90.3951,86.776,87.407,248066.0
2023-06-29,87.2601,90.1012,87.2209,89.6897,202820.0
2023-06-30,90.2775,90.7771,88.0634,90.2873,169130.0
2023-07-01,90.2775,90.7771,88.0634,90.2873,169130.0
2023-07-02,90.2775,90.7771,88.0634,90.2873,169130.0
2023-07-03,90.3265,93.0206,90.3265,92.7169,158451.0
2023-07-04,90.3265,93.0206,90.3265,92.7169,158451.0
2023-07-05,92.1487,93.8729,91.5413,92.5994,190789.0
2023-07-06,91.3258,91.6687,88.4357,91.3846,146886.0
2023-07-07,91.5707,94.3334,90.0669,90.2481,250257.0
2023-07-08,91.5707,94.3334,90.0669,90.2481,250257.0
2023-07-09,91.5707,94.3334,90.0669,90.2481,250257.0
2023-07-10,90.0228,92.1634,90.0228,91.3552,159583.0
2023-07-11,91.8254,92.7169,90.4637,91.4335,127604.0
2023-07-12,92.472,92.8443,89.7436,89.8269,268797.0
2023-07-13,90.2187,91.7862,89.9493,90.7478,120710.0
2023-07-14,90.5322,90.7576,87.3581,89.5428,173668.0
2023-07-15,90.5322,90.7576,87.3581,89.5428,173668.0
2023-07-16,90.5322,90.7576,87.3581,89.5428,173668.0
2023-07-17,89.4448,92.4916,88.8962,92.2173,129246.0
2023-07-18,92.8443,94.0787,91.5413,93.2361,106803.0
2023-07-19,93.3831,93.5203,91.7764,92.2467,124214.0
2023-07-20,92.0409,93.3537,90.1404,92.5798,109381.0
2023-07-21,93.2655,93.2655,90.9878,91.9136,171261.0
2023-07-22,93.2655,93.2655,90.9878,91.9136,171261.0
2023-07-23,93.2655,93.2655,90.9878,91.9136,171261.0
2023-07-24,91.9136,96.1703,91.9136,95.9009,216574.0
2023-07-25,95.9009,97.5663,94.9212,97.1353,114346.0
2023-07-26,96.8904,103.2387,96.8904,102.8664,253061.0
2023-07-27,103.5718,103.7578,101.0638,103.1505,192877.0
2023-07-28,105.0021,107.2946,103.7628,104.8845,164036.0
2023-07-29,105.0021,107.2946,103.7628,104.8845,164036.0
2023-07-30,105.0021,107.2946,103.7628,104.8845,164036.0
2023-07-31,105.2176,106.5921,99.1632,99.8196,193858.0
2023-08-01,99.075,99.7608,96.0185,97.8994,201069.0
2023-08-02,96.0086,101.0442,95.5286,99.1926,206604.0
2023-08-03,99.1926,100.2213,97.7329,98.3011,124248.0
2023-08-04,97.8602,99.0359,95.6168,96.7728,226148.0
2023-08-05,97.8602,99.0359,95.6168,96.7728,226148.0
2023-08-06,97.8602,99.0359,95.6168,96.7728,226148.0
2023-08-07,96.0184,96.5642,92.2957,94.1375,282411.0
2023-08-08,97.968,97.968,87.025,87.603,422190.0
2023-08-09,88.1614,92.3397,87.4952,90.8555,158517.0
2023-08-10,91.6785,94.0591,88.9667,89.5819,138716.0
2023-08-11,90.4441,92.2369,90.0963,92.0017,111302.0
2023-08-12,90.4441,92.2369,90.0963,92.0017,111302.0
2023-08-13,90.4441,92.2369,90.0963,92.0017,111302.0
2023-08-14,91.845,91.845,89.964,90.591,154216.0
