,DGX US Equity,DGX US Equity,DGX US Equity,DGX US Equity,DGX US Equity
2020-05-29,109.7767,110.1742,106.6807,109.3146,2183134.0
2020-05-30,109.7767,110.1742,106.6807,109.3146,2183134.0
2020-05-31,109.7767,110.1742,106.6807,109.3146,2183134.0
2020-06-01,109.1113,110.4144,107.7805,109.4625,2088761.0
2020-06-02,110.9135,114.0373,110.6363,113.3164,2221727.0
2020-06-03,114.0004,114.4809,109.9986,110.4422,1526233.0
2020-06-04,109.6196,112.3105,109.1954,110.4699,994897.0
2020-06-05,111.3202,111.5004,107.8267,108.2241,1528030.0
2020-06-06,111.3202,111.5004,107.8267,108.2241,1528030.0
2020-06-07,111.3202,111.5004,107.8267,108.2241,1528030.0
2020-06-08,107.762,110.1834,107.2814,107.9468,1529822.0
2020-06-09,108.1409,108.5476,106.9672,107.8914,1657577.0
2020-06-10,108.3904,108.3904,104.7122,105.6456,1479028.0
2020-06-11,103.8988,104.0282,101.7824,102.5218,1587515.0
2020-06-12,104.6197,104.9339,99.8323,102.2168,1262995.0
2020-06-13,104.6197,104.9339,99.8323,102.2168,1262995.0
2020-06-14,104.6197,104.9339,99.8323,102.2168,1262995.0
2020-06-15,100.738,104.2962,99.6937,104.2315,1161894.0
2020-06-16,106.542,106.6992,103.1225,105.2389,820173.0
2020-06-17,106.1354,106.2602,104.3794,105.0818,1014598.0
2020-06-18,104.2593,104.5735,102.0412,102.6696,825812.0
2020-06-19,104.1391,104.1391,100.0357,100.0634,2434310.0
2020-06-20,104.1391,104.1391,100.0357,100.0634,2434310.0
2020-06-21,104.1391,104.1391,100.0357,100.0634,2434310.0
2020-06-22,100.47,101.6438,99.1299,101.5791,1118196.0
2020-06-23,101.5698,102.0412,98.0487,98.8527,1578624.0
2020-06-24,98.3628,99.8046,95.618,96.6253,1652164.0
2020-06-25,96.4775,100.3961,95.4331,100.0911,1746742.0
2020-06-26,99.934,102.4016,99.3795,101.8656,1962859.0
2020-06-27,99.934,102.4016,99.3795,101.8656,1962859.0
2020-06-28,99.934,102.4016,99.3795,101.8656,1962859.0
2020-06-29,102.2722,102.494,100.627,102.0504,1478305.0
2020-06-30,102.0874,105.8212,102.0134,105.3221,1152420.0
2020-07-01,105.3128,106.2555,103.9635,105.4053,1159300.0
2020-07-02,106.2371,108.0023,105.7287,107.2444,854325.0
2020-07-03,106.2371,108.0023,105.7287,107.2444,854325.0
2020-07-04,106.2371,108.0023,105.7287,107.2444,854325.0
2020-07-05,106.2371,108.0023,105.7287,107.2444,854325.0
2020-07-06,108.2148,109.9708,108.2148,109.3978,1444587.0
2020-07-07,108.785,109.7971,107.9214,108.9335,955958.0
2020-07-08,108.8035,109.5743,107.9632,109.5,958286.0
2020-07-09,109.5743,109.8993,106.9835,107.5778,1460009.0
2020-07-10,107.7356,109.0078,107.6335,108.4785,851716.0
2020-07-11,107.7356,109.0078,107.6335,108.4785,851716.0
2020-07-12,107.7356,109.0078,107.6335,108.4785,851716.0
2020-07-13,110.5029,114.4958,110.0386,110.6329,2323641.0
2020-07-14,112.4715,113.9851,110.3171,113.9479,2193513.0
2020-07-15,114.923,115.3316,111.2179,113.5115,1748623.0
2020-07-16,113.2794,116.3716,112.4808,114.8487,1576662.0
2020-07-17,115.0994,117.8202,114.9694,116.1766,1913563.0
2020-07-18,115.0994,117.8202,114.9694,116.1766,1913563.0
2020-07-19,115.0994,117.8202,114.9694,116.1766,1913563.0
2020-07-20,117.8295,118.4888,116.288,117.8388,1275265.0
2020-07-21,118.1359,119.8445,117.4998,119.4267,1118207.0
2020-07-22,119.4267,120.5503,118.9624,120.4945,1259640.0
2020-07-23,117.8945,122.3982,116.418,118.4888,1924712.0
2020-07-24,117.8852,117.8852,115.1458,116.0651,1195472.0
2020-07-25,117.8852,117.8852,115.1458,116.0651,1195472.0
2020-07-26,117.8852,117.8852,115.1458,116.0651,1195472.0
2020-07-27,115.9259,117.2305,114.844,115.183,1404899.0
2020-07-28,115.3316,116.8637,114.403,114.6444,1104522.0
2020-07-29,115.833,117.8945,115.3873,117.1887,1883197.0
2020-07-30,116.1487,117.9409,115.5266,117.7088,894447.0
2020-07-31,117.783,118.2659,116.0744,117.9966,1132792.0
2020-08-01,117.783,118.2659,116.0744,117.9966,1132792.0
2020-08-02,117.783,118.2659,116.0744,117.9966,1132792.0
2020-08-03,118.6095,121.3674,118.2984,120.7267,1336415.0
2020-08-04,120.1138,120.3228,117.2909,118.9531,1159513.0
2020-08-05,119.2595,119.5195,117.133,117.9873,759297.0
2020-08-06,117.9316,118.0895,114.4772,115.6194,1197404.0
2020-08-07,115.378,117.1516,114.8765,116.2694,1102033.0
2020-08-08,115.378,117.1516,114.8765,116.2694,1102033.0
2020-08-09,115.378,117.1516,114.8765,116.2694,1102033.0
2020-08-10,115.8701,116.0631,112.3508,112.5829,1251928.0
2020-08-11,113.1215,113.2794,110.2893,111.5615,1240249.0
2020-08-12,111.8865,113.0936,110.9207,112.4993,810728.0
2020-08-13,112.1186,113.0751,111.2643,113.0565,650389.0
2020-08-14,112.5736,112.9265,110.865,111.4407,827433.0
2020-08-15,112.5736,112.9265,110.865,111.4407,827433.0
2020-08-16,112.5736,112.9265,110.865,111.4407,827433.0
2020-08-17,111.7936,113.0658,111.1436,111.4315,933967.0
2020-08-18,111.4315,111.8308,110.6886,111.4315,782504.0
2020-08-19,112.3136,112.3136,108.9057,109.2585,1344446.0
2020-08-20,109.3607,112.23,109.3003,109.4907,979579.0
2020-08-21,109.3978,109.7786,108.1535,109.4164,957561.0
2020-08-22,109.3978,109.7786,108.1535,109.4164,957561.0
2020-08-23,109.3978,109.7786,108.1535,109.4164,957561.0
2020-08-24,109.6393,109.7414,108.0049,109.2028,1158826.0
2020-08-25,109.5185,110.8975,108.4414,109.8807,1237930.0
2020-08-26,109.8157,110.2893,108.3021,109.8807,1800060.0
2020-08-27,101.4212,103.817,96.6668,102.1548,5631757.0
2020-08-28,102.3591,103.167,101.0033,102.8419,1527189.0
2020-08-29,102.3591,103.167,101.0033,102.8419,1527189.0
2020-08-30,102.3591,103.167,101.0033,102.8419,1527189.0
2020-08-31,102.2662,104.272,102.2476,103.297,1364619.0
2020-09-01,103.5384,104.6341,99.0997,101.8205,2857086.0
2020-09-02,102.4984,103.4827,101.1333,102.7862,2445855.0
2020-09-03,103.1762,103.3248,99.9912,100.9012,2845068.0
2020-09-04,101.189,101.9041,99.3086,101.1148,1688709.0
2020-09-05,101.189,101.9041,99.3086,101.1148,1688709.0
2020-09-06,101.189,101.9041,99.3086,101.1148,1688709.0
2020-09-07,101.189,101.9041,99.3086,101.1148,1688709.0
2020-09-08,100.6412,101.0405,98.9326,99.7312,1513585.0
2020-09-09,100.5297,100.8919,99.3411,99.4061,1204645.0
2020-09-10,101.8576,103.9377,101.4955,102.6098,1889666.0
2020-09-11,103.167,103.362,100.864,102.4519,1250798.0
2020-09-12,103.167,103.362,100.864,102.4519,1250798.0
2020-09-13,103.167,103.362,100.864,102.4519,1250798.0
2020-09-14,103.0462,105.1542,102.5169,104.6713,764662.0
2020-09-15,104.6991,107.0485,104.6991,105.4792,1112751.0
2020-09-16,105.9713,107.7728,105.832,106.3706,983174.0
2020-09-17,105.832,105.832,102.9441,104.5506,953993.0
2020-09-18,104.1884,106.2499,104.0491,105.7392,1364776.0
2020-09-19,104.1884,106.2499,104.0491,105.7392,1364776.0
2020-09-20,104.1884,106.2499,104.0491,105.7392,1364776.0
2020-09-21,104.1698,109.7507,103.9005,109.7136,1913263.0
2020-09-22,108.8964,109.5836,106.2778,107.0021,1272068.0
2020-09-23,107.0856,107.0856,103.0184,103.3712,1257057.0
2020-09-24,103.1762,103.3527,101.2262,101.3933,993731.0
2020-09-25,101.1055,104.2998,100.5483,103.7241,1137893.0
2020-09-26,101.1055,104.2998,100.5483,103.7241,1137893.0
2020-09-27,101.1055,104.2998,100.5483,103.7241,1137893.0
2020-09-28,104.6341,107.1599,104.6156,105.7485,953399.0
2020-09-29,105.8692,106.5378,104.6063,105.5349,635748.0
2020-09-30,106.157,107.1135,105.4513,106.3149,1013681.0
2020-10-01,106.8721,107.3828,104.3556,104.6527,858367.0
2020-10-02,103.5663,106.9278,101.6812,105.7392,937590.0
2020-10-03,103.5663,106.9278,101.6812,105.7392,937590.0
2020-10-04,103.5663,106.9278,101.6812,105.7392,937590.0
2020-10-05,107.2789,108.2494,106.5137,107.6802,829797.0
2020-10-06,108.0255,109.7612,107.2104,108.4454,819471.0
2020-10-07,108.9493,110.0878,108.1561,108.6694,695387.0
2020-10-08,109.052,109.5746,108.3093,108.5107,592681.0
2020-10-09,109.0053,109.8239,108.0348,108.8747,469033.0
2020-10-10,109.0053,109.8239,108.0348,108.8747,469033.0
2020-10-11,109.0053,109.8239,108.0348,108.8747,469033.0
2020-10-12,109.3973,109.8639,108.3148,108.8747,529607.0
2020-10-13,108.3148,109.6212,107.9602,109.3133,984637.0
2020-10-14,109.9665,111.3943,108.5621,109.7612,638561.0
2020-10-15,108.4734,110.4424,108.1795,110.2465,510109.0
2020-10-16,110.6664,114.6511,110.6291,112.1688,1807326.0
2020-10-17,110.6664,114.6511,110.6291,112.1688,1807326.0
2020-10-18,110.6664,114.6511,110.6291,112.1688,1807326.0
2020-10-19,112.4861,113.6339,112.2715,112.7567,1075843.0
2020-10-20,112.7194,115.435,112.6821,115.0804,1076651.0
2020-10-21,116.4148,117.3947,114.5298,114.6231,1650945.0
2020-10-22,114.3711,118.6265,112.6627,117.8986,1843605.0
2020-10-23,117.9826,122.0979,117.3853,118.6358,1509955.0
2020-10-24,117.9826,122.0979,117.3853,118.6358,1509955.0
2020-10-25,117.9826,122.0979,117.3853,118.6358,1509955.0
2020-10-26,118.0292,118.0292,115.1923,116.0135,1438180.0
2020-10-27,116.9281,119.2704,115.9016,118.6545,1514726.0
2020-10-28,116.7134,118.8224,116.0135,116.6201,1093546.0
2020-10-29,116.6668,116.6901,114.1378,114.7537,1202942.0
2020-10-30,114.6884,115.1737,111.8562,113.9792,988793.0
2020-10-31,114.6884,115.1737,111.8562,113.9792,988793.0
2020-11-01,114.6884,115.1737,111.8562,113.9792,988793.0
2020-11-02,114.8844,117.3947,114.5298,116.4988,1142996.0
2020-11-03,117.3947,118.9811,117.0867,118.0479,1243902.0
2020-11-04,119.1584,120.5768,117.208,117.3573,1580333.0
2020-11-05,118.6918,120.0729,116.6574,119.4943,1283998.0
2020-11-06,119.5223,120.4928,118.0572,118.4305,869290.0
2020-11-07,119.5223,120.4928,118.0572,118.4305,869290.0
2020-11-08,119.5223,120.4928,118.0572,118.4305,869290.0
2020-11-09,110.1158,116.7974,110.1158,112.2808,1869740.0
2020-11-10,112.4301,113.1945,110.5357,112.6447,1226442.0
2020-11-11,113.4193,115.7523,113.4193,115.0244,1008118.0
2020-11-12,114.7444,115.5096,112.5514,113.2513,744796.0
2020-11-13,113.6339,114.3898,112.7941,113.4006,918574.0
2020-11-14,113.6339,114.3898,112.7941,113.4006,918574.0
2020-11-15,113.6339,114.3898,112.7941,113.4006,918574.0
2020-11-16,113.8019,116.6201,111.5996,114.6884,988972.0
2020-11-17,114.1472,116.2888,113.6992,115.6589,1068655.0
2020-11-18,115.6403,116.3075,113.9605,114.1005,1176850.0
2020-11-19,114.0352,115.0384,113.3726,114.6044,851743.0
2020-11-20,114.2498,117.0867,114.2498,116.4708,2407753.0
2020-11-21,114.2498,117.0867,114.2498,116.4708,2407753.0
2020-11-22,114.2498,117.0867,114.2498,116.4708,2407753.0
2020-11-23,117.1894,119.4943,116.4708,117.2174,962599.0
2020-11-24,117.6933,118.4585,116.2468,117.5813,958205.0
2020-11-25,117.6839,117.7773,115.9548,116.0229,706268.0
2020-11-26,117.6839,117.7773,115.9548,116.0229,706268.0
2020-11-27,115.6589,116.7041,115.5376,116.4615,405302.0
2020-11-28,115.6589,116.7041,115.5376,116.4615,405302.0
2020-11-29,115.6589,116.7041,115.5376,116.4615,405302.0
2020-11-30,116.5361,117.572,115.015,115.6963,1459912.0
2020-12-01,116.8721,117.9312,116.1349,117.2827,1074094.0
2020-12-02,117.236,117.9546,115.7802,116.0695,1005713.0
2020-12-03,115.9109,116.5081,113.7086,114.6138,1262399.0
2020-12-04,114.5951,115.519,114.2125,115.0524,781033.0
2020-12-05,114.5951,115.519,114.2125,115.0524,781033.0
2020-12-06,114.5951,115.519,114.2125,115.0524,781033.0
2020-12-07,114.7817,115.6685,114.3151,114.6884,823332.0
2020-12-08,114.5204,116.1746,114.5204,115.7989,1181621.0
2020-12-09,115.9669,117.292,115.7336,115.8736,1018392.0
2020-12-10,115.5843,118.2812,115.5843,117.0867,1142575.0
2020-12-11,116.6481,117.3107,113.346,113.9045,1419621.0
2020-12-12,116.6481,117.3107,113.346,113.9045,1419621.0
2020-12-13,116.6481,117.3107,113.346,113.9045,1419621.0
2020-12-14,115.3323,116.9281,114.7351,114.931,1077623.0
2020-12-15,115.435,116.6201,114.8377,116.1815,1015295.0
2020-12-16,118.3558,118.4212,112.6634,112.8967,1801763.0
2020-12-17,112.0008,114.0165,111.3709,112.6541,1651084.0
2020-12-18,112.7847,113.1393,111.1796,112.3181,1879321.0
2020-12-19,112.7847,113.1393,111.1796,112.3181,1879321.0
2020-12-20,112.7847,113.1393,111.1796,112.3181,1879321.0
2020-12-21,111.5716,112.8034,110.9707,112.7661,1727241.0
2020-12-22,112.7847,113.7366,112.5048,113.102,1107221.0
2020-12-23,113.7272,113.9419,112.3461,112.7567,860056.0
2020-12-24,112.9434,113.5126,111.6416,112.1968,535298.0
2020-12-25,112.9434,113.5126,111.6416,112.1968,535298.0
2020-12-26,112.9434,113.5126,111.6416,112.1968,535298.0
2020-12-27,112.9434,113.5126,111.6416,112.1968,535298.0
2020-12-28,113.214,113.298,110.3025,110.5824,768175.0
2020-12-29,111.021,111.0397,109.248,110.4891,970887.0
2020-12-30,111.1423,112.1315,109.9572,110.4238,614420.0
2020-12-31,110.1438,111.357,109.4253,111.2076,886969.0
2021-01-01,110.1438,111.357,109.4253,111.2076,886969.0
2021-01-02,110.1438,111.357,109.4253,111.2076,886969.0
2021-01-03,110.1438,111.357,109.4253,111.2076,886969.0
2021-01-04,111.9822,113.158,110.6815,113.0274,1182330.0
2021-01-05,113.354,114.4785,112.8967,113.6059,1698420.0
2021-01-06,113.046,118.7944,113.0194,117.3107,1721649.0
2021-01-07,117.3573,117.7773,115.183,115.6589,2033022.0
2021-01-08,115.379,116.1629,112.2435,114.7537,1699623.0
2021-01-09,115.379,116.1629,112.2435,114.7537,1699623.0
2021-01-10,115.379,116.1629,112.2435,114.7537,1699623.0
2021-01-11,114.4831,116.6201,113.8299,115.3696,1135556.0
2021-01-12,115.7336,117.9359,115.351,117.7866,1568506.0
2021-01-13,117.4506,119.1584,116.9841,117.068,1043958.0
2021-01-14,117.8333,118.1039,116.4335,116.6201,1239306.0
2021-01-15,116.3402,116.9467,115.0897,116.0789,3038490.0
2021-01-16,116.3402,116.9467,115.0897,116.0789,3038490.0
2021-01-17,116.3402,116.9467,115.0897,116.0789,3038490.0
2021-01-18,116.3402,116.9467,115.0897,116.0789,3038490.0
2021-01-19,116.6882,119.2004,115.3758,118.1037,1029545.0
2021-01-20,118.1974,119.6504,117.3819,119.3879,1114080.0
2021-01-21,119.3692,119.716,116.8757,117.3444,1070324.0
2021-01-22,117.1663,117.8317,115.8539,116.6694,1394487.0
2021-01-23,117.1663,117.8317,115.8539,116.6694,1394487.0
2021-01-24,117.1663,117.8317,115.8539,116.6694,1394487.0
2021-01-25,116.5663,117.8881,115.3852,117.1475,905278.0
2021-01-26,117.2506,118.3568,115.9383,118.1037,965636.0
2021-01-27,117.4569,119.4113,116.7069,117.2881,2268015.0
2021-01-28,117.8037,119.416,115.8633,115.9758,964336.0
2021-01-29,116.9507,123.8312,116.2476,121.0659,1814745.0
2021-01-30,116.9507,123.8312,116.2476,121.0659,1814745.0
2021-01-31,116.9507,123.8312,116.2476,121.0659,1814745.0
2021-02-01,122.2657,126.2778,121.9002,124.9936,1425091.0
2021-02-02,125.0405,125.4717,122.6688,122.7907,1376585.0
2021-02-03,122.6688,123.6859,118.113,118.9567,1789748.0
2021-02-04,118.488,120.1378,114.026,114.354,2313935.0
2021-02-05,113.7729,115.4414,112.1136,114.1666,1484088.0
2021-02-06,113.7729,115.4414,112.1136,114.1666,1484088.0
2021-02-07,113.7729,115.4414,112.1136,114.1666,1484088.0
2021-02-08,115.3008,115.9101,113.801,114.026,1572735.0
2021-02-09,113.801,115.1415,113.801,114.1666,1275377.0
2021-02-10,115.2165,116.196,114.1947,115.8164,1160713.0
2021-02-11,116.2382,117.6959,115.1696,117.2319,1388104.0
2021-02-12,117.1756,118.938,117.1522,118.1318,1206541.0
2021-02-13,117.1756,118.938,117.1522,118.1318,1206541.0
2021-02-14,117.1756,118.938,117.1522,118.1318,1206541.0
2021-02-15,117.1756,118.938,117.1522,118.1318,1206541.0
2021-02-16,118.6661,118.6661,114.148,114.4384,1580973.0
2021-02-17,113.5479,115.6008,112.7605,114.2228,1220137.0
2021-02-18,113.5947,115.104,112.0199,114.2228,1085458.0
2021-02-19,114.3634,115.6383,111.57,111.7668,1439386.0
2021-02-20,114.3634,115.6383,111.57,111.7668,1439386.0
2021-02-21,114.3634,115.6383,111.57,111.7668,1439386.0
2021-02-22,111.0825,111.27,107.2936,108.9358,2180379.0
2021-02-23,109.0858,110.2388,106.2642,110.1357,1464446.0
2021-02-24,109.6295,110.5763,107.7547,108.4953,993684.0
2021-02-25,108.2609,109.5264,106.5736,107.4547,1434481.0
2021-02-26,107.8953,109.3296,107.0517,108.3547,1519001.0
2021-02-27,107.8953,109.3296,107.0517,108.3547,1519001.0
2021-02-28,107.8953,109.3296,107.0517,108.3547,1519001.0
2021-03-01,109.3296,111.2887,108.364,109.2733,1481295.0
2021-03-02,109.9014,111.8324,109.5217,111.1387,1240384.0
2021-03-03,111.6449,111.6449,108.8327,109.5639,1199900.0
2021-03-04,109.1046,111.6918,108.8234,109.9389,1987059.0
