,RGP US Equity,RGP US Equity,RGP US Equity,RGP US Equity,RGP US Equity
2020-03-11,9.5327,9.9371,9.3607,9.7908,183651.0
2020-03-12,9.3004,9.3194,8.5992,8.6208,235578.0
2020-03-13,8.9391,9.1025,8.4315,8.9391,191992.0
2020-03-14,8.9391,9.1025,8.4315,8.9391,191992.0
2020-03-15,8.9391,9.1025,8.4315,8.9391,191992.0
2020-03-16,8.4745,8.6121,7.9325,8.0013,214821.0
2020-03-17,8.1476,9.0165,7.6012,8.9821,253521.0
2020-03-18,8.5605,8.5777,7.4507,7.7604,167097.0
2020-03-19,7.7518,8.9047,7.7518,8.0443,258274.0
2020-03-20,8.0701,8.6896,7.8292,8.1906,271256.0
2020-03-21,8.0701,8.6896,7.8292,8.1906,271256.0
2020-03-22,8.0701,8.6896,7.8292,8.1906,271256.0
2020-03-23,8.2852,8.4229,7.7561,7.9583,199894.0
2020-03-24,8.3196,8.4315,7.8981,8.3196,234671.0
2020-03-25,8.3196,8.638,7.954,8.311,198227.0
2020-03-26,8.4057,9.3434,8.3712,9.2832,198334.0
2020-03-27,8.9563,9.1628,8.6423,8.853,130657.0
2020-03-28,8.9563,9.1628,8.6423,8.853,130657.0
2020-03-29,8.9563,9.1628,8.6423,8.853,130657.0
2020-03-30,8.9649,9.5241,8.7971,9.3521,290837.0
2020-03-31,9.4123,9.6704,9.2144,9.4381,272153.0
2020-04-01,8.9993,9.3348,8.7885,8.8789,162103.0
2020-04-02,7.9325,9.9887,7.9239,8.7756,81793.0
2020-04-03,9.2144,9.2144,8.2938,8.3799,151984.0
2020-04-04,9.2144,9.2144,8.2938,8.3799,151984.0
2020-04-05,9.2144,9.2144,8.2938,8.3799,151984.0
2020-04-06,8.6896,8.7412,7.9755,8.2422,304288.0
2020-04-07,8.8272,9.5327,8.7842,8.8616,180224.0
2020-04-08,9.1112,9.1112,8.767,8.8616,301548.0
2020-04-09,9.0681,9.4209,8.8444,9.3348,255927.0
2020-04-10,9.0681,9.4209,8.8444,9.3348,255927.0
2020-04-11,9.0681,9.4209,8.8444,9.3348,255927.0
2020-04-12,9.0681,9.4209,8.8444,9.3348,255927.0
2020-04-13,9.2402,9.8511,8.9047,9.0165,179823.0
2020-04-14,9.3262,9.4381,8.7756,8.8616,216541.0
2020-04-15,8.7928,8.8789,8.2766,8.638,247791.0
2020-04-16,8.7584,9.1025,8.2336,8.4315,236698.0
2020-04-17,8.681,9.0337,8.4831,8.7928,226962.0
2020-04-18,8.681,9.0337,8.4831,8.7928,226962.0
2020-04-19,8.681,9.0337,8.4831,8.7928,226962.0
2020-04-20,8.5433,9.0853,8.5089,8.995,307092.0
2020-04-21,8.8014,8.9563,8.5605,8.7326,120047.0
2020-04-22,8.9133,8.9821,8.4057,8.8186,222873.0
2020-04-23,8.8014,9.1284,8.8014,8.9477,169190.0
2020-04-24,8.9391,9.2144,8.5863,8.6638,179524.0
2020-04-25,8.9391,9.2144,8.5863,8.6638,179524.0
2020-04-26,8.9391,9.2144,8.5863,8.6638,179524.0
2020-04-27,8.8616,9.0165,8.8444,8.9477,397345.0
2020-04-28,9.1456,9.4037,9.1112,9.1972,240087.0
2020-04-29,9.3262,9.7134,9.2574,9.4725,261422.0
2020-04-30,9.2316,9.5155,9.1025,9.3607,155915.0
2020-05-01,9.1886,9.3176,8.9262,9.2832,184504.0
2020-05-02,9.1886,9.3176,8.9262,9.2832,184504.0
2020-05-03,9.1886,9.3176,8.9262,9.2832,184504.0
2020-05-04,9.2058,9.2402,8.8358,8.9649,142769.0
2020-05-05,8.9477,9.3951,8.9477,9.0423,211269.0
2020-05-06,9.1112,9.2079,8.6638,8.7154,159925.0
2020-05-07,8.8789,9.0767,8.8186,8.9219,147181.0
2020-05-08,9.1628,9.4123,9.0681,9.3607,196193.0
2020-05-09,9.1628,9.4123,9.0681,9.3607,196193.0
2020-05-10,9.1628,9.4123,9.0681,9.3607,196193.0
2020-05-11,9.4467,9.4467,8.9993,9.0681,253014.0
2020-05-12,9.0681,9.1902,8.5799,8.6409,240413.0
2020-05-13,8.6147,8.6322,8.3706,8.4055,223890.0
2020-05-14,8.2834,8.7368,8.2485,8.6583,240110.0
2020-05-15,8.6845,9.1466,8.6409,8.8153,1566180.0
2020-05-16,8.6845,9.1466,8.6409,8.8153,1566180.0
2020-05-17,8.6845,9.1466,8.6409,8.8153,1566180.0
2020-05-18,9.1553,9.6523,9.1466,9.4779,278767.0
2020-05-19,9.3908,9.4169,8.9984,9.0027,265305.0
2020-05-20,9.1379,9.5128,9.1248,9.4344,178468.0
2020-05-21,9.3908,9.4561,9.1292,9.2251,212558.0
2020-05-22,9.2687,9.4256,9.0333,9.1728,165813.0
2020-05-23,9.2687,9.4256,9.0333,9.1728,165813.0
2020-05-24,9.2687,9.4256,9.0333,9.1728,165813.0
2020-05-25,9.2687,9.4256,9.0333,9.1728,165813.0
2020-05-26,9.5215,9.8878,9.5041,9.818,169350.0
2020-05-27,10.0011,10.2714,9.8616,10.2017,194137.0
2020-05-28,10.3412,10.3412,9.879,9.975,184433.0
2020-05-29,9.818,9.818,9.4256,9.5826,173636.0
2020-05-30,9.818,9.818,9.4256,9.5826,173636.0
2020-05-31,9.818,9.818,9.4256,9.5826,173636.0
2020-06-01,9.6349,9.8703,9.4082,9.4169,197976.0
2020-06-02,9.5041,9.8093,9.4779,9.4954,132877.0
2020-06-03,9.6611,10.254,9.6611,10.036,164215.0
2020-06-04,10.0011,10.3237,9.8878,10.2714,214339.0
2020-06-05,10.6551,10.8905,10.2104,10.6638,147649.0
2020-06-06,10.6551,10.8905,10.2104,10.6638,147649.0
2020-06-07,10.6551,10.8905,10.2104,10.6638,147649.0
2020-06-08,10.7684,11.2131,10.7335,11.1085,179441.0
2020-06-09,10.873,11.0649,10.533,10.9254,129564.0
2020-06-10,10.8643,10.9951,10.254,10.3499,122126.0
2020-06-11,9.9226,10.1057,9.6959,9.757,157432.0
2020-06-12,10.097,10.1711,9.4779,9.7918,144866.0
2020-06-13,10.097,10.1711,9.4779,9.7918,144866.0
2020-06-14,10.097,10.1711,9.4779,9.7918,144866.0
2020-06-15,9.4779,9.8878,9.4518,9.8006,120288.0
2020-06-16,10.1232,10.2453,9.8529,9.975,104668.0
2020-06-17,10.0011,10.0185,9.7657,9.8442,106511.0
2020-06-18,9.7744,9.9837,9.6872,9.8267,89976.0
2020-06-19,9.9052,9.9662,9.5303,9.7831,322241.0
2020-06-20,9.9052,9.9662,9.5303,9.7831,322241.0
2020-06-21,9.9052,9.9662,9.5303,9.7831,322241.0
2020-06-22,9.6698,10.1101,9.5913,10.0621,129010.0
2020-06-23,10.1145,10.2453,9.975,10.1493,140328.0
2020-06-24,10.0447,10.1581,9.7962,10.036,176251.0
2020-06-25,9.9924,10.1319,9.7657,10.1145,125281.0
2020-06-26,10.0098,10.2453,9.8703,10.097,377698.0
2020-06-27,10.0098,10.2453,9.8703,10.097,377698.0
2020-06-28,10.0098,10.2453,9.8703,10.097,377698.0
2020-06-29,10.2365,10.2714,9.9401,10.0621,168056.0
2020-06-30,9.9924,10.5243,9.9924,10.4371,207915.0
2020-07-01,10.472,10.472,10.1799,10.1929,95548.0
2020-07-02,10.3935,10.7243,10.3324,10.376,118289.0
2020-07-03,10.3935,10.7243,10.3324,10.376,118289.0
2020-07-04,10.3935,10.7243,10.3324,10.376,118289.0
2020-07-05,10.3935,10.7243,10.3324,10.376,118289.0
2020-07-06,10.4022,10.5156,10.2714,10.3935,135240.0
2020-07-07,10.2888,10.3412,10.036,10.1057,115248.0
2020-07-08,10.0534,10.1493,9.7308,9.9357,119314.0
2020-07-09,9.8965,9.8965,9.3733,9.4954,131701.0
2020-07-10,9.5651,9.7918,9.5651,9.7395,70395.0
2020-07-11,9.5651,9.7918,9.5651,9.7395,70395.0
2020-07-12,9.5651,9.7918,9.5651,9.7395,70395.0
2020-07-13,9.8616,9.9837,9.6699,9.7657,104244.0
2020-07-14,9.8267,10.0185,9.7395,9.9052,78505.0
2020-07-15,10.1232,10.4458,10.1232,10.3237,104685.0
2020-07-16,10.0011,10.3935,9.7831,10.1929,143341.0
2020-07-17,10.1232,10.2801,10.0621,10.1057,73098.0
2020-07-18,10.1232,10.2801,10.0621,10.1057,73098.0
2020-07-19,10.1232,10.2801,10.0621,10.1057,73098.0
2020-07-20,10.0534,10.0796,9.8093,9.9401,69941.0
2020-07-21,10.0621,11.1346,10.0621,10.8033,320096.0
2020-07-22,10.8992,10.8992,9.9837,10.3237,118471.0
2020-07-23,9.9662,10.4109,9.818,9.8354,177976.0
2020-07-24,9.8093,9.8398,9.5651,9.6,168526.0
2020-07-25,9.8093,9.8398,9.5651,9.6,168526.0
2020-07-26,9.8093,9.8398,9.5651,9.6,168526.0
2020-07-27,9.5477,9.6872,9.5128,9.6436,170772.0
2020-07-28,9.5826,9.879,9.5826,9.7308,274582.0
2020-07-29,9.6611,9.927,9.5913,9.8398,145726.0
2020-07-30,9.6959,9.9575,9.6741,9.9052,122953.0
2020-07-31,9.818,9.8703,9.5041,9.8529,240303.0
2020-08-01,9.818,9.8703,9.5041,9.8529,240303.0
2020-08-02,9.818,9.8703,9.5041,9.8529,240303.0
2020-08-03,9.8703,10.0796,9.6785,10.0011,176614.0
2020-08-04,10.0534,10.2104,9.9575,9.9924,100177.0
2020-08-05,10.0534,10.8207,9.9314,10.6376,373361.0
2020-08-06,10.594,10.7641,10.4458,10.6289,159862.0
2020-08-07,10.5853,10.9079,10.4109,10.8992,128579.0
2020-08-08,10.5853,10.9079,10.4109,10.8992,128579.0
2020-08-09,10.5853,10.9079,10.4109,10.8992,128579.0
2020-08-10,10.812,11.1782,10.7859,10.873,146095.0
2020-08-11,11.03,11.2829,10.5286,11.1085,102244.0
2020-08-12,11.2567,11.3352,11.0736,11.0997,96899.0
2020-08-13,11.0213,11.2916,10.8992,10.9559,91525.0
2020-08-14,10.8643,11.0126,10.7074,10.9515,123771.0
2020-08-15,10.8643,11.0126,10.7074,10.9515,123771.0
2020-08-16,10.8643,11.0126,10.7074,10.9515,123771.0
2020-08-17,10.9777,10.9864,10.8469,10.9079,85391.0
2020-08-18,10.9602,10.9951,10.8207,10.9254,105976.0
2020-08-19,10.9341,11.091,10.873,10.9254,94923.0
2020-08-20,10.8818,10.9777,10.7597,10.9166,87033.0
2020-08-21,10.9341,10.9951,10.7527,10.8774,365466.0
2020-08-22,10.9341,10.9951,10.7527,10.8774,365466.0
2020-08-23,10.9341,10.9951,10.7527,10.8774,365466.0
2020-08-24,11.03,11.2654,10.8992,11.2218,79302.0
2020-08-25,11.3265,11.3265,10.9864,11.1521,91676.0
2020-08-26,11.1785,11.3196,11.1256,11.1785,113864.0
2020-08-27,11.249,11.3636,11.1168,11.1344,96844.0
2020-08-28,11.205,11.2402,10.9934,11.2226,76657.0
2020-08-29,11.205,11.2402,10.9934,11.2226,76657.0
2020-08-30,11.205,11.2402,10.9934,11.2226,76657.0
2020-08-31,11.1961,11.1961,10.7994,10.8347,202096.0
2020-09-01,10.8082,11.0551,10.7818,10.87,86961.0
2020-09-02,10.8964,11.1697,10.7906,11.1168,102596.0
2020-09-03,11.1432,11.1521,10.7465,10.7906,115885.0
2020-09-04,10.9493,11.0022,10.579,10.6672,93164.0
2020-09-05,10.9493,11.0022,10.579,10.6672,93164.0
2020-09-06,10.9493,11.0022,10.579,10.6672,93164.0
2020-09-07,10.9493,11.0022,10.579,10.6672,93164.0
2020-09-08,10.6231,10.7025,10.3234,10.438,158995.0
2020-09-09,10.4909,10.6055,10.2088,10.2528,138729.0
2020-09-10,10.2793,10.3322,10.006,10.0324,157519.0
2020-09-11,10.1294,10.1294,9.8297,9.9531,110972.0
2020-09-12,10.1294,10.1294,9.8297,9.9531,110972.0
2020-09-13,10.1294,10.1294,9.8297,9.9531,110972.0
2020-09-14,9.9884,10.3234,9.8209,10.2,279541.0
2020-09-15,10.2,10.3234,9.9002,9.9531,111212.0
2020-09-16,9.9884,10.3675,9.9178,10.2837,356509.0
2020-09-17,10.1559,10.5438,10.0853,10.4732,259131.0
2020-09-18,10.5878,10.7994,10.438,10.5878,598874.0
2020-09-19,10.5878,10.7994,10.438,10.5878,598874.0
2020-09-20,10.5878,10.7994,10.438,10.5878,598874.0
2020-09-21,10.438,10.6099,10.0898,10.2528,271119.0
2020-09-22,10.3234,10.3939,10.1382,10.2528,276250.0
2020-09-23,10.244,10.3586,9.8914,9.909,156021.0
2020-09-24,9.9531,10.222,9.8473,10.0501,150187.0
2020-09-25,9.9619,10.1382,9.9619,10.0677,187128.0
2020-09-26,9.9619,10.1382,9.9619,10.0677,187128.0
2020-09-27,9.9619,10.1382,9.9619,10.0677,187128.0
2020-09-28,10.1559,10.4644,10.0765,10.3675,166928.0
2020-09-29,10.3498,10.438,10.2088,10.3322,105075.0
2020-09-30,10.3586,10.5702,10.1382,10.1823,141787.0
2020-10-01,10.1382,10.2793,9.8517,9.9619,160091.0
2020-10-02,9.8032,10.1118,9.7327,10.006,255237.0
2020-10-03,9.8032,10.1118,9.7327,10.006,255237.0
2020-10-04,9.8032,10.1118,9.7327,10.006,255237.0
2020-10-05,10.006,10.4203,10.006,10.3146,139695.0
2020-10-06,10.341,10.6496,10.2441,10.341,312052.0
2020-10-07,10.5702,10.9669,10.438,10.8347,407465.0
2020-10-08,9.9707,10.4732,9.8738,10.2264,423044.0
2020-10-09,10.2793,10.4203,10.1382,10.2705,181818.0
2020-10-10,10.2793,10.4203,10.1382,10.2705,181818.0
2020-10-11,10.2793,10.4203,10.1382,10.2705,181818.0
2020-10-12,10.341,10.773,10.3146,10.6496,146496.0
2020-10-13,10.5702,10.6415,10.2969,10.3939,99352.0
2020-10-14,10.4027,10.4688,10.1735,10.1735,91428.0
2020-10-15,10.1382,10.2969,10.0312,10.2264,75383.0
2020-10-16,10.1471,10.4131,10.1471,10.3146,85724.0
2020-10-17,10.1471,10.4131,10.1471,10.3146,85724.0
2020-10-18,10.1471,10.4131,10.1471,10.3146,85724.0
2020-10-19,10.3763,10.3763,10.0942,10.1294,119606.0
2020-10-20,10.2264,10.2617,10.0589,10.0853,126817.0
2020-10-21,10.0942,10.1911,10.006,10.0413,93067.0
2020-10-22,10.0501,10.1911,9.9355,10.1647,99378.0
2020-10-23,10.2352,10.2793,9.9796,10.0413,96508.0
2020-10-24,10.2352,10.2793,9.9796,10.0413,96508.0
2020-10-25,10.2352,10.2793,9.9796,10.0413,96508.0
2020-10-26,9.9267,9.9796,9.671,9.7151,278076.0
2020-10-27,9.6974,9.7747,9.552,9.6798,191596.0
2020-10-28,9.6093,9.6534,9.4242,9.4771,129067.0
2020-10-29,9.4153,9.6181,9.3536,9.5123,79214.0
2020-10-30,9.433,9.6446,9.3977,9.4682,119306.0
2020-10-31,9.433,9.6446,9.3977,9.4682,119306.0
2020-11-01,9.433,9.6446,9.3977,9.4682,119306.0
2020-11-02,9.6181,9.6717,9.4418,9.574,105313.0
2020-11-03,9.7327,10.0175,9.7151,9.8914,117959.0
2020-11-04,9.7944,9.8826,9.6622,9.7503,104538.0
2020-11-05,9.7503,10.0336,9.7503,9.909,117848.0
2020-11-06,9.768,9.9487,9.6093,9.671,123833.0
2020-11-07,9.768,9.9487,9.6093,9.671,123833.0
2020-11-08,9.768,9.9487,9.6093,9.671,123833.0
2020-11-09,10.2793,10.8964,10.0942,10.4997,203774.0
2020-11-10,10.6055,10.7554,10.4027,10.7025,129565.0
2020-11-11,10.7201,10.7201,10.244,10.3851,130011.0
2020-11-12,10.3146,10.3586,10.0765,10.2617,105006.0
2020-11-13,10.3675,10.6496,10.3498,10.6143,104166.0
2020-11-14,10.3675,10.6496,10.3498,10.6143,104166.0
2020-11-15,10.3675,10.6496,10.3498,10.6143,104166.0
2020-11-16,10.773,10.8611,10.6055,10.7025,153044.0
2020-11-17,10.4644,11.1168,10.4644,11.0286,177014.0
2020-11-18,11.0108,11.1891,10.7879,10.7968,96338.0
2020-11-19,10.7612,10.9127,10.4759,10.6453,102290.0
2020-11-20,10.5561,10.9484,10.4224,10.8325,259846.0
2020-11-21,10.5561,10.9484,10.4224,10.8325,259846.0
2020-11-22,10.5561,10.9484,10.4224,10.8325,259846.0
2020-11-23,10.9751,11.2604,10.9662,11.0286,171402.0
2020-11-24,11.3496,11.3674,11.0197,11.305,234782.0
2020-11-25,11.3229,11.3853,11.0732,11.0821,124054.0
2020-11-26,11.3229,11.3853,11.0732,11.0821,124054.0
2020-11-27,11.0821,11.1535,10.8994,11.1445,73118.0
2020-11-28,11.0821,11.1535,10.8994,11.1445,73118.0
2020-11-29,11.0821,11.1535,10.8994,11.1445,73118.0
2020-11-30,11.2426,11.3585,10.7879,10.7968,158319.0
2020-12-01,10.9751,11.0911,10.7968,10.9573,176820.0
2020-12-02,10.9484,11.0331,10.7612,10.9217,136676.0
2020-12-03,10.9751,11.3318,10.9306,11.1267,130740.0
2020-12-04,11.2872,11.6706,11.198,11.5903,140716.0
2020-12-05,11.2872,11.6706,11.198,11.5903,140716.0
2020-12-06,11.2872,11.6706,11.198,11.5903,140716.0
2020-12-07,11.5547,11.7018,11.3585,11.5457,225667.0
2020-12-08,11.5012,11.7241,11.4388,11.5992,201528.0
2020-12-09,11.6795,11.7061,11.4878,11.5636,134563.0
2020-12-10,11.5279,11.5457,11.3318,11.5324,139478.0
2020-12-11,11.3942,11.6438,11.3942,11.5012,128779.0
2020-12-12,11.3942,11.6438,11.3942,11.5012,128779.0
2020-12-13,11.3942,11.6438,11.3942,11.5012,128779.0
2020-12-14,11.5814,11.7865,11.5012,11.6884,215798.0
2020-12-15,11.8578,11.8578,11.3362,11.6438,198333.0
2020-12-16,11.6706,11.6795,11.2872,11.3674,301091.0
2020-12-17,11.3674,11.4833,11.2159,11.3942,267675.0
2020-12-18,11.4923,11.623,11.1089,11.2604,983475.0
2020-12-19,11.4923,11.623,11.1089,11.2604,983475.0
2020-12-20,11.4923,11.623,11.1089,11.2604,983475.0
2020-12-21,11.1,11.1267,10.7255,10.886,277593.0
2020-12-22,10.9484,11.0465,10.779,10.9172,235284.0
2020-12-23,11.0019,11.3139,11.0019,11.1356,124649.0
2020-12-24,11.1445,11.207,11.0643,11.0732,64593.0
2020-12-25,11.1445,11.207,11.0643,11.0732,64593.0
2020-12-26,11.1445,11.207,11.0643,11.0732,64593.0
2020-12-27,11.1445,11.207,11.0643,11.0732,64593.0
2020-12-28,11.1713,11.3487,11.1178,11.2783,157486.0
2020-12-29,11.3674,11.3674,11.042,11.1891,110683.0
2020-12-30,11.2783,11.2961,11.0723,11.1267,83952.0
2020-12-31,11.1267,11.2604,11.0732,11.207,89726.0
2021-01-01,11.1267,11.2604,11.0732,11.207,89726.0
2021-01-02,11.1267,11.2604,11.0732,11.207,89726.0
2021-01-03,11.1267,11.2604,11.0732,11.207,89726.0
2021-01-04,11.2783,11.3853,10.9306,11.0643,136281.0
2021-01-05,11.0732,11.3407,11.0732,11.2159,141777.0
2021-01-06,11.412,11.9202,11.412,11.831,428077.0
2021-01-07,11.0376,11.0643,10.6096,10.7879,444678.0
2021-01-08,10.8147,10.8147,10.3867,10.5695,264863.0
2021-01-09,10.8147,10.8147,10.3867,10.5695,264863.0
2021-01-10,10.8147,10.8147,10.3867,10.5695,264863.0
2021-01-11,10.5561,10.6096,10.3332,10.5071,214098.0
2021-01-12,10.5205,10.7523,10.4045,10.6631,180690.0
2021-01-13,10.7523,10.8058,10.6542,10.779,237180.0
2021-01-14,10.8771,10.9484,10.7433,10.8771,104594.0
2021-01-15,10.779,11.2604,10.672,11.256,604880.0
2021-01-16,10.779,11.2604,10.672,11.256,604880.0
2021-01-17,10.779,11.2604,10.672,11.256,604880.0
2021-01-18,10.779,11.2604,10.672,11.256,604880.0
2021-01-19,11.2604,11.3674,10.9662,11.2337,467681.0
2021-01-20,11.1445,11.3496,10.886,11.1,226088.0
2021-01-21,11.0821,11.1445,10.8058,11.0286,237772.0
2021-01-22,10.9127,11.2604,10.8503,11.2515,290911.0
2021-01-23,10.9127,11.2604,10.8503,11.2515,290911.0
2021-01-24,10.9127,11.2604,10.8503,11.2515,290911.0
2021-01-25,11.1802,11.207,10.8503,11.0108,220877.0
2021-01-26,11.0197,11.0197,10.6274,10.8325,248644.0
2021-01-27,10.8771,10.8771,10.4759,10.5829,196119.0
2021-01-28,10.6274,10.7077,10.4937,10.5294,255996.0
2021-01-29,10.5739,10.6364,10.2886,10.2886,240996.0
2021-01-30,10.5739,10.6364,10.2886,10.2886,240996.0
2021-01-31,10.5739,10.6364,10.2886,10.2886,240996.0
2021-02-01,10.2433,10.6141,10.2433,10.5472,149662.0
2021-02-02,10.6364,10.8236,10.4759,10.7255,128869.0
2021-02-03,10.6631,10.9662,10.6542,10.8325,238445.0
2021-02-04,10.8325,11.0554,10.7344,10.9484,203083.0
2021-02-05,11.0019,11.2497,10.9662,11.1178,192120.0
2021-02-06,11.0019,11.2497,10.9662,11.1178,192120.0
2021-02-07,11.0019,11.2497,10.9662,11.1178,192120.0
2021-02-08,11.2872,11.3674,11.0732,11.3585,184920.0
2021-02-09,11.3318,11.4209,11.1445,11.3496,124934.0
2021-02-10,11.4388,11.4566,11.2337,11.2961,199576.0
2021-02-11,11.3139,11.5814,11.2604,11.4031,200988.0
2021-02-12,11.3674,11.4833,11.207,11.412,125822.0
2021-02-13,11.3674,11.4833,11.207,11.412,125822.0
2021-02-14,11.3674,11.4833,11.207,11.412,125822.0
2021-02-15,11.3674,11.4833,11.207,11.412,125822.0
2021-02-16,11.4388,11.4833,11.2426,11.3496,186118.0
2021-02-17,10.998,11.3406,10.989,11.2144,206762.0
2021-02-18,11.1783,11.2955,11.0341,11.0792,94661.0
2021-02-19,11.1152,11.2684,10.998,11.1242,195357.0
2021-02-20,11.1152,11.2684,10.998,11.1242,195357.0
2021-02-21,11.1152,11.2684,10.998,11.1242,195357.0
2021-02-22,11.1423,11.6201,11.1423,11.5569,130113.0
2021-02-23,11.5569,11.8184,11.4938,11.5119,211190.0
2021-02-24,11.6381,11.7913,11.5209,11.7192,115252.0
2021-02-25,11.6651,11.8184,11.611,11.6741,120458.0
2021-02-26,11.6561,11.8003,11.5029,11.5029,134075.0
2021-02-27,11.6561,11.8003,11.5029,11.5029,134075.0
2021-02-28,11.6561,11.8003,11.5029,11.5029,134075.0
2021-03-01,11.6381,12.0347,11.5661,11.9626,143380.0
2021-03-02,11.9536,11.9806,11.7553,11.8274,85059.0
2021-03-03,11.9175,12.3953,11.8544,12.215,262377.0
2021-03-04,12.2781,12.4043,11.9987,12.0978,151334.0
2021-03-05,12.188,12.5486,12.1609,12.499,202203.0
2021-03-06,12.188,12.5486,12.1609,12.499,202203.0
2021-03-07,12.188,12.5486,12.1609,12.499,202203.0
2021-03-08,12.5666,13.0714,12.4584,12.9137,192597.0
2021-03-09,12.9723,13.0354,12.5396,12.5666,167538.0
2021-03-10,12.801,12.945,12.4945,12.8641,142165.0
2021-03-11,12.8731,12.8911,12.6928,12.8731,154915.0
2021-03-12,12.9633,13.1255,12.6568,13.0444,171880.0
2021-03-13,12.9633,13.1255,12.6568,13.0444,171880.0
2021-03-14,12.9633,13.1255,12.6568,13.0444,171880.0
