,CRMT US Equity,CRMT US Equity,CRMT US Equity,CRMT US Equity,CRMT US Equity
2023-01-24,77.06,78.82,75.29,77.5,67311.0
2023-01-25,76.38,79.42,75.66,79.24,46818.0
2023-01-26,80.34,81.03,78.97,80.48,36771.0
2023-01-27,80.11,82.98,79.67,81.92,35140.0
2023-01-28,80.11,82.98,79.67,81.92,35140.0
2023-01-29,80.11,82.98,79.67,81.92,35140.0
2023-01-30,81.57,84.47,80.66,81.94,59966.0
2023-01-31,82.88,86.55,82.51,86.14,77052.0
2023-02-01,86.03,91.63,83.97,89.84,113075.0
2023-02-02,91.45,96.42,91.45,96.25,85571.0
2023-02-03,94.48,97.61,92.55,95.77,84606.0
2023-02-04,94.48,97.61,92.55,95.77,84606.0
2023-02-05,94.48,97.61,92.55,95.77,84606.0
2023-02-06,94.11,96.77,93.72,95.53,84592.0
2023-02-07,95.44,95.44,91.02,94.0,86740.0
2023-02-08,92.64,93.67,91.4,92.08,51409.0
2023-02-09,93.33,93.96,89.83,90.28,68982.0
2023-02-10,89.17,92.26,87.115,88.09,114315.0
2023-02-11,89.17,92.26,87.115,88.09,114315.0
2023-02-12,89.17,92.26,87.115,88.09,114315.0
2023-02-13,88.01,93.3,85.98,91.93,66111.0
2023-02-14,91.4,93.25,89.63,92.37,97944.0
2023-02-15,91.4,94.88,91.15,94.52,83997.0
2023-02-16,92.97,95.82,92.74,95.03,94556.0
2023-02-17,95.59,97.88,92.38,94.59,110288.0
2023-02-18,95.59,97.88,92.38,94.59,110288.0
2023-02-19,95.59,97.88,92.38,94.59,110288.0
2023-02-20,95.59,97.88,92.38,94.59,110288.0
2023-02-21,92.88,92.88,86.69,87.55,118359.0
2023-02-22,82.13,87.18,77.39,78.01,157935.0
2023-02-23,78.58,81.47,76.4,81.4,96778.0
2023-02-24,79.54,85.53,79.5,84.93,84769.0
2023-02-25,79.54,85.53,79.5,84.93,84769.0
2023-02-26,79.54,85.53,79.5,84.93,84769.0
2023-02-27,85.94,86.77,81.44,82.63,85506.0
2023-02-28,82.52,85.5875,82.29,84.96,140762.0
2023-03-01,84.36,88.315,82.91,87.41,101351.0
2023-03-02,86.28,87.3,83.29,83.52,129048.0
2023-03-03,84.62,87.72,83.04,87.5,68901.0
2023-03-04,84.62,87.72,83.04,87.5,68901.0
2023-03-05,84.62,87.72,83.04,87.5,68901.0
2023-03-06,87.67,87.67,83.5,84.29,98868.0
2023-03-07,84.87,85.56,83.16,84.83,81515.0
2023-03-08,84.18,84.72,82.82,84.54,66083.0
2023-03-09,84.8,85.35,82.94,82.95,64800.0
2023-03-10,82.95,82.95,79.92,81.94,85925.0
2023-03-11,82.95,82.95,79.92,81.94,85925.0
2023-03-12,82.95,82.95,79.92,81.94,85925.0
2023-03-13,79.74,80.3,74.82,74.95,122083.0
2023-03-14,77.91,79.71,75.47,76.31,114956.0
2023-03-15,73.95,77.275,73.93,75.65,110269.0
2023-03-16,74.34,77.005,72.81,75.39,84029.0
2023-03-17,74.03,74.6,70.9,71.16,191479.0
2023-03-18,74.03,74.6,70.9,71.16,191479.0
2023-03-19,74.03,74.6,70.9,71.16,191479.0
2023-03-20,71.63,73.56,70.5,71.7,82535.0
2023-03-21,73.7,76.47,72.9,74.5,80023.0
2023-03-22,75.07,75.4,73.48,73.71,75194.0
2023-03-23,74.09,76.2338,73.19,74.52,67826.0
2023-03-24,73.84,74.54,71.05,74.39,99353.0
2023-03-25,73.84,74.54,71.05,74.39,99353.0
2023-03-26,73.84,74.54,71.05,74.39,99353.0
2023-03-27,75.58,76.72,73.53,76.0,60911.0
2023-03-28,75.44,78.14,74.9,75.73,76776.0
2023-03-29,77.03,77.055,74.1,75.49,56609.0
2023-03-30,76.21,77.03,75.5,75.88,38013.0
2023-03-31,76.65,79.34,75.03,79.21,61908.0
2023-04-01,76.65,79.34,75.03,79.21,61908.0
2023-04-02,76.65,79.34,75.03,79.21,61908.0
2023-04-03,78.88,79.532,77.62,78.7,50709.0
2023-04-04,78.12,78.8,76.17,77.23,52182.0
2023-04-05,73.96,75.65,73.96,75.49,44866.0
2023-04-06,75.33,77.87,74.19,77.05,59522.0
2023-04-07,75.33,77.87,74.19,77.05,59522.0
2023-04-08,75.33,77.87,74.19,77.05,59522.0
2023-04-09,75.33,77.87,74.19,77.05,59522.0
2023-04-10,76.62,80.44,73.8,79.4,69618.0
2023-04-11,79.62,83.45,79.05,83.41,64005.0
2023-04-12,84.36,84.36,81.2,83.92,79045.0
2023-04-13,83.89,85.5799,82.575,84.99,66475.0
2023-04-14,85.61,87.22,83.94,86.0,71229.0
2023-04-15,85.61,87.22,83.94,86.0,71229.0
2023-04-16,85.61,87.22,83.94,86.0,71229.0
2023-04-17,85.3,86.2,82.82,84.06,63122.0
2023-04-18,84.66,85.47,82.04,82.69,118709.0
2023-04-19,81.65,83.06,80.3,82.35,93885.0
2023-04-20,81.26,83.7,79.11,80.7,94640.0
2023-04-21,80.26,80.7,78.51,79.0,87483.0
2023-04-22,80.26,80.7,78.51,79.0,87483.0
2023-04-23,80.26,80.7,78.51,79.0,87483.0
2023-04-24,78.98,79.9,77.46,78.41,78426.0
2023-04-25,77.41,78.36,76.32,76.64,75338.0
2023-04-26,76.52,79.22,76.3,79.13,60628.0
2023-04-27,79.75,82.26,77.53,82.0,60979.0
2023-04-28,81.34,82.38,80.17,80.39,57054.0
2023-04-29,81.34,82.38,80.17,80.39,57054.0
2023-04-30,81.34,82.38,80.17,80.39,57054.0
2023-05-01,80.31,81.825,79.01,79.35,40163.0
2023-05-02,78.46,81.98,76.09,78.18,38496.0
2023-05-03,78.4,80.26,77.01,77.77,40482.0
2023-05-04,77.34,77.34,74.425,75.76,42535.0
2023-05-05,77.53,82.8,76.01,82.46,89906.0
2023-05-06,77.53,82.8,76.01,82.46,89906.0
2023-05-07,77.53,82.8,76.01,82.46,89906.0
2023-05-08,82.77,85.48,78.31,84.62,77241.0
2023-05-09,83.66,85.78,82.43,83.29,88108.0
2023-05-10,85.27,86.58,83.25,85.59,77121.0
2023-05-11,85.45,88.52,84.77,88.0,66560.0
2023-05-12,88.85,88.96,80.84,83.05,84568.0
2023-05-13,88.85,88.96,80.84,83.05,84568.0
2023-05-14,88.85,88.96,80.84,83.05,84568.0
2023-05-15,83.12,83.21,81.0,82.49,87897.0
2023-05-16,81.24,83.89,79.93,83.51,73808.0
2023-05-17,84.7,88.1,83.49,87.93,77129.0
2023-05-18,87.945,88.8,86.77,88.27,51483.0
2023-05-19,88.41,88.41,84.55,86.43,62993.0
2023-05-20,88.41,88.41,84.55,86.43,62993.0
2023-05-21,88.41,88.41,84.55,86.43,62993.0
2023-05-22,87.05,87.11,85.41,86.3,33583.0
2023-05-23,86.41,90.95,86.41,89.31,67916.0
2023-05-24,73.43,85.62,70.76,82.7,460813.0
2023-05-25,82.5,90.56,81.67,89.365,106681.0
2023-05-26,88.66,88.66,82.34,84.95,122824.0
2023-05-27,88.66,88.66,82.34,84.95,122824.0
2023-05-28,88.66,88.66,82.34,84.95,122824.0
2023-05-29,88.66,88.66,82.34,84.95,122824.0
2023-05-30,86.32,88.57,83.63,88.34,58380.0
2023-05-31,87.44,88.69,81.01,81.53,83703.0
2023-06-01,81.19,82.0,79.25,80.08,61476.0
2023-06-02,81.58,89.05,81.52,88.95,68160.0
2023-06-03,81.58,89.05,81.52,88.95,68160.0
2023-06-04,81.58,89.05,81.52,88.95,68160.0
2023-06-05,87.56,87.56,84.495,86.79,42120.0
2023-06-06,86.99,92.835,86.99,92.02,51911.0
2023-06-07,93.75,98.19,93.75,97.95,68610.0
2023-06-08,97.94,98.23,94.17,97.19,45873.0
2023-06-09,96.94,96.94,92.66,93.05,27437.0
2023-06-10,96.94,96.94,92.66,93.05,27437.0
2023-06-11,96.94,96.94,92.66,93.05,27437.0
2023-06-12,93.2,97.94,93.2,97.29,60392.0
2023-06-13,96.97,101.17,96.7,99.69,52007.0
2023-06-14,100.58,100.58,96.06,96.6,46307.0
2023-06-15,96.49,98.305,95.73,97.93,40987.0
2023-06-16,98.0,98.0,94.6,95.4,162757.0
2023-06-17,98.0,98.0,94.6,95.4,162757.0
2023-06-18,98.0,98.0,94.6,95.4,162757.0
2023-06-19,98.0,98.0,94.6,95.4,162757.0
2023-06-20,94.21,96.42,93.03,94.39,55284.0
2023-06-21,93.9,95.16,93.47,94.21,36889.0
2023-06-22,93.81,96.11,92.02,96.11,61140.0
2023-06-23,94.61,95.89,93.07,94.58,84437.0
2023-06-24,94.61,95.89,93.07,94.58,84437.0
2023-06-25,94.61,95.89,93.07,94.58,84437.0
2023-06-26,94.2,96.225,94.16,95.3,44954.0
2023-06-27,95.1,99.42,93.04,98.54,62660.0
2023-06-28,98.44,99.76,96.9575,99.49,52764.0
2023-06-29,100.46,104.73,100.46,103.5,93966.0
2023-06-30,103.5,103.5,97.83,99.78,46888.0
2023-07-01,103.5,103.5,97.83,99.78,46888.0
2023-07-02,103.5,103.5,97.83,99.78,46888.0
2023-07-03,99.59,100.96,98.73,100.48,28632.0
2023-07-04,99.59,100.96,98.73,100.48,28632.0
2023-07-05,99.23,99.77,97.57,98.26,44123.0
2023-07-06,96.43,97.58,94.13,96.77,44633.0
2023-07-07,97.13,100.23,97.13,98.44,32910.0
2023-07-08,97.13,100.23,97.13,98.44,32910.0
2023-07-09,97.13,100.23,97.13,98.44,32910.0
2023-07-10,97.56,100.88,97.56,100.19,50889.0
2023-07-11,101.39,102.98,100.68,102.56,51253.0
2023-07-12,105.0,105.96,103.8,104.81,41334.0
2023-07-13,104.98,106.53,103.54,103.75,38013.0
2023-07-14,103.95,104.11,101.06,103.7,55566.0
2023-07-15,103.95,104.11,101.06,103.7,55566.0
2023-07-16,103.95,104.11,101.06,103.7,55566.0
2023-07-17,105.48,124.13,104.93,119.52,249773.0
2023-07-18,120.79,127.955,116.6,117.815,192768.0
2023-07-19,119.49,121.64,117.2,118.82,114523.0
2023-07-20,118.58,118.805,116.12,117.97,68639.0
2023-07-21,118.15,118.61,109.71,112.05,82434.0
2023-07-22,118.15,118.61,109.71,112.05,82434.0
2023-07-23,118.15,118.61,109.71,112.05,82434.0
2023-07-24,112.78,113.75,111.34,112.03,46491.0
2023-07-25,111.97,113.92,111.25,111.36,41384.0
2023-07-26,111.67,116.1,111.67,113.98,88456.0
2023-07-27,113.38,114.95,111.02,111.88,54195.0
2023-07-28,113.67,115.69,112.5902,115.43,30038.0
2023-07-29,113.67,115.69,112.5902,115.43,30038.0
2023-07-30,113.67,115.69,112.5902,115.43,30038.0
2023-07-31,116.05,120.1,116.05,119.12,69458.0
2023-08-01,117.84,122.01,117.84,119.16,65839.0
2023-08-02,116.98,120.32,116.3727,120.2,72926.0
2023-08-03,120.11,121.69,117.21,117.33,60411.0
2023-08-04,117.5,118.45,114.76,115.34,36109.0
2023-08-05,117.5,118.45,114.76,115.34,36109.0
2023-08-06,117.5,118.45,114.76,115.34,36109.0
2023-08-07,115.28,116.67,110.03,114.77,96774.0
2023-08-08,113.44,115.65,113.055,114.71,59170.0
2023-08-09,113.44,113.905,110.49,113.73,67014.0
2023-08-10,114.46,114.73,110.14,111.56,38069.0
2023-08-11,110.94,112.94,110.94,112.08,39204.0
2023-08-12,110.94,112.94,110.94,112.08,39204.0
2023-08-13,110.94,112.94,110.94,112.08,39204.0
2023-08-14,111.05,112.665,109.3,112.39,48471.0
2023-08-15,112.11,112.43,109.8,111.13,42813.0
2023-08-16,111.3,112.99,109.8,109.96,37369.0
2023-08-17,110.21,110.64,106.87,107.42,41625.0
2023-08-18,106.0,108.61,106.0,107.78,30679.0
2023-08-19,106.0,108.61,106.0,107.78,30679.0
2023-08-20,106.0,108.61,106.0,107.78,30679.0
2023-08-21,107.62,108.8008,105.08,105.12,38698.0
2023-08-22,105.41,105.41,102.51,103.06,34812.0
2023-08-23,102.5,107.1,102.5,106.94,35691.0
2023-08-24,105.18,107.48,104.76,104.79,37388.0
2023-08-25,105.33,106.22,102.675,105.43,27149.0
2023-08-26,105.33,106.22,102.675,105.43,27149.0
2023-08-27,105.33,106.22,102.675,105.43,27149.0
2023-08-28,106.57,107.69,105.57,106.29,25015.0
2023-08-29,106.75,111.02,106.75,110.58,33811.0
2023-08-30,110.04,112.07,110.04,111.15,24698.0
2023-08-31,111.28,113.0,110.505,111.31,47713.0
2023-09-01,111.64,113.725,111.0282,113.53,64418.0
2023-09-02,111.64,113.725,111.0282,113.53,64418.0
2023-09-03,111.64,113.725,111.0282,113.53,64418.0
2023-09-04,111.64,113.725,111.0282,113.53,64418.0
2023-09-05,97.6,105.9,95.3,98.0,319059.0
2023-09-06,97.91,98.392,91.69,94.82,165713.0
2023-09-07,93.97,94.37,91.94,92.79,71676.0
2023-09-08,92.0,96.405,92.0,94.79,146203.0
2023-09-09,92.0,96.405,92.0,94.79,146203.0
2023-09-10,92.0,96.405,92.0,94.79,146203.0
2023-09-11,95.99,95.99,93.0,93.97,32525.0
2023-09-12,93.51,94.7,91.36,91.36,37210.0
2023-09-13,92.21,92.21,88.94,89.83,53341.0
2023-09-14,90.71,92.82,90.71,92.63,28170.0
2023-09-15,92.0,92.01,89.25,90.08,109147.0
2023-09-16,92.0,92.01,89.25,90.08,109147.0
2023-09-17,92.0,92.01,89.25,90.08,109147.0
2023-09-18,89.86,89.86,88.9,89.56,40737.0
2023-09-19,89.2,89.2,87.275,88.98,44401.0
2023-09-20,89.95,89.96,87.25,87.25,29619.0
2023-09-21,86.39,88.45,85.93,87.78,66185.0
2023-09-22,87.92,90.95,87.92,89.85,54763.0
2023-09-23,87.92,90.95,87.92,89.85,54763.0
2023-09-24,87.92,90.95,87.92,89.85,54763.0
2023-09-25,89.25,91.1,89.25,90.29,26747.0
2023-09-26,89.75,90.72,89.17,90.21,49609.0
2023-09-27,91.21,92.4999,90.68,91.61,26086.0
2023-09-28,90.27,92.29,90.0,90.75,41859.0
2023-09-29,92.14,92.14,90.18,90.99,35827.0
2023-09-30,92.14,92.14,90.18,90.99,35827.0
2023-10-01,92.14,92.14,90.18,90.99,35827.0
2023-10-02,90.76,93.63,90.75,93.18,65742.0
2023-10-03,92.32,92.32,90.34,90.94,55270.0
2023-10-04,91.47,91.86,89.7801,91.32,50604.0
2023-10-05,91.48,91.48,87.72,89.87,72669.0
2023-10-06,89.02,91.64,88.42,88.5,51765.0
2023-10-07,89.02,91.64,88.42,88.5,51765.0
2023-10-08,89.02,91.64,88.42,88.5,51765.0
2023-10-09,87.16,87.885,85.955,86.96,78228.0
2023-10-10,87.13,90.15,87.13,88.4,52196.0
2023-10-11,89.13,89.13,85.11,86.04,46092.0
2023-10-12,85.91,86.78,82.63,84.05,82426.0
2023-10-13,84.1,84.1,80.14,81.34,55485.0
2023-10-14,84.1,84.1,80.14,81.34,55485.0
2023-10-15,84.1,84.1,80.14,81.34,55485.0
2023-10-16,82.26,84.4,82.1,82.89,45409.0
2023-10-17,80.57,83.19,74.425,77.15,116644.0
2023-10-18,76.65,77.51,74.49,76.3,77523.0
2023-10-19,76.1,77.3,75.25,76.55,71053.0
2023-10-20,76.67,76.67,73.73,75.1,57601.0
2023-10-21,76.67,76.67,73.73,75.1,57601.0
2023-10-22,76.67,76.67,73.73,75.1,57601.0
2023-10-23,74.88,74.88,68.52,68.8,103133.0
2023-10-24,69.12,70.73,66.56,67.92,114475.0
2023-10-25,67.19,67.19,63.575,64.92,120399.0
2023-10-26,65.15,66.05,62.66,63.38,134615.0
2023-10-27,63.2,64.63,62.05,64.4,137132.0
2023-10-28,63.2,64.63,62.05,64.4,137132.0
2023-10-29,63.2,64.63,62.05,64.4,137132.0
2023-10-30,64.55,66.665,63.09,65.21,147724.0
2023-10-31,65.44,68.08,65.44,66.98,84107.0
2023-11-01,66.37,67.75,64.91,67.05,104491.0
2023-11-02,68.45,71.2,67.7,71.19,98968.0
2023-11-03,72.18,75.55,72.18,74.26,86451.0
2023-11-04,72.18,75.55,72.18,74.26,86451.0
2023-11-05,72.18,75.55,72.18,74.26,86451.0
2023-11-06,74.14,75.3,72.07,74.27,80629.0
2023-11-07,74.05,75.43,72.79,74.31,43911.0
2023-11-08,73.73,74.12,71.94,72.78,88857.0
2023-11-09,73.8,73.99,71.98,73.79,83453.0
2023-11-10,74.47,75.18,72.28,74.25,64299.0
2023-11-11,74.47,75.18,72.28,74.25,64299.0
2023-11-12,74.47,75.18,72.28,74.25,64299.0
2023-11-13,73.94,75.6,72.785,73.72,60344.0
2023-11-14,76.39,81.11,76.39,81.11,96489.0
2023-11-15,80.94,85.68,80.68,81.76,70548.0
2023-11-16,80.83,81.34,76.44,77.1,84487.0
2023-11-17,78.94,79.4,75.81,78.56,70630.0
2023-11-18,78.94,79.4,75.81,78.56,70630.0
2023-11-19,78.94,79.4,75.81,78.56,70630.0
2023-11-20,78.16,80.88,78.01,79.95,51874.0
2023-11-21,78.77,79.035,77.78,78.33,29900.0
2023-11-22,78.3,79.89,77.53,78.07,40120.0
2023-11-23,78.3,79.89,77.53,78.07,40120.0
2023-11-24,77.55,79.0,76.61,78.52,23567.0
2023-11-25,77.55,79.0,76.61,78.52,23567.0
2023-11-26,77.55,79.0,76.61,78.52,23567.0
2023-11-27,78.52,78.75,76.51,76.78,69277.0
2023-11-28,76.38,78.42,75.61,77.31,33192.0
2023-11-29,78.55,80.68,78.55,79.16,60303.0
2023-11-30,79.98,80.49,77.56,79.87,99766.0
2023-12-01,79.36,80.49,75.17,75.47,130470.0
2023-12-02,79.36,80.49,75.17,75.47,130470.0
2023-12-03,79.36,80.49,75.17,75.47,130470.0
2023-12-04,75.12,82.17,74.55,80.83,210660.0
2023-12-05,60.0,69.9899,59.51,66.29,529038.0
2023-12-06,65.52,68.23,62.967,63.65,253350.0
2023-12-07,64.08,64.08,60.45,61.21,166356.0
2023-12-08,61.18,61.835,59.75,60.58,115630.0
2023-12-09,61.18,61.835,59.75,60.58,115630.0
2023-12-10,61.18,61.835,59.75,60.58,115630.0
2023-12-11,60.73,62.58,59.8,61.36,88256.0
2023-12-12,61.6,61.6717,58.74,59.41,131068.0
2023-12-13,59.29,63.515,58.12,63.0,206951.0
2023-12-14,64.99,72.51,64.03,72.07,189305.0
2023-12-15,73.27,73.72,71.03,72.23,328904.0
2023-12-16,73.27,73.72,71.03,72.23,328904.0
2023-12-17,73.27,73.72,71.03,72.23,328904.0
2023-12-18,72.5,73.22,69.57,70.57,78235.0
2023-12-19,71.55,74.2619,71.26,73.36,115069.0
2023-12-20,72.8,77.55,72.405,73.22,194526.0
2023-12-21,74.22,75.75,73.5,75.74,42582.0
2023-12-22,75.85,79.8,75.73,79.7,77763.0
2023-12-23,75.85,79.8,75.73,79.7,77763.0
2023-12-24,75.85,79.8,75.73,79.7,77763.0
2023-12-25,75.85,79.8,75.73,79.7,77763.0
2023-12-26,80.0,83.07,79.57,82.65,87114.0
2023-12-27,82.52,82.93,80.915,82.08,130326.0
2023-12-28,82.0,82.69,79.03,79.47,77503.0
2023-12-29,79.62,79.835,75.325,75.77,113703.0
2023-12-30,79.62,79.835,75.325,75.77,113703.0
2023-12-31,79.62,79.835,75.325,75.77,113703.0
2024-01-01,79.62,79.835,75.325,75.77,113703.0
2024-01-02,70.9,71.59,67.59,69.02,136238.0
2024-01-03,68.13,68.13,63.83,63.85,99810.0
2024-01-04,63.22,64.4279,61.915,63.8,76779.0
2024-01-05,63.09,66.26,62.445,62.7,70965.0
2024-01-06,63.09,66.26,62.445,62.7,70965.0
2024-01-07,63.09,66.26,62.445,62.7,70965.0
2024-01-08,62.7,64.76,62.01,64.74,63368.0
2024-01-09,63.22,65.03,61.67,61.92,60069.0
2024-01-10,62.25,63.24,61.015,63.09,72817.0
2024-01-11,62.41,62.75,60.835,62.16,83652.0
2024-01-12,63.1,63.1,60.355,60.62,73533.0
2024-01-13,63.1,63.1,60.355,60.62,73533.0
2024-01-14,63.1,63.1,60.355,60.62,73533.0
2024-01-15,63.1,63.1,60.355,60.62,73533.0
2024-01-16,60.0,60.95,59.5,60.59,108770.0
2024-01-17,59.53,62.12,59.53,60.18,89705.0
2024-01-18,61.16,62.56,60.18,61.0,76995.0
2024-01-19,61.62,63.385,60.38,62.93,64542.0
2024-01-20,61.62,63.385,60.38,62.93,64542.0
2024-01-21,61.62,63.385,60.38,62.93,64542.0
2024-01-22,63.76,65.315,63.74,64.88,54741.0
2024-01-23,66.07,66.07,62.49,62.55,43247.0
2024-01-24,63.51,63.51,61.12,62.61,70088.0
2024-01-25,64.29,64.74,61.474,63.42,60488.0
2024-01-26,63.35,63.455,62.1,62.26,72103.0
2024-01-27,63.35,63.455,62.1,62.26,72103.0
2024-01-28,63.35,63.455,62.1,62.26,72103.0
2024-01-29,62.63,64.78,62.0,64.7,86962.0
2024-01-30,64.06,64.49,62.3,62.86,53870.0
2024-01-31,62.44,63.92,60.83,60.89,138830.0
2024-02-01,61.96,64.435,59.77,63.05,67910.0
2024-02-02,61.48,62.56,60.17,62.25,51087.0
2024-02-03,61.48,62.56,60.17,62.25,51087.0
2024-02-04,61.48,62.56,60.17,62.25,51087.0
2024-02-05,60.81,62.52,57.61,62.29,145330.0
2024-02-06,61.66,63.12,60.56,60.89,51941.0
2024-02-07,61.3,62.485,60.255,61.12,87533.0
2024-02-08,63.45,63.45,60.42,62.5,125215.0
2024-02-09,62.71,67.04,62.71,65.82,69784.0
2024-02-10,62.71,67.04,62.71,65.82,69784.0
2024-02-11,62.71,67.04,62.71,65.82,69784.0
2024-02-12,66.81,71.21,66.81,69.42,93886.0
2024-02-13,66.3,66.3,61.95,62.87,76627.0
2024-02-14,64.01,66.39,63.0,65.91,73752.0
2024-02-15,66.33,66.97,64.7,65.53,71971.0
2024-02-16,64.72,64.72,62.61,62.62,58689.0
2024-02-17,64.72,64.72,62.61,62.62,58689.0
2024-02-18,64.72,64.72,62.61,62.62,58689.0
2024-02-19,64.72,64.72,62.61,62.62,58689.0
2024-02-20,61.29,62.18,60.35,62.18,78605.0
2024-02-21,63.2,65.47,62.23,64.38,67720.0
2024-02-22,64.66,65.28,62.79,64.01,107852.0
2024-02-23,63.91,64.89,62.81,64.43,122493.0
2024-02-24,63.91,64.89,62.81,64.43,122493.0
2024-02-25,63.91,64.89,62.81,64.43,122493.0
2024-02-26,64.11,66.19,63.43,64.47,61995.0
2024-02-27,64.96,68.21,64.96,67.72,82327.0
2024-02-28,66.39,68.01,66.065,66.88,107845.0
2024-02-29,68.9,69.23,66.785,67.34,75845.0
2024-03-01,66.99,69.11,66.27,67.69,77204.0
2024-03-02,66.99,69.11,66.27,67.69,77204.0
2024-03-03,66.99,69.11,66.27,67.69,77204.0
2024-03-04,64.6,65.59,62.03,64.18,283207.0
2024-03-05,63.52,64.57,62.46,62.55,160505.0
2024-03-06,61.0,63.13,59.29,60.75,211956.0
2024-03-07,61.96,63.735,60.69,62.3,194314.0
2024-03-08,65.88,74.1,64.235,66.5,496726.0
2024-03-09,65.88,74.1,64.235,66.5,496726.0
2024-03-10,65.88,74.1,64.235,66.5,496726.0
2024-03-11,65.69,65.86,61.7729,65.77,192585.0
2024-03-12,65.5,65.96,63.01,63.17,147147.0
2024-03-13,62.76,64.65,62.0,62.78,120916.0
2024-03-14,62.75,62.75,59.8,60.605,151565.0
2024-03-15,59.84,64.305,59.84,62.49,1381866.0
2024-03-16,59.84,64.305,59.84,62.49,1381866.0
2024-03-17,59.84,64.305,59.84,62.49,1381866.0
2024-03-18,63.16,63.16,58.784,60.24,212443.0
2024-03-19,60.08,61.66,59.5101,61.65,92469.0
2024-03-20,61.19,64.01,60.9,63.67,106551.0
2024-03-21,64.9,66.8,64.33,65.71,113786.0
2024-03-22,65.28,65.3975,60.5,61.15,140462.0
2024-03-23,65.28,65.3975,60.5,61.15,140462.0
2024-03-24,65.28,65.3975,60.5,61.15,140462.0
2024-03-25,61.11,63.17,60.6601,62.52,77611.0
2024-03-26,63.13,63.13,60.87,62.3,84046.0
2024-03-27,63.17,64.125,62.6,62.9,65945.0
2024-03-28,62.7,65.085,62.7,63.87,56364.0
2024-03-29,62.7,65.085,62.7,63.87,56364.0
2024-03-30,62.7,65.085,62.7,63.87,56364.0
2024-03-31,62.7,65.085,62.7,63.87,56364.0
2024-04-01,63.78,63.78,62.15,62.67,55328.0
2024-04-02,61.68,61.68,60.07,61.48,73713.0
2024-04-03,61.49,61.52,59.72,60.56,72469.0
2024-04-04,61.25,61.42,57.635,58.64,111959.0
2024-04-05,58.55,60.01,58.0,59.03,87730.0
2024-04-06,58.55,60.01,58.0,59.03,87730.0
2024-04-07,58.55,60.01,58.0,59.03,87730.0
2024-04-08,60.29,62.67,59.71,61.2,117014.0
2024-04-09,60.68,63.52,60.31,63.52,73818.0
2024-04-10,59.69,60.0,57.74,59.38,263921.0
2024-04-11,60.43,60.43,56.617,59.01,149426.0
2024-04-12,58.19,59.64,56.59,56.66,75620.0
2024-04-13,58.19,59.64,56.59,56.66,75620.0
2024-04-14,58.19,59.64,56.59,56.66,75620.0
2024-04-15,56.41,56.9524,55.01,55.54,114242.0
2024-04-16,55.72,56.9484,55.0,56.6,91228.0
2024-04-17,56.91,56.91,55.51,56.24,43227.0
2024-04-18,56.05,57.73,56.05,56.16,54922.0
2024-04-19,55.87,58.35,55.87,58.24,76394.0
2024-04-20,55.87,58.35,55.87,58.24,76394.0
2024-04-21,55.87,58.35,55.87,58.24,76394.0
2024-04-22,58.3,58.39,56.78,56.85,45883.0
2024-04-23,57.41,59.2,57.39,58.72,44274.0
2024-04-24,58.3,58.91,57.94,58.41,38547.0
2024-04-25,57.13,57.18,55.82,56.72,73784.0
2024-04-26,57.4,59.09,56.73,57.87,62944.0
2024-04-27,57.4,59.09,56.73,57.87,62944.0
2024-04-28,57.4,59.09,56.73,57.87,62944.0
2024-04-29,58.01,58.58,57.84,58.45,30549.0
2024-04-30,57.48,57.71,56.985,57.24,26641.0
2024-05-01,57.25,59.84,57.24,58.25,56155.0
