,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity
2020-03-03,185.8565,189.4419,180.5254,183.3881,4063276.0
2020-03-04,186.2132,193.1117,185.2464,192.9052,2755569.0
2020-03-05,186.4673,188.1081,183.9495,185.3074,3204347.0
2020-03-06,181.1771,181.6769,175.1703,178.4142,4466755.0
2020-03-07,181.1771,181.6769,175.1703,178.4142,4466755.0
2020-03-08,181.1771,181.6769,175.1703,178.4142,4466755.0
2020-03-09,165.0802,170.097,162.4964,163.2603,4822731.0
2020-03-10,166.4193,167.3057,157.9701,166.1647,5604105.0
2020-03-11,163.5715,166.589,162.7039,164.0052,4340380.0
2020-03-12,154.085,160.2616,148.0498,149.0117,6340391.0
2020-03-13,163.496,167.0511,152.1518,166.4382,6387289.0
2020-03-14,163.496,167.0511,152.1518,166.4382,6387289.0
2020-03-15,163.496,167.0511,152.1518,166.4382,6387289.0
2020-03-16,140.2418,154.3113,138.3464,149.3228,7079297.0
2020-03-17,147.8235,156.1973,146.7862,154.5376,4956616.0
2020-03-18,144.6456,151.0297,141.1094,148.5307,4723882.0
2020-03-19,142.8351,149.7566,140.3244,145.2303,4296144.0
2020-03-20,145.3151,148.9362,139.61,142.6747,4699908.0
2020-03-21,145.3151,148.9362,139.61,142.6747,4699908.0
2020-03-22,145.3151,148.9362,139.61,142.6747,4699908.0
2020-03-23,141.2414,146.5033,138.4313,141.4489,4434284.0
2020-03-24,150.2093,157.3289,148.0498,155.4146,3423122.0
2020-03-25,153.7738,165.4574,152.1424,155.8766,3258398.0
2020-03-26,159.6203,165.0237,159.0734,164.2598,2725978.0
2020-03-27,157.7909,161.3083,156.7348,157.8003,2301593.0
2020-03-28,157.7909,161.3083,156.7348,157.8003,2301593.0
2020-03-29,157.7909,161.3083,156.7348,157.8003,2301593.0
2020-03-30,162.4399,167.1831,161.1008,166.7211,2480747.0
2020-03-31,162.8548,167.1454,160.8839,163.1377,3142431.0
2020-04-01,156.1784,158.9036,151.0862,151.6992,3822274.0
2020-04-02,151.0202,157.2346,150.3224,154.7356,3370005.0
2020-04-03,153.9435,156.301,152.0704,152.8874,2665756.0
2020-04-04,153.9435,156.301,152.0704,152.8874,2665756.0
2020-04-05,153.9435,156.301,152.0704,152.8874,2665756.0
2020-04-06,159.9409,166.9568,159.8561,165.8912,3604081.0
2020-04-07,171.1908,174.8779,168.4562,169.6821,3097619.0
2020-04-08,170.295,176.7451,168.5599,176.283,2495483.0
2020-04-09,172.8599,179.2157,172.8034,178.6782,3206958.0
2020-04-10,172.8599,179.2157,172.8034,178.6782,3206958.0
2020-04-11,172.8599,179.2157,172.8034,178.6782,3206958.0
2020-04-12,172.8599,179.2157,172.8034,178.6782,3206958.0
2020-04-13,175.8209,177.7824,173.2843,175.5003,2087741.0
2020-04-14,177.9898,180.0267,177.028,179.0177,2372791.0
2020-04-15,171.7661,172.992,169.0974,170.8231,2025477.0
2020-04-16,171.4266,173.2277,168.6778,172.6902,1806724.0
2020-04-17,177.1128,178.1313,175.3683,177.8012,2634374.0
2020-04-18,177.1128,178.1313,175.3683,177.8012,2634374.0
2020-04-19,177.1128,178.1313,175.3683,177.8012,2634374.0
2020-04-20,174.331,178.7914,173.8972,174.4536,1598120.0
2020-04-21,171.3134,172.2564,166.5325,168.6825,2010014.0
2020-04-22,170.5685,172.4639,169.7575,171.2474,1376390.0
2020-04-23,170.427,174.6606,170.0687,170.9645,1249879.0
2020-04-24,171.6623,172.3413,168.6542,171.1248,1187685.0
2020-04-25,171.6623,172.3413,168.6542,171.1248,1187685.0
2020-04-26,171.6623,172.3413,168.6542,171.1248,1187685.0
2020-04-27,172.2281,175.0382,171.568,174.0575,1542139.0
2020-04-28,177.2449,177.3863,174.9015,176.2264,1896699.0
2020-04-29,177.292,179.3572,176.9714,177.9332,1282302.0
2020-04-30,174.8119,175.5777,172.6996,173.5012,2104552.0
2020-05-01,173.7463,174.5479,169.5312,170.0498,1169238.0
2020-05-02,173.7463,174.5479,169.5312,170.0498,1169238.0
2020-05-03,173.7463,174.5479,169.5312,170.0498,1169238.0
2020-05-04,169.2483,172.7751,168.4279,172.247,1827986.0
2020-05-05,172.5676,174.5007,171.4926,171.634,1171908.0
2020-05-06,172.0112,172.5487,168.607,168.7485,1336057.0
2020-05-07,167.8809,175.3023,167.3339,174.2556,2295086.0
2020-05-08,174.3687,177.6692,174.2178,177.6692,1843094.0
2020-05-09,174.3687,177.6692,174.2178,177.6692,1843094.0
2020-05-10,174.3687,177.6692,174.2178,177.6692,1843094.0
2020-05-11,174.0481,176.6979,173.9302,176.2076,1894777.0
2020-05-12,174.4913,175.8587,172.5582,172.6525,1741110.0
2020-05-13,172.2187,172.2847,167.5792,168.5882,1857261.0
2020-05-14,163.8921,169.1351,162.9114,169.0314,2442366.0
2020-05-15,167.8621,172.2847,167.7772,172.181,2829439.0
2020-05-16,167.8621,172.2847,167.7772,172.181,2829439.0
2020-05-17,167.8621,172.2847,167.7772,172.181,2829439.0
2020-05-18,177.1977,182.6388,176.9808,181.2903,2105257.0
2020-05-19,180.5359,181.2903,179.0365,179.4043,1774436.0
2020-05-20,181.8089,186.0901,181.6769,184.8171,2300438.0
2020-05-21,184.2419,184.6568,181.5355,182.6293,1891572.0
2020-05-22,181.4506,181.7193,179.4939,179.989,1676080.0
2020-05-23,181.4506,181.7193,179.4939,179.989,1676080.0
2020-05-24,181.4506,181.7193,179.4939,179.989,1676080.0
2020-05-25,181.4506,181.7193,179.4939,179.989,1676080.0
2020-05-26,182.9405,183.8835,181.3469,181.9975,2214285.0
2020-05-27,183.6006,183.6478,180.5878,182.1201,1603387.0
2020-05-28,186.6088,190.4185,185.5149,188.6362,1740236.0
2020-05-29,190.0507,191.5406,187.6319,190.8051,2354678.0
2020-05-30,190.0507,191.5406,187.6319,190.8051,2354678.0
2020-05-31,190.0507,191.5406,187.6319,190.8051,2354678.0
2020-06-01,190.9465,194.181,190.7202,193.5209,1658343.0
2020-06-02,194.2534,196.1767,193.6944,195.4187,1675139.0
2020-06-03,199.9096,202.4203,197.9412,201.7002,2155289.0
2020-06-04,202.0982,202.9887,199.5874,201.3876,1951505.0
2020-06-05,208.4649,212.5295,207.9344,209.6492,3525600.0
2020-06-06,208.4649,212.5295,207.9344,209.6492,3525600.0
2020-06-07,208.4649,212.5295,207.9344,209.6492,3525600.0
2020-06-08,208.9481,210.3219,203.5146,205.0542,2970422.0
2020-06-09,204.012,206.21,202.4724,202.9698,2499401.0
2020-06-10,205.1489,205.1963,200.8381,202.1455,1750163.0
2020-06-11,198.3652,198.8674,188.2466,188.6445,2924958.0
2020-06-12,193.8365,194.1112,187.8866,191.3258,1711890.0
2020-06-13,193.8365,194.1112,187.8866,191.3258,1711890.0
2020-06-14,193.8365,194.1112,187.8866,191.3258,1711890.0
2020-06-15,187.9055,193.7607,186.8918,192.5574,2142055.0
2020-06-16,197.1809,198.659,193.8744,197.3325,1878130.0
2020-06-17,199.0379,199.2227,195.9682,196.5746,1577362.0
2020-06-18,197.9863,199.1516,196.1198,197.2188,1563768.0
2020-06-19,200.5917,200.6202,194.476,197.1146,4633620.0
2020-06-20,200.5917,200.6202,194.476,197.1146,4633620.0
2020-06-21,200.5917,200.6202,194.476,197.1146,4633620.0
2020-06-22,197.8347,199.6253,196.8114,198.9337,1510764.0
2020-06-23,203.5477,203.8888,201.0844,201.2076,2044290.0
2020-06-24,198.0052,199.1137,194.0355,195.2387,2068518.0
2020-06-25,194.8881,198.3842,193.2964,198.1473,1163272.0
2020-06-26,197.8821,198.1189,193.8365,195.9493,2794645.0
2020-06-27,197.8821,198.1189,193.8365,195.9493,2794645.0
2020-06-28,197.8821,198.1189,193.8365,195.9493,2794645.0
2020-06-29,198.8863,201.0749,197.2662,200.1749,1406077.0
2020-06-30,198.6211,202.3445,198.441,200.9612,1697400.0
2020-07-01,200.4307,204.3152,199.6538,203.4814,2126145.0
2020-07-02,207.0343,210.3598,207.0343,209.6303,2837869.0
2020-07-03,207.0343,210.3598,207.0343,209.6303,2837869.0
2020-07-04,207.0343,210.3598,207.0343,209.6303,2837869.0
2020-07-05,207.0343,210.3598,207.0343,209.6303,2837869.0
2020-07-06,213.1737,213.7327,209.9714,212.8421,2860670.0
2020-07-07,211.0325,214.0075,210.6914,212.7284,2171644.0
2020-07-08,214.4149,215.5328,207.148,209.8766,3063612.0
2020-07-09,213.799,214.4338,208.6923,210.284,2312408.0
2020-07-10,212.4252,214.6801,211.3831,214.0738,1448283.0
2020-07-11,212.4252,214.6801,211.3831,214.0738,1448283.0
2020-07-12,212.4252,214.6801,211.3831,214.0738,1448283.0
2020-07-13,215.9402,218.7541,213.9127,213.9506,1498000.0
2020-07-14,213.8653,221.5964,213.638,220.8764,2554928.0
2020-07-15,228.0769,228.5033,223.2166,225.1399,2616114.0
2020-07-16,232.2836,232.6152,224.9883,226.3336,3216384.0
2020-07-17,228.6359,230.8624,228.3138,229.8486,1901240.0
2020-07-18,228.6359,230.8624,228.3138,229.8486,1901240.0
2020-07-19,228.6359,230.8624,228.3138,229.8486,1901240.0
2020-07-20,229.8107,231.0566,227.2337,227.6885,1966455.0
2020-07-21,230.8908,233.0557,230.2371,231.175,1686879.0
2020-07-22,231.6961,233.4015,229.6212,232.4446,1390578.0
2020-07-23,232.6341,235.2017,231.7435,233.051,1068908.0
2020-07-24,230.2181,231.9898,229.7823,231.2414,1304378.0
2020-07-25,230.2181,231.9898,229.7823,231.2414,1304378.0
2020-07-26,230.2181,231.9898,229.7823,231.2414,1304378.0
2020-07-27,233.1173,235.7938,232.3546,233.8847,1469155.0
2020-07-28,234.1216,234.5764,230.7771,230.8908,1677387.0
2020-07-29,231.8477,232.7099,230.834,231.8477,1968067.0
2020-07-30,228.0959,230.2087,224.5904,229.2991,1855498.0
2020-07-31,233.8658,234.1121,228.7591,232.2267,2755384.0
2020-08-01,233.8658,234.1121,228.7591,232.2267,2755384.0
2020-08-02,233.8658,234.1121,228.7591,232.2267,2755384.0
2020-08-03,234.5858,235.069,231.2603,231.4688,2577723.0
2020-08-04,229.7065,232.5962,229.3086,231.0329,2435529.0
2020-08-05,234.4911,238.1458,233.79,235.2206,2169198.0
2020-08-06,234.4627,234.9648,231.8065,233.6952,1938788.0
2020-08-07,231.9141,232.7573,230.8813,232.4162,1750144.0
2020-08-08,231.9141,232.7573,230.8813,232.4162,1750144.0
2020-08-09,231.9141,232.7573,230.8813,232.4162,1750144.0
2020-08-10,230.1234,231.1656,228.9959,230.5497,1159053.0
2020-08-11,234.5669,235.1922,231.6393,231.9804,1506541.0
2020-08-12,234.8795,237.8071,234.3584,235.5617,1323336.0
2020-08-13,234.2163,236.7839,234.2163,236.1396,1147657.0
2020-08-14,234.8606,236.4333,234.3821,235.4385,979275.0
2020-08-15,234.8606,236.4333,234.3821,235.4385,979275.0
2020-08-16,234.8606,236.4333,234.3821,235.4385,979275.0
2020-08-17,236.5186,237.4092,234.4816,235.3722,973520.0
2020-08-18,236.6133,237.0965,233.0794,233.9037,1013374.0
2020-08-19,235.2206,236.2154,233.6384,234.2448,1626084.0
2020-08-20,231.4877,232.7857,230.9761,232.4162,1905404.0
2020-08-21,227.8022,232.0562,227.6127,231.4593,1781117.0
2020-08-22,227.8022,232.0562,227.6127,231.4593,1781117.0
2020-08-23,227.8022,232.0562,227.6127,231.4593,1781117.0
2020-08-24,237.5987,237.6934,235.5617,235.827,1363156.0
2020-08-25,237.2766,238.1671,236.1586,236.9355,1064450.0
2020-08-26,236.5849,240.8863,235.9501,239.5883,844963.0
2020-08-27,240.4221,240.6589,236.9923,237.7408,1084045.0
2020-08-28,238.2903,240.7252,237.5703,240.242,959944.0
2020-08-29,238.2903,240.7252,237.5703,240.242,959944.0
2020-08-30,238.2903,240.7252,237.5703,240.242,959944.0
2020-08-31,238.4324,239.9436,236.0733,236.6133,2297848.0
2020-09-01,236.8313,243.5391,235.4859,243.4349,2286051.0
2020-09-02,244.8262,247.7268,243.1334,247.4795,2913137.0
2020-09-03,246.4239,246.4429,235.2423,238.1787,3305162.0
2020-09-04,238.7969,239.6147,231.5597,235.5635,2924711.0
2020-09-05,238.7969,239.6147,231.5597,235.5635,2924711.0
2020-09-06,238.7969,239.6147,231.5597,235.5635,2924711.0
2020-09-07,238.7969,239.6147,231.5597,235.5635,2924711.0
2020-09-08,231.7024,233.8992,230.0381,231.1413,1849285.0
2020-09-09,233.8041,241.1554,233.8041,238.8444,1854851.0
2020-09-10,240.9081,242.1349,234.8978,235.1736,1095447.0
2020-09-11,237.6557,239.1107,236.524,237.9124,1382408.0
2020-09-12,237.6557,239.1107,236.524,237.9124,1382408.0
2020-09-13,237.6557,239.1107,236.524,237.9124,1382408.0
2020-09-14,239.4245,241.2124,238.3024,238.9395,1525089.0
2020-09-15,239.7479,241.8068,238.426,238.445,1401163.0
2020-09-16,238.0361,239.5434,236.2672,236.6476,1635035.0
2020-09-17,234.8502,238.2548,233.8517,238.1217,1506477.0
2020-09-18,237.1041,238.3309,233.2335,234.0419,2460215.0
2020-09-19,237.1041,238.3309,233.2335,234.0419,2460215.0
2020-09-20,237.1041,238.3309,233.2335,234.0419,2460215.0
2020-09-21,227.5655,228.8209,223.3621,226.7572,2180414.0
2020-09-22,226.1866,226.9807,224.5984,226.5575,2209154.0
2020-09-23,226.4624,226.6906,221.4601,221.7264,1753517.0
2020-09-24,221.9736,223.9422,220.3474,223.0102,1391154.0
2020-09-25,217.9033,222.2209,217.2757,221.346,2227321.0
2020-09-26,217.9033,222.2209,217.2757,221.346,2227321.0
2020-09-27,217.9033,222.2209,217.2757,221.346,2227321.0
2020-09-28,226.2531,227.1946,224.8171,225.4353,1182349.0
2020-09-29,226.1105,227.5655,224.6935,224.8457,1178588.0
2020-09-30,224.4748,228.2598,224.3606,226.4624,2121030.0
2020-10-01,225.0929,226.6859,220.7183,221.2984,2480134.0
2020-10-02,218.0365,223.4667,217.9128,220.7754,2458628.0
2020-10-03,218.0365,223.4667,217.9128,220.7754,2458628.0
2020-10-04,218.0365,223.4667,217.9128,220.7754,2458628.0
2020-10-05,222.9437,225.0549,222.763,223.5713,2728284.0
2020-10-06,224.5604,226.158,220.4235,220.7088,1988417.0
2020-10-07,223.1434,228.2455,222.8771,227.2422,1791316.0
2020-10-08,227.1661,228.6021,225.4733,226.101,1537838.0
2020-10-09,227.4419,229.5056,227.1138,228.1837,1849793.0
2020-10-10,227.4419,229.5056,227.1138,228.1837,1849793.0
2020-10-11,227.4419,229.5056,227.1138,228.1837,1849793.0
2020-10-12,229.8955,230.9321,228.1837,228.488,1453381.0
2020-10-13,227.1471,227.3753,223.3621,224.4177,1668298.0
2020-10-14,224.9027,225.0168,222.6298,223.3526,1076960.0
2020-10-15,217.8558,219.4059,216.8287,218.3503,2389188.0
2020-10-16,219.7768,222.9437,219.2633,221.6598,1836107.0
2020-10-17,219.7768,222.9437,219.2633,221.6598,1836107.0
2020-10-18,219.7768,222.9437,219.2633,221.6598,1836107.0
2020-10-19,222.4491,222.9341,218.1886,218.6071,1130005.0
2020-10-20,220.1572,222.6679,219.6627,221.812,1415052.0
2020-10-21,221.0892,224.0658,219.4154,219.5961,1360263.0
2020-10-22,218.4169,222.6108,217.2662,221.7739,1466680.0
2020-10-23,224.8171,225.3212,222.3065,222.7915,1323736.0
2020-10-24,224.8171,225.3212,222.3065,222.7915,1323736.0
2020-10-25,224.8171,225.3212,222.3065,222.7915,1323736.0
2020-10-26,219.8149,220.1477,215.193,216.8192,1252311.0
2020-10-27,215.3356,217.3518,214.1469,214.4227,1566736.0
2020-10-28,207.1855,209.6962,205.5498,206.2821,2297250.0
2020-10-29,205.1219,210.7328,203.6478,209.0685,2239904.0
2020-10-30,208.3933,210.0766,206.634,209.544,2481336.0
2020-10-31,208.3933,210.0766,206.634,209.544,2481336.0
2020-11-01,208.3933,210.0766,206.634,209.544,2481336.0
2020-11-02,214.0898,218.9304,213.0722,217.3803,2182574.0
2020-11-03,221.2414,223.8376,220.4901,222.6203,1595854.0
2020-11-04,222.1638,226.8142,220.7136,223.7615,2347185.0
2020-11-05,237.5606,240.9414,236.1919,237.5225,2918057.0
2020-11-06,241.1078,241.2314,237.3038,238.0551,1725132.0
2020-11-07,241.1078,241.2314,237.3038,238.0551,1725132.0
2020-11-08,241.1078,241.2314,237.3038,238.0551,1725132.0
2020-11-09,255.487,256.5616,244.5885,245.0259,3184286.0
2020-11-10,249.6478,251.5308,246.985,249.2008,1935206.0
2020-11-11,249.7334,249.9712,244.2984,246.8994,1841288.0
2020-11-12,244.4649,247.004,241.7069,242.5724,1669732.0
2020-11-13,244.9689,245.9484,243.2761,244.4649,1196749.0
2020-11-14,244.9689,245.9484,243.2761,244.4649,1196749.0
2020-11-15,244.9689,245.9484,243.2761,244.4649,1196749.0
2020-11-16,245.7202,246.3859,240.4231,242.9432,1720870.0
2020-11-17,241.3551,242.2015,238.7113,239.7859,1947522.0
2020-11-18,240.6894,241.9257,237.941,238.0361,1180131.0
2020-11-19,237.7508,240.8796,236.6191,240.6704,1205392.0
2020-11-20,240.9842,242.0588,239.0822,239.7193,1344544.0
2020-11-21,240.9842,242.0588,239.0822,239.7193,1344544.0
2020-11-22,240.9842,242.0588,239.0822,239.7193,1344544.0
2020-11-23,241.5072,242.7055,238.7969,239.7859,1231293.0
2020-11-24,241.0412,245.1401,240.2995,243.609,1982110.0
2020-11-25,243.3617,243.4758,240.6418,240.9271,1172039.0
2020-11-26,243.3617,243.4758,240.6418,240.9271,1172039.0
2020-11-27,245.5775,246.4334,244.598,244.8167,1081980.0
2020-11-28,245.5775,246.4334,244.598,244.8167,1081980.0
2020-11-29,245.5775,246.4334,244.598,244.8167,1081980.0
2020-11-30,248.5256,248.7063,242.7911,243.8562,3384435.0
2020-12-01,248.0121,248.4448,244.8357,246.2147,1802937.0
2020-12-02,244.8717,245.3299,239.3544,239.5931,2060158.0
2020-12-03,241.1299,241.2444,234.5912,235.0112,2464016.0
2020-12-04,233.6844,239.2303,233.6462,239.2303,3030913.0
2020-12-05,233.6844,239.2303,233.6462,239.2303,3030913.0
2020-12-06,233.6844,239.2303,233.6462,239.2303,3030913.0
2020-12-07,241.9126,243.0867,237.894,238.4285,1771321.0
2020-12-08,236.7294,238.6958,235.3692,237.913,1397716.0
2020-12-09,239.574,240.3853,237.1685,239.7267,1450359.0
2020-12-10,239.4594,240.939,238.0658,239.5453,1245985.0
2020-12-11,237.0444,238.6003,236.1885,238.0658,1328935.0
2020-12-12,237.0444,238.6003,236.1885,238.0658,1328935.0
2020-12-13,237.0444,238.6003,236.1885,238.0658,1328935.0
2020-12-14,239.5358,240.0799,236.3189,236.3476,1814296.0
2020-12-15,238.2185,241.4926,237.9703,240.2231,1424011.0
2020-12-16,240.3567,240.6431,238.1517,238.7626,1354962.0
2020-12-17,244.2417,245.5208,243.5067,244.9672,1538687.0
2020-12-18,245.4445,246.9718,241.989,245.9599,3525820.0
2020-12-19,245.4445,246.9718,241.989,245.9599,3525820.0
2020-12-20,245.4445,246.9718,241.989,245.9599,3525820.0
2020-12-21,238.6385,243.4351,236.2521,242.619,1716228.0
2020-12-22,241.5022,243.1154,240.2612,241.9413,1162386.0
2020-12-23,244.5377,246.0649,243.3158,243.5067,1036725.0
2020-12-24,243.2204,245.3013,243.1917,244.9577,276353.0
2020-12-25,243.2204,245.3013,243.1917,244.9577,276353.0
2020-12-26,243.2204,245.3013,243.1917,244.9577,276353.0
2020-12-27,243.2204,245.3013,243.1917,244.9577,276353.0
2020-12-28,250.1218,251.4534,247.8786,248.2031,1256976.0
2020-12-29,251.1718,251.315,246.8763,247.6304,881119.0
2020-12-30,249.1386,250.5036,248.6231,249.8736,924920.0
2020-12-31,250.5323,251.84,248.7663,251.5345,909292.0
2021-01-01,250.5323,251.84,248.7663,251.5345,909292.0
2021-01-02,250.5323,251.84,248.7663,251.5345,909292.0
2021-01-03,250.5323,251.84,248.7663,251.5345,909292.0
2021-01-04,254.5891,255.1427,245.6688,247.0481,1741264.0
2021-01-05,245.8549,251.2768,245.8549,250.9236,1620032.0
2021-01-06,249.5204,262.0967,249.5109,259.1614,2586650.0
2021-01-07,256.8323,261.3187,256.775,258.4169,1757991.0
2021-01-08,259.6673,260.0014,255.7537,258.1114,1879264.0
2021-01-09,259.6673,260.0014,255.7537,258.1114,1879264.0
2021-01-10,259.6673,260.0014,255.7537,258.1114,1879264.0
2021-01-11,252.2314,256.8609,252.1836,255.3718,1913155.0
2021-01-12,252.9664,255.4291,251.6873,254.5032,1785234.0
2021-01-13,254.5318,256.3264,254.1118,255.5627,1518767.0
2021-01-14,255.0377,255.1332,251.5632,251.7064,1903454.0
2021-01-15,250.0072,250.0072,245.2249,246.3608,1955553.0
2021-01-16,250.0072,250.0072,245.2249,246.3608,1955553.0
2021-01-17,250.0072,250.0072,245.2249,246.3608,1955553.0
2021-01-18,250.0072,250.0072,245.2249,246.3608,1955553.0
2021-01-19,251.1145,251.63,246.5422,247.2677,1643118.0
2021-01-20,245.7308,248.8522,245.5972,245.7022,1773340.0
2021-01-21,245.4445,246.0268,241.5022,241.6931,1559828.0
2021-01-22,239.7744,242.9913,239.7744,240.0512,1581985.0
2021-01-23,239.7744,242.9913,239.7744,240.0512,1581985.0
2021-01-24,239.7744,242.9913,239.7744,240.0512,1581985.0
2021-01-25,237.2449,242.0272,234.8203,241.6167,1990807.0
2021-01-26,242.9722,245.9504,242.6954,244.2226,1544606.0
2021-01-27,239.1683,239.364,229.8566,231.8707,2681632.0
2021-01-28,235.7462,239.781,234.8871,238.1994,2110384.0
2021-01-29,236.338,237.9894,233.0067,234.2476,1647317.0
2021-01-30,236.338,237.9894,233.0067,234.2476,1647317.0
2021-01-31,236.338,237.9894,233.0067,234.2476,1647317.0
2021-02-01,236.968,239.784,234.763,239.049,1629209.0
2021-02-02,239.3544,242.1131,238.8771,240.7863,1526004.0
2021-02-03,241.044,241.9699,238.4571,238.7626,2365670.0
2021-02-04,238.5812,240.9485,236.0708,237.8558,2712425.0
2021-02-05,243.459,247.8738,240.7481,245.6736,2806426.0
2021-02-06,243.459,247.8738,240.7481,245.6736,2806426.0
2021-02-07,243.459,247.8738,240.7481,245.6736,2806426.0
2021-02-08,247.344,248.165,244.0126,245.6449,1770384.0
2021-02-09,246.1699,246.3418,243.3635,244.0031,1389519.0
2021-02-10,242.6381,243.5163,239.9367,241.2349,1585244.0
2021-02-11,242.5999,243.6213,240.3472,241.6072,1204050.0
2021-02-12,240.5763,242.1799,239.4955,241.1967,1478286.0
2021-02-13,240.5763,242.1799,239.4955,241.1967,1478286.0
2021-02-14,240.5763,242.1799,239.4955,241.1967,1478286.0
2021-02-15,240.5763,242.1799,239.4955,241.1967,1478286.0
2021-02-16,241.0726,242.9722,238.4953,238.7721,2248865.0
2021-02-17,237.579,238.9153,236.0039,237.9512,1653167.0
2021-02-18,236.5767,239.8204,235.2737,238.5717,2169376.0
2021-02-19,238.1899,240.519,237.8271,239.4785,1962361.0
2021-02-20,238.1899,240.519,237.8271,239.4785,1962361.0
2021-02-21,238.1899,240.519,237.8271,239.4785,1962361.0
2021-02-22,238.734,240.5476,237.894,239.6599,2034998.0
2021-02-23,240.0703,247.4204,238.839,246.8859,3013603.0
2021-02-24,246.2749,247.5636,242.9197,243.039,2155897.0
2021-02-25,241.4544,242.4949,235.6794,235.7748,2104674.0
2021-02-26,235.5648,236.9299,233.083,233.1689,2599412.0
2021-02-27,235.5648,236.9299,233.083,233.1689,2599412.0
2021-02-28,235.5648,236.9299,233.083,233.1689,2599412.0
2021-03-01,236.1853,241.044,236.023,240.0608,1517682.0
2021-03-02,241.6549,245.3098,241.4985,242.4663,1671402.0
2021-03-03,239.1731,239.7932,236.2139,236.2998,1782839.0
2021-03-04,237.2681,239.3436,232.446,235.2741,2369376.0
2021-03-05,236.0985,238.0254,231.8804,237.4023,2136274.0
2021-03-06,236.0985,238.0254,231.8804,237.4023,2136274.0
2021-03-07,236.0985,238.0254,231.8804,237.4023,2136274.0
2021-03-08,238.2172,246.0878,237.5749,243.1926,2450741.0
2021-03-09,250.4113,253.9488,247.3532,251.4946,2812161.0
2021-03-10,253.201,255.9715,252.9805,254.6582,2192826.0
2021-03-11,257.7259,258.8379,256.192,256.3167,1567322.0
2021-03-12,255.3724,257.4575,254.4377,257.3999,1139206.0
2021-03-13,255.3724,257.4575,254.4377,257.3999,1139206.0
2021-03-14,255.3724,257.4575,254.4377,257.3999,1139206.0
2021-03-15,254.1405,257.8889,253.7475,257.8793,1680452.0
2021-03-16,257.0165,260.4884,257.0165,259.5953,1599493.0
2021-03-17,258.5407,260.5443,257.3116,258.4065,1670429.0
2021-03-18,256.4988,259.3077,255.5306,256.8247,1941881.0
2021-03-19,256.9206,259.6911,253.201,257.9943,3845205.0
2021-03-20,256.9206,259.6911,253.201,257.9943,3845205.0
2021-03-21,256.9206,259.6911,253.201,257.9943,3845205.0
2021-03-22,257.4191,260.4197,256.5659,259.183,1347438.0
2021-03-23,259.0201,261.2058,255.9332,256.8056,1539918.0
2021-03-24,255.7702,259.9596,255.6552,258.6174,1482072.0
2021-03-25,258.7517,262.814,257.6013,262.0782,1847923.0
2021-03-26,263.6312,270.2268,263.0848,269.7666,2235558.0
2021-03-27,263.6312,270.2268,263.0848,269.7666,2235558.0
2021-03-28,263.6312,270.2268,263.0848,269.7666,2235558.0
2021-03-29,268.5491,271.5402,266.2867,269.3832,2449552.0
2021-03-30,268.6738,269.201,267.1735,267.7151,1364144.0
2021-03-31,266.5628,271.5402,266.5628,268.5587,2218403.0
2021-04-01,267.5905,269.7954,265.7067,269.2298,1594894.0
2021-04-02,267.5905,269.7954,265.7067,269.2298,1594894.0
2021-04-03,267.5905,269.7954,265.7067,269.2298,1594894.0
2021-04-04,267.5905,269.7954,265.7067,269.2298,1594894.0
2021-04-05,270.8787,275.116,270.8787,273.6013,1399980.0
2021-04-06,272.7385,273.4287,270.6965,272.3646,1616039.0
2021-04-07,271.7722,272.6618,268.8559,269.7187,3016185.0
2021-04-08,271.3676,272.3934,270.2651,270.5336,2003881.0
2021-04-09,272.0578,273.4383,270.083,273.0261,1599146.0
2021-04-10,272.0578,273.4383,270.083,273.0261,1599146.0
2021-04-11,272.0578,273.4383,270.083,273.0261,1599146.0
2021-04-12,271.3197,274.5312,271.3197,273.63,1479906.0
2021-04-13,273.6588,275.8925,273.3808,274.4545,1543569.0
2021-04-14,273.0644,274.6702,272.3742,273.2657,1325367.0
2021-04-15,275.1351,276.8607,274.7613,276.065,1449157.0
2021-04-16,276.8991,278.6247,276.5923,277.9728,1304408.0
2021-04-17,276.8991,278.6247,276.5923,277.9728,1304408.0
2021-04-18,276.8991,278.6247,276.5923,277.9728,1304408.0
2021-04-19,278.0015,278.1357,275.1639,276.5252,1675584.0
2021-04-20,275.2789,275.95,273.8793,274.0231,1603340.0
2021-04-21,275.7966,280.3982,275.6049,279.8997,1176379.0
2021-04-22,278.663,279.7463,276.2568,276.7649,930646.0
2021-04-23,276.4485,280.3311,275.95,279.545,1290727.0
2021-04-24,276.4485,280.3311,275.95,279.545,1290727.0
2021-04-25,276.4485,280.3311,275.95,279.545,1290727.0
2021-04-26,279.9572,279.9764,276.832,277.551,906285.0
2021-04-27,276.6306,278.826,275.7487,278.2124,1199796.0
2021-04-28,276.506,278.548,275.0872,275.2693,1366251.0
2021-04-29,276.4389,277.3784,274.1094,277.3784,1290407.0
2021-04-30,276.4102,276.6977,273.6013,274.0231,1932668.0
2021-05-01,276.4102,276.6977,273.6013,274.0231,1932668.0
2021-05-02,276.4102,276.6977,273.6013,274.0231,1932668.0
2021-05-03,275.4611,277.6101,275.2406,276.7649,974982.0
2021-05-04,272.5276,274.0518,270.2939,271.3005,2301778.0
