,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity,LIN US Equity
2022-07-09,268.1593,269.7404,265.4364,267.1053,1711930.0
2022-07-10,268.1593,269.7404,265.4364,267.1053,1711930.0
2022-07-11,264.4311,271.4844,264.2457,270.121,2251747.0
2022-07-12,268.3545,270.9799,266.5441,266.9686,2146585.0
2022-07-13,263.6503,269.2427,262.8256,268.13,2423311.0
2022-07-14,261.386,262.6548,258.7509,262.5475,2473787.0
2022-07-15,268.6473,270.326,266.6954,270.326,2370145.0
2022-07-16,268.6473,270.326,266.6954,270.326,2370145.0
2022-07-17,268.6473,270.326,266.6954,270.326,2370145.0
2022-07-18,273.0392,273.8489,269.6331,270.4724,2244081.0
2022-07-19,274.0737,279.5392,273.5662,278.8853,2097586.0
2022-07-20,277.5677,278.9341,275.1571,276.338,1996988.0
2022-07-21,275.7134,280.3395,275.3132,280.1346,1544780.0
2022-07-22,280.281,281.7644,277.7093,278.6804,1203662.0
2022-07-23,280.281,281.7644,277.7093,278.6804,1203662.0
2022-07-24,280.281,281.7644,277.7093,278.6804,1203662.0
2022-07-25,280.0272,281.335,277.7337,281.1691,1460705.0
2022-07-26,277.6946,280.7445,277.5141,279.7344,1448502.0
2022-07-27,279.3147,283.7457,278.2558,283.4724,3179249.0
2022-07-28,279.5587,290.1774,279.5587,289.7967,1941301.0
2022-07-29,291.9439,295.8673,291.573,294.7449,1711433.0
2022-07-30,291.9439,295.8673,291.573,294.7449,1711433.0
2022-07-31,291.9439,295.8673,291.573,294.7449,1711433.0
2022-08-01,293.2126,295.028,291.3145,292.8613,1247978.0
2022-08-02,291.2607,293.3981,288.7134,290.4897,1428145.0
2022-08-03,292.6759,294.0861,288.6841,292.8515,1297074.0
2022-08-04,294.1789,296.8164,294.1789,294.9792,1451091.0
2022-08-05,292.9003,294.8132,292.2074,294.7156,1113119.0
2022-08-06,292.9003,294.8132,292.2074,294.7156,1113119.0
2022-08-07,292.9003,294.8132,292.2074,294.7156,1113119.0
2022-08-08,298.317,298.5122,293.4664,293.7494,1081732.0
2022-08-09,293.4274,295.4672,292.5685,293.4469,884433.0
2022-08-10,300.6203,303.802,299.0685,301.9672,1246861.0
2022-08-11,301.811,302.6015,298.2682,298.522,1165427.0
2022-08-12,298.6293,304.085,298.2292,304.0655,1149140.0
2022-08-13,298.6293,304.085,298.2292,304.0655,1149140.0
2022-08-14,298.6293,304.085,298.2292,304.0655,1149140.0
2022-08-15,302.3966,304.9244,300.796,304.7097,1263546.0
2022-08-16,301.8598,305.9491,301.8208,304.7877,938417.0
2022-08-17,301.0536,302.7089,299.6248,302.0257,912268.0
2022-08-18,302.094,303.6263,300.718,302.7187,1113596.0
2022-08-19,301.0888,301.1181,295.9405,296.4529,1154055.0
2022-08-20,301.0888,301.1181,295.9405,296.4529,1154055.0
2022-08-21,301.0888,301.1181,295.9405,296.4529,1154055.0
2022-08-22,289.2892,290.3823,287.3763,288.6841,1966459.0
2022-08-23,286.4003,289.4161,285.195,287.1128,1461618.0
2022-08-24,287.1421,287.8838,284.9852,286.088,1439287.0
2022-08-25,287.2885,290.3905,285.8831,289.9822,1332394.0
2022-08-26,289.8358,290.0798,279.1586,279.3733,1782504.0
2022-08-27,289.8358,290.0798,279.1586,279.3733,1782504.0
2022-08-28,289.8358,290.0798,279.1586,279.3733,1782504.0
2022-08-29,279.4709,281.8913,278.8463,280.603,1456160.0
2022-08-30,282.5452,283.0625,275.8598,277.8117,1674423.0
2022-08-31,278.085,278.8853,275.528,276.0647,2947804.0
2022-09-01,272.2817,274.0164,267.8373,273.5656,3096347.0
2022-09-02,277.4073,280.1024,270.9734,272.1641,2400649.0
2022-09-03,277.4073,280.1024,270.9734,272.1641,2400649.0
2022-09-04,277.4073,280.1024,270.9734,272.1641,2400649.0
2022-09-05,277.4073,280.1024,270.9734,272.1641,2400649.0
2022-09-06,270.8411,273.595,268.3126,271.4095,2738520.0
2022-09-07,272.0661,280.3964,271.8113,280.122,1313668.0
2022-09-08,274.0752,278.4363,273.9282,278.2403,1510287.0
2022-09-09,280.6414,282.3074,279.3869,281.298,1679440.0
2022-09-10,280.6414,282.3074,279.3869,281.298,1679440.0
2022-09-11,280.6414,282.3074,279.3869,281.298,1679440.0
2022-09-12,287.0606,289.2853,284.9437,288.6286,1752728.0
2022-09-13,282.8661,285.7571,279.2497,279.877,1752480.0
2022-09-14,279.9064,281.7194,277.6033,280.8472,1325356.0
2022-09-15,279.2595,281.9252,277.0055,277.2505,1382631.0
2022-09-16,274.7377,278.2403,272.958,277.7013,3278296.0
2022-09-17,274.7377,278.2403,272.958,277.7013,3278296.0
2022-09-18,274.7377,278.2403,272.958,277.7013,3278296.0
2022-09-19,274.918,279.6124,274.526,279.4458,1144164.0
2022-09-20,274.9474,277.0937,273.4676,275.9078,1589718.0
2022-09-21,276.2607,278.037,270.8509,271.0077,1428743.0
2022-09-22,271.0763,271.9191,267.8422,268.5968,1537428.0
2022-09-23,264.4317,265.1765,260.5606,263.7751,1947215.0
2022-09-24,264.4317,265.1765,260.5606,263.7751,1947215.0
2022-09-25,264.4317,265.1765,260.5606,263.7751,1947215.0
2022-09-26,260.9232,264.1818,257.7185,258.9729,2173985.0
2022-09-27,262.6774,263.7849,257.2285,259.904,1947413.0
2022-09-28,261.1192,267.4404,259.6589,266.0291,1880218.0
2022-09-29,263.0302,265.0883,259.9236,264.2259,1463961.0
2022-09-30,264.7355,268.6654,263.9809,264.2063,2625109.0
2022-10-01,264.7355,268.6654,263.9809,264.2063,2625109.0
2022-10-02,264.7355,268.6654,263.9809,264.2063,2625109.0
2022-10-03,267.0876,271.7917,265.8625,270.3119,3081012.0
2022-10-04,277.9463,281.4352,277.2113,280.7394,2425138.0
2022-10-05,277.7601,280.6022,275.6971,278.1227,1861361.0
2022-10-06,274.8004,276.6135,271.7917,273.252,2182295.0
2022-10-07,270.9587,271.4683,266.4408,267.7442,1587905.0
2022-10-08,270.9587,271.4683,266.4408,267.7442,1587905.0
2022-10-09,270.9587,271.4683,266.4408,267.7442,1587905.0
2022-10-10,268.4302,269.3122,264.7747,266.4016,1207905.0
2022-10-11,264.9021,269.5572,263.5693,265.5881,1092891.0
2022-10-12,265.6665,268.3518,264.5885,266.1663,1437342.0
2022-10-13,261.6484,277.3681,260.9036,276.8193,2124516.0
2022-10-14,279.9848,281.8468,269.4788,269.8415,1640037.0
2022-10-15,279.9848,281.8468,269.4788,269.8415,1640037.0
2022-10-16,279.9848,281.8468,269.4788,269.8415,1640037.0
2022-10-17,275.6334,278.0296,274.9768,275.31,1508177.0
2022-10-18,282.4152,283.0621,277.1329,278.9753,1692779.0
2022-10-19,278.3285,280.3884,276.1872,278.2403,1186532.0
2022-10-20,278.7303,282.4593,275.8784,276.5939,1345062.0
2022-10-21,274.8592,282.9641,273.9576,282.5622,1610564.0
2022-10-22,274.8592,282.9641,273.9576,282.5622,1610564.0
2022-10-23,274.8592,282.9641,273.9576,282.5622,1610564.0
2022-10-24,287.4722,288.9912,271.1155,272.5659,4454523.0
2022-10-25,272.7815,282.4838,272.5463,282.425,2999567.0
2022-10-26,285.8845,290.6769,284.4341,288.952,2597317.0
2022-10-27,288.1288,290.7847,286.355,287.4036,2338523.0
2022-10-28,290.1379,296.9491,288.7854,295.7731,2249359.0
2022-10-29,290.1379,296.9491,288.7854,295.7731,2249359.0
2022-10-30,290.1379,296.9491,288.7854,295.7731,2249359.0
2022-10-31,294.6754,296.7139,291.1865,291.4119,2016113.0
2022-11-01,297.9487,297.9487,290.5446,292.2155,1891510.0
2022-11-02,296.3023,296.3023,288.0112,288.462,2587924.0
2022-11-03,284.1989,292.2645,284.1499,291.6569,2396086.0
2022-11-04,300.0264,303.8485,296.9785,302.7607,2948056.0
2022-11-05,300.0264,303.8485,296.9785,302.7607,2948056.0
2022-11-06,300.0264,303.8485,296.9785,302.7607,2948056.0
2022-11-07,304.8775,307.6804,303.236,307.2296,1575869.0
2022-11-08,308.4154,312.1494,307.4256,308.4252,1520091.0
2022-11-09,309.3955,312.5022,307.0728,308.1606,1165613.0
2022-11-10,323.4099,323.5373,318.0589,321.8124,2683377.0
2022-11-11,326.5166,327.5848,322.9101,323.6255,2133739.0
2022-11-12,326.5166,327.5848,322.9101,323.6255,2133739.0
2022-11-13,326.5166,327.5848,322.9101,323.6255,2133739.0
2022-11-14,326.35,331.2795,325.3112,325.4484,1908609.0
2022-11-15,332.2498,332.4752,323.3609,325.9188,1865524.0
2022-11-16,329.1333,329.4371,326.6538,327.0654,1418554.0
2022-11-17,323.1257,324.729,321.4498,323.7431,1520587.0
2022-11-18,327.4868,328.9961,324.3801,328.2218,1257438.0
2022-11-19,327.4868,328.9961,324.3801,328.2218,1257438.0
2022-11-20,327.4868,328.9961,324.3801,328.2218,1257438.0
2022-11-21,325.9972,329.2117,325.9972,327.6926,1065656.0
2022-11-22,329.4371,333.4748,327.575,332.975,1010464.0
2022-11-23,333.9354,336.6403,333.5483,336.0131,954465.0
2022-11-24,333.9354,336.6403,333.5483,336.0131,954465.0
2022-11-25,336.4051,337.6987,335.6647,337.5419,458541.0
2022-11-26,336.4051,337.6987,335.6647,337.5419,458541.0
2022-11-27,336.4051,337.6987,335.6647,337.5419,458541.0
2022-11-28,337.8261,338.0417,330.0741,330.9561,2881129.0
2022-11-29,328.0748,328.8001,324.3997,325.3406,1888348.0
2022-11-30,325.4876,330.3485,321.8418,329.7605,3115178.0
2022-12-01,331.7077,332.5328,327.4002,331.6782,1419981.0
2022-12-02,328.8065,333.3624,328.0984,331.7667,1200752.0
2022-12-03,328.8065,333.3624,328.0984,331.7667,1200752.0
2022-12-04,328.8065,333.3624,328.0984,331.7667,1200752.0
2022-12-05,329.6228,330.734,327.0756,328.7278,2145039.0
2022-12-06,329.3769,330.0948,324.0368,326.0135,1242104.0
2022-12-07,326.5741,328.4033,324.1253,325.9151,1849322.0
2022-12-08,325.807,329.6424,325.4333,329.0917,966865.0
2022-12-09,329.1802,330.2817,326.6822,326.7117,1262938.0
2022-12-10,329.1802,330.2817,326.6822,326.7117,1262938.0
2022-12-11,329.1802,330.2817,326.6822,326.7117,1262938.0
2022-12-12,330.4587,331.2356,328.0935,330.4882,1246867.0
2022-12-13,340.3227,341.8421,334.8252,336.7823,1969448.0
2022-12-14,337.3723,339.7375,334.3728,336.3495,1824773.0
2022-12-15,330.8324,331.2258,323.1634,325.3251,1882896.0
2022-12-16,322.1387,324.4793,318.6573,324.1744,3857589.0
2022-12-17,322.1387,324.4793,318.6573,324.1744,3857589.0
2022-12-18,322.1387,324.4793,318.6573,324.1744,3857589.0
2022-12-19,323.5549,325.03,320.8012,321.6371,1254739.0
2022-12-20,322.6009,325.4431,320.9389,323.486,1312878.0
2022-12-21,320.6635,324.853,320.6635,323.2303,1723822.0
2022-12-22,320.9291,322.4141,317.7033,322.237,1202156.0
2022-12-23,320.7815,324.1548,320.1915,323.8794,636611.0
2022-12-24,320.7815,324.1548,320.1915,323.8794,636611.0
2022-12-25,320.7815,324.1548,320.1915,323.8794,636611.0
2022-12-26,320.7815,324.1548,320.1915,323.8794,636611.0
2022-12-27,325.1874,326.5937,322.8566,323.5057,682772.0
2022-12-28,323.3975,324.9907,320.1915,320.516,908869.0
2022-12-29,323.9286,325.4234,322.955,324.2925,872349.0
2022-12-30,320.7619,321.5388,317.8607,320.7815,1238055.0
2022-12-31,320.7619,321.5388,317.8607,320.7815,1238055.0
2023-01-01,320.7619,321.5388,317.8607,320.7815,1238055.0
2023-01-02,320.7619,321.5388,317.8607,320.7815,1238055.0
2023-01-03,312.4124,316.6707,309.2457,313.0811,2374240.0
2023-01-04,313.445,314.9448,309.8554,311.5273,2089061.0
2023-01-05,300.2176,302.8631,297.1689,300.434,3133744.0
2023-01-06,302.7254,311.8912,302.4795,310.9274,2538893.0
2023-01-07,302.7254,311.8912,302.4795,310.9274,2538893.0
2023-01-08,302.7254,311.8912,302.4795,310.9274,2538893.0
2023-01-09,316.9363,319.6899,314.8218,316.592,2471274.0
2023-01-10,317.0543,317.8902,314.0842,316.7002,1613391.0
2023-01-11,320.6832,324.2531,319.5768,324.1646,1927992.0
2023-01-12,322.7779,324.1646,320.4422,323.4664,1277510.0
2023-01-13,324.5383,329.1802,324.5383,328.5803,1882820.0
2023-01-14,324.5383,329.1802,324.5383,328.5803,1882820.0
2023-01-15,324.5383,329.1802,324.5383,328.5803,1882820.0
2023-01-16,324.5383,329.1802,324.5383,328.5803,1882820.0
2023-01-17,329.9375,330.7439,324.3613,324.5383,1714680.0
2023-01-18,327.9804,328.4229,318.8146,318.972,2945710.0
2023-01-19,318.6376,320.1226,316.1397,319.1687,2703559.0
2023-01-20,319.149,323.3877,317.4673,323.1812,1792713.0
2023-01-21,319.149,323.3877,317.4673,323.1812,1792713.0
2023-01-22,319.149,323.3877,317.4673,323.1812,1792713.0
2023-01-23,320.457,323.132,318.9032,321.0864,1931093.0
2023-01-24,320.1718,323.4073,318.3819,323.191,1625868.0
2023-01-25,319.3555,321.8437,318.6278,320.9586,1887234.0
2023-01-26,320.9979,324.0761,319.3457,324.0564,1587129.0
2023-01-27,318.8933,322.178,318.7261,319.326,1819783.0
2023-01-28,318.8933,322.178,318.7261,319.326,1819783.0
2023-01-29,318.8933,322.178,318.7261,319.326,1819783.0
2023-01-30,319.031,323.1025,318.8146,319.6506,2163761.0
2023-01-31,321.3519,325.7775,321.0471,325.4628,2330319.0
2023-02-01,325.2562,328.2263,320.6045,325.6004,1879548.0
2023-02-02,326.2397,328.9688,321.6961,326.5544,2523970.0
2023-02-03,319.7883,323.4467,318.0869,318.2442,2662969.0
2023-02-04,319.7883,323.4467,318.0869,318.2442,2662969.0
2023-02-05,319.7883,323.4467,318.0869,318.2442,2662969.0
2023-02-06,317.0444,318.3524,314.5465,317.5165,2322929.0
2023-02-07,313.622,331.8355,313.6024,331.5405,5990071.0
2023-02-08,334.9629,340.9324,327.9263,328.718,3429574.0
2023-02-09,330.6554,332.3961,325.6398,327.0658,2655678.0
2023-02-10,325.6988,327.1248,322.7583,326.5446,2515955.0
2023-02-11,325.6988,327.1248,322.7583,326.5446,2515955.0
2023-02-12,325.6988,327.1248,322.7583,326.5446,2515955.0
2023-02-13,327.5477,330.3849,326.6331,328.5311,1782688.0
2023-02-14,327.8722,329.7309,324.912,328.4721,2175028.0
2023-02-15,326.5052,327.2035,323.7319,327.0264,2492991.0
2023-02-16,320.28,322.3354,318.018,318.1459,3209174.0
2023-02-17,315.5693,318.0279,313.9466,316.1987,3231617.0
2023-02-18,315.5693,318.0279,313.9466,316.1987,3231617.0
2023-02-19,315.5693,318.0279,313.9466,316.1987,3231617.0
2023-02-20,315.5693,318.0279,313.9466,316.1987,3231617.0
2023-02-21,317.5952,322.9353,316.7937,319.1884,3245701.0
2023-02-22,322.4337,326.3774,319.6702,324.5678,3595062.0
2023-02-23,326.2397,328.8065,321.0077,326.397,3836358.0
2023-02-24,317.7427,342.4469,317.2706,341.906,14738005.0
2023-02-25,317.7427,342.4469,317.2706,341.906,14738005.0
2023-02-26,317.7427,342.4469,317.2706,341.906,14738005.0
2023-02-27,340.5145,342.5551,338.5033,338.7787,3708627.0
2023-02-28,338.7688,345.3383,338.5033,342.6043,3274392.0
2023-03-01,344.3057,350.285,343.273,344.2565,3474086.0
2023-03-02,344.5909,348.5148,343.7648,345.9283,2266645.0
2023-03-03,349.1442,356.7365,347.4822,356.3824,2929275.0
2023-03-04,349.1442,356.7365,347.4822,356.3824,2929275.0
2023-03-05,349.1442,356.7365,347.4822,356.3824,2929275.0
2023-03-06,354.0418,354.7105,350.4817,352.1241,3846387.0
2023-03-07,350.108,351.2095,344.6597,348.2788,2218111.0
2023-03-08,347.1577,349.8326,344.6007,349.0262,2222842.0
2023-03-09,346.2627,347.4527,338.5131,340.1948,2489124.0
2023-03-10,340.4604,341.6405,334.481,335.8873,1534105.0
2023-03-11,340.4604,341.6405,334.481,335.8873,1534105.0
2023-03-12,340.4604,341.6405,334.481,335.8873,1534105.0
2023-03-13,334.3819,336.2476,329.7917,330.5222,2228912.0
2023-03-14,336.5536,341.9335,334.8952,338.0343,2580095.0
2023-03-15,324.8659,328.4097,319.9401,326.6724,3395328.0
2023-03-16,324.3428,335.2308,323.8985,333.9377,1750154.0
2023-03-17,331.4797,332.5755,325.6655,326.2381,5702339.0
2023-03-18,331.4797,332.5755,325.6655,326.2381,5702339.0
2023-03-19,331.4797,332.5755,325.6655,326.2381,5702339.0
2023-03-20,328.1531,335.1716,327.6793,334.451,2305149.0
2023-03-21,338.8635,339.7223,334.6583,336.909,1792643.0
2023-03-22,336.6523,340.1863,334.3326,334.7866,1434214.0
2023-03-23,335.6751,341.667,335.1815,336.9386,2082145.0
2023-03-24,335.142,341.0056,333.6021,340.3146,1793849.0
2023-03-25,335.142,341.0056,333.6021,340.3146,1793849.0
2023-03-26,335.142,341.0056,333.6021,340.3146,1793849.0
2023-03-27,343.355,345.4822,340.6305,342.6344,1475948.0
2023-03-28,342.4073,343.5425,340.127,342.9009,1396658.0
2023-03-29,347.0863,348.3054,343.8979,345.2305,1132624.0
2023-03-30,345.9413,347.1752,343.9374,347.0172,1120710.0
2023-03-31,345.8623,351.0546,345.5415,350.8671,1513468.0
2023-04-01,345.8623,351.0546,345.5415,350.8671,1513468.0
2023-04-02,345.8623,351.0546,345.5415,350.8671,1513468.0
2023-04-03,348.9027,354.3714,348.9027,353.4928,1878474.0
2023-04-04,352.6636,356.78,351.9233,353.1967,2299186.0
2023-04-05,350.1958,351.943,348.7398,351.0349,2199781.0
2023-04-06,347.7181,352.6143,347.4812,351.9924,1627689.0
2023-04-07,347.7181,352.6143,347.4812,351.9924,1627689.0
2023-04-08,347.7181,352.6143,347.4812,351.9924,1627689.0
2023-04-09,347.7181,352.6143,347.4812,351.9924,1627689.0
2023-04-10,350.5709,354.1246,350.102,353.9469,1311530.0
2023-04-11,354.5984,356.2173,352.4465,353.6409,975055.0
2023-04-12,356.0495,358.1817,353.3448,354.7268,1613716.0
2023-04-13,353.6409,359.4551,352.6242,357.3032,1667550.0
2023-04-14,356.3259,358.0238,353.0684,355.0426,1078282.0
2023-04-15,356.3259,358.0238,353.0684,355.0426,1078282.0
2023-04-16,356.3259,358.0238,353.0684,355.0426,1078282.0
2023-04-17,355.1907,357.7326,354.8847,357.6882,1421563.0
2023-04-18,359.3762,361.1333,357.1255,360.1757,1084980.0
2023-04-19,357.856,360.7976,356.9379,360.6101,1163187.0
2023-04-20,358.3594,362.7818,358.1028,362.6238,1095481.0
2023-04-21,360.1856,362.4264,359.6822,361.4985,1677837.0
2023-04-22,360.1856,362.4264,359.6822,361.4985,1677837.0
2023-04-23,360.1856,362.4264,359.6822,361.4985,1677837.0
2023-04-24,362.6436,364.3217,361.4343,363.2753,1237661.0
2023-04-25,362.0612,364.8942,360.3149,362.3376,1735860.0
2023-04-26,360.2744,361.4195,357.6191,360.3041,2055575.0
2023-04-27,360.8865,363.1668,355.1956,360.9358,1898616.0
2023-04-28,360.926,365.7728,360.2053,364.6968,1878866.0
2023-04-29,360.926,365.7728,360.2053,364.6968,1878866.0
2023-04-30,360.926,365.7728,360.2053,364.6968,1878866.0
2023-05-01,366.0294,368.7737,365.3039,367.52,1018099.0
2023-05-02,365.6741,366.9376,362.614,365.2792,1124556.0
2023-05-03,364.756,366.4835,358.6852,358.8234,1418886.0
2023-05-04,357.9744,360.5114,352.8657,356.1581,1545832.0
2023-05-05,359.5341,362.7324,358.9023,361.6564,1113588.0
2023-05-06,359.5341,362.7324,358.9023,361.6564,1113588.0
2023-05-07,359.5341,362.7324,358.9023,361.6564,1113588.0
2023-05-08,363.2655,363.9268,360.3534,360.9654,1261695.0
2023-05-09,360.3041,362.7718,358.0633,360.0079,1015506.0
2023-05-10,365.0818,365.4174,359.3169,364.1539,1304325.0
2023-05-11,363.6899,364.9041,360.3238,362.3178,1336724.0
2023-05-12,362.15,365.99,361.7355,365.5655,1189465.0
2023-05-13,362.15,365.99,361.7355,365.5655,1189465.0
2023-05-14,362.15,365.99,361.7355,365.5655,1189465.0
2023-05-15,366.3157,366.5378,360.7581,364.0552,1378803.0
2023-05-16,362.5646,363.3148,359.8697,361.1925,1065285.0
2023-05-17,362.4067,362.4067,359.3268,360.3139,1296363.0
2023-05-18,359.0899,363.9742,357.5549,363.453,1116124.0
2023-05-19,364.8153,367.6089,364.1934,366.7106,1140930.0
2023-05-20,364.8153,367.6089,364.1934,366.7106,1140930.0
2023-05-21,364.8153,367.6089,364.1934,366.7106,1140930.0
2023-05-22,367.7076,368.2702,361.6071,361.6762,1207860.0
2023-05-23,359.3169,359.3268,349.1494,349.3864,2156987.0
2023-05-24,346.8001,351.943,346.5335,350.2945,1801252.0
2023-05-25,351.5679,354.4997,350.3735,352.0023,1994795.0
2023-05-26,352.5254,355.9903,350.2353,351.6272,1805824.0
2023-05-27,352.5254,355.9903,350.2353,351.6272,1805824.0
2023-05-28,352.5254,355.9903,350.2353,351.6272,1805824.0
2023-05-29,352.5254,355.9903,350.2353,351.6272,1805824.0
2023-05-30,351.6173,352.1725,346.0893,350.3439,1801854.0
2023-05-31,349.5542,352.8117,347.9057,349.11,2958124.0
2023-06-01,351.978,354.0089,349.947,352.186,1239491.0
2023-06-02,354.2764,358.2789,353.791,357.1198,1337751.0
2023-06-03,354.2764,358.2789,353.791,357.1198,1337751.0
2023-06-04,354.2764,358.2789,353.791,357.1198,1337751.0
2023-06-05,358.3978,363.807,356.1588,359.438,1838078.0
2023-06-06,358.9427,361.355,354.4647,356.3965,1638010.0
2023-06-07,355.287,360.2207,355.1086,358.9228,1440967.0
2023-06-08,358.7346,359.3191,356.0201,358.8436,1056376.0
2023-06-09,359.121,359.121,355.4157,357.4071,1121612.0
2023-06-10,359.121,359.121,355.4157,357.4071,1121612.0
2023-06-11,359.121,359.121,355.4157,357.4071,1121612.0
2023-06-12,359.1012,359.1012,355.2523,358.6454,1021434.0
2023-06-13,360.8448,369.8602,359.8541,369.7909,2066012.0
2023-06-14,371.7525,372.9512,368.4732,370.8311,1553188.0
2023-06-15,371.8813,374.9822,369.5234,372.9413,1228551.0
2023-06-16,373.2485,373.4961,369.8404,371.802,4372161.0
2023-06-17,373.2485,373.4961,369.8404,371.802,4372161.0
2023-06-18,373.2485,373.4961,369.8404,371.802,4372161.0
2023-06-19,373.2485,373.4961,369.8404,371.802,4372161.0
2023-06-20,370.9203,371.3958,364.4213,365.2535,1721720.0
2023-06-21,363.7476,368.602,362.1129,367.2051,1542693.0
2023-06-22,364.8572,369.8602,362.1922,369.1767,1197487.0
2023-06-23,366.1847,367.6906,363.7773,367.1457,2070677.0
2023-06-24,366.1847,367.6906,363.7773,367.1457,2070677.0
2023-06-25,366.1847,367.6906,363.7773,367.1457,2070677.0
2023-06-26,366.5414,368.5426,366.0262,367.2646,1089723.0
2023-06-27,368.1661,372.9116,368.0076,372.2577,1319983.0
2023-06-28,370.7321,372.3568,368.8893,371.485,1094000.0
2023-06-29,370.0188,377.0854,369.9494,375.6658,1350567.0
2023-06-30,376.8843,380.01,376.4881,377.5382,1642800.0
2023-07-01,376.8843,380.01,376.4881,377.5382,1642800.0
2023-07-02,376.8843,380.01,376.4881,377.5382,1642800.0
2023-07-03,378.4596,378.7964,374.6453,374.6453,1118678.0
2023-07-04,378.4596,378.7964,374.6453,374.6453,1118678.0
2023-07-05,367.6708,370.5636,362.2912,363.8268,2926719.0
2023-07-06,359.012,361.5284,355.0393,361.142,2129972.0
2023-07-07,359.656,366.4522,358.6355,361.1222,1336847.0
2023-07-08,359.656,366.4522,358.6355,361.1222,1336847.0
2023-07-09,359.656,366.4522,358.6355,361.1222,1336847.0
2023-07-10,360.5179,365.3129,360.5179,364.134,1292130.0
2023-07-11,366.373,368.2553,359.8888,363.4306,1162040.0
2023-07-12,366.9277,371.4454,362.5835,371.1184,1557213.0
2023-07-13,372.6045,374.5859,370.1674,373.6348,1281086.0
2023-07-14,373.6348,375.963,373.0008,375.0614,886396.0
2023-07-15,373.6348,375.963,373.0008,375.0614,886396.0
2023-07-16,373.6348,375.963,373.0008,375.0614,886396.0
2023-07-17,374.9921,379.9952,374.9822,378.5586,1152062.0
2023-07-18,373.3872,380.976,373.3872,380.6986,1099434.0
2023-07-19,378.836,380.3023,370.8311,371.2274,1607110.0
2023-07-20,372.6144,378.1624,371.267,378.0534,1085126.0
2023-07-21,376.8447,381.823,375.2992,380.9661,1195695.0
2023-07-22,376.8447,381.823,375.2992,380.9661,1195695.0
2023-07-23,376.8447,381.823,375.2992,380.9661,1195695.0
2023-07-24,381.4218,382.4125,378.1723,381.1147,1467548.0
2023-07-25,381.9667,387.9703,381.3128,387.4056,1328442.0
2023-07-26,383.6013,384.8694,376.0621,384.6019,1825629.0
2023-07-27,384.6019,385.1122,379.6526,381.0552,2336445.0
2023-07-28,383.0564,385.5283,381.6262,385.0973,1445378.0
2023-07-29,383.0564,385.5283,381.6262,385.0973,1445378.0
2023-07-30,383.0564,385.5283,381.6262,385.0973,1445378.0
2023-07-31,384.9091,387.3363,382.3629,387.0391,1617160.0
2023-08-01,386.2168,390.0062,384.8992,385.0279,1468631.0
2023-08-02,382.036,383.527,379.7921,380.2131,1538913.0
2023-08-03,378.3605,380.9561,375.5865,377.2113,1926047.0
2023-08-04,380.7481,380.8224,374.0212,374.3085,1648865.0
2023-08-05,380.7481,380.8224,374.0212,374.3085,1648865.0
2023-08-06,380.7481,380.8224,374.0212,374.3085,1648865.0
2023-08-07,377.459,382.3827,377.1172,381.3921,1111977.0
2023-08-08,380.332,380.7679,375.4082,378.2317,946797.0
2023-08-09,379.6484,380.3023,375.7648,376.0323,853369.0
2023-08-10,377.7562,382.987,377.2014,378.7667,824995.0
2023-08-11,378.7766,379.688,377.0032,378.2713,692723.0
2023-08-12,378.7766,379.688,377.0032,378.2713,692723.0
2023-08-13,378.7766,379.688,377.0032,378.2713,692723.0
2023-08-14,377.5679,379.7772,375.4974,378.6181,1060687.0
2023-08-15,375.4775,377.2212,374.2293,375.854,709662.0
2023-08-16,375.2398,378.0385,373.8627,374.2887,1143793.0
2023-08-17,375.9135,377.6571,371.9011,372.8621,1229762.0
2023-08-18,371.0788,374.358,370.3259,371.6138,1254725.0
2023-08-19,371.0788,374.358,370.3259,371.6138,1254725.0
2023-08-20,371.0788,374.358,370.3259,371.6138,1254725.0
2023-08-21,372.7234,375.002,369.9989,373.9816,947345.0
2023-08-22,375.0813,376.8348,373.8597,374.0806,913303.0
2023-08-23,374.0806,376.2008,372.233,374.8336,929185.0
2023-08-24,373.8924,377.2113,373.6101,374.4274,820328.0
2023-08-25,375.8936,379.7079,374.3977,378.0435,1022076.0
2023-08-26,375.8936,379.7079,374.3977,378.0435,1022076.0
2023-08-27,375.8936,379.7079,374.3977,378.0435,1022076.0
2023-08-28,378.8459,380.3914,377.2014,378.519,771993.0
2023-08-29,377.5283,383.3933,375.8243,383.2546,1060094.0
2023-08-30,383.3041,384.592,381.719,383.4924,780090.0
2023-08-31,384.0571,385.5481,382.4125,383.4428,1193097.0
2023-09-01,386.8073,388.6512,385.2468,386.5688,969965.0
2023-09-02,386.8073,388.6512,385.2468,386.5688,969965.0
2023-09-03,386.8073,388.6512,385.2468,386.5688,969965.0
2023-09-04,386.8073,388.6512,385.2468,386.5688,969965.0
2023-09-05,387.6224,387.6224,379.1537,379.3028,1092673.0
2023-09-06,378.0603,381.5194,377.2254,380.9826,775501.0
2023-09-07,381.7579,385.1027,379.8097,384.2926,986394.0
2023-09-08,384.1534,387.1453,382.789,384.4814,1064046.0
2023-09-09,384.1534,387.1453,382.789,384.4814,1064046.0
2023-09-10,384.1534,387.1453,382.789,384.4814,1064046.0
