,FL US Equity,FL US Equity,FL US Equity,FL US Equity,FL US Equity
2021-05-05,55.1072,55.5981,54.4647,54.5182,1413718.0
2021-05-06,55.3393,56.0532,54.8395,55.9193,1537394.0
2021-05-07,55.3571,56.486,55.1697,56.3923,893251.0
2021-05-08,55.3571,56.486,55.1697,56.3923,893251.0
2021-05-09,55.3571,56.486,55.1697,56.3923,893251.0
2021-05-10,56.6333,57.847,55.8747,55.8836,1807317.0
2021-05-11,54.4379,56.0711,53.6169,55.5802,1621678.0
2021-05-12,55.7676,56.0621,52.9431,53.135,1200862.0
2021-05-13,53.5633,55.3303,53.2331,55.0805,1011426.0
2021-05-14,55.5802,57.8738,55.5445,57.6506,1225449.0
2021-05-15,55.5802,57.8738,55.5445,57.6506,1225449.0
2021-05-16,55.5802,57.8738,55.5445,57.6506,1225449.0
2021-05-17,57.6863,59.0027,57.3651,58.7394,1732913.0
2021-05-18,59.3552,59.5337,57.0036,57.1063,1177918.0
2021-05-19,56.1692,56.2228,54.3933,55.0358,1413763.0
2021-05-20,54.9288,55.018,51.9302,53.2778,3026733.0
2021-05-21,54.4379,55.7052,52.9654,54.3219,3612589.0
2021-05-22,54.4379,55.7052,52.9654,54.3219,3612589.0
2021-05-23,54.4379,55.7052,52.9654,54.3219,3612589.0
2021-05-24,54.3665,55.955,53.8935,54.9288,1969146.0
2021-05-25,55.4374,55.6962,54.6119,54.8127,1213982.0
2021-05-26,55.9997,57.8291,55.5356,57.0973,1629801.0
2021-05-27,57.4008,57.7667,56.901,57.4097,1296296.0
2021-05-28,57.7488,57.7488,55.8479,56.4816,1736522.0
2021-05-29,57.7488,57.7488,55.8479,56.4816,1736522.0
2021-05-30,57.7488,57.7488,55.8479,56.4816,1736522.0
2021-05-31,57.7488,57.7488,55.8479,56.4816,1736522.0
2021-06-01,56.9635,57.2044,55.8929,56.8207,993932.0
2021-06-02,56.901,56.9724,55.7944,56.1692,1166695.0
2021-06-03,55.6695,56.3566,54.6164,55.6605,849580.0
2021-06-04,56.1514,56.196,54.4602,55.3928,758109.0
2021-06-05,56.1514,56.196,54.4602,55.3928,758109.0
2021-06-06,56.1514,56.196,54.4602,55.3928,758109.0
2021-06-07,55.366,55.839,54.3398,54.6521,934271.0
2021-06-08,54.8841,55.9283,53.9739,55.7766,942671.0
2021-06-09,55.7766,55.9372,55.0046,55.3482,907680.0
2021-06-10,55.7766,56.0621,54.3665,54.5896,848159.0
2021-06-11,54.9912,55.9104,54.9912,55.8926,680697.0
2021-06-12,54.9912,55.9104,54.9912,55.8926,680697.0
2021-06-13,54.9912,55.9104,54.9912,55.8926,680697.0
2021-06-14,55.7766,55.9729,54.5539,55.0001,964987.0
2021-06-15,54.9198,55.2411,53.6615,54.3398,984118.0
2021-06-16,54.0809,54.3041,52.7423,54.0096,1153924.0
2021-06-17,54.0185,54.1166,51.1806,52.0016,1441123.0
2021-06-18,51.1895,52.073,50.4399,51.0913,1799071.0
2021-06-19,51.1895,52.073,50.4399,51.0913,1799071.0
2021-06-20,51.1895,52.073,50.4399,51.0913,1799071.0
2021-06-21,51.6446,52.7022,51.5465,52.3764,774843.0
2021-06-22,51.9124,52.9922,51.6089,52.9654,789362.0
2021-06-23,53.1171,53.6883,52.5683,53.6258,1144961.0
2021-06-24,54.0542,54.9109,53.1707,54.5896,1095915.0
2021-06-25,56.7225,57.0973,55.6605,56.5708,3742352.0
2021-06-26,56.7225,57.0973,55.6605,56.5708,3742352.0
2021-06-27,56.7225,57.0973,55.6605,56.5708,3742352.0
2021-06-28,56.3299,56.3299,53.8846,54.1791,1745083.0
2021-06-29,54.4468,55.0269,53.8132,54.0185,1226404.0
2021-06-30,53.9025,55.1072,53.7695,55.0001,1318742.0
2021-07-01,55.4999,56.2852,55.1481,55.7587,1580902.0
2021-07-02,55.7766,56.0977,55.2411,55.5534,831933.0
2021-07-03,55.7766,56.0977,55.2411,55.5534,831933.0
2021-07-04,55.7766,56.0977,55.2411,55.5534,831933.0
2021-07-05,55.7766,56.0977,55.2411,55.5534,831933.0
2021-07-06,55.4821,55.6873,53.0904,54.0096,2220442.0
2021-07-07,53.5366,54.545,53.2242,54.188,1634467.0
2021-07-08,53.0368,54.4736,51.6,54.197,1641248.0
2021-07-09,54.9912,56.3566,54.8574,56.2852,1404960.0
2021-07-10,54.9912,56.3566,54.8574,56.2852,1404960.0
2021-07-11,54.9912,56.3566,54.8574,56.2852,1404960.0
2021-07-12,55.9461,56.7939,55.7766,56.5173,1530705.0
2021-07-13,56.2406,56.3388,54.6343,54.6789,1268488.0
2021-07-14,55.1162,55.6873,53.7775,53.8489,1059279.0
2021-07-15,53.2759,53.3259,51.1896,51.5299,2337870.0
2021-07-16,52.0402,52.2014,49.8644,50.151,1306284.0
2021-07-17,52.0402,52.2014,49.8644,50.151,1306284.0
2021-07-18,52.0402,52.2014,49.8644,50.151,1306284.0
2021-07-19,48.6557,49.7301,48.1632,48.7721,1796716.0
2021-07-20,48.8258,51.3866,48.2796,51.0822,1589337.0
2021-07-21,51.7,53.1058,51.6105,52.5417,1231020.0
2021-07-22,53.3923,53.5087,51.512,52.0582,920324.0
2021-07-23,52.5506,52.8192,51.7537,52.2641,871861.0
2021-07-24,52.5506,52.8192,51.7537,52.2641,871861.0
2021-07-25,52.5506,52.8192,51.7537,52.2641,871861.0
2021-07-26,52.2462,53.0968,51.9552,52.4342,798394.0
2021-07-27,51.9686,52.1835,50.4554,51.0643,1084907.0
2021-07-28,51.1449,51.794,50.4644,50.8494,891446.0
2021-07-29,51.4851,52.3715,50.5449,50.8583,1937866.0
2021-07-30,50.5897,52.7834,50.5091,51.0911,1019540.0
2021-07-31,50.5897,52.7834,50.5091,51.0911,1019540.0
2021-08-01,50.5897,52.7834,50.5091,51.0911,1019540.0
2021-08-02,50.8941,51.1359,49.5958,50.0167,2797024.0
2021-08-03,50.4106,50.5181,48.7004,49.748,2329867.0
2021-08-04,49.2466,49.7122,47.805,47.8588,1728970.0
2021-08-05,48.0378,48.9332,47.805,48.7452,1106526.0
2021-08-06,49.6048,49.954,48.8974,49.0049,888861.0
2021-08-07,49.6048,49.954,48.8974,49.0049,888861.0
2021-08-08,49.6048,49.954,48.8974,49.0049,888861.0
2021-08-09,48.6646,49.3183,48.0199,49.0138,1146591.0
2021-08-10,49.1839,51.3777,48.8885,50.6972,1868648.0
2021-08-11,51.1359,51.7627,50.3211,51.7,1403646.0
2021-08-12,51.9328,52.3805,50.5091,50.9837,1230799.0
2021-08-13,50.6703,50.9035,49.8913,50.142,922522.0
2021-08-14,50.6703,50.9035,49.8913,50.142,922522.0
2021-08-15,50.6703,50.9035,49.8913,50.142,922522.0
2021-08-16,49.6764,50.3032,49.0049,49.9629,1232930.0
2021-08-17,49.5331,49.6406,47.8588,48.405,1299019.0
2021-08-18,48.2975,48.8885,47.7692,48.0916,1563410.0
2021-08-19,47.3932,48.7989,47.1335,48.7004,2398881.0
2021-08-20,53.6788,55.0667,51.4045,52.2372,15561934.0
2021-08-21,53.6788,55.0667,51.4045,52.2372,15561934.0
2021-08-22,53.6788,55.0667,51.4045,52.2372,15561934.0
2021-08-23,52.4163,53.9027,51.9328,52.5417,3175787.0
2021-08-24,52.9446,53.634,52.0223,53.3565,1724992.0
2021-08-25,54.234,54.4489,52.1387,52.1656,1975435.0
2021-08-26,51.7716,51.9641,50.6166,51.7806,1696444.0
2021-08-27,51.7806,52.2193,51.2657,51.2881,1686117.0
2021-08-28,51.7806,52.2193,51.2657,51.2881,1686117.0
2021-08-29,51.7806,52.2193,51.2657,51.2881,1686117.0
2021-08-30,51.0464,51.2433,50.0167,50.0614,1557017.0
2021-08-31,50.0704,50.7867,49.7122,50.7598,1766390.0
2021-09-01,51.3597,51.8871,50.6613,51.1538,1653216.0
2021-09-02,50.9747,52.1029,50.7957,51.6373,1504753.0
2021-09-03,51.5388,51.6373,50.6345,51.1986,1183524.0
2021-09-04,51.5388,51.6373,50.6345,51.1986,1183524.0
2021-09-05,51.5388,51.6373,50.6345,51.1986,1183524.0
2021-09-06,51.5388,51.6373,50.6345,51.1986,1183524.0
2021-09-07,51.4224,51.4224,47.8588,47.8856,2632763.0
2021-09-08,47.8856,48.3781,46.9813,47.429,2052188.0
2021-09-09,47.4379,48.2975,46.9007,48.0647,1629167.0
2021-09-10,47.9573,48.4643,46.6948,46.7395,1608594.0
2021-09-11,47.9573,48.4643,46.6948,46.7395,1608594.0
2021-09-12,47.9573,48.4643,46.6948,46.7395,1608594.0
2021-09-13,46.7127,46.8425,45.0741,45.1815,2632651.0
2021-09-14,45.3338,45.486,44.073,44.5458,2331508.0
2021-09-15,44.5189,45.28,43.7489,44.5548,2071846.0
2021-09-16,44.6085,45.4502,44.1608,44.1877,1636374.0
2021-09-17,44.0981,45.4053,43.8608,44.4384,4868466.0
2021-09-18,44.0981,45.4053,43.8608,44.4384,4868466.0
2021-09-19,44.0981,45.4053,43.8608,44.4384,4868466.0
2021-09-20,43.4266,44.8323,42.9251,44.7338,1806874.0
2021-09-21,45.0472,45.3875,43.8922,44.5906,1819281.0
2021-09-22,44.7965,45.7098,44.6264,45.289,1670512.0
2021-09-23,45.8352,47.1783,45.6113,46.5157,2895182.0
2021-09-24,44.322,44.7697,42.8177,43.1848,4471337.0
2021-09-25,44.322,44.7697,42.8177,43.1848,4471337.0
2021-09-26,44.322,44.7697,42.8177,43.1848,4471337.0
2021-09-27,43.534,44.5682,43.3191,44.1877,2362377.0
2021-09-28,43.9817,44.7697,43.4266,44.1518,1459487.0
2021-09-29,44.2145,44.8055,43.8295,44.2235,1137035.0
2021-09-30,42.5491,42.7819,40.8389,40.8836,3455814.0
2021-10-01,41.1165,42.6475,40.6061,41.7701,3507340.0
2021-10-02,41.1165,42.6475,40.6061,41.7701,3507340.0
2021-10-03,41.1165,42.6475,40.6061,41.7701,3507340.0
2021-10-04,41.788,42.7774,41.5194,41.7164,2603101.0
2021-10-05,40.615,41.8328,40.3554,40.615,2975645.0
2021-10-06,40.3196,41.4164,40.2121,41.2239,2211068.0
2021-10-07,41.797,43.4212,41.797,42.558,2670812.0
2021-10-08,42.567,43.14,42.2267,42.3521,1279088.0
2021-10-09,42.567,43.14,42.2267,42.3521,1279088.0
2021-10-10,42.567,43.14,42.2267,42.3521,1279088.0
2021-10-11,42.5222,42.8983,41.6626,41.6985,1350012.0
2021-10-12,42.0208,42.558,41.8507,42.0656,1250068.0
2021-10-13,42.0835,43.0236,41.5328,42.4774,1826840.0
2021-10-14,42.5225,43.0136,42.4865,42.7568,1487756.0
2021-10-15,43.2524,43.73,42.8019,42.901,1440460.0
2021-10-16,43.2524,43.73,42.8019,42.901,1440460.0
2021-10-17,43.2524,43.73,42.8019,42.901,1440460.0
2021-10-18,42.6577,42.955,42.0539,42.8379,1343062.0
2021-10-19,43.1983,43.5858,42.6126,42.937,1027428.0
2021-10-20,42.9911,43.5453,42.6892,42.901,957998.0
2021-10-21,43.1262,44.1445,43.1172,44.0454,1045184.0
2021-10-22,43.9913,44.0454,43.4957,43.712,903153.0
2021-10-23,43.9913,44.0454,43.4957,43.712,903153.0
2021-10-24,43.9913,44.0454,43.4957,43.712,903153.0
2021-10-25,43.757,44.604,43.3966,44.5049,1264485.0
2021-10-26,44.9284,44.9735,43.2884,43.4957,1299706.0
2021-10-27,43.3515,43.356,42.2342,42.2612,1011273.0
2021-10-28,42.5045,42.8289,42.3423,42.7117,734768.0
2021-10-29,42.7208,43.2614,42.5135,42.955,1061202.0
2021-10-30,42.7208,43.2614,42.5135,42.955,1061202.0
2021-10-31,42.7208,43.2614,42.5135,42.955,1061202.0
2021-11-01,43.2884,44.3788,43.2614,43.73,1649234.0
2021-11-02,43.9733,45.4691,43.9282,44.2076,1257574.0
2021-11-03,43.3515,46.9559,43.2254,46.8297,3250486.0
2021-11-04,46.7396,47.5416,46.1809,47.0009,1538496.0
2021-11-05,47.7579,48.5869,47.3253,47.7038,1368031.0
2021-11-06,47.7579,48.5869,47.3253,47.7038,1368031.0
2021-11-07,47.7579,48.5869,47.3253,47.7038,1368031.0
2021-11-08,47.6407,48.285,47.3434,47.9201,1176321.0
2021-11-09,48.1093,49.542,47.9201,49.2987,1991494.0
2021-11-10,49.0554,49.4789,48.0822,48.6589,1507583.0
2021-11-11,48.7491,49.506,48.4877,48.5328,1032994.0
2021-11-12,48.695,49.7222,48.668,49.506,1325901.0
2021-11-13,48.695,49.7222,48.668,49.506,1325901.0
2021-11-14,48.695,49.7222,48.668,49.506,1325901.0
2021-11-15,50.362,50.7315,49.6862,50.0376,1546466.0
2021-11-16,49.9025,50.9207,49.4789,50.7134,1552067.0
2021-11-17,50.7855,50.7855,49.5429,50.0917,1819013.0
2021-11-18,50.8576,52.0471,50.4972,51.8668,4147974.0
2021-11-19,48.1724,48.5418,44.1715,45.6673,10909301.0
2021-11-20,48.1724,48.5418,44.1715,45.6673,10909301.0
2021-11-21,48.1724,48.5418,44.1715,45.6673,10909301.0
2021-11-22,45.9647,47.2982,45.0546,46.9198,3354458.0
2021-11-23,46.7847,47.7038,46.0998,46.5864,2429601.0
2021-11-24,44.8383,45.361,44.3517,44.9104,2673261.0
2021-11-25,44.8383,45.361,44.3517,44.9104,2673261.0
2021-11-26,43.0271,44.2256,42.6847,43.8832,1498337.0
2021-11-27,43.0271,44.2256,42.6847,43.8832,1498337.0
2021-11-28,43.0271,44.2256,42.6847,43.8832,1498337.0
2021-11-29,44.8023,44.8834,43.0271,43.2164,2164850.0
2021-11-30,42.946,42.964,40.9276,41.1258,3178294.0
2021-12-01,42.2972,43.2569,40.1707,40.1797,2265100.0
2021-12-02,40.432,41.045,39.8012,40.2247,1901803.0
2021-12-03,40.2608,40.7474,39.2128,39.612,2001108.0
2021-12-04,40.2608,40.7474,39.2128,39.612,2001108.0
2021-12-05,40.2608,40.7474,39.2128,39.612,2001108.0
2021-12-06,40.0265,40.9816,39.7021,39.7111,2898901.0
2021-12-07,39.9724,41.0718,39.9319,40.0175,2177883.0
2021-12-08,40.414,40.7924,39.9454,39.9634,1713215.0
2021-12-09,39.7111,40.8104,39.7111,40.3509,2455354.0
2021-12-10,40.3689,40.7384,39.4137,40.0175,1778280.0
2021-12-11,40.3689,40.7384,39.4137,40.0175,1778280.0
2021-12-12,40.3689,40.7384,39.4137,40.0175,1778280.0
2021-12-13,39.8102,39.9274,37.5755,37.981,2438069.0
2021-12-14,38.0711,39.2606,37.8323,38.5217,2767160.0
2021-12-15,38.2063,38.8551,37.6026,38.5397,1649820.0
2021-12-16,39.2425,39.3867,37.7647,37.981,2121911.0
2021-12-17,37.8458,38.0531,37.125,37.8729,2667019.0
2021-12-18,37.8458,38.0531,37.125,37.8729,2667019.0
2021-12-19,37.8458,38.0531,37.125,37.8729,2667019.0
2021-12-20,37.125,37.3953,35.8229,36.0076,3965769.0
2021-12-21,36.8096,37.8098,36.8096,37.4764,1903644.0
2021-12-22,37.5665,37.936,37.2782,37.6026,1238229.0
2021-12-23,38.0216,38.2784,37.4043,37.7738,1197372.0
2021-12-24,38.0216,38.2784,37.4043,37.7738,1197372.0
2021-12-25,38.0216,38.2784,37.4043,37.7738,1197372.0
2021-12-26,38.0216,38.2784,37.4043,37.7738,1197372.0
2021-12-27,37.4674,38.1342,37.3412,38.0171,1353184.0
2021-12-28,37.9089,38.6568,37.8549,38.2694,1284770.0
2021-12-29,38.4225,39.5759,38.0891,39.2966,1583381.0
2021-12-30,39.1164,40.0986,39.0803,39.612,1362459.0
2021-12-31,39.4768,39.9364,39.0533,39.3146,1336139.0
2022-01-01,39.4768,39.9364,39.0533,39.3146,1336139.0
2022-01-02,39.4768,39.9364,39.0533,39.3146,1336139.0
2022-01-03,39.4588,40.9636,39.4318,40.3329,2389762.0
2022-01-04,38.5397,39.5759,38.3054,38.9001,4219283.0
2022-01-05,39.4408,39.9184,38.0891,38.1252,2446121.0
2022-01-06,38.4496,38.6208,37.5485,38.0351,1759089.0
2022-01-07,37.7287,38.5307,37.5935,37.8909,1891596.0
2022-01-08,37.7287,38.5307,37.5935,37.8909,1891596.0
2022-01-09,37.7287,38.5307,37.5935,37.8909,1891596.0
2022-01-10,37.6656,37.8368,35.8634,37.8278,3072884.0
2022-01-11,38.2063,38.3324,37.4674,38.1702,1788861.0
2022-01-12,38.4586,39.1614,38.0982,38.9452,1973312.0
2022-01-13,39.2809,39.9433,39.1085,39.2355,1644853.0
2022-01-14,38.7728,39.7437,38.3009,39.3626,1600234.0
2022-01-15,38.7728,39.7437,38.3009,39.3626,1600234.0
2022-01-16,38.7728,39.7437,38.3009,39.3626,1600234.0
2022-01-17,38.7728,39.7437,38.3009,39.3626,1600234.0
2022-01-18,39.4715,39.7709,39.0178,39.2083,1655949.0
2022-01-19,39.3263,40.6238,39.3263,40.1157,2539137.0
2022-01-20,40.2064,40.9641,38.9815,39.1448,2190096.0
2022-01-21,38.9179,39.8526,38.2465,39.172,2028458.0
2022-01-22,38.9179,39.8526,38.2465,39.172,2028458.0
2022-01-23,38.9179,39.8526,38.2465,39.172,2028458.0
2022-01-24,38.1104,42.3161,38.1104,42.1664,3251480.0
2022-01-25,41.7036,42.366,40.9505,41.4405,1914855.0
2022-01-26,42.0212,43.0284,40.3063,40.4333,2090225.0
2022-01-27,40.9868,41.8851,40.1157,40.3698,2117378.0
2022-01-28,40.3879,40.4832,39.1629,40.3153,1354616.0
2022-01-29,40.3879,40.4832,39.1629,40.3153,1354616.0
2022-01-30,40.3879,40.4832,39.1629,40.3153,1354616.0
2022-01-31,39.8435,40.6329,39.8344,40.5422,1667711.0
2022-02-01,40.5875,41.0893,40.025,40.3335,1654130.0
2022-02-02,40.3335,40.6874,38.9361,39.2265,2362158.0
2022-02-03,38.9361,39.4805,38.2193,38.2465,1236185.0
2022-02-04,38.555,38.7183,37.2211,38.3281,1575381.0
2022-02-05,38.555,38.7183,37.2211,38.3281,1575381.0
2022-02-06,38.555,38.7183,37.2211,38.3281,1575381.0
2022-02-07,38.3281,39.4352,38.3281,39.2991,1167549.0
2022-02-08,39.3716,40.7781,39.3263,40.1701,1173723.0
2022-02-09,40.515,40.8381,40.2427,40.7327,932754.0
2022-02-10,40.3516,41.3679,39.9977,40.2881,1007284.0
2022-02-11,40.279,40.6057,39.535,39.789,1232007.0
2022-02-12,40.279,40.6057,39.535,39.789,1232007.0
2022-02-13,40.279,40.6057,39.535,39.789,1232007.0
2022-02-14,39.8435,40.3826,38.9815,39.0994,1122030.0
2022-02-15,39.5622,40.9142,39.5622,40.8598,1841248.0
2022-02-16,40.1157,40.9777,39.7754,39.9614,1400736.0
2022-02-17,39.5985,39.9887,38.673,38.8544,1668336.0
2022-02-18,37.1395,39.1539,37.1395,38.2828,2518934.0
2022-02-19,37.1395,39.1539,37.1395,38.2828,2518934.0
2022-02-20,37.1395,39.1539,37.1395,38.2828,2518934.0
2022-02-21,37.1395,39.1539,37.1395,38.2828,2518934.0
2022-02-22,37.0397,38.9089,37.0397,37.6385,2676673.0
2022-02-23,37.5569,37.8745,36.0506,36.1776,3259342.0
2022-02-24,35.0252,37.6385,34.744,37.575,3021057.0
2022-02-25,27.385,28.2924,23.9188,26.3778,38092908.0
2022-02-26,27.385,28.2924,23.9188,26.3778,38092908.0
2022-02-27,27.385,28.2924,23.9188,26.3778,38092908.0
2022-02-28,26.0602,28.8459,25.8152,28.6917,13005251.0
2022-03-01,27.1763,27.8373,26.1328,26.523,8402776.0
2022-03-02,26.8134,28.2107,26.7226,28.1109,6395783.0
2022-03-03,27.8024,28.6826,27.131,28.1291,5087130.0
2022-03-04,27.9658,28.002,26.3597,26.8497,3431337.0
2022-03-05,27.9658,28.002,26.3597,26.8497,3431337.0
2022-03-06,27.9658,28.002,26.3597,26.8497,3431337.0
2022-03-07,27.0402,27.1491,25.416,25.4341,3703158.0
2022-03-08,25.906,28.12,25.8345,27.1763,3387932.0
2022-03-09,27.2398,27.8387,27.1037,27.2126,2998955.0
2022-03-10,27.0584,28.0474,26.6954,28.0383,2104753.0
2022-03-11,27.9295,28.002,26.9041,27.0765,2461477.0
2022-03-12,27.9295,28.002,26.9041,27.0765,2461477.0
2022-03-13,27.9295,28.002,26.9041,27.0765,2461477.0
2022-03-14,27.0947,27.8387,26.8043,27.1673,2123554.0
2022-03-15,26.9586,28.3832,26.9586,28.3741,3274538.0
2022-03-16,27.5302,29.4085,27.5302,29.0728,2479000.0
2022-03-17,28.365,29.5628,28.2833,29.4357,2432331.0
2022-03-18,28.9911,29.345,28.7189,29.345,3017027.0
2022-03-19,28.9911,29.345,28.7189,29.345,3017027.0
2022-03-20,28.9911,29.345,28.7189,29.345,3017027.0
2022-03-21,29.4811,29.6354,27.9047,28.1382,2329982.0
2022-03-22,28.6644,29.4176,28.2107,28.5828,3068343.0
2022-03-23,28.4285,28.5011,27.7117,28.1109,2008450.0
2022-03-24,28.3106,28.3922,27.4304,27.7933,1664662.0
2022-03-25,27.9113,28.0169,27.4531,27.6754,1747150.0
2022-03-26,27.9113,28.0169,27.4531,27.6754,1747150.0
2022-03-27,27.9113,28.0169,27.4531,27.6754,1747150.0
2022-03-28,27.1128,27.444,26.2054,27.385,5786356.0
2022-03-29,27.9476,28.6826,27.8569,28.5919,2958784.0
2022-03-30,28.4739,28.5374,27.4939,27.5665,2185355.0
2022-03-31,27.4939,27.6378,26.8678,26.9132,2338324.0
2022-04-01,27.1128,27.3669,26.4141,26.6954,2803845.0
2022-04-02,27.1128,27.3669,26.4141,26.6954,2803845.0
2022-04-03,27.1128,27.3669,26.4141,26.6954,2803845.0
2022-04-04,26.8043,27.1673,26.4141,27.1037,2230614.0
2022-04-05,26.8587,27.2398,26.5865,26.8678,2171400.0
2022-04-06,26.6137,26.7317,25.729,25.8515,2880658.0
2022-04-07,25.7426,26.1328,25.0757,26.0149,2819064.0
2022-04-08,25.9513,26.5321,25.6519,26.1238,3221920.0
2022-04-09,25.9513,26.5321,25.6519,26.1238,3221920.0
2022-04-10,25.9513,26.5321,25.6519,26.1238,3221920.0
2022-04-11,26.0784,27.6028,26.0058,26.523,3243632.0
2022-04-12,26.895,27.5211,26.6591,26.7499,3698298.0
2022-04-13,26.897,27.6973,26.7038,27.4305,2486374.0
2022-04-14,27.4397,28.102,27.4397,27.9641,2056701.0
2022-04-15,27.4397,28.102,27.4397,27.9641,2056701.0
2022-04-16,27.4397,28.102,27.4397,27.9641,2056701.0
2022-04-17,27.4397,28.102,27.4397,27.9641,2056701.0
2022-04-18,28.0009,28.286,27.6283,27.8905,1781149.0
2022-04-19,27.9917,28.6908,27.8905,28.1296,2090631.0
2022-04-20,28.2768,28.4424,27.8169,28.0377,1426385.0
2022-04-21,28.47,28.5804,27.3937,27.7525,1591631.0
2022-04-22,26.989,27.357,26.4739,26.667,1997776.0
2022-04-23,26.989,27.357,26.4739,26.667,1997776.0
2022-04-24,26.989,27.357,26.4739,26.667,1997776.0
2022-04-25,26.4923,27.2558,26.1427,27.2466,1911291.0
2022-04-26,26.943,27.4121,26.5015,26.7958,2151895.0
2022-04-27,26.851,27.3753,26.4417,27.1546,2194337.0
2022-04-28,27.5041,27.8537,26.9522,27.5501,1800299.0
2022-04-29,27.3937,27.7801,26.9062,26.9614,1697996.0
2022-04-30,27.3937,27.7801,26.9062,26.9614,1697996.0
2022-05-01,27.3937,27.7801,26.9062,26.9614,1697996.0
2022-05-02,26.989,27.4029,26.5843,27.3845,2305114.0
2022-05-03,27.4213,27.6605,26.9867,27.2926,1346869.0
2022-05-04,27.2742,28.3366,27.0442,28.286,1765667.0
2022-05-05,27.8445,27.8905,26.9338,27.265,1651544.0
2022-05-06,26.989,27.4351,25.83,27.127,2882879.0
2022-05-07,26.989,27.4351,25.83,27.127,2882879.0
2022-05-08,26.989,27.4351,25.83,27.127,2882879.0
2022-05-09,26.9246,27.357,25.9404,26.0691,2370628.0
2022-05-10,26.2071,26.3681,24.6893,25.416,2921311.0
2022-05-11,25.7196,25.9771,24.5605,24.6709,2395306.0
2022-05-12,24.7077,26.2163,24.6893,26.2163,2638308.0
2022-05-13,26.5199,27.4581,26.4371,27.3845,2389101.0
2022-05-14,26.5199,27.4581,26.4371,27.3845,2389101.0
2022-05-15,26.5199,27.4581,26.4371,27.3845,2389101.0
2022-05-16,27.0534,28.0009,26.6303,27.9365,3594603.0
2022-05-17,28.3964,29.4451,28.2814,29.3991,2742001.0
2022-05-18,28.194,29.0219,27.6513,28.4424,4139086.0
2022-05-19,28.0009,28.608,27.6421,27.8721,4136979.0
2022-05-20,29.2427,31.1744,28.1256,29.0127,8236048.0
2022-05-21,29.2427,31.1744,28.1256,29.0127,8236048.0
2022-05-22,29.2427,31.1744,28.1256,29.0127,8236048.0
2022-05-23,29.3347,29.5462,27.8445,28.2032,3384760.0
2022-05-24,27.5041,27.9456,26.7682,27.6789,3254987.0
2022-05-25,27.4305,29.8774,27.4305,29.5186,4869014.0
2022-05-26,30.0246,30.7789,29.8406,30.0798,2325919.0
2022-05-27,29.951,30.6961,29.6888,30.6225,2368121.0
2022-05-28,29.951,30.6961,29.6888,30.6225,2368121.0
2022-05-29,29.951,30.6961,29.6888,30.6225,2368121.0
2022-05-30,29.951,30.6961,29.6888,30.6225,2368121.0
2022-05-31,30.4293,30.6961,29.721,30.3373,2773573.0
2022-06-01,30.6041,30.8617,29.7256,29.9786,2030065.0
2022-06-02,30.2361,30.4937,29.8774,30.2545,1804609.0
2022-06-03,30.135,30.4201,29.813,29.9602,1548997.0
2022-06-04,30.135,30.4201,29.813,29.9602,1548997.0
2022-06-05,30.135,30.4201,29.813,29.9602,1548997.0
2022-06-06,30.2913,30.3465,29.6842,30.0154,2389447.0
2022-06-07,29.5646,30.2545,29.3347,29.859,2439951.0
2022-06-08,29.8038,29.9464,29.2611,29.537,1758300.0
2022-06-09,29.3255,29.3623,28.4978,28.7368,2083672.0
2022-06-10,28.2676,28.7644,27.3753,27.3845,2588201.0
2022-06-11,28.2676,28.7644,27.3753,27.3845,2588201.0
2022-06-12,28.2676,28.7644,27.3753,27.3845,2588201.0
2022-06-13,26.6762,26.9338,25.7104,25.7564,2665329.0
2022-06-14,25.784,26.3083,25.5264,25.6552,2175015.0
2022-06-15,25.8852,27.1408,25.8024,26.989,2311037.0
2022-06-16,26.1519,26.3359,24.865,25.1677,2856446.0
2022-06-17,25.2872,26.5843,25.2504,26.4003,4101814.0
2022-06-18,25.2872,26.5843,25.2504,26.4003,4101814.0
2022-06-19,25.2872,26.5843,25.2504,26.4003,4101814.0
2022-06-20,25.2872,26.5843,25.2504,26.4003,4101814.0
2022-06-21,26.9338,27.2926,26.5107,26.9246,3164359.0
2022-06-22,26.5475,27.0994,26.5383,26.7774,2464350.0
2022-06-23,26.8326,27.0994,26.1703,26.6946,2168765.0
2022-06-24,26.7222,28.1158,26.7222,27.1822,12812645.0
2022-06-25,26.7222,28.1158,26.7222,27.1822,12812645.0
2022-06-26,26.7222,28.1158,26.7222,27.1822,12812645.0
2022-06-27,27.127,27.8261,26.7498,26.7774,2681935.0
2022-06-28,26.9154,27.5593,25.8208,25.83,2376770.0
2022-06-29,25.6736,25.7012,24.5789,24.7537,2416420.0
2022-06-30,24.2386,24.2386,23.1062,23.2267,3685229.0
2022-07-01,23.1163,23.5073,22.5828,23.1163,3357860.0
2022-07-02,23.1163,23.5073,22.5828,23.1163,3357860.0
2022-07-03,23.1163,23.5073,22.5828,23.1163,3357860.0
2022-07-04,23.1163,23.5073,22.5828,23.1163,3357860.0
2022-07-05,22.6196,23.7971,22.1689,23.7787,3075064.0
2022-07-06,23.6131,23.7327,22.4954,22.5644,3831736.0
2022-07-07,22.7668,23.5027,22.3713,23.2359,4181629.0
2022-07-08,23.4475,23.5901,23.0152,23.5119,1899146.0
