,FL US Equity,FL US Equity,FL US Equity,FL US Equity,FL US Equity
2019-03-29,50.8274,50.9448,49.754,50.819,2688005.0
2019-03-30,50.8274,50.9448,49.754,50.819,2688005.0
2019-03-31,50.8274,50.9448,49.754,50.819,2688005.0
2019-04-01,51.2048,51.3893,50.2236,51.3222,2889276.0
2019-04-02,51.339,51.5821,50.7519,50.861,3672166.0
2019-04-03,51.3306,52.253,51.0035,51.8253,2897738.0
2019-04-04,51.9008,54.0644,51.8337,54.0476,3126383.0
2019-04-05,54.2657,54.5424,53.3935,53.4187,2978918.0
2019-04-06,54.2657,54.5424,53.3935,53.4187,2978918.0
2019-04-07,54.2657,54.5424,53.3935,53.4187,2978918.0
2019-04-08,53.4606,54.0057,52.9071,53.1084,2525183.0
2019-04-09,52.84,52.882,51.079,51.2467,3362207.0
2019-04-10,50.5004,51.3557,50.383,51.3557,3165945.0
2019-04-11,51.4228,51.9595,50.7603,50.9197,2970965.0
2019-04-12,51.2803,51.9595,51.1125,51.9092,1893806.0
2019-04-13,51.2803,51.9595,51.1125,51.9092,1893806.0
2019-04-14,51.2803,51.9595,51.1125,51.9092,1893806.0
2019-04-15,51.8337,52.9029,51.5989,52.8484,2267074.0
2019-04-16,53.1419,53.318,52.7394,53.3097,2562666.0
2019-04-17,53.2759,53.4995,52.6854,52.9469,1520134.0
2019-04-18,52.9469,53.006,52.0864,52.1539,1472214.0
2019-04-19,52.9469,53.006,52.0864,52.1539,1472214.0
2019-04-20,52.9469,53.006,52.0864,52.1539,1472214.0
2019-04-21,52.9469,53.006,52.0864,52.1539,1472214.0
2019-04-22,51.9767,52.137,50.1545,50.3401,1933015.0
2019-04-23,50.5678,51.0909,49.8845,50.8209,1920055.0
2019-04-24,51.1246,52.3057,50.8716,52.137,1409997.0
2019-04-25,52.1455,52.2889,50.88,50.9644,1532502.0
2019-04-26,50.8041,50.8125,49.9351,50.0617,1891059.0
2019-04-27,50.8041,50.8125,49.9351,50.0617,1891059.0
2019-04-28,50.8041,50.8125,49.9351,50.0617,1891059.0
2019-04-29,49.9435,50.1123,49.4036,49.5977,1736014.0
2019-04-30,49.4795,49.7748,48.0791,48.2647,3575881.0
2019-05-01,48.2816,48.3912,47.2734,47.3198,3226566.0
2019-05-02,47.6067,48.02,46.6365,47.092,2486232.0
2019-05-03,47.1848,47.2439,46.4087,46.628,2346105.0
2019-05-04,47.1848,47.2439,46.4087,46.628,2346105.0
2019-05-05,47.1848,47.2439,46.4087,46.628,2346105.0
2019-05-06,45.8772,46.1472,45.0589,45.8603,2953324.0
2019-05-07,45.7253,46.2147,44.7973,45.7591,3928431.0
2019-05-08,45.5651,47.6446,45.4891,47.1933,4640804.0
2019-05-09,46.9064,48.3491,46.9064,47.9779,4323250.0
2019-05-10,47.9779,48.9396,47.5982,48.619,3451412.0
2019-05-11,47.9779,48.9396,47.5982,48.619,3451412.0
2019-05-12,47.9779,48.9396,47.5982,48.619,3451412.0
2019-05-13,47.691,47.9779,46.1219,47.2776,2944874.0
2019-05-14,47.2776,48.2056,46.5099,47.8176,2617768.0
2019-05-15,47.4801,47.5476,46.5774,47.1089,2583092.0
2019-05-16,47.4379,47.8766,46.4762,46.7968,2873314.0
2019-05-17,46.8643,47.8047,46.5015,46.569,2899011.0
2019-05-18,46.8643,47.8047,46.5015,46.569,2899011.0
2019-05-19,46.8643,47.8047,46.5015,46.569,2899011.0
2019-05-20,46.5268,46.8221,45.6325,46.6955,2683692.0
2019-05-21,46.8052,47.6067,46.4509,47.3789,2860282.0
2019-05-22,46.9486,47.2439,45.7253,45.7253,3609366.0
2019-05-23,45.6494,45.835,44.0296,44.5696,4425206.0
2019-05-24,37.871,38.3013,36.3103,37.4577,27641341.0
2019-05-25,37.871,38.3013,36.3103,37.4577,27641341.0
2019-05-26,37.871,38.3013,36.3103,37.4577,27641341.0
2019-05-27,37.871,38.3013,36.3103,37.4577,27641341.0
2019-05-28,37.0443,37.9638,35.956,35.9813,8675883.0
2019-05-29,35.7029,35.8379,34.4796,35.028,6958093.0
2019-05-30,35.1376,35.416,34.3402,34.3868,4305175.0
2019-05-31,33.8384,34.3193,33.0285,33.1973,5691620.0
2019-06-01,33.8384,34.3193,33.0285,33.1973,5691620.0
2019-06-02,33.8384,34.3193,33.0285,33.1973,5691620.0
2019-06-03,33.1129,34.4965,32.9526,33.9481,4040540.0
2019-06-04,34.3024,35.1376,34.1253,34.6062,4093329.0
2019-06-05,34.9014,35.2389,33.8637,34.5387,5365973.0
2019-06-06,34.429,34.8002,33.6107,34.4543,4745011.0
2019-06-07,34.3784,35.9475,34.3784,35.6017,4358236.0
2019-06-08,34.3784,35.9475,34.3784,35.6017,4358236.0
2019-06-09,34.3784,35.9475,34.3784,35.6017,4358236.0
2019-06-10,35.6607,36.0994,34.7411,34.8339,2972804.0
2019-06-11,35.1039,35.821,35.0786,35.2726,3294319.0
2019-06-12,35.1208,35.8294,34.9622,35.5763,2556438.0
2019-06-13,35.821,36.9937,35.7788,36.3187,4572164.0
2019-06-14,36.3609,36.5634,35.5173,36.3778,3501345.0
2019-06-15,36.3609,36.5634,35.5173,36.3778,3501345.0
2019-06-16,36.3609,36.5634,35.5173,36.3778,3501345.0
2019-06-17,36.3609,36.3609,35.7198,35.8632,2899041.0
2019-06-18,35.9391,36.1585,35.1714,35.3823,3878248.0
2019-06-19,35.4414,35.6185,34.526,35.1208,3016791.0
2019-06-20,35.3148,35.3696,34.6568,35.2389,2171803.0
2019-06-21,35.2979,35.9096,34.9605,35.6607,3030397.0
2019-06-22,35.2979,35.9096,34.9605,35.6607,3030397.0
2019-06-23,35.2979,35.9096,34.9605,35.6607,3030397.0
2019-06-24,35.5257,36.2006,35.3232,35.8126,2408702.0
2019-06-25,35.8547,36.0994,35.2979,35.3148,2802561.0
2019-06-26,35.416,35.4329,34.6062,34.6399,2660013.0
2019-06-27,34.8255,35.0533,34.4965,34.6905,3482231.0
2019-06-28,34.8002,35.8379,34.7972,35.3654,3164247.0
2019-06-29,34.8002,35.8379,34.7972,35.3654,3164247.0
2019-06-30,34.8002,35.8379,34.7972,35.3654,3164247.0
2019-07-01,35.8379,36.5128,35.4835,35.627,2689020.0
2019-07-02,35.4835,35.5299,34.2265,34.2603,2945533.0
2019-07-03,34.3868,35.0702,34.2687,34.758,1918117.0
2019-07-04,34.3868,35.0702,34.2687,34.758,1918117.0
2019-07-05,34.6399,35.7282,34.4543,35.4835,3363962.0
2019-07-06,34.6399,35.7282,34.4543,35.4835,3363962.0
2019-07-07,34.6399,35.7282,34.4543,35.4835,3363962.0
2019-07-08,35.3401,35.5173,34.9099,35.4329,2222628.0
2019-07-09,35.416,35.7366,34.6905,34.7918,2972752.0
2019-07-10,34.952,35.1148,34.3881,34.429,2278368.0
2019-07-11,34.6399,34.8846,34.3531,34.8171,2017617.0
2019-07-12,34.8255,35.724,34.758,35.3232,2027103.0
2019-07-13,34.8255,35.724,34.758,35.3232,2027103.0
2019-07-14,34.8255,35.724,34.758,35.3232,2027103.0
2019-07-15,35.4414,35.8041,35.163,35.5257,2229533.0
2019-07-16,35.5257,35.6143,34.758,34.758,2667911.0
2019-07-17,34.6905,35.4709,34.5893,35.3064,3350628.0
2019-07-18,35.1531,36.1279,34.9147,36.0556,3259867.0
2019-07-19,36.2429,36.5664,35.7831,35.7917,2963284.0
2019-07-20,36.2429,36.5664,35.7831,35.7917,2963284.0
2019-07-21,36.2429,36.5664,35.7831,35.7917,2963284.0
2019-07-22,36.0045,36.5579,35.5192,36.0045,2494877.0
2019-07-23,36.1067,36.6771,35.8655,36.5579,1762461.0
2019-07-24,36.6515,36.963,35.8853,36.7537,2663264.0
2019-07-25,36.6601,36.9495,36.013,36.3791,1807998.0
2019-07-26,36.4557,37.0985,35.8853,36.8133,2150690.0
2019-07-27,36.4557,37.0985,35.8853,36.8133,2150690.0
2019-07-28,36.4557,37.0985,35.8853,36.8133,2150690.0
2019-07-29,36.609,36.6601,35.6299,36.2173,2778583.0
2019-07-30,35.8172,36.4217,35.715,35.7746,2442265.0
2019-07-31,35.8257,35.9194,34.5827,34.9573,3339139.0
2019-08-01,35.102,35.2042,32.6544,33.493,4781784.0
2019-08-02,33.1609,34.1017,33.1226,33.51,4191288.0
2019-08-03,33.1609,34.1017,33.1226,33.51,4191288.0
2019-08-04,33.1609,34.1017,33.1226,33.51,4191288.0
2019-08-05,32.8629,32.9651,31.8839,32.8289,3239876.0
2019-08-06,32.9906,34.0293,32.9906,33.9612,3390012.0
2019-08-07,33.4844,34.3741,33.2035,34.3614,3351393.0
2019-08-08,34.8211,35.2723,34.3018,34.5061,29034417.0
2019-08-09,34.3699,34.9658,34.1741,34.8381,3104786.0
2019-08-10,34.3699,34.9658,34.1741,34.8381,3104786.0
2019-08-11,34.3699,34.9658,34.1741,34.8381,3104786.0
2019-08-12,34.4891,34.5146,33.2801,33.4078,2698345.0
2019-08-13,33.2461,34.9062,33.0077,34.14,2195351.0
2019-08-14,33.0162,33.1779,32.2925,32.3181,3658767.0
2019-08-15,32.5224,32.582,31.3432,31.5178,3286832.0
2019-08-16,31.7817,33.2801,31.7817,33.0332,2795737.0
2019-08-17,31.7817,33.2801,31.7817,33.0332,2795737.0
2019-08-18,31.7817,33.2801,31.7817,33.0332,2795737.0
2019-08-19,33.4589,34.1826,33.4589,33.6888,3842012.0
2019-08-20,33.5015,33.8165,33.2546,33.3823,2569204.0
2019-08-21,33.8335,34.2762,33.5611,33.8505,2674666.0
2019-08-22,34.4465,35.8087,34.14,35.698,5239037.0
2019-08-23,31.5093,32.4798,28.7295,28.9466,23544858.0
2019-08-24,31.5093,32.4798,28.7295,28.9466,23544858.0
2019-08-25,31.5093,32.4798,28.7295,28.9466,23544858.0
2019-08-26,28.8274,30.4025,28.1974,30.3854,8359198.0
2019-08-27,30.6494,30.6494,29.9087,30.0704,3592304.0
2019-08-28,29.8746,30.6068,29.5852,30.4195,3065901.0
2019-08-29,30.7686,31.0367,30.445,30.5132,4284101.0
2019-08-30,30.726,31.488,30.6251,30.8111,3663645.0
2019-08-31,30.726,31.488,30.6251,30.8111,3663645.0
2019-09-01,30.726,31.488,30.6251,30.8111,3663645.0
2019-09-02,30.726,31.488,30.6251,30.8111,3663645.0
2019-09-03,30.5642,31.1687,29.6192,31.0836,4395299.0
2019-09-04,31.4241,32.8331,31.322,32.6927,4171721.0
2019-09-05,33.0588,34.3954,33.0417,34.2166,3928526.0
2019-09-06,34.3699,34.7785,33.4589,33.544,3523622.0
2019-09-07,34.3699,34.7785,33.4589,33.544,3523622.0
2019-09-08,34.3699,34.7785,33.4589,33.544,3523622.0
2019-09-09,33.6121,35.0297,33.51,34.8722,3875665.0
2019-09-10,34.9488,36.1705,34.9062,35.9534,3658728.0
2019-09-11,35.8427,35.9917,34.8211,35.2127,2626419.0
2019-09-12,34.9318,35.3447,34.1315,34.4976,2764089.0
2019-09-13,35.1276,35.2,34.123,34.3188,2995890.0
2019-09-14,35.1276,35.2,34.123,34.3188,2995890.0
2019-09-15,35.1276,35.2,34.123,34.3188,2995890.0
2019-09-16,34.14,34.6423,33.9016,34.0634,2261204.0
2019-09-17,34.0974,34.4295,33.5525,34.2592,1851632.0
2019-09-18,34.2251,34.5146,33.9186,34.455,1623118.0
2019-09-19,34.5657,34.753,34.2847,34.6593,1825938.0
2019-09-20,34.8551,35.3489,33.8676,33.8676,3939076.0
2019-09-21,34.8551,35.3489,33.8676,33.8676,3939076.0
2019-09-22,34.8551,35.3489,33.8676,33.8676,3939076.0
2019-09-23,33.7739,34.4678,33.7143,34.2932,2413500.0
2019-09-24,34.472,34.8551,33.7399,33.8761,2455330.0
2019-09-25,34.2677,35.3404,34.1315,34.8296,2873454.0
2019-09-26,34.77,35.1787,34.0293,35.1191,2626219.0
2019-09-27,35.1787,36.03,34.9403,35.7661,2562042.0
2019-09-28,35.1787,36.03,34.9403,35.7661,2562042.0
2019-09-29,35.1787,36.03,34.9403,35.7661,2562042.0
2019-09-30,35.9279,36.792,35.8513,36.7452,2682320.0
2019-10-01,36.8644,37.3412,35.5618,35.681,2254112.0
2019-10-02,35.5618,35.7874,34.8892,35.2298,2552847.0
2019-10-03,35.1616,35.4426,34.0889,35.2893,1670416.0
2019-10-04,35.3489,35.6299,34.787,35.4341,1410840.0
2019-10-05,35.3489,35.6299,34.787,35.4341,1410840.0
2019-10-06,35.3489,35.6299,34.787,35.4341,1410840.0
2019-10-07,35.2212,35.5362,34.9914,35.2723,1251136.0
2019-10-08,34.7019,35.2468,34.1741,34.7785,1455045.0
2019-10-09,35.102,35.4852,34.6678,35.3064,1567303.0
2019-10-10,35.4171,36.013,35.366,35.7491,1545688.0
2019-10-11,36.2599,36.8729,36.1559,36.5749,1849199.0
2019-10-12,36.2599,36.8729,36.1559,36.5749,1849199.0
2019-10-13,36.2599,36.8729,36.1559,36.5749,1849199.0
2019-10-14,36.609,36.7367,36.013,36.5153,1848057.0
2019-10-15,36.7707,37.6562,36.7282,37.4263,2333883.0
2019-10-16,37.4774,37.8562,37.0006,37.4774,1682765.0
2019-10-17,37.7436,38.4435,37.121,37.9411,3148162.0
2019-10-18,37.5375,38.2159,37.0308,38.13,2533291.0
2019-10-19,37.5375,38.2159,37.0308,38.13,2533291.0
2019-10-20,37.5375,38.2159,37.0308,38.13,2533291.0
2019-10-21,38.6195,39.0318,38.2073,38.7913,2156768.0
2019-10-22,38.6453,38.8085,37.7264,38.611,1880072.0
2019-10-23,38.6882,38.9201,38.13,38.6625,1699193.0
2019-10-24,38.7741,38.8686,37.6233,37.8896,1678736.0
2019-10-25,37.5546,38.6453,37.2798,38.0785,1112096.0
2019-10-26,37.5546,38.6453,37.2798,38.0785,1112096.0
2019-10-27,37.5546,38.6453,37.2798,38.0785,1112096.0
2019-10-28,38.3447,38.6453,37.8896,38.0785,1621151.0
2019-10-29,38.1472,38.6453,37.9325,37.9926,1101622.0
2019-10-30,38.0442,38.13,37.4931,37.7436,1121551.0
2019-10-31,38.1386,38.1386,37.1596,37.3657,1553043.0
2019-11-01,37.6577,38.4392,37.4001,38.027,1649178.0
2019-11-02,37.6577,38.4392,37.4001,38.027,1649178.0
2019-11-03,37.6577,38.4392,37.4001,38.027,1649178.0
2019-11-04,38.3447,38.4735,37.8552,38.2417,2282570.0
2019-11-05,38.568,39.8605,38.4907,39.3924,3219964.0
2019-11-06,39.6587,40.1482,39.3237,39.6758,1807124.0
2019-11-07,40.0709,40.4573,39.7875,39.9163,1637555.0
2019-11-08,40.9984,41.1014,39.4393,40.0451,1924433.0
2019-11-09,40.9984,41.1014,39.4393,40.0451,1924433.0
2019-11-10,40.9984,41.1014,39.4393,40.0451,1924433.0
2019-11-11,39.8132,40.0194,39.4096,39.6758,1422355.0
2019-11-12,39.5556,39.7016,37.6491,38.9631,1830201.0
2019-11-13,40.1396,40.1396,38.2503,39.3152,2080607.0
2019-11-14,39.0318,39.3323,38.6539,39.1005,1160096.0
2019-11-15,39.4783,39.6758,39.109,39.2465,1915997.0
2019-11-16,39.4783,39.6758,39.109,39.2465,1915997.0
2019-11-17,39.4783,39.6758,39.109,39.2465,1915997.0
2019-11-18,39.1692,39.3323,38.4478,38.5594,2537824.0
2019-11-19,38.2932,38.7269,37.4602,37.5375,2037012.0
2019-11-20,37.151,37.3969,36.2407,36.3867,3039548.0
2019-11-21,36.4296,36.4983,35.4249,35.6052,4659448.0
2019-11-22,33.4926,34.6262,32.0412,34.5661,17182934.0
2019-11-23,33.4926,34.6262,32.0412,34.5661,17182934.0
2019-11-24,33.4926,34.6262,32.0412,34.5661,17182934.0
2019-11-25,34.6004,34.9868,34.0336,34.4974,4918929.0
2019-11-26,34.7121,35.4592,34.3943,34.7121,2686301.0
2019-11-27,34.9354,35.3991,34.8237,35.2188,2102977.0
2019-11-28,34.9354,35.3991,34.8237,35.2188,2102977.0
2019-11-29,35.15,35.2617,34.2655,34.3943,1291211.0
2019-11-30,35.15,35.2617,34.2655,34.3943,1291211.0
2019-12-01,35.15,35.2617,34.2655,34.3943,1291211.0
2019-12-02,34.463,34.5661,33.8876,34.0165,2131161.0
2019-12-03,33.5269,33.6214,32.8743,33.0374,2800374.0
2019-12-04,33.3037,33.8748,33.2006,33.6901,2659741.0
2019-12-05,33.8361,34.3342,33.7932,34.214,2033738.0
2019-12-06,34.5661,35.0384,34.2226,34.2226,2152024.0
2019-12-07,34.5661,35.0384,34.2226,34.2226,2152024.0
2019-12-08,34.5661,35.0384,34.2226,34.2226,2152024.0
2019-12-09,34.1624,34.6262,34.0766,34.1195,2919932.0
2019-12-10,34.0079,34.2311,33.6644,33.6644,2362852.0
2019-12-11,33.5785,33.612,32.7197,32.7712,3222538.0
2019-12-12,32.8399,33.2779,32.5222,33.235,3542147.0
2019-12-13,33.2264,33.2264,31.7235,31.8867,3934155.0
2019-12-14,33.2264,33.2264,31.7235,31.8867,3934155.0
2019-12-15,33.2264,33.2264,31.7235,31.8867,3934155.0
2019-12-16,32.1529,32.5393,31.7407,32.0584,3317431.0
2019-12-17,32.1872,33.1748,32.0942,32.8485,2975899.0
2019-12-18,32.9773,34.5918,32.9773,34.5145,3699352.0
2019-12-19,34.6262,34.9783,34.0894,34.2913,2180601.0
2019-12-20,34.3857,34.4544,33.6128,34.2913,4368155.0
2019-12-21,34.3857,34.4544,33.6128,34.2913,4368155.0
2019-12-22,34.3857,34.4544,33.6128,34.2913,4368155.0
2019-12-23,34.4544,35.0384,34.3728,34.5231,2671277.0
2019-12-24,34.6949,35.0813,34.4029,34.5317,937830.0
2019-12-25,34.6949,35.0813,34.4029,34.5317,937830.0
2019-12-26,34.5317,35.1415,34.5317,35.1157,1302142.0
2019-12-27,35.0813,35.193,33.8018,33.9134,1936592.0
2019-12-28,35.0813,35.193,33.8018,33.9134,1936592.0
2019-12-29,35.0813,35.193,33.8018,33.9134,1936592.0
2019-12-30,33.9134,34.0122,33.3208,33.5184,2285858.0
2019-12-31,33.3638,33.6987,32.9773,33.484,2160337.0
2020-01-01,33.3638,33.6987,32.9773,33.484,2160337.0
2020-01-02,33.6987,33.6987,32.5093,32.7111,2752700.0
2020-01-03,32.505,32.8571,32.213,32.7197,1652677.0
2020-01-04,32.505,32.8571,32.213,32.7197,1652677.0
2020-01-05,32.505,32.8571,32.213,32.7197,1652677.0
2020-01-06,32.5565,33.5269,32.4878,33.3122,3173013.0
2020-01-07,33.2178,33.8962,33.1834,33.7932,2629140.0
2020-01-08,33.8962,34.5747,33.6472,33.7674,4300129.0
2020-01-09,33.7502,33.8189,33.0203,33.0976,5499546.0
2020-01-10,32.4792,33.63,32.0928,33.5785,4586598.0
2020-01-11,32.4792,33.63,32.0928,33.5785,4586598.0
2020-01-12,32.4792,33.63,32.0928,33.5785,4586598.0
2020-01-13,33.4926,33.5441,32.5909,33.4153,3447305.0
2020-01-14,33.5441,33.7331,32.9258,33.5785,3017823.0
2020-01-15,33.4067,33.7545,33.338,33.5699,3959629.0
2020-01-16,33.6219,34.2246,33.4918,34.1509,2103406.0
2020-01-17,34.1683,34.3851,33.6653,34.3417,2675929.0
2020-01-18,34.1683,34.3851,33.6653,34.3417,2675929.0
2020-01-19,34.1683,34.3851,33.6653,34.3417,2675929.0
2020-01-20,34.1683,34.3851,33.6653,34.3417,2675929.0
2020-01-21,34.255,34.4718,33.8821,34.3504,2594812.0
2020-01-22,34.5672,35.0355,34.3937,34.4978,1879852.0
2020-01-23,34.4024,34.4891,33.7693,34.1249,2533630.0
2020-01-24,34.1162,34.1422,33.1276,33.4745,2181231.0
2020-01-25,34.1162,34.1422,33.1276,33.4745,2181231.0
2020-01-26,34.1162,34.1422,33.1276,33.4745,2181231.0
2020-01-27,32.9542,33.6826,32.8327,33.249,2121470.0
2020-01-28,32.6333,33.8777,32.5813,33.6913,2515377.0
2020-01-29,33.8734,34.3764,33.8734,34.0729,2211171.0
2020-01-30,33.7693,34.255,33.4225,33.83,1904159.0
2020-01-31,33.7086,33.7347,32.7634,32.9281,2782967.0
2020-02-01,33.7086,33.7347,32.7634,32.9281,2782967.0
2020-02-02,33.7086,33.7347,32.7634,32.9281,2782967.0
2020-02-03,33.0322,34.4458,32.9634,34.2983,3042658.0
2020-02-04,34.7406,35.0572,34.4805,34.8187,2117606.0
2020-02-05,35.1656,35.7726,35.0008,35.7466,2859354.0
2020-02-06,35.8593,36.2843,35.4691,35.9547,2058925.0
2020-02-07,35.7813,35.8939,34.5585,35.1048,2341766.0
2020-02-08,35.7813,35.8939,34.5585,35.1048,2341766.0
2020-02-09,35.7813,35.8939,34.5585,35.1048,2341766.0
2020-02-10,34.9574,35.0615,33.3651,33.8387,3047912.0
2020-02-11,33.9688,34.6539,33.5525,34.2983,1951515.0
2020-02-12,34.6799,35.7726,34.6019,35.6512,2070917.0
2020-02-13,35.3563,35.6252,34.9102,35.5211,1876768.0
2020-02-14,35.6078,35.7813,34.9748,35.0181,1583266.0
2020-02-15,35.6078,35.7813,34.9748,35.0181,1583266.0
2020-02-16,35.6078,35.7813,34.9748,35.0181,1583266.0
2020-02-17,35.6078,35.7813,34.9748,35.0181,1583266.0
2020-02-18,35.0181,35.5124,34.2376,34.5845,2476885.0
2020-02-19,34.5498,34.9054,34.0642,34.2029,2002302.0
2020-02-20,34.229,35.417,34.1076,35.1395,2942761.0
2020-02-21,34.9834,35.1135,33.6653,33.6826,3312970.0
2020-02-22,34.9834,35.1135,33.6653,33.6826,3312970.0
2020-02-23,34.9834,35.1135,33.6653,33.6826,3312970.0
2020-02-24,32.5032,32.8111,31.8528,32.243,2909625.0
2020-02-25,32.2951,32.3298,30.2918,30.6214,3590890.0
2020-02-26,31.0896,31.0896,29.7108,29.7368,3452696.0
2020-02-27,29.0083,30.6127,28.462,29.1037,4511249.0
2020-02-28,28.2972,32.2604,27.0831,31.4365,12739509.0
2020-02-29,28.2972,32.2604,27.0831,31.4365,12739509.0
2020-03-01,28.2972,32.2604,27.0831,31.4365,12739509.0
