,MTG US Equity,MTG US Equity,MTG US Equity,MTG US Equity,MTG US Equity
2019-03-10,11.2621,11.4266,11.2444,11.3777,3649312.0
2019-03-11,11.3955,11.6888,11.351,11.6888,2860535.0
2019-03-12,11.7066,11.7244,11.5155,11.6444,1895887.0
2019-03-13,11.6977,11.7777,11.6266,11.6799,2350769.0
2019-03-14,11.6888,11.7599,11.591,11.6444,1334462.0
2019-03-15,11.6533,11.751,11.5777,11.6533,5250301.0
2019-03-16,11.6533,11.751,11.5777,11.6533,5250301.0
2019-03-17,11.6533,11.751,11.5777,11.6533,5250301.0
2019-03-18,11.671,11.9732,11.671,11.9199,2089240.0
2019-03-19,12.0088,12.0088,11.7599,11.8221,2394486.0
2019-03-20,11.831,11.911,11.6977,11.7155,2758057.0
2019-03-21,11.7066,12.0977,11.6888,11.9821,3695801.0
2019-03-22,11.8666,11.9199,11.5733,11.6355,3149998.0
2019-03-23,11.8666,11.9199,11.5733,11.6355,3149998.0
2019-03-24,11.8666,11.9199,11.5733,11.6355,3149998.0
2019-03-25,11.6266,11.7333,11.4133,11.4755,4027510.0
2019-03-26,11.5377,11.7955,11.5288,11.7244,2378647.0
2019-03-27,11.671,11.8044,11.4977,11.6621,2458478.0
2019-03-28,11.671,11.8666,11.5821,11.8221,2750662.0
2019-03-29,11.911,11.9288,11.6355,11.7244,2109047.0
2019-03-30,11.911,11.9288,11.6355,11.7244,2109047.0
2019-03-31,11.911,11.9288,11.6355,11.7244,2109047.0
2019-04-01,11.8044,11.9732,11.7688,11.9644,1771425.0
2019-04-02,11.9466,12.0621,11.8844,12.0444,2485744.0
2019-04-03,12.1777,12.2044,12.0621,12.0888,1983194.0
2019-04-04,12.0621,12.311,12.0444,12.311,1580500.0
2019-04-05,12.3199,12.3555,12.2044,12.3555,1412823.0
2019-04-06,12.3199,12.3555,12.2044,12.3555,1412823.0
2019-04-07,12.3199,12.3555,12.2044,12.3555,1412823.0
2019-04-08,12.2488,12.5688,12.2132,12.5599,1728114.0
2019-04-09,12.5244,12.5244,12.0799,12.1332,3111965.0
2019-04-10,12.1421,12.3199,12.1332,12.2666,2225787.0
2019-04-11,12.311,12.4266,12.2755,12.4177,2085227.0
2019-04-12,12.4444,12.5599,12.2932,12.4088,2642799.0
2019-04-13,12.4444,12.5599,12.2932,12.4088,2642799.0
2019-04-14,12.4444,12.5599,12.2932,12.4088,2642799.0
2019-04-15,12.4177,12.5066,12.2044,12.2666,1895162.0
2019-04-16,12.3199,12.4266,12.2666,12.3999,2630387.0
2019-04-17,12.4177,12.4444,12.2044,12.2132,1912597.0
2019-04-18,12.1866,12.2844,12.1599,12.2221,1649900.0
2019-04-19,12.1866,12.2844,12.1599,12.2221,1649900.0
2019-04-20,12.1866,12.2844,12.1599,12.2221,1649900.0
2019-04-21,12.1866,12.2844,12.1599,12.2221,1649900.0
2019-04-22,12.1599,12.2666,12.1066,12.2221,2527621.0
2019-04-23,12.3732,12.6577,12.1955,12.4266,6249917.0
2019-04-24,12.471,12.7199,12.4444,12.6577,3293675.0
2019-04-25,12.551,12.8221,12.4977,12.7021,4774069.0
2019-04-26,12.7555,12.9066,12.7021,12.871,2435110.0
2019-04-27,12.7555,12.9066,12.7021,12.871,2435110.0
2019-04-28,12.7555,12.9066,12.7021,12.871,2435110.0
2019-04-29,12.9155,13.0755,12.8444,12.9777,3377370.0
2019-04-30,13.0044,13.0532,12.8266,13.0132,3669055.0
2019-05-01,13.0844,13.3066,12.9332,12.951,4177792.0
2019-05-02,12.9777,13.0755,12.8266,12.9777,2105630.0
2019-05-03,13.031,13.0666,12.8488,12.9866,2015783.0
2019-05-04,13.031,13.0666,12.8488,12.9866,2015783.0
2019-05-05,13.031,13.0666,12.8488,12.9866,2015783.0
2019-05-06,12.7732,12.9999,12.711,12.9866,2097260.0
2019-05-07,12.9155,12.9777,12.6977,12.8088,2264012.0
2019-05-08,12.7644,12.8177,12.4177,12.4621,5227715.0
2019-05-09,12.391,12.4977,12.2221,12.4799,2908548.0
2019-05-10,12.3999,12.6044,12.3021,12.5688,1984297.0
2019-05-11,12.3999,12.6044,12.3021,12.5688,1984297.0
2019-05-12,12.3999,12.6044,12.3021,12.5688,1984297.0
2019-05-13,12.231,12.3021,12.0488,12.071,2318332.0
2019-05-14,12.0977,12.4177,12.071,12.3199,3044671.0
2019-05-15,12.1866,12.4221,12.1332,12.3555,2196732.0
2019-05-16,12.3732,12.5421,12.3199,12.3732,1828728.0
2019-05-17,12.2488,12.4355,12.2399,12.2488,1790102.0
2019-05-18,12.2488,12.4355,12.2399,12.2488,1790102.0
2019-05-19,12.2488,12.4355,12.2399,12.2488,1790102.0
2019-05-20,12.2044,12.4532,12.2044,12.391,3211619.0
2019-05-21,12.4444,12.5421,12.3644,12.3732,2628999.0
2019-05-22,12.3199,12.471,12.3199,12.3732,1881867.0
2019-05-23,12.2399,12.2844,12.0532,12.1155,2159772.0
2019-05-24,12.1866,12.2621,12.151,12.2044,1673755.0
2019-05-25,12.1866,12.2621,12.151,12.2044,1673755.0
2019-05-26,12.1866,12.2621,12.151,12.2044,1673755.0
2019-05-27,12.1866,12.2621,12.151,12.2044,1673755.0
2019-05-28,12.1777,12.3644,12.1332,12.2844,2363936.0
2019-05-29,12.1955,12.3999,12.1421,12.391,4284098.0
2019-05-30,12.4355,12.5066,12.0888,12.2044,3394349.0
2019-05-31,12.0355,12.1199,11.831,12.0444,5949269.0
2019-06-01,12.0355,12.1199,11.831,12.0444,5949269.0
2019-06-02,12.0355,12.1199,11.831,12.0444,5949269.0
2019-06-03,12.071,12.3377,12.0621,12.1777,3179941.0
2019-06-04,12.311,12.5421,12.3021,12.4799,2946623.0
2019-06-05,12.5332,12.5999,12.4177,12.5955,2764872.0
2019-06-06,12.6044,12.7555,12.5421,12.711,2714441.0
2019-06-07,12.7377,12.7644,12.5421,12.5777,2392928.0
2019-06-08,12.7377,12.7644,12.5421,12.5777,2392928.0
2019-06-09,12.7377,12.7644,12.5421,12.5777,2392928.0
2019-06-10,12.5688,12.8085,12.5332,12.5421,2544363.0
2019-06-11,12.6132,12.711,12.3466,12.4532,4651118.0
2019-06-12,12.4444,12.4799,12.2844,12.3021,3079732.0
2019-06-13,12.3732,12.4355,12.2844,12.311,2896351.0
2019-06-14,12.2932,12.3288,12.1599,12.2932,2594052.0
2019-06-15,12.2932,12.3288,12.1599,12.2932,2594052.0
2019-06-16,12.2932,12.3288,12.1599,12.2932,2594052.0
2019-06-17,12.3021,12.3555,12.1244,12.1332,3099195.0
2019-06-18,12.1599,12.3821,12.1466,12.2932,4464578.0
2019-06-19,12.2932,12.3555,12.2044,12.3288,3797373.0
2019-06-20,12.4444,12.4444,12.151,12.1866,4864585.0
2019-06-21,12.0977,12.2132,11.9377,11.9466,4883230.0
2019-06-22,12.0977,12.2132,11.9377,11.9466,4883230.0
2019-06-23,12.0977,12.2132,11.9377,11.9466,4883230.0
2019-06-24,11.9644,12.0799,11.8666,11.8844,5437837.0
2019-06-25,11.8755,11.8755,11.5466,11.5733,6452590.0
2019-06-26,11.6177,11.6977,11.5066,11.5555,4174676.0
2019-06-27,11.6088,11.6888,11.4844,11.6799,6286894.0
2019-06-28,11.751,11.8044,11.631,11.6799,39711331.0
2019-06-29,11.751,11.8044,11.631,11.6799,39711331.0
2019-06-30,11.751,11.8044,11.631,11.6799,39711331.0
2019-07-01,11.8666,12.031,11.7599,12.0177,4974867.0
2019-07-02,12.0266,12.0977,11.8977,11.991,5728485.0
2019-07-03,12.071,12.2577,12.071,12.151,3798574.0
2019-07-04,12.071,12.2577,12.071,12.151,3798574.0
2019-07-05,12.1955,12.3866,12.1777,12.3644,3618770.0
2019-07-06,12.1955,12.3866,12.1777,12.3644,3618770.0
2019-07-07,12.1955,12.3866,12.1777,12.3644,3618770.0
2019-07-08,12.2932,12.3288,12.0977,12.1866,3749830.0
2019-07-09,12.071,12.1199,11.8755,11.9732,7047180.0
2019-07-10,11.9999,12.0088,11.911,11.9644,4848520.0
2019-07-11,12.1155,12.1599,11.8755,12.1599,5478017.0
2019-07-12,12.2132,12.2844,12.1466,12.2488,5388913.0
2019-07-13,12.2132,12.2844,12.1466,12.2488,5388913.0
2019-07-14,12.2132,12.2844,12.1466,12.2488,5388913.0
2019-07-15,12.2932,12.2932,11.8755,11.9199,4835060.0
2019-07-16,11.8932,12.0266,11.7955,11.9999,4733851.0
2019-07-17,11.9732,11.9732,11.6977,11.7421,4714141.0
2019-07-18,11.7777,11.9688,11.7155,11.911,5636741.0
2019-07-19,11.8755,11.9821,11.8044,11.8132,3009053.0
2019-07-20,11.8755,11.9821,11.8044,11.8132,3009053.0
2019-07-21,11.8755,11.9821,11.8044,11.8132,3009053.0
2019-07-22,11.8044,11.911,11.6799,11.6888,6217649.0
2019-07-23,11.6621,11.8932,11.6221,11.8577,3976518.0
2019-07-24,11.8399,12.1288,11.7644,12.0621,6614961.0
2019-07-25,12.0799,12.0799,11.6888,11.7066,3951457.0
2019-07-26,11.7599,11.8044,11.3066,11.3333,7256030.0
2019-07-27,11.7599,11.8044,11.3066,11.3333,7256030.0
2019-07-28,11.7599,11.8044,11.3066,11.3333,7256030.0
2019-07-29,11.3333,11.6221,11.3333,11.5644,5280224.0
2019-07-30,11.4844,11.671,11.4844,11.6088,2680743.0
2019-07-31,11.6621,11.7333,11.3688,11.4221,3275396.0
2019-08-01,11.4044,11.5999,11.191,11.2355,4026143.0
2019-08-02,11.2533,11.3466,11.031,11.2621,4297453.0
2019-08-03,11.2533,11.3466,11.031,11.2621,4297453.0
2019-08-04,11.2533,11.3466,11.031,11.2621,4297453.0
2019-08-05,11.0399,11.0933,10.7821,10.9244,4311261.0
2019-08-06,11.0221,11.191,10.9421,11.1466,3325295.0
2019-08-07,10.9599,11.2444,10.9066,11.1555,3018274.0
2019-08-08,11.2533,11.431,11.2088,11.3333,3794908.0
2019-08-09,11.2888,11.3155,11.1466,11.1555,3312591.0
2019-08-10,11.2888,11.3155,11.1466,11.1555,3312591.0
2019-08-11,11.2888,11.3155,11.1466,11.1555,3312591.0
2019-08-12,11.0577,11.1377,10.8533,10.8621,1367635.0
2019-08-13,10.7999,11.1644,10.7999,10.9777,3765753.0
2019-08-14,10.7466,10.8266,10.5333,10.6755,3979608.0
2019-08-15,10.7644,10.8621,10.7021,10.8266,2175312.0
2019-08-16,10.9155,11.0933,10.8621,11.0399,1898862.0
2019-08-17,10.9155,11.0933,10.8621,11.0399,1898862.0
2019-08-18,10.9155,11.0933,10.8621,11.0399,1898862.0
2019-08-19,11.1821,11.2177,11.0755,11.1377,3109254.0
2019-08-20,11.1466,11.2221,11.0488,11.0755,2048318.0
2019-08-21,11.1733,11.2488,11.0044,11.0221,1899872.0
2019-08-22,11.0933,11.2266,11.0488,11.0933,3327508.0
2019-08-23,11.0488,11.2177,10.8977,10.9421,3254830.0
2019-08-24,11.0488,11.2177,10.8977,10.9421,3254830.0
2019-08-25,11.0488,11.2177,10.8977,10.9421,3254830.0
2019-08-26,11.0133,11.111,10.9866,11.0755,1836093.0
2019-08-27,11.1377,11.1644,10.8621,10.9421,1729121.0
2019-08-28,10.9244,11.0755,10.8799,11.0399,2157432.0
2019-08-29,11.1471,11.2275,11.0757,11.2186,1735532.0
2019-08-30,11.2722,11.3079,11.1471,11.2989,4745013.0
2019-08-31,11.2722,11.3079,11.1471,11.2989,4745013.0
2019-09-01,11.2722,11.3079,11.1471,11.2989,4745013.0
2019-09-02,11.2722,11.3079,11.1471,11.2989,4745013.0
2019-09-03,11.1828,11.3972,11.1739,11.3525,3832860.0
2019-09-04,11.4329,11.4329,11.2275,11.3615,1926470.0
2019-09-05,11.5133,11.5902,11.424,11.4597,3032904.0
2019-09-06,11.4955,11.683,11.3347,11.3436,3463075.0
2019-09-07,11.4955,11.683,11.3347,11.3436,3463075.0
2019-09-08,11.4955,11.683,11.3347,11.3436,3463075.0
2019-09-09,11.3883,11.7054,11.3883,11.692,3917346.0
2019-09-10,11.7277,11.7366,11.4419,11.6652,3712941.0
2019-09-11,11.6652,11.8438,11.5222,11.8349,2484678.0
2019-09-12,11.8349,11.8349,11.5669,11.5669,3041442.0
2019-09-13,11.6294,11.6652,11.2989,11.3615,8568034.0
2019-09-14,11.6294,11.6652,11.2989,11.3615,8568034.0
2019-09-15,11.6294,11.6652,11.2989,11.3615,8568034.0
2019-09-16,11.2811,11.6652,11.2454,11.6294,3542994.0
2019-09-17,11.5848,11.6741,11.3615,11.4597,3042733.0
2019-09-18,11.424,11.5669,11.3436,11.5222,3346893.0
2019-09-19,11.549,11.7188,11.5312,11.5669,3346590.0
2019-09-20,11.5937,11.7545,11.5758,11.6473,7829956.0
2019-09-21,11.5937,11.7545,11.5758,11.6473,7829956.0
2019-09-22,11.5937,11.7545,11.5758,11.6473,7829956.0
2019-09-23,11.6473,11.692,11.558,11.6116,2059073.0
2019-09-24,11.6294,11.7366,11.6026,11.6205,5075939.0
2019-09-25,11.5758,11.7813,11.4463,11.7366,3883854.0
2019-09-26,11.692,11.8125,11.683,11.7277,3850073.0
2019-09-27,11.7634,11.7634,11.3436,11.3704,1845844.0
2019-09-28,11.7634,11.7634,11.3436,11.3704,1845844.0
2019-09-29,11.7634,11.7634,11.3436,11.3704,1845844.0
2019-09-30,11.3793,11.4061,11.2364,11.2364,2637122.0
2019-10-01,11.3257,11.4687,11.29,11.3168,2446808.0
2019-10-02,11.29,11.29,11.1114,11.2096,2285061.0
2019-10-03,11.1203,11.1873,11.0489,11.156,2025568.0
2019-10-04,11.1828,11.3615,11.1426,11.3525,2119116.0
2019-10-05,11.1828,11.3615,11.1426,11.3525,2119116.0
2019-10-06,11.1828,11.3615,11.1426,11.3525,2119116.0
2019-10-07,11.3079,11.357,11.1918,11.2186,3296426.0
2019-10-08,11.1203,11.4151,11.0399,11.1918,4856231.0
2019-10-09,11.2989,11.3347,11.1739,11.2811,1815626.0
2019-10-10,11.3436,11.5758,11.3347,11.5669,2768381.0
2019-10-11,11.7455,11.7902,11.6473,11.6562,2525149.0
2019-10-12,11.7455,11.7902,11.6473,11.6562,2525149.0
2019-10-13,11.7455,11.7902,11.6473,11.6562,2525149.0
2019-10-14,11.5937,11.6786,11.5446,11.6473,1347216.0
2019-10-15,11.7009,11.9421,11.6473,11.8706,2745911.0
2019-10-16,11.8706,11.9019,11.7366,11.817,1904800.0
2019-10-17,11.8527,11.9956,11.7991,11.9778,1676942.0
2019-10-18,11.9242,12.1207,11.9242,12.076,1914927.0
2019-10-19,11.9242,12.1207,11.9242,12.076,1914927.0
2019-10-20,11.9242,12.1207,11.9242,12.076,1914927.0
2019-10-21,12.1296,12.344,12.1296,12.2725,3442273.0
2019-10-22,12.5673,12.9067,12.4958,12.6477,6960632.0
2019-10-23,12.6209,12.6745,12.4958,12.612,2947796.0
2019-10-24,12.6655,12.7013,12.5852,12.6923,2693512.0
2019-10-25,12.6834,12.8352,12.6164,12.6387,2211750.0
2019-10-26,12.6834,12.8352,12.6164,12.6387,2211750.0
2019-10-27,12.6834,12.8352,12.6164,12.6387,2211750.0
2019-10-28,12.7102,12.8263,12.4333,12.4958,3182231.0
2019-10-29,12.5048,12.603,12.4422,12.4869,2082788.0
2019-10-30,12.4601,12.4869,12.2547,12.2636,2233360.0
2019-10-31,12.2279,12.4601,12.21,12.2457,3399170.0
2019-11-01,12.3261,12.3797,12.2636,12.2904,1875358.0
2019-11-02,12.3261,12.3797,12.2636,12.2904,1875358.0
2019-11-03,12.3261,12.3797,12.2636,12.2904,1875358.0
2019-11-04,12.3708,12.5137,12.3619,12.4065,2740446.0
2019-11-05,12.3708,12.478,12.2993,12.469,2616820.0
2019-11-06,12.4512,12.4958,12.344,12.4958,1683739.0
2019-11-07,12.5586,12.7201,12.3792,12.46,3581468.0
2019-11-08,12.442,12.6394,12.1908,12.5317,3314114.0
2019-11-09,12.442,12.6394,12.1908,12.5317,3314114.0
2019-11-10,12.442,12.6394,12.1908,12.5317,3314114.0
2019-11-11,12.4779,12.6483,12.433,12.5855,1895198.0
2019-11-12,12.6304,12.756,12.5138,12.6932,3325115.0
2019-11-13,12.6125,12.7829,12.5766,12.765,2813984.0
2019-11-14,12.738,12.7919,12.6663,12.7111,2361134.0
2019-11-15,12.747,12.8008,12.5945,12.6304,1496867.0
2019-11-16,12.747,12.8008,12.5945,12.6304,1496867.0
2019-11-17,12.747,12.8008,12.5945,12.6304,1496867.0
2019-11-18,12.5855,12.6304,12.5407,12.6035,1377545.0
2019-11-19,12.6573,12.7919,12.5721,12.7291,2676507.0
2019-11-20,12.7201,12.765,12.5945,12.6483,2797686.0
2019-11-21,12.7201,12.7201,12.5541,12.6394,1471078.0
2019-11-22,12.6483,12.6842,12.59,12.6214,1347171.0
2019-11-23,12.6483,12.6842,12.59,12.6214,1347171.0
2019-11-24,12.6483,12.6842,12.59,12.6214,1347171.0
2019-11-25,12.6394,12.8188,12.6125,12.738,2114860.0
2019-11-26,12.765,12.8547,12.7201,12.8547,1799314.0
2019-11-27,12.9174,13.052,12.8547,13.0251,1712264.0
2019-11-28,12.9174,13.052,12.8547,13.0251,1712264.0
2019-11-29,12.9892,12.9982,12.8995,12.9264,781686.0
2019-11-30,12.9892,12.9982,12.8995,12.9264,781686.0
2019-12-01,12.9892,12.9982,12.8995,12.9264,781686.0
2019-12-02,12.9623,12.9937,12.6214,12.6394,2341897.0
2019-12-03,12.5497,12.599,12.3882,12.5586,2478993.0
2019-12-04,12.5855,12.6887,12.5227,12.5766,1720066.0
2019-12-05,12.5766,12.7022,12.5497,12.6932,3238177.0
2019-12-06,12.7739,12.8008,12.5855,12.6483,1985805.0
2019-12-07,12.7739,12.8008,12.5855,12.6483,1985805.0
2019-12-08,12.7739,12.8008,12.5855,12.6483,1985805.0
2019-12-09,12.5855,12.738,12.5676,12.6752,1312962.0
2019-12-10,12.6932,12.7829,12.6681,12.7291,1469154.0
2019-12-11,12.747,12.8457,12.7022,12.8008,1068585.0
2019-12-12,12.8367,12.9802,12.7919,12.9085,1645527.0
2019-12-13,12.8995,12.9354,12.8277,12.8816,2243635.0
2019-12-14,12.8995,12.9354,12.8277,12.8816,2243635.0
2019-12-15,12.8995,12.9354,12.8277,12.8816,2243635.0
2019-12-16,12.9623,13.0116,12.8188,12.9623,2943032.0
2019-12-17,12.9802,12.9982,12.895,12.9802,1956333.0
2019-12-18,12.9982,13.0072,12.8098,12.8816,1798296.0
2019-12-19,12.9444,12.9533,12.738,12.8367,4193509.0
2019-12-20,12.8457,12.9713,12.8277,12.8816,3469729.0
2019-12-21,12.8457,12.9713,12.8277,12.8816,3469729.0
2019-12-22,12.8457,12.9713,12.8277,12.8816,3469729.0
2019-12-23,12.8905,12.9174,12.7336,12.7739,2632024.0
2019-12-24,12.756,12.8008,12.6842,12.7739,631622.0
2019-12-25,12.756,12.8008,12.6842,12.7739,631622.0
2019-12-26,12.7829,12.8098,12.6752,12.6842,784555.0
2019-12-27,12.6932,12.738,12.6483,12.6842,1475399.0
2019-12-28,12.6932,12.738,12.6483,12.6842,1475399.0
2019-12-29,12.6932,12.738,12.6483,12.6842,1475399.0
2019-12-30,12.7291,12.8098,12.6483,12.6483,1660442.0
2019-12-31,12.6483,12.7739,12.6304,12.7111,1604555.0
2020-01-01,12.6483,12.7739,12.6304,12.7111,1604555.0
2020-01-02,12.7739,12.7874,12.5855,12.7022,1380859.0
2020-01-03,12.5586,12.7156,12.5497,12.6035,1893690.0
2020-01-04,12.5586,12.7156,12.5497,12.6035,1893690.0
2020-01-05,12.5586,12.7156,12.5497,12.6035,1893690.0
2020-01-06,12.5227,12.6035,12.4555,12.5586,1484425.0
2020-01-07,12.5048,12.5855,12.433,12.451,1764383.0
2020-01-08,12.442,12.5138,12.3747,12.3972,1966532.0
2020-01-09,12.5048,12.7066,12.4869,12.5855,1818252.0
2020-01-10,12.6214,12.6214,12.433,12.46,1255934.0
2020-01-11,12.6214,12.6214,12.433,12.46,1255934.0
2020-01-12,12.6214,12.6214,12.433,12.46,1255934.0
2020-01-13,12.4779,12.5317,12.3747,12.4241,1420137.0
2020-01-14,12.3972,12.4151,12.3254,12.4151,2540173.0
2020-01-15,12.4061,12.5855,12.4061,12.4779,2277578.0
2020-01-16,12.5138,12.6035,12.4914,12.5855,1571378.0
2020-01-17,12.6483,12.6932,12.5676,12.6394,1440205.0
2020-01-18,12.6483,12.6932,12.5676,12.6394,1440205.0
2020-01-19,12.6483,12.6932,12.5676,12.6394,1440205.0
2020-01-20,12.6483,12.6932,12.5676,12.6394,1440205.0
2020-01-21,12.5945,12.6932,12.5227,12.5945,2149378.0
2020-01-22,12.6214,12.6573,12.5676,12.6125,2736395.0
2020-01-23,12.6214,12.6259,12.4689,12.5676,2362035.0
2020-01-24,12.5586,12.5855,12.3075,12.3613,2113776.0
2020-01-25,12.5586,12.5855,12.3075,12.3613,2113776.0
2020-01-26,12.5586,12.5855,12.3075,12.3613,2113776.0
2020-01-27,12.2088,12.3433,12.146,12.2626,2019935.0
2020-01-28,12.3344,12.4061,12.3075,12.3613,1811582.0
2020-01-29,12.3972,12.46,12.3164,12.3613,3160775.0
2020-01-30,12.2895,12.4779,12.1908,12.46,3967512.0
2020-01-31,12.3972,12.5093,12.3523,12.3703,3598056.0
2020-02-01,12.3972,12.5093,12.3523,12.3703,3598056.0
2020-02-02,12.3972,12.5093,12.3523,12.3703,3598056.0
2020-02-03,12.4151,12.6932,12.3882,12.6483,4245396.0
2020-02-04,13.1686,13.671,12.7336,12.7919,7528701.0
2020-02-05,12.8995,13.0699,12.8995,13.0251,3513888.0
2020-02-06,13.0072,13.1058,12.8636,12.8905,3863752.0
2020-02-07,12.8816,12.9444,12.756,12.7829,3377068.0
2020-02-08,12.8816,12.9444,12.756,12.7829,3377068.0
2020-02-09,12.8816,12.9444,12.756,12.7829,3377068.0
2020-02-10,12.7739,12.7919,12.6297,12.7559,2175311.0
2020-02-11,12.7829,12.9,12.7514,12.7739,2134330.0
2020-02-12,12.7108,12.8279,12.4135,12.4766,5795712.0
2020-02-13,12.4316,12.5307,12.3865,12.4406,2588148.0
2020-02-14,12.3865,12.4226,12.1973,12.2604,4343034.0
2020-02-15,12.3865,12.4226,12.1973,12.2604,4343034.0
2020-02-16,12.3865,12.4226,12.1973,12.2604,4343034.0
2020-02-17,12.3865,12.4226,12.1973,12.2604,4343034.0
2020-02-18,12.2063,12.328,12.1883,12.2514,2442832.0
2020-02-19,12.2514,12.2874,11.9451,11.9631,3445673.0
2020-02-20,11.9271,12.1883,11.8911,12.1433,3280034.0
2020-02-21,12.1073,12.2334,12.0352,12.0352,2635352.0
2020-02-22,12.1073,12.2334,12.0352,12.0352,2635352.0
2020-02-23,12.1073,12.2334,12.0352,12.0352,2635352.0
2020-02-24,11.7739,11.9451,11.7469,11.7649,3638637.0
2020-02-25,11.792,11.846,11.4677,11.5307,4152156.0
2020-02-26,11.5397,11.6839,11.3442,11.3686,4296425.0
2020-02-27,11.2334,11.4406,11.0172,11.0263,5100317.0
2020-02-28,10.783,10.9812,10.6659,10.8371,7537104.0
2020-02-29,10.783,10.9812,10.6659,10.8371,7537104.0
2020-03-01,10.783,10.9812,10.6659,10.8371,7537104.0
