,TOWN US Equity,TOWN US Equity,TOWN US Equity,TOWN US Equity,TOWN US Equity
2020-03-02,19.9094,21.1847,19.6752,21.1673,196867.0
2020-03-03,20.9678,21.4623,20.4733,20.6295,195949.0
2020-03-04,20.8637,21.0893,20.2564,21.0285,164114.0
2020-03-05,20.3866,20.6642,19.7099,20.0309,171455.0
2020-03-06,19.5191,20.0959,19.3022,19.7533,211053.0
2020-03-07,19.5191,20.0959,19.3022,19.7533,211053.0
2020-03-08,19.5191,20.0959,19.3022,19.7533,211053.0
2020-03-09,18.4433,18.9725,17.9489,18.2959,372256.0
2020-03-10,19.2067,19.5191,18.0269,18.8684,286814.0
2020-03-11,18.2959,18.5648,17.463,17.8187,220831.0
2020-03-12,16.7777,17.4977,16.0577,16.3006,294367.0
2020-03-13,17.116,17.6799,16.4134,17.6712,338346.0
2020-03-14,17.116,17.6799,16.4134,17.6712,338346.0
2020-03-15,17.116,17.6799,16.4134,17.6712,338346.0
2020-03-16,15.1815,17.0553,14.7565,16.075,260824.0
2020-03-17,16.023,18.4607,15.702,18.4086,380553.0
2020-03-18,17.3156,17.3416,15.3723,15.5719,305911.0
2020-03-19,15.4764,16.5435,15.1815,16.1705,458723.0
2020-03-20,16.2485,16.5608,14.6436,14.687,634899.0
2020-03-21,16.2485,16.5608,14.6436,14.687,634899.0
2020-03-22,16.2485,16.5608,14.6436,14.687,634899.0
2020-03-23,14.661,14.661,13.0387,13.5853,340349.0
2020-03-24,14.4875,14.982,13.9757,14.9733,346839.0
2020-03-25,15.1121,15.2596,14.1666,14.5829,203610.0
2020-03-26,14.7304,15.8278,14.7304,15.7107,232151.0
2020-03-27,15.1411,15.8947,14.8432,14.8958,189215.0
2020-03-28,15.1411,15.8947,14.8432,14.8958,189215.0
2020-03-29,15.1411,15.8947,14.8432,14.8958,189215.0
2020-03-30,15.0097,15.5091,14.6942,15.4566,271762.0
2020-03-31,15.2463,15.8859,15.1825,15.8509,271133.0
2020-04-01,15.1148,15.3689,14.8695,15.1324,239803.0
2020-04-02,14.9922,15.4916,14.2737,15.3514,227309.0
2020-04-03,15.1499,15.3646,14.5365,14.8695,190854.0
2020-04-04,15.1499,15.3646,14.5365,14.8695,190854.0
2020-04-05,15.1499,15.3646,14.5365,14.8695,190854.0
2020-04-06,15.4741,16.0436,15.3865,15.9385,286456.0
2020-04-07,16.5694,16.9374,15.7194,16.1488,283096.0
2020-04-08,16.4467,16.6395,16.0612,16.4467,176765.0
2020-04-09,17.0338,18.3569,16.8673,18.2868,222271.0
2020-04-10,17.0338,18.3569,16.8673,18.2868,222271.0
2020-04-11,17.0338,18.3569,16.8673,18.2868,222271.0
2020-04-12,17.0338,18.3569,16.8673,18.2868,222271.0
2020-04-13,18.3919,18.3919,17.1389,17.3404,175824.0
2020-04-14,17.8399,18.0589,16.7446,17.0162,210079.0
2020-04-15,16.4292,16.4292,15.6844,15.807,194317.0
2020-04-16,15.807,15.9911,14.7293,15.1586,222071.0
2020-04-17,15.8246,16.324,15.8158,16.1137,198953.0
2020-04-18,15.8246,16.324,15.8158,16.1137,198953.0
2020-04-19,15.8246,16.324,15.8158,16.1137,198953.0
2020-04-20,15.6406,16.4905,15.6318,15.921,186434.0
2020-04-21,15.3952,16.0217,15.3164,15.7457,158851.0
2020-04-22,15.8421,16.2364,15.4127,15.4916,114404.0
2020-04-23,15.4741,16.2276,15.4741,15.9472,171458.0
2020-04-24,16.0261,16.3153,15.6055,16.1137,120509.0
2020-04-25,16.0261,16.3153,15.6055,16.1137,120509.0
2020-04-26,16.0261,16.3153,15.6055,16.1137,120509.0
2020-04-27,16.4993,17.5157,16.2189,17.3317,153550.0
2020-04-28,17.945,18.1247,17.6296,17.8837,178355.0
2020-04-29,18.5584,19.1893,18.1816,18.646,231958.0
2020-04-30,18.1028,18.4445,17.4105,17.6997,176681.0
2020-05-01,17.2966,17.2966,16.4292,16.8673,165803.0
2020-05-02,17.2966,17.2966,16.4292,16.8673,165803.0
2020-05-03,17.2966,17.2966,16.4292,16.8673,165803.0
2020-05-04,16.5956,16.8673,16.289,16.657,225501.0
2020-05-05,17.1389,17.1564,15.8509,15.8684,241853.0
2020-05-06,16.0349,16.0349,15.3427,15.439,185512.0
2020-05-07,15.7282,16.0699,15.3865,15.5179,194028.0
2020-05-08,15.772,16.2364,15.772,16.1488,180000.0
2020-05-09,15.772,16.2364,15.772,16.1488,180000.0
2020-05-10,15.772,16.2364,15.772,16.1488,180000.0
2020-05-11,15.8333,16.1225,15.1586,15.5091,207131.0
2020-05-12,15.5792,15.7282,14.668,14.7118,195762.0
2020-05-13,14.5015,14.6241,13.7783,14.151,250815.0
2020-05-14,13.7742,14.37,13.266,14.2036,232971.0
2020-05-15,14.0984,14.5365,13.9495,14.3175,237424.0
2020-05-16,14.0984,14.5365,13.9495,14.3175,237424.0
2020-05-17,14.0984,14.5365,13.9495,14.3175,237424.0
2020-05-18,15.0097,15.9297,15.0009,15.8509,194129.0
2020-05-19,15.7019,15.7019,14.8169,14.8169,171814.0
2020-05-20,15.1148,15.7895,15.0535,15.588,170746.0
2020-05-21,15.4741,15.7983,15.4522,15.5354,121136.0
2020-05-22,15.8158,15.8596,15.1499,15.3514,111058.0
2020-05-23,15.8158,15.8596,15.1499,15.3514,111058.0
2020-05-24,15.8158,15.8596,15.1499,15.3514,111058.0
2020-05-25,15.8158,15.8596,15.1499,15.3514,111058.0
2020-05-26,16.1313,16.5781,16.0305,16.3854,188907.0
2020-05-27,16.657,17.6208,16.5475,17.4193,234063.0
2020-05-28,17.6471,17.6471,17.0075,17.1126,179663.0
2020-05-29,16.8322,16.841,16.3065,16.5256,155690.0
2020-05-30,16.8322,16.841,16.3065,16.5256,155690.0
2020-05-31,16.8322,16.841,16.3065,16.5256,155690.0
2020-06-01,16.6745,16.7358,16.2101,16.2276,207892.0
2020-06-02,16.3854,16.5694,16.0086,16.1137,135353.0
2020-06-03,16.5694,17.3755,16.5606,16.9987,204202.0
2020-06-04,16.876,17.3842,16.7008,17.0863,167853.0
2020-06-05,18.1728,18.7161,17.8224,18.4795,314900.0
2020-06-06,18.1728,18.7161,17.8224,18.4795,314900.0
2020-06-07,18.1728,18.7161,17.8224,18.4795,314900.0
2020-06-08,18.9352,19.014,18.4357,18.5759,138679.0
2020-06-09,18.0151,18.8213,17.6909,18.4971,144425.0
2020-06-10,18.3569,18.3569,17.4982,17.5507,215900.0
2020-06-11,16.5694,16.7008,15.8509,15.921,207501.0
2020-06-12,16.7271,16.7271,15.5705,16.0261,287220.0
2020-06-13,16.7271,16.7271,15.5705,16.0261,287220.0
2020-06-14,16.7271,16.7271,15.5705,16.0261,287220.0
2020-06-15,15.4127,16.3985,15.1586,16.14,253241.0
2020-06-16,16.9637,17.2528,16.3766,16.8848,221858.0
2020-06-17,16.8936,16.9987,16.2627,16.3503,243326.0
2020-06-18,16.0874,16.8848,15.8246,16.6044,245740.0
2020-06-19,16.841,16.8498,15.8158,16.2714,661360.0
2020-06-20,16.841,16.8498,15.8158,16.2714,661360.0
2020-06-21,16.841,16.8498,15.8158,16.2714,661360.0
2020-06-22,16.3941,16.3941,15.9122,16.2977,145074.0
2020-06-23,16.6132,16.7096,16.0349,16.0612,102679.0
2020-06-24,15.9034,15.9034,15.2463,15.404,164618.0
2020-06-25,15.2988,16.0699,15.1674,16.0612,287189.0
2020-06-26,15.6931,15.7632,15.0184,15.5529,498607.0
2020-06-27,15.6931,15.7632,15.0184,15.5529,498607.0
2020-06-28,15.6931,15.7632,15.0184,15.5529,498607.0
2020-06-29,15.8716,16.416,15.6326,16.4027,204033.0
2020-06-30,16.3054,16.8807,16.3054,16.6771,184172.0
2020-07-01,16.5886,16.6506,15.8716,16.0398,186286.0
2020-07-02,16.4824,16.7303,15.7565,15.8628,143018.0
2020-07-03,16.4824,16.7303,15.7565,15.8628,143018.0
2020-07-04,16.4824,16.7303,15.7565,15.8628,143018.0
2020-07-05,16.4824,16.7303,15.7565,15.8628,143018.0
2020-07-06,16.3054,16.4736,15.6061,15.8495,110635.0
2020-07-07,15.6592,15.8539,15.3228,15.3405,227057.0
2020-07-08,15.3848,15.5264,14.9245,15.1856,198340.0
2020-07-09,15.0838,15.2077,14.6412,14.712,183925.0
2020-07-10,14.9953,15.6238,14.9068,15.6238,237188.0
2020-07-11,14.9953,15.6238,14.9068,15.6238,237188.0
2020-07-12,14.9953,15.6238,14.9068,15.6238,237188.0
2020-07-13,15.7654,16.1106,15.4113,15.8451,184826.0
2020-07-14,15.7831,15.9513,15.429,15.668,120794.0
2020-07-15,16.1283,16.6579,16.1018,16.385,190491.0
2020-07-16,16.1814,16.5532,16.0929,16.3054,115953.0
2020-07-17,16.1637,16.3939,15.9247,15.9601,125149.0
2020-07-18,16.1637,16.3939,15.9247,15.9601,125149.0
2020-07-19,16.1637,16.3939,15.9247,15.9601,125149.0
2020-07-20,15.8274,15.9424,15.4821,15.5264,112816.0
2020-07-21,15.5352,16.2345,15.5352,16.208,288582.0
2020-07-22,16.0221,16.1195,15.7034,15.8539,215994.0
2020-07-23,16.1372,16.7126,15.8983,16.6506,221284.0
2020-07-24,16.686,16.8188,16.0841,16.1549,172081.0
2020-07-25,16.686,16.8188,16.0841,16.1549,172081.0
2020-07-26,16.686,16.8188,16.0841,16.1549,172081.0
2020-07-27,16.0487,16.1637,15.7654,15.8362,124743.0
2020-07-28,15.6946,16.6329,15.6946,15.7388,114998.0
2020-07-29,15.7123,16.146,15.6149,16.1283,163137.0
2020-07-30,15.7831,15.9469,15.5707,15.8893,151310.0
2020-07-31,15.7123,15.8097,15.1812,15.6149,202863.0
2020-08-01,15.7123,15.8097,15.1812,15.6149,202863.0
2020-08-02,15.7123,15.8097,15.1812,15.6149,202863.0
2020-08-03,15.7831,15.876,15.398,15.73,196950.0
2020-08-04,15.6326,15.7919,15.4113,15.6857,147550.0
2020-08-05,15.8451,16.0752,15.6503,16.0132,151856.0
2020-08-06,15.9424,16.2877,15.9424,16.1814,128367.0
2020-08-07,16.0929,16.9339,15.969,16.925,157838.0
2020-08-08,16.0929,16.9339,15.969,16.925,157838.0
2020-08-09,16.0929,16.9339,15.969,16.925,157838.0
2020-08-10,16.8896,17.5358,16.8896,17.164,185955.0
2020-08-11,17.4827,17.9164,17.3278,17.4119,190352.0
2020-08-12,17.8279,17.8279,17.0224,17.2791,136853.0
2020-08-13,17.0932,17.226,16.9427,17.102,117147.0
2020-08-14,16.9073,17.3588,16.863,17.1729,102414.0
2020-08-15,16.9073,17.3588,16.863,17.1729,102414.0
2020-08-16,16.9073,17.3588,16.863,17.1729,102414.0
2020-08-17,17.1197,17.1197,16.7922,16.9516,99042.0
2020-08-18,17.0047,17.1463,16.4293,16.4824,114076.0
2020-08-19,16.5001,16.6949,16.3585,16.3673,151907.0
2020-08-20,16.1637,16.2877,15.9779,16.0841,111257.0
2020-08-21,16.0752,16.1018,15.73,15.8716,193156.0
2020-08-22,16.0752,16.1018,15.73,15.8716,193156.0
2020-08-23,16.0752,16.1018,15.73,15.8716,193156.0
2020-08-24,16.1283,16.4116,15.8539,16.2611,244763.0
2020-08-25,16.3939,16.5931,16.27,16.5532,206678.0
2020-08-26,16.4736,16.6462,15.8628,16.0487,173007.0
2020-08-27,16.0575,16.5798,15.9955,16.3585,162712.0
2020-08-28,16.5621,16.5621,16.0841,16.1637,83406.0
2020-08-29,16.5621,16.5621,16.0841,16.1637,83406.0
2020-08-30,16.5621,16.5621,16.0841,16.1637,83406.0
2020-08-31,16.0398,16.1726,15.668,15.6946,298125.0
2020-09-01,15.5352,15.8362,15.4025,15.6415,183417.0
2020-09-02,15.5441,15.8805,15.5441,15.7123,161284.0
2020-09-03,15.7565,16.2257,15.664,15.7831,328865.0
2020-09-04,16.1372,16.3496,15.8716,16.0531,164339.0
2020-09-05,16.1372,16.3496,15.8716,16.0531,164339.0
2020-09-06,16.1372,16.3496,15.8716,16.0531,164339.0
2020-09-07,16.1372,16.3496,15.8716,16.0531,164339.0
2020-09-08,15.8628,16.0841,15.3051,15.491,186341.0
2020-09-09,15.5352,15.9601,15.1281,15.2874,174853.0
2020-09-10,15.3405,15.9646,15.2077,15.2785,194952.0
2020-09-11,15.2431,15.3936,14.9245,15.0218,236453.0
2020-09-12,15.2431,15.3936,14.9245,15.0218,236453.0
2020-09-13,15.2431,15.3936,14.9245,15.0218,236453.0
2020-09-14,15.0484,15.4202,14.9599,15.3494,234139.0
2020-09-15,15.3582,15.8805,14.951,15.0041,176641.0
2020-09-16,14.9687,15.2431,14.8271,15.0572,244546.0
2020-09-17,14.9068,15.1635,14.8713,15.0749,246424.0
2020-09-18,15.252,15.252,14.8713,14.9687,847462.0
2020-09-19,15.252,15.252,14.8713,14.9687,847462.0
2020-09-20,15.252,15.252,14.8713,14.9687,847462.0
2020-09-21,14.7828,14.8359,13.9065,14.1189,401239.0
2020-09-22,14.1543,14.411,13.8357,13.9861,287787.0
2020-09-23,13.9861,14.4332,13.7206,13.7383,297260.0
2020-09-24,13.8091,14.3712,13.5967,14.0038,186109.0
2020-09-25,13.818,14.1455,13.7648,14.1012,136609.0
2020-09-26,13.818,14.1455,13.7648,14.1012,136609.0
2020-09-27,13.818,14.1455,13.7648,14.1012,136609.0
2020-09-28,14.2606,14.7164,14.2606,14.65,238911.0
2020-09-29,14.65,14.65,14.2384,14.5516,140472.0
2020-09-30,14.6411,14.9051,14.48,14.6769,189724.0
2020-10-01,14.6769,14.829,14.4174,14.8022,231209.0
2020-10-02,14.48,15.4823,14.4084,15.4018,230423.0
2020-10-03,14.48,15.4823,14.4084,15.4018,230423.0
2020-10-04,14.48,15.4823,14.4084,15.4018,230423.0
2020-10-05,15.5718,15.8314,15.4734,15.8045,238714.0
2020-10-06,16.0282,16.5026,15.8761,15.9387,357428.0
2020-10-07,16.1267,16.5562,16.064,16.2788,214876.0
2020-10-08,16.3594,16.7352,16.1804,16.601,244828.0
2020-10-09,16.8337,17.3438,16.2878,16.3504,248220.0
2020-10-10,16.8337,17.3438,16.2878,16.3504,248220.0
2020-10-11,16.8337,17.3438,16.2878,16.3504,248220.0
2020-10-12,16.2878,16.8695,16.1535,16.8337,727986.0
2020-10-13,16.6278,16.6431,16.1714,16.1893,162813.0
2020-10-14,16.1804,16.2878,15.2396,15.8761,159094.0
2020-10-15,15.715,16.1983,15.6792,16.1356,131375.0
2020-10-16,16.0193,16.3325,15.8582,16.1535,107911.0
2020-10-17,16.0193,16.3325,15.8582,16.1535,107911.0
2020-10-18,16.0193,16.3325,15.8582,16.1535,107911.0
2020-10-19,16.3236,16.7976,16.0193,16.0461,110192.0
2020-10-20,16.2251,16.5294,16.1692,16.2699,128733.0
2020-10-21,16.2699,16.5831,16.2699,16.5115,104277.0
2020-10-22,16.6636,16.8695,16.4489,16.8337,211990.0
2020-10-23,16.8963,17.1111,16.7532,16.8784,177595.0
2020-10-24,16.8963,17.1111,16.7532,16.8784,177595.0
2020-10-25,16.8963,17.1111,16.7532,16.8784,177595.0
2020-10-26,16.6636,16.6636,16.2074,16.431,175846.0
2020-10-27,16.3415,16.4757,16.1446,16.1714,196646.0
2020-10-28,15.6434,16.2608,15.6434,15.8135,136308.0
2020-10-29,15.6882,16.1535,15.5002,15.9656,182997.0
2020-10-30,16.0909,16.2967,15.9298,16.2699,299692.0
2020-10-31,16.0909,16.2967,15.9298,16.2699,299692.0
2020-11-01,16.0909,16.2967,15.9298,16.2699,299692.0
2020-11-02,16.5026,16.6905,16.3504,16.5115,189674.0
2020-11-03,16.8605,17.2095,16.7352,17.0932,199426.0
2020-11-04,16.6189,16.6189,15.6613,15.7061,106386.0
2020-11-05,15.7956,16.3236,15.7061,16.1804,123755.0
2020-11-06,16.3146,16.4041,15.6882,15.724,161312.0
2020-11-07,16.3146,16.4041,15.6882,15.724,161312.0
2020-11-08,16.3146,16.4041,15.6882,15.724,161312.0
2020-11-09,16.95,18.2119,16.95,17.5407,462295.0
2020-11-10,17.8539,18.8741,17.5228,18.8204,343759.0
2020-11-11,18.7846,18.8249,18.1671,18.6235,346620.0
2020-11-12,18.2656,18.2745,17.5855,18.0955,238830.0
2020-11-13,18.3014,18.6951,17.4243,18.543,135281.0
2020-11-14,18.3014,18.6951,17.4243,18.543,135281.0
2020-11-15,18.3014,18.6951,17.4243,18.543,135281.0
2020-11-16,19.25,20.0733,19.1873,20.0554,253607.0
2020-11-17,19.7601,20.0286,19.241,20.0107,205981.0
2020-11-18,20.1091,20.1718,19.6348,19.6438,147181.0
2020-11-19,19.5274,19.6975,19.1516,19.6527,113598.0
2020-11-20,19.3484,19.5185,19.0486,19.344,139879.0
2020-11-21,19.3484,19.5185,19.0486,19.344,139879.0
2020-11-22,19.3484,19.5185,19.0486,19.344,139879.0
2020-11-23,19.6259,19.8773,18.8204,19.5185,154777.0
2020-11-24,19.8943,20.9504,18.9773,20.8967,211380.0
2020-11-25,20.5745,20.5834,20.1807,20.3597,115595.0
2020-11-26,20.5745,20.5834,20.1807,20.3597,115595.0
2020-11-27,20.306,20.4403,19.6303,19.957,72215.0
2020-11-28,20.306,20.4403,19.6303,19.957,72215.0
2020-11-29,20.306,20.4403,19.6303,19.957,72215.0
2020-11-30,19.7601,19.8227,19.4267,19.4648,197378.0
2020-12-01,19.7422,20.2702,19.6527,19.8675,157081.0
2020-12-02,19.778,20.306,19.4094,20.1897,157450.0
2020-12-03,20.2523,20.5297,19.7422,20.3597,169953.0
2020-12-04,20.5834,21.0846,20.2255,21.0041,146191.0
2020-12-05,20.5834,21.0846,20.2255,21.0041,146191.0
2020-12-06,20.5834,21.0846,20.2255,21.0041,146191.0
2020-12-07,20.843,20.9862,20.4492,20.7535,133429.0
2020-12-08,20.2702,20.8519,19.8099,20.7535,140894.0
2020-12-09,20.9862,21.1651,20.7087,20.9146,138882.0
2020-12-10,20.6998,20.843,19.9914,20.7893,107685.0
2020-12-11,20.6192,20.7982,20.4492,20.4761,106176.0
2020-12-12,20.6192,20.7982,20.4492,20.4761,106176.0
2020-12-13,20.6192,20.7982,20.4492,20.4761,106176.0
2020-12-14,20.8161,20.834,20.2792,20.3955,126885.0
2020-12-15,20.8072,21.1651,20.3597,21.1115,218438.0
2020-12-16,21.2636,21.2636,20.6461,20.9862,125672.0
2020-12-17,20.9862,21.1651,20.5566,20.8788,179584.0
2020-12-18,20.9951,21.2815,20.655,21.1472,915857.0
2020-12-19,20.9951,21.2815,20.655,21.1472,915857.0
2020-12-20,20.9951,21.2815,20.655,21.1472,915857.0
2020-12-21,20.9414,21.1204,20.4045,20.7266,510436.0
2020-12-22,20.7177,20.7445,20.2255,20.306,128761.0
2020-12-23,20.5118,20.9235,20.5029,20.8967,68939.0
2020-12-24,20.8877,21.1294,20.485,20.9951,51449.0
2020-12-25,20.8877,21.1294,20.485,20.9951,51449.0
2020-12-26,20.8877,21.1294,20.485,20.9951,51449.0
2020-12-27,20.8877,21.1294,20.485,20.9951,51449.0
2020-12-28,21.0309,21.4336,20.9414,21.3441,95181.0
2020-12-29,21.2269,21.3081,20.6047,20.74,168729.0
2020-12-30,20.8031,21.1365,20.8031,20.8392,199812.0
2020-12-31,20.8121,22.5434,20.6588,21.1728,229477.0
2021-01-01,20.8121,22.5434,20.6588,21.1728,229477.0
2021-01-02,20.8121,22.5434,20.6588,21.1728,229477.0
2021-01-03,20.8121,22.5434,20.6588,21.1728,229477.0
2021-01-04,21.1728,21.3531,19.6218,20.8482,171933.0
2021-01-05,20.776,21.3441,20.3816,21.1277,153072.0
2021-01-06,21.7499,23.0665,21.7499,22.8771,324755.0
2021-01-07,23.1206,23.3911,22.7508,23.0755,230365.0
2021-01-08,23.1927,23.1927,22.3,22.6517,195520.0
2021-01-09,23.1927,23.1927,22.3,22.6517,195520.0
2021-01-10,23.1927,23.1927,22.3,22.6517,195520.0
2021-01-11,22.5795,23.0394,22.5795,22.9763,210153.0
2021-01-12,23.1115,23.7608,22.8591,23.4722,159025.0
2021-01-13,23.346,23.346,22.5975,22.7959,110061.0
2021-01-14,22.9943,23.3866,22.8772,23.2738,124101.0
2021-01-15,22.9312,23.0033,22.6336,22.9222,125112.0
2021-01-16,22.9312,23.0033,22.6336,22.9222,125112.0
2021-01-17,22.9312,23.0033,22.6336,22.9222,125112.0
2021-01-18,22.9312,23.0033,22.6336,22.9222,125112.0
2021-01-19,23.2197,23.2197,22.6517,22.8771,124433.0
2021-01-20,22.6517,23.1115,22.4984,22.9222,131549.0
2021-01-21,22.9222,23.0755,22.3,22.3992,122494.0
2021-01-22,22.2369,23.2288,21.9663,23.2017,285294.0
2021-01-23,22.2369,23.2288,21.9663,23.2017,285294.0
2021-01-24,22.2369,23.2288,21.9663,23.2017,285294.0
2021-01-25,22.8771,23.2513,22.1196,22.7779,170305.0
2021-01-26,23.0484,23.0484,22.3,22.3901,113274.0
2021-01-27,21.7589,22.5164,20.9925,21.272,194537.0
2021-01-28,23.2107,23.2107,21.3802,21.4253,154760.0
2021-01-29,21.5064,21.6688,20.8572,20.9203,166821.0
2021-01-30,21.5064,21.6688,20.8572,20.9203,166821.0
2021-01-31,21.5064,21.6688,20.8572,20.9203,166821.0
2021-02-01,21.1548,21.4974,20.7129,21.4343,146514.0
2021-02-02,21.8311,21.9573,21.4974,21.6778,128268.0
2021-02-03,22.85,22.85,21.8852,22.3,185589.0
2021-02-04,22.327,23.0304,21.9573,23.0214,145853.0
2021-02-05,23.3189,23.355,22.7869,23.2919,204558.0
2021-02-06,23.3189,23.355,22.7869,23.2919,204558.0
2021-02-07,23.3189,23.355,22.7869,23.2919,204558.0
2021-02-08,23.355,23.9952,23.2693,23.9682,169201.0
2021-02-09,23.851,24.5543,23.7878,24.5453,107421.0
2021-02-10,24.7888,24.7888,24.3108,24.401,153712.0
2021-02-11,24.5092,24.5904,23.9141,24.2026,128902.0
2021-02-12,24.1756,24.4822,24.0403,24.3018,111539.0
2021-02-13,24.1756,24.4822,24.0403,24.3018,111539.0
2021-02-14,24.1756,24.4822,24.0403,24.3018,111539.0
2021-02-15,24.1756,24.4822,24.0403,24.3018,111539.0
2021-02-16,24.5273,24.7707,24.2838,24.7347,128351.0
2021-02-17,24.5273,24.888,24.383,24.5092,91906.0
2021-02-18,24.3108,24.6896,24.3108,24.4371,142682.0
2021-02-19,24.5453,25.3118,24.5453,25.0593,156895.0
2021-02-20,24.5453,25.3118,24.5453,25.0593,156895.0
2021-02-21,24.5453,25.3118,24.5453,25.0593,156895.0
2021-02-22,24.933,25.7446,24.933,25.6995,134207.0
2021-02-23,25.7446,26.3578,25.3208,25.8438,204771.0
2021-02-24,26.1504,26.8447,26.1053,26.6644,152712.0
2021-02-25,26.6463,26.8447,26.0963,26.3037,346707.0
2021-02-26,26.0783,26.5562,25.6003,26.0061,404884.0
2021-02-27,26.0783,26.5562,25.6003,26.0061,404884.0
2021-02-28,26.0783,26.5562,25.6003,26.0061,404884.0
2021-03-01,26.475,26.7365,26.0422,26.6463,160672.0
2021-03-02,26.5652,26.7185,26.1369,26.3848,131135.0
2021-03-03,26.7095,27.7104,26.6554,27.2956,235988.0
2021-03-04,27.3227,27.8907,26.7365,27.007,215941.0
2021-03-05,27.3046,27.8186,27.0792,27.494,485469.0
2021-03-06,27.3046,27.8186,27.0792,27.494,485469.0
2021-03-07,27.3046,27.8186,27.0792,27.494,485469.0
2021-03-08,27.8276,28.7384,27.6022,28.558,175412.0
2021-03-09,28.4408,28.6212,27.4759,27.8096,284711.0
2021-03-10,27.9629,28.7203,27.8637,28.6031,138057.0
2021-03-11,28.5761,28.7294,28.2064,28.6392,162333.0
2021-03-12,28.8646,29.4868,28.7654,29.0991,135959.0
2021-03-13,28.8646,29.4868,28.7654,29.0991,135959.0
