,LYB US Equity,LYB US Equity,LYB US Equity,LYB US Equity,LYB US Equity
2019-02-09,61.786,62.6957,61.4485,62.0501,2293314.0
2019-02-10,61.786,62.6957,61.4485,62.0501,2293314.0
2019-02-11,62.0868,62.2849,61.2431,61.5586,3317219.0
2019-02-12,62.0941,63.3853,61.8814,62.6957,3759419.0
2019-02-13,62.9965,63.4697,62.2812,63.1285,2539697.0
2019-02-14,62.7984,64.1996,62.5637,63.3266,2172416.0
2019-02-15,64.0089,64.8819,63.8108,64.295,1893242.0
2019-02-16,64.0089,64.8819,63.8108,64.295,1893242.0
2019-02-17,64.0089,64.8819,63.8108,64.295,1893242.0
2019-02-18,64.0089,64.8819,63.8108,64.295,1893242.0
2019-02-19,63.8695,64.6545,63.3266,64.1776,2320991.0
2019-02-20,64.0823,65.8356,64.0236,65.4101,2368802.0
2019-02-21,65.5275,65.8063,64.4784,64.9259,2165624.0
2019-02-22,65.5935,65.6926,65.0154,65.3955,2143189.0
2019-02-23,65.5935,65.6926,65.0154,65.3955,2143189.0
2019-02-24,65.5935,65.6926,65.0154,65.3955,2143189.0
2019-02-25,65.4908,65.6486,64.9135,64.992,2341383.0
2019-02-26,64.9113,65.0433,63.6714,63.7228,2669011.0
2019-02-27,63.6714,63.8695,63.0919,63.5981,1760630.0
2019-02-28,63.5761,63.6127,62.4463,62.7397,2290567.0
2019-03-01,63.4152,64.4841,62.6061,63.1331,2816683.0
2019-03-02,63.4152,64.4841,62.6061,63.1331,2816683.0
2019-03-03,63.4152,64.4841,62.6061,63.1331,2816683.0
2019-03-04,64.5361,64.5361,62.3686,63.1703,1723216.0
2019-03-05,63.0366,63.2556,62.3686,62.4428,3336613.0
2019-03-06,64.2392,66.6368,63.534,66.2582,4048804.0
2019-03-07,65.9836,66.0652,64.0091,64.6623,3067515.0
2019-03-08,63.9868,64.8553,63.3855,64.6846,2307754.0
2019-03-09,63.9868,64.8553,63.3855,64.6846,2307754.0
2019-03-10,63.9868,64.8553,63.3855,64.6846,2307754.0
2019-03-11,65.0854,66.0356,64.8924,65.8426,2089052.0
2019-03-12,65.991,67.0748,65.9279,66.2731,3080768.0
2019-03-13,66.3102,67.0154,65.9094,65.9762,2112830.0
2019-03-14,65.7535,66.0745,64.8924,64.9072,2334018.0
2019-03-15,65.0112,65.7238,64.4396,64.5806,4340191.0
2019-03-16,65.0112,65.7238,64.4396,64.5806,4340191.0
2019-03-17,65.0112,65.7238,64.4396,64.5806,4340191.0
2019-03-18,64.9147,64.9147,63.7938,64.7811,1885806.0
2019-03-19,65.3749,65.4343,64.0759,64.5509,2492000.0
2019-03-20,64.4396,64.7291,63.7641,64.0833,2245440.0
2019-03-21,64.0239,66.5923,63.9126,65.5531,2534434.0
2019-03-22,64.9666,65.1151,63.0663,63.148,2473003.0
2019-03-23,64.9666,65.1151,63.0663,63.148,2473003.0
2019-03-24,64.9666,65.1151,63.0663,63.148,2473003.0
2019-03-25,63.1851,63.4969,61.7599,61.9603,2237623.0
2019-03-26,62.7026,63.0366,61.8489,62.5838,2071366.0
2019-03-27,62.7991,63.096,61.5001,61.9751,2373136.0
2019-03-28,62.2943,62.5838,61.6894,62.2498,2250499.0
2019-03-29,62.0197,62.5838,61.7376,62.4131,2184452.0
2019-03-30,62.0197,62.5838,61.7376,62.4131,2184452.0
2019-03-31,62.0197,62.5838,61.7376,62.4131,2184452.0
2019-04-01,63.1406,64.7811,63.096,64.7068,2244737.0
2019-04-02,64.7068,66.6591,64.2614,66.3325,3851600.0
2019-04-03,67.1193,68.2179,66.7482,67.2381,3456273.0
2019-04-04,67.0377,68.7821,66.9189,68.4406,2563191.0
2019-04-05,68.6856,69.2052,67.1713,67.5944,4842489.0
2019-04-06,68.6856,69.2052,67.1713,67.5944,4842489.0
2019-04-07,68.6856,69.2052,67.1713,67.5944,4842489.0
2019-04-08,67.7429,68.2476,67.3717,67.7948,1726288.0
2019-04-09,67.3866,67.5944,66.6368,66.9931,1329140.0
2019-04-10,67.2901,67.4385,65.9094,66.4809,2170234.0
2019-04-11,66.6665,67.4013,66.4809,67.1861,1820896.0
2019-04-12,68.9899,70.6601,67.7057,68.5074,4058973.0
2019-04-13,68.9899,70.6601,67.7057,68.5074,4058973.0
2019-04-14,68.9899,70.6601,67.7057,68.5074,4058973.0
2019-04-15,69.1904,69.6432,68.4406,68.4555,3238644.0
2019-04-16,68.5891,68.5891,67.5424,68.4184,1848507.0
2019-04-17,68.7969,69.2423,68.0964,68.114,1546532.0
2019-04-18,68.1808,68.3441,67.1639,68.1363,2124811.0
2019-04-19,68.1808,68.3441,67.1639,68.1363,2124811.0
2019-04-20,68.1808,68.3441,67.1639,68.1363,2124811.0
2019-04-21,68.1808,68.3441,67.1639,68.1363,2124811.0
2019-04-22,68.448,68.9231,67.9581,68.2847,1459854.0
2019-04-23,68.2031,68.6336,67.8394,68.2996,2094028.0
2019-04-24,68.3961,68.4035,66.9263,67.2455,2292380.0
2019-04-25,67.2826,67.3123,65.4046,65.8129,2506323.0
2019-04-26,65.0706,66.0356,64.4099,65.3304,3376762.0
2019-04-27,65.0706,66.0356,64.4099,65.3304,3376762.0
2019-04-28,65.0706,66.0356,64.4099,65.3304,3376762.0
2019-04-29,65.2339,66.4661,64.6994,66.1321,2854968.0
2019-04-30,66.2582,66.6702,64.8553,65.4937,3103019.0
2019-05-01,65.5382,66.1692,64.1056,64.1872,2479202.0
2019-05-02,63.9571,65.1819,63.1109,63.8086,3105159.0
2019-05-03,64.2021,64.7291,63.9126,64.5955,1249915.0
2019-05-04,64.2021,64.7291,63.9126,64.5955,1249915.0
2019-05-05,64.2021,64.7291,63.9126,64.5955,1249915.0
2019-05-06,63.4746,63.6008,62.7843,63.2519,1706810.0
2019-05-07,62.3611,62.6878,61.4333,61.797,2522318.0
2019-05-08,61.7302,62.1904,61.5669,61.604,2312004.0
2019-05-09,60.9359,60.9953,59.7631,60.8543,2168648.0
2019-05-10,60.9062,61.6411,60.2456,61.359,1817693.0
2019-05-11,60.9062,61.6411,60.2456,61.359,1817693.0
2019-05-12,60.9062,61.6411,60.2456,61.359,1817693.0
2019-05-13,60.1713,60.3718,58.5828,59.3103,2740531.0
2019-05-14,59.5033,60.1978,59.5033,59.7705,1844443.0
2019-05-15,59.3919,60.2159,58.9168,59.9338,1691937.0
2019-05-16,60.5054,61.0324,60.2975,60.7206,2199610.0
2019-05-17,59.9783,60.3272,59.2249,59.4958,1727571.0
2019-05-18,59.9783,60.3272,59.2249,59.4958,1727571.0
2019-05-19,59.9783,60.3272,59.2249,59.4958,1727571.0
2019-05-20,59.0133,59.8633,58.9391,59.2806,1812461.0
2019-05-21,59.6888,60.8617,59.4884,60.5573,2201470.0
2019-05-22,60.2827,60.2827,59.5107,59.867,1746602.0
2019-05-23,58.761,59.2435,58.2636,58.3824,2226870.0
2019-05-24,58.9614,59.0282,57.3357,57.8479,3127648.0
2019-05-25,58.9614,59.0282,57.3357,57.8479,3127648.0
2019-05-26,58.9614,59.0282,57.3357,57.8479,3127648.0
2019-05-27,58.9614,59.0282,57.3357,57.8479,3127648.0
2019-05-28,58.0038,58.2042,57.024,57.1501,3613047.0
2019-05-29,56.5192,57.8702,56.4672,57.7366,1966483.0
2019-05-30,57.8925,58.2488,57.3951,57.4619,1788527.0
2019-05-31,56.831,57.1724,54.8861,55.1162,3502092.0
2019-06-01,56.831,57.1724,54.8861,55.1162,3502092.0
2019-06-02,56.831,57.1724,54.8861,55.1162,3502092.0
2019-06-03,55.2573,57.6995,55.1533,57.6698,3602762.0
2019-06-04,60.1936,62.1681,59.0356,60.9062,5669897.0
2019-06-05,60.9582,61.1029,59.4268,60.112,3289865.0
2019-06-06,60.0674,60.0971,58.5234,59.6517,3788035.0
2019-06-07,60.0955,60.1218,59.2832,59.584,2824341.0
2019-06-08,60.0955,60.1218,59.2832,59.584,2824341.0
2019-06-09,60.0955,60.1218,59.2832,59.584,2824341.0
2019-06-10,62.6978,63.5402,62.0961,62.916,5315720.0
2019-06-11,63.7659,64.3676,63.3447,63.5628,4841091.0
2019-06-12,63.7584,64.5707,63.45,64.2247,3385198.0
2019-06-13,64.5857,65.1949,64.3826,64.9768,3959346.0
2019-06-14,64.8113,65.3529,64.4052,65.0595,2409496.0
2019-06-15,64.8113,65.3529,64.4052,65.0595,2409496.0
2019-06-16,64.8113,65.3529,64.4052,65.0595,2409496.0
2019-06-17,64.0141,64.8866,63.7471,64.4654,3514280.0
2019-06-18,65.1047,65.3303,64.5556,65.0972,3223866.0
2019-06-19,65.4356,65.4958,64.5857,64.8414,2037373.0
2019-06-20,65.6236,65.7064,64.7813,65.1272,3600626.0
2019-06-21,64.7437,65.6688,64.676,65.0295,5262063.0
2019-06-22,64.7437,65.6688,64.676,65.0295,5262063.0
2019-06-23,64.7437,65.6688,64.676,65.0295,5262063.0
2019-06-24,64.8339,65.6763,64.7587,65.4055,2564069.0
2019-06-25,65.3905,65.586,64.8452,65.1122,2509526.0
2019-06-26,65.0595,65.6387,64.864,64.8866,3556383.0
2019-06-27,65.0595,65.586,64.9542,65.1648,2986527.0
2019-06-28,65.2401,65.4695,64.7737,64.7813,6872855.0
2019-06-29,65.2401,65.4695,64.7737,64.7813,6872855.0
2019-06-30,65.2401,65.4695,64.7737,64.7813,6872855.0
2019-07-01,65.3604,65.9621,65.1874,65.6462,2739069.0
2019-07-02,65.6763,65.7816,65.0972,65.4958,5112872.0
2019-07-03,65.5259,65.8117,65.4281,65.6989,2584085.0
2019-07-04,65.5259,65.8117,65.4281,65.6989,2584085.0
2019-07-05,65.5108,65.7816,65.3454,65.7515,6004662.0
2019-07-06,65.5108,65.7816,65.3454,65.7515,6004662.0
2019-07-07,65.5108,65.7816,65.3454,65.7515,6004662.0
2019-07-08,65.6312,65.9245,65.5484,65.7139,10150666.0
2019-07-09,66.3758,66.4736,63.3282,63.6681,12137504.0
2019-07-10,63.7809,64.1119,62.9235,63.2394,3495155.0
2019-07-11,63.3898,63.9765,62.9611,63.8712,2845299.0
2019-07-12,63.8637,64.9166,63.8637,64.7211,2791066.0
2019-07-13,63.8637,64.9166,63.8637,64.7211,2791066.0
2019-07-14,63.8637,64.9166,63.8637,64.7211,2791066.0
2019-07-15,64.6158,64.9994,63.6455,64.5932,3588678.0
2019-07-16,64.7813,66.9399,64.6233,66.0373,3233091.0
2019-07-17,65.9696,65.9696,64.4729,64.4804,2087152.0
2019-07-18,64.4052,65.2626,64.3037,64.4729,1984620.0
2019-07-19,64.3149,65.0972,63.9765,64.6233,7691324.0
2019-07-20,64.3149,65.0972,63.9765,64.6233,7691324.0
2019-07-21,64.3149,65.0972,63.9765,64.6233,7691324.0
2019-07-22,64.2247,64.5707,63.0213,63.3447,3094401.0
2019-07-23,63.3973,64.9467,63.3672,64.7963,1836839.0
2019-07-24,64.5331,65.6011,64.4541,64.9542,2037370.0
2019-07-25,65.1197,65.1197,63.5252,64.3149,2033273.0
2019-07-26,64.0893,64.6609,63.45,64.1871,1935966.0
2019-07-27,64.0893,64.6609,63.45,64.1871,1935966.0
2019-07-28,64.0893,64.6609,63.45,64.1871,1935966.0
2019-07-29,63.9539,64.3375,63.0213,63.0814,1784621.0
2019-07-30,62.5249,63.5327,62.1491,63.4725,1626624.0
2019-07-31,63.2845,64.1269,62.4421,62.9461,3326748.0
2019-08-01,62.7655,63.5891,60.8025,61.2914,2792137.0
2019-08-02,60.1782,60.2685,57.1546,57.2674,4480483.0
2019-08-03,60.1782,60.2685,57.1546,57.2674,4480483.0
2019-08-04,60.1782,60.2685,57.1546,57.2674,4480483.0
2019-08-05,56.741,58.17,56.5529,57.3953,3541351.0
2019-08-06,58.0421,58.4784,56.3348,57.0117,3785342.0
2019-08-07,56.237,57.2524,56.0791,57.117,2600714.0
2019-08-08,57.7262,58.6739,57.7187,58.0121,2706228.0
2019-08-09,57.824,57.8616,56.4025,56.7259,2497265.0
2019-08-10,57.824,57.8616,56.4025,56.7259,2497265.0
2019-08-11,57.824,57.8616,56.4025,56.7259,2497265.0
2019-08-12,56.3423,56.6883,54.8155,54.8531,2153592.0
2019-08-13,54.4018,57.7789,54.3943,56.8688,3265132.0
2019-08-14,55.6579,55.9587,54.5447,54.6876,2494976.0
2019-08-15,55.1916,55.2818,54.0257,54.6049,1922915.0
2019-08-16,54.8381,55.9663,54.65,55.8459,1893132.0
2019-08-17,54.8381,55.9663,54.65,55.8459,1893132.0
2019-08-18,54.8381,55.9663,54.65,55.8459,1893132.0
2019-08-19,56.5379,56.8387,56.2145,56.3198,1723842.0
2019-08-20,56.0264,56.049,54.4921,54.6801,2228422.0
2019-08-21,55.5225,55.9136,54.4319,55.0035,1627197.0
2019-08-22,55.6052,55.8008,54.1536,54.2589,2826174.0
2019-08-23,53.8452,53.9129,51.6039,51.9198,3608629.0
2019-08-24,53.8452,53.9129,51.6039,51.9198,3608629.0
2019-08-25,53.8452,53.9129,51.6039,51.9198,3608629.0
2019-08-26,52.89,52.89,51.9423,52.3109,2076148.0
2019-08-27,53.063,53.063,52.1905,52.4613,2059047.0
2019-08-28,52.4162,54.3868,52.1605,54.1687,2841131.0
2019-08-29,55.0938,56.6958,54.9885,56.6582,4303052.0
2019-08-30,57.2524,58.6589,57.2073,58.2001,5716233.0
2019-08-31,57.2524,58.6589,57.2073,58.2001,5716233.0
2019-09-01,57.2524,58.6589,57.2073,58.2001,5716233.0
2019-09-02,57.2524,58.6589,57.2073,58.2001,5716233.0
2019-09-03,57.186,57.3766,56.332,57.0487,3975704.0
2019-09-04,57.9637,58.2077,57.2088,57.8112,1498766.0
2019-09-05,58.4898,59.7708,58.3754,59.1684,2863905.0
2019-09-06,59.2828,60.0224,58.1696,59.5115,2441458.0
2019-09-07,59.2828,60.0224,58.1696,59.5115,2441458.0
2019-09-08,59.2828,60.0224,58.1696,59.5115,2441458.0
2019-09-09,60.1063,62.1573,59.8241,62.1116,3406261.0
2019-09-10,62.2107,64.887,61.8733,64.8718,4548963.0
2019-09-11,64.9023,65.5732,63.1409,65.3521,2686346.0
2019-09-12,63.7052,64.6125,62.9427,63.8805,2653687.0
2019-09-13,64.9023,66.168,63.8958,65.7791,3686687.0
2019-09-14,64.9023,66.168,63.8958,65.7791,3686687.0
2019-09-15,64.9023,66.168,63.8958,65.7791,3686687.0
2019-09-16,68.1733,69.0273,66.4272,68.3715,4971124.0
2019-09-17,67.8607,68.3182,66.5721,67.8607,4710549.0
2019-09-18,67.4032,67.4184,66.3967,67.3803,2825269.0
2019-09-19,67.4794,68.2267,67.1897,67.5481,2168708.0
2019-09-20,67.8607,68.0666,67.1821,67.3193,6320904.0
2019-09-21,67.8607,68.0666,67.1821,67.3193,6320904.0
2019-09-22,67.8607,68.0666,67.1821,67.3193,6320904.0
2019-09-23,66.4348,67.5366,66.0079,67.2659,2487445.0
2019-09-24,67.1592,67.2812,65.0624,65.7944,2829584.0
2019-09-25,65.558,66.6407,65.131,66.2214,2499120.0
2019-09-26,66.1527,66.9228,65.6724,66.717,1949406.0
2019-09-27,66.8618,68.0513,66.717,67.6319,2824116.0
2019-09-28,66.8618,68.0513,66.717,67.6319,2824116.0
2019-09-29,66.8618,68.0513,66.717,67.6319,2824116.0
2019-09-30,67.6091,68.6079,67.2888,68.219,2769100.0
2019-10-01,68.585,68.9129,65.8325,65.863,2437345.0
2019-10-02,64.7269,65.0319,63.545,64.3609,2667610.0
2019-10-03,63.8653,65.0319,63.3011,65.0014,1444734.0
2019-10-04,65.1691,65.6876,64.46,64.948,1413799.0
2019-10-05,65.1691,65.6876,64.46,64.948,1413799.0
2019-10-06,65.1691,65.6876,64.46,64.948,1413799.0
2019-10-07,64.8336,65.3369,64.0635,64.1703,1409482.0
2019-10-08,63.3392,63.4154,62.104,62.2412,2472544.0
2019-10-09,62.8664,63.0952,62.3685,62.7139,1747792.0
2019-10-10,63.2401,64.3838,63.1638,63.9873,1604478.0
2019-10-11,65.3598,67.8073,65.2759,67.1516,2350841.0
2019-10-12,65.3598,67.8073,65.2759,67.1516,2350841.0
2019-10-13,65.3598,67.8073,65.2759,67.1516,2350841.0
2019-10-14,66.1604,67.3494,65.5961,66.6178,1193630.0
2019-10-15,66.839,67.4489,66.3891,66.4882,1819691.0
2019-10-16,66.6788,67.4337,65.8554,65.9164,2281342.0
2019-10-17,66.4196,67.0982,65.6342,65.8859,1876559.0
2019-10-18,65.619,66.345,65.4436,65.6571,2289921.0
2019-10-19,65.619,66.345,65.4436,65.6571,2289921.0
2019-10-20,65.619,66.345,65.4436,65.6571,2289921.0
2019-10-21,66.5568,67.3269,66.4882,67.0906,1736083.0
2019-10-22,67.0601,67.2812,65.4665,67.0753,2886962.0
2019-10-23,66.9762,67.8073,66.6178,67.2583,1786318.0
2019-10-24,67.8683,68.6765,66.6102,67.3727,1106038.0
2019-10-25,67.0372,69.3628,66.4501,69.256,2160823.0
2019-10-26,67.0372,69.3628,66.4501,69.256,2160823.0
2019-10-27,67.0372,69.3628,66.4501,69.256,2160823.0
2019-10-28,69.8126,70.171,68.6765,69.6449,1840733.0
2019-10-29,69.1035,70.2922,68.6232,69.8736,1812225.0
2019-10-30,69.5305,70.11,68.6842,69.9041,1745011.0
2019-10-31,69.4238,69.9041,68.2839,68.3944,2744594.0
2019-11-01,70.3616,72.1077,68.2877,71.3681,2752838.0
2019-11-02,70.3616,72.1077,68.2877,71.3681,2752838.0
2019-11-03,70.3616,72.1077,68.2877,71.3681,2752838.0
2019-11-04,71.9171,73.991,71.8866,73.747,3041949.0
2019-11-05,74.1893,75.4169,73.8233,74.2426,2974607.0
2019-11-06,74.2198,74.3494,73.4878,74.0063,1536409.0
2019-11-07,74.4485,74.723,73.5793,74.3341,2218835.0
2019-11-08,74.3036,74.4104,73.5869,74.2579,1250963.0
2019-11-09,74.3036,74.4104,73.5869,74.2579,1250963.0
2019-11-10,74.3036,74.4104,73.5869,74.2579,1250963.0
2019-11-11,73.1447,74.3799,72.6109,74.1054,995990.0
2019-11-12,74.0978,74.5095,73.2895,73.6403,1315056.0
2019-11-13,72.7634,73.2285,72.2831,72.6338,1341073.0
2019-11-14,72.3441,73.7775,72.2144,73.1065,1292267.0
2019-11-15,73.7165,73.7928,72.8702,73.198,1019724.0
2019-11-16,73.7165,73.7928,72.8702,73.198,1019724.0
2019-11-17,73.7165,73.7928,72.8702,73.198,1019724.0
2019-11-18,72.8016,73.1142,71.7265,72.3746,1466632.0
2019-11-19,72.4737,72.5575,70.72,70.9564,1830411.0
2019-11-20,70.7505,71.0936,69.7669,70.3235,1382650.0
2019-11-21,70.4226,71.208,69.7364,71.1698,1694395.0
2019-11-22,71.3223,72.3212,71.0936,71.1698,1270224.0
2019-11-23,71.3223,72.3212,71.0936,71.1698,1270224.0
2019-11-24,71.3223,72.3212,71.0936,71.1698,1270224.0
2019-11-25,71.7036,72.2678,70.9945,72.2449,1634298.0
2019-11-26,72.2831,72.3974,71.3605,71.4138,2223579.0
2019-11-27,71.3986,72.1382,70.8191,72.0924,1360803.0
2019-11-28,71.3986,72.1382,70.8191,72.0924,1360803.0
2019-11-29,71.8611,72.0616,71.2404,71.3522,698647.0
2019-11-30,71.8611,72.0616,71.2404,71.3522,698647.0
2019-12-01,71.8611,72.0616,71.2404,71.3522,698647.0
2019-12-02,71.6529,72.6167,71.2558,71.437,1496908.0
2019-12-03,69.6328,71.013,69.0767,70.7508,2705462.0
2019-12-04,71.437,72.2775,70.5195,70.5349,1699353.0
2019-12-05,70.9898,71.0785,70.1494,70.7662,1793694.0
2019-12-06,71.437,72.1233,71.3021,71.6298,2266429.0
2019-12-07,71.437,72.1233,71.3021,71.6298,2266429.0
2019-12-08,71.437,72.1233,71.3021,71.6298,2266429.0
2019-12-09,71.8071,71.8765,70.8433,70.9513,1248555.0
2019-12-10,70.5272,70.8202,69.5429,69.841,2434058.0
2019-12-11,70.08,70.6583,69.8718,70.3036,1285424.0
2019-12-12,69.9644,72.5936,69.8333,72.4548,2239356.0
2019-12-13,72.663,73.1025,71.3985,71.4139,1395830.0
2019-12-14,72.663,73.1025,71.3985,71.4139,1395830.0
2019-12-15,72.663,73.1025,71.3985,71.4139,1395830.0
2019-12-16,72.2852,72.8866,72.1078,72.2081,2008816.0
2019-12-17,72.2543,73.2374,72.2158,73.1488,2256263.0
2019-12-18,72.8789,73.4803,72.1541,73.3801,2697479.0
2019-12-19,73.6422,73.8119,73.0138,73.5034,1517880.0
2019-12-20,73.8812,73.8812,72.1256,72.4317,3439155.0
2019-12-21,73.8812,73.8812,72.1256,72.4317,3439155.0
2019-12-22,73.8812,73.8812,72.1256,72.4317,3439155.0
2019-12-23,72.2004,72.9868,72.1095,72.8712,1338178.0
2019-12-24,73.0562,73.249,72.6453,72.9329,492831.0
2019-12-25,73.0562,73.249,72.6453,72.9329,492831.0
2019-12-26,72.5782,72.9174,72.4471,72.9174,597161.0
2019-12-27,73.195,73.3569,72.2235,72.3546,1234666.0
2019-12-28,73.195,73.3569,72.2235,72.3546,1234666.0
2019-12-29,73.195,73.3569,72.2235,72.3546,1234666.0
2019-12-30,72.5011,72.8326,72.3777,72.5473,899752.0
2019-12-31,72.1233,72.9329,72.1233,72.848,1204157.0
2020-01-01,72.1233,72.9329,72.1233,72.848,1204157.0
2020-01-02,73.4649,73.6114,72.0539,72.37,2206992.0
2020-01-03,71.6144,71.9768,70.5812,70.5889,2713235.0
2020-01-04,71.6144,71.9768,70.5812,70.5889,2713235.0
2020-01-05,71.6144,71.9768,70.5812,70.5889,2713235.0
2020-01-06,70.427,71.3831,70.2342,70.4038,2710709.0
2020-01-07,69.895,71.1132,69.4632,70.1031,3063770.0
2020-01-08,69.7639,70.2805,68.8463,69.8101,1829915.0
2020-01-09,69.9027,70.3499,69.2473,69.8333,1724180.0
2020-01-10,69.8333,70.134,68.7769,68.9543,1755352.0
2020-01-11,69.8333,70.134,68.7769,68.9543,1755352.0
2020-01-12,69.8333,70.134,68.7769,68.9543,1755352.0
2020-01-13,68.9312,70.319,68.6998,70.319,1680926.0
2020-01-14,70.0569,71.5373,70.0569,70.8819,2297309.0
2020-01-15,70.4501,71.0515,69.9721,70.3113,1639403.0
2020-01-16,70.6968,70.9204,70.319,70.5581,1451515.0
2020-01-17,70.5503,70.9667,69.9412,70.9359,2534687.0
2020-01-18,70.5503,70.9667,69.9412,70.9359,2534687.0
2020-01-19,70.5503,70.9667,69.9412,70.9359,2534687.0
2020-01-20,70.5503,70.9667,69.9412,70.9359,2534687.0
2020-01-21,70.4732,70.4763,68.1678,68.9234,2005463.0
2020-01-22,68.7461,68.7461,66.5255,66.8031,3321427.0
2020-01-23,66.2325,66.7028,64.7444,66.4947,3276815.0
2020-01-24,66.2788,66.4098,65.0682,65.5,2668835.0
2020-01-25,66.2788,66.4098,65.0682,65.5,2668835.0
2020-01-26,66.2788,66.4098,65.0682,65.5,2668835.0
2020-01-27,63.9117,63.9117,62.8553,63.3103,3487989.0
2020-01-28,63.7035,64.6365,63.6264,63.9425,2884912.0
2020-01-29,64.6133,65.608,64.5825,64.6519,2127577.0
2020-01-30,63.8423,64.4822,62.8862,64.3435,2807481.0
2020-01-31,61.853,62.146,59.5938,60.0333,7267782.0
2020-02-01,61.853,62.146,59.5938,60.0333,7267782.0
2020-02-02,61.853,62.146,59.5938,60.0333,7267782.0
2020-02-03,60.4189,61.4829,59.7558,60.7735,2464203.0
2020-02-04,62.1768,64.2355,61.6911,63.0096,2968380.0
2020-02-05,63.9965,64.9063,63.6881,64.8292,2792991.0
2020-02-06,65.0605,65.0991,63.3025,64.2895,1740230.0
2020-02-07,63.6495,63.6958,62.6317,63.3025,1324135.0
2020-02-08,63.6495,63.6958,62.6317,63.3025,1324135.0
2020-02-09,63.6495,63.6958,62.6317,63.3025,1324135.0
2020-02-10,62.9864,63.8346,62.5778,63.1715,2455474.0
2020-02-11,63.8191,65.3844,63.7112,64.7444,1577178.0
2020-02-12,65.6696,66.8262,65.1916,66.0089,2084523.0
2020-02-13,65.3844,65.8161,64.2895,64.3743,1517684.0
2020-02-14,64.4977,64.6056,63.1329,63.6881,1895729.0
2020-02-15,64.4977,64.6056,63.1329,63.6881,1895729.0
2020-02-16,64.4977,64.6056,63.1329,63.6881,1895729.0
2020-02-17,64.4977,64.6056,63.1329,63.6881,1895729.0
2020-02-18,63.2563,63.7642,61.9841,62.7011,1158458.0
2020-02-19,62.9016,63.4028,62.8245,63.1869,1290264.0
2020-02-20,63.0558,64.6365,62.8862,64.2664,1635184.0
2020-02-21,63.7806,64.3203,63.4722,63.9271,1580286.0
2020-02-22,63.7806,64.3203,63.4722,63.9271,1580286.0
2020-02-23,63.7806,64.3203,63.4722,63.9271,1580286.0
2020-02-24,61.4289,61.9145,60.8352,61.4135,2689784.0
2020-02-25,61.7296,61.9995,57.6817,58.1443,2406318.0
2020-02-26,58.8999,59.324,57.088,57.3578,2997094.0
2020-02-27,55.9391,57.4735,54.6283,54.6669,3367869.0
2020-02-28,54.1347,56.2713,53.6103,55.9269,4156302.0
2020-02-29,54.1347,56.2713,53.6103,55.9269,4156302.0
