,MOV US Equity,MOV US Equity,MOV US Equity,MOV US Equity,MOV US Equity
2023-08-13,27.1296,27.4858,27.0092,27.2066,60626.0
2023-08-14,27.0237,27.0237,26.5423,26.8311,72510.0
2023-08-15,26.6482,26.7349,26.322,26.706,56925.0
2023-08-16,26.6386,27.0718,26.3883,26.3979,72896.0
2023-08-17,26.5231,26.8889,26.5231,26.8311,119751.0
2023-08-18,26.5808,26.8985,26.4461,26.4846,165722.0
2023-08-19,26.5808,26.8985,26.4461,26.4846,165722.0
2023-08-20,26.5808,26.8985,26.4461,26.4846,165722.0
2023-08-21,26.5134,26.6434,25.8588,25.8973,85444.0
2023-08-22,25.7144,25.7866,24.7805,24.7805,110784.0
2023-08-23,24.7035,25.233,24.535,25.1175,117414.0
2023-08-24,23.0476,26.4749,23.0476,25.2426,235327.0
2023-08-25,25.4737,25.4737,24.742,24.8768,134881.0
2023-08-26,25.4737,25.4737,24.742,24.8768,134881.0
2023-08-27,25.4737,25.4737,24.742,24.8768,134881.0
2023-08-28,25.1175,25.6085,25.1175,25.3582,162418.0
2023-08-29,25.5026,25.9358,25.1945,25.8395,131993.0
2023-08-30,25.5411,26.0369,25.4039,25.8107,119977.0
2023-08-31,25.7625,26.369,25.7625,26.3305,123630.0
2023-09-01,26.4364,26.7156,26.1765,26.6193,125292.0
2023-09-02,26.4364,26.7156,26.1765,26.6193,125292.0
2023-09-03,26.4364,26.7156,26.1765,26.6193,125292.0
2023-09-04,26.4364,26.7156,26.1765,26.6193,125292.0
2023-09-05,26.369,26.8023,25.7721,26.6771,170537.0
2023-09-06,26.7356,26.9111,26.5601,26.7551,167154.0
2023-09-07,26.6869,27.0086,26.1993,27.0086,150288.0
2023-09-08,27.0086,27.3206,26.6284,27.1549,131777.0
2023-09-09,27.0086,27.3206,26.6284,27.1549,131777.0
2023-09-10,27.0086,27.3206,26.6284,27.1549,131777.0
2023-09-11,27.2329,27.3791,26.7161,26.7161,90775.0
2023-09-12,26.5211,26.8526,26.0141,26.0628,104192.0
2023-09-13,26.1116,26.1506,25.7216,25.8776,157021.0
2023-09-14,25.8971,26.6186,25.8971,26.5114,100464.0
2023-09-15,26.5991,26.8624,25.9653,26.1506,708269.0
2023-09-16,26.5991,26.8624,25.9653,26.1506,708269.0
2023-09-17,26.5991,26.8624,25.9653,26.1506,708269.0
2023-09-18,26.2188,26.3066,25.6923,26.2773,150985.0
2023-09-19,26.3261,26.4187,26.1408,26.2091,72775.0
2023-09-20,26.2286,26.3846,25.8971,25.9263,90789.0
2023-09-21,25.6338,26.2676,25.5656,25.9946,138632.0
2023-09-22,25.9556,26.1701,25.3413,25.3803,112502.0
2023-09-23,25.9556,26.1701,25.3413,25.3803,112502.0
2023-09-24,25.9556,26.1701,25.3413,25.3803,112502.0
2023-09-25,25.2438,25.5656,25.0488,25.1073,84144.0
2023-09-26,24.9318,25.1561,24.6125,24.688,110635.0
2023-09-27,24.9415,25.1902,24.7368,24.9025,67343.0
2023-09-28,25.0878,25.5558,25.039,25.3218,107744.0
2023-09-29,26.7356,26.9599,26.3163,26.6674,183240.0
2023-09-30,26.7356,26.9599,26.3163,26.6674,183240.0
2023-10-01,26.7356,26.9599,26.3163,26.6674,183240.0
2023-10-02,26.7746,27.3985,26.7161,27.3596,169526.0
2023-10-03,27.0574,27.3743,26.7454,26.9014,116532.0
2023-10-04,26.8819,27.4961,26.7551,27.4961,111623.0
2023-10-05,27.3206,27.5498,27.1939,27.3596,102942.0
2023-10-06,27.1451,27.7643,26.8916,27.5156,119317.0
2023-10-07,27.1451,27.7643,26.8916,27.5156,119317.0
2023-10-08,27.1451,27.7643,26.8916,27.5156,119317.0
2023-10-09,27.3889,28.0519,27.345,28.0422,56410.0
2023-10-10,28.0909,28.1494,27.6571,27.8764,98298.0
2023-10-11,27.7692,28.4614,27.7692,28.4419,100779.0
2023-10-12,28.4517,28.4517,27.6765,28.0129,129278.0
2023-10-13,28.0909,28.2128,26.9891,27.0671,116338.0
2023-10-14,28.0909,28.2128,26.9891,27.0671,116338.0
2023-10-15,28.0909,28.2128,26.9891,27.0671,116338.0
2023-10-16,27.3206,28.3396,27.3206,28.1202,86033.0
2023-10-17,27.9349,28.9733,27.9349,28.832,98881.0
2023-10-18,28.5297,28.9002,28.4127,28.5394,41784.0
2023-10-19,28.3737,28.5199,27.5839,27.7399,181150.0
2023-10-20,27.9154,27.9154,27.4474,27.5547,150673.0
2023-10-21,27.9154,27.9154,27.4474,27.5547,150673.0
2023-10-22,27.9154,27.9154,27.4474,27.5547,150673.0
2023-10-23,27.4864,27.9642,27.1646,27.3304,104153.0
2023-10-24,27.6132,28.0129,27.5254,27.6814,85612.0
2023-10-25,27.5449,27.9349,27.2231,27.9154,82853.0
2023-10-26,28.0422,28.0422,27.4474,27.6814,85136.0
2023-10-27,27.6522,27.8277,26.8721,26.9696,56461.0
2023-10-28,27.6522,27.8277,26.8721,26.9696,56461.0
2023-10-29,27.6522,27.8277,26.8721,26.9696,56461.0
2023-10-30,27.0476,27.3548,26.8819,27.0281,58892.0
2023-10-31,26.9404,27.3353,26.8575,27.1646,47615.0
2023-11-01,27.2134,27.2134,26.7259,26.9501,66831.0
2023-11-02,27.2134,27.5839,26.8624,27.5156,86226.0
2023-11-03,28.0324,28.6759,27.7887,28.5102,101966.0
2023-11-04,28.0324,28.6759,27.7887,28.5102,101966.0
2023-11-05,28.0324,28.6759,27.7887,28.5102,101966.0
2023-11-06,28.6857,28.7052,28.2664,28.5492,120395.0
2023-11-07,28.6467,28.6467,28.2491,28.6272,67017.0
2023-11-08,28.4907,28.6321,27.3616,27.4084,93606.0
2023-11-09,27.6912,27.6912,26.4821,26.5309,77925.0
2023-11-10,26.7746,27.1208,26.5211,26.8331,140877.0
2023-11-11,26.7746,27.1208,26.5211,26.8331,140877.0
2023-11-12,26.7746,27.1208,26.5211,26.8331,140877.0
2023-11-13,26.6869,26.8526,26.3944,26.7259,80479.0
2023-11-14,27.5742,28.4907,27.5742,28.0324,153780.0
2023-11-15,28.0714,29.027,28.0714,28.4907,92913.0
2023-11-16,28.4127,28.4127,27.4669,27.6717,98748.0
2023-11-17,27.9934,28.4858,27.9934,28.2762,132768.0
2023-11-18,27.9934,28.4858,27.9934,28.2762,132768.0
2023-11-19,27.9934,28.4858,27.9934,28.2762,132768.0
2023-11-20,28.2274,28.6857,27.8248,28.5394,92560.0
2023-11-21,28.5394,28.6564,28.2274,28.5882,98203.0
2023-11-22,28.7052,28.8125,27.8179,27.8569,126452.0
2023-11-23,28.7052,28.8125,27.8179,27.8569,126452.0
2023-11-24,27.8764,28.2664,27.8667,28.0324,41404.0
2023-11-25,27.8764,28.2664,27.8667,28.0324,41404.0
2023-11-26,27.8764,28.2664,27.8667,28.0324,41404.0
2023-11-27,28.0324,28.1787,27.7646,28.1202,71638.0
2023-11-28,28.1299,28.3249,27.8033,27.8277,127432.0
2023-11-29,28.1494,28.5199,28.0812,28.2567,199227.0
2023-11-30,25.0439,25.6436,24.8343,25.4973,388800.0
2023-12-01,25.6046,26.1701,25.2536,25.4291,290079.0
2023-12-02,25.6046,26.1701,25.2536,25.4291,290079.0
2023-12-03,25.6046,26.1701,25.2536,25.4291,290079.0
2023-12-04,25.4583,26.4724,25.4583,26.4334,230277.0
2023-12-05,26.8819,26.8819,25.9653,26.3651,178957.0
2023-12-06,26.5796,26.8136,26.2091,26.3358,248561.0
2023-12-07,26.3163,27.3353,26.3163,27.3109,238009.0
2023-12-08,27.2524,27.4961,26.9648,27.3011,111273.0
2023-12-09,27.2524,27.4961,26.9648,27.3011,111273.0
2023-12-10,27.2524,27.4961,26.9648,27.3011,111273.0
2023-12-11,27.6369,28.0318,27.1629,27.39,177793.0
2023-12-12,27.4591,27.9676,27.1037,27.6961,176960.0
2023-12-13,27.5875,28.8513,27.5875,28.4564,241356.0
2023-12-14,28.9501,29.819,28.513,29.7104,187209.0
2023-12-15,29.8782,30.4224,29.6412,29.9769,701167.0
2023-12-16,29.8782,30.4224,29.6412,29.9769,701167.0
2023-12-17,29.8782,30.4224,29.6412,29.9769,701167.0
2023-12-18,30.0757,30.0757,29.6017,29.9769,124715.0
2023-12-19,30.2337,30.52,30.0362,30.2732,673535.0
2023-12-20,30.2732,31.0433,30.0954,30.0954,229461.0
2023-12-21,30.1547,30.599,30.1547,30.5793,158610.0
2023-12-22,30.3916,30.5546,30.0362,30.1053,117960.0
2023-12-23,30.3916,30.5546,30.0362,30.1053,117960.0
2023-12-24,30.3916,30.5546,30.0362,30.1053,117960.0
2023-12-25,30.3916,30.5546,30.0362,30.1053,117960.0
2023-12-26,30.2633,30.5793,30.1547,30.4904,85099.0
2023-12-27,30.441,30.7866,30.3522,30.4114,146444.0
2023-12-28,30.3028,30.5101,30.1843,30.3423,116901.0
2023-12-29,30.4805,30.7866,29.6511,29.7696,169883.0
2023-12-30,30.4805,30.7866,29.6511,29.7696,169883.0
2023-12-31,30.4805,30.7866,29.6511,29.7696,169883.0
2024-01-01,30.4805,30.7866,29.6511,29.7696,169883.0
2024-01-02,29.5721,30.0523,29.5672,29.9276,121153.0
2024-01-03,29.7597,29.7597,28.6687,28.6835,151248.0
2024-01-04,28.6242,28.7427,28.3823,28.6242,98034.0
2024-01-05,28.4169,29.1179,28.4169,29.0686,130156.0
2024-01-06,28.4169,29.1179,28.4169,29.0686,130156.0
2024-01-07,28.4169,29.1179,28.4169,29.0686,130156.0
2024-01-08,29.1574,29.6511,28.9007,28.9994,154879.0
2024-01-09,28.6637,28.8563,28.3971,28.7625,103398.0
2024-01-10,28.6933,29.6215,28.2984,28.3971,179716.0
2024-01-11,28.3873,28.5354,27.9034,28.1799,128058.0
2024-01-12,28.4465,28.76,27.4492,27.5875,83004.0
2024-01-13,28.4465,28.76,27.4492,27.5875,83004.0
2024-01-14,28.4465,28.76,27.4492,27.5875,83004.0
2024-01-15,28.4465,28.76,27.4492,27.5875,83004.0
2024-01-16,27.3011,27.5381,27.0345,27.4394,83144.0
2024-01-17,27.2024,27.5579,26.9457,27.2123,86068.0
2024-01-18,27.3604,27.4492,26.9951,27.4394,179933.0
2024-01-19,27.6763,28.0022,27.1629,27.9528,138319.0
2024-01-20,27.6763,28.0022,27.1629,27.9528,138319.0
2024-01-21,27.6763,28.0022,27.1629,27.9528,138319.0
2024-01-22,27.9627,28.3576,27.9429,28.1009,151114.0
2024-01-23,28.5057,28.5057,27.7652,27.7948,122007.0
2024-01-24,28.1404,28.1404,27.5184,27.8442,118044.0
2024-01-25,28.0417,28.1503,27.706,28.0614,112969.0
2024-01-26,28.1898,28.3873,27.8047,28.2885,114506.0
2024-01-27,28.1898,28.3873,27.8047,28.2885,114506.0
2024-01-28,28.1898,28.3873,27.8047,28.2885,114506.0
2024-01-29,28.3576,28.4337,28.0614,28.3478,108553.0
2024-01-30,28.1799,28.3033,28.0027,28.0417,119028.0
2024-01-31,27.9923,28.0812,27.2024,27.232,142936.0
2024-02-01,27.5579,27.8639,27.2666,27.6862,126764.0
2024-02-02,27.4986,27.9528,27.3209,27.6369,103937.0
2024-02-03,27.4986,27.9528,27.3209,27.6369,103937.0
2024-02-04,27.4986,27.9528,27.3209,27.6369,103937.0
2024-02-05,27.2518,27.3456,26.996,27.2715,94807.0
2024-02-06,27.311,27.7948,27.2221,27.2518,92410.0
2024-02-07,27.1629,27.1629,26.4421,26.61,100110.0
2024-02-08,26.6988,27.5677,26.6988,27.5677,104230.0
2024-02-09,27.4789,28.0022,27.3704,27.9429,59047.0
2024-02-10,27.4789,28.0022,27.3704,27.9429,59047.0
2024-02-11,27.4789,28.0022,27.3704,27.9429,59047.0
2024-02-12,27.9034,29.0784,27.9034,28.9896,105876.0
2024-02-13,27.9528,28.0318,27.3209,27.3999,124289.0
2024-02-14,27.7158,28.017,27.3703,27.9627,88437.0
2024-02-15,28.17,28.8513,28.1306,28.8118,104818.0
2024-02-16,28.4761,28.8859,28.3578,28.723,102880.0
2024-02-17,28.4761,28.8859,28.3578,28.723,102880.0
2024-02-18,28.4761,28.8859,28.3578,28.723,102880.0
2024-02-19,28.4761,28.8859,28.3578,28.723,102880.0
2024-02-20,28.407,28.8513,28.3181,28.4663,93933.0
2024-02-21,28.328,28.4959,28.0367,28.2885,72801.0
2024-02-22,28.2392,28.4564,27.8738,28.1997,123597.0
2024-02-23,28.2293,28.3675,27.9617,28.1503,91568.0
2024-02-24,28.2293,28.3675,27.9617,28.1503,91568.0
2024-02-25,28.2293,28.3675,27.9617,28.1503,91568.0
2024-02-26,28.0614,28.3971,27.6665,27.9824,138609.0
2024-02-27,28.2984,28.5452,28.0713,28.3971,80590.0
2024-02-28,28.1305,28.3576,27.9153,28.0614,106888.0
2024-02-29,28.5354,28.7723,28.2145,28.3478,158977.0
2024-03-01,28.2786,28.4465,27.9429,28.4465,127670.0
2024-03-02,28.2786,28.4465,27.9429,28.4465,127670.0
2024-03-03,28.2786,28.4465,27.9429,28.4465,127670.0
2024-03-04,28.5354,28.5601,27.5875,27.6072,123736.0
2024-03-05,27.4492,27.6369,27.1432,27.3011,119604.0
2024-03-06,27.3999,27.4492,26.9753,27.1728,187525.0
2024-03-07,27.311,27.3801,27.0049,27.3308,177743.0
2024-03-08,27.5875,27.7553,27.1925,27.2616,109799.0
2024-03-09,27.5875,27.7553,27.1925,27.2616,109799.0
2024-03-10,27.5875,27.7553,27.1925,27.2616,109799.0
2024-03-11,27.0345,27.232,26.4125,26.9852,269993.0
2024-03-12,27.1234,27.2419,26.768,27.1333,280578.0
2024-03-13,27.1333,27.1333,26.6692,27.0345,237408.0
2024-03-14,27.0543,27.0543,25.4152,25.7213,265901.0
2024-03-15,25.8201,26.8371,25.7559,26.3236,3055272.0
2024-03-16,25.8201,26.8371,25.7559,26.3236,3055272.0
2024-03-17,25.8201,26.8371,25.7559,26.3236,3055272.0
2024-03-18,26.5014,26.5063,25.4152,25.4449,239977.0
2024-03-19,25.4152,26.5211,25.4152,26.1755,256289.0
2024-03-20,26.0768,26.6297,25.8892,26.5112,202255.0
2024-03-21,26.5112,26.5804,26.1459,26.2348,305306.0
2024-03-22,26.2348,26.3681,25.9879,26.2348,139849.0
2024-03-23,26.2348,26.3681,25.9879,26.2348,139849.0
2024-03-24,26.2348,26.3681,25.9879,26.2348,139849.0
2024-03-25,26.2348,26.6593,25.9188,26.1854,227983.0
2024-03-26,24.418,27.1234,23.8202,26.373,438596.0
2024-03-27,26.6593,27.4098,26.6347,27.2913,341841.0
2024-03-28,27.2518,27.6862,27.2518,27.5776,248931.0
2024-03-29,27.2518,27.6862,27.2518,27.5776,248931.0
2024-03-30,27.2518,27.6862,27.2518,27.5776,248931.0
2024-03-31,27.2518,27.6862,27.2518,27.5776,248931.0
2024-04-01,27.5381,27.5381,27.074,27.4295,167752.0
2024-04-02,27.1135,27.1135,26.768,26.9951,321728.0
2024-04-03,26.9951,27.3604,26.768,27.3308,158258.0
2024-04-04,27.7751,27.9034,27.3999,27.469,279849.0
2024-04-05,27.469,27.7652,27.3703,27.39,173851.0
2024-04-06,27.469,27.7652,27.3703,27.39,173851.0
2024-04-07,27.469,27.7652,27.3703,27.39,173851.0
2024-04-08,27.57,27.855,27.5,27.58,152937.0
