,SBCF US Equity,SBCF US Equity,SBCF US Equity,SBCF US Equity,SBCF US Equity
2020-03-03,24.2932,24.6758,23.7986,24.1252,459000.0
2020-03-04,24.4332,24.5359,23.8172,24.4332,252847.0
2020-03-05,23.7519,24.0272,23.0146,23.3413,425011.0
2020-03-06,22.3613,23.7986,22.3613,23.2386,488754.0
2020-03-07,22.3613,23.7986,22.3613,23.2386,488754.0
2020-03-08,22.3613,23.7986,22.3613,23.2386,488754.0
2020-03-09,21.904,22.2586,20.5694,20.5881,331267.0
2020-03-10,21.2787,21.372,19.8695,20.8307,271323.0
2020-03-11,20.2894,20.4108,18.7402,18.9082,345687.0
2020-03-12,17.7883,18.4553,16.7617,17.1536,447022.0
2020-03-13,18.1989,18.8709,17.1163,18.8242,363119.0
2020-03-14,18.1989,18.8709,17.1163,18.8242,363119.0
2020-03-15,18.1989,18.8709,17.1163,18.8242,363119.0
2020-03-16,16.743,17.5363,15.9777,16.0897,356625.0
2020-03-17,16.3324,17.275,15.1191,17.275,686837.0
2020-03-18,16.267,17.0743,14.7458,14.9418,462298.0
2020-03-19,14.7084,15.4737,13.6585,15.3804,845438.0
2020-03-20,15.2218,15.6417,14.2698,14.4845,748568.0
2020-03-21,15.2218,15.6417,14.2698,14.4845,748568.0
2020-03-22,15.2218,15.6417,14.2698,14.4845,748568.0
2020-03-23,14.5218,14.8018,12.4126,13.6632,483584.0
2020-03-24,14.3538,16.071,13.7798,15.8284,415248.0
2020-03-25,15.903,16.2484,14.6208,15.7537,531540.0
2020-03-26,15.9124,17.6576,15.3991,17.6389,336986.0
2020-03-27,16.6777,17.3963,15.9497,16.631,405303.0
2020-03-28,16.6777,17.3963,15.9497,16.631,405303.0
2020-03-29,16.6777,17.3963,15.9497,16.631,405303.0
2020-03-30,16.7897,17.1101,16.1177,16.687,224611.0
2020-03-31,16.5097,17.1443,16.2344,17.0883,419495.0
2020-04-01,16.2204,16.7337,15.8377,16.631,500960.0
2020-04-02,16.4817,17.4989,16.3883,17.0043,343004.0
2020-04-03,16.799,17.0416,14.9511,15.2591,381475.0
2020-04-04,16.799,17.0416,14.9511,15.2591,381475.0
2020-04-05,16.799,17.0416,14.9511,15.2591,381475.0
2020-04-06,16.0524,16.4537,15.7164,16.0057,203208.0
2020-04-07,16.771,17.079,16.4443,16.7243,419193.0
2020-04-08,16.939,17.8536,16.6777,17.7789,390094.0
2020-04-09,18.4789,19.3842,17.6498,19.2162,297972.0
2020-04-10,18.4789,19.3842,17.6498,19.2162,297972.0
2020-04-11,18.4789,19.3842,17.6498,19.2162,297972.0
2020-04-12,18.4789,19.3842,17.6498,19.2162,297972.0
2020-04-13,19.1882,19.4588,17.7416,17.8723,173342.0
2020-04-14,18.3856,18.6095,17.0629,17.5829,257333.0
2020-04-15,16.687,17.051,16.6683,16.7523,288458.0
2020-04-16,16.687,17.8723,15.0304,15.6977,349728.0
2020-04-17,16.323,17.1256,15.6044,17.0043,345127.0
2020-04-18,16.323,17.1256,15.6044,17.0043,345127.0
2020-04-19,16.323,17.1256,15.6044,17.0043,345127.0
2020-04-20,16.4163,17.331,16.127,16.827,200782.0
2020-04-21,16.1644,16.995,15.9404,16.9017,218229.0
2020-04-22,17.303,17.303,16.8083,17.0416,220032.0
2020-04-23,17.1256,17.5829,16.897,17.1816,173519.0
2020-04-24,17.2376,17.5643,16.8083,17.3963,165794.0
2020-04-25,17.2376,17.5643,16.8083,17.3963,165794.0
2020-04-26,17.2376,17.5643,16.8083,17.3963,165794.0
2020-04-27,17.6856,19.0482,17.5176,18.8989,266097.0
2020-04-28,19.5988,19.7621,18.9175,19.5148,186757.0
2020-04-29,19.3935,22.968,18.4786,22.156,581067.0
2020-04-30,21.512,21.764,20.7426,20.9707,394830.0
2020-05-01,19.9815,20.3268,18.8931,20.1121,344440.0
2020-05-02,19.9815,20.3268,18.8931,20.1121,344440.0
2020-05-03,19.9815,20.3268,18.8931,20.1121,344440.0
2020-05-04,19.4495,20.2008,19.1695,20.0935,271770.0
2020-05-05,20.5508,20.7188,19.2908,19.3468,226555.0
2020-05-06,19.3748,19.3748,18.3669,18.4509,244487.0
2020-05-07,18.6749,19.1882,18.2829,18.6375,215022.0
2020-05-08,19.2162,20.1868,19.2162,20.1308,303188.0
2020-05-09,19.2162,20.1868,19.2162,20.1308,303188.0
2020-05-10,19.2162,20.1868,19.2162,20.1308,303188.0
2020-05-11,19.6921,20.0235,19.2442,19.4868,328658.0
2020-05-12,19.5802,19.5802,18.0402,18.0776,221053.0
2020-05-13,18.2082,18.3202,16.7897,17.2843,229110.0
2020-05-14,16.799,17.1816,16.071,17.1443,237444.0
2020-05-15,17.023,17.275,16.715,17.0696,197670.0
2020-05-16,17.023,17.275,16.715,17.0696,197670.0
2020-05-17,17.023,17.275,16.715,17.0696,197670.0
2020-05-18,18.0123,19.1602,17.1163,18.9922,260095.0
2020-05-19,18.6749,18.9175,17.9656,17.9936,191979.0
2020-05-20,18.4696,19.2162,18.1989,19.1602,181781.0
2020-05-21,19.0482,19.3795,18.8102,18.8149,157192.0
2020-05-22,18.9922,19.0482,18.4042,18.6842,129578.0
2020-05-23,18.9922,19.0482,18.4042,18.6842,129578.0
2020-05-24,18.9922,19.0482,18.4042,18.6842,129578.0
2020-05-25,18.9922,19.0482,18.4042,18.6842,129578.0
2020-05-26,19.6642,20.3921,18.7869,20.1028,199122.0
2020-05-27,20.7654,22.4546,20.6581,22.1513,312609.0
2020-05-28,22.6413,22.6413,20.6161,20.7748,268584.0
2020-05-29,20.4201,20.9455,19.9068,20.2988,226828.0
2020-05-30,20.4201,20.9455,19.9068,20.2988,226828.0
2020-05-31,20.4201,20.9455,19.9068,20.2988,226828.0
2020-06-01,20.4761,21.0454,20.0748,20.2335,278051.0
2020-06-02,20.5041,20.5974,19.8788,19.9908,146849.0
2020-06-03,20.6068,21.7827,20.4574,21.512,283161.0
2020-06-04,21.6054,21.974,20.3081,21.764,251737.0
2020-06-05,23.3319,24.1081,22.9213,23.3319,399941.0
2020-06-06,23.3319,24.1081,22.9213,23.3319,399941.0
2020-06-07,23.3319,24.1081,22.9213,23.3319,399941.0
2020-06-08,23.6212,24.1625,22.968,23.0893,416301.0
2020-06-09,22.4453,23.0986,21.9606,22.604,364658.0
2020-06-10,22.4173,22.4173,21.0734,21.1201,237902.0
2020-06-11,19.8508,20.0561,19.0669,19.1322,208602.0
2020-06-12,20.2614,20.2614,18.8335,19.4868,200194.0
2020-06-13,20.2614,20.2614,18.8335,19.4868,200194.0
2020-06-14,20.2614,20.2614,18.8335,19.4868,200194.0
2020-06-15,18.6002,20.224,18.2176,19.3002,673655.0
2020-06-16,20.2801,20.8961,19.6362,20.4108,399621.0
2020-06-17,20.3734,20.4388,19.2162,19.3468,173898.0
2020-06-18,19.0855,19.9908,19.0855,19.5802,160897.0
2020-06-19,19.8881,20.0655,18.8242,19.0482,497179.0
2020-06-20,19.8881,20.0655,18.8242,19.0482,497179.0
2020-06-21,19.8881,20.0655,18.8242,19.0482,497179.0
2020-06-22,18.7682,19.5802,18.5815,19.4168,156692.0
2020-06-23,19.8228,20.0561,19.1042,19.1322,132139.0
2020-06-24,18.8055,18.8989,17.8349,18.2456,344015.0
2020-06-25,18.1336,18.8895,18.0869,18.8802,164248.0
2020-06-26,18.4976,18.4976,17.4709,17.5083,517622.0
2020-06-27,18.4976,18.4976,17.4709,17.5083,517622.0
2020-06-28,18.4976,18.4976,17.4709,17.5083,517622.0
2020-06-29,17.9469,18.6749,17.7043,18.5069,575472.0
2020-06-30,18.2176,19.1695,18.1802,19.0389,230789.0
2020-07-01,19.0855,19.2535,17.9469,18.0123,266105.0
2020-07-02,19.0762,19.2628,18.0776,18.2922,358041.0
2020-07-03,19.0762,19.2628,18.0776,18.2922,358041.0
2020-07-04,19.0762,19.2628,18.0776,18.2922,358041.0
2020-07-05,19.0762,19.2628,18.0776,18.2922,358041.0
2020-07-06,18.7589,18.8895,18.0962,18.1989,164337.0
2020-07-07,17.9656,17.9656,17.303,17.3683,269891.0
2020-07-08,16.995,17.5829,16.8083,17.1816,299628.0
2020-07-09,17.1256,17.1256,16.2857,16.435,253831.0
2020-07-10,16.5097,17.0603,16.4443,17.0043,255599.0
2020-07-11,16.5097,17.0603,16.4443,17.0043,255599.0
2020-07-12,16.5097,17.0603,16.4443,17.0043,255599.0
2020-07-13,17.3403,17.5456,16.9203,17.2003,266734.0
2020-07-14,17.1536,17.2096,16.5003,16.6963,257460.0
2020-07-15,17.331,17.9423,16.8643,17.8023,283357.0
2020-07-16,17.6203,18.1802,17.4056,17.9003,184876.0
2020-07-17,17.7976,17.9003,17.4803,17.5223,253225.0
2020-07-18,17.7976,17.9003,17.4803,17.5223,253225.0
2020-07-19,17.7976,17.9003,17.4803,17.5223,253225.0
2020-07-20,17.4243,17.6389,17.2656,17.3683,240316.0
2020-07-21,17.6949,18.3389,17.051,18.2922,170083.0
2020-07-22,18.0962,18.2456,17.9189,18.1429,164602.0
2020-07-23,18.0402,18.6842,17.9498,18.6655,246460.0
2020-07-24,19.0109,20.2055,19.0109,19.1508,296874.0
2020-07-25,19.0109,20.2055,19.0109,19.1508,296874.0
2020-07-26,19.0109,20.2055,19.0109,19.1508,296874.0
2020-07-27,18.9082,18.9082,17.7603,17.9376,184878.0
2020-07-28,17.8443,18.0589,17.6669,17.9096,198227.0
2020-07-29,17.8069,18.2736,17.5643,18.2736,153208.0
2020-07-30,17.8349,18.0216,17.3963,17.9096,126392.0
2020-07-31,17.8256,17.9189,17.303,17.6203,245065.0
2020-08-01,17.8256,17.9189,17.303,17.6203,245065.0
2020-08-02,17.8256,17.9189,17.303,17.6203,245065.0
2020-08-03,17.7696,18.1476,17.4416,17.9749,271708.0
2020-08-04,17.9749,18.0309,17.5969,17.8536,157971.0
2020-08-05,18.0776,18.5162,17.7323,18.4882,167383.0
2020-08-06,18.3856,18.7495,18.3669,18.6562,166908.0
2020-08-07,18.5162,19.6175,18.4882,19.5522,362030.0
2020-08-08,18.5162,19.6175,18.4882,19.5522,362030.0
2020-08-09,18.5162,19.6175,18.4882,19.5522,362030.0
2020-08-10,19.7481,20.2428,19.5895,19.8695,328973.0
2020-08-11,20.2894,20.7468,19.8788,20.0095,278814.0
2020-08-12,20.4948,20.7094,19.5522,19.9721,143748.0
2020-08-13,19.7948,20.6643,19.2442,19.6548,183503.0
2020-08-14,19.4682,20.0748,19.2302,19.8508,151629.0
2020-08-15,19.4682,20.0748,19.2302,19.8508,151629.0
2020-08-16,19.4682,20.0748,19.2302,19.8508,151629.0
2020-08-17,19.7295,19.7295,19.3375,19.4822,180934.0
2020-08-18,19.6082,19.6082,18.8615,18.9362,118477.0
2020-08-19,18.9362,19.2628,18.7869,18.9175,149020.0
2020-08-20,18.5629,18.7058,18.3856,18.4136,77980.0
2020-08-21,18.2082,18.4696,17.9376,18.1056,159652.0
2020-08-22,18.2082,18.4696,17.9376,18.1056,159652.0
2020-08-23,18.2082,18.4696,17.9376,18.1056,159652.0
2020-08-24,17.9469,19.2068,17.9469,19.1322,258043.0
2020-08-25,19.4402,19.7201,19.1602,19.2675,166486.0
2020-08-26,19.1508,19.3748,18.7215,18.9549,208108.0
2020-08-27,18.9735,19.5055,18.9735,19.3095,258596.0
2020-08-28,19.4868,19.5242,18.9829,19.0949,106918.0
2020-08-29,19.4868,19.5242,18.9829,19.0949,106918.0
2020-08-30,19.4868,19.5242,18.9829,19.0949,106918.0
2020-08-31,18.9455,19.0342,18.7169,18.8895,252994.0
2020-09-01,18.7402,19.0202,18.5722,18.8149,134572.0
2020-09-02,18.6655,18.9642,18.5909,18.8802,192872.0
2020-09-03,18.9455,19.4682,18.6749,18.7215,207938.0
2020-09-04,19.1229,19.2815,18.7962,19.0482,214223.0
2020-09-05,19.1229,19.2815,18.7962,19.0482,214223.0
2020-09-06,19.1229,19.2815,18.7962,19.0482,214223.0
2020-09-07,19.1229,19.2815,18.7962,19.0482,214223.0
2020-09-08,18.8335,18.8335,18.2736,18.4416,219691.0
2020-09-09,18.5629,18.5629,18.1802,18.2549,167384.0
2020-09-10,18.2456,18.5582,17.6016,17.6203,139854.0
2020-09-11,17.6296,17.6389,17.3123,17.415,157365.0
2020-09-12,17.6296,17.6389,17.3123,17.415,157365.0
2020-09-13,17.6296,17.6389,17.3123,17.415,157365.0
2020-09-14,17.4896,17.8536,17.415,17.8069,189578.0
2020-09-15,17.8909,17.9003,17.5549,17.6856,195622.0
2020-09-16,17.6576,18.0216,17.3216,17.9096,193826.0
2020-09-17,17.6763,17.8257,17.5829,17.6856,149735.0
2020-09-18,17.8256,18.2176,17.303,17.387,675948.0
2020-09-19,17.8256,18.2176,17.303,17.387,675948.0
2020-09-20,17.8256,18.2176,17.303,17.387,675948.0
2020-09-21,16.8363,17.2656,16.0804,16.267,247836.0
2020-09-22,16.2577,16.5937,16.043,16.295,232064.0
2020-09-23,16.3603,16.7803,15.9124,15.931,233008.0
2020-09-24,16.0057,16.5307,15.8657,16.1457,202050.0
2020-09-25,15.9497,16.351,15.931,16.2764,142721.0
2020-09-26,15.9497,16.351,15.931,16.2764,142721.0
2020-09-27,15.9497,16.351,15.931,16.2764,142721.0
2020-09-28,16.5657,17.0883,16.2484,16.855,202511.0
2020-09-29,16.8083,17.1256,16.351,16.7897,170203.0
2020-09-30,16.659,17.1256,16.659,16.827,232871.0
2020-10-01,16.883,17.0323,16.4443,16.8083,214133.0
2020-10-02,16.5283,17.3216,16.5283,17.2283,281043.0
2020-10-03,16.5283,17.3216,16.5283,17.2283,281043.0
2020-10-04,16.5283,17.3216,16.5283,17.2283,281043.0
2020-10-05,17.4243,18.0402,17.2563,18.0029,276211.0
2020-10-06,18.3576,18.9829,18.1429,18.2362,244810.0
2020-10-07,18.5349,18.8055,18.3202,18.3856,285656.0
2020-10-08,18.6469,18.7682,18.3389,18.5909,292910.0
2020-10-09,18.8895,18.9735,18.5629,18.9175,181222.0
2020-10-10,18.8895,18.9735,18.5629,18.9175,181222.0
2020-10-11,18.8895,18.9735,18.5629,18.9175,181222.0
2020-10-12,18.8522,19.1415,18.7775,19.0949,165398.0
2020-10-13,18.9829,18.9829,18.4882,18.6189,162530.0
2020-10-14,18.5256,18.7533,18.0123,18.0123,105048.0
2020-10-15,17.8723,18.5162,17.8723,18.4602,244101.0
2020-10-16,18.3856,18.6375,18.0962,18.5442,205005.0
2020-10-17,18.3856,18.6375,18.0962,18.5442,205005.0
2020-10-18,18.3856,18.6375,18.0962,18.5442,205005.0
2020-10-19,18.6749,18.8475,18.1616,18.2176,145003.0
2020-10-20,18.5162,18.9082,18.5162,18.7029,204771.0
2020-10-21,18.8335,19.1322,18.7589,19.0482,158689.0
2020-10-22,19.1695,19.7808,19.1271,19.7295,298643.0
2020-10-23,19.9535,20.3268,19.5802,20.0561,266984.0
2020-10-24,19.9535,20.3268,19.5802,20.0561,266984.0
2020-10-25,19.9535,20.3268,19.5802,20.0561,266984.0
2020-10-26,19.8508,20.1215,19.6268,20.0748,216710.0
2020-10-27,19.9628,20.0468,19.5242,19.5242,198853.0
2020-10-28,19.2068,19.7948,18.7682,18.8335,278011.0
2020-10-29,18.9735,19.6082,18.3576,19.6082,221841.0
2020-10-30,19.4682,20.3921,19.3002,20.0468,353851.0
2020-10-31,19.4682,20.3921,19.3002,20.0468,353851.0
2020-11-01,19.4682,20.3921,19.3002,20.0468,353851.0
2020-11-02,20.2614,20.5974,20.0281,20.2708,265991.0
2020-11-03,20.7188,21.1667,20.5788,21.1481,321013.0
2020-11-04,20.5508,20.7188,19.0295,19.1135,281009.0
2020-11-05,19.1695,19.9161,19.1695,19.5802,181100.0
2020-11-06,19.8788,20.0048,19.1508,19.1788,134331.0
2020-11-07,19.8788,20.0048,19.1508,19.1788,134331.0
2020-11-08,19.8788,20.0048,19.1508,19.1788,134331.0
2020-11-09,20.7468,23.2106,20.7281,22.5573,478360.0
2020-11-10,23.1919,23.1919,22.8,23.0053,311376.0
2020-11-11,23.2293,23.2293,21.8294,22.1747,185041.0
2020-11-12,21.7454,21.988,21.4187,21.7734,172745.0
2020-11-13,22.1653,22.8,22.0627,22.6506,150591.0
2020-11-14,22.1653,22.8,22.0627,22.6506,150591.0
2020-11-15,22.1653,22.8,22.0627,22.6506,150591.0
2020-11-16,23.3319,24.1719,23.3039,23.9386,241116.0
2020-11-17,23.3319,24.4705,23.3133,24.3305,296164.0
2020-11-18,24.5359,24.9652,23.6306,23.7052,303842.0
2020-11-19,23.4346,23.6492,23.0519,23.6399,150986.0
2020-11-20,23.2666,23.6306,23.0254,23.5839,184302.0
2020-11-21,23.2666,23.6306,23.0254,23.5839,184302.0
2020-11-22,23.2666,23.6306,23.0254,23.5839,184302.0
2020-11-23,24.0226,24.1812,23.7052,23.8546,198013.0
2020-11-24,24.4052,25.3665,24.2465,25.1612,264236.0
2020-11-25,24.8438,25.0072,24.3119,24.7225,141686.0
2020-11-26,24.8438,25.0072,24.3119,24.7225,141686.0
2020-11-27,24.5825,25.1472,24.0506,24.3399,69458.0
2020-11-28,24.5825,25.1472,24.0506,24.3399,69458.0
2020-11-29,24.5825,25.1472,24.0506,24.3399,69458.0
2020-11-30,24.0132,24.3959,23.5093,23.5746,251962.0
2020-12-01,24.0972,24.7225,23.7052,24.0226,184603.0
2020-12-02,24.0039,24.7785,23.8126,24.6665,245801.0
2020-12-03,24.7598,25.0678,24.4052,24.7598,185214.0
2020-12-04,25.3291,25.6278,24.7785,25.5718,187552.0
2020-12-05,25.3291,25.6278,24.7785,25.5718,187552.0
2020-12-06,25.3291,25.6278,24.7785,25.5718,187552.0
2020-12-07,25.2545,25.7118,25.2078,25.6931,234156.0
2020-12-08,25.3758,26.0291,25.2545,25.8984,180998.0
2020-12-09,26.6637,26.6637,25.7118,25.8144,234923.0
2020-12-10,25.5811,26.1224,25.5811,26.1224,127807.0
2020-12-11,25.7958,26.3744,25.5718,26.0198,156266.0
2020-12-12,25.7958,26.3744,25.5718,26.0198,156266.0
2020-12-13,25.7958,26.3744,25.5718,26.0198,156266.0
2020-12-14,26.5331,26.981,26.1318,26.4117,307740.0
2020-12-15,26.9344,27.4663,26.6357,27.3544,327494.0
2020-12-16,27.4663,27.8583,27.2144,27.5317,297717.0
2020-12-17,27.5783,27.8957,26.1504,27.625,294109.0
2020-12-18,27.6437,28.241,26.6264,26.7477,2057167.0
2020-12-19,27.6437,28.241,26.6264,26.7477,2057167.0
2020-12-20,27.6437,28.241,26.6264,26.7477,2057167.0
2020-12-21,26.6451,27.065,26.3184,26.6451,433836.0
2020-12-22,26.8597,27.1117,26.2344,26.3744,230063.0
2020-12-23,26.4304,27.401,26.4304,27.345,160548.0
2020-12-24,27.3824,27.527,26.9437,27.401,64272.0
2020-12-25,27.3824,27.527,26.9437,27.401,64272.0
2020-12-26,27.3824,27.527,26.9437,27.401,64272.0
2020-12-27,27.3824,27.527,26.9437,27.401,64272.0
2020-12-28,27.5223,27.9237,27.2144,27.569,248492.0
2020-12-29,27.6623,27.709,26.7664,27.0184,178447.0
2020-12-30,27.0464,27.5503,26.8597,27.345,234325.0
2020-12-31,27.2797,27.737,27.0464,27.485,246430.0
2021-01-01,27.2797,27.737,27.0464,27.485,246430.0
2021-01-02,27.2797,27.737,27.0464,27.485,246430.0
2021-01-03,27.2797,27.737,27.0464,27.485,246430.0
2021-01-04,27.6903,28.1756,26.6171,27.2237,465609.0
2021-01-05,26.981,27.9423,26.981,27.5877,301541.0
2021-01-06,28.0076,30.5182,27.919,29.9302,650789.0
2021-01-07,30.3315,31.0501,29.8742,30.7981,487402.0
2021-01-08,30.7888,31.0128,29.8555,30.3035,265297.0
2021-01-09,30.7888,31.0128,29.8555,30.3035,265297.0
2021-01-10,30.7888,31.0128,29.8555,30.3035,265297.0
2021-01-11,29.8555,30.9335,29.0156,30.8541,190400.0
2021-01-12,31.0035,31.6754,30.7422,31.5168,288169.0
2021-01-13,31.2648,31.6288,30.5462,30.9381,185732.0
2021-01-14,31.1435,31.8061,30.7048,31.5354,228734.0
2021-01-15,31.0688,31.3674,30.7328,31.0781,219866.0
2021-01-16,31.0688,31.3674,30.7328,31.0781,219866.0
2021-01-17,31.0688,31.3674,30.7328,31.0781,219866.0
2021-01-18,31.0688,31.3674,30.7328,31.0781,219866.0
2021-01-19,31.2461,31.7314,30.3329,31.2088,278723.0
2021-01-20,31.0408,31.7221,30.8028,31.1808,201383.0
2021-01-21,30.9381,31.3488,30.3408,30.4062,158537.0
2021-01-22,30.0889,31.4421,30.0049,31.3301,357922.0
2021-01-23,30.0889,31.4421,30.0049,31.3301,357922.0
2021-01-24,30.0889,31.4421,30.0049,31.3301,357922.0
2021-01-25,30.9008,31.1808,30.1635,30.9848,186825.0
2021-01-26,31.1435,31.2088,30.089,30.4435,165589.0
2021-01-27,29.4076,30.4435,28.5676,29.3982,257832.0
2021-01-28,30.1075,30.1449,29.2862,29.7062,313958.0
2021-01-29,30.2662,30.2662,28.157,28.4183,285034.0
2021-01-30,30.2662,30.2662,28.157,28.4183,285034.0
2021-01-31,30.2662,30.2662,28.157,28.4183,285034.0
2021-02-01,28.8476,29.0249,28.101,28.8383,188464.0
2021-02-02,29.1836,29.6782,28.436,29.3656,192191.0
2021-02-03,29.4916,29.7809,28.7029,29.2862,233809.0
2021-02-04,29.2116,30.5368,29.0716,30.1355,182723.0
2021-02-05,30.3315,30.3315,29.4916,29.9675,149754.0
2021-02-06,30.3315,30.3315,29.4916,29.9675,149754.0
2021-02-07,30.3315,30.3315,29.4916,29.9675,149754.0
2021-02-08,30.3222,30.7981,29.8462,30.7795,113479.0
2021-02-09,30.7981,31.6754,30.5508,31.4981,183534.0
2021-02-10,31.5541,32.1141,30.8821,31.3861,361010.0
2021-02-11,31.3394,32.1327,30.5928,31.0501,194639.0
2021-02-12,30.8728,31.7128,30.7748,31.5448,151647.0
2021-02-13,30.8728,31.7128,30.7748,31.5448,151647.0
2021-02-14,30.8728,31.7128,30.7748,31.5448,151647.0
2021-02-15,30.8728,31.7128,30.7748,31.5448,151647.0
2021-02-16,31.9367,32.3101,31.4701,32.0767,205212.0
2021-02-17,31.8434,32.4314,31.6101,31.7221,228195.0
2021-02-18,31.1808,32.0861,31.1621,31.2741,125280.0
2021-02-19,32.1141,32.87,31.6941,32.4594,152833.0
2021-02-20,32.1141,32.87,31.6941,32.4594,152833.0
2021-02-21,32.1141,32.87,31.6941,32.4594,152833.0
2021-02-22,32.7207,33.7473,32.0254,33.598,319764.0
2021-02-23,33.598,34.5593,32.9634,34.1206,404818.0
2021-02-24,34.6246,35.2592,34.4099,34.8392,279806.0
2021-02-25,35.1379,35.6885,33.6353,33.7846,299059.0
2021-02-26,33.794,34.6199,33.5047,33.5513,303757.0
2021-02-27,33.794,34.6199,33.5047,33.5513,303757.0
2021-02-28,33.794,34.6199,33.5047,33.5513,303757.0
2021-03-01,34.2139,34.5406,33.738,34.4379,159574.0
2021-03-02,34.3913,34.7739,34.0273,34.1953,154910.0
2021-03-03,34.4473,36.0992,34.4379,34.8486,294691.0
2021-03-04,34.8486,35.5392,33.99,34.6712,286926.0
2021-03-05,35.3245,35.6605,34.1113,35.5765,398109.0
2021-03-06,35.3245,35.6605,34.1113,35.5765,398109.0
2021-03-07,35.3245,35.6605,34.1113,35.5765,398109.0
2021-03-08,36.1365,37.2284,35.7259,36.6965,382746.0
2021-03-09,36.4165,36.9204,35.3572,36.1552,344252.0
2021-03-10,36.2765,37.1724,35.4521,36.6871,399614.0
2021-03-11,36.5471,37.0978,36.2056,36.8924,210338.0
2021-03-12,37.3218,38.199,37.0978,37.6577,349231.0
2021-03-13,37.3218,38.199,37.0978,37.6577,349231.0
