,TPB US Equity,TPB US Equity,TPB US Equity,TPB US Equity,TPB US Equity
2019-02-24,39.0532,39.878,38.9956,39.3217,54877.0
2019-02-25,39.456,39.6766,38.4777,38.5065,85459.0
2019-02-26,38.3051,38.5544,37.7488,37.9694,86371.0
2019-02-27,37.8064,38.3243,37.6146,38.2859,127182.0
2019-02-28,38.3051,39.3792,38.2667,39.2162,166273.0
2019-03-01,39.4176,39.9704,39.0915,39.1491,115460.0
2019-03-02,39.4176,39.9704,39.0915,39.1491,115460.0
2019-03-03,39.4176,39.9704,39.0915,39.1491,115460.0
2019-03-04,39.197,39.4367,38.0174,38.027,170022.0
2019-03-05,40.0506,44.0163,39.3697,42.8894,487293.0
2019-03-06,42.947,43.0429,40.0985,40.3767,189905.0
2019-03-07,40.5014,42.0445,40.0602,41.8057,162445.0
2019-03-08,41.2974,42.2469,40.9758,42.2181,112499.0
2019-03-09,41.2974,42.2469,40.9758,42.2181,112499.0
2019-03-10,41.2974,42.2469,40.9758,42.2181,112499.0
2019-03-11,42.0071,46.1503,41.7961,45.1528,257261.0
2019-03-12,46.0352,46.8024,44.8459,44.9706,186665.0
2019-03-13,45.1336,45.7858,44.7117,45.7379,100747.0
2019-03-14,45.6515,46.8695,45.1816,46.5722,113465.0
2019-03-15,46.5531,47.3298,45.546,46.0448,123502.0
2019-03-16,46.5531,47.3298,45.546,46.0448,123502.0
2019-03-17,46.5531,47.3298,45.546,46.0448,123502.0
2019-03-18,45.968,48.0204,45.968,47.6656,117490.0
2019-03-19,47.7903,47.9725,46.7928,46.8983,92963.0
2019-03-20,46.7928,47.2724,44.8363,45.6803,108053.0
2019-03-21,45.3971,46.0115,45.0995,45.2147,97670.0
2019-03-22,44.9747,45.5315,42.8532,42.9204,125964.0
2019-03-23,44.9747,45.5315,42.8532,42.9204,125964.0
2019-03-24,44.9747,45.5315,42.8532,42.9204,125964.0
2019-03-25,42.9492,43.9668,42.2004,43.6788,226970.0
2019-03-26,44.13,44.697,43.4484,43.5156,122207.0
2019-03-27,43.41,43.5828,40.9525,42.594,168216.0
2019-03-28,42.4788,43.794,42.4788,43.6404,118183.0
2019-03-29,43.6116,44.5236,43.4292,44.2452,275879.0
2019-03-30,43.6116,44.5236,43.4292,44.2452,275879.0
2019-03-31,43.6116,44.5236,43.4292,44.2452,275879.0
2019-04-01,44.6387,44.8595,43.6692,44.6963,130967.0
2019-04-02,44.5907,44.6411,43.5156,44.1588,75467.0
2019-04-03,44.3124,44.3124,42.498,42.7668,88682.0
2019-04-04,42.786,42.8148,41.2212,41.6148,122341.0
2019-04-05,41.4996,42.2004,41.3172,41.5284,82112.0
2019-04-06,41.4996,42.2004,41.3172,41.5284,82112.0
2019-04-07,41.4996,42.2004,41.3172,41.5284,82112.0
2019-04-08,41.2116,41.9604,40.7509,41.5764,54917.0
2019-04-09,41.3076,41.8164,40.9812,41.2692,70584.0
2019-04-10,41.2116,42.2196,41.1252,41.874,54058.0
2019-04-11,41.9508,42.1716,41.2884,41.9316,62694.0
2019-04-12,42.306,42.834,41.3268,42.7956,86862.0
2019-04-13,42.306,42.834,41.3268,42.7956,86862.0
2019-04-14,42.306,42.834,41.3268,42.7956,86862.0
2019-04-15,42.834,43.3716,42.5748,43.3044,69604.0
2019-04-16,43.3236,44.1204,42.7188,43.4292,99323.0
2019-04-17,43.7556,43.7556,41.8932,42.2676,126369.0
2019-04-18,42.114,42.546,40.4149,40.9621,101254.0
2019-04-19,42.114,42.546,40.4149,40.9621,101254.0
2019-04-20,42.114,42.546,40.4149,40.9621,101254.0
2019-04-21,42.114,42.546,40.4149,40.9621,101254.0
2019-04-22,40.5685,42.3156,40.5685,42.0468,85312.0
2019-04-23,41.8068,42.6708,41.5668,41.8548,87168.0
2019-04-24,41.6532,41.7396,41.0484,41.2788,110189.0
2019-04-25,40.8565,40.9141,39.1285,39.4261,164016.0
2019-04-26,39.4261,40.1653,39.3973,39.6949,116462.0
2019-04-27,39.4261,40.1653,39.3973,39.6949,116462.0
2019-04-28,39.4261,40.1653,39.3973,39.6949,116462.0
2019-04-29,39.8581,40.3381,39.6709,39.8869,185693.0
2019-04-30,39.6661,41.4036,39.5989,41.058,296977.0
2019-05-01,42.0852,49.1506,41.058,48.4306,528936.0
2019-05-02,48.181,50.3971,47.3681,49.7842,180572.0
2019-05-03,50.2066,52.1169,49.9186,50.101,138118.0
2019-05-04,50.2066,52.1169,49.9186,50.101,138118.0
2019-05-05,50.2066,52.1169,49.9186,50.101,138118.0
2019-05-06,49.381,51.301,48.517,51.109,107087.0
2019-05-07,50.3794,51.2722,50.0914,50.8306,180034.0
2019-05-08,50.8306,51.0322,49.381,50.3506,111271.0
2019-05-09,50.053,51.0686,49.7746,50.6386,113269.0
2019-05-10,50.7538,51.1396,45.7619,45.7907,355784.0
2019-05-11,50.7538,51.1396,45.7619,45.7907,355784.0
2019-05-12,50.7538,51.1396,45.7619,45.7907,355784.0
2019-05-13,45.3395,47.2019,44.5332,46.0403,257553.0
2019-05-14,45.9731,48.3826,45.8291,48.0179,181039.0
2019-05-15,47.7107,48.5074,47.2883,48.0563,147944.0
2019-05-16,48.1138,50.0722,48.1138,49.2946,134008.0
2019-05-17,48.8818,49.9186,48.2386,48.517,143634.0
2019-05-18,48.8818,49.9186,48.2386,48.517,143634.0
2019-05-19,48.8818,49.9186,48.2386,48.517,143634.0
2019-05-20,48.3826,49.6114,48.2403,48.8722,76108.0
2019-05-21,48.9394,49.4098,48.0371,48.1426,80942.0
2019-05-22,47.9987,48.8098,47.3939,47.8355,137869.0
2019-05-23,47.3843,48.1426,46.6745,47.4227,91506.0
2019-05-24,47.9603,48.7307,47.1443,48.421,176056.0
2019-05-25,47.9603,48.7307,47.1443,48.421,176056.0
2019-05-26,47.9603,48.7307,47.1443,48.421,176056.0
2019-05-27,47.9603,48.7307,47.1443,48.421,176056.0
2019-05-28,48.469,48.9948,46.2515,46.8947,144377.0
2019-05-29,46.4531,47.4035,45.5167,47.2979,244084.0
2019-05-30,47.3075,48.8446,47.1923,48.3826,135596.0
2019-05-31,47.8451,48.8146,46.4243,47.2595,160691.0
2019-06-01,47.8451,48.8146,46.4243,47.2595,160691.0
2019-06-02,47.8451,48.8146,46.4243,47.2595,160691.0
2019-06-03,47.2691,47.7011,45.9146,47.0387,114384.0
2019-06-04,47.4611,48.9586,46.3091,48.949,109044.0
2019-06-05,48.9586,50.989,48.8818,49.9762,185247.0
2019-06-06,50.0338,51.5506,49.8706,50.2642,191303.0
2019-06-07,50.5618,51.6658,50.2738,50.8018,155141.0
2019-06-08,50.5618,51.6658,50.2738,50.8018,155141.0
2019-06-09,50.5618,51.6658,50.2738,50.8018,155141.0
2019-06-10,51.0226,53.3073,50.8402,52.0209,233508.0
2019-06-11,52.2993,52.9713,49.9666,51.061,108132.0
2019-06-12,50.8306,52.1937,50.4562,51.3874,152728.0
2019-06-13,51.6178,51.637,50.195,50.4178,142074.0
2019-06-14,50.1778,50.1778,48.0563,48.9394,75760.0
2019-06-15,50.1778,50.1778,48.0563,48.9394,75760.0
2019-06-16,50.1778,50.1778,48.0563,48.9394,75760.0
2019-06-17,48.901,49.7266,48.7762,49.189,121497.0
2019-06-18,49.2274,49.6786,47.6934,47.7395,68674.0
2019-06-19,47.7203,48.7282,46.6355,48.3154,116876.0
2019-06-20,48.7046,48.9853,47.7245,47.8398,75630.0
2019-06-21,47.542,47.542,44.794,45.5627,158258.0
2019-06-22,47.542,47.542,44.794,45.5627,158258.0
2019-06-23,47.542,47.542,44.794,45.5627,158258.0
2019-06-24,45.5338,46.4466,45.3321,45.6203,70767.0
2019-06-25,45.6011,46.5619,44.7748,46.1968,174481.0
2019-06-26,46.4178,47.7053,44.842,44.8612,139257.0
2019-06-27,44.8324,46.3794,44.8324,45.8701,72971.0
2019-06-28,46.0046,47.3978,45.7836,47.0616,174012.0
2019-06-29,46.0046,47.3978,45.7836,47.0616,174012.0
2019-06-30,46.0046,47.3978,45.7836,47.0616,174012.0
2019-07-01,47.6477,48.8391,47.3786,47.763,109321.0
2019-07-02,47.8494,49.7231,47.1192,49.6654,108602.0
2019-07-03,50.0882,51.1259,49.5693,50.1458,99539.0
2019-07-04,50.0882,51.1259,49.5693,50.1458,99539.0
2019-07-05,49.8672,51.0586,49.5213,49.7327,85669.0
2019-07-06,49.8672,51.0586,49.5213,49.7327,85669.0
2019-07-07,49.8672,51.0586,49.5213,49.7327,85669.0
2019-07-08,49.6462,51.3949,49.6462,49.848,103950.0
2019-07-09,49.5885,50.1554,48.522,49.9825,65485.0
2019-07-10,50.3764,54.8251,50.3764,51.1547,221272.0
2019-07-11,51.3949,51.491,50.069,50.7319,81542.0
2019-07-12,50.5205,50.8857,50.2803,50.4821,85670.0
2019-07-13,50.5205,50.8857,50.2803,50.4821,85670.0
2019-07-14,50.5205,50.8857,50.2803,50.4821,85670.0
2019-07-15,50.4149,50.9087,49.0217,49.2234,148791.0
2019-07-16,49.5501,51.0874,48.7574,50.6743,113802.0
2019-07-17,50.6743,51.5357,49.9633,50.1074,106267.0
2019-07-18,49.9921,52.8362,49.9921,52.5479,136856.0
2019-07-19,52.4518,53.8835,51.3084,51.4526,165179.0
2019-07-20,52.4518,53.8835,51.3084,51.4526,165179.0
2019-07-21,52.4518,53.8835,51.3084,51.4526,165179.0
2019-07-22,51.4526,52.0098,45.6203,45.947,262849.0
2019-07-23,46.3698,46.437,44.0445,44.9669,190869.0
2019-07-24,44.8709,45.553,44.1406,44.304,164754.0
2019-07-25,43.9581,44.7748,39.6439,39.8073,1247860.0
2019-07-26,39.7881,40.672,39.6055,40.2204,1818953.0
2019-07-27,39.7881,40.672,39.6055,40.2204,1818953.0
2019-07-28,39.7881,40.672,39.6055,40.2204,1818953.0
2019-07-29,40.4414,41.8538,40.4414,40.8161,409160.0
2019-07-30,40.7777,40.7777,38.0105,38.981,413105.0
2019-07-31,40.0379,40.9314,35.5412,35.6757,670476.0
2019-08-01,36.0408,37.1169,34.2344,35.791,517011.0
2019-08-02,35.8775,37.7703,35.0031,37.4436,334420.0
2019-08-03,35.8775,37.7703,35.0031,37.4436,334420.0
2019-08-04,35.8775,37.7703,35.0031,37.4436,334420.0
2019-08-05,36.9248,37.9192,36.0216,36.7999,288903.0
2019-08-06,37.0305,38.3852,36.9824,38.3468,375358.0
2019-08-07,37.8952,38.8753,37.2515,37.6166,240866.0
2019-08-08,37.9048,37.9048,36.3291,37.3764,185616.0
2019-08-09,37.2803,38.0009,36.3771,36.675,241113.0
2019-08-10,37.2803,38.0009,36.3771,36.675,241113.0
2019-08-11,37.2803,38.0009,36.3771,36.675,241113.0
2019-08-12,36.4444,36.4444,35.2721,36.1561,137489.0
2019-08-13,36.1561,36.5308,35.5316,36.233,170339.0
2019-08-14,35.7045,36.5212,34.6236,35.2337,174371.0
2019-08-15,35.2529,36.0216,34.7053,35.2433,147622.0
2019-08-16,35.4835,36.0408,35.0223,35.2529,217754.0
2019-08-17,35.4835,36.0408,35.0223,35.2529,217754.0
2019-08-18,35.4835,36.0408,35.0223,35.2529,217754.0
2019-08-19,35.4931,37.0617,35.4067,36.233,162138.0
2019-08-20,36.0696,36.6173,35.349,36.2618,131961.0
2019-08-21,36.5404,36.7999,35.6853,36.4636,159449.0
2019-08-22,36.5116,37.4628,36.0696,37.2226,148247.0
2019-08-23,37.1362,37.4724,34.9647,35.3778,224951.0
2019-08-24,37.1362,37.4724,34.9647,35.3778,224951.0
2019-08-25,37.1362,37.4724,34.9647,35.3778,224951.0
2019-08-26,35.5124,35.6757,34.6572,35.2433,159447.0
2019-08-27,35.5508,35.5508,33.0526,33.1871,259587.0
2019-08-28,33.1295,33.9462,32.5914,33.8405,259656.0
2019-08-29,34.1095,34.6716,33.7636,34.1095,212872.0
2019-08-30,34.0807,34.5227,33.4562,34.4458,106011.0
2019-08-31,34.0807,34.5227,33.4562,34.4458,106011.0
2019-09-01,34.0807,34.5227,33.4562,34.4458,106011.0
2019-09-02,34.0807,34.5227,33.4562,34.4458,106011.0
2019-09-03,34.2537,34.686,32.8941,33.1871,188607.0
2019-09-04,33.2832,33.754,30.7466,30.8523,561931.0
2019-09-05,31.0829,32.6875,30.4872,30.5256,432664.0
2019-09-06,30.7082,31.7171,30.4776,30.9964,239007.0
2019-09-07,30.7082,31.7171,30.4776,30.9964,239007.0
2019-09-08,30.7082,31.7171,30.4776,30.9964,239007.0
2019-09-09,30.8619,31.0733,28.0515,29.2669,424912.0
2019-09-10,29.094,29.6321,27.0474,27.5567,443976.0
2019-09-11,27.451,28.3445,25.6446,25.8272,666406.0
2019-09-12,26.0001,27.6527,25.8656,27.0282,423308.0
2019-09-13,26.9321,27.2492,25.5677,25.6542,266644.0
2019-09-14,26.9321,27.2492,25.5677,25.6542,266644.0
2019-09-15,26.9321,27.2492,25.5677,25.6542,266644.0
2019-09-16,25.462,25.462,23.6845,24.0112,685103.0
2019-09-17,24.2034,26.1058,24.1426,25.2411,353746.0
2019-09-18,25.2411,25.4517,23.7999,24.4147,172722.0
2019-09-19,24.5928,24.5928,22.7544,23.0624,353111.0
2019-09-20,23.2549,24.9201,23.2549,24.0538,416357.0
2019-09-21,23.2549,24.9201,23.2549,24.0538,416357.0
2019-09-22,23.2549,24.9201,23.2549,24.0538,416357.0
2019-09-23,24.0057,24.7516,23.1683,23.1779,431117.0
2019-09-24,23.2164,23.7265,22.5619,23.6592,397073.0
2019-09-25,23.7169,24.0634,22.4175,22.6581,315543.0
2019-09-26,22.6196,23.5436,22.1672,22.6485,265337.0
2019-09-27,22.6581,22.8217,21.763,21.994,232850.0
2019-09-28,22.6581,22.8217,21.763,21.994,232850.0
2019-09-29,22.6581,22.8217,21.763,21.994,232850.0
2019-09-30,21.7822,22.4271,21.2909,22.1961,738839.0
2019-10-01,22.3405,22.9228,21.9266,22.3501,344862.0
2019-10-02,22.1961,23.0785,21.8592,22.1383,267453.0
2019-10-03,22.1576,22.61,21.9458,22.3886,248304.0
2019-10-04,22.4079,22.9854,21.8303,22.9661,176318.0
2019-10-05,22.4079,22.9854,21.8303,22.9661,176318.0
2019-10-06,22.4079,22.9854,21.8303,22.9661,176318.0
2019-10-07,22.9469,23.6198,22.5041,23.1105,370194.0
2019-10-08,22.8891,23.2356,22.2057,23.0913,296590.0
2019-10-09,23.149,23.38,22.5715,23.0913,229796.0
2019-10-10,23.1009,23.3511,22.6966,22.7351,356388.0
2019-10-11,22.9276,22.9276,21.6282,21.8785,242653.0
2019-10-12,22.9276,22.9276,21.6282,21.8785,242653.0
2019-10-13,22.9276,22.9276,21.6282,21.8785,242653.0
2019-10-14,21.7245,21.9362,20.579,21.0892,377155.0
2019-10-15,21.1084,21.917,21.0314,21.5416,290428.0
2019-10-16,21.4357,21.7341,21.093,21.5031,95092.0
2019-10-17,21.6282,22.9565,21.3876,22.6581,240996.0
2019-10-18,22.4175,22.4175,21.4261,21.4646,229580.0
2019-10-19,22.4175,22.4175,21.4261,21.4646,229580.0
2019-10-20,22.4175,22.4175,21.4261,21.4646,229580.0
2019-10-21,20.8774,21.1999,20.2229,20.9063,487393.0
2019-10-22,20.8197,21.3394,20.6945,21.0218,174250.0
2019-10-23,20.9833,21.1566,20.0689,20.2133,286359.0
2019-10-24,20.2518,20.3119,19.347,20.1074,187856.0
2019-10-25,20.0593,20.4924,19.7128,20.4539,262053.0
2019-10-26,20.0593,20.4924,19.7128,20.4539,262053.0
2019-10-27,20.0593,20.4924,19.7128,20.4539,262053.0
2019-10-28,20.4443,20.8967,20.3673,20.7234,346660.0
2019-10-29,20.6079,20.7427,20.04,20.2806,179471.0
2019-10-30,20.2421,20.3962,19.347,19.7801,256399.0
2019-10-31,19.9053,20.1651,19.5972,20.0881,298661.0
2019-11-01,23.1105,26.4024,22.1672,23.5148,783164.0
2019-11-02,23.1105,26.4024,22.1672,23.5148,783164.0
2019-11-03,23.1105,26.4024,22.1672,23.5148,783164.0
2019-11-04,23.5148,25.9404,23.0239,24.4966,417143.0
2019-11-05,24.3714,24.819,23.6014,24.5736,178660.0
2019-11-06,24.3426,25.6805,23.9431,25.3243,261085.0
2019-11-07,25.3436,25.3436,23.9864,24.2656,167229.0
2019-11-08,24.3137,25.7671,24.2944,25.6709,273027.0
2019-11-09,24.3137,25.7671,24.2944,25.6709,273027.0
2019-11-10,24.3137,25.7671,24.2944,25.6709,273027.0
2019-11-11,25.6516,25.796,24.7853,24.8334,274269.0
2019-11-12,24.8719,25.411,24.7564,25.334,129335.0
2019-11-13,25.1318,25.6997,25.1318,25.2666,164907.0
2019-11-14,25.257,25.7286,25.0933,25.4302,158821.0
2019-11-15,25.411,25.9115,25.0933,25.4591,211963.0
2019-11-16,25.411,25.9115,25.0933,25.4591,211963.0
2019-11-17,25.411,25.9115,25.0933,25.4591,211963.0
2019-11-18,25.5265,26.7874,25.2666,26.4794,279438.0
2019-11-19,26.7681,26.7681,24.1693,24.5639,356723.0
2019-11-20,24.4677,25.4591,23.5821,24.9393,218092.0
2019-11-21,24.9297,26.0304,24.6409,25.4687,178072.0
2019-11-22,25.5939,25.7883,25.1703,25.6997,87519.0
2019-11-23,25.5939,25.7883,25.1703,25.6997,87519.0
2019-11-24,25.5939,25.7883,25.1703,25.6997,87519.0
2019-11-25,25.7479,26.1329,25.3764,25.8249,140768.0
2019-11-26,26.258,26.9992,25.873,26.5371,283387.0
2019-11-27,26.7874,26.9703,26.0559,26.4313,126595.0
2019-11-28,26.7874,26.9703,26.0559,26.4313,126595.0
2019-11-29,26.4216,27.1339,26.2291,26.5756,67406.0
2019-11-30,26.4216,27.1339,26.2291,26.5756,67406.0
2019-12-01,26.4216,27.1339,26.2291,26.5756,67406.0
2019-12-02,26.5179,26.5179,25.6997,26.0077,313535.0
2019-12-03,25.9019,26.4601,25.8441,26.0366,129112.0
2019-12-04,26.0366,26.2676,25.6418,25.7382,104549.0
2019-12-05,25.7479,26.0174,25.5072,25.5939,85146.0
2019-12-06,25.6227,25.9596,25.18,25.2666,185067.0
2019-12-07,25.6227,25.9596,25.18,25.2666,185067.0
2019-12-08,25.6227,25.9596,25.18,25.2666,185067.0
2019-12-09,25.2185,25.9885,25.2185,25.7671,168017.0
2019-12-10,25.7094,26.027,25.6035,25.8826,116964.0
2019-12-11,25.8056,26.1617,25.1896,25.3821,106300.0
2019-12-12,25.3821,25.7623,24.9104,25.0837,154406.0
2019-12-13,25.1126,25.3051,24.9586,25.1415,71994.0
2019-12-14,25.1126,25.3051,24.9586,25.1415,71994.0
2019-12-15,25.1126,25.3051,24.9586,25.1415,71994.0
2019-12-16,25.2955,25.3628,24.7564,25.0452,117694.0
2019-12-17,25.0548,25.4591,24.8334,25.0548,117968.0
2019-12-18,25.0163,25.6901,24.9008,25.642,97369.0
2019-12-19,25.7914,25.9746,25.2804,25.4154,86284.0
2019-12-20,25.5407,25.9168,25.4058,25.6275,95966.0
2019-12-21,25.5407,25.9168,25.4058,25.6275,95966.0
2019-12-22,25.5407,25.9168,25.4058,25.6275,95966.0
2019-12-23,25.7336,26.1385,25.5504,25.8878,75766.0
2019-12-24,26.0035,26.8038,25.8975,26.4181,78209.0
2019-12-25,26.0035,26.8038,25.8975,26.4181,78209.0
2019-12-26,26.5145,26.7652,26.048,26.2446,67453.0
2019-12-27,26.3217,26.7761,26.2446,26.582,73514.0
2019-12-28,26.3217,26.7761,26.2446,26.582,73514.0
2019-12-29,26.3217,26.7761,26.2446,26.582,73514.0
2019-12-30,26.6013,26.8038,26.1096,26.6302,114682.0
2019-12-31,26.5435,27.633,26.5145,27.5751,221646.0
2020-01-01,26.5435,27.633,26.5145,27.5751,221646.0
2020-01-02,27.4305,28.0331,26.5145,27.0063,187791.0
2020-01-03,26.8134,27.2895,26.5338,26.8906,107091.0
2020-01-04,26.8134,27.2895,26.5338,26.8906,107091.0
2020-01-05,26.8134,27.2895,26.5338,26.8906,107091.0
2020-01-06,26.987,27.4401,26.5724,26.9966,95690.0
2020-01-07,26.7942,27.8547,26.7652,27.6812,115456.0
2020-01-08,27.6812,27.8644,26.6707,27.5558,162738.0
2020-01-09,27.4691,28.0765,27.3052,27.9608,76025.0
2020-01-10,28.009,28.2404,27.6715,27.9319,122274.0
2020-01-11,28.009,28.2404,27.6715,27.9319,122274.0
2020-01-12,28.009,28.2404,27.6715,27.9319,122274.0
2020-01-13,27.9319,28.0861,27.5462,28.009,78875.0
2020-01-14,28.0476,28.4429,27.1991,27.2859,140188.0
2020-01-15,27.3052,27.4016,26.2928,26.8616,145557.0
2020-01-16,26.9484,27.6715,26.9484,27.1123,80561.0
2020-01-17,27.2473,27.2473,26.4278,26.4953,50297.0
2020-01-18,27.2473,27.2473,26.4278,26.4953,50297.0
2020-01-19,27.2473,27.2473,26.4278,26.4953,50297.0
2020-01-20,27.2473,27.2473,26.4278,26.4953,50297.0
2020-01-21,26.3314,26.431,25.83,26.1,83175.0
2020-01-22,26.1385,26.5049,25.7247,25.9457,70106.0
2020-01-23,25.9071,25.9071,25.1551,25.2804,82339.0
2020-01-24,25.319,25.319,24.5959,24.8369,151775.0
2020-01-25,25.319,25.319,24.5959,24.8369,151775.0
2020-01-26,25.319,25.319,24.5959,24.8369,151775.0
2020-01-27,24.5862,24.9815,24.2391,24.268,78912.0
2020-01-28,24.268,24.3066,23.3906,23.4196,136531.0
2020-01-29,23.3521,23.622,23.0146,23.3906,97613.0
2020-01-30,23.2267,23.2364,22.0601,22.6097,188093.0
2020-01-31,22.5615,22.7639,21.9733,22.0215,136456.0
2020-02-01,22.5615,22.7639,21.9733,22.0215,136456.0
2020-02-02,22.5615,22.7639,21.9733,22.0215,136456.0
2020-02-03,22.0505,22.1854,21.4816,21.7708,145666.0
2020-02-04,21.954,22.0505,20.9127,20.9417,227689.0
2020-02-05,21.0863,21.443,20.6331,20.8453,200073.0
2020-02-06,20.7296,21.3948,20.5174,21.2695,350980.0
2020-02-07,21.2213,21.3466,20.3439,20.7585,215864.0
2020-02-08,21.2213,21.3466,20.3439,20.7585,215864.0
2020-02-09,21.2213,21.3466,20.3439,20.7585,215864.0
2020-02-10,20.9513,22.1107,20.9176,21.3563,149683.0
2020-02-11,21.4527,21.5295,21.1249,21.1924,124758.0
2020-02-12,21.2406,21.5009,21.0959,21.3563,311201.0
2020-02-13,21.3081,21.8576,21.3081,21.3466,76842.0
2020-02-14,21.3466,21.5732,20.8742,20.9706,124264.0
2020-02-15,21.3466,21.5732,20.8742,20.9706,124264.0
2020-02-16,21.3466,21.5732,20.8742,20.9706,124264.0
2020-02-17,21.3466,21.5732,20.8742,20.9706,124264.0
2020-02-18,20.9224,21.7805,20.9224,21.7226,223399.0
2020-02-19,21.8094,22.6482,21.8094,22.629,97479.0
2020-02-20,22.5133,22.9857,22.3301,22.629,103633.0
2020-02-21,22.7543,23.4196,22.3976,23.381,111283.0
2020-02-22,22.7543,23.4196,22.3976,23.381,111283.0
2020-02-23,22.7543,23.4196,22.3976,23.381,111283.0
2020-02-24,22.9278,23.2267,22.5615,22.9664,178811.0
2020-02-25,23.0821,23.0821,21.5587,21.8287,230271.0
2020-02-26,21.7612,25.8252,21.6455,24.4416,444989.0
2020-02-27,23.8438,25.1069,23.2171,24.4994,232317.0
2020-02-28,24.0656,25.2804,23.3714,25.2129,284868.0
2020-02-29,24.0656,25.2804,23.3714,25.2129,284868.0
2020-03-01,24.0656,25.2804,23.3714,25.2129,284868.0
2020-03-02,25.2708,25.5215,24.3452,24.9526,190061.0
2020-03-03,24.9912,25.6468,24.3259,24.673,158579.0
2020-03-04,25.0201,25.3961,24.5862,25.0008,113559.0
2020-03-05,25.0779,25.1647,23.4003,23.5835,117397.0
2020-03-06,22.9278,23.4099,22.4559,23.1014,134296.0
2020-03-07,22.9278,23.4099,22.4559,23.1014,134296.0
2020-03-08,22.9278,23.4099,22.4559,23.1014,134296.0
2020-03-09,22.1565,22.3783,20.9706,21.2309,300392.0
2020-03-10,21.6937,22.1179,20.421,21.1924,178186.0
2020-03-11,20.6813,21.1924,18.9413,19.5629,168624.0
2020-03-12,18.3673,18.8784,16.2944,16.4776,264957.0
2020-03-13,17.4321,18.2806,16.4246,18.2709,192863.0
2020-03-14,17.4321,18.2806,16.4246,18.2709,192863.0
