,EME US Equity,EME US Equity,EME US Equity,EME US Equity,EME US Equity
2020-07-06,65.0557,65.2523,63.5419,64.2201,290192.0
2020-07-07,63.3748,63.6205,61.5758,61.6152,251313.0
2020-07-08,61.3104,61.8609,59.4919,60.2193,282824.0
2020-07-09,59.9342,59.9932,57.7224,58.2533,378719.0
2020-07-10,58.5875,59.7395,58.2139,59.423,227835.0
2020-07-11,58.5875,59.7395,58.2139,59.423,227835.0
2020-07-12,58.5875,59.7395,58.2139,59.423,227835.0
2020-07-13,60.1898,61.2613,58.8529,59.7868,216008.0
2020-07-14,59.4722,61.1335,59.2461,61.0352,245997.0
2020-07-15,62.8538,64.3578,62.3623,63.4141,317600.0
2020-07-16,63.011,63.8663,62.5195,62.9619,231781.0
2020-07-17,62.9816,64.0938,62.8241,62.8536,194257.0
2020-07-18,62.9816,64.0938,62.8241,62.8536,194257.0
2020-07-19,62.9816,64.0938,62.8241,62.8536,194257.0
2020-07-20,62.3024,62.7946,61.1804,61.4757,181269.0
2020-07-21,62.3517,63.1686,61.9776,62.1942,481658.0
2020-07-22,61.6332,62.6568,61.4658,62.5288,239264.0
2020-07-23,62.2237,64.0544,62.2237,63.2079,333248.0
2020-07-24,63.2079,63.7198,62.4009,62.5288,290590.0
2020-07-25,63.2079,63.7198,62.4009,62.5288,290590.0
2020-07-26,63.2079,63.7198,62.4009,62.5288,290590.0
2020-07-27,62.1942,63.6705,61.6627,63.4737,229376.0
2020-07-28,63.2375,64.7434,63.2375,63.7099,396167.0
2020-07-29,64.2709,69.763,64.2562,69.4677,634346.0
2020-07-30,68.0406,68.577,67.1252,68.1095,470827.0
2020-07-31,67.3614,67.7207,66.5052,67.4205,560888.0
2020-08-01,67.3614,67.7207,66.5052,67.4205,560888.0
2020-08-02,67.3614,67.7207,66.5052,67.4205,560888.0
2020-08-03,69.8516,70.9835,68.4835,70.0091,581580.0
2020-08-04,70.2846,72.1055,69.6104,71.6134,487101.0
2020-08-05,72.6665,72.9618,71.3525,72.4401,434116.0
2020-08-06,72.5189,73.0897,71.3427,71.6232,295508.0
2020-08-07,71.1803,73.4736,71.1606,73.4342,371133.0
2020-08-08,71.1803,73.4736,71.1606,73.4342,371133.0
2020-08-09,71.1803,73.4736,71.1606,73.4342,371133.0
2020-08-10,74.0444,76.1999,73.7098,75.3141,334169.0
2020-08-11,76.5346,77.1153,75.0434,75.4421,287811.0
2020-08-12,76.2885,77.0168,75.4617,75.8456,265758.0
2020-08-13,75.1566,75.7521,74.4923,75.1369,209243.0
2020-08-14,74.3889,75.2452,74.2511,74.4972,248998.0
2020-08-15,74.3889,75.2452,74.2511,74.4972,248998.0
2020-08-16,74.3889,75.2452,74.2511,74.4972,248998.0
2020-08-17,74.7531,75.2058,74.4381,74.7236,298285.0
2020-08-18,74.5169,74.7629,74.0346,74.1626,339121.0
2020-08-19,74.3397,74.694,73.3358,74.1035,209060.0
2020-08-20,73.0011,74.2216,72.8437,73.011,326493.0
2020-08-21,72.4598,72.9681,72.1055,72.4106,258075.0
2020-08-22,72.4598,72.9681,72.1055,72.4106,258075.0
2020-08-23,72.4598,72.9681,72.1055,72.4106,258075.0
2020-08-24,73.1488,73.695,72.3909,73.3948,281799.0
2020-08-25,74.0051,74.0051,72.6468,72.9618,257411.0
2020-08-26,72.7354,73.198,72.1744,72.5779,191393.0
2020-08-27,73.198,74.3594,72.7551,73.8181,258428.0
2020-08-28,74.4086,74.8121,73.8673,74.7531,251924.0
2020-08-29,74.4086,74.8121,73.8673,74.7531,251924.0
2020-08-30,74.4086,74.8121,73.8673,74.7531,251924.0
2020-08-31,74.0149,75.0484,73.7689,73.8279,306543.0
2020-09-01,73.2964,74.8515,72.2531,74.7334,362561.0
2020-09-02,74.7629,75.6192,74.4578,75.4421,279314.0
2020-09-03,75.7767,75.7767,71.5051,71.9185,433208.0
2020-09-04,73.3653,73.3801,71.072,71.3575,329101.0
2020-09-05,73.3653,73.3801,71.072,71.3575,329101.0
2020-09-06,73.3653,73.3801,71.072,71.3575,329101.0
2020-09-07,73.3653,73.3801,71.072,71.3575,329101.0
2020-09-08,70.5405,71.1016,69.5268,69.6941,272622.0
2020-09-09,70.2059,71.0425,69.261,69.7925,270629.0
2020-09-10,70.0583,70.1321,67.9028,68.3162,307168.0
2020-09-11,68.4933,68.4933,67.0957,67.45,247348.0
2020-09-12,68.4933,68.4933,67.0957,67.45,247348.0
2020-09-13,68.4933,68.4933,67.0957,67.45,247348.0
2020-09-14,68.0209,69.0248,67.391,68.8083,248689.0
2020-09-15,69.2512,69.5661,68.454,68.5327,164017.0
2020-09-16,68.7886,69.6547,68.6114,68.8969,352251.0
2020-09-17,68.0799,70.1272,67.5386,69.5071,298489.0
2020-09-18,69.7827,69.9303,66.9579,67.7945,843969.0
2020-09-19,69.7827,69.9303,66.9579,67.7945,843969.0
2020-09-20,69.7827,69.9303,66.9579,67.7945,843969.0
2020-09-21,66.2689,66.2689,63.4048,64.2512,305253.0
2020-09-22,64.5465,65.2995,63.2867,65.206,348255.0
2020-09-23,65.206,68.3506,64.8812,65.3634,408284.0
2020-09-24,65.7079,66.2,64.5121,65.7374,225337.0
2020-09-25,65.019,65.6882,64.7926,65.4028,168488.0
2020-09-26,65.019,65.6882,64.7926,65.4028,168488.0
2020-09-27,65.019,65.6882,64.7926,65.4028,168488.0
2020-09-28,66.4264,67.5583,66.1853,67.1941,237003.0
2020-09-29,66.9776,67.1449,65.4323,66.4264,214991.0
2020-09-30,66.702,67.8733,66.5445,66.643,309760.0
2020-10-01,66.8004,67.2532,65.9441,67.0366,251209.0
2020-10-02,65.9934,68.5455,65.9934,68.0504,157028.0
2020-10-03,65.9934,68.5455,65.9934,68.0504,157028.0
2020-10-04,65.9934,68.5455,65.9934,68.0504,157028.0
2020-10-05,69.0543,70.137,68.7935,69.6744,394258.0
2020-10-06,70.5209,72.1276,69.4185,69.7433,266883.0
2020-10-07,70.4913,71.6232,69.6646,69.8713,304786.0
2020-10-08,70.5799,71.1114,69.6695,70.511,231262.0
2020-10-09,71.387,71.387,69.5268,70.4224,184224.0
2020-10-10,71.387,71.387,69.5268,70.4224,184224.0
2020-10-11,71.387,71.387,69.5268,70.4224,184224.0
2020-10-12,70.5799,72.8535,70.5799,72.45,170899.0
2020-10-13,71.4756,72.0464,70.7768,70.8555,165371.0
2020-10-14,71.1606,71.6429,70.1173,70.1567,106964.0
2020-10-15,68.994,70.7183,68.7772,70.4818,185580.0
2020-10-16,70.3734,71.1519,70.0877,70.2453,159631.0
2020-10-17,70.3734,71.1519,70.0877,70.2453,159631.0
2020-10-18,70.3734,71.1519,70.0877,70.2453,159631.0
2020-10-19,70.807,71.8318,69.5162,70.0187,213809.0
2020-10-20,70.7479,71.2997,70.1567,70.4523,270349.0
2020-10-21,70.3931,70.9449,69.8315,69.9103,235417.0
2020-10-22,70.1271,70.2059,68.7082,69.4374,270726.0
2020-10-23,70.2158,70.2256,69.1516,69.6344,196009.0
2020-10-24,70.2158,70.2256,69.1516,69.6344,196009.0
2020-10-25,70.2158,70.2256,69.1516,69.6344,196009.0
2020-10-26,68.6688,69.1122,67.8411,68.0874,226363.0
2020-10-27,67.6933,67.9396,65.3186,65.5748,329391.0
2020-10-28,63.9687,64.1904,62.7567,63.0326,441147.0
2020-10-29,63.4662,66.9149,63.4662,65.3482,431936.0
2020-10-30,65.2201,67.2597,65.2201,67.1908,304006.0
2020-10-31,65.2201,67.2597,65.2201,67.1908,304006.0
2020-11-01,65.2201,67.2597,65.2201,67.1908,304006.0
2020-11-02,68.117,69.7921,68.0727,69.733,288114.0
2020-11-03,71.0238,71.7825,70.4917,71.211,458704.0
2020-11-04,69.7428,71.6741,66.9444,70.3537,481647.0
2020-11-05,70.4129,73.1521,70.4129,72.7383,403514.0
2020-11-06,72.9156,73.3098,71.9894,72.216,380378.0
2020-11-07,72.9156,73.3098,71.9894,72.216,380378.0
2020-11-08,72.9156,73.3098,71.9894,72.216,380378.0
2020-11-09,77.4088,79.0642,75.7042,76.5023,419052.0
2020-11-10,77.7931,80.4634,77.5763,80.3451,438333.0
2020-11-11,80.7984,80.7984,76.5122,79.1923,307504.0
2020-11-12,78.0591,78.4188,76.5713,78.0099,353934.0
2020-11-13,78.7982,80.4043,78.6996,79.9609,240784.0
2020-11-14,78.7982,80.4043,78.6996,79.9609,240784.0
2020-11-15,78.7982,80.4043,78.6996,79.9609,240784.0
2020-11-16,82.0498,83.715,81.0645,83.6559,319541.0
2020-11-17,82.9563,84.2964,82.4045,84.0402,447445.0
2020-11-18,84.6807,84.7841,83.1435,83.7544,337360.0
2020-11-19,83.4884,85.7843,83.0056,85.1733,395995.0
2020-11-20,84.0993,84.5526,83.1189,84.5132,298071.0
2020-11-21,84.0993,84.5526,83.1189,84.5132,298071.0
2020-11-22,84.0993,84.5526,83.1189,84.5132,298071.0
2020-11-23,85.3211,86.6612,85.2719,85.7054,335705.0
2020-11-24,86.7105,87.7668,85.8926,87.0751,291359.0
2020-11-25,86.9568,87.0652,85.8138,86.7203,285044.0
2020-11-26,86.9568,87.0652,85.8138,86.7203,285044.0
2020-11-27,86.7598,87.0159,86.2375,86.7598,83099.0
2020-11-28,86.7598,87.0159,86.2375,86.7598,83099.0
2020-11-29,86.7598,87.0159,86.2375,86.7598,83099.0
2020-11-30,86.612,86.9962,84.5427,84.9172,618444.0
2020-12-01,86.0897,87.0061,84.8383,86.0503,285306.0
2020-12-02,86.0207,86.4149,84.6905,84.7398,238348.0
2020-12-03,84.6018,85.065,83.9515,84.3555,285545.0
2020-12-04,85.1044,87.1637,84.6807,86.9273,201329.0
2020-12-05,85.1044,87.1637,84.6807,86.9273,201329.0
2020-12-06,85.1044,87.1637,84.6807,86.9273,201329.0
2020-12-07,86.9076,86.9076,85.4591,86.3459,231579.0
2020-12-08,85.7251,87.548,85.4887,87.4495,239388.0
2020-12-09,88.3856,89.2625,88.0998,89.0458,325849.0
2020-12-10,88.2673,88.6221,87.4692,88.3757,227023.0
2020-12-11,87.8042,88.8191,87.8042,88.6812,280259.0
2020-12-12,87.8042,88.8191,87.8042,88.6812,280259.0
2020-12-13,87.8042,88.8191,87.8042,88.6812,280259.0
2020-12-14,89.6665,89.6665,87.2524,87.4889,377624.0
2020-12-15,88.1885,88.1984,87.0258,88.1589,308133.0
2020-12-16,88.5038,89.3118,87.7451,88.9669,254612.0
2020-12-17,88.9965,89.2034,88.1491,88.9768,345332.0
2020-12-18,89.3315,89.568,88.3462,88.4151,1127149.0
2020-12-19,89.3315,89.568,88.3462,88.4151,1127149.0
2020-12-20,89.3315,89.568,88.3462,88.4151,1127149.0
2020-12-21,86.7499,88.4546,86.1883,88.1688,232583.0
2020-12-22,88.494,89.1049,87.4298,88.7206,271527.0
2020-12-23,89.5286,91.1372,89.0211,90.5139,224640.0
2020-12-24,91.0559,91.0559,90.1789,90.8686,50524.0
2020-12-25,91.0559,91.0559,90.1789,90.8686,50524.0
2020-12-26,91.0559,91.0559,90.1789,90.8686,50524.0
2020-12-27,91.0559,91.0559,90.1789,90.8686,50524.0
2020-12-28,91.6175,92.2777,90.642,90.711,164141.0
2020-12-29,90.8095,90.8095,89.2231,89.6961,181557.0
2020-12-30,90.5041,91.4204,89.972,90.6617,170639.0
2020-12-31,90.8292,90.8292,90.1198,90.1198,197831.0
2021-01-01,90.8292,90.8292,90.1198,90.1198,197831.0
2021-01-02,90.8292,90.8292,90.1198,90.1198,197831.0
2021-01-03,90.8292,90.8292,90.1198,90.1198,197831.0
2021-01-04,90.8194,91.046,86.9667,87.9323,253893.0
2021-01-05,87.9323,90.6962,87.888,90.0705,293819.0
2021-01-06,92.0117,98.5642,91.7062,97.8252,432741.0
2021-01-07,98.1011,99.8452,97.1059,99.6382,195163.0
2021-01-08,99.8156,99.8452,96.3866,97.5887,199757.0
2021-01-09,99.8156,99.8452,96.3866,97.5887,199757.0
2021-01-10,99.8156,99.8452,96.3866,97.5887,199757.0
2021-01-11,96.091,97.1552,95.8644,96.564,163763.0
2021-01-12,97.4311,97.8942,96.6132,97.7562,241971.0
2021-01-13,97.2241,97.8942,96.3964,96.8201,181573.0
2021-01-14,97.6084,98.377,96.6526,97.7267,126802.0
2021-01-15,96.2763,97.6724,94.9444,96.7894,183143.0
2021-01-16,96.2763,97.6724,94.9444,96.7894,183143.0
2021-01-17,96.2763,97.6724,94.9444,96.7894,183143.0
2021-01-18,96.2763,97.6724,94.9444,96.7894,183143.0
2021-01-19,97.5886,98.2595,96.3158,96.819,252058.0
2021-01-20,97.0459,98.1509,96.6414,97.5787,201543.0
2021-01-21,96.7104,97.7267,93.5729,93.5828,310153.0
2021-01-22,92.8132,96.0494,92.8132,95.9705,271057.0
2021-01-23,92.8132,96.0494,92.8132,95.9705,271057.0
2021-01-24,92.8132,96.0494,92.8132,95.9705,271057.0
2021-01-25,95.27,95.6547,91.6391,92.8527,372587.0
2021-01-26,93.5236,93.7308,92.1324,92.6356,198497.0
2021-01-27,90.5439,90.7314,86.5974,87.4262,270548.0
2021-01-28,88.8963,90.6525,88.1563,89.9224,250283.0
2021-01-29,89.2712,89.6708,86.7059,87.1203,252483.0
2021-01-30,89.2712,89.6708,86.7059,87.1203,252483.0
2021-01-31,89.2712,89.6708,86.7059,87.1203,252483.0
2021-02-01,88.4523,89.9421,86.1929,89.5869,270421.0
2021-02-02,91.0274,91.2149,89.2416,90.9682,108474.0
2021-02-03,90.5439,91.1162,89.2416,90.9287,143421.0
2021-02-04,90.9978,92.1818,90.5143,92.0239,189792.0
2021-02-05,93.4348,93.6025,92.537,92.8823,156070.0
2021-02-06,93.4348,93.6025,92.537,92.8823,156070.0
2021-02-07,93.4348,93.6025,92.537,92.8823,156070.0
2021-02-08,93.4743,95.0134,93.2276,94.5102,195020.0
2021-02-09,94.9148,94.9148,93.0993,93.8887,147606.0
2021-02-10,94.678,95.0282,93.0007,94.2438,177406.0
2021-02-11,94.6385,94.7273,91.6983,93.3263,223882.0
2021-02-12,92.6159,93.1684,91.8562,92.2015,161375.0
2021-02-13,92.6159,93.1684,91.8562,92.2015,161375.0
2021-02-14,92.6159,93.1684,91.8562,92.2015,161375.0
2021-02-15,92.6159,93.1684,91.8562,92.2015,161375.0
2021-02-16,92.4186,92.9908,91.8364,92.4087,217520.0
2021-02-17,91.2346,92.3199,90.613,90.8498,172279.0
2021-02-18,90.5933,90.5933,88.4375,89.212,246068.0
2021-02-19,89.7152,91.2247,89.3994,91.0274,228611.0
2021-02-20,89.7152,91.2247,89.3994,91.0274,228611.0
2021-02-21,89.7152,91.2247,89.3994,91.0274,228611.0
2021-02-22,90.4157,92.8527,89.3008,92.1916,226695.0
2021-02-23,92.1226,94.4412,91.4319,93.8196,211510.0
2021-02-24,94.3228,97.4899,93.3065,97.4011,242929.0
2021-02-25,98.664,102.6106,96.6711,98.664,582722.0
2021-02-26,98.664,99.2264,95.8126,96.0691,415322.0
2021-02-27,98.664,99.2264,95.8126,96.0691,415322.0
2021-02-28,98.664,99.2264,95.8126,96.0691,415322.0
2021-03-01,98.4371,100.9234,97.2926,100.2229,396097.0
2021-03-02,100.0749,100.0749,97.559,98.7035,320301.0
2021-03-03,99.4434,103.0249,99.4434,100.3906,244509.0
2021-03-04,99.848,100.8642,98.3088,98.9403,315492.0
2021-03-05,100.3807,103.7452,99.3349,103.0841,320867.0
2021-03-06,100.3807,103.7452,99.3349,103.0841,320867.0
2021-03-07,100.3807,103.7452,99.3349,103.0841,320867.0
2021-03-08,104.2385,107.1787,103.2913,105.6297,213558.0
2021-03-09,106.715,107.2576,104.9785,105.8961,237410.0
2021-03-10,106.1921,110.8095,105.7925,110.3458,400236.0
2021-03-11,110.8391,111.9442,109.3364,110.9871,296686.0
2021-03-12,111.7468,114.0457,111.3029,113.7596,263970.0
2021-03-13,111.7468,114.0457,111.3029,113.7596,263970.0
