,RHP US Equity,RHP US Equity,RHP US Equity,RHP US Equity,RHP US Equity
2022-05-27,83.0108,85.0433,82.9351,85.0149,423232.0
2022-05-28,83.0108,85.0433,82.9351,85.0149,423232.0
2022-05-29,83.0108,85.0433,82.9351,85.0149,423232.0
2022-05-30,83.0108,85.0433,82.9351,85.0149,423232.0
2022-05-31,84.1168,85.1756,82.2356,84.4099,525076.0
2022-06-01,86.3573,90.3939,84.6746,89.7511,746248.0
2022-06-02,89.3068,90.4412,87.4728,90.1859,441417.0
2022-06-03,90.1198,90.9611,88.8861,89.7889,403232.0
2022-06-04,90.1198,90.9611,88.8861,89.7889,403232.0
2022-06-05,90.1198,90.9611,88.8861,89.7889,403232.0
2022-06-06,90.7059,90.7059,88.8908,89.9307,375770.0
2022-06-07,88.9475,91.8025,88.5883,91.3109,294068.0
2022-06-08,90.4979,90.4979,89.1192,90.0914,276996.0
2022-06-09,89.4675,89.6093,85.601,85.6672,272950.0
2022-06-10,83.7576,85.0811,80.827,81.1957,357508.0
2022-06-11,83.7576,85.0811,80.827,81.1957,357508.0
2022-06-12,83.7576,85.0811,80.827,81.1957,357508.0
2022-06-13,78.3124,78.3408,73.4533,74.1718,474289.0
2022-06-14,73.9165,76.0908,72.7727,75.3629,538690.0
2022-06-15,76.5635,80.2409,76.1003,78.8418,573763.0
2022-06-16,76.2799,76.5446,72.0353,72.7632,526239.0
2022-06-17,74.1907,74.3703,70.622,72.1487,669161.0
2022-06-18,74.1907,74.3703,70.622,72.1487,669161.0
2022-06-19,74.1907,74.3703,70.622,72.1487,669161.0
2022-06-20,74.1907,74.3703,70.622,72.1487,669161.0
2022-06-21,73.5762,75.0604,71.7044,72.0448,286893.0
2022-06-22,70.362,71.6855,69.1709,69.464,643679.0
2022-06-23,69.2843,69.5869,66.6137,69.048,675198.0
2022-06-24,69.9555,75.0982,69.8137,73.2548,1873338.0
2022-06-25,69.9555,75.0982,69.8137,73.2548,1873338.0
2022-06-26,69.9555,75.0982,69.8137,73.2548,1873338.0
2022-06-27,73.9827,74.6256,72.716,73.6046,394157.0
2022-06-28,75.2306,77.2158,73.2832,73.3682,240986.0
2022-06-29,72.3,72.4229,70.4944,71.9502,219756.0
2022-06-30,70.3526,73.3777,68.9724,71.8746,293599.0
2022-07-01,71.8746,73.8693,70.6551,72.1866,351568.0
2022-07-02,71.8746,73.8693,70.6551,72.1866,351568.0
2022-07-03,71.8746,73.8693,70.6551,72.1866,351568.0
2022-07-04,71.8746,73.8693,70.6551,72.1866,351568.0
2022-07-05,70.3242,72.8672,69.1993,72.6876,313557.0
2022-07-06,72.9901,73.8693,70.5038,71.0143,178518.0
2022-07-07,72.2338,73.6897,71.8746,72.508,340492.0
2022-07-08,72.1393,73.0279,70.2581,70.9009,288846.0
2022-07-09,72.1393,73.0279,70.2581,70.9009,288846.0
2022-07-10,72.1393,73.0279,70.2581,70.9009,288846.0
2022-07-11,69.7098,71.0238,68.9724,70.5322,285135.0
2022-07-12,69.6436,72.4985,69.6436,71.8746,193118.0
2022-07-13,70.2675,72.9145,69.7003,72.8294,240396.0
2022-07-14,71.279,72.248,70.4093,71.799,234142.0
2022-07-15,73.9638,74.3419,72.3662,73.9827,229491.0
2022-07-16,73.9638,74.3419,72.3662,73.9827,229491.0
2022-07-17,73.9638,74.3419,72.3662,73.9827,229491.0
2022-07-18,74.8524,76.8566,74.8524,75.9396,298142.0
2022-07-19,77.1024,79.8533,77.1024,79.513,275032.0
2022-07-20,78.9836,81.2902,78.6527,80.4961,264501.0
2022-07-21,79.305,79.305,77.2914,78.9174,208163.0
2022-07-22,79.7966,80.0235,76.3461,77.3481,290654.0
2022-07-23,79.7966,80.0235,76.3461,77.3481,290654.0
2022-07-24,79.7966,80.0235,76.3461,77.3481,290654.0
2022-07-25,78.18,79.9195,77.7641,79.1159,220229.0
2022-07-26,78.5771,79.7304,78.0666,78.1139,220946.0
2022-07-27,79.2672,80.7088,77.8964,80.2693,358118.0
2022-07-28,80.7041,83.2471,79.6264,83.162,257448.0
2022-07-29,83.266,84.5706,82.0685,83.7009,309999.0
2022-07-30,83.266,84.5706,82.0685,83.7009,309999.0
2022-07-31,83.266,84.5706,82.0685,83.7009,309999.0
2022-08-01,82.4246,84.5233,81.9709,83.6347,389858.0
2022-08-02,83.1904,84.8873,81.3848,82.3679,341221.0
2022-08-03,83.8238,84.6651,81.9236,82.056,415581.0
2022-08-04,82.6326,82.8831,80.6001,81.7535,201605.0
2022-08-05,81.035,82.5523,80.6285,81.4793,151766.0
2022-08-06,81.035,82.5523,80.6285,81.4793,151766.0
2022-08-07,81.035,82.5523,80.6285,81.4793,151766.0
2022-08-08,81.6873,83.0769,81.4557,82.5097,241142.0
2022-08-09,82.8028,83.1715,81.536,83.0013,227614.0
2022-08-10,84.8069,85.4308,83.9845,84.7691,136459.0
2022-08-11,85.8468,86.7118,85.0905,86.5842,184063.0
2022-08-12,86.7827,88.7585,86.4896,88.5978,227697.0
2022-08-13,86.7827,88.7585,86.4896,88.5978,227697.0
2022-08-14,86.7827,88.7585,86.4896,88.5978,227697.0
2022-08-15,88.4749,89.4107,87.5957,88.9948,228515.0
2022-08-16,88.1534,90.1127,88.1534,89.0043,533874.0
2022-08-17,87.6146,88.3661,86.31,86.4329,515462.0
2022-08-18,86.1304,87.9833,86.1304,87.3877,225901.0
2022-08-19,86.6598,86.6598,82.8595,83.8049,319092.0
2022-08-20,86.6598,86.6598,82.8595,83.8049,319092.0
2022-08-21,86.6598,86.6598,82.8595,83.8049,319092.0
2022-08-22,82.557,82.9729,81.6873,81.7913,251008.0
2022-08-23,81.7724,82.8501,81.2241,81.5549,213868.0
2022-08-24,81.7251,83.4598,81.5171,82.9824,224867.0
2022-08-25,83.7481,85.6672,83.7481,85.4308,225098.0
2022-08-26,85.0527,85.8184,81.2713,81.6684,174807.0
2022-08-27,85.0527,85.8184,81.2713,81.6684,174807.0
2022-08-28,85.0527,85.8184,81.2713,81.6684,174807.0
2022-08-29,80.3922,80.5812,79.5697,79.9384,205353.0
2022-08-30,80.6663,81.1106,78.6764,79.0498,159801.0
2022-08-31,78.9552,79.9384,77.6128,77.7263,286020.0
2022-09-01,77.1874,77.3292,75.051,76.9038,272181.0
2022-09-02,78.0855,78.2415,75.8167,76.0152,262171.0
2022-09-03,78.0855,78.2415,75.8167,76.0152,262171.0
2022-09-04,78.0855,78.2415,75.8167,76.0152,262171.0
2022-09-05,78.0855,78.2415,75.8167,76.0152,262171.0
2022-09-06,76.0058,76.261,74.635,76.053,280951.0
2022-09-07,77.8208,81.3659,77.1591,81.139,363936.0
2022-09-08,79.8722,80.7987,78.6055,80.3543,256707.0
2022-09-09,81.0066,82.7839,81.0066,81.7345,288258.0
2022-09-10,81.0066,82.7839,81.0066,81.7345,288258.0
2022-09-11,81.0066,82.7839,81.0066,81.7345,288258.0
2022-09-12,82.3585,83.7566,82.3585,83.6063,139179.0
2022-09-13,80.5529,81.9992,79.6406,80.2125,201796.0
2022-09-14,80.4016,81.6495,79.0214,81.6306,215470.0
2022-09-15,80.6947,82.4341,79.7493,80.3071,336435.0
2022-09-16,79.5603,80.3543,77.5845,80.3071,478020.0
2022-09-17,79.5603,80.3543,77.5845,80.3071,478020.0
2022-09-18,79.5603,80.3543,77.5845,80.3071,478020.0
2022-09-19,78.804,81.9709,78.804,81.347,256970.0
2022-09-20,80.5151,82.245,79.9053,81.7724,455941.0
2022-09-21,82.6232,82.6232,77.7168,77.7263,542344.0
2022-09-22,77.2631,77.3718,72.5883,73.2075,364295.0
2022-09-23,71.6194,72.3945,70.3384,71.7895,470735.0
2022-09-24,71.6194,72.3945,70.3384,71.7895,470735.0
2022-09-25,71.6194,72.3945,70.3384,71.7895,470735.0
2022-09-26,70.8253,72.0117,68.7644,69.5963,474222.0
2022-09-27,70.8253,72.9408,69.5869,69.8988,218601.0
2022-09-28,70.2675,72.3,69.9414,71.6477,547165.0
2022-09-29,70.1615,70.1615,67.8045,69.0729,522045.0
2022-09-30,69.2433,70.5875,68.2967,69.6598,597897.0
2022-10-01,69.2433,70.5875,68.2967,69.6598,597897.0
2022-10-02,69.2433,70.5875,68.2967,69.6598,597897.0
2022-10-03,71.1839,72.1115,68.6943,71.2785,411549.0
2022-10-04,73.5219,74.7714,73.1528,73.8154,514593.0
2022-10-05,72.4807,74.0284,71.4536,73.8722,279943.0
2022-10-06,73.1433,74.4212,72.8593,74.0804,302378.0
2022-10-07,73.6355,74.5159,72.7647,73.5787,398441.0
2022-10-08,73.6355,74.5159,72.7647,73.5787,398441.0
2022-10-09,73.6355,74.5159,72.7647,73.5787,398441.0
2022-10-10,74.3265,75.0365,72.7931,72.9161,215693.0
2022-10-11,73.1433,75.1113,71.7755,74.7525,294698.0
2022-10-12,74.6957,75.8411,73.4888,74.4685,447834.0
2022-10-13,72.3766,77.4598,71.1744,76.3617,439755.0
2022-10-14,77.6491,78.6856,75.5098,76.144,338676.0
2022-10-15,77.6491,78.6856,75.5098,76.144,338676.0
2022-10-16,77.6491,78.6856,75.5098,76.144,338676.0
2022-10-17,78.501,80.3847,78.501,79.5328,407925.0
2022-10-18,81.6058,82.95,79.9682,80.8959,355207.0
2022-10-19,79.6653,81.6816,79.6653,80.186,384572.0
2022-10-20,80.9243,82.0886,78.7566,79.0595,372483.0
2022-10-21,79.6559,80.593,78.5767,80.3185,434580.0
2022-10-22,79.6559,80.593,78.5767,80.3185,434580.0
2022-10-23,79.6559,80.593,78.5767,80.3185,434580.0
2022-10-24,80.6119,80.9811,79.8452,80.1197,352766.0
2022-10-25,80.6498,83.1251,80.0345,82.6282,353421.0
2022-10-26,83.2813,84.6444,81.9372,83.3949,319171.0
2022-10-27,84.5024,85.7709,83.712,83.8966,318754.0
2022-10-28,84.3699,85.0041,82.4956,84.1522,363042.0
2022-10-29,84.3699,85.0041,82.4956,84.1522,363042.0
2022-10-30,84.3699,85.0041,82.4956,84.1522,363042.0
2022-10-31,83.7168,85.2597,83.1015,84.1711,556978.0
2022-11-01,85.5626,86.1495,83.7982,84.1427,389205.0
2022-11-02,82.8648,84.1143,80.2522,80.7918,486017.0
2022-11-03,79.5139,80.4889,76.9675,79.8168,315336.0
2022-11-04,80.858,81.6721,78.7093,80.2333,198435.0
2022-11-05,80.858,81.6721,78.7093,80.2333,198435.0
2022-11-06,80.858,81.6721,78.7093,80.2333,198435.0
2022-11-07,81.0568,81.0568,78.4253,80.6498,213478.0
2022-11-08,81.0095,81.9845,80.1258,81.3124,228703.0
2022-11-09,80.8012,81.6248,79.0784,79.7032,244609.0
2022-11-10,84.4456,87.8344,84.3888,84.6823,345189.0
2022-11-11,85.468,86.8216,84.5876,85.4396,349442.0
2022-11-12,85.468,86.8216,84.5876,85.4396,349442.0
2022-11-13,85.468,86.8216,84.5876,85.4396,349442.0
2022-11-14,84.6728,85.1461,83.2151,83.357,226196.0
2022-11-15,85.042,85.9034,83.3286,84.4172,304218.0
2022-11-16,83.8587,84.8905,83.0731,84.2563,374010.0
2022-11-17,82.9405,84.545,82.808,83.8303,244616.0
2022-11-18,85.4301,86.3672,84.3131,85.7141,218101.0
2022-11-19,85.4301,86.3672,84.3131,85.7141,218101.0
2022-11-20,85.4301,86.3672,84.3131,85.7141,218101.0
2022-11-21,85.2597,85.8939,84.5119,85.6478,153672.0
2022-11-22,86.4808,86.9872,85.662,86.6133,301447.0
2022-11-23,86.0548,86.4903,84.0575,84.2468,256856.0
2022-11-24,86.0548,86.4903,84.0575,84.2468,256856.0
2022-11-25,84.6444,86.0075,84.1001,85.8845,107846.0
2022-11-26,84.6444,86.0075,84.1001,85.8845,107846.0
2022-11-27,84.6444,86.0075,84.1001,85.8845,107846.0
2022-11-28,84.8053,85.4017,83.1867,83.6126,273567.0
2022-11-29,83.9155,85.2881,83.6505,84.9757,458753.0
2022-11-30,84.8337,86.6417,84.0575,86.6417,414364.0
2022-12-01,87.3138,88.7905,85.468,86.0359,196023.0
2022-12-02,84.6539,86.0075,84.5024,85.2313,168613.0
2022-12-03,84.6539,86.0075,84.5024,85.2313,168613.0
2022-12-04,84.6539,86.0075,84.5024,85.2313,168613.0
2022-12-05,84.3415,84.5024,82.5619,82.7134,316727.0
2022-12-06,82.4483,83.8209,82.2685,83.3003,407814.0
2022-12-07,83.1393,84.4788,82.401,82.7607,318325.0
2022-12-08,83.4138,85.2313,83.4138,84.1333,301285.0
2022-12-09,84.4267,84.9473,83.6316,84.1427,188985.0
2022-12-10,84.4267,84.9473,83.6316,84.1427,188985.0
2022-12-11,84.4267,84.9473,83.6316,84.1427,188985.0
2022-12-12,84.332,85.6478,83.7546,85.449,251481.0
2022-12-13,88.6296,88.6296,84.5403,85.2597,344808.0
2022-12-14,85.0988,86.2288,83.2624,83.8114,314759.0
2022-12-15,82.7134,83.8303,82.0413,82.5808,252975.0
2022-12-16,80.6877,82.7039,80.4794,82.4105,425910.0
2022-12-17,80.6877,82.7039,80.4794,82.4105,425910.0
2022-12-18,80.6877,82.7039,80.4794,82.4105,425910.0
2022-12-19,82.2401,82.5335,80.309,80.7444,248713.0
2022-12-20,80.0345,81.0852,79.7884,80.1386,222949.0
2022-12-21,80.4699,80.5315,75.4625,76.6552,1101085.0
2022-12-22,76.0588,78.094,76.0115,77.1569,550088.0
2022-12-23,76.7498,78.2833,76.1646,78.2549,250955.0
2022-12-24,76.7498,78.2833,76.1646,78.2549,250955.0
2022-12-25,76.7498,78.2833,76.1646,78.2549,250955.0
2022-12-26,76.7498,78.2833,76.1646,78.2549,250955.0
2022-12-27,78.378,78.378,77.0527,77.5355,186919.0
2022-12-28,77.8857,77.8857,75.1737,75.2353,255615.0
2022-12-29,76.3273,77.7136,75.9854,77.4383,199262.0
2022-12-30,76.6121,77.7991,76.4744,77.6567,227934.0
2022-12-31,76.6121,77.7991,76.4744,77.6567,227934.0
2023-01-01,76.6121,77.7991,76.4744,77.6567,227934.0
2023-01-02,76.6121,77.7991,76.4744,77.6567,227934.0
2023-01-03,78.3973,79.252,75.6531,75.786,401445.0
2023-01-04,76.7641,77.6757,75.843,76.84,308971.0
2023-01-05,76.1468,76.1468,74.4091,74.694,304518.0
2023-01-06,75.2827,76.3747,74.8269,75.9094,421466.0
2023-01-07,75.2827,76.3747,74.8269,75.9094,421466.0
2023-01-08,75.2827,76.3747,74.8269,75.9094,421466.0
2023-01-09,76.0614,77.1913,75.9047,76.973,364838.0
2023-01-10,76.6596,78.2502,76.2608,77.9415,239175.0
2023-01-11,78.5588,81.4787,78.5588,81.398,392740.0
2023-01-12,81.7968,83.1073,81.2651,82.4236,353428.0
2023-01-13,81.1131,82.1957,80.8852,81.2556,177437.0
2023-01-14,81.1131,82.1957,80.8852,81.2556,177437.0
2023-01-15,81.1131,82.1957,80.8852,81.2556,177437.0
2023-01-16,81.1131,82.1957,80.8852,81.2556,177437.0
2023-01-17,81.8728,82.8271,81.5784,82.3856,195111.0
2023-01-18,82.7274,82.7274,80.2395,80.8188,273692.0
2023-01-19,80.3725,81.1321,80.0306,80.7048,433402.0
2023-01-20,81.3315,82.9553,80.3155,82.5755,349897.0
2023-01-21,81.3315,82.9553,80.3155,82.5755,349897.0
2023-01-22,81.3315,82.9553,80.3155,82.5755,349897.0
2023-01-23,82.4046,83.8764,82.3334,83.4111,209040.0
2023-01-24,83.0408,84.3417,82.7464,83.753,348856.0
2023-01-25,83.6105,84.5126,83.0883,84.1233,353894.0
2023-01-26,84.921,85.3388,83.3874,85.3293,273740.0
2023-01-27,84.6456,86.991,84.6456,86.2884,210852.0
2023-01-28,84.6456,86.991,84.6456,86.2884,210852.0
2023-01-29,84.6456,86.991,84.6456,86.2884,210852.0
2023-01-30,85.842,86.8534,85.7946,86.0699,291109.0
2023-01-31,86.2789,88.6148,86.1079,88.2065,536161.0
2023-02-01,87.7697,89.3697,86.0794,87.8457,346673.0
2023-02-02,88.311,90.2006,88.311,90.2006,305250.0
2023-02-03,89.1846,90.6374,89.1608,89.7258,294565.0
2023-02-04,89.1846,90.6374,89.1608,89.7258,294565.0
2023-02-05,89.1846,90.6374,89.1608,89.7258,294565.0
2023-02-06,89.0516,89.3365,87.2854,88.0451,236876.0
2023-02-07,87.1905,89.7448,86.8723,89.1276,323621.0
2023-02-08,88.235,89.0136,87.5323,88.3489,194400.0
2023-02-09,89.1466,89.9997,88.254,88.6623,359990.0
2023-02-10,88.254,88.5863,85.9655,86.9151,184053.0
2023-02-11,88.254,88.5863,85.9655,86.9151,184053.0
2023-02-12,88.254,88.5863,85.9655,86.9151,184053.0
2023-02-13,86.8581,89.1371,86.4403,88.6718,183571.0
2023-02-14,88.1495,89.8873,87.3234,88.9567,288121.0
2023-02-15,88.0736,89.4505,88.0356,88.6718,380089.0
2023-02-16,86.9436,87.6178,85.1489,85.9085,294248.0
2023-02-17,85.7186,85.7186,83.9904,84.6361,270134.0
2023-02-18,85.7186,85.7186,83.9904,84.6361,270134.0
2023-02-19,85.7186,85.7186,83.9904,84.6361,270134.0
2023-02-20,85.7186,85.7186,83.9904,84.6361,270134.0
2023-02-21,83.6485,84.5601,82.6989,83.9524,293691.0
2023-02-22,84.0378,85.3103,83.5536,84.1898,371440.0
2023-02-23,84.4841,85.994,83.4586,85.8136,277015.0
2023-02-24,83.4301,87.8789,83.4301,87.4563,572508.0
2023-02-25,83.4301,87.8789,83.4301,87.4563,572508.0
2023-02-26,83.4301,87.8789,83.4301,87.4563,572508.0
2023-02-27,89.422,89.7876,88.5484,89.0042,496767.0
2023-02-28,89.1751,90.1436,88.0261,88.0926,708316.0
2023-03-01,88.0166,89.3745,87.8742,89.308,379862.0
2023-03-02,88.7288,90.9698,88.3394,90.6754,460635.0
2023-03-03,91.3116,91.8814,90.5994,90.8084,247997.0
2023-03-04,91.3116,91.8814,90.5994,90.8084,247997.0
2023-03-05,91.3116,91.8814,90.5994,90.8084,247997.0
2023-03-06,91.8814,92.3799,91.0457,91.2262,372009.0
2023-03-07,91.4446,91.9573,90.0155,90.1721,469432.0
2023-03-08,90.3146,91.4446,89.9063,91.3021,389580.0
2023-03-09,91.3021,91.3021,87.3899,87.5893,332416.0
2023-03-10,86.7442,86.972,84.4652,85.5857,270077.0
2023-03-11,86.7442,86.972,84.4652,85.5857,270077.0
2023-03-12,86.7442,86.972,84.4652,85.5857,270077.0
2023-03-13,84.2563,85.0254,83.3447,83.5061,357267.0
2023-03-14,86.4023,86.8961,83.7957,84.6171,481999.0
2023-03-15,82.8509,83.3541,81.2651,83.0978,384271.0
2023-03-16,81.7399,84.1186,80.9707,83.6295,430888.0
2023-03-17,82.4805,82.4805,78.3973,80.1826,872998.0
2023-03-18,82.4805,82.4805,78.3973,80.1826,872998.0
2023-03-19,82.4805,82.4805,78.3973,80.1826,872998.0
2023-03-20,81.1986,82.7559,80.7998,81.436,426015.0
2023-03-21,82.9458,83.1927,81.8538,82.0152,618794.0
2023-03-22,81.2461,81.4265,77.5142,77.6282,670177.0
2023-03-23,77.8371,78.2359,74.9789,75.3112,497327.0
2023-03-24,74.1432,76.6786,73.2886,76.1753,740789.0
2023-03-25,74.1432,76.6786,73.2886,76.1753,740789.0
2023-03-26,74.1432,76.6786,73.2886,76.1753,740789.0
2023-03-27,77.3908,77.7611,76.0044,77.2009,515329.0
2023-03-28,76.2323,78.7487,76.0899,78.2454,373619.0
2023-03-29,78.9576,81.36,78.9576,81.1416,404113.0
2023-03-30,82.3678,83.6899,81.7547,82.2912,480058.0
2023-03-31,83.3163,86.0082,83.3163,85.9603,440489.0
2023-04-01,83.3163,86.0082,83.3163,85.9603,440489.0
2023-04-02,83.3163,86.0082,83.3163,85.9603,440489.0
2023-04-03,85.9124,86.9949,84.5137,85.4813,515620.0
2023-04-04,85.9699,86.1423,83.8719,85.0119,894376.0
2023-04-05,84.3317,84.7437,83.6611,84.37,306626.0
2023-04-06,84.8874,86.5351,84.4946,86.5064,316738.0
2023-04-07,84.8874,86.5351,84.4946,86.5064,316738.0
2023-04-08,84.8874,86.5351,84.4946,86.5064,316738.0
2023-04-09,84.8874,86.5351,84.4946,86.5064,316738.0
2023-04-10,85.8932,87.5601,85.8932,87.062,337173.0
2023-04-11,87.2153,87.8044,86.2956,87.2536,713220.0
2023-04-12,87.8188,87.9625,85.3855,85.6921,348675.0
2023-04-13,86.4201,87.426,85.5963,86.8991,352420.0
2023-04-14,87.0907,87.9912,85.7974,86.6022,263795.0
2023-04-15,87.0907,87.9912,85.7974,86.6022,263795.0
2023-04-16,87.0907,87.9912,85.7974,86.6022,263795.0
2023-04-17,86.88,88.4894,86.7171,88.4798,628150.0
2023-04-18,88.7959,89.4186,88.1254,88.8917,240943.0
2023-04-19,88.4415,88.8151,87.2057,87.6464,425857.0
2023-04-20,86.9949,87.2919,85.7208,85.8837,274480.0
2023-04-21,86.286,87.3685,85.7112,86.698,239590.0
2023-04-22,86.286,87.3685,85.7112,86.698,239590.0
2023-04-23,86.286,87.3685,85.7112,86.698,239590.0
2023-04-24,86.2573,87.5027,86.104,87.426,306049.0
2023-04-25,86.1806,86.5926,84.3605,84.782,522046.0
2023-04-26,83.9964,85.6585,83.5174,84.4563,285625.0
2023-04-27,85.0598,85.0598,83.5653,84.303,473725.0
2023-04-28,84.0539,86.0848,84.0395,85.8932,394745.0
2023-04-29,84.0539,86.0848,84.0395,85.8932,394745.0
2023-04-30,84.0539,86.0848,84.0395,85.8932,394745.0
2023-05-01,86.0274,88.1637,86.0274,86.765,305461.0
2023-05-02,86.1519,87.0237,84.6191,86.8608,281669.0
2023-05-03,87.5027,89.342,86.8321,87.1674,371314.0
2023-05-04,88.5277,89.9072,86.5926,88.5086,582149.0
2023-05-05,90.2521,91.2101,89.0833,89.9934,554963.0
2023-05-06,90.2521,91.2101,89.0833,89.9934,554963.0
2023-05-07,90.2521,91.2101,89.0833,89.9934,554963.0
2023-05-08,89.7923,90.1276,88.5181,90.0318,268449.0
2023-05-09,89.8306,91.9477,89.5911,91.8519,427803.0
2023-05-10,92.9249,94.1703,90.9227,92.4555,632461.0
2023-05-11,91.3729,92.01,90.2904,91.325,280369.0
2023-05-12,91.2676,92.3118,90.2521,90.3096,307642.0
2023-05-13,91.2676,92.3118,90.2521,90.3096,307642.0
2023-05-14,91.2676,92.3118,90.2521,90.3096,307642.0
2023-05-15,90.482,90.8652,89.5144,89.7635,346022.0
2023-05-16,89.3612,90.3766,88.8726,89.639,266965.0
2023-05-17,90.3479,90.7694,89.1983,89.8593,380085.0
2023-05-18,89.7156,90.961,89.2558,90.6544,282782.0
2023-05-19,91.8232,92.034,89.6007,89.6102,368227.0
2023-05-20,91.8232,92.034,89.6007,89.6102,368227.0
2023-05-21,91.8232,92.034,89.6007,89.6102,368227.0
2023-05-22,89.7156,89.7156,87.6991,87.8571,336125.0
2023-05-23,87.7422,88.5756,86.88,87.6368,486004.0
2023-05-24,87.1769,87.3781,86.0082,86.4297,270543.0
2023-05-25,86.4201,86.4297,84.5329,86.1519,318886.0
2023-05-26,86.1519,86.8225,85.5579,86.5543,246471.0
2023-05-27,86.1519,86.8225,85.5579,86.5543,246471.0
2023-05-28,86.1519,86.8225,85.5579,86.5543,246471.0
2023-05-29,86.1519,86.8225,85.5579,86.5543,246471.0
2023-05-30,86.6884,87.8092,86.5734,87.4643,296872.0
2023-05-31,87.3015,88.3649,85.74,87.8763,759816.0
2023-06-01,88.317,89.6007,88.317,88.9396,550410.0
2023-06-02,90.5203,94.4577,90.482,94.0649,558096.0
2023-06-03,90.5203,94.4577,90.482,94.0649,558096.0
2023-06-04,90.5203,94.4577,90.482,94.0649,558096.0
2023-06-05,93.1835,94.0553,92.0771,92.4842,385943.0
2023-06-06,90.2808,92.1393,89.0259,90.3862,895365.0
2023-06-07,91.4687,92.6087,90.6544,91.258,3032782.0
2023-06-08,90.4341,91.5981,89.1887,91.258,769569.0
2023-06-09,90.846,92.0483,90.5396,91.6795,1000267.0
2023-06-10,90.846,92.0483,90.5396,91.6795,1000267.0
2023-06-11,90.846,92.0483,90.5396,91.6795,1000267.0
2023-06-12,91.4304,91.9669,89.6965,90.8173,427548.0
2023-06-13,91.0089,91.9477,89.821,90.0126,572653.0
2023-06-14,90.2904,90.9026,89.2318,89.8306,526723.0
2023-06-15,89.5911,89.9264,87.5793,89.1217,634260.0
2023-06-16,89.8018,90.2377,88.9013,89.5528,776158.0
2023-06-17,89.8018,90.2377,88.9013,89.5528,776158.0
2023-06-18,89.8018,90.2377,88.9013,89.5528,776158.0
2023-06-19,89.8018,90.2377,88.9013,89.5528,776158.0
2023-06-20,89.524,89.524,87.8092,88.4319,559930.0
2023-06-21,88.2595,89.3612,86.765,88.9875,449905.0
2023-06-22,89.0163,89.0163,86.8608,87.9529,586140.0
2023-06-23,86.7267,87.359,85.3616,85.7495,2651309.0
2023-06-24,86.7267,87.359,85.3616,85.7495,2651309.0
2023-06-25,86.7267,87.359,85.3616,85.7495,2651309.0
2023-06-26,85.3568,87.2057,85.3568,85.8645,529953.0
2023-06-27,85.7879,87.7996,85.1843,87.7805,305860.0
2023-06-28,87.8284,87.8475,86.4489,87.0524,517818.0
2023-06-29,86.5487,90.0552,86.5487,90.0359,521491.0
2023-06-30,90.9755,90.9755,89.1689,90.0068,548914.0
2023-07-01,90.9755,90.9755,89.1689,90.0068,548914.0
2023-07-02,90.9755,90.9755,89.1689,90.0068,548914.0
2023-07-03,89.7937,91.9635,89.6823,91.8472,183356.0
2023-07-04,89.7937,91.9635,89.6823,91.8472,183356.0
2023-07-05,91.1692,92.1863,90.0165,90.6655,407165.0
2023-07-06,89.6,90.0843,88.0792,90.0552,293990.0
2023-07-07,90.0262,92.2831,90.0262,91.3726,479595.0
2023-07-08,90.0262,92.2831,90.0262,91.3726,479595.0
2023-07-09,90.0262,92.2831,90.0262,91.3726,479595.0
2023-07-10,91.7407,93.8814,91.0869,93.7749,435158.0
2023-07-11,94.1333,94.8597,93.4794,93.5714,535514.0
2023-07-12,95.4312,95.4312,92.225,92.2347,366284.0
2023-07-13,92.4672,93.1065,91.794,93.0968,335448.0
2023-07-14,92.719,92.719,89.4644,90.4233,481317.0
2023-07-15,92.719,92.719,89.4644,90.4233,481317.0
2023-07-16,92.719,92.719,89.4644,90.4233,481317.0
2023-07-17,90.2683,91.4888,90.249,90.433,439144.0
2023-07-18,90.3749,92.2831,90.1327,91.8763,303988.0
2023-07-19,92.3509,92.6803,90.7236,90.7527,395097.0
2023-07-20,90.8205,90.8205,88.3989,89.7646,474882.0
2023-07-21,90.3362,91.0917,89.8325,90.0456,309209.0
2023-07-22,90.3362,91.0917,89.8325,90.0456,309209.0
2023-07-23,90.3362,91.0917,89.8325,90.0456,309209.0
2023-07-24,89.9874,90.6219,88.6701,89.5128,299883.0
2023-07-25,89.3869,90.2005,88.6798,90.1618,362364.0
2023-07-26,89.6968,91.0481,89.4837,89.7937,312720.0
2023-07-27,90.4427,90.6267,88.7961,89.2706,336456.0
2023-07-28,89.8518,92.1475,89.8518,91.9441,418443.0
2023-07-29,89.8518,92.1475,89.8518,91.9441,418443.0
2023-07-30,89.8518,92.1475,89.8518,91.9441,418443.0
2023-07-31,91.9054,93.523,91.6148,92.3025,381866.0
2023-08-01,91.9538,92.38,90.1424,91.731,263403.0
2023-08-02,90.8108,91.0045,89.8906,90.094,365968.0
2023-08-03,88.8444,89.445,85.2507,87.3043,774478.0
2023-08-04,84.9117,86.9701,83.1973,85.3089,980784.0
2023-08-05,84.9117,86.9701,83.1973,85.3089,980784.0
2023-08-06,84.9117,86.9701,83.1973,85.3089,980784.0
2023-08-07,85.1442,87.0427,84.7567,86.6456,430843.0
2023-08-08,85.2411,86.1516,84.0787,85.8319,460740.0
2023-08-09,85.6382,87.0815,85.5801,86.4325,327297.0
