,RHP US Equity,RHP US Equity,RHP US Equity,RHP US Equity,RHP US Equity
2020-05-27,33.2194,34.8265,32.1417,33.9663,1095320.0
2020-05-28,34.4389,34.4577,32.3875,33.0965,829527.0
2020-05-29,32.0283,33.3423,31.5367,32.3119,1069821.0
2020-05-30,32.0283,33.3423,31.5367,32.3119,1069821.0
2020-05-31,32.0283,33.3423,31.5367,32.3119,1069821.0
2020-06-01,32.3875,35.3559,31.7258,33.6448,877815.0
2020-06-02,34.3822,35.8759,34.0419,35.1857,958608.0
2020-06-03,36.1122,39.0144,35.9326,38.2203,1193723.0
2020-06-04,38.1541,39.8558,37.2561,38.277,1941726.0
2020-06-05,42.1057,45.9438,40.0921,40.1866,1893904.0
2020-06-06,42.1057,45.9438,40.0921,40.1866,1893904.0
2020-06-07,42.1057,45.9438,40.0921,40.1866,1893904.0
2020-06-08,42.8052,46.8324,42.1057,45.5656,2512470.0
2020-06-09,43.3441,43.4859,39.8747,40.4324,1256680.0
2020-06-10,40.1015,40.2481,35.734,37.672,798440.0
2020-06-11,33.9095,36.0933,32.3875,34.5618,1304179.0
2020-06-12,38.1163,38.6646,34.0419,35.4504,962614.0
2020-06-13,38.1163,38.6646,34.0419,35.4504,962614.0
2020-06-14,38.1163,38.6646,34.0419,35.4504,962614.0
2020-06-15,33.002,36.4903,32.4064,35.7719,1067983.0
2020-06-16,38.2298,39.0428,36.585,37.1237,1029028.0
2020-06-17,37.0386,37.0575,34.7131,34.8076,862689.0
2020-06-18,33.9095,35.4694,33.3045,34.5051,593725.0
2020-06-19,34.94,35.0723,33.106,33.2572,2266209.0
2020-06-20,34.94,35.0723,33.106,33.2572,2266209.0
2020-06-21,34.94,35.0723,33.106,33.2572,2266209.0
2020-06-22,33.0776,34.0419,31.5084,33.5598,790097.0
2020-06-23,34.0608,34.5807,32.5766,33.6259,521709.0
2020-06-24,32.4915,33.314,30.4307,32.4726,965795.0
2020-06-25,31.6691,33.6165,31.3949,32.4915,590990.0
2020-06-26,32.0567,32.085,29.8729,30.0714,1500672.0
2020-06-27,32.0567,32.085,29.8729,30.0714,1500672.0
2020-06-28,32.0567,32.085,29.8729,30.0714,1500672.0
2020-06-29,30.4968,32.2835,29.75,32.2174,611720.0
2020-06-30,31.8392,33.2572,31.0168,32.7089,796533.0
2020-07-01,33.0776,34.4767,31.168,31.3476,1105834.0
2020-07-02,32.6144,33.5408,31.4327,31.7163,515399.0
2020-07-03,32.6144,33.5408,31.4327,31.7163,515399.0
2020-07-04,32.6144,33.5408,31.4327,31.7163,515399.0
2020-07-05,32.6144,33.5408,31.4327,31.7163,515399.0
2020-07-06,32.6144,33.3612,31.2437,31.7258,586310.0
2020-07-07,30.9695,31.6596,29.4191,29.7122,795268.0
2020-07-08,29.5988,30.27,28.869,29.7311,702444.0
2020-07-09,29.6555,29.9391,28.644,29.1639,1157950.0
2020-07-10,29.0694,29.8629,28.833,29.7311,595712.0
2020-07-11,29.0694,29.8629,28.833,29.7311,595712.0
2020-07-12,29.0694,29.8629,28.833,29.7311,595712.0
2020-07-13,30.062,30.9222,29.3341,29.4853,688921.0
2020-07-14,29.4948,29.4948,28.0484,28.3793,839407.0
2020-07-15,29.6933,32.293,29.6933,31.5651,1083850.0
2020-07-16,31.1964,31.5178,30.2605,31.2909,557491.0
2020-07-17,31.2815,31.6691,30.4401,30.6197,545700.0
2020-07-18,31.2815,31.6691,30.4401,30.6197,545700.0
2020-07-19,31.2815,31.6691,30.4401,30.6197,545700.0
2020-07-20,30.251,30.6196,29.2112,29.5137,625812.0
2020-07-21,29.9485,31.0735,29.9202,30.6859,526900.0
2020-07-22,30.2321,31.3287,29.8729,31.168,560429.0
2020-07-23,30.7993,31.1397,29.9911,31.083,487157.0
2020-07-24,29.7784,30.1943,29.0316,29.6177,947991.0
2020-07-25,29.7784,30.1943,29.0316,29.6177,947991.0
2020-07-26,29.7784,30.1943,29.0316,29.6177,947991.0
2020-07-27,29.2584,29.4759,28.729,29.4191,433022.0
2020-07-28,29.0599,30.6575,29.0599,29.9769,359884.0
2020-07-29,30.2983,31.0924,29.2773,31.064,607029.0
2020-07-30,30.1187,30.771,30.0809,30.7426,428062.0
2020-07-31,30.4401,30.5819,29.5137,30.27,675084.0
2020-08-01,30.4401,30.5819,29.5137,30.27,675084.0
2020-08-02,30.4401,30.5819,29.5137,30.27,675084.0
2020-08-03,30.0903,30.0903,28.5211,28.9559,1342019.0
2020-08-04,28.7479,31.8109,27.6324,30.7237,1088477.0
2020-08-05,30.7237,31.2248,29.1639,31.1208,648079.0
2020-08-06,31.1208,32.4253,31.0451,32.0283,500244.0
2020-08-07,31.5934,34.0135,31.5603,33.6354,811000.0
2020-08-08,31.5934,34.0135,31.5603,33.6354,811000.0
2020-08-09,31.5934,34.0135,31.5603,33.6354,811000.0
2020-08-10,33.8055,34.9683,33.8055,34.8454,859359.0
2020-08-11,35.8191,36.6321,35.0345,35.3465,608271.0
2020-08-12,35.734,36.4052,34.4485,35.5072,429976.0
2020-08-13,35.0439,35.7813,34.3538,34.6942,379887.0
2020-08-14,34.3633,36.1595,34.1931,35.3465,308565.0
2020-08-15,34.3633,36.1595,34.1931,35.3465,308565.0
2020-08-16,34.3633,36.1595,34.1931,35.3465,308565.0
2020-08-17,35.2897,35.6301,34.2593,34.524,310429.0
2020-08-18,34.2971,34.2971,32.586,33.1816,525263.0
2020-08-19,33.21,34.0513,32.8129,33.5125,408418.0
2020-08-20,33.3234,34.4673,33.1911,34.2782,318111.0
2020-08-21,34.1742,34.2735,32.5382,33.1816,678509.0
2020-08-22,34.1742,34.2735,32.5382,33.1816,678509.0
2020-08-23,34.1742,34.2735,32.5382,33.1816,678509.0
2020-08-24,33.6921,35.5733,33.1816,35.2897,788000.0
2020-08-25,35.5922,36.1831,34.9778,35.9515,461602.0
2020-08-26,35.8759,36.1831,34.628,35.2614,445817.0
2020-08-27,35.3937,37.1426,35.3654,36.4242,749910.0
2020-08-28,36.9441,37.8044,36.2162,37.568,362957.0
2020-08-29,36.9441,37.8044,36.2162,37.568,362957.0
2020-08-30,36.9441,37.8044,36.2162,37.568,362957.0
2020-08-31,37.36,37.36,35.1668,36.0744,622370.0
2020-09-01,35.2992,36.4431,34.9116,35.734,329108.0
2020-09-02,35.5828,36.6794,35.4126,36.6038,378961.0
2020-09-03,37.2371,38.2203,36.5496,36.9725,496220.0
2020-09-04,37.5869,38.0785,36.2445,38.0596,396525.0
2020-09-05,37.5869,38.0785,36.2445,38.0596,396525.0
2020-09-06,37.5869,38.0785,36.2445,38.0596,396525.0
2020-09-07,37.5869,38.0785,36.2445,38.0596,396525.0
2020-09-08,37.6342,37.8894,36.3863,37.1521,541072.0
2020-09-09,37.4073,37.984,36.8779,37.36,397441.0
2020-09-10,37.36,37.984,35.9326,35.9893,376319.0
2020-09-11,36.1878,36.1878,35.1196,35.7719,300132.0
2020-09-12,36.1878,36.1878,35.1196,35.7719,300132.0
2020-09-13,36.1878,36.1878,35.1196,35.7719,300132.0
2020-09-14,36.1122,37.4073,35.7624,37.2088,332343.0
2020-09-15,37.5113,38.7402,37.067,38.0974,790346.0
2020-09-16,38.1258,39.298,37.36,38.7592,632531.0
2020-09-17,37.9178,38.3527,36.5565,37.5775,528290.0
2020-09-18,37.7382,37.8138,35.649,35.7151,1333599.0
2020-09-19,37.7382,37.8138,35.649,35.7151,1333599.0
2020-09-20,37.7382,37.8138,35.649,35.7151,1333599.0
2020-09-21,34.7982,34.7982,32.7373,34.4578,1002676.0
2020-09-22,34.7225,35.4694,34.4389,34.7036,451342.0
2020-09-23,34.5996,35.9987,33.5787,33.711,462649.0
2020-09-24,33.6637,33.9332,32.8602,33.1816,520738.0
2020-09-25,32.8035,34.6753,32.7562,34.5713,378998.0
2020-09-26,32.8035,34.6753,32.7562,34.5713,378998.0
2020-09-27,32.8035,34.6753,32.7562,34.5713,378998.0
2020-09-28,35.4315,36.1901,34.6469,35.545,369964.0
2020-09-29,35.6112,35.7293,33.9602,34.3822,341243.0
2020-09-30,34.524,36.0886,34.0986,34.7887,582014.0
2020-10-01,35.2047,35.9798,34.316,35.2236,361318.0
2020-10-02,33.7961,35.9042,33.4747,35.7435,256134.0
2020-10-03,33.7961,35.9042,33.4747,35.7435,256134.0
2020-10-04,33.7961,35.9042,33.4747,35.7435,256134.0
2020-10-05,36.1689,36.6699,35.5922,36.4903,355503.0
2020-10-06,36.6983,37.5538,36.0838,36.6321,422051.0
2020-10-07,36.7456,38.882,36.2256,38.5039,602377.0
2020-10-08,38.9955,40.215,38.0171,39.8841,797924.0
2020-10-09,40.3568,40.4135,39.5155,40.2244,363861.0
2020-10-10,40.3568,40.4135,39.5155,40.2244,363861.0
2020-10-11,40.3568,40.4135,39.5155,40.2244,363861.0
2020-10-12,40.2244,40.4891,39.3925,40.007,246797.0
2020-10-13,39.298,39.3973,37.4262,38.589,577614.0
2020-10-14,38.7497,39.4303,37.3695,37.4168,397349.0
2020-10-15,37.0292,38.901,36.0366,38.8159,427341.0
2020-10-16,38.6741,39.0049,38.1589,38.4566,261583.0
2020-10-17,38.6741,39.0049,38.1589,38.4566,261583.0
2020-10-18,38.6741,39.0049,38.1589,38.4566,261583.0
2020-10-19,38.6552,38.7402,37.9083,38.0123,654061.0
2020-10-20,38.6552,39.9739,38.3432,38.901,418143.0
2020-10-21,38.901,38.901,37.3222,37.8516,273808.0
2020-10-22,37.7571,40.4986,37.7571,40.2055,648150.0
2020-10-23,40.4702,41.8788,40.3095,41.5668,617770.0
2020-10-24,40.4702,41.8788,40.3095,41.5668,617770.0
2020-10-25,40.4702,41.8788,40.3095,41.5668,617770.0
2020-10-26,40.9524,40.9524,38.4094,39.2885,519560.0
2020-10-27,39.1089,39.3169,37.8422,37.8611,264665.0
2020-10-28,37.0103,37.3459,35.7671,36.3202,415503.0
2020-10-29,36.0933,37.7287,35.649,37.4924,362976.0
2020-10-30,37.4735,38.0029,36.5281,37.672,367551.0
2020-10-31,37.4735,38.0029,36.5281,37.672,367551.0
2020-11-01,37.4735,38.0029,36.5281,37.672,367551.0
2020-11-02,38.173,38.4094,37.1143,37.6153,482616.0
2020-11-03,38.0407,39.7045,38.0394,38.6268,466194.0
2020-11-04,38.3999,39.3925,37.1473,38.3054,274911.0
2020-11-05,38.381,40.5931,38.3055,39.5249,368672.0
2020-11-06,39.7707,40.0354,38.1163,38.4283,231619.0
2020-11-07,39.7707,40.0354,38.1163,38.4283,231619.0
2020-11-08,39.7707,40.0354,38.1163,38.4283,231619.0
2020-11-09,45.3293,54.1494,44.4407,53.3553,2813218.0
2020-11-10,53.8752,57.2217,52.4478,55.8604,1725469.0
2020-11-11,55.8983,55.9739,50.7745,53.1473,917977.0
2020-11-12,52.3816,53.9414,50.576,51.9278,491682.0
2020-11-13,52.1358,55.8699,52.1358,55.5863,725888.0
2020-11-14,52.1358,55.8699,52.1358,55.5863,725888.0
2020-11-15,52.1358,55.8699,52.1358,55.5863,725888.0
2020-11-16,59.2448,60.5021,54.8775,55.6997,1170895.0
2020-11-17,54.5464,57.6282,54.5464,56.7491,523575.0
2020-11-18,56.8531,57.8457,54.83,54.83,537234.0
2020-11-19,54.5748,56.8342,54.1372,56.7963,378464.0
2020-11-20,56.3048,57.6566,55.4634,57.4675,323160.0
2020-11-21,56.3048,57.6566,55.4634,57.4675,323160.0
2020-11-22,56.3048,57.6566,55.4634,57.4675,323160.0
2020-11-23,58.6398,60.3414,57.8079,59.6229,508211.0
2020-11-24,60.8046,62.8465,59.5757,61.8256,575122.0
2020-11-25,61.2395,63.4516,59.968,63.2341,397128.0
2020-11-26,61.2395,63.4516,59.968,63.2341,397128.0
2020-11-27,62.7142,63.6879,61.0315,61.4474,299851.0
2020-11-28,62.7142,63.6879,61.0315,61.4474,299851.0
2020-11-29,62.7142,63.6879,61.0315,61.4474,299851.0
2020-11-30,61.0409,61.939,59.3716,60.6817,530451.0
2020-12-01,61.4474,62.2982,60.937,61.1071,1279466.0
2020-12-02,60.7006,61.9674,59.3677,60.9748,773809.0
2020-12-03,60.9653,61.8256,59.9727,60.5683,905827.0
2020-12-04,61.1922,64.1133,60.5683,62.7331,927483.0
2020-12-05,61.1922,64.1133,60.5683,62.7331,927483.0
2020-12-06,61.1922,64.1133,60.5683,62.7331,927483.0
2020-12-07,61.8539,62.3455,60.2795,60.7006,339567.0
2020-12-08,59.9632,62.6008,59.9538,62.3266,376726.0
2020-12-09,63.0167,65.3612,62.7993,63.3098,440129.0
2020-12-10,62.4684,64.4442,61.8928,64.4347,337902.0
2020-12-11,63.6406,64.9499,61.5136,62.3739,336061.0
2020-12-12,63.6406,64.9499,61.5136,62.3739,336061.0
2020-12-13,63.6406,64.9499,61.5136,62.3739,336061.0
2020-12-14,62.8844,63.3002,59.363,59.7364,361812.0
2020-12-15,60.4454,60.7101,59.0463,60.5588,469276.0
2020-12-16,60.4359,61.0788,59.4244,60.3697,371421.0
2020-12-17,60.5305,60.781,58.7721,59.6796,384549.0
2020-12-18,59.1408,59.8073,57.7511,58.1104,612596.0
2020-12-19,59.1408,59.8073,57.7511,58.1104,612596.0
2020-12-20,59.1408,59.8073,57.7511,58.1104,612596.0
2020-12-21,56.7963,59.5946,55.7754,58.4507,339307.0
2020-12-22,58.4034,59.0746,57.5053,58.9423,360521.0
2020-12-23,59.5567,61.9485,59.5567,61.3056,285648.0
2020-12-24,61.2395,62.1281,59.6135,61.8256,136419.0
2020-12-25,61.2395,62.1281,59.6135,61.8256,136419.0
2020-12-26,61.2395,62.1281,59.6135,61.8256,136419.0
2020-12-27,61.2395,62.1281,59.6135,61.8256,136419.0
2020-12-28,62.2226,64.6427,61.3245,63.3476,292853.0
2020-12-29,63.5083,64.3402,62.4353,62.6953,277233.0
2020-12-30,62.5157,64.9452,62.5157,63.5934,209896.0
2020-12-31,63.6406,64.7561,62.9127,64.0566,437691.0
2021-01-01,63.6406,64.7561,62.9127,64.0566,437691.0
2021-01-02,63.6406,64.7561,62.9127,64.0566,437691.0
2021-01-03,63.6406,64.7561,62.9127,64.0566,437691.0
2021-01-04,63.9148,64.7089,59.448,60.7384,710550.0
2021-01-05,60.7384,62.4684,60.7384,61.7405,287535.0
2021-01-06,63.1302,65.4652,61.7405,64.8129,554423.0
2021-01-07,64.9169,66.2214,62.8655,64.17,367832.0
2021-01-08,64.6143,64.879,63.1018,64.274,387362.0
2021-01-09,64.6143,64.879,63.1018,64.274,387362.0
2021-01-10,64.6143,64.879,63.1018,64.274,387362.0
2021-01-11,63.1491,63.7163,61.2678,62.5535,439553.0
2021-01-12,62.251,65.3234,62.0146,65.2383,526344.0
2021-01-13,65.295,70.3148,64.5671,68.235,1237075.0
2021-01-14,68.9251,69.9177,65.1721,65.503,648737.0
2021-01-15,64.7089,65.3092,63.3476,64.0566,743083.0
2021-01-16,64.7089,65.3092,63.3476,64.0566,743083.0
2021-01-17,64.7089,65.3092,63.3476,64.0566,743083.0
2021-01-18,64.7089,65.3092,63.3476,64.0566,743083.0
2021-01-19,64.1322,65.5597,62.3928,64.2646,432365.0
2021-01-20,64.0471,65.8433,63.3854,64.9925,356408.0
2021-01-21,64.8885,65.607,64.2173,65.0397,375550.0
2021-01-22,64.1417,64.1606,61.3151,62.9884,571566.0
2021-01-23,64.1417,64.1606,61.3151,62.9884,571566.0
2021-01-24,64.1417,64.1606,61.3151,62.9884,571566.0
2021-01-25,62.2793,63.0451,60.5588,62.1754,394819.0
2021-01-26,62.7709,62.9411,60.105,60.2658,359676.0
2021-01-27,58.6209,61.5562,57.8929,59.6324,623987.0
2021-01-28,59.4717,64.4536,59.2737,62.5629,1431876.0
2021-01-29,62.1092,62.3219,59.4339,61.3056,627435.0
2021-01-30,62.1092,62.3219,59.4339,61.3056,627435.0
2021-01-31,62.1092,62.3219,59.4339,61.3056,627435.0
2021-02-01,61.835,63.565,61.0635,63.3287,383301.0
2021-02-02,64.2835,65.3423,63.4705,63.8581,507221.0
2021-02-03,63.6312,64.6143,62.9884,63.2341,371557.0
2021-02-04,63.3665,65.9284,63.168,65.2288,449261.0
2021-02-05,66.1742,67.162,65.399,66.5334,303859.0
2021-02-06,66.1742,67.162,65.399,66.5334,303859.0
2021-02-07,66.1742,67.162,65.399,66.5334,303859.0
2021-02-08,66.7036,67.8947,66.3443,67.8474,339872.0
2021-02-09,67.63,67.6489,63.9337,64.085,311724.0
2021-02-10,64.3213,67.7623,64.3213,66.6279,325375.0
2021-02-11,66.8454,67.9467,65.7488,67.3275,310956.0
2021-02-12,66.9493,69.5585,66.9493,69.4829,275781.0
2021-02-13,66.9493,69.5585,66.9493,69.4829,275781.0
2021-02-14,66.9493,69.5585,66.9493,69.4829,275781.0
2021-02-15,66.9493,69.5585,66.9493,69.4829,275781.0
2021-02-16,69.8137,71.0616,68.443,69.6247,326057.0
2021-02-17,69.1331,70.1541,68.2303,69.2938,216351.0
2021-02-18,68.8117,70.2959,68.0365,69.8799,383650.0
2021-02-19,70.3999,72.697,69.8988,71.7801,467910.0
2021-02-20,70.3999,72.697,69.8988,71.7801,467910.0
2021-02-21,70.3999,72.697,69.8988,71.7801,467910.0
2021-02-22,71.4965,74.8146,71.4965,74.03,581670.0
2021-02-23,74.2758,76.573,72.3614,75.6371,685016.0
2021-02-24,76.4028,79.4374,75.4669,76.365,1064151.0
2021-02-25,76.3461,77.3954,70.6551,71.5343,685439.0
2021-02-26,72.0637,76.573,70.8915,73.0657,887644.0
2021-02-27,72.0637,76.573,70.8915,73.0657,887644.0
2021-02-28,72.0637,76.573,70.8915,73.0657,887644.0
2021-03-01,75.5047,76.8755,73.4911,76.5824,822510.0
2021-03-02,75.9963,77.0645,73.0279,73.926,400784.0
2021-03-03,74.4932,77.6696,74.4932,76.0719,560366.0
2021-03-04,76.1854,76.1854,71.2412,74.8052,834765.0
2021-03-05,76.0908,76.6675,73.0941,75.9301,839144.0
2021-03-06,76.0908,76.6675,73.0941,75.9301,839144.0
2021-03-07,76.0908,76.6675,73.0941,75.9301,839144.0
2021-03-08,76.573,77.4994,74.7484,76.3083,622559.0
2021-03-09,77.0551,78.6433,74.5027,76.6675,668817.0
2021-03-10,77.0456,80.0424,76.866,78.3218,451100.0
2021-03-11,78.6527,80.2409,76.8755,78.5393,620730.0
