,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity,ROST US Equity
2020-03-01,104.3096,106.2622,102.5234,104.4633,4151995.0
2020-03-02,104.8858,107.5555,101.7456,107.5363,3138075.0
2020-03-03,106.5952,109.7777,103.3205,104.8858,3487332.0
2020-03-04,105.0395,106.115,101.6111,105.2123,4938746.0
2020-03-05,102.1201,102.9076,96.7039,97.6546,3136919.0
2020-03-06,93.7173,99.316,93.4772,98.4421,3940181.0
2020-03-07,93.7173,99.316,93.4772,98.4421,3940181.0
2020-03-08,93.7173,99.316,93.4772,98.4421,3940181.0
2020-03-09,93.1411,93.9382,90.6635,91.0476,4067486.0
2020-03-10,93.3044,97.8755,91.9791,97.8083,3921190.0
2020-03-11,95.4747,96.9632,93.943,94.6488,3731523.0
2020-03-12,88.9926,92.6322,87.4176,87.7249,5273933.0
2020-03-13,91.8351,93.2756,84.0085,89.1462,4298352.0
2020-03-14,91.8351,93.2756,84.0085,89.1462,4298352.0
2020-03-15,91.8351,93.2756,84.0085,89.1462,4298352.0
2020-03-16,81.2425,81.2425,70.502,71.2149,4883698.0
2020-03-17,71.6965,71.9277,65.204,67.0053,7862775.0
2020-03-18,62.9018,63.5279,54.2323,57.7675,8149994.0
2020-03-19,57.2763,66.7838,55.5472,62.6128,7958815.0
2020-03-20,63.027,67.4292,61.505,61.5532,10008897.0
2020-03-21,63.027,67.4292,61.505,61.5532,10008897.0
2020-03-22,63.027,67.4292,61.505,61.5532,10008897.0
2020-03-23,60.3877,63.9903,58.2781,60.6092,5970214.0
2020-03-24,65.3292,69.1631,63.6435,68.9512,8351476.0
2020-03-25,71.2341,81.7396,70.1215,78.3045,5655682.0
2020-03-26,79.316,83.6411,78.3238,82.4563,5436631.0
2020-03-27,78.7766,82.6297,77.0619,79.5183,3493106.0
2020-03-28,78.7766,82.6297,77.0619,79.5183,3493106.0
2020-03-29,78.7766,82.6297,77.0619,79.5183,3493106.0
2020-03-30,79.5568,82.3599,77.6206,81.7531,3237503.0
2020-03-31,81.0113,85.5291,80.6646,83.7759,4875767.0
2020-04-01,79.2775,82.2347,76.9549,78.1119,4468968.0
2020-04-02,77.0619,79.2486,72.8524,76.484,4137832.0
2020-04-03,75.6941,76.3202,71.446,72.0047,3534685.0
2020-04-04,75.6941,76.3202,71.446,72.0047,3534685.0
2020-04-05,75.6941,76.3202,71.446,72.0047,3534685.0
2020-04-06,77.0619,84.8259,75.2799,83.9782,5382039.0
2020-04-07,90.2202,92.4454,81.3678,81.6953,5867292.0
2020-04-08,82.6008,88.4815,81.5895,85.7796,3023933.0
2020-04-09,87.0607,89.2329,84.6639,85.4809,2693982.0
2020-04-10,87.0607,89.2329,84.6639,85.4809,2693982.0
2020-04-11,87.0607,89.2329,84.6639,85.4809,2693982.0
2020-04-12,87.0607,89.2329,84.6639,85.4809,2693982.0
2020-04-13,85.7507,85.7507,81.9746,83.8048,2192341.0
2020-04-14,85.2594,88.0047,85.0956,87.629,3034483.0
2020-04-15,83.4003,86.0685,83.0342,85.3076,2383547.0
2020-04-16,85.2979,85.558,83.198,83.9879,2610677.0
2020-04-17,86.7525,88.6405,85.4617,88.3515,5081026.0
2020-04-18,86.7525,88.6405,85.4617,88.3515,5081026.0
2020-04-19,86.7525,88.6405,85.4617,88.3515,5081026.0
2020-04-20,87.157,87.157,83.2847,83.3328,3565677.0
2020-04-21,80.5779,82.3696,78.6321,79.6628,4154852.0
2020-04-22,81.9457,82.8223,78.9307,80.7898,3265862.0
2020-04-23,81.6086,82.1962,79.2967,79.5953,3721585.0
2020-04-24,79.9614,83.1306,79.5761,82.3503,2213955.0
2020-04-25,79.9614,83.1306,79.5761,82.3503,2213955.0
2020-04-26,79.9614,83.1306,79.5761,82.3503,2213955.0
2020-04-27,83.7181,87.7543,83.3184,87.4942,3238419.0
2020-04-28,90.5959,97.3677,88.7753,89.1414,4800132.0
2020-04-29,93.5724,95.0752,91.6314,93.4857,3552799.0
2020-04-30,91.9252,92.5514,87.7061,88.0047,3058056.0
2020-05-01,85.0089,86.2901,84.1613,85.6929,1990071.0
2020-05-02,85.0089,86.2901,84.1613,85.6929,1990071.0
2020-05-03,85.0089,86.2901,84.1613,85.6929,1990071.0
2020-05-04,83.9879,85.5387,82.5526,85.1438,1864336.0
2020-05-05,86.6947,87.6387,84.8452,85.5098,2423184.0
2020-05-06,86.0493,86.9692,85.1438,85.5965,1938626.0
2020-05-07,87.3112,88.4912,86.4635,86.5502,2286414.0
2020-05-08,87.7543,88.2359,87.1378,88.101,1479998.0
2020-05-09,87.7543,88.2359,87.1378,88.101,1479998.0
2020-05-10,87.7543,88.2359,87.1378,88.101,1479998.0
2020-05-11,86.791,88.0529,85.5917,87.4171,1598148.0
2020-05-12,87.5134,87.8652,82.9572,83.4388,2301585.0
2020-05-13,82.7934,83.1787,79.5857,80.6453,2193172.0
2020-05-14,79.2389,81.5797,76.9271,81.4159,2171095.0
2020-05-15,80.6549,82.8416,79.316,82.1769,3067730.0
2020-05-16,80.6549,82.8416,79.316,82.1769,3067730.0
2020-05-17,80.6549,82.8416,79.316,82.1769,3067730.0
2020-05-18,86.5983,89.0065,85.5195,87.3015,2581887.0
2020-05-19,87.2148,88.2455,84.7103,86.5887,3319762.0
2020-05-20,87.4846,88.9102,86.6947,87.552,2432082.0
2020-05-21,91.0294,95.7494,90.0661,93.3124,5012802.0
2020-05-22,89.5652,93.139,88.496,90.4322,5340108.0
2020-05-23,89.5652,93.139,88.496,90.4322,5340108.0
2020-05-24,89.5652,93.139,88.496,90.4322,5340108.0
2020-05-25,89.5652,93.139,88.496,90.4322,5340108.0
2020-05-26,93.1775,93.6013,90.7549,91.1257,4445078.0
2020-05-27,91.7241,93.0523,90.3551,92.9463,2974453.0
2020-05-28,93.0137,96.9054,91.251,94.6609,4287429.0
2020-05-29,94.4394,95.2389,91.9734,93.3991,4513358.0
2020-05-30,94.4394,95.2389,91.9734,93.3991,4513358.0
2020-05-31,94.4394,95.2389,91.9734,93.3991,4513358.0
2020-06-01,93.5146,95.4701,92.9463,93.6302,2254006.0
2020-06-02,94.9403,95.3545,92.4647,95.1811,2510980.0
2020-06-03,96.2503,97.021,95.1907,96.4623,2303335.0
2020-06-04,95.8458,97.2907,94.921,95.3256,2689605.0
2020-06-05,98.5429,101.0763,97.5797,98.7163,2570783.0
2020-06-06,98.5429,101.0763,97.5797,98.7163,2570783.0
2020-06-07,98.5429,101.0763,97.5797,98.7163,2570783.0
2020-06-08,98.7838,100.2287,97.6664,98.986,3617049.0
2020-06-09,98.3503,99.1305,96.9728,97.859,2679093.0
2020-06-10,97.9553,98.0782,95.027,96.3659,3299401.0
2020-06-11,93.1293,93.2786,89.7868,90.9042,3797013.0
2020-06-12,92.8789,93.2324,86.4924,89.0836,2932959.0
2020-06-13,92.8789,93.2324,86.4924,89.0836,2932959.0
2020-06-14,92.8789,93.2324,86.4924,89.0836,2932959.0
2020-06-15,85.8663,88.1299,84.6333,87.9758,3879425.0
2020-06-16,93.5243,94.449,91.7711,94.0348,4166004.0
2020-06-17,94.1504,94.5261,93.0234,93.1293,3317181.0
2020-06-18,91.5496,92.8404,88.6019,88.9873,3357284.0
2020-06-19,91.6459,91.6555,88.2841,89.8831,6526330.0
2020-06-20,91.6459,91.6555,88.2841,89.8831,6526330.0
2020-06-21,91.6459,91.6555,88.2841,89.8831,6526330.0
2020-06-22,89.2666,89.4785,86.9066,87.3497,2839389.0
2020-06-23,88.6308,89.7386,87.9662,88.101,3748956.0
2020-06-24,86.5054,87.0414,83.2654,83.853,3119111.0
2020-06-25,83.5833,83.747,79.4605,81.1751,4748623.0
2020-06-26,80.6742,83.5053,80.5201,80.6742,5235954.0
2020-06-27,80.6742,83.5053,80.5201,80.6742,5235954.0
2020-06-28,80.6742,83.5053,80.5201,80.6742,5235954.0
2020-06-29,80.8476,82.3792,78.608,82.1095,2846218.0
2020-06-30,81.8879,82.5911,80.7031,82.1095,5775182.0
2020-07-01,82.1576,85.3461,82.0902,83.9879,3703693.0
2020-07-02,85.4809,87.7735,85.0667,85.3268,3516252.0
2020-07-03,85.4809,87.7735,85.0667,85.3268,3516252.0
2020-07-04,85.4809,87.7735,85.0667,85.3268,3516252.0
2020-07-05,85.4809,87.7735,85.0667,85.3268,3516252.0
2020-07-06,86.4635,87.7157,86.2516,86.8295,1907452.0
2020-07-07,85.924,85.924,83.0053,83.2076,2300314.0
2020-07-08,83.0439,83.853,81.6953,82.8608,2350795.0
2020-07-09,82.5911,83.0535,80.1926,81.6086,2700835.0
2020-07-10,81.7338,84.5273,81.3861,83.6026,2767184.0
2020-07-11,81.7338,84.5273,81.3861,83.6026,2767184.0
2020-07-12,81.7338,84.5273,81.3861,83.6026,2767184.0
2020-07-13,83.7759,84.5514,81.3485,81.7049,3584906.0
2020-07-14,80.8958,80.8958,76.7248,77.2257,7567697.0
2020-07-15,78.7669,81.5267,78.6321,80.5875,5743713.0
2020-07-16,79.9614,81.8205,79.3738,81.4545,3207144.0
2020-07-17,82.1191,82.9186,81.0402,82.6393,3217262.0
2020-07-18,82.1191,82.9186,81.0402,82.6393,3217262.0
2020-07-19,82.1191,82.9186,81.0402,82.6393,3217262.0
2020-07-20,82.437,82.9186,80.443,81.676,3074610.0
2020-07-21,81.9457,84.7681,81.0306,83.3328,2263340.0
2020-07-22,83.1787,85.5484,82.4726,85.5195,2587788.0
2020-07-23,85.2883,85.5195,83.6618,84.5177,2890477.0
2020-07-24,84.4502,84.8644,82.7934,82.9957,2167670.0
2020-07-25,84.4502,84.8644,82.7934,82.9957,2167670.0
2020-07-26,84.4502,84.8644,82.7934,82.9957,2167670.0
2020-07-27,82.7645,83.0776,81.0258,81.9939,2380717.0
2020-07-28,81.8205,83.3617,81.6471,82.726,1814829.0
2020-07-29,82.9861,85.6929,82.8416,85.1823,2371575.0
2020-07-30,84.4117,86.0204,83.8626,85.6832,2524021.0
2020-07-31,85.3653,86.4827,84.6959,86.3768,3166303.0
2020-08-01,85.3653,86.4827,84.6959,86.3768,3166303.0
2020-08-02,85.3653,86.4827,84.6959,86.3768,3166303.0
2020-08-03,85.924,86.4153,84.1902,84.6525,2784179.0
2020-08-04,84.6044,85.5291,83.9927,85.1342,2043706.0
2020-08-05,85.5773,86.3094,84.9897,85.4231,1894353.0
2020-08-06,85.5869,85.5869,83.67,83.7759,3282077.0
2020-08-07,83.7567,86.1552,83.198,86.1552,3321353.0
2020-08-08,83.7567,86.1552,83.198,86.1552,3321353.0
2020-08-09,83.7567,86.1552,83.198,86.1552,3321353.0
2020-08-10,86.6947,89.8157,86.5117,89.1125,2557810.0
2020-08-11,90.0372,91.4918,88.9873,90.1625,1846381.0
2020-08-12,90.1817,90.9909,88.9622,90.6152,1780889.0
2020-08-13,90.4996,90.5092,89.6038,89.6519,1583508.0
2020-08-14,89.7771,91.2799,89.2281,90.6056,1838853.0
2020-08-15,89.7771,91.2799,89.2281,90.6056,1838853.0
2020-08-16,89.7771,91.2799,89.2281,90.6056,1838853.0
2020-08-17,92.5899,93.977,91.6266,93.5628,3101960.0
2020-08-18,93.2257,93.4087,89.8542,90.8367,2933922.0
2020-08-19,87.1763,87.8506,85.3172,86.9451,4579120.0
2020-08-20,85.6158,86.4153,84.0264,84.248,3703249.0
2020-08-21,84.3816,86.4827,83.198,84.0168,4292873.0
2020-08-22,84.3816,86.4827,83.198,84.0168,4292873.0
2020-08-23,84.3816,86.4827,83.198,84.0168,4292873.0
2020-08-24,83.8145,86.0396,83.5255,86.03,2982331.0
2020-08-25,86.4924,88.9873,86.4057,87.8988,2534117.0
2020-08-26,87.7832,88.1974,86.4346,86.5598,1679641.0
2020-08-27,87.369,88.6405,86.9355,87.5231,1958307.0
2020-08-28,87.8506,90.4803,87.5375,90.384,1781673.0
2020-08-29,87.8506,90.4803,87.5375,90.384,1781673.0
2020-08-30,87.8506,90.4803,87.5375,90.384,1781673.0
2020-08-31,89.5845,90.0469,87.6868,87.735,2057938.0
2020-09-01,87.6676,88.3419,86.2419,87.918,2416124.0
2020-09-02,88.8042,91.5014,88.7079,91.0872,2180956.0
2020-09-03,91.6363,92.1275,89.5652,90.3455,2332106.0
2020-09-04,90.8464,91.5014,89.3148,89.8927,1776585.0
2020-09-05,90.8464,91.5014,89.3148,89.8927,1776585.0
2020-09-06,90.8464,91.5014,89.3148,89.8927,1776585.0
2020-09-07,90.8464,91.5014,89.3148,89.8927,1776585.0
2020-09-08,88.8524,91.7808,88.3226,90.1528,2803558.0
2020-09-09,90.0661,90.8078,89.151,90.0372,1895308.0
2020-09-10,89.8831,91.1199,87.0607,87.3786,1858527.0
2020-09-11,87.8121,88.024,85.8532,86.9066,2264829.0
2020-09-12,87.8121,88.024,85.8532,86.9066,2264829.0
2020-09-13,87.8121,88.024,85.8532,86.9066,2264829.0
2020-09-14,87.8699,90.6056,87.619,90.3262,1708385.0
2020-09-15,90.7501,91.0294,89.3822,90.4707,1795635.0
2020-09-16,91.4436,94.2564,90.7212,92.4936,1909514.0
2020-09-17,90.5574,91.434,88.8331,90.4322,1463668.0
2020-09-18,90.4418,90.9812,87.8506,88.8813,2357349.0
2020-09-19,90.4418,90.9812,87.8506,88.8813,2357349.0
2020-09-20,90.4418,90.9812,87.8506,88.8813,2357349.0
2020-09-21,87.6098,87.8891,84.41,87.0992,2466759.0
2020-09-22,87.3786,88.0144,86.1071,87.2919,1427055.0
2020-09-23,87.6579,89.0547,84.2865,84.5177,2241676.0
2020-09-24,83.6796,84.8644,81.9939,83.4966,2016605.0
2020-09-25,83.275,84.9511,82.2347,84.7007,1624481.0
2020-09-26,83.275,84.9511,82.2347,84.7007,1624481.0
2020-09-27,83.275,84.9511,82.2347,84.7007,1624481.0
2020-09-28,86.4924,89.2701,85.558,88.8717,1499350.0
2020-09-29,88.4767,88.7561,86.8873,87.6868,1711788.0
2020-09-30,88.1877,91.1546,87.7735,89.8927,2045684.0
2020-10-01,90.6537,92.7344,90.4996,91.3473,1460235.0
2020-10-02,89.5845,93.1679,88.8428,92.6862,1923480.0
2020-10-03,89.5845,93.1679,88.8428,92.6862,1923480.0
2020-10-04,89.5845,93.1679,88.8428,92.6862,1923480.0
2020-10-05,93.0619,93.7218,92.3828,93.5146,1086021.0
2020-10-06,93.8325,93.9192,90.7549,91.1643,1428136.0
2020-10-07,92.3972,94.0589,92.0312,93.5724,1123698.0
2020-10-08,93.6977,94.4298,92.667,94.266,904891.0
2020-10-09,95.7013,95.9999,94.0348,94.7958,1517217.0
2020-10-10,95.7013,95.9999,94.0348,94.7958,1517217.0
2020-10-11,95.7013,95.9999,94.0348,94.7958,1517217.0
2020-10-12,95.2871,96.1925,94.4683,95.0174,1690698.0
2020-10-13,95.682,96.1059,93.9289,94.0541,1359550.0
2020-10-14,94.0252,95.2871,92.5899,92.7537,1105935.0
2020-10-15,91.8674,93.3798,91.3954,92.6573,1434215.0
2020-10-16,92.3876,93.2353,91.511,91.6266,1666779.0
2020-10-17,92.3876,93.2353,91.511,91.6266,1666779.0
2020-10-18,92.3876,93.2353,91.511,91.6266,1666779.0
2020-10-19,91.7615,92.1468,87.1763,87.6194,2791210.0
2020-10-20,88.5827,89.7964,87.4749,88.7946,3316570.0
2020-10-21,88.6597,89.4496,87.4653,88.785,1624347.0
2020-10-22,88.679,90.6634,88.39,89.7386,1917954.0
2020-10-23,91.039,91.9541,89.1847,91.9252,1778370.0
2020-10-24,91.039,91.9541,89.1847,91.9252,1778370.0
2020-10-25,91.039,91.9541,89.1847,91.9252,1778370.0
2020-10-26,90.6441,91.1643,87.0607,88.2744,2339874.0
2020-10-27,88.3708,89.0836,87.5423,88.0914,1280394.0
2020-10-28,86.3238,86.7717,82.0613,82.148,3082083.0
2020-10-29,82.1962,84.4984,81.6086,83.7952,1803075.0
2020-10-30,82.8705,83.6604,81.57,82.0421,2634770.0
2020-10-31,82.8705,83.6604,81.57,82.0421,2634770.0
2020-11-01,82.8705,83.6604,81.57,82.0421,2634770.0
2020-11-02,83.7085,85.5291,83.2558,85.3365,2879704.0
2020-11-03,85.6784,88.9102,85.6784,88.2744,1824210.0
2020-11-04,88.9391,90.962,87.8217,88.8139,1980410.0
2020-11-05,90.095,91.8963,89.1221,91.4532,1841766.0
2020-11-06,91.6652,91.6652,89.1799,89.8735,1728083.0
2020-11-07,91.6652,91.6652,89.1799,89.8735,1728083.0
2020-11-08,91.6652,91.6652,89.1799,89.8735,1728083.0
2020-11-09,100.9897,113.4448,100.4021,103.8602,6490424.0
2020-11-10,103.5712,105.8542,102.3575,105.4014,3511813.0
2020-11-11,104.9776,105.204,99.4966,100.3539,2482209.0
2020-11-12,99.9493,101.5869,98.7838,100.7681,2417589.0
2020-11-13,102.2997,104.5008,101.375,104.1588,2586143.0
2020-11-14,102.2997,104.5008,101.375,104.1588,2586143.0
2020-11-15,102.2997,104.5008,101.375,104.1588,2586143.0
2020-11-16,105.6712,106.8945,102.5694,106.7693,2428118.0
2020-11-17,104.8042,107.2558,103.2437,106.4033,2260288.0
2020-11-18,106.4129,111.393,106.3936,107.2124,3831383.0
2020-11-19,105.7193,107.5881,104.7946,106.1528,3665930.0
2020-11-20,110.7669,110.7765,104.7994,104.9872,5032141.0
2020-11-21,110.7669,110.7765,104.7994,104.9872,5032141.0
2020-11-22,110.7669,110.7765,104.7994,104.9872,5032141.0
2020-11-23,106.1721,106.3358,102.4635,104.207,3852608.0
2020-11-24,105.912,109.3701,105.3726,109.2449,2925798.0
2020-11-25,107.9252,108.1082,105.2859,106.8464,2301346.0
2020-11-26,107.9252,108.1082,105.2859,106.8464,2301346.0
2020-11-27,107.694,107.8096,104.6983,105.517,827627.0
2020-11-28,107.694,107.8096,104.6983,105.517,827627.0
2020-11-29,107.694,107.8096,104.6983,105.517,827627.0
2020-11-30,104.4574,104.4574,102.7332,103.5712,5951316.0
2020-12-01,104.6405,107.8867,104.0336,107.4436,2155386.0
2020-12-02,106.0276,107.7037,105.7964,107.4821,1072164.0
2020-12-03,107.1546,109.2834,106.8656,108.9078,1526053.0
2020-12-04,109.3412,111.0848,109.0523,111.0077,1362745.0
2020-12-05,109.3412,111.0848,109.0523,111.0077,1362745.0
2020-12-06,109.3412,111.0848,109.0523,111.0077,1362745.0
2020-12-07,110.2371,110.7284,108.9078,109.4279,1382373.0
2020-12-08,108.378,109.505,107.5303,109.3027,1523663.0
2020-12-09,109.4568,110.4779,108.3202,109.6206,1381810.0
2020-12-10,108.8307,110.0541,108.0601,109.1582,1312266.0
2020-12-11,107.9445,108.8018,106.4033,108.6766,1636342.0
2020-12-12,107.9445,108.8018,106.4033,108.6766,1636342.0
2020-12-13,107.9445,108.8018,106.4033,108.6766,1636342.0
2020-12-14,109.794,110.1215,106.4322,106.4899,1816599.0
2020-12-15,107.5592,109.322,106.2,108.9367,1364803.0
2020-12-16,108.7344,111.1137,108.4598,109.2642,1081272.0
2020-12-17,110.0733,112.5778,109.216,112.4045,1477964.0
2020-12-18,112.4237,114.0805,111.9613,113.3388,6003960.0
2020-12-19,112.4237,114.0805,111.9613,113.3388,6003960.0
2020-12-20,112.4237,114.0805,111.9613,113.3388,6003960.0
2020-12-21,109.9674,113.5796,109.794,112.5008,1906324.0
2020-12-22,112.1058,113.2955,111.2774,112.4526,1640399.0
2020-12-23,112.915,114.5526,112.915,113.8012,961826.0
2020-12-24,113.9457,113.9457,112.5489,113.6856,608724.0
2020-12-25,113.9457,113.9457,112.5489,113.6856,608724.0
2020-12-26,113.9457,113.9457,112.5489,113.6856,608724.0
2020-12-27,113.9457,113.9457,112.5489,113.6856,608724.0
2020-12-28,115.0727,118.4827,114.2347,118.1167,1597786.0
2020-12-29,118.0878,118.868,116.8066,116.9993,1054212.0
2020-12-30,117.0089,118.7861,116.9029,117.9914,786802.0
2020-12-31,117.9529,118.9066,117.2401,118.2997,849182.0
2021-01-01,117.9529,118.9066,117.2401,118.2997,849182.0
2021-01-02,117.9529,118.9066,117.2401,118.2997,849182.0
2021-01-03,117.9529,118.9066,117.2401,118.2997,849182.0
2021-01-04,118.0348,118.7139,112.1993,112.7705,2315582.0
2021-01-05,112.7416,113.6182,111.7205,112.8668,1994167.0
2021-01-06,111.6435,118.6176,111.6435,117.7988,1578268.0
2021-01-07,116.9415,118.5116,116.5947,117.5387,1463847.0
2021-01-08,117.4809,119.2533,116.7488,117.9144,1755117.0
2021-01-09,117.4809,119.2533,116.7488,117.9144,1755117.0
2021-01-10,117.4809,119.2533,116.7488,117.9144,1755117.0
2021-01-11,116.8644,117.6013,115.9782,116.4309,1856157.0
2021-01-12,115.6507,117.9288,115.4002,116.7103,1581206.0
2021-01-13,115.3617,116.5465,114.1961,114.7837,1300610.0
2021-01-14,115.0246,115.3737,111.7542,112.7705,2574366.0
2021-01-15,111.2485,113.0595,109.9963,112.6742,1425747.0
2021-01-16,111.2485,113.0595,109.9963,112.6742,1425747.0
2021-01-17,111.2485,113.0595,109.9963,112.6742,1425747.0
2021-01-18,111.2485,113.0595,109.9963,112.6742,1425747.0
2021-01-19,112.7223,113.4833,109.1775,109.794,2300189.0
2021-01-20,109.9866,112.6164,109.6688,110.8343,2413972.0
2021-01-21,111.0559,112.2503,110.1697,111.1522,1010050.0
2021-01-22,110.7284,111.21,108.3202,109.1679,1583624.0
2021-01-23,110.7284,111.21,108.3202,109.1679,1583624.0
2021-01-24,110.7284,111.21,108.3202,109.1679,1583624.0
2021-01-25,108.4454,109.8325,107.0197,109.3701,1708011.0
2021-01-26,109.3123,110.266,107.1353,107.5592,1214527.0
2021-01-27,105.5556,107.0197,103.2822,103.9276,2699443.0
2021-01-28,106.0179,111.8843,105.334,109.611,2445893.0
2021-01-29,107.8482,108.8211,106.3262,107.2028,2381795.0
2021-01-30,107.8482,108.8211,106.3262,107.2028,2381795.0
2021-01-31,107.8482,108.8211,106.3262,107.2028,2381795.0
2021-02-01,108.5032,108.98,107.1931,108.2816,1412059.0
2021-02-02,109.3027,112.5778,108.927,112.0047,1645906.0
2021-02-03,112.0384,114.5526,111.7398,113.3677,2184193.0
2021-02-04,113.7241,116.0264,113.2714,114.3888,1693624.0
2021-02-05,115.7855,116.2094,113.493,114.3599,1389041.0
2021-02-06,115.7855,116.2094,113.493,114.3599,1389041.0
2021-02-07,115.7855,116.2094,113.493,114.3599,1389041.0
2021-02-08,114.5911,116.2864,113.5267,116.2286,1441393.0
2021-02-09,116.1709,116.3539,115.2423,115.6411,1103245.0
2021-02-10,116.1805,116.402,115.2943,115.8626,1213979.0
2021-02-11,116.5176,118.8825,116.0842,117.4038,1559339.0
2021-02-12,116.4984,117.5772,114.1817,114.7163,890703.0
2021-02-13,116.4984,117.5772,114.1817,114.7163,890703.0
2021-02-14,116.4984,117.5772,114.1817,114.7163,890703.0
2021-02-15,116.4984,117.5772,114.1817,114.7163,890703.0
2021-02-16,114.7837,116.0167,113.6952,115.5255,1102804.0
2021-02-17,114.9571,115.5351,113.8301,115.0824,1297879.0
2021-02-18,113.965,116.4598,113.3581,115.7952,1838933.0
2021-02-19,115.8722,116.4406,114.3069,114.5815,1755480.0
2021-02-20,115.8722,116.4406,114.3069,114.5815,1755480.0
2021-02-21,115.8722,116.4406,114.3069,114.5815,1755480.0
2021-02-22,113.6856,117.269,113.6856,117.0378,1567752.0
2021-02-23,117.086,118.4827,114.7741,115.8433,2840952.0
2021-02-24,114.7741,119.3497,114.6778,119.0703,1955260.0
2021-02-25,119.3015,119.3015,114.2539,114.4081,2247540.0
2021-02-26,115.5351,115.5833,111.6675,112.3563,1794244.0
2021-02-27,115.5351,115.5833,111.6675,112.3563,1794244.0
2021-02-28,115.5351,115.5833,111.6675,112.3563,1794244.0
2021-03-01,113.9072,117.3171,113.4833,116.142,2038425.0
2021-03-02,116.1709,116.5562,112.0962,113.3196,2258788.0
2021-03-03,109.8132,112.2311,106.7693,106.9716,6375180.0
2021-03-04,106.6633,108.2142,104.5201,107.906,4429292.0
2021-03-05,109.611,109.7651,105.5363,108.9752,3789548.0
2021-03-06,109.611,109.7651,105.5363,108.9752,3789548.0
2021-03-07,109.611,109.7651,105.5363,108.9752,3789548.0
2021-03-08,110.449,116.5658,109.2545,115.9493,3749567.0
2021-03-09,117.635,122.4129,116.7199,120.39,4694269.0
2021-03-10,120.7368,121.5782,116.9222,117.1052,3805940.0
2021-03-11,117.452,119.1474,116.2624,116.4309,2424957.0
2021-03-12,116.8066,118.3864,115.8337,118.1167,2971697.0
2021-03-13,116.8066,118.3864,115.8337,118.1167,2971697.0
2021-03-14,116.8066,118.3864,115.8337,118.1167,2971697.0
2021-03-15,118.3918,121.7711,118.0635,120.9504,2647075.0
2021-03-16,119.9173,119.9173,117.4456,119.1353,1974599.0
2021-03-17,118.5946,120.1394,118.0442,119.4153,1786127.0
2021-03-18,118.8359,120.907,118.0056,118.9228,2208824.0
2021-03-19,115.7559,118.4497,115.2056,117.127,7687547.0
2021-03-20,115.7559,118.4497,115.2056,117.127,7687547.0
2021-03-21,115.7559,118.4497,115.2056,117.127,7687547.0
2021-03-22,118.0732,118.2663,114.7228,116.4994,1778515.0
2021-03-23,117.7932,117.7932,111.6042,112.6566,2072893.0
2021-03-24,112.7345,115.1477,111.4208,111.498,2022725.0
2021-03-25,109.7601,115.3504,109.7601,114.887,1771280.0
2021-03-26,115.3987,118.2663,115.0511,118.1408,2006983.0
2021-03-27,115.3987,118.2663,115.0511,118.1408,2006983.0
2021-03-28,115.3987,118.2663,115.0511,118.1408,2006983.0
2021-03-29,117.4649,118.8842,114.2787,115.8911,1484247.0
2021-03-30,114.8001,117.4649,114.7035,116.229,1337975.0
2021-03-31,115.7753,118.3339,115.3987,115.7753,1675402.0
2021-04-01,117.1656,117.4553,115.3794,116.3546,1370938.0
2021-04-02,117.1656,117.4553,115.3794,116.3546,1370938.0
2021-04-03,117.1656,117.4553,115.3794,116.3546,1370938.0
2021-04-04,117.1656,117.4553,115.3794,116.3546,1370938.0
2021-04-05,117.6484,118.8359,116.3256,118.7394,1265179.0
2021-04-06,118.498,119.9559,117.9863,119.2415,1553060.0
2021-04-07,119.0773,120.0718,118.3049,119.1546,1746967.0
2021-04-08,119.8594,123.2387,118.3532,123.0553,2335483.0
2021-04-09,122.8525,124.1366,121.8194,123.7987,1214872.0
2021-04-10,122.8525,124.1366,121.8194,123.7987,1214872.0
2021-04-11,122.8525,124.1366,121.8194,123.7987,1214872.0
2021-04-12,123.7697,124.0449,122.2635,123.5863,1258391.0
2021-04-13,123.567,123.567,120.4966,122.0318,1507960.0
2021-04-14,122.3311,123.2291,121.5297,122.4953,2262934.0
2021-04-15,123.7408,125.1697,123.4318,124.6194,1885860.0
2021-04-16,125.0442,125.5946,124.7594,125.4304,1676077.0
2021-04-17,125.0442,125.5946,124.7594,125.4304,1676077.0
2021-04-18,125.0442,125.5946,124.7594,125.4304,1676077.0
2021-04-19,125.0346,125.5173,122.8187,123.0939,1309498.0
2021-04-20,122.3601,122.3601,119.3766,120.6511,1723300.0
2021-04-21,120.8346,123.3642,120.207,122.978,1242414.0
2021-04-22,122.9877,125.0153,122.756,123.4318,1144766.0
2021-04-23,123.538,124.9863,122.7463,124.378,966719.0
2021-04-24,123.538,124.9863,122.7463,124.378,966719.0
2021-04-25,123.538,124.9863,122.7463,124.378,966719.0
2021-04-26,124.1656,124.5808,122.0897,122.8042,1107869.0
2021-04-27,122.7849,125.247,122.4953,124.716,1523844.0
2021-04-28,124.127,125.1215,123.5911,124.0884,1040425.0
2021-04-29,124.6097,126.7435,124.3732,126.6566,1220909.0
2021-04-30,126.8787,128.2208,125.6428,126.4249,1253140.0
2021-05-01,126.8787,128.2208,125.6428,126.4249,1253140.0
2021-05-02,126.8787,128.2208,125.6428,126.4249,1253140.0
