,ALB US Equity,ALB US Equity,ALB US Equity,ALB US Equity,ALB US Equity
2020-04-29,61.6895,63.9141,61.6895,62.277,1447888.0
2020-04-30,61.4392,61.7755,58.8487,59.1569,2007577.0
2020-05-01,58.2613,58.2613,54.833,55.3145,1924882.0
2020-05-02,58.2613,58.2613,54.833,55.3145,1924882.0
2020-05-03,58.2613,58.2613,54.833,55.3145,1924882.0
2020-05-04,54.7174,55.6756,53.687,55.1412,1275409.0
2020-05-05,56.2101,58.1024,56.1475,56.3064,1108984.0
2020-05-06,56.9805,58.0109,55.6612,55.7864,1885512.0
2020-05-07,57.6835,59.5661,55.2664,57.5294,2206567.0
2020-05-08,58.3865,62.1133,57.9724,61.8725,1514524.0
2020-05-09,58.3865,62.1133,57.9724,61.8725,1514524.0
2020-05-10,58.3865,62.1133,57.9724,61.8725,1514524.0
2020-05-11,60.8228,63.2881,60.5532,62.0266,1471567.0
2020-05-12,60.6688,61.3525,56.8264,57.0672,1881879.0
2020-05-13,56.836,58.0687,55.6323,57.7027,1770022.0
2020-05-14,56.8168,57.5679,54.0915,57.5005,1333388.0
2020-05-15,57.2983,59.3398,57.2164,59.0798,1427963.0
2020-05-16,57.2983,59.3398,57.2164,59.0798,1427963.0
2020-05-17,57.2983,59.3398,57.2164,59.0798,1427963.0
2020-05-18,61.6318,62.9029,60.9047,61.5644,1289274.0
2020-05-19,61.4584,62.874,60.6691,61.1599,1329977.0
2020-05-20,62.7777,66.0664,62.6044,65.6186,1641556.0
2020-05-21,65.3104,67.2075,64.9156,65.4549,1428412.0
2020-05-22,65.2911,65.8882,64.3956,65.5897,825430.0
2020-05-23,65.2911,65.8882,64.3956,65.5897,825430.0
2020-05-24,65.2911,65.8882,64.3956,65.5897,825430.0
2020-05-25,65.2911,65.8882,64.3956,65.5897,825430.0
2020-05-26,68.0453,72.947,67.9009,72.1573,2391613.0
2020-05-27,73.5633,76.2019,71.3002,72.2632,1592546.0
2020-05-28,73.65,75.5278,72.7544,73.1203,1408648.0
2020-05-29,72.6581,74.4589,71.5989,73.6885,1589836.0
2020-05-30,72.6581,74.4589,71.5989,73.6885,1589836.0
2020-05-31,72.6581,74.4589,71.5989,73.6885,1589836.0
2020-06-01,73.8233,75.6915,73.6885,74.5552,1061881.0
2020-06-02,75.4219,76.5008,74.1796,75.6819,1268275.0
2020-06-03,76.6834,77.9594,75.9323,76.0189,1685476.0
2020-06-04,75.1137,77.0397,74.8537,77.0108,1493724.0
2020-06-05,78.6961,81.8258,77.7908,81.1902,1949991.0
2020-06-06,78.6961,81.8258,77.7908,81.1902,1949991.0
2020-06-07,78.6961,81.8258,77.7908,81.1902,1949991.0
2020-06-08,81.4887,83.694,81.1325,83.5303,1304114.0
2020-06-09,81.8547,82.8177,80.9543,81.8547,962413.0
2020-06-10,82.1628,82.4325,80.6028,80.7569,957913.0
2020-06-11,76.3792,77.4337,71.6097,72.0935,1656673.0
2020-06-12,75.4601,76.1083,72.9061,74.8023,1219887.0
2020-06-13,75.4601,76.1083,72.9061,74.8023,1219887.0
2020-06-14,75.4601,76.1083,72.9061,74.8023,1219887.0
2020-06-15,71.7645,75.1893,71.5904,73.9219,1134908.0
2020-06-16,77.1725,77.6949,74.7442,76.6501,1060031.0
2020-06-17,76.6694,77.6853,76.2506,76.592,726953.0
2020-06-18,75.702,76.9597,75.0152,76.2438,863673.0
2020-06-19,77.6079,78.3344,75.1032,75.7987,1242982.0
2020-06-20,77.6079,78.3344,75.1032,75.7987,1242982.0
2020-06-21,77.6079,78.3344,75.1032,75.7987,1242982.0
2020-06-22,73.0512,74.425,72.2289,73.3124,1023262.0
2020-06-23,74.3379,74.6959,73.5349,73.6414,781654.0
2020-06-24,72.9545,72.9642,70.0328,70.9325,965670.0
2020-06-25,70.8745,71.8049,70.2264,71.542,727214.0
2020-06-26,72.4901,73.3608,70.8164,72.2096,1652199.0
2020-06-27,72.4901,73.3608,70.8164,72.2096,1652199.0
2020-06-28,72.4901,73.3608,70.8164,72.2096,1652199.0
2020-06-29,73.4962,74.8507,72.5882,73.8445,843100.0
2020-06-30,73.3415,75.0345,73.2737,74.6959,1033157.0
2020-07-01,74.4443,75.1409,72.819,73.5833,891570.0
2020-07-02,75.1409,77.0467,75.1119,76.0019,886054.0
2020-07-03,75.1409,77.0467,75.1119,76.0019,886054.0
2020-07-04,75.1409,77.0467,75.1119,76.0019,886054.0
2020-07-05,75.1409,77.0467,75.1119,76.0019,886054.0
2020-07-06,77.395,78.6527,76.8049,78.5753,1045193.0
2020-07-07,77.6466,77.8207,75.0925,75.4601,1281323.0
2020-07-08,75.3924,77.1435,73.9606,75.4118,1351303.0
2020-07-09,75.644,75.644,72.345,73.2834,1154355.0
2020-07-10,73.5253,76.4663,72.8868,76.3212,1071975.0
2020-07-11,73.5253,76.4663,72.8868,76.3212,1071975.0
2020-07-12,73.5253,76.4663,72.8868,76.3212,1071975.0
2020-07-13,77.6853,81.7098,77.5401,78.9042,2213213.0
2020-07-14,78.9042,81.613,78.2851,81.4099,1353797.0
2020-07-15,83.0836,84.0026,82.3773,83.7801,1385160.0
2020-07-16,83.4996,83.9446,82.6579,83.635,852614.0
2020-07-17,84.1671,86.7018,84.0994,85.5795,1360329.0
2020-07-18,84.1671,86.7018,84.0994,85.5795,1360329.0
2020-07-19,84.1671,86.7018,84.0994,85.5795,1360329.0
2020-07-20,85.8601,86.2664,83.8285,84.2058,816858.0
2020-07-21,84.7185,85.2603,84.1961,84.3412,821269.0
2020-07-22,84.3606,85.5118,83.8478,84.8346,726439.0
2020-07-23,84.9023,86.4986,84.1381,85.0668,756867.0
2020-07-24,84.1671,85.0571,83.3931,84.2058,586047.0
2020-07-25,84.1671,85.0571,83.3931,84.2058,586047.0
2020-07-26,84.1671,85.0571,83.3931,84.2058,586047.0
2020-07-27,82.7353,83.3061,81.1197,82.9868,1165077.0
2020-07-28,82.5224,82.9965,80.8875,80.9745,883580.0
2020-07-29,81.8356,81.8356,79.2912,81.1003,1161971.0
2020-07-30,79.7846,81.1584,78.4108,80.2973,900622.0
2020-07-31,79.92,80.2538,77.8739,79.7749,2397906.0
2020-08-01,79.92,80.2538,77.8739,79.7749,2397906.0
2020-08-02,79.92,80.2538,77.8739,79.7749,2397906.0
2020-08-03,80.278,81.168,79.4207,80.6166,1124690.0
2020-08-04,80.4038,84.2058,79.7072,82.5515,1634058.0
2020-08-05,83.9639,86.3235,83.4328,85.715,2181765.0
2020-08-06,83.8188,84.9507,79.6395,80.6263,2453414.0
2020-08-07,80.2973,83.606,79.9587,81.6904,1236340.0
2020-08-08,80.2973,83.606,79.9587,81.6904,1236340.0
2020-08-09,80.2973,83.606,79.9587,81.6904,1236340.0
2020-08-10,82.6676,84.438,82.3967,84.3799,810934.0
2020-08-11,85.744,89.7589,85.6182,89.4396,1931416.0
2020-08-12,90.1845,90.8424,87.2726,88.0562,1071135.0
2020-08-13,87.466,89.1397,86.6824,88.6173,1008040.0
2020-08-14,88.3464,89.5847,88.0078,89.3816,838203.0
2020-08-15,88.3464,89.5847,88.0078,89.3816,838203.0
2020-08-16,88.3464,89.5847,88.0078,89.3816,838203.0
2020-08-17,89.7008,90.2426,88.3851,88.7818,604467.0
2020-08-18,88.9946,89.9911,88.3755,89.1978,557441.0
2020-08-19,89.488,90.5135,88.7721,89.2461,760810.0
2020-08-20,88.1046,88.7431,86.6824,88.0852,940898.0
2020-08-21,87.5434,88.3077,86.2181,86.8179,885170.0
2020-08-22,87.5434,88.3077,86.2181,86.8179,885170.0
2020-08-23,87.5434,88.3077,86.2181,86.8179,885170.0
2020-08-24,87.795,89.0043,86.6873,88.9849,668897.0
2020-08-25,89.0526,89.7202,87.7366,88.1239,420525.0
2020-08-26,89.13,89.3719,88.3464,88.9075,653192.0
2020-08-27,89.1687,89.8169,87.0984,88.1626,474511.0
2020-08-28,88.1626,89.3622,87.5241,89.3139,411999.0
2020-08-29,88.1626,89.3622,87.5241,89.3139,411999.0
2020-08-30,88.1626,89.3622,87.5241,89.3139,411999.0
2020-08-31,89.2945,90.3684,87.9498,88.0465,718507.0
2020-09-01,88.1336,94.2575,87.1095,94.2188,1561067.0
2020-09-02,93.8415,96.56,93.5996,96.4052,1311325.0
2020-09-03,95.6312,96.3665,88.7527,90.1459,1731508.0
2020-09-04,90.0104,92.429,87.8143,91.6357,1100775.0
2020-09-05,90.0104,92.429,87.8143,91.6357,1100775.0
2020-09-06,90.0104,92.429,87.8143,91.6357,1100775.0
2020-09-07,90.0104,92.429,87.8143,91.6357,1100775.0
2020-09-08,89.9717,91.9066,89.1204,90.1072,835758.0
2020-09-09,91.2778,93.5996,90.9682,92.3129,643941.0
2020-09-10,92.4967,93.319,90.4458,90.4554,667792.0
2020-09-11,91.5583,92.9514,90.7457,91.8679,651019.0
2020-09-12,91.5583,92.9514,90.7457,91.8679,651019.0
2020-09-13,91.5583,92.9514,90.7457,91.8679,651019.0
2020-09-14,92.7483,95.4958,92.0517,94.9734,672237.0
2020-09-15,95.7763,97.0437,95.1282,95.1862,1192316.0
2020-09-16,95.7763,96.3471,94.5187,94.6154,998269.0
2020-09-17,93.5131,98.0683,92.7749,97.5632,937168.0
2020-09-18,97.4952,98.0974,94.3386,95.1448,1337195.0
2020-09-19,97.4952,98.0974,94.3386,95.1448,1337195.0
2020-09-20,97.4952,98.0974,94.3386,95.1448,1337195.0
2020-09-21,93.6199,93.6199,87.9186,92.3961,1406493.0
2020-09-22,91.9882,92.7943,90.2593,92.503,656571.0
2020-09-23,86.4229,86.7822,77.8466,78.1089,5194924.0
2020-09-24,77.7689,83.14,76.7879,80.9158,2368229.0
2020-09-25,80.5953,82.8001,80.1679,82.091,1197898.0
2020-09-26,80.5953,82.8001,80.1679,82.091,1197898.0
2020-09-27,80.5953,82.8001,80.1679,82.091,1197898.0
2020-09-28,83.6742,84.8883,81.4694,82.4018,1433127.0
2020-09-29,82.5087,85.1117,82.3436,84.3638,1252965.0
2020-09-30,84.898,87.5398,84.7134,86.7142,1369067.0
2020-10-01,87.4233,88.3556,83.985,84.2375,1371831.0
2020-10-02,82.9846,88.4614,82.1396,86.724,1204266.0
2020-10-03,82.9846,88.4614,82.1396,86.724,1204266.0
2020-10-04,82.9846,88.4614,82.1396,86.724,1204266.0
2020-10-05,88.6373,93.1343,88.5208,92.0368,1598627.0
2020-10-06,93.5131,94.1824,90.8324,91.0461,1381430.0
2020-10-07,93.2411,95.1709,92.8526,93.9113,1129205.0
2020-10-08,95.3002,95.5381,93.2023,94.1638,1133539.0
2020-10-09,95.2808,96.2812,92.9109,93.2703,767900.0
2020-10-10,95.2808,96.2812,92.9109,93.2703,767900.0
2020-10-11,95.2808,96.2812,92.9109,93.2703,767900.0
2020-10-12,93.9501,93.9501,91.9299,92.2116,798190.0
2020-10-13,91.6385,92.838,91.2112,92.4058,863929.0
2020-10-14,90.0942,92.6001,89.2104,91.8716,1070562.0
2020-10-15,90.3176,92.027,89.1618,91.6385,923286.0
2020-10-16,92.3961,93.0759,90.7158,90.7353,655921.0
2020-10-17,92.3961,93.0759,90.7158,90.7353,655921.0
2020-10-18,92.3961,93.0759,90.7158,90.7353,655921.0
2020-10-19,90.6576,91.7939,89.5697,89.9097,641444.0
2020-10-20,90.8032,92.4835,90.1234,90.8712,740640.0
2020-10-21,92.5321,94.494,91.8813,93.1149,793413.0
2020-10-22,92.8332,93.3481,91.0558,92.231,669265.0
2020-10-23,93.1149,94.6494,92.6098,93.7073,669238.0
2020-10-24,93.1149,94.6494,92.6098,93.7073,669238.0
2020-10-25,93.1149,94.6494,92.6098,93.7073,669238.0
2020-10-26,92.0562,92.0562,90.1692,91.7648,952453.0
2020-10-27,92.6001,94.0861,92.027,92.4447,987856.0
2020-10-28,89.6572,91.1383,87.4815,88.1711,982107.0
2020-10-29,87.8992,91.8522,87.6369,91.0752,819607.0
2020-10-30,90.2691,91.3569,88.2488,90.5313,1275018.0
2020-10-31,90.2691,91.3569,88.2488,90.5313,1275018.0
2020-11-01,90.2691,91.3569,88.2488,90.5313,1275018.0
2020-11-02,92.0173,95.0379,91.0946,94.057,924893.0
2020-11-03,93.9696,95.4556,93.5713,94.8146,971851.0
2020-11-04,94.7174,94.7174,90.4245,90.745,1656973.0
2020-11-05,93.2897,103.2742,90.3274,102.4681,3231818.0
2020-11-06,101.8174,110.0731,99.8457,108.995,2609265.0
2020-11-07,101.8174,110.0731,99.8457,108.995,2609265.0
2020-11-08,101.8174,110.0731,99.8457,108.995,2609265.0
2020-11-09,111.6465,117.3339,111.5008,113.3754,2138410.0
2020-11-10,112.6663,114.9002,109.8206,114.5409,1244231.0
2020-11-11,114.1135,116.532,113.152,115.1625,881920.0
2020-11-12,114.1232,117.2216,113.288,115.2305,839230.0
2020-11-13,115.5024,119.436,114.3042,118.9601,1015274.0
2020-11-14,115.5024,119.436,114.3042,118.9601,1015274.0
2020-11-15,115.5024,119.436,114.3042,118.9601,1015274.0
2020-11-16,119.4652,125.4384,119.4652,125.215,1526216.0
2020-11-17,123.865,124.9042,120.8249,124.2729,1904576.0
2020-11-18,124.2729,126.468,122.8937,122.9034,871063.0
2020-11-19,122.3887,122.8549,118.931,122.1847,1138470.0
2020-11-20,122.379,124.8071,121.8933,124.2146,748670.0
2020-11-21,122.379,124.8071,121.8933,124.2146,748670.0
2020-11-22,122.379,124.8071,121.8933,124.2146,748670.0
2020-11-23,125.5841,130.8872,125.3219,130.2073,1406766.0
2020-11-24,131.7711,133.7524,130.4307,133.3154,1428224.0
2020-11-25,131.3146,132.4995,129.4109,130.8581,1126234.0
2020-11-26,131.3146,132.4995,129.4109,130.8581,1126234.0
2020-11-27,132.4995,134.2186,132.3441,133.7039,531390.0
2020-11-28,132.4995,134.2186,132.3441,133.7039,531390.0
2020-11-29,132.4995,134.2186,132.3441,133.7039,531390.0
2020-11-30,133.3057,133.5485,130.3045,132.0624,1096108.0
2020-12-01,133.5485,134.2186,130.9455,131.975,1720148.0
2020-12-02,130.9455,132.0916,128.3619,131.3631,1576145.0
2020-12-03,131.4311,132.3152,127.0022,127.9346,1969304.0
2020-12-04,128.7019,135.2288,128.4105,135.219,1158013.0
2020-12-05,128.7019,135.2288,128.4105,135.219,1158013.0
2020-12-06,128.7019,135.2288,128.4105,135.219,1158013.0
2020-12-07,135.4327,136.9867,134.1351,135.9766,1122073.0
2020-12-08,135.2093,139.9781,134.2284,139.8131,893024.0
2020-12-09,139.9491,141.911,136.5885,138.4533,1444421.0
2020-12-10,137.3188,139.9483,136.5445,137.7376,1102968.0
2020-12-11,136.491,138.2342,133.0434,135.0301,962444.0
2020-12-12,136.491,138.2342,133.0434,135.0301,962444.0
2020-12-13,136.491,138.2342,133.0434,135.0301,962444.0
2020-12-14,136.8903,137.3188,130.745,131.0567,1387340.0
2020-12-15,133.1992,134.6114,131.4852,134.3387,1213623.0
2020-12-16,135.0691,136.3352,131.9888,132.2351,908785.0
2020-12-17,133.657,134.3679,130.6476,133.8907,1127710.0
2020-12-18,133.9102,135.6534,133.4719,135.2736,2447707.0
2020-12-19,133.9102,135.6534,133.4719,135.2736,2447707.0
2020-12-20,133.9102,135.6534,133.4719,135.2736,2447707.0
2020-12-21,132.2351,138.468,131.8747,138.3122,1180913.0
2020-12-22,139.6951,144.1263,138.9257,142.4512,1294228.0
2020-12-23,143.9899,148.8268,143.4154,145.9962,1718165.0
2020-12-24,145.9864,146.4442,144.4136,145.7332,487443.0
2020-12-25,145.9864,146.4442,144.4136,145.7332,487443.0
2020-12-26,145.9864,146.4442,144.4136,145.7332,487443.0
2020-12-27,145.9864,146.4442,144.4136,145.7332,487443.0
2020-12-28,147.4375,149.473,145.6943,145.8111,1228632.0
2020-12-29,145.5774,145.9962,140.9611,142.4025,1112790.0
2020-12-30,144.3016,147.6713,143.8974,145.3924,1041164.0
2020-12-31,144.8762,145.4703,142.9771,143.6686,779219.0
2021-01-01,144.8762,145.4703,142.9771,143.6686,779219.0
2021-01-02,144.8762,145.4703,142.9771,143.6686,779219.0
2021-01-03,144.8762,145.4703,142.9771,143.6686,779219.0
2021-01-04,148.9081,152.6673,146.3711,148.6452,2898774.0
2021-01-05,148.6841,162.4257,148.6841,158.6762,2628026.0
2021-01-06,161.1791,173.9274,161.1791,170.5285,3335450.0
2021-01-07,178.6897,182.3613,175.8362,179.1961,2947849.0
2021-01-08,179.6734,182.0497,173.9989,179.2935,1659373.0
2021-01-09,179.6734,182.0497,173.9989,179.2935,1659373.0
2021-01-10,179.6734,182.0497,173.9989,179.2935,1659373.0
2021-01-11,174.1319,175.3006,168.8924,172.6613,2940810.0
2021-01-12,172.6613,178.3586,171.892,177.7353,1655360.0
2021-01-13,178.1249,178.2125,173.3625,175.2227,1481442.0
2021-01-14,175.7875,179.2838,175.7875,177.6087,1037811.0
2021-01-15,175.3006,178.9819,173.1006,175.4369,1196640.0
2021-01-16,175.3006,178.9819,173.1006,175.4369,1196640.0
2021-01-17,175.3006,178.9819,173.1006,175.4369,1196640.0
2021-01-18,175.3006,178.9819,173.1006,175.4369,1196640.0
2021-01-19,176.2745,180.7836,173.7326,180.4135,1520670.0
2021-01-20,182.6145,183.4326,174.6968,175.4856,1404636.0
2021-01-21,176.7614,177.2386,169.8663,171.8043,1321666.0
2021-01-22,168.7171,170.3045,166.7011,169.1748,2034515.0
2021-01-23,168.7171,170.3045,166.7011,169.1748,2034515.0
2021-01-24,168.7171,170.3045,166.7011,169.1748,2034515.0
2021-01-25,169.4572,174.8136,167.5874,172.301,1372305.0
2021-01-26,173.1775,174.1621,168.123,170.8012,1406141.0
2021-01-27,165.8149,166.146,157.1472,164.4417,2907720.0
2021-01-28,166.1655,166.6816,159.6014,162.0264,1706531.0
2021-01-29,160.7701,165.039,156.2318,158.4133,3133492.0
2021-01-30,160.7701,165.039,156.2318,158.4133,3133492.0
2021-01-31,160.7701,165.039,156.2318,158.4133,3133492.0
2021-02-01,161.4518,163.5165,159.0463,162.0264,1233906.0
2021-02-02,165.026,167.1686,163.3412,164.8312,1177236.0
2021-02-03,162.153,166.6524,156.222,157.6537,2278812.0
2021-02-04,148.9471,152.4141,147.681,150.8559,8388942.0
2021-02-05,152.9011,154.9461,150.3106,153.0666,4970301.0
2021-02-06,152.9011,154.9461,150.3106,153.0666,4970301.0
2021-02-07,152.9011,154.9461,150.3106,153.0666,4970301.0
2021-02-08,155.8227,159.5771,154.6735,157.342,2523855.0
2021-02-09,156.1733,157.0693,151.7421,154.5469,1537582.0
2021-02-10,157.0498,157.5757,151.0604,151.9759,1485843.0
2021-02-11,152.0148,156.261,150.4851,155.6767,1454973.0
2021-02-12,160.176,161.6174,156.8648,160.3416,1590029.0
2021-02-13,160.176,161.6174,156.8648,160.3416,1590029.0
2021-02-14,160.176,161.6174,156.8648,160.3416,1590029.0
2021-02-15,160.176,161.6174,156.8648,160.3416,1590029.0
2021-02-16,166.0486,166.8764,157.4491,157.9653,1869332.0
2021-02-17,158.3841,158.5155,150.3105,153.3588,2312939.0
2021-02-18,146.5513,147.3012,137.0558,137.7668,4084820.0
2021-02-19,140.9806,152.8815,140.7225,152.0927,3729938.0
2021-02-20,140.9806,152.8815,140.7225,152.0927,3729938.0
2021-02-21,140.9806,152.8815,140.7225,152.0927,3729938.0
2021-02-22,150.1157,155.7098,149.5914,152.4044,2317350.0
2021-02-23,146.2883,151.2114,137.4551,150.5832,2314513.0
2021-02-24,150.9533,157.8971,148.801,156.6992,1816547.0
2021-02-25,157.2641,158.6422,147.9439,149.473,1326347.0
2021-02-26,148.986,154.7612,147.8563,153.1056,1718426.0
2021-02-27,148.986,154.7612,147.8563,153.1056,1718426.0
2021-02-28,148.986,154.7612,147.8563,153.1056,1718426.0
2021-03-01,155.8714,157.0693,147.5436,148.9568,2385995.0
2021-03-02,149.8723,154.4885,149.3658,149.7067,1321356.0
2021-03-03,149.8917,150.6514,142.8992,143.1621,1523098.0
