,TGNA US Equity,TGNA US Equity,TGNA US Equity,TGNA US Equity,TGNA US Equity
2019-05-27,14.223,14.304,14.0251,14.0341,2399554.0
2019-05-28,14.0791,14.3182,14.0341,14.0521,2117925.0
2019-05-29,13.9082,14.0161,13.7552,13.8362,2256975.0
2019-05-30,13.8362,14.0251,13.7282,13.8632,2225778.0
2019-05-31,13.6563,13.7417,13.5033,13.6203,3763230.0
2019-06-01,13.6563,13.7417,13.5033,13.6203,3763230.0
2019-06-02,13.6563,13.7417,13.5033,13.6203,3763230.0
2019-06-03,13.5933,13.8362,13.4796,13.5573,4966832.0
2019-06-04,13.7552,14.16,13.7552,14.16,3036608.0
2019-06-05,14.169,14.286,13.9082,14.223,3124236.0
2019-06-06,14.1507,14.2501,13.8797,14.1146,2590519.0
2019-06-07,14.1327,14.2953,13.8977,14.0062,1491374.0
2019-06-08,14.1327,14.2953,13.8977,14.0062,1491374.0
2019-06-09,14.1327,14.2953,13.8977,14.0062,1491374.0
2019-06-10,14.0062,14.0965,13.6809,13.8254,1179576.0
2019-06-11,13.9068,13.979,13.4821,13.4821,5942234.0
2019-06-12,13.4821,13.5815,13.3284,13.3827,4553957.0
2019-06-13,13.4459,13.4685,13.0691,13.3917,5332666.0
2019-06-14,13.3827,13.4007,13.0574,13.0664,2698368.0
2019-06-15,13.3827,13.4007,13.0574,13.0664,2698368.0
2019-06-16,13.3827,13.4007,13.0574,13.0664,2698368.0
2019-06-17,13.1025,13.5272,12.8947,13.4369,2564562.0
2019-06-18,13.4911,13.7893,13.4821,13.5543,1531408.0
2019-06-19,13.5724,13.8074,13.473,13.8074,1922936.0
2019-06-20,13.8074,13.8751,13.2652,13.464,2415122.0
2019-06-21,13.3646,13.4866,13.229,13.4098,2339637.0
2019-06-22,13.3646,13.4866,13.229,13.4098,2339637.0
2019-06-23,13.3646,13.4866,13.229,13.4098,2339637.0
2019-06-24,13.4459,13.464,13.3194,13.3646,1188574.0
2019-06-25,13.3284,13.3646,13.1748,13.2833,1869309.0
2019-06-26,13.3465,13.5092,13.3104,13.4188,2113758.0
2019-06-27,13.4278,13.4911,13.2381,13.4459,2242558.0
2019-06-28,13.4459,13.7306,13.3194,13.6899,3096157.0
2019-06-29,13.4459,13.7306,13.3194,13.6899,3096157.0
2019-06-30,13.4459,13.7306,13.3194,13.6899,3096157.0
2019-07-01,13.8254,13.9339,13.6402,13.7531,1394712.0
2019-07-02,13.7441,13.8977,13.717,13.8706,1144499.0
2019-07-03,13.9248,14.345,13.8254,14.3134,1670857.0
2019-07-04,13.9248,14.345,13.8254,14.3134,1670857.0
2019-07-05,14.2592,14.3224,14.0875,14.1688,1629666.0
2019-07-06,14.2592,14.3224,14.0875,14.1688,1629666.0
2019-07-07,14.2592,14.3224,14.0875,14.1688,1629666.0
2019-07-08,14.1236,14.2772,13.9926,14.0333,1093406.0
2019-07-09,13.9519,14.0423,13.8345,13.9519,994507.0
2019-07-10,14.0152,14.205,13.97,14.1778,1067567.0
2019-07-11,14.223,14.2818,13.97,14.0965,1686896.0
2019-07-12,14.1507,14.3586,14.1056,14.2863,1353305.0
2019-07-13,14.1507,14.3586,14.1056,14.2863,1353305.0
2019-07-14,14.1507,14.3586,14.1056,14.2863,1353305.0
2019-07-15,14.2863,14.2953,14.0694,14.2501,998309.0
2019-07-16,14.2411,14.3586,14.1824,14.2863,1256434.0
2019-07-17,14.2772,14.2772,13.7261,13.7622,1670226.0
2019-07-18,13.726,13.8797,13.6447,13.8706,1017255.0
2019-07-19,13.8616,13.9881,13.8164,13.8345,1202839.0
2019-07-20,13.8616,13.9881,13.8164,13.8345,1202839.0
2019-07-21,13.8616,13.9881,13.8164,13.8345,1202839.0
2019-07-22,13.8345,13.9248,13.5815,13.5905,1683229.0
2019-07-23,13.5995,13.6537,13.22,13.3555,2507931.0
2019-07-24,13.2923,13.7712,13.2787,13.7441,1297049.0
2019-07-25,13.708,13.8345,13.5453,13.6357,747746.0
2019-07-26,13.6718,13.7893,13.5905,13.726,1248953.0
2019-07-27,13.6718,13.7893,13.5905,13.726,1248953.0
2019-07-28,13.6718,13.7893,13.5905,13.726,1248953.0
2019-07-29,13.726,13.8661,13.6628,13.6899,1245263.0
2019-07-30,13.5724,14.0152,13.464,13.9971,1778497.0
2019-07-31,13.9971,14.1959,13.6809,13.726,2170140.0
2019-08-01,13.717,14.0107,13.5363,13.6809,1979331.0
2019-08-02,13.5543,13.6989,13.4007,13.5543,1991452.0
2019-08-03,13.5543,13.6989,13.4007,13.5543,1991452.0
2019-08-04,13.5543,13.6989,13.4007,13.5543,1991452.0
2019-08-05,13.3194,13.7441,13.3194,13.6447,3950069.0
2019-08-06,13.8345,14.0784,12.9941,13.473,3679972.0
2019-08-07,13.3194,13.4007,12.5468,12.8495,4365729.0
2019-08-08,12.976,13.2381,12.8179,13.22,3019361.0
2019-08-09,13.2019,13.2019,12.723,12.723,2357833.0
2019-08-10,13.2019,13.2019,12.723,12.723,2357833.0
2019-08-11,13.2019,13.2019,12.723,12.723,2357833.0
2019-08-12,12.7049,12.7908,12.5016,12.6327,1542232.0
2019-08-13,12.6146,13.1748,12.6055,12.8676,1911756.0
2019-08-14,12.6236,12.6914,12.0905,12.1357,3517231.0
2019-08-15,12.1808,12.5333,12.0498,12.2983,3414041.0
2019-08-16,12.3525,13.9429,12.3164,13.5543,4428918.0
2019-08-17,12.3525,13.9429,12.3164,13.5543,4428918.0
2019-08-18,12.3525,13.9429,12.3164,13.5543,4428918.0
2019-08-19,14.6206,14.9821,13.7351,14.3315,11227179.0
2019-08-20,14.2501,14.4986,14.0062,14.0333,2998779.0
2019-08-21,13.9158,13.9248,13.0935,13.3465,3792466.0
2019-08-22,13.4098,13.473,13.1387,13.3375,1489694.0
2019-08-23,13.1929,13.3284,12.7772,12.8586,1749832.0
2019-08-24,13.1929,13.3284,12.7772,12.8586,1749832.0
2019-08-25,13.1929,13.3284,12.7772,12.8586,1749832.0
2019-08-26,12.9941,13.0483,12.6598,12.8766,1978370.0
2019-08-27,12.8766,12.9218,12.5784,12.6507,2456537.0
2019-08-28,12.6146,12.8992,12.601,12.7411,2016006.0
2019-08-29,12.8857,13.0031,12.8495,12.8676,873185.0
2019-08-30,12.9399,13.0302,12.7411,12.9308,2094020.0
2019-08-31,12.9399,13.0302,12.7411,12.9308,2094020.0
2019-09-01,12.9399,13.0302,12.7411,12.9308,2094020.0
2019-09-02,12.9399,13.0302,12.7411,12.9308,2094020.0
2019-09-03,12.9218,12.9489,12.6146,12.8405,1283968.0
2019-09-04,12.9399,13.3827,12.7772,13.2652,2337692.0
2019-09-05,13.2289,14.3002,13.2289,14.2821,3827140.0
2019-09-06,14.3547,14.5908,14.2367,14.3456,3360478.0
2019-09-07,14.3547,14.5908,14.2367,14.3456,3360478.0
2019-09-08,14.3547,14.5908,14.2367,14.3456,3360478.0
2019-09-09,14.4092,14.5636,14.2458,14.5272,2815480.0
2019-09-10,14.4909,14.6725,14.3184,14.4909,3116647.0
2019-09-11,14.5272,14.677,14.3638,14.6453,2830604.0
2019-09-12,14.6907,14.6907,14.1414,14.5,2123545.0
2019-09-13,14.5999,14.7451,14.3457,14.6362,1693191.0
2019-09-14,14.5999,14.7451,14.3457,14.6362,1693191.0
2019-09-15,14.5999,14.7451,14.3457,14.6362,1693191.0
2019-09-16,14.4909,14.677,14.2912,14.4546,1313381.0
2019-09-17,14.3547,14.3729,13.9189,14.0642,1291364.0
2019-09-18,14.0642,14.0642,13.6193,13.7373,1451061.0
2019-09-19,13.7827,13.7827,13.3832,13.3832,827342.0
2019-09-20,13.4286,13.8372,13.2934,13.7282,3212947.0
2019-09-21,13.4286,13.8372,13.2934,13.7282,3212947.0
2019-09-22,13.4286,13.8372,13.2934,13.7282,3212947.0
2019-09-23,13.6556,13.8372,13.4105,13.6919,2668647.0
2019-09-24,13.7646,14.2231,13.6647,14.0823,2716744.0
2019-09-25,14.0914,14.2685,13.819,14.1822,1652091.0
2019-09-26,14.2185,14.2185,13.5739,13.7646,1110458.0
2019-09-27,13.9098,14.0279,13.4831,13.6011,1113735.0
2019-09-28,13.9098,14.0279,13.4831,13.6011,1113735.0
2019-09-29,13.9098,14.0279,13.4831,13.6011,1113735.0
2019-09-30,13.6465,14.2276,13.5557,14.1005,1960575.0
2019-10-01,14.1913,14.357,13.7736,13.7918,1238477.0
2019-10-02,13.6284,13.6556,13.356,13.5648,1279187.0
2019-10-03,13.474,13.5966,13.0564,13.3015,1538871.0
2019-10-04,13.3378,13.5012,13.2379,13.3378,901165.0
2019-10-05,13.3378,13.5012,13.2379,13.3378,901165.0
2019-10-06,13.3378,13.5012,13.2379,13.3378,901165.0
2019-10-07,13.3015,13.4922,13.1381,13.3106,928318.0
2019-10-08,13.129,13.3242,12.8657,13.2289,1126383.0
2019-10-09,13.356,13.4377,13.1744,13.356,868412.0
2019-10-10,13.4105,13.5466,13.2924,13.4014,1381533.0
2019-10-11,13.6102,13.928,13.6102,13.7736,1009682.0
2019-10-12,13.6102,13.928,13.6102,13.7736,1009682.0
2019-10-13,13.6102,13.928,13.6102,13.7736,1009682.0
2019-10-14,13.6828,14.291,13.5285,13.8917,1722005.0
2019-10-15,13.9007,13.9734,13.1925,13.6828,1581700.0
2019-10-16,13.6465,14.046,13.6465,13.9461,1055860.0
2019-10-17,14.0279,14.2458,13.8009,14.155,1163481.0
2019-10-18,14.1096,14.4183,14.1096,14.2912,1054571.0
2019-10-19,14.1096,14.4183,14.1096,14.2912,1054571.0
2019-10-20,14.1096,14.4183,14.1096,14.2912,1054571.0
2019-10-21,14.4092,14.5363,14.3275,14.4728,1067044.0
2019-10-22,14.4728,14.5636,14.3729,14.4546,1536173.0
2019-10-23,14.4728,14.5545,14.3366,14.3638,1088865.0
2019-10-24,14.4183,14.4183,13.9915,14.1641,1172775.0
2019-10-25,14.1368,14.5182,14.0551,14.3638,744930.0
2019-10-26,14.1368,14.5182,14.0551,14.3638,744930.0
2019-10-27,14.1368,14.5182,14.0551,14.3638,744930.0
2019-10-28,14.4274,14.6362,14.4274,14.4637,1714281.0
2019-10-29,14.4274,14.5772,14.391,14.4455,922929.0
2019-10-30,14.4092,14.4183,13.9915,14.1731,795230.0
2019-10-31,14.1187,14.1187,13.5557,13.6465,1526272.0
2019-11-01,13.7282,14.0188,13.7282,13.8281,7282220.0
2019-11-02,13.7282,14.0188,13.7282,13.8281,7282220.0
2019-11-03,13.7282,14.0188,13.7282,13.8281,7282220.0
2019-11-04,13.9643,14.0369,13.81,14.0188,864074.0
2019-11-05,14.0914,14.3366,13.7373,13.81,1977604.0
2019-11-06,13.7192,13.8236,13.3197,13.7101,1653178.0
2019-11-07,13.7101,14.2548,13.7101,14.0551,1570712.0
2019-11-08,14.0006,14.0006,12.8566,13.7101,3017875.0
2019-11-09,14.0006,14.0006,12.8566,13.7101,3017875.0
2019-11-10,14.0006,14.0006,12.8566,13.7101,3017875.0
2019-11-11,13.5739,13.7555,13.4922,13.6828,1552519.0
2019-11-12,13.6193,13.819,13.4195,13.5376,1517580.0
2019-11-13,13.3741,13.5239,13.2016,13.4286,1209676.0
2019-11-14,13.356,13.7827,13.3015,13.7646,2041701.0
2019-11-15,13.7827,14.046,13.7827,13.8554,1275860.0
2019-11-16,13.7827,14.046,13.7827,13.8554,1275860.0
2019-11-17,13.7827,14.046,13.7827,13.8554,1275860.0
2019-11-18,13.8826,13.9098,13.7101,13.9007,1101166.0
2019-11-19,14.0279,14.1005,13.8735,13.9734,852361.0
2019-11-20,13.9189,14.0006,13.5875,13.6647,1435990.0
2019-11-21,13.7192,13.7192,13.2924,13.4649,1365845.0
2019-11-22,13.583,13.8463,13.4649,13.7918,1102234.0
2019-11-23,13.583,13.8463,13.4649,13.7918,1102234.0
2019-11-24,13.583,13.8463,13.4649,13.7918,1102234.0
2019-11-25,13.8735,14.2912,13.8054,14.1822,2147147.0
2019-11-26,14.1187,14.273,13.9371,13.9825,917781.0
2019-11-27,14.046,14.1368,13.9461,14.0733,631940.0
2019-11-28,14.046,14.1368,13.9461,14.0733,631940.0
2019-11-29,14.0642,14.1187,13.928,13.9371,406182.0
2019-11-30,14.0642,14.1187,13.928,13.9371,406182.0
2019-12-01,14.0642,14.1187,13.928,13.9371,406182.0
2019-12-02,13.9371,13.9371,13.6011,13.7101,1805146.0
2019-12-03,13.5376,13.6647,13.4105,13.6284,2189577.0
2019-12-04,13.7192,13.9461,13.6919,13.9371,2129135.0
2019-12-05,14.0009,14.1104,13.8413,14.0921,2613110.0
2019-12-06,14.2381,14.3886,14.1468,14.2563,1640013.0
2019-12-07,14.2381,14.3886,14.1468,14.2563,1640013.0
2019-12-08,14.2381,14.3886,14.1468,14.2563,1640013.0
2019-12-09,14.2016,14.4935,14.1104,14.4752,1942273.0
2019-12-10,14.4114,14.4752,14.3019,14.384,2180155.0
2019-12-11,14.4296,14.5026,14.3019,14.4661,1147218.0
2019-12-12,14.4387,14.799,14.3475,14.7397,1942541.0
2019-12-13,14.6668,15.1046,14.6485,14.758,1886421.0
2019-12-14,14.6668,15.1046,14.6485,14.758,1886421.0
2019-12-15,14.6668,15.1046,14.6485,14.758,1886421.0
2019-12-16,14.8218,14.9404,14.8036,14.8674,1615586.0
2019-12-17,14.8674,14.9586,14.8218,14.9404,1728678.0
2019-12-18,14.9677,15.2049,14.9313,14.9586,1911041.0
2019-12-19,15.0042,15.1867,14.9495,15.141,1510211.0
2019-12-20,15.3508,15.7248,15.1912,15.4512,5368158.0
2019-12-21,15.3508,15.7248,15.1912,15.4512,5368158.0
2019-12-22,15.3508,15.7248,15.1912,15.4512,5368158.0
2019-12-23,15.4329,15.4694,15.1775,15.4238,1435902.0
2019-12-24,15.4238,15.442,15.2779,15.2961,312830.0
2019-12-25,15.4238,15.442,15.2779,15.2961,312830.0
2019-12-26,15.3144,15.3964,15.2596,15.3691,601486.0
2019-12-27,15.442,15.442,15.1821,15.2414,880662.0
2019-12-28,15.442,15.442,15.1821,15.2414,880662.0
2019-12-29,15.442,15.442,15.1821,15.2414,880662.0
2019-12-30,15.2687,15.2961,15.0818,15.1137,623603.0
2019-12-31,15.1228,15.3052,15.0498,15.2231,1424937.0
2020-01-01,15.1228,15.3052,15.0498,15.2231,1424937.0
2020-01-02,15.3691,15.3691,14.6576,14.9221,1090178.0
2020-01-03,14.6668,14.9495,14.6576,14.913,1009538.0
2020-01-04,14.6668,14.9495,14.6576,14.913,1009538.0
2020-01-05,14.6668,14.9495,14.6576,14.913,1009538.0
2020-01-06,14.758,14.9677,14.7306,14.8674,1936508.0
2020-01-07,15.1684,15.5059,14.9404,15.4694,2179083.0
2020-01-08,15.661,15.7704,15.4968,15.588,2217717.0
2020-01-09,15.6427,15.6427,15.2049,15.2231,1772787.0
2020-01-10,15.3873,15.7248,14.7215,15.0498,2155900.0
2020-01-11,15.3873,15.7248,14.7215,15.0498,2155900.0
2020-01-12,15.3873,15.7248,14.7215,15.0498,2155900.0
2020-01-13,15.0498,15.3873,14.913,15.3235,1679099.0
2020-01-14,15.3144,15.5606,15.214,15.5059,1662981.0
2020-01-15,15.5971,16.6916,15.588,16.3633,3676665.0
2020-01-16,16.4362,16.4636,16.1079,16.3724,2338086.0
2020-01-17,16.5183,16.5183,16.2356,16.4727,2640153.0
2020-01-18,16.5183,16.5183,16.2356,16.4727,2640153.0
2020-01-19,16.5183,16.5183,16.2356,16.4727,2640153.0
2020-01-20,16.5183,16.5183,16.2356,16.4727,2640153.0
2020-01-21,16.5275,16.6278,16.0167,16.2994,2591556.0
2020-01-22,16.3268,16.4089,16.19,16.19,1353177.0
2020-01-23,16.0714,16.3177,15.8434,16.3086,2454147.0
2020-01-24,16.3086,16.3086,15.8981,16.19,2906763.0
2020-01-25,16.3086,16.3086,15.8981,16.19,2906763.0
2020-01-26,16.3086,16.3086,15.8981,16.19,2906763.0
2020-01-27,15.9346,16.044,15.7886,16.0258,2380469.0
2020-01-28,16.1444,16.1717,15.9163,16.0258,2081993.0
2020-01-29,15.9893,15.9893,15.442,15.5971,3184719.0
2020-01-30,15.36,15.5287,15.1684,15.5059,2225697.0
2020-01-31,15.442,15.4968,15.0544,15.4147,5792244.0
2020-02-01,15.442,15.4968,15.0544,15.4147,5792244.0
2020-02-02,15.442,15.4968,15.0544,15.4147,5792244.0
2020-02-03,15.4968,16.0258,15.3691,15.8799,1971515.0
2020-02-04,15.9711,15.9984,15.6746,15.7522,2025941.0
2020-02-05,15.9255,16.2812,15.9255,16.1991,1514460.0
2020-02-06,16.3815,16.5275,15.8799,15.889,2614905.0
2020-02-07,15.8434,15.8434,15.5606,15.6153,1588312.0
2020-02-08,15.8434,15.8434,15.5606,15.6153,1588312.0
2020-02-09,15.8434,15.8434,15.5606,15.6153,1588312.0
2020-02-10,15.6062,15.8571,15.5515,15.8069,1726417.0
2020-02-11,15.9255,15.9619,14.7215,14.8674,4947366.0
2020-02-12,15.0772,15.2687,14.9586,15.0863,2983367.0
2020-02-13,15.0316,15.3235,14.9495,15.2323,1355673.0
2020-02-14,15.2414,15.4694,15.1958,15.4238,1215863.0
2020-02-15,15.2414,15.4694,15.1958,15.4238,1215863.0
2020-02-16,15.2414,15.4694,15.1958,15.4238,1215863.0
2020-02-17,15.2414,15.4694,15.1958,15.4238,1215863.0
2020-02-18,15.4238,15.6044,15.3326,15.4056,1434916.0
2020-02-19,15.5059,15.8662,15.4147,15.7339,1560653.0
2020-02-20,15.6245,15.7339,15.3964,15.5789,1637732.0
2020-02-21,15.5424,15.5515,15.2687,15.4512,1880814.0
2020-02-22,15.5424,15.5515,15.2687,15.4512,1880814.0
2020-02-23,15.5424,15.5515,15.2687,15.4512,1880814.0
2020-02-24,14.9951,15.3052,14.8355,15.2961,4595019.0
2020-02-25,15.3235,15.3235,14.4661,14.5208,6622083.0
2020-02-26,14.5299,14.6394,13.6406,13.6543,4764142.0
2020-02-27,13.3442,13.8139,12.9246,13.3077,2722522.0
2020-02-28,12.8608,13.408,12.8152,13.0614,6498164.0
2020-02-29,12.8608,13.408,12.8152,13.0614,6498164.0
2020-03-01,12.8608,13.408,12.8152,13.0614,6498164.0
2020-03-02,13.1435,13.7227,12.8973,13.709,3060625.0
