,DAL US Equity,DAL US Equity,DAL US Equity,DAL US Equity,DAL US Equity
2019-05-17,53.1499,53.907,52.8878,53.2761,3969850.0
2019-05-18,53.1499,53.907,52.8878,53.2761,3969850.0
2019-05-19,53.1499,53.907,52.8878,53.2761,3969850.0
2019-05-20,52.4122,53.0625,52.1696,52.684,3722756.0
2019-05-21,53.0722,53.4119,52.9849,53.2178,2816770.0
2019-05-22,52.8878,53.2275,52.3055,52.4705,3616690.0
2019-05-23,52.0725,53.1402,51.6746,52.4122,5279103.0
2019-05-24,52.8199,53.014,52.1308,52.5287,2503194.0
2019-05-25,52.8199,53.014,52.1308,52.5287,2503194.0
2019-05-26,52.8199,53.014,52.1308,52.5287,2503194.0
2019-05-27,52.8199,53.014,52.1308,52.5287,2503194.0
2019-05-28,52.5481,53.0237,52.2861,52.2958,3454118.0
2019-05-29,52.1696,52.1696,51.2572,51.6455,3929675.0
2019-05-30,51.8105,52.2181,51.3155,51.4708,3775210.0
2019-05-31,50.9272,51.2475,49.8007,49.9857,5615106.0
2019-06-01,50.9272,51.2475,49.8007,49.9857,5615106.0
2019-06-02,50.9272,51.2475,49.8007,49.9857,5615106.0
2019-06-03,49.9663,51.1505,49.8984,50.5681,7244631.0
2019-06-04,51.296,52.7665,51.2669,52.7131,7619264.0
2019-06-05,53.2372,53.6061,52.643,53.3246,6379259.0
2019-06-06,53.4411,53.5977,52.7616,53.0819,6192026.0
2019-06-07,53.3052,54.203,53.3052,53.4508,4234804.0
2019-06-08,53.3052,54.203,53.3052,53.4508,4234804.0
2019-06-09,53.3052,54.203,53.3052,53.4508,4234804.0
2019-06-10,53.8681,54.2515,53.0431,53.1208,3312865.0
2019-06-11,53.4022,53.6837,52.8781,53.2664,2833733.0
2019-06-12,53.4314,53.8487,53.2858,53.8196,3856327.0
2019-06-13,54.0525,55.557,54.0331,54.8581,6300572.0
2019-06-14,54.9067,54.9649,54.1399,54.3437,4382468.0
2019-06-15,54.9067,54.9649,54.1399,54.3437,4382468.0
2019-06-16,54.9067,54.9649,54.1399,54.3437,4382468.0
2019-06-17,54.1399,54.2903,53.6352,54.0331,4057425.0
2019-06-18,54.3049,54.8581,53.8293,54.3825,3642521.0
2019-06-19,54.6252,54.897,54.3049,54.7028,3196821.0
2019-06-20,55.1784,55.2076,53.7006,54.3243,5055778.0
2019-06-21,54.3534,55.1881,53.9215,54.3437,8573677.0
2019-06-22,54.3534,55.1881,53.9215,54.3437,8573677.0
2019-06-23,54.3534,55.1881,53.9215,54.3437,8573677.0
2019-06-24,54.4505,54.5767,54.0331,54.4214,2896010.0
2019-06-25,54.402,55.0543,54.2175,54.2758,3579823.0
2019-06-26,54.4214,55.1396,54.1981,54.7223,4437735.0
2019-06-27,55.0814,55.7317,54.8388,55.1493,4375403.0
2019-06-28,55.2173,55.7317,55.0328,55.0814,8034898.0
2019-06-29,55.2173,55.7317,55.0328,55.0814,8034898.0
2019-06-30,55.2173,55.7317,55.0328,55.0814,8034898.0
2019-07-01,55.6152,56.1976,55.5667,56.0908,5020562.0
2019-07-02,56.877,57.4787,56.382,56.8187,6838308.0
2019-07-03,57.2652,57.867,57.1585,57.4108,3303860.0
2019-07-04,57.2652,57.867,57.1585,57.4108,3303860.0
2019-07-05,57.4108,57.6438,56.149,56.974,5896922.0
2019-07-06,57.4108,57.6438,56.149,56.974,5896922.0
2019-07-07,57.4108,57.6438,56.149,56.974,5896922.0
2019-07-08,57.1682,57.9155,57.1099,57.6243,7800583.0
2019-07-09,57.8185,58.2261,56.8391,57.2264,7870188.0
2019-07-10,57.5952,57.9155,57.0323,57.7214,7781257.0
2019-07-11,58.4785,59.0026,57.7214,58.3911,12695633.0
2019-07-12,58.4591,60.41,58.2552,59.8373,10045656.0
2019-07-13,58.4591,60.41,58.2552,59.8373,10045656.0
2019-07-14,58.4591,60.41,58.2552,59.8373,10045656.0
2019-07-15,59.7597,60.575,59.5073,59.8858,5889350.0
2019-07-16,60.0605,61.3951,59.9052,61.3029,10319695.0
2019-07-17,61.3708,61.4116,60.3614,60.4197,7532027.0
2019-07-18,59.9538,60.8176,59.8276,60.8176,4482528.0
2019-07-19,61.0117,61.235,59.0705,59.1191,7903124.0
2019-07-20,61.0117,61.235,59.0705,59.1191,7903124.0
2019-07-21,61.0117,61.235,59.0705,59.1191,7903124.0
2019-07-22,59.6432,59.8148,59.2646,59.4879,4787115.0
2019-07-23,59.6432,61.2544,59.4685,61.235,7452209.0
2019-07-24,60.9444,61.967,60.9346,61.6965,5718757.0
2019-07-25,61.3156,61.6672,60.4071,60.7881,5351901.0
2019-07-26,60.8076,61.2081,60.4794,60.7197,3857912.0
2019-07-27,60.8076,61.2081,60.4794,60.7197,3857912.0
2019-07-28,60.8076,61.2081,60.4794,60.7197,3857912.0
2019-07-29,60.5439,61.2667,60.4169,61.0127,4972236.0
2019-07-30,60.8662,61.2276,60.6513,61.1788,2914263.0
2019-07-31,61.0518,61.0762,59.274,59.6256,7229581.0
2019-08-01,59.8894,60.3387,58.3851,58.9223,5838036.0
2019-08-02,58.5121,59.1275,58.1018,58.7367,3739497.0
2019-08-03,58.5121,59.1275,58.1018,58.7367,3739497.0
2019-08-04,58.5121,59.1275,58.1018,58.7367,3739497.0
2019-08-05,57.9943,58.0139,55.7087,56.4803,8855672.0
2019-08-06,57.1347,57.5352,56.744,57.4278,4704848.0
2019-08-07,56.6756,58.1702,56.0993,57.8674,7648820.0
2019-08-08,58.5414,59.0493,58.0236,58.639,5414045.0
2019-08-09,58.3069,58.766,57.7013,58.1506,5606407.0
2019-08-10,58.3069,58.766,57.7013,58.1506,5606407.0
2019-08-11,58.3069,58.766,57.7013,58.1506,5606407.0
2019-08-12,57.7013,57.9258,56.9198,57.3008,4788269.0
2019-08-13,56.8515,58.5316,56.8221,57.4766,6196702.0
2019-08-14,56.5779,56.7147,55.3862,55.9039,7662820.0
2019-08-15,56.1384,56.363,55.4644,55.7867,4360437.0
2019-08-16,56.0993,57.0077,55.8942,56.6952,4226143.0
2019-08-17,56.0993,57.0077,55.8942,56.6952,4226143.0
2019-08-18,56.0993,57.0077,55.8942,56.6952,4226143.0
2019-08-19,57.3203,57.6329,56.7928,56.8417,3503479.0
2019-08-20,56.6756,56.8221,56.2556,56.3435,2513667.0
2019-08-21,56.9003,57.2129,56.5096,56.6659,3015696.0
2019-08-22,56.7831,56.9296,56.1384,56.617,3437022.0
2019-08-23,56.4803,56.7196,54.5461,54.8978,5922900.0
2019-08-24,56.4803,56.7196,54.5461,54.8978,5922900.0
2019-08-25,56.4803,56.7196,54.5461,54.8978,5922900.0
2019-08-26,55.4448,55.5523,54.6536,54.9759,3415430.0
2019-08-27,55.3178,55.3667,54.2824,54.8392,7703233.0
2019-08-28,54.5461,55.8404,54.5071,55.3667,5264070.0
2019-08-29,55.7965,56.7831,55.738,56.5389,4101360.0
2019-08-30,56.8026,57.4962,56.2556,56.5193,4268962.0
2019-08-31,56.8026,57.4962,56.2556,56.5193,4268962.0
2019-09-01,56.8026,57.4962,56.2556,56.5193,4268962.0
2019-09-02,56.8026,57.4962,56.2556,56.5193,4268962.0
2019-09-03,56.1091,56.5682,55.3374,55.9625,6602548.0
2019-09-04,56.2849,56.6952,55.4253,55.9039,4946630.0
2019-09-05,56.324,57.5743,56.2166,56.8417,4462558.0
2019-09-06,57.3399,57.5938,56.5486,56.6365,5741083.0
2019-09-07,57.3399,57.5938,56.5486,56.6365,5741083.0
2019-09-08,57.3399,57.5938,56.5486,56.6365,5741083.0
2019-09-09,56.6365,57.0957,56.2214,56.7635,5740464.0
2019-09-10,56.7342,57.362,56.4607,57.2813,4409686.0
2019-09-11,57.2617,57.8087,56.7928,57.418,4163733.0
2019-09-12,57.418,58.5041,57.418,58.0627,5188741.0
2019-09-13,58.6097,59.1763,58.2288,58.6195,7548427.0
2019-09-14,58.6097,59.1763,58.2288,58.6195,7548427.0
2019-09-15,58.6097,59.1763,58.2288,58.6195,7548427.0
2019-09-16,56.6854,57.7599,55.9235,57.7013,9556386.0
2019-09-17,56.9589,58.3851,56.8124,57.9943,8189498.0
2019-09-18,58.0725,58.1213,57.3106,57.9357,4110180.0
2019-09-19,57.8771,57.8771,56.954,57.3301,3586202.0
2019-09-20,57.4375,57.8087,57.1347,57.2715,6179956.0
2019-09-21,57.4375,57.8087,57.1347,57.2715,6179956.0
2019-09-22,57.4375,57.8087,57.1347,57.2715,6179956.0
2019-09-23,56.9589,57.3053,56.4998,56.6756,4422375.0
2019-09-24,57.2617,57.545,56.2263,56.6561,5280085.0
2019-09-25,56.6952,57.1347,56.3425,56.9589,3300082.0
2019-09-26,56.7635,57.4473,56.5877,57.418,3815503.0
2019-09-27,57.6036,58.0041,56.8168,56.9296,5377186.0
2019-09-28,57.6036,58.0041,56.8168,56.9296,5377186.0
2019-09-29,57.6036,58.0041,56.8168,56.9296,5377186.0
2019-09-30,57.1543,57.3301,56.1872,56.2654,5224565.0
2019-10-01,56.7049,57.3203,55.3374,55.689,8076034.0
2019-10-02,54.4485,54.4572,51.645,53.0907,13990845.0
2019-10-03,51.8892,52.612,50.6095,51.6059,14423342.0
2019-10-04,51.6254,52.7048,51.4594,52.5632,6667002.0
2019-10-05,51.6254,52.7048,51.4594,52.5632,6667002.0
2019-10-06,51.6254,52.7048,51.4594,52.5632,6667002.0
2019-10-07,52.5046,52.8562,52.0064,52.1236,8782028.0
2019-10-08,51.7915,52.8416,51.6642,51.9673,8056042.0
2019-10-09,52.7585,53.1395,52.3483,52.6706,7703830.0
2019-10-10,50.7463,52.0259,49.8867,51.8696,26432205.0
2019-10-11,52.2604,52.5241,51.4203,51.7231,11017327.0
2019-10-12,52.2604,52.5241,51.4203,51.7231,11017327.0
2019-10-13,52.2604,52.5241,51.4203,51.7231,11017327.0
2019-10-14,50.844,51.9624,50.7658,51.7622,6735434.0
2019-10-15,51.9771,52.7341,51.7817,52.3971,8643326.0
2019-10-16,52.5046,52.8758,51.8403,51.938,5560113.0
2019-10-17,52.2799,52.5143,52.0161,52.1334,4426462.0
2019-10-18,51.9575,52.739,51.9478,52.5827,6966783.0
2019-10-19,51.9575,52.739,51.9478,52.5827,6966783.0
2019-10-20,51.9575,52.739,51.9478,52.5827,6966783.0
2019-10-21,52.9344,53.7061,52.8465,53.3153,6754958.0
2019-10-22,53.4228,53.6865,52.8074,53.3837,5662769.0
2019-10-23,53.1894,53.3763,52.7465,52.9532,4894049.0
2019-10-24,53.4354,53.7896,52.6284,52.9335,4829637.0
2019-10-25,52.7564,53.8654,52.7465,53.7306,4412771.0
2019-10-26,52.7564,53.8654,52.7465,53.7306,4412771.0
2019-10-27,52.7564,53.8654,52.7465,53.7306,4412771.0
2019-10-28,53.8487,54.449,53.8487,54.2915,3966446.0
2019-10-29,54.262,54.9755,54.2325,54.4982,4480114.0
2019-10-30,54.4785,54.5276,53.9323,54.4391,3814080.0
2019-10-31,54.1439,54.321,53.5436,54.203,7023985.0
2019-11-01,54.6655,55.1772,54.3506,55.128,5389553.0
2019-11-02,54.6655,55.1772,54.3506,55.128,5389553.0
2019-11-03,54.6655,55.1772,54.3506,55.128,5389553.0
2019-11-04,55.8464,56.0629,55.5217,55.9743,6164353.0
2019-11-05,56.3679,57.2142,56.1416,56.5943,6915283.0
2019-11-06,56.5844,56.6828,56.1268,56.6631,5120270.0
2019-11-07,56.9977,57.4996,56.6631,56.7419,7754424.0
2019-11-08,56.5647,56.7419,56.1219,56.6631,4820996.0
2019-11-09,56.5647,56.7419,56.1219,56.6631,4820996.0
2019-11-10,56.5647,56.7419,56.1219,56.6631,4820996.0
2019-11-11,56.3482,56.6041,56.1809,56.299,3812049.0
2019-11-12,56.673,56.7714,56.1319,56.3089,4424709.0
2019-11-13,55.8365,55.9743,55.4035,55.6003,4157019.0
2019-11-14,55.374,55.8464,55.1772,55.6495,3768852.0
2019-11-15,55.9841,56.3187,55.9152,55.9448,4350156.0
2019-11-16,55.9841,56.3187,55.9152,55.9448,4350156.0
2019-11-17,55.9841,56.3187,55.9152,55.9448,4350156.0
2019-11-18,55.8759,56.1809,55.5905,56.1711,3788388.0
2019-11-19,56.4368,56.5746,55.8002,56.1613,4704851.0
2019-11-20,55.8956,55.9448,54.3948,54.7836,7383751.0
2019-11-21,54.8524,55.0941,54.3801,54.4293,5021257.0
2019-11-22,54.6851,55.2362,54.2461,55.2165,9648222.0
2019-11-23,54.6851,55.2362,54.2461,55.2165,9648222.0
2019-11-24,54.6851,55.2362,54.2461,55.2165,9648222.0
2019-11-25,55.4921,55.7873,54.8032,55.4527,6822744.0
2019-11-26,55.4232,56.5647,55.3543,56.5451,4890216.0
2019-11-27,56.6139,56.6631,55.7726,56.1613,4064177.0
2019-11-28,56.6139,56.6631,55.7726,56.1613,4064177.0
2019-11-29,56.24,56.9287,56.1022,56.3974,2653578.0
2019-11-30,56.24,56.9287,56.1022,56.3974,2653578.0
2019-12-01,56.24,56.9287,56.1022,56.3974,2653578.0
2019-12-02,56.3384,56.732,55.8119,55.8464,5628804.0
2019-12-03,55.0001,55.1083,53.6715,54.7344,7253163.0
2019-12-04,55.0591,55.6692,54.8721,55.1673,4760124.0
2019-12-05,55.4921,55.5118,54.8131,54.9902,3899946.0
2019-12-06,55.5413,55.6987,55.2264,55.2461,4568172.0
2019-12-07,55.5413,55.6987,55.2264,55.2461,4568172.0
2019-12-08,55.5413,55.6987,55.2264,55.2461,4568172.0
2019-12-09,55.0985,55.251,54.759,54.9115,4069862.0
2019-12-10,54.9115,55.4675,54.5474,54.6458,4873709.0
2019-12-11,54.5179,54.6359,54.075,54.203,5544380.0
2019-12-12,55.0197,56.5746,54.7245,55.7873,8871627.0
2019-12-13,55.8857,56.3778,55.5315,55.8267,4441484.0
2019-12-14,55.8857,56.3778,55.5315,55.8267,4441484.0
2019-12-15,55.8857,56.3778,55.5315,55.8267,4441484.0
2019-12-16,56.2597,57.5587,56.24,57.4898,7460666.0
2019-12-17,57.4898,58.3558,57.4012,57.7555,6664603.0
2019-12-18,58.5427,58.6903,57.5193,57.6472,5027033.0
2019-12-19,57.6866,58.2967,57.4898,58.1983,4455966.0
2019-12-20,58.6018,58.6264,57.9769,58.031,6026815.0
2019-12-21,58.6018,58.6264,57.9769,58.031,6026815.0
2019-12-22,58.6018,58.6264,57.9769,58.031,6026815.0
2019-12-23,58.2278,58.9659,58.0901,58.4935,3648234.0
2019-12-24,58.71,58.7691,58.218,58.4443,1075975.0
2019-12-25,58.71,58.7691,58.218,58.4443,1075975.0
2019-12-26,58.5329,58.7691,58.3164,58.6116,2465878.0
2019-12-27,58.6805,58.6953,57.8539,58.1393,3538711.0
2019-12-28,58.6805,58.6953,57.8539,58.1393,3538711.0
2019-12-29,58.6805,58.6953,57.8539,58.1393,3538711.0
2019-12-30,58.3066,58.3558,57.3164,57.7259,3779314.0
2019-12-31,57.5587,57.7961,57.411,57.5488,2917296.0
2020-01-01,57.5587,57.7961,57.411,57.5488,2917296.0
2020-01-02,57.9916,58.4443,57.5193,58.0999,4459843.0
2020-01-03,56.5844,57.1945,56.0038,57.1355,9079746.0
2020-01-04,56.5844,57.1945,56.0038,57.1355,9079746.0
2020-01-05,56.5844,57.1945,56.0038,57.1355,9079746.0
2020-01-06,56.0825,56.8403,55.7578,56.7419,5504424.0
2020-01-07,56.9879,57.1453,56.5549,56.6927,5635790.0
2020-01-08,56.8304,58.4542,56.8108,57.9129,8519684.0
2020-01-09,58.3164,58.523,57.6472,58.0212,5336915.0
2020-01-10,58.3066,58.5427,57.6866,58.2967,8282229.0
2020-01-11,58.3066,58.5427,57.6866,58.2967,8282229.0
2020-01-12,58.3066,58.5427,57.6866,58.2967,8282229.0
2020-01-13,58.0901,58.7494,58.0901,58.5427,8452039.0
2020-01-14,61.0521,61.2588,59.8909,60.4715,16460976.0
2020-01-15,60.5601,60.9537,60.0582,60.6388,7953423.0
2020-01-16,61.0718,61.4851,60.6487,60.8947,4950458.0
2020-01-17,61.1407,61.4851,60.8799,61.0423,5770008.0
2020-01-18,61.1407,61.4851,60.8799,61.0423,5770008.0
2020-01-19,61.1407,61.4851,60.8799,61.0423,5770008.0
2020-01-20,61.1407,61.4851,60.8799,61.0423,5770008.0
2020-01-21,60.2747,60.629,57.4996,59.3792,16591969.0
2020-01-22,59.6646,59.7531,58.6116,58.6903,7096446.0
2020-01-23,58.2475,59.4136,57.2634,59.3103,7774547.0
2020-01-24,59.143,59.2513,56.919,57.8736,10989505.0
2020-01-25,59.143,59.2513,56.919,57.8736,10989505.0
2020-01-26,59.143,59.2513,56.919,57.8736,10989505.0
2020-01-27,55.5905,56.2695,54.7344,55.9251,13090189.0
2020-01-28,56.6336,57.0469,55.8464,56.5647,6343686.0
2020-01-29,56.7222,56.8796,55.6692,55.748,5663665.0
2020-01-30,54.7639,56.2695,54.7639,56.1908,5980732.0
2020-01-31,55.7972,56.1711,54.5474,54.8524,9320794.0
2020-02-01,55.7972,56.1711,54.5474,54.8524,9320794.0
2020-02-02,55.7972,56.1711,54.5474,54.8524,9320794.0
2020-02-03,55.3051,56.3384,55.1083,55.1477,7498975.0
2020-02-04,56.2892,57.4701,56.24,57.0076,6880807.0
2020-02-05,58.031,58.3551,57.6667,57.9523,6067216.0
2020-02-06,58.8478,59.0741,57.0961,57.2536,5210207.0
2020-02-07,57.0371,57.3225,56.6041,56.9977,3836844.0
2020-02-08,57.0371,57.3225,56.6041,56.9977,3836844.0
2020-02-09,57.0371,57.3225,56.6041,56.9977,3836844.0
2020-02-10,56.6238,57.1945,56.5155,56.7911,4541102.0
2020-02-11,57.1749,58.1589,57.0469,57.7259,4566462.0
2020-02-12,58.3459,58.961,58.2377,58.523,5227469.0
2020-02-13,57.8145,58.2672,57.4209,58.1885,4353149.0
2020-02-14,58.2967,58.523,57.6472,57.9621,3810080.0
2020-02-15,58.2967,58.523,57.6472,57.9621,3810080.0
2020-02-16,58.2967,58.523,57.6472,57.9621,3810080.0
2020-02-17,58.2967,58.523,57.6472,57.9621,3810080.0
2020-02-18,57.9326,58.523,57.4799,57.785,5691853.0
2020-02-19,57.9559,58.0451,57.5001,57.9758,4399855.0
2020-02-20,57.6686,58.4514,57.5893,57.8469,5239459.0
2020-02-21,57.4308,57.4902,56.3507,57.3416,6296079.0
2020-02-22,57.4308,57.4902,56.3507,57.3416,6296079.0
2020-02-23,57.4308,57.4902,56.3507,57.3416,6296079.0
2020-02-24,54.3294,54.8694,52.848,53.7348,17983124.0
2020-02-25,54.042,54.2105,50.2866,50.4253,15836504.0
2020-02-26,50.9703,51.2973,48.5526,49.1372,15994706.0
2020-02-27,46.2934,50.5145,44.6188,47.75,21949062.0
2020-02-28,45.5998,47.3535,44.7231,45.7088,19860957.0
2020-02-29,45.5998,47.3535,44.7231,45.7088,19860957.0
