,MSEX US Equity,MSEX US Equity,MSEX US Equity,MSEX US Equity,MSEX US Equity
2020-05-28,63.681,65.1666,62.0819,62.3941,65101.0
2020-05-29,62.1576,64.3907,61.3911,64.2109,65402.0
2020-05-30,62.1576,64.3907,61.3911,64.2109,65402.0
2020-05-31,62.1576,64.3907,61.3911,64.2109,65402.0
2020-06-01,64.5515,64.5515,63.5864,63.6432,62298.0
2020-06-02,64.192,64.8543,62.835,64.6178,54610.0
2020-06-03,65.072,67.4281,64.8449,65.9898,59805.0
2020-06-04,65.6775,65.6775,64.1541,64.7692,35662.0
2020-06-05,66.1885,68.5162,66.0844,66.1885,77801.0
2020-06-06,66.1885,68.5162,66.0844,66.1885,77801.0
2020-06-07,66.1885,68.5162,66.0844,66.1885,77801.0
2020-06-08,66.6048,66.936,65.4221,65.687,63452.0
2020-06-09,65.2423,65.9661,64.3244,65.053,36085.0
2020-06-10,65.3085,66.0091,64.7408,65.1477,43173.0
2020-06-11,63.2647,64.6651,62.6685,64.0406,86453.0
2020-06-12,65.8384,65.8384,63.0186,64.3812,94229.0
2020-06-13,65.8384,65.8384,63.0186,64.3812,94229.0
2020-06-14,65.8384,65.8384,63.0186,64.3812,94229.0
2020-06-15,63.9176,68.1283,63.2552,66.7657,97955.0
2020-06-16,68.3459,68.3554,65.4694,65.6492,55672.0
2020-06-17,66.2358,66.2358,64.4096,64.8733,39992.0
2020-06-18,64.7692,64.9963,63.927,64.438,31539.0
2020-06-19,64.9111,64.9679,63.7094,63.9081,112326.0
2020-06-20,64.9111,64.9679,63.7094,63.9081,112326.0
2020-06-21,64.9111,64.9679,63.7094,63.9081,112326.0
2020-06-22,63.6053,63.8513,62.4793,62.9051,57020.0
2020-06-23,63.0943,63.0943,61.9258,62.7442,48471.0
2020-06-24,62.4509,62.4509,60.7572,61.2492,70033.0
2020-06-25,61.1546,61.1546,59.1391,60.3314,103981.0
2020-06-26,60.2367,61.3288,58.1929,58.1929,263334.0
2020-06-27,60.2367,61.3288,58.1929,58.1929,263334.0
2020-06-28,60.2367,61.3288,58.1929,58.1929,263334.0
2020-06-29,58.9593,63.1473,58.9593,62.3752,80708.0
2020-06-30,61.8359,63.9176,61.8359,63.5675,62192.0
2020-07-01,63.5107,64.9963,60.8518,63.5958,66993.0
2020-07-02,64.3339,64.6022,63.3404,64.0122,44102.0
2020-07-03,64.3339,64.6022,63.3404,64.0122,44102.0
2020-07-04,64.3339,64.6022,63.3404,64.0122,44102.0
2020-07-05,64.3339,64.6022,63.3404,64.0122,44102.0
2020-07-06,64.8543,64.8543,62.6969,63.0186,68905.0
2020-07-07,62.6875,62.6875,60.8045,61.1073,51700.0
2020-07-08,61.041,61.3344,59.9056,60.9748,35370.0
2020-07-09,60.7004,60.7004,58.2402,59.177,55868.0
2020-07-10,59.3284,60.3219,59.3272,60.2178,53068.0
2020-07-11,59.3284,60.3219,59.3272,60.2178,53068.0
2020-07-12,59.3284,60.3219,59.3272,60.2178,53068.0
2020-07-13,60.4071,60.4449,59.2054,59.3851,39778.0
2020-07-14,59.546,60.5301,59.0634,59.669,40078.0
2020-07-15,60.937,61.3533,59.6359,60.5774,74027.0
2020-07-16,60.4165,61.306,59.6927,61.2019,83557.0
2020-07-17,61.0789,63.1653,61.0789,62.9524,40171.0
2020-07-18,61.0789,63.1653,61.0789,62.9524,40171.0
2020-07-19,61.0789,63.1653,61.0789,62.9524,40171.0
2020-07-20,62.6969,63.1795,62.0204,62.5266,52582.0
2020-07-21,63.189,64.0216,62.9335,63.3971,56498.0
2020-07-22,62.9903,64.0311,62.7821,63.5391,42028.0
2020-07-23,63.6242,64.1257,63.0612,63.5012,33911.0
2020-07-24,63.5391,63.7378,62.8725,63.3498,46571.0
2020-07-25,63.5391,63.7378,62.8725,63.3498,46571.0
2020-07-26,63.5391,63.7378,62.8725,63.3498,46571.0
2020-07-27,63.2268,63.3404,61.8832,62.5266,36476.0
2020-07-28,62.5739,62.9903,62.2427,62.3752,26305.0
2020-07-29,62.8199,64.1068,62.8199,63.7378,43759.0
2020-07-30,63.0376,63.3592,61.3722,61.4101,28195.0
2020-07-31,61.5236,62.8105,59.565,60.6152,59670.0
2020-08-01,61.5236,62.8105,59.565,60.6152,59670.0
2020-08-02,61.5236,62.8105,59.565,60.6152,59670.0
2020-08-03,61.1735,62.4698,60.2415,62.4698,47452.0
2020-08-04,62.2901,62.309,61.2397,62.0724,38565.0
2020-08-05,62.3941,62.4509,61.7223,62.2049,22063.0
2020-08-06,62.0251,62.9335,61.6372,62.5455,20674.0
2020-08-07,62.1008,65.9709,61.9116,65.8384,49357.0
2020-08-08,62.1008,65.9709,61.9116,65.8384,49357.0
2020-08-09,62.1008,65.9709,61.9116,65.8384,49357.0
2020-08-10,65.7154,66.1317,65.3274,65.6208,32205.0
2020-08-11,65.8857,65.9993,63.6053,64.1825,34624.0
2020-08-12,64.7124,65.6278,63.6621,64.4948,56993.0
2020-08-13,64.3393,65.0896,63.6459,64.5007,30998.0
2020-08-14,64.2918,64.5102,63.3199,64.0448,15613.0
2020-08-15,64.2918,64.5102,63.3199,64.0448,15613.0
2020-08-16,64.2918,64.5102,63.3199,64.0448,15613.0
2020-08-17,64.0163,64.1873,63.1045,63.456,24465.0
2020-08-18,63.2945,63.2945,62.1832,63.209,37611.0
2020-08-19,63.2755,63.3343,61.9363,62.2022,28141.0
2020-08-20,61.8128,62.4302,61.4994,61.9648,26136.0
2020-08-21,61.7558,61.8983,60.711,61.5374,33626.0
2020-08-22,61.7558,61.8983,60.711,61.5374,33626.0
2020-08-23,61.7558,61.8983,60.711,61.5374,33626.0
2020-08-24,61.6703,61.7178,60.5876,61.5279,31094.0
2020-08-25,61.8223,61.8223,60.9675,61.4139,25184.0
2020-08-26,61.2049,61.6,60.6446,60.8725,40505.0
2020-08-27,61.1859,62.6744,60.8725,62.0503,46937.0
2020-08-28,62.4967,62.4967,61.3759,61.5754,27182.0
2020-08-29,62.4967,62.4967,61.3759,61.5754,27182.0
2020-08-30,62.4967,62.4967,61.3759,61.5754,27182.0
2020-08-31,61.3759,61.9078,60.8155,60.9105,40371.0
2020-09-01,60.6351,61.015,59.8372,60.882,38611.0
2020-09-02,60.825,62.4682,60.6446,62.1262,28535.0
2020-09-03,62.1167,62.5726,60.9675,61.2809,36528.0
2020-09-04,61.8793,61.8888,60.0082,60.692,26943.0
2020-09-05,61.8793,61.8888,60.0082,60.692,26943.0
2020-09-06,61.8793,61.8888,60.0082,60.692,26943.0
2020-09-07,61.8793,61.8888,60.0082,60.692,26943.0
2020-09-08,60.3786,60.3786,58.612,59.2294,38527.0
2020-09-09,59.5333,61.9268,59.0489,60.806,74556.0
2020-09-10,60.9675,61.4044,59.8752,59.8752,41866.0
2020-09-11,59.9892,60.3121,58.688,58.764,32133.0
2020-09-12,59.9892,60.3121,58.688,58.764,32133.0
2020-09-13,59.9892,60.3121,58.688,58.764,32133.0
2020-09-14,59.2199,60.6303,59.2199,60.5496,42919.0
2020-09-15,60.6635,61.5374,60.6635,61.2809,42071.0
2020-09-16,61.8793,62.9003,60.3976,60.6161,48997.0
2020-09-17,59.9607,61.2429,59.3861,59.6473,31990.0
2020-09-18,60.2551,60.2646,58.1086,59.2863,208712.0
2020-09-19,60.2551,60.2646,58.1086,59.2863,208712.0
2020-09-20,60.2551,60.2646,58.1086,59.2863,208712.0
2020-09-21,58.3555,59.5333,58.0991,58.9729,44602.0
2020-09-22,59.1439,59.6283,57.6194,58.479,28901.0
2020-09-23,58.365,58.365,56.6127,56.6459,41578.0
2020-09-24,56.8359,57.6147,56.6649,57.5862,28013.0
2020-09-25,57.2443,58.479,57.2253,58.479,28028.0
2020-09-26,57.2443,58.479,57.2253,58.479,28028.0
2020-09-27,57.2443,58.479,57.2253,58.479,28028.0
2020-09-28,59.1249,60.1744,58.3365,59.2389,36815.0
2020-09-29,59.2389,60.2741,58.4885,59.3433,23636.0
2020-09-30,59.4478,59.6853,58.4315,59.0299,33208.0
2020-10-01,59.0584,60.3121,58.8969,60.2361,38116.0
2020-10-02,59.3623,60.5781,59.2626,59.8562,27002.0
2020-10-03,59.3623,60.5781,59.2626,59.8562,27002.0
2020-10-04,59.3623,60.5781,59.2626,59.8562,27002.0
2020-10-05,60.1886,60.8345,59.1254,60.0082,27051.0
2020-10-06,60.4166,61.3569,58.707,59.7802,30198.0
2020-10-07,60.1412,60.6208,59.6283,60.1697,47513.0
2020-10-08,60.825,61.6418,60.2656,61.091,30674.0
2020-10-09,61.1194,61.5469,60.5021,61.053,22842.0
2020-10-10,61.1194,61.5469,60.5021,61.053,22842.0
2020-10-11,61.1194,61.5469,60.5021,61.053,22842.0
2020-10-12,60.9485,63.9783,60.9485,63.6744,45406.0
2020-10-13,63.1615,63.4132,61.7938,62.2307,24849.0
2020-10-14,62.0503,62.9146,61.3379,61.4044,21360.0
2020-10-15,61.0815,62.8196,60.9295,62.4777,28552.0
2020-10-16,62.2022,63.9024,62.2022,63.5224,63441.0
2020-10-17,62.2022,63.9024,62.2022,63.5224,63441.0
2020-10-18,62.2022,63.9024,62.2022,63.5224,63441.0
2020-10-19,63.7979,64.4057,63.3325,63.9498,37393.0
2020-10-20,64.4627,64.4912,62.6819,63.133,37785.0
2020-10-21,63.0855,64.0448,63.0855,64.0448,21049.0
2020-10-22,64.2728,65.9254,63.6412,65.1656,39612.0
2020-10-23,65.2606,66.6188,65.2606,66.2009,27450.0
2020-10-24,65.2606,66.6188,65.2606,66.2009,27450.0
2020-10-25,65.2606,66.6188,65.2606,66.2009,27450.0
2020-10-26,65.7545,65.7545,64.1969,65.2891,29958.0
2020-10-27,65.0896,66.3433,65.0896,65.5075,26594.0
2020-10-28,64.5102,65.346,62.8766,63.4654,33874.0
2020-10-29,63.019,63.095,62.0218,62.9906,24198.0
2020-10-30,62.5726,63.2185,60.3691,60.92,34749.0
2020-10-31,62.5726,63.2185,60.3691,60.92,34749.0
2020-11-01,62.5726,63.2185,60.3691,60.92,34749.0
2020-11-02,61.7368,65.7735,61.7368,64.3393,64468.0
2020-11-03,65.2986,65.536,63.4654,64.4912,47144.0
2020-11-04,63.7409,64.6337,61.7986,62.2687,21487.0
2020-11-05,62.4967,64.5292,62.4872,64.1683,37400.0
2020-11-06,64.4247,64.4247,63.2565,63.4939,23704.0
2020-11-07,64.4247,64.4247,63.2565,63.4939,23704.0
2020-11-08,64.4247,64.4247,63.2565,63.4939,23704.0
2020-11-09,66.1534,67.6873,65.0801,65.1371,83284.0
2020-11-10,66.0204,70.228,66.0204,69.7626,54895.0
2020-11-11,70.038,70.114,67.6636,69.5821,59594.0
2020-11-12,69.7466,69.8324,65.8665,67.4872,34854.0
2020-11-13,67.9257,68.3071,66.8103,67.7446,30462.0
2020-11-14,67.9257,68.3071,66.8103,67.7446,30462.0
2020-11-15,67.9257,68.3071,66.8103,67.7446,30462.0
2020-11-16,68.6693,68.9839,67.2298,68.9839,38907.0
2020-11-17,68.6026,69.3748,67.1821,68.4024,47949.0
2020-11-18,68.8791,69.2318,66.2574,66.3813,35109.0
2020-11-19,65.9237,66.9247,65.3422,66.4481,22855.0
2020-11-20,65.6186,66.7722,65.4713,66.6292,40829.0
2020-11-21,65.6186,66.7722,65.4713,66.6292,40829.0
2020-11-22,65.6186,66.7722,65.4713,66.6292,40829.0
2020-11-23,66.8199,67.7541,65.7953,67.6016,44958.0
2020-11-24,68.5454,69.1937,67.3442,68.4024,51788.0
2020-11-25,68.0783,68.4691,66.5434,67.8876,42468.0
2020-11-26,68.0783,68.4691,66.5434,67.8876,42468.0
2020-11-27,68.1831,68.1831,65.6663,66.3527,34736.0
2020-11-28,68.1831,68.1831,65.6663,66.3527,34736.0
2020-11-29,68.1831,68.1831,65.6663,66.3527,34736.0
2020-11-30,66.1716,67.481,64.57,65.2945,52372.0
2020-12-01,66.2478,66.8199,65.6282,66.5911,43818.0
2020-12-02,66.6769,67.3747,65.4327,67.1917,35051.0
2020-12-03,66.9533,67.31,66.019,66.3432,24900.0
2020-12-04,66.5911,67.8209,66.5911,67.3347,33317.0
2020-12-05,66.5911,67.8209,66.5911,67.3347,33317.0
2020-12-06,66.5911,67.8209,66.5911,67.3347,33317.0
2020-12-07,67.0201,67.3679,65.9952,67.0296,41870.0
2020-12-08,66.8294,67.6779,66.5053,67.3347,31538.0
2020-12-09,68.002,69.3176,67.3873,68.6026,34392.0
2020-12-10,68.6026,70.3806,68.1831,70.0326,41378.0
2020-12-11,69.3557,71.5008,69.3557,71.1004,41036.0
2020-12-12,69.3557,71.5008,69.3557,71.1004,41036.0
2020-12-13,69.3557,71.5008,69.3557,71.1004,41036.0
2020-12-14,71.6724,72.5304,69.6036,70.0994,52143.0
2020-12-15,70.4521,71.0718,70.2414,70.8525,40361.0
2020-12-16,71.2434,71.5103,69.432,69.6322,32767.0
2020-12-17,70.0517,70.2614,69.1555,70.1375,38283.0
2020-12-18,70.5951,70.5951,67.7351,68.288,167008.0
2020-12-19,70.5951,70.5951,67.7351,68.288,167008.0
2020-12-20,70.5951,70.5951,67.7351,68.288,167008.0
2020-12-21,67.6493,67.6874,64.8655,66.6101,44756.0
2020-12-22,66.429,67.7827,66.0439,67.2393,40651.0
2020-12-23,67.9639,67.9639,66.7818,67.3537,31738.0
2020-12-24,67.716,68.288,66.8675,67.8781,14254.0
2020-12-25,67.716,68.288,66.8675,67.8781,14254.0
2020-12-26,67.716,68.288,66.8675,67.8781,14254.0
2020-12-27,67.716,68.288,66.8675,67.8781,14254.0
2020-12-28,67.9734,69.1079,67.9734,69.003,22776.0
2020-12-29,69.4606,69.6322,67.3842,68.4024,32665.0
2020-12-30,68.2117,69.0983,67.3156,68.5645,34063.0
2020-12-31,68.9077,69.4416,67.8304,69.0888,24139.0
2021-01-01,68.9077,69.4416,67.8304,69.0888,24139.0
2021-01-02,68.9077,69.4416,67.8304,69.0888,24139.0
2021-01-03,68.9077,69.4416,67.8304,69.0888,24139.0
2021-01-04,69.4702,69.4895,67.2298,67.716,52675.0
2021-01-05,67.8495,68.2785,66.9438,67.7351,39903.0
2021-01-06,68.0306,70.6714,68.0306,70.433,74441.0
2021-01-07,70.3854,70.9288,68.6407,68.8314,33630.0
2021-01-08,69.2413,69.556,67.4491,68.9935,52320.0
2021-01-09,69.2413,69.556,67.4491,68.9935,52320.0
2021-01-10,69.2413,69.556,67.4491,68.9935,52320.0
2021-01-11,68.1641,68.3643,66.6101,67.1249,59388.0
2021-01-12,67.5158,67.5158,66.1144,66.9724,50788.0
2021-01-13,67.1631,67.6969,66.7055,66.7913,83419.0
2021-01-14,67.144,67.2584,66.4957,67.0105,92031.0
2021-01-15,66.5911,68.3929,66.4099,68.2975,86402.0
2021-01-16,66.5911,68.3929,66.4099,68.2975,86402.0
2021-01-17,66.5911,68.3929,66.4099,68.2975,86402.0
2021-01-18,66.5911,68.3929,66.4099,68.2975,86402.0
2021-01-19,68.8505,69.718,67.4491,69.6036,89167.0
2021-01-20,69.6418,69.8134,68.4358,69.3939,97376.0
2021-01-21,69.4892,69.8134,68.1736,69.4129,66037.0
2021-01-22,69.0697,70.6046,68.4215,70.3949,66204.0
2021-01-23,69.0697,70.6046,68.4215,70.3949,66204.0
2021-01-24,69.0697,70.6046,68.4215,70.3949,66204.0
2021-01-25,70.128,70.9574,68.9267,69.9087,80940.0
2021-01-26,71.4912,81.9113,70.9574,78.6413,445760.0
2021-01-27,77.5831,77.9168,72.2158,74.2559,1356830.0
2021-01-28,76.2198,77.4592,74.3894,74.8851,125774.0
2021-01-29,74.9995,77.0206,73.7983,75.8862,115511.0
2021-01-30,74.9995,77.0206,73.7983,75.8862,115511.0
2021-01-31,74.9995,77.0206,73.7983,75.8862,115511.0
2021-02-01,75.8862,77.1398,75.2379,76.1436,72504.0
2021-02-02,76.8586,77.8024,75.972,77.1732,84209.0
2021-02-03,77.0588,77.4592,75.3427,76.4296,84443.0
2021-02-04,76.4868,77.8977,75.4285,77.8977,80286.0
2021-02-05,78.279,79.8854,77.7738,79.1847,83429.0
2021-02-06,78.279,79.8854,77.7738,79.1847,83429.0
2021-02-07,78.279,79.8854,77.7738,79.1847,83429.0
2021-02-08,79.69,81.2249,78.6699,81.2249,89930.0
2021-02-09,81.3583,81.9018,78.6699,81.0628,77711.0
2021-02-10,81.3393,81.6253,78.0026,78.8129,123021.0
2021-02-11,79.437,79.6474,76.9979,77.9257,66904.0
2021-02-12,77.3232,77.811,75.678,75.8406,59311.0
2021-02-13,77.3232,77.811,75.678,75.8406,59311.0
2021-02-14,77.3232,77.811,75.678,75.8406,59311.0
2021-02-15,77.3232,77.811,75.678,75.8406,59311.0
2021-02-16,76.4719,76.4719,73.8702,74.4058,65361.0
2021-02-17,74.1763,74.2528,72.885,73.0572,97563.0
2021-02-18,73.1146,74.0806,72.6937,73.5354,67984.0
2021-02-19,73.392,74.0041,72.4259,73.1624,100252.0
2021-02-20,73.392,74.0041,72.4259,73.1624,100252.0
2021-02-21,73.392,74.0041,72.4259,73.1624,100252.0
2021-02-22,72.9615,73.0381,69.8529,70.6564,204632.0
2021-02-23,69.8721,70.8381,65.3956,68.0069,441974.0
2021-02-24,67.7773,69.3077,65.5678,67.9686,1233403.0
2021-02-25,68.3799,69.3747,64.1713,64.5826,150789.0
2021-02-26,64.6305,67.3182,64.4822,65.6826,147302.0
2021-02-27,64.6305,67.3182,64.4822,65.6826,147302.0
2021-02-28,64.6305,67.3182,64.4822,65.6826,147302.0
2021-03-01,67.0313,68.2364,65.1183,66.0174,113844.0
2021-03-02,67.9591,67.9591,66.4669,66.7826,125902.0
2021-03-03,67.2704,67.5765,65.5678,65.8165,95512.0
2021-03-04,65.7113,67.1269,65.0609,66.1704,109671.0
2021-03-05,66.5339,69.1929,66.1704,67.6052,127417.0
2021-03-06,66.5339,69.1929,66.1704,67.6052,127417.0
2021-03-07,66.5339,69.1929,66.1704,67.6052,127417.0
2021-03-08,67.0121,69.7955,67.0121,68.4851,87447.0
2021-03-09,69.2121,73.172,69.2121,71.5746,168786.0
2021-03-10,72.6937,74.4919,71.3833,72.3207,164964.0
2021-03-11,72.6746,74.1476,72.0146,73.2198,108149.0
2021-03-12,73.478,74.7597,72.8372,74.6163,99807.0
2021-03-13,73.478,74.7597,72.8372,74.6163,99807.0
