,CCK US Equity,CCK US Equity,CCK US Equity,CCK US Equity,CCK US Equity
2019-02-22,52.9045,53.1661,52.4103,52.7882,598349.0
2019-02-23,52.9045,53.1661,52.4103,52.7882,598349.0
2019-02-24,52.9045,53.1661,52.4103,52.7882,598349.0
2019-02-25,52.9723,53.6215,52.827,53.2049,954448.0
2019-02-26,53.2049,53.6554,52.7882,52.7979,795083.0
2019-02-27,52.7107,53.2146,52.5266,52.8173,950078.0
2019-02-28,52.6913,52.827,52.3619,52.6041,1126908.0
2019-03-01,52.827,53.2049,52.6138,52.8076,1030942.0
2019-03-02,52.827,53.2049,52.6138,52.8076,1030942.0
2019-03-03,52.827,53.2049,52.6138,52.8076,1030942.0
2019-03-04,53.1273,53.3308,52.4782,53.0789,1750412.0
2019-03-05,53.0886,54.0575,52.9432,53.825,2745392.0
2019-03-06,53.7862,54.1932,53.544,53.7862,1041841.0
2019-03-07,53.7475,53.7475,51.766,52.3619,2017083.0
2019-03-08,51.8968,53.0208,51.8774,52.9239,1427371.0
2019-03-09,51.8968,53.0208,51.8774,52.9239,1427371.0
2019-03-10,51.8968,53.0208,51.8774,52.9239,1427371.0
2019-03-11,52.8367,53.7572,52.7107,53.0498,3347940.0
2019-03-12,53.0595,53.2436,52.575,52.9529,2556502.0
2019-03-13,53.1952,53.5973,52.8657,53.0789,1374015.0
2019-03-14,53.1467,53.2146,52.3037,52.4394,1322539.0
2019-03-15,52.3909,52.701,51.858,52.6913,1655639.0
2019-03-16,52.3909,52.701,51.858,52.6913,1655639.0
2019-03-17,52.3909,52.701,51.858,52.6913,1655639.0
2019-03-18,52.6816,53.3284,52.4878,53.2242,1013042.0
2019-03-19,53.5343,54.0382,53.0692,53.6118,1027922.0
2019-03-20,53.6118,53.6765,52.2262,53.0014,781174.0
2019-03-21,52.8076,54.2029,52.8076,54.1738,1168933.0
2019-03-22,53.9703,53.9703,52.1972,52.3716,1143629.0
2019-03-23,53.9703,53.9703,52.1972,52.3716,1143629.0
2019-03-24,53.9703,53.9703,52.1972,52.3716,1143629.0
2019-03-25,52.2359,52.8754,51.9065,52.7107,740572.0
2019-03-26,52.9626,53.3308,52.3958,52.701,845149.0
2019-03-27,52.7591,53.1419,52.3619,52.6623,836368.0
2019-03-28,52.7301,53.3694,52.6429,53.2049,1345698.0
2019-03-29,53.4568,53.7862,52.7979,52.8754,968313.0
2019-03-30,53.4568,53.7862,52.7979,52.8754,968313.0
2019-03-31,53.4568,53.7862,52.7979,52.8754,968313.0
2019-04-01,53.3018,53.98,53.0983,53.9122,1223391.0
2019-04-02,53.8831,54.0575,53.3696,53.418,928194.0
2019-04-03,53.6312,53.8734,53.2727,53.6118,698213.0
2019-04-04,53.5634,53.9606,53.4083,53.9316,624165.0
2019-04-05,53.8444,54.7455,53.5924,54.2029,643073.0
2019-04-06,53.8444,54.7455,53.5924,54.2029,643073.0
2019-04-07,53.8444,54.7455,53.5924,54.2029,643073.0
2019-04-08,54.0672,54.7164,53.2582,54.2804,1032756.0
2019-04-09,53.9994,54.1496,53.5052,54.106,969698.0
2019-04-10,54.3967,54.823,53.98,54.5226,1246567.0
2019-04-11,54.6583,54.9393,54.3095,54.9102,1021302.0
2019-04-12,55.104,55.54,54.7358,54.9683,1252029.0
2019-04-13,55.104,55.54,54.7358,54.9683,1252029.0
2019-04-14,55.104,55.54,54.7358,54.9683,1252029.0
2019-04-15,54.9877,55.3559,54.6889,54.9683,865156.0
2019-04-16,54.9199,55.1334,53.8347,54.2319,901465.0
2019-04-17,54.5226,55.3075,54.2998,54.7455,1203628.0
2019-04-18,52.1487,55.5788,52.0906,54.6777,2544528.0
2019-04-19,52.1487,55.5788,52.0906,54.6777,2544528.0
2019-04-20,52.1487,55.5788,52.0906,54.6777,2544528.0
2019-04-21,52.1487,55.5788,52.0906,54.6777,2544528.0
2019-04-22,54.7358,55.9276,54.3579,55.9179,1425306.0
2019-04-23,55.8016,57.6523,55.8016,57.4198,1840522.0
2019-04-24,57.4489,57.7298,56.0633,56.6931,1091080.0
2019-04-25,56.3927,56.5477,55.5303,55.821,776093.0
2019-04-26,56.0342,56.9353,55.6757,56.4702,955561.0
2019-04-27,56.0342,56.9353,55.6757,56.4702,955561.0
2019-04-28,56.0342,56.9353,55.6757,56.4702,955561.0
2019-04-29,56.6349,56.6737,56.1214,56.5187,681653.0
2019-04-30,55.7144,56.6834,55.4528,56.3249,1273020.0
2019-05-01,56.6543,56.7028,55.511,55.9373,892352.0
2019-05-02,55.8598,57.0031,54.3579,56.9934,1020493.0
2019-05-03,57.1679,58.6939,57.1097,58.5728,1164073.0
2019-05-04,57.1679,58.6939,57.1097,58.5728,1164073.0
2019-05-05,57.1679,58.6939,57.1097,58.5728,1164073.0
2019-05-06,57.5264,58.5147,57.1775,58.0205,901176.0
2019-05-07,57.507,58.0012,57.226,57.6426,1422645.0
2019-05-08,57.4392,58.0787,56.9838,57.1969,1485549.0
2019-05-09,56.7415,57.4876,56.4411,57.2163,607520.0
2019-05-10,57.1,58.5922,57.0322,58.4856,766076.0
2019-05-11,57.1,58.5922,57.0322,58.4856,766076.0
2019-05-12,57.1,58.5922,57.0322,58.4856,766076.0
2019-05-13,57.507,57.9236,56.7258,57.7686,1272190.0
2019-05-14,58.0884,58.7375,57.8219,58.0108,519625.0
2019-05-15,57.8849,59.0089,57.7105,58.66,670571.0
2019-05-16,58.8635,59.4885,58.6697,59.2995,933579.0
2019-05-17,58.9798,59.3335,58.4856,58.5728,960345.0
2019-05-18,58.9798,59.3335,58.4856,58.5728,960345.0
2019-05-19,58.9798,59.3335,58.4856,58.5728,960345.0
2019-05-20,58.0593,58.1756,56.9159,56.9256,1901363.0
2019-05-21,57.3132,58.6794,57.0807,58.1853,1324212.0
2019-05-22,58.2046,58.7182,57.662,58.0205,825156.0
2019-05-23,57.5942,58.2725,57.2405,57.8655,1194119.0
2019-05-24,58.0787,58.6503,57.9139,58.1659,1049452.0
2019-05-25,58.0787,58.6503,57.9139,58.1659,1049452.0
2019-05-26,58.0787,58.6503,57.9139,58.1659,1049452.0
2019-05-27,58.0787,58.6503,57.9139,58.1659,1049452.0
2019-05-28,58.1853,58.4517,57.8267,57.9721,1651378.0
2019-05-29,57.9818,57.9818,55.792,55.8695,1965653.0
2019-05-30,55.821,56.0536,51.5383,54.0478,4508070.0
2019-05-31,53.0595,53.9122,52.0906,53.7087,1817053.0
2019-06-01,53.0595,53.9122,52.0906,53.7087,1817053.0
2019-06-02,53.0595,53.9122,52.0906,53.7087,1817053.0
2019-06-03,53.5343,55.1234,53.3696,53.7281,1601623.0
2019-06-04,54.0963,55.5013,54.0478,55.4625,1399471.0
2019-06-05,55.8695,55.8695,54.626,55.1234,1464268.0
2019-06-06,55.1234,57.6717,54.978,57.6136,1891585.0
2019-06-07,57.8849,58.224,57.4392,57.7686,1106757.0
2019-06-08,57.8849,58.224,57.4392,57.7686,1106757.0
2019-06-09,57.8849,58.224,57.4392,57.7686,1106757.0
2019-06-10,58.1465,59.4158,58.0932,58.3306,1382723.0
2019-06-11,58.7472,58.7763,58.0205,58.1756,1196229.0
2019-06-12,57.9624,58.4178,57.6233,57.6911,633601.0
2019-06-13,57.8461,58.1465,55.9228,56.2183,1075398.0
2019-06-14,56.102,56.2377,55.5497,56.1408,852657.0
2019-06-15,56.102,56.2377,55.5497,56.1408,852657.0
2019-06-16,56.102,56.2377,55.5497,56.1408,852657.0
2019-06-17,56.1602,56.2086,55.4528,55.6854,811973.0
2019-06-18,55.9857,57.4779,55.8016,56.8578,964832.0
2019-06-19,57.0807,57.5167,56.2183,57.4682,970445.0
2019-06-20,58.069,58.4953,57.4198,57.788,1299960.0
2019-06-21,57.6523,57.7282,57.1194,57.4779,580929.0
2019-06-22,57.6523,57.7282,57.1194,57.4779,580929.0
2019-06-23,57.6523,57.7282,57.1194,57.4779,580929.0
2019-06-24,57.4585,57.9236,57.0516,57.2744,616307.0
2019-06-25,57.4585,58.1368,57.1388,57.6523,759410.0
2019-06-26,57.4295,57.5554,56.0342,56.4411,1188945.0
2019-06-27,56.7221,57.7298,56.3443,57.5942,1190984.0
2019-06-28,57.6523,59.3189,57.6281,59.2026,2728762.0
2019-06-29,57.6523,59.3189,57.6281,59.2026,2728762.0
2019-06-30,57.6523,59.3189,57.6281,59.2026,2728762.0
2019-07-01,59.8615,60.2297,58.8829,60.1425,982682.0
2019-07-02,60.191,60.6076,59.5805,60.3169,1273419.0
2019-07-03,60.3169,61.2859,60.2103,61.1308,614584.0
2019-07-04,60.3169,61.2859,60.2103,61.1308,614584.0
2019-07-05,60.7336,61.3634,60.3363,61.3634,761178.0
2019-07-06,60.7336,61.3634,60.3363,61.3634,761178.0
2019-07-07,60.7336,61.3634,60.3363,61.3634,761178.0
2019-07-08,61.189,61.4215,60.0553,60.4332,1350066.0
2019-07-09,60.3363,60.4913,59.4933,59.7356,1135333.0
2019-07-10,60.22,60.4768,59.0185,59.1154,683260.0
2019-07-11,58.9604,59.7646,58.7375,59.6871,1049228.0
2019-07-12,59.7453,59.8615,58.8635,58.8829,1115333.0
2019-07-13,59.7453,59.8615,58.8635,58.8829,1115333.0
2019-07-14,59.7453,59.8615,58.8635,58.8829,1115333.0
2019-07-15,58.6116,59.3674,58.379,58.66,1433272.0
2019-07-16,58.7375,58.8732,57.943,58.35,1221861.0
2019-07-17,58.2725,58.505,57.507,57.5361,2372916.0
2019-07-18,55.1428,57.8752,54.9683,57.7298,3725497.0
2019-07-19,57.9139,58.224,56.3249,57.6523,1757720.0
2019-07-20,57.9139,58.224,56.3249,57.6523,1757720.0
2019-07-21,57.9139,58.224,56.3249,57.6523,1757720.0
2019-07-22,57.633,59.7937,57.1,59.7356,1797969.0
2019-07-23,59.9681,61.5766,59.91,61.3731,2087921.0
2019-07-24,61.4215,63.0978,61.3343,62.4486,2517438.0
2019-07-25,62.6327,63.4951,61.3004,61.4312,999750.0
2019-07-26,61.3634,62.5358,61.344,62.4971,903402.0
2019-07-27,61.3634,62.5358,61.344,62.4971,903402.0
2019-07-28,61.3634,62.5358,61.344,62.4971,903402.0
2019-07-29,62.4874,62.6521,61.8043,62.2161,727289.0
2019-07-30,61.9641,62.8846,61.4312,62.8846,1061267.0
2019-07-31,62.8556,63.0203,61.3246,62.0223,1606030.0
2019-08-01,61.8091,64.0425,61.4215,63.2044,2647067.0
2019-08-02,62.9718,63.3207,62.0901,63.0494,1060925.0
2019-08-03,62.9718,63.3207,62.0901,63.0494,1060925.0
2019-08-04,62.9718,63.3207,62.0901,63.0494,1060925.0
2019-08-05,61.9738,62.3323,61.1987,61.3828,2027311.0
2019-08-06,61.7316,62.5068,61.3343,61.8382,1483690.0
2019-08-07,60.9855,62.9525,60.2976,62.5358,1343306.0
2019-08-08,62.7587,64.2702,62.5358,63.5145,1564840.0
2019-08-09,63.2916,64.091,63.0978,63.1753,1702063.0
2019-08-10,63.2916,64.091,63.0978,63.1753,1702063.0
2019-08-11,63.2916,64.091,63.0978,63.1753,1702063.0
2019-08-12,62.8653,64.12,62.3275,63.6404,1537654.0
2019-08-13,63.466,66.7023,63.466,66.4504,2239974.0
2019-08-14,65.0842,66.1209,63.2044,63.2141,1731577.0
2019-08-15,63.4466,63.621,62.3953,63.0106,1925026.0
2019-08-16,63.4273,64.464,63.4079,64.2896,2162799.0
2019-08-17,63.4273,64.464,63.4079,64.2896,2162799.0
2019-08-18,63.4273,64.464,63.4079,64.2896,2162799.0
2019-08-19,65.2004,65.6461,64.6578,65.0551,955531.0
2019-08-20,64.9291,65.0842,64.1443,64.4446,747525.0
2019-08-21,64.8807,65.1326,64.435,64.8128,562258.0
2019-08-22,64.8128,65.0212,64.1249,64.6094,625555.0
2019-08-23,64.4543,64.8807,63.3304,63.5435,723314.0
2019-08-24,64.4543,64.8807,63.3304,63.5435,723314.0
2019-08-25,64.4543,64.8807,63.3304,63.5435,723314.0
2019-08-26,64.0377,64.154,63.2722,63.3691,593223.0
2019-08-27,63.7761,63.9796,62.4874,62.5552,726268.0
2019-08-28,62.2161,63.311,61.8769,63.1559,1019821.0
2019-08-29,64.0183,64.3574,63.7664,64.2024,830378.0
2019-08-30,64.6287,64.6384,63.5145,63.7955,1264543.0
2019-08-31,64.6287,64.6384,63.5145,63.7955,1264543.0
2019-09-01,64.6287,64.6384,63.5145,63.7955,1264543.0
2019-09-02,64.6287,64.6384,63.5145,63.7955,1264543.0
2019-09-03,63.3013,63.7373,62.9331,63.2916,831085.0
2019-09-04,63.7179,64.1637,63.1269,63.9989,830096.0
2019-09-05,64.2993,65.0454,63.3691,63.4176,552139.0
2019-09-06,63.6986,63.8342,62.8265,63.0009,1086719.0
2019-09-07,63.6986,63.8342,62.8265,63.0009,1086719.0
2019-09-08,63.6986,63.8342,62.8265,63.0009,1086719.0
2019-09-09,63.3788,63.4273,61.1212,61.189,1506910.0
2019-09-10,61.1502,61.344,59.7162,61.3343,1836622.0
2019-09-11,61.189,62.1278,60.8692,61.6735,1089332.0
2019-09-12,61.751,63.1172,61.6395,62.749,1157628.0
2019-09-13,63.1172,63.1172,61.4458,61.625,947935.0
2019-09-14,63.1172,63.1172,61.4458,61.625,947935.0
2019-09-15,63.1172,63.1172,61.4458,61.625,947935.0
2019-09-16,61.2181,61.7316,60.724,61.1212,1108958.0
2019-09-17,60.8499,61.5087,60.2491,61.499,935562.0
2019-09-18,61.499,61.7025,60.5204,61.4118,963697.0
2019-09-19,61.2956,61.9545,60.8014,61.3731,993514.0
2019-09-20,61.5863,62.1289,60.782,61.0146,1013475.0
2019-09-21,61.5863,62.1289,60.782,61.0146,1013475.0
2019-09-22,61.5863,62.1289,60.782,61.0146,1013475.0
2019-09-23,60.8789,62.4002,60.6367,62.1676,981913.0
2019-09-24,62.7199,63.5241,62.1579,62.3808,1153285.0
2019-09-25,62.4099,63.4563,61.7704,63.2625,953711.0
2019-09-26,63.5048,64.5125,63.0687,64.2121,1060145.0
2019-09-27,64.2121,64.8613,63.3788,63.9602,918682.0
2019-09-28,64.2121,64.8613,63.3788,63.9602,918682.0
2019-09-29,64.2121,64.8613,63.3788,63.9602,918682.0
2019-09-30,64.154,64.4737,63.6695,64.0086,907398.0
2019-10-01,64.1733,64.5319,62.9912,63.0203,857711.0
2019-10-02,61.9254,62.5164,58.9507,59.9681,1629367.0
2019-10-03,59.7065,60.7626,59.1057,60.1328,1721280.0
2019-10-04,60.4526,62.0901,60.2394,61.7704,1292138.0
2019-10-05,60.4526,62.0901,60.2394,61.7704,1292138.0
2019-10-06,60.4526,62.0901,60.2394,61.7704,1292138.0
2019-10-07,61.47,61.906,61.0436,61.2374,1246017.0
2019-10-08,60.472,60.6658,59.2898,59.9584,1494982.0
2019-10-09,60.3848,60.8208,60.0359,60.7142,1003177.0
2019-10-10,60.7917,61.313,60.5785,60.6851,3234993.0
2019-10-11,61.4506,62.9331,61.4506,62.1579,1391765.0
2019-10-12,61.4506,62.9331,61.4506,62.1579,1391765.0
2019-10-13,61.4506,62.9331,61.4506,62.1579,1391765.0
2019-10-14,62.0513,62.2548,61.1793,62.032,850087.0
2019-10-15,62.2161,62.6133,60.7917,60.908,1348930.0
2019-10-16,60.8595,61.8285,60.5495,61.5572,1036271.0
2019-10-17,64.154,68.6789,63.9505,65.3942,5853977.0
2019-10-18,65.4039,68.553,65.4039,67.7003,2771338.0
2019-10-19,65.4039,68.553,65.4039,67.7003,2771338.0
2019-10-20,65.4039,68.553,65.4039,67.7003,2771338.0
2019-10-21,67.9716,68.1557,66.8961,67.3224,1430254.0
2019-10-22,67.1286,68.2042,66.6829,66.9058,1095797.0
2019-10-23,66.7023,68.272,66.7023,67.148,1145125.0
2019-10-24,67.1771,67.7391,66.4988,66.8379,779301.0
2019-10-25,66.741,67.836,66.6635,67.7584,1018846.0
2019-10-26,66.741,67.836,66.6635,67.7584,1018846.0
2019-10-27,66.741,67.836,66.6635,67.7584,1018846.0
2019-10-28,68.1945,70.0694,68.1901,69.987,1680014.0
2019-10-29,69.5704,71.4017,69.0956,70.5587,1899724.0
2019-10-30,70.7234,71.954,70.2777,71.2176,1267844.0
2019-10-31,70.8591,71.3145,70.0016,70.5781,1765499.0
2019-11-01,70.6847,71.2806,70.2486,70.9366,866080.0
2019-11-02,70.6847,71.2806,70.2486,70.9366,866080.0
2019-11-03,70.6847,71.2806,70.2486,70.9366,866080.0
2019-11-04,71.3435,71.3435,70.1905,70.4424,953555.0
2019-11-05,73.514,75.854,72.7582,72.9423,3076053.0
2019-11-06,72.9423,73.4074,71.9152,73.1845,1525980.0
2019-11-07,73.5334,73.7659,71.0141,71.9927,1976178.0
2019-11-08,71.9831,73.1264,71.6149,72.671,1604143.0
2019-11-09,71.9831,73.1264,71.6149,72.671,1604143.0
2019-11-10,71.9831,73.1264,71.6149,72.671,1604143.0
2019-11-11,72.3513,72.952,72.1672,72.6807,728927.0
2019-11-12,72.797,72.9229,72.1187,72.4481,923928.0
2019-11-13,72.6032,73.0004,72.0703,72.1865,799184.0
2019-11-14,71.9831,72.6129,71.266,72.0896,948157.0
2019-11-15,72.4094,72.7291,71.0141,71.3629,822548.0
2019-11-16,72.4094,72.7291,71.0141,71.3629,822548.0
2019-11-17,72.4094,72.7291,71.0141,71.3629,822548.0
2019-11-18,71.2563,72.1962,71.2515,72.1865,1508102.0
2019-11-19,72.1962,72.6419,71.5761,72.0993,803319.0
2019-11-20,71.8958,73.1264,71.8958,72.5741,1738683.0
2019-11-21,72.6226,73.107,71.9443,72.8648,872175.0
2019-11-22,72.9423,73.3202,72.0121,72.2059,969273.0
2019-11-23,72.9423,73.3202,72.0121,72.2059,969273.0
2019-11-24,72.9423,73.3202,72.0121,72.2059,969273.0
2019-11-25,72.3609,72.6322,72.1575,72.2931,865928.0
2019-11-26,72.4869,74.2407,72.0703,74.2407,1371814.0
2019-11-27,74.3376,74.5023,73.64,73.7175,1245444.0
2019-11-28,74.3376,74.5023,73.64,73.7175,1245444.0
2019-11-29,73.5624,74.0469,73.3783,73.5431,346740.0
2019-11-30,73.5624,74.0469,73.3783,73.5431,346740.0
2019-12-01,73.5624,74.0469,73.3783,73.5431,346740.0
2019-12-02,73.9791,73.9888,72.9326,73.3977,936168.0
2019-12-03,72.8842,73.7175,72.1672,73.4752,878134.0
2019-12-04,73.8725,73.9016,73.0392,73.0683,1168892.0
2019-12-05,73.2718,74.1244,72.7582,73.4752,1135135.0
2019-12-06,73.9306,74.231,71.6633,71.8958,1525885.0
2019-12-07,73.9306,74.231,71.6633,71.8958,1525885.0
2019-12-08,73.9306,74.231,71.6633,71.8958,1525885.0
2019-12-09,72.0412,72.2931,71.3048,71.5276,1967176.0
2019-12-10,71.4501,71.6559,70.2196,70.4618,1443970.0
2019-12-11,70.4715,70.7912,69.5607,69.9192,881763.0
2019-12-12,69.8804,70.9221,69.1537,69.3766,1217329.0
2019-12-13,69.7157,70.6362,69.0665,69.5122,973296.0
2019-12-14,69.7157,70.6362,69.0665,69.5122,973296.0
2019-12-15,69.7157,70.6362,69.0665,69.5122,973296.0
2019-12-16,70.0452,70.8688,69.5558,70.3165,1055221.0
2019-12-17,70.2002,71.1013,70.2002,70.2486,796230.0
2019-12-18,70.2777,70.4134,69.5316,69.5704,969170.0
2019-12-19,69.6963,69.6963,68.2138,68.4948,1774023.0
2019-12-20,68.9115,70.3649,68.7468,69.6866,1949181.0
2019-12-21,68.9115,70.3649,68.7468,69.6866,1949181.0
2019-12-22,68.9115,70.3649,68.7468,69.6866,1949181.0
2019-12-23,69.7254,71.3823,69.5704,71.0335,1234475.0
2019-12-24,71.0141,71.392,70.3455,70.3843,167134.0
2019-12-25,71.0141,71.392,70.3455,70.3843,167134.0
2019-12-26,70.4521,70.8978,70.2777,70.8397,384800.0
2019-12-27,70.9463,71.3145,70.5539,70.9269,502588.0
2019-12-28,70.9463,71.3145,70.5539,70.9269,502588.0
2019-12-29,70.9463,71.3145,70.5539,70.9269,502588.0
2019-12-30,71.0529,71.3048,70.2874,70.4521,452714.0
2019-12-31,70.3746,70.8688,69.8998,70.2874,636062.0
2020-01-01,70.3746,70.8688,69.8998,70.2874,636062.0
2020-01-02,70.5878,71.2467,68.9793,69.9676,1169469.0
2020-01-03,69.0859,70.7428,68.9115,70.0064,698425.0
2020-01-04,69.0859,70.7428,68.9115,70.0064,698425.0
2020-01-05,69.0859,70.7428,68.9115,70.0064,698425.0
2020-01-06,69.7642,70.0645,69.3281,69.4735,956292.0
2020-01-07,69.2119,69.2506,68.2914,68.3398,1228533.0
2020-01-08,68.5917,69.0084,68.0782,68.1266,1337679.0
2020-01-09,68.553,69.4929,68.4658,68.834,1604370.0
2020-01-10,69.0181,69.3863,68.3592,68.8824,1044687.0
2020-01-11,69.0181,69.3863,68.3592,68.8824,1044687.0
2020-01-12,69.0181,69.3863,68.3592,68.8824,1044687.0
2020-01-13,69.0859,70.549,69.0859,70.268,1270119.0
2020-01-14,70.1614,70.5393,69.4735,69.551,691208.0
2020-01-15,69.5898,70.9657,69.5607,70.0839,534738.0
2020-01-16,70.6944,71.954,70.6023,71.4114,851878.0
2020-01-17,71.6633,72.0896,71.0335,71.1594,734804.0
2020-01-18,71.6633,72.0896,71.0335,71.1594,734804.0
2020-01-19,71.6633,72.0896,71.0335,71.1594,734804.0
2020-01-20,71.6633,72.0896,71.0335,71.1594,734804.0
2020-01-21,70.6556,71.5083,70.5684,70.9753,735205.0
2020-01-22,71.2854,73.1749,71.1207,72.7776,1422818.0
2020-01-23,72.4675,73.7853,71.8474,73.514,1155972.0
2020-01-24,73.6012,73.6545,72.4288,72.671,841504.0
2020-01-25,73.6012,73.6545,72.4288,72.671,841504.0
2020-01-26,73.6012,73.6545,72.4288,72.671,841504.0
2020-01-27,72.0315,74.8318,71.4986,73.6884,1129658.0
2020-01-28,73.8919,73.9549,72.7756,73.1845,801174.0
2020-01-29,73.5721,73.8047,72.4385,72.4675,768465.0
2020-01-30,72.0218,73.6787,71.6924,73.4655,1077365.0
2020-01-31,72.8067,73.2621,71.2951,71.7311,1190553.0
2020-02-01,72.8067,73.2621,71.2951,71.7311,1190553.0
2020-02-02,72.8067,73.2621,71.2951,71.7311,1190553.0
2020-02-03,71.7796,72.6904,71.3435,72.3125,1148526.0
2020-02-04,73.0101,74.1147,72.6129,73.6884,1341852.0
2020-02-05,73.3686,76.9053,73.3396,76.2949,1975504.0
2020-02-06,76.3046,77.8742,76.1301,77.1282,1839555.0
2020-02-07,76.7987,77.4479,76.0139,76.1495,1276269.0
2020-02-08,76.7987,77.4479,76.0139,76.1495,1276269.0
2020-02-09,76.7987,77.4479,76.0139,76.1495,1276269.0
2020-02-10,75.8395,77.0506,75.7523,76.789,1116044.0
2020-02-11,77.1766,77.2638,76.4547,76.8859,1008381.0
2020-02-12,77.0506,77.3704,75.5197,76.4208,1088367.0
2020-02-13,76.4111,77.9518,75.665,77.4867,768404.0
2020-02-14,77.5157,78.0632,77.3034,77.5157,592998.0
2020-02-15,77.5157,78.0632,77.3034,77.5157,592998.0
2020-02-16,77.5157,78.0632,77.3034,77.5157,592998.0
2020-02-17,77.5157,78.0632,77.3034,77.5157,592998.0
2020-02-18,77.3026,77.4092,76.7212,77.2735,639695.0
2020-02-19,77.6611,77.8646,76.4983,76.508,671275.0
2020-02-20,76.227,77.2347,75.9218,76.4402,833462.0
2020-02-21,75.9751,76.9634,75.8104,76.7309,640106.0
2020-02-22,75.9751,76.9634,75.8104,76.7309,640106.0
2020-02-23,75.9751,76.9634,75.8104,76.7309,640106.0
2020-02-24,75.229,75.636,74.2988,75.3356,665415.0
2020-02-25,75.3841,75.8298,72.5644,72.8067,952659.0
2020-02-26,73.2524,74.4151,72.109,72.2059,749530.0
2020-02-27,71.1885,71.1885,67.865,68.0588,1355689.0
2020-02-28,66.2953,69.6673,64.9776,68.3107,2026272.0
2020-02-29,66.2953,69.6673,64.9776,68.3107,2026272.0
2020-03-01,66.2953,69.6673,64.9776,68.3107,2026272.0
2020-03-02,68.8534,71.9443,68.553,71.9055,1750274.0
2020-03-03,71.9443,73.795,70.6265,72.1478,1547142.0
2020-03-04,73.4268,74.4539,72.9811,74.2601,1474595.0
2020-03-05,72.8842,73.233,70.7622,72.1672,1680737.0
2020-03-06,70.4618,70.9269,68.4561,70.8397,2367452.0
