,FDS US Equity,FDS US Equity,FDS US Equity,FDS US Equity,FDS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-06-30,274.437,275.734,269.698,274.331,722499.0
2019-07-01,277.825,277.825,273.546,274.504,316708.0
2019-07-02,273.967,281.167,273.527,280.334,528012.0
2019-07-03,281.262,283.522,281.262,283.426,313813.0
2019-07-04,281.262,283.522,281.262,283.426,313813.0
2019-07-05,283.713,284.938,279.769,282.842,309024.0
2019-07-06,283.713,284.938,279.769,282.842,309024.0
2019-07-07,283.713,284.938,279.769,282.842,309024.0
2019-07-08,280.64,280.975,274.532,277.347,366456.0
2019-07-09,277.002,279.099,275.624,278.591,416482.0
2019-07-10,280.094,280.966,277.739,279.041,483953.0
2019-07-11,280.066,283.029,279.372,281.904,365288.0
2019-07-12,283.043,283.943,281.262,283.866,292097.0
2019-07-13,283.043,283.943,281.262,283.866,292097.0
2019-07-14,283.043,283.943,281.262,283.866,292097.0
2019-07-15,283.349,283.852,280.621,281.76,430197.0
2019-07-16,278.965,278.965,267.821,270.981,525498.0
2019-07-17,270.138,274.111,270.09,270.703,324600.0
2019-07-18,271.603,274.034,270.944,273.412,276712.0
2019-07-19,273.738,275.59,267.63,267.869,429518.0
2019-07-20,273.738,275.59,267.63,267.869,429518.0
2019-07-21,273.738,275.59,267.63,267.869,429518.0
2019-07-22,268.032,271.048,266.855,268.807,330390.0
2019-07-23,270.186,271.435,264.902,266.117,301949.0
2019-07-24,265.055,266.969,261.939,266.969,490205.0
2019-07-25,266.969,268.63,265.256,265.955,214343.0
2019-07-26,266.969,271.77,266.481,271.459,246367.0
2019-07-27,266.969,271.77,266.481,271.459,246367.0
2019-07-28,266.969,271.77,266.481,271.459,246367.0
2019-07-29,271.67,272.417,268.807,270.052,273459.0
2019-07-30,268.731,269.706,263.265,264.624,336476.0
2019-07-31,264.634,269.822,264.634,265.466,425585.0
2019-08-01,265.409,270.349,265.409,267.506,317523.0
2019-08-02,267.678,267.975,263.992,266.701,328817.0
2019-08-03,267.678,267.975,263.992,266.701,328817.0
2019-08-04,267.678,267.975,263.992,266.701,328817.0
2019-08-05,262.958,264.014,254.706,258.353,529659.0
2019-08-06,258.957,263.59,258.957,263.159,243781.0
2019-08-07,259.789,264.576,258.832,262.939,339111.0
2019-08-08,265.83,270.531,264.097,269.516,347621.0
2019-08-09,268.75,269.549,264.413,266.424,195268.0
2019-08-10,268.75,269.549,264.413,266.424,195268.0
2019-08-11,268.75,269.549,264.413,266.424,195268.0
2019-08-12,264.614,265.974,261.704,262.259,202187.0
2019-08-13,261.302,268.817,261.302,267.324,422045.0
2019-08-14,263.341,265.84,257.157,258.2,361727.0
2019-08-15,259.225,262.719,257.808,260.536,265309.0
2019-08-16,262.843,265.821,262.298,265.208,244693.0
2019-08-17,262.843,265.821,262.298,265.208,244693.0
2019-08-18,262.843,265.821,262.298,265.208,244693.0
2019-08-19,268.051,268.951,265.39,265.591,208786.0
2019-08-20,264.681,266.232,261.483,264.097,532577.0
2019-08-21,266.003,268.061,264.681,265.811,219722.0
2019-08-22,267.094,267.094,263.092,264.04,244333.0
2019-08-23,263.102,265.399,257.042,258.105,253348.0
2019-08-24,263.102,265.399,257.042,258.105,253348.0
2019-08-25,263.102,265.399,257.042,258.105,253348.0
2019-08-26,260.048,260.393,257.281,259.962,196964.0
2019-08-27,261.886,262.968,259.617,262.049,252751.0
2019-08-28,261.273,265.103,260.393,264.184,183408.0
2019-08-29,264.98,266.247,259.663,259.96,269589.0
2019-08-30,261.179,262.053,258.492,261.16,249771.0
2019-08-31,261.179,262.053,258.492,261.16,249771.0
2019-09-01,261.179,262.053,258.492,261.16,249771.0
2019-09-02,261.179,262.053,258.492,261.16,249771.0
2019-09-03,259.442,262.024,257.561,259.461,303770.0
2019-09-04,261.851,262.12,256.802,260.066,302500.0
2019-09-05,263.013,265.628,260.565,262.84,251065.0
2019-09-06,263.137,266.574,263.003,264.548,262249.0
2019-09-07,263.137,266.574,263.003,264.548,262249.0
2019-09-08,263.137,266.574,263.003,264.548,262249.0
2019-09-09,266.122,266.406,255.315,257.983,345623.0
2019-09-10,256.351,258.981,251.408,258.981,526269.0
2019-09-11,259.25,262.984,257.647,262.955,327250.0
2019-09-12,264.999,267.389,263.224,265.537,224803.0
2019-09-13,267.793,268.028,263.334,266.314,320169.0
2019-09-14,267.793,268.028,263.334,266.314,320169.0
2019-09-15,267.793,268.028,263.334,266.314,320169.0
2019-09-16,264.702,266.574,263.041,266.266,235009.0
2019-09-17,265.902,269.971,265.902,269.779,215909.0
2019-09-18,270.192,278.331,269.247,271.632,470791.0
2019-09-19,272.4,276.757,271.411,273.561,277399.0
2019-09-20,274.511,274.636,270.307,270.95,494393.0
2019-09-21,274.511,274.636,270.307,270.95,494393.0
2019-09-22,274.511,274.636,270.307,270.95,494393.0
2019-09-23,268.234,268.464,260.949,262.456,575023.0
2019-09-24,262.446,263.459,257.177,257.542,536192.0
2019-09-25,257.119,261.832,257.119,260.104,441016.0
2019-09-26,239.766,244.469,230.119,235.84,1834167.0
2019-09-27,229.399,237.078,228.44,232.394,880032.0
2019-09-28,229.399,237.078,228.44,232.394,880032.0
2019-09-29,229.399,237.078,228.44,232.394,880032.0
2019-09-30,232.394,234.89,230.782,233.21,514773.0
2019-10-01,233.488,235.158,227.96,230.426,488666.0
2019-10-02,228.516,230.585,225.32,226.501,504432.0
2019-10-03,226.184,229.409,223.88,228.622,490993.0
2019-10-04,229.399,231.741,228.06,231.357,249692.0
2019-10-05,229.399,231.741,228.06,231.357,249692.0
2019-10-06,229.399,231.741,228.06,231.357,249692.0
2019-10-07,230.714,231.693,229.486,229.822,338023.0
2019-10-08,228.372,228.372,223.727,224.869,483699.0
2019-10-09,227.125,232.903,226.213,231.242,407326.0
2019-10-10,230.791,233.229,229.035,231.732,315159.0
2019-10-11,235.667,237.601,233.939,235.446,526638.0
2019-10-12,235.667,237.601,233.939,235.446,526638.0
2019-10-13,235.667,237.601,233.939,235.446,526638.0
2019-10-14,235.139,236.9,233.805,234.218,228102.0
2019-10-15,235.936,237.779,235.005,236.31,393133.0
2019-10-16,236.588,238.998,235.034,238.95,329620.0
2019-10-17,239.698,242.794,238.427,241.656,279806.0
2019-10-18,241.522,243.61,239.593,239.708,473752.0
2019-10-19,241.522,243.61,239.593,239.708,473752.0
2019-10-20,241.522,243.61,239.593,239.708,473752.0
2019-10-21,241.272,242.319,237.779,239.967,265953.0
2019-10-22,241.176,244.315,239.852,240.572,346460.0
2019-10-23,240.572,242.962,240.466,242.847,244210.0
2019-10-24,244.075,244.075,241.436,243.048,217894.0
2019-10-25,243.029,244.401,241.532,243.864,193275.0
2019-10-26,243.029,244.401,241.532,243.864,193275.0
2019-10-27,243.029,244.401,241.532,243.864,193275.0
2019-10-28,245.4,248.25,245.4,247.531,308611.0
2019-10-29,247.636,250.208,245.553,246.033,333956.0
2019-10-30,245.928,245.928,241.272,243.49,233506.0
2019-10-31,242.856,243.749,240.524,243.336,306968.0
2019-11-01,244.411,246.321,243.73,245.592,204494.0
2019-11-02,244.411,246.321,243.73,245.592,204494.0
2019-11-03,244.411,246.321,243.73,245.592,204494.0
2019-11-04,246.283,248.452,244.91,245.265,292196.0
2019-11-05,246.58,247.147,241.714,245.045,219363.0
2019-11-06,244.392,247.463,243.768,246.657,229424.0
2019-11-07,247.415,247.435,241.551,242.635,357657.0
2019-11-08,242.635,243.192,235.749,236.809,485818.0
2019-11-09,242.635,243.192,235.749,236.809,485818.0
2019-11-10,242.635,243.192,235.749,236.809,485818.0
2019-11-11,235.504,241.81,235.504,238.345,445148.0
2019-11-12,238.191,241.608,238.067,240.735,257616.0
2019-11-13,239.794,245.62,239.276,244.67,231102.0
2019-11-14,243.749,249.709,243.23,249.527,351489.0
2019-11-15,249.527,250.247,244.181,244.517,517561.0
2019-11-16,249.527,250.247,244.181,244.517,517561.0
2019-11-17,249.527,250.247,244.181,244.517,517561.0
2019-11-18,244.19,245.184,240.543,242.683,384826.0
2019-11-19,244.382,249.498,244.229,249.364,282444.0
2019-11-20,248.558,252.301,246.676,251.379,278163.0
2019-11-21,251.85,251.85,247.166,247.531,302905.0
2019-11-22,247.914,250.302,247.559,249.709,197098.0
2019-11-23,247.914,250.302,247.559,249.709,197098.0
2019-11-24,247.914,250.302,247.559,249.709,197098.0
2019-11-25,249.527,251.965,249.46,250.41,285508.0
2019-11-26,250.708,253.741,250.223,251.495,509770.0
2019-11-27,253.131,253.131,249.387,252.024,237943.0
2019-11-28,253.131,253.131,249.387,252.024,237943.0
2019-11-29,251.264,252.361,249.406,249.907,149560.0
2019-11-30,251.264,252.361,249.406,249.907,149560.0
2019-12-01,251.264,252.361,249.406,249.907,149560.0
2019-12-02,250.224,251.497,248.495,250.378,297978.0
2019-12-03,247.982,250.359,247.472,250.109,279241.0
2019-12-04,250.792,253.737,250.696,253.708,261999.0
2019-12-05,254.363,256.009,253.574,253.882,334760.0
2019-12-06,255.191,259.782,254.363,259.377,374110.0
2019-12-07,255.191,259.782,254.363,259.377,374110.0
2019-12-08,255.191,259.782,254.363,259.377,374110.0
2019-12-09,258.752,260.09,257.327,259.724,364705.0
2019-12-10,259.733,261.735,258.983,260.234,359245.0
2019-12-11,259.849,261.553,257.207,261.408,296222.0
2019-12-12,260.07,261.379,258.213,259.907,618697.0
2019-12-13,258.983,261.216,258.145,261.1,319485.0
2019-12-14,258.983,261.216,258.145,261.1,319485.0
2019-12-15,258.983,261.216,258.145,261.1,319485.0
2019-12-16,263.583,265.484,260.378,261.408,442386.0
2019-12-17,261.774,261.981,257.953,258.511,454913.0
2019-12-18,258.521,261.562,257.722,259.002,504334.0
2019-12-19,254.315,260.171,248.011,259.695,816920.0
2019-12-20,252.534,259.079,252.534,255.056,772486.0
2019-12-21,252.534,259.079,252.534,255.056,772486.0
2019-12-22,252.534,259.079,252.534,255.056,772486.0
2019-12-23,256.827,259.849,256.115,257.693,310927.0
2019-12-24,258.655,258.704,256.942,257.039,111671.0
2019-12-25,258.655,258.704,256.942,257.039,111671.0
2019-12-26,258.328,259.522,257.144,258.848,143498.0
2019-12-27,259.801,262.669,258.376,260.927,226743.0
2019-12-28,259.801,262.669,258.376,260.927,226743.0
2019-12-29,259.801,262.669,258.376,260.927,226743.0
2019-12-30,261.341,261.389,256.692,257.645,285496.0
2019-12-31,257.0,259.339,257.0,258.232,259601.0
2020-01-01,257.0,259.339,257.0,258.232,259601.0
2020-01-02,258.578,260.041,256.596,258.646,312922.0
2020-01-03,255.941,259.271,254.931,258.588,237385.0
2020-01-04,255.941,259.271,254.931,258.588,237385.0
2020-01-05,255.941,259.271,254.931,258.588,237385.0
2020-01-06,256.846,257.27,253.853,257.135,349970.0
2020-01-07,256.981,260.205,256.201,257.01,237239.0
2020-01-08,257.116,260.234,257.029,258.992,288587.0
2020-01-09,260.523,262.255,258.347,258.704,434428.0
2020-01-10,259.012,259.012,254.68,254.94,376920.0
2020-01-11,259.012,259.012,254.68,254.94,376920.0
2020-01-12,259.012,259.012,254.68,254.94,376920.0
2020-01-13,254.979,258.636,254.979,256.971,364252.0
2020-01-14,256.49,259.868,256.485,258.116,298476.0
2020-01-15,258.02,262.034,258.02,261.322,270816.0
2020-01-16,262.987,266.211,262.702,266.018,259515.0
2020-01-17,266.663,267.606,264.546,265.374,241200.0
2020-01-18,266.663,267.606,264.546,265.374,241200.0
2020-01-19,266.663,267.606,264.546,265.374,241200.0
2020-01-20,266.663,267.606,264.546,265.374,241200.0
2020-01-21,263.911,269.965,263.911,266.413,342816.0
2020-01-22,267.857,271.351,267.857,268.761,256095.0
2020-01-23,267.077,270.099,266.486,269.599,227923.0
2020-01-24,270.581,271.071,265.075,266.182,200857.0
2020-01-25,270.581,271.071,265.075,266.182,200857.0
2020-01-26,270.581,271.071,265.075,266.182,200857.0
2020-01-27,262.149,266.172,261.302,263.978,272438.0
2020-01-28,264.989,269.811,261.35,267.991,392971.0
2020-01-29,269.445,278.097,269.214,276.808,548416.0
2020-01-30,276.817,279.676,273.733,279.57,399073.0
2020-01-31,278.608,281.004,274.055,275.374,971405.0
2020-02-01,278.608,281.004,274.055,275.374,971405.0
2020-02-02,278.608,281.004,274.055,275.374,971405.0
2020-02-03,276.076,279.676,275.99,279.098,284179.0
2020-02-04,281.524,285.874,281.524,283.997,271771.0
2020-02-05,286.5,288.045,277.26,279.224,382977.0
2020-02-06,279.945,282.101,277.737,279.041,312906.0
2020-02-07,278.232,278.425,274.892,275.662,290870.0
2020-02-08,278.232,278.425,274.892,275.662,290870.0
2020-02-09,278.232,278.425,274.892,275.662,290870.0
2020-02-10,274.69,279.897,274.305,279.185,344194.0
2020-02-11,280.205,282.246,278.935,281.331,245856.0
2020-02-12,282.352,284.488,279.902,282.255,241358.0
2020-02-13,281.389,286.615,281.043,285.691,289735.0
2020-02-14,286.173,289.291,285.691,288.3,190614.0
2020-02-15,286.173,289.291,285.691,288.3,190614.0
2020-02-16,286.173,289.291,285.691,288.3,190614.0
2020-02-17,286.173,289.291,285.691,288.3,190614.0
2020-02-18,287.847,292.583,287.847,291.562,196250.0
2020-02-19,293.439,298.608,293.439,297.077,300720.0
2020-02-20,296.875,296.875,287.097,291.293,274818.0
2020-02-21,289.955,290.427,286.182,288.348,348960.0
2020-02-22,289.955,290.427,286.182,288.348,348960.0
2020-02-23,289.955,290.427,286.182,288.348,348960.0
2020-02-24,280.754,286.327,279.83,283.988,230065.0
2020-02-25,284.585,286.437,275.874,277.25,336081.0
2020-02-26,277.376,284.098,277.376,279.041,373048.0
2020-02-27,274.216,278.056,268.408,268.736,295906.0
2020-02-28,260.785,264.403,253.221,256.646,783829.0
2020-02-29,260.785,264.403,253.221,256.646,783829.0
2020-03-01,260.785,264.403,253.221,256.646,783829.0
2020-03-02,257.784,271.804,255.054,271.389,506663.0
2020-03-03,272.383,275.278,264.994,269.054,299980.0
2020-03-04,274.351,283.971,272.103,283.537,288006.0
2020-03-05,278.713,280.729,275.528,278.703,551512.0
2020-03-06,269.691,273.425,264.085,269.276,605390.0
2020-03-07,269.691,273.425,264.085,269.276,605390.0
2020-03-08,269.691,273.425,264.085,269.276,605390.0
2020-03-09,248.454,262.618,240.775,252.661,712177.0
2020-03-10,261.297,261.441,245.222,261.113,513377.0
2020-03-11,254.957,257.712,239.944,245.974,489928.0
2020-03-12,226.909,240.475,212.899,225.22,747920.0
2020-03-13,236.258,244.614,226.783,244.18,475603.0
2020-03-14,236.258,244.614,226.783,244.18,475603.0
2020-03-15,236.258,244.614,226.783,244.18,475603.0
2020-03-16,215.166,238.709,210.834,218.177,650456.0
2020-03-17,222.576,243.514,218.051,238.13,636255.0
2020-03-18,224.332,234.049,199.651,211.693,818696.0
2020-03-19,211.693,238.265,207.457,226.783,442951.0
2020-03-20,225.924,230.844,207.09,210.322,891965.0
2020-03-21,225.924,230.844,207.09,210.322,891965.0
2020-03-22,225.924,230.844,207.09,210.322,891965.0
2020-03-23,208.142,209.309,188.362,197.364,621560.0
2020-03-24,204.871,225.731,204.61,223.232,590273.0
2020-03-25,221.882,240.677,219.353,224.554,534646.0
2020-03-26,226.783,248.512,221.64,248.512,528761.0
2020-03-27,240.716,260.583,235.38,245.762,497214.0
2020-03-28,240.716,260.583,235.38,245.762,497214.0
2020-03-29,240.716,260.583,235.38,245.762,497214.0
2020-03-30,251.445,262.811,250.562,258.653,518819.0
2020-03-31,254.61,259.656,248.582,251.522,360828.0
2020-04-01,240.118,251.744,240.118,246.563,356436.0
2020-04-02,243.196,253.761,241.7,253.095,395016.0
2020-04-03,248.483,253.269,240.378,244.218,310526.0
2020-04-04,248.483,253.269,240.378,244.218,310526.0
2020-04-05,248.483,253.269,240.378,244.218,310526.0
2020-04-06,251.329,259.946,244.546,257.524,309202.0
2020-04-07,259.637,267.752,254.398,258.441,341472.0
2020-04-08,261.519,263.323,255.729,261.451,246224.0
2020-04-09,264.635,274.969,260.39,269.353,362939.0
2020-04-10,264.635,274.969,260.39,269.353,362939.0
2020-04-11,264.635,274.969,260.39,269.353,362939.0
2020-04-12,264.635,274.969,260.39,269.353,362939.0
2020-04-13,267.057,267.057,256.675,262.117,295480.0
2020-04-14,268.89,273.816,265.409,269.324,210818.0
2020-04-15,264.375,270.608,260.578,267.395,224487.0
2020-04-16,269.421,273.869,265.851,272.508,215183.0
2020-04-17,277.4,280.835,271.119,271.225,319976.0
2020-04-18,277.4,280.835,271.119,271.225,319976.0
2020-04-19,277.4,280.835,271.119,271.225,319976.0
2020-04-20,268.379,272.016,263.757,266.98,257170.0
2020-04-21,262.464,263.294,256.549,257.177,230579.0
2020-04-22,262.618,263.448,258.672,262.85,147063.0
2020-04-23,262.175,266.558,260.949,263.786,173131.0
2020-04-24,264.809,266.343,260.259,264.789,263768.0
2020-04-25,264.809,266.343,260.259,264.789,263768.0
2020-04-26,264.809,266.343,260.259,264.789,263768.0
2020-04-27,267.896,277.574,265.619,276.021,188375.0
2020-04-28,278.973,279.658,264.693,265.552,272195.0
2020-04-29,272.142,276.913,266.16,273.512,209496.0
2020-04-30,270.704,270.704,264.375,265.339,470533.0
2020-05-01,262.551,263.704,258.513,259.965,269468.0
2020-05-02,262.551,263.704,258.513,259.965,269468.0
2020-05-03,262.551,263.704,258.513,259.965,269468.0
2020-05-04,257.929,260.052,255.43,259.579,189339.0
2020-05-05,264.384,266.738,261.335,263.139,326053.0
2020-05-06,265.175,265.175,256.916,256.916,256661.0
2020-05-07,260.814,271.331,258.672,266.053,307631.0
2020-05-08,269.151,271.225,265.61,266.381,217873.0
2020-05-09,269.151,271.225,265.61,266.381,217873.0
2020-05-10,269.151,271.225,265.61,266.381,217873.0
2020-05-11,266.671,277.752,264.693,275.606,360720.0
2020-05-12,276.87,279.697,271.399,271.399,240634.0
2020-05-13,269.209,274.178,265.59,269.286,350336.0
2020-05-14,265.503,269.705,262.541,269.295,237607.0
2020-05-15,268.012,272.928,268.012,271.187,347807.0
2020-05-16,268.012,272.928,268.012,271.187,347807.0
2020-05-17,268.012,272.928,268.012,271.187,347807.0
2020-05-18,276.242,282.476,275.914,281.076,234139.0
2020-05-19,279.812,285.172,277.198,277.323,182605.0
2020-05-20,282.369,282.736,278.828,280.69,165388.0
2020-05-21,280.198,283.221,278.848,280.208,194727.0
2020-05-22,281.472,282.099,277.236,279.176,99709.0
2020-05-23,281.472,282.099,277.236,279.176,99709.0
2020-05-24,281.472,282.099,277.236,279.176,99709.0
2020-05-25,281.472,282.099,277.236,279.176,99709.0
2020-05-26,284.666,287.252,280.266,285.177,226603.0
2020-05-27,289.027,290.185,285.327,290.185,247616.0
2020-05-28,294.335,294.335,290.61,293.106,267221.0
2020-05-29,292.671,297.914,291.331,297.469,574912.0
2020-05-30,292.671,297.914,291.331,297.469,574912.0
2020-05-31,292.671,297.914,291.331,297.469,574912.0
2020-06-01,298.156,298.784,291.568,296.482,218729.0
2020-06-02,297.953,299.655,292.545,295.012,225490.0
2020-06-03,298.93,303.621,296.581,303.06,271036.0
2020-06-04,300.613,304.192,297.798,301.019,301639.0
2020-06-05,305.391,308.148,303.476,306.649,210454.0
2020-06-06,305.391,308.148,303.476,306.649,210454.0
2020-06-07,305.391,308.148,303.476,306.649,210454.0
2020-06-08,305.246,306.562,300.264,304.453,189424.0
2020-06-09,299.452,299.452,288.444,294.944,471608.0
2020-06-10,294.905,301.657,293.851,295.902,253732.0
2020-06-11,288.782,289.198,274.301,274.92,349545.0
2020-06-12,281.74,283.055,271.283,277.609,250399.0
2020-06-13,281.74,283.055,271.283,277.609,250399.0
2020-06-14,281.74,283.055,271.283,277.609,250399.0
2020-06-15,272.337,285.193,269.899,284.98,282354.0
2020-06-16,292.884,293.009,284.032,286.441,231165.0
2020-06-17,288.385,292.144,285.638,290.301,155349.0
2020-06-18,289.15,292.884,288.937,291.587,171602.0
2020-06-19,295.408,297.827,291.539,293.706,356666.0
2020-06-20,295.408,297.827,291.539,293.706,356666.0
2020-06-21,295.408,297.827,291.539,293.706,356666.0
2020-06-22,292.98,300.535,292.168,299.026,267497.0
2020-06-23,302.934,302.934,295.641,296.211,280753.0
2020-06-24,293.038,295.012,285.861,287.505,355125.0
2020-06-25,308.806,332.555,299.539,330.987,893704.0
2020-06-26,326.276,326.963,314.591,317.919,681983.0
2020-06-27,326.276,326.963,314.591,317.919,681983.0
2020-06-28,326.276,326.963,314.591,317.919,681983.0
2020-06-29,319.902,322.475,314.523,316.129,260412.0
2020-06-30,316.777,320.421,314.702,317.744,340960.0
2020-07-01,319.447,325.599,317.609,322.987,226797.0
2020-07-02,324.187,328.511,324.187,324.932,167962.0
2020-07-03,324.187,328.511,324.187,324.932,167962.0
2020-07-04,324.187,328.511,324.187,324.932,167962.0
2020-07-05,324.187,328.511,324.187,324.932,167962.0
2020-07-06,327.998,331.935,326.925,327.698,226954.0
2020-07-07,325.029,332.1,324.255,329.885,213380.0
2020-07-08,333.174,339.461,332.284,338.02,239383.0
2020-07-09,337.411,339.297,334.209,336.027,204867.0
2020-07-10,337.014,340.467,333.348,339.519,191318.0
2020-07-11,337.014,340.467,333.348,339.519,191318.0
2020-07-12,337.014,340.467,333.348,339.519,191318.0
2020-07-13,343.408,345.546,330.078,330.968,248114.0
2020-07-14,328.937,340.554,328.085,340.09,198446.0
2020-07-15,344.376,344.376,337.672,340.351,176504.0
2020-07-16,338.349,341.048,334.731,338.62,172104.0
2020-07-17,340.825,345.198,338.607,342.189,154579.0
2020-07-18,340.825,345.198,338.607,342.189,154579.0
2020-07-19,340.825,345.198,338.607,342.189,154579.0
2020-07-20,343.36,344.463,341.125,343.65,199691.0
2020-07-21,345.324,345.841,341.236,343.089,178641.0
2020-07-22,343.108,346.213,339.539,342.934,167231.0
2020-07-23,342.954,347.065,336.637,336.733,292460.0
2020-07-24,335.689,340.758,334.446,336.579,186949.0
2020-07-25,335.689,340.758,334.446,336.579,186949.0
2020-07-26,335.689,340.758,334.446,336.579,186949.0
2020-07-27,335.921,340.119,335.921,337.972,152055.0
2020-07-28,337.295,338.494,330.794,331.568,194072.0
2020-07-29,330.987,338.765,330.987,336.027,163286.0
2020-07-30,331.026,335.756,329.865,334.431,161236.0
2020-07-31,336.279,336.279,328.559,334.992,240164.0
2020-08-01,336.279,336.279,328.559,334.992,240164.0
2020-08-02,336.279,336.279,328.559,334.992,240164.0
2020-08-03,338.484,340.1,336.53,337.42,192362.0
2020-08-04,335.224,337.43,331.573,335.95,150690.0
2020-08-05,337.353,341.116,335.486,338.629,167564.0
2020-08-06,338.571,342.267,336.056,341.831,124701.0
2020-08-07,341.735,347.113,341.532,344.201,136416.0
2020-08-08,341.735,347.113,341.532,344.201,136416.0
2020-08-09,341.735,347.113,341.532,344.201,136416.0
2020-08-10,343.389,345.449,339.713,344.627,147249.0
2020-08-11,345.923,349.096,340.68,344.143,154760.0
2020-08-12,346.349,351.321,346.349,348.4,128763.0
2020-08-13,346.958,348.835,342.895,344.337,186716.0
2020-08-14,344.376,346.92,339.636,343.012,133966.0
2020-08-15,344.376,346.92,339.636,343.012,133966.0
2020-08-16,344.376,346.92,339.636,343.012,133966.0
2020-08-17,344.085,347.616,341.183,343.921,150205.0
2020-08-18,344.917,350.828,344.917,349.028,109609.0
2020-08-19,348.729,351.766,347.713,349.135,131502.0
2020-08-20,347.094,348.951,344.424,344.608,98964.0
2020-08-21,344.463,346.658,342.032,344.472,128689.0
2020-08-22,344.463,346.658,342.032,344.472,128689.0
2020-08-23,344.463,346.658,342.032,344.472,128689.0
2020-08-24,347.732,350.276,343.94,345.701,156106.0
2020-08-25,346.736,346.736,343.655,344.376,164573.0
2020-08-26,343.408,347.408,343.128,344.337,216193.0
2020-08-27,346.407,347.877,341.319,342.373,174879.0
2020-08-28,343.634,345.02,341.161,342.141,123234.0
2020-08-29,343.634,345.02,341.161,342.141,123234.0
2020-08-30,343.634,345.02,341.161,342.141,123234.0
2020-08-31,342.218,349.828,339.426,339.698,257011.0
2020-09-01,339.969,341.404,339.31,340.357,153872.0
2020-09-02,341.879,345.446,340.405,343.236,208996.0
2020-09-03,342.742,342.926,327.162,328.82,230782.0
2020-09-04,330.604,330.876,317.012,322.315,265412.0
2020-09-05,330.604,330.876,317.012,322.315,265412.0
2020-09-06,330.604,330.876,317.012,322.315,265412.0
2020-09-07,330.604,330.876,317.012,322.315,265412.0
2020-09-08,317.972,318.641,310.357,312.747,354071.0
2020-09-09,317.381,326.057,316.159,322.509,207933.0
2020-09-10,323.013,323.905,313.367,315.122,173114.0
2020-09-11,316.906,319.804,315.039,317.051,146353.0
2020-09-12,316.906,319.804,315.039,317.051,146353.0
2020-09-13,316.906,319.804,315.039,317.051,146353.0
2020-09-14,321.336,325.437,319.659,323.236,220123.0
2020-09-15,326.435,327.977,324.123,326.057,104541.0
2020-09-16,326.862,331.835,323.294,323.915,176137.0
2020-09-17,319.31,325.757,318.815,322.868,183890.0
2020-09-18,325.447,329.286,322.955,326.125,684081.0
2020-09-19,325.447,329.286,322.955,326.125,684081.0
2020-09-20,325.447,329.286,322.955,326.125,684081.0
2020-09-21,320.241,327.851,317.642,326.552,278194.0
2020-09-22,327.133,331.414,320.735,328.452,219044.0
2020-09-23,327.754,330.216,318.019,320.619,227894.0
2020-09-24,334.462,346.988,321.123,324.147,408980.0
2020-09-25,322.49,322.49,312.921,318.37,326904.0
2020-09-26,322.49,322.49,312.921,318.37,326904.0
2020-09-27,322.49,322.49,312.921,318.37,326904.0
2020-09-28,321.375,326.435,321.375,323.11,254814.0
2020-09-29,322.102,327.192,322.102,323.76,220236.0
2020-09-30,323.76,328.355,321.83,324.652,261911.0
2020-10-01,324.942,328.82,316.973,317.982,342512.0
2020-10-02,313.968,317.953,312.659,313.832,357614.0
2020-10-03,313.968,317.953,312.659,313.832,357614.0
2020-10-04,313.968,317.953,312.659,313.832,357614.0
2020-10-05,315.975,318.903,310.779,313.28,291433.0
2020-10-06,314.472,317.714,311.341,311.942,274114.0
2020-10-07,314.278,316.644,313.425,315.442,287108.0
2020-10-08,316.809,320.754,314.802,318.563,242419.0
2020-10-09,320.88,322.199,316.93,317.468,172704.0
2020-10-10,320.88,322.199,316.93,317.468,172704.0
2020-10-11,320.88,322.199,316.93,317.468,172704.0
2020-10-12,318.35,321.317,316.741,319.494,214223.0
2020-10-13,319.998,326.348,319.746,325.301,309107.0
2020-10-14,327.075,327.89,322.538,325.001,159817.0
2020-10-15,318.622,329.058,318.622,327.424,203312.0
2020-10-16,329.896,330.749,327.143,329.189,183484.0
2020-10-17,329.896,330.749,327.143,329.189,183484.0
2020-10-18,329.896,330.749,327.143,329.189,183484.0
2020-10-19,331.331,333.92,322.871,323.731,176584.0
2020-10-20,324.002,327.948,322.703,323.12,135964.0
2020-10-21,324.264,328.103,322.436,322.635,129340.0
2020-10-22,322.655,325.044,317.381,317.953,158712.0
2020-10-23,317.914,321.268,315.781,318.447,141846.0
2020-10-24,317.914,321.268,315.781,318.447,141846.0
2020-10-25,317.914,321.268,315.781,318.447,141846.0
2020-10-26,314.889,319.397,308.675,312.427,236154.0
2020-10-27,313.357,316.295,309.063,309.16,179764.0
2020-10-28,303.566,304.312,298.806,301.724,211497.0
2020-10-29,300.784,303.469,296.663,300.774,220667.0
2020-10-30,298.505,300.376,293.852,297.138,297559.0
2020-10-31,298.505,300.376,293.852,297.138,297559.0
2020-11-01,298.505,300.376,293.852,297.138,297559.0
2020-11-02,301.2,306.222,297.788,301.675,429960.0
2020-11-03,304.39,312.499,302.267,309.722,271764.0
2020-11-04,312.398,323.44,312.165,317.865,204442.0
2020-11-05,322.451,324.526,320.153,322.8,161936.0
2020-11-06,323.75,326.469,318.622,325.573,151505.0
2020-11-07,323.75,326.469,318.622,325.573,151505.0
