,FDS US Equity,FDS US Equity,FDS US Equity,FDS US Equity,FDS US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-03-19,420.67,432.334,420.601,431.518,440894.0
2022-03-20,420.67,432.334,420.601,431.518,440894.0
2022-03-21,432.078,435.203,423.903,429.917,292286.0
2022-03-22,428.924,431.435,426.369,428.236,336345.0
2022-03-23,428.934,428.934,418.101,419.471,446439.0
2022-03-24,424.718,431.862,409.91,412.102,531217.0
2022-03-25,413.458,413.684,403.543,406.982,403062.0
2022-03-26,413.458,413.684,403.543,406.982,403062.0
2022-03-27,413.458,413.684,403.543,406.982,403062.0
2022-03-28,407.758,424.66,407.238,423.844,411182.0
2022-03-29,426.762,437.999,426.753,429.749,353432.0
2022-03-30,427.676,436.283,426.025,432.255,275232.0
2022-03-31,433.985,436.166,425.765,426.605,292846.0
2022-04-01,427.804,427.804,417.251,421.663,366440.0
2022-04-02,427.804,427.804,417.251,421.663,366440.0
2022-04-03,427.804,427.804,417.251,421.663,366440.0
2022-04-04,421.653,428.01,421.653,425.642,382642.0
2022-04-05,423.353,434.623,418.194,433.13,418398.0
2022-04-06,432.353,440.794,432.127,434.938,327501.0
2022-04-07,433.867,439.473,432.766,436.844,343462.0
2022-04-08,436.834,438.053,430.064,434.142,384067.0
2022-04-09,436.834,438.053,430.064,434.142,384067.0
2022-04-10,436.834,438.053,430.064,434.142,384067.0
2022-04-11,431.558,433.66,422.862,424.63,160880.0
2022-04-12,424.905,430.86,416.858,418.204,256717.0
2022-04-13,417.988,421.073,412.701,419.943,225650.0
2022-04-14,418.41,422.694,412.721,413.261,183263.0
2022-04-15,418.41,422.694,412.721,413.261,183263.0
2022-04-16,418.41,422.694,412.721,413.261,183263.0
2022-04-17,418.41,422.694,412.721,413.261,183263.0
2022-04-18,412.888,417.536,412.485,414.892,265817.0
2022-04-19,414.814,427.008,414.814,426.939,245581.0
2022-04-20,429.356,436.795,428.295,435.694,311631.0
2022-04-21,436.824,438.013,429.386,430.791,254657.0
2022-04-22,430.103,431.44,419.638,419.805,303065.0
2022-04-23,430.103,431.44,419.638,419.805,303065.0
2022-04-24,430.103,431.44,419.638,419.805,303065.0
2022-04-25,418.096,421.8,410.048,421.584,248014.0
2022-04-26,419.992,422.586,409.173,409.625,253529.0
2022-04-27,410.755,419.127,409.124,409.281,232007.0
2022-04-28,412.298,415.269,405.803,412.082,226581.0
2022-04-29,409.006,410.018,395.839,396.478,270874.0
2022-04-30,409.006,410.018,395.839,396.478,270874.0
2022-05-01,409.006,410.018,395.839,396.478,270874.0
2022-05-02,397.343,397.569,380.746,387.949,331558.0
2022-05-03,390.012,394.233,387.615,392.272,274613.0
2022-05-04,392.508,394.621,378.113,392.41,296290.0
2022-05-05,391.319,393.52,372.792,376.0,267459.0
2022-05-06,372.964,373.219,367.402,371.598,179701.0
2022-05-07,372.964,373.219,367.402,371.598,179701.0
2022-05-08,372.964,373.219,367.402,371.598,179701.0
2022-05-09,367.569,368.395,356.613,357.517,266739.0
2022-05-10,362.45,364.636,354.992,360.74,273323.0
2022-05-11,358.873,367.648,358.848,359.433,258132.0
2022-05-12,358.067,363.147,354.107,360.052,246549.0
2022-05-13,363.285,370.488,363.236,365.348,260420.0
2022-05-14,363.285,370.488,363.236,365.348,260420.0
2022-05-15,363.285,370.488,363.236,365.348,260420.0
2022-05-16,364.435,366.685,357.861,365.977,360201.0
2022-05-17,369.721,370.625,364.877,367.658,208216.0
2022-05-18,363.973,363.973,348.614,349.912,196774.0
2022-05-19,347.258,356.397,347.258,354.156,368397.0
2022-05-20,356.79,358.971,351.277,358.234,647408.0
2022-05-21,356.79,358.971,351.277,358.234,647408.0
2022-05-22,356.79,358.971,351.277,358.234,647408.0
2022-05-23,360.681,367.245,356.829,365.761,276945.0
2022-05-24,363.088,365.987,357.969,364.356,190770.0
2022-05-25,362.037,367.451,361.615,364.199,208686.0
2022-05-26,367.353,373.219,366.734,372.266,155943.0
2022-05-27,374.817,382.165,374.817,382.165,211456.0
2022-05-28,374.817,382.165,374.817,382.165,211456.0
2022-05-29,374.817,382.165,374.817,382.165,211456.0
2022-05-30,374.817,382.165,374.817,382.165,211456.0
2022-05-31,382.155,382.155,374.96,376.029,464324.0
2022-06-01,365.362,379.131,365.362,368.947,278701.0
2022-06-02,368.622,379.456,368.622,378.717,179909.0
2022-06-03,373.793,376.368,371.222,373.606,187925.0
2022-06-04,373.793,376.368,371.222,373.606,187925.0
2022-06-05,373.793,376.368,371.222,373.606,187925.0
2022-06-06,376.757,377.89,371.626,372.128,131894.0
2022-06-07,369.518,377.082,369.41,375.841,150901.0
2022-06-08,373.271,375.595,369.026,370.789,153866.0
2022-06-09,370.198,373.625,363.51,364.032,228932.0
2022-06-10,361.451,361.451,356.335,357.472,200291.0
2022-06-11,361.451,361.451,356.335,357.472,200291.0
2022-06-12,361.451,361.451,356.335,357.472,200291.0
2022-06-13,349.002,352.479,345.825,347.446,274167.0
2022-06-14,347.731,348.283,343.782,345.436,278240.0
2022-06-15,348.559,355.522,344.944,350.509,229636.0
2022-06-16,343.043,347.396,341.093,343.457,407053.0
2022-06-17,343.25,348.573,340.709,344.067,487990.0
2022-06-18,343.25,348.573,340.709,344.067,487990.0
2022-06-19,343.25,348.573,340.709,344.067,487990.0
2022-06-20,343.25,348.573,340.709,344.067,487990.0
2022-06-21,347.524,354.143,347.524,353.365,343469.0
2022-06-22,351.395,358.295,347.8,354.518,414150.0
2022-06-23,360.073,384.597,354.636,382.903,555905.0
2022-06-24,384.735,387.129,375.408,386.607,581596.0
2022-06-25,384.735,387.129,375.408,386.607,581596.0
2022-06-26,384.735,387.129,375.408,386.607,581596.0
2022-06-27,386.439,388.094,381.726,385.257,335007.0
2022-06-28,385.257,387.439,369.577,370.336,396392.0
2022-06-29,370.71,378.008,365.992,377.329,316104.0
2022-06-30,375.349,379.909,372.882,378.776,295894.0
2022-07-01,378.747,388.961,377.595,388.261,312778.0
2022-07-02,378.747,388.961,377.595,388.261,312778.0
2022-07-03,378.747,388.961,377.595,388.261,312778.0
2022-07-04,378.747,388.961,377.595,388.261,312778.0
2022-07-05,385.602,390.34,379.367,389.847,314611.0
2022-07-06,390.418,397.549,389.296,395.796,273049.0
2022-07-07,394.545,398.751,392.536,395.796,229238.0
2022-07-08,393.324,398.377,391.59,395.579,176588.0
2022-07-09,393.324,398.377,391.59,395.579,176588.0
2022-07-10,393.324,398.377,391.59,395.579,176588.0
2022-07-11,393.974,399.756,393.974,397.805,198829.0
2022-07-12,397.52,401.844,385.257,387.375,191005.0
2022-07-13,382.007,393.161,381.052,386.951,184650.0
2022-07-14,382.421,391.206,379.988,390.487,184419.0
2022-07-15,395.294,398.012,391.551,393.954,172563.0
2022-07-16,395.294,398.012,391.551,393.954,172563.0
2022-07-17,395.294,398.012,391.551,393.954,172563.0
2022-07-18,394.329,394.585,383.322,384.962,243420.0
2022-07-19,387.887,393.925,387.887,393.649,155243.0
2022-07-20,393.974,397.633,391.088,394.998,146807.0
2022-07-21,394.368,405.311,394.368,404.858,229937.0
2022-07-22,407.143,407.143,398.584,401.883,206427.0
2022-07-23,407.143,407.143,398.584,401.883,206427.0
2022-07-24,407.143,407.143,398.584,401.883,206427.0
2022-07-25,401.627,404.217,396.87,400.11,151414.0
2022-07-26,400.79,401.154,397.165,399.135,141475.0
2022-07-27,399.47,404.808,398.584,402.651,215249.0
2022-07-28,403.843,416.549,402.602,414.805,181389.0
2022-07-29,413.239,424.28,412.264,423.207,229076.0
2022-07-30,413.239,424.28,412.264,423.207,229076.0
2022-07-31,413.239,424.28,412.264,423.207,229076.0
2022-08-01,418.519,422.357,415.15,416.431,185343.0
2022-08-02,415.288,419.769,410.462,414.579,181877.0
2022-08-03,416.391,418.174,412.422,416.106,290278.0
2022-08-04,414.865,419.464,413.88,418.381,198804.0
2022-08-05,414.776,418.794,411.255,416.933,140690.0
2022-08-06,414.776,418.794,411.255,416.933,140690.0
2022-08-07,414.776,418.794,411.255,416.933,140690.0
2022-08-08,419.494,422.508,416.775,417.169,168175.0
2022-08-09,416.647,420.331,414.677,417.366,159485.0
2022-08-10,424.458,428.417,421.808,428.348,189951.0
2022-08-11,428.447,431.274,424.901,426.625,128187.0
2022-08-12,428.112,434.603,425.039,434.425,124197.0
2022-08-13,428.112,434.603,425.039,434.425,124197.0
2022-08-14,428.112,434.603,425.039,434.425,124197.0
2022-08-15,433.834,440.768,432.303,439.862,141257.0
2022-08-16,438.848,443.221,437.144,440.946,153018.0
2022-08-17,439.941,447.722,439.788,446.028,165682.0
2022-08-18,447.554,449.249,443.733,447.387,139439.0
2022-08-19,445.841,446.126,438.769,439.645,684587.0
2022-08-20,445.841,446.126,438.769,439.645,684587.0
2022-08-21,445.841,446.126,438.769,439.645,684587.0
2022-08-22,435.331,440.025,434.745,437.026,202272.0
2022-08-23,433.677,436.238,430.998,432.386,120612.0
2022-08-24,433.352,438.828,433.352,435.272,155445.0
2022-08-25,440.256,445.821,437.214,445.565,131297.0
2022-08-26,449.81,450.105,438.395,438.414,213850.0
2022-08-27,449.81,450.105,438.395,438.414,213850.0
2022-08-28,449.81,450.105,438.395,438.414,213850.0
2022-08-29,435.942,438.887,430.515,434.701,193756.0
2022-08-30,434.622,435.737,428.641,431.908,147762.0
2022-08-31,435.5,436.226,427.516,427.674,275099.0
2022-09-01,426.233,434.642,425.888,434.306,164045.0
2022-09-02,437.287,437.287,422.399,424.812,130837.0
