,PHM US Equity,PHM US Equity,PHM US Equity,PHM US Equity,PHM US Equity
2019-02-12,25.0567,25.8838,24.9862,25.6676,7973462.0
2019-02-13,25.6676,25.7616,25.1131,25.5548,4074239.0
2019-02-14,25.0755,25.4891,24.9627,25.2917,3433487.0
2019-02-15,25.3857,25.6958,25.24,25.4891,3420137.0
2019-02-16,25.3857,25.6958,25.24,25.4891,3420137.0
2019-02-17,25.3857,25.6958,25.24,25.4891,3420137.0
2019-02-18,25.3857,25.6958,25.24,25.4891,3420137.0
2019-02-19,25.4797,25.7992,25.2823,25.4139,4173028.0
2019-02-20,25.4045,25.6206,25.2494,25.5079,5240136.0
2019-02-21,25.3669,25.9966,25.3152,25.9402,5940131.0
2019-02-22,26.0906,26.5041,25.8368,26.2973,4194937.0
2019-02-23,26.0906,26.5041,25.8368,26.2973,4194937.0
2019-02-24,26.0906,26.5041,25.8368,26.2973,4194937.0
2019-02-25,26.4007,26.4195,25.8838,25.9026,5309778.0
2019-02-26,25.7522,26.0342,25.4327,25.7898,4067434.0
2019-02-27,25.818,26.0624,25.2259,25.4609,4652827.0
2019-02-28,25.1883,25.6394,24.9721,25.3763,5006825.0
2019-03-01,25.583,25.6488,24.756,25.1319,5746886.0
2019-03-02,25.583,25.6488,24.756,25.1319,5746886.0
2019-03-03,25.583,25.6488,24.756,25.1319,5746886.0
2019-03-04,25.2353,26.1282,25.2353,26.0154,5206721.0
2019-03-05,26.006,26.053,25.2447,25.2635,5773093.0
2019-03-06,25.3199,25.7052,25.1507,25.1601,4194150.0
2019-03-07,25.2541,26.1564,25.0943,25.8744,4974073.0
2019-03-08,25.8556,26.1939,25.7522,25.9214,3836263.0
2019-03-09,25.8556,26.1939,25.7522,25.9214,3836263.0
2019-03-10,25.8556,26.1939,25.7522,25.9214,3836263.0
2019-03-11,25.9308,26.5417,25.9308,26.5041,2594593.0
2019-03-12,26.5699,26.6357,26.0154,26.3255,2665304.0
2019-03-13,26.3631,26.4665,25.7381,25.865,3404248.0
2019-03-14,25.8461,25.8839,25.4121,25.563,3492385.0
2019-03-15,25.6008,25.865,25.2988,25.3554,4400784.0
2019-03-16,25.6008,25.865,25.2988,25.3554,4400784.0
2019-03-17,25.6008,25.865,25.2988,25.3554,4400784.0
2019-03-18,25.3554,25.5064,25.0912,25.1667,4847185.0
2019-03-19,25.1761,25.4168,24.7043,24.7609,4670691.0
2019-03-20,24.6288,24.9025,23.8173,24.3458,6887947.0
2019-03-21,24.4118,25.0818,24.2514,24.8176,4956691.0
2019-03-22,24.7798,25.4404,24.676,25.0818,4673474.0
2019-03-23,24.7798,25.4404,24.676,25.0818,4673474.0
2019-03-24,24.7798,25.4404,24.676,25.0818,4673474.0
2019-03-25,24.9685,25.7329,24.8647,25.6763,3451933.0
2019-03-26,25.714,25.8839,25.4875,25.8367,2859959.0
2019-03-27,26.3179,27.2569,26.2425,27.1578,8355036.0
2019-03-28,27.2144,27.271,26.7048,26.7048,6267105.0
2019-03-29,26.8841,27.1295,26.3463,26.384,3314011.0
2019-03-30,26.8841,27.1295,26.3463,26.384,3314011.0
2019-03-31,26.8841,27.1295,26.3463,26.384,3314011.0
2019-04-01,26.4689,26.4689,25.8178,26.3179,3255460.0
2019-04-02,26.3557,26.3557,25.8933,26.2047,2555646.0
2019-04-03,26.3274,26.5539,25.9971,26.2047,3044684.0
2019-04-04,26.1481,26.9974,26.1481,26.9785,3486386.0
2019-04-05,26.9785,27.3937,26.903,27.3088,2662937.0
2019-04-06,26.9785,27.3937,26.903,27.3088,2662937.0
2019-04-07,26.9785,27.3937,26.903,27.3088,2662937.0
2019-04-08,27.2333,27.3843,27.0021,27.205,2771394.0
2019-04-09,27.1672,27.3937,26.8747,26.9596,2988240.0
2019-04-10,27.205,27.4597,26.9502,27.2899,2169159.0
2019-04-11,27.3654,27.8372,27.3371,27.7523,3336390.0
2019-04-12,27.79,27.8749,27.573,27.7334,2499120.0
2019-04-13,27.79,27.8749,27.573,27.7334,2499120.0
2019-04-14,27.79,27.8749,27.573,27.7334,2499120.0
2019-04-15,27.7994,27.9127,27.5447,27.8372,2100831.0
2019-04-16,27.9976,28.1392,27.7853,28.0825,2830449.0
2019-04-17,28.1863,28.4647,28.1203,28.3468,2789415.0
2019-04-18,28.2996,28.8658,28.2996,28.677,3316359.0
2019-04-19,28.2996,28.8658,28.2996,28.677,3316359.0
2019-04-20,28.2996,28.8658,28.2996,28.677,3316359.0
2019-04-21,28.2996,28.8658,28.2996,28.677,3316359.0
2019-04-22,28.6487,28.9601,28.4506,28.5166,4577961.0
2019-04-23,29.0167,29.9226,28.7997,29.5829,7086968.0
2019-04-24,29.9604,30.1491,29.3989,30.0642,3505410.0
2019-04-25,29.4791,30.0972,29.13,29.8849,4365699.0
2019-04-26,30.017,30.0453,29.6584,29.6867,3281060.0
2019-04-27,30.017,30.0453,29.6584,29.6867,3281060.0
2019-04-28,30.017,30.0453,29.6584,29.6867,3281060.0
2019-04-29,29.6584,29.7245,29.4131,29.564,3484542.0
2019-04-30,29.5263,29.7622,29.4083,29.6867,2983544.0
2019-05-01,29.7433,30.2057,29.5074,29.5263,3340375.0
2019-05-02,29.7433,30.2152,29.4602,29.9132,2906917.0
2019-05-03,29.9792,30.083,29.498,29.9887,2803394.0
2019-05-04,29.9792,30.083,29.498,29.9887,2803394.0
2019-05-05,29.9792,30.083,29.498,29.9887,2803394.0
2019-05-06,29.6867,30.0123,29.5452,29.9509,3047064.0
2019-05-07,29.7528,29.9509,29.4428,29.6962,2697745.0
2019-05-08,29.6112,29.8188,29.3187,29.3281,2032223.0
2019-05-09,29.2432,29.8094,29.1677,29.7528,3083268.0
2019-05-10,29.6678,29.8519,29.3376,29.7622,2701880.0
2019-05-11,29.6678,29.8519,29.3376,29.7622,2701880.0
2019-05-12,29.6678,29.8519,29.3376,29.7622,2701880.0
2019-05-13,29.2432,29.6773,29.1017,29.498,4108329.0
2019-05-14,29.5169,30.418,29.4886,30.2623,4715988.0
2019-05-15,30.2623,30.4322,30.0359,30.1302,3075111.0
2019-05-16,30.2246,30.7766,30.2246,30.5077,3389125.0
2019-05-17,30.3944,30.9512,30.234,30.6492,3858107.0
2019-05-18,30.3944,30.9512,30.234,30.6492,3858107.0
2019-05-19,30.3944,30.9512,30.234,30.6492,3858107.0
2019-05-20,30.5454,30.6964,29.9698,30.0642,2415154.0
2019-05-21,30.1491,30.6681,30.0736,30.4511,2619602.0
2019-05-22,29.8,30.4558,29.7622,30.3095,3233435.0
2019-05-23,30.1491,30.3661,29.7811,29.8094,3236686.0
2019-05-24,29.9038,30.319,29.9038,30.3095,1966709.0
2019-05-25,29.9038,30.319,29.9038,30.3095,1966709.0
2019-05-26,29.9038,30.319,29.9038,30.3095,1966709.0
2019-05-27,29.9038,30.319,29.9038,30.3095,1966709.0
2019-05-28,30.319,30.4558,29.8849,29.8943,3160223.0
2019-05-29,29.9226,29.9226,29.2951,29.498,3108702.0
2019-05-30,29.5546,29.8896,29.4697,29.7528,2404685.0
2019-05-31,29.4414,29.5829,28.946,29.2526,2732121.0
2019-06-01,29.4414,29.5829,28.946,29.2526,2732121.0
2019-06-02,29.4414,29.5829,28.946,29.2526,2732121.0
2019-06-03,29.2432,30.1397,29.1017,29.9038,3672528.0
2019-06-04,30.1868,30.1963,29.6207,30.1397,4119566.0
2019-06-05,30.319,30.319,29.716,30.2529,2954049.0
2019-06-06,30.319,30.5737,29.9321,30.017,3056768.0
2019-06-07,30.168,30.9795,30.168,30.904,4199694.0
2019-06-08,30.168,30.9795,30.168,30.904,4199694.0
2019-06-09,30.168,30.9795,30.168,30.904,4199694.0
2019-06-10,30.8851,31.2248,30.6492,30.8851,2555071.0
2019-06-11,31.0172,31.1399,30.4086,30.6681,2039334.0
2019-06-12,30.6964,31.0644,30.2482,30.3473,4300427.0
2019-06-13,30.4893,30.9112,30.4893,30.7733,2303680.0
2019-06-14,30.7071,31.1994,30.6313,31.1047,3029163.0
2019-06-15,30.7071,31.1994,30.6313,31.1047,3029163.0
2019-06-16,30.7071,31.1994,30.6313,31.1047,3029163.0
2019-06-17,31.1047,31.2278,30.4703,30.9248,2379357.0
2019-06-18,31.0101,31.3888,30.7733,31.1521,4555572.0
2019-06-19,31.1047,31.1426,29.9354,30.4987,3944768.0
2019-06-20,30.7544,31.029,30.5177,30.9911,3580252.0
2019-06-21,30.8775,30.9343,30.1673,30.2052,3739570.0
2019-06-22,30.8775,30.9343,30.1673,30.2052,3739570.0
2019-06-23,30.8775,30.9343,30.1673,30.2052,3739570.0
2019-06-24,30.2715,30.7639,30.0821,30.4419,2395475.0
2019-06-25,30.887,30.9817,29.1826,29.7128,7000805.0
2019-06-26,29.817,30.0158,29.2015,29.5045,4108646.0
2019-06-27,29.9212,30.0064,29.514,29.8738,2730246.0
2019-06-28,29.7886,30.2668,29.7886,29.9401,4976138.0
2019-06-29,29.7886,30.2668,29.7886,29.9401,4976138.0
2019-06-30,29.7886,30.2668,29.7886,29.9401,4976138.0
2019-07-01,30.2715,30.4987,29.8643,30.4135,4128117.0
2019-07-02,30.4419,30.7544,30.3378,30.7355,3074963.0
2019-07-03,30.6787,31.1237,30.6218,30.9438,1653862.0
2019-07-04,30.6787,31.1237,30.6218,30.9438,1653862.0
2019-07-05,30.7165,30.8302,30.0348,30.2431,3248470.0
2019-07-06,30.7165,30.8302,30.0348,30.2431,3248470.0
2019-07-07,30.7165,30.8302,30.0348,30.2431,3248470.0
2019-07-08,30.2526,30.7923,30.1105,30.6029,3472351.0
2019-07-09,30.5461,30.6645,30.2242,30.2904,5037974.0
2019-07-10,30.6597,30.9817,30.6502,30.9154,3112166.0
2019-07-11,30.9817,31.0006,30.4135,30.9532,2904929.0
2019-07-12,31.1142,31.8244,31.1047,31.7865,3516742.0
2019-07-13,31.1142,31.8244,31.1047,31.7865,3516742.0
2019-07-14,31.1142,31.8244,31.1047,31.7865,3516742.0
2019-07-15,31.8149,31.9569,31.2468,31.3793,4040067.0
2019-07-16,31.2752,31.9806,31.2752,31.796,3093068.0
2019-07-17,31.8433,31.9948,31.6397,31.7013,2573583.0
2019-07-18,31.796,32.099,31.3415,31.6634,4913139.0
2019-07-19,31.796,31.9285,31.4267,31.4646,2959032.0
2019-07-20,31.796,31.9285,31.4267,31.4646,2959032.0
2019-07-21,31.796,31.9285,31.4267,31.4646,2959032.0
2019-07-22,31.6255,32.2221,31.5924,31.7013,7360481.0
2019-07-23,30.3946,31.3793,28.9459,29.0595,11401114.0
2019-07-24,29.353,29.4004,28.6523,29.2583,6912121.0
2019-07-25,29.3436,30.2194,29.3436,30.1673,5569767.0
2019-07-26,30.0537,30.281,29.907,30.1673,2634660.0
2019-07-27,30.0537,30.281,29.907,30.1673,2634660.0
2019-07-28,30.0537,30.281,29.907,30.1673,2634660.0
2019-07-29,30.12,30.2478,29.6276,29.7981,4630813.0
2019-07-30,29.9496,30.6597,29.8833,30.3946,3340315.0
2019-07-31,30.5082,30.6029,29.4004,29.8359,4270586.0
2019-08-01,29.7981,30.5792,29.4856,30.1579,4082210.0
2019-08-02,30.0916,30.2194,29.6324,29.675,3011792.0
2019-08-03,30.0916,30.2194,29.6324,29.675,3011792.0
2019-08-04,30.0916,30.2194,29.6324,29.675,3011792.0
2019-08-05,29.5519,29.8359,29.1353,29.4572,3327400.0
2019-08-06,29.353,29.727,29.1273,29.2868,3735634.0
2019-08-07,29.1731,30.2289,29.0216,30.1484,4376295.0
2019-08-08,30.2526,30.8444,30.2336,30.7828,3229419.0
2019-08-09,30.5934,30.6692,30.262,30.3662,2177557.0
2019-08-10,30.5934,30.6692,30.262,30.3662,2177557.0
2019-08-11,30.5934,30.6692,30.262,30.3662,2177557.0
2019-08-12,30.1579,30.262,29.6844,29.8075,1467882.0
2019-08-13,30.4135,30.7071,30.0158,30.5366,2031099.0
2019-08-14,30.2052,30.4041,29.6655,29.978,2248353.0
2019-08-15,30.0727,30.1897,29.6371,29.7318,2024683.0
2019-08-16,29.8738,30.5177,29.7602,30.3662,2466566.0
2019-08-17,29.8738,30.5177,29.7602,30.3662,2466566.0
2019-08-18,29.8738,30.5177,29.7602,30.3662,2466566.0
2019-08-19,30.7449,31.0101,30.565,30.7828,1925390.0
2019-08-20,30.8396,31.0858,30.6029,30.9154,2115555.0
2019-08-21,31.0669,31.2373,30.6881,31.1426,2532829.0
2019-08-22,31.1332,31.4362,30.8964,31.3983,2848157.0
2019-08-23,31.4835,31.938,30.8964,30.9627,3899357.0
2019-08-24,31.4835,31.938,30.8964,30.9627,3899357.0
2019-08-25,31.4835,31.938,30.8964,30.9627,3899357.0
2019-08-26,31.0574,31.4551,30.9817,31.4267,3255503.0
2019-08-27,31.6823,31.7249,31.4456,31.6161,3605639.0
2019-08-28,31.493,31.6634,31.0702,31.6445,1933655.0
2019-08-29,31.6729,31.9522,31.5782,31.8906,3418543.0
2019-08-30,31.9759,32.1274,31.7013,32.0043,2190840.0
2019-08-31,31.9759,32.1274,31.7013,32.0043,2190840.0
2019-09-01,31.9759,32.1274,31.7013,32.0043,2190840.0
2019-09-02,31.9759,32.1274,31.7013,32.0043,2190840.0
2019-09-03,31.7676,32.2694,31.7107,32.1842,3613092.0
2019-09-04,32.3451,32.7428,32.1652,32.6292,2494416.0
2019-09-05,32.7239,32.8091,32.1274,32.4304,2448436.0
2019-09-06,32.5724,32.9464,32.5724,32.7334,2473869.0
2019-09-07,32.5724,32.9464,32.5724,32.7334,2473869.0
2019-09-08,32.5724,32.9464,32.5724,32.7334,2473869.0
2019-09-09,32.7523,33.1168,32.6481,32.9133,3323834.0
2019-09-10,32.8849,32.8849,32.3357,32.4398,3768212.0
2019-09-11,32.8375,32.9511,32.5677,32.9227,2898792.0
2019-09-12,33.1405,33.4151,32.9606,33.2068,2820850.0
2019-09-13,33.3204,33.6613,33.1216,33.3772,5271110.0
2019-09-14,33.3204,33.6613,33.1216,33.3772,5271110.0
2019-09-15,33.3204,33.6613,33.1216,33.3772,5271110.0
2019-09-16,33.3394,33.5666,33.0553,33.3299,3760543.0
2019-09-17,33.3394,33.8333,33.3394,33.6338,3399249.0
2019-09-18,33.5389,33.6908,32.7695,33.1589,5393463.0
2019-09-19,33.2444,33.8333,33.2444,33.6813,3756691.0
2019-09-20,33.8808,33.9568,33.5294,33.8903,3793281.0
2019-09-21,33.8808,33.9568,33.5294,33.8903,3793281.0
2019-09-22,33.8808,33.9568,33.5294,33.8903,3793281.0
2019-09-23,33.8143,34.0423,33.7763,33.8713,1832526.0
2019-09-24,33.9378,34.5077,33.9188,34.2132,2702614.0
2019-09-25,34.3557,34.4507,34.028,34.3747,3160464.0
2019-09-26,34.6407,34.7737,34.3082,34.3652,1612897.0
2019-09-27,34.4887,34.4887,33.9663,34.1183,2031188.0
2019-09-28,34.4887,34.4887,33.9663,34.1183,2031188.0
2019-09-29,34.4887,34.4887,33.9663,34.1183,2031188.0
2019-09-30,34.1848,34.7737,34.1521,34.7167,2718954.0
2019-10-01,34.7262,34.8591,34.389,34.6027,2102034.0
2019-10-02,34.6787,34.8781,34.0708,34.4032,4517446.0
2019-10-03,34.4032,34.5932,34.0803,34.3557,2813388.0
2019-10-04,34.3842,35.2296,34.3177,35.2296,3536552.0
2019-10-05,34.3842,35.2296,34.3177,35.2296,3536552.0
2019-10-06,34.3842,35.2296,34.3177,35.2296,3536552.0
2019-10-07,35.0776,35.2011,34.8496,34.9066,3561764.0
2019-10-08,34.6977,35.2011,34.6407,34.7832,2139347.0
2019-10-09,35.0396,35.1916,34.8116,35.0491,2743285.0
2019-10-10,34.8781,35.1156,34.8211,35.0966,2200804.0
2019-10-11,35.2486,35.4623,35.0111,35.0396,2006379.0
2019-10-12,35.2486,35.4623,35.0111,35.0396,2006379.0
2019-10-13,35.2486,35.4623,35.0111,35.0396,2006379.0
2019-10-14,35.0206,35.2913,34.9161,35.2011,1899343.0
2019-10-15,35.3626,35.562,35.2438,35.4385,2771363.0
2019-10-16,35.486,36.3931,35.391,36.3124,4248580.0
2019-10-17,36.5214,36.8348,36.1984,36.3219,2904987.0
2019-10-18,36.3029,36.5214,36.1414,36.3789,2844457.0
2019-10-19,36.3029,36.5214,36.1414,36.3789,2844457.0
2019-10-20,36.3029,36.5214,36.1414,36.3789,2844457.0
2019-10-21,36.4264,36.8126,36.1367,36.2744,5659523.0
2019-10-22,36.6543,37.6517,35.2201,37.4522,6845394.0
2019-10-23,37.5187,37.8606,37.2147,37.8321,4259643.0
2019-10-24,37.9176,39.0194,37.8131,38.9719,5346422.0
2019-10-25,38.915,39.1524,38.2216,38.383,4848395.0
2019-10-26,38.915,39.1524,38.2216,38.383,4848395.0
2019-10-27,38.915,39.1524,38.2216,38.383,4848395.0
2019-10-28,38.3166,38.592,37.4807,37.4902,5054483.0
2019-10-29,37.2812,37.9651,36.944,37.0438,4460557.0
2019-10-30,37.0628,37.5852,36.5783,37.5852,4598510.0
2019-10-31,37.6422,37.6422,36.9678,37.2717,2717640.0
2019-11-01,37.4712,38.0601,37.3667,38.0221,3339886.0
2019-11-02,37.4712,38.0601,37.3667,38.0221,3339886.0
2019-11-03,37.4712,38.0601,37.3667,38.0221,3339886.0
2019-11-04,37.7467,37.7941,36.0654,36.2364,5847264.0
2019-11-05,36.2079,36.4169,35.733,36.3599,4125652.0
2019-11-06,36.4644,36.8918,36.1913,36.8823,4102697.0
2019-11-07,36.8633,36.9298,35.7995,36.1414,4304646.0
2019-11-08,36.1129,36.5242,36.0464,36.2649,3636753.0
2019-11-09,36.1129,36.5242,36.0464,36.2649,3636753.0
2019-11-10,36.1129,36.5242,36.0464,36.2649,3636753.0
2019-11-11,36.3124,36.9678,36.2649,36.8538,2051994.0
2019-11-12,37.2052,37.6137,36.1414,36.8253,4038699.0
2019-11-13,36.8348,37.3002,36.7113,37.2717,2712531.0
2019-11-14,37.0723,37.5282,37.0058,37.3762,2410919.0
2019-11-15,37.5187,37.5662,36.8918,36.9583,2281297.0
2019-11-16,37.5187,37.5662,36.8918,36.9583,2281297.0
2019-11-17,37.5187,37.5662,36.8918,36.9583,2281297.0
2019-11-18,37.0438,37.6137,37.0438,37.5092,2579310.0
2019-11-19,37.4427,37.6897,37.2052,37.4047,2130292.0
2019-11-20,37.4332,37.8654,37.2907,37.6517,2766991.0
2019-11-21,37.5852,37.9461,36.9678,37.0248,2759265.0
2019-11-22,37.1103,37.4142,36.6733,36.9298,3239271.0
2019-11-23,37.1103,37.4142,36.6733,36.9298,3239271.0
2019-11-24,37.1103,37.4142,36.6733,36.9298,3239271.0
2019-11-25,37.1008,37.5044,37.0438,37.4617,2468991.0
2019-11-26,37.5852,38.0886,37.3477,38.0791,5187477.0
2019-11-27,38.0316,38.3071,37.6897,37.8226,2189962.0
2019-11-28,38.0316,38.3071,37.6897,37.8226,2189962.0
2019-11-29,37.7562,38.0126,37.6042,37.6612,1008107.0
2019-11-30,37.7562,38.0126,37.6042,37.6612,1008107.0
2019-12-01,37.7562,38.0126,37.6042,37.6612,1008107.0
2019-12-02,37.6137,37.6612,36.8158,37.1767,2575684.0
2019-12-03,36.8633,37.4047,36.7113,37.3952,3294053.0
2019-12-04,37.4332,37.5757,37.0105,37.4142,2846001.0
2019-12-05,37.4902,38.2596,37.3762,38.1836,3103030.0
2019-12-06,38.44,38.497,37.6234,38.0506,3652452.0
2019-12-07,38.44,38.497,37.6234,38.0506,3652452.0
2019-12-08,38.44,38.497,37.6234,38.0506,3652452.0
2019-12-09,38.1456,38.2928,37.8986,38.1456,2191895.0
2019-12-10,38.1171,38.3546,37.7941,38.2501,2210418.0
2019-12-11,38.1741,38.687,37.9651,38.668,1608891.0
2019-12-12,38.573,38.7155,37.6279,37.6422,2524352.0
2019-12-13,37.7087,38.4115,37.5876,38.3546,2893172.0
2019-12-14,37.7087,38.4115,37.5876,38.3546,2893172.0
2019-12-15,37.7087,38.4115,37.5876,38.3546,2893172.0
2019-12-16,38.3546,38.4875,37.7989,38.0126,2895827.0
2019-12-17,38.0031,38.4794,37.6506,37.6791,2722624.0
2019-12-18,37.7458,37.9602,36.8789,37.0789,4878827.0
2019-12-19,36.9646,37.2647,36.493,36.7741,6158407.0
2019-12-20,36.8979,37.803,36.7646,37.7458,7644943.0
2019-12-21,36.8979,37.803,36.7646,37.7458,7644943.0
2019-12-22,36.8979,37.803,36.7646,37.7458,7644943.0
2019-12-23,37.7554,37.8792,36.9741,37.0599,2155438.0
2019-12-24,37.1552,37.4219,37.1076,37.2981,1346407.0
2019-12-25,37.1552,37.4219,37.1076,37.2981,1346407.0
2019-12-26,37.3552,37.4314,36.8979,37.1361,1891557.0
2019-12-27,37.279,37.279,36.8408,36.9551,2053394.0
2019-12-28,37.279,37.279,36.8408,36.9551,2053394.0
2019-12-29,37.279,37.279,36.8408,36.9551,2053394.0
2019-12-30,36.8694,37.0218,36.5835,36.9646,1625898.0
2019-12-31,36.7836,37.098,36.7598,36.9646,1838903.0
2020-01-01,36.7836,37.098,36.7598,36.9646,1838903.0
2020-01-02,37.0313,37.1361,36.5169,36.8503,2049336.0
2020-01-03,36.6693,37.2314,36.4978,37.1742,2607211.0
2020-01-04,36.6693,37.2314,36.4978,37.1742,2607211.0
2020-01-05,36.6693,37.2314,36.4978,37.1742,2607211.0
2020-01-06,37.2504,37.6952,37.1552,37.4505,2145735.0
2020-01-07,37.6506,37.9254,37.3457,37.6982,4942159.0
2020-01-08,38.2317,38.5652,38.0316,38.0412,5464174.0
2020-01-09,38.1079,38.327,37.6982,37.9268,3737735.0
2020-01-10,37.6791,38.508,37.5362,38.0983,3008498.0
2020-01-11,37.6791,38.508,37.5362,38.0983,3008498.0
2020-01-12,37.6791,38.508,37.5362,38.0983,3008498.0
2020-01-13,38.0793,38.5556,38.065,38.5175,2988480.0
2020-01-14,38.5842,39.0987,38.4985,39.0034,3172379.0
2020-01-15,39.0606,39.6322,38.9081,39.3559,2735832.0
2020-01-16,39.4702,39.7656,39.3559,39.6893,2037825.0
2020-01-17,39.9085,40.2232,39.7227,39.8132,2322545.0
2020-01-18,39.9085,40.2232,39.7227,39.8132,2322545.0
2020-01-19,39.9085,40.2232,39.7227,39.8132,2322545.0
2020-01-20,39.9085,40.2232,39.7227,39.8132,2322545.0
2020-01-21,39.8894,40.6325,39.7846,40.5277,3415762.0
2020-01-22,40.6039,41.1422,40.28,40.8516,2588004.0
2020-01-23,40.8897,42.0663,40.8612,41.7757,3867317.0
2020-01-24,41.8805,42.2187,41.4232,41.6424,4147380.0
2020-01-25,41.8805,42.2187,41.4232,41.6424,4147380.0
2020-01-26,41.8805,42.2187,41.4232,41.6424,4147380.0
2020-01-27,41.2994,42.3474,41.2518,42.2045,5233294.0
2020-01-28,43.1762,45.0625,42.0044,44.6243,9197110.0
2020-01-29,44.7767,44.8815,42.7284,43.8336,5995320.0
2020-01-30,43.824,44.2146,43.3096,43.5192,3302659.0
2020-01-31,43.7097,43.8812,42.4712,42.5379,4179973.0
2020-02-01,43.7097,43.8812,42.4712,42.5379,4179973.0
2020-02-02,43.7097,43.8812,42.4712,42.5379,4179973.0
2020-02-03,42.6808,42.9476,42.414,42.5474,2816001.0
2020-02-04,42.6808,42.7856,41.9758,41.9949,4343888.0
2020-02-05,42.0044,43.1476,41.6519,43.1286,2974045.0
2020-02-06,43.4525,43.7383,43.119,43.3382,3720216.0
2020-02-07,43.5668,44.1384,43.3572,43.9193,3333941.0
2020-02-08,43.5668,44.1384,43.3572,43.9193,3333941.0
2020-02-09,43.5668,44.1384,43.3572,43.9193,3333941.0
2020-02-10,44.1194,44.529,44.0622,44.4528,2163494.0
2020-02-11,44.4623,44.9181,44.1765,44.7577,2358662.0
2020-02-12,44.71,44.9387,44.167,44.4909,1986412.0
2020-02-13,44.3004,44.7863,44.1956,44.4814,2796771.0
2020-02-14,44.7386,44.7767,44.1956,44.4814,1854114.0
2020-02-15,44.7386,44.7767,44.1956,44.4814,1854114.0
2020-02-16,44.7386,44.7767,44.1956,44.4814,1854114.0
2020-02-17,44.7386,44.7767,44.1956,44.4814,1854114.0
2020-02-18,44.2432,44.7958,44.0622,44.4433,2382582.0
2020-02-19,44.8434,45.1292,44.3221,44.348,3036975.0
2020-02-20,44.2813,44.6023,43.6049,44.4623,4012331.0
2020-02-21,44.4909,44.8911,44.1861,44.2146,2104367.0
2020-02-22,44.4909,44.8911,44.1861,44.2146,2104367.0
2020-02-23,44.4909,44.8911,44.1861,44.2146,2104367.0
2020-02-24,43.443,43.8193,42.9952,43.1095,3154930.0
2020-02-25,43.1381,43.2429,41.2895,41.2994,2929816.0
2020-02-26,40.6516,41.6805,39.9466,40.0799,4577290.0
2020-02-27,39.4893,41.2803,38.9748,39.7656,4835568.0
2020-02-28,38.6509,39.5369,37.26,38.2984,9513676.0
2020-02-29,38.6509,39.5369,37.26,38.2984,9513676.0
2020-03-01,38.6509,39.5369,37.26,38.2984,9513676.0
