,ESNT US Equity,ESNT US Equity,ESNT US Equity,ESNT US Equity,ESNT US Equity
2019-05-04,44.5096,44.6197,42.8119,43.9589,759428.0
2019-05-05,44.5096,44.6197,42.8119,43.9589,759428.0
2019-05-06,44.1149,44.8583,43.2248,44.7023,691583.0
2019-05-07,44.2343,44.4545,43.0412,43.3257,421449.0
2019-05-08,43.188,43.3165,42.8301,42.8852,1323336.0
2019-05-09,42.4998,42.9953,42.0042,42.9586,515002.0
2019-05-10,42.9311,43.8213,42.3805,43.4175,956651.0
2019-05-11,42.9311,43.8213,42.3805,43.4175,956651.0
2019-05-12,42.9311,43.8213,42.3805,43.4175,956651.0
2019-05-13,42.6007,42.6741,41.6744,41.9308,603117.0
2019-05-14,41.995,43.1055,41.9629,42.9127,522227.0
2019-05-15,42.3713,43.188,42.0592,43.1422,430377.0
2019-05-16,43.133,44.0048,43.0825,43.6928,486221.0
2019-05-17,43.2798,43.8396,43.2796,43.4267,495955.0
2019-05-18,43.2798,43.8396,43.2796,43.4267,495955.0
2019-05-19,43.2798,43.8396,43.2796,43.4267,495955.0
2019-05-20,43.2523,44.0507,43.133,43.8029,598441.0
2019-05-21,44.1149,44.7941,43.7203,43.8305,815172.0
2019-05-22,43.702,44.1425,43.702,44.1058,575441.0
2019-05-23,43.8213,44.0691,43.4955,43.8121,590609.0
2019-05-24,44.0324,44.2526,43.7662,43.8305,477828.0
2019-05-25,44.0324,44.2526,43.7662,43.8305,477828.0
2019-05-26,44.0324,44.2526,43.7662,43.8305,477828.0
2019-05-27,44.0324,44.2526,43.7662,43.8305,477828.0
2019-05-28,43.8763,44.6748,43.8187,44.1425,432280.0
2019-05-29,43.7662,44.2159,43.6286,44.2159,606761.0
2019-05-30,44.3903,44.6931,43.3991,43.5827,493805.0
2019-05-31,42.876,43.2431,42.3529,43.0871,881467.0
2019-06-01,42.876,43.2431,42.3529,43.0871,881467.0
2019-06-02,42.876,43.2431,42.3529,43.0871,881467.0
2019-06-03,43.0871,43.757,42.7292,42.9494,913720.0
2019-06-04,43.445,43.7203,43.1238,43.5001,1086227.0
2019-06-05,43.913,44.2801,43.0963,44.2251,623666.0
2019-06-06,44.2801,45.1612,44.2801,44.9317,959989.0
2019-06-07,45.1703,45.3998,44.6472,44.7849,600345.0
2019-06-08,45.1703,45.3998,44.6472,44.7849,600345.0
2019-06-09,45.1703,45.3998,44.6472,44.7849,600345.0
2019-06-10,45.2713,46.3542,45.0051,45.2805,840973.0
2019-06-11,45.4824,45.6311,44.5371,44.9501,910101.0
2019-06-12,44.8675,45.2713,44.5646,44.5922,347652.0
2019-06-13,44.8675,45.0143,44.5646,44.6013,533180.0
2019-06-14,44.5096,44.8583,43.9487,44.4453,438578.0
2019-06-15,44.5096,44.8583,43.9487,44.4453,438578.0
2019-06-16,44.5096,44.8583,43.9487,44.4453,438578.0
2019-06-17,44.482,44.6431,43.7937,43.8672,312961.0
2019-06-18,44.0048,45.2896,43.8672,45.0327,714963.0
2019-06-19,44.9776,45.7485,44.9776,45.5099,537333.0
2019-06-20,45.8403,45.9596,45.0327,45.2162,489928.0
2019-06-21,44.9409,45.2024,43.5276,43.601,1117880.0
2019-06-22,44.9409,45.2024,43.5276,43.601,1117880.0
2019-06-23,44.9409,45.2024,43.5276,43.601,1117880.0
2019-06-24,43.6928,44.1149,43.4358,43.4634,555024.0
2019-06-25,43.445,43.4634,41.6463,41.6738,1180233.0
2019-06-26,41.9675,42.4355,41.6187,42.3529,665182.0
2019-06-27,42.4172,42.8852,41.9858,42.8393,348568.0
2019-06-28,42.9036,43.2523,42.4263,43.1238,1014122.0
2019-06-29,42.9036,43.2523,42.4263,43.1238,1014122.0
2019-06-30,42.9036,43.2523,42.4263,43.1238,1014122.0
2019-07-01,43.6469,44.1792,43.4312,44.0691,372110.0
2019-07-02,44.0691,44.17,43.5276,43.913,437137.0
2019-07-03,44.0874,44.9134,44.0874,44.6748,207787.0
2019-07-04,44.0874,44.9134,44.0874,44.6748,207787.0
2019-07-05,44.6105,45.1887,44.5279,45.0877,279325.0
2019-07-06,44.6105,45.1887,44.5279,45.0877,279325.0
2019-07-07,44.6105,45.1887,44.5279,45.0877,279325.0
2019-07-08,44.9684,45.3034,44.3536,44.5463,432140.0
2019-07-09,44.3811,44.7206,44.0599,44.5555,431677.0
2019-07-10,44.6839,44.8675,44.0782,44.7665,463139.0
2019-07-11,44.9042,44.9134,44.1792,44.9134,663970.0
2019-07-12,45.0694,45.7898,44.9868,45.5558,299287.0
2019-07-13,45.0694,45.7898,44.9868,45.5558,299287.0
2019-07-14,45.0694,45.7898,44.9868,45.5558,299287.0
2019-07-15,45.6108,45.6934,43.8396,43.9865,592836.0
2019-07-16,44.0324,44.482,43.7755,44.0232,585354.0
2019-07-17,43.9589,43.9589,42.9127,42.9861,716553.0
2019-07-18,43.1055,43.8305,43.053,43.8305,658892.0
2019-07-19,43.7479,43.8121,43.0779,43.1146,425525.0
2019-07-20,43.7479,43.8121,43.0779,43.1146,425525.0
2019-07-21,43.7479,43.8121,43.0779,43.1146,425525.0
2019-07-22,43.0137,43.1605,42.463,42.4906,688901.0
2019-07-23,42.5823,43.3624,42.3713,43.3257,457115.0
2019-07-24,43.2982,44.2526,43.2339,44.17,460661.0
2019-07-25,44.0324,44.0691,42.8668,43.032,661306.0
2019-07-26,43.0596,43.0596,41.2517,41.9675,822719.0
2019-07-27,43.0596,43.0596,41.2517,41.9675,822719.0
2019-07-28,43.0596,43.0596,41.2517,41.9675,822719.0
2019-07-29,41.8665,42.8301,41.8573,42.7751,718660.0
2019-07-30,42.3988,43.2248,42.3988,43.1605,550762.0
2019-07-31,43.1789,43.546,42.2887,42.3621,753477.0
2019-08-01,42.1694,43.0596,41.0589,41.6463,917612.0
2019-08-02,42.2703,42.4952,38.8839,41.9858,1528854.0
2019-08-03,42.2703,42.4952,38.8839,41.9858,1528854.0
2019-08-04,42.2703,42.4952,38.8839,41.9858,1528854.0
2019-08-05,41.2333,41.6004,40.4624,41.1599,646786.0
2019-08-06,41.5729,42.1969,41.2608,42.1694,522476.0
2019-08-07,41.5453,42.3805,41.3618,42.1694,663683.0
2019-08-08,42.5181,43.3165,42.3805,43.1422,411183.0
2019-08-09,43.0596,43.9314,42.8393,43.2431,520529.0
2019-08-10,43.0596,43.9314,42.8393,43.2431,520529.0
2019-08-11,43.0596,43.9314,42.8393,43.2431,520529.0
2019-08-12,42.8026,42.8026,42.0134,42.1602,296860.0
2019-08-13,42.1143,43.188,41.9308,42.5732,273366.0
2019-08-14,41.995,42.0501,41.371,41.7656,458597.0
2019-08-15,42.0317,42.8577,41.8558,42.1969,388300.0
2019-08-16,42.5915,43.6286,42.5915,43.4542,607279.0
2019-08-17,42.5915,43.6286,42.5915,43.4542,607279.0
2019-08-18,42.5915,43.6286,42.5915,43.4542,607279.0
2019-08-19,44.0232,44.3994,43.6286,44.0599,633119.0
2019-08-20,43.9865,44.5922,43.6836,43.7203,788532.0
2019-08-21,44.0966,44.4637,43.6836,43.8305,560702.0
2019-08-22,44.0966,44.7206,43.9865,44.5646,579371.0
2019-08-23,44.427,44.9868,43.4909,43.5827,621595.0
2019-08-24,44.427,44.9868,43.4909,43.5827,621595.0
2019-08-25,44.427,44.9868,43.4909,43.5827,621595.0
2019-08-26,43.9956,44.271,43.7673,44.2618,293415.0
2019-08-27,44.5646,44.5646,43.133,43.2339,342000.0
2019-08-28,43.1055,43.8763,42.876,43.7203,607395.0
2019-08-29,44.2251,44.8767,44.1884,44.7574,303935.0
2019-08-30,45.051,45.152,44.17,44.5096,383338.0
2019-08-31,45.051,45.152,44.17,44.5096,383338.0
2019-09-01,45.051,45.152,44.17,44.5096,383338.0
2019-09-02,45.051,45.152,44.17,44.5096,383338.0
2019-09-03,44.2978,44.9422,44.1506,44.5648,562385.0
2019-09-04,45.0159,45.02,44.1506,44.4267,285739.0
2019-09-05,44.9883,45.6327,44.6293,45.0251,422137.0
2019-09-06,45.0803,46.0101,44.2794,44.3623,501519.0
2019-09-07,45.0803,46.0101,44.2794,44.3623,501519.0
2019-09-08,45.0803,46.0101,44.2794,44.3623,501519.0
2019-09-09,44.6108,45.78,44.4267,45.6511,454590.0
2019-09-10,45.7431,45.7431,44.3071,44.8962,469061.0
2019-09-11,45.2644,45.6879,44.5004,45.559,512156.0
2019-09-12,45.6051,45.6419,44.5188,44.5648,487345.0
2019-09-13,44.8318,44.8962,43.8928,44.0217,697996.0
2019-09-14,44.8318,44.8962,43.8928,44.0217,697996.0
2019-09-15,44.8318,44.8962,43.8928,44.0217,697996.0
2019-09-16,43.6903,44.8686,43.5246,44.7673,376891.0
2019-09-17,44.5556,44.887,44.261,44.8686,541495.0
2019-09-18,44.8134,44.9975,44.3623,44.7857,441637.0
2019-09-19,44.8502,45.9917,44.8502,45.5222,610415.0
2019-09-20,45.7431,47.8973,45.7431,47.2897,2042305.0
2019-09-21,45.7431,47.8973,45.7431,47.2897,2042305.0
2019-09-22,45.7431,47.8973,45.7431,47.2897,2042305.0
2019-09-23,47.2897,47.5289,44.887,45.2737,1050026.0
2019-09-24,45.2921,45.7333,44.887,45.0987,536854.0
2019-09-25,45.0159,45.6739,43.8099,45.4854,508800.0
2019-09-26,45.4486,45.6971,44.9607,45.5038,334119.0
2019-09-27,45.6971,45.8444,44.4311,44.6108,429171.0
2019-09-28,45.6971,45.8444,44.4311,44.6108,429171.0
2019-09-29,45.6971,45.8444,44.4311,44.6108,429171.0
2019-09-30,44.7673,44.7673,43.8191,43.8836,659125.0
2019-10-01,44.2426,44.8778,43.902,44.0677,449474.0
2019-10-02,43.5798,43.6627,42.7605,43.2576,607254.0
2019-10-03,43.0183,43.2392,42.2726,42.8986,830523.0
2019-10-04,43.0183,44.0953,43.0183,44.0861,378259.0
2019-10-05,43.0183,44.0953,43.0183,44.0861,378259.0
2019-10-06,43.0183,44.0953,43.0183,44.0861,378259.0
2019-10-07,43.7915,44.2426,43.7087,43.7271,320906.0
2019-10-08,43.184,43.8468,43.0367,43.1011,449630.0
2019-10-09,43.543,43.8191,43.1287,43.5982,300203.0
2019-10-10,43.9572,44.4083,43.7777,44.0401,396468.0
2019-10-11,44.7397,45.513,44.7213,44.9607,472631.0
2019-10-12,44.7397,45.513,44.7213,44.9607,472631.0
2019-10-13,44.7397,45.513,44.7213,44.9607,472631.0
2019-10-14,44.7489,45.0527,44.3623,44.4912,187841.0
2019-10-15,44.4728,45.872,44.3531,45.5222,448306.0
2019-10-16,45.4486,45.8076,45.2368,45.6603,446687.0
2019-10-17,45.78,46.3231,45.5959,46.0377,429320.0
2019-10-18,45.8444,46.7374,45.8444,46.5256,599895.0
2019-10-19,45.8444,46.7374,45.8444,46.5256,599895.0
2019-10-20,45.8444,46.7374,45.8444,46.5256,599895.0
2019-10-21,46.8754,47.7316,46.8754,47.3265,517733.0
2019-10-22,47.5106,48.9375,47.483,48.2931,700605.0
2019-10-23,48.2011,48.6245,47.7868,48.3944,472437.0
2019-10-24,48.5417,48.6521,47.8881,48.3115,304319.0
2019-10-25,48.2287,49.361,48.155,48.7074,451237.0
2019-10-26,48.2287,49.361,48.155,48.7074,451237.0
2019-10-27,48.2287,49.361,48.155,48.7074,451237.0
2019-10-28,49.0112,49.3977,48.2563,48.5325,509436.0
2019-10-29,48.4404,48.8731,48.1734,48.2747,387500.0
2019-10-30,48.2379,48.2701,47.4922,47.6763,511944.0
2019-10-31,47.5475,48.0446,47.1608,47.9525,514096.0
2019-11-01,48.2379,48.3207,47.6948,47.9341,316667.0
2019-11-02,48.2379,48.3207,47.6948,47.9341,316667.0
2019-11-03,48.2379,48.3207,47.6948,47.9341,316667.0
2019-11-04,48.3299,48.4496,47.9939,48.1458,254367.0
2019-11-05,48.4128,48.4404,47.8697,48.2839,310482.0
2019-11-06,48.1827,48.781,47.7224,48.1642,418918.0
2019-11-07,48.6153,49.0296,48.0998,48.468,552154.0
2019-11-08,49.2505,49.4807,45.9457,49.407,758671.0
2019-11-09,49.2505,49.4807,45.9457,49.407,758671.0
2019-11-10,49.2505,49.4807,45.9457,49.407,758671.0
2019-11-11,48.9559,49.4622,48.4588,49.094,332473.0
2019-11-12,49.1032,49.7108,48.7718,49.4346,525237.0
2019-11-13,48.9467,49.9317,48.7166,49.8213,507291.0
2019-11-14,49.5819,50.1159,49.5819,50.033,397321.0
2019-11-15,50.2539,50.3,49.3978,49.4622,580635.0
2019-11-16,50.2539,50.3,49.3978,49.4622,580635.0
2019-11-17,50.2539,50.3,49.3978,49.4622,580635.0
2019-11-18,49.4899,49.8489,49.2229,49.5819,386013.0
2019-11-19,49.9409,50.2631,49.6372,49.9594,558436.0
2019-11-20,49.9041,50.1895,48.8915,49.2873,500297.0
2019-11-21,49.5635,49.6648,49.0388,49.1032,310704.0
2019-11-22,49.1861,49.6556,49.0526,49.3242,238729.0
2019-11-23,49.1861,49.6556,49.0526,49.3242,238729.0
2019-11-24,49.1861,49.6556,49.0526,49.3242,238729.0
2019-11-25,49.3886,50.1619,49.2597,49.674,454865.0
2019-11-26,49.7844,50.5485,49.6556,50.4933,351574.0
2019-11-27,50.6314,51.3494,50.3736,51.3034,410827.0
2019-11-28,50.6314,51.3494,50.3736,51.3034,410827.0
2019-11-29,51.1653,51.4046,50.3092,50.3092,226253.0
2019-11-30,51.1653,51.4046,50.3092,50.3092,226253.0
2019-12-01,51.1653,51.4046,50.3092,50.3092,226253.0
2019-12-02,50.4933,50.659,49.7384,50.0698,768502.0
2019-12-03,49.5898,49.876,48.5559,49.4513,511955.0
2019-12-04,49.636,49.9037,49.1559,49.359,510707.0
2019-12-05,49.6175,50.1806,49.5067,49.7006,450251.0
2019-12-06,50.1529,50.5406,49.6267,49.756,403086.0
2019-12-07,50.1529,50.5406,49.6267,49.756,403086.0
2019-12-08,50.1529,50.5406,49.6267,49.756,403086.0
2019-12-09,49.6083,50.5683,49.4975,50.3652,568051.0
2019-12-10,50.2821,50.3837,49.9037,50.0329,409131.0
2019-12-11,50.3375,50.9929,50.1898,50.2637,418221.0
2019-12-12,50.2821,50.7714,49.7744,49.8483,588631.0
2019-12-13,49.7837,49.7929,48.9621,49.1559,809001.0
2019-12-14,49.7837,49.7929,48.9621,49.1559,809001.0
2019-12-15,49.7837,49.7929,48.9621,49.1559,809001.0
2019-12-16,49.4975,49.9406,49.1375,49.7006,679590.0
2019-12-17,49.8483,50.1714,49.8483,49.9591,573829.0
2019-12-18,50.2637,50.3191,49.1467,49.2206,591760.0
2019-12-19,49.359,49.359,48.4082,48.7498,762469.0
2019-12-20,48.7128,49.2575,48.639,48.7313,1146771.0
2019-12-21,48.7128,49.2575,48.639,48.7313,1146771.0
2019-12-22,48.7128,49.2575,48.639,48.7313,1146771.0
2019-12-23,48.8698,48.879,48.0482,48.0667,501224.0
2019-12-24,48.0113,48.4082,47.8267,48.399,372214.0
2019-12-25,48.0113,48.4082,47.8267,48.399,372214.0
2019-12-26,48.5098,48.5744,47.679,47.8267,388168.0
2019-12-27,47.9836,48.5559,47.7713,48.2605,1128384.0
2019-12-28,47.9836,48.5559,47.7713,48.2605,1128384.0
2019-12-29,47.9836,48.5559,47.7713,48.2605,1128384.0
2019-12-30,48.4451,48.4451,47.8082,47.8544,335119.0
2019-12-31,47.799,48.2974,47.7343,47.9928,472282.0
2020-01-01,47.799,48.2974,47.7343,47.9928,472282.0
2020-01-02,48.039,48.2091,47.0143,47.4113,583329.0
2020-01-03,46.7374,47.8267,46.6451,47.5313,677726.0
2020-01-04,46.7374,47.8267,46.6451,47.5313,677726.0
2020-01-05,46.7374,47.8267,46.6451,47.5313,677726.0
2020-01-06,47.1251,47.4436,46.8528,47.0882,462547.0
2020-01-07,46.8758,47.2359,46.682,46.6912,315751.0
2020-01-08,46.6912,46.9358,46.3127,46.3312,546610.0
2020-01-09,46.7651,47.1528,46.5528,46.9774,775772.0
2020-01-10,46.9774,47.162,46.5897,46.7651,547446.0
2020-01-11,46.9774,47.162,46.5897,46.7651,547446.0
2020-01-12,46.9774,47.162,46.5897,46.7651,547446.0
2020-01-13,46.8851,47.0882,46.4328,46.5897,392312.0
2020-01-14,46.562,46.8205,46.2204,46.6081,394691.0
2020-01-15,46.5804,46.9854,46.5165,46.7466,344697.0
2020-01-16,46.8943,47.3651,46.7281,47.3466,750477.0
2020-01-17,48.1682,48.5282,47.5128,47.8913,677458.0
2020-01-18,48.1682,48.5282,47.5128,47.8913,677458.0
2020-01-19,48.1682,48.5282,47.5128,47.8913,677458.0
2020-01-20,48.1682,48.5282,47.5128,47.8913,677458.0
2020-01-21,47.6328,48.0297,47.3097,47.6605,557563.0
2020-01-22,47.7528,48.4636,47.7436,48.2421,433905.0
2020-01-23,48.1867,48.4175,47.5036,48.2882,489371.0
2020-01-24,48.2605,48.4636,46.9866,47.3836,380840.0
2020-01-25,48.2605,48.4636,46.9866,47.3836,380840.0
2020-01-26,48.2605,48.4636,46.9866,47.3836,380840.0
2020-01-27,46.7097,47.3097,46.5897,46.9312,351230.0
2020-01-28,47.1343,47.282,46.9682,47.042,275267.0
2020-01-29,47.0974,47.2728,46.5343,46.5804,254903.0
2020-01-30,46.202,46.8297,45.962,46.802,214936.0
2020-01-31,46.5158,46.7743,45.6758,45.7958,440583.0
2020-02-01,46.5158,46.7743,45.6758,45.7958,440583.0
2020-02-02,46.5158,46.7743,45.6758,45.7958,440583.0
2020-02-03,45.8789,46.8943,45.8789,46.3497,391097.0
2020-02-04,47.0789,47.642,46.8943,47.0789,448493.0
2020-02-05,47.5036,47.9928,47.2359,47.8728,460734.0
2020-02-06,48.0205,48.8882,47.6882,48.002,472437.0
2020-02-07,48.0205,48.1682,47.3189,47.9005,562037.0
2020-02-08,48.0205,48.1682,47.3189,47.9005,562037.0
2020-02-09,48.0205,48.1682,47.3189,47.9005,562037.0
2020-02-10,47.7897,47.8728,47.2543,47.8451,388163.0
2020-02-11,47.9928,48.839,47.9928,48.5744,580903.0
2020-02-12,48.6482,48.9159,47.5128,47.559,1518081.0
2020-02-13,47.3651,48.2605,47.2082,48.0205,614250.0
2020-02-14,47.0789,47.3096,44.3096,45.1681,1668002.0
2020-02-15,47.0789,47.3096,44.3096,45.1681,1668002.0
2020-02-16,47.0789,47.3096,44.3096,45.1681,1668002.0
2020-02-17,47.0789,47.3096,44.3096,45.1681,1668002.0
2020-02-18,45.0019,46.082,44.7711,45.565,952789.0
2020-02-19,45.5558,45.745,43.6726,43.6819,1582957.0
2020-02-20,43.5526,44.7434,43.2572,44.4757,917363.0
2020-02-21,44.5588,44.725,44.0696,44.3927,793538.0
2020-02-22,44.5588,44.725,44.0696,44.3927,793538.0
2020-02-23,44.5588,44.725,44.0696,44.3927,793538.0
2020-02-24,43.4695,44.0419,43.1234,43.6357,825670.0
2020-02-25,43.5249,43.9403,42.7126,42.9895,1156484.0
2020-02-26,43.2942,43.7096,41.8818,41.9464,973753.0
2020-02-27,41.2356,42.5003,40.7556,40.811,1258222.0
2020-02-28,39.694,40.6171,39.2878,40.2848,1261450.0
2020-02-29,39.694,40.6171,39.2878,40.2848,1261450.0
2020-03-01,39.694,40.6171,39.2878,40.2848,1261450.0
2020-03-02,40.7925,43.2111,40.5017,43.2111,1084993.0
2020-03-03,43.2388,44.3004,42.3433,42.9434,1350447.0
2020-03-04,43.5526,43.968,42.2603,43.7003,929086.0
2020-03-05,42.8234,43.5988,41.8956,42.7034,1039697.0
2020-03-06,41.3464,42.0433,40.4048,41.3833,954954.0
2020-03-07,41.3464,42.0433,40.4048,41.3833,954954.0
2020-03-08,41.3464,42.0433,40.4048,41.3833,954954.0
2020-03-09,38.4465,39.3266,36.325,36.4547,1033113.0
2020-03-10,37.3812,37.7795,35.8248,36.6863,779077.0
2020-03-11,35.973,36.6678,34.4166,35.028,1143555.0
