,SRCE US Equity,SRCE US Equity,SRCE US Equity,SRCE US Equity,SRCE US Equity
2020-06-27,30.779,30.779,29.504,29.6166,326780.0
2020-06-28,30.779,30.779,29.504,29.6166,326780.0
2020-06-29,30.1933,31.5223,30.1933,31.2925,103263.0
2020-06-30,31.3376,32.2837,31.1844,32.0584,77809.0
2020-07-01,32.2747,32.2837,30.842,30.8601,68857.0
2020-07-02,31.716,32.608,30.851,30.9411,71399.0
2020-07-03,31.716,32.608,30.851,30.9411,71399.0
2020-07-04,31.716,32.608,30.851,30.9411,71399.0
2020-07-05,31.716,32.608,30.851,30.9411,71399.0
2020-07-06,31.716,32.1575,31.0403,31.3016,43061.0
2020-07-07,30.842,30.8781,29.968,30.2023,38677.0
2020-07-08,30.1482,30.6618,29.3373,30.0221,59977.0
2020-07-09,29.7968,30.9682,28.4994,28.7246,52280.0
2020-07-10,28.5805,30.1032,28.2381,29.95,73445.0
2020-07-11,28.5805,30.1032,28.2381,29.95,73445.0
2020-07-12,28.5805,30.1032,28.2381,29.95,73445.0
2020-07-13,30.5807,30.806,29.4184,30.3915,70817.0
2020-07-14,30.3555,30.7069,29.5265,30.0221,58253.0
2020-07-15,30.9051,31.8242,30.6348,31.4998,73986.0
2020-07-16,31.2565,31.9863,31.0222,31.7971,71477.0
2020-07-17,31.5358,31.6169,30.7609,30.833,56082.0
2020-07-18,31.5358,31.6169,30.7609,30.833,56082.0
2020-07-19,31.5358,31.6169,30.7609,30.833,56082.0
2020-07-20,30.4726,30.6078,29.9951,30.1663,46144.0
2020-07-21,30.6168,31.734,30.6168,31.716,62620.0
2020-07-22,31.3556,31.4277,30.6348,30.9321,34515.0
2020-07-23,30.9051,31.7701,30.7719,31.5899,50384.0
2020-07-24,31.725,31.9413,30.9952,31.2205,42926.0
2020-07-25,31.725,31.9413,30.9952,31.2205,42926.0
2020-07-26,31.725,31.9413,30.9952,31.2205,42926.0
2020-07-27,31.0583,31.2565,30.6618,31.0493,58316.0
2020-07-28,30.7519,31.3781,30.7519,30.8781,25393.0
2020-07-29,30.9411,31.4187,30.5762,31.3736,54296.0
2020-07-30,30.806,30.9321,30.2654,30.6528,50942.0
2020-07-31,30.4005,30.5717,29.4274,29.8419,76393.0
2020-08-01,30.4005,30.5717,29.4274,29.8419,76393.0
2020-08-02,30.4005,30.5717,29.4274,29.8419,76393.0
2020-08-03,30.1509,30.2508,29.6238,29.9419,45286.0
2020-08-04,29.8419,30.1418,29.4057,29.7601,43794.0
2020-08-05,30.0691,30.4235,29.7238,30.4053,57040.0
2020-08-06,30.3235,30.8596,30.3235,30.6143,39318.0
2020-08-07,30.5598,32.3045,30.3144,32.2591,52597.0
2020-08-08,30.5598,32.3045,30.3144,32.2591,52597.0
2020-08-09,30.5598,32.3045,30.3144,32.2591,52597.0
2020-08-10,32.6134,33.3949,32.6044,32.8588,54092.0
2020-08-11,33.4858,34.3763,33.4858,33.8039,77418.0
2020-08-12,34.4763,34.7671,32.9678,33.5949,41435.0
2020-08-13,33.0405,33.3313,32.6816,32.8225,48292.0
2020-08-14,32.6589,33.5858,32.6589,33.3132,58105.0
2020-08-15,32.6589,33.5858,32.6589,33.3132,58105.0
2020-08-16,32.6589,33.5858,32.6589,33.3132,58105.0
2020-08-17,33.3222,33.5767,32.0728,32.6044,46468.0
2020-08-18,32.5226,32.6407,31.2322,31.423,55628.0
2020-08-19,31.5957,32.041,31.3776,31.5412,37812.0
2020-08-20,31.105,31.3049,30.7597,31.0868,32277.0
2020-08-21,31.0959,31.2231,30.4962,30.8233,44858.0
2020-08-22,31.0959,31.2231,30.4962,30.8233,44858.0
2020-08-23,31.0959,31.2231,30.4962,30.8233,44858.0
2020-08-24,31.105,31.9228,30.6688,31.8592,29322.0
2020-08-25,32.2863,32.3136,31.6866,31.8501,23685.0
2020-08-26,31.9228,31.9228,31.0232,31.0323,39068.0
2020-08-27,31.0505,31.9137,30.7415,31.623,37964.0
2020-08-28,31.9228,31.9228,31.3867,31.632,38066.0
2020-08-29,31.9228,31.9228,31.3867,31.632,38066.0
2020-08-30,31.9228,31.9228,31.3867,31.632,38066.0
2020-08-31,31.5775,31.8047,31.2458,31.3049,68866.0
2020-09-01,31.3958,31.523,30.8506,31.0777,29173.0
2020-09-02,30.9869,31.3413,30.687,31.2413,43383.0
2020-09-03,31.314,32.2318,31.0777,31.2595,43432.0
2020-09-04,31.9047,32.1227,31.0914,31.5503,52942.0
2020-09-05,31.9047,32.1227,31.0914,31.5503,52942.0
2020-09-06,31.9047,32.1227,31.0914,31.5503,52942.0
2020-09-07,31.9047,32.1227,31.0914,31.5503,52942.0
2020-09-08,31.2777,31.3231,30.4962,30.6688,49433.0
2020-09-09,30.9687,30.9687,30.2054,30.4507,40862.0
2020-09-10,30.5416,30.5416,29.8601,29.9782,36736.0
2020-09-11,30.0055,30.0691,29.5875,29.6329,44883.0
2020-09-12,30.0055,30.0691,29.5875,29.6329,44883.0
2020-09-13,30.0055,30.0691,29.5875,29.6329,44883.0
2020-09-14,29.8782,30.8051,29.5329,30.3144,60665.0
2020-09-15,30.6506,30.6506,29.6511,29.7965,24762.0
2020-09-16,29.8782,30.1327,29.6874,29.8782,105184.0
2020-09-17,29.4602,30.3053,29.4602,29.7329,39387.0
2020-09-18,30.06,30.06,29.1513,29.2149,217390.0
2020-09-19,30.06,30.06,29.1513,29.2149,217390.0
2020-09-20,30.06,30.06,29.1513,29.2149,217390.0
2020-09-21,28.6515,28.7969,27.1703,27.4611,76375.0
2020-09-22,27.6156,27.7928,26.5433,26.8341,48711.0
2020-09-23,26.7523,27.3793,26.1798,26.2071,55781.0
2020-09-24,26.3161,27.5247,26.098,26.8613,68907.0
2020-09-25,26.4888,27.0613,26.4888,27.034,48140.0
2020-09-26,26.4888,27.0613,26.4888,27.034,48140.0
2020-09-27,26.4888,27.0613,26.4888,27.034,48140.0
2020-09-28,27.561,28.2698,27.5338,28.0699,66207.0
2020-09-29,27.8882,28.2153,27.5792,28.0336,68014.0
2020-09-30,28.2244,28.497,27.761,28.0245,78671.0
2020-10-01,28.0881,28.388,27.5565,28.388,69162.0
2020-10-02,27.8518,29.3058,27.8518,28.9241,51093.0
2020-10-03,27.8518,29.3058,27.8518,28.9241,51093.0
2020-10-04,27.8518,29.3058,27.8518,28.9241,51093.0
2020-10-05,29.2603,29.851,28.7424,29.6965,68794.0
2020-10-06,29.9964,30.9051,29.3376,29.8055,50494.0
2020-10-07,30.1599,30.6506,29.2013,30.4235,70809.0
2020-10-08,30.7688,30.7824,30.2145,30.5234,50461.0
2020-10-09,30.8324,30.8324,30.1236,30.1327,55011.0
2020-10-10,30.8324,30.8324,30.1236,30.1327,55011.0
2020-10-11,30.8324,30.8324,30.1236,30.1327,55011.0
2020-10-12,30.1872,30.6143,29.9328,30.4962,39736.0
2020-10-13,29.6102,30.5779,29.3785,29.433,23534.0
2020-10-14,29.4421,29.8601,28.8423,28.8423,31651.0
2020-10-15,28.4698,29.7147,27.8109,29.5784,48960.0
2020-10-16,29.3875,30.3689,29.3875,30.0963,85850.0
2020-10-17,29.3875,30.3689,29.3875,30.0963,85850.0
2020-10-18,29.3875,30.3689,29.3875,30.0963,85850.0
2020-10-19,30.4326,30.6915,29.7238,29.8055,27673.0
2020-10-20,30.1054,30.5143,30.0691,30.3508,33146.0
2020-10-21,30.3235,30.6506,30.3235,30.5598,22253.0
2020-10-22,30.7052,31.5866,30.4416,31.5866,40541.0
2020-10-23,31.9501,32.2409,31.4594,32.0955,72210.0
2020-10-24,31.9501,32.2409,31.4594,32.0955,72210.0
2020-10-25,31.9501,32.2409,31.4594,32.0955,72210.0
2020-10-26,31.7774,32.25,31.5412,32.1682,61816.0
2020-10-27,31.9137,32.15,30.6688,30.796,33192.0
2020-10-28,30.0872,30.6234,29.6238,29.8055,40200.0
2020-10-29,29.5602,30.3045,29.0331,30.169,30228.0
2020-10-30,29.8146,30.9869,29.6511,30.4326,53966.0
2020-10-31,29.8146,30.9869,29.6511,30.4326,53966.0
2020-11-01,29.8146,30.9869,29.6511,30.4326,53966.0
2020-11-02,31.0649,31.1702,30.3043,30.8724,60074.0
2020-11-03,31.5322,31.9262,31.1931,31.7705,53649.0
2020-11-04,31.0374,31.0374,29.3238,29.4612,38857.0
2020-11-05,29.3971,30.57,29.2046,30.2859,32362.0
2020-11-06,30.625,30.625,29.0214,29.2504,61188.0
2020-11-07,30.625,30.625,29.0214,29.2504,61188.0
2020-11-08,30.625,30.625,29.0214,29.2504,61188.0
2020-11-09,31.4406,35.2343,31.4406,33.6857,82103.0
2020-11-10,34.1805,35.2068,33.9056,34.767,57079.0
2020-11-11,34.3363,34.9594,33.145,33.6032,54948.0
2020-11-12,33.0076,33.4382,29.7842,32.9526,60690.0
2020-11-13,33.4932,34.1622,33.3374,33.8323,56610.0
2020-11-14,33.4932,34.1622,33.3374,33.8323,56610.0
2020-11-15,33.4932,34.1622,33.3374,33.8323,56610.0
2020-11-16,34.7303,35.4084,34.6387,35.161,50032.0
2020-11-17,34.5471,34.6753,33.759,34.5929,63876.0
2020-11-18,34.9869,34.9869,34.1164,34.1713,48206.0
2020-11-19,33.9972,34.4188,33.5849,34.4004,52099.0
2020-11-20,33.9972,34.7212,33.3649,34.5837,69657.0
2020-11-21,33.9972,34.7212,33.3649,34.5837,69657.0
2020-11-22,33.9972,34.7212,33.3649,34.5837,69657.0
2020-11-23,34.8311,35.6788,34.6937,35.2343,81895.0
2020-11-24,36.5539,37.3878,35.4726,37.0579,105482.0
2020-11-25,36.5631,36.728,35.9583,36.4256,52301.0
2020-11-26,36.5631,36.728,35.9583,36.4256,52301.0
2020-11-27,36.334,36.334,35.2252,35.885,28507.0
2020-11-28,36.334,36.334,35.2252,35.885,28507.0
2020-11-29,36.334,36.334,35.2252,35.885,28507.0
2020-11-30,35.5092,35.5092,34.0247,34.1988,96695.0
2020-12-01,35.0602,35.6742,34.767,35.161,72849.0
2020-12-02,34.9503,35.4359,34.8311,35.216,60146.0
2020-12-03,35.3076,35.7933,34.9594,35.5001,56731.0
2020-12-04,35.6375,37.5619,35.6375,36.7097,56637.0
2020-12-05,35.6375,37.5619,35.6375,36.7097,56637.0
2020-12-06,35.6375,37.5619,35.6375,36.7097,56637.0
2020-12-07,36.4623,36.7738,35.8941,36.4989,87223.0
2020-12-08,36.0866,36.7647,36.0866,36.5172,61677.0
2020-12-09,36.9388,37.3832,36.4439,36.9571,52377.0
2020-12-10,36.5997,36.838,36.3156,36.7738,47916.0
2020-12-11,36.2882,37.122,36.2882,36.7463,54665.0
2020-12-12,36.2882,37.122,36.2882,36.7463,54665.0
2020-12-13,36.2882,37.122,36.2882,36.7463,54665.0
2020-12-14,37.1862,37.4519,36.6547,36.8013,56498.0
2020-12-15,37.232,37.6306,36.8105,37.3603,58052.0
2020-12-16,37.6627,37.6627,36.9204,36.9479,111135.0
2020-12-17,37.177,37.177,36.4256,36.8655,83770.0
2020-12-18,36.9296,37.3878,35.9766,36.2057,249025.0
2020-12-19,36.9296,37.3878,35.9766,36.2057,249025.0
2020-12-20,36.9296,37.3878,35.9766,36.2057,249025.0
2020-12-21,36.1874,36.3706,35.1931,35.3626,84773.0
2020-12-22,35.2801,35.5642,35.0602,35.1244,72031.0
2020-12-23,35.4726,36.6547,35.4726,36.5172,60079.0
2020-12-24,36.4348,36.8838,36.0041,36.5539,28007.0
2020-12-25,36.4348,36.8838,36.0041,36.5539,28007.0
2020-12-26,36.4348,36.8838,36.0041,36.5539,28007.0
2020-12-27,36.4348,36.8838,36.0041,36.5539,28007.0
2020-12-28,36.7005,37.3878,36.5631,36.8838,46698.0
2020-12-29,37.1312,37.1312,36.2515,36.4714,51577.0
2020-12-30,36.4623,37.035,35.6284,36.5997,27210.0
2020-12-31,36.5264,37.177,36.3065,36.9296,36192.0
2021-01-01,36.5264,37.177,36.3065,36.9296,36192.0
2021-01-02,36.5264,37.177,36.3065,36.9296,36192.0
2021-01-03,36.5264,37.177,36.3065,36.9296,36192.0
2021-01-04,36.9938,37.4519,36.0224,36.3798,93030.0
2021-01-05,36.4348,37.0487,36.1232,36.7097,61924.0
2021-01-06,37.5619,40.728,37.0976,39.8345,112374.0
2021-01-07,39.8711,40.3293,39.4405,39.8162,52002.0
2021-01-08,39.9536,39.9536,38.3317,38.7623,60046.0
2021-01-09,39.9536,39.9536,38.3317,38.7623,60046.0
2021-01-10,39.9536,39.9536,38.3317,38.7623,60046.0
2021-01-11,38.35,39.3397,38.35,39.2114,48661.0
2021-01-12,39.4588,39.9811,39.3397,39.6146,39119.0
2021-01-13,39.4588,39.4588,38.6478,39.2389,45043.0
2021-01-14,39.6237,40.0086,37.8276,39.862,40294.0
2021-01-15,39.0831,39.7612,38.854,39.3855,53844.0
2021-01-16,39.0831,39.7612,38.854,39.3855,53844.0
2021-01-17,39.0831,39.7612,38.854,39.3855,53844.0
2021-01-18,39.0831,39.7612,38.854,39.3855,53844.0
2021-01-19,39.862,39.862,39.0006,39.358,45786.0
2021-01-20,39.1747,39.358,38.6249,39.0281,41973.0
2021-01-21,39.0281,39.2297,37.7818,37.9559,50951.0
2021-01-22,39.3946,39.3946,38.3958,39.2022,59977.0
2021-01-23,39.3946,39.3946,38.3958,39.2022,59977.0
2021-01-24,39.3946,39.3946,38.3958,39.2022,59977.0
2021-01-25,38.7532,39.8528,37.736,39.413,94052.0
2021-01-26,39.8345,39.8345,38.1667,38.3225,46466.0
2021-01-27,37.5069,37.8735,35.7567,36.3156,80834.0
2021-01-28,37.9514,37.9514,36.3706,36.5172,65359.0
2021-01-29,36.3615,36.8746,36.0224,36.0591,84818.0
2021-01-30,36.3615,36.8746,36.0224,36.0591,84818.0
2021-01-31,36.3615,36.8746,36.0224,36.0591,84818.0
2021-02-01,36.1698,36.7468,35.7544,36.5207,40416.0
2021-02-02,36.9176,37.6839,36.6776,37.3607,53788.0
2021-02-03,37.1023,37.6931,36.5391,37.5915,67161.0
2021-02-04,37.6839,39.1378,37.6839,38.8932,49419.0
2021-02-05,39.3179,39.3179,38.4962,38.727,49860.0
2021-02-06,39.3179,39.3179,38.4962,38.727,49860.0
2021-02-07,39.3179,39.3179,38.4962,38.727,49860.0
2021-02-08,39.2071,39.8718,39.2071,39.8441,85186.0
2021-02-09,39.6317,40.2687,39.5948,40.2133,39590.0
2021-02-10,40.3795,40.8503,40.0451,40.278,68378.0
2021-02-11,40.3887,40.5088,39.4471,39.7794,73474.0
2021-02-12,39.0778,40.0472,39.0132,40.0195,73009.0
2021-02-13,39.0778,40.0472,39.0132,40.0195,73009.0
2021-02-14,39.0778,40.0472,39.0132,40.0195,73009.0
2021-02-15,39.0778,40.0472,39.0132,40.0195,73009.0
2021-02-16,40.0195,40.3426,39.761,39.9825,74910.0
2021-02-17,39.8348,40.1949,39.7979,39.8164,45039.0
2021-02-18,39.5856,39.9733,39.5579,39.6225,55447.0
2021-02-19,39.6225,40.5734,39.4656,40.3149,219537.0
2021-02-20,39.6225,40.5734,39.4656,40.3149,219537.0
2021-02-21,39.6225,40.5734,39.4656,40.3149,219537.0
2021-02-22,40.3518,41.0904,39.8025,41.035,106190.0
2021-02-23,41.0811,42.4474,40.8226,41.6258,108684.0
2021-02-24,41.8566,42.8167,41.8012,42.5951,61064.0
2021-02-25,42.8721,43.0013,41.5519,41.6258,48303.0
2021-02-26,41.5612,42.0689,40.8873,40.9611,102571.0
2021-02-27,41.5612,42.0689,40.8873,40.9611,102571.0
2021-02-28,41.5612,42.0689,40.8873,40.9611,102571.0
2021-03-01,42.0043,42.3689,41.4504,41.7366,70813.0
2021-03-02,41.6166,42.1382,41.275,41.3765,66695.0
2021-03-03,41.6812,43.7029,41.6812,42.5305,84760.0
2021-03-04,42.7336,43.9706,41.8012,42.3828,105129.0
2021-03-05,43.0198,44.2476,42.7336,44.1737,102666.0
2021-03-06,43.0198,44.2476,42.7336,44.1737,102666.0
2021-03-07,43.0198,44.2476,42.7336,44.1737,102666.0
2021-03-08,44.3215,45.9093,43.546,45.54,119063.0
2021-03-09,45.6693,45.6693,44.0676,44.8938,86198.0
2021-03-10,45.18,45.937,44.6907,45.6231,76156.0
2021-03-11,45.6785,45.8539,44.9769,45.5677,71757.0
2021-03-12,45.9647,46.5094,45.7062,46.3247,96996.0
2021-03-13,45.9647,46.5094,45.7062,46.3247,96996.0
2021-03-14,45.9647,46.5094,45.7062,46.3247,96996.0
2021-03-15,46.2878,46.3432,43.5091,44.2568,138189.0
