,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-01-20,127.946,128.625,125.82,126.292,784462.0
2020-01-21,125.464,126.54,124.049,125.274,968206.0
2020-01-22,125.266,125.679,121.162,121.377,1233411.0
2020-01-23,120.706,125.183,119.416,124.711,908251.0
2020-01-24,124.562,126.308,122.427,123.636,1026393.0
2020-01-25,124.562,126.308,122.427,123.636,1026393.0
2020-01-26,124.562,126.308,122.427,123.636,1026393.0
2020-01-27,120.988,124.637,120.119,122.651,1542340.0
2020-01-28,124.943,131.041,122.336,129.634,3026219.0
2020-01-29,130.065,131.099,127.26,127.508,945343.0
2020-01-30,126.482,128.075,125.009,126.424,760455.0
2020-01-31,126.747,127.4,120.152,120.946,1084233.0
2020-02-01,126.747,127.4,120.152,120.946,1084233.0
2020-02-02,126.747,127.4,120.152,120.946,1084233.0
2020-02-03,121.65,123.636,120.797,121.757,742605.0
2020-02-04,124.695,125.679,123.652,124.248,697195.0
2020-02-05,126.465,128.459,125.646,127.798,856297.0
2020-02-06,128.062,128.832,126.614,126.647,599015.0
2020-02-07,125.348,125.348,122.949,123.462,698967.0
2020-02-08,125.348,125.348,122.949,123.462,698967.0
2020-02-09,125.348,125.348,122.949,123.462,698967.0
2020-02-10,122.949,124.786,122.502,123.627,431934.0
2020-02-11,124.827,126.858,124.206,125.754,643864.0
2020-02-12,126.424,128.062,125.175,126.184,537110.0
2020-02-13,125.307,126.341,124.413,125.795,498184.0
2020-02-14,125.82,126.999,125.125,125.903,528797.0
2020-02-15,125.82,126.999,125.125,125.903,528797.0
2020-02-16,125.82,126.999,125.125,125.903,528797.0
2020-02-17,125.82,126.999,125.125,125.903,528797.0
2020-02-18,124.686,125.555,120.078,122.527,1154370.0
2020-02-19,123.23,124.405,120.822,121.815,672086.0
2020-02-20,121.807,123.9,120.946,123.354,650792.0
2020-02-21,122.27,123.073,120.152,121.79,531462.0
2020-02-22,122.27,123.073,120.152,121.79,531462.0
2020-02-23,122.27,123.073,120.152,121.79,531462.0
2020-02-24,117.455,118.158,115.94,116.478,1100677.0
2020-02-25,117.471,117.666,111.538,113.483,1452067.0
2020-02-26,114.17,116.991,113.053,113.615,1104302.0
2020-02-27,111.52,116.195,109.575,109.725,1643861.0
2020-02-28,104.884,108.682,103.64,106.729,1907132.0
2020-02-29,104.884,108.682,103.64,106.729,1907132.0
2020-03-01,104.884,108.682,103.64,106.729,1907132.0
2020-03-02,106.837,111.837,105.727,111.745,1481031.0
2020-03-03,110.986,113.574,105.598,106.737,1124975.0
2020-03-04,107.939,110.251,106.47,110.134,701115.0
2020-03-05,107.146,108.348,103.515,104.225,892617.0
2020-03-06,101.011,103.64,98.139,101.103,1931891.0
2020-03-07,101.011,103.64,98.139,101.103,1931891.0
2020-03-08,101.011,103.64,98.139,101.103,1931891.0
2020-03-09,94.12,96.103,92.63,93.807,1814883.0
2020-03-10,97.705,98.281,91.762,97.972,1128841.0
2020-03-11,94.759,96.837,91.587,92.229,1090055.0
2020-03-12,85.919,88.765,83.148,85.802,1625856.0
2020-03-13,89.976,96.654,86.253,96.353,2186968.0
2020-03-14,89.976,96.654,86.253,96.353,2186968.0
2020-03-15,89.976,96.654,86.253,96.353,2186968.0
2020-03-16,87.647,91.136,76.908,77.455,2274204.0
2020-03-17,79.483,85.577,74.055,81.278,1816072.0
2020-03-18,75.552,80.03,71.728,74.274,1869378.0
2020-03-19,72.622,78.431,64.258,68.924,1840466.0
2020-03-20,70.351,70.468,61.545,62.146,1615047.0
2020-03-21,70.351,70.468,61.545,62.146,1615047.0
2020-03-22,70.351,70.468,61.545,62.146,1615047.0
2020-03-23,61.703,62.033,53.423,53.606,1829613.0
2020-03-24,57.212,71.511,57.179,69.458,2602436.0
2020-03-25,70.952,73.974,67.029,68.773,1688162.0
2020-03-26,70.034,71.236,64.441,69.45,1916327.0
2020-03-27,66.545,71.094,64.834,70.334,1362961.0
2020-03-28,66.545,71.094,64.834,70.334,1362961.0
2020-03-29,66.545,71.094,64.834,70.334,1362961.0
2020-03-30,69.817,73.799,67.622,73.214,1498947.0
2020-03-31,72.563,74.633,70.952,71.62,1281415.0
2020-04-01,66.778,68.974,65.743,67.279,806893.0
2020-04-02,65.96,69.575,65.768,68.139,1139279.0
2020-04-03,68.448,70.376,65.819,68.982,1071528.0
2020-04-04,68.448,70.376,65.819,68.982,1071528.0
2020-04-05,68.448,70.376,65.819,68.982,1071528.0
2020-04-06,72.747,77.747,72.104,77.204,1422379.0
2020-04-07,79.583,82.071,77.496,79.224,1108015.0
2020-04-08,79.667,83.89,78.991,83.206,850189.0
2020-04-09,85.326,89.233,85.083,87.438,1229653.0
2020-04-10,85.326,89.233,85.083,87.438,1229653.0
2020-04-11,85.326,89.233,85.083,87.438,1229653.0
2020-04-12,85.326,89.233,85.083,87.438,1229653.0
2020-04-13,87.438,88.098,81.294,84.016,866725.0
2020-04-14,86.795,87.146,84.992,86.403,908036.0
2020-04-15,83.423,83.941,79.191,83.381,1144518.0
2020-04-16,82.221,83.148,78.306,80.668,1000921.0
2020-04-17,84.041,88.331,83.279,87.922,1023414.0
2020-04-18,84.041,88.331,83.279,87.922,1023414.0
2020-04-19,84.041,88.331,83.279,87.922,1023414.0
2020-04-20,85.802,86.912,83.189,83.473,761117.0
2020-04-21,81.002,83.957,80.485,81.954,733961.0
2020-04-22,84.308,84.308,81.111,82.931,662188.0
2020-04-23,83.907,86.812,83.381,85.351,727167.0
2020-04-24,86.178,87.697,84.942,87.296,914366.0
2020-04-25,86.178,87.697,84.942,87.296,914366.0
2020-04-26,86.178,87.697,84.942,87.296,914366.0
2020-04-27,88.064,91.82,87.789,91.136,816436.0
2020-04-28,93.866,95.61,92.712,95.034,889726.0
2020-04-29,99.667,103.44,97.672,102.255,1268626.0
2020-04-30,98.022,99.275,93.273,93.273,1537304.0
2020-05-01,94.116,99.124,91.078,93.648,1996842.0
2020-05-02,94.116,99.124,91.078,93.648,1996842.0
2020-05-03,94.116,99.124,91.078,93.648,1996842.0
2020-05-04,91.395,92.847,88.331,88.498,1445212.0
2020-05-05,91.236,93.381,90.727,91.203,1082783.0
2020-05-06,91.578,92.438,89.199,89.425,808678.0
2020-05-07,90.919,91.987,88.987,89.233,694019.0
2020-05-08,91.896,95.176,90.485,93.991,703464.0
2020-05-09,91.896,95.176,90.485,93.991,703464.0
2020-05-10,91.896,95.176,90.485,93.991,703464.0
2020-05-11,91.82,92.004,89.4,90.71,583679.0
2020-05-12,90.719,91.603,88.131,88.273,613394.0
2020-05-13,87.647,87.956,84.892,86.603,821293.0
2020-05-14,86.266,91.265,85.32,91.172,1630978.0
2020-05-15,89.61,91.991,88.444,91.881,639616.0
2020-05-16,89.61,91.991,88.444,91.881,639616.0
2020-05-17,89.61,91.991,88.444,91.881,639616.0
2020-05-18,94.795,101.162,94.795,100.149,1102269.0
2020-05-19,99.913,102.877,97.801,100.056,1112679.0
2020-05-20,101.914,102.699,100.014,100.377,767608.0
2020-05-21,100.411,102.623,99.022,100.495,352937.0
2020-05-22,99.887,101.289,98.317,101.086,535875.0
2020-05-23,99.887,101.289,98.317,101.086,535875.0
2020-05-24,99.887,101.289,98.317,101.086,535875.0
2020-05-25,99.887,101.289,98.317,101.086,535875.0
2020-05-26,105.562,107.885,104.464,106.027,891138.0
2020-05-27,108.552,110.079,106.77,109.101,762995.0
2020-05-28,108.679,109.067,102.615,102.75,992040.0
2020-05-29,102.269,103.519,100.867,102.877,782643.0
2020-05-30,102.269,103.519,100.867,102.877,782643.0
2020-05-31,102.269,103.519,100.867,102.877,782643.0
2020-06-01,102.623,105.065,102.049,104.524,469873.0
2020-06-02,105.588,108.265,105.022,108.206,527948.0
2020-06-03,110.224,111.398,108.29,109.928,624224.0
2020-06-04,108.814,113.974,108.096,113.914,1129813.0
2020-06-05,116.161,118.483,113.813,115.57,983038.0
2020-06-06,116.161,118.483,113.813,115.57,983038.0
2020-06-07,116.161,118.483,113.813,115.57,983038.0
2020-06-08,116.921,120.7,116.389,118.981,805856.0
2020-06-09,116.397,118.475,114.32,115.705,641113.0
2020-06-10,115.679,116.22,112.994,113.695,730850.0
2020-06-11,108.408,114.843,103.181,103.434,1058529.0
2020-06-12,108.163,108.273,101.019,103.113,966831.0
2020-06-13,108.163,108.273,101.019,103.113,966831.0
2020-06-14,108.163,108.273,101.019,103.113,966831.0
2020-06-15,99.921,106.947,98.443,106.069,805903.0
2020-06-16,110.798,111.098,105.123,106.677,659857.0
2020-06-17,107.277,108.535,106.272,106.609,487947.0
2020-06-18,105.486,107.716,105.182,106.939,479766.0
2020-06-19,109.32,109.43,105.444,107.327,1447897.0
2020-06-20,109.32,109.43,105.444,107.327,1447897.0
2020-06-21,109.32,109.43,105.444,107.327,1447897.0
2020-06-22,105.883,107.218,104.726,106.221,548138.0
2020-06-23,108.045,109.312,105.849,107.699,650902.0
2020-06-24,106.381,106.846,101.517,104.287,669514.0
2020-06-25,102.649,105.005,101.923,104.971,440761.0
2020-06-26,103.907,104.785,102.505,103.704,718780.0
2020-06-27,103.907,104.785,102.505,103.704,718780.0
2020-06-28,103.907,104.785,102.505,103.704,718780.0
2020-06-29,105.208,107.927,103.561,107.378,516221.0
2020-06-30,106.787,109.895,106.728,109.388,624543.0
2020-07-01,111.406,112.301,107.15,107.285,777875.0
2020-07-02,109.177,111.584,107.31,109.092,556162.0
2020-07-03,109.177,111.584,107.31,109.092,556162.0
2020-07-04,109.177,111.584,107.31,109.092,556162.0
2020-07-05,109.177,111.584,107.31,109.092,556162.0
2020-07-06,111.533,113.553,111.271,112.715,613520.0
2020-07-07,111.28,113.277,110.545,112.876,909170.0
2020-07-08,112.681,114.877,111.339,114.852,783066.0
2020-07-09,114.945,114.945,110.984,112.462,647648.0
2020-07-10,113.23,114.991,113.078,114.548,632729.0
2020-07-11,113.23,114.991,113.078,114.548,632729.0
2020-07-12,113.23,114.991,113.078,114.548,632729.0
2020-07-13,116.456,118.728,115.24,115.24,836404.0
2020-07-14,114.531,117.444,113.349,117.368,768730.0
2020-07-15,120.29,121.506,118.694,120.882,754914.0
2020-07-16,120.763,124.133,120.13,121.87,816859.0
2020-07-17,122.444,123.195,120.155,120.392,594694.0
2020-07-18,122.444,123.195,120.155,120.392,594694.0
2020-07-19,122.444,123.195,120.155,120.392,594694.0
2020-07-20,119.564,121.515,119.252,120.814,546391.0
2020-07-21,121.405,122.259,120.704,121.405,516276.0
2020-07-22,121.76,126.084,120.991,124.048,1092028.0
2020-07-23,130.196,137.653,129.994,133.963,2997436.0
2020-07-24,135.196,136.294,132.612,133.389,1128284.0
2020-07-25,135.196,136.294,132.612,133.389,1128284.0
2020-07-26,135.196,136.294,132.612,133.389,1128284.0
2020-07-27,133.431,140.237,131.425,139.95,1214284.0
2020-07-28,138.734,139.579,137.071,137.349,915461.0
2020-07-29,137.535,138.844,136.657,137.29,771671.0
2020-07-30,135.221,138.194,134.909,137.662,489550.0
2020-07-31,137.543,137.847,135.99,137.755,611847.0
2020-08-01,137.543,137.847,135.99,137.755,611847.0
2020-08-02,137.543,137.847,135.99,137.755,611847.0
2020-08-03,138.329,140.153,137.054,139.013,513335.0
2020-08-04,137.974,141.825,137.864,141.445,608012.0
2020-08-05,142.011,147.466,141.487,146.732,1380058.0
2020-08-06,146.149,146.149,143.81,145.152,773492.0
2020-08-07,144.806,146.343,143.573,146.267,420461.0
2020-08-08,144.806,146.343,143.573,146.267,420461.0
2020-08-09,144.806,146.343,143.573,146.267,420461.0
2020-08-10,146.048,150.667,145.76,149.451,645142.0
2020-08-11,150.675,152.842,148.649,148.91,643968.0
2020-08-12,150.929,151.165,148.514,150.811,423997.0
2020-08-13,149.806,152.179,149.054,150.709,281910.0
2020-08-14,151.267,154.569,150.688,152.795,550602.0
2020-08-15,151.267,154.569,150.688,152.795,550602.0
2020-08-16,151.267,154.569,150.688,152.795,550602.0
2020-08-17,152.744,153.833,151.655,153.648,480228.0
2020-08-18,153.851,155.295,152.259,153.699,441084.0
2020-08-19,153.395,157.043,153.251,155.7,521693.0
2020-08-20,153.927,156.215,152.998,154.476,396563.0
2020-08-21,153.268,154.383,152.027,152.668,890092.0
2020-08-22,153.268,154.383,152.027,152.668,890092.0
2020-08-23,153.268,154.383,152.027,152.668,890092.0
2020-08-24,153.885,154.184,151.925,153.175,593777.0
2020-08-25,154.298,154.298,151.005,152.457,547929.0
2020-08-26,153.124,153.124,150.692,151.959,388166.0
2020-08-27,152.656,153.489,151.151,151.185,516721.0
2020-08-28,151.704,152.75,151.296,152.078,375140.0
2020-08-29,151.704,152.75,151.296,152.078,375140.0
2020-08-30,151.704,152.75,151.296,152.078,375140.0
2020-08-31,152.112,152.35,150.038,151.092,529180.0
2020-09-01,150.777,152.699,150.25,151.56,490208.0
2020-09-02,152.333,153.2,151.381,152.571,660308.0
2020-09-03,153.124,153.2,144.095,145.855,665440.0
2020-09-04,147.929,148.227,141.638,142.828,718306.0
2020-09-05,147.929,148.227,141.638,142.828,718306.0
2020-09-06,147.929,148.227,141.638,142.828,718306.0
2020-09-07,147.929,148.227,141.638,142.828,718306.0
2020-09-08,139.972,146.705,139.479,143.1,695851.0
2020-09-09,144.316,147.351,144.048,146.076,394771.0
2020-09-10,147.198,149.009,143.806,144.07,671696.0
2020-09-11,145.073,148.354,144.758,146.909,573616.0
2020-09-12,145.073,148.354,144.758,146.909,573616.0
2020-09-13,145.073,148.354,144.758,146.909,573616.0
2020-09-14,148.873,151.457,148.099,151.16,605667.0
2020-09-15,151.568,153.353,151.037,151.645,499112.0
2020-09-16,153.013,155.177,152.095,152.665,633456.0
2020-09-17,150.556,153.634,149.46,150.259,628161.0
2020-09-18,149.842,151.117,147.419,148.159,1063004.0
2020-09-19,149.842,151.117,147.419,148.159,1063004.0
2020-09-20,149.842,151.117,147.419,148.159,1063004.0
2020-09-21,145.124,151.117,144.52,151.117,1182199.0
2020-09-22,151.185,153.413,149.902,152.767,789407.0
2020-09-23,152.809,154.671,149.247,149.409,612676.0
2020-09-24,149.0,151.993,147.61,149.171,777863.0
2020-09-25,149.171,152.138,147.946,151.423,499930.0
2020-09-26,149.171,152.138,147.946,151.423,499930.0
2020-09-27,149.171,152.138,147.946,151.423,499930.0
2020-09-28,153.804,157.545,152.644,157.281,707061.0
2020-09-29,156.507,157.094,153.608,153.668,455094.0
2020-09-30,156.346,158.854,154.565,156.337,881627.0
2020-10-01,157.417,157.736,154.277,155.742,729142.0
2020-10-02,152.69,157.672,152.452,156.61,444458.0
2020-10-03,152.69,157.672,152.452,156.61,444458.0
2020-10-04,152.69,157.672,152.452,156.61,444458.0
2020-10-05,158.131,164.805,157.43,164.074,1104441.0
2020-10-06,164.695,165.842,161.294,162.059,908904.0
2020-10-07,164.363,167.883,164.108,166.761,666205.0
2020-10-08,167.56,170.382,167.415,170.195,827623.0
2020-10-09,171.598,174.455,170.527,171.224,843102.0
2020-10-10,171.598,174.455,170.527,171.224,843102.0
2020-10-11,171.598,174.455,170.527,171.224,843102.0
2020-10-12,172.355,172.788,169.779,170.807,666707.0
2020-10-13,170.807,172.72,169.923,171.198,808276.0
2020-10-14,171.811,173.927,171.368,172.95,516894.0
2020-10-15,170.246,173.732,170.034,171.734,687095.0
2020-10-16,173.519,175.228,171.215,171.368,737583.0
2020-10-17,173.519,175.228,171.215,171.368,737583.0
2020-10-18,173.519,175.228,171.215,171.368,737583.0
2020-10-19,171.054,173.689,168.792,169.081,606823.0
2020-10-20,171.649,173.001,168.087,169.974,684339.0
2020-10-21,171.181,171.853,165.018,167.339,1061787.0
2020-10-22,173.23,176.24,163.122,164.763,2621103.0
2020-10-23,167.407,168.818,165.791,168.427,785478.0
2020-10-24,167.407,168.818,165.791,168.427,785478.0
2020-10-25,167.407,168.818,165.791,168.427,785478.0
2020-10-26,166.208,167.041,163.266,164.984,653684.0
2020-10-27,165.222,167.533,163.326,166.48,649657.0
2020-10-28,161.719,165.366,159.849,160.206,666535.0
2020-10-29,159.942,161.489,157.069,158.454,572183.0
2020-10-30,158.471,160.69,153.37,157.247,827367.0
2020-10-31,158.471,160.69,153.37,157.247,827367.0
2020-11-01,158.471,160.69,153.37,157.247,827367.0
2020-11-02,157.953,164.159,157.715,163.853,587298.0
2020-11-03,166.038,169.277,164.474,168.138,600970.0
2020-11-04,167.772,167.772,164.082,165.273,578978.0
2020-11-05,167.577,171.242,167.577,168.979,794558.0
2020-11-06,169.371,172.499,168.154,171.428,464079.0
2020-11-07,169.371,172.499,168.154,171.428,464079.0
2020-11-08,169.371,172.499,168.154,171.428,464079.0
2020-11-09,174.285,175.619,153.472,153.617,1137665.0
2020-11-10,154.314,157.281,153.175,155.623,758751.0
2020-11-11,156.839,157.494,154.96,157.392,617004.0
2020-11-12,157.621,158.556,154.323,156.38,630357.0
2020-11-13,158.131,161.685,157.702,160.452,432432.0
2020-11-14,158.131,161.685,157.702,160.452,432432.0
2020-11-15,158.131,161.685,157.702,160.452,432432.0
2020-11-16,161.413,162.408,157.451,160.342,832448.0
2020-11-17,160.928,163.232,159.118,162.442,572624.0
2020-11-18,163.113,167.798,162.875,165.077,645868.0
2020-11-19,164.358,166.378,161.937,164.769,466032.0
2020-11-20,165.043,166.412,163.528,165.069,536827.0
2020-11-21,165.043,166.412,163.528,165.069,536827.0
2020-11-22,165.043,166.412,163.528,165.069,536827.0
2020-11-23,166.25,170.943,164.838,170.006,609415.0
2020-11-24,172.017,176.081,171.221,171.324,740040.0
2020-11-25,170.742,172.701,168.59,171.238,522727.0
2020-11-26,170.742,172.701,168.59,171.238,522727.0
2020-11-27,171.127,172.205,169.612,171.957,181964.0
2020-11-28,171.127,172.205,169.612,171.957,181964.0
2020-11-29,171.127,172.205,169.612,171.957,181964.0
2020-11-30,170.759,170.964,164.795,166.523,710017.0
2020-12-01,168.055,169.724,164.795,165.83,747100.0
2020-12-02,165.787,165.941,157.017,157.256,992062.0
2020-12-03,159.378,160.735,156.974,159.918,1043350.0
2020-12-04,159.96,161.15,156.589,157.504,697283.0
2020-12-05,159.96,161.15,156.589,157.504,697283.0
2020-12-06,159.96,161.15,156.589,157.504,697283.0
2020-12-07,157.504,161.937,156.696,161.595,780809.0
2020-12-08,160.457,162.271,157.667,158.429,551708.0
2020-12-09,160.072,161.53,158.026,158.335,721066.0
2020-12-10,157.41,158.061,154.955,156.084,638325.0
2020-12-11,156.512,158.685,156.012,157.385,604547.0
2020-12-12,156.512,158.685,156.012,157.385,604547.0
2020-12-13,156.512,158.685,156.012,157.385,604547.0
2020-12-14,159.413,160.439,157.372,157.47,661379.0
2020-12-15,158.275,162.091,157.248,161.406,600093.0
2020-12-16,162.057,163.939,159.554,160.089,561332.0
2020-12-17,161.723,163.22,159.772,163.22,648662.0
2020-12-18,163.357,164.008,159.541,161.184,1392394.0
2020-12-19,163.357,164.008,159.541,161.184,1392394.0
2020-12-20,163.357,164.008,159.541,161.184,1392394.0
2020-12-21,158.574,160.397,156.546,159.686,500946.0
2020-12-22,159.156,161.518,158.643,160.688,454929.0
2020-12-23,161.423,163.511,160.525,162.194,434484.0
2020-12-24,162.69,165.497,161.389,165.317,302646.0
2020-12-25,162.69,165.497,161.389,165.317,302646.0
2020-12-26,162.69,165.497,161.389,165.317,302646.0
2020-12-27,162.69,165.497,161.389,165.317,302646.0
2020-12-28,165.89,166.001,158.403,158.463,571894.0
2020-12-29,158.471,159.434,155.134,156.76,399150.0
2020-12-30,157.573,159.006,157.179,157.778,373070.0
2020-12-31,157.385,157.385,154.244,154.441,535006.0
2021-01-01,157.385,157.385,154.244,154.441,535006.0
2021-01-02,157.385,157.385,154.244,154.441,535006.0
2021-01-03,157.385,157.385,154.244,154.441,535006.0
2021-01-04,156.144,156.324,150.06,151.369,886865.0
2021-01-05,151.249,153.192,146.603,152.935,1009573.0
2021-01-06,153.166,155.716,150.129,152.841,916327.0
2021-01-07,152.422,156.829,151.164,156.135,615554.0
2021-01-08,156.281,157.085,150.839,153.628,816251.0
2021-01-09,156.281,157.085,150.839,153.628,816251.0
2021-01-10,156.281,157.085,150.839,153.628,816251.0
2021-01-11,152.002,155.733,151.831,154.176,671910.0
2021-01-12,155.348,158.018,153.996,157.684,1055716.0
2021-01-13,159.165,166.797,158.437,164.264,1147979.0
2021-01-14,163.708,166.198,162.236,165.034,1038215.0
2021-01-15,164.487,167.054,163.101,166.463,732394.0
2021-01-16,164.487,167.054,163.101,166.463,732394.0
2021-01-17,164.487,167.054,163.101,166.463,732394.0
2021-01-18,164.487,167.054,163.101,166.463,732394.0
2021-01-19,166.857,172.462,166.583,170.032,654737.0
2021-01-20,170.767,173.779,166.746,167.465,869617.0
2021-01-21,167.721,169.013,166.472,166.9,628274.0
2021-01-22,165.574,169.698,163.899,169.604,599611.0
2021-01-23,165.574,169.698,163.899,169.604,599611.0
2021-01-24,165.574,169.698,163.899,169.604,599611.0
2021-01-25,170.767,180.36,170.767,173.72,1150391.0
2021-01-26,173.728,178.152,172.154,176.629,756671.0
2021-01-27,175.38,183.697,174.558,181.746,1765102.0
2021-01-28,176.501,176.501,163.64,166.515,2464597.0
2021-01-29,166.515,167.011,158.163,158.377,1511453.0
2021-01-30,166.515,167.011,158.163,158.377,1511453.0
2021-01-31,166.515,167.011,158.163,158.377,1511453.0
2021-02-01,159.182,160.936,154.398,159.635,975434.0
2021-02-02,160.157,163.332,157.573,162.673,919815.0
2021-02-03,162.904,165.608,160.119,163.52,695424.0
2021-02-04,163.169,164.521,159.678,160.782,812427.0
2021-02-05,161.851,166.386,159.592,165.633,981303.0
2021-02-06,161.851,166.386,159.592,165.633,981303.0
2021-02-07,161.851,166.386,159.592,165.633,981303.0
2021-02-08,166.883,171.888,165.899,171.503,756749.0
2021-02-09,171.495,172.633,169.963,170.536,543436.0
2021-02-10,171.563,172.774,167.447,169.107,495563.0
2021-02-11,168.936,170.083,166.19,168.226,450136.0
2021-02-12,167.003,171.443,166.934,171.076,463960.0
2021-02-13,167.003,171.443,166.934,171.076,463960.0
2021-02-14,167.003,171.443,166.934,171.076,463960.0
2021-02-15,167.003,171.443,166.934,171.076,463960.0
2021-02-16,172.308,172.419,166.78,167.892,602336.0
2021-02-17,167.054,167.465,165.574,165.976,473769.0
2021-02-18,166.01,166.968,161.958,163.366,597337.0
2021-02-19,163.374,169.065,163.374,167.148,616436.0
2021-02-20,163.374,169.065,163.374,167.148,616436.0
2021-02-21,163.374,169.065,163.374,167.148,616436.0
2021-02-22,166.797,167.139,163.657,164.88,649062.0
2021-02-23,164.803,165.441,159.156,164.983,598754.0
2021-02-24,164.983,166.943,163.195,165.591,575240.0
2021-02-25,164.471,167.271,160.096,162.016,598109.0
2021-02-26,163.369,166.107,161.06,163.704,665837.0
2021-02-27,163.369,166.107,161.06,163.704,665837.0
2021-02-28,163.369,166.107,161.06,163.704,665837.0
2021-03-01,166.426,170.688,165.922,170.267,681145.0
2021-03-02,170.853,172.506,167.081,167.098,554354.0
2021-03-03,167.124,169.053,163.644,164.48,539408.0
2021-03-04,163.946,167.081,158.253,160.811,666806.0
2021-03-05,162.335,168.992,159.269,168.157,732099.0
2021-03-06,162.335,168.992,159.269,168.157,732099.0
2021-03-07,162.335,168.992,159.269,168.157,732099.0
2021-03-08,168.682,177.407,167.968,173.962,963983.0
2021-03-09,175.426,177.493,171.249,171.249,634971.0
2021-03-10,172.903,177.526,170.526,176.287,626023.0
2021-03-11,177.364,179.887,176.158,177.071,480789.0
2021-03-12,176.701,179.747,175.745,179.0,437823.0
2021-03-13,176.701,179.747,175.745,179.0,437823.0
2021-03-14,176.701,179.747,175.745,179.0,437823.0
2021-03-15,179.947,183.435,178.13,183.375,552142.0
2021-03-16,183.53,185.494,182.428,182.729,554794.0
2021-03-17,181.498,186.381,181.222,186.269,516216.0
2021-03-18,186.269,190.756,184.323,185.365,637365.0
2021-03-19,185.718,190.162,185.451,188.146,1628315.0
2021-03-20,185.718,190.162,185.451,188.146,1628315.0
2021-03-21,185.718,190.162,185.451,188.146,1628315.0
2021-03-22,188.009,191.901,185.339,190.808,657609.0
2021-03-23,188.345,191.195,182.975,184.124,464519.0
2021-03-24,185.365,187.509,181.773,181.773,475147.0
2021-03-25,181.756,186.418,179.482,186.131,436774.0
2021-03-26,187.974,192.323,185.623,192.134,328290.0
2021-03-27,187.974,192.323,185.623,192.134,328290.0
2021-03-28,187.974,192.323,185.623,192.134,328290.0
2021-03-29,192.944,194.21,186.751,186.76,478817.0
2021-03-30,185.632,189.869,185.167,189.679,566152.0
2021-03-31,190.429,191.6,187.974,189.774,494860.0
2021-04-01,190.343,194.352,189.223,194.037,728023.0
2021-04-02,190.343,194.352,189.223,194.037,728023.0
2021-04-03,190.343,194.352,189.223,194.037,728023.0
2021-04-04,190.343,194.352,189.223,194.037,728023.0
2021-04-05,196.018,201.677,193.653,201.108,881729.0
2021-04-06,202.142,204.03,199.816,201.849,711793.0
2021-04-07,200.703,202.374,197.241,198.404,508339.0
2021-04-08,198.989,202.762,197.164,201.487,669164.0
2021-04-09,202.176,204.312,201.048,204.105,368088.0
2021-04-10,202.176,204.312,201.048,204.105,368088.0
2021-04-11,202.176,204.312,201.048,204.105,368088.0
2021-04-12,204.743,205.182,202.443,204.562,439868.0
2021-04-13,203.838,204.239,199.033,201.272,497305.0
2021-04-14,200.126,201.384,199.3,199.782,430538.0
2021-04-15,201.091,201.091,197.293,198.852,606805.0
2021-04-16,200.436,203.967,200.256,202.228,567545.0
2021-04-17,200.436,203.967,200.256,202.228,567545.0
2021-04-18,200.436,203.967,200.256,202.228,567545.0
2021-04-19,203.933,205.113,200.893,202.624,542073.0
2021-04-20,206.043,207.128,200.531,203.64,810033.0
2021-04-21,200.144,203.985,199.231,202.133,1282950.0
2021-04-22,206.181,212.072,197.62,200.833,1751923.0
2021-04-23,202.822,207.731,201.766,205.785,1251934.0
2021-04-24,202.822,207.731,201.766,205.785,1251934.0
2021-04-25,202.822,207.731,201.766,205.785,1251934.0
2021-04-26,205.544,206.06,201.315,203.356,718688.0
2021-04-27,204.476,206.973,203.253,206.146,489479.0
2021-04-28,205.836,205.879,201.763,202.779,475430.0
2021-04-29,203.855,205.673,201.819,205.251,411782.0
2021-04-30,204.691,205.165,201.754,203.64,613805.0
2021-05-01,204.691,205.165,201.754,203.64,613805.0
2021-05-02,204.691,205.165,201.754,203.64,613805.0
2021-05-03,205.087,209.29,204.786,207.516,665520.0
2021-05-04,207.86,209.996,205.414,209.832,481921.0
2021-05-05,210.143,214.363,210.099,212.597,628775.0
2021-05-06,213.915,216.705,212.924,215.499,532734.0
2021-05-07,214.423,218.962,212.313,217.851,649523.0
2021-05-08,214.423,218.962,212.313,217.851,649523.0
2021-05-09,214.423,218.962,212.313,217.851,649523.0
2021-05-10,219.108,221.924,216.275,216.86,704314.0
2021-05-11,215.784,215.784,209.599,212.046,560688.0
2021-05-12,211.667,212.003,204.398,206.698,787600.0
2021-05-13,206.517,213.114,206.267,212.037,477546.0
2021-05-14,213.915,215.207,212.382,212.485,386286.0
2021-05-15,213.915,215.207,212.382,212.485,386286.0
2021-05-16,213.915,215.207,212.382,212.485,386286.0
2021-05-17,214.681,215.026,208.808,211.452,565767.0
2021-05-18,211.615,211.865,206.99,207.137,482720.0
2021-05-19,203.709,207.089,198.516,205.776,809333.0
2021-05-20,205.568,206.296,201.912,205.317,541236.0
2021-05-21,206.304,208.557,204.45,205.196,554742.0
2021-05-22,206.304,208.557,204.45,205.196,554742.0
2021-05-23,206.304,208.557,204.45,205.196,554742.0
2021-05-24,206.079,206.148,202.96,203.584,522436.0
2021-05-25,204.45,205.594,203.346,204.884,469953.0
2021-05-26,205.204,207.162,204.321,205.707,539210.0
