,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity,WHR US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2022-02-01,184.091,185.222,179.872,182.845,818513.0
2022-02-02,183.696,185.31,179.469,185.301,641393.0
2022-02-03,183.468,184.034,179.881,180.337,476961.0
2022-02-04,179.127,180.135,175.487,177.162,580953.0
2022-02-05,179.127,180.135,175.487,177.162,580953.0
2022-02-06,179.127,180.135,175.487,177.162,580953.0
2022-02-07,177.618,179.074,174.838,175.548,453565.0
2022-02-08,176.346,178.32,174.443,175.873,713555.0
2022-02-09,177.864,182.091,177.188,180.854,672037.0
2022-02-10,178.53,181.231,174.768,175.04,630485.0
2022-02-11,175.408,176.925,169.681,171.61,887621.0
2022-02-12,175.408,176.925,169.681,171.61,887621.0
2022-02-13,175.408,176.925,169.681,171.61,887621.0
2022-02-14,171.917,174.487,170.562,172.444,573833.0
2022-02-15,176.794,179.995,176.329,179.249,728015.0
2022-02-16,178.03,181.644,177.53,180.995,753426.0
2022-02-17,180.126,182.363,178.328,179.732,602575.0
2022-02-18,179.355,181.661,178.267,179.39,571972.0
2022-02-19,179.355,181.661,178.267,179.39,571972.0
2022-02-20,179.355,181.661,178.267,179.39,571972.0
2022-02-21,179.355,181.661,178.267,179.39,571972.0
2022-02-22,178.136,180.101,170.803,173.487,1128063.0
2022-02-23,175.259,177.118,169.909,170.295,988063.0
2022-02-24,166.48,175.808,165.822,175.393,1044102.0
2022-02-25,173.888,181.871,173.888,180.942,923814.0
2022-02-26,173.888,181.871,173.888,180.942,923814.0
2022-02-27,173.888,181.871,173.888,180.942,923814.0
2022-02-28,178.048,179.658,175.41,178.127,888759.0
2022-03-01,177.64,179.163,174.446,178.092,772052.0
2022-03-02,180.101,185.287,178.065,182.791,1026869.0
2022-03-03,184.579,186.73,181.535,185.349,870307.0
2022-03-04,182.791,185.734,177.357,180.446,1328702.0
2022-03-05,182.791,185.734,177.357,180.446,1328702.0
2022-03-06,182.791,185.734,177.357,180.446,1328702.0
2022-03-07,178.393,179.95,167.728,168.011,1926038.0
2022-03-08,167.374,176.959,166.671,170.357,1481540.0
2022-03-09,173.817,176.534,171.401,173.817,1072059.0
2022-03-10,171.366,171.627,165.772,166.48,1429868.0
2022-03-11,168.967,170.33,163.728,164.082,1070880.0
2022-03-12,168.967,170.33,163.728,164.082,1070880.0
2022-03-13,168.967,170.33,163.728,164.082,1070880.0
2022-03-14,166.401,167.224,162.179,164.772,1171664.0
2022-03-15,167.144,169.923,165.648,168.233,769218.0
2022-03-16,169.127,173.658,166.728,171.321,759449.0
2022-03-17,169.569,173.401,168.529,172.985,576881.0
2022-03-18,168.702,172.835,165.011,172.33,2281484.0
2022-03-19,168.702,172.835,165.011,172.33,2281484.0
2022-03-20,168.702,172.835,165.011,172.33,2281484.0
2022-03-21,171.959,172.516,164.064,165.321,1267562.0
2022-03-22,166.711,169.56,166.047,167.126,797291.0
2022-03-23,166.056,166.817,161.71,161.79,820110.0
2022-03-24,162.312,162.679,160.188,161.772,1031407.0
2022-03-25,162.002,162.931,159.79,160.524,801448.0
2022-03-26,162.002,162.931,159.79,160.524,801448.0
2022-03-27,162.002,162.931,159.79,160.524,801448.0
2022-03-28,160.285,162.577,159.533,161.515,1359307.0
2022-03-29,164.706,169.357,163.905,165.595,2259007.0
2022-03-30,165.25,165.471,159.568,159.586,1173698.0
2022-03-31,159.347,159.347,152.78,152.913,1610963.0
2022-04-01,154.657,154.922,149.789,152.612,1235188.0
2022-04-02,154.657,154.922,149.789,152.612,1235188.0
2022-04-03,154.657,154.922,149.789,152.612,1235188.0
2022-04-04,153.143,156.559,152.718,154.957,1125581.0
2022-04-05,154.17,156.205,151.86,152.913,924479.0
2022-04-06,150.462,151.754,148.152,148.621,1166793.0
2022-04-07,148.267,150.055,145.603,149.249,1173220.0
2022-04-08,149.125,153.665,146.47,152.294,1327701.0
2022-04-09,149.125,153.665,146.47,152.294,1327701.0
2022-04-10,149.125,153.665,146.47,152.294,1327701.0
2022-04-11,152.046,158.922,152.046,156.143,1328849.0
2022-04-12,157.329,160.799,154.347,154.524,1050486.0
2022-04-13,153.993,157.263,153.183,156.789,798760.0
2022-04-14,155.843,157.635,150.851,150.94,1451862.0
2022-04-15,155.843,157.635,150.851,150.94,1451862.0
2022-04-16,155.843,157.635,150.851,150.94,1451862.0
2022-04-17,155.843,157.635,150.851,150.94,1451862.0
2022-04-18,150.532,152.417,148.798,151.143,997474.0
2022-04-19,152.143,156.736,152.143,156.25,932209.0
2022-04-20,157.4,159.48,155.32,157.613,1060454.0
2022-04-21,160.091,161.498,156.055,157.621,886616.0
2022-04-22,156.869,156.869,152.842,153.834,1114389.0
2022-04-23,156.869,156.869,152.842,153.834,1114389.0
2022-04-24,156.869,156.869,152.842,153.834,1114389.0
2022-04-25,153.55,158.418,150.285,158.303,2564384.0
2022-04-26,165.454,172.463,163.055,165.64,4429140.0
2022-04-27,163.064,169.795,160.697,161.976,1992715.0
2022-04-28,163.657,167.276,160.719,163.976,953284.0
2022-04-29,163.631,166.303,160.17,160.648,1237088.0
2022-04-30,163.631,166.303,160.17,160.648,1237088.0
2022-05-01,163.631,166.303,160.17,160.648,1237088.0
2022-05-02,160.365,164.471,158.958,163.967,1019437.0
2022-05-03,164.622,169.587,163.471,168.534,1033311.0
2022-05-04,167.702,176.18,166.888,175.401,1415139.0
2022-05-05,171.622,173.384,166.303,168.18,925121.0
2022-05-06,166.498,170.277,163.082,169.118,818613.0
2022-05-07,166.498,170.277,163.082,169.118,818613.0
2022-05-08,166.498,170.277,163.082,169.118,818613.0
2022-05-09,166.578,173.06,166.578,171.109,1304649.0
2022-05-10,173.286,173.729,163.861,166.905,831872.0
2022-05-11,166.038,167.082,155.683,156.232,1064676.0
2022-05-12,156.205,163.896,155.48,161.48,1155637.0
2022-05-13,162.684,165.817,160.073,161.923,693587.0
2022-05-14,162.684,165.817,160.073,161.923,693587.0
2022-05-15,162.684,165.817,160.073,161.923,693587.0
2022-05-16,159.843,161.816,155.126,160.126,772592.0
2022-05-17,163.277,165.515,160.055,165.171,668884.0
2022-05-18,158.462,159.471,151.373,154.294,1744574.0
2022-05-19,153.194,156.448,151.808,153.605,1042003.0
2022-05-20,155.697,155.697,149.556,155.384,1278436.0
2022-05-21,155.697,155.697,149.556,155.384,1278436.0
2022-05-22,155.697,155.697,149.556,155.384,1278436.0
2022-05-23,156.252,157.119,153.051,155.447,806284.0
2022-05-24,153.972,153.999,148.268,150.11,1138359.0
2022-05-25,149.27,156.976,149.27,155.438,929364.0
2022-05-26,156.448,162.375,156.448,159.988,1338393.0
2022-05-27,160.677,163.448,160.4,163.43,864845.0
2022-05-28,160.677,163.448,160.4,163.43,864845.0
2022-05-29,160.677,163.448,160.4,163.43,864845.0
2022-05-30,160.677,163.448,160.4,163.43,864845.0
2022-05-31,161.687,166.38,160.534,164.709,1395762.0
2022-06-01,164.718,165.388,161.383,161.392,916137.0
2022-06-02,162.295,162.559,159.278,161.392,862977.0
2022-06-03,159.962,160.534,156.681,157.378,860164.0
2022-06-04,159.962,160.534,156.681,157.378,860164.0
2022-06-05,159.962,160.534,156.681,157.378,860164.0
2022-06-06,157.861,159.121,156.618,157.146,710769.0
2022-06-07,151.576,154.911,149.135,154.794,1252885.0
2022-06-08,153.266,154.385,151.209,152.264,634402.0
2022-06-09,152.05,155.697,151.531,152.524,622850.0
2022-06-10,150.36,151.594,146.784,146.927,707761.0
2022-06-11,150.36,151.594,146.784,146.927,707761.0
2022-06-12,150.36,151.594,146.784,146.927,707761.0
2022-06-13,145.926,145.926,139.99,141.233,975682.0
2022-06-14,141.179,142.502,136.789,138.89,869621.0
2022-06-15,140.204,143.508,138.3,139.033,1125283.0
2022-06-16,135.216,135.886,130.46,131.819,1742644.0
2022-06-17,131.908,136.148,130.487,135.216,2112292.0
2022-06-18,131.908,136.148,130.487,135.216,2112292.0
2022-06-19,131.908,136.148,130.487,135.216,2112292.0
2022-06-20,131.908,136.148,130.487,135.216,2112292.0
2022-06-21,138.193,139.328,135.896,136.798,855328.0
2022-06-22,133.777,137.102,132.632,136.602,827147.0
2022-06-23,136.95,146.409,136.95,146.239,1658395.0
2022-06-24,147.437,149.94,144.674,148.715,1529984.0
2022-06-25,147.437,149.94,144.674,148.715,1529984.0
2022-06-26,147.437,149.94,144.674,148.715,1529984.0
2022-06-27,149.296,149.721,145.551,146.507,849689.0
2022-06-28,147.178,148.393,143.754,143.959,756291.0
2022-06-29,143.655,144.522,140.499,141.018,722965.0
2022-06-30,138.568,140.222,135.511,138.452,955601.0
2022-07-01,139.06,142.52,138.175,140.884,968460.0
2022-07-02,139.06,142.52,138.175,140.884,968460.0
2022-07-03,139.06,142.52,138.175,140.884,968460.0
2022-07-04,139.06,142.52,138.175,140.884,968460.0
2022-07-05,138.846,143.727,138.202,143.709,886744.0
2022-07-06,144.513,146.114,140.893,142.404,711115.0
2022-07-07,142.931,146.06,141.233,145.05,725208.0
2022-07-08,144.853,145.774,143.45,143.763,592949.0
2022-07-09,144.853,145.774,143.45,143.763,592949.0
2022-07-10,144.853,145.774,143.45,143.763,592949.0
2022-07-11,143.333,145.381,142.877,143.181,591393.0
2022-07-12,144.362,149.332,144.254,146.892,935998.0
2022-07-13,143.843,147.499,143.056,146.096,529875.0
2022-07-14,143.611,144.527,140.321,142.377,617370.0
2022-07-15,144.004,144.943,140.643,142.484,797882.0
2022-07-16,144.004,144.943,140.643,142.484,797882.0
2022-07-17,144.004,144.943,140.643,142.484,797882.0
2022-07-18,143.307,146.874,142.323,144.218,670974.0
2022-07-19,146.23,147.982,144.317,147.705,859651.0
2022-07-20,148.447,149.877,146.257,149.573,543777.0
2022-07-21,148.626,150.95,146.945,150.673,694910.0
2022-07-22,151.415,153.587,148.483,149.985,713653.0
2022-07-23,151.415,153.587,148.483,149.985,713653.0
2022-07-24,151.415,153.587,148.483,149.985,713653.0
2022-07-25,150.181,151.277,145.711,147.195,1687468.0
2022-07-26,150.709,152.086,148.0,150.512,2780618.0
2022-07-27,150.45,152.095,148.979,151.165,1165735.0
2022-07-28,151.335,157.937,151.335,157.083,1013904.0
2022-07-29,157.602,157.602,152.863,154.544,1589323.0
2022-07-30,157.602,157.602,152.863,154.544,1589323.0
2022-07-31,157.602,157.602,152.863,154.544,1589323.0
2022-08-01,153.587,157.155,152.443,156.958,756009.0
2022-08-02,155.992,155.992,149.752,149.913,814852.0
2022-08-03,150.271,150.888,147.473,148.528,752613.0
2022-08-04,147.508,151.496,147.508,150.208,561354.0
2022-08-05,148.921,151.522,148.237,150.602,553187.0
2022-08-06,148.921,151.522,148.237,150.602,553187.0
2022-08-07,148.921,151.522,148.237,150.602,553187.0
2022-08-08,149.743,151.442,147.285,147.356,1335238.0
2022-08-09,147.061,147.061,141.662,141.876,1376911.0
2022-08-10,145.452,149.641,144.842,148.975,1095844.0
2022-08-11,149.824,152.05,148.653,149.082,715945.0
2022-08-12,150.155,150.834,149.073,149.565,514564.0
2022-08-13,150.155,150.834,149.073,149.565,514564.0
2022-08-14,150.155,150.834,149.073,149.565,514564.0
2022-08-15,148.492,152.774,148.42,152.309,629018.0
2022-08-16,151.049,159.175,150.637,156.949,1095484.0
2022-08-17,154.383,156.198,152.725,154.607,637880.0
2022-08-18,154.777,155.554,153.489,154.401,349701.0
2022-08-19,153.668,153.668,149.672,150.405,609126.0
2022-08-20,153.668,153.668,149.672,150.405,609126.0
2022-08-21,153.668,153.668,149.672,150.405,609126.0
2022-08-22,147.866,149.296,146.436,147.303,804186.0
2022-08-23,147.508,149.131,147.33,147.571,618862.0
2022-08-24,147.33,149.43,145.233,147.705,546860.0
2022-08-25,148.238,152.078,147.615,152.024,517432.0
2022-08-26,152.584,152.666,143.666,143.964,646288.0
2022-08-27,152.584,152.666,143.666,143.964,646288.0
2022-08-28,152.584,152.666,143.666,143.964,646288.0
2022-08-29,142.988,144.389,142.32,142.428,412061.0
2022-08-30,143.594,144.308,141.376,142.582,527971.0
2022-08-31,143.63,144.064,140.404,141.498,737185.0
2022-09-01,140.865,141.179,137.703,140.205,667560.0
2022-09-02,141.534,142.735,137.775,138.868,514467.0
2022-09-03,141.534,142.735,137.775,138.868,514467.0
2022-09-04,141.534,142.735,137.775,138.868,514467.0
2022-09-05,141.534,142.735,137.775,138.868,514467.0
2022-09-06,139.41,139.41,135.191,136.438,713537.0
2022-09-07,137.043,140.034,136.79,139.537,484624.0
2022-09-08,138.29,140.793,136.582,140.757,479795.0
2022-09-09,142.284,145.681,141.996,144.759,607806.0
2022-09-10,142.284,145.681,141.996,144.759,607806.0
2022-09-11,142.284,145.681,141.996,144.759,607806.0
2022-09-12,145.311,147.416,144.299,144.543,623884.0
2022-09-13,140.052,140.436,131.626,132.48,1532783.0
2022-09-14,132.896,133.6,130.42,131.613,1100905.0
2022-09-15,131.54,133.275,130.772,131.82,898549.0
2022-09-16,130.519,132.914,129.995,131.071,1993775.0
2022-09-17,130.519,132.914,129.995,131.071,1993775.0
2022-09-18,130.519,132.914,129.995,131.071,1993775.0
2022-09-19,130.89,134.061,130.312,133.058,665863.0
2022-09-20,131.36,131.64,127.782,129.11,692958.0
2022-09-21,129.661,133.131,128.703,128.757,664760.0
2022-09-22,127.818,128.848,126.607,126.652,519430.0
2022-09-23,126.074,127.276,124.827,127.212,722443.0
2022-09-24,126.074,127.276,124.827,127.212,722443.0
2022-09-25,126.074,127.276,124.827,127.212,722443.0
2022-09-26,126.227,127.854,124.068,124.176,644227.0
2022-09-27,125.243,125.568,123.119,124.005,440359.0
2022-09-28,124.456,129.015,124.303,128.315,488262.0
2022-09-29,126.453,126.639,123.752,124.348,490704.0
2022-09-30,124.655,124.985,121.692,121.809,744045.0
2022-10-01,124.655,124.985,121.692,121.809,744045.0
2022-10-02,124.655,124.985,121.692,121.809,744045.0
2022-10-03,123.706,127.628,122.604,126.896,729906.0
2022-10-04,129.417,132.263,129.254,132.128,623204.0
2022-10-05,129.399,131.59,128.486,130.51,512080.0
2022-10-06,130.013,131.287,129.047,129.128,393934.0
2022-10-07,126.733,127.583,124.059,125.351,550246.0
2022-10-08,126.733,127.583,124.059,125.351,550246.0
2022-10-09,126.733,127.583,124.059,125.351,550246.0
2022-10-10,126.056,128.306,125.902,127.529,580915.0
2022-10-11,127.664,130.935,126.977,129.155,428894.0
2022-10-12,129.146,130.012,126.815,129.164,552549.0
2022-10-13,126.255,132.724,124.583,129.507,780166.0
2022-10-14,130.113,130.492,125.071,125.785,820115.0
2022-10-15,130.113,130.492,125.071,125.785,820115.0
2022-10-16,130.113,130.492,125.071,125.785,820115.0
2022-10-17,128.893,129.742,126.255,127.321,677421.0
2022-10-18,129.173,131.098,128.035,130.203,566150.0
2022-10-19,128.324,129.742,123.851,124.493,1035849.0
2022-10-20,124.203,126.485,117.933,118.665,2536611.0
2022-10-21,113.596,121.393,112.43,118.565,4107106.0
2022-10-22,113.596,121.393,112.43,118.565,4107106.0
2022-10-23,113.596,121.393,112.43,118.565,4107106.0
2022-10-24,120.264,122.116,118.15,120.083,1378892.0
2022-10-25,119.595,124.42,119.342,123.788,1065430.0
2022-10-26,120.598,124.095,118.809,121.746,1062510.0
2022-10-27,122.532,125.26,121.719,122.008,965445.0
2022-10-28,121.737,126.508,121.086,126.417,714492.0
2022-10-29,121.737,126.508,121.086,126.417,714492.0
2022-10-30,121.737,126.508,121.086,126.417,714492.0
2022-10-31,125.64,125.717,123.033,124.908,984364.0
2022-11-01,126.498,127.077,123.616,124.122,730988.0
2022-11-02,124.122,125.441,118.893,118.927,938834.0
2022-11-03,117.174,118.791,115.005,116.749,839607.0
2022-11-04,118.565,120.765,116.708,120.472,657965.0
2022-11-05,118.565,120.765,116.708,120.472,657965.0
2022-11-06,118.565,120.765,116.708,120.472,657965.0
2022-11-07,121.683,123.932,120.047,123.589,643268.0
2022-11-08,124.691,128.412,124.384,127.863,1131733.0
2022-11-09,127.004,129.426,124.42,124.737,765123.0
2022-11-10,129.887,135.959,129.887,135.218,1110358.0
2022-11-11,135.173,142.311,134.92,141.48,944487.0
2022-11-12,135.173,142.311,134.92,141.48,944487.0
2022-11-13,135.173,142.311,134.92,141.48,944487.0
2022-11-14,139.962,142.297,138.073,138.191,871026.0
2022-11-15,141.398,142.772,137.45,139.609,631544.0
2022-11-16,138.064,138.236,133.438,134.92,623835.0
2022-11-17,132.716,135.24,130.284,135.148,551784.0
2022-11-18,136.968,137.416,132.689,134.783,526247.0
2022-11-19,136.968,137.416,132.689,134.783,526247.0
2022-11-20,136.968,137.416,132.689,134.783,526247.0
2022-11-21,133.868,134.335,131.637,132.789,513709.0
2022-11-22,134.079,135.349,133.225,134.444,462577.0
2022-11-23,134.664,136.309,134.024,135.633,301485.0
2022-11-24,134.664,136.309,134.024,135.633,301485.0
2022-11-25,135.121,136.931,135.121,136.017,189977.0
2022-11-26,135.121,136.931,135.121,136.017,189977.0
2022-11-27,135.121,136.931,135.121,136.017,189977.0
2022-11-28,134.965,135.889,131.18,131.491,463202.0
2022-11-29,130.787,133.877,130.467,133.466,834620.0
2022-11-30,132.991,134.216,129.461,133.969,908311.0
2022-12-01,135.285,138.165,134.856,136.245,539901.0
2022-12-02,133.676,134.892,131.519,133.594,783690.0
2022-12-03,133.676,134.892,131.519,133.594,783690.0
2022-12-04,133.676,134.892,131.519,133.594,783690.0
2022-12-05,131.802,132.104,129.004,129.333,498611.0
2022-12-06,129.471,130.348,127.587,129.699,928646.0
2022-12-07,129.827,132.588,128.675,130.522,617611.0
2022-12-08,130.741,133.576,130.01,132.899,559898.0
2022-12-09,132.314,133.274,131.391,131.482,403018.0
2022-12-10,132.314,133.274,131.391,131.482,403018.0
2022-12-11,132.314,133.274,131.391,131.482,403018.0
2022-12-12,131.738,135.066,130.463,134.81,683028.0
2022-12-13,139.903,141.795,133.932,134.828,1007919.0
2022-12-14,133.877,136.693,132.003,133.484,679583.0
2022-12-15,131.089,132.721,130.604,131.711,628908.0
2022-12-16,129.608,130.997,127.944,129.361,1350911.0
2022-12-17,129.608,130.997,127.944,129.361,1350911.0
2022-12-18,129.608,130.997,127.944,129.361,1350911.0
2022-12-19,128.885,130.01,127.084,127.605,625148.0
2022-12-20,125.366,127.011,123.834,125.292,787775.0
2022-12-21,126.572,129.594,126.572,129.105,754302.0
2022-12-22,127.276,127.733,124.57,127.624,798747.0
2022-12-23,127.404,129.535,127.276,129.48,299475.0
2022-12-24,127.404,129.535,127.276,129.48,299475.0
2022-12-25,127.404,129.535,127.276,129.48,299475.0
2022-12-26,127.404,129.535,127.276,129.48,299475.0
2022-12-27,129.178,130.284,128.703,129.544,404218.0
2022-12-28,129.69,130.275,126.481,126.49,371735.0
2022-12-29,127.139,131.391,126.755,130.833,505233.0
2022-12-30,129.205,130.431,127.98,129.333,456639.0
2022-12-31,129.205,130.431,127.98,129.333,456639.0
2023-01-01,129.205,130.431,127.98,129.333,456639.0
2023-01-02,129.205,130.431,127.98,129.333,456639.0
2023-01-03,131.765,132.575,129.955,131.409,513028.0
2023-01-04,133.219,136.675,133.21,135.523,570356.0
2023-01-05,133.932,137.141,132.78,136.922,619042.0
2023-01-06,138.357,139.647,137.541,138.513,864871.0
2023-01-07,138.357,139.647,137.541,138.513,864871.0
2023-01-08,138.357,139.647,137.541,138.513,864871.0
2023-01-09,138.97,141.813,138.513,139.281,545188.0
2023-01-10,138.559,141.749,138.426,141.438,479201.0
2023-01-11,138.111,142.252,137.498,141.036,809557.0
2023-01-12,142.609,142.609,139.619,140.926,475865.0
2023-01-13,138.897,142.005,138.897,141.064,344507.0
2023-01-14,138.897,142.005,138.897,141.064,344507.0
2023-01-15,138.897,142.005,138.897,141.064,344507.0
2023-01-16,138.897,142.005,138.897,141.064,344507.0
2023-01-17,139.327,145.448,138.001,141.621,1203069.0
2023-01-18,141.466,142.581,137.434,137.471,712733.0
2023-01-19,136.282,136.588,132.442,133.018,583951.0
2023-01-20,133.841,138.001,132.122,137.891,517189.0
2023-01-21,133.841,138.001,132.122,137.891,517189.0
2023-01-22,133.841,138.001,132.122,137.891,517189.0
2023-01-23,138.495,140.296,137.754,139.08,399898.0
2023-01-24,138.68,140.597,138.284,139.637,373186.0
2023-01-25,138.239,140.396,137.827,138.997,443386.0
2023-01-26,138.787,140.25,136.639,137.205,674703.0
2023-01-27,136.255,141.512,135.569,140.89,621499.0
2023-01-28,136.255,141.512,135.569,140.89,621499.0
2023-01-29,136.255,141.512,135.569,140.89,621499.0
2023-01-30,139.052,143.075,138.06,140.378,1220344.0
2023-01-31,142.627,143.646,138.97,142.252,1656787.0
2023-02-01,141.713,144.766,138.687,143.084,1002148.0
2023-02-02,144.19,146.961,143.733,145.324,1198265.0
2023-02-03,142.92,144.757,141.621,141.685,622248.0
2023-02-04,142.92,144.757,141.621,141.685,622248.0
2023-02-05,142.92,144.757,141.621,141.685,622248.0
2023-02-06,139.583,140.588,136.204,137.123,931448.0
2023-02-07,136.108,137.324,134.673,136.794,647210.0
2023-02-08,135.697,135.752,131.519,131.619,759109.0
2023-02-09,132.725,133.896,128.117,129.023,765219.0
2023-02-10,127.999,130.44,127.999,129.388,608417.0
2023-02-11,127.999,130.44,127.999,129.388,608417.0
2023-02-12,127.999,130.44,127.999,129.388,608417.0
2023-02-13,129.37,134.984,129.068,134.947,716337.0
2023-02-14,134.042,138.54,133.036,137.663,874181.0
2023-02-15,136.959,137.589,134.915,135.167,832898.0
2023-02-16,132.177,134.847,131.418,132.68,664013.0
2023-02-17,131.948,133.0,129.909,132.57,688890.0
2023-02-18,131.948,133.0,129.909,132.57,688890.0
2023-02-19,131.948,133.0,129.909,132.57,688890.0
2023-02-20,131.948,133.0,129.909,132.57,688890.0
2023-02-21,129.617,131.994,128.602,128.812,847835.0
2023-02-22,129.983,130.284,127.999,128.364,639492.0
2023-02-23,129.141,129.352,126.737,129.032,570884.0
2023-02-24,126.426,129.379,126.426,127.167,811659.0
2023-02-25,126.426,129.379,126.426,127.167,811659.0
2023-02-26,126.426,129.379,126.426,127.167,811659.0
2023-02-27,128.885,129.777,126.508,127.029,650780.0
2023-02-28,126.938,127.944,126.07,126.152,798344.0
2023-03-01,126.024,126.097,123.665,124.863,939856.0
2023-03-02,124.029,127.567,123.427,127.317,615543.0
2023-03-03,128.438,129.54,127.391,128.493,530562.0
2023-03-04,128.438,129.54,127.391,128.493,530562.0
2023-03-05,128.438,129.54,127.391,128.493,530562.0
2023-03-06,129.04,130.216,126.771,127.104,953202.0
2023-03-07,127.734,128.524,124.733,124.752,578389.0
2023-03-08,125.344,126.771,124.103,126.595,686129.0
2023-03-09,126.669,128.039,124.316,124.335,844491.0
2023-03-10,124.566,124.566,120.362,121.686,831481.0
2023-03-11,124.566,124.566,120.362,121.686,831481.0
2023-03-12,124.566,124.566,120.362,121.686,831481.0
2023-03-13,120.695,125.113,119.556,122.066,1209966.0
2023-03-14,124.177,125.279,121.288,122.223,1057473.0
2023-03-15,120.399,122.501,117.548,119.269,1085768.0
2023-03-16,117.75,121.033,117.454,119.899,895476.0
2023-03-17,119.76,120.473,117.893,118.963,3073080.0
2023-03-18,119.76,120.473,117.893,118.963,3073080.0
2023-03-19,119.76,120.473,117.893,118.963,3073080.0
2023-03-20,119.037,122.788,118.611,121.334,1069691.0
2023-03-21,122.714,123.529,120.315,121.316,671763.0
2023-03-22,120.445,121.63,117.685,117.768,549002.0
2023-03-23,118.426,119.639,115.555,116.777,576705.0
2023-03-24,115.555,118.074,114.934,117.778,468180.0
2023-03-25,115.555,118.074,114.934,117.778,468180.0
2023-03-26,115.555,118.074,114.934,117.778,468180.0
2023-03-27,118.898,119.211,117.319,118.389,413637.0
2023-03-28,118.482,119.334,117.065,117.648,358692.0
2023-03-29,119.121,119.417,117.88,119.241,550713.0
2023-03-30,120.565,120.954,118.741,119.195,371278.0
2023-03-31,119.704,122.344,119.704,122.269,456745.0
2023-04-01,119.704,122.344,119.704,122.269,456745.0
2023-04-02,119.704,122.344,119.704,122.269,456745.0
2023-04-03,122.325,122.807,120.89,121.982,564399.0
2023-04-04,122.094,122.094,119.25,120.815,426083.0
2023-04-05,120.121,120.546,119.241,119.889,626658.0
2023-04-06,120.186,120.288,117.963,118.037,559319.0
2023-04-07,120.186,120.288,117.963,118.037,559319.0
2023-04-08,120.186,120.288,117.963,118.037,559319.0
2023-04-09,120.186,120.288,117.963,118.037,559319.0
2023-04-10,117.379,119.593,116.879,119.547,582070.0
2023-04-11,123.668,125.474,122.279,124.122,1586166.0
2023-04-12,125.548,126.724,122.751,124.057,854165.0
2023-04-13,124.927,125.252,123.381,124.474,796374.0
2023-04-14,124.474,125.557,123.446,124.983,900601.0
2023-04-15,124.474,125.557,123.446,124.983,900601.0
2023-04-16,124.474,125.557,123.446,124.983,900601.0
2023-04-17,125.316,126.928,125.083,126.863,513917.0
2023-04-18,127.206,129.299,126.909,129.28,850218.0
2023-04-19,128.91,129.447,127.678,129.234,483245.0
2023-04-20,129.095,130.818,128.725,130.281,600230.0
2023-04-21,130.799,131.383,130.086,130.568,668823.0
2023-04-22,130.799,131.383,130.086,130.568,668823.0
2023-04-23,130.799,131.383,130.086,130.568,668823.0
2023-04-24,130.623,132.429,129.568,130.308,1072883.0
2023-04-25,132.337,133.365,122.64,122.76,2265361.0
2023-04-26,121.899,122.205,118.426,119.491,1571196.0
2023-04-27,120.565,125.418,120.149,125.391,1284078.0
2023-04-28,126.539,129.567,126.15,129.28,1059480.0
2023-04-29,126.539,129.567,126.15,129.28,1059480.0
2023-04-30,126.539,129.567,126.15,129.28,1059480.0
2023-05-01,129.882,131.864,129.392,129.466,919937.0
2023-05-02,128.956,129.688,126.372,128.734,993133.0
2023-05-03,129.855,133.92,129.25,130.725,1039143.0
2023-05-04,129.864,130.299,125.571,125.724,762403.0
2023-05-05,127.428,127.734,125.956,126.9,577073.0
2023-05-06,127.428,127.734,125.956,126.9,577073.0
2023-05-07,127.428,127.734,125.956,126.9,577073.0
2023-05-08,127.595,127.595,125.516,126.761,417451.0
2023-05-09,125.705,126.511,125.256,125.9,472401.0
2023-05-10,126.715,126.715,121.316,123.659,755497.0
2023-05-11,122.788,123.686,121.76,122.64,449247.0
2023-05-12,123.131,123.131,118.741,120.945,684356.0
2023-05-13,123.131,123.131,118.741,120.945,684356.0
2023-05-14,123.131,123.131,118.741,120.945,684356.0
2023-05-15,121.26,121.789,120.547,121.612,411664.0
2023-05-16,119.51,119.838,116.555,118.648,1058396.0
2023-05-17,118.658,122.26,118.583,121.64,605801.0
2023-05-18,121.884,125.723,121.142,125.451,867873.0
2023-05-19,125.451,125.451,122.56,123.367,440707.0
2023-05-20,125.451,125.451,122.56,123.367,440707.0
2023-05-21,125.451,125.451,122.56,123.367,440707.0
2023-05-22,123.348,124.174,122.4,123.386,370381.0
2023-05-23,122.334,125.61,121.741,124.606,806053.0
2023-05-24,124.456,125.253,122.611,124.568,598194.0
2023-05-25,125.056,125.666,122.879,124.174,408677.0
2023-05-26,123.977,126.596,123.357,125.986,454507.0
2023-05-27,123.977,126.596,123.357,125.986,454507.0
2023-05-28,123.977,126.596,123.357,125.986,454507.0
2023-05-29,123.977,126.596,123.357,125.986,454507.0
2023-05-30,126.69,127.131,124.528,124.615,594973.0
2023-05-31,122.625,123.329,119.505,121.358,982464.0
2023-06-01,121.02,123.423,119.185,123.339,855633.0
2023-06-02,125.122,128.342,124.071,127.365,728795.0
2023-06-03,125.122,128.342,124.071,127.365,728795.0
2023-06-04,125.122,128.342,124.071,127.365,728795.0
2023-06-05,126.737,127.196,123.968,125.282,691239.0
2023-06-06,125.056,129.182,124.718,128.82,520964.0
2023-06-07,129.684,137.071,129.684,137.024,1037110.0
