,RDN US Equity,RDN US Equity,RDN US Equity,RDN US Equity,RDN US Equity
2019-06-29,19.9244,20.0378,19.7498,19.9418,2447461.0
2019-06-30,19.9244,20.0378,19.7498,19.9418,2447461.0
2019-07-01,20.1775,20.6007,20.16,20.5702,1434731.0
2019-07-02,20.5615,20.7098,20.448,20.5964,1309729.0
2019-07-03,20.6924,20.9455,20.6575,20.7447,522143.0
2019-07-04,20.6924,20.9455,20.6575,20.7447,522143.0
2019-07-05,20.7622,21.1287,20.7622,21.024,857771.0
2019-07-06,20.7622,21.1287,20.7622,21.024,857771.0
2019-07-07,20.7622,21.1287,20.7622,21.024,857771.0
2019-07-08,20.9542,21.1375,20.8407,20.8669,1467523.0
2019-07-09,20.8145,20.8625,20.4655,20.6575,1331605.0
2019-07-10,20.6836,20.7665,20.5615,20.6662,1051777.0
2019-07-11,20.7535,20.8058,20.4349,20.7011,1059537.0
2019-07-12,20.736,20.9367,20.6836,20.8931,924373.0
2019-07-13,20.736,20.9367,20.6836,20.8931,924373.0
2019-07-14,20.736,20.9367,20.6836,20.8931,924373.0
2019-07-15,20.9455,20.9891,20.4131,20.5178,1373079.0
2019-07-16,20.5527,20.6182,20.3869,20.4916,1101199.0
2019-07-17,20.4218,20.4916,20.1687,20.2385,1428653.0
2019-07-18,20.2473,20.5615,20.2211,20.4742,1350553.0
2019-07-19,20.4131,20.5789,20.3171,20.3607,1417617.0
2019-07-20,20.4131,20.5789,20.3171,20.3607,1417617.0
2019-07-21,20.4131,20.5789,20.3171,20.3607,1417617.0
2019-07-22,20.2909,20.5353,20.1862,20.1862,1834804.0
2019-07-23,20.2211,20.5091,20.064,20.5004,1098576.0
2019-07-24,20.4305,20.9193,20.352,20.8931,998856.0
2019-07-25,20.8756,20.8756,20.304,20.3869,1321592.0
2019-07-26,20.4218,20.4218,19.7324,19.8807,2198090.0
2019-07-27,20.4218,20.4218,19.7324,19.8807,2198090.0
2019-07-28,20.4218,20.4218,19.7324,19.8807,2198090.0
2019-07-29,19.8545,20.3869,19.8545,20.2647,1528053.0
2019-07-30,20.1687,20.4567,20.1076,20.448,1087238.0
2019-07-31,20.4567,20.6138,19.8196,19.8982,1688545.0
2019-08-01,20.1949,20.7098,19.4793,19.7498,2205572.0
2019-08-02,19.6713,19.7149,19.2873,19.6625,1656645.0
2019-08-03,19.6713,19.7149,19.2873,19.6625,1656645.0
2019-08-04,19.6713,19.7149,19.2873,19.6625,1656645.0
2019-08-05,19.2873,19.3833,18.816,19.0255,1677780.0
2019-08-06,19.2,19.4487,19.0691,19.4356,1247046.0
2019-08-07,19.1127,19.6756,18.9949,19.5491,1284223.0
2019-08-08,19.6975,20.1687,19.6975,20.0815,1263756.0
2019-08-09,20.0378,20.0727,19.8371,19.8458,956360.0
2019-08-10,20.0378,20.0727,19.8371,19.8458,956360.0
2019-08-11,20.0378,20.0727,19.8371,19.8458,956360.0
2019-08-12,19.6625,19.6625,19.2262,19.3309,631181.0
2019-08-13,19.3396,19.872,19.2,19.6625,793770.0
2019-08-14,19.2175,19.3047,18.8684,18.9993,1333046.0
2019-08-15,19.1651,19.5316,19.1345,19.4967,1736497.0
2019-08-16,19.584,20.0029,19.584,19.8633,1518208.0
2019-08-17,19.584,20.0029,19.584,19.8633,1518208.0
2019-08-18,19.584,20.0029,19.584,19.8633,1518208.0
2019-08-19,20.1251,20.1862,19.8982,20.0116,1208049.0
2019-08-20,19.9244,20.064,19.7673,19.7935,687198.0
2019-08-21,19.9505,20.064,19.6538,19.7324,1175849.0
2019-08-22,19.8633,20.1862,19.8633,20.0204,1119917.0
2019-08-23,19.9178,20.2669,19.5425,19.6036,1231040.0
2019-08-24,19.9178,20.2669,19.5425,19.6036,1231040.0
2019-08-25,19.9178,20.2669,19.5425,19.6036,1231040.0
2019-08-26,19.7782,19.848,19.6036,19.6821,1030929.0
2019-08-27,19.8393,19.8654,19.3243,19.3592,1031060.0
2019-08-28,19.2807,19.6298,19.2229,19.4552,880250.0
2019-08-29,19.6123,19.8043,19.5687,19.6996,1092175.0
2019-08-30,19.8131,19.8131,19.5512,19.6821,829263.0
2019-08-31,19.8131,19.8131,19.5512,19.6821,829263.0
2019-09-01,19.8131,19.8131,19.5512,19.6821,829263.0
2019-09-02,19.8131,19.8131,19.5512,19.6821,829263.0
2019-09-03,19.525,19.8043,19.525,19.6734,968756.0
2019-09-04,19.8829,19.9004,19.429,19.5949,1237555.0
2019-09-05,19.8654,20.1011,19.7302,19.9353,1212672.0
2019-09-06,19.9789,20.2931,19.6472,19.656,1025640.0
2019-09-07,19.9789,20.2931,19.6472,19.656,1025640.0
2019-09-08,19.9789,20.2931,19.6472,19.656,1025640.0
2019-09-09,19.8218,20.4502,19.7171,20.424,1579755.0
2019-09-10,20.459,20.5462,19.9484,20.5375,1694950.0
2019-09-11,20.6335,20.843,20.3185,20.8168,1063868.0
2019-09-12,20.8168,20.8605,20.555,20.555,1264277.0
2019-09-13,20.7208,20.7383,20.1709,20.2233,1338555.0
2019-09-14,20.7208,20.7383,20.1709,20.2233,1338555.0
2019-09-15,20.7208,20.7383,20.1709,20.2233,1338555.0
2019-09-16,20.0575,20.5288,20.0138,20.4502,1026632.0
2019-09-17,20.3542,20.3804,20.136,20.2931,822617.0
2019-09-18,20.2582,20.3804,20.04,20.3455,968559.0
2019-09-19,20.3717,20.939,20.3717,20.7557,1171179.0
2019-09-20,20.8168,21.0874,20.7644,20.9041,2538385.0
2019-09-21,20.8168,21.0874,20.7644,20.9041,2538385.0
2019-09-22,20.8168,21.0874,20.7644,20.9041,2538385.0
2019-09-23,20.8081,20.8255,20.4415,20.4939,949592.0
2019-09-24,20.4939,20.6946,20.3804,20.4502,944999.0
2019-09-25,20.424,20.7208,20.136,20.6161,1078762.0
2019-09-26,20.5812,20.7383,20.5375,20.6423,539883.0
2019-09-27,20.7121,20.7295,20.0772,20.1797,786513.0
2019-09-28,20.7121,20.7295,20.0772,20.1797,786513.0
2019-09-29,20.7121,20.7295,20.0772,20.1797,786513.0
2019-09-30,20.232,20.2832,19.8846,19.9353,1248628.0
2019-10-01,20.0575,20.4153,19.9964,20.0051,1437838.0
2019-10-02,19.8218,20.0269,19.7782,19.9178,1505588.0
2019-10-03,19.7607,19.9876,19.656,19.9615,910052.0
2019-10-04,19.9353,20.3455,19.9353,20.328,840869.0
2019-10-05,19.9353,20.3455,19.9353,20.328,840869.0
2019-10-06,19.9353,20.3455,19.9353,20.328,840869.0
2019-10-07,20.2582,20.328,19.9702,19.9702,803160.0
2019-10-08,19.7607,20.0225,19.6163,19.6821,930418.0
2019-10-09,19.8742,19.8916,19.5774,19.6821,605723.0
2019-10-10,19.8393,20.0575,19.8305,19.9789,855488.0
2019-10-11,20.3368,20.5113,20.2931,20.3542,802877.0
2019-10-12,20.3368,20.5113,20.2931,20.3542,802877.0
2019-10-13,20.3368,20.5113,20.2931,20.3542,802877.0
2019-10-14,20.2058,20.2844,20.0836,20.2408,498679.0
2019-10-15,20.2931,20.7208,20.1011,20.5637,1003678.0
2019-10-16,20.5113,20.6073,20.3149,20.3891,457098.0
2019-10-17,20.4502,20.651,20.3804,20.5812,562162.0
2019-10-18,20.5026,20.8343,20.5026,20.7906,609661.0
2019-10-19,20.5026,20.8343,20.5026,20.7906,609661.0
2019-10-20,20.5026,20.8343,20.5026,20.7906,609661.0
2019-10-21,20.8692,21.3056,20.8605,21.131,736965.0
2019-10-22,21.1921,21.8904,21.1921,21.5151,1538592.0
2019-10-23,21.454,21.6373,21.3231,21.4889,972711.0
2019-10-24,21.55,21.6809,21.3842,21.646,579306.0
2019-10-25,21.6198,22.0126,21.4845,21.8206,1192275.0
2019-10-26,21.6198,22.0126,21.4845,21.8206,1192275.0
2019-10-27,21.6198,22.0126,21.4845,21.8206,1192275.0
2019-10-28,21.9428,21.9864,21.5413,21.6809,934893.0
2019-10-29,21.5936,21.8817,21.5936,21.6809,759932.0
2019-10-30,21.6024,21.7158,21.3318,21.4976,1402665.0
2019-10-31,21.742,22.5537,21.6024,21.9078,2117052.0
2019-11-01,22.0911,22.1435,21.5718,21.6111,1414580.0
2019-11-02,22.0911,22.1435,21.5718,21.6111,1414580.0
2019-11-03,22.0911,22.1435,21.5718,21.6111,1414580.0
2019-11-04,21.7333,21.9733,21.6373,21.8904,1000777.0
2019-11-05,21.9428,21.9951,21.6635,21.8118,856566.0
2019-11-06,21.7333,21.934,21.6896,21.9253,946867.0
2019-11-07,22.0388,22.1871,21.7071,21.7769,1096231.0
2019-11-08,21.742,22.0737,21.5587,22.065,1045916.0
2019-11-09,21.742,22.0737,21.5587,22.065,1045916.0
2019-11-10,21.742,22.0737,21.5587,22.065,1045916.0
2019-11-11,22.065,22.0737,21.7944,21.8555,510865.0
2019-11-12,21.9166,22.4403,21.838,22.2919,1382771.0
2019-11-13,22.1261,22.497,22.0039,22.4665,1058782.0
2019-11-14,22.4228,22.5581,22.353,22.4577,484583.0
2019-11-15,22.545,22.5799,22.3093,22.4315,756933.0
2019-11-16,22.545,22.5799,22.3093,22.4315,756933.0
2019-11-17,22.545,22.5799,22.3093,22.4315,756933.0
2019-11-18,22.3181,22.4665,22.1383,22.3181,883759.0
2019-11-19,22.5188,22.6236,22.3879,22.5363,897647.0
2019-11-20,22.4839,22.5799,22.1741,22.2395,997658.0
2019-11-21,22.353,22.3966,22.1304,22.2657,733632.0
2019-11-22,22.3464,22.3901,22.2068,22.2766,421779.0
2019-11-23,22.3464,22.3901,22.2068,22.2766,421779.0
2019-11-24,22.3464,22.3901,22.2068,22.2766,421779.0
2019-11-25,22.3639,22.6345,22.2762,22.5298,831999.0
2019-11-26,22.5123,22.6956,22.4512,22.5734,845873.0
2019-11-27,22.6432,22.94,22.5734,22.8789,677548.0
2019-11-28,22.6432,22.94,22.5734,22.8789,677548.0
2019-11-29,22.8091,22.871,22.5472,22.5559,332284.0
2019-11-30,22.8091,22.871,22.5472,22.5559,332284.0
2019-12-01,22.8091,22.871,22.5472,22.5559,332284.0
2019-12-02,22.5559,22.7218,22.0802,22.2068,1165017.0
2019-12-03,22.0322,22.0846,21.7703,21.9886,1204228.0
2019-12-04,22.0933,22.2199,21.9755,22.0235,656562.0
2019-12-05,22.1108,22.1893,21.9711,22.102,607802.0
2019-12-06,22.2679,22.425,22.1457,22.2068,702670.0
2019-12-07,22.2679,22.425,22.1457,22.2068,702670.0
2019-12-08,22.2679,22.425,22.1457,22.2068,702670.0
2019-12-09,22.1981,22.4425,22.1282,22.329,833385.0
2019-12-10,22.3203,22.5559,22.2592,22.5298,864917.0
2019-12-11,22.5385,22.6694,22.4861,22.617,773128.0
2019-12-12,22.6083,22.9706,22.5821,22.6869,897234.0
2019-12-13,22.652,22.7008,22.5298,22.6432,1077477.0
2019-12-14,22.652,22.7008,22.5298,22.6432,1077477.0
2019-12-15,22.652,22.7008,22.5298,22.6432,1077477.0
2019-12-16,22.7043,22.7742,22.473,22.7043,1078821.0
2019-12-17,22.7131,22.7262,22.5472,22.6782,1020989.0
2019-12-18,22.748,22.7742,22.3941,22.4774,1418251.0
2019-12-19,22.4774,22.4774,22.1064,22.1893,1355356.0
2019-12-20,22.2068,22.3552,22.1173,22.1457,3028301.0
2019-12-21,22.2068,22.3552,22.1173,22.1457,3028301.0
2019-12-22,22.2068,22.3552,22.1173,22.1457,3028301.0
2019-12-23,22.1893,22.1893,21.9013,21.9536,907097.0
2019-12-24,21.9624,21.9972,21.8227,21.9449,506647.0
2019-12-25,21.9624,21.9972,21.8227,21.9449,506647.0
2019-12-26,21.9798,22.0758,21.7703,21.8227,622037.0
2019-12-27,21.8925,22.1544,21.8358,22.0584,1069452.0
2019-12-28,21.8925,22.1544,21.8358,22.0584,1069452.0
2019-12-29,21.8925,22.1544,21.8358,22.0584,1069452.0
2019-12-30,22.0671,22.216,21.9187,21.9187,625714.0
2019-12-31,21.8751,22.0235,21.8576,21.9624,862094.0
2020-01-01,21.8751,22.0235,21.8576,21.9624,862094.0
2020-01-02,22.0409,22.0671,21.6132,21.7703,765575.0
2020-01-03,21.4735,21.8489,21.4037,21.6481,1359917.0
2020-01-04,21.4735,21.8489,21.4037,21.6481,1359917.0
2020-01-05,21.4735,21.8489,21.4037,21.6481,1359917.0
2020-01-06,21.491,21.5783,21.3775,21.5259,1146819.0
2020-01-07,21.3513,21.5434,21.2815,21.3862,863003.0
2020-01-08,21.395,21.4735,21.3339,21.3775,1310023.0
2020-01-09,21.587,21.766,21.5259,21.718,1455985.0
2020-01-10,21.6656,21.6858,21.4212,21.4997,867486.0
2020-01-11,21.6656,21.6858,21.4212,21.4997,867486.0
2020-01-12,21.6656,21.6858,21.4212,21.4997,867486.0
2020-01-13,21.491,21.5957,21.4124,21.4823,1427346.0
2020-01-14,21.3862,21.491,21.3164,21.4823,1985254.0
2020-01-15,21.4561,21.6743,21.4299,21.5346,1873219.0
2020-01-16,21.7005,21.8925,21.6219,21.8925,1667555.0
2020-01-17,21.9973,22.0671,21.8227,21.91,952982.0
2020-01-18,21.9973,22.0671,21.8227,21.91,952982.0
2020-01-19,21.9973,22.0671,21.8227,21.91,952982.0
2020-01-20,21.9973,22.0671,21.8227,21.91,952982.0
2020-01-21,21.8751,21.9493,21.7267,21.7703,890932.0
2020-01-22,21.8489,21.9536,21.7791,21.8925,1503797.0
2020-01-23,21.8925,22.1544,21.5957,22.0409,1418561.0
2020-01-24,22.0671,22.0758,21.683,21.7791,1185772.0
2020-01-25,22.0671,22.0758,21.683,21.7791,1185772.0
2020-01-26,22.0671,22.0758,21.683,21.7791,1185772.0
2020-01-27,21.5172,21.8052,21.4124,21.683,1115502.0
2020-01-28,21.7703,21.9013,21.6394,21.6656,1047557.0
2020-01-29,21.6569,21.7529,21.491,21.5259,1204361.0
2020-01-30,21.395,21.7529,21.3775,21.7354,849592.0
2020-01-31,21.6132,21.7005,21.3775,21.3775,1674899.0
2020-02-01,21.6132,21.7005,21.3775,21.3775,1674899.0
2020-02-02,21.6132,21.7005,21.3775,21.3775,1674899.0
2020-02-03,21.4735,21.9711,21.4648,21.7791,1498751.0
2020-02-04,22.0147,22.4687,21.8969,21.9536,1906852.0
2020-02-05,22.0846,22.3814,22.0366,22.2941,1172052.0
2020-02-06,22.4774,22.5996,21.5346,21.7092,1795908.0
2020-02-07,21.718,21.7965,21.4037,21.4474,1136838.0
2020-02-08,21.718,21.7965,21.4037,21.4474,1136838.0
2020-02-09,21.718,21.7965,21.4037,21.4474,1136838.0
2020-02-10,21.3775,21.5259,21.2553,21.5259,1436031.0
2020-02-11,21.5783,21.8271,21.5346,21.6307,1124637.0
2020-02-12,21.6743,21.7354,21.3077,21.3339,1539863.0
2020-02-13,21.3601,21.5434,21.2379,21.2902,1094475.0
2020-02-14,21.2553,21.2684,20.8974,21.0807,1604737.0
2020-02-15,21.2553,21.2684,20.8974,21.0807,1604737.0
2020-02-16,21.2553,21.2684,20.8974,21.0807,1604737.0
2020-02-17,21.2553,21.2684,20.8974,21.0807,1604737.0
2020-02-18,20.9323,21.2684,20.9323,21.1506,1736468.0
2020-02-19,21.2466,21.2902,20.4741,20.5308,1846131.0
2020-02-20,20.4522,21.0371,20.4522,21.0022,1958654.0
2020-02-21,21.0504,21.2698,20.8223,20.8223,1697116.0
2020-02-22,21.0504,21.2698,20.8223,20.8223,1697116.0
2020-02-23,21.0504,21.2698,20.8223,20.8223,1697116.0
2020-02-24,20.3835,20.8179,20.3366,20.5503,1874721.0
2020-02-25,20.5064,20.7214,19.936,19.9799,2189018.0
2020-02-26,20.1203,20.3835,19.5894,19.6465,1827222.0
2020-02-27,19.3218,19.8922,19.0322,19.0322,1765652.0
2020-02-28,18.5935,19.0761,18.2689,18.6374,3089866.0
2020-02-29,18.5935,19.0761,18.2689,18.6374,3089866.0
2020-03-01,18.5935,19.0761,18.2689,18.6374,3089866.0
2020-03-02,18.7164,19.9448,18.6462,19.9448,2400650.0
2020-03-03,19.9009,20.5108,19.6816,20.1817,3880913.0
2020-03-04,20.4186,20.8135,20.0984,20.5152,2499578.0
