,DG US Equity,DG US Equity,DG US Equity,DG US Equity,DG US Equity
2019-04-05,114.0943,117.0805,114.0563,116.2083,3099257.0
2019-04-06,114.0943,117.0805,114.0563,116.2083,3099257.0
2019-04-07,114.0943,117.0805,114.0563,116.2083,3099257.0
2019-04-08,116.1894,116.6361,115.2484,116.2464,2003657.0
2019-04-09,115.7331,116.2084,115.0108,115.41,1204045.0
2019-04-10,115.7331,116.5743,115.372,115.7807,2453278.0
2019-04-11,116.2654,116.6741,115.8472,116.351,1379320.0
2019-04-12,116.5791,117.0543,116.1133,116.3225,931760.0
2019-04-13,116.5791,117.0543,116.1133,116.3225,931760.0
2019-04-14,116.5791,117.0543,116.1133,116.3225,931760.0
2019-04-15,116.3415,118.0048,116.3415,117.7197,1814360.0
2019-04-16,118.2995,118.4918,117.311,117.5771,1743377.0
2019-04-17,118.0048,118.6512,117.8147,118.1474,1344224.0
2019-04-18,118.1474,118.5934,117.368,117.4345,1836995.0
2019-04-19,118.1474,118.5934,117.368,117.4345,1836995.0
2019-04-20,118.1474,118.5934,117.368,117.4345,1836995.0
2019-04-21,118.1474,118.5934,117.368,117.4345,1836995.0
2019-04-22,117.1019,117.8908,116.8975,117.4441,1156629.0
2019-04-23,117.5391,118.4136,116.5601,118.0809,1587834.0
2019-04-24,118.4516,120.2195,118.0714,119.8013,1382752.0
2019-04-25,119.7253,120.5617,119.3394,120.1245,1293284.0
2019-04-26,118.6512,119.7348,117.6627,119.0599,1432564.0
2019-04-27,118.6512,119.7348,117.6627,119.0599,1432564.0
2019-04-28,118.6512,119.7348,117.6627,119.0599,1432564.0
2019-04-29,118.8698,119.3546,118.3185,118.9078,958291.0
2019-04-30,120.0674,120.4762,118.9553,119.8488,1812933.0
2019-05-01,119.7348,120.1435,117.6056,117.6912,1726635.0
2019-05-02,118.0334,118.8698,117.5676,118.4611,1039372.0
2019-05-03,118.8888,119.3736,118.3853,118.5276,938682.0
2019-05-04,118.8888,119.3736,118.3853,118.5276,938682.0
2019-05-05,118.8888,119.3736,118.3853,118.5276,938682.0
2019-05-06,117.0639,118.4965,116.7407,118.2045,1191851.0
2019-05-07,117.311,117.4726,115.2959,116.1989,1152798.0
2019-05-08,115.8852,116.8869,114.8777,116.2274,1277893.0
2019-05-09,115.6761,117.2444,115.5621,116.8737,1019308.0
2019-05-10,116.1989,116.4745,114.2504,115.8092,1374549.0
2019-05-11,116.1989,116.4745,114.2504,115.8092,1374549.0
2019-05-12,116.1989,116.4745,114.2504,115.8092,1374549.0
2019-05-13,114.1268,114.3929,111.4796,112.4064,2308124.0
2019-05-14,112.4254,112.9102,111.1897,111.4749,3275821.0
2019-05-15,111.5509,112.5109,110.4008,112.1973,2064885.0
2019-05-16,112.8721,114.5735,112.2163,113.7941,2006712.0
2019-05-17,112.9862,115.0488,112.9862,114.2409,1970201.0
2019-05-18,112.9862,115.0488,112.9862,114.2409,1970201.0
2019-05-19,112.9862,115.0488,112.9862,114.2409,1970201.0
2019-05-20,113.8987,114.1363,113.1573,113.8892,1431770.0
2019-05-21,114.45,116.2844,113.5993,115.5335,2280041.0
2019-05-22,115.429,116.4935,115.0203,116.0088,1557227.0
2019-05-23,115.467,115.8092,114.2028,114.6686,1439304.0
2019-05-24,115.1724,116.1229,114.7636,115.9232,1157198.0
2019-05-25,115.1724,116.1229,114.7636,115.9232,1157198.0
2019-05-26,115.1724,116.1229,114.7636,115.9232,1157198.0
2019-05-27,115.1724,116.1229,114.7636,115.9232,1157198.0
2019-05-28,115.505,116.2274,113.9842,114.0222,2280958.0
2019-05-29,113.2428,113.9652,112.3494,112.644,3196186.0
2019-05-30,118.6132,121.7308,116.6932,120.7138,5519001.0
2019-05-31,119.9154,121.1795,119.307,120.9799,2892919.0
2019-06-01,119.9154,121.1795,119.307,120.9799,2892919.0
2019-06-02,119.9154,121.1795,119.307,120.9799,2892919.0
2019-06-03,121.5407,123.1756,121.5407,122.6148,2318582.0
2019-06-04,122.6148,123.974,122.5768,123.5653,1828894.0
2019-06-05,123.9455,124.1451,122.7193,123.9455,1972077.0
2019-06-06,124.3732,125.4425,123.936,124.953,1448791.0
2019-06-07,125.7039,126.8255,125.6469,126.5594,1271558.0
2019-06-08,125.7039,126.8255,125.6469,126.5594,1271558.0
2019-06-09,125.7039,126.8255,125.6469,126.5594,1271558.0
2019-06-10,127.0536,128.755,126.9137,128.2893,1927867.0
2019-06-11,128.5459,129.1828,127.9614,128.8026,1679722.0
2019-06-12,128.7645,129.677,128.679,129.3063,994255.0
2019-06-13,129.7531,130.5515,128.6315,129.2303,1729074.0
2019-06-14,129.3824,129.5249,128.5934,128.9736,1239878.0
2019-06-15,129.3824,129.5249,128.5934,128.9736,1239878.0
2019-06-16,129.3824,129.5249,128.5934,128.9736,1239878.0
2019-06-17,130.2663,130.5895,129.0212,129.1732,1495944.0
2019-06-18,129.7245,130.3329,129.0212,130.2663,2035820.0
2019-06-19,130.2663,131.635,128.9546,131.3309,1364597.0
2019-06-20,132.1198,132.1578,131.2548,131.9392,1357160.0
2019-06-21,132.1863,132.8612,131.6446,131.9107,2208229.0
2019-06-22,132.1863,132.8612,131.6446,131.9107,2208229.0
2019-06-23,132.1863,132.8612,131.6446,131.9107,2208229.0
2019-06-24,132.0343,132.1816,130.0477,130.3519,1164183.0
2019-06-25,130.6845,130.9507,129.2778,129.2778,1777384.0
2019-06-26,129.3633,130.3614,128.698,129.715,1560974.0
2019-06-27,129.4869,130.0287,129.2208,129.7055,1330040.0
2019-06-28,129.4014,129.677,127.9091,128.4699,2526811.0
2019-06-29,129.4014,129.677,127.9091,128.4699,2526811.0
2019-06-30,129.4014,129.677,127.9091,128.4699,2526811.0
2019-07-01,129.2778,130.3709,128.3368,129.1447,1342754.0
2019-07-02,129.5344,130.3234,129.1542,130.3234,1061785.0
2019-07-03,130.542,132.2339,130.542,132.2054,944281.0
2019-07-04,130.542,132.2339,130.542,132.2054,944281.0
2019-07-05,131.9582,133.1844,131.3784,133.0228,1316782.0
2019-07-06,131.9582,133.1844,131.3784,133.0228,1316782.0
2019-07-07,131.9582,133.1844,131.3784,133.0228,1316782.0
2019-07-08,132.6418,133.0705,131.651,132.013,1504465.0
2019-07-09,131.651,133.423,131.651,132.9466,1487378.0
2019-07-10,133.1943,134.3757,132.5636,134.2613,1842250.0
2019-07-11,134.6519,135.3379,133.2896,133.7183,1584197.0
2019-07-12,134.147,134.9854,133.9184,134.8234,1219776.0
2019-07-13,134.147,134.9854,133.9184,134.8234,1219776.0
2019-07-14,134.147,134.9854,133.9184,134.8234,1219776.0
2019-07-15,135.0806,135.8253,134.69,135.5284,1322394.0
2019-07-16,135.757,137.6243,135.4331,137.3766,1234827.0
2019-07-17,137.0813,138.1959,136.643,138.1102,1455409.0
2019-07-18,137.7386,137.9482,134.8044,136.0619,2226625.0
2019-07-19,136.4715,136.5668,134.5281,134.5948,1857869.0
2019-07-20,136.4715,136.5668,134.5281,134.5948,1857869.0
2019-07-21,136.4715,136.5668,134.5281,134.5948,1857869.0
2019-07-22,134.5757,134.6233,131.0889,131.5081,2824417.0
2019-07-23,131.5748,131.5748,127.7259,130.7269,2442883.0
2019-07-24,130.8698,132.6561,130.5459,132.5656,1608543.0
2019-07-25,132.1654,132.1654,130.3268,131.2032,1729595.0
2019-07-26,131.2604,132.0606,130.6697,131.4414,1281345.0
2019-07-27,131.2604,132.0606,130.6697,131.4414,1281345.0
2019-07-28,131.2604,132.0606,130.6697,131.4414,1281345.0
2019-07-29,131.3271,131.6033,129.0978,129.3741,1491639.0
2019-07-30,129.1931,129.1931,127.2877,127.8498,1551000.0
2019-07-31,127.5926,128.7453,126.2969,127.6783,1547856.0
2019-08-01,127.5259,129.5837,125.3252,125.8968,2137097.0
2019-08-02,126.0397,128.2309,125.7825,127.3639,2004810.0
2019-08-03,126.0397,128.2309,125.7825,127.3639,2004810.0
2019-08-04,126.0397,128.2309,125.7825,127.3639,2004810.0
2019-08-05,126.335,127.221,124.8298,126.3731,1800523.0
2019-08-06,126.2874,128.369,125.2871,128.0975,1647655.0
2019-08-07,127.0972,128.4595,125.9921,128.2213,1148660.0
2019-08-08,129.9171,131.4319,129.3169,130.8888,1583008.0
2019-08-09,131.1365,131.5843,129.0787,129.1645,1068669.0
2019-08-10,131.1365,131.5843,129.0787,129.1645,1068669.0
2019-08-11,131.1365,131.5843,129.0787,129.1645,1068669.0
2019-08-12,128.6215,130.3649,127.8307,128.5548,1226414.0
2019-08-13,127.7926,130.9841,126.7066,128.974,1502175.0
2019-08-14,127.9546,129.4884,127.0781,127.5163,1763314.0
2019-08-15,128.5643,129.3931,126.516,127.4782,1474745.0
2019-08-16,128.107,129.9714,127.8688,129.4789,1374453.0
2019-08-17,128.107,129.9714,127.8688,129.4789,1374453.0
2019-08-18,128.107,129.9714,127.8688,129.4789,1374453.0
2019-08-19,131.3652,132.3179,129.2407,131.5652,2014262.0
2019-08-20,131.3557,132.1273,130.0934,130.7174,1254646.0
2019-08-21,133.3372,133.7278,131.4081,132.2226,1975559.0
2019-08-22,132.0511,133.5563,131.7463,133.1276,1688674.0
2019-08-23,132.5179,133.0324,129.8218,130.5078,1500439.0
2019-08-24,132.5179,133.0324,129.8218,130.5078,1500439.0
2019-08-25,132.5179,133.0324,129.8218,130.5078,1500439.0
2019-08-26,131.7367,132.7085,131.1842,132.6322,1478622.0
2019-08-27,133.3753,133.7374,132.1178,132.1845,1969056.0
2019-08-28,131.9558,135.0521,131.47,134.3566,2451398.0
2019-08-29,144.4455,149.9893,143.9501,148.704,6858995.0
2019-08-30,149.2089,151.3905,147.294,148.704,2689468.0
2019-08-31,149.2089,151.3905,147.294,148.704,2689468.0
2019-09-01,149.2089,151.3905,147.294,148.704,2689468.0
2019-09-02,149.2089,151.3905,147.294,148.704,2689468.0
2019-09-03,148.0562,150.4093,147.8656,148.2657,2384633.0
2019-09-04,149.9615,150.6951,149.066,150.3331,1737089.0
2019-09-05,152.2765,153.4674,151.4477,152.2575,1536682.0
2019-09-06,152.3527,154.5153,152.1336,153.8961,1584911.0
2019-09-07,152.3527,154.5153,152.1336,153.8961,1584911.0
2019-09-08,152.3527,154.5153,152.1336,153.8961,1584911.0
2019-09-09,154.3724,154.6582,152.2289,153.153,1947344.0
2019-09-10,150.7427,150.7903,147.9609,149.6567,3188128.0
2019-09-11,148.7802,151.1619,147.8942,148.6278,2530909.0
2019-09-12,150.6284,151.2857,148.5944,149.6662,1740826.0
2019-09-13,149.0565,150.7427,148.8707,150.314,1579551.0
2019-09-14,149.0565,150.7427,148.8707,150.314,1579551.0
2019-09-15,149.0565,150.7427,148.8707,150.314,1579551.0
2019-09-16,149.2184,149.5613,145.1505,145.9221,1884693.0
2019-09-17,146.6176,149.4185,146.0793,149.3994,2138170.0
2019-09-18,149.5328,149.9139,147.3702,149.2851,1572308.0
2019-09-19,149.9901,150.0949,148.4944,149.3899,1281964.0
2019-09-20,149.9425,151.0952,148.8278,148.8373,1926382.0
2019-09-21,149.9425,151.0952,148.8278,148.8373,1926382.0
2019-09-22,149.9425,151.0952,148.8278,148.8373,1926382.0
2019-09-23,150.2664,153.0673,150.1044,151.2,1392707.0
2019-09-24,152.1241,153.2483,149.5328,151.2953,1415181.0
2019-09-25,151.2572,152.4861,150.0663,151.6192,1466477.0
2019-09-26,152.0193,152.8481,150.7332,151.9526,1330662.0
2019-09-27,152.9053,152.972,151.2667,152.448,1364833.0
2019-09-28,152.9053,152.972,151.2667,152.448,1364833.0
2019-09-29,152.9053,152.972,151.2667,152.448,1364833.0
2019-09-30,152.1241,153.172,151.179,151.4191,2040494.0
2019-10-01,152.1717,153.172,149.5709,151.5144,1756538.0
2019-10-02,150.2473,151.0857,148.723,150.1616,1657789.0
2019-10-03,150.152,150.657,147.9418,149.9615,1547355.0
2019-10-04,149.5804,153.7151,149.5804,153.3531,1948686.0
2019-10-05,149.5804,153.7151,149.5804,153.3531,1948686.0
2019-10-06,149.5804,153.7151,149.5804,153.3531,1948686.0
2019-10-07,152.7135,153.7663,151.1384,152.7421,1686014.0
2019-10-08,151.7207,154.2122,150.8043,152.5799,1464421.0
2019-10-09,152.828,154.3172,152.7326,153.544,1230793.0
2019-10-10,153.1431,153.4581,151.6444,153.229,1727750.0
2019-10-11,154.5463,156.8277,153.7826,154.8804,1486680.0
2019-10-12,154.5463,156.8277,153.7826,154.8804,1486680.0
2019-10-13,154.5463,156.8277,153.7826,154.8804,1486680.0
2019-10-14,155.4054,155.6526,153.7301,153.8876,1828095.0
2019-10-15,155.3959,155.8445,154.2122,154.7086,1171877.0
2019-10-16,154.3936,155.119,153.439,154.8708,1091193.0
2019-10-17,155.1668,155.9972,154.6704,155.4722,1633291.0
2019-10-18,155.7109,157.4768,154.9663,156.9423,1760027.0
2019-10-19,155.7109,157.4768,154.9663,156.9423,1760027.0
2019-10-20,155.7109,157.4768,154.9663,156.9423,1760027.0
2019-10-21,157.4768,157.9541,156.0068,156.885,1290309.0
2019-10-22,157.0377,159.0805,156.9232,158.2691,1242055.0
2019-10-23,158.546,159.3955,154.804,155.5772,1512125.0
2019-10-24,155.7968,156.7228,154.6799,155.5104,1277164.0
2019-10-25,155.1381,156.0927,154.384,154.8136,764376.0
2019-10-26,155.1381,156.0927,154.384,154.8136,764376.0
2019-10-27,155.1381,156.0927,154.384,154.8136,764376.0
2019-10-28,155.0045,155.6822,153.9258,155.2527,1060336.0
2019-10-29,155.014,155.539,153.2481,153.3244,1083211.0
2019-10-30,153.0476,154.6895,152.7517,154.2886,828645.0
2019-10-31,153.8208,154.3172,152.093,153.0571,1451703.0
2019-11-01,154.1358,154.5463,152.1312,152.6371,1072789.0
2019-11-02,154.1358,154.5463,152.1312,152.6371,1072789.0
2019-11-03,154.1358,154.5463,152.1312,152.6371,1072789.0
2019-11-04,153.1908,153.4103,149.592,151.0239,1696656.0
2019-11-05,150.9762,152.8949,150.7948,152.4367,1414193.0
2019-11-06,152.3794,153.1478,151.6635,152.3603,1025325.0
2019-11-07,153.0571,153.7826,151.5966,151.9976,1211986.0
2019-11-08,151.9976,152.6371,149.277,150.6898,1314397.0
2019-11-09,151.9976,152.6371,149.277,150.6898,1314397.0
2019-11-10,151.9976,152.6371,149.277,150.6898,1314397.0
2019-11-11,150.5561,150.5752,148.5706,149.8689,1001035.0
2019-11-12,149.8307,155.1477,149.3916,149.8498,1373640.0
2019-11-13,149.2388,150.8807,147.5683,150.8139,2238770.0
2019-11-14,151.3007,153.6013,150.7662,152.2458,1564764.0
2019-11-15,153.0762,153.0762,150.8234,152.8662,2034401.0
2019-11-16,153.0762,153.0762,150.8234,152.8662,2034401.0
2019-11-17,153.0762,153.0762,150.8234,152.8662,2034401.0
2019-11-18,152.7994,153.4294,152.1312,152.7135,1230255.0
2019-11-19,151.9021,152.914,150.0407,151.2339,1618982.0
2019-11-20,152.5608,154.7372,151.988,153.6394,1974577.0
2019-11-21,153.2003,154.6895,152.9712,153.4772,1332392.0
2019-11-22,154.0213,154.3936,152.513,152.5321,1300988.0
2019-11-23,154.0213,154.3936,152.513,152.5321,1300988.0
2019-11-24,154.0213,154.3936,152.513,152.5321,1300988.0
2019-11-25,152.6276,153.6967,152.4605,152.6562,2652371.0
2019-11-26,149.1911,153.0381,148.364,151.2721,3974391.0
2019-11-27,151.4439,151.7876,150.4416,151.2244,1834641.0
2019-11-28,151.4439,151.7876,150.4416,151.2244,1834641.0
2019-11-29,150.8139,151.1146,149.9548,150.2125,1105525.0
2019-11-30,150.8139,151.1146,149.9548,150.2125,1105525.0
2019-12-01,150.8139,151.1146,149.9548,150.2125,1105525.0
2019-12-02,151.0907,151.2339,147.511,147.6542,3709771.0
2019-12-03,146.4419,147.0242,145.7785,146.0505,4841462.0
2019-12-04,147.6065,148.6565,146.2224,146.5756,3615691.0
2019-12-05,148.4943,148.962,145.096,148.0552,5712342.0
2019-12-06,148.8284,149.3916,146.8142,147.6924,3190898.0
2019-12-07,148.8284,149.3916,146.8142,147.6924,3190898.0
2019-12-08,148.8284,149.3916,146.8142,147.6924,3190898.0
2019-12-09,147.2533,148.4799,146.2415,147.7879,2521398.0
2019-12-10,147.3679,148.4752,146.9001,147.3583,1877939.0
2019-12-11,147.2151,147.807,146.8715,147.492,1921279.0
2019-12-12,147.1578,149.1911,147.1292,148.5134,1895302.0
2019-12-13,148.0265,148.1983,145.998,147.6065,2243691.0
2019-12-14,148.0265,148.1983,145.998,147.6065,2243691.0
2019-12-15,148.0265,148.1983,145.998,147.6065,2243691.0
2019-12-16,147.807,148.1124,145.6114,145.831,2471931.0
2019-12-17,146.4133,148.5706,146.1746,148.1315,2153684.0
2019-12-18,148.6661,148.7234,147.554,148.2461,1920130.0
2019-12-19,148.3988,149.9691,147.912,149.8689,2368151.0
2019-12-20,150.6707,150.938,149.3438,149.592,2695995.0
2019-12-21,150.6707,150.938,149.3438,149.592,2695995.0
2019-12-22,150.6707,150.938,149.3438,149.592,2695995.0
2019-12-23,149.8975,150.0216,147.9597,148.1124,1266813.0
2019-12-24,148.7138,149.487,148.1983,149.1529,500669.0
2019-12-25,148.7138,149.487,148.1983,149.1529,500669.0
2019-12-26,149.1243,149.1243,147.196,148.2556,1001279.0
2019-12-27,148.4179,149.6302,148.1888,149.5347,974414.0
2019-12-28,148.4179,149.6302,148.1888,149.5347,974414.0
2019-12-29,148.4179,149.6302,148.1888,149.5347,974414.0
2019-12-30,149.0575,151.0048,148.3224,150.203,1350377.0
2019-12-31,150.0311,150.2984,148.1792,148.8952,1097229.0
2020-01-01,150.0311,150.2984,148.1792,148.8952,1097229.0
2020-01-02,149.8211,149.9834,148.1888,149.4297,1847729.0
2020-01-03,148.2461,149.2579,147.6351,148.332,1715458.0
2020-01-04,148.2461,149.2579,147.6351,148.332,1715458.0
2020-01-05,148.2461,149.2579,147.6351,148.332,1715458.0
2020-01-06,147.7006,147.9971,145.491,147.825,2295596.0
2020-01-07,147.4902,148.0354,145.5292,145.5962,2845830.0
2020-01-08,145.3953,145.998,144.5631,144.9649,3208434.0
2020-01-09,145.204,147.0741,145.1849,145.9501,2832636.0
2020-01-10,146.5145,147.4232,145.864,146.5623,2747909.0
2020-01-11,146.5145,147.4232,145.864,146.5623,2747909.0
2020-01-12,146.5145,147.4232,145.864,146.5623,2747909.0
2020-01-13,145.3571,148.1024,144.8501,147.4232,2011834.0
2020-01-14,148.3319,152.0529,148.3319,151.1155,2837185.0
2020-01-15,148.5902,150.5033,148.4661,149.7859,2638045.0
2020-01-16,150.685,151.6416,150.1015,151.3929,1472828.0
2020-01-17,151.7372,153.4399,150.685,151.1251,1486809.0
2020-01-18,151.7372,153.4399,150.685,151.1251,1486809.0
2020-01-19,151.7372,153.4399,150.685,151.1251,1486809.0
2020-01-20,151.7372,153.4399,150.685,151.1251,1486809.0
2020-01-21,150.5129,151.8042,150.3981,150.6946,1381612.0
2020-01-22,151.0868,151.4407,147.4902,147.7867,1458674.0
2020-01-23,147.1649,148.7501,146.7154,148.3989,1283380.0
2020-01-24,148.1884,148.265,146.7441,147.6337,1050705.0
2020-01-25,148.1884,148.265,146.7441,147.6337,1050705.0
2020-01-26,148.1884,148.265,146.7441,147.6337,1050705.0
2020-01-27,146.4571,150.0872,145.9884,149.0876,1539839.0
2020-01-28,149.6233,150.7903,149.0972,149.8528,1117980.0
2020-01-29,150.1781,150.5894,148.9441,148.9824,719977.0
2020-01-30,148.2267,150.1781,147.6625,150.1685,1528107.0
2020-01-31,150.2163,150.4555,146.2658,146.7441,1974995.0
2020-02-01,150.2163,150.4555,146.2658,146.7441,1974995.0
2020-02-02,150.2163,150.4555,146.2658,146.7441,1974995.0
2020-02-03,147.5763,150.312,147.3084,148.045,1109796.0
2020-02-04,149.1354,150.7711,148.8676,149.212,1429524.0
2020-02-05,149.7954,150.905,149.6663,150.4268,1037451.0
2020-02-06,150.905,151.1059,148.4467,148.7146,1118562.0
2020-02-07,148.5519,148.9919,147.3276,148.2363,814484.0
2020-02-08,148.5519,148.9919,147.3276,148.2363,814484.0
2020-02-09,148.5519,148.9919,147.3276,148.2363,814484.0
2020-02-10,147.3849,148.8867,147.1458,148.8293,1102471.0
2020-02-11,149.432,149.8528,148.7624,149.1737,916896.0
2020-02-12,149.6998,152.0338,148.8724,151.7659,1093784.0
2020-02-13,151.5459,153.2773,150.9146,152.9042,984143.0
2020-02-14,152.3877,153.1625,150.6181,151.1633,1434040.0
2020-02-15,152.3877,153.1625,150.6181,151.1633,1434040.0
2020-02-16,152.3877,153.1625,150.6181,151.1633,1434040.0
2020-02-17,152.3877,153.1625,150.6181,151.1633,1434040.0
2020-02-18,151.4216,155.2956,150.8955,154.6834,1604180.0
2020-02-19,154.9799,157.2374,154.5543,156.673,1540340.0
2020-02-20,156.673,158.8157,156.0704,158.5287,1101628.0
2020-02-21,158.6818,159.7818,157.8592,159.6288,1455114.0
2020-02-22,158.6818,159.7818,157.8592,159.6288,1455114.0
2020-02-23,158.6818,159.7818,157.8592,159.6288,1455114.0
2020-02-24,156.4243,159.2748,156.4243,157.6965,2282333.0
2020-02-25,158.4713,159.6479,154.0521,154.4825,2335923.0
2020-02-26,155.0086,157.3426,154.2051,155.6017,2126949.0
2020-02-27,154.1477,155.4439,150.599,150.8094,3595999.0
2020-02-28,148.9633,149.432,141.1453,143.7692,3858851.0
2020-02-29,148.9633,149.432,141.1453,143.7692,3858851.0
2020-03-01,148.9633,149.432,141.1453,143.7692,3858851.0
2020-03-02,143.8266,152.8086,143.7214,152.6651,2581634.0
