,DG US Equity,DG US Equity,DG US Equity,DG US Equity,DG US Equity
2021-05-05,209.5382,209.8376,207.7708,208.4952,1032431.0
2021-05-06,209.1423,211.3056,208.1861,211.0256,1336637.0
2021-05-07,211.7885,213.3918,209.3547,212.6674,1374308.0
2021-05-08,211.7885,213.3918,209.3547,212.6674,1374308.0
2021-05-09,211.7885,213.3918,209.3547,212.6674,1374308.0
2021-05-10,213.44,214.9177,211.267,211.3732,1506411.0
2021-05-11,210.2336,210.4847,204.9024,206.5829,1996855.0
2021-05-12,203.3958,204.632,198.76,198.8276,2918424.0
2021-05-13,199.2815,200.199,196.0944,198.7214,2498976.0
2021-05-14,200.1507,200.1507,196.8574,199.1463,2069052.0
2021-05-15,200.1507,200.1507,196.8574,199.1463,2069052.0
2021-05-16,200.1507,200.1507,196.8574,199.1463,2069052.0
2021-05-17,199.2043,199.6196,195.0707,197.2147,2305211.0
2021-05-18,198.4703,200.7109,197.8039,197.9391,1711151.0
2021-05-19,196.3842,198.9145,194.7423,196.7608,1443142.0
2021-05-20,196.7222,198.2192,195.2059,197.1375,1294997.0
2021-05-21,197.7073,199.0208,197.263,198.026,1381476.0
2021-05-22,197.7073,199.0208,197.263,198.026,1381476.0
2021-05-23,197.7073,199.0208,197.263,198.026,1381476.0
2021-05-24,193.7089,196.9636,190.0486,190.4059,3570491.0
2021-05-25,191.5745,193.0908,189.0635,192.0671,2294998.0
2021-05-26,192.859,194.6554,192.1347,193.1391,2648146.0
2021-05-27,197.0216,200.8847,195.3314,197.3982,4110245.0
2021-05-28,198.5282,200.0493,195.3266,196.0172,2730200.0
2021-05-29,198.5282,200.0493,195.3266,196.0172,2730200.0
2021-05-30,198.5282,200.0493,195.3266,196.0172,2730200.0
2021-05-31,198.5282,200.0493,195.3266,196.0172,2730200.0
2021-06-01,196.0558,196.4904,194.3077,194.5298,1778840.0
2021-06-02,194.0518,196.3069,193.0655,195.3121,1702425.0
2021-06-03,195.7467,199.3974,195.09,198.9532,2008171.0
2021-06-04,199.0015,199.89,197.5045,199.6872,1610801.0
2021-06-05,199.0015,199.89,197.5045,199.6872,1610801.0
2021-06-06,199.0015,199.89,197.5045,199.6872,1610801.0
2021-06-07,199.9479,200.0059,198.055,198.9532,1529075.0
2021-06-08,200.0542,200.0542,197.7846,198.6827,1651027.0
2021-06-09,198.9242,199.8996,197.6976,197.9198,1823610.0
2021-06-10,197.292,199.9576,197.292,199.3878,1965647.0
2021-06-11,200.1218,203.2413,199.2815,202.1499,1757284.0
2021-06-12,200.1218,203.2413,199.2815,202.1499,1757284.0
2021-06-13,200.1218,203.2413,199.2815,202.1499,1757284.0
2021-06-14,202.4493,202.9515,200.7012,202.3817,1343115.0
2021-06-15,203.0191,205.4723,202.0147,204.8638,2012501.0
2021-06-16,205.1439,205.7427,202.7105,203.9173,2442365.0
2021-06-17,203.869,206.9692,203.4055,205.9841,2147751.0
2021-06-18,204.7479,206.7712,204.3133,205.424,3689941.0
2021-06-19,204.7479,206.7712,204.3133,205.424,3689941.0
2021-06-20,204.7479,206.7712,204.3133,205.424,3689941.0
2021-06-21,206.3028,207.5004,205.395,206.6505,1650025.0
2021-06-22,207.4328,208.6014,206.3125,207.4908,1277278.0
2021-06-23,207.1624,207.5584,205.5399,206.7568,1528300.0
2021-06-24,207.8095,207.8095,205.8779,206.5829,1571098.0
2021-06-25,206.3028,206.8727,204.1974,204.661,4079672.0
2021-06-26,206.3028,206.8727,204.1974,204.661,4079672.0
2021-06-27,206.3028,206.8727,204.1974,204.661,4079672.0
2021-06-28,205.3177,208.6883,204.6803,207.6646,1504683.0
2021-06-29,207.9447,211.5567,207.7419,209.5672,1397397.0
2021-06-30,209.5382,209.9632,208.331,208.9877,1125716.0
2021-07-01,209.4223,210.6103,208.7366,210.3592,1263973.0
2021-07-02,210.9978,212.6041,210.572,211.4622,1084050.0
2021-07-03,210.9978,212.6041,210.572,211.4622,1084050.0
2021-07-04,210.9978,212.6041,210.572,211.4622,1084050.0
2021-07-05,210.9978,212.6041,210.572,211.4622,1084050.0
2021-07-06,210.8816,211.8687,209.4303,211.3364,1260835.0
2021-07-07,211.8687,215.9231,210.9591,214.3362,1677312.0
2021-07-08,213.233,214.7426,211.6703,212.5557,1424211.0
2021-07-09,212.7202,214.2588,212.217,213.6298,2009326.0
2021-07-10,212.7202,214.2588,212.217,213.6298,2009326.0
2021-07-11,212.7202,214.2588,212.217,213.6298,2009326.0
2021-07-12,213.0395,213.4363,210.8526,212.3622,1414740.0
2021-07-13,212.3525,214.7523,212.2944,212.904,1424072.0
2021-07-14,213.7943,214.191,212.217,213.7459,936975.0
2021-07-15,214.2201,215.0813,213.146,214.7716,1263269.0
2021-07-16,215.5167,216.6005,214.4233,214.9845,2144839.0
2021-07-17,215.5167,216.6005,214.4233,214.9845,2144839.0
2021-07-18,215.5167,216.6005,214.4233,214.9845,2144839.0
2021-07-19,214.5974,217.6649,214.2588,217.0166,1927724.0
2021-07-20,217.2295,220.2002,216.9005,219.0874,1315431.0
2021-07-21,218.5358,218.8648,216.7844,216.9682,1048039.0
2021-07-22,217.5198,219.1648,216.0005,218.2939,856016.0
2021-07-23,217.7327,221.7001,217.7327,221.4968,853672.0
2021-07-24,217.7327,221.7001,217.7327,221.4968,853672.0
2021-07-25,217.7327,221.7001,217.7327,221.4968,853672.0
2021-07-26,221.2065,223.0257,219.7647,222.5322,1188158.0
2021-07-27,223.0451,223.7612,221.5259,222.7064,879641.0
2021-07-28,221.5936,223.9063,220.8752,222.6193,1059301.0
2021-07-29,223.5483,225.5804,223.0645,225.4642,1000290.0
2021-07-30,224.9901,226.7706,224.9707,225.1159,1098769.0
2021-07-31,224.9901,226.7706,224.9707,225.1159,1098769.0
2021-08-01,224.9901,226.7706,224.9707,225.1159,1098769.0
2021-08-02,225.3384,225.7787,221.5162,224.9804,1230456.0
2021-08-03,225.3772,228.7833,224.88,227.4479,1086010.0
2021-08-04,227.4383,228.435,226.0061,227.3028,1091516.0
2021-08-05,227.9705,229.0639,226.2714,228.1834,1018945.0
2021-08-06,228.3092,228.9381,227.2157,228.5124,784436.0
2021-08-07,228.3092,228.9381,227.2157,228.5124,784436.0
2021-08-08,228.3092,228.9381,227.2157,228.5124,784436.0
2021-08-09,228.8123,229.2768,227.6028,228.7349,1096903.0
2021-08-10,228.7349,231.3511,228.0866,230.5154,1080687.0
2021-08-11,230.7089,231.6089,229.9251,230.3025,1097033.0
2021-08-12,230.7864,230.7864,227.2738,228.6382,1669803.0
2021-08-13,229.2284,230.0413,227.8834,229.1026,1306715.0
2021-08-14,229.2284,230.0413,227.8834,229.1026,1306715.0
2021-08-15,229.2284,230.0413,227.8834,229.1026,1306715.0
2021-08-16,227.8737,230.2832,226.3255,230.1477,1144341.0
2021-08-17,228.6091,228.6091,223.316,224.0515,2030886.0
2021-08-18,224.274,227.1963,222.958,224.1482,1528693.0
2021-08-19,222.8516,226.6254,221.2065,224.9514,1138532.0
2021-08-20,225.4352,228.2995,224.5692,227.1867,1247212.0
2021-08-21,225.4352,228.2995,224.5692,227.1867,1247212.0
2021-08-22,225.4352,228.2995,224.5692,227.1867,1247212.0
2021-08-23,227.8737,230.7864,226.7996,227.0512,1325086.0
2021-08-24,227.4286,227.6705,225.0965,225.2223,1367423.0
2021-08-25,225.3481,227.7624,225.1449,227.148,1563604.0
2021-08-26,213.5911,220.2099,208.1432,218.5939,5959721.0
2021-08-27,218.5261,218.9906,215.5845,217.9649,3009074.0
2021-08-28,218.5261,218.9906,215.5845,217.9649,3009074.0
2021-08-29,218.5261,218.9906,215.5845,217.9649,3009074.0
2021-08-30,218.2116,220.8582,217.3166,218.0713,2078581.0
2021-08-31,218.1681,218.7681,214.5974,215.7006,2568640.0
2021-09-01,215.6425,216.436,213.4846,215.4877,1292219.0
2021-09-02,215.3038,217.7423,214.8394,217.6843,1219882.0
2021-09-03,218.0617,218.3229,214.5297,215.2555,1107864.0
2021-09-04,218.0617,218.3229,214.5297,215.2555,1107864.0
2021-09-05,218.0617,218.3229,214.5297,215.2555,1107864.0
2021-09-06,218.0617,218.3229,214.5297,215.2555,1107864.0
2021-09-07,215.6232,215.9425,213.2234,214.3749,1236553.0
2021-09-08,214.4523,216.8327,213.5814,216.794,1441043.0
2021-09-09,216.6973,216.944,212.9621,213.0202,1438959.0
2021-09-10,213.5911,213.8523,210.6494,210.9978,1586330.0
2021-09-11,213.5911,213.8523,210.6494,210.9978,1586330.0
2021-09-12,213.5911,213.8523,210.6494,210.9978,1586330.0
2021-09-13,211.0848,213.5233,210.0882,210.5623,1327065.0
2021-09-14,210.7268,211.1236,208.2496,209.2947,1157743.0
2021-09-15,209.3431,210.9881,208.1916,209.9527,1382430.0
2021-09-16,209.9914,214.7861,209.9914,214.3942,1702264.0
2021-09-17,214.2975,217.123,214.2975,214.9264,2306136.0
2021-09-18,214.2975,217.123,214.2975,214.9264,2306136.0
2021-09-19,214.2975,217.123,214.2975,214.9264,2306136.0
2021-09-20,213.4363,216.1941,212.9137,214.6168,1698204.0
2021-09-21,214.8007,215.5941,212.0719,212.4492,1226919.0
2021-09-22,212.9137,213.3008,210.1365,211.9364,1386710.0
2021-09-23,212.5557,213.3298,211.2542,211.2977,855427.0
2021-09-24,210.7946,211.2106,209.256,210.6688,1135370.0
2021-09-25,210.7946,211.2106,209.256,210.6688,1135370.0
2021-09-26,210.7946,211.2106,209.256,210.6688,1135370.0
2021-09-27,209.8366,211.8687,209.2947,209.7495,1044887.0
2021-09-28,208.1625,209.6817,207.1078,208.2399,1461336.0
2021-09-29,208.4722,212.1783,208.4722,209.9527,1147982.0
2021-09-30,209.0141,209.6576,205.2402,205.2789,1817295.0
2021-10-01,205.2402,205.4144,201.5486,202.4437,1583349.0
2021-10-02,205.2402,205.4144,201.5486,202.4437,1583349.0
2021-10-03,205.2402,205.4144,201.5486,202.4437,1583349.0
2021-10-04,201.9975,202.7102,198.5457,199.9226,1499821.0
2021-10-05,200.6498,201.1346,198.856,199.3602,1301511.0
2021-10-06,198.7688,201.0328,197.6052,200.8243,1140410.0
2021-10-07,201.503,204.8676,201.503,204.4215,1347515.0
2021-10-08,204.4215,204.9548,202.8023,204.0046,918091.0
2021-10-09,204.4215,204.9548,202.8023,204.0046,918091.0
2021-10-10,204.4215,204.9548,202.8023,204.0046,918091.0
2021-10-11,203.3065,204.8967,203.3065,203.4132,1209077.0
2021-10-12,204.0822,204.8676,201.2801,201.9297,1771028.0
2021-10-13,201.6291,204.7124,201.5273,203.035,1159538.0
2021-10-14,203.5877,207.6115,203.132,206.3317,1216805.0
2021-10-15,207.3304,208.1157,206.2056,206.3317,991385.0
2021-10-16,207.3304,208.1157,206.2056,206.3317,991385.0
2021-10-17,207.3304,208.1157,206.2056,206.3317,991385.0
2021-10-18,205.8469,207.4952,204.8249,207.2043,994540.0
2021-10-19,207.2625,208.0815,206.0311,207.2916,858248.0
2021-10-20,207.9606,210.1228,207.2625,208.6878,1080623.0
2021-10-21,209.2211,213.0122,208.4939,212.285,1144520.0
2021-10-22,213.1092,214.9611,212.0329,213.6134,893341.0
2021-10-23,213.1092,214.9611,212.0329,213.6134,893341.0
2021-10-24,213.1092,214.9611,212.0329,213.6134,893341.0
2021-10-25,213.5843,216.5707,212.3529,215.7271,798445.0
2021-10-26,216.4931,216.4931,214.4569,214.7963,925561.0
2021-10-27,214.8351,215.2326,212.9541,213.6716,1037665.0
2021-10-28,214.0497,215.0872,213.5455,214.2048,819706.0
2021-10-29,213.4776,215.9598,212.9734,214.7866,811447.0
2021-10-30,213.4776,215.9598,212.9734,214.7866,811447.0
2021-10-31,213.4776,215.9598,212.9734,214.7866,811447.0
2021-11-01,215.4556,215.7174,212.8474,213.7685,870019.0
2021-11-02,214.0691,215.8338,212.9977,215.0969,1100003.0
2021-11-03,214.3794,217.1912,213.2159,216.9197,1237921.0
2021-11-04,217.3754,221.312,216.9682,219.334,1543686.0
2021-11-05,220.4103,221.0309,217.0943,218.7717,958326.0
2021-11-06,220.4103,221.0309,217.0943,218.7717,958326.0
2021-11-07,220.4103,221.0309,217.0943,218.7717,958326.0
2021-11-08,216.5125,218.6068,210.9567,214.2145,1891615.0
2021-11-09,212.6244,215.7368,212.2172,213.4873,869696.0
2021-11-10,213.148,214.7866,212.0329,214.0594,740261.0
2021-11-11,214.2727,215.2811,213.6231,214.5539,1001243.0
2021-11-12,215.8338,218.8299,215.0775,218.1608,1370279.0
2021-11-13,215.8338,218.8299,215.0775,218.1608,1370279.0
2021-11-14,215.8338,218.8299,215.0775,218.1608,1370279.0
2021-11-15,221.0502,224.6863,218.7184,220.1,1794304.0
2021-11-16,220.1,224.3663,220.1,223.3288,1693393.0
2021-11-17,221.4381,221.5544,213.6619,216.1053,2383376.0
2021-11-18,217.2494,217.2494,213.8222,215.5817,1779845.0
2021-11-19,216.0568,219.1692,215.6399,217.7245,1794552.0
2021-11-20,216.0568,219.1692,215.6399,217.7245,1794552.0
2021-11-21,216.0568,219.1692,215.6399,217.7245,1794552.0
2021-11-22,219.1304,222.1944,216.7646,219.0916,1627371.0
2021-11-23,219.2177,219.8382,216.1247,218.2966,1163769.0
2021-11-24,217.3076,218.4905,215.4265,216.6386,956825.0
2021-11-25,217.3076,218.4905,215.4265,216.6386,956825.0
2021-11-26,215.8726,219.5668,215.572,217.5985,998014.0
2021-11-27,215.8726,219.5668,215.572,217.5985,998014.0
2021-11-28,215.8726,219.5668,215.572,217.5985,998014.0
2021-11-29,218.1608,221.7193,216.3477,218.2287,1794470.0
2021-11-30,216.3089,218.5196,214.1079,214.5733,3072954.0
2021-12-01,214.583,221.506,214.583,216.018,3452669.0
2021-12-02,211.5093,214.869,205.0227,209.2502,3453143.0
2021-12-03,210.4816,217.1815,208.2806,215.252,3111407.0
2021-12-04,210.4816,217.1815,208.2806,215.252,3111407.0
2021-12-05,210.4816,217.1815,208.2806,215.252,3111407.0
2021-12-06,214.9708,223.2076,214.6412,218.6747,2316343.0
2021-12-07,219.7219,220.0709,213.7491,217.676,1611266.0
2021-12-08,218.316,218.442,211.4027,214.68,2151278.0
2021-12-09,214.709,216.115,212.8086,215.572,1262108.0
2021-12-10,215.7465,217.3948,214.5733,215.6399,1397884.0
2021-12-11,215.7465,217.3948,214.5733,215.6399,1397884.0
2021-12-12,215.7465,217.3948,214.5733,215.6399,1397884.0
2021-12-13,215.126,219.9546,214.8933,219.1304,1949535.0
2021-12-14,218.1123,219.877,217.2494,218.5972,1708670.0
2021-12-15,218.4032,219.5668,216.2216,219.2468,1570119.0
2021-12-16,219.3922,219.6152,215.9889,218.8008,1362639.0
2021-12-17,219.5086,219.9158,214.3115,215.7368,3493142.0
2021-12-18,219.5086,219.9158,214.3115,215.7368,3493142.0
2021-12-19,219.5086,219.9158,214.3115,215.7368,3493142.0
2021-12-20,214.0012,214.5926,209.3665,213.7007,2155335.0
2021-12-21,213.1868,215.3005,211.2912,214.9805,1142452.0
2021-12-22,214.9127,215.1648,212.4402,213.5261,1005638.0
2021-12-23,213.7103,215.8871,212.9928,214.6024,2241689.0
2021-12-24,213.7103,215.8871,212.9928,214.6024,2241689.0
2021-12-25,213.7103,215.8871,212.9928,214.6024,2241689.0
2021-12-26,213.7103,215.8871,212.9928,214.6024,2241689.0
2021-12-27,215.4265,218.0057,215.3005,217.8603,2345527.0
2021-12-28,218.5584,222.5337,218.5584,221.3799,1805126.0
2021-12-29,222.4077,226.8824,221.7096,226.48,1582526.0
2021-12-30,227.6145,230.3294,226.6449,228.6616,1312359.0
2021-12-31,229.3307,231.7353,228.2447,228.6616,1714700.0
2022-01-01,229.3307,231.7353,228.2447,228.6616,1714700.0
2022-01-02,229.3307,231.7353,228.2447,228.6616,1714700.0
2022-01-03,227.6029,229.6913,225.6991,228.7296,1499141.0
2022-01-04,226.7481,229.1473,226.3304,227.0007,1348549.0
2022-01-05,227.2629,230.2061,226.0099,227.0978,1829576.0
2022-01-06,220.1916,229.7204,220.1916,229.0405,3011822.0
2022-01-07,228.7976,233.2561,227.9234,231.4397,2315687.0
2022-01-08,228.7976,233.2561,227.9234,231.4397,2315687.0
2022-01-09,228.7976,233.2561,227.9234,231.4397,2315687.0
2022-01-10,231.4397,232.8772,227.972,229.5358,2460952.0
2022-01-11,229.2056,230.2012,221.0027,222.0954,2644514.0
2022-01-12,222.6782,222.8142,220.5122,222.0469,1324580.0
2022-01-13,221.6195,222.4257,216.3451,216.6657,1940187.0
2022-01-14,212.7124,213.4117,207.3312,210.8571,4142002.0
2022-01-15,212.7124,213.4117,207.3312,210.8571,4142002.0
2022-01-16,212.7124,213.4117,207.3312,210.8571,4142002.0
2022-01-17,212.7124,213.4117,207.3312,210.8571,4142002.0
2022-01-18,206.6901,210.0995,202.4259,207.0009,2700781.0
2022-01-19,208.3608,214.8881,207.8023,213.6351,2327829.0
2022-01-20,215.3058,216.0052,205.2088,206.0199,3147524.0
2022-01-21,205.6022,208.7105,204.1355,204.1549,2043010.0
2022-01-22,205.6022,208.7105,204.1355,204.1549,2043010.0
2022-01-23,205.6022,208.7105,204.1355,204.1549,2043010.0
2022-01-24,202.4706,210.7017,202.0568,210.3714,2468358.0
2022-01-25,209.1378,209.1718,203.1837,205.9324,2283272.0
2022-01-26,206.5347,208.2151,197.3459,198.8417,2327880.0
2022-01-27,199.1234,203.169,199.104,199.4536,2232365.0
2022-01-28,199.2788,199.2788,194.9839,198.4726,2080416.0
2022-01-29,199.2788,199.2788,194.9839,198.4726,2080416.0
2022-01-30,199.2788,199.2788,194.9839,198.4726,2080416.0
2022-01-31,198.6474,203.1447,198.531,202.5036,2901921.0
2022-02-01,202.4454,203.9121,199.5314,203.1253,1705458.0
2022-02-02,202.5133,204.2132,200.6218,200.7649,2020304.0
2022-02-03,199.6479,201.7023,199.1914,199.4828,1850662.0
2022-02-04,199.8519,199.8519,194.7233,196.5591,2005961.0
2022-02-05,199.8519,199.8519,194.7233,196.5591,2005961.0
2022-02-06,199.8519,199.8519,194.7233,196.5591,2005961.0
2022-02-07,196.7339,197.579,194.4998,194.8398,1622042.0
2022-02-08,195.1215,198.5503,193.7922,196.9573,2913463.0
2022-02-09,197.9772,200.3764,197.5401,199.8907,2354127.0
2022-02-10,197.2876,199.6091,195.1943,196.3065,1854296.0
2022-02-11,196.8213,197.375,194.6261,194.8787,1212003.0
2022-02-12,196.8213,197.375,194.6261,194.8787,1212003.0
2022-02-13,196.8213,197.375,194.6261,194.8787,1212003.0
2022-02-14,195.0924,195.6266,193.5091,194.8592,1442381.0
2022-02-15,195.5295,195.8063,192.562,193.4411,1721738.0
2022-02-16,192.5378,193.412,188.7496,191.6927,2661515.0
2022-02-17,191.071,193.0283,190.3814,191.4693,1853497.0
2022-02-18,191.3139,195.816,191.1196,194.2376,3468265.0
2022-02-19,191.3139,195.816,191.1196,194.2376,3468265.0
2022-02-20,191.3139,195.816,191.1196,194.2376,3468265.0
2022-02-21,191.3139,195.816,191.1196,194.2376,3468265.0
2022-02-22,192.7806,193.6159,185.8064,186.4378,2167719.0
2022-02-23,186.768,187.4577,182.669,182.941,1654301.0
2022-02-24,179.8424,185.8064,179.8424,185.3305,2083126.0
2022-02-25,190.1968,193.7131,186.7583,193.2857,2561525.0
2022-02-26,190.1968,193.7131,186.7583,193.2857,2561525.0
2022-02-27,190.1968,193.7131,186.7583,193.2857,2561525.0
2022-02-28,192.2366,193.917,190.022,192.6543,1569675.0
2022-03-01,193.7811,198.8126,193.7131,195.2866,2408723.0
2022-03-02,194.1647,200.7552,193.9462,199.5216,1696945.0
2022-03-03,200.5221,202.5425,199.1234,200.3764,1793165.0
2022-03-04,200.0947,205.0582,199.2205,204.932,2365785.0
2022-03-05,200.0947,205.0582,199.2205,204.932,2365785.0
2022-03-06,200.0947,205.0582,199.2205,204.932,2365785.0
2022-03-07,204.9611,207.506,197.7441,197.8801,2112191.0
2022-03-08,197.3264,199.4617,192.9749,193.5479,2363823.0
2022-03-09,197.3556,202.9407,195.753,201.2798,1508777.0
2022-03-10,199.1234,200.8912,196.6853,200.1724,1174235.0
2022-03-11,200.5415,202.8485,199.2982,199.6576,2362701.0
2022-03-12,200.5415,202.8485,199.2982,199.6576,2362701.0
2022-03-13,200.5415,202.8485,199.2982,199.6576,2362701.0
2022-03-14,200.7941,204.7183,199.4634,202.7076,1454422.0
2022-03-15,203.407,209.1087,203.407,208.1082,2793327.0
2022-03-16,208.1082,209.6041,204.7474,206.3987,2584782.0
2022-03-17,213.8294,216.0246,206.5444,215.5778,4386367.0
2022-03-18,215.84,223.4116,214.7133,223.0473,3100131.0
2022-03-19,215.84,223.4116,214.7133,223.0473,3100131.0
2022-03-20,215.84,223.4116,214.7133,223.0473,3100131.0
2022-03-21,222.1926,226.0973,220.2499,221.8526,1878995.0
2022-03-22,222.8531,223.2513,218.5355,219.5797,1798633.0
2022-03-23,218.9095,219.5068,213.5186,215.199,1819800.0
2022-03-24,215.7721,216.4763,212.6541,214.5676,1541344.0
2022-03-25,215.3544,215.9469,212.9163,215.1213,1286070.0
2022-03-26,215.3544,215.9469,212.9163,215.1213,1286070.0
2022-03-27,215.3544,215.9469,212.9163,215.1213,1286070.0
2022-03-28,215.1504,219.8517,215.1504,219.8128,1385761.0
2022-03-29,221.6972,224.2032,219.7351,221.9692,3336196.0
2022-03-30,220.6579,223.0575,220.3762,220.9493,1288400.0
2022-03-31,219.9002,221.5515,216.0829,216.248,2164611.0
2022-04-01,216.6948,220.2499,216.248,219.8128,1538798.0
2022-04-02,216.6948,220.2499,216.248,219.8128,1538798.0
2022-04-03,216.6948,220.2499,216.248,219.8128,1538798.0
2022-04-04,219.6861,220.8546,219.0045,220.319,1501735.0
2022-04-05,219.4622,224.1457,219.4622,223.3278,2073536.0
2022-04-06,222.8117,233.0258,222.062,232.7142,3548596.0
2022-04-07,231.7503,236.9596,230.8058,235.3335,2786372.0
2022-04-08,237.6996,239.6664,236.0053,239.3354,2733584.0
2022-04-09,237.6996,239.6664,236.0053,239.3354,2733584.0
2022-04-10,237.6996,239.6664,236.0053,239.3354,2733584.0
2022-04-11,238.9654,240.6499,234.2429,234.4377,1959114.0
2022-04-12,234.9537,239.6713,234.9537,237.4172,1500677.0
2022-04-13,236.2098,239.462,235.869,238.9362,1328094.0
2022-04-14,240.757,243.717,240.3772,242.2273,2094447.0
2022-04-15,240.757,243.717,240.3772,242.2273,2094447.0
2022-04-16,240.757,243.717,240.3772,242.2273,2094447.0
2022-04-17,240.757,243.717,240.3772,242.2273,2094447.0
2022-04-18,240.4551,244.9244,239.7989,243.6002,1332939.0
2022-04-19,244.9634,249.939,244.5739,248.644,2018439.0
2022-04-20,250.7179,252.5485,250.2116,252.2272,2117782.0
2022-04-21,253.1619,255.3089,248.8679,249.1016,1946019.0
2022-04-22,248.8971,248.8971,242.0033,242.2662,1659243.0
2022-04-23,248.8971,248.8971,242.0033,242.2662,1659243.0
2022-04-24,248.8971,248.8971,242.0033,242.2662,1659243.0
2022-04-25,242.2662,243.1912,238.1183,241.9546,1859218.0
2022-04-26,240.6109,243.5126,238.5564,238.5564,1472740.0
2022-04-27,238.1475,240.8836,236.5993,237.0959,1366414.0
2022-04-28,239.2185,241.3217,236.1757,240.0949,1241811.0
2022-04-29,238.6441,238.9167,230.8545,231.2829,1993755.0
2022-04-30,238.6441,238.9167,230.8545,231.2829,1993755.0
2022-05-01,238.6441,238.9167,230.8545,231.2829,1993755.0
2022-05-02,232.2371,233.1037,226.132,229.9587,1691276.0
2022-05-03,230.9129,233.2644,229.1992,230.7279,1188039.0
2022-05-04,231.6334,235.908,229.9489,235.5477,1416780.0
2022-05-05,234.8369,235.4016,225.5332,227.4952,1577074.0
2022-05-06,224.9052,229.0823,224.2626,227.4173,2525392.0
2022-05-07,224.9052,229.0823,224.2626,227.4173,2525392.0
2022-05-08,224.9052,229.0823,224.2626,227.4173,2525392.0
2022-05-09,226.7065,230.7668,224.5838,225.2849,2000884.0
2022-05-10,227.1934,229.17,220.7475,221.5167,1678363.0
2022-05-11,222.2859,226.3462,221.0931,222.3638,1621047.0
2022-05-12,223.0843,227.5049,222.3735,225.762,2384472.0
2022-05-13,227.1934,227.6315,223.3862,226.2197,1630557.0
2022-05-14,227.1934,227.6315,223.3862,226.2197,1630557.0
2022-05-15,227.1934,227.6315,223.3862,226.2197,1630557.0
2022-05-16,227.3394,229.4815,224.7396,228.0113,1037828.0
2022-05-17,220.1632,222.9578,217.2129,221.5654,2231778.0
2022-05-18,204.8372,205.217,191.3223,196.9405,5494625.0
2022-05-19,194.1947,199.9882,188.0897,196.035,3691177.0
2022-05-20,192.7536,193.7662,178.4305,182.6661,4569626.0
2022-05-21,192.7536,193.7662,178.4305,182.6661,4569626.0
2022-05-22,192.7536,193.7662,178.4305,182.6661,4569626.0
2022-05-23,183.6008,189.5307,182.6661,189.3067,2936287.0
2022-05-24,187.554,192.3933,187.3204,190.7965,2444719.0
2022-05-25,189.8714,192.1207,188.4693,190.2025,3004442.0
2022-05-26,218.8682,223.4154,210.3776,216.2879,6166034.0
2022-05-27,218.4787,224.7299,218.4787,222.3735,2783258.0
2022-05-28,218.4787,224.7299,218.4787,222.3735,2783258.0
2022-05-29,218.4787,224.7299,218.4787,222.3735,2783258.0
2022-05-30,218.4787,224.7299,218.4787,222.3735,2783258.0
2022-05-31,219.8809,220.8059,213.0552,214.545,3672362.0
2022-06-01,217.1837,218.693,212.6565,213.065,1930073.0
2022-06-02,213.4837,218.9559,212.7534,218.8098,1482972.0
2022-06-03,216.7163,223.0454,216.7163,220.9812,1943924.0
2022-06-04,216.7163,223.0454,216.7163,220.9812,1943924.0
2022-06-05,216.7163,223.0454,216.7163,220.9812,1943924.0
2022-06-06,222.5975,226.5312,221.2051,226.356,1879212.0
2022-06-07,222.5585,229.17,221.3219,228.1573,1984650.0
2022-06-08,227.3589,229.8905,226.2002,227.5828,984007.0
2022-06-09,227.7581,233.6587,227.3686,231.4582,1855080.0
2022-06-10,228.5371,229.7931,225.8107,227.2226,1417088.0
2022-06-11,228.5371,229.7931,225.8107,227.2226,1417088.0
2022-06-12,228.5371,229.7931,225.8107,227.2226,1417088.0
2022-06-13,223.6101,227.1155,221.6335,224.8565,1934895.0
2022-06-14,225.0025,228.0794,221.8185,223.9704,1463139.0
2022-06-15,224.1457,228.021,223.2207,226.1418,1457732.0
2022-06-16,226.7162,228.4689,223.6686,226.1223,2257347.0
2022-06-17,225.5478,226.0152,221.9062,224.7299,3634818.0
2022-06-18,225.5478,226.0152,221.9062,224.7299,3634818.0
2022-06-19,225.5478,226.0152,221.9062,224.7299,3634818.0
2022-06-20,225.5478,226.0152,221.9062,224.7299,3634818.0
2022-06-21,225.4796,232.8213,225.1291,232.685,1700082.0
2022-06-22,231.8379,234.8515,230.4747,234.1943,2040710.0
2022-06-23,236.7161,238.9264,234.3598,237.203,1719886.0
2022-06-24,238.4299,242.8212,238.0306,241.3802,3158270.0
2022-06-25,238.4299,242.8212,238.0306,241.3802,3158270.0
2022-06-26,238.4299,242.8212,238.0306,241.3802,3158270.0
2022-06-27,241.4775,244.6031,238.6002,240.2701,1429310.0
2022-06-28,240.6791,244.2915,236.9304,237.1738,1280545.0
2022-06-29,238.5662,241.6115,236.8135,240.5525,1116495.0
2022-06-30,238.8583,241.1367,236.6869,238.9849,1510356.0
2022-07-01,237.4235,241.2069,237.1405,240.4097,1085079.0
2022-07-02,237.4235,241.2069,237.1405,240.4097,1085079.0
2022-07-03,237.4235,241.2069,237.1405,240.4097,1085079.0
2022-07-04,237.4235,241.2069,237.1405,240.4097,1085079.0
2022-07-05,242.5469,245.1135,237.5113,244.0205,1846117.0
2022-07-06,244.9671,248.4412,242.8982,247.075,1359387.0
